AverageReturn,AverageQ,MinReturn,AverageAbsQ,MaxReturn,AverageAbsQYDiff,MaxEsReturn,Iteration,AveragePolicySurr,QFunRegParamNorm,StdEsReturn,AverageAction,AverageEsReturn,Epoch,AverageAbsY,AverageQLoss,StdReturn,AverageY,MinEsReturn,AverageDiscountedReturn,PolicyRegParamNorm
87.5460867652,1.32787,81.4769791923,1.32888,90.152009112,0.0312022247019,94.2591450882,46,-1.41235,37.3879,33.2267957709,0.725065,78.9576242084,46,1.32895054975,0.0254754,2.80858179887,1.32807546622,-2.38546407913,13.9242163264,36.1322
-0.557055556084,1.42178,-0.578944084449,1.42285,-0.541746035297,0.0402360824811,97.8222574492,47,-1.51286,37.7618,2.48222792993,0.00557613,94.2547066897,47,1.42292417268,0.0366471,0.0108468880491,1.4220185333,89.4437863737,-0.0487848693005,36.6114
22.311018915,1.55867,-14.1222677898,1.56007,95.4179441507,0.044327503311,95.570911819,48,-1.65412,38.1906,30.9746963053,0.158701,82.402997836,48,1.56019020495,0.0425776,51.48173387,1.55914872614,-5.10765784317,12.3940705528,36.9739
77.4165103179,1.64261,-3.12664801415,1.64491,94.894772769,0.051176097728,94.5404591969,49,-1.74262,38.586,31.0734779673,0.137944,81.4165191244,49,1.64398354067,0.0316122,33.8860316415,1.64254720501,-0.712812646588,11.7250330022,37.3495
77.7146491984,1.84102,-6.80604448352,1.84452,93.6807572837,0.0438747329978,94.9354582713,50,-1.9471,38.8066,30.2194027186,0.165363,81.9772771591,50,1.84370372468,0.0289187,33.4024135095,1.8416993251,-3.38409370775,4.17880814597,38.0098
59.2230088693,1.97785,-0.116774039622,1.98309,92.3403086524,0.0581751470121,99.6667099597,51,-2.08332,39.069,2.82198154073,0.0853248,93.6020679628,51,1.98088911399,0.0566743,43.8233220461,1.97763376508,90.703816584,2.61447794865,38.3495
61.2438719938,2.05326,-18.066498472,2.05955,91.8760668889,0.0657001906468,94.8612506842,52,-2.1584,39.2661,32.6400873025,0.254928,80.6956744651,52,2.05782600735,0.0658874,44.1351733424,2.05344261152,-5.5746283722,1.37790364083,38.8573
92.2314538569,2.1737,88.4722939796,2.18189,94.9729115422,0.0659543372147,94.6786777363,53,-2.27612,39.575,35.5203506508,0.430646,75.3467142015,53,2.17965901337,0.0785732,1.79184380953,2.17378036717,-3.90135330002,21.2238262295,39.4495
90.60330498,2.30529,86.8224242513,2.31359,93.2793539148,0.0720810693388,96.5744233408,54,-2.40669,39.7685,1.57969200905,0.294972,93.2411768869,54,2.31158318705,0.0841061,1.38769220062,2.30539353418,91.3731293216,6.56813040074,39.9475
92.674873966,2.39273,90.3575884366,2.40037,94.0690196691,0.0747245305773,97.3086786495,55,-2.49365,39.9607,1.81236295314,0.224431,93.6316196158,55,2.39998701467,0.0984664,0.980289062219,2.39354909155,90.7689642382,8.11208210472,40.2389
92.0916630455,2.53927,85.7504482282,2.54616,94.6018966003,0.0673493188174,97.3100722427,56,-2.63918,40.1525,3.48459448233,0.550063,91.3825717168,56,2.54450935837,0.0776755,1.71274079904,2.53876665583,86.9110633204,25.4687920364,40.593
88.8979694176,2.60379,83.8108865395,2.61069,92.5127500899,0.0625276354593,94.9275419434,57,-2.69802,40.3406,1.38364140107,0.280055,92.6470873328,57,2.60961484534,0.0513634,2.09610659929,2.60406866899,90.8249924117,6.70083049711,40.9017
86.1407517323,2.67325,-5.31707932588,2.67989,93.4726144109,0.062890198532,92.0358282809,58,-2.75887,40.5343,1.93076987837,0.253694,89.5679199582,58,2.67918851632,0.0603592,18.3780763525,2.67362790337,86.5694849505,5.31075102153,41.0997
34.2048682328,2.84107,-0.0160670325704,2.84685,92.1804886736,0.0588567086535,97.8620797851,59,-2.92371,40.7034,1.87638402923,0.048556,93.4652269764,59,2.84588541405,0.052766,44.1631214986,2.84092327594,91.8560295679,7.45344802389,41.2997
37.8482832268,2.92232,-0.306660876011,2.92882,93.2324975152,0.0590169776293,94.3405665528,60,-3.00067,40.9017,34.3638003313,0.0519838,77.6745863811,60,2.92773078645,0.0423394,45.5962292934,2.92268501971,-6.43296553601,10.0954749897,41.5367
90.065755452,2.99424,82.193186554,3.00088,93.01543302,0.0572912837749,92.7166872327,61,-3.06749,41.0144,33.9520172281,0.677737,74.6201172399,61,2.99969907809,0.0323707,1.97312851612,2.99427147961,-1.17033712923,19.1626145267,41.7494
90.6554662832,3.07272,87.9750043138,3.0791,92.9947328747,0.0578592445234,93.793612151,62,-3.13907,41.216,2.00482301322,0.727491,91.3107761638,62,3.07805970813,0.0483128,1.23742303685,3.07275526484,88.8211712089,23.4746639288,41.8781
91.8037678386,3.13558,86.300519743,3.14221,93.666813081,0.0648033065773,93.1195582657,63,-3.196,41.392,3.33859982863,0.881315,89.3276773991,63,3.14074416511,0.0432812,1.87317212035,3.13574471763,84.0485812299,35.9426271017,42.0037
92.0102116982,3.19621,85.0549060084,3.20374,93.9518010903,0.0696565701559,99.6200205453,64,-3.25655,41.581,2.62846237706,0.794925,92.5136218539,64,3.20174232016,0.0573891,2.46643674648,3.19640072458,90.3313147238,35.4581085257,42.0668
92.646687847,3.24883,82.8822321684,3.25657,94.5857243314,0.0716212821222,98.9227663038,65,-3.30494,41.8028,2.52115691025,0.685182,92.7139850779,65,3.25483762508,0.0465414,2.49818348958,3.24936002449,90.3882972632,34.0372398408,42.185
93.5988198329,3.33397,93.3626035044,3.34143,93.6915101499,0.0715605128682,99.7753298995,66,-3.39718,42.0274,2.4102263726,0.962536,93.9711446663,66,3.33992054915,0.0552213,0.0676945676913,3.33454898543,90.477987184,47.1151347548,42.365
93.5528353589,3.41503,93.4557743337,3.42219,93.6236632314,0.0654335203639,95.019017105,67,-3.47535,42.2966,1.27008331948,0.968678,93.7788918266,67,3.42035941347,0.0354839,0.0373939404046,3.41512080614,90.9238829115,47.040360914,42.4694
93.4780587235,3.53109,93.3582237256,3.53858,93.5641039217,0.0780204451625,96.1218696319,68,-3.59609,42.563,2.54383537047,0.981965,93.4076461494,68,3.53715737026,0.052927,0.048760470917,3.5318599549,86.1199573078,47.0462048722,42.6141
93.3323265097,3.61414,93.2375072442,3.62149,93.41205697,0.0715863319978,95.1529619479,69,-3.68329,42.8582,2.36891029433,0.991599,93.0217083401,69,3.61965765405,0.0353067,0.0480450582064,3.61455413868,89.0168168168,46.5209329741,42.67
93.2361374488,3.72505,93.1340705226,3.73185,93.3078845018,0.0825864127117,97.8396839677,70,-3.80273,43.1806,1.71349366312,0.993294,94.2485174313,70,3.73055611024,0.0495118,0.0384841714869,3.72556205742,90.5666789009,46.0292748004,42.8681
93.0990980437,3.82455,92.9386782751,3.83092,93.1217890828,0.0688804165153,97.495726034,71,-3.90896,43.433,2.77626895012,0.997638,92.9622895884,71,3.8299898442,0.0290405,0.0341325220236,3.8249202132,88.9335729659,45.4036617312,42.9366
93.1141488092,3.92274,92.9406632102,3.92866,93.1915809033,0.0806827641329,94.6713838638,72,-4.00746,43.7828,1.53867401706,0.994768,93.3518841566,72,3.92729376056,0.0457517,0.0459825848478,3.92290178943,90.3099113549,45.3915170867,43.0548
92.9843498842,4.04033,92.8240437618,4.04496,93.098458351,0.0859307462618,98.1602926586,73,-4.13264,44.1741,1.15198294971,0.993639,94.5300328031,73,4.04411339375,0.0523012,0.079417792374,4.0407984859,93.2027535825,44.6330825896,43.1581
93.1717792194,4.10119,93.0252773556,4.10487,93.3009956944,0.0875425806521,98.7406769163,74,-4.19638,44.5618,2.38842824633,0.992751,93.6285090203,74,4.10502650299,0.0572953,0.0856561340702,4.10194983918,89.8489572435,45.6478702766,43.2476
93.0600776356,4.23042,92.9166753144,4.23329,93.1147442665,0.0736245005744,99.3391376233,75,-4.33214,44.902,2.52307300647,0.998351,93.7419505038,75,4.23286982207,0.0358584,0.0624597890151,4.23041234415,88.9542288271,45.2108375769,43.3291
93.0523071249,4.34761,92.9159980644,4.34956,93.1205973429,0.0766874827985,97.74676992,76,-4.45532,45.2752,1.9827803611,0.997774,93.9106933946,76,4.3495162944,0.0270804,0.069661095266,4.34777507901,88.4454046356,45.1485465375,43.4474
93.1852608337,4.50249,93.0549162113,4.50376,93.2196041331,0.0803617797183,96.5240377303,77,-4.61083,45.5935,1.05355572807,0.996287,94.0535691973,77,4.50418207831,0.0323815,0.0340112824202,4.50299819306,92.3300305859,45.8417392955,43.5169
93.089751397,4.61336,93.0212671762,4.61397,93.119219487,0.0896253121101,95.0386881171,78,-4.72434,45.8779,1.11678510155,0.998292,93.7861946681,78,4.61431709789,0.0448436,0.0304686595767,4.6137553977,90.4954940371,45.373363558,43.6093
93.1691560984,4.74473,93.0654402013,4.74493,93.2062847906,0.0889223353825,98.0354719224,79,-4.86075,46.1482,2.17873467374,0.997748,93.9058553106,79,4.74581866267,0.0405316,0.0451676671805,4.74562360127,89.2623762983,45.8003180374,43.6847
93.2008519771,4.88568,93.0872179097,4.88573,93.3002450559,0.0865588913916,99.2622131639,80,-5.00507,46.4584,2.21001476025,0.987934,93.7522717322,80,4.88638547728,0.0434578,0.0677441840532,4.88634887794,90.1011216374,45.6499867834,43.7241
93.2082325386,4.98933,93.1299012944,4.98933,93.2937035912,0.0970635024566,99.6505098095,81,-5.11241,46.7367,2.55123898546,0.996695,93.9357917714,81,4.99028115248,0.0589035,0.0267632682663,4.99027758185,88.2347462463,45.9845483059,43.8526
93.2079763713,5.11481,93.1459956554,5.11481,93.2970343485,0.0886207037414,97.061132103,82,-5.24013,47.0472,2.55521157767,0.994846,93.1639338444,82,5.1154868727,0.0373432,0.0300240685533,5.11548485235,88.4945197341,45.9217636502,43.9413
93.0719683227,5.24548,92.8102381691,5.24548,93.1994791482,0.0938994643274,98.9488812413,83,-5.37363,47.3385,2.35530140233,0.996839,93.5534557027,83,5.24636483896,0.0529175,0.0847250992224,5.24636231237,90.1911223183,45.2268297527,44.0229
93.2149605286,5.35912,93.118869817,5.35912,93.2767955137,0.0921408069137,96.1037468662,84,-5.48512,47.5579,2.0020022535,0.994616,93.5806199209,84,5.35996731048,0.0468843,0.0496501801349,5.35996433699,88.9735417696,45.9531654405,44.1496
93.2022176734,5.47242,93.0707122047,5.47242,93.2573877262,0.0938192261862,97.731195363,85,-5.59572,47.8548,1.61014462166,0.994698,94.0940158625,85,5.47302917467,0.0451238,0.0372337909665,5.47302466342,90.7355995627,45.8842708766,44.3232
93.1817499008,5.58064,93.0261804074,5.58064,93.2980387849,0.0867366675913,97.0925808328,86,-5.70113,48.1694,2.12728568872,0.995365,93.3971723649,86,5.58137724973,0.0350866,0.0734866478504,5.58137639747,89.3039565316,45.7917787628,44.4185
93.1765881186,5.69042,93.1029345697,5.69042,93.2029112904,0.0864648541156,97.8983773358,87,-5.81002,48.457,2.34784682896,0.999742,93.6035318751,87,5.69117477382,0.032934,0.042347691963,5.6911729944,89.6985259521,45.9076977731,44.5762
93.1774705117,5.81973,93.1017278687,5.81973,93.2012526163,0.0810134566069,97.2648000056,88,-5.93722,48.7629,1.30183252911,0.999812,94.1515905774,88,5.82026270408,0.0287152,0.0410652715555,5.82026210243,91.1868450945,45.9149617655,44.652
93.2914294238,5.9208,93.2011117245,5.9208,93.3995549194,0.0923195447202,99.4956766856,89,-6.03379,48.9833,1.93796104619,0.997283,94.1460708429,89,5.92224085641,0.0456596,0.057482894333,5.92223722004,90.6625165613,46.475666358,44.7328
93.2717561653,5.99639,93.1049207962,5.99639,93.3034779193,0.086663040621,99.8594151809,90,-6.10292,49.1863,1.81003819339,0.997322,94.3975462864,90,5.99754586904,0.0350082,0.0445787905258,5.99754334058,92.2296917116,46.3654662915,44.8138
93.2871011485,6.10777,93.2023200605,6.10777,93.3022260594,0.0977488710332,94.9656674645,91,-6.20968,49.3567,1.88987697298,0.998524,93.0236240798,91,6.10898809427,0.0517438,0.0287297995071,6.10898458326,88.8536116104,46.4921042096,44.9479
93.1243296279,6.18936,92.9007154886,6.18936,93.2947955603,0.0820183742612,97.5725303431,92,-6.28434,49.5288,3.22631710753,0.998158,92.4013395795,92,6.19080483013,0.0366636,0.0871068887843,6.19080390773,88.217492322,45.5635716853,45.0201
93.1834539168,6.2266,93.0013112099,6.2266,93.2998051577,0.074089902808,94.9730089587,93,-6.31719,49.7329,0.842905781525,0.996155,93.9644186722,93,6.22758627666,0.0250146,0.0741162258547,6.22758521645,92.0389494644,45.8276259901,45.1394
93.182409654,6.30433,93.0547046247,6.30433,93.2045641247,0.0869538729284,94.765552328,94,-6.39212,49.9027,1.59731812946,0.997994,92.5838952738,94,6.30575687688,0.0438343,0.0370017998859,6.30575233275,90.3395291379,45.8826613005,45.2537
93.1805823152,6.37004,93.002215484,6.37004,93.2173499695,0.0799761423213,95.3298925845,95,-6.44814,50.0766,1.48156886141,0.998361,93.7287333529,95,6.37131213595,0.0343441,0.0554352087442,6.37131031623,89.6135439335,45.8848127226,45.3437
93.3905572497,6.41744,93.3008474565,6.41744,93.4992059073,0.0761986767621,95.1304479666,96,-6.48755,50.2502,1.54109173537,0.996034,93.2558443829,96,6.4183685519,0.0315693,0.0537422615327,6.41836719484,89.8038919459,47.0017218566,45.4733
93.2460861689,6.45187,93.101565172,6.45187,93.3035653848,0.0738053522595,96.2652302882,97,-6.51602,50.4127,2.02931591827,0.999636,93.2082017236,97,6.45285293706,0.0356245,0.0741858572609,6.4528502819,88.5636892837,46.2971406726,45.5011
93.2594180482,6.47471,93.1158638855,6.47471,93.4002911659,0.0679222670675,94.7609626789,98,-6.53365,50.557,1.47091062623,0.995814,93.4722522447,98,6.47557611678,0.0255677,0.0831106985619,6.4755745617,89.9773775947,46.2462184388,45.5627
93.3868289317,6.51299,93.3020403858,6.51299,93.4331020524,0.0779614724445,94.9366455447,99,-6.56506,50.6456,1.75388035072,0.997193,93.4126811321,99,6.51362784058,0.0356945,0.0367123403717,6.51362597853,89.838383966,47.0184364023,45.7057
93.3515512211,6.53244,93.2025265811,6.53244,93.4037861182,0.0735778941116,97.4523456946,100,-6.58185,50.7636,2.44702842541,0.996968,93.3968320111,100,6.53320837336,0.0309716,0.0633522511236,6.53320474968,88.881920372,46.8092509665,45.7834
93.3691961258,6.53992,93.2677245467,6.53992,93.5003726695,0.0634222512862,95.1433615009,101,-6.58596,50.9009,0.656881230773,0.98859,94.0357397931,101,6.54037444959,0.0208519,0.076333389408,6.5403734965,92.431632239,46.6331479642,45.8351
93.3380385793,6.55128,93.1078970219,6.55128,93.500366197,0.0822158453173,94.9074363272,102,-6.59409,51.0138,1.85558261735,0.993631,92.5853940257,102,6.55178126389,0.0451907,0.114290678538,6.55177809894,89.7043774519,46.6220848101,45.8681
93.276587575,6.59648,93.1034465231,6.59648,93.3998274836,0.0635160050308,98.7849463485,103,-6.63741,51.1566,2.55144385904,0.995517,93.3697666662,103,6.5968276225,0.0267668,0.0781912083128,6.59682515924,89.8113343988,46.3335974295,45.9484
93.2823786859,6.57436,93.1018341461,6.57436,93.4017318886,0.072789171085,98.2715135888,104,-6.61233,51.2507,2.47161052563,0.991432,93.430975248,104,6.57472135176,0.035572,0.0974158832052,6.57471871078,89.736425889,46.2317310767,46.0214
93.291767023,6.60223,93.1157549496,6.60223,93.3399919666,0.0675126105118,95.150821231,105,-6.63412,51.3329,1.42853926422,0.997731,93.6011217822,105,6.60253635131,0.0331847,0.0504866768372,6.60253298347,90.4972268934,46.4925895235,46.0797
93.255414949,6.57876,93.0301100091,6.57876,93.3192089402,0.0673267865524,94.8353479394,106,-6.60831,51.4382,1.80237312355,0.997899,92.5540036331,106,6.57886784229,0.0324773,0.0818649105619,6.57886527091,89.7677025548,46.2928893137,46.0836
93.2937032138,6.58225,93.1019266756,6.58225,93.4083151561,0.0694788799554,97.5220170862,107,-6.6112,51.525,1.49878952811,0.987692,94.1651297217,107,6.58256977195,0.0373911,0.0830684697311,6.58256695831,90.3076891158,46.1710645403,46.1733
93.2570449359,6.57676,93.0859514564,6.57676,93.4027837452,0.0631431030373,95.1779134129,108,-6.60695,51.6026,1.74470924898,0.99319,93.3046997977,108,6.57701577284,0.0253846,0.0879207354807,6.57701368143,90.1870663957,46.1460077089,46.387
93.393117948,6.57589,93.2289497967,6.57589,93.5033316529,0.0674681994948,96.7378629418,109,-6.60604,51.7281,2.0703699721,0.984926,93.5714865927,109,6.57609268065,0.0321412,0.0751749643841,6.57608884509,88.8787462655,46.6486145873,46.5661
93.3626382801,6.56946,93.1114572761,6.56946,93.4843216928,0.068469397141,95.4253489531,110,-6.60032,51.807,1.98496457087,0.977637,93.2609031678,110,6.56965354086,0.034768,0.106910080685,6.56965200318,89.5161032662,46.2287128108,46.6404
93.2956048312,6.57172,92.9659365336,6.57172,93.4442315701,0.0648564155657,95.2085006858,111,-6.6062,51.9261,1.76989440708,0.982109,93.7424271211,111,6.57188399172,0.029673,0.139866080215,6.57188212837,88.8959580782,45.9955178198,46.6509
93.3715974868,6.57726,93.0810670978,6.57726,93.4821866383,0.0635456798176,97.8606277967,112,-6.61089,52.0064,2.52834551149,0.973013,93.7057393756,112,6.57738273832,0.0279143,0.111493170042,6.57738029542,88.7653825994,46.1231461837,46.7317
93.4966162508,6.59892,93.2666448484,6.59892,93.5802700542,0.0617262640037,98.7196542775,113,-6.63445,52.084,1.64255597543,0.969786,94.4476314486,113,6.59902236901,0.02395,0.0829620054192,6.59902166468,91.8443752104,46.7403298725,46.7692
93.1155010452,6.59574,92.813654407,6.59574,93.3298482007,0.0696062859538,95.2662997354,114,-6.6317,52.1698,0.938986777546,0.99117,94.0657269399,114,6.59598384313,0.0349686,0.164013763114,6.5959813873,91.4620491925,45.2831480914,46.9039
93.4167694568,6.59665,93.0602700601,6.59665,93.5591446663,0.0667023131342,94.7283878725,115,-6.63323,52.1875,1.32522105266,0.971017,93.7576613126,115,6.59675226347,0.0315263,0.129007324711,6.59674960037,89.9526855212,46.3183530729,46.9705
