Iteration,AverageAbsQ,Epoch,AverageEsReturn,AverageAction,AveragePolicySurr,AverageQ,StdEsReturn,PolicyRegParamNorm,MinEsReturn,AverageReturn,MinReturn,AverageY,AverageAbsY,AverageAbsQYDiff,StdReturn,QFunRegParamNorm,AverageQLoss,MaxReturn,AverageDiscountedReturn,MaxEsReturn
2960,276743.0,2960,17.3457843758,0.442513,-293020.0,276272.0,23.7707842758,196.79,3.32516025482,970.032701733,960.41094375,276294.771457,276325.638321,10509.7016171,7.72545779051,2304.36,6.87721e+08,987.057660242,89.7195327121,130.827329633
2961,276738.0,2961,17.4985154451,0.465944,-293516.0,276257.0,17.2864960671,196.867,4.02787186999,1010.91837638,979.613264036,276297.817625,276327.992142,10581.3202066,19.7685142726,2305.95,6.84322e+08,1039.29941582,91.2041367648,70.7087332938
2962,277491.0,2962,13.7395697048,0.411363,-293857.0,277017.0,14.9813771682,196.9,3.18010751011,999.300071288,986.571423209,277039.901762,277070.719499,10456.9007755,10.701835714,2307.62,6.92298e+08,1022.12097891,91.3754701609,62.8964379825
2963,277324.0,2963,12.6264010013,0.432177,-294106.0,276844.0,14.7682928117,196.956,3.3145983256,995.730049892,974.625599386,276870.155904,276901.115833,10645.0347814,16.6024556393,2309.21,7.14301e+08,1021.28007954,89.2359919997,82.6025927408
2964,278273.0,2964,13.965343203,0.415744,-294844.0,277786.0,18.9007806139,197.036,3.79034262881,994.257600282,980.4564486,277810.649404,277841.919665,10532.8235812,7.67680930853,2310.83,6.90644e+08,1005.68845091,88.8156979135,121.227093838
2965,278848.0,2965,14.6026099469,0.484519,-295404.0,278373.0,13.6348124829,197.091,3.62326220317,968.85665497,933.867185193,278413.4788,278455.022891,10748.0913246,15.1691023699,2312.48,7.01814e+08,985.149636175,88.0164084282,67.6531177346
2966,279017.0,2966,13.6084416388,0.476651,-295549.0,278513.0,13.1459082591,197.159,3.82714838095,986.592570325,966.596779341,278533.309626,278587.268317,10615.0470105,12.4652237059,2314.08,6.77631e+08,1010.43548967,88.9703501261,62.6395310968
2967,279484.0,2967,20.2636873569,0.377182,-296261.0,278956.0,21.4410029699,197.21,3.24263599409,924.25517027,887.256011101,278981.559652,279037.228106,10721.342893,21.4991391514,2315.72,6.93613e+08,953.676061959,86.6428885182,88.421395951
2968,279936.0,2968,18.2952595504,0.521934,-296586.0,279407.0,24.2727479056,197.274,3.27686349344,980.521053015,973.364570284,279422.836942,279485.94986,10677.6032331,4.67871891347,2317.28,6.96615e+08,987.868612705,87.3069947211,115.906191721
2969,280761.0,2969,21.8509477563,0.502513,-297398.0,280252.0,26.3353519446,197.334,3.89902603791,977.497534593,966.439898797,280302.971773,280339.824599,10838.2814188,8.02557527682,2318.84,7.23834e+08,997.360092314,89.1733285692,110.235826058
2970,281447.0,2970,18.3782399872,0.412247,-297956.0,280952.0,17.9573408126,197.364,3.03102325573,964.804713119,950.681231388,280976.300134,281009.391041,10499.1311986,9.39331942308,2320.45,7.00895e+08,979.027366435,87.3922198846,78.6122480296
2971,281598.0,2971,20.2601505436,0.429286,-298678.0,281110.0,23.7644869648,197.435,3.39221568409,977.880068296,971.895574277,281131.439824,281168.673591,10700.4410584,4.95545308322,2322.02,7.07891e+08,987.669605848,88.9093631844,110.613633217
2972,282022.0,2972,13.8463506235,0.453032,-299202.0,281525.0,15.7184736448,197.476,3.07259016302,977.202730675,970.602733979,281565.677179,281593.354624,10784.0717108,3.78166257487,2323.68,7.02881e+08,985.260700049,88.0951909775,77.0729314115
2973,282456.0,2973,13.9033549006,0.427546,-299413.0,281960.0,13.1139999426,197.535,3.28907185903,961.166217602,940.174383957,281992.775203,282022.405321,10681.4740342,13.7612001157,2325.24,7.08263e+08,982.5335023,89.163566412,54.8015338772
2974,283548.0,2974,18.5857922045,0.392882,-300383.0,283034.0,26.2834375833,197.624,3.90422504708,975.53533268,954.877585967,283050.157566,283082.623169,10506.4322114,10.7699731805,2326.88,6.76449e+08,989.339574664,91.0723777414,171.43737427
2975,283838.0,2975,12.9747604559,0.418056,-301027.0,283371.0,20.3377558474,197.681,3.26049330465,966.391617649,958.394870174,283389.883519,283420.622832,10748.7728108,5.56272466499,2328.47,7.20398e+08,974.134782341,90.0936595895,123.576083491
2976,284588.0,2976,21.984532313,0.41138,-301405.0,284111.0,27.7809440228,197.743,4.07079582331,971.094267938,957.630395235,284146.384253,284175.258719,10678.5635411,7.06658799345,2330.09,7.13339e+08,982.286317778,89.3525315589,109.423513997
2977,284434.0,2977,20.9682093873,0.271227,-301495.0,283919.0,28.2058127046,197.783,3.85013489017,955.031265579,935.87956817,283970.98459,284005.855336,10777.0144466,12.7864880201,2331.69,7.10857e+08,977.365731476,86.9731895148,121.182725644
2978,285375.0,2978,17.3091834478,0.426772,-302196.0,284849.0,16.5454248227,197.851,3.28996839633,971.02471727,969.293559079,284867.548709,284910.413435,10747.1574849,1.0589142062,2333.26,7.32207e+08,972.869325323,85.3660407103,92.4847058613
2979,285920.0,2979,13.3373601119,0.369907,-302965.0,285417.0,21.1384066739,197.87,3.29379616189,965.060852134,952.528034274,285452.258657,285492.501467,10734.083785,5.76007255568,2334.82,7.09794e+08,972.484101156,87.168163579,146.370552942
2980,285968.0,2980,16.1209033494,0.350069,-302836.0,285452.0,22.0742509591,197.937,3.61981850122,955.132560527,945.674826697,285474.366781,285523.307618,10637.1830848,9.30787309138,2336.41,6.95745e+08,976.819721175,88.6988604644,102.935628708
2981,286842.0,2981,18.6383420554,0.497125,-303829.0,286320.0,20.0457375917,197.997,2.95158871246,974.09460978,968.754198843,286353.079878,286388.24098,10790.0156183,2.8915647916,2338.0,7.35964e+08,979.336043104,87.9355670278,71.3901612294
2982,287089.0,2982,18.7486191656,0.482024,-304347.0,286572.0,20.4769770213,198.064,3.42280027696,976.239575374,954.552810779,286595.117271,286632.609586,10931.2297011,9.39060078022,2339.63,7.41449e+08,993.27118042,90.1114074211,82.2740467851
2983,286829.0,2983,17.3155109754,0.419551,-304132.0,286281.0,20.7234225142,198.089,3.89293705822,955.385644383,929.749322138,286297.766666,286332.391701,11061.0556887,13.5513460603,2341.19,7.59604e+08,976.553605816,86.5470436983,97.4619543112
2984,288487.0,2984,21.264412645,0.454119,-305310.0,287982.0,21.9484940364,198.126,3.23103483516,554.747226542,103.49453002,288016.144758,288049.679142,10822.1308232,403.474959739,2342.64,7.22852e+08,1001.74090149,80.7325075116,103.97554687
2985,287978.0,2985,17.8698615093,0.435126,-305319.0,287465.0,19.3793207902,198.161,3.82207029824,912.84917831,161.269379515,287511.369287,287551.79681,11147.3926118,238.075521767,2344.23,7.54871e+08,1017.06999375,90.9488740268,97.3500165418
2986,289234.0,2986,14.3042272605,0.357113,-306289.0,288713.0,19.672253188,198.237,3.33703569485,975.540768679,966.666047496,288726.35206,288765.3004,10831.5407895,6.09904269004,2345.78,7.29812e+08,986.78505948,89.8708643352,126.326703975
2987,289322.0,2987,17.322240927,0.394048,-306443.0,288799.0,24.0633849921,198.261,3.14393489467,950.791917772,931.378191146,288835.660959,288873.225272,10995.4317672,9.95064807264,2347.39,7.3723e+08,964.580599404,89.1623102584,113.1520471
2988,290182.0,2988,21.2145211176,0.360638,-307708.0,289653.0,27.6603284488,198.35,3.68140405852,958.011921919,937.72348342,289700.83371,289738.678364,11014.9124524,12.1243780351,2349.05,7.43955e+08,976.079810762,89.8515832529,160.728125411
2989,291344.0,2989,14.8892827011,0.382091,-308433.0,290842.0,16.6430758816,198.381,3.75082866872,941.838397574,929.816073615,290838.120204,290874.055739,10971.4746807,7.42605854266,2350.57,7.56893e+08,957.868045327,89.0725321876,74.4963689281
2990,291984.0,2990,16.2945237405,0.395836,-309188.0,291503.0,18.9204433025,198.415,3.94825842257,929.934522428,909.273871353,291539.218449,291576.101454,10982.7756888,9.44442251134,2352.18,7.5715e+08,943.849589802,86.9679032764,82.0846752685
2991,291983.0,2991,14.9252563532,0.40494,-309259.0,291469.0,25.4854379331,198.47,3.03433403545,951.72924424,910.592748717,291497.582368,291534.614076,11121.7194744,22.8852982005,2353.8,7.5456e+08,974.478309965,86.7684200879,161.528607647
2992,292495.0,2992,15.5050802101,0.399934,-309974.0,291986.0,16.2762256591,198.555,3.25582500385,979.914943494,971.209057073,292038.300824,292083.524005,11257.3009588,4.97515147029,2355.43,7.90721e+08,987.66603844,89.088134508,74.2770786956
2993,292569.0,2993,12.2714151991,0.418336,-309983.0,292065.0,16.311896739,198.602,3.50168339625,990.283100031,979.365569767,292102.72195,292138.089007,11365.3620138,8.4113646194,2357.06,8.1562e+08,1011.77205895,89.9043805345,108.133207912
2994,292874.0,2994,10.6802496462,0.422012,-310743.0,292350.0,10.1214530855,198.662,3.60778480279,980.01310439,969.111615985,292358.941124,292398.357684,11209.4424522,7.14068388993,2358.64,7.65017e+08,993.692495969,87.2970135422,47.969519829
2995,293980.0,2995,15.7984911219,0.46907,-311430.0,293456.0,16.7600214951,198.733,3.30949096109,977.582223524,971.931660041,293503.165359,293541.212924,11159.2885619,5.82000943456,2360.29,7.73036e+08,989.943829285,85.818735836,70.7570162313
2996,293642.0,2996,15.586289883,0.420967,-311353.0,293117.0,13.7335861692,198.774,3.63039465088,979.64035565,971.083288112,293140.867085,293195.463617,11360.36049,5.56713220768,2361.85,7.87494e+08,994.147095538,88.8749095539,61.8024799634
2997,294884.0,2997,15.3872194502,0.475144,-312591.0,294365.0,17.5209863509,198.863,3.33490991175,973.055807845,961.306048456,294373.175306,294406.652509,11257.1988474,6.26843293421,2363.38,7.77325e+08,980.030143997,89.9301783994,109.421738576
2998,295837.0,2998,19.0680494023,0.310054,-313261.0,295332.0,19.7110303659,198.929,3.17948999833,970.870553032,956.390204915,295373.780015,295404.138821,11117.8862472,7.92714464228,2364.97,7.71516e+08,980.509977237,89.6077053795,80.5783065921
2999,295772.0,2999,12.9240392057,0.434937,-313044.0,295237.0,17.0282843625,199.0,3.18106842134,984.526920499,977.958438907,295274.054122,295312.881858,10990.7297259,4.34514188624,2366.52,7.52004e+08,992.08161246,90.6936681083,119.08203942
3000,296295.0,3000,17.2634404649,0.305663,-313936.0,295746.0,22.5610097714,199.028,3.19401112837,967.26890761,951.840916715,295775.509641,295826.410828,11221.1946225,10.4302614461,2368.05,7.77426e+08,989.82117982,86.239596942,117.906877155
3001,296087.0,3001,20.4793603991,0.442806,-313901.0,295504.0,28.6893422019,199.094,1.43397806173,966.278894852,951.079750312,295518.723232,295573.000695,11475.5386096,9.51039355476,2369.6,8.05219e+08,982.538797332,91.0134485146,156.747131481
3002,297321.0,3002,24.7403731594,0.407098,-315236.0,296807.0,26.6019281443,199.175,3.56251798329,951.307940372,936.222809476,296850.556493,296898.383685,11358.6159703,8.78481539785,2371.18,7.90026e+08,970.539822486,87.7727760455,120.763237247
3003,297821.0,3003,18.3293016092,0.341097,-315943.0,297284.0,24.8439939545,199.235,3.98212102604,978.304731225,974.410276309,297327.118575,297359.04182,11627.2293262,3.25500722851,2372.81,8.26484e+08,982.485507877,85.6467601399,150.264863643
3004,298598.0,3004,14.8731210749,0.280016,-316399.0,298084.0,23.4418559956,199.308,3.6647268312,947.600227804,925.990976708,298102.91183,298140.374032,11286.5192361,16.2766679249,2374.4,7.888e+08,970.349482973,85.8896381893,144.654197648
3005,299853.0,3005,16.171174486,0.313065,-317486.0,299334.0,14.6235753822,199.356,4.30081102044,966.907224736,936.236648833,299346.402018,299390.779266,11068.5334973,13.2765188086,2375.95,7.56503e+08,979.748764814,89.8923058778,76.2160244412
3006,300181.0,3006,14.4265624612,0.368673,-318106.0,299685.0,19.7381599401,199.395,1.90161875672,974.072809841,958.552424207,299741.538454,299776.895258,11342.0696988,9.04360271923,2377.59,7.83402e+08,990.598210687,90.9552282372,123.679941612
3007,300160.0,3007,17.0974102204,0.255496,-318114.0,299608.0,18.3156301983,199.429,4.06022623333,948.062611179,909.843630021,299642.287286,299673.987286,11438.150773,20.7766141297,2379.15,7.94501e+08,981.71824843,86.0210900925,90.4276498868
3008,300913.0,3008,15.4867420954,0.428424,-318964.0,300383.0,24.0890984465,199.452,3.33002635755,983.148500326,978.543752032,300424.358188,300470.282904,11610.9106746,4.4593916764,2380.74,8.30328e+08,993.514520605,89.909440381,143.49536043
3009,301598.0,3009,14.6338253194,0.369165,-319245.0,301056.0,15.2157789048,199.481,3.29807620887,976.727480287,971.868942038,301070.667015,301116.386537,11396.0423944,5.30545735478,2382.33,8.15334e+08,990.420859093,89.1847798925,79.7128862229
3010,301804.0,3010,20.6966716272,0.389953,-319866.0,301268.0,25.1358995368,199.563,3.73481778984,968.434107604,958.254047475,301292.400873,301334.036919,11714.08671,8.13817109197,2383.95,8.74988e+08,981.226401604,89.8582203184,111.069410779
3011,301501.0,3011,19.665592969,0.483927,-319692.0,300940.0,20.0447947572,199.596,3.15821654923,980.016807907,972.034360785,300980.399726,301020.679578,11542.2889555,5.16155342779,2385.52,8.17704e+08,988.639198079,90.3244077182,81.1192156443
3012,301888.0,3012,21.4764251528,0.450529,-320222.0,301318.0,21.0338203103,199.62,3.38229127731,976.55073442,971.450806139,301352.941811,301400.464125,11749.8627922,5.10703333105,2387.18,8.27717e+08,990.565042601,88.9024274236,76.0848841788
3013,303718.0,3013,16.7171145872,0.300743,-321803.0,303216.0,14.208719845,199.668,1.68086523318,974.161602064,962.937653984,303238.381,303278.230123,11384.9554746,5.88187443663,2388.79,7.89678e+08,982.445140255,88.8418107018,65.9880469432
3014,303404.0,3014,17.6373443153,0.425676,-321704.0,302842.0,20.1287539578,199.732,3.27958979564,983.753179117,977.687722901,302864.751311,302897.767034,11820.2184377,3.31389343011,2390.44,8.70169e+08,988.240259087,90.723820556,78.7650054989
3015,304289.0,3015,17.4291227449,0.377729,-322471.0,303768.0,18.6076598767,199.763,3.88900439722,952.581920262,930.934859792,303797.156089,303831.615789,11453.5101092,10.6706488183,2391.98,8.21274e+08,966.326957189,87.8138799486,86.0014775903
3016,304882.0,3016,21.2790736792,0.363977,-323223.0,304341.0,24.6585444894,199.839,3.16648616471,978.135321409,965.00625509,304374.394101,304413.385717,11687.993652,6.03542523,2393.64,8.3224e+08,985.198603386,91.5060083322,108.877262781
3017,305483.0,3017,12.7877744526,0.419573,-323786.0,304976.0,12.3534470426,199.873,3.52358447309,910.32974095,272.285205269,305014.038003,305042.702347,11614.6974771,201.903027595,2395.2,8.38169e+08,990.487064281,88.1911494974,62.8757930434
3018,305333.0,3018,14.6682461373,0.467413,-324011.0,304798.0,15.9866969602,199.938,1.99476040078,979.310338488,977.245218784,304836.022124,304887.857777,11777.3384878,1.76208138383,2396.89,8.37687e+08,982.323716162,87.3449970929,76.2061758355
3019,306319.0,3019,10.8918701917,0.458787,-324921.0,305748.0,11.1256059485,199.951,2.87742770185,1008.92529675,990.208403093,305783.531148,305826.34527,11912.8457177,16.880832661,2398.48,8.71694e+08,1045.62759932,91.4960750292,64.7966067087
3020,307204.0,3020,15.0317453472,0.328383,-325493.0,306658.0,17.8330736038,200.027,3.73264031264,977.127650968,973.920420197,306675.400907,306710.996808,11593.373111,1.66750155033,2400.01,8.19653e+08,980.322961198,85.5059956376,87.6116801533
3021,307715.0,3021,27.5273313105,0.255274,-326042.0,307152.0,58.2363699457,200.074,3.35784453229,978.474424883,960.96663689,307224.103866,307266.086439,11736.0328526,6.77137186198,2401.62,8.38155e+08,985.640728644,86.0430832422,332.158800947
3022,307917.0,3022,11.0414486585,0.429216,-326418.0,307369.0,13.3356080827,200.097,2.96984169856,974.57127449,951.760703388,307392.862902,307428.902906,11854.8733009,10.6368078686,2403.29,8.76696e+08,991.099525942,90.3404268635,63.8825177237
3023,308550.0,3023,14.6174715206,0.417007,-327410.0,308015.0,13.5121627553,200.158,3.65946771931,988.493598744,973.586039306,308031.884971,308059.338356,11848.6823655,7.92037222196,2404.85,8.61204e+08,1006.4452252,90.4467697497,51.6490947787
3024,309225.0,3024,17.1926797004,0.248029,-327685.0,308677.0,18.4527108269,200.257,3.81570884437,979.546793413,976.634652815,308718.767028,308755.947198,11743.9247472,1.59450726849,2406.42,8.38794e+08,982.891392985,89.3603536803,73.4606236899
3025,308875.0,3025,13.4502811464,0.436875,-327617.0,308308.0,18.175418529,200.315,3.39775443188,952.636031981,925.483103903,308328.880557,308365.111859,12100.4868341,18.8908014755,2407.99,9.04656e+08,978.019026131,86.4173490832,106.873968448
3026,310083.0,3026,11.907986017,0.475382,-328823.0,309533.0,15.7692282691,200.37,2.3512719356,976.3552346,970.230801292,309561.77321,309607.630183,11795.0256113,4.09776859835,2409.65,8.63453e+08,986.144377807,86.9295821527,76.8173945797
3027,310446.0,3027,12.7779111307,0.394152,-329539.0,309861.0,11.2965629992,200.424,3.34420416343,978.802605619,953.580060913,309903.892943,309948.665225,11954.4716215,12.218870516,2411.31,8.75414e+08,999.199831472,87.8623911557,56.9101790466
3028,310979.0,3028,17.6223276776,0.359324,-329766.0,310418.0,21.3927083814,200.505,2.82771520286,970.769963855,942.099957981,310446.60368,310488.201441,11868.6222981,12.8342429988,2412.86,8.63935e+08,982.113380152,86.1636377017,79.4132073078
3029,312410.0,3029,14.2785292006,0.219349,-330996.0,311829.0,14.2716241398,200.546,3.00419721079,984.117252145,975.773501832,311836.483079,311868.393693,11978.3559261,4.01003717277,2414.46,8.90349e+08,993.379545434,87.9070732237,64.484288429
3030,313014.0,3030,11.768961379,0.46681,-331363.0,312474.0,11.8064986473,200.599,3.02404625827,974.334487805,963.99431097,312517.623954,312548.817892,11734.2392967,3.81385795636,2416.03,8.52116e+08,978.510860284,88.5327394716,56.3060132758
3031,313045.0,3031,18.336228932,0.401883,-331628.0,312502.0,20.7078541515,200.667,3.61146369747,972.965351912,955.269245018,312544.908119,312580.918431,11997.567446,10.8828102365,2417.65,8.93461e+08,989.339762245,89.07054139,108.025174374
3032,313075.0,3032,22.5123288128,0.384003,-332118.0,312535.0,22.5105352183,200.759,3.23395350632,989.832426261,979.638647583,312566.269853,312605.56135,12047.0687358,6.22913513739,2419.23,8.92553e+08,998.812106866,90.4292495273,121.801362037
3033,313691.0,3033,18.5163637558,0.386529,-332399.0,313118.0,21.9658423663,200.793,3.82804012868,936.48153385,912.387133932,313113.241427,313148.578776,11965.9088907,11.9274135619,2420.84,8.77783e+08,954.446512416,86.629783417,84.6829098535
3034,314620.0,3034,15.3612073329,0.519012,-332834.0,314056.0,17.8976382316,200.835,3.26261392635,941.92759715,598.595195675,314093.455191,314141.166414,11840.8955602,108.913639354,2422.43,8.68426e+08,991.103696719,87.9724208845,105.024408485
3035,313951.0,3035,16.5550816971,0.423559,-332798.0,313400.0,16.2876339492,200.877,2.81672208325,975.041446176,963.059538362,313428.84227,313481.194537,12091.1260517,4.70190716807,2423.99,9.06925e+08,983.448764681,88.1563907069,74.4495035219
3036,314568.0,3036,19.0821232625,0.441915,-333327.0,313988.0,15.60467852,200.93,5.20195903779,980.253761634,961.97614648,314021.135936,314068.395719,11970.5188228,12.1209190381,2425.62,8.88478e+08,1010.17115485,93.3741937286,63.2140415685
3037,315175.0,3037,21.5042288858,0.320016,-334258.0,314590.0,15.584021732,201.027,5.65691466437,976.048786395,963.526096817,314639.376982,314678.542861,12226.0619089,6.65733405084,2427.3,9.27366e+08,982.688281177,89.401311415,72.0566408799
3038,315225.0,3038,22.0123079027,0.38542,-334308.0,314653.0,19.2221962959,201.088,4.16456571232,983.815958262,975.010557942,314694.513577,314735.599249,12070.0659697,5.85386906335,2428.9,9.0029e+08,994.283319264,93.5755684872,89.4040040072
3039,315449.0,3039,17.6394666761,0.277958,-334613.0,314901.0,18.7465394728,201.122,2.48726837139,940.83374627,875.03230674,314903.143882,314938.679546,12077.2345519,24.8973967414,2430.48,9.22446e+08,965.80445623,80.3773313384,85.7260329644
3040,315776.0,3040,36.5366478509,0.460111,-334945.0,315203.0,55.8222352137,201.162,5.10910355897,969.342117189,956.564190609,315233.833114,315273.279132,12112.969575,5.74766147625,2432.08,8.97582e+08,977.706330872,86.0488316358,245.579969913
3041,317358.0,3041,15.9586237044,0.389137,-336200.0,316807.0,9.5408517371,201.19,6.9231422602,962.687877205,948.824985209,316838.06903,316877.670674,11886.7726542,7.29042649398,2433.66,8.6801e+08,973.915057371,79.5443282519,43.6725165321
3042,317918.0,3042,18.7772991715,0.385079,-336613.0,317371.0,16.0414596249,201.273,3.96608995751,978.385765782,972.99764037,317404.818297,317446.041837,11869.6261178,2.77701737021,2435.23,8.7574e+08,983.770309792,90.2095980799,72.2963113643
3043,317463.0,3043,20.9294593168,0.345861,-336881.0,316905.0,20.4741703697,201.353,4.66781292165,951.267392141,914.602432712,316932.30069,316968.840682,12303.7859053,17.1984366056,2436.9,9.21886e+08,972.235749437,84.2446478539,102.770484219
3044,318246.0,3044,22.9728367362,0.411523,-337342.0,317681.0,23.6682392942,201.438,4.01363133818,978.184274431,971.323652211,317698.061961,317741.911919,12148.3518888,4.66072662842,2438.44,9.13734e+08,987.689157559,88.3151403596,116.795823814
3045,319072.0,3045,15.7460430008,0.447968,-338608.0,318533.0,11.1151394797,201.523,4.96458093913,977.297381439,950.261270344,318584.146515,318620.157959,12099.7509739,16.8135719655,2440.11,8.86585e+08,999.702816828,82.4118091253,53.7666347496
3046,319208.0,3046,17.8830760155,0.297363,-338569.0,318629.0,16.8145452903,201.57,4.44195647865,975.582909857,966.098158041,318651.392437,318694.463093,12396.3881077,7.96477497465,2441.76,9.56429e+08,989.241573982,84.534584488,87.3409679237
3047,320273.0,3047,30.029943851,0.415607,-339412.0,319721.0,41.8464893003,201.657,5.02081193413,910.051308316,886.865507491,319768.991526,319802.672931,12167.2299979,13.8636294741,2443.3,9.10241e+08,925.711482591,82.2643799628,220.236648642
3048,320760.0,3048,18.4729576665,0.481542,-339937.0,320203.0,20.69797149,201.727,4.00983508545,968.9660375,957.447534929,320220.97739,320266.879052,12112.8972769,6.9573356426,2444.86,8.97809e+08,978.311746968,83.8298899234,94.4437943292
3049,320836.0,3049,17.5986327803,0.476186,-340267.0,320260.0,17.190398725,201.773,3.0109984251,984.100106999,976.628728027,320282.211142,320326.511949,12376.6956056,5.88063035266,2446.43,9.36475e+08,991.996702242,93.3671456103,80.8593030989
3050,322443.0,3050,17.5495118843,0.433173,-341594.0,321855.0,16.3019376724,201.833,3.33353132599,962.708420625,934.863578554,321892.705958,321932.739735,12208.4048931,15.2951206506,2448.0,9.26398e+08,984.189323523,89.9964046683,74.9282982868
3051,321802.0,3051,27.3957426589,0.240267,-341682.0,321228.0,51.9409781344,201.868,3.68556089056,982.506891677,977.45093489,321263.186914,321300.501706,12454.522537,2.65432339204,2449.61,9.4628e+08,985.692880274,91.9595746251,255.45722765
3052,323501.0,3052,31.0787756139,0.467541,-342554.0,322921.0,34.4420198878,201.926,1.99916812234,996.775832944,989.506402144,322962.38251,323006.382099,12146.7267175,7.3103923732,2451.24,9.10162e+08,1014.1136221,91.497842318,132.187704226
3053,322889.0,3053,44.6265423389,0.390411,-342496.0,322274.0,55.8665273478,201.989,3.7033005,936.295957899,918.427206196,322330.550609,322382.380675,12180.7615156,12.8395786802,2452.85,9.1382e+08,954.191181088,89.0389935809,191.598245435
3054,324013.0,3054,23.9350474529,0.400376,-343615.0,323454.0,27.3536469659,202.032,4.28378152868,989.064438391,981.154300525,323452.862908,323478.82394,12528.167598,5.66310790996,2454.41,9.52233e+08,997.23845071,92.4212872231,138.754544491
3055,325187.0,3055,15.8253559989,0.41229,-344421.0,324586.0,22.3091446847,202.077,3.42726223182,982.228096191,972.836605103,324637.039196,324679.602354,12363.6300564,5.06919089543,2456.03,9.46207e+08,988.769661226,93.9131513679,114.4896183
3056,325312.0,3056,16.7172993782,0.481714,-344843.0,324731.0,18.8126179205,202.171,3.55411125442,989.740897706,981.81132451,324768.912522,324804.772267,12497.4217356,4.60086617219,2457.62,9.74239e+08,997.77789131,94.5540800877,92.8187716189
3057,325936.0,3057,18.0472482939,0.253816,-345698.0,325362.0,23.9915174404,202.21,3.62809092276,979.527302427,963.114719493,325395.528638,325441.746941,12536.4153696,8.317230887,2459.26,9.52927e+08,991.29431265,90.2765607696,104.629652323
3058,326388.0,3058,16.4139045319,0.354187,-346325.0,325797.0,15.6251745261,202.255,3.2249757624,989.036970288,981.02830479,325846.027973,325890.726256,12507.38475,6.95626600674,2460.93,9.53001e+08,1002.60088541,92.8725071869,64.1555487068
3059,327080.0,3059,16.7226579641,0.472285,-346862.0,326482.0,29.9181331806,202.303,2.17753084537,989.84678204,983.657602226,326501.474824,326537.514501,12414.3276719,5.41877461184,2462.43,9.46548e+08,1004.07753373,91.771200599,194.062008379
3060,327583.0,3060,17.1322066726,0.410321,-347250.0,326981.0,17.6570463858,202.329,3.42223935528,987.810249462,976.652538204,327004.357967,327047.957597,12626.1203226,6.16507738628,2463.99,9.8548e+08,999.221022778,92.1024976297,101.528773447
3061,328390.0,3061,23.4442460669,0.36737,-348358.0,327814.0,32.6260496046,202.377,3.70473489605,994.819860514,982.535984483,327877.439266,327923.318985,12636.1547622,7.27814608274,2465.62,9.68541e+08,1010.27220276,91.8090411799,166.613833926
3062,329441.0,3062,11.3800527186,0.45772,-349163.0,328854.0,10.8080389241,202.406,3.44775877674,972.312734855,936.616632744,328860.109247,328899.848256,12612.0446973,13.223905543,2467.24,9.8286e+08,990.945652757,87.4919367898,56.1543554077
3063,329994.0,3063,15.0641665913,0.413262,-349742.0,329400.0,18.0822762059,202.449,2.79461731746,979.839305587,957.518685519,329463.978392,329507.50284,12442.3321146,14.077956744,2468.85,9.62312e+08,1002.10379784,91.4139357051,90.4517960828
3064,330703.0,3064,13.764266638,0.47377,-350587.0,330114.0,16.4063670878,202.507,3.30177855229,983.250772428,965.61246521,330130.130659,330172.430178,12619.2848349,9.38296054548,2470.39,9.77043e+08,1000.04175005,91.2100800483,94.778123529
3065,331731.0,3065,16.2479284825,0.486882,-351684.0,331147.0,15.7712354565,202.593,3.03574292997,978.200916906,974.527437942,331199.263866,331245.110613,12695.8760371,2.48820644052,2472.0,9.96137e+08,983.805343005,87.7546452844,58.2497094795
3066,332875.0,3066,18.9746696124,0.394513,-352835.0,332278.0,18.318417162,202.627,3.3960156675,983.668305972,961.992012011,332333.507618,332379.165852,12733.0643064,9.57789850165,2473.67,9.92271e+08,999.118233422,89.4004885423,70.2650384842
3067,333215.0,3067,15.1394927745,0.467872,-353251.0,332645.0,18.718103592,202.716,3.44121973006,977.757037011,975.338436614,332690.601434,332727.566999,12707.3072873,2.17746660322,2475.37,9.73778e+08,981.871845164,87.0080860285,98.8298363195
3068,333352.0,3068,20.4664504767,0.419181,-353465.0,332738.0,19.1910914007,202.744,2.77654243719,981.834547964,977.845464358,332753.910893,332799.366067,12730.2786509,2.75957771444,2477.02,9.68772e+08,986.776659253,89.0143306465,71.1928072107
3069,333896.0,3069,11.4459906203,0.421453,-353756.0,333286.0,12.1140371024,202.811,1.65150341767,980.529827973,971.420376891,333335.635499,333380.778246,12643.3074944,5.69087087763,2478.59,9.90042e+08,991.434506248,88.9283032105,65.7408819539
3070,335546.0,3070,12.6647521452,0.286595,-355099.0,334959.0,9.87667500464,202.867,2.27388597613,981.992852607,979.18312798,334980.497294,335028.482762,12732.947674,1.68919206268,2480.14,1.00623e+09,984.008995259,88.4462360214,36.8109221198
3071,336294.0,3071,13.1843495481,0.279397,-356045.0,335708.0,12.0120554324,202.9,3.14059656423,978.960641477,963.425522316,335738.165164,335777.239048,12685.3988207,5.79889142679,2481.68,9.90499e+08,986.576723703,88.2149948276,54.0677143924
3072,335528.0,3072,16.579981185,0.351734,-355906.0,334904.0,20.5218772752,202.959,2.77228511714,971.094809018,960.4270116,334928.333862,334985.887737,12860.9117453,7.33262591913,2483.33,1.00681e+09,985.317332477,87.3841115596,93.6651465912
