Iteration,AverageAbsQ,Epoch,AverageEsReturn,AverageAction,AveragePolicySurr,AverageQ,StdEsReturn,PolicyRegParamNorm,MinEsReturn,AverageReturn,MinReturn,AverageY,AverageAbsY,AverageAbsQYDiff,StdReturn,QFunRegParamNorm,AverageQLoss,MaxReturn,AverageDiscountedReturn,MaxEsReturn
1455,2543.62,1455,16.6358129931,0.601781,-2670.51,2538.86,19.0635248262,129.483,3.81135823944,843.344893031,832.226854507,2539.02105467,2539.88067179,78.1867457999,6.06329191112,502.335,42911.9,851.215747042,81.1090809263,104.143795403
1456,2549.04,1456,16.5297556166,0.593432,-2676.34,2544.63,18.6338349067,129.543,1.7294244975,891.776108856,875.572186033,2544.93817361,2545.84501429,81.556023338,7.82654160371,502.775,48285.6,904.507413005,82.3068927935,85.0065533547
1457,2554.78,1457,16.0726589325,0.55969,-2684.88,2550.37,19.613432647,129.535,3.08971105608,827.205480869,818.059018723,2550.57163081,2551.33820891,78.9660549563,4.58882967743,503.299,45153.7,835.333082478,80.8382308517,102.396308491
1458,2561.94,1458,11.8235094271,0.577308,-2693.69,2557.21,11.6844831286,129.545,3.47190325866,807.903042632,772.324070859,2557.37316152,2558.27555802,81.0428888882,17.6144682499,503.821,46783.7,842.38736139,83.2500734582,54.2927660703
1459,2576.3,1459,22.9914142986,0.582586,-2707.58,2571.67,26.3737398671,129.599,3.54023117199,830.101080996,793.192762924,2571.94819984,2572.69466643,79.8700930644,14.7342873296,504.291,47214.4,849.092875501,80.6411605591,98.6000163896
1460,2580.7,1460,14.5080949023,0.57296,-2716.13,2575.82,15.4311695135,129.6,3.48852810223,934.373451773,908.815859885,2576.10391634,2576.90431043,83.8472428569,13.6957309731,504.81,50799.7,959.381189395,85.437096375,81.2846957808
1461,2591.19,1461,9.2946481818,0.566161,-2724.56,2586.39,7.9922504772,129.633,3.81144293558,801.060748916,788.630797937,2586.42742268,2587.29517967,81.7991574639,10.367526283,505.323,47290.5,821.724554566,78.948241375,36.8158060577
1462,2597.49,1462,17.3205843275,0.600352,-2731.8,2592.8,24.5573563789,129.655,3.63696623731,819.482689419,797.90041288,2593.02809213,2593.96856463,84.2594086831,13.6458985797,505.823,51269.1,838.551017209,82.5672913583,135.405126073
1463,2613.74,1463,16.8947625525,0.566065,-2747.55,2609.19,19.3795108615,129.706,3.51146353088,934.994018869,927.295378165,2609.25990209,2610.0116275,84.4772214512,2.88905690615,506.307,51000.6,937.780443016,85.9845556748,78.0186924767
1464,2622.18,1464,13.0612592314,0.465314,-2757.49,2617.56,12.2880136069,129.728,1.69725954216,964.311826255,943.432920141,2617.97473611,2618.88954315,84.0179370971,10.6796753983,506.797,52230.3,977.418238363,82.057083766,65.3602077864
1465,2633.84,1465,15.2550134544,0.604733,-2770.08,2629.19,17.6549274015,129.762,1.84668006454,792.380813621,777.513032734,2629.2062519,2629.98596722,83.0060460975,11.9110607852,507.315,50757.9,822.907715234,77.2092529852,91.5118467792
1466,2641.85,1466,13.2479478823,0.611178,-2776.44,2637.11,14.51671603,129.756,3.56285679383,796.052186765,783.181949897,2637.48772354,2638.26554668,82.406522391,10.7084475896,507.806,49267.1,821.638238792,77.758235347,81.1912632721
1467,2653.95,1467,19.3570526239,0.645782,-2789.99,2649.44,20.5236342827,129.765,3.85764712827,764.646630801,754.178879207,2649.54933122,2650.35629557,83.1394617054,10.7651901014,508.299,51001.9,785.865061637,75.3904244708,107.789573845
1468,2658.77,1468,15.6995151129,0.630255,-2798.93,2654.24,16.9131416585,129.763,3.83713693881,765.333495574,745.452852698,2654.19721601,2655.00086738,85.2015316884,10.092907985,508.85,51692.8,782.301122943,77.6790925772,69.9112555418
1469,2676.9,1469,21.5476195951,0.619553,-2813.45,2672.44,29.1861161388,129.774,3.71267531325,785.892230055,757.849444933,2672.69812287,2673.46755003,83.348871814,21.0805704567,509.368,49650.6,833.603951894,78.2641457361,147.844810162
1470,2682.38,1470,12.9419661025,0.647563,-2820.19,2677.77,16.1770548922,129.806,3.72830845519,821.156618271,787.724246858,2678.10908265,2678.91638422,85.0665269031,17.6678217479,509.859,53045.8,841.831337497,79.606929994,78.4285452102
1471,2692.02,1471,14.3598608161,0.569517,-2834.11,2687.28,16.3133503044,129.826,3.31265052465,893.677179738,880.498735772,2687.6824393,2688.44771737,86.1755480057,14.8810366349,510.408,53051.6,925.584980223,83.303552468,75.8305094919
1472,2702.26,1472,17.5941417365,0.60685,-2842.83,2697.62,13.877474164,129.842,3.94796020956,838.186219132,494.378570054,2697.50856909,2698.31954282,87.157391054,109.984471611,510.888,54680.5,893.415471904,81.83069338,54.1362677448
1473,2718.84,1473,13.1944394784,0.638956,-2858.87,2714.09,19.8640272285,129.836,3.80731745936,794.285321472,769.902649192,2714.32469659,2715.20452509,85.8117336287,16.6199638995,511.418,53178.1,826.133540426,81.7007521103,129.298062967
1474,2724.97,1474,14.9513834484,0.645195,-2868.9,2719.87,23.1882882043,129.884,2.81064899019,825.935100069,819.116433237,2720.40816449,2721.34601179,87.0218356846,5.55277960024,511.914,54484.1,836.992865104,80.6494202075,146.581209384
1475,2740.23,1475,19.4931557464,0.6406,-2881.92,2735.45,20.404606276,129.897,4.01892953299,773.001733023,757.075034429,2735.63650166,2736.50579089,89.0614440315,11.6279268109,512.429,56872.6,798.703273749,75.8387793192,86.855679718
1476,2752.0,1476,13.7164117384,0.63535,-2896.77,2747.28,12.1587791772,129.948,3.53005794065,775.519934683,766.538289378,2747.42138209,2748.19043056,85.4664910932,5.64345897523,512.967,51786.1,783.809539233,74.9372161821,52.0177101885
1477,2771.41,1477,15.5767827904,0.625503,-2909.87,2766.41,19.2199531411,129.997,3.84357904332,746.301552625,728.379560501,2766.69999774,2767.57578637,85.23923279,12.722074076,513.536,52388.7,774.153702875,75.4029424838,90.5792247541
1478,2775.36,1478,12.4296711119,0.633299,-2919.32,2770.67,15.9810455284,130.013,3.18460332506,832.427129092,812.814835048,2770.99967804,2771.68286553,88.5035226663,14.6047464613,514.057,55356.4,858.130647263,80.0731155701,91.5238502309
1479,2789.57,1479,14.6448036671,0.644451,-2934.67,2784.6,13.7846325473,130.058,3.7302928025,813.991521705,788.621883138,2784.80117092,2785.5764522,89.1435694344,20.7300498898,514.605,57392.3,851.739188703,81.0368463506,51.0292946764
1480,2802.84,1480,17.3319498929,0.652283,-2946.62,2797.97,20.1542608998,130.075,3.93510154077,777.987098079,99.48379075,2798.11348067,2798.73781128,88.6082438179,215.090506091,515.112,56133.7,880.542410833,84.5191513285,105.772052794
1481,2813.75,1481,15.9005985446,0.61685,-2961.51,2808.98,15.9032854156,130.095,3.39107099937,944.745001988,910.40110206,2809.38446994,2810.01193211,90.0085552468,22.7023337388,515.662,57656.7,989.482879257,90.8794537052,69.2178952951
1482,2817.18,1482,13.4809749508,0.59795,-2966.76,2812.47,12.1110009232,130.138,3.39501946793,818.286936131,785.563671618,2812.44674391,2813.171943,90.8597533619,23.7745492239,516.237,60010.1,868.891444925,80.3327321973,59.5043091519
1483,2834.8,1483,12.754082196,0.594449,-2986.67,2830.02,14.9628514566,130.202,3.1924017716,851.180178698,716.042392924,2830.29807719,2830.97341086,90.3230738526,43.2148560399,516.828,57794.5,880.856962188,80.7848580686,80.0612070822
1484,2851.37,1484,15.4034649489,0.598068,-2999.94,2846.31,18.6262202303,130.214,3.89915802122,806.27255266,772.393584208,2846.35426213,2847.07297517,88.8043523359,17.6751934613,517.355,55911.8,835.316998369,76.8405029205,80.5730101769
1485,2863.37,1485,16.1651878183,0.651301,-3011.51,2858.09,15.6557016332,130.293,3.31316325984,801.047006449,785.718178855,2858.5499235,2859.43507343,91.156368763,12.9302242919,517.881,58056.7,828.876692054,79.305182572,69.5400402969
1486,2874.0,1486,12.9615043551,0.654596,-3024.55,2868.55,15.3077089031,130.323,3.72044476159,803.217485242,778.723878076,2868.92152352,2869.77521454,90.2903993331,16.8547859223,518.448,59673.0,827.343903708,79.2667988491,81.0510533524
1487,2888.73,1487,11.3938607671,0.593725,-3042.47,2883.86,13.7172909403,130.352,3.21768351081,893.799246469,859.225987462,2884.08466457,2884.84632424,91.150165258,16.6315342535,518.972,57444.8,928.034046102,85.9641240925,86.9089357697
1488,2904.2,1488,14.6594562168,0.592615,-3056.77,2898.98,11.0460708477,130.393,3.55874263609,938.738937848,901.577936996,2899.24693272,2900.18024358,92.1531905693,20.1181282851,519.515,60388.2,962.447528237,85.7520300715,47.3111268082
1489,2914.25,1489,13.9479357701,0.60051,-3066.06,2908.94,14.9994106891,130.41,3.65507973259,923.252545444,904.363516736,2909.19119637,2910.07346593,92.5439306871,12.8492736597,520.037,62013.7,938.209296283,87.6700284163,74.0798441734
1490,2917.12,1490,21.3755010126,0.55574,-3069.66,2911.75,37.3608857063,130.419,3.98127598094,1009.27207313,995.348024342,2911.91392245,2912.79968414,95.5857791323,6.84777205538,520.57,64736.5,1018.33794902,89.9916626905,207.592947927
1491,2939.1,1491,13.312098799,0.575609,-3091.62,2933.97,15.7138776219,130.472,3.56510860479,803.145487855,780.721153644,2934.40035147,2935.24543969,94.049665663,19.5314127438,521.081,63372.6,856.342728128,79.3300733868,79.9942821326
1492,2950.8,1492,14.2223905396,0.555263,-3104.62,2945.67,16.3548412537,130.515,3.47479447927,915.543094123,889.601045353,2945.78159586,2946.51890402,92.7125074699,13.909755487,521.611,62615.7,943.526209115,86.2154646765,66.919714493
1493,2961.94,1493,20.5888355026,0.337352,-3121.02,2956.71,19.7612246675,130.549,3.5759191127,965.097051296,941.9436544,2956.82361652,2957.76848,97.7199060583,12.5561589831,522.145,68124.0,979.425903899,84.8693153513,80.8270522031
1494,2970.12,1494,12.2957347377,0.487119,-3128.62,2965.04,14.7217166188,130.559,3.27378373619,846.593718672,796.312465673,2965.3763995,2966.0224328,95.76507955,67.9339051717,522.797,64212.6,982.478346043,82.0501872889,83.2830845513
1495,2987.27,1495,16.7437382281,0.533976,-3144.47,2982.14,20.8726949941,130.596,3.79984168895,790.974936664,757.851981348,2982.30144114,2983.05164427,94.8850290685,63.6884474435,523.324,63985.3,980.164289412,76.0401434828,98.7761920959
1496,2999.18,1496,14.2124993712,0.513939,-3158.27,2993.6,13.3393633446,130.615,3.55187653829,811.991162768,763.576679357,2993.72221446,2994.52016961,98.0931636244,50.5647286949,523.916,67279.1,942.124983481,78.6830663358,57.7036297736
1497,3013.44,1497,17.9304514269,0.593872,-3177.41,3008.45,22.9727996248,130.656,3.19838432507,824.817569076,786.341660544,3008.79254157,3009.4866968,99.0678813819,16.9883725991,524.52,67640.3,845.174943617,81.7520999931,101.740705482
1498,3024.34,1498,19.5384077903,0.472866,-3184.91,3019.2,21.2997749915,130.678,3.14139878958,877.127032297,830.070301306,3019.42063441,3020.13660761,98.8692393729,50.8094316372,525.122,68233.7,979.030859714,82.930392481,92.2094643284
1499,3036.95,1499,21.2020907358,0.623156,-3204.23,3031.35,25.9022629723,130.714,3.82522449368,848.951478689,817.805466311,3031.63916697,3032.3160247,101.474541936,21.5348123538,525.696,71119.4,895.1869285,82.9952340276,123.170322949
1500,3055.95,1500,14.4745419929,0.493173,-3216.0,3050.74,13.9424260735,130.74,3.77954387543,861.044883555,793.56129408,3051.06141164,3051.72655818,100.172116974,53.0045228936,526.292,71204.0,964.572807989,80.63730141,56.0663677667
1501,3067.06,1501,14.3861030323,0.63685,-3231.27,3061.83,16.5441021746,130.799,4.09488000849,781.971919064,759.380917212,3062.02807698,3062.69612592,98.9824606014,15.7431175412,526.894,68681.5,815.751889842,78.2994874407,100.463825349
1502,3086.17,1502,14.3062782039,0.641019,-3245.46,3080.96,17.1839707888,130.84,3.75317480953,835.619735861,818.696156625,3081.22179522,3081.94587102,99.0042827907,11.3190947773,527.467,70530.2,855.935412268,81.3675230104,94.937223737
1503,3090.54,1503,13.0035918018,0.603949,-3259.79,3085.45,12.4697323427,130.797,3.51749404402,845.958329106,824.014905518,3085.65515628,3086.39061281,99.586185102,15.0209505153,528.019,71639.8,869.949380756,80.8877687418,64.5829152905
1504,3104.5,1504,13.5841355183,0.598265,-3274.7,3099.14,20.1223457811,130.813,3.68142117456,842.34926657,826.84321654,3099.59284711,3100.3469469,100.030801029,15.9020122457,528.595,71393.2,885.251429729,81.882193395,132.575594548
1505,3117.53,1505,16.0594099416,0.355733,-3281.02,3112.44,16.3016285962,130.833,3.8774972175,988.98654036,979.825395576,3112.7438676,3113.37134962,100.858570777,7.62148903679,529.106,70492.5,1002.52135066,88.5953769785,60.205802152
1506,3128.83,1506,17.841753809,0.103385,-3292.97,3123.62,30.0402093724,130.864,3.4440596767,980.208299877,976.173196551,3123.59489381,3124.34387568,100.401242439,2.12339087714,529.701,72026.6,985.16935433,87.669336667,169.553170911
1507,3140.9,1507,11.1702775187,0.602004,-3310.57,3135.4,13.5193442393,130.893,3.82845045229,954.83188684,930.727237639,3135.73496203,3136.51615437,102.925166945,14.8859636726,530.244,75040.1,980.424728388,88.4422886395,76.9527523314
1508,3161.56,1508,15.1213281242,0.280393,-3331.71,3156.44,16.8628290654,130.934,3.9466017137,942.47610032,872.217243312,3156.69688694,3157.29103187,105.609973483,36.0192556818,530.777,75399.4,979.977060262,84.3415976775,84.3769431403
1509,3171.4,1509,14.3872066767,0.403698,-3340.82,3165.94,14.7084187222,130.965,3.58236349502,924.142198512,883.551246668,3166.17151998,3166.99622158,100.598397178,40.1857348201,531.322,73073.7,980.0804336,85.6441538076,69.8352229685
1510,3187.92,1510,14.0909215992,0.588482,-3359.64,3182.57,15.1398215631,130.99,3.492150323,985.050687465,955.732227483,3182.68129278,3183.32516674,103.099979775,16.135348504,531.855,75283.1,1015.1563942,89.3339566986,92.8594947589
1511,3198.46,1511,13.8424664271,0.43386,-3369.3,3193.24,15.2031903138,131.068,3.75012250887,842.385510314,785.99984981,3193.61054419,3194.44931903,100.710442899,66.2327265955,532.363,73026.4,981.952230067,79.0192422827,70.6534576056
1512,3206.92,1512,14.5812683471,0.585797,-3381.89,3201.28,11.2450343025,131.083,3.9398841356,902.18484847,860.894455018,3201.51980589,3202.44484794,103.421503182,22.3359308049,532.943,75427.6,932.524996134,84.4372594045,38.9100918911
1513,3230.29,1513,14.6444941118,0.583841,-3402.06,3225.01,18.0255301581,131.094,3.40395893558,951.103521105,932.326133359,3225.05280295,3225.83561814,102.628695459,8.99261739738,533.489,76510.9,961.750798296,86.788614131,83.2242816726
1514,3240.58,1514,10.202531615,0.554499,-3414.15,3234.81,9.29948842024,131.112,2.96097128912,899.35845505,880.97364024,3235.13598212,3235.90100792,101.191137742,14.8772838768,534.0,73670.6,937.629181924,83.5276950063,41.3900775875
1515,3254.55,1515,15.6331705779,0.563219,-3429.45,3248.85,31.0759421756,131.14,3.53122859395,115.292808819,11.661115164,3249.01974915,3249.71211556,101.671964236,107.288942483,534.63,75016.0,509.500562688,45.6869017167,220.902915364
1516,3270.71,1516,12.6837005634,0.359365,-3447.22,3265.17,17.9448781045,131.162,3.64272738087,982.427993553,976.452134052,3265.45799482,3266.2999244,107.435008918,3.26744124937,535.225,83846.3,986.773533725,86.6862467542,120.540423561
1517,3286.53,1517,15.9997725852,0.578707,-3463.22,3281.01,12.1520059082,131.157,3.63965531204,891.655361516,860.293520173,3281.30061322,3282.01116902,106.181171929,25.2409663722,535.779,81036.3,947.784684452,84.4745670316,48.7810795544
1518,3289.16,1518,15.4586521535,0.584289,-3468.33,3283.18,22.951556635,131.207,3.45135762032,845.582279137,828.18553005,3283.58218663,3284.26968166,105.222507603,11.1006525358,536.381,79827.5,869.381215781,80.7786713141,137.547016743
1519,3308.58,1519,13.2083666097,0.531233,-3488.22,3302.79,13.7165337477,131.247,3.38898091306,919.902591742,897.585821763,3303.16183804,3303.98118693,108.019478124,18.0039855635,537.01,84680.7,952.487338298,84.8773520138,64.8860083572
1520,3328.62,1520,12.0789019037,0.604714,-3508.2,3322.77,13.7285663249,131.285,3.68469128013,843.127762008,820.319543786,3323.23436868,3323.93847905,107.259550182,17.2331933531,537.558,83006.8,876.062090161,81.5104233057,76.3468937732
1521,3340.8,1521,14.1528552167,0.614601,-3515.45,3335.13,13.1685910087,131.316,3.8619393047,865.279633529,850.724370988,3335.38434507,3336.23766053,107.005180062,10.4474283851,538.104,84016.3,888.799012006,80.8520748948,64.7841396193
1522,3359.89,1522,16.4530228292,0.555808,-3541.73,3354.23,17.0001175466,131.356,3.06597427156,1008.78350166,1003.98588389,3354.26997289,3355.28526663,107.512239376,3.4277589356,538.73,82599.7,1015.66201676,88.0428635355,76.0251319872
1523,3375.04,1523,15.5406517533,0.410372,-3557.31,3368.93,14.5419809812,131.389,3.46129227701,894.089828178,840.092307947,3369.44246489,3370.1848308,107.978259202,39.8755739843,539.279,82522.3,949.211903914,77.4119620715,62.2337074665
1524,3388.98,1524,13.8061104773,0.620633,-3574.15,3383.0,14.5287007124,131.449,3.2992050449,965.815380772,940.372730087,3383.53281636,3384.36179746,109.88137024,15.4419999504,539.882,85197.6,986.328709506,88.6215048925,74.1350118781
1525,3412.4,1525,10.8078207732,0.573643,-3594.75,3407.2,10.8362516629,131.491,3.53563439522,849.719138519,834.128409853,3407.34672609,3407.90626626,111.571297507,7.79336446249,540.473,89934.7,862.794940523,80.8931097369,59.9699373519
1526,3424.12,1526,13.3041177676,0.58538,-3606.56,3418.18,17.2648268768,131.503,3.52588880761,901.090532443,866.18504852,3418.7578195,3419.51590432,112.483614785,15.748143279,541.067,92535.0,925.37324157,84.8937422244,103.045925635
1527,3438.94,1527,16.0784223966,0.574838,-3621.1,3433.08,15.3319129276,131.541,2.32450877868,836.859562994,812.422297872,3433.09212009,3433.73932223,111.692338449,12.5358771324,541.686,89716.1,857.764782601,80.66797343,73.5018330376
1528,3451.12,1528,15.6714458172,0.378264,-3640.24,3445.38,14.3191275214,131.554,3.29526505077,963.515281127,945.299938527,3445.97470927,3446.61136666,113.588383962,11.2793374314,542.294,92306.5,980.308463496,84.8697157417,55.4293424047
1529,3461.11,1529,11.834728772,0.5442,-3649.16,3455.29,10.7572993477,131.573,3.824221834,881.225293089,853.962010496,3455.30182081,3456.02834838,111.533126593,34.0257835363,542.858,89638.8,972.494123477,82.1374982516,49.63462128
1530,3485.81,1530,17.5585763229,0.572119,-3672.02,3480.01,20.6389247716,131.576,3.67981055428,824.720660975,792.130149422,3480.08891141,3480.74221075,112.336568689,14.0912419343,543.422,87057.6,839.932721624,79.395964461,102.400314921
1531,3490.15,1531,13.060953665,0.488169,-3680.57,3483.83,12.425445724,131.599,3.89210741893,874.834826191,832.629156176,3484.43334344,3485.26647593,115.624559111,48.7745979916,544.012,94146.9,977.837143626,81.950775501,51.893746613
1532,3509.98,1532,15.1227172428,0.555868,-3699.07,3503.82,24.8056442528,131.631,3.86859374003,846.206834488,797.473838417,3504.5447611,3505.34121933,117.382757188,22.4864936348,544.536,99450.2,889.996605569,79.0872376692,161.384015492
1533,3510.73,1533,13.8275595125,0.328673,-3698.9,3504.17,16.2950673955,131.623,2.79875434876,919.208130561,835.284447615,3504.29696438,3505.04946981,116.501391592,61.527566547,545.106,96191.7,981.277410887,83.53921972,86.5879776737
1534,3543.47,1534,11.5536134679,0.266869,-3732.92,3537.48,10.7723730689,131.587,3.33059087884,944.06088586,865.815591548,3537.58811415,3538.46477525,111.704883962,43.1313510659,545.66,91129.8,979.633234256,84.2857348903,48.5827285733
1535,3541.74,1535,21.7747160477,0.439053,-3738.19,3535.92,23.7769405759,131.623,3.1858927305,981.063142908,971.619808512,3536.36635828,3537.05354589,116.768875873,4.76417139782,546.253,93783.9,990.976902232,87.4814403269,117.23816932
1536,3575.05,1536,12.5741611252,0.1188,-3758.7,3568.71,10.4447137167,131.666,3.52692479001,976.19976947,972.802372028,3568.83673336,3569.70930172,116.326091677,1.56233928392,546.808,96198.1,977.843288945,83.8627581373,44.3455425016
1537,3576.39,1537,14.2129279636,0.396989,-3769.2,3570.14,14.6288091911,131.722,3.29745879754,949.549351843,889.47449381,3570.16767629,3571.03995812,119.007090036,32.3440145217,547.388,98167.6,978.356714172,83.7721833342,71.1519186486
1538,3590.85,1538,11.9644598999,0.15233,-3784.54,3584.54,13.6685602657,131.737,3.48135249977,973.415031721,954.969016932,3584.85962982,3585.83177977,116.649322545,10.0303228024,547.952,97205.5,980.965865878,83.8575280671,75.6543062686
1539,3602.2,1539,13.2541532138,0.488829,-3795.72,3595.64,15.3910814569,131.77,3.19446260432,956.45259199,932.799490221,3596.09700665,3596.9407218,115.182828718,16.8554695707,548.554,93094.9,982.115655649,87.5332778517,71.7870202564
1540,3618.87,1540,11.9228430634,0.232832,-3815.98,3612.79,12.130310137,131.799,2.03233066448,944.647478611,848.187207076,3613.14863094,3614.02937271,117.217523713,45.1557770395,549.102,95317.0,982.143535509,83.4514288315,67.9313314044
1541,3629.35,1541,13.7456826239,0.535954,-3824.6,3622.87,15.4099957871,131.819,3.47298761831,1005.77486635,982.338720538,3623.13346057,3624.03681343,117.381614139,8.43348493154,549.672,97457.0,1013.36259474,90.4169814778,62.3442123644
1542,3640.71,1542,11.279860555,0.123473,-3832.63,3634.22,11.2997900634,131.868,3.89819142271,980.785421527,979.406930668,3634.43268314,3635.24369635,119.957074462,1.0324409872,550.236,102444.0,983.000690007,86.6562618405,54.9518023274
1543,3649.33,1543,13.8950891234,0.0862397,-3846.84,3643.06,11.753992655,131.917,3.69463827617,979.983446003,978.014564101,3643.41645661,3644.2575136,118.782732481,1.52692815729,550.894,102711.0,982.933078516,87.0125603003,60.3242628612
1544,3658.69,1544,12.8925305186,0.126669,-3854.68,3652.57,16.2784210015,131.978,2.73866382227,981.537042842,979.548967656,3652.87356218,3653.62961879,119.187164176,1.02366939028,551.475,98643.4,982.647673394,86.5266111898,79.0267092883
1545,3679.31,1545,14.4351630091,0.579899,-3875.92,3672.62,12.3310788733,132.044,3.36074929522,891.046570317,882.87457972,3672.81067382,3673.69589605,119.345773799,7.11190224571,552.119,99262.2,904.565829926,82.9432242331,54.6298100404
1546,3685.55,1546,12.3088916642,0.511898,-3886.34,3679.03,9.71456595763,132.068,3.30687107645,865.785586382,853.968871529,3679.42395896,3680.24570596,119.182677606,8.07596374157,552.675,101134.0,879.678407627,83.4323073789,41.9866064057
1547,3697.26,1547,15.9046616672,0.312126,-3902.62,3690.62,24.3103896598,132.111,3.89078645604,937.075159173,891.955375733,3690.947381,3691.71725781,120.283510698,31.3858531026,553.28,100853.0,979.421579673,83.3221950006,143.662136646
1548,3716.13,1548,14.8804906714,0.425402,-3921.63,3709.7,16.5003302126,132.168,3.5419303166,872.090659363,801.899404324,3709.72080256,3710.45901304,120.545246575,63.0887074823,553.908,102841.0,967.597251231,79.3052169477,68.375855804
1549,3736.31,1549,10.6507759281,0.555512,-3933.95,3730.28,11.1406813033,132.191,3.25860729473,842.091429062,821.940629768,3730.68823663,3731.50412323,118.360698445,13.8590518033,554.482,103795.0,869.191881837,82.3615580414,56.372501956
1550,3738.61,1550,12.9597733668,0.607848,-3936.39,3732.15,10.7570668905,132.203,2.762827898,777.215557743,753.523968951,3732.43251703,3733.25823973,121.121731021,12.6614044129,555.037,103085.0,796.867922995,74.034083361,47.4387640357
1551,3755.49,1551,16.4955878541,0.528046,-3963.02,3748.53,15.6842943047,132.263,3.41016990279,823.103805556,788.003288487,3749.16980596,3750.08519518,121.03068396,26.7877665232,555.603,105357.0,864.581007488,80.0203389643,59.2274449652
1552,3763.12,1552,17.6736597284,0.372269,-3968.11,3756.79,19.614028589,132.266,3.48596167016,881.670824997,772.116628001,3756.90846869,3757.6186524,125.112787108,71.5547643601,556.208,108036.0,979.456048167,81.0468662167,91.3961451821
1553,3770.57,1553,15.2279430315,0.285749,-3975.57,3763.96,17.9082625787,132.331,3.52395876561,985.267260616,982.421777528,3764.32523748,3765.05680802,123.151189936,2.30339601264,556.841,107367.0,990.484099169,88.1902249364,109.232797986
1554,3788.63,1554,12.4457311507,0.0984244,-3993.69,3782.02,12.5755789949,132.356,3.25620837978,980.666183852,980.086179545,3782.15335596,3783.06641338,122.661358139,0.425842834346,557.473,107620.0,981.160664251,86.3232982578,54.0195817883
1555,3799.48,1555,13.5786482913,0.102264,-4004.13,3792.96,13.8866610633,132.448,3.59713283063,982.45691787,982.076383879,3793.0036638,3793.93575338,123.906972068,0.384263644079,557.996,112715.0,983.31839343,86.7772808011,81.4001842669
1556,3811.94,1556,17.3367407733,0.0964433,-4016.21,3805.06,25.624862458,132.493,2.49559283337,981.002811245,978.983677446,3805.54036787,3806.47233687,122.866681044,1.15714826126,558.654,110037.0,982.560526474,85.7261471418,128.261737249
1557,3821.73,1557,15.0151681451,0.297827,-4025.44,3815.03,21.4413685533,132.488,3.74735578547,907.426933649,791.921023538,3815.12396447,3816.26168727,121.778868362,69.0697739172,559.247,107567.0,978.61065753,78.3863071639,136.886621276
1558,3836.96,1558,12.501374537,0.448643,-4042.41,3830.14,14.3205876023,132.531,2.90601105978,853.896930124,806.1120046,3830.28282557,3831.26514396,125.146682012,57.022311544,559.891,113532.0,975.874992969,79.6970793731,71.4567255831
1559,3839.43,1559,12.3317699015,0.503363,-4049.43,3832.22,16.0817658679,132.587,3.46212641927,26.8506483773,25.2952200606,3832.45830739,3833.55095029,126.856509765,0.655870966747,560.451,112183.0,28.4745904751,21.8649306386,83.9384275045
1560,3850.74,1560,14.8207622078,0.48275,-4055.2,3843.63,13.8716787738,132.617,3.34954935328,932.54455764,884.246748627,3844.2368947,3845.3639165,126.22993247,20.8250760792,561.083,112813.0,954.874490336,86.4911332378,46.198019774
1561,3868.53,1561,14.2431081394,0.101188,-4077.54,3861.9,14.0975202573,132.652,1.75710587106,981.197377401,979.994470983,3862.09825567,3863.08909963,124.50379323,0.64457692727,561.647,110345.0,982.368575959,85.671092831,58.3803789845
1562,3874.42,1562,16.8824010066,0.343076,-4083.03,3867.17,26.3407630419,132.662,3.16601766344,896.479096125,811.923671963,3867.42978776,3868.61033532,128.728196895,56.6637433436,562.201,116833.0,981.056491332,81.044488849,158.521096632
1563,3891.99,1563,14.9559521702,0.410921,-4101.76,3884.71,18.7724251132,132.674,3.01336375488,993.257249984,979.818808373,3884.88844771,3886.15190549,128.555667321,8.28086480895,562.812,121473.0,1003.86964308,88.9178550333,90.3293847662
1564,3906.82,1564,14.1667849749,0.190857,-4118.1,3899.68,17.4445566373,132.751,3.52807491841,978.568180872,977.347509052,3900.20860301,3901.66644809,128.406407689,0.782260869616,563.41,117788.0,979.702243345,85.6272327699,84.9004170099
1565,3917.05,1565,11.0791673894,0.331854,-4129.92,3909.55,9.13448177212,132.779,3.15862782597,974.467138772,973.415411563,3909.66929302,3910.90401642,124.51917176,1.04129771603,563.997,109177.0,976.593773457,85.5726817398,40.7920531472
1566,3926.33,1566,14.2847442798,0.406164,-4145.32,3918.7,12.9126927628,132.828,3.33955279254,998.915279922,992.695745151,3918.96981793,3920.19098363,129.836494577,3.31957887056,564.627,121635.0,1003.03198342,87.2197620817,57.5272515284
1567,3946.88,1567,9.837689786,0.177948,-4166.89,3939.45,8.27665884862,132.905,3.0875137817,979.018202204,976.593629337,3939.7787184,3940.91960038,128.855589346,1.44160674922,565.24,116191.0,980.819757315,84.3010246503,45.0606361399
1568,3971.8,1568,12.425908613,0.145707,-4194.0,3964.56,11.0122102589,132.956,3.25526620361,975.972555323,965.252831724,3965.01913495,3966.00262485,132.419592407,3.74407884661,565.853,124798.0,978.788502144,82.2093137728,40.9960896139
1569,3978.6,1569,9.95574252905,0.549309,-4197.83,3971.54,8.17483179279,133.0,3.38834543426,863.002293379,850.971079965,3971.51666898,3972.60588245,128.756212929,11.0784975209,566.424,116666.0,892.274945636,83.4056949852,40.0494097297
