MaxEsReturn,AveragePolicySurr,AverageY,Iteration,AverageQ,PolicyRegParamNorm,AverageDiscountedReturn,AverageAction,AverageReturn,StdEsReturn,MinReturn,AverageAbsY,AverageEsReturn,MinEsReturn,AverageAbsQYDiff,Epoch,MaxReturn,AverageAbsQ,AverageQLoss,StdReturn,QFunRegParamNorm
449.803809049,-508.169,491.93475332,1386,491.938,132.227,220.805575632,0.782051,902.96339852,75.0719563203,323.417220571,492.242634638,35.4657998988,2.89314998331,11.0628354683,1386,1707.99865279,492.684,1185.42,314.624330913,286.789
159.521264511,-509.46,492.967398364,1387,492.97,132.258,207.01863487,0.757342,601.823389822,35.4995600094,349.675142648,493.361884482,24.3246153085,4.98856151498,11.0208310512,1387,1161.69422168,493.726,1175.56,152.238210339,286.901
333.149618296,-508.918,492.34661828,1388,492.321,132.289,217.4223814,0.794219,714.297256433,56.177259036,36.6123447697,492.720498178,36.5546521188,5.30612125564,11.369595286,1388,1189.43298864,493.136,1193.0,233.273256353,287.073
538.788526639,-508.598,492.307982958,1389,492.283,132.351,163.53011798,0.795505,994.611501327,100.265994979,344.818306265,492.658083038,45.7464265697,4.89395600651,11.5367073161,1389,1644.828392,493.101,1274.25,317.80462575,287.176
140.060809189,-509.212,493.101246147,1390,493.097,132.374,194.499956484,0.820793,715.432914994,30.5728702145,234.947608212,493.492218517,21.6721589374,2.65903903119,11.2556589167,1390,1275.85335073,493.92,1159.88,192.820641322,287.264
477.378786788,-509.008,493.06694272,1391,493.076,132.415,189.529317896,0.826067,499.822723714,79.1400163217,211.067481591,493.497332943,34.1297519055,3.93665099488,10.7751140025,1391,1569.69585552,493.909,1110.57,246.662731372,287.335
327.765309309,-509.872,493.477970047,1392,493.454,132.43,179.178108974,0.809879,789.639531261,69.9716605665,322.375696487,493.78461076,39.4627437962,4.42137239301,11.3956991597,1392,1563.05237884,494.205,1204.92,291.009944416,287.447
346.966888522,-509.004,492.701848745,1393,492.696,132.472,198.396857146,0.818361,788.925629827,87.9101491082,315.514316915,492.978976783,57.4147013237,3.9606687397,10.9853547883,1393,3260.09131323,493.363,1167.32,723.285785922,287.551
326.585963189,-508.883,492.737355439,1394,492.762,132.507,184.777124114,0.833135,443.41961974,50.0006705183,257.005830481,492.973064958,28.4924781238,4.2274457145,11.1826136018,1394,1358.65819028,493.457,1245.27,227.599128741,287.741
494.570490218,-509.288,493.66062198,1395,493.637,132.543,175.280833928,0.795547,1053.78563468,123.465379442,255.358836869,493.916280987,69.9982107503,4.20837396258,11.5995319218,1395,3263.36480434,494.297,1281.67,842.5189685,287.889
233.447628528,-508.975,492.672951829,1396,492.679,132.577,188.036552419,0.815335,809.022559767,54.524660934,180.320258559,492.967367154,30.2771671084,5.30164560454,11.340363536,1396,3123.50575944,493.392,1209.07,699.290314473,288.023
341.144055094,-509.614,493.133965733,1397,493.091,132.609,222.729014393,0.830606,884.927378352,80.2443552885,359.185798895,493.372197943,48.3511603302,5.39133846685,11.3176399862,1397,2263.2763178,493.789,1177.62,387.456696369,288.078
145.309013087,-509.295,493.499689175,1398,493.475,132.623,174.565630286,0.819713,872.87599376,28.3548157943,128.143430056,493.753460627,24.5126174877,4.0120790227,11.5963460385,1398,3022.57422109,494.15,1293.98,660.082226296,288.172
291.206672034,-509.473,492.631287471,1399,492.633,132.667,161.31357293,0.853726,399.759703372,52.9830225073,183.713336266,492.868337607,30.4620031492,4.21939632716,11.485055034,1399,1715.96191702,493.298,1269.04,288.588243484,288.268
196.765496278,-510.316,493.821823736,1400,493.808,132.691,238.564259177,0.847054,885.096585728,41.0948182515,202.229804921,494.06525999,30.3316241472,3.73290883296,11.2676735718,1400,2151.85525358,494.466,1214.19,448.79694047,288.389
426.107144158,-509.821,493.682859708,1401,493.667,132.742,230.371095794,0.864525,714.597828873,92.4899709067,274.567519422,493.930825316,47.757858436,3.74058419451,11.0981027478,1401,1363.7391387,494.32,1219.51,239.775218901,288.478
228.770923202,-509.279,492.750514108,1402,492.732,132.81,215.650664595,0.865135,647.252260275,62.5449169333,252.09918452,492.956156186,47.0262576432,4.58799201468,11.526531993,1402,1669.08677696,493.437,1237.45,304.684291901,288.612
719.582491214,-509.697,493.556520968,1403,493.536,132.892,244.846009679,0.830874,985.328279093,125.65587335,360.867593831,493.826398622,49.7731749471,3.97603863517,11.0199099217,1403,1997.26446605,494.238,1155.02,360.091885566,288.748
230.335284216,-510.152,494.090243556,1404,494.084,132.953,221.097941132,0.838872,912.139883355,42.4453774472,302.135995352,494.369899768,32.7824865861,4.30590522087,11.2988474215,1404,1847.82349954,494.787,1227.14,331.026411685,288.873
112.887462263,-510.678,494.680098021,1405,494.693,132.99,231.937227943,0.844067,879.117590502,26.2170597937,220.975463616,494.954127569,22.2672738011,3.2104907647,10.9481841894,1405,1894.29366107,495.423,1140.43,294.141381491,288.994
365.425445381,-511.007,494.928202167,1406,494.88,133.007,204.645243478,0.827462,598.454839765,57.1195868179,200.687505611,495.172895298,28.477485981,3.55202021801,11.5346146019,1406,1171.72608615,495.539,1270.49,264.378405405,289.113
295.252214404,-511.234,494.783862769,1407,494.821,133.019,196.816571834,0.824941,677.259426447,95.8437036903,271.729602193,495.07742965,80.2577629449,4.57652929049,11.3828549062,1407,1375.94460473,495.549,1229.63,280.965527146,289.263
148.708411405,-510.508,494.031652354,1408,494.004,133.03,193.823211021,0.842551,663.247348531,35.9527077413,208.696638389,494.294831534,31.2229187992,3.2181980325,11.392487277,1408,1473.05244386,494.752,1275.62,312.846295991,289.435
260.281762915,-510.538,493.725113469,1409,493.698,133.068,198.456453738,0.843889,812.328196496,57.4481202536,239.448994986,494.041650157,36.180462168,3.89452125382,11.2828701282,1409,2374.25998513,494.487,1160.19,473.156152141,289.581
417.136979428,-510.598,494.674496571,1410,494.662,133.106,218.989684285,0.852146,808.036386028,86.0041649751,263.046858726,494.939958967,41.6573631141,3.49906416846,11.2238479301,1410,1755.97130058,495.378,1257.99,478.007707617,289.657
709.332548284,-511.289,494.564038276,1411,494.528,133.117,87.393935487,0.822827,322.898033495,132.630049504,58.211472417,494.840430922,55.6848749182,1.68261903227,11.3001077227,1411,1526.82777863,495.25,1220.28,311.176612043,289.797
333.616395963,-510.881,494.47029975,1412,494.471,133.127,172.610549456,0.878354,466.480378243,66.6358821572,173.532594844,494.745586385,37.1689205291,2.47722431265,11.367809399,1412,1690.9851668,495.119,1231.01,341.312752274,289.878
263.836256182,-510.72,494.232341278,1413,494.225,133.181,182.976851925,0.825227,477.751952501,70.0147126764,176.835356028,494.460716041,39.5121331627,2.85900362292,11.3301175544,1413,3035.16806957,494.881,1254.26,385.779274509,289.972
324.436646968,-511.608,494.844610394,1414,494.848,133.235,238.511127697,0.813037,1548.09831652,72.4204316081,514.082973528,495.113978297,41.8283483402,4.22863929638,11.353510655,1414,3235.49785904,495.487,1235.89,918.925375435,290.165
542.86149393,-511.751,494.635925249,1415,494.623,133.247,234.778677063,0.806306,699.668584445,101.3732152,280.354910029,494.910456344,47.0581180851,5.28227686206,11.4428779864,1415,1058.41268794,495.334,1206.08,158.834522504,290.265
207.534834181,-512.577,495.361069813,1416,495.354,133.288,202.272409581,0.802897,521.93714439,39.1714182008,67.6975791708,495.630516089,29.1537486398,4.98316917245,11.467695752,1416,889.82105899,496.104,1258.16,167.528086332,290.355
334.511095148,-513.033,496.184785467,1417,496.184,133.338,186.882394879,0.835484,641.563780649,65.2518216061,160.808237346,496.463661804,41.1322518366,6.0462766544,11.3136866134,1417,2628.79149216,496.895,1202.36,525.41922628,290.46
278.853772636,-513.082,496.189193472,1418,496.16,133.369,233.496413424,0.823257,878.431497102,55.4053328414,506.090855654,496.439875832,39.3541459376,5.64240358128,11.7616668187,1418,3131.48463701,496.886,1286.51,483.993974128,290.595
484.392783189,-513.727,496.937922334,1419,496.945,133.43,159.268350646,0.851889,371.17031354,85.7059017843,61.511610541,497.218406041,38.4659543919,5.00772958689,11.2043209536,1419,1792.48736012,497.645,1226.08,292.456428317,290.729
400.132508206,-513.866,496.907054911,1420,496.878,133.485,218.704723757,0.826377,682.797518728,67.4656749435,254.562804051,497.137410215,39.3219114182,4.66479290192,10.9711191195,1420,1261.59816565,497.557,1132.47,197.749966605,290.847
475.963990086,-514.355,497.063128043,1421,497.05,133.588,125.987222161,0.805615,731.335298823,81.6406750796,349.857358487,497.357342699,37.0619002463,4.50579901832,11.6334470892,1421,1227.04162388,497.765,1241.23,235.868869854,290.958
96.0265036106,-514.056,497.027829495,1422,497.006,133.668,203.52761732,0.830341,482.175210805,21.7603330129,267.269831024,497.288746887,20.496581163,4.49174485326,11.4781073062,1422,717.591162301,497.721,1227.81,77.7267171475,291.157
312.64203587,-514.452,498.074089366,1423,498.065,133.706,193.229749912,0.854726,517.601568679,60.3912272426,157.329903735,498.325792927,38.2442056378,5.35131892564,11.4539464636,1423,1128.90692311,498.739,1292.03,229.105412178,291.245
291.111998847,-514.955,497.764341867,1424,497.772,133.747,219.67405098,0.816701,687.281323578,46.3281637105,264.497647616,498.056392816,28.9016131709,5.23719438966,11.3454778425,1424,1026.68422348,498.483,1214.51,162.572498628,291.408
166.907168567,-515.107,497.955264349,1425,497.938,133.806,194.165224514,0.800376,630.973494238,48.0252710776,240.493293742,498.214516433,45.5885283597,5.33279529282,11.6339450219,1425,1051.59804309,498.621,1283.72,179.540266599,291.523
155.337227412,-515.594,498.752244803,1426,498.716,133.806,206.699539341,0.817455,613.379732019,41.4464430548,261.306037924,499.010484875,36.919942197,3.52044088502,11.3893639994,1426,1077.23611709,499.402,1224.42,192.889330847,291.64
365.978779181,-515.675,498.532150066,1427,498.542,133.816,145.888146129,0.823047,290.708021261,96.4900336677,74.0502929262,498.817884129,61.9914016835,5.35751835852,11.5511134532,1427,737.904093123,499.248,1251.89,136.155630581,291.815
387.572662889,-516.438,499.197996019,1428,499.182,133.818,215.51227681,0.823315,530.087347673,108.237136999,284.79651841,499.471603523,66.4543871542,5.65142954691,11.4895600253,1428,623.982251382,499.9,1215.65,91.5279889183,291.923
164.798788465,-517.225,500.182209129,1429,500.138,133.886,195.975662458,0.816286,452.44623342,33.9273252791,272.933763625,500.405195792,30.3394606705,4.68284550394,11.5492026503,1429,753.996809546,500.85,1199.91,95.3757130723,292.068
524.269766337,-518.112,500.850117983,1430,500.882,133.94,138.526957652,0.803266,748.323822716,109.834562993,132.15514628,501.077333929,59.3693629675,4.07094509004,11.4118815321,1430,1327.64520813,501.525,1203.89,313.503315081,292.199
249.178820827,-518.528,501.401506337,1431,501.395,133.987,230.470409219,0.797272,642.865833347,40.5716864001,366.055249464,501.629462074,28.2874548871,3.64839853116,11.3550556755,1431,1156.91433693,502.076,1214.47,130.986073696,292.314
154.168185149,-517.238,499.750143382,1432,499.738,134.003,212.149540892,0.826635,666.681040009,31.899908338,373.794441447,499.986579185,28.3800880826,4.98301126904,11.8756038799,1432,1379.54456586,500.447,1314.23,161.805186177,292.43
277.957077639,-518.416,501.177646333,1433,501.128,134.082,120.177434693,0.787731,811.986644839,67.812335443,351.546819818,501.40204502,48.6297616492,5.95858450334,11.6267215249,1433,1284.7915101,501.797,1296.59,279.225364768,292.582
355.852562641,-518.079,500.471202065,1434,500.49,134.117,106.234647115,0.789667,1029.7247319,66.59071154,468.892107338,500.779359777,43.1004729864,6.25469003057,11.6809161588,1434,1717.55476271,501.274,1301.54,366.229382648,292.683
460.635285365,-519.791,502.692666174,1435,502.637,134.113,243.350140659,0.826954,821.281436339,81.2593577317,472.245218921,502.900850617,38.5765607757,5.32157524428,11.6780528651,1435,1417.55083653,503.288,1339.06,237.016198898,292.767
609.062916409,-520.121,503.142112604,1436,503.168,134.155,235.83964559,0.844708,796.096904013,119.234007853,314.379278384,503.385735802,49.854556252,5.51412586384,11.5395951594,1436,1228.38747691,503.815,1301.53,182.633825687,292.883
415.247686801,-519.311,502.093752473,1437,502.071,134.201,166.614080667,0.871903,622.593949204,60.1565986821,194.340579316,502.338136724,31.0427111812,5.12305237766,11.7734248272,1437,1594.18943511,502.76,1334.83,401.034609802,293.045
600.095703119,-519.293,502.752869878,1438,502.742,134.228,218.124934956,0.816745,894.422239835,119.420864386,228.673990915,503.004581647,61.6059095818,5.54065785393,11.289693559,1438,1676.87019979,503.452,1216.09,258.823990961,293.218
191.850965029,-519.473,502.12061624,1439,502.085,134.28,198.148222119,0.79451,921.196004605,46.5573688354,308.882244249,502.430359739,34.6799667393,5.51222121184,11.9500463136,1439,1792.13860863,502.87,1309.85,421.362492964,293.34
120.115473832,-518.612,500.876758158,1440,500.858,134.298,98.5261554797,0.774455,1152.94932176,29.2427649837,916.603814697,501.207833207,27.3017374983,4.78422775582,11.6012121954,1440,1994.4142074,501.637,1287.6,338.397605557,293.468
547.473803405,-519.333,502.140742356,1441,502.148,134.327,222.581132572,0.800922,882.260455408,78.8490885621,349.347820719,502.430666027,31.4704315041,5.16047799093,11.8031080793,1441,1642.67853365,502.929,1341.66,297.715872413,293.561
190.043297938,-519.745,502.204737102,1442,502.166,134.356,249.559066246,0.817221,1113.45577271,29.3008009832,430.393322239,502.451926459,23.5638721691,5.52685556089,11.8254432549,1442,1669.62294182,502.924,1292.62,304.468764118,293.712
219.588552854,-519.216,501.723662448,1443,501.699,134.386,240.02705186,0.838903,720.893479774,44.7889242981,382.209188442,501.999397031,34.906287595,6.20300276936,11.6297948986,1443,1277.9323202,502.41,1256.44,182.416126563,293.848
257.667126335,-519.523,502.191218308,1444,502.203,134.424,241.385124362,0.831981,1344.80752076,59.6698448597,392.749451837,502.475434764,40.6819673819,5.22098870134,11.6804338458,1444,3015.11797432,502.945,1291.97,728.912547942,293.963
208.190305594,-519.736,502.293380888,1445,502.268,134.462,242.60972642,0.8332,1226.29162369,35.7349989654,393.006170087,502.554458222,24.1923088221,5.26937884755,11.6861026312,1445,3363.19677919,502.987,1266.5,669.836424068,294.1
252.873505834,-519.156,501.813712539,1446,501.815,134.488,112.786615374,0.79495,940.140572728,50.4996148825,354.684838669,502.06315372,34.8794968595,5.00626381797,12.028507377,1446,1804.98263151,502.567,1363.56,446.159234172,294.164
248.4594003,-520.284,502.890461587,1447,502.872,134.509,253.098640168,0.840325,1381.44114679,47.6235416945,664.006454861,503.14511302,32.3532590556,5.27408704868,11.7199863747,1447,2793.06493675,503.616,1302.03,550.431415904,294.242
225.020717543,-520.104,502.545815029,1448,502.507,134.582,233.513058209,0.814293,1129.6993434,44.9492840877,398.516906436,502.825222546,33.2140394152,5.13615253771,11.6612384553,1448,2248.73917683,503.219,1297.86,497.356668313,294.346
158.661951684,-520.21,503.201988998,1449,503.215,134.647,247.172270308,0.830878,741.250607385,39.8358159451,657.540367796,503.449898816,32.7454648825,6.1723148258,11.5414511911,1449,1458.75931561,503.893,1286.61,110.588216012,294.43
202.662517662,-520.285,502.720430253,1450,502.694,134.707,171.419700937,0.849737,584.352188051,36.7687744937,256.051554486,502.942177846,26.3186063853,5.01177994788,11.6455111664,1450,2511.89778613,503.352,1296.02,477.535615342,294.544
310.183124444,-520.695,503.272324244,1451,503.269,134.748,241.786787826,0.839348,1301.32198135,52.40292476,240.003567796,503.497587898,31.1935762034,5.23437839139,11.9664490655,1451,3318.52002243,503.881,1304.8,775.226415418,294.641
294.698945687,-519.833,502.890163782,1452,502.883,134.747,211.617122115,0.844447,938.741159779,76.1713604968,210.751505541,503.164955234,50.9618681272,5.01947839042,11.6149989472,1452,2589.09981565,503.56,1324.99,562.614792259,294.766
394.793027166,-520.514,502.764031669,1453,502.753,134.757,185.463749587,0.815055,460.836227384,72.8552340828,56.2351168427,503.04595771,44.6127427692,5.15637821547,11.8829433718,1453,1300.29569831,503.55,1313.67,221.334642448,294.892
416.290546523,-520.03,502.869413912,1454,502.823,134.764,237.282080026,0.832511,1146.16533439,107.830857216,292.623795783,503.106230784,83.4522613716,5.33875696749,11.6579548337,1454,2531.47963677,503.495,1270.09,581.20732101,294.973
334.695549712,-520.529,503.01125423,1455,503.009,134.745,219.734460875,0.837513,686.800756312,69.1455885534,220.061533951,503.23987497,53.4957164416,5.18966581999,11.5671896051,1455,1200.3053414,503.717,1194.76,224.335559989,295.062
263.771006625,-520.113,502.687692829,1456,502.693,134.796,155.875660513,0.802553,945.37406757,47.5855830251,179.374458825,502.959727283,34.7555524779,5.3234257662,11.4508890108,1456,2146.68050696,503.401,1241.58,613.540786427,295.204
292.761837192,-520.365,502.763131953,1457,502.748,134.832,228.775862004,0.826494,810.762294519,55.9502856323,369.819243754,502.981073927,44.851223224,5.24057111295,11.5136889472,1457,2518.85755878,503.442,1274.29,381.748079219,295.23
194.668645707,-521.096,503.135003168,1458,503.115,134.877,152.673773299,0.771499,739.280002688,38.8604125063,253.508665428,503.365319443,30.3410732114,5.07342126939,11.3837487862,1458,1955.96757019,503.784,1212.87,379.427465203,295.36
458.999179242,-521.222,503.816370225,1459,503.809,134.906,138.627753258,0.817585,1120.85348456,116.395353023,426.535680337,504.044086748,63.3595677574,5.15673781562,11.7506308878,1459,1778.19221932,504.502,1330.23,352.917665071,295.451
343.209891788,-520.971,503.263550986,1460,503.243,134.972,112.736866074,0.765927,1196.28558533,74.902343671,754.334573356,503.524980977,43.7474944949,5.3449497684,11.5885921079,1460,1915.65022947,503.927,1314.05,346.413243743,295.556
131.021065852,-521.55,503.335694684,1461,503.357,134.943,118.087914213,0.794486,1037.67321987,21.1901867887,382.59759188,503.614591061,16.3526013924,5.09173943979,11.137546012,1461,1939.91033178,504.048,1162.39,424.39478893,295.654
470.05114937,-521.423,504.037990934,1462,504.0,134.96,243.803064788,0.857625,1117.73342208,85.9281346463,683.323437658,504.300013716,42.84748831,5.04798891184,11.5030293046,1462,2911.01301103,504.704,1287.52,409.925582678,295.772
209.387683493,-522.072,504.136606035,1463,504.094,135.006,223.878718566,0.805946,1025.4607496,40.8691256265,294.339292468,504.399726688,31.0562397476,5.17487656753,11.7468470576,1463,1720.55505635,504.794,1330.85,307.10792461,295.911
154.802790783,-522.509,504.667635545,1464,504.651,135.046,104.138648222,0.803551,378.222580403,28.1411476786,76.7088668446,504.89197995,24.3206848726,5.73636588474,11.7746413756,1464,2028.71380673,505.354,1347.67,385.28818317,295.981
212.458823533,-522.038,504.346959864,1465,504.353,135.115,236.352843453,0.839009,1042.64021138,39.5249820759,144.19894938,504.558611612,29.8197473505,5.26327333888,11.5770197191,1465,2327.27259701,504.968,1304.6,400.65055203,296.067
180.84947466,-522.927,505.291302068,1466,505.264,135.166,98.3492866399,0.804687,926.587154952,35.9725356698,866.483224007,505.487970177,29.563778132,4.64297621012,11.7002036754,1466,974.645191163,505.89,1297.64,31.5016399444,296.199
233.537093116,-522.155,504.358622513,1467,504.374,135.184,88.8930815492,0.804624,287.184628066,56.5911131911,63.1082646758,504.565331941,36.9511611967,5.30004639542,11.6196243833,1467,1100.88770291,505.018,1291.67,293.262587685,296.355
163.802622523,-521.62,503.587385793,1468,503.549,135.19,84.2856424208,0.791499,700.11580964,43.8561570401,151.472809453,503.8043354,37.1924060491,4.2495876014,11.7366278713,1468,958.670676073,504.275,1276.48,271.332708929,296.49
187.352476884,-522.888,504.91431671,1469,504.88,135.217,167.530902279,0.808382,1247.84061825,56.7357538954,138.771605217,505.147833005,46.1044421502,3.4863299906,11.5390099012,1469,2753.97763509,505.579,1252.45,674.437547964,296.578
127.817166264,-521.969,504.289369399,1470,504.284,135.256,148.160687298,0.842111,1370.63528291,28.6521666591,383.000637168,504.528346308,22.1368913228,4.98148144178,11.7937572669,1470,2425.33259174,504.967,1340.67,640.034317173,296.678
133.148080208,-521.762,504.067414048,1471,504.052,135.238,103.814867733,0.852235,492.603387528,25.2281146515,81.4672661946,504.281397506,20.4305496047,4.67206056072,11.5296873689,1471,1300.02957025,504.685,1277.09,353.966210074,296.78
157.632570117,-521.518,503.87111635,1472,503.817,135.307,91.3841838392,0.791342,861.237070746,34.9358972533,192.805663658,504.038414388,30.8931095368,4.8525140535,11.5712143905,1472,967.810163441,504.487,1273.69,216.325822412,296.893
85.2521854524,-522.266,504.543638066,1473,504.592,135.283,167.096382941,0.858589,733.532159073,18.0764751339,147.891841,504.777877237,17.5555230752,3.5201399344,11.173630155,1473,1724.06468033,505.265,1187.24,421.551536553,296.953
190.274075237,-522.373,504.282610672,1474,504.283,135.333,106.393702802,0.832969,960.132403976,32.4709100545,165.239105698,504.471830225,21.373627108,4.15695107363,11.7400242055,1474,1500.20810526,504.848,1348.86,386.130195572,297.035
254.554690623,-522.01,504.085421984,1475,504.05,135.356,109.898903897,0.826164,1087.06609423,49.3227827995,739.394208944,504.294561056,35.253979534,5.05357693188,11.9304706287,1475,1240.43169084,504.65,1346.13,125.054350387,297.131
229.247385546,-522.573,504.307800935,1476,504.289,135.432,209.584042402,0.850348,801.206521133,48.7468473654,107.689057842,504.508098525,29.5943266122,4.60473729863,11.7913233155,1476,1257.77178207,504.943,1296.77,280.131694376,297.217
185.127537584,-523.064,505.291927374,1477,505.289,135.433,128.095066326,0.824081,864.994508171,32.8945497979,361.054657169,505.481477678,23.871936513,4.99022312245,11.4853887065,1477,2688.84351534,505.903,1232.89,606.567411,297.299
139.719840691,-522.962,505.021300354,1478,504.995,135.481,162.161816135,0.827325,866.105576796,27.0364324062,171.052760178,505.227017012,26.3356378117,5.3019849155,11.794927913,1478,1454.82331267,505.597,1332.26,386.99498762,297.43
157.694641767,-522.136,504.51061532,1479,504.508,135.516,198.07412764,0.826937,642.387608632,37.1399408101,188.331455183,504.746379532,29.1660794969,4.93929778186,11.7080241517,1479,1355.67940504,505.213,1305.99,274.847634654,297.558
224.379930601,-522.981,505.200127209,1480,505.21,135.538,197.425193621,0.822615,700.720680846,47.3377342902,333.914862618,505.450523917,30.8498735428,6.11109521101,11.4254523137,1480,2867.69176764,505.864,1255.06,577.197052418,297.669
514.262468699,-522.482,504.471136125,1481,504.443,135.532,166.681559006,0.867242,451.285030404,86.7037712899,167.313001222,504.732132555,45.0648068017,5.70198454867,11.7479903801,1481,1167.44307803,505.194,1279.36,208.530141859,297.81
103.384272185,-522.157,504.077982065,1482,504.073,135.598,140.080938578,0.844936,850.911936921,21.4987462644,229.473051496,504.351781016,22.2909584452,5.23004074481,11.7545991349,1482,2239.90871509,504.764,1299.64,584.342876676,297.961
188.117471755,-521.981,503.624640113,1483,503.611,135.605,162.001690938,0.824271,634.622453325,37.6888010681,156.73745351,503.927594544,25.0566571255,5.33696887273,11.5398371403,1483,1418.12056021,504.336,1221.81,362.118571607,298.082
262.378107928,-522.303,503.783616785,1484,503.77,135.681,201.549578099,0.848259,838.82919192,55.3217500375,223.798689561,504.060100474,35.8322253838,5.14650835004,11.7047707694,1484,1795.81566521,504.454,1274.91,390.14885801,298.254
410.060779955,-523.245,505.243656637,1485,505.251,135.678,216.005646656,0.837702,831.237797606,83.2988245592,333.547784298,505.486698409,46.733180263,5.3733557714,11.6352373275,1485,1764.14153006,505.973,1251.09,319.421427859,298.392
115.812950113,-523.364,505.199650888,1486,505.196,135.716,205.220970263,0.856553,838.301750255,27.0675865854,251.573070053,505.472358273,24.626569792,5.11952015968,11.6909551282,1486,1899.51124386,505.914,1260.86,360.161281439,298.473
327.322663861,-523.406,504.969993114,1487,504.929,135.766,151.009059402,0.814539,551.709474363,66.0914603158,233.403533864,505.212265027,29.6085790405,4.65798608456,11.937310229,1487,1092.73886366,505.682,1295.11,247.249716225,298.568
142.863978496,-523.071,504.329469733,1488,504.346,135.774,98.1673068657,0.793765,961.34140412,41.852329994,928.50872495,504.574410787,31.6997746495,4.85878955495,12.2321922676,1488,980.579091314,505.025,1402.66,16.8096040475,298.679
353.214666919,-523.031,505.055379849,1489,505.024,135.798,122.044934248,0.835521,801.736002027,67.6505088736,339.986153787,505.301023282,38.3844279522,4.86879280471,11.9506137656,1489,1454.64185709,505.761,1342.95,315.885677236,298.782
337.406561213,-524.3,505.981910341,1490,505.998,135.882,129.211737462,0.837879,670.013440144,63.0441696761,111.384193676,506.250002156,34.0386232916,5.2639924731,11.7762470014,1490,1287.47606257,506.696,1253.75,302.837853534,298.969
218.780808189,-523.914,505.493288615,1491,505.478,135.921,86.8358651798,0.782655,820.111307284,33.5756210713,193.753722371,505.784008263,23.2039283877,5.10396459738,12.108157191,1491,920.989526417,506.144,1397.13,198.712731735,299.099
116.648297652,-523.982,505.873188115,1492,505.854,135.965,123.609910824,0.80201,937.167650319,24.5196035802,400.592101333,506.143834742,22.7745734756,5.01642490413,11.7294480862,1492,1466.91309296,506.605,1312.72,267.463180155,299.18
113.88091577,-524.259,505.359984526,1493,505.322,135.983,103.597596197,0.807735,929.597609761,30.0799961992,164.317401929,505.596626749,34.552319867,5.50658135157,12.1544292523,1493,1074.05030259,506.056,1366.42,232.744661027,299.324
170.214834135,-524.703,506.187805472,1494,506.167,136.012,239.42762395,0.816867,878.373184545,36.3881562432,405.783949866,506.446785036,24.6313272834,5.40686248005,11.8919537544,1494,1872.25412312,506.886,1302.1,299.733338788,299.445
105.492498807,-524.563,506.775558233,1495,506.778,136.013,134.188394422,0.817287,1160.29139023,27.223135635,360.434885435,507.029305569,27.6858150522,5.26960854789,12.1823170548,1495,1749.82991806,507.479,1434.12,394.132627089,299.468
96.2941593369,-525.0,506.602478339,1496,506.558,136.025,98.6849056069,0.809899,634.927073153,23.1488999528,94.0201359942,506.833434289,27.4318742079,6.11061327425,11.7458378371,1496,1141.92676534,507.191,1321.48,385.951247875,299.61
557.540562694,-525.838,507.299910571,1497,507.297,136.029,198.033667007,0.853816,587.140637989,113.856769344,264.524337941,507.502174159,69.6187264778,5.73397988714,11.4981244571,1497,1535.10421359,507.995,1269.74,286.171889472,299.644
194.120413749,-525.989,507.69401532,1498,507.691,136.081,202.620498603,0.841821,726.6386829,37.2024194343,223.298628451,507.952514683,28.9343901977,5.70474629609,11.7422421474,1498,1502.13502073,508.373,1268.46,289.563488736,299.77
317.840369097,-526.101,506.764184503,1499,506.749,136.096,229.319944582,0.85976,691.63978057,72.2841885733,320.824877399,507.015492025,54.0955804623,6.32250655239,12.0532879126,1499,1183.78263566,507.465,1308.32,194.399589178,299.875
89.4427671299,-526.343,507.968955339,1500,507.961,136.087,178.618823073,0.834811,464.494539402,18.8569733224,236.105071359,508.166046263,18.6149385867,5.1333154925,12.0859092268,1500,1256.35998256,508.586,1407.58,221.903681417,299.888
553.86334512,-526.594,508.233982502,1501,508.217,136.164,123.899480541,0.820483,675.782226194,89.8604186257,94.660375407,508.434207605,39.0125632508,5.41216800003,11.7126546766,1501,1378.05793046,508.892,1279.2,383.280422659,300.022
110.709329774,-526.149,508.104090591,1502,508.081,136.203,150.433962583,0.798932,332.815639996,25.6750281115,134.724526114,508.351840976,26.3945273563,5.32590598561,11.8191631893,1502,802.613575448,508.758,1321.1,148.754132935,300.116
204.06921546,-526.787,507.998491001,1503,507.97,136.263,102.435206983,0.843153,815.243722686,45.6579537745,114.733771728,508.212660839,34.1920048063,4.35406458235,11.9821414673,1503,1095.70761536,508.651,1373.19,276.331522917,300.217
226.994422191,-527.125,508.464619855,1504,508.457,136.326,162.443334913,0.770498,383.23843716,35.5345270192,205.047131172,508.681411868,25.9850739845,5.62904491445,11.5759643308,1504,796.520636806,509.129,1264.81,96.287964835,300.347
196.18561117,-527.068,508.201656523,1505,508.162,136.363,165.164321771,0.792021,357.471014573,33.1404251414,287.887654793,508.396378239,26.5869835333,5.56974707744,11.9405830286,1505,548.311676855,508.812,1357.09,58.8306213797,300.428
258.606525457,-526.628,508.204887619,1506,508.236,136.408,167.853966578,0.816271,524.437524923,50.4154558818,185.239539169,508.44179377,32.4371202957,5.5831582466,11.801129347,1506,1443.44459016,508.953,1290.36,260.864731834,300.516
