MinReturn,StdReturn,AverageEsReturn,MaxReturn,AverageQLoss,AverageAbsY,AverageAbsQ,Epoch,QFunRegParamNorm,MaxEsReturn,AverageY,AverageQ,AverageDiscountedReturn,Iteration,AverageReturn,PolicyRegParamNorm,AverageAbsQYDiff,MinEsReturn,AveragePolicySurr,StdEsReturn,AverageAction
946.775436072,703.927998747,217.697400374,3032.77454219,258.571,308.546603745,308.744,262,127.115,574.078374422,308.523251006,308.531,220.009978128,262,2020.85807599,66.8783,6.15660893097,15.8152494101,-313.976,211.974942711,0.676922
339.625317331,595.316302298,193.947994463,3228.0781872,296.116,308.636789477,308.81,263,127.393,426.077654705,308.596850349,308.562,238.547835258,263,1218.97127767,66.9919,6.62374819773,21.7082221215,-314.12,127.40787891,0.677843
401.385735536,599.802483404,74.6511692552,2499.61226701,243.432,308.845377647,309.014,264,127.605,513.921489743,308.802429592,308.792,221.325849839,264,1065.30888212,67.1068,5.91663660622,14.1622801202,-314.592,113.768744637,0.672605
1005.27136211,1.03027012995,131.280107857,1008.68517329,267.465,310.224768747,310.404,265,127.877,353.181361876,310.204347852,310.192,112.826642322,265,1007.11190011,67.195,6.31077205169,7.45646660139,-315.9,113.265958542,0.247196
874.209208201,156.121924667,143.846815114,1512.83218374,272.627,310.160389538,310.323,266,128.201,699.541848757,310.11121766,310.093,125.859125306,266,1059.64660112,67.2278,6.26997205445,6.3398361626,-315.892,206.775269167,0.273708
391.216148931,562.884774709,147.026673539,2468.81591544,263.139,311.204559444,311.37,267,128.546,533.343742103,311.1684981,311.15,206.049535652,267,1480.1295219,67.3778,6.18801383938,12.1539862128,-316.768,179.380438996,0.641803
314.52221252,269.471045742,151.907940549,1416.4935832,278.503,311.507071155,311.676,268,128.772,636.109566923,311.473580503,311.456,208.695168031,268,622.883878762,67.4958,6.32136795105,6.16986889322,-316.976,194.675443784,0.698262
434.251615192,564.41667462,67.9393269845,2485.22345161,264.747,311.896824765,312.075,269,129.093,273.570345949,311.850600367,311.835,213.788529137,269,1227.97579113,67.6408,6.19216557928,11.2290856012,-317.447,63.0027355802,0.644198
672.935617693,112.26548664,135.749396456,1223.19655669,266.012,312.373097577,312.518,270,129.354,438.305044527,312.340837238,312.324,242.677628419,270,978.746464477,67.7308,6.11577754145,9.05461975351,-317.813,136.508001622,0.630946
957.51662955,330.360832765,159.344155261,2136.86187125,281.486,312.420767233,312.588,271,129.669,598.290330983,312.38217179,312.371,224.776771102,271,1414.83371096,67.7866,6.4419386095,5.68869002105,-317.911,208.087956607,0.609629
488.160106156,139.936813985,112.693361201,1021.84963147,298.436,312.651344224,312.822,272,129.968,424.078006526,312.60179116,312.565,202.938495019,272,673.655763354,67.8797,6.56367352015,7.12978399411,-318.297,128.658743772,0.536791
967.155688644,423.124149022,118.415218183,2460.16982559,269.603,313.395420784,313.572,273,130.26,789.176961212,313.356893411,313.344,255.020688955,273,1352.09158239,68.0183,6.36567177077,15.4459297146,-319.264,179.907672483,0.651243
521.67674586,264.41283707,123.397757989,1792.57188123,300.766,313.577140368,313.756,274,130.568,538.129817425,313.536813651,313.514,211.740946372,274,981.930507916,68.136,6.43055484201,7.60809313318,-319.234,147.542936164,0.623283
545.870472055,702.521233194,127.529936356,2952.71920707,328.103,313.353208733,313.532,275,130.882,631.919609435,313.310841135,313.302,216.583839799,275,1552.73925568,68.2548,6.62555957059,6.00615740763,-319.055,170.764129281,0.660822
347.075042593,187.587359874,197.178529704,1321.60773999,265.72,314.306314222,314.49,276,131.188,547.267675808,314.26345705,314.248,232.46893048,276,773.569881819,68.3525,6.21681956198,12.7610256032,-320.014,170.461608246,0.685408
324.587692393,212.157433778,122.709471574,1398.71170834,280.379,314.799801797,314.974,277,131.47,373.004941128,314.759559736,314.732,207.856654636,277,584.275277381,68.4473,6.37406432164,15.3333266267,-320.404,99.9425054612,0.646219
504.24537871,596.39015017,236.814987412,3086.346815,310.581,315.432332329,315.637,278,131.758,513.068829901,315.393616626,315.384,249.136054796,278,1074.7184082,68.5218,6.51055124977,73.1589665901,-321.16,150.189638998,0.616894
389.250486635,201.760402868,136.863274997,1276.2952036,280.827,315.57709642,315.76,279,132.048,390.202413058,315.526263928,315.513,206.666681829,279,532.843674731,68.6116,6.35410919573,8.81385781291,-321.49,123.085065175,0.618166
548.030059688,255.748389531,307.272215055,1535.80029448,311.557,316.53548873,316.717,280,132.297,527.580742441,316.493026411,316.478,238.414736061,280,880.028474659,68.761,6.48698679189,15.9601156495,-322.389,150.230637945,0.680997
480.713848407,700.490932154,142.295039715,2902.91435103,291.314,317.473250185,317.642,281,132.59,411.916798909,317.430438415,317.404,216.54401698,281,1765.39754253,68.8365,6.5588149821,9.3814474951,-323.277,123.395368209,0.642576
647.183038462,306.477572071,177.103231568,1959.80366657,312.276,317.701058618,317.871,282,132.845,499.184558844,317.665787948,317.647,233.490738117,282,917.741924424,68.899,6.66725852336,12.6881881815,-323.695,169.82877433,0.686908
640.908724164,665.563038151,138.302415477,2563.83299136,287.465,318.838151012,319.04,283,133.154,601.13961714,318.794556934,318.789,216.280936788,283,1571.66435482,68.9637,6.3672490873,7.3869304263,-324.745,168.451380698,0.582421
394.503076857,372.43681134,209.847111303,2102.44166963,297.546,318.319734082,318.491,284,133.471,684.256849268,318.272455337,318.248,179.657422844,284,628.179323602,69.0479,6.46004541731,6.93853725041,-324.147,228.175479695,0.503218
411.325792857,178.184781978,167.823466138,1217.5169685,305.263,319.435216079,319.621,285,133.769,527.908380755,319.387048243,319.364,226.214954798,285,807.893212514,69.1153,6.49334024524,8.11253070245,-325.413,180.801285043,0.691027
630.262008727,511.92511323,254.57078829,3064.35470338,289.872,319.903097735,320.087,286,134.037,1119.9945037,319.868100638,319.856,232.1932426,286,1326.27872769,69.2172,6.48610458723,10.9130218212,-325.724,350.551990831,0.645604
678.751740925,187.869666692,148.070365697,1495.91519651,308.481,321.000354996,321.185,287,134.357,746.731331648,320.95800264,320.949,232.888377369,287,972.975767987,69.3597,6.47978454311,10.6076083508,-326.729,221.520163607,0.646323
675.49185195,869.933641613,112.564613114,3251.77456058,288.131,321.142397203,321.332,288,134.624,482.714607211,321.114724127,321.105,242.335673856,288,1994.97482391,69.4642,6.47137134386,9.7617474885,-326.856,122.091167074,0.692954
656.090455821,178.730663638,181.446530504,1676.28650329,333.156,320.926755349,321.088,289,134.932,541.731658287,320.882989031,320.865,231.319946562,289,850.577113132,69.5706,6.64430859604,10.7913914974,-326.721,163.012888493,0.646153
322.71720541,60.7379925473,142.075197206,812.810924277,317.09,321.082420797,321.279,290,135.218,371.549059848,321.019189937,321.01,183.791094765,290,387.678713397,69.6861,6.61826619621,10.173296524,-326.944,121.254122241,0.653249
798.265533806,1146.34163657,243.151520594,3313.54193463,294.737,322.655635588,322.873,291,135.517,825.80950865,322.607651151,322.591,245.841608772,291,1943.58951987,69.7631,6.49707239017,16.8099963696,-328.578,241.603384815,0.66922
605.610553152,492.093632494,126.559327357,2906.90966122,306.263,323.154886461,323.316,292,135.753,571.363767978,323.128345267,323.099,248.425197714,292,1297.32127528,69.8635,6.44110099839,9.06389956796,-329.158,137.91949549,0.684772
741.361340687,54.160777268,104.778025967,1072.92557466,327.509,323.482854444,323.664,293,136.126,703.806296429,323.442819912,323.434,231.51488485,293,851.111422856,69.9568,6.80930604656,8.5078340436,-329.548,176.315444831,0.672856
689.672419557,122.233998266,112.808190114,1303.33442722,335.293,323.754671725,323.915,294,136.45,646.773687936,323.71431175,323.679,218.804445075,294,818.572196556,70.0665,6.70188656643,13.413246622,-329.726,152.84455669,0.672658
645.809115506,150.068428153,265.675420918,1387.04406721,314.339,325.581072469,325.778,295,136.7,672.590128584,325.548278083,325.546,225.624361924,295,815.451938628,70.1464,6.5638440386,4.81901433353,-331.466,253.960181752,0.659231
785.143978369,148.348596744,219.231178336,1319.80896608,343.376,325.036943359,325.215,296,136.924,710.284002058,324.992494309,324.967,237.004110263,296,1011.55937307,70.2611,6.66748216203,14.9560616059,-331.053,211.720772804,0.710442
448.107025451,96.0653429065,108.189829917,937.982969058,346.796,325.812334198,326.003,297,137.223,368.870927109,325.753728238,325.738,214.274110557,297,688.116731504,70.3372,6.8027808199,16.6254893761,-331.877,103.706296966,0.675118
461.624061022,54.7311440486,211.256006694,751.81917249,337.538,327.392383347,327.561,298,137.59,896.750124282,327.351927947,327.33,202.717859965,298,515.573965441,70.4337,6.75985334214,12.6517132843,-333.513,235.558940667,0.681988
701.813839464,77.1688618933,270.1539692,1064.18679463,292.045,328.458185967,328.675,299,137.862,520.537172696,328.427247142,328.417,229.472525369,299,869.607948315,70.529,6.5410458017,27.2491732254,-334.46,196.308519163,0.695428
714.968429303,295.960654149,204.075960369,1896.38193373,332.94,328.943858224,329.124,300,138.156,598.189384032,328.894830608,328.886,230.49559976,300,1016.16279311,70.6132,6.74596381871,54.5380626867,-335.071,178.754609434,0.683799
732.657730601,136.239264712,147.364412994,1288.20144467,301.797,330.134174609,330.278,301,138.385,449.155717025,330.096043184,330.063,228.159615231,301,980.289321845,70.6735,6.60452366734,16.2111241863,-336.246,129.916192061,0.701711
453.97373614,76.7547751839,147.809018219,705.620236523,305.249,330.807020604,330.975,302,138.79,571.021615257,330.777015257,330.745,202.330287709,302,535.516563027,70.7489,6.6891635554,19.5434075132,-336.919,162.537794325,0.667124
532.283287914,116.744572738,96.5771319606,888.088101312,335.703,331.487322202,331.668,303,139.02,456.506896962,331.445586356,331.434,225.917668239,303,783.278725976,70.8236,6.77110259659,7.26477454246,-337.714,119.090746982,0.70499
560.315929843,74.6746893668,142.279258481,821.28420444,355.605,332.344487173,332.536,304,139.286,606.722286896,332.299851165,332.287,214.596074306,304,640.854737123,70.8767,7.03105410398,13.5315540385,-338.703,155.919577455,0.660688
366.08022952,55.414760664,243.540908174,726.40716973,349.542,333.595996544,333.777,305,139.661,552.792359187,333.554648988,333.529,193.975574277,305,481.468302399,70.9651,6.89278213362,17.7508522223,-340.004,183.640509993,0.659068
548.049981837,131.904536996,198.786664219,1119.59082296,355.734,333.282057429,333.498,306,139.958,567.347036927,333.216438974,333.205,222.122664104,306,790.058392602,71.0142,7.13545091738,14.9623580442,-339.855,173.738720663,0.689546
237.575865676,203.356587223,174.168606682,1063.1769497,320.565,335.446565258,335.648,307,140.126,586.988047285,335.399971904,335.388,219.293378744,307,795.187414534,71.0698,6.6832964909,19.4290432978,-341.8,192.450018934,0.645579
722.947080937,254.740650765,90.8302856363,2081.95814961,342.472,335.536367925,335.747,308,140.398,331.872357011,335.505990942,335.491,231.867665541,308,1039.60614625,71.1403,6.85713431084,16.0543402379,-342.019,83.7347322524,0.647032
211.878266009,146.004434539,163.081784842,773.314217114,319.495,336.483318934,336.691,309,140.746,557.321758624,336.432374161,336.415,193.416539497,309,536.913629439,71.262,6.81497569321,12.8559462776,-342.952,158.420207062,0.650958
505.534396271,162.653604464,202.454645322,1209.80967826,365.376,337.794432794,337.964,310,141.033,628.334320446,337.752012696,337.722,212.745413184,310,666.507638662,71.3767,7.16968284516,46.1498128262,-344.303,193.599537241,0.648101
222.212901676,206.157282565,155.535139207,1353.51689843,337.864,338.16446508,338.377,311,141.296,701.681720801,338.105116925,338.096,219.741710925,311,786.199371602,71.4572,6.89042819498,24.0431992073,-344.689,180.271242844,0.636072
290.149773404,303.554829156,120.527972609,1684.14766671,381.394,339.754783839,339.968,312,141.587,684.3769029,339.714230454,339.695,199.815009265,312,655.891928471,71.5274,7.04258974358,8.40460639656,-346.265,168.39793246,0.67261
424.968222928,76.3083800024,138.639630864,740.492497,363.899,340.223706252,340.444,313,141.845,895.087573961,340.164320577,340.145,200.32630534,313,542.967031949,71.6488,7.04230960361,8.08614262487,-346.826,225.076812385,0.634884
292.006850387,367.916782239,141.301346272,1675.51806161,367.627,340.990964855,341.209,314,142.105,561.365851929,340.906970859,340.889,226.014248727,314,986.072492022,71.6992,7.06409480042,14.1125829137,-347.625,170.243469503,0.680244
217.774923709,76.784393644,78.2859437975,582.82188975,372.278,342.967569451,343.148,315,142.326,424.546537092,342.915730599,342.884,190.492807948,315,470.908355037,71.7763,7.08678250608,11.9460997789,-349.611,82.9603148517,0.616965
733.006132918,83.4371131244,145.282465935,1051.82724883,419.735,344.102402142,344.276,316,142.586,504.026183702,344.054076489,344.031,220.453934759,316,806.197136693,71.8331,7.35579780636,12.5588161128,-350.841,153.672576973,0.647807
723.428275589,515.966202651,104.631347606,3269.72702193,344.806,344.906425036,345.089,317,142.816,589.303936374,344.853792043,344.837,240.255555256,317,1516.46960144,71.9213,6.83331132178,11.1401460166,-351.406,122.139154409,0.678123
223.581318552,289.367031982,113.577205803,1480.53019746,383.489,344.873330994,345.065,318,143.045,603.247690561,344.814384686,344.799,192.732978519,318,602.376488052,72.0249,7.31867163114,8.89279157872,-351.807,168.142841054,0.662955
218.68495012,327.607054149,98.7472094872,2314.38807497,360.84,346.974462566,347.184,319,143.335,410.897609939,346.913033778,346.899,196.598041172,319,574.762629328,72.1451,7.00474930145,8.92729865516,-353.97,124.831328204,0.646413
742.822729769,611.486097028,175.653101223,3015.16955684,349.708,347.846653666,347.993,320,143.607,689.638789391,347.777703414,347.75,228.302885884,320,1204.30548804,72.2097,6.96260082376,14.5348090003,-354.418,228.089333863,0.668452
232.518321075,225.68348727,113.225584472,868.194636425,374.331,348.410708974,348.596,321,143.827,573.003734012,348.340833052,348.325,190.86242634,321,543.26196955,72.2869,7.14897838316,6.66754158015,-355.228,153.052434727,0.596229
221.634909725,144.257601762,134.631716799,821.364744837,402.99,349.041749317,349.218,322,144.114,577.007331432,348.974333309,348.959,191.172814689,322,514.372269934,72.341,7.30941464751,9.11590564394,-355.75,177.305971445,0.584777
225.410696412,157.977932968,79.5353939924,1176.89317428,414.211,350.055376182,350.242,323,144.406,271.297883391,349.981849481,349.953,162.078869821,323,364.766035688,72.3968,7.47747027033,8.53230033243,-357.022,70.3637206453,0.557732
217.024235046,81.2331189245,151.902580906,721.587045546,374.342,351.441188005,351.631,324,144.763,950.751679622,351.384903871,351.377,192.824723992,324,491.826886535,72.4346,7.16184561976,10.6603354849,-358.436,230.27212191,0.544619
223.605145125,121.459614534,143.832802597,983.310462534,405.951,351.545295365,351.75,325,145.077,480.502544367,351.485421664,351.468,177.535589089,325,416.773750838,72.5189,7.36828597571,8.61141996821,-358.579,141.563506074,0.532404
407.408887251,188.996441044,200.088417786,1172.86716599,417.202,352.636858791,352.84,326,145.265,692.081475835,352.587046968,352.568,199.112817964,326,601.874785054,72.6098,7.43549985684,8.90760867193,-359.53,229.358914618,0.582281
220.1350238,143.514484511,118.310989154,849.047932811,401.444,353.739448122,353.96,327,145.542,292.680578627,353.685597119,353.653,187.857334815,327,469.2474257,72.687,7.29107046357,9.62675919197,-360.498,105.125065187,0.563581
521.95716095,115.609884999,190.456753496,847.079223439,426.838,353.839713807,354.08,328,145.804,639.456887354,353.773775947,353.763,210.536134105,328,656.032736256,72.7708,7.41844624735,10.9273543466,-360.798,176.467671643,0.587529
758.223547551,194.019500361,249.951612079,1372.29337876,387.468,355.295696664,355.515,329,146.056,567.198352491,355.248438624,355.222,227.475603231,329,1052.56321193,72.7913,7.30370432262,39.2758895192,-362.171,194.187150954,0.610681
303.976722643,952.639277633,108.330534183,2897.21167919,390.096,356.085529453,356.277,330,146.33,639.578870657,356.028104231,356.025,220.024328498,330,1537.25150818,72.8515,7.27660145322,18.8389746163,-362.859,138.238660202,0.678571
218.292765829,184.868176165,140.038402277,1057.59668394,391.586,355.944739942,356.142,331,146.649,491.242915961,355.891158374,355.863,197.253789264,331,538.006236923,72.9077,7.2629816403,20.1007045511,-362.975,132.985721398,0.574039
238.415363515,264.774927703,189.625703132,1749.55486861,435.45,358.043360902,358.226,332,146.958,750.352350465,358.003718949,357.973,198.345655937,332,581.371451373,72.964,7.50503021146,11.5943095939,-364.797,226.09152674,0.617715
546.549999649,124.961504786,298.667026339,872.563342692,384.883,357.602605393,357.853,333,147.285,598.095548222,357.558689492,357.554,220.238501074,333,673.792486636,73.0228,7.28270848504,14.5211809834,-364.446,222.311082761,0.567984
679.271017596,334.142353602,176.005366342,1972.52515449,418.001,358.652793024,358.863,334,147.575,650.320177909,358.592152942,358.561,221.434673378,334,1080.21230878,73.1105,7.65147352792,24.1891699476,-365.7,212.909086403,0.5849
414.40068445,52.2682254963,173.552045796,809.679935479,374.115,359.535528383,359.758,335,147.84,600.851247687,359.463064276,359.449,190.640545476,335,531.76240386,73.1479,7.18699771565,17.6860574753,-366.292,187.117181245,0.534582
214.108607615,133.019943792,140.958964342,1160.09528861,404.903,360.06398004,360.259,336,148.094,595.898524081,360.001861751,359.975,198.194323785,336,538.688594519,73.205,7.32266653372,15.6477338109,-366.739,174.339231962,0.586367
431.917331413,26.2222101677,135.776368126,546.055070007,380.102,359.944008861,360.169,337,148.492,497.641670577,359.882924154,359.864,194.240982327,337,501.968952811,73.2911,7.3097700655,17.8158462252,-366.992,127.186822412,0.511615
301.161648073,92.8994805974,100.772761705,714.6918818,457.493,361.237896661,361.446,338,148.779,561.870330494,361.172593857,361.145,186.297776401,338,470.398911866,73.3956,7.60091178919,4.95129982785,-368.087,122.405233638,0.551312
209.906220131,113.910740538,191.591225267,746.808566441,417.551,362.189202675,362.423,339,149.02,535.895395181,362.112307583,362.104,198.499895181,339,538.2394277,73.4633,7.40408224449,20.1017087479,-369.056,197.50859148,0.558666
477.640849324,20.3902384411,118.725372853,599.817868741,428.7,362.280062639,362.488,340,149.326,338.615865504,362.226015118,362.212,195.374004391,340,514.814619118,73.4913,7.56751850624,16.5269106257,-369.19,88.2605437829,0.517407
458.877259229,31.6183050364,132.274831026,702.141962279,402.617,362.756345309,362.949,341,149.534,358.802160411,362.685656072,362.655,189.918431743,341,511.281984845,73.5282,7.4124655258,4.83158653096,-369.612,120.224305794,0.505715
274.257414865,148.971783071,108.632446182,900.655669846,409.26,364.087922167,364.271,342,149.857,363.194934461,364.013467304,363.986,189.934545934,342,519.553222684,73.5857,7.38619545299,17.6565215043,-371.06,114.327269581,0.53237
174.40414508,172.148560375,117.889611623,914.384025218,443.263,363.939980944,364.193,343,150.059,465.054003422,363.878887431,363.874,196.64144764,343,563.280183065,73.6542,7.6308356163,21.2106779723,-370.878,126.682125251,0.538315
549.012793574,143.877033182,115.681332421,1171.1876692,435.827,364.143193127,364.348,344,150.369,562.880714573,364.07276064,364.039,212.151247738,344,779.375643606,73.6964,7.60411146901,12.2030721599,-370.991,150.299392808,0.516604
472.23769383,15.214679614,102.912670214,541.60779089,453.905,364.854404453,365.08,345,150.59,530.064853906,364.791713054,364.772,188.803040889,345,496.291758111,73.747,7.59844430325,13.6647519126,-371.978,137.946512044,0.529696
480.331380582,69.5100844235,118.787717866,762.991779347,440.327,365.560795998,365.772,346,150.934,551.182717249,365.512013965,365.5,196.079141851,346,554.63834397,73.8547,7.50913949336,10.7454180943,-372.609,155.933462261,0.514095
489.270262223,70.9361492739,134.29536483,831.253441638,468.495,365.779511382,365.991,347,151.223,489.442307851,365.712767879,365.679,204.103882105,347,558.031049471,73.9292,7.73884306751,15.3687230049,-372.897,127.731507977,0.565379
469.400805242,29.388780577,96.1443310941,680.05238861,460.274,366.672471827,366.871,348,151.47,344.830422871,366.614444564,366.596,193.071616691,348,495.996966509,73.9874,7.6899329998,5.71978709143,-373.849,99.2570514003,0.540945
231.463368129,195.536474971,124.214319058,975.540081017,423.251,367.804546012,368.064,349,151.748,759.23066082,367.746867764,367.751,195.150334127,349,582.837175419,74.0873,7.48268441794,8.90362495664,-374.797,177.211305189,0.542744
514.350144968,43.0257648649,97.0201540407,747.150981802,456.005,368.22990924,368.473,350,152.01,479.126428455,368.186184696,368.159,199.480921581,350,555.961494326,74.1276,7.62425252785,9.6064020863,-375.445,99.9785686125,0.517088
718.29095879,324.314774824,132.133388686,1964.19111192,457.983,369.374981729,369.611,351,152.269,622.991593838,369.304683769,369.288,231.650006812,351,1297.21353386,74.1662,7.64381761547,11.6620027318,-376.512,169.711332256,0.555046
510.766363846,53.8621581893,168.189568413,788.248011135,400.872,370.468567751,370.688,352,152.559,655.311517573,370.408045807,370.392,209.394311128,352,556.473205616,74.2291,7.30135496135,13.4080093173,-377.409,200.791863463,0.582754
626.228602641,81.5138261622,122.375823121,943.19911406,458.376,369.568000258,369.814,353,152.804,528.619176648,369.505035851,369.49,225.794511847,353,727.613582349,74.295,7.6050697829,31.171634707,-376.737,121.082054932,0.56171
504.378481441,11.6459408123,211.275947705,550.694934996,445.752,370.435099047,370.685,354,153.103,618.665013937,370.3863675,370.372,207.910254524,354,530.202735142,74.3497,7.74283265026,15.0796834644,-377.697,216.831647864,0.543545
510.539203188,11.2213658271,109.583663355,570.825459752,440.338,371.456789711,371.667,355,153.375,357.029579551,371.40189303,371.375,203.365800896,355,525.407903731,74.3657,7.54086186409,9.89566707206,-378.268,110.328747032,0.534236
549.529630504,52.8218337277,160.475925328,850.699982893,445.057,371.466027404,371.686,356,153.644,589.772431741,371.391536508,371.369,222.016655796,356,719.777048709,74.4723,7.51396797088,13.527098082,-378.086,166.832185038,0.545296
690.002890349,450.632481395,170.457957018,2965.30035531,520.464,371.489436638,371.735,357,154.015,398.446166233,371.395947109,371.369,225.407584572,357,930.910072256,74.5244,7.9257411437,12.7098467889,-378.43,151.442606614,0.593095
737.923460669,519.8940247,178.333085346,2946.60244239,472.266,371.797991386,372.077,358,154.296,508.564655332,371.716157044,371.72,236.998329773,358,1415.53642939,74.5689,7.78817258176,37.3680761894,-378.925,138.302304324,0.619019
768.022567987,547.507367022,132.785160736,2558.47384194,468.803,373.423603236,373.596,359,154.563,527.665984975,373.369069634,373.332,218.356064563,359,1359.18971933,74.6573,7.6430786973,10.5691678194,-380.297,155.548038081,0.487693
512.631939275,425.129872861,119.880260875,2690.61122134,518.255,372.613240867,372.873,360,154.8,473.300132131,372.555853777,372.56,214.611632982,360,814.920739386,74.6614,7.91280140023,15.4284935262,-379.741,124.324011695,0.544738
651.495510738,337.233988206,123.797356019,2297.53331852,475.342,373.491023164,373.717,361,155.09,570.870874263,373.431334411,373.411,224.367330403,361,971.554760513,74.7716,7.61102842711,4.62429926552,-380.299,161.054400619,0.572071
691.052969304,385.128136024,203.34450917,2069.10221696,461.612,373.484789406,373.694,362,155.394,555.986721336,373.387955942,373.358,225.230449867,362,1050.76469107,74.8349,7.62126711196,11.2216963357,-380.435,194.843857822,0.574297
705.190757971,368.918995754,143.719708891,2253.17307656,488.458,373.005481862,373.22,363,155.657,425.574565401,372.945634744,372.936,218.054919303,363,1035.26673938,74.9142,7.70076789192,10.1995607888,-379.815,140.094299497,0.47907
513.517250113,16.4460563536,95.4859119027,631.958831366,421.357,374.641099304,374.851,364,155.864,581.072620735,374.587205351,374.552,185.58229304,364,531.809078368,74.9465,7.42978063312,13.4279779921,-381.573,116.640609445,0.457819
500.589388438,26.3834824249,149.321567034,652.125447727,451.211,374.134772062,374.401,365,156.174,409.938005753,374.073282511,374.065,205.772052026,365,534.071664946,75.0249,7.77598249611,28.4305737601,-381.08,124.592321062,0.548576
463.75705801,4.35016951941,155.203222442,484.234997493,481.896,374.809313506,375.033,366,156.53,603.767184592,374.756422705,374.732,185.737928099,366,471.538452517,75.1265,7.77654884434,9.33221979314,-381.847,162.711854185,0.424001
480.411155098,3.32370183138,79.3146736894,493.966277346,538.399,373.97729164,374.202,367,156.79,329.529968336,373.907264687,373.876,179.039258774,367,488.420424343,75.1781,8.00130190348,9.25134987447,-381.303,92.7600364548,0.447752
476.539297043,146.104498497,110.943865403,1084.98920348,490.044,375.683183412,375.933,368,156.999,752.688346765,375.599811435,375.584,194.185062669,368,652.637749365,75.2568,7.62162607974,9.01902026307,-382.811,167.145141755,0.506425
486.806108316,72.9466514006,117.418508625,748.15824984,470.714,375.82477237,376.059,369,157.298,463.208298469,375.743954459,375.727,197.769500747,369,584.346592953,75.308,7.64132662721,21.786553873,-382.96,122.324346838,0.482995
507.273334521,356.13550614,114.558554229,2096.99277926,531.137,375.777334442,376.027,370,157.571,435.878307107,375.701944249,375.688,197.632956613,370,943.253135216,75.3919,8.24357018326,6.86096995294,-382.992,128.549357887,0.478185
425.193229664,29.8090053918,99.4678697074,619.976069727,494.72,376.193146126,376.439,371,157.794,431.754631455,376.134382618,376.115,171.757010814,371,480.556219004,75.4875,7.76875140878,6.92118905017,-383.329,125.788300226,0.396778
799.847994331,657.68831956,114.063105462,2528.6353688,493.98,376.692649888,376.946,372,158.042,452.57849111,376.60919634,376.599,207.561347203,372,1635.63309603,75.5431,7.86962172866,6.45498686856,-384.049,134.79229365,0.524153
514.817699472,128.18598855,147.708876005,939.462278452,475.954,376.690282662,376.928,373,158.354,525.54171431,376.621032169,376.598,207.556112451,373,754.557181275,75.6145,7.80355413574,11.5804707233,-384.007,165.273783158,0.590677
445.464033559,57.5557421114,176.231614996,666.854725339,492.324,377.938777868,378.173,374,158.559,555.942631315,377.860960528,377.841,184.713773362,374,490.730986858,75.6757,7.9407794917,14.7700793012,-385.265,153.560123319,0.481029
451.96357219,370.765873309,91.3072343117,2243.07524333,465.506,377.942418388,378.19,375,158.82,405.70207829,377.850826811,377.825,203.003101718,375,838.855127607,75.7443,7.75774526066,8.55692194407,-385.369,100.870799149,0.581406
544.496287525,14.0991647184,94.6886398591,636.620355572,482.281,378.405216262,378.633,376,159.007,504.588328872,378.335729282,378.314,200.324499754,376,595.90840465,75.8102,7.75686347385,5.88263270337,-385.644,135.404857227,0.460929
261.963676541,245.118530233,105.530786673,1178.10475817,525.361,379.311235746,379.537,377,159.282,492.931233757,379.235616466,379.2,169.195210683,377,447.189330525,75.9003,8.09606204299,6.55735629541,-386.746,148.962692652,0.486566
649.12527434,30.9568202099,97.4390611178,844.893667922,518.498,380.007817835,380.198,378,159.59,507.147562022,379.960534608,379.929,195.591289515,378,690.944194827,75.9549,8.10191836497,6.78263583876,-387.361,130.820831421,0.484745
652.226344409,19.9956295268,135.979328737,743.941934637,508.617,379.980045224,380.201,379,159.8,541.614442656,379.929811084,379.905,197.656719683,379,694.587565657,75.9715,7.81980877816,7.32926299856,-387.368,159.769334308,0.503199
456.760208374,212.862699922,152.781355585,1346.36244031,505.961,380.63653685,380.899,380,160.07,826.289386204,380.552095745,380.556,202.097507687,380,719.390438434,76.0377,7.73728038038,17.009040401,-388.008,206.292314562,0.558724
856.201911564,266.717242376,161.103149619,1763.68397783,508.061,381.101575242,381.306,381,160.271,563.580370131,381.017629559,380.985,191.519559157,381,1176.97351805,76.1379,7.85208202693,11.8245733358,-388.494,178.266626466,0.483712
250.086994132,332.575626825,195.356793748,1601.15280927,523.406,380.898273421,381.111,382,160.616,460.054697782,380.837412806,380.814,177.191269156,382,699.85152441,76.2231,7.84732183003,6.59640362767,-388.379,166.289663457,0.517565
259.965665755,252.563316461,198.27980437,1202.58025807,492.242,379.852922387,380.117,383,160.832,531.860820703,379.780251764,379.765,183.368426243,383,581.389579465,76.2693,7.78565483636,7.13161040813,-387.217,175.476843543,0.544597
372.172854539,189.475698274,128.305219681,1031.06259957,482.483,381.395722588,381.672,384,161.099,371.660777456,381.331387762,381.324,176.863813089,384,580.532709961,76.3056,7.82765465855,8.76475173065,-388.826,137.329496637,0.435816
310.168778799,191.059022315,168.89115234,1200.89822561,495.13,381.208478638,381.451,385,161.266,512.185250333,381.156554826,381.124,187.153229892,385,665.599786369,76.3788,7.9115759872,9.65257497136,-388.42,167.794758486,0.514777
312.463064638,183.852902626,133.125878223,1314.54601608,517.346,381.845155488,382.091,386,161.482,698.877773983,381.790640383,381.765,189.807311508,386,554.242966039,76.4492,7.98568212431,6.70603634461,-389.603,179.34228415,0.537246
