AverageAbsQYDiff,StdReturn,MaxForwardProgress,MinEsReturn,AverageQLoss,AverageAbsQ,AverageAbsY,MinForwardProgress,AverageY,AverageAction,MaxEsReturn,MaxReturn,QFunRegParamNorm,AverageReturn,AverageForwardProgress,AverageEsReturn,PolicyRegParamNorm,AverageDiscountedReturn,StdEsReturn,Epoch,MinReturn,AveragePolicySurr,AverageQ,StdForwardProgress
0.0312222747123,36.5968017258,1.33683475936,13.9335730974,0.00278013,0.500727,0.501762283473,0.124466391283,0.430219223342,0.926466,136.498337273,173.821711171,13.1715,73.2285176811,0.490794858452,62.5678997527,19.5732,41.8834727423,34.7668326554,19,29.8255352149,-0.441584,0.4303,0.300749179158
0.0335932122577,33.9439436754,1.54105792861,34.0399805225,0.00311428,0.549874,0.550757163986,-0.268944905018,0.4770708236,0.935487,193.453681317,195.893797598,13.5236,63.7748120492,0.411643209728,75.5392381353,19.7659,38.0442595389,50.3429808688,20,-8.05240217317,-0.4929,0.477168,0.284285581851
0.0357831411692,18.3648306586,1.23452154359,10.5786103856,0.00349142,0.599201,0.599959123665,-0.276305626854,0.525492777419,0.870338,73.7198571535,170.943183874,13.8605,38.8678030891,0.22443073038,45.2579515837,20.0068,26.0720428886,21.3501302493,21,-11.1117077266,-0.542306,0.525569,0.163933504436
0.0382527710489,35.3404394945,1.28215301114,2.91305862199,0.00392405,0.649452,0.650378551471,0.000709846738278,0.577589961688,0.909692,141.06526119,178.205755673,14.2105,78.5075785023,0.533460321465,75.7784467663,20.2201,42.6687755402,46.4906929755,22,20.1431512582,-0.595874,0.577684,0.283940829111
0.0407781994078,42.4342164188,1.49070783786,-19.4949027369,0.0043411,0.704724,0.705609717935,-0.214518572336,0.629262857775,0.9025,164.028333186,195.937127057,14.6056,76.4806357099,0.504445651746,64.4631864646,20.4079,42.6667838347,50.5337468722,23,6.30327364927,-0.646048,0.629429,0.369515155383
0.0431299870886,42.5642621352,1.47454177661,15.2807064108,0.00492905,0.760685,0.761472646425,0.116109434462,0.685353684254,0.863637,137.481112537,185.607287947,14.9555,75.696400123,0.538636438739,52.1916739001,20.5763,43.8061841646,37.3391589354,24,23.6495852239,-0.706791,0.685554,0.354030757561
0.0452475530037,56.7707325083,1.66299425549,20.5943024498,0.00541575,0.811768,0.812913994727,0.0187478082648,0.734364245705,0.924305,170.268734496,204.679134803,15.2768,98.0131114628,0.71850652059,82.9838687072,20.7773,49.7842826727,55.8673559268,25,19.894942642,-0.758522,0.734417,0.509638801271
0.0483316590399,36.8295933876,1.46835587855,-18.9696358121,0.00611082,0.872254,0.873259819998,0.142398718921,0.796598267668,0.928698,166.194054543,180.717761404,15.5486,74.9240919528,0.557537394149,73.8833308242,20.9252,44.6431268779,51.4163555395,26,26.7758193867,-0.822058,0.796702,0.32340543962
0.0505730368728,17.5030720329,1.00117876577,-6.68859030686,0.00648786,0.933502,0.934679844052,0.0156920906367,0.856332422973,0.917315,152.046189511,141.210888464,15.835,40.1310752047,0.246583847418,46.2515245282,21.0881,27.9962967291,45.8576193449,27,14.4690408898,-0.880308,0.856424,0.148806898938
0.0531586435572,34.706514988,1.32245609499,18.3393473653,0.00721847,0.97867,0.979798896187,0.0317376828628,0.898751678955,0.939889,114.969343278,160.936794169,16.1564,61.4750229192,0.446206799716,59.0682522643,21.2818,37.2425292388,30.8970214491,28,13.0701257359,-0.924696,0.89883,0.297349937249
0.0553752955445,25.6105252686,1.05936428628,-17.7662287886,0.00764141,1.03972,1.04077069715,-0.205382060275,0.963196968125,0.926676,104.958128314,130.098002373,16.4971,52.4129918914,0.362427319357,46.30506493,21.4238,33.8864541227,38.3853319904,29,-7.52603617696,-0.990809,0.963275,0.222519307952
0.0576947783385,29.0569780814,1.27803674929,26.6357407444,0.0083573,1.09766,1.09895120086,-0.504218079391,1.02158749874,0.931245,168.844444173,152.476817278,16.8499,56.2498149075,0.393439609614,77.347034757,21.597,35.1713790892,51.1479272891,30,-31.2600639306,-1.05199,1.02156,0.256471406475
0.0602959278082,35.5399080073,1.29335804288,25.7132933016,0.00912935,1.16137,1.16239453769,0.0611371688348,1.08781065338,0.932992,89.6041162876,155.758236075,17.1379,84.9744817603,0.655663611897,49.7189791176,21.7524,49.9491987087,22.0521943878,31,19.6507577434,-1.11612,1.08801,0.319239073631
0.0618240551414,39.2408140634,1.45386889431,-27.3088717738,0.00974304,1.21862,1.21954552041,-0.236878584868,1.14497393459,0.944762,161.456747059,173.246986551,17.4484,72.5355366906,0.535262118236,63.9892789084,21.8623,41.1900196322,46.304831774,32,-4.33795732159,-1.17252,1.14518,0.348870008203
0.0646895128359,17.8369401395,0.816022693376,7.98702354792,0.0108469,1.26984,1.27064995316,-0.0109258988852,1.19668965115,0.908957,148.103481739,105.416571818,17.7852,46.6169565406,0.311243890914,67.4640260372,22.0302,31.8629841962,42.3694260032,33,14.5557010711,-1.22874,1.19708,0.157002136893
0.0658359828419,37.018522613,1.37704795455,1.64983685278,0.011064,1.33451,1.33550389407,0.0532357078826,1.26204079094,0.901624,120.853799137,165.903230646,18.0669,70.4579752729,0.530829766859,60.7154510032,22.17,42.8234715837,37.9239259799,34,16.4436684761,-1.29172,1.2623,0.321750740004
0.0684950701414,27.5498888843,1.16010272503,26.4047138855,0.012187,1.38667,1.38755811322,-0.152405202744,1.31502318441,0.908086,130.024406521,140.36749566,18.416,69.0780761789,0.495492213385,73.5293047568,22.3371,41.9760767546,34.3993357149,35,1.49485972735,-1.35127,1.31545,0.255498589784
0.070139972565,28.207053642,1.00980245851,25.1815045818,0.0125622,1.45094,1.45172196299,-0.00704116075577,1.38165680875,0.922822,105.676221627,125.207944947,18.6518,64.4264190433,0.471458700672,71.7185851625,22.5233,40.8585899434,27.9020490113,36,12.1999747655,-1.41928,1.38219,0.253826068908
0.0741814590518,23.285466427,0.844465889944,-14.6862134323,0.0143293,1.51521,1.51594594166,-0.0526298534784,1.44496266885,0.922213,146.467414953,109.132243377,19.0091,44.0557078983,0.271120452838,62.2287247763,22.7001,29.5482721251,43.8678077092,37,10.1347979272,-1.4829,1.44549,0.206575501984
0.0759740672284,17.6887711951,0.697031235283,-1.9613360774,0.0145802,1.56226,1.56330922453,-0.0916749098045,1.49198207618,0.914626,102.423314186,90.0886541356,19.2738,37.393535236,0.200120253791,31.0384046501,22.8249,25.1010994494,32.2257961859,38,5.69963042401,-1.53169,1.49234,0.156308611707
0.0792338564028,13.8766424768,0.63957444417,16.239784436,0.0160721,1.60818,1.60916072611,0.0321265345809,1.53711460851,0.933337,90.0793757949,83.9168656132,19.5547,30.9184728475,0.197549186462,47.3993220046,22.9988,22.7089229733,21.4658083615,39,11.7007581522,-1.57541,1.53767,0.112502256436
0.0820505352394,26.441202835,1.22295765772,-5.63722280164,0.0167757,1.66138,1.66200411766,0.0770417573241,1.59224059387,0.935583,110.060898492,148.173575745,19.8521,64.4534146195,0.467723542487,53.0313240547,23.1134,39.4799251213,34.3451135942,40,17.357532868,-1.63283,1.59274,0.23208525523
0.0826873841954,18.7433260917,0.808446325315,-15.3959764408,0.0181962,1.71362,1.71407129377,-0.0995186704166,1.64471140122,0.934656,124.759333297,102.098103104,20.0865,33.7623991246,0.178194021717,47.7305180425,23.1819,23.6425298836,42.916900836,41,1.5283784896,-1.6829,1.64548,0.166407855275
0.0856026917303,17.0350619436,0.564817734893,-1.4884357299,0.0190349,1.76348,1.76425736785,-0.0837218472664,1.69566098854,0.934042,96.4773582106,75.1746964933,20.3274,31.6308804515,0.16118826778,30.2000343522,23.3181,22.6097667198,26.2765473647,42,4.37608366993,-1.73223,1.69602,0.151503305007
0.0875814458265,28.7582942049,1.2042209126,8.65061313186,0.0195564,1.79115,1.79223316293,-0.0955880708633,1.72570451092,0.923187,89.4428928121,148.793001414,20.5572,46.5123879881,0.283933853684,30.685129224,23.4029,29.1428410234,20.7290028539,43,5.28041984158,-1.76052,1.72589,0.253272113298
0.089084840582,21.7443472191,0.882907071248,7.91740723575,0.0205112,1.82985,1.83102603534,0.0169132593373,1.76192084636,0.933038,73.4956272736,111.137881464,20.8133,38.797751187,0.257640128423,24.115584776,23.5144,26.72147042,18.6036812388,44,12.9640697905,-1.80195,1.76212,0.179556113822
0.091013621618,15.906946156,0.803631554844,15.6184048553,0.0210668,1.86663,1.86759651256,-0.0261816279698,1.80001372274,0.928469,179.031196733,101.726040597,21.0572,27.285863603,0.140859184131,55.0869127333,23.6625,20.3547097439,48.9855992533,45,7.33870324023,-1.83996,1.80043,0.135370572777
0.0932825985554,20.6726591976,0.973051530714,-25.148783647,0.0224979,1.92001,1.92119220364,-0.0631344483016,1.85486395605,0.945525,155.191624945,120.616585579,21.3425,39.1007819002,0.243930557205,45.9640514146,23.7551,26.6639975629,47.3785365312,46,6.53653917441,-1.90059,1.85503,0.17471421348
0.0943578993948,28.9784724443,1.14771097769,9.69551533802,0.0233471,1.96071,1.96197449532,0.0252614244051,1.89940074906,0.932621,70.3405961173,138.468937479,21.607,45.4989955592,0.30862699194,31.2499732,23.8929,29.4222137606,16.1366181235,47,10.9232953734,-1.9435,1.89953,0.244250603748
0.0962300144586,23.3295411724,0.828414399316,2.89171117652,0.0237518,1.99758,1.99853540039,-0.169810669715,1.93768760946,0.915607,90.7818862417,103.787644531,21.8437,46.0779555855,0.304353912149,34.6073164702,23.9902,30.6061418087,22.4755053955,48,-1.58049590713,-1.9866,1.93765,0.205430221713
0.0960784193943,23.155224406,0.999891958108,32.5830892523,0.0236264,2.05487,2.05583588028,0.102370135469,1.99917490386,0.916977,173.760840731,127.928983622,22.0885,72.3557160634,0.535273498125,89.053533664,24.1057,43.3034896971,39.9575299594,49,22.6875363198,-2.04785,1.99944,0.209052211589
0.0989802309479,41.329898376,1.41976094096,-22.1888864545,0.0249845,2.12151,2.12228375806,-0.101100115213,2.06692875892,0.894749,143.107212883,169.716178736,22.2997,83.6295848758,0.616899769173,85.2904159919,24.2382,46.27958485,46.9576972102,50,5.36489819052,-2.11456,2.06741,0.382022352545
0.101458557981,43.4567432691,1.19897778154,6.2852708023,0.0274289,2.18288,2.18384840024,-0.395309164502,2.12870453231,0.915045,152.470766525,142.265961761,22.5452,56.7958648286,0.347055494125,60.5844537224,24.3424,34.7530175093,51.1524248784,51,-12.8648471943,-2.17762,2.12892,0.415948226651
0.105051535722,57.5105490986,1.3319631732,38.9033978817,0.0300481,2.25482,2.25586181917,-0.491684621632,2.20421179968,0.931118,181.662554046,161.803013857,22.7618,44.5932427198,0.203818443508,120.480072666,24.4401,29.9151845155,39.9854393781,52,-24.7076329953,-2.25669,2.20419,0.550610015065
0.105227810899,50.8927178776,1.37568039375,-29.7662381804,0.0300642,2.32142,2.3223525026,-0.582655779948,2.27025051251,0.923951,126.342505877,167.034328451,23.0346,64.9081690466,0.436662534311,62.1054501981,24.5622,35.7165518449,55.6388499422,53,-34.4459746288,-2.31729,2.27036,0.462384525864
0.104758776162,52.0356440798,1.21827770258,18.5603418728,0.0285766,2.36753,2.36839698445,-0.5325343739,2.31630160581,0.905333,154.526230168,147.978054862,23.2497,30.53771481,0.0807055630726,73.4672683818,24.673,23.0027774179,45.6122673818,54,-31.0715022674,-2.36217,2.31618,0.49851946615
0.107494282912,45.2366818929,1.39899865571,9.08188910837,0.0306164,2.41326,2.41433334989,-0.301999370314,2.36013722228,0.917306,127.843251201,169.517627463,23.4925,76.640514613,0.556587266829,62.7752863877,24.7702,43.8484295659,36.7695905352,55,-14.8539261113,-2.40539,2.36002,0.409491878754
0.107478563155,43.4296365611,1.24656787287,-16.230071862,0.0305996,2.47438,2.47502506932,-0.36328766108,2.42482748981,0.93263,118.824112941,150.764269258,23.7034,55.556863083,0.323886443798,45.7680778004,24.8804,35.0500144106,43.269257357,56,-19.2799497181,-2.46871,2.42497,0.418791708925
0.10966247436,31.8932372505,1.26959752229,31.497532157,0.0343502,2.49502,2.49569918402,-0.206025513664,2.44629696565,0.928796,136.883241227,150.732542147,23.9378,75.7562801124,0.551762809134,88.8427043862,24.9462,44.2776244647,38.8893348129,57,-5.70217005979,-2.48378,2.44636,0.303119563801
0.109942154287,32.5960919094,1.26134392566,3.43539726618,0.034212,2.54321,2.54405318368,-0.138241862508,2.49481695899,0.915025,107.482706589,151.722234256,24.1647,78.8542203637,0.585876249729,52.63572701,24.9912,45.8882444187,30.7112223439,58,1.55605286281,-2.54186,2.49484,0.309669035628
0.111410716954,27.800417144,1.19104368545,24.3821154922,0.0329725,2.58479,2.58523056753,-0.131382487531,2.53617446898,0.914283,150.389471658,144.216154712,24.4116,75.2385068341,0.547395517589,66.0717140838,25.0884,43.7319217503,39.8868184706,59,0.946797686183,-2.58681,2.53649,0.262602455568
0.113232457437,36.7796238277,1.39869491195,15.4590370393,0.0349015,2.64373,2.64443966015,0.030423027615,2.59712964055,0.913936,148.136917723,167.447704462,24.6716,107.060147121,0.832857982217,87.7796052915,25.1373,55.3014741268,38.6421164316,60,18.8022144996,-2.64339,2.59727,0.346270031172
0.113898499688,27.1482282855,1.13455067997,42.9591759217,0.0362149,2.69478,2.69608694921,0.0946855857923,2.65190574254,0.922922,151.529331058,137.892337844,24.8734,89.4727330438,0.673445993173,101.676528085,25.2254,48.8292229599,36.6810775967,61,26.3867697721,-2.6947,2.65198,0.257869159159
0.114490292521,40.7299425747,1.1742881119,49.5948832918,0.0355289,2.74577,2.74635742575,-0.161471925464,2.69738103824,0.918984,146.657747014,147.098408205,25.1159,90.619488342,0.669963400918,106.24878746,25.3214,47.8005768443,33.0466818646,62,4.84766217572,-2.74278,2.69764,0.386910623199
0.115243055105,39.7346016847,1.36063041124,10.2392822432,0.0364024,2.79595,2.7969736351,-0.0433762232992,2.74889959841,0.928175,137.825349835,165.161252542,25.3326,92.3141336505,0.693176311763,50.8258074808,25.4111,48.8338927215,38.1030571046,63,12.4038907078,-2.79461,2.74899,0.370684965256
0.116658831662,23.1461754525,0.908798674523,7.22041871592,0.0362266,2.8279,2.82873919713,-0.183951837304,2.78109947422,0.915611,112.566420704,114.38141592,25.551,73.3819116488,0.531920670003,61.7243040869,25.4906,42.7252725216,29.5030132258,64,5.46442218357,-2.82782,2.78121,0.221812053146
0.114569313812,34.7226364506,1.34418610823,-9.22661756252,0.0359292,2.86684,2.86702615133,-0.158980768138,2.82056961477,0.93575,120.36282373,161.124238865,25.7452,98.5458678981,0.757234977338,72.383902048,25.594,53.042906434,40.1010378814,65,7.72412571669,-2.86569,2.82059,0.331784390801
0.119499219393,38.9429612175,1.40900040559,9.82733244601,0.0389036,2.91528,2.91573501902,-0.252580750075,2.87002053184,0.932807,122.412109293,173.46540166,25.9401,100.17695834,0.757329712082,82.3927756923,25.6883,52.3933192558,36.4962453438,66,-9.4955466472,-2.91347,2.86996,0.368750266923
0.119734638012,28.658172815,1.1319896433,-22.2975351013,0.0396144,2.97439,2.97475612731,-0.186934056955,2.92683488896,0.943769,127.340253498,138.412099949,26.1403,78.1779515047,0.548592776242,60.3215971892,25.8062,41.7600797832,51.959324621,67,-1.08233936252,-2.9776,2.92687,0.275933508122
0.120865782855,54.5849723933,1.32214300811,8.60550602895,0.0410661,3.00574,3.00650500246,-0.629290551798,2.9580844373,0.900811,152.317000956,160.098939608,26.3909,45.9809106888,0.227004992059,64.134705616,25.8897,25.0611712255,45.0633843261,68,-42.6248561627,-3.01122,2.95781,0.510096931275
0.122940480975,54.9457695602,1.76237187177,13.8738362555,0.0402663,3.06351,3.06409223083,-0.521310039741,3.01627429737,0.912527,165.720070019,220.704730446,26.611,85.0870157388,0.57789866795,103.384876413,25.9944,39.430434208,51.4477540558,69,-31.4881516008,-3.08113,3.01593,0.510613146047
0.12705905654,44.6798228821,1.36058823457,5.20539511821,0.0454853,3.09919,3.1000215632,-0.148805589237,3.05158187444,0.926717,178.438113895,171.479468718,26.8424,95.1369724875,0.692352553257,67.356548993,26.0945,46.77583109,53.1182197348,70,5.2712157106,-3.11853,3.05135,0.405921623947
0.12998142599,49.9838408982,1.48892723595,-8.25554754015,0.0457006,3.15791,3.15836008084,-0.0194346982455,3.11237218549,0.923482,128.866839091,184.386549888,27.0057,85.9675755147,0.606930027346,63.6402645211,26.1926,43.971693826,48.9824728779,71,12.4709969965,-3.17892,3.11223,0.439303549423
0.129787367374,33.5000521648,1.43432292178,48.1577720491,0.0445759,3.21254,3.21318545747,-0.0219829672408,3.16777259927,0.89589,177.520936934,172.710268744,27.2063,87.8180830152,0.653115343742,97.4554725562,26.278,46.3713077955,47.5439561186,72,16.0929655804,-3.22874,3.16731,0.304339920625
0.13190352563,23.1686889718,1.18103640887,-24.9584576638,0.0478192,3.23931,3.23998134004,-0.658266079062,3.19495812377,0.880249,107.870392448,154.488406729,27.4118,49.5591349035,0.314853753403,44.1926936426,26.3885,28.1453092394,32.8214062185,73,-36.0155784936,-3.25163,3.19482,0.205152486904
0.135047417526,30.2581721527,1.50109483239,-12.767321374,0.0528882,3.29164,3.29225035184,0.163337890811,3.24985069362,0.915971,188.640484806,182.373811145,27.5997,103.263706564,0.78474093914,73.4322459583,26.5159,51.9211384025,55.6885621574,74,36.6484051732,-3.30742,3.24962,0.274758304139
0.129546576082,31.0134050396,1.22933185237,52.2264458476,0.0472436,3.34568,3.34588175517,-0.198068793998,3.30403974902,0.936043,177.72380547,152.574567899,27.7889,58.1252761036,0.394571463553,98.2700152454,26.6129,32.4805476364,47.0995940412,75,1.29982002907,-3.35399,3.30389,0.271487196817
0.132266307457,40.6088918749,1.55603098113,2.95889905457,0.0470089,3.384,3.38479766225,0.000234732497844,3.34453309724,0.935891,168.956665455,189.515137144,27.9619,99.3976022352,0.731796583378,115.863607907,26.6863,50.6209430635,61.9631928741,76,18.5794912545,-3.39613,3.34424,0.369471685115
0.134373584476,38.2634650838,1.40020191514,40.9403057946,0.049189,3.41217,3.41302991336,-0.853285371404,3.37162955032,0.928659,119.192802544,174.449490124,28.2225,72.2370090637,0.498292629354,72.3485411326,26.7599,37.8021839368,24.6489924922,77,-52.221349484,-3.42903,3.37117,0.366245918246
0.138212609845,38.8228054167,1.85051970629,-17.1831712021,0.0523411,3.44457,3.44493590068,0.104135879322,3.4033467169,0.934825,88.4217251089,221.809355151,28.3763,103.803181323,0.798054766111,40.5396238734,26.8239,51.4584007699,38.806764737,78,28.6183198775,-3.45342,3.40338,0.346624089519
0.137330556092,27.3370416141,1.52710483431,-8.49827876014,0.0513155,3.47334,3.47429337592,0.260241004242,3.43014985061,0.958605,168.286987267,180.668831076,28.55,124.179773463,0.978632913783,65.8593968613,26.8751,60.4399812582,54.4002133264,79,51.9770701157,-3.48371,3.42999,0.254788239656
0.138053945834,29.6704569879,1.53115952247,21.7887518319,0.0525379,3.49674,3.49744656904,0.200420476977,3.45394321455,0.95231,157.471541994,181.050959097,28.7199,105.699368712,0.825462569615,78.5710418459,26.93,55.7682746713,48.2845325401,80,38.5713181226,-3.49776,3.45403,0.274765597033
0.140746600034,25.0804789909,1.19082387511,40.2821161944,0.0552614,3.53366,3.53398211498,0.0430180688054,3.49261796531,0.934013,165.451706666,144.355492847,28.891,68.0908972715,0.491628798971,78.3533524844,26.9975,39.4602242261,43.1818342299,81,22.304559147,-3.5476,3.49265,0.232822925339
0.137487997583,43.3465287364,1.4215120343,43.3890256761,0.0509046,3.56619,3.56660060108,-0.325763280247,3.52436425321,0.936984,177.91868034,173.958418881,29.0606,88.1710711631,0.658806505576,95.4391895376,27.0892,47.5955020079,39.0299068253,82,-8.90141914377,-3.57305,3.52405,0.407121776922
0.144756823776,35.8114623186,1.84558091197,12.0385213067,0.0575101,3.61938,3.619925675,-0.13480582224,3.57691968028,0.949914,116.272223825,218.314616592,29.2444,87.0309366854,0.653368144197,69.6737848338,27.1485,47.0660012773,34.889790843,83,8.77621684357,-3.63435,3.57648,0.329811568717
0.144015198786,37.9203819215,1.21652809848,38.2992427986,0.0540198,3.64399,3.64423602625,-0.311038535964,3.60441885758,0.913539,116.680465402,146.758811472,29.4158,70.332342077,0.492493983156,75.9043288687,27.2305,38.9708875796,23.2003943584,84,-12.0980158195,-3.66406,3.60386,0.357836016017
0.145422669618,45.9057337013,1.21168987001,20.5158776786,0.0558833,3.68354,3.68408854778,-0.393173453803,3.64666612588,0.913856,180.959891825,148.480137406,29.5617,62.5896976076,0.397747586969,77.1051090924,27.2815,33.3091705997,46.6563360139,85,-23.4623905611,-3.70786,3.64663,0.431876233528
0.147218734783,24.9214294795,1.07158471515,26.3176845465,0.0584023,3.7134,3.71435638579,0.0980168869823,3.67531428449,0.941058,199.472766201,133.112069416,29.711,69.610815287,0.490339596137,73.8224316188,27.361,40.600615097,52.3672351452,86,23.0873297721,-3.73679,3.67455,0.224840064218
0.146721654235,25.0578521809,1.12018122191,15.7498574496,0.0576681,3.76137,3.76165801424,0.0250056488979,3.72183298507,0.944766,105.167078433,135.596045416,29.9108,88.0356191436,0.671004803524,70.121625264,27.4361,48.682154296,25.499628477,87,19.8519304868,-3.78393,3.72154,0.231311869463
0.149885234855,24.3178369903,1.01072788507,-20.8260855634,0.0614633,3.79642,3.79701911529,0.0769478616579,3.75730075231,0.935915,118.452364547,123.948219969,30.0757,76.7909699009,0.569917857372,63.9167619994,27.48,43.7304497117,36.8640093372,88,25.7504597071,-3.81544,3.75696,0.22366376143
0.152817885741,31.6214329013,1.58302703977,31.7026233128,0.0646756,3.83256,3.83393290557,0.257948213883,3.7940265264,0.913909,104.761184903,187.843794607,30.2602,101.099469758,0.777215317303,68.8331208611,27.5531,52.9729060998,28.5608262826,89,43.3111912641,-3.85991,3.79347,0.283980871874
0.155939401165,26.5087096874,1.35552061876,-2.18280061879,0.0631108,3.8601,3.86144638614,-0.127975448085,3.82212577399,0.898679,108.760522592,167.631425573,30.3838,117.180358646,0.915472207271,67.6817644948,27.6264,56.6309301896,30.944680504,90,12.0029300573,-3.8888,3.82157,0.248332738678
0.155230562863,35.8804031266,1.39075099784,21.066536154,0.0622258,3.88287,3.88447835503,-0.315936141282,3.84580441537,0.92014,117.45162651,166.539259211,30.5809,99.4667177584,0.761435395355,59.078225462,27.7163,50.6806276125,27.6765204231,91,-16.5910226197,-3.90674,3.84497,0.334544685084
0.156940232945,35.6596142497,1.45465728941,-37.3848188039,0.0652378,3.91998,3.92099601046,0.0964183787812,3.88056290596,0.925954,160.153316911,173.43336091,30.7454,98.9272205789,0.761071984171,64.1387849419,27.8225,50.8024629017,58.7369534053,92,27.7318960512,-3.93916,3.88005,0.328501318848
0.158255053482,39.6468595687,1.37226056662,19.4760128107,0.0645794,3.96157,3.96242493104,-0.490418948739,3.92209168078,0.930399,129.123250595,168.160168749,30.9024,53.3989239096,0.335951990583,67.6973868576,27.8939,30.4831463841,33.6392649453,93,-32.7730574233,-3.98275,3.9218,0.362064563913
0.162439105031,34.2698141088,1.34925515545,41.959643329,0.0710775,3.99342,3.9946001732,-0.00678715587657,3.95265239475,0.936063,182.857520513,161.288730851,31.0928,82.9489908975,0.623331584757,99.7980352822,28.0009,46.8596817438,46.3049889663,94,14.7672876565,-4.0124,3.9522,0.317204447409
0.161815667854,46.5814150658,1.1444268135,26.9296570612,0.0688589,4.03856,4.04019794397,-0.612574086968,3.99604082357,0.934889,134.921716346,160.499033564,31.2637,50.8301265096,0.267705590524,80.6514246114,28.0594,25.6978150721,40.1376610887,95,-36.4862052187,-4.06389,3.99523,0.433964320159
0.165904218867,36.9449452257,1.46936448779,0.336880176287,0.0727723,4.08067,4.08172333013,-0.0289136237595,4.03916250514,0.941749,161.962098308,180.021245594,31.4279,75.6051791648,0.548923519285,75.9716896878,28.1297,42.3301587327,51.4954625032,96,11.9639640417,-4.10989,4.03868,0.32841331871
0.164932604321,40.3295697532,1.60730487258,30.2501243845,0.0698517,4.09715,4.09764544788,0.138475906841,4.0537280079,0.925229,133.533990883,189.939613933,31.5999,99.548852535,0.767544737392,76.2717247044,28.2175,52.5932186145,32.2111822871,97,32.8185493285,-4.12514,4.05318,0.372289095309
0.165886254594,26.1203184538,1.27261820793,25.6848451844,0.0725574,4.11479,4.11579880815,0.150798750446,4.07008415428,0.930787,142.325765206,153.766391006,31.8504,89.9944259412,0.688809189641,81.1047788708,28.3392,50.1310438532,33.6004487577,98,30.6919751117,-4.13566,4.06954,0.237669007988
