AverageY,AverageEsReturn,StdReturn,AverageDiscountedReturn,MinReturn,PolicyRegParamNorm,MaxEsReturn,Epoch,StdEsReturn,AveragePolicySurr,AverageQLoss,AverageReturn,AverageAbsY,MaxReturn,AverageAbsQYDiff,MinEsReturn,QFunRegParamNorm,Iteration,AverageQ,AverageAction,AverageAbsQ
312.095357083,122.656791756,890.515398504,242.716504207,208.585495379,138.072,642.152012704,1909,202.491429794,-319.706,510.647,1497.71025614,312.195314316,3530.87163909,7.6254700977,5.14674755229,284.397,1909,312.079,0.882521,312.513
311.484082192,71.4768195139,493.360291917,187.407010074,177.019255299,138.107,355.642011488,1910,99.8753718417,-319.067,507.313,642.920964579,311.586666643,1749.37755722,7.60278105254,5.00376099086,284.363,1910,311.485,0.910448,311.985
310.723676211,200.330588224,675.748927049,163.048916152,21.1829883283,138.12,625.691735492,1911,200.935968094,-318.454,461.207,648.877764971,310.831324053,2786.52508153,7.39186855605,6.6346308755,284.39,1911,310.701,0.934391,311.161
311.336599879,107.323139948,53.5420243113,21.0137306936,21.8095978432,138.13,615.378935083,1912,144.563452471,-318.943,523.72,25.0654942506,311.403051679,1261.3869697,7.6096673528,6.62996235458,284.437,1912,311.342,0.772687,311.695
310.64246005,68.7465270044,793.318948102,191.210435788,21.0675683481,138.131,436.568425589,1913,99.8109403005,-318.113,497.778,1144.59114855,310.708879571,3389.76074531,7.63012967691,6.9172483469,284.528,1913,310.627,0.963716,311.012
309.297811911,133.310109947,276.572847789,249.60305211,249.435856085,138.152,917.410293046,1914,222.903232064,-317.506,498.532,1043.88658154,309.381773399,1669.34572558,7.49956698969,7.5748764154,284.615,1914,309.278,0.945438,309.71
310.745527635,147.264926232,736.528348458,258.058955187,313.271774759,138.157,591.355349154,1915,171.19274204,-318.816,496.995,1740.5104837,310.815627362,3303.4847629,7.53612456023,6.7510651085,284.655,1915,310.759,0.958157,311.108
311.088747404,178.268985605,793.429919145,239.733806102,87.3024220803,138.182,614.962903238,1916,200.783641005,-318.748,437.665,1393.02734487,311.17964741,3365.95399038,7.18296055363,5.74311805541,284.71,1916,311.074,0.963769,311.497
310.442528966,136.19926705,361.298298755,172.243633159,24.2235827725,138.223,796.550791763,1917,202.154180327,-318.164,588.244,487.071048371,310.560664245,1523.58566235,7.79585152607,8.40876445011,284.732,1917,310.438,0.950644,310.836
310.264888832,94.8492568656,872.269787134,151.090818182,21.3156810908,138.278,537.453216323,1918,141.099209961,-317.938,478.808,843.569690681,310.335381383,2870.64066696,7.38677961636,5.5896965001,284.704,1918,310.268,0.965896,310.652
309.829843447,155.875302744,959.51041741,241.912648856,321.271506908,138.263,419.717484202,1919,129.841818552,-317.614,485.485,2084.30209216,309.929081166,3455.41674364,7.46139006004,8.81930547449,284.711,1919,309.845,0.952503,310.261
309.314121523,235.327427524,459.355622398,140.655405473,157.590396849,138.314,728.090326997,1920,230.220025944,-317.116,487.689,353.897785548,309.389394205,2855.46216076,7.46100360063,6.39693726332,284.758,1920,309.31,0.948261,309.717
310.178260442,108.900806527,537.008089089,193.012001214,250.075430105,138.318,687.227949255,1921,170.186375416,-317.629,491.046,664.553611995,310.259432324,2481.20280377,7.32179438431,3.64142886603,284.85,1921,310.167,0.935969,310.544
308.560765384,165.095333235,48.2055170831,104.491118127,140.195295968,138.325,759.818555398,1922,195.966795467,-316.048,544.507,162.211147006,308.683209207,473.765181596,7.65570732707,5.20393983097,284.878,1922,308.55,0.969296,308.99
308.990451586,139.71255268,847.041419946,258.361001033,891.449893911,138.367,738.209477204,1923,188.396067886,-316.288,494.716,2086.88150032,309.076809482,3377.3899857,7.32007331769,4.88683344894,284.938,1923,308.998,0.957693,309.386
309.663733281,95.6655227649,647.034807719,238.851614053,87.849562011,138.41,301.882947847,1924,95.8584988065,-317.146,448.458,1274.80774024,309.739432477,2828.91454801,7.09687942312,5.49296236371,285.01,1924,309.634,0.960055,310.047
308.173126962,88.8907647514,494.81441965,210.283475381,243.428029688,138.461,515.841350293,1925,124.401523429,-315.691,501.503,879.92647228,308.247158755,1927.17781372,7.36232385593,4.68006357109,285.079,1925,308.213,0.9457,308.606
307.875246778,181.492028223,495.736613129,182.110924669,156.951028704,138.479,979.666173098,1926,270.27473365,-314.981,492.048,601.532455266,307.971228989,2080.55917426,7.37415156401,5.61378495812,285.04,1926,307.843,0.941793,308.267
308.618221765,224.0383968,563.764542438,167.614736192,173.38453775,138.47,694.87589389,1927,249.614498817,-316.288,500.507,619.972145168,308.687084279,2644.87134867,7.38343687066,6.40438828389,285.033,1927,308.657,0.943513,309.047
307.53925475,84.4203879651,419.210277695,182.213573647,206.907525786,138.547,452.58525347,1928,117.250212265,-314.908,491.284,562.612807085,307.617665881,1735.86645922,7.37561151265,5.44298048216,285.113,1928,307.485,0.950872,307.874
306.989404598,155.783408771,304.418639499,88.4590631592,99.5061841649,138.552,651.04534797,1929,215.892380722,-314.425,569.811,201.678102676,307.061843984,1586.94387504,7.82145102499,5.01147348764,285.169,1929,307.008,0.863932,307.401
306.561460845,75.9737309364,470.38455116,186.61563558,72.6605772871,138.561,451.568047299,1930,116.860321197,-314.069,478.265,663.822634723,306.645349909,1685.52566379,7.26834852389,3.92722078734,285.191,1930,306.573,0.9366,306.947
305.602759617,139.615841814,312.908321209,247.380775744,334.710676902,138.61,998.177809797,1931,258.895924896,-313.38,486.491,1038.10365866,305.734307555,1799.10969514,7.40171579161,4.35680524199,285.23,1931,305.594,0.948328,306.063
306.541648026,154.599368829,684.411890298,179.382631624,193.983601776,138.637,700.933168512,1932,220.026019328,-314.069,467.228,782.61807717,306.657354924,2847.48252213,7.21445267493,4.91993824544,285.308,1932,306.519,0.941693,306.988
306.108122803,102.567859738,462.59110886,183.062777784,222.777286849,138.67,579.35145124,1933,165.792868091,-313.471,486.611,552.276077919,306.188518736,2434.70499252,7.30107630739,4.84614716945,285.319,1933,306.111,0.930506,306.485
305.809680298,269.881909692,405.332889869,228.527063701,256.939256724,138.701,639.408820232,1934,248.780198613,-313.343,488.706,795.91802362,305.911864343,2066.62903253,7.39034493585,4.34943414623,285.356,1934,305.802,0.932004,306.275
305.646047924,120.347842982,754.49798989,217.228949293,71.1110018513,138.768,466.265363259,1935,162.605027487,-313.256,488.221,1005.46045219,305.742455173,3377.45653595,7.29125539379,4.88374098074,285.391,1935,305.622,0.942674,306.054
305.689480738,116.776195962,805.237348279,234.500199346,246.177512668,138.812,418.33607944,1936,135.777930066,-313.185,512.087,1192.0386746,305.797722306,3354.49161777,7.44890447917,4.41662714963,285.399,1936,305.708,0.938529,306.106
304.291848705,86.7439805099,947.758796153,258.781483295,245.459447411,138.848,358.170512971,1937,98.0578243728,-311.852,474.956,1619.59842544,304.366721399,3583.12147503,7.33535562827,6.41296273936,285.406,1937,304.263,0.913021,304.62
304.987845998,120.498472337,683.165686493,205.797506805,213.336895445,138.823,696.703920593,1938,177.974176355,-312.625,463.596,810.060820026,305.103434791,2997.73248826,7.15166922239,3.35892827623,285.42,1938,304.982,0.934276,305.403
304.193801945,128.151989389,511.101806712,220.012616447,196.062424635,138.85,511.909372633,1939,146.958964566,-311.632,506.521,1011.03033761,304.273181814,2078.94429112,7.49269301932,4.4043994879,285.398,1939,304.188,0.945474,304.579
303.288647036,200.624469945,581.26839525,190.217259679,217.401450428,138.879,378.493321513,1940,136.863185033,-311.13,463.887,866.442299075,303.407639609,1961.23672454,7.28682128837,7.5952904454,285.526,1940,303.293,0.956767,303.762
304.497179727,195.346882519,379.018950107,180.059024203,203.908533955,138.866,923.210650931,1941,257.032876343,-311.378,448.382,611.537086169,304.571152312,1336.93995553,7.07994196677,4.67245338228,285.535,1941,304.476,0.931344,304.843
304.404842287,145.132137551,528.002252474,234.365325476,272.371167522,138.851,505.447146446,1942,158.070991725,-311.988,465.191,1292.60757689,304.50069284,2788.62429932,7.32204931421,4.9438517862,285.622,1942,304.409,0.947727,304.85
304.671845234,131.116136659,902.159875763,231.202169366,271.803060663,138.932,745.639358576,1943,225.169851517,-312.017,470.822,1481.22902668,304.746496055,3102.06733102,7.15696875969,4.21272526835,285.669,1943,304.698,0.959851,305.119
303.451965861,335.724354398,781.543611049,201.89447043,196.274127879,138.902,945.593263768,1944,347.886213058,-310.837,475.665,1115.14900429,303.506803403,2758.22207986,7.1111447717,5.28223434328,285.698,1944,303.434,0.954028,303.775
304.786041366,92.0039839687,703.056911226,227.709260786,273.21863881,138.956,578.54922325,1945,157.494466712,-312.03,396.787,1234.00972814,304.830187768,3156.4644633,6.68884464931,4.2214053837,285.724,1945,304.769,0.951217,305.115
303.165486963,80.057633937,505.81151984,243.246133146,248.339223765,138.915,467.548576518,1946,128.306086244,-310.94,480.097,1166.58608011,303.219742087,2761.43221344,7.26825511009,4.25398685229,285.751,1946,303.161,0.955029,303.516
303.768351184,179.486633517,811.045396063,225.822209824,273.289235436,138.92,716.574931928,1947,246.780316261,-311.423,398.182,1813.3831104,303.874124797,3231.5142785,6.80358293612,4.29769989432,285.753,1947,303.77,0.971783,304.191
303.175804174,103.941262258,757.54122855,255.817945598,836.376003055,138.944,583.505634252,1948,153.099913737,-310.469,472.977,1716.14766615,303.270723168,3434.74228562,7.2689371031,4.89633654235,285.779,1948,303.178,0.959881,303.625
304.422850408,162.776201667,342.699037854,233.472367848,540.515242515,138.953,1057.78560773,1949,265.552600198,-311.745,442.175,960.837918787,304.533815993,1832.24687005,7.01229113364,4.54750908516,285.8,1949,304.39,0.949201,304.785
305.044329777,152.554925381,654.464752429,252.363140316,669.538626319,138.955,641.733528608,1950,198.190784158,-312.174,434.192,1663.19565941,305.1296131,2912.70341843,6.99760595464,4.26895241187,285.865,1950,305.046,0.955506,305.393
303.738126723,153.405310583,470.55460986,78.883630247,13.9988998062,138.953,709.312919131,1951,226.487305547,-311.191,491.494,265.82749991,303.848008658,2511.2884079,7.3245864361,4.61943498268,285.923,1951,303.743,0.918382,304.119
303.03119094,227.790159303,230.779572912,163.830605741,232.519534775,138.975,798.413650481,1952,297.211148357,-310.569,473.015,369.492401106,303.149032445,1462.92866463,7.2126229058,5.09882802622,285.944,1952,303.021,0.896373,303.412
302.610331231,148.875996184,502.567387058,260.034385298,656.755452862,138.999,634.590371154,1953,226.082976221,-310.503,519.603,1516.12388923,302.714143923,2522.61934429,7.4765119483,4.39985460298,285.976,1953,302.616,0.948896,303.038
303.333490896,44.6691496673,309.869238778,192.248509807,242.543738652,138.989,281.856868358,1954,76.424242178,-311.013,472.942,559.10748028,303.446999674,1955.01976836,7.11989012059,4.02878616362,286.0,1954,303.352,0.923992,303.728
303.454488613,105.93716286,376.16899386,170.479188316,240.489585198,139.019,651.668100209,1955,158.308242068,-310.931,420.023,458.351610751,303.593601639,1850.87119815,7.05419642951,3.65706651376,286.033,1955,303.419,0.874445,303.876
303.427223909,50.070732151,298.826569535,179.497383289,231.336969592,139.043,288.242386989,1956,73.0402215008,-310.816,514.303,476.540183963,303.582369711,1313.07056441,7.29623406738,4.06733066257,286.098,1956,303.482,0.892382,303.921
303.96625663,111.626069754,298.045214631,178.646499866,249.723089691,139.045,679.090303783,1957,193.580044245,-311.021,423.818,479.348745173,304.078921978,1487.45285278,6.91340691096,4.2939273414,286.133,1957,303.921,0.893377,304.354
302.772230112,191.573900201,592.468988376,239.94806871,627.764310822,139.064,1001.91077065,1958,286.859769226,-310.62,445.532,1048.46186673,302.891359846,3185.68103245,7.12395073902,3.98799084762,286.211,1958,302.756,0.917451,303.178
302.766861312,119.558271498,648.77607809,236.362779524,283.69373792,139.13,649.230665686,1959,194.639714965,-310.593,445.472,1127.23979445,302.902380522,2690.61018703,7.1660186343,3.80451815885,286.309,1959,302.769,0.912823,303.285
303.509463744,87.1725530803,683.907201739,264.643188269,1190.09189977,139.143,1043.72043404,1960,212.565473611,-311.195,443.062,2351.81844069,303.612276968,3409.44639788,6.97610198618,3.74173615719,286.323,1960,303.512,0.940722,303.901
302.737133304,69.7844187332,815.810436702,267.465351583,840.817638368,139.128,644.342792831,1961,158.327373831,-310.013,452.808,1596.60969262,302.882456054,3265.68176432,7.10916762734,3.89325632215,286.35,1961,302.735,0.943852,303.189
303.333050088,94.5995935787,550.867492115,245.19169955,1103.23027172,139.174,531.941081819,1962,158.144489812,-310.581,476.513,2826.90478336,303.473426181,3100.2945977,7.27635554004,3.81805174864,286.38,1962,303.31,0.929427,303.693
303.9964626,130.68538186,561.292373904,258.774223992,1254.95685931,139.218,609.697162507,1963,166.15804663,-311.034,421.213,3015.08304039,304.107810107,3305.81362196,6.96964564226,4.33071497308,286.37,1963,304.01,0.943938,304.393
302.600697623,216.061092888,879.072061486,253.343727285,748.784276107,139.23,989.874982395,1964,344.081632808,-310.168,476.577,1704.16004882,302.742186223,3359.4856964,7.31463093884,4.53122624528,286.379,1964,302.584,0.95083,303.13
302.825627204,175.573629295,204.660480355,240.983705545,680.11670986,139.241,958.174259711,1965,301.914815005,-310.673,439.649,858.672317733,302.962729876,1639.00434059,7.04613796546,3.53319268334,286.375,1965,302.835,0.947118,303.3
302.282542877,233.499472953,280.260432578,231.635560564,245.05749448,139.3,946.68114979,1966,296.610526219,-309.834,483.65,844.410351483,302.390611145,1435.22798586,7.21321823994,5.52614009457,286.401,1966,302.278,0.956863,302.728
302.46152808,198.00211718,697.463852475,236.979878144,327.00623815,139.308,828.548893296,1967,298.802313032,-309.314,412.948,1206.93885529,302.597613177,3134.97038411,6.86874802025,5.09284319416,286.459,1967,302.467,0.956845,302.938
302.593762801,373.091941528,474.242097539,257.311445156,710.659231617,139.309,825.312246297,1968,286.448900134,-309.838,492.688,1310.41221242,302.734869646,2519.875274,7.43429890055,9.16769831391,286.51,1968,302.576,0.964483,303.067
302.099934786,60.2032634881,550.734548617,261.045058612,727.598782588,139.317,559.963648995,1969,128.091148455,-309.328,426.919,1356.9303532,302.193831547,3342.47954212,6.9152532485,4.24701731128,286.611,1969,302.126,0.956577,302.565
301.237696752,123.429677712,77.7063258228,244.31483439,579.316867674,139.346,578.077458996,1970,189.991057997,-308.071,455.108,760.454440256,301.335394397,1057.72054077,7.14295636317,4.4344196038,286.672,1970,301.22,0.934541,301.653
301.490992823,112.396864559,442.512725549,237.981040692,454.653531039,139.355,697.270610095,1971,187.39905807,-308.913,468.429,800.387125288,301.597641635,3496.92346367,7.22043430482,3.41145373609,286.655,1971,301.487,0.942317,301.936
302.124420252,77.6021489254,28.2721193731,241.21049573,649.716099645,139.4,689.540926959,1972,153.736571167,-309.618,476.577,711.503390381,302.216809008,749.929729098,7.22885905711,4.8543327188,286.72,1972,302.086,0.943659,302.501
301.10390968,203.568620869,156.060157489,244.864810404,667.065495339,139.446,712.62849262,1973,250.845236934,-308.66,477.846,776.975433455,301.218426665,1345.5358123,7.26034596998,4.54710076183,286.744,1973,301.142,0.935051,301.565
302.336164433,98.1422065168,432.50286054,271.834134282,740.642997719,139.425,940.942382676,1974,234.028190854,-309.897,556.35,1313.81625968,302.442530808,2565.38469274,7.81150893674,4.42276009031,286.782,1974,302.3,0.938401,302.72
301.822457137,118.662048876,767.587548812,249.681749013,1054.16023437,139.438,1368.05049798,1975,317.72168831,-309.398,478.713,1983.03207756,301.926677682,3441.66014695,7.33376009702,4.15881437781,286.809,1975,301.845,0.956134,302.224
302.41135002,111.927837944,834.868378538,265.215329679,743.820304077,139.442,631.579202605,1976,201.40095373,-309.937,474.123,1530.07271,302.47272073,3547.18193892,7.26926948653,3.93890891549,286.873,1976,302.393,0.946233,302.761
302.88027079,207.536892196,261.035761277,256.369164415,435.018410334,139.46,614.75097202,1977,221.160161154,-310.383,471.872,841.098397884,302.951978142,2001.12161227,7.31099370173,4.47814140485,286.87,1977,302.859,0.933451,303.226
302.333629431,102.516922953,737.760100208,131.257687016,12.7168565193,139.487,577.590950941,1978,153.648681972,-309.765,467.142,574.370898637,302.421627535,3268.88342201,7.39418540644,4.74050660356,286.909,1978,302.335,0.951117,302.661
302.073338256,232.595731548,862.890715111,255.984426819,758.432217966,139.533,988.91559549,1979,344.473599602,-309.869,454.886,1446.3701432,302.194685305,3436.07043465,7.26626802482,4.78714614846,286.979,1979,302.085,0.949357,302.483
301.818795237,83.4508182372,365.58001103,268.860877566,742.419765705,139.572,590.095043922,1980,148.980371033,-309.523,484.372,1088.32453965,301.940154381,2299.87574826,7.42037022515,4.03167981041,287.076,1980,301.786,0.945735,302.207
302.863409693,121.174832103,113.467368021,203.381191591,403.591606411,139.602,1058.96976333,1981,252.672887871,-310.665,513.462,447.578906677,302.950143108,910.362118329,7.47288077962,3.41584120867,287.084,1981,302.855,0.895171,303.254
301.70967776,67.7242600875,303.378010799,263.945535937,729.154166578,139.632,635.416895823,1982,132.731971249,-309.152,553.516,1119.45897546,301.815747149,2131.15070388,7.56647120646,2.26809920254,287.187,1982,301.707,0.92123,302.079
301.508192462,152.75507128,343.334736282,265.915162781,709.657271927,139.687,637.812176017,1983,215.379377741,-309.137,417.303,1215.42194204,301.612401354,2421.53662159,6.85193977222,3.63879380191,287.249,1983,301.499,0.946967,301.916
302.282155542,129.163911471,409.014949743,278.898618776,943.344328206,139.688,747.11209968,1984,218.617128217,-309.572,515.516,1397.98371185,302.408954911,2961.32031517,7.4808012464,4.59019011701,287.312,1984,302.26,0.929057,302.703
301.423017331,70.0661745007,374.249503839,268.171981193,739.379880233,139.721,578.187968238,1985,146.034808387,-309.426,505.813,1219.39858821,301.560662754,2419.80088073,7.60539237459,3.93476963449,287.315,1985,301.393,0.938688,301.882
301.225409156,123.186449707,841.089219619,269.81161954,731.790903089,139.706,755.299251452,1986,212.096548079,-309.149,498.932,1398.77318963,301.360696125,3495.78406411,7.52270031213,3.99111742219,287.342,1986,301.264,0.942354,301.764
301.359895875,206.692218887,364.03439576,246.941386388,421.057770661,139.719,1239.29894453,1987,359.663331248,-309.336,455.224,806.705810852,301.485469037,2312.18985915,7.29309509486,4.0046893858,287.39,1987,301.328,0.921487,301.75
302.312128434,133.771615245,549.520844737,257.294972431,729.7912767,139.724,567.048112244,1988,202.097374718,-310.122,449.171,1342.11632713,302.426239307,3140.88830006,7.32320735824,3.88645179313,287.433,1988,302.305,0.9499,302.736
301.65335278,76.0809151955,555.304886903,259.152488725,658.800742762,139.781,409.249620704,1989,125.189068213,-309.445,476.33,1344.18944289,301.796223313,3141.82609063,7.34714458999,3.90059214034,287.479,1989,301.698,0.935364,302.139
301.850540353,200.920435836,396.231392379,233.293733733,314.007200347,139.843,800.294266355,1990,291.736020496,-309.344,514.391,977.833176362,301.959093575,2070.96093953,7.58813067699,4.0031524631,287.475,1990,301.819,0.93543,302.261
301.000413967,209.736971657,613.532765662,250.201965697,770.642581345,139.812,881.754966083,1991,290.395896632,-308.24,418.7,1249.54831695,301.167595934,3055.98197048,7.07913103941,4.32622636459,287.51,1991,300.997,0.942289,301.55
300.864740091,392.912334332,309.238770374,171.55394921,272.975101388,139.82,1091.38098409,1992,387.094935768,-308.545,449.716,429.683453824,301.002213357,1597.79494316,7.20297906307,4.45982222334,287.472,1992,300.87,0.892553,301.337
300.802376731,124.340687447,525.044981864,245.996787933,626.337658502,139.798,629.607292823,1993,205.748422705,-308.081,466.131,1233.6065971,300.882168777,2681.6823635,7.32643331707,4.55794565752,287.497,1993,300.809,0.929717,301.22
301.068537906,139.835380224,62.1969287467,141.808260255,151.081318811,139.853,577.935841534,1994,181.163744126,-308.266,433.187,269.209117111,301.201467479,565.879213403,7.03007588022,4.32044361954,287.555,1994,301.06,0.897587,301.498
299.431495626,172.818646318,542.629238625,220.587813308,124.549230388,139.847,1034.00609683,1995,272.545463245,-306.793,441.748,1040.24732225,299.559057184,2765.93391314,7.00054997522,4.4044349186,287.573,1995,299.452,0.942869,299.943
301.107973233,78.687397957,758.968359101,238.660764528,592.358289931,139.845,469.837949914,1996,115.424994103,-308.779,487.68,1601.73114162,301.218396707,2924.15083335,7.22585658292,4.1346952904,287.565,1996,301.086,0.95135,301.521
300.897194531,75.7753847962,488.61836803,198.823911069,353.973063636,139.87,557.079738616,1997,156.573252497,-308.046,445.633,688.57229811,301.02265198,2443.40199434,6.91653060975,4.45165413164,287.615,1997,300.908,0.936807,301.333
300.175115406,109.234205794,588.576234384,229.339571124,424.44707658,139.866,957.713416298,1998,218.86522118,-307.406,440.437,1118.01587319,300.258056553,2749.55102035,7.07927094244,3.72944198571,287.627,1998,300.177,0.937624,300.567
300.424797056,170.438378559,447.630249162,202.824333005,353.756483006,139.86,1063.19565111,1999,307.052697143,-308.195,487.64,687.860490751,300.545806231,2410.90684596,7.37525064894,3.32201149993,287.653,1999,300.402,0.931682,300.817
300.041585238,55.8835270597,365.559387191,202.247412278,367.476649246,139.859,416.842205622,2000,95.7521178532,-307.378,428.761,667.925644879,300.169827247,1675.47044624,6.92814556541,4.07120089796,287.67,2000,300.027,0.921625,300.416
301.387806121,58.6813199694,610.95756548,248.041728196,755.837054846,139.869,488.150653514,2001,104.098777542,-308.889,471.057,1295.61986493,301.527283792,2867.662654,7.1262696181,3.45232304776,287.736,2001,301.408,0.926715,301.838
300.254899487,92.6348534059,285.784973634,205.962374269,161.654881966,139.884,684.214548482,2002,169.06785727,-307.608,435.791,651.010217258,300.354533534,1359.14819593,6.92583607937,4.35515012582,287.792,2002,300.221,0.907767,300.688
299.92318881,70.3090768257,32.0475536601,98.8014267818,135.568297128,139.943,579.827287436,2003,129.02570499,-307.157,474.979,148.310608436,300.045038863,485.507189601,7.22831146695,4.01604499401,287.703,2003,299.904,0.830976,300.311
299.506395603,76.3438165993,491.941288566,252.881642429,559.324053137,139.961,571.173672266,2004,129.552775107,-307.291,441.37,1375.56660452,299.642671437,2767.10588351,7.19865155044,4.28192475141,287.769,2004,299.539,0.952117,300.007
301.014538693,68.6896238133,860.449700422,246.158829858,320.185253983,139.953,703.706129158,2005,141.309772201,-308.67,452.594,1872.15187591,301.138097809,3201.40178589,7.14597793807,4.06307161554,287.842,2005,300.997,0.924469,301.463
300.629951016,120.85610387,757.652552291,243.321104669,815.577416306,139.996,595.941999568,2006,189.32493892,-308.212,484.917,1708.341209,300.690386796,2901.87319842,7.29874362095,4.84340050793,287.879,2006,300.63,0.925903,300.94
300.553390378,70.249436884,716.12467059,246.353480752,881.911458228,140.064,328.460233812,2007,112.306957085,-308.208,477.429,1626.76161959,300.642924388,3098.42498991,7.33654680525,4.59796433733,287.914,2007,300.539,0.930684,300.96
299.558220066,58.2868026081,855.876376706,244.995593889,450.357668448,140.074,448.962251504,2008,102.60466015,-307.403,497.434,1685.05127233,299.699865634,3146.05471246,7.50673106912,3.46883824221,287.985,2008,299.568,0.934711,300.027
299.852689775,93.1399429781,279.786648115,206.525823883,315.541612047,140.142,552.201897642,2009,161.006509715,-307.488,492.517,543.901537609,300.014430583,2158.44581311,7.41209490902,4.34312806146,288.07,2009,299.838,0.945892,300.287
300.53296019,122.241923302,509.092052058,242.671787107,784.93726716,140.155,690.60437637,2010,206.3564641,-308.136,447.173,1395.58081457,300.653240009,2525.24540031,7.2944415753,4.23056084014,288.117,2010,300.516,0.939027,300.915
300.822457983,200.689569532,873.820492853,250.41192284,652.154129814,140.173,556.734782492,2011,219.62491746,-308.746,504.771,1315.93858988,300.937879074,3270.73610341,7.4286757247,4.49522632691,288.193,2011,300.846,0.95076,301.314
301.219947895,208.61389531,726.098794244,243.560237578,406.324382847,140.185,567.262048226,2012,217.405719242,-308.221,435.453,1082.47720476,301.314845244,3450.72589915,7.15635052121,4.55834572067,288.155,2012,301.215,0.952025,301.597
300.201622349,72.7123406955,1039.22864773,252.479946391,595.952242311,140.216,549.86481644,2013,145.317576811,-307.919,477.585,1592.13332873,300.337589083,3444.37166375,7.31782662962,4.15448710193,288.23,2013,300.178,0.951475,300.618
300.45924324,99.9326960326,737.631365838,258.216991363,1093.41704586,140.263,550.521450811,2014,182.710841044,-308.303,468.057,2553.21706542,300.601486868,3317.47446991,7.31022909723,4.2162887024,288.312,2014,300.452,0.939384,300.837
299.91144729,110.512465794,711.127815487,229.227449107,372.343985252,140.291,704.309104952,2015,191.322676474,-307.395,509.731,904.865949261,300.019009895,3027.3106044,7.56888224925,4.19162029518,288.337,2015,299.906,0.94202,300.318
299.61609855,121.434179458,625.180748536,230.922839562,428.441294052,140.33,832.723015842,2016,257.032547042,-307.517,449.944,840.52576214,299.700712879,3130.42027605,7.31247572431,3.65969937481,288.369,2016,299.61,0.946608,300.007
300.62507248,93.7008698895,437.281678365,234.348206595,56.1418905415,140.329,703.012610844,2017,186.966995968,-308.367,468.015,850.161356449,300.723692395,2780.90580827,7.27070033057,4.27479429197,288.383,2017,300.631,0.948887,301.035
300.594523481,137.524482805,443.992399413,244.782431823,712.565457783,140.378,994.251569652,2018,282.614440277,-308.173,447.655,1174.80161945,300.700035116,2444.26753533,7.23431584465,4.21881052244,288.421,2018,300.583,0.955323,301.046
300.473962121,210.040283281,723.776845438,243.7960594,526.344673655,140.422,674.954248695,2019,253.186323388,-307.751,471.151,1358.11366226,300.587320158,2899.50319792,7.36324851995,4.51142181006,288.457,2019,300.469,0.94305,300.866
300.578952885,102.419187036,572.722444594,203.602718012,6.36006164597,140.421,648.255725744,2020,176.821477584,-307.926,413.413,872.266449663,300.717484644,2527.23409998,7.00972757799,4.20979827032,288.533,2020,300.585,0.963999,301.021
299.490655251,109.05131766,474.748139665,242.059777535,390.976197727,140.438,822.218531231,2021,228.699101246,-307.058,499.509,1012.72386827,299.651479653,2604.11569729,7.49889431817,4.33977689654,288.537,2021,299.482,0.965343,299.917
299.530774653,237.632237421,467.943018571,184.342997726,115.744306667,140.462,782.34600501,2022,235.410853397,-306.804,455.535,678.713949796,299.708146648,1840.15486074,7.26813196895,10.6564757627,288.613,2022,299.537,0.929228,300.064
300.05490279,151.491545873,400.928576602,224.746520049,305.125194616,140.457,911.28899889,2023,227.267579585,-307.694,446.388,1066.40920914,300.149351934,2018.36623141,7.14507229248,4.05002443206,288.652,2023,300.037,0.94153,300.43
298.801028833,142.61162657,568.137765712,224.966200513,113.828436103,140.507,723.877615319,2024,224.908773582,-306.238,525.289,1094.16860024,298.90257708,2677.37851439,7.60896462168,4.13076680392,288.725,2024,298.776,0.949213,299.209
299.368795345,103.90523979,383.747553794,216.811611492,283.63694719,140.486,424.414100049,2025,127.883415041,-306.928,412.109,973.594460473,299.45685249,1950.29718418,6.99221010747,4.24421090793,288.736,2025,299.397,0.928286,299.832
299.826994141,136.052437433,726.924945889,215.325521399,22.8591959702,140.549,675.727551845,2026,201.604030665,-307.194,474.956,1112.9368543,299.930177515,2626.95278714,7.33013043073,3.96873463383,288.773,2026,299.81,0.951403,300.181
299.206170193,208.278594594,604.508121424,231.763305662,424.323335444,140.608,880.963790984,2027,258.92597473,-306.345,479.4,1027.63828313,299.309531968,3195.28049988,7.22046155792,4.17861537598,288.838,2027,299.193,0.944681,299.581
299.402745548,281.692883929,108.764745958,207.808591595,392.735215092,140.603,651.282960566,2028,274.645971074,-306.585,469.86,522.405820281,299.522586865,1134.92027318,7.38711228265,7.48882159663,288.927,2028,299.401,0.936876,299.807
299.009204901,221.153432964,965.049299322,197.165530543,137.075130186,140.563,1221.09587879,2029,354.255482069,-306.377,477.934,1141.84596126,299.129344888,2930.35839065,7.39164897104,4.32568662675,288.997,2029,299.012,0.939186,299.462
297.656463683,248.069280255,720.62201871,235.710392093,674.605908712,140.607,1449.3960884,2030,443.86320651,-305.074,473.201,1460.29800468,297.748420502,3017.21714007,7.29932306201,4.71483340897,289.07,2030,297.655,0.958686,298.042
298.939630941,245.83992788,741.798153904,258.082600168,1158.45378536,140.634,860.387606667,2031,262.936741382,-306.215,457.579,2042.31160038,299.020181501,3368.78364454,7.25100580824,6.37329129782,289.071,2031,298.924,0.961652,299.276
