StdEsReturn,AverageQLoss,AverageAbsQ,AverageAbsQYDiff,AverageY,AverageQ,Epoch,PolicyRegParamNorm,AverageEsReturn,AverageAction,Iteration,MinEsReturn,MaxReturn,QFunRegParamNorm,MaxEsReturn,AveragePolicySurr,MinReturn,StdReturn,AverageReturn,AverageDiscountedReturn,AverageAbsY
4.16740716971,27.247,1.57611,4.70765181569,3.22069190986,-1.48696,9,11.709,-4.0898975494,0.206369,9,-16.0081246806,-1.67590927073,11.4913,29.3516647738,0.762319,-4.76595800259,0.550656931593,-3.58099999829,-1.82115080634,3.22818183748
3.23472279833,0.453357,1.58799,0.403396159961,1.60267556831,1.5757,10,12.463,-8.63005365209,0.999951,10,-19.3844400612,-8.05170731704,11.6922,2.33494307604,-2.09789,-8.43950234547,0.0667199619447,-8.25600325121,-7.97252448556,1.62098705696
1.6550770429,0.0575332,1.35662,0.176372696852,1.34012195153,1.3343,11,12.819,-7.74982526965,0.999867,11,-16.2991538691,-8.34196619805,11.7993,0.750981654996,-1.66549,-8.68502487902,0.0638070665894,-8.51549616013,-8.21976605298,1.36152237865
1.73118183442,0.0278426,1.30353,0.125428251355,1.27042462025,1.26851,12,13.0837,-8.01396083675,0.999999,12,-19.1868974899,-8.03108523052,11.9095,-4.39282574109,-1.37561,-8.44998884079,0.0680240387124,-8.25581036542,-7.97232151091,1.30319258701
1.49405454011,0.0187529,1.06883,0.104647454057,0.963142280028,0.962795,13,13.3111,-7.87292980522,0.999999,13,-16.6486406019,-8.0611815316,11.9919,-4.41755596195,-0.91503,-8.4371963634,0.0664619087824,-8.2570488617,-7.97353573005,1.06943106181
3.5106465243,0.0165966,0.814339,0.0978405296875,0.531831711745,0.531865,14,14.048,-9.044373254,0.999092,14,-21.0193882056,-15.6136548725,12.1307,0.727140951795,-0.533867,-18.102853216,0.421508248007,-16.8348880041,-14.0779854977,0.816251001978
66.8651085061,0.0126963,0.781449,0.0840791382281,0.642192614883,0.640798,15,14.3388,22.6660624847,0.994836,15,-49.0076922269,10.7901954848,12.2395,164.637153496,-0.887017,7.31024203957,0.976577633962,8.87250824013,5.76395404996,0.783560339333
43.2658040195,0.0113093,0.849011,0.0765972818458,0.722158450912,0.721596,16,14.6627,1.78343708455,0.998919,16,-45.9455604658,2.55487883672,12.4618,118.266558792,-0.955941,-16.7905633054,3.53708835305,-14.7271313193,-12.8850070613,0.85019078258
8.61798360348,0.0138103,0.884011,0.0837520807828,0.754547602469,0.753876,17,14.7868,-11.8845717776,0.985875,17,-30.5841296671,-51.230234912,12.8053,5.94922145374,-1.01786,-86.4585537118,8.43053919718,-71.6796833099,-28.3511810036,0.885778901687
14.8068720482,0.0158173,0.950056,0.0887818109001,0.82339261513,0.822851,18,15.0958,-24.0706081274,0.954028,18,-44.9664106864,-6.76021132666,13.208,6.7202854198,-1.22314,-33.7249544084,8.47847863927,-16.9925407063,-7.82062239157,0.953144241049
157.803184095,0.0186286,1.18762,0.0947764061963,1.09758621792,1.0964,19,15.603,115.656861622,0.929974,19,-23.5069568864,143.219724762,13.6727,349.067178217,-1.54121,51.0186932446,20.0527606122,78.3974219602,56.922227965,1.19062405026
115.587902255,0.0211971,1.42969,0.0947279220849,1.35946485389,1.35862,20,15.8233,223.341440381,0.964626,20,65.8810545398,126.276112296,14.1706,357.117074263,-1.79331,54.4496272981,18.7335415646,85.8131965964,60.4376037185,1.43220808645
84.8829544623,0.0261886,1.64677,0.101000427382,1.58781560218,1.58699,21,16.1683,157.441306098,0.993081,21,67.2917416893,356.036262537,14.7451,268.455159012,-1.9938,295.051294046,12.6667554728,320.116968807,113.389073354,1.64883400903
107.717851232,0.0276374,1.83492,0.105022701309,1.77944680591,1.77863,22,16.7873,229.547109765,0.944021,22,41.2918277705,616.459295614,15.3257,335.802547653,-2.16454,168.401014405,72.3730377094,341.122347234,107.893152776,1.8371490088
114.607744033,0.0337416,2.00256,0.107919645056,1.95373930206,1.95298,23,17.3287,198.243764387,0.765933,23,20.7165602651,469.122244558,15.9512,366.01681933,-2.31688,162.20899085,60.3530064537,329.34418292,104.376657046,2.00462070869
87.2421760323,0.0344615,2.12615,0.110196650474,2.0772215209,2.07658,24,18.0968,104.294184728,0.747025,24,35.0198171173,445.071809461,16.4991,253.186335051,-2.43913,34.2740038899,57.6162677827,73.034423147,51.7546888649,2.1280177408
89.9059613065,0.0416215,2.25331,0.121629821062,2.2040706489,2.20334,25,18.8882,45.0009829211,0.941993,25,-5.61201899691,-3.65552872223,17.1371,269.322048166,-2.76619,-7.6716892536,0.820830417223,-5.38328023534,-4.10711750573,2.25513359902
40.2922386989,0.074538,2.67568,0.170913115415,2.63693230133,2.63417,26,19.4674,6.29753424075,0.925978,26,-10.8814876392,349.23544235,17.5582,204.142710481,-3.14164,-20.6375149279,66.060088994,16.6135139822,19.7543916617,2.67982009689
91.5808954508,0.0675813,2.79331,0.146108382645,2.75504101647,2.75411,27,19.688,39.7303960261,0.911563,27,-21.6007049204,68.0606865634,18.0023,262.109800255,-3.21669,-1.88044766335,13.705991243,11.9879587497,17.6335407045,2.79528002543
99.2266253706,0.0577376,2.92539,0.132209243571,2.88993361467,2.88884,28,19.9475,127.306941584,0.88671,28,45.0551125965,560.003483113,18.4702,322.147737162,-3.31059,52.0367850425,183.602972158,247.753254112,79.0157409769,2.92736656752
117.741419217,0.0578213,3.05541,0.129494683935,3.01933462401,3.01837,29,20.3134,208.904969428,0.963414,29,74.4711532941,315.038448306,18.9582,381.552296107,-3.41526,169.265970058,31.3508116904,246.261198581,115.567091328,3.05673301554
90.528686782,0.0618908,3.14606,0.132671884724,3.11240602489,3.11129,30,20.6884,176.325145134,0.952308,30,25.8414659032,531.475157588,19.4601,336.492016671,-3.47218,31.3576087923,99.8829836184,225.197735191,92.3752894717,3.14784057155
110.55069786,0.061934,3.26164,0.133529038121,3.23142169171,3.23087,31,21.1118,117.142022341,0.859554,31,-14.9606622949,1055.76101008,19.9274,264.004418826,-3.60523,7.2489260961,238.756039674,565.290721638,77.8341689379,3.26307169226
150.129963301,0.0654606,3.3834,0.139406181499,3.35264868691,3.35171,32,21.5421,462.865572012,0.870221,32,274.806971872,553.333840541,20.4113,694.865559256,-3.70173,17.0540558377,178.850357446,179.625272099,68.9495100245,3.3846823462
59.8379256862,0.0656613,3.47725,0.140659723023,3.44788023977,3.44734,33,21.8328,20.3127293783,0.878359,33,-50.4926593344,381.728383491,20.9107,133.157077609,-3.81038,108.905173051,43.5270179389,267.457864448,100.782248996,3.47783423798
