StdEsReturn,Iteration,QFunRegParamNorm,Epoch,MaxReturn,AverageReturn,AverageEsReturn,AverageAbsQYDiff,StdReturn,AverageAction,MinEsReturn,PolicyRegParamNorm,AveragePolicySurr,MaxEsReturn,AverageY,MinReturn,AverageQLoss,AverageAbsY,AverageDiscountedReturn,AverageAbsQ,AverageQ
0.0,235,69.7699,235,3120.26218788,2728.88647669,1628.21391859,2.01956956514,216.721476529,0.897501,1628.21391859,61.7956,-169.356,1628.21391859,167.883192801,2252.1197653,29.561,167.883560231,219.834770762,167.876,167.876
0.0,236,69.9414,236,3905.55631355,3433.87596208,1695.46624093,2.00580930085,849.288207784,0.913247,1695.46624093,62.0249,-170.133,1695.46624093,168.639737376,900.044071775,31.2753,168.639852622,297.80936818,168.631,168.631
0.0,237,70.1317,237,2935.8163683,2649.87407494,1900.81657551,1.99819506956,583.680548536,0.90717,1900.81657551,62.1975,-171.296,1900.81657551,169.84046732,905.941207556,30.3064,169.840689537,227.762763387,169.835,169.835
0.0,238,70.3254,238,3374.32458995,2679.33344823,1778.15957498,2.03645000277,560.432755281,0.917034,1778.15957498,62.3669,-171.764,1778.15957498,170.247951891,1710.17931465,31.121,170.248231322,242.02230974,170.238,170.238
0.0,239,70.4823,239,3711.08723546,2828.1370142,1843.38112846,1.95392595645,935.548147595,0.900892,1843.38112846,62.5083,-172.685,1843.38112846,171.204698324,700.406389166,27.2734,171.20505788,277.914943888,171.201,171.201
0.0,240,70.7159,240,3370.62249577,3159.5559788,1736.78589869,2.05490706471,291.053961289,0.914937,1736.78589869,62.663,-173.376,1736.78589869,171.913712465,2311.1229351,35.6731,171.913922261,261.874754881,171.902,171.902
0.0,241,70.8522,241,3602.67822963,3241.51861837,1807.92232391,2.05597317148,249.37511811,0.923486,1807.92232391,62.8187,-174.066,1807.92232391,172.561143614,2679.10898517,33.3838,172.561414004,258.93300358,172.55,172.55
0.0,242,71.011,242,3578.40007113,3280.66674859,1901.99200453,1.99982572904,172.893706736,0.931964,1901.99200453,62.9423,-175.373,1901.99200453,173.836117229,2952.92805957,28.8969,173.83630929,273.13129699,173.831,173.831
0.0,243,71.2128,243,3735.48136976,3525.96079114,1910.80991632,1.99296452932,104.102367429,0.934974,1910.80991632,63.0131,-175.804,1910.80991632,174.2777909,3363.80607758,28.5214,174.278089151,290.592713073,174.272,174.272
0.0,244,71.3531,244,3477.49424938,3301.63347946,2120.45422512,2.08282634092,126.911771927,0.929698,2120.45422512,63.1774,-176.841,2120.45422512,175.368600967,3013.38972429,33.1458,175.368963473,273.137234746,175.361,175.361
0.0,245,71.4891,245,3480.9870069,2535.61173426,1805.0207013,2.02832560064,1056.55504202,0.917925,1805.0207013,63.2871,-177.443,1805.0207013,175.928116816,643.190191587,31.4366,175.928443126,249.082380689,175.918,175.918
0.0,246,71.6238,246,3688.55552822,3528.4924313,1959.8738817,1.90884035136,102.745750585,0.923248,1959.8738817,63.4679,-178.64,1959.8738817,177.153397331,3401.66845027,23.4211,177.153503579,268.996175591,177.146,177.146
0.0,247,71.7614,247,3469.04083675,3280.72623751,1387.33924118,1.98467620555,170.761535899,0.918885,1387.33924118,63.6416,-179.445,1387.33924118,177.943725678,2840.89483212,31.1129,177.943906295,271.696874558,177.942,177.942
0.0,248,71.932,248,3254.56840839,2931.22155627,1437.85363861,2.09457793865,608.018073992,0.924924,1437.85363861,63.6842,-180.14,1437.85363861,178.6716098,1117.23007696,34.8456,178.671904886,250.360309989,178.658,178.658
0.0,249,72.0642,249,3735.49839272,3116.3504555,1642.11232314,2.02853525508,708.908081323,0.918236,1642.11232314,63.8536,-180.585,1642.11232314,179.136214463,1632.80770571,32.1523,179.136339354,264.285484627,179.127,179.127
0.0,250,72.2584,250,2971.66865631,2559.69584519,733.592821121,2.04435728414,504.772269702,0.921324,733.592821121,63.946,-181.08,733.592821121,179.630672021,1362.6594977,30.3187,179.630912865,239.895616937,179.623,179.623
0.0,251,72.4399,251,3387.9718822,3158.66770676,1923.25473617,2.04646983858,162.895143031,0.933538,1923.25473617,64.0567,-181.465,1923.25473617,180.033089194,2872.95256718,31.3298,180.033402691,248.151243391,180.024,180.024
0.0,252,72.6332,252,3817.66332154,3417.24416561,1828.91819719,2.02764376454,515.617748559,0.928341,1828.91819719,64.2651,-182.217,1828.91819719,180.753016425,2062.95288037,33.1121,180.753140879,302.612565243,180.747,180.747
0.0,253,72.8523,253,3686.44651762,3349.65074804,2009.08912026,2.0641684311,590.866689321,0.92567,2009.08912026,64.4247,-182.916,2009.08912026,181.424425211,1591.37603755,35.6502,181.424689861,274.005602916,181.414,181.414
0.0,254,72.9959,254,3421.10939421,2998.7671534,2091.45313311,2.06646469705,485.599116502,0.934858,2091.45313311,64.5396,-184.172,2091.45313311,182.566464246,1634.19014158,33.6709,182.566750271,248.301697929,182.561,182.561
0.0,255,73.187,255,3073.40728385,2866.01474948,2105.10960201,2.12424897388,128.066523879,0.928681,2105.10960201,64.549,-185.356,2105.10960201,183.816687832,2636.02179437,38.7665,183.816837678,219.646860067,183.81,183.81
0.0,256,73.3074,256,3667.32143746,2792.61158054,1973.78592176,2.0569462058,961.708154188,0.92163,1973.78592176,64.6813,-185.665,1973.78592176,184.146488058,909.12862857,34.371,184.146698778,258.051024518,184.14,184.14
0.0,257,73.5469,257,3378.58538821,2890.11241586,1894.29868738,2.30518015522,304.028668644,0.92913,1894.29868738,64.7283,-186.021,1894.29868738,184.526683123,2214.90493101,50.007,184.526805673,228.533502099,184.514,184.514
0.0,258,73.754,258,3146.31873855,3007.51088453,1763.42137969,2.14790907578,86.7541483597,0.933722,1763.42137969,64.8642,-187.378,1763.42137969,185.873434073,2889.51135812,37.7644,185.87367948,252.77452129,185.866,185.866
0.0,259,73.9414,259,3379.09949075,3182.80264863,1613.99007928,2.13716375501,124.945658471,0.934929,1613.99007928,64.939,-187.845,1613.99007928,186.376978615,2964.34109203,38.7444,186.377245054,267.490423606,186.368,186.368
0.0,260,74.1603,260,3399.38902662,3016.12952424,1639.17645139,2.15217124972,513.54586053,0.921498,1639.17645139,65.1801,-188.869,1639.17645139,187.395996154,1541.60025324,40.0981,187.396207199,262.864162146,187.391,187.391
0.0,261,74.389,261,3190.62123715,2705.05820163,1788.51563066,2.18960100797,527.090833456,0.932153,1788.51563066,65.3758,-189.353,1788.51563066,187.823541196,1663.72877326,41.2582,187.823763629,261.23974491,187.815,187.815
0.0,262,74.6235,262,3559.59571823,3389.26419386,1856.51533801,2.28074728292,108.924040823,0.941927,1856.51533801,65.5389,-190.26,1856.51533801,188.796102108,3197.66232173,49.1674,188.796323168,275.307336423,188.786,188.786
0.0,263,74.7831,263,3226.5902383,3073.18147041,1811.78499002,2.1392313221,119.986982286,0.94335,1811.78499002,65.5847,-190.7,1811.78499002,189.202105351,2753.91774504,39.092,189.202433204,257.650046888,189.193,189.193
0.0,264,74.9639,264,3682.15164396,3111.73229349,1724.19202429,2.12726729899,986.624932349,0.903226,1724.19202429,65.727,-191.53,1724.19202429,190.019744833,579.971196626,38.6745,190.019921275,278.148116798,190.013,190.013
0.0,265,75.1318,265,3696.20993978,3464.14883663,1882.98623356,2.22713614594,162.336724553,0.928138,1882.98623356,65.9153,-191.907,1882.98623356,190.454884133,3209.16550352,41.644,190.455178579,282.586341818,190.445,190.445
0.0,266,75.301,266,3271.48814732,2835.61521434,1882.18939803,2.20104038223,669.199311103,0.926103,1882.18939803,66.1576,-192.934,1882.18939803,191.479088955,921.641440966,44.4395,191.47926741,242.649172675,191.472,191.472
0.0,267,75.4415,267,2715.4482291,2607.4673249,1558.07220892,2.17098896849,104.94075784,0.941243,1558.07220892,66.2112,-193.46,1558.07220892,191.961948399,2338.39812695,44.4207,191.962166314,217.487263573,191.956,191.956
0.0,268,75.5777,268,3413.2184904,3243.49644449,1667.70660541,2.14236423306,88.7070314275,0.93336,1667.70660541,66.3549,-193.528,1667.70660541,192.016113219,3113.59684296,40.1826,192.01629015,266.421283784,192.005,192.005
0.0,269,75.7537,269,3333.8191937,3207.17098303,1706.51944246,2.16979199051,112.974025612,0.921749,1706.51944246,66.4315,-194.451,1706.51944246,192.953322408,3002.66339394,42.659,192.95358545,259.90645875,192.948,192.948
0.0,270,75.9283,270,3807.68544524,3585.28823799,1250.82514646,2.05142082592,205.548055216,0.927327,1250.82514646,66.5435,-195.486,1250.82514646,193.993606611,3132.37784102,30.9723,193.993683769,298.875001302,193.987,193.987
0.0,271,76.0505,271,3964.93051803,3119.4602171,1829.64323557,2.12855441305,950.269141867,0.914516,1829.64323557,66.7096,-195.912,1829.64323557,194.451424968,1351.67530633,34.4582,194.451671959,299.533827506,194.444,194.444
0.0,272,76.2006,272,3699.62404232,3295.51015998,1888.9590773,2.16992048217,813.100019041,0.93551,1888.9590773,66.8273,-196.099,1888.9590773,194.491463731,872.570078295,38.8965,194.491590569,281.957905358,194.482,194.482
0.0,273,76.3633,273,3524.5726443,3381.04997348,2181.23412552,2.21931139871,111.484508532,0.947575,2181.23412552,66.9862,-197.084,2181.23412552,195.518397841,3111.88701457,52.9899,195.518613336,280.519981726,195.511,195.511
0.0,274,76.5241,274,3663.62691813,3379.02687343,1798.39827336,2.12395960795,151.769971935,0.942734,1798.39827336,67.0873,-197.598,1798.39827336,196.066267758,3165.36703685,36.8149,196.066513737,266.406614188,196.063,196.063
0.0,275,76.6555,275,3409.06888271,2670.98060436,1703.46232968,2.06325434262,1094.59594364,0.922083,1703.46232968,67.2545,-198.979,1703.46232968,197.428706092,-126.869524739,35.6519,197.428942836,250.448177452,197.418,197.418
0.0,276,76.8265,276,3179.2778675,3062.17854477,1857.89269791,2.20344240549,90.1007453334,0.930465,1857.89269791,67.2946,-199.023,1857.89269791,197.528717834,2873.30885038,44.0517,197.528814759,257.619517001,197.522,197.522
0.0,277,76.9254,277,3640.34379435,2873.49460758,1745.85738762,2.10867972799,903.056526552,0.913574,1745.85738762,67.4606,-200.001,1745.85738762,198.560124373,1022.62277618,36.5965,198.560301482,253.838384274,198.555,198.555
0.0,278,77.1386,278,3414.53927488,3254.69250336,1617.83268447,2.17973677996,81.8383176273,0.938282,1617.83268447,67.5355,-200.672,1617.83268447,199.161269301,3089.39093036,43.2409,199.161416719,268.250035704,199.155,199.155
0.0,279,77.3137,279,3614.40445831,3445.8537152,1784.50575788,2.07349508766,117.992823762,0.937401,1784.50575788,67.6577,-200.757,1784.50575788,199.228807825,3259.67373464,33.5182,199.228960598,284.201173806,199.218,199.218
0.0,280,77.4818,280,3137.47657431,3004.77751442,1849.6960586,2.10269918376,74.1456007438,0.941747,1849.6960586,67.7505,-201.816,1849.6960586,200.339641172,2864.31593817,35.8854,200.339790574,251.366565684,200.338,200.338
0.0,281,77.6019,281,3496.07850053,3083.24976491,1737.7203866,2.23454228887,567.404709813,0.926906,1737.7203866,67.9651,-202.837,1737.7203866,201.340093101,1428.64150853,47.3526,201.3402707,257.489308142,201.331,201.331
0.0,282,77.784,282,3454.92100698,3122.75107173,1904.31445524,2.2091938357,202.661817827,0.943872,1904.31445524,68.0971,-202.758,1904.31445524,201.212984436,2776.67259504,40.4726,201.213149814,266.579266317,201.202,201.202
0.0,283,77.9544,283,3456.13914546,3323.49496246,506.725263583,2.23582959451,106.33487495,0.936842,506.725263583,68.1778,-203.441,506.725263583,201.888828762,3115.05787291,48.3963,201.889040465,277.660539351,201.884,201.884
0.0,284,78.1193,284,3287.22250503,3117.87065285,1852.29355163,2.05776201044,79.3867828101,0.935449,1852.29355163,68.2666,-203.441,1852.29355163,201.927574217,3019.10015583,35.8095,201.927821697,256.746680679,201.921,201.921
0.0,285,78.3356,285,3876.48049989,3708.15511393,1983.25295812,2.22381116908,93.7291613243,0.936173,1983.25295812,68.3526,-204.5,1983.25295812,202.960611567,3556.5633093,41.9352,202.960863083,296.950267215,202.95,202.95
0.0,286,78.5123,286,3441.44985833,3032.59855884,2148.89204972,2.26379466669,760.495880638,0.931519,2148.89204972,68.4626,-204.488,2148.89204972,202.917780341,761.41540558,51.3075,202.917994659,263.553689926,202.911,202.911
0.0,287,78.6562,287,3212.92897473,3136.82727856,1936.52936247,2.17265373347,67.4885877738,0.938985,1936.52936247,68.653,-205.426,1936.52936247,203.894746322,2991.9465261,42.7481,203.8949482,245.539290069,203.884,203.884
0.0,288,78.8512,288,3524.95451163,3393.64421855,1609.98277921,2.18546043525,80.8833668785,0.937792,1609.98277921,68.7635,-205.732,1609.98277921,204.208299828,3272.08490932,42.6897,204.208460671,281.592843494,204.202,204.202
0.0,289,79.028,289,3683.4868918,3530.00937516,1870.47570185,2.14433029075,68.5278234838,0.927644,1870.47570185,68.8072,-206.979,1870.47570185,205.440914337,3430.38670033,40.664,205.44114882,283.06688116,205.429,205.429
0.0,290,79.1768,290,3941.58486156,3174.88364541,1893.84415995,2.28764541361,1148.80829251,0.917238,1893.84415995,68.8847,-207.404,1893.84415995,205.868300553,339.715841338,55.0979,205.868428746,295.620753565,205.859,205.859
0.0,291,79.2983,291,3523.12944248,3032.15907518,2041.50001507,2.10069019526,783.020528953,0.929164,2041.50001507,69.0353,-208.429,2041.50001507,206.891076645,1030.98008934,34.68,206.891303717,269.486772648,206.889,206.889
0.0,292,79.422,292,3801.04842768,3631.7697356,1454.17634289,2.10886110312,114.833354182,0.912841,1454.17634289,69.1255,-208.337,1454.17634289,206.81134254,3427.23354382,37.2036,206.811538021,297.488902984,206.806,206.806
0.0,293,79.7028,293,3468.63952296,3297.00182563,1995.05603821,2.24679662689,181.684217876,0.933407,1995.05603821,69.266,-209.327,1995.05603821,207.74257671,2906.04194001,48.1688,207.742697085,268.0209304,207.733,207.733
0.0,294,79.8725,294,3665.63459685,3290.42926661,1865.72770323,2.12964804785,645.943507891,0.929203,1865.72770323,69.395,-209.25,1865.72770323,207.668302007,1762.43685146,36.8135,207.668526314,291.345718477,207.664,207.664
0.0,295,80.0122,295,3645.39737117,3003.71502764,1974.63420123,2.20447166391,763.010827263,0.922742,1974.63420123,69.4316,-209.958,1974.63420123,208.38882231,1805.77480098,41.0164,208.388962253,285.902222554,208.384,208.384
0.0,296,80.198,296,3203.74574979,2695.93441692,2222.02157429,2.12594270195,937.780199732,0.930097,2222.02157429,69.5289,-210.46,2222.02157429,208.988299548,81.7374051947,35.137,208.988466128,254.244166615,208.985,208.985
0.0,297,80.3345,297,3596.99983969,2487.93360635,1532.70700774,2.30339389634,1004.67976719,0.919771,1532.70700774,69.6725,-211.771,1532.70700774,210.265374752,494.697945155,49.1927,210.26554367,272.103585032,210.252,210.252
0.0,298,80.5372,298,3619.84744984,2652.27358256,1834.26555636,2.13042902381,1130.66723059,0.91572,1834.26555636,69.8299,-211.86,1834.26555636,210.313815307,859.31781787,34.4338,210.313973652,273.766934108,210.309,210.309
0.0,299,80.7013,299,3511.62548243,3322.93302158,1469.05837179,2.26758009815,97.3044602548,0.932306,1469.05837179,70.0218,-212.076,1469.05837179,210.457433071,3188.03960376,46.0343,210.457629265,268.474588348,210.449,210.449
0.0,300,80.8494,300,3675.98476975,3365.13093251,1970.99445541,2.31902659551,159.985300124,0.943568,1970.99445541,70.1607,-213.421,1970.99445541,211.814070917,3083.64325815,54.5291,211.814284109,268.47002742,211.811,211.811
0.0,301,80.9269,301,3746.60226539,2998.0903781,770.909553889,2.22462266759,883.631702019,0.93122,770.909553889,70.3003,-212.643,770.909553889,211.059375459,1006.4711311,42.2185,211.059529577,285.102250267,211.053,211.053
0.0,302,81.0657,302,3853.01858554,3002.77827372,2061.3726529,2.35934149176,1107.48841372,0.925275,2061.3726529,70.4719,-213.007,2061.3726529,211.370029844,736.309348914,54.4647,211.370323632,289.415516129,211.362,211.362
0.0,303,81.2573,303,3512.13852021,3402.5508942,2096.28252772,2.32727639749,100.100788745,0.919086,2096.28252772,70.5729,-214.575,2096.28252772,212.949510622,3201.22380432,53.3298,212.94973254,279.519978672,212.938,212.938
0.0,304,81.5009,304,3493.46043645,3277.57960165,1914.50563966,2.3454397576,138.369651933,0.939064,1914.50563966,70.7376,-215.293,1914.50563966,213.708295892,3029.54795103,50.8637,213.708412412,257.653477472,213.699,213.699
0.0,305,81.6299,305,3396.07982854,3276.86096909,1797.68552207,2.32718334288,74.6903369461,0.940168,1797.68552207,70.9423,-215.978,1797.68552207,214.394096687,3181.4393706,50.4876,214.394250621,257.313040808,214.387,214.387
0.0,306,81.8003,306,3574.65554081,3298.12939812,2042.82109032,2.33947127069,277.878396244,0.934007,2042.82109032,71.0897,-217.147,2042.82109032,215.513361914,2661.79052786,48.2687,215.51360322,276.70133543,215.506,215.506
0.0,307,81.9857,307,3554.19354861,3433.9027989,2219.34433907,2.34553364006,105.435913149,0.931831,2219.34433907,71.1433,-216.917,2219.34433907,215.320867209,3240.49165174,53.802,215.32116192,281.100666973,215.319,215.319
0.0,308,82.1843,308,3660.69007553,3448.71492843,2079.79638749,2.35457513101,106.692505404,0.932183,2079.79638749,71.2352,-217.847,2079.79638749,216.257600849,3248.6811812,56.1325,216.257883758,279.136935099,216.244,216.244
0.0,309,82.3046,309,3597.71976448,3439.85582059,1893.68160714,2.2676447462,113.907045536,0.934802,1893.68160714,71.389,-218.344,1893.68160714,216.716664781,3188.36963594,45.5719,216.716846891,272.927914134,216.709,216.709
0.0,310,82.4862,310,3952.79314599,2618.07683485,2080.44310747,2.37427871681,1409.46626709,0.918044,2080.44310747,71.4946,-218.732,2080.44310747,217.052223762,21.3924209797,59.6938,217.052308945,293.899395417,217.039,217.039
0.0,311,82.5609,311,3525.50090743,3390.04812969,1823.27288855,2.21244573003,96.6537040447,0.933349,1823.27288855,71.5078,-220.14,1823.27288855,218.523675125,3252.52961522,41.8647,218.523815705,282.739703815,218.523,218.523
0.0,312,82.708,312,3538.99107914,3339.28273828,907.900111556,2.24402037745,140.830538822,0.939292,907.900111556,71.5863,-219.77,907.900111556,218.192668081,3022.81477381,42.0219,218.192837208,276.442942877,218.186,218.186
0.0,313,82.8695,313,3640.37893526,3536.56543263,1841.40438689,2.29360108873,80.3289248927,0.951196,1841.40438689,71.6316,-220.525,1841.40438689,219.043249127,3428.38282444,48.2842,219.043439959,288.877921519,219.035,219.035
0.0,314,83.0458,314,3604.97552714,3235.64877322,1777.77440096,2.32675410107,713.277944265,0.940751,1777.77440096,71.8414,-219.758,1777.77440096,218.162048108,1112.7693195,50.9323,218.162445891,280.62962922,218.156,218.156
0.0,315,83.2427,315,3655.77265839,3514.27589192,2143.55235206,2.29072281695,103.246799093,0.952673,2143.55235206,71.9564,-221.261,2143.55235206,219.593427584,3337.09122666,48.4156,219.593652747,283.736259357,219.588,219.588
0.0,316,83.445,316,3818.77622556,3721.16951988,1870.69645379,2.26819045966,72.6309082912,0.926793,1870.69645379,72.127,-221.927,1870.69645379,220.294813946,3562.79287532,49.18,220.294929237,306.532467102,220.284,220.284
0.0,317,83.5916,317,3257.86087595,3012.34801137,2026.30812837,2.33857383615,305.984770621,0.938219,2026.30812837,72.348,-222.812,2026.30812837,221.170438802,2133.77182784,52.9173,221.170623183,256.948398869,221.164,221.164
0.0,318,83.7786,318,3273.84681477,2826.12760701,2340.09081838,2.46264814654,706.299986574,0.933222,2340.09081838,72.5096,-223.103,2340.09081838,221.438197052,728.925933788,68.6775,221.438374733,246.385427792,221.431,221.431
0.0,319,83.9488,319,2710.73274137,2524.2161755,1942.68406663,2.40163482771,96.0707056869,0.937733,1942.68406663,72.5921,-223.385,1942.68406663,221.815077972,2408.07437928,59.1747,221.815367804,225.043014561,221.806,221.806
0.0,320,84.1321,320,2732.85544112,2571.67673113,1846.39251296,2.3328465006,98.0190969917,0.934781,1846.39251296,72.702,-223.578,1846.39251296,222.067435613,2360.42053093,54.6903,222.067601271,213.379288984,222.056,222.056
0.0,321,84.2916,321,3164.21581655,3028.99884751,1594.13609262,2.25909553461,74.2449601535,0.932837,1594.13609262,72.8097,-224.374,1594.13609262,222.836143692,2882.1400179,45.181,222.836351032,243.768115985,222.825,222.825
0.0,322,84.4223,322,3289.77373447,2534.97539455,700.34069736,2.33825266872,1052.59853694,0.912143,700.34069736,73.0025,-224.521,700.34069736,222.997750548,525.954813197,53.7218,222.997855702,241.098989281,222.998,222.998
0.0,323,84.6327,323,2992.41110737,2891.85643148,1986.89446966,2.38431037401,110.145241539,0.931099,1986.89446966,73.0828,-225.284,1986.89446966,223.764560739,2670.54572322,56.6449,223.764724174,255.434563276,223.756,223.756
0.0,324,84.7681,324,3181.10789846,2948.0197865,1740.9639584,2.23287446151,154.859345923,0.930634,1740.9639584,73.1889,-225.07,1740.9639584,223.56883446,2726.24334512,45.0889,223.569002521,250.476555826,223.564,223.564
0.0,325,84.9226,325,3329.96199722,3143.68585574,1986.15198731,2.56680945319,122.443315351,0.942397,1986.15198731,73.3992,-225.825,1986.15198731,224.27816635,2941.94025819,73.6684,224.278407205,246.068031183,224.264,224.264
0.0,326,85.0741,326,3354.85030322,2436.2030952,260.951971896,2.21743868615,933.939313421,0.932193,260.951971896,73.5013,-225.534,260.951971896,224.030278687,627.863904118,42.2267,224.030387592,229.8957626,224.028,224.028
0.0,327,85.27,327,3013.9317784,2413.52027712,1768.94259751,2.43860860398,767.960446198,0.934755,1768.94259751,73.5988,-226.662,1768.94259751,225.091474254,896.472932294,61.154,225.091626106,228.583834592,225.079,225.079
0.0,328,85.4221,328,3425.19477787,2988.07535516,1822.65120573,2.32029793597,622.002041408,0.94297,1822.65120573,73.7255,-227.064,1822.65120573,225.503170475,1150.25063201,53.0228,225.503424104,251.024954107,225.492,225.492
0.0,329,85.6599,329,3127.47490663,2513.54598915,2079.4980957,2.32874058574,696.475939943,0.933442,2079.4980957,73.7461,-227.864,2079.4980957,226.276806921,993.48973209,52.9391,226.276948071,248.177965052,226.274,226.274
0.0,330,85.9209,330,3475.85042896,3162.60745877,2028.33010902,2.29316563349,151.601087587,0.940766,2028.33010902,73.7693,-227.704,2028.33010902,226.19222168,2875.81017785,50.1433,226.192403032,257.633953066,226.183,226.183
0.0,331,86.0489,331,3288.43139114,2949.12372224,330.855782807,2.29225904545,466.371489038,0.930516,330.855782807,73.9305,-226.854,330.855782807,225.361633317,1573.08316576,56.6411,225.361816417,266.175618679,225.355,225.355
0.0,332,86.1919,332,3670.17651359,3451.35936736,1970.85376982,2.29128929147,122.714499112,0.935188,1970.85376982,74.0179,-227.775,1970.85376982,226.288686357,3286.96783138,52.8103,226.288898511,281.938824513,226.285,226.285
0.0,333,86.3306,333,3148.8406607,2764.57412981,1558.16540715,2.31179609223,607.959392917,0.935942,1558.16540715,74.0193,-228.007,1558.16540715,226.514146162,964.279550377,59.2358,226.514281786,253.931131404,226.503,226.503
0.0,334,86.5174,334,3570.53398172,3077.48552169,1462.33177359,2.24597822131,823.024468992,0.938725,1462.33177359,74.0987,-228.733,1462.33177359,227.230027654,624.581932877,46.9395,227.230174839,271.815467762,227.225,227.225
0.0,335,86.6877,335,3598.66914321,3430.99307383,1479.1919285,2.38961131766,76.0744339089,0.932358,1479.1919285,74.2483,-228.328,1479.1919285,226.850197846,3306.30465568,57.3973,226.850462214,273.496247471,226.839,226.839
0.0,336,86.7394,336,3512.09314843,2766.89803948,2047.63245311,2.2801368294,919.073469405,0.92713,2047.63245311,74.3618,-228.225,2047.63245311,226.782428995,666.508521637,56.323,226.782625672,266.771351852,226.778,226.778
0.0,337,86.8998,337,3631.17042013,3116.22613562,1934.36833084,2.34838188916,688.054812025,0.937186,1934.36833084,74.3816,-228.089,1934.36833084,226.613145184,1093.26007956,58.7529,226.613464263,274.70740484,226.605,226.605
0.0,338,87.0322,338,3425.49908041,3055.86257744,323.111163584,2.34410781301,804.990987609,0.935114,323.111163584,74.5661,-228.562,323.111163584,227.108354411,647.297135435,57.6823,227.108660185,263.637077562,227.1,227.1
0.0,339,87.2198,339,3656.91353302,2989.63356813,2056.62477807,2.42882037543,841.903038539,0.932417,2056.62477807,74.7,-229.478,2056.62477807,227.961507419,929.439881295,67.5283,227.961678203,285.983573707,227.958,227.958
0.0,340,87.4457,340,3483.87544813,2360.78867151,2271.17718332,2.39943682194,867.3060867,0.913629,2271.17718332,74.83,-229.592,2271.17718332,228.048611846,1530.73603217,64.7261,228.048823492,265.175356297,228.041,228.041
0.0,341,87.6313,341,3094.50305624,2405.08531383,1137.45418013,2.37508925162,959.686081682,0.937413,1137.45418013,75.0928,-229.519,1137.45418013,228.032127682,366.975689351,64.1099,228.032410798,240.716742236,228.019,228.019
0.0,342,87.7755,342,3310.74149925,2873.70753623,1997.96757631,2.37138708801,451.034223009,0.940244,1997.96757631,75.1966,-230.241,1997.96757631,228.672528167,2025.8996029,57.778,228.672843102,244.515115687,228.665,228.665
0.0,343,87.9119,343,3824.65164871,3430.37523695,2071.82639298,2.22949664162,473.396523688,0.924269,2071.82639298,75.1851,-231.43,2071.82639298,229.885229509,2233.9420584,41.7604,229.885395907,298.456123364,229.878,229.878
0.0,344,88.0785,344,3486.25079615,2902.5952188,2026.42673341,2.42824897042,687.559262586,0.929534,2026.42673341,75.2266,-230.628,2026.42673341,229.109831442,1142.60067717,66.39,229.109885526,265.724207446,229.104,229.104
0.0,345,88.2224,345,3615.72318619,3047.62253741,2185.95397109,2.35695008831,606.714500951,0.932134,2185.95397109,75.3521,-231.179,2185.95397109,229.736120544,1697.16837674,60.6904,229.736394365,283.052208815,229.727,229.727
0.0,346,88.363,346,3513.38369775,3335.39187057,1772.21271989,2.29140438619,112.202763787,0.93447,1772.21271989,75.4991,-231.492,1772.21271989,230.005627406,3107.42010673,50.3191,230.005844485,266.929199558,230.002,230.002
0.0,347,88.5154,347,3678.69681467,3543.8071435,1964.34565591,2.34686771355,56.7584163892,0.939983,1964.34565591,75.5722,-231.658,1964.34565591,230.141638722,3477.82544466,56.6507,230.141879542,288.951467832,230.133,230.133
0.0,348,88.69,348,3384.69933729,2555.10835936,469.434473857,2.41874280332,1106.27643833,0.947818,469.434473857,75.7401,-233.074,469.434473857,231.572672387,-329.677257157,55.8072,231.572901616,227.833908881,231.561,231.561
0.0,349,88.8559,349,3501.70406224,3074.55169158,1955.83611066,2.50412815294,426.569805219,0.941281,1955.83611066,75.8584,-232.473,1955.83611066,230.90944399,1877.29940508,78.2896,230.909792919,261.397111975,230.902,230.902
0.0,350,88.9795,350,3320.28195974,3194.10975266,2076.8231177,2.23975664645,49.032953548,0.926844,2076.8231177,75.9179,-232.653,2076.8231177,231.111555892,3135.27876725,49.9509,231.111796613,266.58324281,231.107,231.107
0.0,351,89.1211,351,3524.09816394,3234.34590803,1187.22392178,2.3416909586,369.573564844,0.930639,1187.22392178,76.0319,-233.577,1187.22392178,232.026560115,2174.92282463,58.064,232.026738312,275.014050247,232.02,232.02
0.0,352,89.361,352,3404.16183426,2943.96817076,2064.44975298,2.41169312599,819.538435857,0.925722,2064.44975298,76.0678,-233.421,2064.44975298,231.847051963,513.234889535,65.9721,231.847333792,260.424542945,231.837,231.837
0.0,353,89.5283,353,3207.94534438,3057.02421802,2105.83959928,2.33522974291,163.422609788,0.934225,2105.83959928,76.1676,-234.161,2105.83959928,232.710272015,2669.68227966,58.1837,232.710504252,269.210196528,232.706,232.706
0.0,354,89.7141,354,3511.74862703,3397.655826,1586.22964425,2.42316768333,100.129910212,0.938199,1586.22964425,76.2645,-233.986,1586.22964425,232.469672478,3202.36325452,66.2672,232.469824203,269.410694534,232.461,232.461
0.0,355,89.798,355,3320.10835094,2926.73850386,1954.08536703,2.27348635954,694.599790631,0.929732,1954.08536703,76.4203,-234.469,1954.08536703,232.998944569,870.869671758,51.3131,232.999111463,251.541085694,232.993,232.993
