AverageAbsQ,AverageAbsY,MaxReturn,AverageY,AverageReturn,MaxEsReturn,AveragePolicySurr,StdEsReturn,PolicyRegParamNorm,AverageDiscountedReturn,AverageAction,Iteration,QFunRegParamNorm,MinReturn,AverageQ,Epoch,AverageEsReturn,StdReturn,AverageQLoss,MinEsReturn,AverageAbsQYDiff
0.805839,0.8058556565,-595.605088247,0.805850632613,-598.276430737,-458.919734065,-0.80548,0.0,17.6927,-59.854467526,0.996986,35,15.8253,-601.828310355,0.80582,35,-458.919734065,2.01878511186,0.000414083,-458.919734065,0.00839398929193
0.792637,0.792707484279,-574.803115191,0.792697077278,-581.410926385,-402.660042311,-0.795619,0.0,18.1784,-57.7364906356,0.978808,36,16.1398,-590.061300379,0.792611,36,-402.660042311,5.11817679794,0.000673335,-402.660042311,0.00944631666583
0.783117,0.7832046024,-467.680590083,0.783192413172,-481.888996137,-439.984382907,-0.790897,0.0,18.7045,-50.1067615064,0.905523,37,16.4589,-491.305088339,0.783067,37,-439.984382907,7.03799325776,0.000896122,-439.984382907,0.0102357002173
0.773511,0.773514704311,20.5004682303,0.773505419687,-163.278485163,-291.957446375,-0.776796,0.0,19.3533,-7.1757356399,0.964559,38,16.6504,-474.707478999,0.773468,38,-291.957446375,127.80037128,0.000667813,-291.957446375,0.00917187186111
0.761903,0.761914574809,30.619331288,0.761901347588,-6.23086919574,-329.993850985,-0.764368,0.0,19.4825,-6.96955108518,0.953793,39,16.846,-58.0452295172,0.761874,39,-329.993850985,24.311345749,0.000573319,-329.993850985,0.00834236105741
0.749743,0.749775511144,292.804242446,0.749768103506,274.529298347,-225.428037386,-0.758012,0.0,19.6818,11.370216009,0.996569,40,17.1653,261.588519004,0.749725,40,-225.428037386,9.8496398248,0.000531638,-225.428037386,0.00832166721575
0.743822,0.74391134472,-241.432917013,0.743902956868,-328.490926053,-236.403535272,-0.750844,0.0,19.8914,-37.706489014,0.894351,41,17.4113,-370.450805865,0.743822,41,-236.403535272,33.1913861258,0.000636406,-236.403535272,0.00862325672417
0.736925,0.736948553773,-628.116937534,0.736942469507,-746.747695129,-296.767583652,-0.744007,0.0,20.2861,-75.7351681226,0.961012,42,17.6734,-928.260914479,0.736913,42,-296.767583652,79.5023277441,0.000427841,-296.767583652,0.00753842358738
0.730083,0.730087114991,-548.823960991,0.730078158071,-686.36874273,-314.173551623,-0.737338,0.0,20.8554,-80.5824079915,0.948172,43,17.9738,-912.136236778,0.730045,43,-314.173551623,110.738912832,0.000588033,-314.173551623,0.00807081213571
0.721994,0.722022705379,-425.278864586,0.722016694137,-490.116582731,-462.477956749,-0.727778,0.0,21.2462,-48.0425211498,0.953495,44,18.1841,-790.822298423,0.721987,44,-462.477956749,101.321182088,0.00043074,-462.477956749,0.00781489284543
0.712187,0.712195724839,-638.470248725,0.712186356655,-692.609631441,-466.891750103,-0.716801,0.0,21.6793,-34.4189519635,0.945497,45,18.4975,-716.21536125,0.712157,45,-466.891750103,26.6330974798,0.000621117,-466.891750103,0.00844792566603
0.704143,0.704122930961,-453.718542858,0.704114396235,-591.61495368,-431.396674175,-0.708485,0.0,21.858,-39.2824944381,0.924958,46,18.7354,-721.941468853,0.704111,46,-431.396674175,97.0860803567,0.000593175,-431.396674175,0.00809011946819
0.695828,0.695816112248,-521.112887367,0.69580362497,-556.22100532,-447.179875502,-0.700272,0.0,22.039,-44.1405064044,0.929304,47,18.9622,-591.327035402,0.69578,47,-447.179875502,24.0782296007,0.000725311,-447.179875502,0.00826170247947
0.688371,0.688389642004,-555.617104198,0.688382350861,-566.91285688,-451.713523455,-0.692738,0.0,22.2509,-45.2100664813,0.953798,48,19.167,-578.504669226,0.688371,48,-451.713523455,6.87694658772,0.000478577,-451.713523455,0.00745160221936
0.681274,0.681249471488,-446.89813105,0.681242463288,-572.849294181,-533.352159811,-0.686395,0.0,22.5265,-25.3499935427,0.978618,49,19.4104,-853.080824565,0.681246,49,-533.352159811,132.191715763,0.000483298,-533.352159811,0.00736011950694
0.675725,0.675656851686,-390.534486908,0.675649858631,-587.721239927,-492.717683965,-0.681283,0.0,22.7813,-35.9054761707,0.9331,50,19.5561,-652.88771167,0.675646,50,-492.717683965,70.7814201847,0.000512362,-492.717683965,0.00752761941514
0.671406,0.67141862119,-788.927168096,0.671409367826,-822.71845912,-442.565760864,-0.677754,0.0,23.1579,-62.4324604294,0.934905,51,19.7563,-858.887011209,0.671402,51,-442.565760864,20.3709412672,0.00053269,-442.565760864,0.00770009543852
0.665256,0.665192259026,-456.178125222,0.665180207466,-566.626982937,-331.585613955,-0.670798,0.0,23.4573,-47.8447708594,0.946993,52,19.9556,-615.919344017,0.665223,52,-331.585613955,48.0107053636,0.000614958,-331.585613955,0.00770723144951
0.658529,0.658532448696,-462.130768862,0.658523266529,-561.614327685,-482.227698488,-0.663011,0.0,23.6479,-43.0799023893,0.975294,53,20.0926,-616.423899977,0.658523,53,-482.227698488,41.4229121927,0.000486205,-482.227698488,0.00715996219341
0.650873,0.650815409102,-521.728978785,0.650808570258,-543.224743569,-320.222655045,-0.655228,0.0,23.9452,-28.6066290937,0.974405,54,20.2057,-555.02711155,0.65084,54,-320.222655045,12.3569465784,0.0004303,-320.222655045,0.0068373059094
0.643171,0.643144717353,-447.8660494,0.643135914271,-511.488245567,-457.545686101,-0.646932,0.0,24.0666,-45.5782862589,0.907999,55,20.3734,-637.445179274,0.64317,55,-457.545686101,49.3567025633,0.000474505,-457.545686101,0.00675436300799
0.635804,0.635800229685,-465.84400781,0.63579232279,-473.764012137,-463.818437901,-0.639964,0.0,24.2252,-45.8182760001,0.795134,56,20.5539,-481.501794044,0.635804,56,-463.818437901,4.38613298821,0.000415246,-463.818437901,0.00658121224294
0.62858,0.628573446011,-510.340705547,0.628568129917,-529.983044943,-368.328366016,-0.632798,0.0,24.4089,-62.3350740142,0.861581,57,20.696,-577.970335507,0.62858,57,-368.328366016,20.1084413056,0.000339656,-368.328366016,0.00623189831474
0.622516,0.622430537377,-549.01865266,0.622419787795,-572.771484173,-401.240257382,-0.627534,0.0,24.6348,-61.5332098603,0.945215,58,20.8797,-598.708438001,0.622476,58,-401.240257382,18.0628201425,0.000460875,-401.240257382,0.00662403541913
0.616927,0.616903671253,-554.638637315,0.616895717449,-560.172203495,-366.82976818,-0.62244,0.0,24.868,-60.1166369948,0.924237,59,20.9845,-564.75293804,0.616903,59,-366.82976818,3.03477300595,0.000402732,-366.82976818,0.00659561368325
0.611095,0.611078118573,-574.878288557,0.61107154555,-581.756995421,-346.289949856,-0.616038,0.0,25.0529,-60.65046404,0.963635,60,21.1012,-587.090652064,0.611093,60,-346.289949856,3.55434293809,0.000436891,-346.289949856,0.00679849274551
0.604625,0.604583739925,-516.772872321,0.6045724621,-542.335593555,-411.726338966,-0.60915,0.0,25.3021,-55.9020312392,0.899965,61,21.2468,-555.174716513,0.604608,61,-411.726338966,12.9712854924,0.000447148,-411.726338966,0.00667364679143
0.597657,0.597652934663,-465.116284629,0.597643217155,-484.036026048,-439.630127805,-0.602355,0.0,25.5676,-40.9713414634,0.822135,62,21.3502,-499.801659836,0.597657,62,-439.630127805,10.1120534108,0.000339316,-439.630127805,0.00615282546727
0.591408,0.591369791589,-554.614248001,0.591360981809,-560.133114023,-394.911802105,-0.596628,0.0,25.8418,-38.4499110496,0.854729,63,21.4841,-569.873014557,0.591402,63,-394.911802105,5.12530719394,0.000386161,-394.911802105,0.0065710373805
0.585395,0.585344643254,-458.76576979,0.585335179958,-498.640662754,-438.242900643,-0.590507,0.0,26.0765,-32.6687398165,0.876127,64,21.5762,-530.525625949,0.585353,64,-438.242900643,21.8924758477,0.000399739,-438.242900643,0.00669783487284
0.579311,0.57926816161,-466.295894892,0.579257817078,-481.192226282,-374.182105962,-0.584127,0.0,26.2716,-36.4466900545,0.832014,65,21.6826,-493.891694284,0.579311,65,-374.182105962,9.4154108142,0.000391573,-374.182105962,0.00662498767676
0.572741,0.572727993652,-562.443984658,0.572719279567,-574.631424622,-389.839296449,-0.578037,0.0,26.4317,-44.2266324114,0.98675,66,21.7713,-587.380279247,0.572741,66,-389.839296449,7.23641338024,0.000367756,-389.839296449,0.00672650157626
0.566931,0.566885319144,-565.957661565,0.566877133612,-571.181748059,-395.23907705,-0.572189,0.0,26.6423,-42.594764089,0.981055,67,21.8826,-577.346993232,0.566913,67,-395.23907705,2.9710366457,0.000433232,-395.23907705,0.00694639111035
0.560895,0.560863922268,-528.415289848,0.560855004198,-571.796705392,-414.468311397,-0.565139,0.0,26.7947,-38.9935311906,0.996614,68,21.9414,-596.395736118,0.560895,68,-414.468311397,19.0958944305,0.000375637,-414.468311397,0.00680579191543
0.553722,0.553709295457,-522.388364111,0.55369659657,-556.156257798,-398.826173258,-0.557511,0.0,26.8873,-33.402926924,0.984518,69,22.0387,-623.799961158,0.553722,69,-398.826173258,26.5336856248,0.000465587,-398.826173258,0.00725999312105
0.546466,0.546415776401,-462.550834972,0.546407646565,-610.329582069,-424.96389175,-0.550051,0.0,27.0894,-28.8558579973,0.916981,70,22.0982,-927.142349918,0.546466,70,-424.96389175,127.399201359,0.000349492,-424.96389175,0.00654250214383
0.539405,0.539357723059,-496.161425568,0.539349584745,-581.823776462,-423.633888165,-0.542906,0.0,27.3661,-23.367062758,0.988464,71,22.1881,-624.726399359,0.539405,71,-423.633888165,35.6944731408,0.000373056,-423.633888165,0.00657502653658
0.531922,0.531939680294,-524.729752671,0.531931384428,-570.526273203,-442.408580345,-0.535679,0.0,27.6073,-38.7567238954,0.992558,72,22.3064,-591.198103759,0.531922,72,-442.408580345,17.6993558379,0.000368055,-442.408580345,0.00655416593417
0.523934,0.523827416307,-52.9858314241,0.523814093979,-92.1589704127,-411.973092544,-0.527273,0.0,27.7855,-11.2044884515,0.948312,73,22.3952,-139.02302261,0.523878,73,-411.973092544,29.6646435945,0.000380549,-411.973092544,0.0065752424975
0.517254,0.517233500791,-189.629991264,0.517224312139,-268.708782463,-425.562491472,-0.521095,0.0,28.0336,-25.9536147366,0.932215,74,22.4835,-476.123450529,0.517245,74,-425.562491472,79.5344269672,0.000317022,-425.562491472,0.0062382109435
0.510195,0.510180438693,-298.27379146,0.510173003325,-477.106075121,-389.059293122,-0.513817,0.0,28.3731,-26.3056059696,0.92016,75,22.5698,-559.01260701,0.510195,75,-389.059293122,74.2459934905,0.000312748,-389.059293122,0.00612690363359
0.503988,0.503968402945,-106.391560001,0.503958023487,-226.507037105,-404.788612325,-0.506747,0.0,28.6085,-25.3787095583,0.928236,76,22.6378,-320.028967639,0.503985,76,-404.788612325,67.6074674634,0.000270334,-404.788612325,0.00597330472125
0.496561,0.496543155623,21.3737000633,0.496536394735,-8.20975869742,-380.795066611,-0.498974,0.0,28.7262,-9.38818881949,0.926301,77,22.7265,-36.7900429743,0.496561,77,-380.795066611,22.3574988325,0.000255563,-380.795066611,0.00569183117164
0.489858,0.489832125455,-82.3283814471,0.489823086772,-120.999521277,-174.144062414,-0.492365,0.0,28.8259,-12.5263591036,0.971858,78,22.7842,-148.84067509,0.489858,78,-174.144062414,17.2150121984,0.000284286,-174.144062414,0.00586907736269
0.482714,0.482685731955,-383.010574592,0.482675371459,-522.330034616,-104.334593148,-0.485607,0.0,28.9422,-31.2838660853,0.969541,79,22.8726,-751.609113108,0.482702,79,-104.334593148,89.7182959633,0.000309569,-104.334593148,0.00602015130449
0.475526,0.475511514027,-86.6238019271,0.475498218545,-392.194820721,-339.893050554,-0.478101,0.0,29.1683,-21.9295163237,0.983138,80,22.9549,-574.522371057,0.475526,80,-339.893050554,177.280295814,0.000296333,-339.893050554,0.00593398728651
0.468196,0.468153167563,-515.56617889,0.468142852401,-543.652362885,-360.868048856,-0.470402,0.0,29.277,-51.136284857,0.948662,81,23.0151,-583.072982716,0.468174,81,-360.868048856,23.265787542,0.0002506,-360.868048856,0.00566757457564
0.459979,0.459946259423,-186.534182262,0.459937976735,-492.162551147,-207.175607902,-0.461869,0.0,29.3476,-40.8357658736,0.988982,82,23.0722,-639.594391323,0.459959,82,-207.175607902,120.93907082,0.00026026,-207.175607902,0.0057382733024
0.452502,0.452472813057,-479.709567028,0.452460333643,-500.407009854,-379.082145024,-0.454101,0.0,29.5541,-44.3013908105,0.856356,83,23.1835,-514.776304826,0.452502,83,-379.082145024,10.5297352229,0.000270936,-379.082145024,0.00563957958422
0.443784,0.44376851013,-466.693609512,0.443760370564,-568.960113227,-370.934651599,-0.445169,0.0,29.6673,-52.8667276003,0.956726,84,23.2388,-703.131840552,0.443774,84,-370.934651599,65.6344087914,0.000223464,-370.934651599,0.00536317862619
0.436786,0.436762220041,-444.549586244,0.436754522427,-507.819371933,-368.677423546,-0.438892,0.0,29.8421,-28.1580608311,0.973115,85,23.2937,-554.691365361,0.436786,85,-368.677423546,36.8693678803,0.000201127,-368.677423546,0.005238333674
0.430059,0.430041511348,-341.146351672,0.430032292656,-525.62365116,-401.320549694,-0.432607,0.0,30.0935,-48.7989848922,0.982519,86,23.3419,-612.065718784,0.430059,86,-401.320549694,82.5882302697,0.000269593,-401.320549694,0.00555308810557
0.423118,0.423102979237,-507.931575966,0.423097324924,-563.725703945,-433.414945052,-0.425348,0.0,30.2473,-53.7719634924,0.958717,87,23.3812,-645.076861198,0.423118,87,-433.414945052,42.0269623667,0.000198441,-433.414945052,0.00519533151826
0.415532,0.415516047371,-104.5069562,0.415506074709,-499.509580308,-133.873389261,-0.417356,0.0,30.3567,-56.2268363902,0.977246,88,23.4688,-630.698197603,0.415529,88,-133.873389261,153.486261932,0.00020325,-133.873389261,0.00525977722155
0.408938,0.40890489914,-187.717426813,0.40889728788,-290.808909624,-368.775311275,-0.411171,0.0,30.5881,-38.4519326252,0.953137,89,23.5286,-475.038535516,0.408925,89,-368.775311275,92.1690265326,0.000203826,-368.775311275,0.00526759995808
0.403703,0.403663551802,218.526716801,0.403655333213,11.0779628645,-221.705872516,-0.405873,0.0,30.8283,-12.9350186433,0.974618,90,23.6163,-538.834155592,0.403676,90,-221.705872516,254.691740238,0.000197713,-221.705872516,0.00528702100146
0.397448,0.397431290655,-400.245932829,0.397424042581,-506.363529187,-77.0588557336,-0.399372,0.0,31.0199,-26.106408626,0.986821,91,23.681,-564.513814808,0.397446,91,-77.0588557336,53.3546637763,0.00019531,-77.0588557336,0.00534236563854
0.390949,0.390935071196,17.3121424358,0.390925552612,-488.44835547,-123.207994939,-0.392791,0.0,31.0812,-24.5555116121,0.989512,92,23.7312,-571.345197422,0.390949,92,-123.207994939,170.008191218,0.000233135,-123.207994939,0.00540096929665
0.384142,0.384117337025,-371.921933183,0.384107652313,-475.930272561,-393.568083852,-0.386227,0.0,31.2279,-25.2510345685,0.931054,93,23.7616,-536.258587042,0.384142,93,-393.568083852,53.6309933235,0.000207838,-393.568083852,0.00513667150368
0.378554,0.378554158289,-328.085265503,0.378548380875,-376.144589328,-206.433452729,-0.380909,0.0,31.4179,-26.3924959978,0.937623,94,23.8157,-452.150207332,0.378554,94,-206.433452729,41.3194112512,0.000145712,-206.433452729,0.00502495788685
0.373379,0.373366954842,-570.162720041,0.373359876783,-579.28018098,-357.624722766,-0.375786,0.0,31.5517,-51.7243342501,0.974659,95,23.8567,-592.493135529,0.373379,95,-357.624722766,6.10799767145,0.000183309,-357.624722766,0.00520035637139
0.3669,0.366884713455,-969.680552257,0.366874653821,-1050.82081402,-181.774531107,-0.369135,0.0,31.7284,-106.837419688,0.862749,96,23.9234,-1112.27736177,0.3669,96,-181.774531107,42.7892228725,0.000161639,-181.774531107,0.00510447639906
0.361056,0.361041893321,-492.591443356,0.361034899819,-539.924038281,-305.99657138,-0.363484,0.0,31.939,-26.3459939231,0.989999,97,23.9839,-575.923925705,0.361056,97,-305.99657138,25.5285507241,0.000140227,-305.99657138,0.00496839611282
0.35599,0.355984600481,314.959928718,0.355975868994,-255.968609382,-342.666419475,-0.358276,0.0,32.1024,8.02072657507,0.926736,98,24.0631,-502.460883866,0.35598,98,-342.666419475,229.299430114,0.000191571,-342.666419475,0.00547421520115
0.350316,0.350292397245,516.553928505,0.350283125455,-264.322088128,-326.405717754,-0.353175,0.0,32.1917,21.6691090654,0.966498,99,24.1295,-600.209264802,0.350312,99,-326.405717754,356.408139847,0.000180275,-326.405717754,0.00543334367614
0.345777,0.345771661885,336.83086444,0.345760272274,284.219457147,-41.7402368129,-0.348651,0.0,32.3578,27.5771496381,0.902434,100,24.2006,213.36971736,0.345777,100,-41.7402368129,35.6746237191,0.000174149,-41.7402368129,0.00542826549172
0.341548,0.34151419399,318.28422111,0.341505772971,6.54403284733,-353.473178073,-0.344754,0.0,32.4972,24.0922387583,0.945841,101,24.2594,-387.522222643,0.34152,101,-353.473178073,279.56965005,0.000144949,-353.473178073,0.00534597772873
0.338209,0.338196610936,218.074211941,0.338184451697,7.99954963764,145.609540811,-0.341882,0.0,32.7213,2.79399543547,0.973704,102,24.3166,-551.213211902,0.338202,102,145.609540811,240.278407051,0.000174311,145.609540811,0.00576000476205
0.335281,0.335269423569,172.897180167,0.335263339518,134.588637175,191.324809047,-0.339293,0.0,32.8783,12.298775733,0.907369,103,24.3967,104.399344034,0.335281,103,191.324809047,25.1023839727,0.000147372,191.324809047,0.00571245736987
0.33296,0.332962326821,825.997078421,0.33295149057,755.82290804,90.5761675361,-0.336756,0.0,33.0166,65.3311353868,0.950986,104,24.4997,565.17804239,0.332959,104,90.5761675361,69.4535115492,0.00016991,90.5761675361,0.00601084343887
0.32985,0.329855370865,730.316244237,0.329846257171,285.591151169,144.69176209,-0.333651,0.0,33.1536,24.5369021706,0.945176,105,24.5776,-445.299414845,0.32985,105,144.69176209,414.598589082,0.000198582,144.69176209,0.00625906569369
0.329029,0.329015400302,1190.67874901,0.329008903072,244.6184913,641.272056688,-0.332703,0.0,33.2339,59.3319106219,0.938773,106,24.6375,-639.884681279,0.329029,106,641.272056688,609.739922518,0.000169638,641.272056688,0.00611332193822
0.324066,0.3240759201,1189.81772523,0.324070124689,1016.53990335,-211.660576902,-0.328003,0.0,33.3163,93.7013279186,0.873306,107,24.7234,491.750857917,0.324066,107,-211.660576902,182.711089201,0.000165345,-211.660576902,0.00632065432277
0.3233,0.323276212401,1278.64735231,0.323266200346,1174.92108994,551.669503718,-0.327344,0.0,33.3494,100.534852592,0.921549,108,24.8408,1084.48573597,0.323299,108,551.669503718,53.993084119,0.000187612,551.669503718,0.00654681093661
0.320017,0.320016766257,-144.675020494,0.320011840795,-401.719182709,-341.524081464,-0.323806,0.0,33.4053,-28.5743917833,0.877004,109,24.9547,-569.225908303,0.320017,109,-341.524081464,170.971412432,0.000158224,-341.524081464,0.00620204703489
0.317059,0.317054879472,1609.68454211,0.317044125528,1033.43465844,520.30409658,-0.320781,0.0,33.6238,108.290454841,0.899638,110,25.0256,-515.004948761,0.317059,110,520.30409658,618.927398747,0.000162298,520.30409658,0.00627458595748
0.31555,0.315541268938,1483.47206638,0.31552973978,1378.58130959,393.433544536,-0.320232,0.0,33.7357,118.783946715,0.956696,111,25.1116,1265.88347827,0.31555,111,393.433544536,63.5619592137,0.000192632,393.433544536,0.00640883508647
0.31467,0.314671626872,1337.6298661,0.314663759594,1244.17137388,-18.0761879459,-0.319546,0.0,33.914,96.9738773712,0.853328,112,25.1706,1126.80501619,0.31467,112,-18.0761879459,74.7604857121,0.000195939,-18.0761879459,0.00663655134624
0.31373,0.313739430744,1406.25994425,0.313730236555,1272.99507155,336.005575911,-0.317765,0.0,34.0823,104.205215108,0.94888,113,25.2685,1144.29010144,0.31373,113,336.005575911,75.2264932053,0.000198857,336.005575911,0.00675296749187
0.312818,0.312800693533,1449.46390142,0.312793605101,1209.74892371,527.041713361,-0.317448,0.0,34.1842,74.8683823678,0.929074,114,25.3729,1042.59069912,0.312818,114,527.041713361,147.514734326,0.000214338,527.041713361,0.00681137896089
0.310564,0.310541021568,1423.03087096,0.310530061834,1121.49308402,165.232507613,-0.314857,0.0,34.3319,94.3985658687,0.945938,115,25.4357,507.284651733,0.310564,115,165.232507613,234.311927603,0.000230192,165.232507613,0.00679462657602
0.310098,0.31010190096,179.696854646,0.310095018803,-372.708630606,-204.175813086,-0.314698,0.0,34.5109,-19.2315209053,0.9538,116,25.5477,-635.533548678,0.310098,116,-204.175813086,292.590338599,0.000201679,-204.175813086,0.00666697774889
0.308932,0.308924617143,1551.06196482,0.308915171147,1194.0575222,381.916238649,-0.314082,0.0,34.6372,98.9540466326,0.935627,117,25.6098,-611.810981054,0.308929,117,381.916238649,622.429646054,0.000189753,381.916238649,0.00666162872294
0.307184,0.307182523272,551.812546268,0.307176043608,-30.4676184786,-205.264280115,-0.312603,0.0,34.7786,40.2065688114,0.923023,118,25.6777,-512.142802314,0.307184,118,-205.264280115,340.441994731,0.000195879,-205.264280115,0.00684960384423
0.310819,0.310803929542,1581.13221243,0.310796759774,1470.57325767,619.644048581,-0.31611,0.0,34.9269,133.942987858,0.985528,119,25.7573,1302.98421547,0.310815,119,619.644048581,76.8043917233,0.000213357,619.644048581,0.00712659744266
