MinEsReturn,PolicyRegParamNorm,AverageReturn,AverageDiscountedReturn,MinReturn,AveragePolicySurr,AverageAbsQYDiff,QFunRegParamNorm,AverageAbsY,MaxReturn,Epoch,Iteration,AverageAction,StdReturn,AverageQLoss,StdEsReturn,AverageEsReturn,AverageAbsQ,AverageQ,MaxEsReturn,AverageY
14.0459901445,71.559,829.531222434,228.338257057,403.244607058,-334.866,6.17205960516,128.734,329.546157982,994.738118396,331,331,0.733052,151.467233317,260.256,297.323939974,240.141850614,329.698,329.347,884.174359492,329.351516115
7.38357484363,71.6905,883.123073117,221.24415824,634.265329153,-334.729,6.44120649754,128.914,329.334837423,1226.43831506,332,332,0.735714,167.846815272,297.478,260.959541881,255.070525214,329.471,329.147,732.83704272,329.170881082
20.9395708998,71.7185,1037.18265571,236.634452327,529.420475541,-334.721,5.99090761463,129.057,329.256840781,1960.80945998,333,333,0.777872,264.037622935,242.48,410.619141873,395.068246595,329.463,329.038,1208.17911753,329.037348068
16.6323290142,71.8189,973.818239146,230.710922829,595.664181853,-335.326,6.30772580864,129.232,329.956889065,1570.25851299,334,334,0.72499,266.446015193,269.551,351.594959304,299.740029944,330.13,329.747,1002.63418727,329.765020536
17.2699561376,71.9184,940.403673817,238.599925482,670.968117968,-334.567,6.05524222169,129.393,329.379006096,1284.44148804,335,335,0.753765,169.337522638,241.964,222.214590337,220.324258648,329.536,329.159,648.538295518,329.173405612
8.26587248259,71.9837,932.312133767,245.747891777,696.656085629,-334.404,6.18486478546,129.548,329.216485629,1123.69077919,336,336,0.708028,114.294794715,268.626,209.541916899,153.157934758,329.39,328.937,741.236258551,328.957723705
10.6458744909,72.0666,874.068894083,235.644348037,660.860846286,-334.858,6.09258096323,129.705,329.394907861,1062.43125841,337,337,0.744563,144.904616329,257.222,172.487946911,152.165020262,329.58,329.197,590.652672146,329.208543739
9.90604764353,72.1729,727.457005978,223.549590308,616.08248518,-334.676,6.02470711589,129.835,329.180330437,1013.38905925,338,338,0.724376,137.909326959,249.817,208.709172844,226.71708006,329.346,329.005,702.01165756,329.015395338
10.0005204799,72.2792,1035.26813488,235.597834275,939.177405309,-334.784,6.18214104721,129.986,329.397591347,1270.9519452,339,339,0.773772,100.979153891,261.534,255.471067635,181.052971439,329.567,329.171,946.426462409,329.18400959
36.7912294398,72.389,839.310261121,232.327421668,666.719146676,-334.813,6.18874013554,130.137,329.432908886,1349.92969514,340,340,0.77326,186.71861586,269.568,281.581742889,375.016048377,329.601,329.19,827.088488403,329.206567594
8.85534274075,72.4592,1287.22720824,222.016985991,917.402411216,-334.759,6.15986800901,130.332,329.222428023,1550.52528892,341,341,0.789896,151.387167717,252.694,201.847087229,176.064949273,329.404,329.033,562.972221928,329.035440332
6.63310275319,72.5491,1119.78563065,230.479888527,927.041938185,-335.651,6.28089022556,130.496,330.184560489,1539.65851167,342,342,0.758987,140.132867479,263.074,333.116213768,350.639559703,330.351,329.976,1002.25570619,330.00281181
7.54504998349,72.6168,1176.09396126,230.354972699,820.792943978,-334.47,6.21128530378,130.649,329.033412033,1526.8235513,343,343,0.761913,154.436835678,267.037,245.598848078,240.422536924,329.203,328.803,854.385832886,328.819122104
6.51800400957,72.7047,1087.78082476,232.535678286,881.60022441,-335.668,6.23375655117,130.774,330.176355904,1599.58382375,344,344,0.764046,174.205935336,268.095,299.088987,230.677793977,330.354,329.931,956.813187485,329.944553808
9.16791066498,72.7926,1170.08044316,233.994641509,760.164885471,-335.992,6.07122855611,130.897,330.263297802,1898.50354649,345,345,0.743336,325.470587902,256.005,261.376785507,186.098361849,330.459,330.097,858.855311171,330.099336111
3.48423645243,72.8905,813.903564524,211.419791005,102.285923147,-336.579,6.20743698799,131.015,330.855174549,1335.97848036,346,346,0.76324,356.100126139,274.405,130.897723098,97.3402342585,331.036,330.664,471.658676576,330.67108181
5.45159451292,72.9911,930.439464965,214.965699055,90.2775034066,-335.579,6.29609980526,131.157,329.914285524,1301.68350864,347,347,0.76004,360.495536363,274.718,285.211227479,293.533885539,330.061,329.71,738.575543829,329.74618555
19.856887237,73.0769,1344.25371362,231.854660952,683.500663437,-335.739,6.09255680786,131.257,330.227377369,2258.68180741,348,348,0.728953,354.653785887,259.792,355.469356342,426.032333309,330.395,329.985,1000.60495545,329.99452323
13.429037256,73.1622,1100.54063478,225.494699745,965.70071933,-336.303,6.25257912471,131.418,330.854361747,1361.97367239,349,349,0.765828,149.980073002,274.603,267.996258461,259.854236107,331.024,330.644,855.591669032,330.64385526
12.366161449,73.2813,1352.11851219,224.296175405,305.795397715,-336.413,6.20298808083,131.549,330.964642724,3206.64794776,350,350,0.756077,573.013083543,266.902,199.265509948,226.007505369,331.139,330.751,627.897085514,330.757182945
7.71493513565,73.3746,1216.3332983,251.207025651,339.521557061,-337.176,5.99439932942,131.672,331.640097043,1712.44956703,351,351,0.776906,251.156228576,249.858,207.573398222,216.34561754,331.811,331.491,705.033753468,331.50217379
11.7319918008,73.4621,867.862627755,250.416421538,764.245443756,-336.943,6.05315504698,131.841,331.649234685,1101.90343554,352,352,0.759698,67.1374792562,248.463,249.7726912,222.966701165,331.796,331.42,871.355523456,331.437397664
16.1043515689,73.55,1260.08595653,232.228896477,297.733977532,-335.977,6.40050960593,131.971,330.669549281,1698.3102313,353,353,0.731958,384.948189653,297.256,378.580274391,362.321992642,330.832,330.435,1147.71182297,330.449171746
24.2815126323,73.5973,813.948529715,195.504926595,289.526583872,-336.231,6.05480761215,132.097,330.779922146,1714.59128282,354,354,0.740725,530.091987721,245.419,398.539864407,335.36654894,330.953,330.556,1127.95299588,330.568102009
7.00733619967,73.724,993.519372868,236.977804615,327.727788893,-335.318,6.22039373494,132.189,330.057501656,1429.50272694,355,355,0.736374,289.744182785,281.154,195.778226285,254.521618841,330.243,329.856,563.795516001,329.867741118
9.79063166268,73.7835,1096.86674233,259.961106669,765.34861537,-335.461,6.10685574586,132.374,330.260968513,1429.31668067,356,356,0.780192,136.033702947,255.525,221.357010885,255.46593276,330.453,330.008,654.254082259,330.02908174
10.34774232,73.8737,1012.94691521,209.160844462,306.406195038,-335.389,6.23859231735,132.562,330.086802348,1866.61917784,357,357,0.718188,540.649998028,285.4,368.229731994,287.026352463,330.273,329.869,1312.25673714,329.881140195
27.6292704802,73.9575,974.645537894,252.696819354,794.972215693,-335.832,6.30794759726,132.693,330.442512191,1274.54438156,358,358,0.68017,139.164414745,280.382,177.672925762,234.346311163,330.638,330.25,535.147759634,330.242627133
21.3724902976,74.0125,1118.67996655,236.856802377,966.885520022,-336.311,6.08384946534,132.869,331.061005307,1435.96112369,359,359,0.700796,126.824009341,258.071,224.27801681,171.295582493,331.254,330.859,634.495399016,330.885982929
23.6099063274,74.107,1170.63744115,235.170812555,994.775255872,-335.335,6.56249896612,133.025,329.89789888,1357.55281664,360,360,0.669068,112.975089324,330.13,248.476721716,263.495160931,330.09,329.7,772.300470201,329.717932821
11.6248237875,74.2078,559.719592027,182.074183941,323.707759192,-335.272,6.16067834997,133.209,329.982739758,1836.25622783,361,361,0.681838,428.558413159,275.599,198.909608258,161.673373331,330.173,329.792,637.553587107,329.808169883
21.4220444829,74.265,411.755151131,154.489913422,268.014729688,-334.635,6.21724528872,133.33,329.314000171,3062.13490523,362,362,0.665479,393.533107166,284.395,299.864571829,235.46775298,329.497,329.113,931.335519966,329.122998843
10.5719645568,74.3349,1061.7991497,244.108120345,793.027719194,-334.346,6.18043901511,133.575,329.195299564,1281.34365311,363,363,0.725259,68.8066803221,275.738,371.274211484,319.057099748,329.372,328.965,939.596291198,328.973616561
17.5078416689,74.4556,1325.17680453,226.356256179,301.983186083,-335.708,6.16325320117,133.729,330.416415291,1763.8651875,364,364,0.688983,360.121754289,268.177,294.028230652,269.565403272,330.595,330.215,887.579557435,330.228299813
13.1619496824,74.5761,939.960861098,180.363557989,289.639352257,-335.131,5.99640179204,133.889,329.751675732,2847.16872274,365,365,0.715926,848.038909834,244.198,251.001662835,224.024447882,329.944,329.559,824.030047994,329.569936938
17.7968717366,74.6454,1495.31779986,187.207970427,308.627561465,-336.251,6.11270278494,134.048,330.850800892,3049.51658218,366,366,0.720726,943.059874552,253.694,221.74919104,195.809342709,331.05,330.663,837.383597666,330.682868495
11.4903870358,74.7383,2634.02333192,210.063804898,1345.0006094,-335.849,6.30040760606,134.265,330.40064513,2891.68601331,367,367,0.71073,418.440910018,297.738,328.84180765,282.07478588,330.595,330.203,754.638519061,330.210082705
24.8128890595,74.8539,1902.78726243,204.248670352,297.008871528,-336.122,6.20554399644,134.378,330.825989961,2930.76491558,368,368,0.69018,732.382141051,279.389,301.764317456,312.28342107,331.05,330.615,1044.52614479,330.627251597
6.61484794314,74.9409,1340.84307152,193.483624642,289.403803273,-335.818,6.08840834608,134.509,330.400961462,3075.96605032,369,369,0.667931,1133.97605299,259.796,150.544918347,127.920050101,330.58,330.22,495.643828416,330.234826227
7.09702758594,75.0704,522.156252925,154.730562129,245.621775019,-334.981,6.21754599536,134.647,329.50233449,2702.89986394,370,370,0.689122,642.191840035,301.002,278.48360259,441.201335271,329.727,329.292,804.287355482,329.29398953
4.68804668524,75.1831,319.088745391,151.252009289,266.826440102,-335.813,5.94181517924,134.785,330.488591469,2041.49060214,371,371,0.65086,209.202425127,255.573,149.853062153,112.794498908,330.636,330.327,639.445275942,330.335973817
5.11751550731,75.2787,997.496157749,227.056996615,322.193152826,-336.307,6.13296877167,134.992,330.858814674,1749.24707957,372,372,0.694428,401.935985492,275.421,251.443048894,120.78747636,331.04,330.69,1084.59735593,330.707137982
3.79335213357,75.3706,1490.51034618,218.834948072,298.945379397,-337.11,6.0590660367,135.142,331.588069374,2174.68762519,373,373,0.694103,441.246494496,258.513,169.430902657,107.091443978,331.771,331.373,713.090462322,331.381827426
10.6112285986,75.4749,875.454021195,194.104003858,310.168842764,-336.996,6.27833301971,135.25,331.546325588,1481.18332433,374,374,0.700346,489.481401301,286.787,294.067729836,315.976847551,331.728,331.38,943.920655234,331.389556435
12.1688012099,75.5664,555.085719845,164.603240019,270.383032707,-336.844,6.0048280353,135.411,331.485214749,2402.40551832,375,375,0.667969,491.805073896,250.306,254.964115131,207.262309904,331.694,331.262,856.358252553,331.269298938
6.56556226438,75.6568,1020.02773121,175.747302008,274.834851749,-337.082,6.34066346944,135.593,331.719633104,3196.3772905,376,376,0.696167,963.555678784,287.924,207.741009549,158.890276182,331.922,331.517,789.771120158,331.540332462
4.50026976489,75.7756,1083.68204818,247.637751846,787.581477076,-337.501,6.11996256063,135.724,332.046760841,1780.52913057,377,377,0.707038,245.060411478,285.466,251.677036301,259.520721114,332.23,331.871,606.933725866,331.889545704
5.34066860506,75.8347,402.30445855,157.370232763,240.630402649,-337.574,6.13955145518,135.886,332.106533806,958.500091857,378,378,0.672192,202.883743293,277.177,450.946925177,300.72837557,332.278,331.955,1330.20331735,331.965353487
6.59346485179,75.9568,1734.53273279,225.128887393,1242.14031743,-337.598,6.32372976363,136.044,332.176819101,2237.47356108,379,379,0.755269,263.887145833,294.367,168.072099739,162.778263367,332.384,331.946,593.261455361,331.962058675
81.4155276707,76.0854,1419.85053148,191.96058958,290.473725552,-337.433,6.37376619192,136.23,332.037476965,2955.4254703,380,380,0.729575,881.253370355,309.189,391.207845195,475.8313421,332.25,331.827,1089.15748911,331.826777944
3.9493853788,76.1584,817.435290903,185.625591407,283.979879913,-337.992,6.22915694156,136.403,332.557836114,3267.18886916,381,381,0.656135,762.61166845,279.932,280.231623594,218.181309349,332.741,332.32,945.897350682,332.335363283
5.17314370041,76.3023,563.296851842,164.937964076,248.11669526,-337.878,6.31042170839,136.571,332.312304757,2301.73494772,382,382,0.641487,424.351274478,303.367,267.380044123,176.988149313,332.476,332.099,995.196534363,332.114580021
4.42792931971,76.414,1142.91277165,199.030234762,276.344923561,-337.438,6.14282099214,136.746,332.094638342,2817.3602505,383,383,0.698024,710.040418937,283.388,204.332834526,151.038371913,332.241,331.812,717.684279336,331.824285668
6.9096832475,76.5219,1242.71926934,188.212568239,428.900423744,-338.063,6.1058329462,136.904,332.625236966,2808.69298968,384,384,0.671859,631.75543034,272.927,214.166432289,138.578815996,332.821,332.444,855.89989353,332.454560379
4.50862618745,76.6413,715.222539438,184.347505551,277.669548634,-338.279,6.16013795997,137.068,333.033885076,1765.0723238,385,385,0.677199,543.173895228,278.417,102.318639122,109.803452894,333.239,332.804,377.126445063,332.806934195
6.84638879556,76.7261,269.118822708,138.539973778,246.319342744,-338.431,6.06002934276,137.218,332.996940436,303.987230577,386,386,0.69158,9.403330008,269.329,287.868631144,201.375500104,333.18,332.728,1016.12250401,332.746045971
14.7569149323,76.8044,303.928280967,150.647687833,263.997428493,-339.263,6.15825596584,137.369,333.768306489,937.669889325,387,387,0.682599,75.6358056746,265.518,179.93851051,197.718906314,333.977,333.566,648.461414921,333.574730059
8.04352305221,76.9118,557.145856272,191.105197643,270.513256569,-338.358,6.38152020144,137.51,333.083903419,1445.09391835,388,388,0.683162,314.835900915,298.106,252.884756231,186.630821921,333.249,332.824,764.819849938,332.843701816
6.24876540954,77.0075,1072.33960252,230.130000881,702.079243029,-338.851,6.07506752545,137.597,333.517382016,1725.62392183,389,389,0.716503,325.564160861,275.807,288.140224011,315.176149679,333.717,333.308,798.222429847,333.311092038
6.36478261527,77.0787,1256.00234542,195.12060418,150.004273764,-338.865,6.15186887304,137.748,333.347056497,3186.95597883,390,390,0.725582,951.270093383,283.372,186.836821496,111.875968652,333.499,333.069,735.455664725,333.082947011
31.6293229068,77.1771,2016.6309908,226.486685292,736.049723597,-339.458,6.44538187308,137.902,333.910060441,3090.71120862,391,391,0.739517,861.283073588,321.811,424.431518975,396.430991318,334.108,333.691,1298.51486678,333.707357307
5.22271375788,77.2787,2108.91268033,225.112499631,1212.80520097,-339.606,6.11101553334,138.024,333.94181425,3137.66934703,392,392,0.724022,692.288660329,269.385,293.669159035,321.660910426,334.193,333.71,858.863990713,333.706982728
8.12704989483,77.3963,1210.4672681,239.18284404,654.015066146,-339.859,6.12729978897,138.178,334.297954255,2614.85058386,393,393,0.71868,505.418819252,264.523,262.812868326,278.129145892,334.462,334.067,740.661768617,334.087247241
5.57938797815,77.4953,769.237223063,178.723599456,329.202606427,-340.573,6.18620845211,138.345,335.056783374,2906.94748703,394,394,0.719702,485.762268531,257.043,372.799263555,183.312565284,335.253,334.857,1332.46283811,334.871467807
7.32338346238,77.5717,1502.20174199,222.197556887,777.116526991,-340.284,6.47970899658,138.514,334.726232908,2769.63862279,395,395,0.745001,602.636471903,330.732,295.623245364,205.338242591,334.887,334.499,1089.69944522,334.524948893
5.32173542345,77.7018,1022.83346299,178.725175574,224.955274262,-340.612,6.33132523906,138.671,335.062158939,2765.95350545,396,396,0.674407,649.596702443,313.113,142.235840074,103.137252631,335.242,334.806,441.192267751,334.820291813
5.85614835307,77.7852,1132.49312526,190.799037647,433.789035735,-340.257,6.23753060986,138.83,334.938604238,2656.47814708,397,397,0.701175,675.71536796,292.404,251.185035232,218.962551531,335.149,334.694,866.829841017,334.69476139
5.91633755499,77.8817,1281.43133431,206.780586616,870.560315679,-340.289,6.17706190332,138.979,334.725041498,2994.9598127,398,398,0.707207,656.712703079,268.821,148.078128334,109.629457401,334.945,334.541,489.323247371,334.549256991
5.02854889994,77.9322,763.319546201,192.551799323,298.617440771,-340.399,6.07315113246,139.151,335.022318232,2129.48640271,399,399,0.731564,423.976251942,267.133,153.098151397,93.5129928993,335.208,334.811,615.65337019,334.82031387
6.00922200078,78.0496,1013.75113515,184.461839594,367.265929974,-340.177,6.17080747415,139.253,334.81763471,2944.65870035,400,400,0.690248,734.691498756,277.827,174.461354038,194.578005112,335.021,334.607,511.879915399,334.61792102
5.88324760946,78.1024,1073.52053029,213.806806376,630.987380205,-341.465,6.12211123651,139.362,336.164793766,2288.45410581,401,401,0.703476,445.499070866,264.551,220.585730476,192.961215854,336.367,335.919,819.701418798,335.933434212
6.09913009149,78.1822,1127.67402666,230.422901067,315.617120885,-340.979,6.36892052268,139.52,335.766952958,2455.92729215,402,402,0.708287,488.582657185,332.888,296.100259095,295.922128082,335.969,335.514,991.193531008,335.54624938
6.50296596552,78.272,414.495637653,156.724418166,232.940659369,-340.681,6.27393130196,139.642,335.208839212,2670.43235832,403,403,0.663299,443.035533632,287.776,456.259969314,332.650072147,335.44,335.034,1297.02072776,335.026436743
6.08840401351,78.344,418.610156448,164.920067814,273.291182754,-341.106,6.15344208546,139.811,335.852587459,1795.75392731,404,404,0.660668,341.7838051,264.344,289.019481516,233.801118753,336.02,335.638,849.415134084,335.64427938
5.12705945385,78.4336,999.890700956,182.214722029,275.915741086,-341.413,6.03263848127,139.987,336.209418896,2862.07278998,405,405,0.677737,856.521343513,252.412,266.354853414,211.491380907,336.394,335.94,769.456900758,335.950309009
8.13107489643,78.5135,946.543068224,206.897440121,301.67899872,-341.222,6.41016888973,140.134,335.845987002,2859.09514095,406,406,0.683345,770.501440277,316.227,284.171972007,196.857242622,336.04,335.61,864.133241085,335.62448401
5.09150996628,78.6327,521.981260791,154.828010576,242.972613504,-341.411,6.16511957819,140.279,336.107776435,2787.89912846,407,407,0.662288,547.828910143,272.027,183.919613113,111.958862924,336.333,335.9,556.082479737,335.902152887
10.7027912942,78.7137,875.25449148,232.831290762,309.222937216,-341.199,6.17119480091,140.411,335.876618506,1717.01189538,408,408,0.713713,328.005899872,271.951,227.665554171,207.519017019,336.057,335.591,860.925165931,335.617655838
5.82504460127,78.8491,637.569245736,180.311779922,280.496038144,-341.874,6.22973096302,140.494,336.386602962,2034.90901222,409,409,0.688619,467.614265251,299.718,252.500974763,210.331557292,336.621,336.182,930.799518036,336.1878811
3.67751035089,78.9664,1268.54057212,198.213589693,561.647489841,-341.92,6.27725713777,140.633,336.451008213,1866.17989423,410,410,0.713763,335.961394926,310.943,220.40946056,250.753640113,336.612,336.224,656.614379049,336.234479259
15.6809355051,79.0673,1349.88527371,219.773738879,618.134334142,-342.032,6.28496700677,140.787,336.453830603,2709.69532344,411,411,0.733655,636.480296749,286.781,315.226005712,260.898337022,336.677,336.255,1027.73763733,336.258530973
8.48413591982,79.1458,1167.30615088,232.168766951,398.557995955,-342.559,6.21725727939,140.945,337.173540526,2370.42259899,412,412,0.704686,450.89899121,289.905,295.210089794,312.273093392,337.357,336.962,848.120566083,336.972423431
5.03692642153,79.2599,1316.27871666,225.115873721,103.175253147,-342.794,6.31421934045,141.116,337.299825686,2572.30105089,413,413,0.714255,587.036157193,312.842,308.50196445,279.229877723,337.514,337.115,989.285738245,337.125726748
11.4601547623,79.3123,1119.63627437,226.948970617,669.859712353,-342.93,6.09859980162,141.293,337.641470211,2866.97342923,414,414,0.717224,531.031132179,283.282,240.449797056,438.025923516,337.813,337.345,692.427241432,337.369832272
6.14169438163,79.3721,1132.95077606,222.263825306,818.591265933,-343.241,6.23616122701,141.426,337.78761039,2338.53201561,415,415,0.740876,359.696103011,284.744,207.008558663,173.865561897,338.004,337.537,683.910913466,337.532115502
10.173022152,79.4456,1090.69020438,216.623837359,296.707757389,-342.979,6.18262999064,141.505,337.71016483,1799.98523001,416,416,0.730629,383.676672687,276.077,301.698800708,189.16814905,337.892,337.417,940.33149634,337.441997896
4.3991322181,79.4995,709.858585493,217.353495712,315.155989979,-343.332,6.23794566362,141.653,338.071184493,1243.37141063,417,417,0.736956,197.307324417,292.606,370.438846961,241.323953407,338.283,337.839,994.768194123,337.856883291
7.6216671074,79.5683,1000.87778715,237.322335576,669.763949769,-341.979,6.26238277929,141.836,336.692205938,2084.78303847,418,418,0.679721,412.085364854,295.79,277.332927299,307.149652129,336.898,336.415,885.586968176,336.408635808
5.84226127896,79.6369,595.788261758,193.51413328,290.682893355,-342.557,6.30959935726,142.041,337.282357769,2166.26630681,419,419,0.688386,344.709026888,301.794,296.609072433,262.842057156,337.463,337.026,929.690871296,337.042427907
4.53013551025,79.7715,288.747719517,151.752847906,267.965704071,-342.451,6.13250386549,142.175,337.242966196,312.681179127,420,420,0.648864,10.230070269,286.981,299.767399862,206.035194083,337.437,337.0,1078.82840653,337.01873531
3.69920212853,79.8165,775.307569157,229.534270513,692.084473252,-342.053,6.34832659317,142.317,336.890448892,1393.77849452,421,421,0.682573,153.372797277,323.872,184.377240206,119.936836383,337.103,336.565,781.152332468,336.569067267
6.0348692454,79.9125,1359.33016751,258.005770419,733.463756856,-341.987,6.40047921795,142.471,336.579713471,2866.24676062,422,422,0.713178,473.03011998,316.935,258.723768252,343.096326975,336.767,336.31,782.12912474,336.332872482
4.08269324999,80.0065,1213.66209196,232.09255332,651.691556383,-342.585,6.07760494832,142.695,337.248467734,2753.14490045,423,423,0.719273,461.24164611,264.974,220.774101077,252.40569128,337.423,336.956,640.035246628,336.956761878
8.77455087613,80.113,610.088056609,188.155919124,300.066774347,-342.142,6.19626362106,142.853,336.839249895,2222.5926434,424,424,0.692668,471.958814009,288.215,189.230294452,182.564812279,337.039,336.604,581.007719436,336.609732227
9.76372908924,80.2023,825.958451819,232.056687782,718.431980952,-343.334,6.3310971149,143.016,338.126768583,1598.70625601,425,425,0.697314,182.336202829,307.508,241.589531795,227.206667501,338.279,337.841,806.447735288,337.866947758
5.21919787344,80.304,1009.35343384,211.231146018,512.471983834,-343.131,6.20104351376,143.138,337.800192319,2267.49282938,426,426,0.704828,413.328845333,289.908,210.752087096,160.004054658,338.006,337.514,726.930654347,337.522266107
12.7480648513,80.3507,919.824554079,232.60551456,724.782753649,-343.546,6.12979945909,143.283,338.131197507,1831.12000102,427,427,0.692515,264.462932113,274.883,377.388549183,307.388747719,338.283,337.828,1214.00798516,337.847226602
5.70827129135,80.4793,1170.59107846,254.089271888,726.544323225,-343.923,6.32639641513,143.435,338.490406113,2570.43611369,428,428,0.688653,460.573717144,300.518,206.219152491,165.339831928,338.699,338.311,637.400942219,338.304934268
6.51283639647,80.5494,831.474042119,240.362874194,716.703191433,-344.088,6.15043473699,143.6,338.75680333,1389.54134287,429,429,0.697268,169.648868682,283.539,235.111946759,148.100947285,338.926,338.505,774.089079325,338.527835233
6.22908747508,80.6757,299.149144233,152.327097824,260.953993001,-343.559,6.2713669809,143.727,338.102716528,409.622858271,430,430,0.654355,41.2655773726,305.558,225.595171621,264.274325431,338.309,337.913,624.254953023,337.919958129
6.33377107374,80.7404,989.187173936,229.767911714,350.802990765,-343.772,6.27679744814,143.84,338.241139014,1570.68838138,431,431,0.673282,323.022669347,299.112,198.811077216,175.924398949,338.456,338.004,596.256475065,338.008316606
5.0824911792,80.8045,1479.82034576,229.500979324,915.19162153,-344.209,6.18746170652,144.004,338.937231398,3237.8378584,432,432,0.691578,717.49699043,288.652,193.321085468,208.275893386,339.112,338.662,573.0513864,338.684619382
5.02864832054,80.8953,558.955062595,180.106252827,288.151920534,-343.757,6.41216247528,144.129,338.368921685,2098.53268222,433,433,0.666094,456.413652977,312.089,85.4790045209,113.25492681,338.57,338.123,268.141363009,338.133306254
5.60546154396,80.9918,864.693914823,220.83731073,642.798899551,-344.797,6.23185016414,144.216,339.370669173,1987.86589976,434,434,0.710687,338.227963376,284.641,151.022861503,122.802095102,339.561,339.136,528.613796931,339.152333254
4.01721311801,81.0722,1223.47863438,231.094704356,811.208230684,-344.898,6.21394039276,144.354,339.513949407,2341.92308195,435,435,0.70209,387.445994846,295.534,220.41316082,165.489403828,339.685,339.235,660.175265812,339.246537034
5.63755119909,81.1734,683.235689021,168.270666022,267.404801164,-344.754,6.30078632859,144.505,339.484451193,3108.97351678,436,436,0.684759,806.117538386,293.154,237.286699059,284.894865807,339.699,339.18,781.28678815,339.188761437
7.23214520449,81.2445,985.704711544,210.78279219,295.561493465,-345.031,6.28517895215,144.615,339.745843181,1876.96889961,437,437,0.689264,461.162292875,296.347,250.173683946,159.63152871,339.944,339.454,1014.03720478,339.458908928
6.4991655138,81.3706,856.082678932,189.322561767,268.11142472,-344.561,6.38952336432,144.741,339.191101974,2779.46390284,438,438,0.662457,526.132069355,302.448,193.688161141,189.208406351,339.387,338.932,525.276037898,338.942780276
5.37612701265,81.399,819.408961263,198.610235202,283.282401073,-344.751,6.39776823308,144.904,339.532799705,2464.76171117,439,439,0.63096,594.294561982,307.105,190.309495552,209.351986126,339.712,339.272,487.388900691,339.287588438
5.92211839786,81.4602,788.13360876,194.0446569,280.202257187,-344.743,6.22892189553,145.056,339.520130435,3185.8896897,440,440,0.632198,672.733192353,296.126,181.033469575,119.292279895,339.705,339.201,731.518778825,339.212381469
6.3937583285,81.5609,1046.29553735,224.107644426,659.543930766,-344.982,6.15621298654,145.253,339.452847613,2277.99401178,441,441,0.654944,444.32446714,274.93,114.691474353,108.620480179,339.645,339.227,373.604033136,339.243596175
5.39431647489,81.6201,1375.08049862,226.437616356,566.425919685,-345.066,6.17900328496,145.36,339.614682162,3085.22009634,442,442,0.651842,600.02302911,275.606,230.554819718,198.511254024,339.826,339.353,718.303322432,339.352564539
5.02997199823,81.7168,1339.72595263,212.889547155,507.304179835,-345.571,6.17066380686,145.496,340.096584497,2810.59374338,443,443,0.662957,540.993245436,269.238,229.266525203,206.237340976,340.307,339.831,756.133049567,339.841957564
5.29050737005,81.7812,947.718941773,194.524960213,264.814305318,-345.435,6.17913952622,145.632,339.863881774,2502.8314339,444,444,0.657119,625.466981094,287.916,117.26741564,83.9007337152,340.081,339.634,490.456465649,339.628347781
10.6738989185,81.8646,1223.20192997,234.397775321,704.309003882,-346.377,6.39827190163,145.761,341.12422582,3229.01816056,445,445,0.669222,631.769595475,307.139,263.656546328,280.982508291,341.299,340.868,919.6311931,340.89695812
7.92971790307,81.9956,331.740158344,154.785102296,274.25237127,-346.73,6.17733742107,145.883,341.319119679,1871.0275465,446,446,0.635371,220.685686882,283.455,326.359379249,204.094580376,341.54,341.055,1128.70898395,341.058532508
8.17485611044,82.0999,1109.15176248,223.269958676,638.613875115,-345.975,6.2978980211,146.06,340.38288607,2771.56190093,447,447,0.653726,690.452606298,291.308,188.472121864,179.562623169,340.602,340.134,639.074551693,340.150010258
8.67806970271,82.1207,1707.65512171,224.824405602,645.684292189,-346.221,6.20078340537,146.228,340.840951277,2845.71844748,448,448,0.689822,581.509690566,283.265,358.607046481,276.229643658,341.027,340.575,1090.16299037,340.601170305
20.0260001609,82.1956,922.913009732,207.322217602,385.335710937,-346.441,6.15566489318,146.317,341.060424328,1847.98249042,449,449,0.665938,331.078207889,282.922,134.704894856,176.488466913,341.307,340.832,376.860052576,340.83764563
5.74804038326,82.3049,917.036066201,217.44999049,293.411189024,-346.559,6.37127452208,146.431,341.24108236,1585.45893647,450,450,0.681996,365.894414555,306.841,342.648142657,286.422196572,341.459,340.933,994.100160563,340.948313294
64.9324586391,82.37,375.256507217,159.239956496,283.407887743,-347.165,6.1974371724,146.584,341.692110817,2052.6426484,451,451,0.709481,291.724717475,283.456,297.26513413,337.570903484,341.9,341.49,861.856644835,341.492814878
5.02480365191,82.465,568.594613543,180.825024617,287.400541216,-347.16,6.20202083196,146.713,341.89507058,3088.76661734,452,452,0.686379,490.616668555,292.868,146.91842399,136.011015301,342.109,341.667,443.016402941,341.670783033
6.11346436273,82.5638,778.437181774,219.380987163,309.079173458,-346.9,6.20822421921,146.849,341.520565487,1071.55023185,453,453,0.675257,239.86644037,287.888,225.727048383,125.044448786,341.741,341.299,854.704563285,341.30499489
8.64793447496,82.665,1170.32083748,210.924016906,454.806734352,-346.739,6.4716032218,146.999,341.463273117,2727.86925741,454,454,0.671883,460.650128427,331.089,223.304994757,205.06592554,341.67,341.199,690.56187841,341.229277786
14.6694611789,82.758,1398.39739425,236.321430168,959.325021559,-347.552,6.36953641145,147.111,342.136586689,2019.41555377,455,455,0.707,346.571368048,311.447,195.369990126,173.194658424,342.345,341.822,664.861453101,341.833452088
