AverageReturn,Epoch,StdReturn,QFunRegParamNorm,Iteration,PolicyRegParamNorm,AverageQ,AveragePolicySurr,AverageQLoss,MaxEsReturn,MinReturn,AverageEsReturn,AverageAction,AverageAbsQ,MinEsReturn,AverageAbsQYDiff,AverageDiscountedReturn,AverageAbsY,MaxReturn,StdEsReturn,AverageY
3143.9649916,121,1622.90369588,60.2407,121,49.8928,191.566,-193.967,45.4215,2857.56180615,259.642607738,2857.56180615,0.953779,191.566,2857.56180615,2.60212362835,324.738953878,191.588454518,4725.15697942,0.0,191.588051681
3876.54535168,122,366.790325596,60.6075,122,50.0779,193.504,-195.938,44.0847,2752.23703779,2842.67789718,2752.23703779,0.945165,193.504,2752.23703779,2.65237008242,321.499762537,193.525484615,4221.65146853,0.0,193.525010356
3835.55378969,123,461.115204688,60.9133,123,50.2805,195.22,-197.652,57.0908,2956.71973179,2589.21848636,2956.71973179,0.942419,195.22,2956.71973179,2.76098831058,323.239180344,195.2343374,4319.56730764,0.0,195.233873007
4147.89812272,124,583.826757345,61.2102,124,50.4528,198.149,-200.559,43.4159,3169.1866095,2439.06325551,3169.1866095,0.940714,198.149,3169.1866095,2.64616479498,346.5374763,198.165709895,4501.77353286,0.0,198.165229087
3595.02318774,125,1255.73768326,61.4481,125,50.642,201.396,-203.75,53.6211,2974.80786521,-160.527137148,2974.80786521,0.941704,201.396,2974.80786521,2.68127742987,302.912482362,201.41634138,4130.06039864,0.0,201.416022126
4320.91997857,126,127.90241928,61.8234,126,50.8685,203.323,-205.712,59.4482,2781.33895175,4102.21926319,2781.33895175,0.951141,203.323,2781.33895175,2.75035509125,345.723053234,203.342221931,4549.13078268,0.0,203.341976666
4370.90382924,127,78.4498884404,62.021,127,51.0078,205.885,-208.291,55.126,3090.2943577,4245.8252673,3090.2943577,0.942041,205.885,3090.2943577,2.69577719194,346.953062476,205.89572846,4453.57293544,0.0,205.895617433
3366.42166035,128,1497.08110675,62.3144,128,51.2597,207.476,-209.857,53.3872,3102.78557896,-123.414385776,3102.78557896,0.946259,207.476,3102.78557896,2.70174836186,327.385435464,207.501783494,4846.22900809,0.0,207.50153984
3974.21763693,129,82.246576066,62.6316,129,51.412,210.175,-212.556,72.4031,2946.49808128,3846.57427657,2946.49808128,0.93863,210.175,2946.49808128,2.89888997221,317.854774045,210.195014076,4113.94132523,0.0,210.194799104
4063.299477,130,124.523629768,62.9296,130,51.6008,212.626,-214.965,47.5982,3045.44273162,3797.62306263,3045.44273162,0.947878,212.626,3045.44273162,2.61847248392,323.214936552,212.640102309,4244.07529074,0.0,212.639799915
4455.46324774,131,208.918868767,63.2665,131,51.7502,214.128,-216.522,58.7641,3128.23845193,3931.43876756,3128.23845193,0.95377,214.128,3128.23845193,2.76326038701,360.885859598,214.143442647,4636.04186613,0.0,214.143015702
3958.357705,132,1285.13843601,63.6028,132,51.8749,217.515,-219.932,58.9298,2683.59781431,161.964194023,2683.59781431,0.943632,217.515,2683.59781431,2.75567578501,344.263552181,217.540174274,4709.70401644,0.0,217.539972596
4226.73158824,133,1042.52111807,63.9412,133,52.0572,219.335,-221.662,57.7222,3174.58834143,1772.20212754,3174.58834143,0.948194,219.335,3174.58834143,2.71992330295,365.04279587,219.350981813,4973.36707324,0.0,219.350733963
3778.94573097,134,1073.46464186,64.2518,134,52.2557,221.058,-223.376,62.3754,3002.18438486,596.902479347,3002.18438486,0.943938,221.058,3002.18438486,2.79966446464,321.039676845,221.074428206,4353.20442813,0.0,221.074205368
1901.06254873,135,1648.91174522,64.5295,135,52.4753,222.9,-225.184,63.9153,2961.41930917,280.387750348,2961.41930917,0.962684,222.9,2961.41930917,2.85858813671,340.680042284,222.922694441,4858.78210425,0.0,222.922537482
2842.48543324,136,2115.69061999,64.8192,136,52.6526,225.546,-227.822,54.3003,2782.57213411,-67.9429492144,2782.57213411,0.955606,225.546,2782.57213411,2.69361371653,310.850884881,225.562291607,4831.15450703,0.0,225.562042034
3687.42664236,137,1624.03845373,65.1708,137,52.7982,227.835,-230.118,61.5749,2955.37915348,49.3910802153,2955.37915348,0.959801,227.835,2955.37915348,2.80128964352,366.539684824,227.852056498,5013.21421764,0.0,227.851822497
4468.69902735,138,97.285415905,65.4893,138,52.9542,229.319,-231.588,60.978,2894.16120136,4316.01546775,2894.16120136,0.953519,229.319,2894.16120136,2.77418427757,361.364639517,229.330341694,4599.76753564,0.0,229.330124812
4764.08968219,139,136.315264647,65.6872,139,53.1408,232.157,-234.465,56.962,2675.45546935,4483.66158183,2675.45546935,0.954434,232.157,2675.45546935,2.74899005368,389.759976661,232.174446252,4972.58443065,0.0,232.174164136
4195.23839463,140,50.7770472099,65.9714,140,53.3285,233.805,-236.163,76.0752,3368.78123343,4094.2887573,3368.78123343,0.945071,233.805,3368.78123343,2.87495553833,338.123842893,233.822443375,4269.87624523,0.0,233.822197365
4192.06827727,141,536.572365555,66.2965,141,53.5055,234.628,-237.049,81.9029,3241.57218111,2702.04474211,3241.57218111,0.930173,234.628,3241.57218111,2.9888894864,343.764448613,234.653655409,4548.29806813,0.0,234.653486678
4263.86892012,142,1129.33217956,66.6477,142,53.6743,236.787,-239.146,81.0198,2896.0427268,1875.09942192,2896.0427268,0.945161,236.787,2896.0427268,2.94849506078,388.887137787,236.799605863,4985.62520006,0.0,236.799252666
4359.81531751,143,81.2761354726,66.9274,143,53.8457,238.821,-241.213,64.3201,2973.07825121,4210.941981,2973.07825121,0.939099,238.821,2973.07825121,2.81571809158,347.755392606,238.837723286,4492.098037,0.0,238.837397948
4425.81438716,144,1068.00523224,67.2044,144,54.0355,241.579,-243.955,67.3447,3130.68167268,1776.28175089,3130.68167268,0.938969,241.579,3130.68167268,2.86210557304,391.736816749,241.598636366,5094.16149385,0.0,241.598437078
1675.42967163,145,1319.19692601,67.4733,145,54.2093,243.849,-246.236,72.8019,2955.92576008,-21.617802596,2955.92576008,0.95493,243.849,2955.92576008,2.85861547307,271.622328088,243.866411045,4035.3143757,0.0,243.866280594
3826.64895737,146,1384.03200463,67.828,146,54.3525,244.464,-246.882,73.7758,2931.35713487,638.479188585,2931.35713487,0.954413,244.464,2931.35713487,2.91456094434,370.895818229,244.485495376,4951.03383862,0.0,244.485258031
2622.54162388,147,1979.49318772,68.1482,147,54.519,247.623,-249.967,61.4528,3151.22150625,-420.506988147,3151.22150625,0.958465,247.623,3151.22150625,2.78678594027,286.72560192,247.634410846,4791.75846382,0.0,247.634182127
1253.41444985,148,620.649356026,68.46,148,54.6875,249.48,-251.833,81.3917,2784.13336423,92.2375255356,2784.13336423,0.94827,249.48,2784.13336423,2.89851278182,326.791994457,249.499309034,1969.95626752,0.0,249.499117704
4588.37717918,149,356.864499496,68.7704,149,54.8457,251.19,-253.543,77.5123,3190.43074862,3594.96353798,3190.43074862,0.951335,251.19,3190.43074862,2.96360232971,374.166863941,251.208828362,4939.6610985,0.0,251.208633926
3976.29622166,150,1411.07698834,69.0363,150,55.0012,252.443,-254.831,76.0657,3147.3585768,371.064998268,3147.3585768,0.948006,252.443,3147.3585768,2.86638014483,369.125646287,252.45793652,4987.11126349,0.0,252.457707679
4223.20322964,151,224.599629169,69.4492,151,55.1663,254.866,-257.273,77.5009,2889.83052229,3777.13369642,2889.83052229,0.941834,254.866,2889.83052229,2.91449400088,344.904345363,254.886797402,4511.20119503,0.0,254.886609833
4550.07787864,152,1332.58248801,69.6884,152,55.3556,256.704,-259.101,60.8305,2877.37373437,576.877893169,2877.37373437,0.939914,256.704,2877.37373437,2.7430250377,380.510085545,256.71589386,5292.52722457,0.0,256.715699492
3896.69852443,153,1284.8558352,70.0434,153,55.5358,258.296,-260.704,85.1371,3257.18948282,369.781937715,3257.18948282,0.957244,258.296,3257.18948282,3.00649304812,353.236007502,258.311941395,4721.06667626,0.0,258.311690125
3511.40319246,154,1555.65753864,70.4221,154,55.7414,260.375,-262.726,79.691,2943.85286293,863.821591736,2943.85286293,0.958964,260.375,2943.85286293,2.96843131835,394.810571297,260.39331874,5324.9913702,0.0,260.393088466
4942.07474987,155,138.21262298,70.6672,155,55.9051,261.683,-264.114,77.5534,2918.74069634,4731.85655149,2918.74069634,0.955084,261.683,2918.74069634,2.93758612095,393.729204439,261.698721813,5197.26203005,0.0,261.69856107
4625.87651483,156,1150.99601743,70.9789,156,56.0529,264.007,-266.424,64.5342,3214.93686524,1206.58666067,3214.93686524,0.947345,264.007,3214.93686524,2.81817751613,393.272333702,264.021735195,5281.61036869,0.0,264.02149398
4825.3188683,157,83.6319753904,71.2756,157,56.2219,266.038,-268.413,70.8605,3015.24261742,4665.49509582,3015.24261742,0.922809,266.038,3015.24261742,2.906416973,381.994192838,266.054023959,4986.2338271,0.0,266.053809691
4749.85601418,158,58.8380710019,71.6053,158,56.4188,267.959,-270.401,80.3588,2978.35725701,4647.96521813,2978.35725701,0.953429,267.959,2978.35725701,2.90891940694,371.464155681,267.973146291,4863.4238906,0.0,267.972985582
3811.40111985,159,1693.17027479,71.902,159,56.5831,269.779,-272.127,96.3118,2870.93552043,1077.47638383,2870.93552043,0.955651,269.779,2870.93552043,3.17095710953,412.21972688,269.80130149,5360.83433747,0.0,269.801075988
2846.13050015,160,2135.9778718,72.2523,160,56.7749,270.429,-272.768,70.3628,2925.70024853,-441.748886538,2925.70024853,0.957435,270.429,2925.70024853,2.88019723481,345.423119145,270.445940097,5044.18832822,0.0,270.445698453
4696.79448805,161,138.44766469,72.5668,161,56.8661,272.959,-275.295,97.2288,3118.8594367,4355.10025041,3118.8594367,0.945211,272.959,3118.8594367,3.10743363687,372.568384673,272.974853035,4861.76249198,0.0,272.974608498
4601.35055778,162,885.817123695,72.8816,162,57.0517,274.39,-276.675,77.366,2955.13616939,1979.7811186,2955.13616939,0.949385,274.39,2955.13616939,2.95348909697,367.511824473,274.408182159,5158.92474757,0.0,274.40801412
2769.4345505,163,1610.76889284,73.1333,163,57.2196,276.078,-278.334,74.0031,2980.30109243,181.30131907,2980.30109243,0.97014,276.078,2980.30109243,2.91216468081,359.207210516,276.091362045,4787.76155242,0.0,276.091162474
4654.47802677,164,134.83895199,73.4863,164,57.409,277.704,-280.112,98.2432,2945.126952,4420.42004058,2945.126952,0.949501,277.704,2945.126952,3.09726843314,375.785685412,277.72145951,4819.40865658,0.0,277.721278747
4591.56003393,165,1121.00232169,73.7611,165,57.5336,279.802,-282.216,92.6846,3144.06362928,1239.87051991,3144.06362928,0.96679,279.802,3144.06362928,3.08612183934,388.648280658,279.820055602,5097.8142965,0.0,279.819876543
4588.57718061,166,84.8052384986,74.0275,166,57.7393,281.515,-283.892,78.2486,3012.31346043,4449.10320693,3012.31346043,0.958872,281.515,3012.31346043,3.00347081438,359.493307185,281.53608381,4738.69897901,0.0,281.535880468
4395.9042583,167,1058.91786905,74.3469,167,57.8729,282.553,-284.941,97.8972,2786.32364168,1299.99596365,2786.32364168,0.960262,282.553,2786.32364168,3.11032210869,397.101743692,282.562164166,5029.78183789,0.0,282.561924728
4430.99151915,168,151.318813399,74.6999,168,58.0588,283.747,-286.121,100.27,3004.55951151,4079.14153904,3004.55951151,0.965861,283.747,3004.55951151,3.14826452151,342.164115002,283.773579558,4622.5681796,0.0,283.773358985
4147.59734314,169,1491.74873543,75.0832,169,58.2765,286.029,-288.435,97.1436,3156.32023344,320.326645791,3156.32023344,0.95529,286.029,3156.32023344,3.16115588378,392.3468802,286.041342115,5160.3394484,0.0,286.041069562
3342.24668613,170,1312.60304819,75.3128,170,58.4968,287.836,-290.224,85.4826,3407.23883025,695.32472883,3407.23883025,0.956866,287.836,3407.23883025,2.97551573307,346.302880626,287.850039313,4472.41666827,0.0,287.84985981
3679.49353771,171,1629.47919446,75.5739,171,58.6351,288.707,-291.078,82.2049,3077.76839948,169.286672419,3077.76839948,0.962683,288.707,3077.76839948,3.02950906143,330.387105045,288.714633385,4631.18353165,0.0,288.714402362
553.59226749,172,1365.80431967,75.8092,172,58.8001,291.224,-293.647,93.1613,3069.32174576,-346.250838633,3069.32174576,0.98283,291.224,3069.32174576,3.16358109213,255.911744722,291.251150077,4517.43211863,0.0,291.250931261
4549.43709924,173,1011.47021405,76.196,173,58.9884,291.493,-293.851,100.555,3112.14354038,1545.40623386,3112.14354038,0.967357,291.493,3112.14354038,3.10465142673,389.522291246,291.509339039,5232.66757291,0.0,291.509140904
4742.36672573,174,264.62775583,76.4854,174,59.1409,293.567,-296.018,110.729,3089.78473808,4112.36435338,3089.78473808,0.95719,293.567,3089.78473808,3.23762826935,377.86022458,293.584193165,5080.3102364,0.0,293.583961911
4667.0581755,175,69.4630063858,76.7704,175,59.2705,295.737,-298.15,105.546,3134.42726508,4554.9956336,3134.42726508,0.958073,295.737,3134.42726508,3.19302570972,391.531719337,295.74979439,4783.41876259,0.0,295.749637499
2277.96431263,176,1319.59487516,77.1629,176,59.4374,296.953,-299.37,100.59,3220.33828127,46.167392692,3220.33828127,0.970779,296.953,3220.33828127,3.19910761015,343.802197455,296.957604723,4027.87509512,0.0,296.957270219
4386.07590058,177,381.063916365,77.5517,177,59.5641,297.888,-300.32,111.169,2766.04030233,3299.28070456,2766.04030233,0.9571,297.888,2766.04030233,3.3141733819,362.065026686,297.918281425,4779.09098137,0.0,297.918115753
4530.87480502,178,114.890022789,77.9058,178,59.7291,300.294,-302.773,108.45,3028.33891834,4350.09688973,3028.33891834,0.945374,300.294,3028.33891834,3.28478234791,359.197185325,300.314615327,4688.92931384,0.0,300.31433987
4107.26597935,179,1832.86880069,78.1906,179,59.8393,302.225,-304.736,124.858,3145.72918174,-270.960176434,3145.72918174,0.96708,302.225,3145.72918174,3.38501246139,366.875946716,302.243287288,5237.71639829,0.0,302.243079604
1429.18145636,180,1736.57659921,78.4886,180,60.0493,303.322,-305.807,111.002,2927.42108146,-127.854924039,2927.42108146,0.975442,303.322,2927.42108146,3.25739462016,261.243070093,303.335643892,4365.92158771,0.0,303.335464134
1655.23894175,181,1776.14460231,78.8021,181,60.2214,305.342,-307.736,118.12,3216.6869758,-289.40973361,3216.6869758,0.976459,305.342,3216.6869758,3.37351691733,302.874112404,305.36051836,4393.6168714,0.0,305.360320109
1781.04683248,182,1957.93512112,79.0244,182,60.3841,306.957,-309.314,101.777,3379.89547236,-333.625727148,3379.89547236,0.977467,306.957,3379.89547236,3.22009411743,319.425678805,306.979972287,5138.61555368,0.0,306.97977287
2576.97181436,183,2098.22019604,79.2442,183,60.5517,307.797,-310.149,68.4115,2966.18104115,40.1106141968,2966.18104115,0.956587,307.797,2966.18104115,2.95436327795,347.017369802,307.802260511,5271.348109,0.0,307.802150099
3472.62326377,184,1276.82443792,79.5677,184,60.7159,308.827,-311.277,120.795,3125.51428966,1094.69259804,3125.51428966,0.969387,308.827,3125.51428966,3.33580810638,359.662834353,308.852774538,4695.22476068,0.0,308.852510006
4700.71422096,185,182.398994565,79.8792,185,60.8658,311.585,-314.051,119.158,3356.83086443,4448.42127219,3356.83086443,0.95658,311.585,3356.83086443,3.38109826417,375.290808203,311.599160345,4993.9725164,0.0,311.598956756
4537.58184498,186,450.362152145,80.1975,186,60.9879,312.116,-314.563,96.3963,2880.12480045,3248.2768176,2880.12480045,0.954921,312.116,2880.12480045,3.1524341296,360.939450188,312.124633027,4858.57714283,0.0,312.124480601
5288.36419366,187,133.60189837,80.5243,187,61.1487,313.707,-316.207,102.444,3152.40921948,5036.91149231,3152.40921948,0.954761,313.707,3152.40921948,3.28362321907,406.087251191,313.723129048,5464.65174531,0.0,313.722856763
2746.39269572,188,1697.74674411,80.8181,188,61.3321,315.286,-317.781,123.694,3116.54700441,219.407926283,3116.54700441,0.963035,315.286,3116.54700441,3.42072663783,369.934789046,315.303475858,5299.3886651,0.0,315.303310444
3863.0774941,189,1724.82303832,81.1173,189,61.5239,316.351,-318.799,99.7963,3123.65086592,415.26854406,3123.65086592,0.954445,316.351,3123.65086592,3.19627685123,386.323646105,316.367028386,5176.49179957,0.0,316.36687362
4433.19134178,190,1635.79069022,81.4858,190,61.6113,318.023,-320.529,134.768,3225.66621462,627.086454366,3225.66621462,0.95166,318.023,3225.66621462,3.46247906175,392.158539877,318.04420084,5489.16427341,0.0,318.043994512
1176.59743247,191,1467.98956904,81.7713,191,61.783,320.691,-323.102,116.547,3373.52634599,-202.754360808,3373.52634599,0.967897,320.691,3373.52634599,3.25267403009,314.507536413,320.701759174,5077.52426671,0.0,320.70161586
2693.32241016,192,1907.13514484,82.0134,192,61.9455,320.904,-323.234,115.008,3070.44946768,37.3147793354,3070.44946768,0.954584,320.904,3070.44946768,3.29467640565,358.43640395,320.924998265,5191.37027467,0.0,320.924905749
4971.81745825,193,84.5710874719,82.3828,193,62.0672,321.829,-324.193,131.078,3001.51329844,4883.86200907,3001.51329844,0.951134,321.829,3001.51329844,3.39690829222,398.737862591,321.842769453,5146.37883845,0.0,321.842564939
4006.83271618,194,620.132492546,82.6434,194,62.2261,324.064,-326.467,115.988,2118.75858299,2722.1170856,2118.75858299,0.950174,324.064,2118.75858299,3.33751832897,374.978562239,324.085809259,4545.53725024,0.0,324.085589848
4572.4831331,195,128.63447831,82.9633,195,62.3724,324.556,-327.014,132.841,3114.78125285,4348.72420577,3114.78125285,0.943964,324.556,3114.78125285,3.45581504978,370.05472595,324.577189558,4836.16208041,0.0,324.577055077
2646.9791001,196,1575.08258282,83.299,196,62.5355,325.561,-328.001,143.772,2935.52599739,6.21495169257,2935.52599739,0.963982,325.561,2935.52599739,3.50294554154,332.212246814,325.573707258,4845.02293754,0.0,325.573398057
3307.37789,197,1653.43112892,83.6018,197,62.7224,326.852,-329.272,108.183,3282.52301584,98.1804280184,3282.52301584,0.959208,326.852,3282.52301584,3.26542691989,360.291297321,326.867458793,4830.77421685,0.0,326.867335635
2430.55503284,198,1306.73116902,83.9766,198,62.8915,329.549,-332.032,117.441,3272.69095804,542.796534549,3272.69095804,0.953625,329.549,3272.69095804,3.33791165064,381.21712638,329.567048542,4611.1553666,0.0,329.566826951
3218.34148155,199,1466.1392117,84.3879,199,63.071,329.475,-331.931,143.635,3120.2259986,114.593251042,3120.2259986,0.959556,329.475,3120.2259986,3.61570051775,371.660057646,329.485674821,4954.01474933,0.0,329.485533639
3688.07325603,200,1623.00728956,84.6659,200,63.2288,331.44,-333.93,109.046,2959.04873916,351.670977212,2959.04873916,0.959826,331.44,2959.04873916,3.26919701585,359.181159019,331.449449091,4921.97124165,0.0,331.449255532
2615.62693536,201,1675.76042386,85.0197,201,63.3792,333.4,-335.786,134.333,3098.29452428,-40.3200782724,3098.29452428,0.96757,333.4,3098.29452428,3.48612787795,332.240576962,333.435094995,4788.32302402,0.0,333.434952124
1040.48842768,202,1114.47275754,85.2993,202,63.4787,334.051,-336.419,119.237,3174.55975823,365.339512228,3174.55975823,0.938746,334.051,3174.55975823,3.35637862914,268.745403744,334.0640332,3548.54954789,0.0,334.063825123
3045.69082778,203,1826.843044,85.5962,203,63.5828,335.387,-337.829,127.357,3289.70536193,-53.5973282308,3289.70536193,0.951666,335.387,3289.70536193,3.36710131612,315.997100408,335.400630896,4875.72506174,0.0,335.40037993
3192.18673197,204,1179.34447981,85.7665,204,63.8081,336.194,-338.542,124.347,2965.58977172,1361.05378947,2965.58977172,0.962113,336.194,2965.58977172,3.36810127371,357.435905192,336.212359992,4404.63392253,0.0,336.212125717
2531.37249409,205,1674.90218913,86.0989,205,63.9096,336.71,-339.211,164.273,3234.62348285,432.096227127,3234.62348285,0.955998,336.71,3234.62348285,3.58030185476,354.247185281,336.721787623,4714.75123743,0.0,336.721645423
3086.4619842,206,1550.72827154,86.4722,206,64.066,338.864,-341.336,149.269,3248.41622387,65.5096516047,3248.41622387,0.96262,338.864,3248.41622387,3.46462748559,331.34013384,338.891688915,4643.40107283,0.0,338.891510031
3796.77502084,207,1586.76774184,86.7238,207,64.1727,339.446,-341.828,117.899,3405.97584071,1103.20281215,3405.97584071,0.957794,339.446,3405.97584071,3.28229529962,378.27998455,339.46423392,5036.64437543,0.0,339.464110976
4212.89984076,208,485.594540294,87.0471,208,64.3776,340.735,-343.195,158.274,3271.06575222,2787.14851147,3271.06575222,0.956428,340.735,3271.06575222,3.57274156499,348.079324808,340.75362222,4547.56483507,0.0,340.753428122
3902.84262562,209,1168.31977117,87.366,209,64.5314,342.19,-344.574,133.794,3290.81353932,802.283897992,3290.81353932,0.961635,342.19,3290.81353932,3.46323651823,353.338545665,342.207144652,4717.05564331,0.0,342.206909021
2544.11612675,210,1831.89294476,87.6218,210,64.6754,344.489,-346.91,92.2568,2923.53938957,-186.918322489,2923.53938957,0.969728,344.489,2923.53938957,3.16510099646,325.059123529,344.503842406,4748.59415808,0.0,344.503646427
4058.2691198,211,75.5147360074,87.9342,211,64.8409,344.848,-347.272,130.882,2935.47339515,3935.66889454,2935.47339515,0.95748,344.848,2935.47339515,3.38777391813,319.533728712,344.853040034,4171.26337927,0.0,344.852834169
4970.93129714,212,143.808784715,88.2785,212,65.0594,345.996,-348.32,160.932,3268.5715164,4668.32602415,3268.5715164,0.953967,345.996,3268.5715164,3.5594601165,394.635091532,346.01429185,5215.24544257,0.0,346.014173396
4116.68975827,213,1354.97976257,88.5224,213,65.189,346.445,-348.875,147.245,2871.38556263,69.5161428952,2871.38556263,0.960715,346.445,2871.38556263,3.48764694248,349.124407451,346.468852496,4767.39425755,0.0,346.468712559
4684.83750276,214,131.185463055,88.7918,214,65.3069,347.756,-350.128,111.013,3212.47387441,4455.56136756,3212.47387441,0.96272,347.756,3212.47387441,3.28421837038,367.436668247,347.772652402,4870.64034122,0.0,347.772412058
3794.91807357,215,1355.21672188,89.1575,215,65.4836,349.083,-351.468,144.413,2729.36631347,257.88569652,2729.36631347,0.96619,349.083,2729.36631347,3.48213644355,354.009421197,349.097543634,4799.31444441,0.0,349.097219556
2037.52017226,216,1922.49299947,89.3872,216,65.6574,350.061,-352.47,91.43,3409.73824453,-421.007129165,3409.73824453,0.972508,350.061,3409.73824453,3.04078966317,284.012098913,350.069159737,5008.99339758,0.0,350.068939056
4309.67407054,217,187.165341472,89.6452,217,65.8298,351.56,-353.955,154.718,3319.56634985,4050.64024177,3319.56634985,0.961444,351.56,3319.56634985,3.55809453639,352.808243568,351.580801998,4573.77428274,0.0,351.580561405
4496.98104492,218,549.655154853,89.8521,218,65.9192,351.943,-354.357,154.57,3265.31138845,3107.46951719,3265.31138845,0.962566,351.943,3265.31138845,3.50334879855,368.148185895,351.954870051,5001.33384411,0.0,351.954813879
4554.6136383,219,131.055521785,90.1154,219,66.0199,352.389,-354.757,161.676,2953.66917689,4404.11836933,2953.66917689,0.963672,352.389,2953.66917689,3.52003082869,349.437026383,352.415976888,4811.79373367,0.0,352.415850554
3989.74495829,220,703.438556988,90.3781,220,66.1846,354.439,-356.821,132.42,3100.033508,1907.57461,3100.033508,0.965082,354.439,3100.033508,3.36075410797,334.064794936,354.454346983,4388.73166613,0.0,354.454184625
3651.3524041,221,956.807057399,90.714,221,66.3237,356.026,-358.419,190.799,3440.45245686,1464.52143857,3440.45245686,0.965664,356.026,3440.45245686,3.70444600587,348.02350669,356.045309563,4643.83383573,0.0,356.045233092
4572.8108383,222,524.40361134,90.9374,222,66.4241,356.558,-358.973,155.723,3288.31987056,3362.12317393,3288.31987056,0.959953,356.558,3288.31987056,3.51314525287,386.790822881,356.573135412,4985.41163862,0.0,356.573006793
3436.77284826,223,1920.59060304,91.2403,223,66.53,356.929,-359.284,180.497,3240.96434401,-594.977492014,3240.96434401,0.947651,356.929,3240.96434401,3.61473910457,371.238481866,356.93938763,5014.90969165,0.0,356.939267241
3091.23695657,224,1482.35716803,91.5707,224,66.7047,357.766,-360.183,140.408,3428.05738444,379.544335405,3428.05738444,0.961645,357.766,3428.05738444,3.47845140587,376.113972097,357.788464155,4594.01840048,0.0,357.788410181
4914.13455671,225,581.636727379,91.8315,225,66.8683,359.856,-362.207,130.643,3470.42527016,3242.15759741,3470.42527016,0.958933,359.856,3470.42527016,3.34991833791,404.193661743,359.865727506,5370.41775856,0.0,359.865611328
3806.34930899,226,1098.96079379,92.1616,226,67.0052,360.311,-362.713,152.15,3633.6249903,1674.75563858,3633.6249903,0.965364,360.311,3633.6249903,3.54233229892,348.086360983,360.333330839,5235.0666685,0.0,360.333152934
3930.87713053,227,1837.50698864,92.4855,227,67.1465,361.181,-363.547,144.668,3302.8185512,44.8458296969,3302.8185512,0.959718,361.181,3302.8185512,3.38629899463,383.816053972,361.192909865,5284.99988514,0.0,361.192725235
4702.17406146,228,317.845070142,92.7217,228,67.3158,362.412,-364.851,159.702,3518.39596313,4008.65302121,3518.39596313,0.953061,362.412,3518.39596313,3.60012307566,375.676958447,362.429137592,5146.73187019,0.0,362.429019312
3900.41425623,229,865.559177636,92.9625,229,67.4462,363.431,-365.819,144.453,3098.92437355,1377.44562219,3098.92437355,0.957956,363.431,3098.92437355,3.45729885179,319.509962182,363.447790299,4443.37023793,0.0,363.447668659
3526.55967274,230,1489.15989222,93.2101,230,67.5512,364.412,-366.739,165.595,3226.42620569,537.135272965,3226.42620569,0.958018,364.412,3226.42620569,3.62481221505,324.109549978,364.43236623,4811.73231316,0.0,364.432230724
3512.09965249,231,1675.96364655,93.4275,231,67.7085,364.625,-366.991,131.727,3186.36381064,349.207226132,3186.36381064,0.969004,364.625,3186.36381064,3.41996411912,326.692630503,364.642159824,4794.93718628,0.0,364.641953042
5208.22483149,232,437.235631053,93.7191,232,67.8419,365.897,-368.265,134.164,3198.74182383,3947.34316447,3198.74182383,0.964182,365.897,3198.74182383,3.41879859774,417.196491064,365.906701896,5569.79283919,0.0,365.906546628
3027.66594305,233,1723.59882679,94.0278,233,67.9966,367.03,-369.404,161.519,3353.91963345,575.122874187,3353.91963345,0.950314,367.03,3353.91963345,3.54687068564,344.007514523,367.03655445,5022.43872266,0.0,367.036386294
4373.47611078,234,741.872278592,94.3145,234,68.1239,368.307,-370.742,142.266,3295.11129773,3115.44093318,3295.11129773,0.961242,368.307,3295.11129773,3.42413551682,385.561905024,368.328230242,5346.51989938,0.0,368.328052705
3865.92615982,235,1367.8739846,94.5919,235,68.2557,368.685,-371.114,155.833,3180.72262849,627.534385061,3180.72262849,0.969329,368.685,3180.72262849,3.55550132713,339.338638138,368.699711837,4984.29996402,0.0,368.699598048
4559.83427848,236,796.620815168,94.8027,236,68.3942,369.841,-372.248,144.631,3376.0001707,3145.00904639,3376.0001707,0.956194,369.842,3376.0001707,3.42454925446,389.681299981,369.865740163,5287.35792167,0.0,369.865632377
4252.02323495,237,1071.55177536,95.0311,237,68.5474,370.511,-372.936,172.68,3244.62951287,1123.22813261,3244.62951287,0.961903,370.511,3244.62951287,3.63784312455,377.279588073,370.521201007,4851.95374955,0.0,370.521107752
4367.49130139,238,316.183796882,95.3413,238,68.6979,371.251,-373.705,163.947,3108.89539988,3484.5196209,3108.89539988,0.966673,371.251,3108.89539988,3.56814487569,346.605741488,371.271194208,4639.97200695,0.0,371.271045849
4021.69517037,239,940.867512568,95.5637,239,68.7874,372.45,-374.856,117.177,3341.8615867,2561.38496452,3341.8615867,0.961103,372.45,3341.8615867,3.24724900042,343.280008558,372.454251752,4996.90356188,0.0,372.454045392
4646.95942227,240,355.216938006,95.8338,240,68.9366,374.16,-376.619,152.308,3217.93711621,4000.82445176,3217.93711621,0.969044,374.16,3217.93711621,3.4966390102,372.439405906,374.176083423,5080.63661597,0.0,374.175954966
4410.68064617,241,109.074997279,96.0644,241,69.0561,374.716,-377.086,147.879,3173.53145293,4224.13887415,3173.53145293,0.966698,374.716,3173.53145293,3.46417879268,350.0139713,374.735862049,4575.35857574,0.0,374.735673852
