AverageReturn,Epoch,StdReturn,QFunRegParamNorm,Iteration,PolicyRegParamNorm,AverageQ,AveragePolicySurr,AverageQLoss,MaxEsReturn,MinReturn,AverageEsReturn,AverageAction,AverageAbsQ,MinEsReturn,AverageAbsQYDiff,AverageDiscountedReturn,AverageAbsY,MaxReturn,StdEsReturn,AverageY
4469.25526738,242,73.5300993298,96.219,242,69.2037,376.54,-378.964,122.263,3131.89160319,4303.24108674,3131.89160319,0.952241,376.54,3131.89160319,3.24280862099,354.281229865,376.547459677,4556.18922058,0.0,376.547371113
4967.65044947,243,119.955113653,96.4897,243,69.2912,377.039,-379.364,148.239,3433.34374764,4762.43696448,3433.34374764,0.95761,377.039,3433.34374764,3.41319988522,376.639530889,377.051643988,5178.91331328,0.0,377.051560755
3719.73160134,244,1505.19910248,96.8244,244,69.4542,376.979,-379.379,187.197,3327.76183457,1047.47502499,3327.76183457,0.9501,376.979,3327.76183457,3.70285702055,371.104457336,376.995304595,4918.4463632,0.0,376.995140617
4757.10430649,245,156.707716223,97.0657,245,69.5524,377.645,-380.074,172.239,3085.83784625,4540.84111762,3085.83784625,0.960304,377.645,3085.83784625,3.48286269984,358.138212602,377.666467061,5049.71792379,0.0,377.666298313
4392.90672925,246,153.534783404,97.2017,246,69.6863,378.472,-380.852,106.752,3733.94145963,4167.96142131,3733.94145963,0.961515,378.472,3733.94145963,3.14901029376,346.427806898,378.48449281,4641.2045861,0.0,378.484395907
4674.83666551,247,152.612738248,97.434,247,69.8081,380.458,-382.833,125.359,3385.95132536,4447.40489148,3385.95132536,0.965115,380.458,3385.95132536,3.24848423779,361.018555093,380.462394903,4913.90316727,0.0,380.462268032
4482.15379323,248,245.202762717,97.7059,248,69.9102,381.027,-383.329,180.383,3266.96720699,4151.66901073,3266.96720699,0.963406,381.027,3266.96720699,3.62286174307,347.793199301,381.048082739,4825.17840272,0.0,381.047960882
4767.81377785,249,102.175847403,97.9455,249,70.0034,381.419,-383.797,126.202,3169.99406119,4564.98862018,3169.99406119,0.966945,381.419,3169.99406119,3.25153410031,375.131600813,381.433286408,4913.71977448,0.0,381.433173353
5013.24285634,250,299.33614998,98.2632,250,70.0988,382.499,-384.815,141.919,3431.71776537,4396.90987459,3431.71776537,0.95501,382.499,3431.71776537,3.35566043356,375.114214064,382.506739942,5412.79241892,0.0,382.506651873
4500.01630693,251,1308.56202022,98.5154,251,70.2919,383.52,-385.78,153.48,3167.73590728,951.300221157,3167.73590728,0.960541,383.52,3167.73590728,3.50637262572,390.035156656,383.537215851,5413.18245833,0.0,383.537044783
4316.11679827,252,103.572029649,98.7866,252,70.4216,383.539,-385.901,145.612,3467.86808358,4077.70552448,3467.86808358,0.961702,383.539,3467.86808358,3.3361969715,349.758195842,383.55647025,4427.44885071,0.0,383.556404302
3762.91296701,253,1778.54604626,99.0712,253,70.5327,383.975,-386.353,130.895,3483.25613308,238.357622498,3483.25613308,0.964767,383.975,3483.25613308,3.30133152334,366.379950945,383.989015222,5220.45122563,0.0,383.988843611
4594.87184216,254,102.530624887,99.3139,254,70.688,385.477,-387.91,146.064,3391.53373649,4418.95135018,3391.53373649,0.960127,385.477,3391.53373649,3.43293996543,373.863036388,385.489564604,4767.42232154,0.0,385.489416906
3566.47839966,255,1917.37296737,99.5476,255,70.745,386.691,-389.022,167.822,3425.39500249,240.950274983,3425.39500249,0.968791,386.691,3425.39500249,3.61032752222,369.739601185,386.703416744,5133.4342448,0.0,386.703208983
4955.79390174,256,113.994374623,99.7919,256,70.9232,386.999,-389.352,149.218,3345.76570836,4779.90118084,3345.76570836,0.959553,386.999,3345.76570836,3.44329797901,381.617453397,387.010858135,5104.0720692,0.0,387.010749032
3624.46848391,257,1620.45830214,100.091,257,71.0403,387.048,-389.454,215.954,3370.7933,42.8637270537,3370.7933,0.971775,387.048,3370.7933,3.85560226707,333.443964783,387.068434558,4590.75561548,0.0,387.068289051
3255.8679404,258,1948.9584952,100.3,258,71.1478,389.197,-391.556,167.064,3404.67328341,16.5364588027,3404.67328341,0.96568,389.197,3404.67328341,3.53675375606,356.615057806,389.211218711,4810.25090032,0.0,389.211074899
4449.89816727,259,614.562002486,100.563,259,71.221,389.173,-391.61,153.78,3405.88597474,2947.04856573,3405.88597474,0.970117,389.173,3405.88597474,3.44275181203,365.193614442,389.18957458,4903.66438916,0.0,389.189458314
3599.47337736,260,1693.4919271,100.789,260,71.3613,390.562,-392.955,151.663,3452.0483119,290.962998213,3452.0483119,0.971047,390.562,3452.0483119,3.4480064407,373.452970185,390.577774923,5280.4205358,0.0,390.577585089
3357.82754177,261,1456.75708076,101.014,261,71.5018,391.766,-394.135,144.182,3496.67752427,467.617523369,3496.67752427,0.971961,391.766,3496.67752427,3.35906468328,304.653915467,391.778325897,4366.07230124,0.0,391.778104565
4566.04031336,262,346.048201112,101.201,262,71.6913,392.344,-394.734,189.712,3331.37711218,3658.50098445,3331.37711218,0.971081,392.344,3331.37711218,3.67430815638,367.885604433,392.362167745,4840.84102427,0.0,392.361980215
4563.11416348,263,1098.26877479,101.403,263,71.8469,393.066,-395.431,169.094,3291.74874113,1329.41612932,3291.74874113,0.962861,393.066,3291.74874113,3.50252773465,397.436386858,393.081422966,5193.34455617,0.0,393.081335181
3087.37614355,264,1891.04216736,101.729,264,71.8985,393.244,-395.6,171.929,3498.49405338,-14.9621337078,3498.49405338,0.967328,393.244,3498.49405338,3.61765706071,339.73160734,393.259189593,5230.29253593,0.0,393.259031554
926.262099925,265,982.434199687,102.049,265,72.0221,394.276,-396.808,203.518,3548.96523858,-274.886251075,3548.96523858,0.974157,394.276,3548.96523858,3.78265739232,267.240574403,394.292076182,3188.82363606,0.0,394.291908375
4044.00133481,266,1154.64930178,102.325,266,72.1749,396.29,-398.84,187.373,3306.63376388,601.778762686,3306.63376388,0.976759,396.29,3306.63376388,3.61225397148,348.899829793,396.30552066,4573.22855215,0.0,396.305398868
3750.04580402,267,1333.80586651,102.559,267,72.3452,395.532,-398.014,187.371,3531.47432532,50.9323432577,3531.47432532,0.975872,395.532,3531.47432532,3.61583125482,333.929008767,395.547155218,4526.36945962,0.0,395.546990904
4045.01918012,268,794.490371553,102.776,268,72.4515,396.473,-398.996,164.437,3171.11692715,1790.02880642,3171.11692715,0.968519,396.474,3171.11692715,3.52809939844,352.926969411,396.495437368,4508.83143533,0.0,396.49532257
3775.18894516,269,1452.0452847,103.052,269,72.5752,398.404,-400.754,190.632,3341.084659,1296.33432818,3341.084659,0.968169,398.405,3341.084659,3.74170665625,367.280322223,398.412171422,4872.24305838,0.0,398.41206038
2869.18123162,270,1801.11160944,103.211,270,72.6633,399.222,-401.635,140.145,3189.25487614,-349.487710014,3189.25487614,0.971706,399.222,3189.25487614,3.39108126494,261.206961596,399.234513262,4414.59717658,0.0,399.234274708
3858.34094266,271,1369.31973837,103.389,271,72.7606,399.42,-401.806,168.13,3417.01171737,274.169657496,3417.01171737,0.965902,399.42,3417.01171737,3.57498896211,355.340760475,399.433921109,4759.95675295,0.0,399.433837099
2884.36012827,272,1625.53902205,103.603,272,72.9313,399.366,-401.753,155.622,3747.40122033,475.303236291,3747.40122033,0.964558,399.366,3747.40122033,3.50079517844,343.906096109,399.379492019,4565.40924727,0.0,399.379377666
4060.61780463,273,562.156057909,103.802,273,73.0386,399.716,-402.095,201.385,1309.29580906,2858.09953155,1309.29580906,0.969732,399.716,1309.29580906,3.61941551073,364.915444057,399.731115102,4508.78511274,0.0,399.73101195
3518.23215588,274,1727.65427493,104.021,274,73.1237,400.26,-402.706,176.333,3092.33177719,475.331340545,3092.33177719,0.965509,400.26,3092.33177719,3.6116081479,354.301819789,400.26817503,4853.2263397,0.0,400.268028784
4313.22098783,275,669.753457728,104.207,275,73.2674,400.311,-402.76,140.107,1705.58275836,2401.96074257,1705.58275836,0.969629,400.311,1705.58275836,3.39157773754,351.533083134,400.330048433,4985.21708929,0.0,400.32996032
3686.06554242,276,1426.89231771,104.479,276,73.3911,400.638,-403.045,186.435,3239.3117067,977.739476732,3239.3117067,0.960828,400.638,3239.3117067,3.65993648739,342.953239552,400.651973689,4796.01167358,0.0,400.651888494
3955.87497298,277,1355.37831242,104.703,277,73.4628,401.876,-404.284,154.326,3630.99111828,-43.6827109538,3630.99111828,0.973164,401.876,3630.99111828,3.42433598948,344.931565054,401.891809524,4916.60219288,0.0,401.891651999
3879.95233998,278,726.798402864,105.088,278,73.5888,402.682,-405.161,169.12,3578.18666089,1755.8589922,3578.18666089,0.969919,402.682,3578.18666089,3.62420470728,328.431817363,402.693783415,4465.78743198,0.0,402.693611878
4554.39048029,279,123.92657271,105.35,279,73.7236,403.494,-405.952,158.315,3431.20568829,4386.80069901,3431.20568829,0.968565,403.494,3431.20568829,3.51497132121,354.947491611,403.517946394,4777.38958015,0.0,403.517900285
4596.63993564,280,256.620012333,105.582,280,73.8167,404.523,-406.984,162.655,3311.29336274,4088.46052632,3311.29336274,0.964614,404.523,3311.29336274,3.57894851791,358.367046087,404.529562056,4977.70868421,0.0,404.529468177
4893.76756478,281,157.031343199,105.823,281,73.9028,404.816,-407.23,211.623,3385.40048947,4512.28536453,3385.40048947,0.959297,404.816,3385.40048947,3.81016715481,387.51499541,404.8372697,5119.6350774,0.0,404.837136621
3886.69562054,282,519.326581696,106.012,282,74.031,406.177,-408.554,171.184,3216.68162527,2452.31314046,3216.68162527,0.964899,406.177,3216.68162527,3.59804199317,314.719115727,406.194710584,4406.55581,0.0,406.194658877
3605.39876761,283,103.468901914,106.252,283,74.1956,407.065,-409.552,194.235,3535.94154326,3394.83403062,3535.94154326,0.963893,407.065,3535.94154326,3.71359772367,272.279780479,407.074197425,3761.54257638,0.0,407.074010942
3981.92490944,284,1204.8589039,106.492,284,74.329,407.67,-410.158,176.302,3393.63574314,1164.0589191,3393.63574314,0.970411,407.67,3393.63574314,3.5903159632,363.396820004,407.678562013,4905.8253587,0.0,407.678484787
3950.22442641,285,1136.96986736,106.708,285,74.4486,408.68,-411.252,187.701,3587.58835608,1220.42077449,3587.58835608,0.969842,408.683,3587.58835608,3.75379053121,360.131742824,408.707572354,4753.50216226,0.0,408.70748392
4380.55582762,286,66.4009972698,107.058,286,74.5603,408.513,-411.034,218.351,3532.83387022,4289.3779734,3532.83387022,0.968804,408.513,3532.83387022,3.86913144494,351.361374252,408.522823945,4488.10305139,0.0,408.522695596
3795.87633729,287,1036.04764154,107.317,287,74.7441,408.777,-411.256,152.82,3713.01158671,981.845955466,3713.01158671,0.969625,408.779,3713.01158671,3.51359924586,316.694782975,408.789830393,4517.84659911,0.0,408.789786975
4476.82160046,288,835.305961874,107.477,288,74.8241,410.601,-413.101,171.537,3606.28893392,2034.38496841,3606.28893392,0.974247,410.601,3606.28893392,3.66079042837,374.21812943,410.614091721,5015.4567962,0.0,410.61400667
4946.64006336,289,226.297614399,107.714,289,74.9958,411.019,-413.495,151.298,3059.12897608,4465.59571988,3059.12897608,0.97117,411.019,3059.12897608,3.55390516761,404.913738189,411.040364061,5177.14695392,0.0,411.040215707
4417.8362344,290,90.0306021018,107.935,290,75.0891,412.832,-415.347,222.367,3314.93338428,4267.27581434,3314.93338428,0.970952,412.834,3314.93338428,3.87145031703,352.840004037,412.848863782,4599.82529047,0.0,412.848738604
3796.05266575,291,1072.36703603,108.079,291,75.2661,413.419,-415.954,155.658,3538.66780662,686.461036743,3538.66780662,0.967401,413.419,3538.66780662,3.52463445666,323.859122619,413.424677168,4511.51403897,0.0,413.424586915
4498.14380668,292,755.173516641,108.382,292,75.4173,413.584,-415.994,173.612,3329.20554583,2266.82371399,3329.20554583,0.967376,413.584,3329.20554583,3.59043019155,377.840322182,413.594072962,4910.02656636,0.0,413.593997674
3706.06223867,293,1682.51769016,108.576,293,75.5486,413.995,-416.345,173.097,3243.67062494,83.3373755683,3243.67062494,0.967233,413.995,3243.67062494,3.63376292315,373.908101808,414.007707256,4950.6925424,0.0,414.00755941
4025.42930366,294,1392.8151228,108.752,294,75.6964,413.583,-416.086,174.455,3375.46417515,-99.2560088292,3375.46417515,0.95637,413.583,3375.46417515,3.67213096868,335.838188146,413.602321026,4789.04148656,0.0,413.602225124
3649.79468164,295,1263.79163417,108.966,295,75.8417,414.969,-417.445,180.54,3009.81411277,-85.5783936893,3009.81411277,0.963901,414.969,3009.81411277,3.65539873196,303.307894338,414.982294848,4577.13415571,0.0,414.98223103
4632.26018762,296,186.025575538,109.224,296,75.9239,415.498,-418.091,169.833,3691.35547359,4275.72548355,3691.35547359,0.96651,415.498,3691.35547359,3.5734886563,379.888115895,415.506944695,4877.45529422,0.0,415.506796962
4437.79714308,297,177.677705278,109.497,297,76.096,417.199,-419.791,203.061,3215.58478687,4138.28866906,3215.58478687,0.973396,417.199,3215.58478687,3.79841460597,378.110584937,417.221807275,4665.75271616,0.0,417.221672398
4575.1549191,298,326.535021989,109.7,298,76.1988,417.919,-420.434,147.51,3541.22754925,3681.88907327,3541.22754925,0.973549,417.92,3541.22754925,3.51909710801,354.472931355,417.931074812,4888.11589351,0.0,417.930948729
4693.09908341,299,1281.26346325,109.926,299,76.344,417.206,-419.726,200.841,3453.89332137,868.506584948,3453.89332137,0.970988,417.206,3453.89332137,3.78766250028,390.087757033,417.219410076,5340.20041541,0.0,417.219272256
4427.01366032,300,135.170125565,110.147,300,76.4895,418.6,-421.071,199.394,3123.71523249,4238.23753514,3123.71523249,0.964467,418.6,3123.71523249,3.70410795131,361.283875478,418.611311258,4642.51878988,0.0,418.611159047
4628.57302366,301,119.437000342,110.341,301,76.6286,418.745,-421.242,182.463,3555.19063431,4376.16821308,3555.19063431,0.958657,418.745,3555.19063431,3.68088590949,370.758783453,418.766442747,4802.11417331,0.0,418.766361085
4502.56872308,302,1031.56400877,110.58,302,76.6775,419.925,-422.413,215.072,3338.55745483,2225.36802664,3338.55745483,0.967602,419.925,3338.55745483,3.86007473671,385.681949195,419.934918629,5305.37707237,0.0,419.934854759
4705.36288465,303,715.902792921,110.748,303,76.8537,420.902,-423.429,184.683,3466.71673469,2984.72846531,3466.71673469,0.961517,420.902,3466.71673469,3.65017931841,422.407151956,420.926962833,5398.36708664,0.0,420.92677537
3673.3696583,304,1645.81417792,110.873,304,76.9705,421.73,-424.222,206.2,3301.06489179,385.109885386,3301.06489179,0.965724,421.733,3301.06489179,3.74038266221,356.014862708,421.743812165,5153.67989822,0.0,421.743680882
2853.10736489,305,1476.58186298,111.053,305,77.1534,421.229,-423.721,168.288,3273.28599382,532.801441795,3273.28599382,0.967038,421.229,3273.28599382,3.62781321263,307.961441821,421.24053675,4553.42581878,0.0,421.24038885
4704.05568392,306,884.340333205,111.226,306,77.3354,423.401,-425.78,180.284,3231.02067995,2110.13297972,3231.02067995,0.95973,423.404,3231.02067995,3.69557110486,406.446821079,423.420476687,5238.41505185,0.0,423.420375108
4747.91439417,307,182.429260759,111.339,307,77.4269,423.657,-426.078,196.601,3446.26605749,4540.53465023,3446.26605749,0.968156,423.66,3446.26605749,3.62621182539,373.391507412,423.654795429,5108.84731355,0.0,423.654578794
4684.35662303,308,1150.64668882,111.655,308,77.505,424.05,-426.443,195.476,3423.52605927,1775.81181394,3423.52605927,0.969672,424.052,3423.52605927,3.64215613495,415.174980839,424.070725249,5577.12868059,0.0,424.070557931
4885.67430982,309,887.570313559,111.818,309,77.5678,425.094,-427.494,187.621,3042.32692443,2301.22687298,3042.32692443,0.974664,425.094,3042.32692443,3.63668110718,392.072864808,425.107725702,5533.45361596,0.0,425.107665052
3883.14140967,310,1301.87560276,112.106,310,77.6447,425.077,-427.579,241.127,3519.96771087,678.873982982,3519.96771087,0.963615,425.077,3519.96771087,3.8739024359,351.193285036,425.101398168,4798.67523988,0.0,425.101351582
4870.31669471,311,117.217344165,112.251,311,77.7794,426.022,-428.404,152.798,3376.85996128,4679.23582307,3376.85996128,0.968457,426.023,3376.85996128,3.45522814859,393.907755256,426.029417736,5054.45514664,0.0,426.029352091
4766.69160175,312,218.895264763,112.398,312,77.8944,426.821,-429.249,156.363,3562.8971568,4450.97715354,3562.8971568,0.965716,426.823,3562.8971568,3.46508271454,383.467700053,426.830226616,5126.27606824,0.0,426.830122316
4000.86204211,313,1041.0353727,112.606,313,77.9822,427.315,-429.742,177.452,3354.00668179,1487.53664017,3354.00668179,0.958799,427.315,3354.00668179,3.5993643485,375.961331135,427.334318622,4875.58845927,0.0,427.334142396
4001.91311659,314,1193.51932956,112.835,314,78.1323,428.11,-430.482,204.258,3541.11196413,1169.4934143,3541.11196413,0.965538,428.11,3541.11196413,3.73726668456,399.143295281,428.122064013,5102.2703535,0.0,428.121881907
2838.92655283,315,1547.32352321,113.026,315,78.1881,428.275,-430.667,177.756,3541.79308656,15.7812010489,3541.79308656,0.964929,428.276,3541.79308656,3.6055585532,325.441409702,428.294841867,4426.04296064,0.0,428.294721009
4535.42893134,316,190.296364949,113.319,316,78.2537,429.002,-431.379,180.18,3277.4430649,4157.38539726,3277.4430649,0.96918,429.002,3277.4430649,3.61874371885,357.004474776,429.014968321,4815.70594204,0.0,429.014889125
4255.62609011,317,1136.04562028,113.554,317,78.3228,429.591,-432.022,190.401,3189.22518125,905.926751584,3189.22518125,0.967958,429.591,3189.22518125,3.63949582046,344.454148398,429.596406883,4962.51635199,0.0,429.59634273
4063.00477718,318,98.3474076948,113.826,318,78.4124,429.469,-431.942,237.554,3285.23030952,3938.02498532,3285.23030952,0.963205,429.469,3285.23030952,3.91728305721,322.948395373,429.48369416,4266.69933656,0.0,429.483607208
4501.43301465,319,712.820221453,113.999,319,78.5701,429.886,-432.302,203.196,3382.43375631,2453.48556479,3382.43375631,0.966235,429.888,3382.43375631,3.78369347336,361.717570817,429.902135444,5162.40256459,0.0,429.902034923
4654.01548809,320,1368.77324017,114.176,320,78.6091,431.186,-433.658,208.733,3275.82657653,618.989702674,3275.82657653,0.96284,431.186,3275.82657653,3.73039144804,385.569936204,431.199210008,5575.59864511,0.0,431.199175671
5075.9978356,321,83.8564858348,114.314,321,78.6626,430.932,-433.351,181.931,3398.05351154,4969.86504987,3398.05351154,0.958767,430.932,3398.05351154,3.53877846234,392.735034181,430.948120612,5208.32021441,0.0,430.948055081
4822.25012156,322,112.994990996,114.467,322,78.7333,432.266,-434.576,189.466,3434.7097395,4541.78328488,3434.7097395,0.976699,432.266,3434.7097395,3.62989805079,363.19775126,432.280380047,4940.68444772,0.0,432.280304912
4608.51568318,323,870.244102257,114.7,323,78.8694,432.354,-434.778,217.836,3511.20780232,2031.75510201,3511.20780232,0.962341,432.354,3511.20780232,3.8320006924,383.737948934,432.364088998,5158.55597162,0.0,432.363978401
4940.69327362,324,91.6841935935,114.839,324,78.9621,432.039,-434.474,179.007,3072.44844885,4753.39905462,3072.44844885,0.971221,432.043,3072.44844885,3.5753919365,376.59251623,432.060371306,5058.42446098,0.0,432.060161916
4897.84052758,325,125.524043331,115.178,325,79.045,432.367,-434.834,269.622,3461.49339742,4605.65012876,3461.49339742,0.962243,432.369,3461.49339742,4.13384799238,367.100120917,432.385549577,5085.95253016,0.0,432.385458686
4854.635559,326,175.590034412,115.367,326,79.1771,433.675,-436.133,156.399,3454.76532226,4589.01981804,3454.76532226,0.959472,433.675,3454.76532226,3.48168216067,394.969589377,433.675825955,5155.4545778,0.0,433.675702083
5036.32322206,327,474.969555553,115.598,327,79.2873,433.6,-436.008,227.667,3320.47079446,4156.44736541,3320.47079446,0.960183,433.6,3320.47079446,3.94388814622,418.348692896,433.629841355,5552.58305214,0.0,433.629765901
5211.85486883,328,135.689688136,115.775,328,79.4012,434.556,-436.905,208.013,3506.357736,4944.69220567,3506.357736,0.973728,434.556,3506.357736,3.63992553124,411.162041589,434.572553536,5442.65897828,0.0,434.572429309
3709.06159755,329,1118.99981954,115.929,329,79.553,434.861,-437.148,203.933,3660.73005976,1043.48810011,3660.73005976,0.96805,434.861,3660.73005976,3.69052412693,333.828178804,434.864644389,4781.06537589,0.0,434.864592905
3444.5642179,330,1728.41771612,116.15,330,79.6404,435.841,-438.151,184.859,3440.00209719,297.273949596,3440.00209719,0.960552,435.841,3440.00209719,3.63305761231,348.251776083,435.859720523,5585.55233924,0.0,435.859588697
4723.26583964,331,119.11980267,116.332,331,79.749,434.719,-437.121,199.104,3124.25036455,4526.83367508,3124.25036455,0.956622,434.719,3124.25036455,3.70969244698,386.080816294,434.729560179,4919.80184527,0.0,434.729395771
4933.64902013,332,92.811755737,116.501,332,79.8927,436.075,-438.422,187.009,3279.49401781,4787.12573892,3279.49401781,0.963588,436.075,3279.49401781,3.6441782182,400.199952982,436.086391444,5093.62449194,0.0,436.086288918
5218.9574858,333,210.545168149,116.674,333,80.0338,436.498,-438.907,201.202,3465.92718199,4952.23651031,3465.92718199,0.970638,436.502,3465.92718199,3.79555929831,408.887619859,436.51488216,5683.27496328,0.0,436.514750132
4616.04027303,334,163.077223138,116.95,334,80.1702,436.911,-439.369,207.336,97.4755535676,4323.6175479,97.4755535676,0.972706,436.911,97.4755535676,3.74062224283,372.690841946,436.924111964,4867.10340196,0.0,436.924008926
3312.56309459,335,1639.28413701,117.203,335,80.2939,436.628,-439.115,203.479,3464.94331747,-30.9606676864,3464.94331747,0.968915,436.629,3464.94331747,3.75012366298,295.935130036,436.643780064,4712.83385075,0.0,436.64367199
4741.2367726,336,159.779601667,117.453,336,80.4699,436.311,-438.65,198.842,3309.14467852,4407.59012504,3309.14467852,0.969218,436.311,3309.14467852,3.76873634519,372.03486694,436.331539451,4960.5439133,0.0,436.331387505
4959.49439662,337,352.424068643,117.667,337,80.5325,436.509,-438.899,210.54,3516.00128836,4130.6730167,3516.00128836,0.960136,436.513,3516.00128836,3.76444939509,388.362599504,436.518496966,5282.30939979,0.0,436.518408705
4591.88677446,338,108.038314743,117.833,338,80.6817,437.902,-440.315,239.38,3664.43821567,4430.96098209,3664.43821567,0.97453,437.902,3664.43821567,3.91340733419,369.848717672,437.933975699,4794.16238411,0.0,437.933858196
3808.87867003,339,1438.61175554,118.112,339,80.7542,438.331,-440.73,267.429,3361.51313928,1174.20443175,3361.51313928,0.965933,438.331,3361.51313928,4.06705575151,372.810267657,438.329266778,5197.61333051,0.0,438.329183073
3730.71540767,340,1425.7757916,118.371,340,80.8978,438.691,-441.044,238.491,3262.25137237,-121.432926949,3262.25137237,0.969227,438.695,3262.25137237,3.91408712795,338.296169605,438.708131378,5022.24161362,0.0,438.707933704
4825.06649038,341,945.067400778,118.517,341,81.0129,438.353,-440.741,200.578,3213.56343386,2018.86349411,3213.56343386,0.968334,438.356,3213.56343386,3.74861518708,404.849856454,438.365971602,5331.23737861,0.0,438.365859534
4225.18380392,342,1414.47217399,118.716,342,81.1046,439.877,-442.286,221.54,2957.89185819,15.504022424,2957.89185819,0.965991,439.88,2957.89185819,3.80405065048,350.459958269,439.88949096,4978.10713693,0.0,439.889370739
4861.29202272,343,139.024303559,118.939,343,81.1637,440.411,-442.82,156.724,3404.88611087,4633.15577914,3404.88611087,0.969865,440.411,3404.88611087,3.45860046357,394.094442441,440.419511171,5121.67418916,0.0,440.419426524
3956.24004914,344,96.6481913922,119.139,344,81.3039,440.239,-442.665,225.482,3186.66602345,3815.00776969,3186.66602345,0.97024,440.239,3186.66602345,3.84740923341,319.500601974,440.254179889,4202.471879,0.0,440.254094794
3953.34942307,345,114.767310024,119.346,345,81.3699,440.624,-443.042,224.667,3496.12200975,3756.81799752,3496.12200975,0.966128,440.624,3496.12200975,3.82504266759,322.793627016,440.64327572,4136.88632706,0.0,440.643240241
4186.23376026,346,1090.15639085,119.575,346,81.5204,441.865,-444.214,223.875,3550.43140062,947.475710787,3550.43140062,0.9715,441.865,3550.43140062,3.86673234395,362.445711758,441.879355184,4827.08603191,0.0,441.879273677
4573.74777307,347,128.525787019,119.78,347,81.6391,441.249,-443.684,203.687,3259.92939192,4357.05486715,3259.92939192,0.954909,441.253,3259.92939192,3.70640301625,366.578143578,441.269699404,4863.55502586,0.0,441.269594716
4909.79430348,348,177.58991813,120.034,348,81.7476,442.362,-444.811,206.352,3020.08880517,4592.08951917,3020.08880517,0.963773,442.363,3020.08880517,3.69507839603,388.900033363,442.366029705,5268.37961073,0.0,442.365905129
3468.58820476,349,1386.29296717,120.282,349,81.8359,442.165,-444.543,273.33,3514.42713108,33.5741216572,3514.42713108,0.962126,442.166,3514.42713108,4.11629105866,310.505548218,442.190763175,4816.49516194,0.0,442.190555833
4893.47940417,350,147.070115954,120.473,350,81.9132,442.198,-444.554,189.711,3321.34378823,4615.12429234,3321.34378823,0.971011,442.2,3321.34378823,3.70281762491,403.959891971,442.20474935,5191.40723623,0.0,442.204531566
4820.21271001,351,213.896970167,120.7,351,82.041,442.801,-445.167,191.452,1135.52479538,4348.65907339,1135.52479538,0.958818,442.801,1135.52479538,3.65691506714,375.609589678,442.813952135,5035.64267434,0.0,442.813882916
5015.5100463,352,1579.52876658,120.916,352,82.1926,442.431,-444.801,218.066,3758.0635837,284.91023954,3758.0635837,0.961582,442.431,3758.0635837,3.73573943703,409.498061191,442.440447445,5732.95003482,0.0,442.440373131
3693.93698188,353,1062.17247611,121.121,353,82.2958,443.918,-446.288,212.211,3358.17062358,1492.19666928,3358.17062358,0.975609,443.918,3358.17062358,3.83455395919,343.607667624,443.931914223,4510.15776056,0.0,443.931785593
4894.08677317,354,187.465994431,121.296,354,82.4739,443.183,-445.525,227.853,3469.67653205,4546.49516109,3469.67653205,0.967522,443.183,3469.67653205,3.82040845462,400.129164752,443.203965695,5241.61707679,0.0,443.203789867
4508.47599308,355,679.376078654,121.457,355,82.5803,443.676,-446.06,202.008,3357.13454771,2712.22829082,3357.13454771,0.971211,443.677,3357.13454771,3.71769927486,368.139194076,443.683062588,5100.18675354,0.0,443.682975683
4378.04201472,356,580.591259536,121.625,356,82.6478,444.819,-447.194,190.653,3195.44768371,2706.2995458,3195.44768371,0.968486,444.819,3195.44768371,3.63973223103,372.276039786,444.833858063,4884.05216328,0.0,444.833785112
4849.76906876,357,130.476194292,121.797,357,82.7671,444.667,-447.077,193.291,3670.91556429,4622.15956889,3670.91556429,0.968111,444.667,3670.91556429,3.7006597512,374.651646844,444.684254196,5082.53272737,0.0,444.68409278
4435.94652407,358,240.823901393,121.997,358,82.8403,444.314,-446.713,230.967,3557.25057042,4050.45216469,3557.25057042,0.967003,444.314,3557.25057042,3.89956653012,355.657028689,444.330608308,4788.80244608,0.0,444.330515145
4977.93593256,359,54.8302200407,122.168,359,82.8923,445.867,-448.257,192.42,3343.5743496,4904.0619058,3343.5743496,0.959205,445.867,3343.5743496,3.58232720197,391.555393155,445.87810189,5089.11114426,0.0,445.87803966
2824.016923,360,2030.08296081,122.275,360,82.9725,445.789,-448.054,244.043,3619.75183104,-22.1571288975,3619.75183104,0.967674,445.789,3619.75183104,3.85442708287,342.443462951,445.80553593,5291.78353034,0.0,445.805521337
4908.55276484,361,186.622421025,122.471,361,83.0643,446.218,-448.537,197.841,3323.42695531,4692.47498365,3323.42695531,0.965352,446.218,3323.42695531,3.51946000747,385.277715855,446.226439508,5271.49603805,0.0,446.226307336
4169.49193392,362,1131.43888873,122.71,362,83.1459,446.863,-449.178,302.916,3478.20828668,934.450093657,3478.20828668,0.96155,446.863,3478.20828668,4.15492945545,354.627588759,446.883842917,4970.8017806,0.0,446.883749798
4662.4005703,363,558.362409884,122.929,363,83.1956,446.291,-448.545,182.27,3472.84738881,3527.23939807,3472.84738881,0.968918,446.291,3472.84738881,3.54040572996,386.487704728,446.292133172,5215.47376191,0.0,446.292080943
4885.18154719,364,108.667737584,123.046,364,83.2908,446.883,-449.178,225.128,3496.79994218,4691.47818498,3496.79994218,0.960782,446.885,3496.79994218,3.78068040337,388.413593076,446.884355811,5071.14100517,0.0,446.884312863
