AverageAction,StdEsReturn,AverageDiscountedReturn,AverageAbsQYDiff,AverageReturn,AverageAbsY,AverageEsReturn,MaxReturn,Iteration,AveragePolicySurr,PolicyRegParamNorm,AverageAbsQ,QFunRegParamNorm,AverageY,AverageQ,Epoch,MinReturn,StdReturn,MinEsReturn,AverageQLoss,MaxEsReturn
0.248692,19.261658148,99.9956828753,0.242492222875,1000.0,9.07561939479,15.640625,1000.0,123,-9.96332,69.3021,9.0963,78.0525,9.07336991278,9.07347,123,1000.0,0.0,3.0,0.446583,96.0
0.72201,15.5852367942,79.8011315628,0.260176258857,386.961538462,9.14256420695,13.5890410959,1000.0,124,-10.0124,69.5496,9.16317,78.3172,9.13939138672,9.13887,124,53.0,353.956481546,2.0,0.502977,77.0
0.328509,15.468977414,99.9956828753,0.255328489701,1000.0,9.15683089438,13.3783783784,1000.0,125,-10.0689,69.6685,9.17968,78.5554,9.15274078772,9.15287,125,1000.0,0.0,3.0,0.486761,81.0
0.191868,12.7964594713,99.9956828753,0.252792207055,1000.0,9.26534874671,12.225,1000.0,126,-10.1455,69.8332,9.28904,79.0046,9.26256788708,9.26178,126,1000.0,0.0,3.0,0.474626,46.0
0.263081,18.7879737905,99.9956828753,0.249715611068,1000.0,9.26078735582,12.7283950617,1000.0,127,-10.1756,69.9376,9.28409,79.0904,9.25772166905,9.25748,127,1000.0,0.0,2.0,0.473287,93.0
0.279038,15.8004142844,99.9956828753,0.248791357328,1000.0,9.37413022173,17.3965517241,1000.0,128,-10.2402,70.0329,9.39361,79.3904,9.37174497828,9.37082,128,1000.0,0.0,3.0,0.47503,66.0
0.058583,14.7450595924,99.9956828753,0.255778287976,1000.0,9.43394180773,13.8591549296,1000.0,129,-10.3163,70.1546,9.45386,79.7908,9.43093743253,9.43122,129,1000.0,0.0,2.0,0.515158,60.0
0.344735,13.1137885684,99.9956828753,0.252951514951,1000.0,9.499661495,13.9722222222,1000.0,130,-10.3699,70.3703,9.52121,80.1598,9.4969603776,9.49617,130,1000.0,0.0,3.0,0.488012,55.0
0.274064,14.9397843209,99.9956828753,0.260981283039,1000.0,9.48939443584,13.3866666667,1000.0,131,-10.397,70.4497,9.51035,80.6078,9.48618177718,9.48572,131,1000.0,0.0,2.0,0.527251,90.0
0.366701,20.135407749,99.9956828753,0.259102577159,1000.0,9.58018317628,16.5423728814,1000.0,132,-10.4755,70.6311,9.60143,80.9742,9.57641188626,9.57682,132,1000.0,0.0,3.0,0.554878,114.0
0.458619,13.7595161875,99.9956828753,0.25033559616,1000.0,9.65041007781,14.3,1000.0,133,-10.4908,70.6475,9.67208,81.305,9.64628396538,9.64646,133,1000.0,0.0,3.0,0.497812,86.0
0.439503,13.4845519181,99.9956828753,0.258138628828,1000.0,9.67054953206,14.2638888889,1000.0,134,-10.5296,70.8263,9.69414,81.5881,9.66617474488,9.66606,134,1000.0,0.0,3.0,0.522718,62.0
0.37785,11.3892841816,99.9956828753,0.262840964003,1000.0,9.67962518254,11.9390243902,1000.0,135,-10.5541,70.8792,9.70559,81.8084,9.6755178637,9.67524,135,1000.0,0.0,3.0,0.555713,63.0
0.333961,13.4209907037,99.9956828753,0.248495246024,1000.0,9.72101759537,14.3802816901,1000.0,136,-10.6067,70.9841,9.74188,82.011,9.71822237861,9.71767,136,1000.0,0.0,3.0,0.512393,67.0
0.331534,13.619010619,99.9956828753,0.255395879773,1000.0,9.72258664883,15.6031746032,1000.0,137,-10.5798,71.1307,9.74531,82.3233,9.71887413637,9.71855,137,1000.0,0.0,3.0,0.543082,53.0
0.332041,16.1602347969,99.9956828753,0.237422776806,1000.0,9.78303053515,13.0256410256,1000.0,138,-10.6666,71.3047,9.80523,82.6433,9.77985570467,9.78049,138,1000.0,0.0,3.0,0.470276,116.0
0.342527,14.2045798701,99.9956828753,0.273125239251,1000.0,9.78828209767,16.375,1000.0,139,-10.6995,71.418,9.81266,82.8652,9.78611877106,9.78525,139,1000.0,0.0,3.0,0.61436,82.0
0.304596,16.1846550382,99.9956828753,0.26379653091,1000.0,9.81542527611,16.8412698413,1000.0,140,-10.6979,71.4966,9.83642,83.2073,9.81059127292,9.81009,140,1000.0,0.0,3.0,0.578532,88.0
0.331739,12.7087755421,99.9956828753,0.245739878304,1000.0,9.86150383934,14.6764705882,1000.0,141,-10.7137,71.6442,9.88357,83.447,9.85677417505,9.85673,141,1000.0,0.0,3.0,0.490974,55.0
0.279657,12.4141039678,99.9956828753,0.2551642252,1000.0,9.88482786431,12.0952380952,1000.0,142,-10.7798,71.7581,9.90664,83.7209,9.88124114241,9.88158,142,1000.0,0.0,3.0,0.505414,83.0
0.2823,11.3275509848,99.9956828753,0.271222330629,1000.0,9.91656909298,12.7974683544,1000.0,143,-10.8076,71.9053,9.94215,84.043,9.91207883879,9.91138,143,1000.0,0.0,3.0,0.606818,47.0
0.314694,10.6965660351,99.9956828753,0.25729361687,1000.0,9.9520505951,11.8452380952,1000.0,144,-10.8625,72.082,9.97609,84.3152,9.94471372986,9.94506,144,1000.0,0.0,2.0,0.528212,43.0
0.373628,12.8438640506,99.9956828753,0.257130546609,1000.0,9.99226234047,12.3125,1000.0,145,-10.9181,72.1992,10.0161,84.5219,9.9872454133,9.98747,145,1000.0,0.0,3.0,0.552545,89.0
0.378793,14.2985521557,99.9956828753,0.247749170745,1000.0,10.0079974275,12.6625,1000.0,146,-10.9358,72.2591,10.0304,84.8257,10.0026439918,10.0018,146,1000.0,0.0,2.0,0.517904,97.0
0.416656,12.1381457238,90.9642138454,0.270177998844,843.5,10.0749476069,11.4204545455,1000.0,147,-11.001,72.4428,10.0986,85.0633,10.0689132036,10.0687,147,58.0,349.946781668,3.0,0.597037,68.0
0.380957,13.0855545735,99.9956828753,0.268496893729,1000.0,10.140414183,13.3648648649,1000.0,148,-11.0428,72.5813,10.1651,85.4749,10.1354326859,10.135,148,1000.0,0.0,3.0,0.580178,55.0
0.341626,10.7935105905,99.9956828753,0.268981956088,1000.0,10.2068786778,11.5113636364,1000.0,149,-11.1411,72.7548,10.23,85.6507,10.2019491774,10.2017,149,1000.0,0.0,2.0,0.588824,63.0
0.367978,11.1012858932,99.9956828753,0.245992036939,1000.0,10.1968538104,12.0731707317,1000.0,150,-11.168,72.8964,10.2202,85.9543,10.193588333,10.1936,150,1000.0,0.0,2.0,0.5029,44.0
0.380473,14.289757979,99.9956828753,0.27342878613,1000.0,10.2844602626,14.0,1000.0,151,-11.2087,73.0523,10.315,86.1908,10.2802882363,10.2805,151,1000.0,0.0,2.0,0.587546,63.0
0.309493,11.2681629397,99.9956828753,0.29448189671,1000.0,10.313013159,13.1688311688,1000.0,152,-11.261,73.1567,10.3394,86.4808,10.3091911612,10.3083,152,1000.0,0.0,3.0,0.671853,47.0
0.32071,13.7366443537,99.9956828753,0.252850619236,1000.0,10.3949869282,13.2972972973,1000.0,153,-11.3135,73.2796,10.4186,86.801,10.3917823936,10.3921,153,1000.0,0.0,3.0,0.52298,61.0
0.296832,10.2412983908,99.9956828753,0.27905298635,1000.0,10.3779706657,10.9230769231,1000.0,154,-11.3467,73.4615,10.4046,86.8152,10.3747891083,10.3748,154,1000.0,0.0,2.0,0.620948,54.0
0.130404,12.988514625,99.9956828753,0.278637545325,1000.0,10.3902851314,13.1282051282,1000.0,155,-11.3471,73.5788,10.4134,87.1448,10.3871825617,10.3864,155,1000.0,0.0,3.0,0.625443,52.0
0.319376,11.7460365656,99.9956828753,0.266570259396,1000.0,10.4719684542,12.425,1000.0,156,-11.4136,73.7002,10.4972,87.4848,10.4686103907,10.4689,156,1000.0,0.0,2.0,0.608513,53.0
0.230575,11.6175104878,88.2409757325,0.263505427829,628.882352941,10.4978678512,10.978021978,1000.0,157,-11.4378,73.7875,10.5194,87.7604,10.4936549812,10.4929,157,48.0,385.079958443,3.0,0.606293,74.0
0.438151,13.8319432135,37.5360218321,0.277505542729,49.3596059113,10.5413323933,14.3857142857,201.0,158,-11.4678,73.9019,10.5673,87.9813,10.5376749141,10.5377,158,37.0,25.6782621422,3.0,0.650892,84.0
0.438583,16.4029103797,67.1265718878,0.26798103222,262.179487179,10.5297016579,14.5223880597,1000.0,159,-11.4935,74.0213,10.5567,88.236,10.5256076179,10.5262,159,39.0,303.969792004,2.0,0.617479,94.0
0.417626,11.2947715109,99.9956828753,0.270540370668,1000.0,10.5559267333,12.8481012658,1000.0,160,-11.524,74.1256,10.5787,88.5652,10.5511743626,10.5504,160,1000.0,0.0,3.0,0.643299,55.0
0.318317,11.6509317557,99.9956828753,0.268537188522,1000.0,10.6224350649,10.9239130435,1000.0,161,-11.5522,74.2444,10.6467,89.0381,10.6190718958,10.6186,161,1000.0,0.0,3.0,0.620013,60.0
0.361754,13.1155491963,99.9956828753,0.270115497064,1000.0,10.6067358847,11.0659340659,1000.0,162,-11.5584,74.3391,10.6326,89.3249,10.6032558584,10.6035,162,1000.0,0.0,3.0,0.605835,78.0
0.474557,14.8433997215,39.5887258934,0.264405124506,82.2704918033,10.6123862113,13.5753424658,1000.0,163,-11.6077,74.4142,10.6363,89.6086,10.608402215,10.6088,163,38.0,174.18969483,2.0,0.583594,68.0
0.581656,13.1858069353,39.3136007859,0.272695976167,63.3924050633,10.6806624056,11.9404761905,703.0,164,-11.6276,74.5211,10.7038,89.8162,10.6761800295,10.6753,164,38.0,85.3610229913,2.0,0.616437,79.0
0.150426,11.5398669637,99.9956828753,0.29149787324,1000.0,10.7254387108,12.0120481928,1000.0,165,-11.6964,74.5766,10.7549,90.1835,10.7205247314,10.7208,165,1000.0,0.0,2.0,0.696826,50.0
0.316348,13.9304992884,99.9956828753,0.275206069748,1000.0,10.7477154092,14.9701492537,1000.0,166,-11.721,74.714,10.7724,90.441,10.7430129384,10.7431,166,1000.0,0.0,3.0,0.614576,58.0
0.337421,12.9584371646,99.9956828753,0.278196276826,1000.0,10.7550721197,12.4375,1000.0,167,-11.751,74.8532,10.7824,90.7296,10.747449882,10.7467,167,1000.0,0.0,3.0,0.631439,61.0
0.230802,13.0499042142,99.9956828753,0.290410306928,1000.0,10.7855642128,12.5,1000.0,168,-11.7518,74.926,10.81,91.0068,10.7798988983,10.7789,168,1000.0,0.0,3.0,0.723981,78.0
0.304131,10.1498697908,99.9956828753,0.282584068121,1000.0,10.8388737651,10.53125,1000.0,169,-11.8093,75.0809,10.8649,91.3019,10.8334090761,10.8338,169,1000.0,0.0,3.0,0.665587,58.0
0.391028,11.4487502013,99.9956828753,0.272827528784,1000.0,10.8942036707,13.8472222222,1000.0,170,-11.8675,75.1614,10.9205,91.5092,10.8907086966,10.89,170,1000.0,0.0,2.0,0.641842,46.0
0.368461,13.8552157532,99.9956828753,0.266197308177,1000.0,10.8657104342,16.224137931,1000.0,171,-11.8716,75.1773,10.8916,91.8128,10.8615050803,10.8615,171,1000.0,0.0,3.0,0.601839,62.0
0.237784,12.303835784,99.9956828753,0.278450114973,1000.0,10.9314057969,13.125,1000.0,172,-11.9015,75.2754,10.9609,91.9105,10.9283693212,10.9287,172,1000.0,0.0,3.0,0.663304,64.0
0.361635,9.22946046724,99.9956828753,0.288089853937,1000.0,10.9197056552,10.2222222222,1000.0,173,-11.9357,75.4703,10.9451,92.307,10.9146037131,10.9141,173,1000.0,0.0,2.0,0.679838,45.0
0.256316,13.2080586026,99.9956828753,0.259355669981,1000.0,10.9666727734,12.6582278481,1000.0,174,-11.9469,75.5895,10.9938,92.4805,10.9610543823,10.9612,174,1000.0,0.0,2.0,0.549152,74.0
0.275687,12.4333158791,99.9956828753,0.274705154777,1000.0,10.999645256,11.9875,1000.0,175,-11.9759,75.6816,11.0282,92.8209,10.9941859344,10.9939,175,1000.0,0.0,2.0,0.652569,59.0
0.277518,9.71940637307,99.9956828753,0.294619827559,1000.0,11.0240751964,11.6741573034,1000.0,176,-12.0084,75.8072,11.054,92.9743,11.0182362067,11.0182,176,1000.0,0.0,2.0,0.706828,51.0
0.406104,12.7671396499,78.4803698821,0.28218388389,722.357142857,11.0417195273,11.9879518072,1000.0,177,-12.039,75.9771,11.0705,93.0857,11.0354738225,11.0358,177,25.0,438.994078571,3.0,0.673226,77.0
0.277892,11.4857979139,99.9956828753,0.27559005963,1000.0,11.0536088371,11.4090909091,1000.0,178,-12.1029,76.1527,11.0791,93.422,11.0471608462,11.0467,178,1000.0,0.0,3.0,0.651381,64.0
0.226622,10.7156560271,99.9956828753,0.292966335567,1000.0,11.1036171537,11.375,1000.0,179,-12.1433,76.2407,11.1331,93.6733,11.0970230976,11.0964,179,1000.0,0.0,3.0,0.696058,53.0
0.32901,10.8110273611,99.9956828753,0.294786421134,1000.0,11.1279557657,11.6511627907,1000.0,180,-12.1643,76.3466,11.1589,93.8477,11.1231989257,11.1227,180,1000.0,0.0,2.0,0.735147,51.0
0.340454,9.60868517035,99.9956828753,0.288940466213,1000.0,11.1902586843,9.90099009901,1000.0,181,-12.1986,76.4642,11.2176,94.1171,11.1852498202,11.185,181,1000.0,0.0,2.0,0.711045,56.0
0.264597,12.7295785979,99.9956828753,0.276816587551,1000.0,11.1885704318,14.0441176471,1000.0,182,-12.231,76.6047,11.2144,94.3918,11.1828485948,11.1824,182,1000.0,0.0,2.0,0.633647,54.0
0.286757,10.1510764819,99.9956828753,0.290479834971,1000.0,11.2661938778,9.94285714286,1000.0,183,-12.2796,76.6901,11.2936,94.6346,11.2623989317,11.2619,183,1000.0,0.0,3.0,0.708869,47.0
0.299484,10.0484252838,99.9956828753,0.293678862043,1000.0,11.301422957,11.8292682927,1000.0,184,-12.3206,76.8406,11.3322,94.8245,11.2995112186,11.2993,184,1000.0,0.0,3.0,0.730755,54.0
0.239892,11.0608991635,99.9956828753,0.29213595568,1000.0,11.2874443188,10.8421052632,1000.0,185,-12.3472,76.9,11.316,95.0299,11.2848886437,11.2852,185,1000.0,0.0,3.0,0.714457,65.0
0.509599,12.567416342,36.7992914665,0.303132852277,54.3686868687,11.3026122881,11.3068181818,1000.0,186,-12.3671,76.9757,11.329,95.1738,11.2998512993,11.2997,186,39.0,95.6014476735,3.0,0.751695,59.0
0.298848,11.4714116758,99.9956828753,0.295517118432,1000.0,11.3095705166,10.989010989,1000.0,187,-12.3774,77.1258,11.3407,95.5495,11.3062884395,11.3068,187,1000.0,0.0,3.0,0.741647,55.0
0.427983,8.90496490729,91.0898100691,0.289988780901,843.75,11.3693094921,10.04,1000.0,188,-12.4437,77.3267,11.3974,95.7787,11.3656171955,11.3651,188,57.0,349.392836456,3.0,0.724296,44.0
0.401203,10.8842904122,99.9956828753,0.284947567065,1000.0,11.4349631291,11.1,1000.0,189,-12.4752,77.5357,11.4618,96.0867,11.4323299137,11.4329,189,1000.0,0.0,2.0,0.679277,55.0
0.434875,11.7050554644,86.7626302537,0.286019594828,782.0,11.4286020315,11.4827586207,1000.0,190,-12.5092,77.7079,11.4578,96.1924,11.425034795,11.424,190,54.0,398.01217608,2.0,0.70395,51.0
0.288735,20.4728313326,71.3317270796,0.281029028184,550.157894737,11.4666641932,14.8787878788,1000.0,191,-12.5155,77.7755,11.493,96.4319,11.463585545,11.4638,191,43.0,474.212506568,3.0,0.648952,129.0
0.439308,10.5376880395,99.9956828753,0.3104155451,1000.0,11.446315874,10.967032967,1000.0,192,-12.5115,77.9252,11.4787,96.6705,11.4423545535,11.4415,192,1000.0,0.0,3.0,0.812477,45.0
0.391643,14.4801632529,99.9956828753,0.315655891979,1000.0,11.4679925483,13.7972972973,1000.0,193,-12.5737,78.147,11.4992,96.9354,11.4637396474,11.4633,193,1000.0,0.0,3.0,0.829198,55.0
0.332026,10.3469205773,99.9956828753,0.296391957177,1000.0,11.5093575673,11.0888888889,1000.0,194,-12.6108,78.2941,11.5386,97.2696,11.5041886783,11.505,194,1000.0,0.0,3.0,0.72871,68.0
0.318656,8.97459634197,99.9956828753,0.315013709193,1000.0,11.5577266663,10.4631578947,1000.0,195,-12.6238,78.2273,11.59,97.4245,11.5504741196,11.55,195,1000.0,0.0,3.0,0.782988,39.0
0.303038,13.4201676313,99.9956828753,0.317329466974,1000.0,11.5551378461,12.4691358025,1000.0,196,-12.6501,78.345,11.591,97.5984,11.5484356418,11.5483,196,1000.0,0.0,3.0,0.817506,56.0
0.366757,8.35130935779,99.9956828753,0.296706383079,1000.0,11.6270081993,9.69902912621,1000.0,197,-12.7083,78.5147,11.6581,97.8918,11.6208194761,11.6217,197,1000.0,0.0,3.0,0.70622,43.0
0.32921,10.9050956489,99.9956828753,0.308305878344,1000.0,11.6245184389,11.0333333333,1000.0,198,-12.6983,78.6277,11.6553,98.0698,11.6199018648,11.6194,198,1000.0,0.0,3.0,0.769418,54.0
0.360339,12.4306207572,99.9956828753,0.301166504558,1000.0,11.6186125208,10.5578947368,1000.0,199,-12.7266,78.788,11.6525,98.2589,11.6145342629,11.6149,199,1000.0,0.0,3.0,0.721222,74.0
0.432966,9.94453552702,99.9956828753,0.309353155089,1000.0,11.691063679,9.5619047619,1000.0,200,-12.7593,78.9018,11.7201,98.5125,11.687808837,11.6865,200,1000.0,0.0,3.0,0.772291,54.0
0.335645,13.8760429324,99.9956828753,0.297232156285,1000.0,11.6472898858,13.6849315068,1000.0,201,-12.7724,79.068,11.6761,98.711,11.6441209953,11.6439,201,1000.0,0.0,3.0,0.742884,60.0
0.2512,10.2227784133,99.9956828753,0.315013675025,1000.0,11.7167558895,10.8043478261,1000.0,202,-12.8133,79.183,11.7511,98.8981,11.7146353976,11.715,202,1000.0,0.0,3.0,0.773866,59.0
0.317699,10.4026255996,99.9956828753,0.312709952138,1000.0,11.7300354304,10.8539325843,1000.0,203,-12.8047,79.2931,11.7575,99.0598,11.7280220338,11.7275,203,1000.0,0.0,3.0,0.817381,47.0
0.352661,14.6340124705,99.9956828753,0.32320357419,1000.0,11.6891075675,14.3888888889,1000.0,204,-12.8104,79.5092,11.7195,99.2698,11.6866325416,11.6873,204,1000.0,0.0,3.0,0.848551,76.0
0.344605,13.6671390506,99.9956828753,0.301880955748,1000.0,11.7331600393,13.038961039,1000.0,205,-12.8089,79.6205,11.7632,99.483,11.7310868311,11.7309,205,1000.0,0.0,3.0,0.736294,70.0
0.378108,11.1925138828,99.9956828753,0.29404380654,1000.0,11.7491024468,12.2469135802,1000.0,206,-12.829,79.7675,11.781,99.6048,11.7472998204,11.746,206,1000.0,0.0,3.0,0.686552,51.0
0.369818,12.7020697168,99.9956828753,0.302603923452,1000.0,11.7557378128,14.4057971014,1000.0,207,-12.8313,79.8995,11.7861,99.8285,11.7534647515,11.7541,207,1000.0,0.0,3.0,0.772671,58.0
0.373843,20.9242900022,99.9956828753,0.306321088208,1000.0,11.7243162601,17.0677966102,1000.0,208,-12.827,80.027,11.7562,99.9747,11.7229988887,11.7232,208,1000.0,0.0,3.0,0.783907,112.0
0.321253,11.766132068,99.9956828753,0.295260589943,1000.0,11.7926598727,11.5301204819,1000.0,209,-12.862,80.1469,11.8243,100.086,11.7913103741,11.7912,209,1000.0,0.0,3.0,0.692517,67.0
0.419278,10.6270464663,99.9956828753,0.317582124544,1000.0,11.7252313034,12.7682926829,1000.0,210,-12.8578,80.2101,11.7615,100.126,11.7236019846,11.7239,210,1000.0,0.0,3.0,0.806204,55.0
0.388206,14.6027582271,99.9956828753,0.302497166577,1000.0,11.7763905661,13.8472222222,1000.0,211,-12.9005,80.3699,11.8057,100.31,11.775152499,11.7741,211,1000.0,0.0,3.0,0.765205,64.0
0.351925,10.3305158045,99.9956828753,0.29008711662,1000.0,11.783584609,10.6210526316,1000.0,212,-12.9193,80.5078,11.813,100.522,11.7819940421,11.7825,212,1000.0,0.0,3.0,0.731619,50.0
0.410427,11.665074177,99.9956828753,0.301987456788,1000.0,11.8564280409,12.7066666667,1000.0,213,-12.9888,80.6077,11.8847,100.686,11.854124332,11.8536,213,1000.0,0.0,2.0,0.749341,48.0
0.489628,11.8526717522,99.9956828753,0.294813353166,1000.0,11.8342204296,12.4523809524,1000.0,214,-12.9443,80.8095,11.8634,100.892,11.8323844738,11.8327,214,1000.0,0.0,3.0,0.730322,48.0
0.441953,10.672951316,99.9956828753,0.324720554215,1000.0,11.8843792505,9.60576923077,1000.0,215,-13.0328,80.9814,11.914,101.177,11.8827054994,11.8821,215,1000.0,0.0,3.0,0.843229,59.0
0.446372,9.5538039074,99.9956828753,0.303477630018,1000.0,11.8685732177,9.82178217822,1000.0,216,-12.9914,81.1182,11.8956,101.425,11.8665636065,11.8666,216,1000.0,0.0,3.0,0.758904,47.0
0.233606,11.9749537845,99.9956828753,0.313966124334,1000.0,11.925952439,11.7023809524,1000.0,217,-13.0542,81.2652,11.9567,101.603,11.9229218196,11.9221,217,1000.0,0.0,3.0,0.783353,57.0
0.420098,10.9834075856,99.9956828753,0.305491756238,1000.0,11.9582063557,10.8829787234,1000.0,218,-13.0755,81.3282,11.9866,101.755,11.9526937899,11.952,218,1000.0,0.0,3.0,0.831827,67.0
0.36279,8.27348292414,99.9956828753,0.31553161242,1000.0,11.9456413358,9.34579439252,1000.0,219,-13.0755,81.4525,11.9747,101.937,11.9392233473,11.9396,219,1000.0,0.0,3.0,0.849662,44.0
0.452123,11.3675427254,69.8199588782,0.311030438979,525.3,12.0186827101,10.670212766,1000.0,220,-13.1554,81.5953,12.0494,102.169,12.0099326922,12.0103,220,30.0,474.736569057,3.0,0.82855,66.0
0.506808,10.8218512914,99.9956828753,0.306273286095,1000.0,12.0626787106,10.4736842105,1000.0,221,-13.2126,81.7607,12.0953,102.317,12.0548589908,12.0545,221,1000.0,0.0,3.0,0.77643,58.0
0.336612,9.45286529717,99.9956828753,0.311819758729,1000.0,12.0659221004,10.3020833333,1000.0,222,-13.222,81.8517,12.097,102.479,12.0564794137,12.0553,222,1000.0,0.0,3.0,0.811212,44.0
0.398088,11.0131472234,99.9956828753,0.3124596079,1000.0,12.0865923661,11.8,1000.0,223,-13.2453,81.954,12.1222,102.711,12.0780335273,12.0787,223,1000.0,0.0,3.0,0.752481,49.0
0.483906,10.0552194415,99.9956828753,0.325717937567,1000.0,12.1951980629,11.2272727273,1000.0,224,-13.3389,82.1032,12.2269,102.933,12.1898918237,12.19,224,1000.0,0.0,3.0,0.862119,47.0
0.534504,12.507544537,99.9956828753,0.320393615961,1000.0,12.1763789462,12.0843373494,1000.0,225,-13.3317,82.3063,12.2088,103.215,12.1674902839,12.167,225,1000.0,0.0,3.0,0.873328,65.0
0.5279,10.0200212797,99.9956828753,0.33515811235,1000.0,12.2002711082,11.5909090909,1000.0,226,-13.3567,82.5218,12.2328,103.323,12.1916564955,12.1923,226,1000.0,0.0,3.0,0.945994,51.0
0.335912,10.3831546266,75.1202848378,0.350415131601,581.222222222,12.2194855949,9.99,1000.0,227,-13.3506,82.6667,12.2583,103.675,12.2107940547,12.2103,227,55.0,468.208946181,3.0,0.982022,66.0
0.361973,10.0638403642,99.9956828753,0.320762654866,1000.0,12.2104313118,9.33962264151,1000.0,228,-13.376,82.8313,12.2478,103.884,12.2036575531,12.2041,228,1000.0,0.0,3.0,0.850098,48.0
0.423429,12.3482881448,99.9956828753,0.308671161274,1000.0,12.2712644159,12.3048780488,1000.0,229,-13.4149,83.0832,12.3011,103.988,12.266015735,12.2663,229,1000.0,0.0,3.0,0.785412,70.0
0.335426,12.0055004695,99.9956828753,0.331379241232,1000.0,12.2562319178,11.5176470588,1000.0,230,-13.4628,83.1919,12.2882,104.128,12.2504837226,12.25,230,1000.0,0.0,3.0,0.873816,62.0
0.338577,11.7340495223,99.9956828753,0.329836339695,1000.0,12.2972123213,11.5168539326,1000.0,231,-13.5172,83.2694,12.3295,104.259,12.2920470666,12.2914,231,1000.0,0.0,3.0,0.911626,53.0
0.299649,12.5736123457,99.9956828753,0.321944231637,1000.0,12.3688722624,11.2093023256,1000.0,232,-13.5618,83.423,12.4007,104.46,12.3651095919,12.366,232,1000.0,0.0,3.0,0.864321,62.0
0.335247,10.7887718551,99.9956828753,0.330656072605,1000.0,12.4078872008,11.7386363636,1000.0,233,-13.59,83.4494,12.4419,104.762,12.4057410492,12.4043,233,1000.0,0.0,3.0,0.898877,53.0
0.317549,12.5075066727,99.9956828753,0.328487842623,1000.0,12.3694045722,14.3768115942,1000.0,234,-13.6053,83.4873,12.4035,105.022,12.3665236103,12.3661,234,1000.0,0.0,3.0,0.848892,58.0
0.356013,15.1260330226,99.9956828753,0.329687698289,1000.0,12.4406676734,15.625,1000.0,235,-13.6243,83.6425,12.4757,105.088,12.4381070289,12.439,235,1000.0,0.0,3.0,0.867368,62.0
0.338926,10.6337977374,99.9956828753,0.318862157048,1000.0,12.473467622,11.0111111111,1000.0,236,-13.6978,83.7497,12.5042,105.203,12.4709426504,12.471,236,1000.0,0.0,3.0,0.857534,51.0
0.232649,15.8640907398,99.9956828753,0.33154921006,1000.0,12.4877569106,12.575,1000.0,237,-13.6715,83.9362,12.5252,105.373,12.4852844288,12.4842,237,1000.0,0.0,3.0,0.933628,121.0
0.0640187,14.7303991913,99.9956828753,0.360723857716,1000.0,12.4648996346,13.6486486486,1000.0,238,-13.6891,84.1375,12.5049,105.515,12.462820637,12.4629,238,1000.0,0.0,3.0,1.04621,115.0
0.601255,15.8295285656,99.9956828753,0.320086511788,1000.0,12.5333733525,15.359375,1000.0,239,-13.6788,84.3234,12.564,105.76,12.531719345,12.532,239,1000.0,0.0,3.0,0.857558,72.0
0.0728245,17.5391042379,99.9956828753,0.344761814591,1000.0,12.4877771814,14.0694444444,1000.0,240,-13.6708,84.5097,12.5274,105.985,12.4860867126,12.485,240,1000.0,0.0,3.0,0.953006,106.0
0.681513,13.6432540049,99.9956828753,0.295732569757,1000.0,12.5108915168,10.2755102041,1000.0,241,-13.6583,84.7313,12.5432,106.052,12.5097632503,12.5102,241,1000.0,0.0,3.0,0.769236,88.0
0.34099,22.4077412035,80.8271141643,0.337715341533,685.066666667,12.5805086016,16.8305084746,1000.0,242,-13.737,84.857,12.6158,106.232,12.5798066538,12.5809,242,50.0,445.394875987,3.0,0.908594,156.0
0.428603,14.0909922582,99.9956828753,0.311964538356,1000.0,12.5112502365,13.3648648649,1000.0,243,-13.7072,84.8879,12.5441,106.5,12.5102267199,12.5082,243,1000.0,0.0,3.0,0.74978,74.0
0.498933,11.7916499668,99.9956828753,0.327939488714,1000.0,12.5347041994,13.2467532468,1000.0,244,-13.7021,85.083,12.5689,106.626,12.533172305,12.5349,244,1000.0,0.0,3.0,0.908003,51.0
0.512136,20.3600248587,99.9956828753,0.317533347732,1000.0,12.5466500736,19.8571428571,1000.0,245,-13.7195,85.1423,12.5793,106.779,12.5451168511,12.5442,245,1000.0,0.0,2.0,0.854426,98.0
0.297724,19.3694705371,99.9956828753,0.305937255688,1000.0,12.5683592647,16.5833333333,1000.0,246,-13.7259,85.2396,12.6004,106.941,12.5664046636,12.5664,246,1000.0,0.0,3.0,0.764535,103.0
0.256556,13.7485708521,99.9956828753,0.352304579687,1000.0,12.5445140699,12.5853658537,1000.0,247,-13.7029,85.4135,12.5878,107.171,12.5421688433,12.5424,247,1000.0,0.0,3.0,0.999743,84.0
0.92004,13.8126681167,99.9956828753,0.307781068354,1000.0,12.5301843029,11.3908045977,1000.0,248,-13.7239,85.5292,12.5632,107.314,12.5262782804,12.5261,248,1000.0,0.0,2.0,0.809299,74.0
0.376877,11.5009865334,99.9956828753,0.307401565768,1000.0,12.5780291493,11.5172413793,1000.0,249,-13.7515,85.665,12.6092,107.447,12.5740814438,12.5737,249,1000.0,0.0,3.0,0.796361,50.0
0.209895,13.8479313918,99.9956828753,0.33652213869,1000.0,12.5693343241,14.8955223881,1000.0,250,-13.7373,85.8295,12.6058,107.566,12.5656007098,12.5664,250,1000.0,0.0,2.0,0.955315,59.0
