AverageAction,StdEsReturn,AverageDiscountedReturn,AverageAbsQYDiff,AverageReturn,AverageAbsY,AverageEsReturn,MaxReturn,Iteration,AveragePolicySurr,PolicyRegParamNorm,AverageAbsQ,QFunRegParamNorm,AverageY,AverageQ,Epoch,MinReturn,StdReturn,MinEsReturn,AverageQLoss,MaxEsReturn
0.218021,13.3657666463,99.9956828753,0.326609043623,1000.0,12.5121972574,13.3918918919,1000.0,251,-13.7281,85.886,12.5498,107.758,12.5088917079,12.5096,251,1000.0,0.0,2.0,0.869521,70.0
0.166216,11.618101894,99.9956828753,0.316847148649,1000.0,12.5616028924,12.6708860759,1000.0,252,-13.7265,85.9733,12.5944,107.89,12.5587780795,12.5582,252,1000.0,0.0,3.0,0.852649,52.0
0.188029,13.2044329743,99.9956828753,0.304984597571,1000.0,12.5335262729,14.8970588235,1000.0,253,-13.6928,86.0834,12.5669,108.09,12.5315098541,12.5319,253,1000.0,0.0,3.0,0.798649,50.0
0.137129,13.4199994613,99.9956828753,0.336687342631,1000.0,12.524013603,12.0,1000.0,254,-13.677,86.2356,12.5599,108.236,12.5225392795,12.5227,254,1000.0,0.0,3.0,0.95275,80.0
0.152632,14.3450926391,99.9956828753,0.325492032702,1000.0,12.4936858153,13.1447368421,1000.0,255,-13.677,86.3921,12.5282,108.364,12.4921060144,12.491,255,1000.0,0.0,3.0,0.847616,90.0
0.783884,10.414649118,99.9956828753,0.320460155117,1000.0,12.5125198068,10.6382978723,1000.0,256,-13.7078,86.519,12.5421,108.63,12.5102621115,12.5104,256,1000.0,0.0,3.0,0.861175,47.0
0.557498,12.440625633,99.9956828753,0.312526260352,1000.0,12.586070695,14.4492753623,1000.0,257,-13.7137,86.6134,12.6176,108.743,12.5831763104,12.5843,257,1000.0,0.0,3.0,0.867312,73.0
0.421392,9.88110701349,99.9956828753,0.316748825198,1000.0,12.4899624827,11.032967033,1000.0,258,-13.692,86.6941,12.5238,108.981,12.487327387,12.4887,258,1000.0,0.0,3.0,0.822739,49.0
0.30345,13.2483488134,99.9956828753,0.333254084008,1000.0,12.5136098568,13.7887323944,1000.0,259,-13.7067,86.7856,12.5499,109.145,12.5097410175,12.509,259,1000.0,0.0,3.0,0.92987,60.0
0.301745,10.9538154792,99.9956828753,0.327166251359,1000.0,12.5333735357,11.7790697674,1000.0,260,-13.6879,86.8861,12.5698,109.268,12.5307335587,12.5302,260,1000.0,0.0,3.0,0.902127,60.0
0.298391,11.4440866906,99.9956828753,0.327317053767,1000.0,12.4901680014,12.0952380952,1000.0,261,-13.692,86.9794,12.5246,109.483,12.4872694655,12.4877,261,1000.0,0.0,3.0,0.922756,56.0
0.330003,10.1809987951,99.9956828753,0.326909849503,1000.0,12.5124570791,12.1341463415,1000.0,262,-13.6626,87.1443,12.5447,109.631,12.5098402795,12.5099,262,1000.0,0.0,2.0,0.864729,52.0
0.142832,11.5561471206,99.9956828753,0.324001479601,1000.0,12.4449851559,14.696969697,1000.0,263,-13.603,87.1449,12.4817,109.719,12.4433397671,12.4423,263,1000.0,0.0,4.0,0.887481,54.0
0.213995,11.68678753,99.9956828753,0.318839971005,1000.0,12.5534583956,16.3650793651,1000.0,264,-13.6681,87.2117,12.5868,110.062,12.5523259617,12.5536,264,1000.0,0.0,3.0,0.878956,48.0
0.338176,10.8366621564,99.9956828753,0.324354204961,1000.0,12.4508184751,10.6847826087,1000.0,265,-13.6068,87.3396,12.4828,110.041,12.4494424758,12.4485,265,1000.0,0.0,3.0,0.883717,71.0
0.374128,14.805163192,99.9956828753,0.319030050495,1000.0,12.4750525487,14.5,1000.0,266,-13.6215,87.4506,12.5123,110.27,12.4728770527,12.4725,266,1000.0,0.0,3.0,0.834785,85.0
0.0224447,10.4013793148,99.9956828753,0.316376066593,1000.0,12.4646355865,12.7948717949,1000.0,267,-13.6396,87.5541,12.4996,110.408,12.461900525,12.4616,267,1000.0,0.0,3.0,0.838688,52.0
0.0140046,9.19948922943,99.9956828753,0.312744591272,1000.0,12.4537921684,10.170212766,1000.0,268,-13.6395,87.6373,12.4868,110.493,12.4514228594,12.452,268,1000.0,0.0,3.0,0.825209,55.0
0.0198321,13.4294394429,99.9956828753,0.323311511701,1000.0,12.4755478477,12.8875,1000.0,269,-13.6658,87.7842,12.5107,110.553,12.4736595241,12.4738,269,1000.0,0.0,2.0,0.894496,54.0
0.0314678,10.2935186776,99.9956828753,0.322513188118,1000.0,12.4670876897,10.9784946237,1000.0,270,-13.6449,87.9401,12.5016,110.597,12.4655313111,12.4656,270,1000.0,0.0,3.0,0.84381,44.0
0.0205451,9.2112824137,99.9956828753,0.338730977742,1000.0,12.4887343895,10.8571428571,1000.0,271,-13.6599,88.0586,12.5256,110.863,12.4863627503,12.486,271,1000.0,0.0,2.0,0.93755,56.0
0.0150468,9.8866335372,99.9956828753,0.315061556725,1000.0,12.5127019999,10.2244897959,1000.0,272,-13.6762,88.1374,12.5494,111.02,12.5106816758,12.5106,272,1000.0,0.0,3.0,0.784651,70.0
0.0354126,16.2519763565,86.539538259,0.319628478698,781.615384615,12.498083971,18.7924528302,1000.0,273,-13.6603,88.2707,12.5317,111.166,12.4955834878,12.496,273,53.0,398.714190765,3.0,0.891926,79.0
0.0377693,11.5148290864,99.9956828753,0.310735142197,1000.0,12.5000660461,13.4266666667,1000.0,274,-13.6534,88.2828,12.531,111.276,12.4970563552,12.4965,274,1000.0,0.0,3.0,0.81437,72.0
0.0368226,24.5164438364,99.9956828753,0.340419807633,1000.0,12.4542363808,16.8305084746,1000.0,275,-13.6187,88.3447,12.4914,111.416,12.4502030795,12.4504,275,1000.0,0.0,3.0,0.951979,168.0
0.0223489,14.8578300411,99.9956828753,0.328430561948,1000.0,12.4453483408,13.8904109589,1000.0,276,-13.6115,88.403,12.4815,111.529,12.4410887858,12.4416,276,1000.0,0.0,3.0,0.885749,71.0
0.0343199,14.1623396388,99.9956828753,0.303201568431,1000.0,12.4269646657,12.3456790123,1000.0,277,-13.5952,88.4462,12.4577,111.683,12.422122067,12.4215,277,1000.0,0.0,2.0,0.760334,71.0
0.053695,12.4309539467,99.9956828753,0.322028397826,1000.0,12.5242190156,10.7096774194,1000.0,278,-13.6768,88.5074,12.5624,111.92,12.5183347015,12.5183,278,1000.0,0.0,2.0,0.859505,83.0
0.0245589,12.9205894692,99.9956828753,0.322302947213,1000.0,12.4779477947,11.3863636364,1000.0,279,-13.6989,88.6802,12.514,111.965,12.471177431,12.4701,279,1000.0,0.0,3.0,0.83858,97.0
0.0252302,12.3645279427,99.9956828753,0.320877432481,1000.0,12.5213234033,10.4947368421,1000.0,280,-13.6896,88.8604,12.5561,112.037,12.5157807245,12.517,280,1000.0,0.0,3.0,0.861716,82.0
0.0327655,14.2289536955,99.9956828753,0.356059224253,1000.0,12.5235696991,13.2236842105,1000.0,281,-13.6671,88.9225,12.5596,112.101,12.5189100428,12.519,281,1000.0,0.0,3.0,0.993611,97.0
0.0209887,29.2533006685,99.9956828753,0.312491736496,1000.0,12.437736328,19.62,1000.0,282,-13.6288,89.0085,12.4738,112.299,12.4304089554,12.4305,282,1000.0,0.0,2.0,0.818228,131.0
0.0275093,17.5562666874,99.9956828753,0.309921435593,1000.0,12.495242979,12.55,1000.0,283,-13.6546,89.0978,12.5282,112.443,12.4882931753,12.4889,283,1000.0,0.0,3.0,0.809841,121.0
0.00546968,14.6827192087,99.9956828753,0.323460475519,1000.0,12.4789687238,11.6551724138,1000.0,284,-13.6697,89.1875,12.5179,112.652,12.4721734031,12.4723,284,1000.0,0.0,3.0,0.838498,96.0
0.262267,11.7639646825,99.9956828753,0.320641124433,1000.0,12.4626023348,11.5176470588,1000.0,285,-13.6612,89.2391,12.5004,112.821,12.4564923234,12.4566,285,1000.0,0.0,2.0,0.877474,65.0
0.156564,12.6755371817,99.9956828753,0.32018349901,1000.0,12.5122221079,10.8901098901,1000.0,286,-13.6649,89.3044,12.5461,112.877,12.5064904134,12.5069,286,1000.0,0.0,3.0,0.861088,70.0
0.0181587,17.2395617371,99.9956828753,0.343611688882,1000.0,12.5135257429,13.7466666667,1000.0,287,-13.6795,89.3821,12.5513,113.039,12.5080285347,12.5081,287,1000.0,0.0,2.0,0.96661,123.0
0.0214892,11.8360860856,99.9956828753,0.342627424552,1000.0,12.527627522,12.2151898734,1000.0,288,-13.681,89.5378,12.5654,113.225,12.5212995046,12.5216,288,1000.0,0.0,2.0,0.935083,58.0
0.023048,15.223990506,99.9956828753,0.322740773213,1000.0,12.5387814618,14.4647887324,1000.0,289,-13.694,89.6501,12.5723,113.511,12.533437879,12.5334,289,1000.0,0.0,2.0,0.871672,82.0
0.0374422,16.2338714919,99.9956828753,0.303737330624,1000.0,12.5160231901,14.1971830986,1000.0,290,-13.6904,89.6974,12.5493,113.597,12.5124012202,12.5127,290,1000.0,0.0,2.0,0.77915,94.0
0.0141731,13.0575588741,99.9956828753,0.310440203129,1000.0,12.5280379873,12.4875,1000.0,291,-13.7079,89.7108,12.5612,113.669,12.5248359908,12.5247,291,1000.0,0.0,2.0,0.787794,82.0
0.202686,17.5997646199,99.9956828753,0.306637872976,1000.0,12.5453913178,17.6296296296,1000.0,292,-13.7175,89.7986,12.5842,113.985,12.541961967,12.5421,292,1000.0,0.0,3.0,0.793806,101.0
0.0145614,16.3663191153,99.9956828753,0.312467592745,1000.0,12.5692033989,15.2352941176,1000.0,293,-13.7237,89.8384,12.6041,114.062,12.5671700907,12.5674,293,1000.0,0.0,2.0,0.791011,88.0
0.014818,14.0841091368,99.9956828753,0.347419307788,1000.0,12.5714500107,14.2307692308,1000.0,294,-13.7872,89.9376,12.6078,114.14,12.5699040513,12.5696,294,1000.0,0.0,3.0,0.960568,56.0
0.0133471,14.2381197087,99.9956828753,0.344147244453,1000.0,12.5259418055,12.7831325301,1000.0,295,-13.7066,90.0056,12.5638,114.408,12.5235982975,12.5239,295,1000.0,0.0,3.0,0.970253,90.0
0.0231284,14.4989186448,99.9956828753,0.319233843054,1000.0,12.5980296846,14.5441176471,1000.0,296,-13.7372,90.0779,12.6319,114.484,12.5965012702,12.5955,296,1000.0,0.0,3.0,0.855339,75.0
0.141892,16.4993359319,99.9956828753,0.341470465053,1000.0,12.4441978432,13.9594594595,1000.0,297,-13.6656,90.1616,12.4791,114.503,12.4417769357,12.4423,297,1000.0,0.0,3.0,0.919878,88.0
0.0512082,14.1600695339,99.9956828753,0.31821982478,1000.0,12.5656935774,14.6911764706,1000.0,298,-13.7381,90.214,12.6016,114.701,12.5642721376,12.5635,298,1000.0,0.0,3.0,0.841177,64.0
0.121814,14.8409218192,99.9956828753,0.327183490085,1000.0,12.5932095998,15.9682539683,1000.0,299,-13.7531,90.2895,12.6309,114.846,12.5917622039,12.5931,299,1000.0,0.0,3.0,0.88077,62.0
0.00668889,15.047273688,99.9956828753,0.326666461907,1000.0,12.591333551,12.417721519,1000.0,300,-13.8001,90.3669,12.6236,114.883,12.5897903975,12.5882,300,1000.0,0.0,2.0,0.901502,101.0
0.0500683,17.834509307,99.9956828753,0.322168557228,1000.0,12.6199616789,16.8833333333,1000.0,301,-13.812,90.4109,12.6523,115.008,12.6183900278,12.6187,301,1000.0,0.0,3.0,0.850121,88.0
0.0240536,25.258113911,99.9956828753,0.345469960053,1000.0,12.5726986869,19.7058823529,1000.0,302,-13.7534,90.494,12.6156,115.101,12.5716919229,12.5711,302,1000.0,0.0,3.0,0.940533,135.0
0.0222108,18.6058197596,99.9956828753,0.323748430137,1000.0,12.6420656414,17.9272727273,1000.0,303,-13.8303,90.543,12.6764,115.262,12.6412085462,12.6418,303,1000.0,0.0,3.0,0.828881,84.0
0.0142644,13.1268813364,99.9956828753,0.334284872426,1000.0,12.6189205206,11.9620253165,1000.0,304,-13.8159,90.5459,12.6545,115.3,12.6172968611,12.6182,304,1000.0,0.0,3.0,0.914159,62.0
0.318197,9.9782364274,99.9956828753,0.32389214694,1000.0,12.6389255351,9.79439252336,1000.0,305,-13.8261,90.6512,12.6714,115.467,12.6368789301,12.6356,305,1000.0,0.0,3.0,0.847657,72.0
0.0293026,12.871846971,99.9956828753,0.304334625469,1000.0,12.6809123961,11.0666666667,1000.0,306,-13.8703,90.7446,12.7153,115.672,12.6786141415,12.6787,306,1000.0,0.0,3.0,0.816547,92.0
0.015681,14.2533650107,99.9956828753,0.356501911943,1000.0,12.7084732486,13.3026315789,1000.0,307,-13.8693,90.9132,12.7458,115.714,12.7065569512,12.7071,307,1000.0,0.0,3.0,1.041,69.0
0.588837,30.6699556192,99.9956828753,0.322433885097,1000.0,12.6678740379,22.6136363636,1000.0,308,-13.8275,90.941,12.7029,115.887,12.6656983949,12.665,308,1000.0,0.0,3.0,0.886996,155.0
0.17066,11.2677632602,99.9956828753,0.297203278689,1000.0,12.6895241384,13.2533333333,1000.0,309,-13.8597,90.9075,12.7209,116.002,12.6877538118,12.6873,309,1000.0,0.0,3.0,0.747971,47.0
0.0164388,12.320976082,99.9956828753,0.326526942371,1000.0,12.6243581451,11.0,1000.0,310,-13.8073,90.9693,12.6642,116.017,12.622456571,12.6224,310,1000.0,0.0,3.0,0.901764,73.0
0.0166102,13.8299995505,99.9956828753,0.328488467308,1000.0,12.6572859063,12.2195121951,1000.0,311,-13.8255,90.8976,12.6919,116.242,12.655249123,12.6547,311,1000.0,0.0,2.0,0.859674,86.0
0.29282,17.6036546674,99.9956828753,0.317555319559,1000.0,12.6314028866,15.5806451613,1000.0,312,-13.8235,90.9436,12.666,116.429,12.6295195219,12.6303,312,1000.0,0.0,3.0,0.84736,105.0
0.119066,12.9369074128,94.5510207369,0.331404890737,913.727272727,12.6623330124,12.7105263158,1000.0,313,-13.8541,90.9744,12.7009,116.546,12.660254954,12.6596,313,51.0,272.818318136,3.0,0.863292,64.0
0.0164493,14.4179978537,99.9956828753,0.315135730693,1000.0,12.7056557157,15.890625,1000.0,314,-13.8879,91.0782,12.7393,116.737,12.7041776978,12.704,314,1000.0,0.0,3.0,0.857388,70.0
0.110597,14.6856889822,99.9956828753,0.299015465394,1000.0,12.7507580865,13.3717948718,1000.0,315,-13.9364,91.1458,12.7821,116.844,12.7493260154,12.7493,315,1000.0,0.0,2.0,0.787377,77.0
0.0184321,9.86074921089,99.9956828753,0.332164999348,1000.0,12.7357553045,10.375,1000.0,316,-13.9002,91.254,12.7731,116.988,12.7335725962,12.7325,316,1000.0,0.0,3.0,0.941568,51.0
0.0109435,16.7433421447,99.9956828753,0.317060423316,1000.0,12.7422551448,13.7777777778,1000.0,317,-13.9058,91.3824,12.7754,117.165,12.7406704588,12.7414,317,1000.0,0.0,3.0,0.862623,101.0
0.0136645,16.7952803243,99.9956828753,0.337996742887,1000.0,12.75662355,13.9726027397,1000.0,318,-13.951,91.4911,12.7935,117.274,12.7542757385,12.7541,318,1000.0,0.0,3.0,0.934614,85.0
0.011133,14.6851061879,99.9956828753,0.327783459557,1000.0,12.7389879388,15.4375,1000.0,319,-13.9449,91.4905,12.78,117.438,12.7363414625,12.7356,319,1000.0,0.0,3.0,0.889773,65.0
0.0963687,14.0289341515,99.9956828753,0.322749050384,1000.0,12.8235907651,13.5810810811,1000.0,320,-13.9697,91.5263,12.8553,117.471,12.8210869535,12.8207,320,1000.0,0.0,3.0,0.890772,84.0
0.0184148,16.6936041545,99.9956828753,0.309527674764,1000.0,12.7995074684,13.1447368421,1000.0,321,-13.9764,91.5747,12.838,117.613,12.7969724319,12.7975,321,1000.0,0.0,3.0,0.873886,80.0
0.0181713,11.3652205972,99.9956828753,0.322876779296,1000.0,12.7944186698,12.156626506,1000.0,322,-13.978,91.6385,12.8287,117.739,12.7916054391,12.7909,322,1000.0,0.0,3.0,0.880396,49.0
0.0196316,17.0342808588,99.9956828753,0.309476345749,1000.0,12.7607532451,12.9342105263,1000.0,323,-14.0142,91.6565,12.7972,117.756,12.7578753714,12.7587,323,1000.0,0.0,2.0,0.869861,102.0
0.0491492,22.7989235803,99.9956828753,0.310851091519,1000.0,12.8309636623,16.5081967213,1000.0,324,-14.0038,91.7775,12.8654,117.899,12.828968104,12.8301,324,1000.0,0.0,3.0,0.854953,130.0
0.027731,16.4481930787,99.9956828753,0.351605286449,1000.0,12.8310221575,16.4166666667,1000.0,325,-14.0252,91.8838,12.8725,117.905,12.829175095,12.8279,325,1000.0,0.0,3.0,0.974339,83.0
0.0451259,14.0226230757,99.9956828753,0.302252560211,1000.0,12.8643348537,13.141025641,1000.0,326,-14.034,91.9225,12.8952,118.059,12.8628262105,12.8635,326,1000.0,0.0,3.0,0.808845,78.0
0.0718481,11.6857169539,99.9956828753,0.317603847783,1000.0,12.8230080663,11.7261904762,1000.0,327,-14.0838,91.9678,12.8607,118.17,12.8216754032,12.8219,327,1000.0,0.0,2.0,0.84885,63.0
0.105636,14.2927688359,99.9956828753,0.329674144701,1000.0,12.8071295195,13.0789473684,1000.0,328,-14.0066,92.077,12.8457,118.221,12.8059578687,12.806,328,1000.0,0.0,3.0,0.885017,91.0
0.283111,10.0173539534,99.9956828753,0.32839239191,1000.0,12.8480370819,12.3291139241,1000.0,329,-14.0212,92.1082,12.8863,118.446,12.8460134634,12.8454,329,1000.0,0.0,3.0,0.95271,43.0
0.00933771,12.8677173715,99.9956828753,0.311013004156,1000.0,12.8943576682,12.1627906977,1000.0,330,-14.0778,92.1433,12.9341,118.655,12.8925499282,12.8919,330,1000.0,0.0,3.0,0.83511,69.0
0.0127486,15.1936460702,99.9956828753,0.30712702287,1000.0,12.9177389732,13.6086956522,1000.0,331,-14.1014,92.2442,12.9518,118.618,12.9158764834,12.916,331,1000.0,0.0,3.0,0.808076,75.0
0.0068318,14.9177310012,99.9956828753,0.323003996451,1000.0,12.8824919587,16.1230769231,1000.0,332,-14.0701,92.277,12.9199,118.889,12.8809719714,12.8808,332,1000.0,0.0,3.0,0.881391,80.0
0.00552351,11.6273855079,99.9956828753,0.307441070056,1000.0,12.9215060482,12.5625,1000.0,333,-14.0793,92.3619,12.9564,119.063,12.9199441779,12.9207,333,1000.0,0.0,3.0,0.82668,61.0
0.00852299,12.0155664789,99.9956828753,0.322583184206,1000.0,12.9464162443,11.2159090909,1000.0,334,-14.1079,92.433,12.9855,119.32,12.9440743939,12.9437,334,1000.0,0.0,3.0,0.891117,73.0
0.0164903,16.8321909763,99.9956828753,0.323830938214,1000.0,12.9156727788,14.3857142857,1000.0,335,-14.1149,92.4604,12.9514,119.435,12.9134180389,12.9139,335,1000.0,0.0,3.0,0.896139,107.0
0.125491,11.6911661026,90.1630421599,0.326633161386,842.083333333,12.9448502332,10.652173913,1000.0,336,-14.1424,92.5296,12.9849,119.45,12.9419703722,12.9432,336,52.0,353.112460446,3.0,0.933126,67.0
0.011818,13.8331613175,99.9956828753,0.321099298604,1000.0,12.9348859341,13.3698630137,1000.0,337,-14.1688,92.6554,12.9709,119.471,12.9316915777,12.9307,337,1000.0,0.0,3.0,0.872653,87.0
0.00597121,10.9869309993,99.9956828753,0.304738788327,1000.0,12.97276392,11.0106382979,1000.0,338,-14.1801,92.722,13.01,119.659,12.9699698242,12.9708,338,1000.0,0.0,3.0,0.775204,61.0
0.0133491,9.43837376382,86.0250798529,0.333982117946,780.769230769,12.9764926999,10.6458333333,1000.0,339,-14.1858,92.8104,13.0164,119.77,12.9732196019,12.9732,339,45.0,400.262827853,3.0,0.912537,53.0
0.00852091,13.6435330329,99.9956828753,0.3181993019,1000.0,13.0737728901,12.9315068493,1000.0,340,-14.2611,92.8672,13.1063,119.911,13.0707187662,13.07,340,1000.0,0.0,3.0,0.932984,82.0
0.00761444,14.1382013168,99.9956828753,0.320936261457,1000.0,13.0329313686,13.012345679,1000.0,341,-14.2164,93.0001,13.0725,120.002,13.0303332092,13.0306,341,1000.0,0.0,3.0,0.890501,89.0
0.0101844,15.1500681127,99.9956828753,0.309038811424,1000.0,13.0645427144,14.7424242424,1000.0,342,-14.2734,93.1019,13.0996,120.176,13.062600783,13.0626,342,1000.0,0.0,2.0,0.790849,81.0
0.0512739,10.2382336646,99.9956828753,0.334285277481,1000.0,13.0261844648,10.5,1000.0,343,-14.2785,93.185,13.0618,120.19,13.0248940844,13.0245,343,1000.0,0.0,3.0,0.974573,51.0
0.00793334,8.5696337492,99.9956828753,0.318470041155,1000.0,13.0514931965,9.76288659794,1000.0,344,-14.3246,93.2173,13.0895,120.398,13.0500016111,13.0496,344,1000.0,0.0,3.0,0.904276,42.0
0.00683142,9.88232894861,99.9956828753,0.328339311515,1000.0,13.1098719294,10.3762376238,1000.0,345,-14.348,93.3399,13.1483,120.423,13.1084476666,13.1079,345,1000.0,0.0,3.0,0.925491,57.0
0.00696014,10.1689801808,99.9956828753,0.30939023536,1000.0,13.1751728705,9.26168224299,1000.0,346,-14.3634,93.4592,13.2069,120.573,13.1738635313,13.1728,346,1000.0,0.0,2.0,0.874153,57.0
0.0109626,13.0367688201,99.9956828753,0.308305354386,1000.0,13.2176428798,12.0833333333,1000.0,347,-14.3935,93.592,13.2511,120.691,13.2156082335,13.2152,347,1000.0,0.0,2.0,0.841583,82.0
0.0090253,13.9384013752,99.9956828753,0.332344392645,1000.0,13.0941076639,11.2068965517,1000.0,348,-14.3568,93.6256,13.1322,120.831,13.0924864689,13.0933,348,1000.0,0.0,3.0,0.935392,84.0
0.00809869,10.2141070998,99.9956828753,0.3129056516,1000.0,13.1469838504,10.5670103093,1000.0,349,-14.3996,93.734,13.1831,120.963,13.1452568076,13.1455,349,1000.0,0.0,3.0,0.853085,50.0
0.00937862,10.005331695,99.9956828753,0.328214208864,1000.0,13.1919769742,10.3645833333,1000.0,350,-14.395,93.7852,13.2309,121.128,13.1905009511,13.1897,350,1000.0,0.0,3.0,0.883446,60.0
0.00769828,16.5383353792,99.9956828753,0.333444724984,1000.0,13.1846577446,12.1975308642,1000.0,351,-14.4053,93.854,13.225,121.236,13.1827218237,13.1831,351,1000.0,0.0,2.0,1.01208,100.0
0.508849,10.8383186188,99.9956828753,0.339367614126,1000.0,13.1624223801,11.2873563218,1000.0,352,-14.3725,93.9536,13.1978,121.276,13.160827308,13.1614,352,1000.0,0.0,2.0,1.01519,62.0
0.152217,16.4217081937,99.9956828753,0.309297513543,1000.0,13.1795349012,12.95,1000.0,353,-14.3795,94.0567,13.2155,121.419,13.1773366891,13.177,353,1000.0,0.0,3.0,0.873922,92.0
0.500224,14.9157640437,99.9956828753,0.312978321854,1000.0,13.2085486197,11.8214285714,1000.0,354,-14.3801,94.116,13.2432,121.626,13.2064092456,13.207,354,1000.0,0.0,2.0,0.897269,88.0
0.0118171,10.8133568008,99.9956828753,0.324614531768,1000.0,13.1561954948,10.3505154639,1000.0,355,-14.3397,94.1799,13.1966,121.76,13.1542323555,13.1535,355,1000.0,0.0,3.0,0.940482,67.0
0.179917,15.3026287635,99.9956828753,0.311263558764,1000.0,13.1657578385,12.7820512821,1000.0,356,-14.4023,94.2694,13.2067,121.974,13.1638479981,13.1645,356,1000.0,0.0,2.0,0.827852,70.0
0.0108969,11.9657462724,99.9956828753,0.326522337261,1000.0,13.1460689833,10.3608247423,1000.0,357,-14.3902,94.3373,13.1836,122.092,13.1441307986,13.1445,357,1000.0,0.0,2.0,0.968451,81.0
0.0115964,12.3531822029,99.9956828753,0.316219624605,1000.0,13.1805916795,10.9659090909,1000.0,358,-14.384,94.3552,13.2163,122.148,13.1786781021,13.179,358,1000.0,0.0,3.0,0.892427,83.0
0.0237112,15.0956136351,99.9956828753,0.308694928584,1000.0,13.2107972124,10.5714285714,1000.0,359,-14.4489,94.4666,13.245,122.273,13.2089650996,13.2085,359,1000.0,0.0,2.0,0.880239,114.0
0.00798975,13.0898704784,99.9956828753,0.315417130459,1000.0,13.1818993044,10.2947368421,1000.0,360,-14.4342,94.4219,13.2222,122.42,13.179958074,13.1802,360,1000.0,0.0,2.0,0.90039,89.0
0.0373636,11.2257972334,99.9956828753,0.323422216318,1000.0,13.2155761965,11.8720930233,1000.0,361,-14.4039,94.5053,13.2498,122.603,13.2140573191,13.2143,361,1000.0,0.0,3.0,0.962732,58.0
0.306697,9.41516857553,99.9956828753,0.319212557278,1000.0,13.181032334,10.1458333333,1000.0,362,-14.3589,94.5264,13.2168,122.634,13.1789510607,13.1792,362,1000.0,0.0,3.0,0.91921,50.0
0.286468,10.140647077,99.9956828753,0.315324827722,1000.0,13.1071406833,11.4606741573,1000.0,363,-14.3219,94.6133,13.139,122.807,13.1055416154,13.1052,363,1000.0,0.0,3.0,0.871064,57.0
0.0118867,12.7844216008,99.9956828753,0.313430038439,1000.0,13.151719779,12.7215189873,1000.0,364,-14.3567,94.7627,13.187,122.998,13.1498257351,13.1513,364,1000.0,0.0,3.0,0.845725,83.0
0.0443612,11.5308156813,99.9956828753,0.316744972342,1000.0,13.1845625784,10.6170212766,1000.0,365,-14.3642,94.8522,13.2189,123.124,13.1824546446,13.1818,365,1000.0,0.0,3.0,0.874537,90.0
0.0836082,14.2538974933,99.9956828753,0.334003966613,1000.0,13.1393311177,12.4625,1000.0,366,-14.3506,94.9287,13.1751,123.271,13.1367959497,13.1362,366,1000.0,0.0,3.0,0.926664,96.0
0.0112922,10.2859798131,99.9956828753,0.307621265766,1000.0,13.1372124813,10.4574468085,1000.0,367,-14.3338,94.9051,13.1761,123.335,13.1329089033,13.1341,367,1000.0,0.0,3.0,0.777076,55.0
0.104549,13.6867221039,99.9956828753,0.347876034253,1000.0,13.1015616209,13.2987012987,1000.0,368,-14.3198,94.9619,13.1448,123.544,13.0983651036,13.0981,368,1000.0,0.0,3.0,1.00659,82.0
0.0076644,15.8180607442,99.9956828753,0.355056576426,1000.0,13.1069284743,12.8026315789,1000.0,369,-14.3249,94.9902,13.1436,123.656,13.104191451,13.1033,369,1000.0,0.0,2.0,1.10751,101.0
0.00986505,10.9363507311,99.9956828753,0.327346552734,1000.0,13.0645226174,10.3789473684,1000.0,370,-14.289,95.1109,13.1002,123.63,13.061645228,13.0625,370,1000.0,0.0,3.0,0.957496,47.0
0.0194976,14.3137510045,99.9956828753,0.322203789502,1000.0,13.0382726427,14.2191780822,1000.0,371,-14.2755,95.2766,13.0769,123.761,13.0358758784,13.0361,371,1000.0,0.0,3.0,0.887426,67.0
0.00785023,9.13610350785,99.9956828753,0.316376537898,1000.0,13.0682858402,8.99099099099,1000.0,372,-14.3035,95.3147,13.1054,123.901,13.0657222605,13.0654,372,1000.0,0.0,3.0,0.860592,49.0
0.00804197,14.0782239507,99.9956828753,0.316298168519,1000.0,13.0401902664,14.0281690141,1000.0,373,-14.2729,95.3658,13.0758,124.073,13.0371025077,13.0377,373,1000.0,0.0,3.0,0.863176,58.0
0.00801615,14.2536782533,99.9956828753,0.316049410661,1000.0,13.0160707354,12.5875,1000.0,374,-14.2318,95.3765,13.0555,124.264,13.012844508,13.0134,374,1000.0,0.0,2.0,0.906126,67.0
0.0126265,9.66694927518,99.9956828753,0.327595117875,1000.0,13.0390349227,9.27102803738,1000.0,375,-14.276,95.4443,13.0778,124.359,13.0358537,13.0357,375,1000.0,0.0,3.0,0.936296,53.0
0.00841662,11.52345133,99.9956828753,0.30967808864,1000.0,13.1224182871,10.4583333333,1000.0,376,-14.321,95.5457,13.1568,124.564,13.1194177561,13.1197,376,1000.0,0.0,3.0,0.853242,75.0
0.00764206,19.702915976,99.9956828753,0.329196636276,1000.0,12.9850858257,14.3714285714,1000.0,377,-14.2193,95.5753,13.0263,124.59,12.9808457565,12.9813,377,1000.0,0.0,3.0,0.889363,104.0
0.0099698,11.1055669261,99.9956828753,0.314283171718,1000.0,13.0214998853,10.1649484536,1000.0,378,-14.231,95.663,13.0617,124.768,13.0172712698,13.0181,378,1000.0,0.0,2.0,0.872743,62.0
