AverageAbsQYDiff,MinEsReturn,QFunRegParamNorm,StdEsReturn,AverageAbsY,AverageReturn,AveragePolicySurr,Epoch,AverageAction,Iteration,StdReturn,PolicyRegParamNorm,MinReturn,AverageQLoss,AverageAbsQ,MaxReturn,AverageQ,AverageY,AverageEsReturn,MaxEsReturn,AverageDiscountedReturn
0.0774228792857,392.248562304,29.3528,0.0,2.47874771374,339.830359163,-2.55136,79,0.85011,79,209.109930276,35.1098,-204.113512002,0.0169366,2.47809,613.299728498,2.47809,2.47866112936,392.248562304,392.248562304,22.3066393111
0.0765789830319,361.091634072,29.5691,0.0,2.52497953884,173.324073603,-2.5976,80,0.853772,80,514.50921859,35.3976,-511.291616596,0.0168756,2.52437,821.979458784,2.52437,2.52489865951,361.091634072,361.091634072,36.9627215476
0.0771763688758,447.58995797,29.7536,0.0,2.59201125147,706.946407114,-2.66002,81,0.861382,81,251.928345921,35.66,374.503617098,0.0163278,2.59144,1043.38526539,2.59144,2.59195381329,447.58995797,447.58995797,69.4640491344
0.0781074998693,435.619291602,29.926,0.0,2.6515001949,935.875466718,-2.71986,82,0.791102,82,140.081048982,35.9469,700.593187685,0.0169577,2.65095,1157.74701648,2.65095,2.65143395311,435.619291602,435.619291602,98.3909454382
0.0808716975986,661.688844603,30.1096,0.0,2.72429313112,330.601018226,-2.79127,83,0.814992,83,29.2566458378,36.22,263.676748281,0.0195756,2.72387,384.678419987,2.72387,2.72419904138,661.688844603,661.688844603,19.8870449394
0.0802888540689,578.194561191,30.2825,0.0,2.78242339761,1493.95282009,-2.85065,84,0.777146,84,327.103420344,36.4185,922.570708481,0.0175925,2.7818,1796.80783941,2.7818,2.78237718191,578.194561191,578.194561191,147.818086761
0.0802385009833,469.146906257,30.4822,0.0,2.84242302869,1034.52835931,-2.91053,85,0.795422,85,46.2987869135,36.6896,936.714590071,0.0175446,2.84189,1092.71531326,2.84189,2.84238711478,469.146906257,469.146906257,87.3085995668
0.0842514665412,581.158729502,30.6901,0.0,2.89260923215,1110.05767527,-2.96111,86,0.795344,86,25.7234012716,36.934,1077.42957558,0.0219372,2.89199,1150.6843972,2.89199,2.8925360934,581.158729502,581.158729502,94.9627612687
0.0806129079644,516.188255916,30.8549,0.0,2.95135468891,1018.07718441,-3.02334,87,0.835465,87,241.774352375,37.1506,668.059919039,0.0179387,2.95087,1378.78025979,2.95087,2.95131913586,516.188255916,516.188255916,99.0692916379
0.0815789907864,521.349916004,31.0464,0.0,3.00791886836,1598.11132023,-3.07794,88,0.809434,88,57.3212478917,37.397,1447.06967008,0.0183359,3.00728,1667.57993524,3.00728,3.00789590517,521.349916004,521.349916004,131.311711482
0.0833445936207,506.907713504,31.212,0.0,3.05978565698,1035.00896059,-3.13106,89,0.803008,89,287.264243812,37.64,469.888487467,0.0215868,3.05921,1512.10514275,3.05921,3.05972920717,506.907713504,506.907713504,140.804005395
0.0835513918842,691.951220763,31.4306,0.0,3.1174585207,2097.86596258,-3.18945,90,0.837901,90,70.1093831673,37.853,2026.23274111,0.0209089,3.11689,2258.00832659,3.11689,3.11739100687,691.951220763,691.951220763,175.249875646
0.0821452238292,425.784556373,31.6261,0.0,3.17356543176,1991.58257573,-3.24602,91,0.86302,91,96.7095033719,38.1536,1786.22009286,0.0200617,3.1728,2162.3867476,3.1728,3.17353849112,425.784556373,425.784556373,154.897875096
0.0857604761112,629.395033061,31.8195,0.0,3.22255596705,1692.5612348,-3.29682,92,0.837275,92,737.880971094,38.4436,875.281682395,0.0224666,3.22201,2806.55175529,3.22201,3.22249089816,629.395033061,629.395033061,162.064510347
0.0854300380224,598.729837516,32.0053,0.0,3.27415854285,999.578518124,-3.34601,93,0.826881,93,312.282210328,38.7006,562.579280727,0.0216491,3.27356,1493.32246171,3.27356,3.27409671738,598.729837516,598.729837516,143.417348941
0.0859635119753,444.049625451,32.1761,0.0,3.33130661112,645.693625113,-3.40495,94,0.870903,94,293.774277544,38.9327,72.3868555663,0.0208861,3.33045,1082.38163223,3.33045,3.33125810752,444.049625451,444.049625451,140.442365562
0.0862797136222,955.017644956,32.3662,0.0,3.39412114177,652.70041407,-3.46854,95,0.876962,95,498.689563929,39.1294,-266.210832905,0.0224853,3.39361,1669.27255446,3.39361,3.39407481114,955.017644956,955.017644956,99.6658595741
0.0884247977985,427.676766643,32.554,0.0,3.44938803761,982.969474817,-3.52674,96,0.810876,96,510.989515725,39.38,439.117309915,0.0245785,3.44864,2261.71413458,3.44864,3.44934031376,427.676766643,427.676766643,164.606900244
0.0877138222708,459.282625446,32.7342,0.0,3.50933494048,630.450208851,-3.58395,97,0.855181,97,93.1867718587,39.6183,504.125208355,0.0212742,3.50857,741.995834625,3.50857,3.50930360617,459.282625446,459.282625446,105.609890903
0.0906330077323,156.386763114,32.9189,0.0,3.52956859744,621.123903579,-3.60028,98,0.867464,98,336.166838818,39.8598,-14.2792142206,0.0259331,3.52876,1025.4186433,3.52876,3.52951304556,156.386763114,156.386763114,138.568027647
0.0904734041879,506.4953699,33.0967,0.0,3.58889557062,421.810079226,-3.66094,99,0.83421,99,507.366985436,40.0297,-487.37797967,0.0261278,3.58825,855.117766513,3.58825,3.5888408699,506.4953699,506.4953699,74.1347450527
0.0935455293925,482.214839451,33.2698,0.0,3.61677367841,1081.72638074,-3.69071,100,0.829891,100,631.690231253,40.2946,-341.075703509,0.0286876,3.61602,1616.5441224,3.61602,3.61671645962,482.214839451,482.214839451,180.232149389
0.0912686607361,-156.082995148,33.4259,0.0,3.67073464413,804.393529227,-3.74867,101,0.78243,101,321.058249914,40.5325,-51.9579892107,0.0267057,3.67006,1235.29219582,3.67006,3.67069177208,-156.082995148,-156.082995148,93.5819885092
0.0938496079563,958.016567885,33.5666,0.0,3.73562942431,297.475097069,-3.8146,102,0.840495,102,539.265635496,40.7405,-393.841744083,0.0302688,3.73494,1203.8078385,3.73494,3.73559492305,958.016567885,958.016567885,135.706972194
0.092291934103,778.310226498,33.7406,0.0,3.79651168219,764.115215838,-3.87648,103,0.916907,103,762.287383657,41.0169,-76.147472252,0.0247968,3.79594,2307.25427412,3.79594,3.79648112534,778.310226498,778.310226498,169.896942416
0.0947636637824,551.205750274,33.9115,0.0,3.85569632787,1101.43045307,-3.93414,104,0.881184,104,870.551980345,41.2481,-320.362804318,0.0306885,3.85486,2637.02140694,3.85486,3.85562567851,551.205750274,551.205750274,166.183473691
0.0948206621788,555.145924492,34.0846,0.0,3.89945343008,2275.38962423,-3.97735,105,0.8719,105,84.5192459026,41.4675,2135.41230238,0.0301341,3.89878,2452.47109022,3.89878,3.89938700983,555.145924492,555.145924492,187.790690594
0.0959167267984,618.22243472,34.25,0.0,3.96994851589,1590.03046197,-4.04733,106,0.86666,106,690.810373938,41.6587,328.805627078,0.0303954,3.9691,2273.12101039,3.9691,3.96988640214,618.22243472,618.22243472,173.479658747
0.0960401713214,1432.34123264,34.4152,0.0,4.05160865895,916.130277733,-4.12999,107,0.814844,107,685.794733735,41.855,-398.98830957,0.0298176,4.05121,2014.29353263,4.05121,4.05157930394,1432.34123264,1432.34123264,146.668468817
0.099578986187,956.0976823,34.6252,0.0,4.12483130406,261.303353685,-4.2062,108,0.91007,108,661.664367431,42.1104,-437.871130153,0.0361967,4.12445,1768.25059259,4.12445,4.12479568863,956.0976823,956.0976823,111.148707975
0.0984583494954,875.92539308,34.8008,0.0,4.18378009279,560.416529556,-4.26401,109,0.827054,109,389.476212778,42.2797,-221.530461789,0.0303589,4.18271,1127.07078357,4.18271,4.18375396103,875.92539308,875.92539308,121.703628722
0.100003369897,626.73587872,34.996,0.0,4.2500104757,330.335760892,-4.33002,110,0.851283,110,458.271322954,42.4492,-523.048619884,0.0336509,4.24941,818.96811936,4.24941,4.24995007926,626.73587872,626.73587872,76.9768526027
0.100193132228,849.088740204,35.1881,0.0,4.31055143001,529.970171575,-4.39489,111,0.796679,111,543.409071596,42.6819,-329.120491467,0.0347563,4.30979,1073.44562435,4.30979,4.31049528815,849.088740204,849.088740204,121.015379871
0.100879155117,821.954528377,35.3968,0.0,4.36563846557,416.554528274,-4.44722,112,0.768747,112,498.902972036,42.9512,-296.692486407,0.0339583,4.36461,1013.9844793,4.36461,4.36558623301,821.954528377,821.954528377,113.629220305
0.103277897053,478.724699378,35.5491,0.0,4.42684681375,570.734933869,-4.50907,113,0.790795,113,527.487853438,43.1126,-539.886801608,0.0394852,4.42598,1275.28869973,4.42598,4.42679255889,478.724699378,478.724699378,91.7111931468
0.104474725671,597.021266303,35.7387,0.0,4.47075030374,597.645021747,-4.55435,114,0.854227,114,415.716792115,43.3125,-58.870739249,0.0401569,4.46997,1446.75794802,4.46997,4.47069782294,597.021266303,597.021266303,132.698968942
0.104024100841,506.363733947,35.932,0.0,4.53551769177,687.271806131,-4.61942,115,0.812027,115,663.017400284,43.4899,-658.250356822,0.0434265,4.53449,1530.54489451,4.53449,4.53546518733,506.363733947,506.363733947,132.423545228
0.104324243832,941.324193682,36.0997,0.0,4.61543221617,664.863296069,-4.69961,116,0.817129,116,760.505261646,43.7271,-74.5656849596,0.0385713,4.61439,2618.35282695,4.61439,4.61538707735,941.324193682,941.324193682,152.354753967
0.104989549346,580.562998967,36.2901,0.0,4.6681804564,694.98967682,-4.754,117,0.827388,117,737.139306717,43.9418,-503.300745084,0.0413441,4.66751,1597.50149845,4.66751,4.66813885565,580.562998967,580.562998967,133.199683963
0.106390233481,850.350363162,36.4662,0.0,4.73858057527,79.6991624186,-4.82755,118,0.905197,118,511.738770121,44.0985,-448.569215896,0.0419883,4.73772,771.721551135,4.73772,4.73853538002,850.350363162,850.350363162,66.6131733133
0.106849267057,853.553181581,36.6406,0.0,4.78821320882,910.742771946,-4.87979,119,0.825303,119,499.804869688,44.2868,-66.9026976725,0.0430069,4.78735,1802.04623005,4.78735,4.78815555626,853.553181581,853.553181581,162.787418239
