AverageQ,StdReturn,AverageAbsQYDiff,AverageY,StdEsReturn,AverageQLoss,Iteration,QFunRegParamNorm,AveragePolicySurr,AverageAbsY,MinEsReturn,PolicyRegParamNorm,AverageAction,AverageAbsQ,MaxReturn,AverageDiscountedReturn,AverageEsReturn,Epoch,AverageReturn,MinReturn,MaxEsReturn
25.7021,7.57558954842,0.598347599431,25.7036484204,75.8661675006,2.2396,2142,167.875,-26.022,25.7240786735,198.779612653,122.488,0.999274,25.735,391.196304588,150.166147943,298.486407909,2142,374.52418235,359.329173101,397.747681357
25.7149,4.21064662547,0.558648759598,25.7170884462,174.566583193,1.84705,2143,167.874,-26.0054,25.7364102378,60.1472673436,122.599,0.998426,25.7481,1071.6934753,126.278150734,311.237663602,2143,1065.9418944,1060.02382555,540.037212874
25.7684,2.51150424473,0.572766637603,25.7710240399,286.938442191,2.14597,2144,167.87,-26.0617,25.7912757265,43.6758248306,122.55,0.998745,25.7991,1043.95100028,116.043113634,336.080062687,2144,1039.68295369,1035.24877182,725.952708501
25.7139,1.21354538406,0.541618086332,25.7145481632,0.0,1.9497,2145,167.878,-25.9491,25.7345515448,299.749129671,122.62,0.999442,25.7475,996.995079241,101.057548888,299.749129671,2145,995.18127057,993.453614639,299.749129671
25.7244,1.50613997988,0.54465342836,25.7250312719,347.610608217,1.88824,2146,167.908,-25.9201,25.7429237241,172.458677244,122.572,0.999063,25.7549,998.090126308,100.368052085,636.8264864,2146,995.854883381,993.745595323,1008.73013111
25.6437,1.06900855937,0.537217783974,25.644459542,0.0,2.05478,2147,167.946,-25.8371,25.6671712226,90.3701656463,122.591,0.999395,25.6775,1007.07775301,106.022888882,90.3701656463,2147,1006.0839563,1003.96336409,90.3701656463
25.543,0.784866668768,0.558314541403,25.5423277819,359.807505681,2.06962,2148,167.985,-25.7472,25.5689572804,70.506263166,122.738,0.999441,25.581,1005.8190202,105.790912018,477.695061414,2148,1004.66461089,1003.58684791,1003.02595277
25.5793,2.16511527825,0.548756527484,25.5797009459,187.006610697,2.03272,2149,167.989,-25.7911,25.6125597014,21.906065465,122.89,0.998576,25.6242,1018.36991086,110.685211891,270.812426594,2149,1014.84903379,1011.48211614,472.669910713
25.4562,75.3378441519,0.568842190094,25.4564434578,101.333303486,2.22548,2150,167.998,-25.6937,25.4887640476,150.754336401,122.943,0.999041,25.5023,1318.82424806,129.193200384,258.169475564,2150,1152.82650456,1066.34070409,393.207064346
25.4806,402.351252385,0.555034071559,25.4808507172,795.077078863,2.12948,2151,168.059,-25.7472,25.5068802771,88.4351257173,122.998,0.999388,25.5197,2045.54015651,161.672085367,883.51220458,2151,595.315050477,233.242070223,1678.58928344
25.4574,126.257885441,0.528917541771,25.4571040028,220.179371791,1.98641,2152,168.134,-25.7376,25.4775118117,242.686222057,122.963,0.999613,25.4899,1019.12663367,140.129840483,502.691101027,2152,287.89261,224.48268484,799.234127516
25.5426,6.4510742138,0.529986330492,25.5435862477,224.669550082,1.99231,2153,168.182,-25.8561,25.564669435,12.1108961872,123.02,0.999379,25.5743,192.121214805,112.019839746,346.462098066,2153,179.139845316,163.926583528,737.903423439
25.6383,0.609723524363,0.531302647572,25.6399059386,96.6521672733,2.00333,2154,168.218,-25.9003,25.6579875615,9.98139773124,123.081,0.998911,25.6673,11.5432761136,9.34993200429,64.0288891192,2154,9.923170876,9.02713975294,405.091853467
25.628,388.595765636,0.518581633522,25.629586053,111.477937402,2.05136,2155,168.224,-25.8701,25.6457926826,4.37536262032,123.108,0.999671,25.6534,1695.20645878,200.792026737,34.6596168658,2155,787.992911209,419.071989896,737.844215721
25.6268,609.695211085,0.519580387985,25.6272212409,243.963347081,2.07026,2156,168.216,-25.9106,25.6401175781,4.73012325675,123.102,0.999501,25.6547,2851.46557772,216.556105466,198.13968177,2156,2201.92024642,1057.43193476,861.743644146
25.6685,12.827409951,0.508996153759,25.6705084686,299.750494852,1.98997,2157,168.239,-25.9608,25.6856952548,15.2670476062,123.119,0.999491,25.6981,269.054074012,117.194832817,332.534766345,2157,192.510387275,174.246107039,930.72683989
25.6868,361.524453765,0.493768211166,25.6877739191,165.88298065,1.71451,2158,168.256,-25.9661,25.697370123,22.3234484215,123.16,0.999403,25.7096,1498.62741684,168.712599021,229.318460714,2158,554.543363938,185.960756764,606.493916751
25.6647,776.461914631,0.492333640875,25.66658431,262.623321713,1.71025,2159,168.269,-25.9566,25.6771844731,97.4623879902,123.206,0.999386,25.6864,2449.91042569,196.368494722,436.74019747,2159,1898.73326135,153.192437814,806.97013682
25.7345,147.622171654,0.494937483523,25.734376299,472.904251125,1.95973,2160,168.312,-26.0099,25.7415108544,103.193362079,123.267,0.999298,25.7511,873.335084102,160.232787549,572.629796733,2160,367.112540063,253.701277626,1275.1047284
25.7084,485.128362495,0.506235950004,25.7086000316,173.189563106,1.99574,2161,168.323,-26.0034,25.7174740324,69.472526493,123.268,0.999499,25.7292,1995.4537874,193.415635885,225.691637159,2161,880.936219595,250.167552071,622.648652897
25.7182,334.582614511,0.510183121789,25.7210036361,223.98217602,2.00886,2162,168.356,-26.0061,25.7284302013,87.3318324761,123.237,0.999263,25.7398,2134.48935204,187.287321248,237.189116992,2162,1966.19286212,937.895980347,765.263836785
25.8357,759.237883108,0.502135912623,25.8360233226,139.39316695,1.77257,2163,168.39,-26.1071,25.8417947723,51.6350291636,123.22,0.999457,25.8557,2409.34038439,192.032858577,259.585058767,2163,1563.67591772,250.315970707,491.335969389
25.8504,332.022356113,0.499051178445,25.8530744234,237.012804427,1.83569,2164,168.392,-26.1055,25.859778746,81.8888490341,123.342,0.999395,25.8722,1510.92836476,179.582958667,274.489027436,2164,729.404577785,231.209681701,727.942767504
25.85,30.4689919077,0.514812088562,25.8505778095,202.290502766,1.87478,2165,168.381,-26.1261,25.8597620446,46.1711043047,123.382,0.999355,25.8716,265.851188076,120.029167792,252.368356479,2165,200.291963072,174.698759366,698.693614377
25.8233,85.9855509078,0.502436080367,25.8244067035,148.343509074,1.89167,2166,168.429,-26.0743,25.8311072076,95.1427968837,123.405,0.998722,25.842,558.834123358,143.333665154,259.511441793,2166,282.682639949,166.52706477,589.337611009
25.7709,196.916444537,0.50908100019,25.7717277401,159.918755628,1.88517,2167,168.432,-26.0262,25.7769303671,108.020520299,123.497,0.999237,25.7871,1100.41193994,167.978309236,264.331482261,2167,419.276270129,182.324997081,587.441746055
25.8172,548.707762492,0.514746606953,25.8191632733,137.114812709,1.91903,2168,168.453,-26.0555,25.824210532,113.497899012,123.533,0.999652,25.8357,3007.34464746,232.811216326,299.055316188,2168,1215.78304153,535.88061093,536.689492343
25.7184,32.2906191366,0.515921051096,25.7200459563,148.171988157,1.98035,2169,168.468,-25.9715,25.7298550804,201.479039225,123.516,0.999684,25.7404,2558.92103608,205.454372201,357.087965402,2169,2504.84539051,2464.92303851,621.412738815
25.7709,206.552683185,0.51241474959,25.773011447,209.702181592,2.05688,2170,168.508,-26.0207,25.7791534905,22.1056281872,123.567,0.999304,25.7887,1366.06742472,178.768596806,263.958636136,2170,625.292160069,419.706433803,650.566806713
25.7798,144.963377543,0.507876313682,25.7836496209,173.265309436,1.88534,2171,168.578,-26.0684,25.7900391008,232.119048652,123.655,0.999448,25.7987,791.613021386,170.223991347,407.425170494,2171,444.287535354,213.133166144,761.146272517
25.815,86.1685594467,0.49864167013,25.814494254,121.063878467,1.85155,2172,168.591,-26.0879,25.8218603992,74.0617567997,123.721,0.999418,25.8343,892.58366622,138.604367748,277.871484301,2172,261.41026076,220.931728963,445.234853089
25.8604,104.26676915,0.501066281309,25.861054656,159.153140511,1.94316,2173,168.62,-26.1201,25.8670294609,159.167021228,123.715,0.999285,25.88,738.850462251,152.182951313,372.900819929,2173,318.204588019,219.117481131,645.624542319
25.8745,85.7216457399,0.497686817648,25.8757335906,143.465886375,1.84676,2174,168.653,-26.1389,25.8828742185,32.6882654374,123.705,0.999475,25.8937,552.66053316,150.173886423,194.038570392,2174,292.83916245,241.628116223,462.494507813
25.7986,70.9575010338,0.50791365457,25.8017644993,111.710384006,1.91464,2175,168.667,-26.0498,25.8088540432,71.2744643242,123.713,0.999599,25.8181,598.082898703,158.421249388,195.948820835,2175,367.943942548,320.570553549,439.509573045
25.8855,94.2080696326,0.477363975029,25.8856040012,121.008824785,1.66778,2176,168.743,-26.1421,25.8923093249,82.4348042623,123.734,0.999337,25.9052,679.716890174,144.645621532,277.254744566,2176,294.839634945,190.660319206,439.403198241
25.8582,74.7776052758,0.480153243466,25.8598275793,129.999052714,1.82365,2177,168.805,-26.0952,25.8668723178,39.870999157,123.75,0.999255,25.8792,495.47433875,152.903005815,231.603545605,2177,347.980034289,167.149673448,480.787745053
25.8836,110.319313236,0.492249796547,25.882128083,179.667248909,1.90213,2178,168.859,-26.1272,25.8876504044,9.39734302064,123.77,0.999595,25.9023,635.272526598,158.372237385,328.482912477,2178,384.090315446,177.971639085,534.957393178
25.84,101.256768238,0.496657586935,25.8437428935,154.702137109,2.02545,2179,168.891,-26.0706,25.8487214317,131.674056198,123.768,0.999609,25.8586,783.298580296,164.438799573,350.083564412,2179,393.393090247,203.126547506,587.364954889
25.8476,105.422101582,0.471655941016,25.8480828995,138.985939946,1.6799,2180,168.919,-26.1229,25.8525519186,126.681764183,123.87,0.99952,25.8632,849.256873442,188.272339487,287.076020131,2180,595.36236692,367.167708545,530.576447928
25.8526,183.072605843,0.482989270974,25.8533807781,213.259013593,1.79598,2181,168.942,-26.1349,25.8587585228,81.7096661466,123.881,0.999597,25.8716,1090.37062135,181.82845663,290.828028885,2181,591.998476077,194.029408671,685.893232966
25.8682,176.929834119,0.467473238877,25.8704858137,113.7658397,1.88621,2182,168.985,-26.1053,25.8753838846,103.529898431,123.917,0.999719,25.8847,1056.52872725,172.663035246,287.995592207,2182,468.520888921,231.825484131,451.764013036
25.935,145.677097288,0.480492005806,25.9364684298,113.750987896,2.10455,2183,168.996,-26.1684,25.9429967629,31.5669618615,123.886,0.999552,25.9524,842.189472445,135.124757847,178.329022589,2183,302.143511452,167.58957842,414.268206456
25.7826,64.0983997257,0.471614571127,25.783198201,105.454574045,1.85514,2184,169.002,-26.028,25.7929443136,34.7346931859,123.899,0.999518,25.805,609.598402693,149.768668464,202.635550104,2184,293.229569938,103.106859637,367.755572592
25.843,0.475591465123,0.483530635066,25.8429072403,112.85076747,2.07161,2185,169.021,-26.051,25.8518541143,10.5356777842,123.88,0.999945,25.8641,14.5654249694,12.1139458561,91.246076617,2185,13.0345966749,11.5221596457,346.237582881
25.818,0.623097980067,0.468026132776,25.8181513099,51.3926173337,1.90705,2186,169.065,-25.9853,25.8281966959,5.37297792832,123.954,0.999676,25.8376,12.8727030947,10.7746595978,22.0460300834,2186,11.5281513722,9.83316879976,383.609130557
25.7035,29.8837296834,0.479773221627,25.7041715247,58.2043203753,1.85022,2187,169.076,-25.8994,25.7140538999,5.11577690962,123.954,0.999686,25.7275,281.081239011,18.1882072379,35.9360035362,2187,21.711692553,14.4755808143,228.788190741
25.5806,114.634122172,0.528692923512,25.5805503732,99.7806566283,2.54043,2188,169.109,-25.7938,25.5945969528,7.00272775394,123.942,0.99967,25.6068,810.370019715,143.338698854,80.1861859172,2188,269.334544417,190.075342751,369.45240905
25.6048,194.025324858,0.465972686875,25.6041856644,168.924315449,1.77548,2189,169.111,-25.8114,25.6174698773,27.9571055752,123.934,0.999817,25.6268,938.749508122,196.00082368,213.748669718,2189,511.613830164,234.611052663,645.835326665
25.5639,280.039337835,0.486438021756,25.5665027503,247.073205474,1.95852,2190,169.161,-25.7661,25.5761304316,10.9989686084,124.002,0.999607,25.584,1438.23478585,208.428987578,297.248662563,2190,697.976120768,310.526522525,671.647109198
25.5183,66.2413891094,0.475562749096,25.5193110388,237.600552181,1.76529,2191,169.184,-25.7531,25.5328968231,19.8042116738,124.055,0.999542,25.545,607.248760688,199.489426036,321.253748872,2191,471.213972072,350.453797258,823.361655828
25.5442,139.443232461,0.465915875198,25.5437490302,182.533925055,1.5929,2192,169.237,-25.7795,25.5600500253,29.4841719107,124.098,0.99952,25.5736,607.03589107,198.027676618,252.852254206,2192,492.358729974,68.9809706528,504.292759418
25.4441,30.9367086943,0.50495275104,25.4450515698,191.681768779,2.08674,2193,169.273,-25.6948,25.4592181985,14.6911531638,124.131,0.999525,25.4698,596.348354216,208.910139385,247.806779005,2193,554.641746872,451.887655012,508.646923015
25.4353,77.7876693096,0.505410879442,25.435565599,146.531265524,2.14157,2194,169.291,-25.6948,25.4491264313,56.8035243819,124.174,0.999542,25.4612,584.863472343,196.082669952,279.528845133,2194,458.09917676,330.275735756,479.997685115
25.5814,27.7130720724,0.459005585462,25.5816162621,196.784340486,1.66963,2195,169.311,-25.7976,25.5934502499,57.8034807567,124.199,0.999667,25.6048,560.949720137,207.545136115,312.576038823,2195,511.745320236,451.7550277,553.583140656
25.4865,196.550736751,0.481035635054,25.4867022837,198.054028097,1.71475,2196,169.343,-25.7299,25.4980682663,49.844506298,124.224,0.999398,25.5116,1629.4924188,230.806819968,326.820506656,2196,877.32882795,570.607578832,565.797165392
25.3612,82.6984741887,0.475925233267,25.3621014086,177.70855628,1.84874,2197,169.365,-25.6023,25.3799758771,180.178754552,124.227,0.99979,25.3914,970.483143259,232.618019431,522.23418913,2197,726.418398137,628.19855195,779.169950555
25.4133,100.990793713,0.470551518853,25.414815501,262.876924127,1.73704,2198,169.393,-25.6533,25.4267603868,8.53045191744,124.143,0.999666,25.4407,1049.45899509,233.95411313,319.758861231,2198,765.927791264,685.375393191,794.57430033
25.4685,71.5881647372,0.477282118612,25.4699760668,267.866849718,1.88463,2199,169.409,-25.7239,25.4809355745,55.9830120151,124.143,0.99949,25.4894,999.782814512,234.178665475,386.543077511,2199,750.902475613,684.857316701,665.482564069
25.4308,1.6532126276,0.463667555573,25.4314510638,215.8466572,1.66011,2200,169.416,-25.6687,25.441213838,55.6007452828,124.035,0.999719,25.4548,59.2547396161,45.2598348003,235.088127238,2200,54.1665035817,49.4006701977,727.68740473
25.386,0.700630031083,0.486466449272,25.3862488846,75.8099734036,1.94641,2201,169.431,-25.5984,25.3995077013,11.7579398519,124.03,0.999521,25.4089,66.2260536165,51.666723262,85.3510462209,2201,63.5876810961,60.3006773342,372.050182949
25.4167,1.38348463195,0.504458753993,25.4165273941,96.1387323304,2.10267,2202,169.446,-25.6572,25.4272181436,25.4527254083,124.06,0.999636,25.4391,69.6583574235,53.5528763837,97.170845755,2202,66.4573992174,63.1160540273,416.906547682
25.3771,26.4310360524,0.514810169608,25.3779149753,71.5243980923,2.18133,2203,169.47,-25.6149,25.3908252152,64.8859352128,124.133,0.999468,25.3998,470.202777302,58.1270538539,106.815226351,2203,74.268371613,70.4350245796,312.813463479
25.3331,3.3122536084,0.506137019588,25.3342076908,117.983190996,2.05104,2204,169.516,-25.5952,25.3473164808,18.6406878647,124.25,0.999564,25.3549,204.856553246,122.423279873,150.789307223,2204,198.946588292,190.012034859,460.006031503
25.3745,3.44772295312,0.494121438781,25.3746089004,71.5630246647,2.02671,2205,169.556,-25.5967,25.3841378804,24.2639492493,124.236,0.99935,25.3935,214.842687755,124.997680274,141.374747423,2205,205.015710604,197.214612526,244.293235303
25.3265,341.180454837,0.501418777038,25.3277165596,155.673800198,1.92836,2206,169.577,-25.5866,25.337908421,76.3011059746,124.224,0.999601,25.3501,1518.00259071,130.118485689,270.263493046,2206,314.118023116,155.029883324,507.458016019
25.3872,165.718316185,0.488924061292,25.389244761,138.053716994,1.89209,2207,169.617,-25.6453,25.3973005565,35.1055302544,124.207,0.999654,25.4077,882.381100777,199.864634166,225.698846134,2207,559.492587901,179.296914328,572.462776077
25.4278,151.995778067,0.473224105965,25.4295755705,134.295388307,1.60629,2208,169.659,-25.6884,25.4390637171,83.0845878814,124.198,0.999774,25.4482,1163.00381644,208.553205189,265.109901694,2208,844.828940099,431.154271335,484.656892682
25.3899,495.019632671,0.490920380205,25.3925386782,299.296443522,2.09472,2209,169.723,-25.6375,25.4025497024,82.8383595024,124.243,0.999657,25.412,3015.45757122,228.320606058,320.572538494,2209,2565.64459814,1367.94421293,995.751465689
25.4354,701.048614787,0.467814308052,25.4368523153,110.486691868,1.78966,2210,169.736,-25.6915,25.4451709636,110.927768864,124.235,0.999454,25.4559,2751.60519301,206.002397468,254.857450743,2210,2418.08567673,236.385274283,435.968096704
25.4114,31.1201069831,0.470166336666,25.4115932425,167.949865268,1.81244,2211,169.785,-25.654,25.4204590507,7.96995648459,124.27,0.999306,25.4298,286.36282323,58.5743911237,230.643680686,2211,76.4970258081,64.9366826711,609.426797194
25.3595,456.445936676,0.451424886605,25.3629650281,95.2866510694,1.68055,2212,169.829,-25.5962,25.3704123642,46.2549177437,124.337,0.999545,25.3763,1987.31121926,136.112005168,134.107430726,2212,450.787355693,66.9039970664,300.744691142
25.4202,603.766618131,0.470955746007,25.4211721993,251.488497052,1.90229,2213,169.869,-25.6855,25.4287510633,3.63930022823,124.327,0.999617,25.4371,3657.85276627,258.448077286,339.81219127,2213,2495.94116738,1620.9836379,774.418070996
25.4122,144.936574894,0.463818522154,25.4148550209,132.628680091,1.88027,2214,169.901,-25.6582,25.42145136,78.8705068492,124.31,0.999782,25.4293,688.768105561,162.408585677,252.381964027,2214,348.228601338,68.4619816845,420.214684109
25.2987,140.3464201,0.478098535167,25.2997908716,212.83660304,1.87066,2215,169.919,-25.5603,25.3074974216,58.3519653177,124.363,0.999772,25.3184,1075.93657439,238.096333103,356.479320623,2215,770.93456492,374.863944643,682.439774416
25.3597,187.930364731,0.460483965395,25.3619754736,205.920943742,1.7435,2216,169.961,-25.613,25.3711785135,71.2409077122,124.398,0.999764,25.3816,1529.5220856,257.758774606,329.411300669,2216,982.210497228,725.567457713,707.222763183
25.3947,59.6625264237,0.450629938949,25.3973563145,274.999631054,1.62214,2217,170.002,-25.6352,25.4036595292,58.59587058,124.395,0.999657,25.4114,296.662384775,111.211399246,310.759033205,2217,185.752110148,121.802902557,1018.93254034
25.4289,156.816781225,0.449891311955,25.4313344,155.445975922,1.56183,2218,170.03,-25.692,25.4379894737,16.5290267767,124.482,0.999566,25.45,1526.498404,249.25535222,229.014128025,2218,1118.69454107,690.769125365,439.136268173
25.4438,170.78166738,0.46680406859,25.4463034942,147.259380572,1.98045,2219,170.08,-25.688,25.4553838939,286.614181754,124.599,0.999586,25.466,1414.13316213,244.254678816,563.396398286,2219,931.650855776,668.06818291,723.019801678
25.393,398.751875712,0.459908462289,25.3931183523,292.550499117,1.9977,2220,170.112,-25.6559,25.3986496105,52.0267497472,124.631,0.999515,25.408,2744.1575843,234.029294263,457.705777241,2220,1332.99051505,868.475210278,878.804826751
25.3804,631.497158072,0.457743627538,25.3829312149,256.758893076,1.81425,2221,170.126,-25.6396,25.3890986876,182.241125031,124.588,0.9995,25.3987,3002.98353649,223.899166166,591.567605152,2221,2661.84689861,872.625201922,915.004263082
25.474,942.73531787,0.438319000724,25.4763421214,114.161429111,1.72459,2222,170.186,-25.7421,25.4810549927,400.459396929,124.576,0.999346,25.4894,2559.75823173,184.055768669,569.55707125,2222,1891.93421771,219.867652242,721.448850732
25.4174,726.831179061,0.448943832392,25.4177067891,197.418107441,1.77149,2223,170.242,-25.6686,25.4234683985,29.1964563604,124.586,0.999398,25.4342,2421.24017068,205.87161701,296.913779846,2223,1766.29124287,555.539133087,594.935253254
25.3783,842.538278477,0.460625777346,25.380743097,301.192513573,1.93909,2224,170.279,-25.6537,25.3848179676,20.1323187164,124.582,0.999718,25.3916,2662.63050218,213.18761324,353.082052834,2224,1873.47672806,298.778486753,856.198491621
25.3695,104.619896647,0.472878186328,25.3712372238,189.02513846,1.98317,2225,170.334,-25.6151,25.375806848,60.177276543,124.612,0.999604,25.3889,643.22775454,174.738808804,248.217043636,2225,413.052420958,344.679208755,556.621514923
25.4372,181.236959984,0.447805998202,25.4382199664,177.971878944,1.73802,2226,170.329,-25.6796,25.4434249668,59.246582528,124.66,0.999578,25.4543,1190.21694759,196.61663842,244.187962119,2226,584.991401202,365.780212123,620.973388761
25.3718,608.269345035,0.438546417181,25.373021589,163.631251323,1.57806,2227,170.384,-25.638,25.3777966365,130.509387279,124.74,0.999537,25.3877,2730.21648454,219.382492008,257.749348924,2227,1230.97579307,319.042405985,640.504420146
25.3944,299.126619689,0.461507924273,25.3968589544,383.14980246,1.82903,2228,170.406,-25.6489,25.4037110399,17.7808398406,124.763,0.999352,25.4136,1602.60316023,166.182538904,422.531648471,2228,446.273115817,283.515764127,1164.08668677
25.4091,142.669509411,0.467272264619,25.4088235976,192.683784189,1.96494,2229,170.46,-25.6715,25.4165135136,45.2376582468,124.718,0.999319,25.4295,1105.18794293,139.804929329,251.510731511,2229,297.504100149,94.1848577348,673.382725326
25.3618,75.0850260178,0.464778584334,25.3625707821,104.868820842,1.79133,2230,170.456,-25.5895,25.3714446613,20.4910905484,124.676,0.999629,25.3867,371.080299052,84.3292332431,181.673180056,2230,129.744806536,92.8764986782,362.952099129
25.2937,603.818162038,0.491487642197,25.2956524945,298.340452045,2.17981,2231,170.497,-25.5418,25.3084860395,15.8385656439,124.757,0.999272,25.3234,2671.10623741,217.364504501,290.087243591,2231,1085.96264683,305.819582921,780.909907811
25.4372,678.858393872,0.466374265811,25.4382129874,436.410839253,1.79575,2232,170.503,-25.6912,25.4478462543,241.473842809,124.751,0.999674,25.4585,3045.88174004,241.840083108,716.799570023,2232,1881.91957424,692.652822637,1295.38870236
25.3977,884.835551314,0.487999945453,25.3982654045,644.260248146,1.93462,2233,170.549,-25.6659,25.4058823196,71.8390284932,124.752,0.999552,25.416,2702.76648727,167.71932152,667.653384458,2233,821.981285669,267.217576828,1898.80377375
25.3658,121.631470402,0.477290715773,25.3666493376,237.552097645,1.87261,2234,170.57,-25.6457,25.3727500299,287.938366994,124.788,0.999276,25.3827,908.473077538,140.147413116,500.349586098,2234,284.9432465,233.757518772,831.960617374
25.4299,694.744721702,0.472554291143,25.4320765027,503.501257276,1.73658,2235,170.605,-25.7095,25.4422680501,16.6354493017,124.841,0.999476,25.4531,2959.87122445,161.754397401,628.324108595,2235,571.187867208,253.980490896,1489.31445881
25.4318,10.9424448853,0.471940976638,25.4327511279,610.59166868,1.78548,2236,170.618,-25.7175,25.4415163734,243.529764822,124.864,0.999592,25.4531,287.709432204,140.075607333,748.453389355,2236,258.772452156,234.425609765,1741.88459207
25.5222,9.70879451189,0.477412511022,25.5254791691,225.601242415,1.77679,2237,170.663,-25.8129,25.5331390932,10.103502011,124.927,0.999522,25.5405,268.890388358,137.088103308,257.438245804,2237,251.733705,230.296677026,700.170814761
25.5755,9.95764705251,0.46075709512,25.5750711574,196.216837824,1.66811,2238,170.718,-25.8524,25.5823275207,8.71665528324,124.962,0.999386,25.5963,285.397073862,138.53083096,339.085830545,2238,255.160186022,233.108219291,610.115999431
25.5141,381.924926141,0.477129461178,25.5150500527,280.877562528,1.9464,2239,170.774,-25.8009,25.5233463047,108.209735005,124.97,0.999294,25.5362,3085.50203967,160.827671832,450.274965725,2239,404.560381519,260.028580982,923.090131048
25.5255,238.156305936,0.464689171279,25.5272954517,325.127019992,1.80684,2240,170.837,-25.7859,25.5354422577,110.788642234,125.003,0.99954,25.5445,1679.78327623,189.334282481,365.434848587,2240,490.967742066,355.739478418,1104.78028372
25.5021,381.849394127,0.4748129133,25.5042773455,175.810375994,1.87312,2241,170.847,-25.7276,25.5141804744,23.4267317942,125.017,0.9996,25.525,1661.89313151,201.021790826,174.624570219,2241,699.06381254,112.291698083,607.460397248
25.4493,88.6122066435,0.500195363198,25.4503193528,180.294662688,2.20742,2242,170.88,-25.7012,25.4580236394,28.6607684015,125.015,0.999509,25.4695,1091.03990946,175.64255825,195.542172934,2242,388.79592628,347.715929073,669.446535562
25.4624,585.91723433,0.486094834563,25.4638428638,296.18977026,2.05212,2243,170.903,-25.6942,25.4715951197,27.2678072001,125.032,0.999579,25.4833,2825.09554632,232.830719269,244.34434997,2243,1665.87721262,908.457188261,853.635634532
25.4686,800.011938948,0.472490396699,25.4697992621,272.502253606,1.9133,2244,170.92,-25.7249,25.4764006551,45.4160607631,125.075,0.99954,25.4899,3038.00733394,243.057983641,307.09991372,2244,1925.37481879,793.452890713,806.506280939
25.502,838.857930808,0.460789819087,25.5016749174,359.54124316,1.84273,2245,170.942,-25.7746,25.5077582766,217.646872199,125.132,0.999539,25.5222,3282.95901295,247.757136131,660.380934628,2245,1996.77112774,786.014702058,1235.12984535
25.4685,100.127228554,0.494131770281,25.471980974,210.430459516,2.15291,2246,170.981,-25.7346,25.4791208266,27.2685656269,125.197,0.999713,25.4891,1076.10897178,243.534069611,312.980241941,2246,795.245231705,454.232228262,651.591931164
25.5024,885.933830471,0.472164416723,25.5050642848,254.668662303,2.00309,2247,170.964,-25.7857,25.5148909128,6.91032907216,125.151,0.999667,25.527,3233.60767552,245.380479645,269.363724568,2247,1835.64681246,784.720751738,727.748772691
25.5614,88.9947544663,0.488026301968,25.5628637861,271.727637774,2.04589,2248,170.968,-25.8176,25.5740065126,40.1391851923,125.241,0.999709,25.5826,1096.50595257,241.012707484,364.89208873,2248,769.48870055,705.083919645,808.226716634
25.5492,113.951064384,0.474876169435,25.5468167892,178.724583099,1.91184,2249,170.97,-25.7865,25.556483503,61.9070803816,125.27,0.999741,25.5744,980.642042146,235.622034677,309.916754767,2249,717.43518682,490.781952422,709.18176977
25.4755,598.048746696,0.493398921827,25.4786463795,198.857283814,1.93873,2250,171.008,-25.7125,25.4850785298,7.05627093304,125.206,0.999672,25.497,2880.65514561,228.147468905,168.318144197,2250,1492.00538089,869.428718921,657.21832458
25.5046,703.785173656,0.491670669993,25.5050874068,171.908845084,1.88817,2251,171.006,-25.7539,25.5127786325,404.997685085,125.156,0.999586,25.5241,2856.73799624,231.730128617,644.771949524,2251,1691.20428526,785.060308419,839.648722385
25.4915,148.520202725,0.513969389422,25.4923871016,313.765502982,2.03742,2252,171.007,-25.736,25.5001967798,14.449745775,125.182,0.999799,25.5096,1249.93743089,212.964772729,399.402726592,2252,836.841326978,605.641465971,812.68062379
25.5174,43.1429085501,0.494820854817,25.5192162923,544.384821273,1.79629,2253,171.028,-25.7731,25.5290985048,42.888419429,125.268,0.999821,25.5408,976.025555857,240.213699747,473.839080286,2253,740.36045214,695.999524036,1655.02581652
25.4923,121.609004484,0.517784283225,25.4949398239,174.832486303,2.20531,2254,171.073,-25.7549,25.5032974113,8.37758707577,125.247,0.999652,25.5109,1129.79520788,241.020494652,241.773932429,2254,921.89688587,696.155974967,474.869936865
25.5756,93.5136973018,0.472854880401,25.5758520615,246.885845199,1.68515,2255,171.074,-25.8363,25.583459985,15.828687381,125.334,0.999679,25.5961,738.656742471,223.552550663,348.306611748,2255,581.765626445,452.687167531,700.891775148
25.51,257.817599509,0.51737622357,25.5110009225,229.718117128,2.11126,2256,171.133,-25.739,25.5171975702,6.89693429554,125.285,0.99973,25.5283,1762.95511046,233.154592704,190.54722976,2256,827.670954011,88.8340630822,731.763268363
25.5197,111.795986981,0.512128563617,25.5218429578,216.726432182,1.97128,2257,171.149,-25.8009,25.5308697669,11.5998206938,125.236,0.999656,25.5409,1047.17834911,214.870524662,247.013504504,2257,768.560833451,597.776044698,623.35620557
25.5824,193.552041027,0.504339872536,25.583063453,280.57741669,1.96818,2258,171.169,-25.8772,25.5910130611,105.832445284,125.24,0.999659,25.6018,1539.54043669,216.725330393,475.061330392,2258,838.619421195,630.321063256,885.37344534
25.577,488.377971159,0.531628262182,25.5809110881,248.490479554,2.24701,2259,171.211,-25.8755,25.5873383649,120.683235502,125.286,0.999727,25.5993,2538.36183187,221.979454596,491.801632641,2259,2236.24040869,1124.86287108,718.399169107
