MaxReturn,Epoch,AverageDiscountedReturn,Iteration,QFunRegParamNorm,AverageY,MaxEsReturn,StdReturn,MinReturn,AverageQ,AverageAbsQYDiff,StdEsReturn,MinEsReturn,AverageEsReturn,AverageAction,PolicyRegParamNorm,AverageAbsQ,AverageQLoss,AveragePolicySurr,AverageReturn,AverageAbsY
2390.84344767,1287,232.052706798,1287,142.005,32.237973942,1229.80531369,462.903677517,155.210013424,32.237,0.655813514113,368.896195392,5.57443902585,240.309528946,0.950719,130.749,32.2717,3.90175,-32.7644,1021.33750185,32.2546186134
2216.40337321,1288,234.19174213,1288,142.056,32.1982048852,660.486577817,410.842632383,361.906672044,32.1977,0.64250238402,181.776106749,5.57500160849,134.158706098,0.948932,130.79,32.2296,3.7854,-32.7191,973.367275601,32.2101506958
2543.92923304,1289,229.573780839,1289,142.105,32.2137096724,512.681624119,497.862560917,321.264901825,32.2122,0.642672423608,162.73526215,6.04219777232,134.122182096,0.95264,130.824,32.2461,3.64949,-32.73,1013.32823229,32.2283892937
1721.91464808,1290,192.55096945,1290,142.153,32.2440501848,447.128609872,441.115267416,306.814441388,32.2452,0.628372652486,146.747801789,6.16110287047,132.687509451,0.931251,130.821,32.2766,3.48695,-32.7593,972.266082242,32.2553776103
3013.25029795,1291,188.327578298,1291,142.177,32.2669169408,846.27452366,697.917238293,313.453697393,32.2643,0.639631486669,229.933499297,5.46074615548,129.236491975,0.910608,130.871,32.2982,3.77672,-32.8013,1253.60038198,32.2811628365
2081.56475065,1292,242.363104494,1292,142.234,32.1939748643,724.213160947,449.416932965,239.019677352,32.1909,0.637158403232,226.853735666,4.86451389915,156.646293939,0.945571,130.935,32.2256,3.769,-32.7102,916.680321679,32.2075082127
1976.13239415,1293,216.486388828,1293,142.29,32.2500199704,1531.54446128,352.786425045,250.795402114,32.2482,0.65756125574,488.231267722,4.13027359128,251.511876769,0.943705,130.971,32.2744,4.01371,-32.7856,700.59057477,32.2607678361
1802.57571901,1294,217.125159926,1294,142.342,32.2948606952,656.918003277,362.485059779,295.854658807,32.2949,0.607880718453,153.383422257,4.34728744399,82.6508612905,0.947023,131.001,32.3265,3.33765,-32.7824,670.14447511,32.3121156616
683.605993306,1295,162.020736126,1295,142.366,32.2012337082,571.468481906,103.696552603,211.99200804,32.1995,0.641405295695,226.964691,5.34889725219,220.394341732,0.921383,131.026,32.2316,3.9692,-32.7138,316.176861642,32.2167070431
1679.69095037,1296,210.918681463,1296,142.376,32.2588769705,689.923593416,398.441965243,247.406567237,32.2563,0.636282514863,168.957981522,5.63189807526,116.630199964,0.938667,131.083,32.2883,3.83189,-32.758,739.873529755,32.2714558384
2614.36641239,1297,235.945482481,1297,142.44,32.3118596996,649.197290714,661.631116553,265.443008165,32.3112,0.630009593222,201.001818481,4.51292786562,176.872290342,0.943693,131.098,32.3413,3.88695,-32.8047,1031.7397707,32.3250234316
2778.46907941,1298,165.973251996,1298,142.502,32.208827709,708.488566555,517.255633361,275.793890042,32.2076,0.639493933987,222.842323234,4.47406684613,142.355020167,0.920838,131.187,32.2371,3.49694,-32.7267,469.803928178,32.2237071457
2146.65320571,1299,230.521826271,1299,142.546,32.2134647555,714.39245413,369.141302239,315.757888873,32.2109,0.627291026892,192.306351916,4.61291603285,126.744385576,0.940349,131.213,32.2421,3.34245,-32.741,1012.93603806,32.2274008965
2383.05943363,1300,186.668816788,1300,142.589,32.1991880938,1038.77390939,637.467111297,260.066554279,32.1994,0.606814885473,221.809681041,4.31359011211,102.399513802,0.934506,131.28,32.2373,3.23835,-32.6968,711.681566519,32.2194720311
1903.36542636,1301,242.690469953,1301,142.621,32.0352697437,698.548219966,319.279977737,344.100226972,32.0335,0.692093220386,185.692717798,4.39834380259,81.9797458903,0.907207,131.331,32.0678,4.44546,-32.5363,874.40397217,32.0486744683
1937.42915075,1302,216.603433018,1302,142.653,32.1236542726,1275.38673483,443.763667105,172.26231493,32.1227,0.631219084719,403.275625881,144.939058752,548.293838775,0.922409,131.337,32.153,3.76986,-32.6385,810.793416526,32.1422491698
1821.12194899,1303,148.946155604,1303,142.668,32.2435213834,302.879252847,465.312632002,240.731550316,32.2423,0.632332699691,86.0270518726,4.17566093169,60.1094857334,0.893654,131.387,32.2702,3.64769,-32.7177,534.276517556,32.2553477471
3359.35953927,1304,261.537869475,1304,142.707,32.1186339343,676.699593713,693.09334068,587.203941191,32.1187,0.62526172774,229.450576105,4.48265464042,216.79045278,0.948369,131.43,32.1533,3.78958,-32.5904,1602.64222565,32.1322860754
1838.52994464,1305,241.643046154,1305,142.769,32.0306701984,756.344730066,290.604270949,271.031523328,32.0291,0.647863272638,225.283065325,4.20250293649,120.820068702,0.927118,131.462,32.0658,4.18504,-32.5425,958.474299887,32.047892572
2574.41086332,1306,244.014166046,1306,142.854,32.0354963399,847.77861232,359.246907563,395.741172197,32.035,0.639404706459,246.534670041,3.59094017546,191.482209917,0.928791,131.508,32.0676,3.93274,-32.5451,867.971919939,32.0501082859
1476.08936665,1307,141.162390982,1307,142.904,31.9697557903,627.866632585,336.195806636,214.179323841,31.967,0.626488657996,143.879147906,5.79073225275,106.041201076,0.878873,131.564,32.001,3.54871,-32.4731,424.212785742,31.9845097021
2344.73559332,1308,267.989582402,1308,142.94,32.0970431476,636.949227412,356.150344351,774.582469268,32.0996,0.627144596037,213.237243905,5.33153581263,158.139033404,0.927697,131.6,32.13,3.80607,-32.622,1375.79643305,32.1106775333
3371.34444533,1309,220.288398134,1309,142.963,31.932463516,406.51704582,708.564427922,313.255974446,31.9309,0.621309285243,93.7476856888,4.18741357479,56.667212337,0.920979,131.67,31.9619,3.85666,-32.4281,1272.18459551,31.9453600897
2213.94377317,1310,250.295660436,1310,143.031,31.9099564682,414.214407913,320.95722612,391.34687434,31.9086,0.637283825647,164.942083804,4.07325598756,149.92617045,0.93717,131.717,31.9467,3.83367,-32.3937,862.300231904,31.9260505248
1492.27250169,1311,214.737458454,1311,143.083,31.9187945475,486.948343795,286.660004372,336.815195001,31.9186,0.619599629483,148.215316061,4.37310469139,122.859491579,0.911201,131.76,31.9469,3.68789,-32.4194,606.622523509,31.9316885931
1768.79533845,1312,197.775438773,1312,143.112,31.8915273496,582.76641607,388.096818208,186.285033763,31.89,0.615671448869,158.236867462,4.28231972042,90.8002883854,0.946391,131.806,31.9215,3.60208,-32.3828,640.878263576,31.9059056902
1367.83729386,1313,190.363263527,1313,143.156,31.8874225574,710.493618922,333.743363646,176.313328629,31.8859,0.611741275856,158.756196274,4.17256037664,98.4349981448,0.963897,131.898,31.9208,3.36089,-32.3734,549.131206131,31.9036533145
3383.85186085,1314,171.111289754,1314,143.18,31.8030469802,607.143489695,821.906680995,153.556407304,31.8031,0.626219843761,191.854813668,4.6216519143,146.031975487,0.928455,131.937,31.8435,3.62275,-32.3167,685.972095986,31.8218018947
1973.1745813,1315,253.884137349,1315,143.205,31.9081547337,517.241935086,276.836028433,534.786855666,31.9063,0.636017808096,148.301768209,3.30295832453,95.3294797697,0.961217,131.969,31.9412,3.77671,-32.4114,888.838840742,31.9259797704
2366.58098618,1316,214.600191389,1316,143.264,31.7990887303,752.561162136,434.318141345,254.098875667,31.7999,0.64662076052,227.4794507,4.24453962316,134.848975189,0.923351,132.062,31.8429,3.9976,-32.3305,704.165739897,31.8229264813
1001.6712793,1317,157.30829626,1317,143.319,31.7263664201,654.784570651,190.542708484,251.531936044,31.7219,0.663018694247,197.621690253,5.36390744336,134.426712904,0.894721,132.05,31.7666,4.16046,-32.2537,472.864449332,31.7468706828
830.879553993,1318,196.060091406,1318,143.363,31.8895558388,553.268663033,143.313765692,175.298017259,31.8892,0.622394441612,176.562707957,3.49298645851,141.790445787,0.951138,132.101,31.9235,3.48244,-32.3767,462.283092006,31.9085159954
922.399526571,1319,210.221451257,1319,143.405,31.8640639265,688.833543054,220.089683547,37.7431446889,31.8638,0.654075520867,225.737518209,4.46690110868,146.808331905,0.950249,132.117,31.8985,4.03577,-32.3629,565.687283321,31.879648712
875.723183589,1320,172.079479687,1320,143.444,31.8249793199,735.741015437,131.461164791,180.056150491,31.8248,0.631815605594,233.428378729,4.08789902579,174.449490269,0.945578,132.132,31.8596,3.80361,-32.3107,369.436273519,31.8450168138
433.09752608,1321,145.964248153,1321,143.498,31.8565472944,532.381709365,41.2676514108,174.087514964,31.8563,0.631056515551,183.189798784,5.04227828448,155.366748131,0.935951,132.21,31.8891,3.65575,-32.3758,272.685751255,31.872670025
1618.38572577,1322,142.146445563,1322,143.531,31.8442788864,432.913859694,178.941023251,177.129689997,31.8424,0.632571373614,138.481989768,4.54350889008,99.0424139684,0.935615,132.278,31.8784,3.84094,-32.3414,282.683801548,31.8612916445
1332.77920209,1323,183.642608762,1323,143.578,31.7733399311,968.013387307,376.826530591,244.885699364,31.7701,0.65110067679,291.690850495,2.85520879571,206.620016434,0.94184,132.314,31.803,3.7631,-32.3148,547.955763163,31.7902845021
1666.32752972,1324,228.264235838,1324,143.591,31.8789076226,731.708101016,399.121599215,247.034330703,31.8795,0.668016625398,215.929391744,3.98015177747,118.401003078,0.938011,132.367,31.9142,4.14709,-32.4238,834.642148024,31.8942283773
1287.65817123,1325,191.369632096,1325,143.622,31.8749090796,797.539850065,278.440577858,264.368738346,31.8715,0.6204904398,210.267791832,4.06571509583,111.313995054,0.909836,132.394,31.9065,3.31143,-32.3693,531.131404336,31.8909508247
1647.8654933,1326,166.30100189,1326,143.655,31.9117908301,1091.90348935,346.290138612,161.398944112,31.9108,0.645313853485,325.920317382,4.05492257196,185.275872855,0.93869,132.457,31.9452,3.91027,-32.4552,445.03150057,31.9256270972
858.485542504,1327,135.896078493,1327,143.667,31.8898183526,712.650748791,73.7658663234,148.927312993,31.8903,0.651619586151,180.813798099,3.80572722974,118.690673009,0.935725,132.451,31.9273,3.93282,-32.43,248.94690905,31.9053577542
3534.89303893,1328,250.234453683,1328,143.753,31.889864861,624.365512257,615.846086483,309.147649888,31.8896,0.628461463378,212.631010918,4.18254732387,151.767384714,0.947878,132.469,31.9247,3.65678,-32.3893,1188.09756902,31.9050966513
2221.29690597,1329,162.901441218,1329,143.787,31.8766752129,596.248710028,471.982316025,251.51173347,31.8755,0.672812967443,119.633582127,3.89884042126,60.5358729985,0.888115,132.484,31.9067,4.14467,-32.387,572.929643159,31.8889819389
1756.08411519,1330,151.078381897,1330,143.823,31.8790026529,388.659039453,183.941023986,232.521928485,31.8761,0.650376814216,127.24221425,3.83032250915,91.596492979,0.901358,132.508,31.911,3.81126,-32.3886,331.228900152,31.8898362101
1793.60022118,1331,234.151990254,1331,143.863,31.876148881,483.617389424,354.083116621,387.933248726,31.8766,0.624563784841,150.325207106,4.89506071747,121.368271336,0.953949,132.537,31.9079,3.32245,-32.3745,924.709390492,31.8887703229
2560.16420829,1332,208.550432745,1332,143.897,31.8187184544,600.325058324,562.998810973,301.097963535,31.816,0.679218582956,177.351122246,5.43387035386,134.059382072,0.914823,132.582,31.8514,4.39315,-32.326,807.870867205,31.8333465041
3026.01821987,1333,213.784852356,1333,143.931,31.788502615,1108.59314318,681.395384473,279.216332048,31.7906,0.66845109183,353.266875979,10.8278787289,266.970857606,0.944317,132.607,31.8247,4.29419,-32.3091,992.676056838,31.8058631329
3101.67963504,1334,198.111759279,1334,143.965,31.8141398722,974.11825858,838.556157381,79.781625362,31.8148,0.651843157168,291.86742642,3.97128979166,253.380074775,0.949705,132.678,31.85,4.08462,-32.3281,1240.53845066,31.825652936
3215.690437,1335,220.410516997,1335,144.034,31.7098520513,905.607800887,653.77791691,273.795311919,31.7075,0.668762735968,256.612776174,4.37960476641,142.657437701,0.961262,132.706,31.741,4.16019,-32.2272,1311.55794034,31.7252198669
2651.51707869,1336,216.125447127,1336,144.071,31.8041508873,671.639932604,596.452282032,285.174051214,31.8037,0.627988695574,201.93199844,4.94977422097,127.013181946,0.955746,132.723,31.8392,3.30707,-32.2642,1061.13611315,31.8196953963
3329.46030879,1337,233.692605677,1337,144.139,31.7374803274,582.584089576,742.599002019,730.496745686,31.7327,0.669276008584,150.918332482,4.01027737757,72.9294725863,0.945619,132.782,31.7647,4.04851,-32.2796,1408.60008,31.7512030654
2543.30291381,1338,193.982938401,1338,144.164,31.7626417684,560.112971886,536.823135398,309.785752868,31.764,0.642823247464,168.585884072,4.09477839604,117.752223832,0.932013,132.785,31.7935,3.73465,-32.2829,767.392556913,31.7754607463
2304.79730923,1339,217.867777182,1339,144.203,31.7401594489,658.162398293,567.561748559,265.621188267,31.738,0.644758447766,215.784028248,3.80911885584,133.461488653,0.953629,132.752,31.7709,3.82927,-32.2283,1021.17450388,31.7519347429
3258.09860763,1340,216.198428892,1340,144.193,31.7898985379,1033.44522694,676.678809907,294.280606622,31.7894,0.654314421148,267.867472675,5.21634022523,146.077185583,0.964121,132.811,31.8219,4.06012,-32.313,1018.45525218,31.8061714032
3238.82896738,1341,209.324183348,1341,144.254,31.7156462616,1009.12646908,867.714966273,230.374286181,31.713,0.675079101773,360.215581896,4.59385143607,229.62536403,0.946325,132.853,31.7469,3.75963,-32.2668,1125.25929858,31.7323487405
1800.48285787,1342,157.988430661,1342,144.278,31.8633171953,784.256591102,377.596442129,73.6563876182,31.8604,0.629365647469,192.912592032,4.3333308882,99.4964808759,0.933907,132.859,31.894,3.59904,-32.3706,451.166631432,31.8757423207
3321.74005729,1343,221.804855544,1343,144.298,31.8332284272,1194.26891271,922.884763882,151.13967772,31.8334,0.660169694114,311.697116455,6.74908182231,160.751050652,0.95227,132.88,31.8665,4.01118,-32.358,1508.5113516,31.8491474045
1775.46310905,1344,187.146050033,1344,144.353,31.825503607,685.91046262,494.113059541,241.648442909,31.8248,0.648565298686,190.862919437,5.06068362248,150.376154518,0.965268,132.959,31.8597,3.77941,-32.3863,672.211382451,31.8359443913
3423.34158476,1345,189.066727869,1345,144.378,31.8996381696,949.53624757,872.435113265,123.918360915,31.8972,0.610287752105,328.048151167,6.78220773048,233.471494158,0.954574,132.985,31.9319,3.22553,-32.4115,727.350184041,31.9167183319
1065.21449951,1346,180.285523953,1346,144.413,31.9261116357,637.616806686,175.127637286,205.121323451,31.9249,0.647989448431,199.555860903,5.62533899052,164.618389909,0.958669,132.987,31.9648,3.94808,-32.461,390.37573521,31.9433188626
1279.69007171,1347,184.205688723,1347,144.494,31.891203484,790.663206756,234.069198369,286.119450758,31.8905,0.690650602324,168.370327921,5.47403688429,75.8232082446,0.928416,133.061,31.9311,4.43918,-32.4379,455.686527602,31.9073699517
2415.04738522,1348,255.596242595,1348,144.542,31.9723207173,429.481106117,443.807248346,416.937357468,31.9702,0.672427385133,114.314042581,5.59176733106,71.6796313773,0.950776,133.093,32.0023,4.01733,-32.5229,1099.53764698,31.986432906
2206.09546013,1349,263.649082754,1349,144.569,31.8949378155,942.83599251,420.12670022,436.057914616,31.8966,0.697583992833,253.301089159,7.26976589253,134.068062436,0.954696,133.145,31.9336,4.53698,-32.4381,1095.59357012,31.9112841874
3566.8648657,1350,227.823737586,1350,144.605,31.9365802078,570.648943142,685.387738647,307.075809635,31.9357,0.684315493841,145.711807335,6.28339078135,77.7568648679,0.959815,133.187,31.9685,4.29125,-32.5171,832.953495556,31.9489640639
1783.01488276,1351,232.265609766,1351,144.648,32.0291467881,448.630163803,395.711288795,289.417473358,32.028,0.665870666426,100.304517994,6.14559464639,56.0211450671,0.946312,133.161,32.0579,4.09306,-32.5626,901.491157327,32.0402057482
1808.54974122,1352,231.637895779,1352,144.692,32.0271329484,745.718677518,410.113423285,278.078966914,32.0259,0.655814292687,233.941136735,5.97207555276,147.327992191,0.940548,133.179,32.0576,3.69181,-32.6134,941.252094143,32.0381800337
2776.02154635,1353,224.958472976,1353,144.75,32.0641520059,561.932442352,510.016924343,168.060000793,32.0616,0.664397035707,169.642403301,6.48228205183,116.769801048,0.935062,133.252,32.0924,3.99156,-32.6135,891.298686538,32.076422126
2445.39892549,1354,191.576430583,1354,144.786,32.037173978,889.759634608,604.714626141,291.534847911,32.0369,0.672952100079,268.272469674,6.34569662717,173.782589921,0.915388,133.308,32.0723,3.95453,-32.6395,714.355233072,32.0491684899
2207.06912906,1355,190.555732809,1355,144.803,32.1020459551,431.947724159,627.03828267,318.013276969,32.1016,0.669761721797,119.008003103,5.38685583098,81.1294265602,0.897967,133.309,32.1294,4.18311,-32.6882,875.344151787,32.1103272255
1555.87488791,1356,243.204984179,1356,144.862,32.1229868051,1233.2952653,199.667684732,690.429631186,32.1215,0.649940073626,352.408451735,7.34881310436,267.777903324,0.955603,133.377,32.15,3.63723,-32.6949,1031.02097753,32.1308645911
1785.08145069,1357,253.828123562,1357,144.903,32.152725516,574.882894037,222.469700938,782.149406914,32.1541,0.716988737614,175.725918939,9.12133746725,145.569481406,0.953191,133.407,32.1828,4.59828,-32.7331,1048.97358806,32.162107875
3465.63665917,1358,212.710476273,1358,144.951,32.260276989,743.13761773,767.732817849,79.5543848295,32.2559,0.653306566426,219.215393587,6.63918985943,125.91046568,0.941992,133.437,32.2808,3.77441,-32.8274,1006.14248902,32.2657400046
3281.90961156,1359,264.110828942,1359,145.011,32.2422884693,700.112581775,725.535450872,782.107131754,32.2415,0.698154956747,202.222281534,6.13827223338,149.867095193,0.95637,133.469,32.2674,4.26964,-32.7865,1618.95918586,32.2517633798
3419.52562998,1360,247.998359312,1360,145.024,32.3344679197,849.124837813,900.262731132,318.824649852,32.3322,0.646177064136,244.984789104,7.09749837762,175.261370748,0.946613,133.528,32.3617,3.54355,-32.899,1552.18695803,32.3456385248
3418.98634168,1361,199.626075476,1361,145.106,32.3068850325,627.691066595,859.31446889,73.1629194031,32.3057,0.674465639028,206.310346135,6.01497284286,125.393453566,0.943473,133.532,32.3329,3.74114,-32.8537,1117.61089804,32.3175320197
3313.09160099,1362,247.257559195,1362,145.13,32.3279560091,796.717465575,930.036452033,755.166758723,32.3254,0.683979308449,179.589822064,5.73291246431,99.979281363,0.947607,133.588,32.3563,4.18396,-32.888,1387.6289724,32.338103865
3381.86478988,1363,246.024418055,1363,145.173,32.3416262885,636.573223304,1101.4615295,753.257444047,32.3437,0.677092637948,225.522205959,4.29124470965,149.506590024,0.947073,133.61,32.3732,3.88132,-32.9106,1988.39409539,32.3509910713
3329.37361143,1364,241.865850927,1364,145.276,32.3085749683,707.360461918,791.300285144,478.026543295,32.3058,0.680367133987,200.596608338,6.56544870655,106.139310112,0.950906,133.609,32.333,4.15198,-32.8783,1672.72970305,32.3168563643
2066.21803888,1365,237.513619886,1365,145.331,32.4511713107,921.515417717,339.440210864,578.682274857,32.4476,0.662832243727,263.03411604,6.76502618079,166.692702368,0.924559,133.671,32.4733,3.70541,-32.9962,1190.88483563,32.4596627957
2396.3527907,1366,224.288554471,1366,145.37,32.4316228171,961.454433849,646.336096913,303.15980501,32.4328,0.637087947151,246.632141505,5.97072459193,147.38701967,0.921815,133.729,32.4646,3.55348,-32.972,1014.15654509,32.4424133103
2636.80374996,1367,255.077125119,1367,145.385,32.4000995121,1664.54381898,550.318456713,684.420282004,32.3962,0.650479116259,472.999106755,6.71094440837,227.795854443,0.946384,133.776,32.4249,3.60888,-32.9288,1284.67128224,32.4113943948
2747.06492732,1368,217.050690397,1368,145.467,32.3673722642,454.921592467,600.842630119,129.280255894,32.3677,0.646759529652,93.0901712758,6.43850033726,57.6719384757,0.904678,133.86,32.396,3.64467,-32.9038,924.791888412,32.376130722
2006.03891416,1369,144.30927773,1369,145.501,32.3440578046,792.448019833,241.345707917,195.869470959,32.3403,0.650937098135,250.30188138,5.48393348941,159.714258035,0.804761,133.842,32.3721,3.82311,-32.8742,313.887169704,32.3552032766
2625.85620413,1370,251.987872374,1370,145.552,32.3529445499,1367.35209148,561.210148454,497.266282174,32.3519,0.666948110874,409.749505759,6.58007515845,255.863713589,0.951386,133.876,32.3816,3.80885,-32.8547,1333.29925905,32.3610485352
3426.79240359,1371,253.431408864,1371,145.583,32.3206274434,635.92332119,746.587758361,753.36286241,32.3199,0.64934318703,271.627351449,5.27360223161,221.745046533,0.945735,133.931,32.3537,3.81109,-32.8668,1294.76781704,32.331660557
1575.00363992,1372,228.39030077,1372,145.607,32.3139216933,636.731298668,288.811600568,262.695245057,32.3135,0.678164244079,199.28869808,4.09612646522,106.28777518,0.930276,134.018,32.3437,4.27297,-32.8344,811.679319027,32.3247407292
3269.77053699,1373,250.860573986,1373,145.656,32.2559468348,566.873988946,772.783452561,629.675986821,32.2516,0.661006538268,157.052336034,4.49679369393,149.621074509,0.934674,134.127,32.2854,4.02531,-32.79,1485.2612374,32.2694777848
1993.57073517,1374,183.301689787,1374,145.704,32.2712201983,560.346650918,506.924087258,162.636436797,32.2717,0.629681725292,141.158842034,4.5380160504,99.1586687229,0.883789,134.179,32.3067,3.74461,-32.8053,633.045415947,32.2829956411
2862.96029727,1375,193.237550386,1375,145.757,32.351527003,528.336457584,514.91802935,295.350181627,32.3519,0.632672613,172.44643462,4.00636378944,139.693830447,0.857038,134.229,32.3835,3.4823,-32.8734,795.571835555,32.3623920306
2980.69151631,1376,220.734193696,1376,145.791,32.1496931317,733.705708807,868.655921898,290.434372636,32.1475,0.657464141872,176.324570997,4.06770250679,71.437495493,0.938604,134.277,32.1806,3.93723,-32.6773,1375.91516382,32.1581969644
2955.38297766,1377,207.805406258,1377,145.832,32.1908653669,1141.25052527,892.058770855,74.3888003176,32.1901,0.658871260102,332.143423202,4.60608953403,177.092988866,0.953467,134.289,32.2209,4.05403,-32.7096,1867.11984525,32.2020837284
3065.27610059,1378,223.62457548,1378,145.847,32.1724230081,622.080205635,1070.20616067,236.329050329,32.1712,0.680939637238,174.065242763,4.00692838209,119.000792284,0.961068,134.33,32.2038,4.14283,-32.7027,1946.29121915,32.182019
3044.6478418,1379,238.088868424,1379,145.868,32.15209504,761.51326149,793.694228886,936.59284514,32.1522,0.655728495084,204.274453268,4.24445622736,121.741297471,0.967043,134.354,32.1835,4.16585,-32.6739,1819.8432516,32.1638535634
3151.65159504,1380,219.967449509,1380,145.931,32.1535156904,685.245299373,725.111555333,353.292675419,32.1531,0.624988220762,198.586580559,4.75242238222,118.852505893,0.955974,134.385,32.1845,3.47716,-32.6422,974.103543489,32.1650396471
2686.06311892,1381,231.77926591,1381,145.969,32.0173528636,297.008705808,537.810192286,261.637453486,32.0164,0.659394235,86.7146009508,3.69137536136,68.3483570892,0.957482,134.405,32.0485,4.11001,-32.5583,1193.51721252,32.0266146355
3341.53852089,1382,186.552741123,1382,145.982,32.1902249043,1162.17419788,1208.35701676,273.378703074,32.187,0.616630972129,365.814833086,4.1767937342,230.793654545,0.949259,134.432,32.2127,3.36984,-32.695,1046.06689068,32.1956001895
3188.05428061,1383,248.177409536,1383,145.992,32.0929421682,322.814362583,896.740702683,817.578814583,32.0918,0.634128986193,85.5690729231,4.36388615831,57.4568819637,0.960922,134.403,32.1215,3.52553,-32.607,1922.18389287,32.1010302234
2907.63061413,1384,215.303145475,1384,145.985,32.0863522479,676.044921177,764.44245175,223.040127563,32.0858,0.629251979886,200.966684927,4.91510909578,152.659194109,0.965122,134.423,32.1157,3.67753,-32.5745,948.771014779,32.0957646903
3133.7202557,1385,216.667002621,1385,146.007,32.0725390984,730.298279964,1235.22490124,248.864735269,32.0696,0.611270477843,161.365155612,8.00586829618,97.3855426795,0.956756,134.507,32.1032,3.14787,-32.5973,1905.36058068,32.0821472599
3217.67145222,1386,232.5868559,1386,146.054,32.082935091,915.464025313,839.66534658,318.729607525,32.0833,0.670291075829,198.33385714,8.16673686491,105.470544434,0.959132,134.546,32.1148,4.4275,-32.6003,1521.12522337,32.0936282259
3182.74560043,1387,235.26838887,1387,146.107,32.0612053675,485.050202526,979.674647886,335.443289909,32.0602,0.656835410524,147.005536517,6.98244915335,105.423158836,0.96728,134.551,32.0955,3.97721,-32.5856,1714.3114912,32.0772153208
3092.73116644,1388,231.053266077,1388,146.128,32.0609877532,768.105780453,761.872962564,84.9276525585,32.0587,0.628262212209,210.283926197,6.73536603982,137.674338172,0.966725,134.595,32.0879,3.67765,-32.5922,1259.29058897,32.0688381866
2868.80543097,1389,233.046574019,1389,146.19,32.0393821755,885.806075944,573.976206938,60.5685789769,32.0377,0.64495443307,255.259850677,16.2119001981,174.4430451,0.965382,134.647,32.0668,3.56519,-32.5947,1234.66298582,32.04850612
3010.17518934,1390,228.893878267,1390,146.204,32.1162902909,795.922193078,839.913296138,499.42278916,32.116,0.637356186921,313.782302912,7.14794903489,283.46811447,0.969582,134.656,32.1473,3.55937,-32.6773,2330.60953252,32.1249056621
3185.36263205,1391,253.432303741,1391,146.214,32.0735803497,676.881788502,505.619629866,1309.09169,32.0712,0.680875991086,200.276776082,7.16619324319,116.648252347,0.973916,134.704,32.098,4.63787,-32.6112,2800.33432759,32.0820045565
3110.22531757,1392,255.106173025,1392,146.27,32.0348092157,734.369133567,809.411024374,960.901998462,32.0347,0.643164777774,187.007910033,4.80454296197,107.737418463,0.966665,134.79,32.0607,3.86337,-32.5919,1684.64931551,32.0422587688
2835.7862928,1393,242.993260003,1393,146.332,32.1227971181,841.800738284,811.640440144,820.112550291,32.1197,0.631402742197,182.634394642,6.5834523709,83.769302814,0.961589,134.852,32.1523,3.79588,-32.6522,1804.43249942,32.1324387934
2803.88917331,1394,234.338585442,1394,146.387,32.092567613,1779.08913728,511.181142744,438.052686845,32.0906,0.640945625711,531.097223015,6.83744044815,281.418299213,0.958855,134.919,32.1211,3.84716,-32.6129,990.46530918,32.1014774423
1349.24620501,1395,172.128165834,1395,146.389,32.0154394392,548.483376409,200.982824256,151.358188432,32.0125,0.662647184853,140.772234226,5.68228282237,75.818534574,0.953508,134.982,32.0464,4.17263,-32.573,398.923508717,32.0315243751
2755.4014821,1396,233.106103507,1396,146.418,32.1759656058,1068.00538094,606.343981342,843.52907029,32.1772,0.642198523489,267.480819983,6.86493446158,150.647190426,0.956758,135.055,32.2083,3.70353,-32.7405,1340.2614071,32.1861219174
1527.38697976,1397,215.341456074,1397,146.459,32.1951893697,704.865576709,305.251236161,59.8058312098,32.1925,0.636260756354,147.294812921,6.76220851253,76.5851691208,0.957741,135.041,32.2227,3.83219,-32.7364,843.5285769,32.2028066279
1348.00317028,1398,220.536319829,1398,146.481,32.2653495229,649.372619229,179.06489532,572.321263898,32.2608,0.652713602343,180.735516371,9.75907164389,167.509473585,0.951971,135.117,32.2946,4.05847,-32.7889,836.589084496,32.2763109275
1689.20365271,1399,240.818243934,1399,146.543,32.2120856362,444.147432242,203.117302482,727.468423893,32.2108,0.648505820387,128.132714285,6.93152814159,80.8622168878,0.935977,135.122,32.2403,4.08247,-32.7221,914.04198008,32.2216327262
1208.52513899,1400,245.389066124,1400,146.593,32.2126615758,629.287655717,115.406095218,655.603877017,32.2128,0.63516761098,211.363915878,7.90879017861,183.923168026,0.952805,135.173,32.2465,3.53273,-32.778,977.364998409,32.2208591511
1037.3008134,1401,241.649489136,1401,146.621,32.183936096,892.353089764,138.844814481,353.05262663,32.1826,0.634977121874,280.043321141,6.60047092564,172.419006572,0.95326,135.238,32.2098,3.77252,-32.7079,792.774217338,32.1920972604
2941.94008054,1402,242.550945245,1402,146.669,32.173996556,767.713164782,559.152953435,911.386620091,32.1726,0.660448593904,215.829560688,8.69836338101,122.014979192,0.97212,135.248,32.202,4.12769,-32.7321,1538.66250996,32.1812677611
2951.24960831,1403,193.736522373,1403,146.725,32.2110011511,484.011342645,773.833547865,64.2624091318,32.2073,0.621304708101,114.049184011,5.46921757764,79.9641263594,0.956536,135.288,32.2359,3.23902,-32.7807,922.469641856,32.2186843116
