StdReturn,AverageQ,MinReturn,AverageDiscountedReturn,AverageY,PolicyRegParamNorm,QFunRegParamNorm,StdEsReturn,AverageAbsY,AverageEsReturn,MinForwardProgress,AverageAbsQYDiff,AverageAbsQ,AverageQLoss,AverageReturn,Epoch,AverageForwardProgress,MaxForwardProgress,StdForwardProgress,MinEsReturn,MaxReturn,AveragePolicySurr,AverageAction,MaxEsReturn
5.60584498789,1.16937,7.92726117982,15.7064687675,1.17222560153,39.6484,150.686,8.53324127849,1.17251415151,21.6671581544,0.0590425610075,0.0485344222887,1.16983,0.00895866,22.3006496365,1724,0.126510089065,0.190227606817,0.0272563307764,1.65837542316,35.2079323165,-1.17393,0.976458,38.2273649068
6.52208043285,1.17272,2.08401641286,15.3348148191,1.17518423342,39.6483,150.72,9.5334592265,1.17546557123,21.1000877636,0.0318049710001,0.0488475673746,1.17314,0.00888173,21.7415118807,1725,0.123522378007,0.203747410362,0.0317579476505,5.58148311439,38.2642731837,-1.17779,0.975827,47.8925736103
6.17965085405,1.16591,5.70823360258,15.6856612646,1.17215227328,39.6403,150.73,6.01745114227,1.17247784791,20.8275807649,0.045368790512,0.0760473606591,1.16667,0.0377604,22.1976534467,1726,0.125959782588,0.21032874705,0.0303357131533,7.71283142734,39.1840473168,-1.17073,0.977638,30.1600310692
6.30053735766,1.16129,2.24419007837,16.7075554011,1.16511923529,39.6455,150.763,7.0718517532,1.16551146768,20.7456540354,0.0287210008022,0.045380814336,1.16176,0.00745073,23.6767055309,1727,0.13320135485,0.207458504006,0.0310301882334,-0.780292588595,38.8577801148,-1.16809,0.974626,29.5152855582
5.58893992007,1.16674,8.6487017613,16.6537348207,1.17003318195,39.6452,150.844,7.73736682899,1.17036591909,23.6304068702,0.0622199815717,0.0534739720668,1.1673,0.0132552,23.415833643,1728,0.132074478934,0.225284073411,0.027482012074,5.34499436052,41.4542737265,-1.17136,0.973869,35.1520222335
6.28072515269,1.17302,8.31762389115,17.5173816388,1.17589345564,39.6423,150.946,7.19370166819,1.17628318789,24.4378649793,0.0597560408342,0.0545637265858,1.17355,0.0131321,24.4915388537,1729,0.13792395003,0.216360311436,0.0307646380141,8.79106381995,40.6259490733,-1.17801,0.974523,34.6676340856
5.78291080733,1.18347,12.9415938203,18.4922227609,1.18602694536,39.6458,151.021,7.95616738812,1.18635893137,23.3624545835,0.0810084256087,0.0461233556738,1.18387,0.00789413,25.8451933311,1730,0.14457679861,0.228857798646,0.0283520794553,2.39841173401,43.2108971421,-1.1888,0.977162,36.4416698522
6.22178534689,1.18155,8.01598581301,18.7236760284,1.18369388184,39.6524,151.102,8.81785595254,1.1840375464,24.4148054802,0.0572458183445,0.0462136016541,1.18203,0.00766564,25.8470735396,1731,0.144192210011,0.212330024009,0.0304760188189,-1.3988814761,39.819920488,-1.18614,0.978775,37.9748865788
5.9475626193,1.1843,7.4533557813,18.5803451685,1.18697717035,39.6576,151.142,8.94070424388,1.18723861616,23.9004298363,0.0546321132319,0.0458550850803,1.18461,0.00818039,25.773024948,1732,0.143935219319,0.216537214342,0.0290963868656,2.76970283977,40.6274217863,-1.19014,0.977175,37.5836928568
6.79069578589,1.18436,8.0937269475,18.9025354145,1.18738716598,39.6629,151.211,6.27233795326,1.18767713347,24.9925563939,0.0575231467927,0.0467472599661,1.18475,0.00883067,26.2360905968,1733,0.146210185939,0.252725382267,0.0333129975838,10.6321022759,47.3466323508,-1.1879,0.976433,35.8329185279
6.37129254774,1.17973,12.7012156328,18.4524225694,1.18135597662,39.6727,151.281,8.56962703238,1.18162284167,22.3922803673,0.0806059064877,0.0480194181833,1.18003,0.00911134,25.6520076547,1734,0.143399816524,0.220213170051,0.0312641182715,0.326810075712,41.2526762166,-1.18266,0.978198,31.8772792395
5.5334246642,1.18228,11.4786863818,18.9077836333,1.18587731998,39.6681,151.356,6.01652276544,1.18619927476,24.9612439538,0.0740230224221,0.0464774449796,1.18269,0.00821647,26.2850458938,1735,0.146375614911,0.210616679611,0.0270560091135,9.19911847363,39.5337786542,-1.18738,0.974587,32.0614569326
6.16197740349,1.18161,10.2363133793,20.6970027334,1.18532104566,39.6813,151.404,5.56121474813,1.1856070762,28.1514106552,0.0692884077313,0.0481573805248,1.18202,0.00922132,28.2901309222,1736,0.156237117506,0.256010450067,0.0301743616018,17.8004537519,48.7290320671,-1.19113,0.973282,41.3149671607
6.60162621883,1.18786,8.58806981823,21.0789154696,1.19203829917,39.6836,151.441,6.36225568928,1.19229931558,22.3205938016,0.0631341284742,0.0483334433599,1.18818,0.00921401,28.6631732256,1737,0.158678864615,0.240824096433,0.032412672327,7.62510373679,45.4197650867,-1.20183,0.976825,31.964604301
6.38086226143,1.17885,8.25941581309,20.0588834813,1.18227876627,39.6912,151.524,5.45419775518,1.18253314172,27.3150098495,0.0596572526465,0.0460861016164,1.1792,0.00792177,27.4984626876,1738,0.152504132069,0.237736524792,0.0310431743,20.1736415625,45.0194233394,-1.18915,0.972078,45.7557056469
6.17709589495,1.18457,7.70243817578,19.8531075289,1.18823467464,39.6836,151.585,8.30209588482,1.18857359236,28.1935904246,0.0561513625115,0.0519759773691,1.18506,0.0104617,27.3866968591,1739,0.151956353717,0.224783368218,0.030068488832,6.1785911755,42.4277933738,-1.1959,0.970623,38.4227050068
6.27411391165,1.18068,13.1084909038,20.5986445326,1.18450993936,39.6815,151.679,8.59144354031,1.18478835931,26.5066099537,0.0838224721045,0.0501032389451,1.18107,0.00929127,27.9815724016,1740,0.154832970753,0.244258323603,0.0307138125907,-0.1292108285,46.2093985042,-1.19199,0.972769,41.7569646396
6.1039764847,1.17796,9.99931133402,19.11114606,1.18075598572,39.695,151.809,9.72086843653,1.18111043907,24.0886980997,0.0668366033238,0.0454884547319,1.17836,0.00727228,26.392857327,1741,0.147322359059,0.245718922875,0.0297248119545,2.9833469411,46.5880912997,-1.18773,0.975222,36.8275193887
6.35365551486,1.18259,10.295102933,17.9945516313,1.18570288329,39.7016,151.885,7.09264602287,1.18597571786,24.4377044425,0.0694810483461,0.0477055567393,1.18303,0.00834885,25.1471231014,1742,0.141526546902,0.239268231589,0.0313027547003,2.45873160312,44.8597265979,-1.194,0.978196,32.9076920368
6.79218270297,1.18244,9.5832041892,17.9927857354,1.18529472124,39.7058,152.015,9.12498409613,1.18554268574,24.6809797375,0.0655548101841,0.0511481111679,1.18277,0.0108191,25.3329053039,1743,0.141604215766,0.253131367942,0.0335231577133,-0.0265125429832,47.9968480927,-1.19417,0.971147,39.332513776
5.82598876235,1.18376,10.0511806516,20.472974341,1.18647821438,39.7084,152.069,8.3645577738,1.18671428307,27.051624746,0.0684814442904,0.0445435433528,1.18405,0.00691651,27.9310278481,1744,0.154585797899,0.229943532684,0.0285007576539,11.1862567308,43.3991065155,-1.19487,0.971732,42.7799121767
6.46975103999,1.18601,12.8981369612,20.5890765197,1.19164545398,39.7075,152.145,6.87083996499,1.1919553585,23.7144962253,0.0822969046515,0.059767265374,1.18656,0.0176036,27.8688427037,1745,0.154249975959,0.24854193122,0.0317495967834,9.0229298683,47.0917079652,-1.19931,0.973954,37.560786743
7.18203979264,1.172,0.170093101857,20.24849611,1.18049839227,39.7095,152.197,4.83812114582,1.18083094568,28.2409565959,0.0181339214186,0.0677598873818,1.17272,0.0280851,27.6049019782,1746,0.152667721022,0.253437145556,0.035206164039,19.218328913,47.4541104617,-1.18118,0.972446,36.7848079167
6.12069375151,1.17752,9.66482349105,19.6587090763,1.18229611586,39.7165,152.233,8.3719810276,1.18260231908,24.8640092416,0.0650074329302,0.0458737958902,1.17789,0.00776343,27.2240979171,1747,0.151440678172,0.228795243365,0.0299927820261,-0.392166431172,43.0938106175,-1.19011,0.973185,36.7814877035
