AverageAction,MinReturn,MaxReturn,AverageDiscountedReturn,QFunRegParamNorm,AverageQ,MinEsReturn,AverageAbsQ,AverageQLoss,StdReturn,Iteration,PolicyRegParamNorm,AverageEsReturn,AveragePolicySurr,AverageReturn,StdEsReturn,Epoch,AverageAbsY,AverageY,AverageAbsQYDiff,MaxEsReturn
0.341516,139.0,1000.0,96.3124671598,71.6984,1.82308,3.0,1.83225,0.0148249,336.739622458,817,68.5488,15.1363636364,-1.94433,668.6,16.5674803443,817,1.82633317835,1.82304745431,0.0359050971108,92.0
0.0198392,1000.0,1000.0,99.9956828753,71.7134,1.81135,3.0,1.82021,0.0160545,0.0,818,68.5805,18.0892857143,-1.93526,1000.0,23.7518997629,818,1.81453651953,1.81130269639,0.0365973485345,156.0
0.137847,1000.0,1000.0,99.9956828753,71.7083,1.80161,3.0,1.8128,0.0163089,0.0,819,68.6369,16.6666666667,-1.92146,1000.0,14.4599062545,819,1.80554224766,1.80154174521,0.0382458504141,54.0
0.147624,1000.0,1000.0,99.9956828753,71.7567,1.80059,3.0,1.80983,0.0140798,0.0,820,68.66,14.8805970149,-1.92181,1000.0,17.8614254483,820,1.80381021771,1.80046684991,0.03492950201,90.0
0.105506,1000.0,1000.0,99.9956828753,71.8331,1.79334,3.0,1.80196,0.0131086,0.0,821,68.7054,11.8571428571,-1.91584,1000.0,11.2917404044,821,1.79688120009,1.79340552291,0.0341289735069,43.0
0.0179167,1000.0,1000.0,99.9956828753,71.8619,1.78242,3.0,1.79217,0.0140437,0.0,822,68.7292,11.4318181818,-1.90115,1000.0,11.2732542032,822,1.78625345135,1.78222350264,0.0351479981531,61.0
0.0679456,1000.0,1000.0,99.9956828753,71.8939,1.77213,3.0,1.78108,0.0152523,0.0,823,68.7554,12.525,-1.89198,1000.0,13.6097161984,823,1.77536835174,1.77215172959,0.0364874547472,69.0
0.0541402,1000.0,1000.0,99.9956828753,71.9164,1.76819,3.0,1.7771,0.0120635,0.0,824,68.7905,12.8181818182,-1.88532,1000.0,11.6348416212,824,1.77106857569,1.76809261304,0.0328035561446,55.0
0.240726,47.0,1000.0,55.0924616975,71.9292,1.76116,3.0,1.76961,0.0144843,387.472726712,825,68.8557,14.6875,-1.88265,258.071428571,13.8911786307,825,1.76353449076,1.76097610735,0.0339585285802,74.0
0.124334,1000.0,1000.0,99.9956828753,71.9443,1.74901,3.0,1.75785,0.0140975,0.0,826,68.8931,18.1016949153,-1.86713,1000.0,17.5911138153,826,1.75184535685,1.74902417314,0.0352464125734,76.0
0.107318,1000.0,1000.0,99.9956828753,71.9932,1.74236,3.0,1.75135,0.0133984,0.0,827,68.924,13.9444444444,-1.85907,1000.0,15.0128545743,827,1.7452846105,1.74225887139,0.0335996932771,68.0
0.63081,39.0,47.0,35.0578403842,71.9929,1.73789,3.0,1.74569,0.0119312,1.43028608518,828,68.9965,11.2613636364,-1.85616,42.9613733906,17.6561181246,828,1.74022180446,1.73798546665,0.0318516804597,152.0
0.181507,1000.0,1000.0,99.9956828753,72.0305,1.73324,3.0,1.7405,0.0129117,0.0,829,69.0069,14.7647058824,-1.84464,1000.0,15.2586693266,829,1.73564654448,1.73323298155,0.0325996265654,77.0
0.187195,1000.0,1000.0,99.9956828753,72.0685,1.72148,3.0,1.72875,0.0129136,0.0,830,69.0626,18.2545454545,-1.83863,1000.0,22.628395823,830,1.72349335481,1.72149253239,0.0337415036361,110.0
0.199332,1000.0,1000.0,99.9956828753,72.0989,1.71401,3.0,1.72173,0.0143562,0.0,831,69.0963,14.2571428571,-1.83164,1000.0,15.3972963436,831,1.71614069046,1.71397456756,0.0345882078003,107.0
0.149352,1000.0,1000.0,99.9956828753,72.1194,1.70717,3.0,1.71471,0.0114549,0.0,832,69.0968,23.1395348837,-1.81997,1000.0,18.6080520148,832,1.70907675966,1.70705484786,0.0307390042968,86.0
0.205538,1000.0,1000.0,99.9956828753,72.1336,1.69367,3.0,1.70186,0.0135935,0.0,833,69.1214,14.5303030303,-1.80734,1000.0,11.8106522245,833,1.69542796238,1.69360106104,0.0357426049155,54.0
0.107125,1000.0,1000.0,99.9956828753,72.1328,1.68869,3.0,1.69598,0.0138716,0.0,834,69.1693,24.9761904762,-1.80146,1000.0,33.8086267487,834,1.69015019672,1.68852633663,0.0339457273153,199.0
0.0979692,1000.0,1000.0,99.9956828753,72.1366,1.68529,3.0,1.69266,0.0138179,0.0,835,69.1852,16.0819672131,-1.79334,1000.0,14.240665717,835,1.68690519649,1.68542781596,0.0343233003273,66.0
0.0851253,1000.0,1000.0,99.9956828753,72.1806,1.67292,3.0,1.67993,0.0129362,0.0,836,69.2105,19.5961538462,-1.78392,1000.0,15.6183565758,836,1.67430141468,1.67255392275,0.0320353849468,58.0
0.0142775,1000.0,1000.0,99.9956828753,72.171,1.66596,3.0,1.67322,0.0121971,0.0,837,69.2309,11.6162790698,-1.77675,1000.0,15.7820685742,837,1.66806900151,1.66618174793,0.0322873931356,126.0
0.00841191,1000.0,1000.0,99.9956828753,72.1827,1.65529,3.0,1.66191,0.0113938,0.0,838,69.2547,10.8295454545,-1.77023,1000.0,12.1404859785,838,1.65687522235,1.65524690187,0.0303883414142,68.0
0.122557,1000.0,1000.0,99.9956828753,72.2023,1.65424,3.0,1.66114,0.0140316,0.0,839,69.2888,12.5903614458,-1.76571,1000.0,15.9222782052,839,1.65553619718,1.65405578339,0.0321515382312,71.0
0.00764039,1000.0,1000.0,99.9956828753,72.2263,1.6508,3.0,1.65671,0.0121565,0.0,840,69.3388,12.7894736842,-1.76128,1000.0,13.8310442098,840,1.65177896232,1.65079106444,0.0316299593987,66.0
0.019449,1000.0,1000.0,99.9956828753,72.2054,1.64838,3.0,1.65448,0.0138533,0.0,841,69.4499,17.9473684211,-1.75537,1000.0,20.7241033096,841,1.64914526519,1.64826077824,0.0326956543109,99.0
0.0439132,143.0,1000.0,97.8361430249,72.2164,1.64015,3.0,1.6473,0.0118492,246.370177706,842,69.4759,18.7037037037,-1.75062,922.090909091,21.0621915338,842,1.64152763973,1.64025318316,0.0321501132046,109.0
0.0186189,1000.0,1000.0,99.9956828753,72.1988,1.63235,2.0,1.63942,0.0113812,0.0,843,69.5167,15.1384615385,-1.74662,1000.0,16.5695521717,843,1.63433219976,1.63239184735,0.0314096500702,83.0
0.015427,1000.0,1000.0,99.9956828753,72.2187,1.63332,3.0,1.63931,0.0107942,0.0,844,69.5615,16.7796610169,-1.74439,1000.0,19.6262257928,844,1.63463723846,1.63320745469,0.0301213520648,105.0
0.0187854,1000.0,1000.0,99.9956828753,72.2402,1.63235,3.0,1.63975,0.0117676,0.0,845,69.586,17.0877192982,-1.73981,1000.0,23.0089842878,845,1.63379714916,1.6322456232,0.0320694584616,152.0
0.00728802,1000.0,1000.0,99.9956828753,72.2502,1.62271,3.0,1.62947,0.0119407,0.0,846,69.5859,16.203125,-1.73225,1000.0,15.9228409913,846,1.62402946372,1.62276221633,0.0314932809732,62.0
0.548932,47.0,58.0,39.1542842429,72.2355,1.62095,3.0,1.6274,0.0115902,2.19985902892,847,69.5908,16.0793650794,-1.73178,49.4581280788,13.7023941684,847,1.6222858466,1.6209289393,0.0317523972297,60.0
0.306687,26.0,1000.0,28.5362992283,72.2707,1.62099,3.0,1.62764,0.0128903,138.434539481,848,69.5927,14.0985915493,-1.72734,52.1139896373,16.7619244328,848,1.62210555497,1.6209485434,0.0325699830997,88.0
0.0886532,1000.0,1000.0,99.9956828753,72.3144,1.611,3.0,1.61658,0.0107263,0.0,849,69.591,12.8076923077,-1.71864,1000.0,12.9911781629,849,1.61244727649,1.6110065145,0.0299368234156,52.0
0.0991308,1000.0,1000.0,99.9956828753,72.331,1.60535,3.0,1.61177,0.0120899,0.0,850,69.6412,15.1384615385,-1.71134,1000.0,20.0052892414,850,1.60658062508,1.60521537572,0.0319233088993,130.0
0.189278,1000.0,1000.0,99.9956828753,72.3362,1.59796,2.0,1.60404,0.0122709,0.0,851,69.6398,13.7162162162,-1.70375,1000.0,16.9574350035,851,1.59947937678,1.59788557625,0.0321887838146,74.0
0.123279,54.0,1000.0,74.865862649,72.3903,1.59487,3.0,1.60134,0.0117298,468.707034245,852,69.6772,13.6338028169,-1.69886,580.777777778,20.4155694774,852,1.59627291464,1.59495680933,0.0315398093266,126.0
0.493106,1000.0,1000.0,99.9956828753,72.4029,1.58732,3.0,1.59436,0.0119016,0.0,853,69.7206,13.64,-1.69087,1000.0,18.859225859,853,1.58856845501,1.58723595424,0.032645636768,104.0
0.514659,1000.0,1000.0,99.9956828753,72.4574,1.57981,3.0,1.58702,0.0128107,0.0,854,69.7594,10.8241758242,-1.6878,1000.0,13.3264946436,854,1.58134792342,1.57969551197,0.0340008243899,89.0
0.110401,1000.0,1000.0,99.9956828753,72.4858,1.57449,3.0,1.58131,0.0126232,0.0,855,69.7598,15.6451612903,-1.67866,1000.0,18.1571071788,855,1.57623742229,1.57447858262,0.0317104370246,75.0
0.0267672,1000.0,1000.0,99.9956828753,72.51,1.56776,3.0,1.57576,0.0116157,0.0,856,69.7763,14.4383561644,-1.67338,1000.0,15.9493945446,856,1.56944985128,1.56773593035,0.0325048563621,68.0
0.295093,1000.0,1000.0,99.9956828753,72.5819,1.56409,3.0,1.57034,0.0114423,0.0,857,69.7386,12.6329113924,-1.66908,1000.0,15.1525385058,857,1.56557773184,1.56398805488,0.0299496244051,88.0
0.0402642,1000.0,1000.0,99.9956828753,72.5977,1.5596,3.0,1.56678,0.0114149,0.0,858,69.7738,14.9402985075,-1.66363,1000.0,13.0187930718,858,1.56119600799,1.55960849028,0.0306261729178,58.0
0.0177705,1000.0,1000.0,99.9956828753,72.5954,1.54905,3.0,1.55832,0.0131843,0.0,859,69.7896,16.4590163934,-1.65512,1000.0,18.1619073261,859,1.5513270353,1.54923896648,0.0343448773091,91.0
0.00331726,1000.0,1000.0,99.9956828753,72.6021,1.54598,2.0,1.55246,0.0102604,0.0,860,69.7574,14.0857142857,-1.65233,1000.0,17.6333635533,860,1.54831383417,1.54597701944,0.027816184603,89.0
0.00753638,1000.0,1000.0,99.9956828753,72.6385,1.54643,3.0,1.55328,0.00987829,0.0,861,69.8055,13.4657534247,-1.64809,1000.0,16.8556174871,861,1.54867401755,1.54645616662,0.0278087743114,74.0
0.0132019,1000.0,1000.0,99.9956828753,72.6494,1.53477,3.0,1.54089,0.0112692,0.0,862,69.8558,12.7948717949,-1.64061,1000.0,13.4996286505,862,1.53690018891,1.53494186273,0.0298923551514,66.0
0.0176431,1000.0,1000.0,99.9956828753,72.6891,1.5348,3.0,1.54305,0.0111706,0.0,863,69.894,13.68,-1.64136,1000.0,18.0178874085,863,1.53680021031,1.53464754735,0.0308013941217,90.0
0.017361,1000.0,1000.0,99.9956828753,72.7146,1.52996,3.0,1.53768,0.013569,0.0,864,69.9099,16.9454545455,-1.63604,1000.0,18.9212897714,864,1.53152613984,1.53007753927,0.032669653823,85.0
0.0936463,1000.0,1000.0,99.9956828753,72.68,1.52418,3.0,1.5317,0.0106396,0.0,865,69.9205,17.3064516129,-1.62832,1000.0,18.1157467679,865,1.52604878391,1.52414157442,0.0303564936908,77.0
0.0513668,1000.0,1000.0,99.9956828753,72.7032,1.52366,3.0,1.53083,0.0114863,0.0,866,69.9382,12.475,-1.62319,1000.0,14.8702513429,866,1.52545823748,1.52370965939,0.029895275137,72.0
0.0182478,1000.0,1000.0,99.9956828753,72.7013,1.51728,3.0,1.52413,0.00968656,0.0,867,69.9702,12.4875,-1.61667,1000.0,13.7903895431,867,1.5192254818,1.51723937879,0.0282264172428,88.0
0.165286,20.0,1000.0,92.5605577266,72.7227,1.50814,3.0,1.51494,0.0106546,281.730191542,868,70.0079,11.4352941176,-1.61096,910.909090909,12.4432330382,868,1.50998924887,1.50798679315,0.0285543220333,68.0
0.0120506,1000.0,1000.0,99.9956828753,72.7487,1.51184,3.0,1.51882,0.0102651,0.0,869,70.0341,11.2282608696,-1.60823,1000.0,10.4299977707,869,1.51376191079,1.51191008636,0.0277328624659,53.0
0.00508791,1000.0,1000.0,99.9956828753,72.7233,1.49972,2.0,1.5071,0.0101379,0.0,870,70.0319,10.3052631579,-1.6004,1000.0,9.68348967569,870,1.5024369589,1.49961330648,0.0279085138223,58.0
0.0711976,1000.0,1000.0,99.9956828753,72.7022,1.49358,3.0,1.50197,0.00887284,0.0,871,70.0487,10.0594059406,-1.59622,1000.0,9.50020508604,871,1.49671805875,1.4935410421,0.0267009439114,56.0
0.479912,28.0,54.0,36.0947546039,72.6845,1.48953,3.0,1.49744,0.00999042,7.62790593673,872,70.064,13.5211267606,-1.58915,44.8571428571,16.5085203395,872,1.49210714378,1.48941201262,0.028863682126,94.0
0.0151528,1000.0,1000.0,99.9956828753,72.6898,1.48401,3.0,1.49164,0.00950877,0.0,873,70.0658,13.3108108108,-1.58473,1000.0,13.9020955796,873,1.48674755824,1.4840889685,0.0280575704077,64.0
0.143438,1000.0,1000.0,99.9956828753,72.6944,1.48097,3.0,1.48737,0.0099742,0.0,874,70.077,13.1625,-1.58044,1000.0,18.5663968974,874,1.48313497314,1.48079127708,0.0270448957912,113.0
0.0173548,1000.0,1000.0,99.9956828753,72.7162,1.48086,3.0,1.48762,0.0102548,0.0,875,70.0782,12.6842105263,-1.57537,1000.0,15.9482803283,875,1.48257261609,1.48066968224,0.0276912616432,109.0
0.127248,1000.0,1000.0,99.9956828753,72.7368,1.46563,3.0,1.47221,0.010232,0.0,876,70.0832,14.4929577465,-1.56628,1000.0,15.3052262449,876,1.46713570895,1.46567824958,0.0275533970872,78.0
0.166855,1000.0,1000.0,99.9956828753,72.7623,1.46529,3.0,1.47099,0.00979963,0.0,877,70.0837,11.5113636364,-1.5633,1000.0,12.6239259833,877,1.46602124888,1.46517836021,0.0276388021857,87.0
0.0558237,1000.0,1000.0,99.9956828753,72.7944,1.45834,3.0,1.46442,0.0098054,0.0,878,70.0907,15.515625,-1.55777,1000.0,15.4495066542,878,1.45937187645,1.45840651301,0.0273926219249,63.0
0.0821631,1000.0,1000.0,99.9956828753,72.819,1.45478,3.0,1.46073,0.0100746,0.0,879,70.1467,14.5362318841,-1.55087,1000.0,15.612685023,879,1.45564067048,1.45484109689,0.0271341544579,85.0
0.124481,1000.0,1000.0,99.9956828753,72.8385,1.45151,3.0,1.45792,0.00920306,0.0,880,70.166,12.0,-1.54537,1000.0,12.3528374308,880,1.45250619715,1.45149530636,0.0263417853191,64.0
0.132388,1000.0,1000.0,99.9956828753,72.843,1.4456,3.0,1.45207,0.00899255,0.0,881,70.2049,14.5352112676,-1.54086,1000.0,19.0557602736,881,1.44616690041,1.44561406873,0.0271743286911,107.0
0.0345743,1000.0,1000.0,99.9956828753,72.8794,1.43782,3.0,1.44399,0.00960128,0.0,882,70.2391,14.9230769231,-1.53695,1000.0,17.5326576092,882,1.43843256217,1.43781395221,0.0263741155588,89.0
0.550379,45.0,54.0,39.2967655994,72.9405,1.43479,3.0,1.44131,0.0099581,2.03600205843,883,70.266,13.7333333333,-1.52987,49.6881188119,13.1629108567,883,1.43531008546,1.43464862613,0.0272568715523,61.0
0.0201315,1000.0,1000.0,99.9956828753,72.9449,1.42853,3.0,1.43473,0.00991496,0.0,884,70.3036,12.96,-1.52317,1000.0,15.8496603539,884,1.4293583075,1.42848869141,0.0274807908158,90.0
0.0991689,1000.0,1000.0,99.9956828753,72.9982,1.42315,3.0,1.4292,0.00976348,0.0,885,70.3493,16.6229508197,-1.51521,1000.0,21.9307134989,885,1.42408380414,1.42307840313,0.0271990456221,151.0
0.0513508,1000.0,1000.0,99.9956828753,72.967,1.41303,3.0,1.42008,0.00976847,0.0,886,70.3605,15.303030303,-1.50894,1000.0,17.3842228166,886,1.41441600538,1.41306645628,0.028123811667,95.0
0.0638692,1000.0,1000.0,99.9956828753,73.0026,1.40698,3.0,1.41428,0.00940514,0.0,887,70.3954,11.191011236,-1.50137,1000.0,10.7472247837,887,1.40840528248,1.40690741992,0.0274020363456,63.0
0.304412,1000.0,1000.0,99.9956828753,73.0288,1.40179,3.0,1.40889,0.00925906,0.0,888,70.4463,17.3965517241,-1.49722,1000.0,20.1596555587,888,1.40333234056,1.4015730884,0.0270750061914,94.0
0.0691889,1000.0,1000.0,99.9956828753,73.0718,1.39599,2.0,1.40246,0.00923447,0.0,889,70.4361,13.4246575342,-1.48804,1000.0,11.9070806703,889,1.39778750903,1.39607409973,0.0286787183934,51.0
0.0394212,1000.0,1000.0,99.9956828753,73.1137,1.39466,3.0,1.40042,0.00852995,0.0,890,70.4477,14.1739130435,-1.48683,1000.0,14.3708203973,890,1.39618644421,1.39452875833,0.025224766629,68.0
0.0144499,1000.0,1000.0,99.9956828753,73.1684,1.38419,3.0,1.39156,0.00956532,0.0,891,70.4803,15.0144927536,-1.47408,1000.0,11.6525704742,891,1.38596024557,1.38420005475,0.0278614664306,64.0
0.572999,1000.0,1000.0,99.9956828753,73.1914,1.37735,3.0,1.38503,0.00952449,0.0,892,70.5189,16.7,-1.47,1000.0,20.0900472872,892,1.37900730606,1.37727776706,0.0274543329243,110.0
0.0992825,1000.0,1000.0,99.9956828753,73.2269,1.37571,4.0,1.38199,0.00777743,0.0,893,70.5367,21.6444444444,-1.46835,1000.0,26.4601633954,893,1.37737066533,1.3755185154,0.0248007558849,123.0
0.0529855,1000.0,1000.0,99.9956828753,73.2646,1.3646,3.0,1.37137,0.00832698,0.0,894,70.5434,20.2,-1.45985,1000.0,19.3597520645,894,1.36637655531,1.36460647906,0.0249218669442,105.0
0.0391467,1000.0,1000.0,99.9956828753,73.2896,1.36353,3.0,1.37112,0.00879585,0.0,895,70.6172,21.1875,-1.45652,1000.0,17.8040915826,895,1.36490614397,1.36345116072,0.0285265155234,103.0
0.600192,1000.0,1000.0,99.9956828753,73.3248,1.35917,3.0,1.36655,0.00901201,0.0,896,70.6536,22.7727272727,-1.44888,1000.0,15.2268656662,896,1.36067309098,1.35928709278,0.0276240447197,61.0
0.708419,1000.0,1000.0,99.9956828753,73.353,1.3551,3.0,1.36163,0.0088682,0.0,897,70.6765,29.2727272727,-1.44295,1000.0,21.6910437142,897,1.35661556622,1.3549089231,0.0268187563426,80.0
0.781211,1000.0,1000.0,99.9956828753,73.4047,1.34545,5.0,1.35295,0.00923452,0.0,898,70.6891,24.2380952381,-1.43595,1000.0,19.5202087272,898,1.34715153606,1.34547283655,0.0273979886572,69.0
0.918735,1000.0,1000.0,99.9956828753,73.4436,1.34377,6.0,1.34955,0.00796391,0.0,899,70.7121,45.7727272727,-1.43237,1000.0,42.6624508291,899,1.34530285887,1.34359105651,0.0246369165443,189.0
0.888249,1000.0,1000.0,99.9956828753,73.4681,1.34037,4.0,1.34698,0.00705544,0.0,900,70.7165,41.0833333333,-1.42832,1000.0,37.6252537828,900,1.34214298948,1.34034200717,0.023915370503,173.0
0.880582,1000.0,1000.0,99.9956828753,73.4569,1.33548,5.0,1.34309,0.00781703,0.0,901,70.7138,35.4285714286,-1.42288,1000.0,28.2026196496,901,1.33745462023,1.33538287806,0.0255847634049,116.0
0.630321,1000.0,1000.0,99.9956828753,73.5093,1.33053,3.0,1.33787,0.00733827,0.0,902,70.7245,37.8076923077,-1.41481,1000.0,51.3255216398,902,1.33254174616,1.33050687735,0.0246797892263,262.0
0.89781,1000.0,1000.0,99.9956828753,73.5319,1.3215,4.0,1.32807,0.00839673,0.0,903,70.739,30.0303030303,-1.40666,1000.0,31.9815144036,903,1.32374570287,1.32143589182,0.0256859365032,172.0
0.378514,1000.0,1000.0,99.9956828753,73.5486,1.30952,3.0,1.31609,0.00772384,0.0,904,70.7442,47.8095238095,-1.40159,1000.0,51.9575092401,904,1.31157571093,1.30944891479,0.0246355490285,236.0
0.458072,67.0,310.0,70.9112696096,73.5381,1.31439,3.0,1.32078,0.00736616,67.6119284258,905,70.7245,25.4146341463,-1.40181,140.479452055,17.8584892838,905,1.31623040504,1.31441713122,0.0244255367672,87.0
0.149543,1000.0,1000.0,99.9956828753,73.5611,1.30711,4.0,1.31363,0.00867797,0.0,906,70.7364,27.3513513514,-1.39383,1000.0,21.2618376773,906,1.30872866679,1.30712397412,0.0260567689614,93.0
0.222321,1000.0,1000.0,99.9956828753,73.5993,1.30094,2.0,1.30661,0.00781717,0.0,907,70.7426,24.0243902439,-1.38978,1000.0,19.8438880495,907,1.30253993138,1.30086553209,0.0246499122151,87.0
0.0149754,1000.0,1000.0,99.9956828753,73.642,1.30137,3.0,1.30785,0.00784781,0.0,908,70.7353,21.8409090909,-1.38422,1000.0,20.3826387597,908,1.30288245888,1.30128209982,0.0250850275018,94.0
0.561661,1000.0,1000.0,99.9956828753,73.6809,1.2995,4.0,1.30441,0.00688784,0.0,909,70.7543,27.5945945946,-1.38346,1000.0,26.6898699879,909,1.30071619235,1.29946877052,0.0224320947088,144.0
0.559426,1000.0,1000.0,99.9956828753,73.6728,1.28889,3.0,1.29484,0.00739191,0.0,910,70.7477,25.825,-1.37479,1000.0,27.4480304394,910,1.29006237995,1.28899459311,0.0237605534806,137.0
0.242909,1000.0,1000.0,99.9956828753,73.7234,1.28162,2.0,1.2876,0.00725311,0.0,911,70.7721,23.7857142857,-1.36863,1000.0,18.1967235595,911,1.28248538049,1.28145966932,0.0241832488053,69.0
0.70036,1000.0,1000.0,99.9956828753,73.7277,1.28233,3.0,1.28847,0.00803394,0.0,912,70.7876,20.5,-1.36764,1000.0,21.1974841274,912,1.28302565005,1.28231199878,0.0252059014546,92.0
0.746863,1000.0,1000.0,99.9956828753,73.7473,1.27785,3.0,1.28318,0.00662658,0.0,913,70.8049,30.2424242424,-1.36121,1000.0,25.1998440388,913,1.27878385814,1.27787936447,0.0224349495526,105.0
0.675313,1000.0,1000.0,99.9956828753,73.7713,1.27504,3.0,1.28102,0.00669452,0.0,914,70.8088,28.9714285714,-1.35523,1000.0,18.9457657754,914,1.27592310898,1.27503776236,0.0231728068657,63.0
0.626843,1000.0,1000.0,99.9956828753,73.8232,1.26994,3.0,1.27663,0.00901416,0.0,915,70.852,23.880952381,-1.35508,1000.0,23.4553297639,915,1.27099970863,1.26993189173,0.0270482051466,92.0
0.958003,1000.0,1000.0,99.9956828753,73.8563,1.26844,3.0,1.27326,0.00636982,0.0,916,70.9226,36.1111111111,-1.35102,1000.0,40.0475026579,916,1.26931074802,1.26845637919,0.0218264169003,178.0
0.911271,1000.0,1000.0,99.9956828753,73.9044,1.26126,13.0,1.26737,0.00703447,0.0,917,70.9186,38.6153846154,-1.34345,1000.0,33.6109836936,917,1.26261766116,1.26115147259,0.023916847997,165.0
0.0415711,1000.0,1000.0,99.9956828753,73.9301,1.25736,3.0,1.26301,0.00691478,0.0,918,70.9495,26.4736842105,-1.34018,1000.0,26.138031217,918,1.25805109816,1.25720498227,0.0228696862322,147.0
0.10165,1000.0,1000.0,99.9956828753,73.9657,1.25793,4.0,1.26392,0.00746218,0.0,919,70.9384,30.6060606061,-1.33347,1000.0,27.7760954495,919,1.25864212549,1.25788360994,0.0242355901286,149.0
0.276914,1000.0,1000.0,99.9956828753,73.9923,1.25223,3.0,1.25785,0.00667842,0.0,920,70.9628,24.243902439,-1.33314,1000.0,22.3353383872,920,1.25319388653,1.25215938778,0.023479168692,123.0
0.15054,1000.0,1000.0,99.9956828753,74.0127,1.2413,12.0,1.24795,0.0071861,0.0,921,70.9671,36.8888888889,-1.3244,1000.0,23.113781897,921,1.24254888036,1.24121578007,0.0244077348,113.0
0.525326,1000.0,1000.0,99.9956828753,74.0426,1.23959,3.0,1.24633,0.00687962,0.0,922,70.9715,28.0277777778,-1.32024,1000.0,21.0600808681,922,1.24117056357,1.23958691105,0.0233463023595,107.0
0.405322,1000.0,1000.0,99.9956828753,74.074,1.23189,3.0,1.23858,0.00706356,0.0,923,70.9777,24.0731707317,-1.31482,1000.0,14.0354781195,923,1.2334109857,1.23186145207,0.0245339100981,54.0
0.03986,1000.0,1000.0,99.9956828753,74.0957,1.23385,3.0,1.24007,0.00687763,0.0,924,71.0047,26.5945945946,-1.31406,1000.0,23.6282692112,924,1.23547294127,1.23385444446,0.0234727407099,95.0
0.0199968,1000.0,1000.0,99.9956828753,74.1005,1.22466,4.0,1.23099,0.00588458,0.0,925,70.9959,32.7741935484,-1.30553,1000.0,29.8563330694,925,1.22637859371,1.22456649311,0.0215342213566,113.0
0.117775,1000.0,1000.0,99.9956828753,74.1217,1.22586,3.0,1.23361,0.00735087,0.0,926,71.0278,20.6734693878,-1.30421,1000.0,18.8964825094,926,1.22766154574,1.22572337817,0.0259515015769,118.0
0.378097,1000.0,1000.0,99.9956828753,74.1419,1.21591,3.0,1.22232,0.00657099,0.0,927,71.0457,24.375,-1.29667,1000.0,25.0945088615,927,1.21803330417,1.21599938235,0.023393013304,115.0
0.0186893,1000.0,1000.0,99.9956828753,74.1614,1.21166,3.0,1.21827,0.00651956,0.0,928,71.0882,26.4358974359,-1.29184,1000.0,25.0791514924,928,1.21340795941,1.21151050003,0.0224718521754,109.0
0.0300634,1000.0,1000.0,99.9956828753,74.1583,1.21099,3.0,1.21761,0.0079553,0.0,929,71.1462,27.027027027,-1.28968,1000.0,26.71115415,929,1.21268102918,1.21095602332,0.0250585678612,117.0
0.226398,1000.0,1000.0,99.9956828753,74.1591,1.21142,4.0,1.21759,0.00673521,0.0,930,71.1736,24.275,-1.28739,1000.0,20.398514039,930,1.21334239562,1.21145540523,0.0230177615655,88.0
0.213838,1000.0,1000.0,99.9956828753,74.1756,1.2037,3.0,1.21041,0.00663815,0.0,931,71.196,22.7727272727,-1.28381,1000.0,23.5775930188,931,1.20532201289,1.20363570379,0.0227951135959,136.0
0.136503,1000.0,1000.0,99.9956828753,74.1942,1.2036,4.0,1.20933,0.00670709,0.0,932,71.2271,20.58,-1.28119,1000.0,16.7858154404,932,1.20513031758,1.20351560488,0.0227709497982,63.0
0.0892248,1000.0,1000.0,99.9956828753,74.231,1.19905,2.0,1.20607,0.00725864,0.0,933,71.2702,23.7142857143,-1.27667,1000.0,19.1725072438,933,1.20076239814,1.19904468504,0.0244693106144,81.0
0.394166,43.0,68.0,40.6017277753,74.2168,1.1946,3.0,1.20057,0.00616191,6.84364759195,934,71.3092,18.9245283019,-1.27476,52.0621761658,15.4771274413,934,1.19679141683,1.1946091581,0.0222776190546,76.0
0.0273928,1000.0,1000.0,99.9956828753,74.1965,1.19295,3.0,1.19995,0.00659645,0.0,935,71.3127,15.9516129032,-1.27034,1000.0,16.5123877441,935,1.19517664601,1.19287096018,0.0236217198247,84.0
0.29377,47.0,1000.0,42.0365404917,74.2247,1.19281,3.0,1.19976,0.0061594,158.622443402,936,71.3334,14.7647058824,-1.2696,78.7194244604,12.4583041607,936,1.19500310221,1.19275143359,0.0232293916505,54.0
0.137392,1000.0,1000.0,99.9956828753,74.2509,1.18954,3.0,1.19591,0.00683305,0.0,937,71.3568,12.8289473684,-1.26852,1000.0,13.6066819478,937,1.1914394262,1.18951366013,0.0232829602527,67.0
0.0215514,70.0,1000.0,95.4975420721,74.2496,1.186,3.0,1.19186,0.00583288,267.356202178,938,71.3692,20.693877551,-1.26597,915.454545455,18.8389566868,938,1.18820602506,1.18603279007,0.0218406546685,83.0
0.115702,1000.0,1000.0,99.9956828753,74.2231,1.18623,3.0,1.19385,0.00754671,0.0,939,71.4076,20.5306122449,-1.26296,1000.0,17.7074895267,939,1.18817011977,1.18616542863,0.0249720617411,91.0
0.467396,1000.0,1000.0,99.9956828753,74.2598,1.18023,3.0,1.18686,0.00685187,0.0,940,71.4204,13.7808219178,-1.25884,1000.0,12.3679286705,940,1.18205402394,1.18017741516,0.0243888997828,71.0
