Iteration,AverageAbsY,AverageAbsQYDiff,AverageQLoss,MaxEsReturn,AverageY,StdReturn,MinReturn,AverageDiscountedReturn,Epoch,PolicyRegParamNorm,AverageAction,AverageEsReturn,AverageAbsQ,MinEsReturn,StdEsReturn,QFunRegParamNorm,AveragePolicySurr,AverageQ,AverageReturn,MaxReturn
1051,468.548311482,11.6784060107,1185.55,222.371993747,468.446703114,0.439526492804,1014.29365403,115.280980526,1051,111.23,0.43231,34.5032057385,469.1,5.87093618829,39.2530556067,257.473,-484.053,468.465,1014.76673722,1015.80483605
1052,470.984695216,11.7789155818,1262.72,311.667110036,470.89733134,400.117079868,169.422269336,109.88305207,1052,111.269,0.383617,52.6976060408,471.459,6.94931185566,62.3971754444,257.7,-486.553,470.89,706.092339966,1016.55459807
1053,472.109924088,11.7566860479,1208.08,121.542101989,472.022389583,289.30109914,366.53565361,123.908627415,1053,111.3,0.460532,38.948414237,472.658,8.2068195134,33.6475172936,257.921,-487.725,471.99,638.402489191,1015.86506426
1054,474.346622533,11.7214952769,1222.97,164.047027252,474.247656794,0.928465931551,1014.35536041,112.698762818,1054,111.37,0.412109,35.8932150802,474.824,5.77215083628,37.8290862525,258.1,-489.98,474.229,1015.62286798,1017.37997777
1055,474.199438552,11.6614284399,1143.21,148.463907916,474.103475832,157.63733288,467.422797444,114.984374156,1055,111.431,0.444571,32.4731580025,474.684,5.567902065,30.9436157655,258.314,-489.825,474.09,965.911926905,1016.72291736
1056,475.515809873,12.2147930516,1281.76,154.737096909,475.37766131,135.277662438,547.666749567,116.631829531,1056,111.47,0.401014,46.6943660151,475.99,6.26345275372,39.8069418758,258.583,-491.286,475.345,975.447989302,1019.48681241
1057,477.246956317,12.021952531,1283.73,166.385882198,477.134963668,1.26965439202,1016.05641976,115.253787403,1057,111.526,0.425361,31.5929994004,477.724,6.91273188384,37.6502030431,258.799,-492.979,477.113,1017.83219906,1019.71097043
1058,478.568563144,11.7762114008,1211.29,138.886896066,478.457746477,0.524470421317,1016.1504163,116.085858869,1058,111.533,0.41101,39.106366334,479.11,1.96443932906,34.9198049826,258.995,-494.317,478.464,1016.98565214,1017.9392484
1059,476.97607367,12.6400321716,1413.21,145.985645684,476.843160239,0.7013835743,1016.69930592,114.10420934,1059,111.577,0.37348,32.650195109,477.55,5.57685099238,34.6616194075,259.192,-493.201,476.815,1017.64776784,1018.63892265
1060,480.552641317,12.1980190127,1298.89,176.040563882,480.458326723,0.431236203476,1017.35240252,114.572506883,1060,111.589,0.448937,42.2279298154,481.119,6.71532883093,40.9074988989,259.435,-496.792,480.432,1018.12899666,1018.73783902
1061,481.513240663,12.1825792346,1277.03,313.40679621,481.301399135,0.612811381193,1015.30604979,114.192463907,1061,111.64,0.404936,49.491379264,482.006,6.94651991616,65.8329437676,259.71,-497.754,481.289,1016.24075982,1017.73098588
1062,483.25528668,12.1037907019,1326.7,214.659855863,483.119242102,239.486559165,435.107901846,119.565137537,1062,111.655,0.40092,56.2730837248,483.759,7.08335997352,63.0812271929,259.928,-499.168,483.095,885.832590017,1018.26070892
1063,484.37036283,12.5855665171,1409.34,204.956828507,484.19119079,0.781818765361,1016.78538634,114.115300474,1063,111.697,0.380029,37.6148448188,484.925,4.58413052733,45.2923844955,260.126,-500.493,484.194,1018.110919,1019.63886244
1064,484.688011298,12.4001648675,1377.19,181.141406973,484.481866666,0.998032569171,1015.0703024,114.584609363,1064,111.738,0.384516,44.2062799807,485.226,6.56293088759,44.3146629455,260.375,-500.944,484.46,1016.37470116,1018.10683547
1065,487.484542436,12.2880624347,1318.27,125.511993887,487.347031912,172.476997215,417.25343291,116.32048526,1065,111.793,0.426992,42.3368878747,487.976,7.40441477193,29.7235811235,260.648,-503.25,487.32,962.671590836,1018.07930526
1066,486.949967378,12.3757963377,1318.37,98.5844857414,486.81486531,160.997537045,456.138056123,115.133057162,1066,111.818,0.434029,28.8288600044,487.496,6.78708806046,23.9183138647,260.847,-503.047,486.793,965.256186932,1016.58701977
1067,488.029503508,12.2108985456,1322.19,111.669309502,487.870616905,0.625619450022,1014.98196459,113.441415572,1067,111.886,0.37645,32.1387768246,488.543,3.75866365431,29.0574528708,261.129,-504.146,487.832,1015.87112147,1017.06398094
1068,490.936316564,12.5040669076,1341.71,137.339078515,490.802838605,0.610526928658,1017.26421691,114.203365792,1068,111.952,0.380156,33.436327362,491.548,2.91839836282,27.7218992646,261.326,-506.629,490.812,1018.15540289,1019.16989016
1069,489.852584714,12.3980464536,1395.77,327.777197987,489.734095153,145.658210407,509.855550513,115.191285961,1069,111.995,0.385507,45.1953412175,490.4,5.35484899647,68.649325598,261.565,-506.181,489.675,970.464448522,1017.65443463
1070,491.900976181,12.8510343023,1424.26,128.124058675,491.783771378,1.05284079604,1016.37008885,114.102336618,1070,112.044,0.432997,42.9782901233,492.539,7.01598396872,32.8027515824,261.792,-508.154,491.798,1017.67787357,1019.75833998
1071,491.058309067,12.576954694,1399.31,283.746839571,490.960959858,1.04684891419,1016.6205131,115.594246731,1071,112.066,0.371994,39.9893883016,491.56,6.20276058035,51.2677039409,262.017,-507.607,490.959,1018.31638205,1020.38632589
1072,494.640672936,12.4456187458,1378.25,159.365804063,494.530758552,142.447762061,522.786597726,117.899796653,1072,112.126,0.435205,35.4119808687,495.127,6.86473301933,38.454891095,262.217,-510.992,494.489,973.233326841,1019.93018367
1073,494.712105488,12.4187538521,1395.97,94.9896158731,494.596601953,281.449041508,359.30494105,118.278025874,1073,112.134,0.425361,27.9896219603,495.26,6.47725791537,22.2885199546,262.468,-511.203,494.576,829.310620644,1016.78870797
1074,496.77379177,12.5151042219,1388.02,231.393784037,496.641428001,0.528976907527,1016.69534173,113.896007606,1074,112.153,0.356528,42.7433974115,497.313,5.77195783228,51.1504434982,262.708,-513.739,496.621,1017.51994289,1018.53928587
1075,497.598078417,12.5731165361,1424.16,132.622501935,497.502809273,0.826587105713,1016.60084706,113.561617001,1075,112.199,0.384845,39.6443889273,498.207,4.78739894562,32.7314772501,262.958,-514.035,497.493,1017.80521256,1019.15839932
1076,496.992123323,12.6844348443,1410.98,187.273282877,496.874552796,0.527557489758,1016.76864009,113.999179456,1076,112.246,0.402308,51.4632046746,497.578,5.71350107401,54.7114150508,263.239,-514.25,496.844,1017.67150084,1018.45400171
1077,500.548388824,12.4880376797,1342.41,137.539900958,500.427740173,0.762841888977,1017.04895236,114.387878732,1077,112.265,0.367277,30.1445567924,501.103,7.21868482021,28.5018293301,263.491,-517.603,500.419,1018.31034257,1019.34532159
1078,501.93829205,13.0421404979,1433.55,105.653586693,501.821892769,144.747476719,513.035238567,115.91064919,1078,112.296,0.382338,33.5189185585,502.443,2.98850027135,29.0259897388,263.697,-518.711,501.826,970.758331617,1017.96735923
1079,502.541121263,12.8907468683,1397.07,178.549660619,502.430865275,0.648386958679,1016.44042816,114.230985319,1079,112.351,0.40854,44.9943140346,503.221,1.98129693192,43.4593707165,263.947,-520.019,502.423,1017.53583308,1018.68955659
1080,504.623913142,13.0648342472,1498.16,115.302511823,504.498249507,0.773705605145,1017.10348342,115.204232938,1080,112.41,0.356934,28.7515085464,505.204,3.72270657388,26.5683128849,264.191,-521.778,504.483,1018.26842206,1019.10701482
1081,506.693134563,13.0729658418,1483.02,170.852103389,506.611695921,297.968318839,257.724064171,117.064093203,1081,112.469,0.442911,34.8053161037,507.247,5.73174445682,36.7681036011,264.475,-524.143,506.585,818.969228791,1016.42841002
1082,507.174405563,12.4981937303,1390.37,264.064435615,507.060168408,0.543795449145,1017.40491102,114.012182929,1082,112.51,0.377275,39.0785499152,507.785,6.88508390043,47.9801154397,264.633,-524.105,507.058,1018.37601245,1019.13304854
1083,508.273662563,13.124834643,1523.49,132.522297126,508.172965511,0.824512148956,1017.08669593,114.422498154,1083,112.57,0.374069,45.3731754459,508.838,6.87950450294,37.5935734335,264.874,-525.673,508.156,1018.48703178,1019.5430286
1084,511.389157844,12.6275691118,1344.9,116.275700267,511.264013834,0.528026266857,1018.2391643,114.557015609,1084,112.607,0.370038,32.8589343923,511.955,6.69212031205,29.2354864606,265.093,-528.766,511.251,1019.04076973,1019.74816395
1085,512.014326807,12.8940680529,1427.33,162.044736685,511.878592687,23.3769238368,960.203497528,104.536002256,1085,112.628,0.183386,35.7534799845,512.611,7.03959137976,35.654177625,265.324,-529.235,511.872,974.338937754,1021.17908871
1086,512.362816654,13.2220002486,1548.91,180.11155836,512.247075701,272.226182586,72.9534260654,110.986257077,1086,112.701,0.483805,30.548479016,512.908,5.77841309466,35.3802344761,265.551,-530.576,512.234,933.791999141,1021.94251986
1087,514.466937322,13.2000915061,1474.75,121.854819496,514.30852956,18.573877463,981.22223486,110.511214397,1087,112.744,0.299089,29.6753037422,515.016,5.71358854438,24.5815390066,265.79,-532.022,514.235,1010.16566639,1023.17414339
1088,516.051381742,13.0003324974,1435.78,209.318647369,515.918968286,0.548025136914,1018.13170387,114.201251187,1088,112.793,0.368065,37.8643329719,516.72,5.39558596836,41.0227079068,266.02,-533.519,515.96,1018.9135268,1019.90182819
1089,515.2695631,13.4355535229,1566.07,95.7346964595,515.150460281,1.10431908222,1017.85766061,114.471506828,1089,112.822,0.35073,35.0577368355,515.911,5.68479984049,27.7379471885,266.274,-532.965,515.127,1019.47549191,1021.29991975
1090,516.097925727,13.5439525398,1620.99,191.519886233,515.981988485,253.612738797,333.746665123,117.284136162,1090,112.858,0.36595,51.5056687181,516.676,6.76384459067,52.9679104028,266.51,-533.932,515.941,904.516859872,1018.33532019
1091,517.601114238,13.6240214123,1591.42,156.613064344,517.497628914,0.561596635803,1016.13165499,114.093475252,1091,112.916,0.318371,45.4899839993,518.191,5.68998471913,42.9321053137,266.677,-536.063,517.497,1016.86368535,1017.94494821
1092,521.79304728,12.7609389326,1436.7,137.448744798,521.698544414,0.46495008297,1018.18846552,114.217684033,1092,112.933,0.343333,34.7208334473,522.422,6.88676646569,31.4648833129,266.905,-539.428,521.68,1018.82542924,1019.70871266
1093,521.288809036,13.401021821,1545.19,116.186649041,521.178151321,0.635181620766,1017.67064627,114.379660771,1093,113.016,0.341794,31.1025708458,521.887,6.42111266158,25.0335754698,267.149,-539.329,521.176,1018.649892,1019.80007767
1094,523.169879871,13.612818932,1570.33,179.906553575,523.080904496,0.466199329435,1016.60727757,113.953803139,1094,113.075,0.36883,34.399209983,523.737,6.99019290969,36.8468150942,267.399,-540.817,523.059,1017.56902184,1018.27263271
1095,524.007753768,13.2248454677,1538.59,135.112608526,523.88386608,0.871974162759,1016.30058013,114.07290928,1095,113.114,0.356282,42.9852194336,524.623,6.89075706936,32.8986893071,267.66,-541.376,523.867,1017.85800938,1019.45801139
1096,526.428964857,13.8092746172,1644.66,248.275017053,526.322878144,0.626189789309,1016.23279332,114.248556022,1096,113.172,0.377102,45.1627152905,527.017,6.74984405982,48.8950131328,267.904,-544.559,526.302,1017.01643574,1017.98827332
1097,527.596538787,13.3501013517,1541.96,139.14298815,527.466029524,0.662610637462,1018.04304609,114.028220886,1097,113.229,0.351843,50.1871414862,528.137,6.53723138902,42.113485845,268.165,-545.972,527.424,1018.81402964,1020.4524315
1098,528.412580064,13.6960252245,1627.17,125.940694386,528.307413562,0.691962473984,1017.73261101,114.149821483,1098,113.271,0.367391,33.4492640558,529.056,5.52126276877,30.8201872639,268.436,-546.856,528.313,1018.83326865,1019.80737194
1099,530.041694008,13.1861040427,1464.07,186.429091715,529.92627957,0.561140863254,1015.88556958,114.098048901,1099,113.288,0.410165,30.9359555293,530.582,5.31311277017,36.4502234825,268.682,-548.17,529.881,1016.88187879,1018.00181758
1100,530.679803008,13.9053962359,1682.37,246.058090062,530.58147979,0.921403514185,1016.68754947,116.25234572,1100,113.334,0.399383,43.0609920825,531.313,4.54452220922,44.7327654979,268.962,-549.093,530.556,1017.70111967,1019.42524161
1101,533.188000587,13.3950685311,1514.03,155.507287015,533.074183538,0.806057345882,1017.80721454,114.856390083,1101,113.384,0.349145,36.5900005658,533.792,6.64406264818,41.1929742787,269.194,-551.574,533.054,1019.10657471,1020.30313622
1102,534.887168043,14.0398263761,1720.13,131.608328822,534.808302945,0.409782674369,1019.31540924,115.421689886,1102,113.426,0.399613,33.05898757,535.491,7.00247494449,38.132991798,269.406,-553.708,534.771,1020.05969842,1020.52183109
1103,536.786385011,13.8654956817,1652.62,134.900099804,536.669002943,0.618542659547,1016.82425751,114.45040324,1103,113.443,0.372069,37.0157120562,537.36,7.28296047218,27.8201284491,269.681,-554.883,536.654,1017.94792104,1018.96671448
1104,536.79309065,13.8242286084,1651.74,114.314957366,536.695964283,250.853849924,395.257461382,121.366225732,1104,113.498,0.403852,34.3655184889,537.414,5.80732811171,27.6707020312,269.94,-555.463,536.673,852.144921092,1018.45443337
1105,538.56241805,13.6474445812,1659.61,119.854233058,538.455835048,0.817762601121,1016.07910827,115.29548485,1105,113.536,0.41348,25.5108654144,539.197,5.70183049593,23.3721199954,270.19,-556.952,538.437,1017.47484891,1018.60995123
1106,540.722713967,13.7468507113,1661.19,327.320400943,540.623735133,0.580606843423,1017.91389647,114.11928544,1106,113.594,0.359998,44.2627635277,541.381,6.46348054326,63.0417819503,270.44,-559.305,540.621,1018.69998246,1019.40416549
1107,542.856568423,14.0232776562,1657.56,150.402004112,542.751121894,0.25836306631,1016.44381382,114.030610433,1107,113.593,0.359874,32.268256387,543.474,3.82651620883,31.1922971836,270.67,-561.989,542.734,1016.83329564,1017.2081142
1108,544.166254435,14.3821548107,1815.76,324.642549168,544.062649769,150.912415827,492.580439138,117.456112156,1108,113.64,0.370498,56.6726789906,544.793,7.4972975156,64.6512411922,270.88,-563.284,544.039,969.801685349,1018.4900413
1109,545.245339695,14.2062997585,1732.85,187.08590187,545.10771946,0.733365312513,1017.42471172,114.6552439,1109,113.648,0.371268,27.1319500193,545.858,5.955996288,32.0908397934,271.141,-564.491,545.078,1019.15381863,1020.42544899
1110,548.284301497,14.1961848612,1747.43,90.6230675666,548.18536529,134.863182881,547.900963184,116.534097257,1110,113.66,0.363943,35.5086842828,548.822,2.01372827602,28.8600545668,271.401,-567.062,548.169,974.370992468,1017.99540203
1111,549.230333001,14.3006777733,1685.65,136.269950029,549.148449183,0.935704395061,1016.69754099,114.015499267,1111,113.713,0.343178,42.526719112,549.945,6.91991614521,35.527294571,271.607,-568.328,549.132,1017.51127383,1019.66393924
1112,550.082911171,14.6806873536,1932.94,167.618320211,549.997664902,1.12578319374,1017.72747104,114.610676964,1112,113.789,0.35744,45.225826926,550.647,5.7705436148,44.2740412693,271.851,-569.405,549.943,1019.13476319,1020.86427324
1113,551.54190208,13.965868141,1726.66,201.555322515,551.425066345,0.550105219884,1016.82705168,113.968809611,1113,113.839,0.373313,39.6331374371,552.158,6.00385726212,38.5028522515,272.074,-570.548,551.425,1017.74142742,1018.69439057
1114,553.972974427,14.0653595966,1741.33,140.015347228,553.845659121,0.721007753483,1018.06474577,114.538832055,1114,113.918,0.38867,40.1943316248,554.646,6.5908502181,38.8514286261,272.321,-573.046,553.844,1019.12771114,1020.80322401
1115,555.302317036,14.5747010453,1765.66,137.013401953,555.2007159,0.738239601083,1017.3820663,114.045360161,1115,113.956,0.357979,40.8769359511,555.862,6.89107014647,31.745582747,272.564,-574.607,555.146,1018.49713341,1019.63729981
1116,557.354774743,14.6385107436,1829.2,154.768478912,557.239489853,0.643916466644,1016.82473311,114.587493283,1116,113.961,0.329478,34.1018197186,558.032,5.7803687157,32.3663439362,272.84,-576.654,557.204,1017.69956758,1018.98761188
1117,556.604807334,14.5564362578,1844.17,145.171445572,556.460470094,0.578247792444,1016.25346188,114.015515747,1117,113.987,0.333937,42.4754383625,557.29,2.01018950233,40.8018938716,273.067,-575.855,556.472,1017.31662486,1018.15772129
1118,561.375777462,14.3089081593,1756.41,222.089104973,561.252662317,176.781895266,526.822796816,117.899424704,1118,113.984,0.362438,44.2132102217,561.995,6.88991011178,47.9234492173,273.365,-580.776,561.209,938.245082238,1018.40177018
1119,560.782213755,14.7850960721,1883.24,188.772328097,560.665337619,217.245292712,393.882917271,118.306513902,1119,113.986,0.358117,35.1952452328,561.426,5.37585869315,37.1349766092,273.618,-581.184,560.635,920.329087341,1018.63513442
1120,564.760509351,14.1284558576,1702.39,149.753906549,564.684442497,215.691441654,407.950076447,117.515831201,1120,114.03,0.351479,37.2478661894,565.477,6.68632896819,34.9998092052,273.922,-584.12,564.698,921.482465145,1018.69775195
1121,564.329093439,14.5658534319,1782.15,180.792879884,564.210806193,0.599400592557,1016.72887553,114.968150531,1121,114.042,0.362042,44.4419662269,564.937,2.03202148704,41.9361024965,274.178,-584.235,564.149,1017.49816132,1018.71936475
1122,567.249685337,14.5272533843,1795.45,149.124598313,567.135618066,192.56108451,341.661880736,117.121730706,1122,114.075,0.350741,43.9606792541,567.961,6.42316615916,39.3499395832,274.416,-586.536,567.15,940.865229073,1018.83690009
1123,569.64266063,14.7285548762,1861.89,149.365767036,569.517785745,0.420026969188,1016.55767212,113.724383301,1123,114.124,0.342969,42.1353911819,570.205,2.02023028787,35.5132839693,274.747,-589.288,569.454,1017.29768628,1017.90607191
1124,570.587357696,14.5263202587,1814.67,135.816055006,570.48947726,0.586084456554,1017.15592338,114.172189287,1124,114.141,0.353278,40.7078760791,571.265,5.79805827161,36.7531924974,275.02,-590.874,570.472,1017.97700383,1018.82724483
1125,571.355634945,14.5691610964,1795.7,121.5693834,571.263222876,24.575647615,938.103972163,112.469425181,1125,114.162,0.309132,36.4699637822,572.088,6.51148005011,32.450737713,275.249,-591.539,571.28,1011.82299416,1020.81430441
1126,573.779928766,14.9741197128,1930.86,194.582322663,573.660940878,0.297336214723,1017.20581297,115.117916831,1126,114.215,0.353619,34.0922091003,574.44,6.72468769045,39.0174564164,275.545,-593.046,573.639,1017.56685323,1018.20102705
1127,576.030705893,15.0120800912,1956.89,87.9591522009,575.90528131,0.538710451426,1016.71865141,114.598416278,1127,114.262,0.333985,33.4019025298,576.603,7.54938454233,25.1464149431,275.786,-596.115,575.86,1017.86765388,1018.5101798
1128,575.821520303,15.243442862,2002.47,140.444922105,575.68783402,169.732152652,426.919332851,116.372693601,1128,114.354,0.344921,37.6754426989,576.53,2.94326744476,37.6961780878,276.051,-595.778,575.714,963.654265909,1019.02179507
1129,579.775607358,15.5195575219,2007.37,101.375137154,579.614888298,0.404305366511,1018.60756125,114.027444153,1129,114.377,0.352732,36.7418011853,580.389,3.9526083566,27.2369303654,276.336,-600.348,579.588,1019.42697965,1020.03796985
1130,580.68109294,14.9416860375,1921.68,224.767565424,580.496270744,439.393002441,31.9187825692,92.0297833888,1130,114.438,0.359962,41.5205523636,581.392,5.88687305092,52.2836212918,276.574,-600.539,580.481,711.256863602,1017.82510848
1131,580.979339432,15.1766592906,1959.5,318.980539501,580.868498111,0.395215242941,1016.59811291,114.087931754,1131,114.493,0.365559,42.7449644206,581.628,6.54311980787,57.2925783577,276.859,-601.679,580.82,1017.40644762,1018.00934382
1132,583.387503936,15.1263946093,1880.52,195.443222572,583.276224181,33.8330869448,948.512434474,109.236782588,1132,114.517,0.273413,30.6168030116,584.042,6.34492237885,36.7278952401,277.121,-603.892,583.224,992.2767582,1020.60730466
1133,586.249910925,15.7714283822,2105.33,110.712027543,586.13539584,329.136401868,257.301284361,115.94305575,1133,114.532,0.344577,41.8554499542,586.948,6.68544727956,33.5523774006,277.373,-607.028,586.129,809.038307248,1017.89980312
1134,586.839962775,15.1698331932,1930.18,127.580397559,586.739618048,0.597616760646,1016.64440408,114.557167742,1134,114.56,0.329074,37.3887146361,587.631,3.88133658505,33.3191190994,277.642,-607.893,586.76,1017.85353051,1018.7608425
1135,588.350258765,15.2493679706,1890.84,316.242993436,588.233220226,0.710161857688,1016.94682869,114.3562006,1135,114.605,0.340292,63.749667294,589.042,7.00774014256,64.4299439832,277.952,-609.052,588.179,1018.34850948,1019.63161842
1136,589.418239222,16.1676125433,2208.07,120.837445883,589.313549577,0.772838872443,1016.59443212,114.633026372,1136,114.664,0.3559,30.9575341332,590.083,6.4124516365,25.1567555032,278.252,-610.795,589.265,1018.15054656,1019.25210199
1137,590.38741213,15.4060792643,1957.68,122.196277794,590.259114927,2.32722531261,958.720109471,101.756226773,1137,114.679,0.287953,35.0356104591,591.086,6.72256173725,29.600549337,278.535,-611.409,590.253,962.2244909,966.812101975
1138,593.316989447,16.1140260358,2235.84,113.914661736,593.209102262,0.488910722595,1016.84641502,114.118842949,1138,114.679,0.329687,41.0540233204,593.996,6.79958692523,29.535234675,278.789,-614.17,593.214,1017.57091613,1018.45436487
1139,595.146307411,15.3636834735,1977.28,167.930429235,595.0184006,53.4869843636,1015.81465976,116.489445374,1139,114.71,0.37513,43.7520686043,595.775,7.14010676132,39.2649486306,279.037,-616.192,594.983,1033.55924297,1202.69228746
1140,595.71755137,15.5788879798,1980.72,121.888976247,595.568408998,0.696421523805,1015.92249208,114.030450286,1140,114.728,0.355124,42.114107913,596.322,6.423117783,30.2800654919,279.329,-617.297,595.526,1017.26660976,1018.41653098
1141,598.64513378,15.9539874476,2071.18,190.499829948,598.530541886,250.403101613,403.788321353,118.656945176,1141,114.79,0.347967,35.4922803609,599.351,7.17514974654,36.0831140541,279.639,-619.904,598.572,879.904347073,1017.6708524
1142,600.12054902,16.0716037733,2185.04,180.636420462,599.977212917,0.611500190803,1016.16634322,113.370038782,1142,114.817,0.326219,49.5510661959,600.743,7.0802807171,42.4272050035,279.902,-621.646,599.933,1017.3911932,1018.46785183
1143,601.886602734,15.7547046641,2095.74,115.114865627,601.773354608,192.61229896,347.115128118,115.476023004,1143,114.87,0.362583,27.5450935924,602.632,3.03844878295,25.9475058918,280.189,-623.242,601.757,956.205240386,1018.30667651
1144,605.514350924,15.6647345159,2070.26,147.560391405,605.416223293,0.335577052783,1016.00316314,113.907263421,1144,114.929,0.339175,35.3390780241,606.197,5.34137210529,38.1848597909,280.497,-627.132,605.393,1016.64534206,1017.20138781
1145,608.661484283,16.142530764,2258.97,122.442634976,608.54501548,305.371903592,336.314640867,120.920192614,1145,114.967,0.40626,30.8246468984,609.324,5.61640319301,33.156906973,280.694,-630.194,608.518,844.85230473,1237.51162285
1146,608.930515098,15.9951880044,2214.64,146.464616584,608.813940707,0.964334520003,1015.18048115,114.425657843,1146,115.018,0.334875,50.9262481954,609.673,7.81356007304,45.2084431715,280.941,-631.11,608.751,1017.16457344,1018.23460083
1147,611.265698404,16.3284977367,2252.66,115.371507039,611.145449714,0.796377359706,1015.69664784,114.052315722,1147,115.065,0.390805,45.1269747333,611.982,6.70811765964,33.9295810786,281.303,-633.303,611.154,1016.92774034,1018.56251309
1148,613.195285923,15.8956067458,2098.01,185.482982475,613.065227722,0.609880991988,1017.05855841,113.474856315,1148,115.076,0.38093,42.0561291958,613.871,6.93214050663,40.6068084192,281.578,-634.996,613.028,1017.86839639,1019.17335971
1149,614.14781362,15.8071020646,2135.31,151.961621198,614.036051357,0.768184189518,1015.42873276,114.28291431,1149,115.113,0.354468,32.3409851502,614.849,5.37316307046,38.0486355906,281.796,-636.357,614.019,1016.59326302,1017.9733589
1150,617.507534745,16.1545990211,2285.99,115.599069408,617.388203642,0.619834936805,1017.1785321,114.679372826,1150,115.159,0.338216,30.3729746173,618.145,6.85002412291,29.2332058415,282.056,-639.681,617.323,1018.0264462,1019.3372022
1151,619.346526807,16.1212331131,2184.21,95.1547757824,619.196253847,148.322988969,501.552230164,115.852768522,1151,115.183,0.367889,29.9601522801,620.026,6.49875805906,22.5567995801,282.315,-641.519,619.18,970.584002256,1018.73846514
1152,622.346205701,16.9103542132,2435.25,396.209015856,622.211495766,0.772259384045,1016.29374728,113.755653691,1152,115.211,0.323729,52.7221149589,623.078,6.8858221861,78.698355591,282.593,-644.852,622.189,1017.24001746,1019.05785558
1153,621.495574993,16.5961610437,2367.68,159.775999823,621.347983606,0.433121153069,1016.16340339,113.661113544,1153,115.268,0.338542,30.3663457071,622.248,6.87488257337,35.9275611028,282.802,-643.828,621.355,1016.83816904,1017.61994402
1154,624.13132106,16.1820408059,2215.9,133.385352767,623.968135286,0.801807660651,1017.34413141,113.507171858,1154,115.323,0.349173,30.3496580272,624.888,6.69349150107,28.3209070591,283.128,-646.697,623.948,1018.34604225,1019.46716734
1155,627.957657117,16.0845638196,2188.42,167.06916298,627.784923386,5.4295135034,966.199327325,104.667216361,1155,115.331,0.226065,37.243044716,628.647,6.2210981115,37.8750871589,283.392,-650.36,627.778,973.405308635,981.589629014
1156,628.335948512,16.5777688834,2342.38,128.313381008,628.164049384,0.7430552568,1018.73800321,113.577654096,1156,115.41,0.337814,37.6922333626,629.057,6.59564080073,31.9321284371,283.695,-651.234,628.11,1019.76115612,1020.97699694
1157,630.407908537,16.9005993128,2383.93,149.50500386,630.301384258,22.246477103,961.667564118,110.962593783,1157,115.444,0.303984,43.9660394565,631.126,4.99897541936,42.8612538471,284.022,-652.902,630.271,1007.40770136,1019.58173134
1158,631.728832126,16.7482420086,2362.12,157.161304585,631.60201524,0.744386996151,1018.05348105,113.811077628,1158,115.484,0.342468,53.2862208772,632.445,6.77017224653,38.9190823734,284.25,-654.437,631.596,1019.18394319,1020.51751494
1159,632.926973952,17.0675513185,2373.11,142.31618628,632.799925079,0.462680438918,1018.56774075,114.256367153,1159,115.46,0.347984,38.6409620022,633.688,2.93844622481,36.1820796765,284.529,-656.221,632.777,1019.42602454,1020.11054451
1160,635.962985962,17.2024238784,2494.07,173.458998419,635.827083468,0.62204014995,1019.69097833,114.45877586,1160,115.48,0.326974,45.4033868456,636.701,5.9229298005,41.7708465623,284.816,-659.592,635.76,1020.39708427,1021.36075459
1161,637.993560097,17.0684071371,2385.35,150.456407871,637.864507584,0.556124321401,1016.44814658,113.591057054,1161,115.536,0.349048,33.611481318,638.784,5.56203229396,32.1220210574,285.065,-660.997,637.86,1017.41028669,1018.05717437
1162,640.005758109,16.9456364011,2416.5,97.7969203978,639.905891843,18.9308610757,950.705052993,102.895667317,1162,115.57,0.220517,29.7696169512,640.731,5.55356337224,26.177739856,285.313,-663.432,639.878,964.139025319,1020.0208974
1163,642.568986838,17.6644822627,2580.57,93.4742694399,642.464638334,1.34660097607,1016.66513178,113.724784612,1163,115.613,0.329568,29.8719852274,643.333,4.5676425714,21.2832840116,285.606,-666.426,642.473,1018.49884652,1020.81319786
1164,643.225810753,17.2900000483,2518.92,197.374452669,643.086951529,2.4987377472,945.210699566,99.8927215999,1164,115.64,0.242269,48.2571773311,643.991,5.64916331792,45.5801421182,285.872,-666.698,643.057,949.17663616,952.502749148
1165,646.421912095,16.6664776605,2329.89,144.371428108,646.289621932,0.785491872062,1016.66740159,113.483399679,1165,115.659,0.329046,43.2863077238,647.248,3.65419600602,43.7497198223,286.164,-669.525,646.279,1018.12842976,1019.0342797
1166,649.500057645,17.2525571357,2482.29,145.713583996,649.382505155,1.02753910431,1015.46321407,114.153943522,1166,115.692,0.342895,35.7385612083,650.206,5.99229613489,37.3406020696,286.435,-673.195,649.344,1017.54292004,1019.02097597
1167,652.201061533,17.6731099612,2525.91,197.488616626,652.050235334,27.3257147312,957.630119761,108.763184642,1167,115.783,0.258412,44.666235897,652.984,6.86380286868,44.8296220751,286.714,-676.239,652.032,1000.90906896,1019.18545561
1168,654.211803596,17.586008641,2569.43,83.0210195497,654.082728907,1.45228986928,1020.03095865,113.616664705,1168,115.759,0.348928,34.540288969,655.051,5.53604667862,22.5825694879,287.041,-678.598,654.061,1022.18532336,1024.13314543
1169,655.775786543,17.5115969087,2538.93,153.539066674,655.634248901,3.69864899666,949.801687644,99.5072521494,1169,115.798,0.24807,44.5963565881,656.631,5.91677010183,46.8107890084,287.381,-679.406,655.597,954.398050141,959.519564127
