Iteration,AverageAbsY,AverageAbsQYDiff,AverageQLoss,MaxEsReturn,AverageY,StdReturn,MinReturn,AverageDiscountedReturn,Epoch,PolicyRegParamNorm,AverageAction,AverageEsReturn,AverageAbsQ,MinEsReturn,StdEsReturn,QFunRegParamNorm,AveragePolicySurr,AverageQ,AverageReturn,MaxReturn
2495,968.472903824,28.3181104135,6417.15,241.963080241,967.060277923,191.838952218,377.614996658,113.284267672,2495,150.506,0.268715,19.4775353371,970.149,4.75811294915,32.3066831489,509.847,-1023.11,967.073,690.577413442,1023.16141792
2496,965.896989655,27.6021160376,5856.47,69.9031254576,964.677835561,136.901391916,516.554165977,106.757697054,2496,150.509,0.427736,17.5895278948,967.841,4.78188684973,16.0284442462,509.863,-1021.15,964.643,947.66328705,1017.16947285
2497,964.538063339,27.3663630913,5828.86,209.66886817,963.270296792,274.534931084,376.893185925,130.229470649,2497,150.517,0.417268,25.8760911846,966.489,5.29375265714,38.2596784187,509.931,-1020.56,963.346,647.825942915,1021.88718711
2498,962.905849373,27.9113459753,6257.75,107.207437821,961.507548168,210.825323783,80.9240812039,125.181344843,2498,150.566,0.610589,17.7326629949,964.707,4.69914467765,19.05828051,510.027,-1018.55,961.463,423.419767984,1018.50148547
2499,964.386479016,28.2345224776,6360.54,98.2079650302,963.175318838,274.512761219,35.3371536811,77.1395185063,2499,150.609,0.372284,17.2404284217,966.22,4.6181433663,17.0309311617,510.062,-1018.59,963.248,537.508479069,850.057324148
2500,961.140897407,27.2727660112,5827.92,55.2927904798,959.985986941,32.1313506467,305.705681271,154.408900918,2500,150.633,0.75724,15.4850742103,962.999,3.0415227807,14.1311888632,510.06,-1017.17,959.962,376.18088522,458.820472334
2501,957.789861006,27.6652450321,6116.23,76.287884583,956.507528897,96.6208022572,53.6646405173,67.8855425854,2501,150.642,0.374619,14.8647518183,959.757,4.50490761994,14.9228414701,510.07,-1013.69,956.559,147.569256847,484.080875228
2502,957.541367941,27.203976499,6016.87,96.0584758592,956.332012509,17.2604404248,321.602224303,155.372232329,2502,150.671,0.727141,20.882341614,959.426,4.45602630624,22.9278756007,510.146,-1012.48,956.279,373.297934375,410.106355612
2503,957.44044373,28.0149625641,6498.68,92.4299855761,956.059413033,132.470138043,53.5071236221,146.778727277,2503,150.703,0.70371,18.2336584669,959.296,4.48189871276,19.7833240662,510.155,-1010.96,956.079,379.989675821,980.70269434
2504,952.309890007,27.6087734421,6126.07,128.035935289,950.958427878,204.73529837,365.105572921,112.827470612,2504,150.715,0.138693,20.0009013775,954.156,5.03871001201,22.599867103,510.19,-1008.41,950.984,883.365416924,1027.66909882
2505,951.483717068,27.5101938571,6030.28,80.3442998889,950.203553064,171.043845097,419.984335296,115.637350557,2505,150.714,0.126494,15.3219552459,953.316,4.89028601532,16.9056046076,510.184,-1004.84,950.254,959.466381767,1022.25110961
2506,948.632199323,27.8540646858,6266.14,120.574592173,947.194469386,10.8893213728,955.996563033,99.0480251294,2506,150.758,0.221036,21.2406538733,950.529,5.20119614559,25.7248094152,510.239,-1003.22,947.222,978.980764055,986.226573308
2507,947.541860089,27.3564269027,6105.77,71.3686013614,946.248453367,60.5605801655,822.201403967,84.8256317497,2507,150.772,0.416197,16.3822398795,949.503,3.75589469451,16.0541316316,510.293,-1003.51,946.252,876.783202942,1059.40256292
2508,945.37336991,27.8576585382,6211.96,119.259931268,944.027253492,30.3109228513,45.961441898,65.4042323825,2508,150.787,0.295261,23.112349005,947.221,5.16963932931,23.6471917402,510.321,-1000.83,944.021,116.518049816,237.626391936
2509,942.717552584,28.2693307261,6223.22,68.1521519406,941.504443439,12.9775091658,940.704698561,97.1903042262,2509,150.853,0.19252,16.025733059,944.74,3.17175230242,14.6150827285,510.393,-996.658,941.613,958.359987574,978.633718451
2510,941.921397565,26.5864089395,5390.29,47.9127243436,940.670333182,180.913926669,493.411333212,112.429446111,2510,150.889,0.196961,16.4035346393,943.758,4.42190500293,12.5900544923,510.459,-997.636,940.651,899.690484819,1021.7317654
2511,941.424779076,26.8850753248,5630.02,150.590384781,940.126590678,0.640296919517,982.844564125,97.4774838381,2511,150.901,0.122983,16.4617192564,943.359,3.87928588665,24.8170648587,510.507,-997.454,940.158,984.02834136,984.850163707
2512,937.699020293,28.2360047054,6354.18,97.188937085,936.418680427,233.701246622,99.081731227,132.984273749,2512,150.954,0.452433,15.0193131331,939.466,4.84722014872,17.3830263674,510.514,-992.603,936.455,410.326915376,978.632137443
2513,935.252673029,27.2000111061,5876.06,124.725570177,933.869106962,9.36330523289,950.759422841,85.7181690109,2513,150.961,0.164532,16.0167032639,937.132,5.02889692388,21.2273499858,510.522,-989.827,933.858,959.040325025,978.593613011
2514,934.123452165,26.8691116822,5675.43,90.6911720837,932.976550966,202.240866445,340.42727688,145.006226074,2514,150.944,0.451482,16.0858855931,936.004,4.66076222796,18.1689411789,510.544,-989.049,933.028,498.034726978,1022.85222431
2515,932.398011177,27.2291816207,5865.37,79.8995121116,931.168059584,221.510589808,435.368923961,100.430906815,2515,150.963,0.223101,19.3227024913,934.222,5.02448457273,18.3924403648,510.611,-986.279,931.228,852.810083646,985.932116518
2516,933.182952421,27.1287654823,5912.37,69.6263764436,931.899332954,240.098938408,412.180311666,104.13653021,2516,151.009,0.359412,15.7399108769,934.904,4.15386401858,13.7859036924,510.627,-986.812,931.842,783.631269125,969.54622566
2517,930.031072469,26.8164096436,5679.29,45.5253864516,928.851928888,121.022707726,510.076279814,95.9347588477,2517,151.034,0.264948,13.7112560359,931.785,4.227450958,10.8053804152,510.635,-984.367,928.897,852.664159845,1046.33087301
2518,928.237548533,26.8781339485,5709.73,390.400277886,927.046449737,18.0830844195,828.65976927,84.4772877505,2518,151.077,0.379495,25.9683732659,930.049,4.71315372971,60.6757647552,510.663,-983.439,927.075,861.736744195,882.702156481
2519,928.854441097,27.185850479,5824.92,79.3967236823,927.554823999,350.58461678,59.5875656405,53.7688136066,2519,151.079,0.278739,19.3531899653,930.67,5.24996298732,19.7959590181,510.674,-981.273,927.578,259.464520171,947.269484713
2520,923.148914259,27.285383687,5716.87,113.243542663,921.799616362,176.359907939,50.313895843,114.261012269,2520,151.104,0.593816,18.7024359009,924.956,5.07129097311,20.1144730931,510.707,-975.282,921.804,310.822128083,1018.86438523
2521,920.231960204,27.9513958995,6163.24,178.543801399,918.936143233,345.873955309,58.9409113308,118.071323841,2521,151.105,0.326845,19.3483916589,922.157,5.06542856754,27.0091393758,510.738,-974.032,919.005,509.869377509,1022.66770015
2522,922.052553421,26.1513697865,5307.29,76.995414714,920.743368212,27.8600908526,276.852085641,151.663998678,2522,151.105,0.693918,14.1035238701,923.754,5.06298488087,13.9293952685,510.751,-974.838,920.706,336.643675878,401.427024779
2523,915.737559395,28.1338001786,6293.8,82.1290357598,914.406290693,306.100815839,155.465486197,94.4749409987,2523,151.171,0.154069,19.7568120541,917.481,4.80261242229,19.4559698148,510.825,-970.51,914.449,843.888201149,983.500201382
2524,914.585004917,26.519659483,5613.9,52.8589954269,913.343178169,130.900436303,84.4097197009,141.898861709,2524,151.208,0.7403,13.9122871435,916.358,3.60201687117,11.9879208779,510.844,-967.166,913.376,380.811850873,509.611492227
2525,915.1137951,26.3600873211,5378.45,77.1040408159,913.873111615,340.660047081,58.1251712495,100.890937614,2525,151.24,0.486582,18.6380923689,916.719,5.00907566539,19.1481093315,510.91,-968.321,913.856,805.344536642,987.120317513
2526,910.521673704,27.2980817734,5864.86,77.329107103,909.317345601,214.935998574,277.317271769,102.897203432,2526,151.272,0.480488,20.0486783029,912.292,5.79774748245,18.1736969448,510.981,-964.913,909.414,686.27795572,1071.69087495
2527,909.278483341,26.6368610774,5596.91,119.76121655,908.217276472,171.123336438,187.097710216,87.6681576359,2527,151.294,0.279422,21.9110813165,911.005,4.80134257045,23.7972586939,510.983,-963.165,908.239,302.788201259,972.203691793
2528,908.919675023,26.8378254894,5517.96,77.0455108493,907.818193283,279.615583966,381.248714409,123.971373692,2528,151.306,0.24035,16.2792004497,910.656,3.88936657452,14.3951746442,511.004,-960.564,907.849,842.642338396,1020.3469777
2529,904.242581232,26.0919167372,5346.23,81.3522763706,903.163681392,217.934964699,391.059476568,111.99123902,2529,151.36,0.241503,18.8168518484,905.95,5.05068830887,19.3838890086,511.04,-956.036,903.238,882.078924641,1007.73710478
2530,903.879819602,25.9905218907,5357.15,51.5695975279,902.878897551,101.510904638,58.4401805206,134.447929648,2530,151.36,0.680021,16.6892501808,905.499,5.32058258219,13.0674122204,511.071,-955.019,902.917,300.007422882,374.228925386
2531,900.667932335,25.9231717386,5380.2,144.828821608,899.404070689,252.573816597,363.908271558,115.795220441,2531,151.415,0.183369,18.2583436957,902.294,4.89480486438,21.2993057502,511.095,-952.115,899.39,843.036585096,984.829597578
2532,894.975758889,25.5544844135,5115.2,167.53859863,893.817449062,115.84771012,55.3953902378,126.938385776,2532,151.418,0.717284,20.1704617602,896.791,3.63580687782,30.6536993291,511.156,-947.344,893.856,285.640582306,389.944673158
2533,894.320658911,26.1982498899,5474.15,123.174629353,892.946427637,413.746146011,55.467331675,86.5835171364,2533,151.436,0.350828,14.5588827147,896.008,5.06971973424,17.8282439366,511.178,-945.534,892.934,451.108954317,981.700636577
2534,893.923380828,26.2205965805,5438.02,69.1965559646,892.604594901,303.341544149,122.976350341,102.040616554,2534,151.454,0.0915642,16.9896844133,895.63,5.21020338722,16.5026207575,511.207,-944.414,892.69,848.395429285,985.981032969
2535,891.704596099,26.3114500633,5451.79,64.3813144054,890.266869242,1.67207743482,982.964700611,100.43449406,2535,151.458,0.227687,20.3248547608,893.405,4.75507634357,15.3371682685,511.23,-944.128,890.216,985.470374505,987.405231642
2536,890.912563333,25.8302805322,5294.18,91.7368432494,889.581340729,43.3548903218,290.641538323,149.868880807,2536,151.505,0.729768,19.1996931264,892.64,3.882063628,20.9994052009,511.268,-941.887,889.571,353.969192478,496.428605721
2537,891.395076429,26.1232851924,5313.13,93.3725325726,890.171149163,1.19575733013,981.568663366,104.475162801,2537,151.539,0.044404,16.0281176251,893.302,3.70983770182,18.259842189,511.273,-942.459,890.217,983.176685339,985.026300298
2538,885.467643283,25.9100287375,5320.83,102.865634849,884.171562863,1.41456390123,989.637147803,105.835370316,2538,151.581,0.258045,19.8608299533,887.2,4.73127828622,19.7061279899,511.285,-936.894,884.21,990.935230365,993.406167029
2539,887.33935297,26.3171165749,5316.14,291.149629069,886.104514494,154.082869241,453.765445225,110.804419418,2539,151.634,0.239401,25.8217038699,889.203,4.84029171359,43.8538431254,511.308,-938.25,886.111,941.008736445,991.678548762
2540,885.160084141,25.6495718748,5224.11,104.096711515,883.856412076,214.440964983,245.501221352,112.672829348,2540,151.642,0.313187,18.8882542186,886.82,5.05288852648,20.238617462,511.383,-936.537,883.822,923.612387463,994.82073432
2541,880.151418813,26.4008838032,5543.12,334.450855591,878.832832526,31.8934450887,84.2712267534,108.471110197,2541,151.701,0.577614,18.9738622231,882.07,4.96771658722,42.8000100443,511.387,-930.79,878.895,209.459402218,274.232786528
2542,880.075886641,25.9804763594,5367.62,58.3972344002,878.919634229,270.595089003,382.754242181,124.818353766,2542,151.729,0.331874,14.0845544537,881.763,5.02943428662,11.6733951867,511.402,-930.284,878.92,764.756324715,987.514265748
2543,876.299718685,26.1487865267,5109.54,147.277102361,875.138149016,127.031372676,519.592552327,91.8413358754,2543,151.795,0.447424,34.5489542383,878.232,5.25909944628,39.756622096,511.407,-922.021,875.243,769.383383326,1019.92319517
2544,868.028759201,25.7372144404,5038.71,146.689058412,866.622708004,170.168367192,512.070929844,108.886950713,2544,151.82,0.312318,30.4191357792,869.68,5.18125996871,35.740242881,511.378,-915.471,866.663,866.367115883,975.198390333
2545,865.002676177,24.9866958776,4769.48,109.619932275,863.551297897,59.6098063979,65.6305857248,57.1156703393,2545,151.816,0.441785,47.7766934105,866.794,6.07787067709,33.0555894635,511.421,-911.938,863.556,80.7589477353,485.919784391
2546,859.727021263,25.9185064677,5203.56,82.7971633432,858.324579685,0.782209118843,32.5964653225,29.5206646573,2546,151.851,0.566185,22.9740335896,861.607,5.89582557872,18.1796591259,511.446,-909.548,858.333,34.440586639,37.4306073537
2547,856.874499745,24.8398761553,4806.4,89.4294259511,855.600450617,198.360058591,530.879473137,124.436522379,2547,151.879,0.334994,20.0685630618,858.591,4.82074858767,17.9440525055,511.487,-903.779,855.606,893.853724634,1026.16878907
2548,854.651303343,25.1228153825,4854.12,101.20142801,853.336379169,4.69694281796,970.690327512,92.6556766698,2548,151.916,0.0542877,16.6197203126,856.502,4.43228330475,17.308868693,511.545,-903.749,853.373,979.435604502,989.058175672
2549,851.056356062,25.3214247161,4991.78,98.2479833056,849.769548462,49.9289247926,843.884092145,84.7322713893,2549,151.951,0.266877,17.4320583359,852.95,5.01549130232,17.9284567571,511.538,-898.238,849.791,932.736670289,983.372431515
2550,851.045267899,25.036041807,5009.36,54.2516769685,849.785209301,5.54125278933,874.355028365,85.1220881732,2550,151.944,0.124759,14.5313358474,852.846,5.42447724777,12.1327146,511.558,-898.753,849.86,886.387210006,896.623443007
2551,849.241443556,24.834805652,4920.43,61.6846153152,848.028892469,0.829186060477,991.520237147,99.8418994968,2551,151.946,0.311967,16.4214497852,850.898,4.96868891211,13.7712888506,511.575,-895.087,848.061,992.983181969,994.952492996
2552,844.333617292,24.7378776102,4736.99,89.1716128333,842.937421938,14.574524928,894.298518127,92.1261500885,2552,151.958,0.121906,16.9285242372,846.02,5.4411759869,16.2463115802,511.614,-893.194,842.912,915.654951698,936.092047381
2553,845.984995137,24.5885143561,4679.24,69.9771599931,844.674596022,234.878256912,163.553951406,92.9467015727,2553,151.967,0.0383264,19.0304847256,847.713,5.60393170962,16.0867332048,511.605,-893.877,844.781,905.845154028,984.581882176
2554,840.82990373,24.6369165101,4769.18,59.3672636328,839.665636053,211.64699202,107.364209606,87.7995948662,2554,152.035,0.393527,14.4309841588,842.482,5.09348480772,11.7001406875,511.639,-889.529,839.67,664.209519484,898.338753678
2555,839.089356512,25.3481511868,5285.76,93.049441944,838.021500629,251.336055337,273.071056917,86.9963945985,2555,152.022,0.139389,17.4044445845,840.822,5.45402011602,16.779857677,511.627,-886.063,838.115,742.92473108,947.424181458
2556,836.713070411,24.5088424882,4772.17,81.6401331054,835.582502305,350.642295906,74.7840776058,104.174871218,2556,152.058,0.248607,15.6458985103,838.28,5.72494406295,14.0168777991,511.664,-883.928,835.585,859.67246094,1024.37877109
2557,834.506612898,24.1898576654,4707.47,60.4424182279,833.313553147,255.220011493,90.8763477712,80.1527938065,2557,152.081,0.467563,13.6082347036,836.016,3.85433797078,10.7642736345,511.713,-880.447,833.325,691.667733522,953.736356681
2558,829.944377844,24.9722856653,4981.72,70.9675069929,828.843474544,329.109990643,143.636569304,86.2234490999,2558,152.094,0.491589,18.4805288859,831.642,6.07425160062,16.2768759093,511.69,-876.781,828.923,719.784698053,965.819062414
2559,825.34845134,24.190562835,4587.77,70.4552491781,824.246982508,327.107856725,217.677839874,91.0693293486,2559,152.101,0.566556,15.7598597493,827.032,5.26410987966,12.3433591794,511.73,-872.467,824.332,681.298758992,989.422982503
2560,823.255451906,24.7889430825,4814.11,106.561216673,822.003294617,244.150619883,146.550784226,88.2395338531,2560,152.116,0.474672,20.0799889754,824.855,5.36395788446,21.6761907653,511.747,-871.016,821.973,683.515342793,965.79867824
2561,822.736572958,24.3019564516,4626.29,47.017388547,821.4808499,222.621506306,208.546842954,87.3252477536,2561,152.144,0.385069,13.3288767333,824.497,5.26530584743,10.1416040154,511.727,-868.811,821.556,834.152681869,977.111722517
2562,818.981536971,24.4402897846,4616.43,55.0682747617,817.813574198,17.9329163634,929.45384012,87.2529192774,2562,152.194,0.376934,12.9309670721,820.683,5.17330284276,9.42533261385,511.713,-866.837,817.809,962.291841333,983.73897374
2563,819.708302443,24.1869415505,4629.32,78.6679841024,818.504424,136.555113615,529.96098584,95.9856107935,2563,152.204,0.35263,14.2786000346,821.37,1.86327204856,12.5706263718,511.706,-865.969,818.558,880.766468033,985.144231456
2564,816.828030909,24.0285996826,4619.72,47.0046854236,815.622745319,35.5459864548,862.504849611,93.6117032889,2564,152.228,0.273697,15.2671085413,818.378,3.73609429708,12.5624330111,511.751,-864.576,815.617,903.122564336,971.035043801
2565,818.261587822,23.4600422331,4344.41,53.2550981025,817.129390053,1.57439470473,985.865226866,94.5880063648,2565,152.258,0.355975,15.4229682908,819.938,4.99883385204,12.3589293171,511.781,-864.821,817.128,988.790867749,991.310035034
2566,813.005446702,24.5481428087,4781.26,93.222067867,811.867163188,0.617263688857,992.051327169,99.9449226099,2566,152.279,0.444993,17.0481843196,814.825,3.49104384989,18.3306213309,511.804,-860.105,811.928,992.936249352,993.872201249
2567,812.133965435,24.3792098472,4641.18,137.171598511,811.005841297,253.639151955,266.245083324,107.092635179,2567,152.322,0.165371,19.9001525445,813.818,3.70871829325,24.8692824144,511.845,-858.484,811.131,874.727584298,994.222864622
2568,809.892044672,23.9000218818,4371.03,75.5353721385,808.79131472,4.891115034,971.352321695,100.944252368,2568,152.334,0.0303223,17.6361439954,811.521,3.62036519752,15.9998622086,511.846,-854.496,808.779,985.717350289,988.81120105
2569,808.366183469,24.2200699214,4459.71,74.5604489767,807.012760026,15.9725486729,933.422503862,91.7892877219,2569,152.325,0.226821,18.9247381936,809.929,4.34589807341,17.6196979104,511.88,-855.19,807.047,955.373316326,986.944335102
2570,805.523412032,23.9322569613,4425.21,80.5515658648,804.225510636,12.8510290546,989.509991789,106.818985836,2570,152.35,0.183082,14.5952906837,807.251,4.68065439427,14.0691700919,511.938,-852.073,804.292,997.387294909,1023.43132941
2571,803.680111532,24.5561023079,4756.55,60.5728930557,802.443718847,1.61573206366,975.951752255,97.5564201992,2571,152.398,0.162187,13.6409785538,805.219,4.52716872295,11.9892057391,511.918,-850.078,802.457,979.669174191,981.748264949
2572,801.451139906,24.4172078146,4681.74,65.4091268368,800.210727483,117.286240446,574.186407604,96.8140094274,2572,152.451,0.282599,12.6968944106,803.169,4.85973877209,12.5558994633,511.954,-848.26,800.239,919.351064096,987.761578372
2573,799.94545317,23.7159289235,4190.99,87.7569183562,798.741048395,236.465101079,468.854253319,126.989636162,2573,152.451,0.17337,16.0370601647,801.497,4.45276648974,17.5041781501,511.95,-846.697,798.836,752.332771619,988.298216523
2574,800.366624519,23.9464463951,4413.99,86.1857670879,799.045486262,4.08575827128,978.160950293,101.821730124,2574,152.487,0.0476979,15.5563445041,801.924,4.19438932911,14.3540586232,511.936,-846.11,799.081,983.997960622,989.717904113
2575,794.895944173,24.0028238643,4502.18,90.4176504185,793.617956477,9.85359060128,965.27355498,91.0988424765,2575,152.533,0.152348,18.6342163607,796.377,4.66691782841,18.118474711,511.961,-840.486,793.583,980.251189073,990.771512095
2576,794.914537572,23.7655099973,4161.97,129.030190657,793.740098727,2.66191278212,988.241044858,97.4063668875,2576,152.616,0.0269173,13.3533151735,796.499,1.91077663837,17.7579325518,512.003,-841.255,793.733,991.106554858,996.187190975
2577,793.014355052,24.3176357103,4393.2,326.958577699,791.767216291,21.1724686535,937.511429444,94.3113729956,2577,152.631,0.335282,18.5396601985,794.669,4.79534753186,44.4532663124,511.96,-839.281,791.785,974.398113932,990.4984591
2578,790.454499933,23.9885262475,4484.27,52.0930879748,789.130055263,1.14122808646,979.745894291,92.7330302414,2578,152.654,0.180405,13.4485771932,792.145,4.54200782366,13.081181638,511.987,-837.143,789.134,981.662124469,983.656169464
2579,790.153511122,24.0982799552,4516.68,64.4500182194,788.793034598,162.297302434,452.254936861,113.117413533,2579,152.682,0.244619,13.2126485412,791.779,4.28613442608,12.5442492307,512.016,-835.006,788.785,965.410027317,1020.43993243
2580,789.342129645,23.4311016613,4140.35,61.1740682949,787.871317334,241.505553192,430.70634627,124.685546679,2580,152.754,0.416101,13.3996045967,791.032,2.20946541505,11.6323517284,512.06,-834.814,787.952,862.502708776,1025.56032824
2581,786.807385975,23.7962268057,4344.81,82.909040815,785.602819251,263.485478341,466.620460797,133.086139182,2581,152.766,0.294816,13.7473101592,788.365,4.53676135793,15.7686248182,512.082,-832.456,785.613,743.932824767,1022.18586346
2582,786.799279339,23.7177776037,4241.07,100.804556589,785.457488658,243.983561165,17.9747686217,137.372760072,2582,152.772,0.575182,19.0067754879,788.211,4.78160990354,21.2183202997,512.134,-833.505,785.416,478.758279928,1017.12822003
2583,787.246676291,23.0949222158,4089.26,35.7210141915,786.077943901,81.6602412067,203.906037161,151.760472515,2583,152.767,0.710943,11.321244821,788.745,4.00526528203,7.8165355577,512.166,-832.531,786.104,352.204892808,436.254551293
2584,785.288249611,23.4380211507,4077.39,99.4719820356,784.009794771,1.84569168868,977.487161574,89.7283815072,2584,152.771,0.0953235,16.6818026527,786.824,4.30095090601,18.3484536265,512.195,-831.281,784.014,979.470937538,984.356677108
2585,784.622569455,23.0728801818,4115.59,120.470869601,783.323311133,10.5958685959,993.748995102,105.651836544,2585,152.798,0.18982,14.9357997798,786.068,4.17800139713,19.5105495876,512.217,-829.875,783.317,1003.69829929,1018.03438927
2586,781.982740253,24.4097602035,4679.6,95.4437590342,780.791677757,0.59784904344,1025.63265188,104.345115074,2586,152.84,0.240416,14.2918791047,783.687,4.69705201971,16.4775353192,512.258,-828.786,780.866,1026.80656728,1027.39317721
2587,779.595375646,23.5533474454,4174.67,161.415177862,778.194884934,204.725669573,462.548744681,113.898038082,2587,152.865,0.546025,20.7968566018,781.115,4.72209550889,27.6080757634,512.29,-824.812,778.197,600.396450367,1018.07885094
2588,778.774476137,24.3018422873,4280.54,88.4122109987,777.417925912,225.465874521,307.250772436,120.15195472,2588,152.888,0.497464,14.2989174443,780.343,4.41735243582,14.8458818023,512.322,-825.361,777.472,701.220064221,1017.97062319
2589,777.817091948,24.103457978,4381.96,401.872644659,776.531955574,0.761006518221,990.648649607,94.7743826585,2589,152.887,0.303294,22.5307839986,779.248,4.29720501267,57.3395509363,512.378,-824.283,776.496,992.362416862,993.511848559
2590,775.716665155,23.2962906472,4092.77,78.6287100715,774.305042914,211.754590111,275.091518594,110.578824234,2590,152.924,0.240048,11.9468489758,777.217,4.56736815461,13.2918789015,512.39,-822.735,774.383,943.239607374,1020.72626853
2591,773.034374301,23.9883112283,4316.28,89.2727183056,771.751737832,35.1864848669,895.05048193,88.6495106991,2591,152.93,0.348726,12.3973279968,774.523,4.10366949547,13.65743718,512.392,-820.121,771.761,964.793544499,986.017660052
2592,776.207213824,23.0511650211,4214.3,105.775270288,774.998881437,358.178583986,224.834650078,111.262338964,2592,152.952,0.187466,18.3502611726,777.721,3.37501174492,21.1787368137,512.438,-820.728,774.933,668.825967731,987.237076971
2593,773.410141087,23.1565981891,4077.01,93.8292681416,772.073748899,162.923674188,256.200344833,148.56621937,2593,152.954,0.555532,18.9626459001,775.05,4.99332125911,18.8729695616,512.441,-818.358,772.097,465.248730773,1018.30641789
2594,771.926864403,23.4752452362,4336.25,81.3102951749,770.708791158,250.0995508,119.562388336,135.987762947,2594,152.965,0.482615,17.9919906524,773.581,4.61169036793,16.9700117964,512.489,-816.966,770.797,404.790412767,1023.73331069
2595,770.118684433,22.9352837012,4182.77,95.2444779537,768.827491788,171.920944528,123.623521113,130.694203898,2595,152.989,0.642226,18.7966304724,771.668,4.95351491753,22.3473455304,512.505,-814.838,768.827,354.34367878,1010.46992312
2596,768.748176079,23.026926005,4095.64,70.9776928909,767.508376491,10.0321389243,948.322712384,93.130306462,2596,153.036,0.367807,16.2350524253,770.412,4.85317436574,15.9282529319,512.498,-814.119,767.539,966.523348912,985.223504555
2597,767.723127825,23.0353424083,4194.03,66.4884518776,766.497402984,1.50222126383,987.646756699,94.3337712273,2597,153.028,0.357445,12.6959050906,769.243,4.32833476267,11.7211816052,512.544,-812.766,766.508,989.478057752,992.105163566
2598,766.450087032,22.3683743271,3943.94,92.8880021673,765.209056845,3.42556659618,974.052881232,90.4068772628,2598,153.045,0.396482,18.1198512,768.136,2.19381880482,18.5820745412,512.581,-811.77,765.253,984.258870085,986.328358973
2599,764.698531414,22.9776602503,4085.48,97.9035529026,763.409622472,65.9185246943,305.447683164,126.034698688,2599,153.06,0.584394,14.7420019197,766.379,4.95940609769,15.3827866558,512.582,-810.155,763.376,380.294013272,533.354642684
2600,765.209804294,22.1686972279,3853.86,99.3793495214,763.849109478,1.31110911667,1019.32008668,100.468343073,2600,153.093,0.453383,16.0343873488,766.807,5.25004656929,17.1599755956,512.601,-809.96,763.865,1022.49770959,1023.83459753
2601,761.434878386,22.630174742,3941.96,74.5544596029,760.032943048,0.83499408436,989.510596938,95.4465088543,2601,153.148,0.282881,19.0614438258,763.055,5.22751954721,16.1428824666,512.633,-805.798,760.053,990.879278588,992.129442258
2602,762.489194604,22.2561582506,3853.82,60.0577267934,761.115250347,10.3705444139,998.833411015,96.7102892069,2602,153.163,0.0698833,16.6473131082,764.121,2.75410325993,14.9316382894,512.653,-807.209,761.12,1020.21554273,1027.09940729
2603,760.327417939,22.636689024,4053.61,109.302197844,759.157747091,187.429953247,576.621987177,128.252774193,2603,153.19,0.437469,14.0696898705,761.924,4.10441529671,17.0137099116,512.688,-804.865,759.193,729.827275251,1016.5607685
2604,759.370888643,22.8261966707,4151.49,91.0550100999,757.996787072,17.7606956582,980.734745515,102.326167211,2604,153.243,0.185009,16.2636627103,760.8,4.17784575971,18.4621422177,512.715,-803.186,757.997,996.777962271,1020.83812173
2605,758.652186762,23.0074374987,4171.58,112.95636458,757.46501536,0.681958791376,989.223421547,94.7764982926,2605,153.301,0.391233,13.7917440684,760.379,4.50940199588,16.879116677,512.688,-802.974,757.538,990.392427479,991.742489179
2606,759.64065271,22.8828649741,4067.7,85.1079550655,758.578476527,253.962130457,110.857937934,137.914534544,2606,153.329,0.506653,13.4252200161,760.967,3.41332344222,15.4899531596,512.692,-803.013,758.518,646.363240309,1018.0825002
2607,756.352366679,22.9966763125,4180.27,53.4366317894,755.212420179,261.886399899,57.2411990013,81.0979373049,2607,153.33,0.361746,13.7525720212,757.938,3.75399881562,11.3981968293,512.668,-801.922,755.193,885.041495353,984.407577962
2608,755.181283362,22.8900151212,4090.3,71.574414941,753.996579419,9.65564351611,208.397988407,109.567371523,2608,153.347,0.469665,14.2362203151,756.886,4.91665284723,14.0891009964,512.703,-800.613,754.038,223.782205192,284.675691214
2609,755.651928048,22.7650172486,4007.71,62.2633606743,754.657329431,10.8409673989,164.63755192,108.589610423,2609,153.357,0.583973,13.9464043247,757.381,4.58617240397,14.5469185532,512.704,-800.76,754.635,193.504604752,222.441087337
2610,754.166171418,23.0001252898,4142.36,79.6468267166,752.960606542,6.2917965911,962.179920099,90.1760761121,2610,153.395,0.346075,13.5270450297,755.657,4.38798513565,14.8511922006,512.695,-798.376,752.974,965.048518139,983.858875222
2611,755.375565396,22.7780660239,4093.89,91.9319460654,754.195583498,23.0334449531,287.525130999,110.092710012,2611,153.411,0.427296,14.5423497102,756.856,3.86336100602,17.1060485029,512.686,-800.658,754.203,352.236209895,383.028945714
2612,755.206829619,22.7098224516,3975.82,143.886661958,753.967510867,12.3484923929,7.11136633599,28.4484895827,2612,153.432,0.523657,20.176971532,756.77,5.00638778396,30.1370348474,512.737,-797.823,754.081,34.4954680607,75.5160020475
2613,752.617724412,22.219023403,3861.8,92.8520411804,751.318384781,5.64797026872,970.636457969,92.5781725791,2613,153.463,0.338873,22.1958756353,754.04,5.32694926521,22.1717175504,512.729,-796.932,751.292,984.78303044,990.179114728
2614,751.566306723,23.1021438533,4068.04,71.8042412336,750.391844441,0.420736431254,994.897010764,96.1849841369,2614,153.481,0.386127,16.8260661245,753.066,3.81545714022,15.6899117765,512.712,-796.83,750.434,995.508383959,996.419964859
