AverageQLoss,AverageEsReturn,MinReturn,PolicyRegParamNorm,AverageQ,AverageY,AverageDiscountedReturn,AverageReturn,AverageAbsY,Epoch,AveragePolicySurr,StdEsReturn,MaxReturn,MaxEsReturn,AverageAbsQYDiff,AverageAbsQ,AverageAction,Iteration,MinEsReturn,QFunRegParamNorm,StdReturn
1.43792,420.199362701,480.007110772,121.113,20.0446,20.0454497609,159.59825503,1193.01000972,20.0588096042,1607,-20.2009,294.368703566,2459.35029083,742.4978828,0.558125140428,20.0592,0.999691,1607,30.8568766017,139.839,554.568043446
1.13608,258.539375253,425.06525849,121.152,20.0753,20.0763051716,177.655269969,632.005793481,20.0880200852,1608,-20.2349,223.646870269,1837.7471701,722.802875584,0.537884611746,20.0894,0.999669,1608,-3.07059632933,139.889,255.974563546
1.36904,285.381356171,450.477648146,121.153,20.0822,20.0831345367,175.071776196,693.811070933,20.0952112347,1609,-20.2478,377.245198181,2091.0708725,1140.85498318,0.557328312538,20.0977,0.999764,1609,-0.935744243782,139.938,322.586901967
1.65045,225.092331858,209.088073448,121.166,20.0602,20.0608742775,165.743395472,1061.6545083,20.069646879,1610,-20.2092,159.093409541,2066.5939158,439.926223543,0.576078768706,20.0725,0.999789,1610,-0.90810155595,139.973,532.982899663
1.39535,227.347610451,78.769635249,121.2,20.0467,20.0479633664,129.661229956,850.220182637,20.0614508051,1611,-20.2012,168.858653081,2226.02004488,510.311224758,0.557597465735,20.0618,0.999514,1611,11.7752202317,140.022,683.827719386
1.25658,288.032156018,353.37006025,121.236,20.1093,20.1109519269,141.804199162,1073.13100079,20.1202453335,1612,-20.2543,96.1845837494,1953.30594117,392.349546149,0.533971482262,20.1217,0.99963,1612,136.316733387,140.05,508.417146651
1.37466,190.055464547,181.177629614,121.266,20.1571,20.1585906658,133.102326591,601.360328454,20.1705368628,1613,-20.2977,199.715303834,1237.48862809,722.017809721,0.549361966622,20.1695,0.999699,1613,-2.87165626923,140.073,303.191066385
1.49451,176.264930099,279.684391108,121.267,20.0554,20.0565123259,153.490403699,684.61191974,20.0647516703,1614,-20.204,148.829589701,1674.04129308,543.614884692,0.563743452615,20.0676,0.999621,1614,13.6215464978,140.122,387.586140495
1.36567,354.975801256,338.161398014,121.309,20.1012,20.1025719366,164.572821852,1368.33195349,20.1123863021,1615,-20.252,212.558837509,1895.05506634,594.593378662,0.547972757962,20.1141,0.999594,1615,22.2011762834,140.167,468.403673882
1.35148,323.249132535,228.479154206,121.311,20.0179,20.0174100202,148.262823464,850.579956721,20.0299277545,1616,-20.1559,296.180924301,1884.9942588,847.288790453,0.552072420702,20.0333,0.999571,1616,-2.24727919114,140.171,614.027332555
1.42134,351.603389562,384.138636197,121.35,20.0824,20.0838008617,181.66255459,1445.04025142,20.0946077591,1617,-20.234,237.39782955,2309.67676004,641.114745201,0.554066911255,20.0981,0.999665,1617,-2.05394603336,140.252,585.133462214
1.33459,632.063419973,288.361087861,121.349,20.1164,20.1175593765,170.85000324,1270.26392042,20.1271910688,1618,-20.2657,572.665687967,2321.50446966,1423.60657858,0.550181903653,20.1301,0.999638,1618,87.922179673,140.297,682.106898571
1.32503,347.561076222,230.358599653,121.38,20.0858,20.0867452695,156.753453174,1316.99438319,20.096073534,1619,-20.2324,382.368160293,1941.16847437,1094.40025732,0.549178649057,20.0981,0.999636,1619,0.569170103978,140.34,580.854915002
1.42559,214.33345224,531.855673879,121.464,20.0922,20.0938632256,191.323460026,1191.06418837,20.1040197128,1620,-20.2501,172.634059113,2916.47564236,511.460338895,0.556315256737,20.1046,0.999733,1620,2.56922382836,140.383,729.055173064
1.38819,184.995431799,95.2743850959,121.496,20.0716,20.0730103361,155.060393967,394.874553554,20.0838857606,1621,-20.2217,132.323317442,1018.81353614,395.394156951,0.55192080454,20.0872,0.999813,1621,-1.84041012575,140.406,194.62429735
1.57996,284.240138678,154.090538709,121.568,20.0669,20.069103301,156.69203724,599.58359599,20.0779549306,1622,-20.214,230.285578651,1619.92368024,660.631139886,0.574676207787,20.0792,0.999716,1622,27.1351163528,140.425,330.204488817
1.45268,449.887855833,236.49943617,121.572,20.1051,20.1060675254,177.416253188,759.679103063,20.1186941429,1623,-20.2469,252.29160899,2806.81127489,745.068243671,0.549329269402,20.121,0.999717,1623,61.2427917448,140.485,537.929893778
1.24614,289.385173127,217.005083786,121.606,20.1311,20.1306613383,195.308706114,949.195206698,20.139637686,1624,-20.2752,184.732057979,2388.25580036,560.977142385,0.535478701051,20.1418,0.999692,1624,7.80279637512,140.498,556.529004374
1.36743,287.220814647,376.099808454,121.647,20.0839,20.0847698029,200.954633052,1058.76897303,20.0950890467,1625,-20.2373,128.89306198,2204.56576716,473.901543684,0.539550934961,20.0994,0.999665,1625,45.1874642998,140.522,419.148621516
1.28532,522.595554285,581.168163786,121.688,20.164,20.1650164739,195.607831099,1564.08949466,20.1709659761,1626,-20.318,541.456134203,2641.5604755,1457.10989274,0.527719512148,20.1743,0.99961,1626,149.563493541,140.571,578.430965847
1.41845,327.43038358,258.990777144,121.713,20.1284,20.1300675298,172.365153499,1296.82672479,20.135715545,1627,-20.2842,116.251513853,2479.7608378,453.577448201,0.553394167843,20.1362,0.999778,1627,113.543863285,140.624,749.069441247
1.2865,521.838944021,734.370116909,121.752,20.1153,20.1172197468,118.947732597,1265.14121146,20.1237198754,1628,-20.2651,218.830277881,1806.41370285,827.294665685,0.543162969407,20.1253,0.999695,1628,214.108286521,140.653,338.232842833
1.35258,402.280697925,170.019490523,121.741,20.148,20.1485875453,150.621583694,1107.21871625,20.1546366597,1629,-20.2954,294.016440618,1734.11584443,822.52157274,0.53952140387,20.1588,0.999732,1629,53.7190494901,140.662,479.523917947
1.29544,261.724867581,237.015009931,121.809,20.0918,20.0894352754,158.7569796,1034.73943587,20.097965311,1630,-20.25,236.698706008,1836.51100574,682.088249323,0.540752569886,20.1025,0.99973,1630,-2.82262694462,140.676,546.370852239
1.32014,120.592577792,83.1534350056,121.835,20.1149,20.1153433071,124.139950186,741.042880566,20.1214525227,1631,-20.2692,127.00825243,1699.42881735,439.907222355,0.544235233586,20.124,0.999732,1631,0.00411926653623,140.705,572.830538015
1.37669,148.345422202,194.057678459,121.867,20.1762,20.1777922881,156.722517557,699.624442898,20.1844948887,1632,-20.3336,101.691448619,1908.18935093,376.154017646,0.542430508451,20.1871,0.999793,1632,3.26290787846,140.693,585.407912375
1.14508,277.406289819,119.12363653,121.869,20.1893,20.1891296364,136.861623095,702.550481779,20.1964390594,1633,-20.3439,149.112161924,1751.69559687,588.248949184,0.521579437569,20.1987,0.999812,1633,123.365620975,140.73,519.777430934
1.17912,114.014289588,115.297067309,121.865,20.2633,20.2640283278,138.422762732,764.284772643,20.2696074758,1634,-20.4064,116.437620133,1916.5402054,324.694058104,0.521152811867,20.2728,0.999821,1634,-2.4191372409,140.758,580.43120035
1.41208,153.823824783,328.515767447,121.898,20.2189,20.2198184456,163.476697442,1165.3927227,20.2258395704,1635,-20.359,161.866513603,1971.10885463,504.042067432,0.551982025924,20.2298,0.999842,1635,-2.08499897947,140.791,548.942105938
1.39566,122.729711429,27.0029688044,121.958,20.1927,20.1920967824,69.2959313337,139.343160197,20.1995364928,1636,-20.3315,111.676788392,1362.86398291,301.737584535,0.555028814015,20.2046,0.999847,1636,-5.26995143374,140.841,171.290083072
1.51523,125.946329401,189.552664992,122.034,20.2113,20.2120164327,142.598598666,903.870788676,20.2184139101,1637,-20.3488,165.861375504,2020.34063684,608.968416204,0.558500743865,20.2211,0.999724,1637,-1.91297149195,140.866,541.640015103
1.43161,103.875502322,58.1420739553,122.054,20.174,20.1757577571,112.680803199,674.94992168,20.1842972779,1638,-20.3188,144.471935695,1985.33336778,532.648686336,0.559862207454,20.1867,0.999757,1638,-1.99884134842,140.907,566.566570273
1.49347,278.810576688,78.0364474512,122.12,20.206,20.2069480573,127.414876889,478.833870444,20.2141979268,1639,-20.3494,350.685188565,1830.35827518,920.066330134,0.564538796086,20.2168,0.999745,1639,-3.70058338796,140.957,380.67591933
1.2915,281.470698938,82.8511937288,122.146,20.2248,20.2244642215,145.736485453,445.47448108,20.2309402754,1640,-20.3731,209.457573631,1666.57464886,646.09503122,0.542542786996,20.2352,0.999825,1640,55.5302422943,140.998,266.513685284
1.31598,266.038162895,72.6072636542,122.147,20.1831,20.1849164246,75.994051356,176.012459698,20.1914592588,1641,-20.3208,182.081476383,1537.20086241,601.431069159,0.544547558046,20.1955,0.999685,1641,-1.33384980429,141.05,241.645464044
1.33678,96.7049111152,89.5905520576,122.16,20.1256,20.1260836313,105.784471578,547.755985588,20.1322833834,1642,-20.2549,84.1277563731,2833.5568028,229.977640763,0.546990745154,20.134,0.999806,1642,-2.38730805364,141.101,667.620494149
1.18697,99.2565621166,25.7596578148,122.194,20.1912,20.1923209942,75.3355612367,206.72091554,20.1984860989,1643,-20.3271,119.642578074,769.135362324,383.543179045,0.539534537937,20.2011,0.999766,1643,-2.15903609195,141.127,164.703463365
1.39727,51.2681491425,21.1916280524,122.255,20.1173,20.1188907675,77.0016071991,227.98285066,20.1272084282,1644,-20.2512,97.2190361802,1234.39741533,386.822161464,0.564236517382,20.13,0.999855,1644,-7.27202059372,141.158,255.212502232
1.44113,100.13687627,18.5762885986,122.273,20.1258,20.1271976461,24.161067628,45.3230243909,20.136394558,1645,-20.2621,92.6503935952,1421.96559841,300.103068578,0.561528428255,20.137,0.999874,1645,1.93303933771,141.202,125.687888616
1.34052,72.5392395014,23.1493568175,122.294,20.1052,20.1043155941,65.6826633383,271.096201052,20.1112778194,1646,-20.2457,101.665574198,1953.7562875,369.920678787,0.564876707367,20.1174,0.999811,1646,-25.0077819002,141.249,412.835059346
1.36163,66.6235560856,29.5872627142,122.296,20.1475,20.1487129947,81.0969124352,354.9540635,20.1568175621,1647,-20.2743,82.5631128726,1733.45770412,344.247920881,0.563087556883,20.1595,0.99974,1647,-1.60289134293,141.307,419.681033235
1.44037,167.769462656,30.1937277452,122.31,20.1773,20.1779662355,89.7066948346,352.634756532,20.188495134,1648,-20.3115,253.220485716,1798.84458509,771.292920279,0.561608942367,20.193,0.999785,1648,-2.83409307163,141.347,401.093314846
1.43408,50.9740072308,20.9968966028,122.275,20.1012,20.1015034116,94.670774046,334.743536971,20.1124053325,1649,-20.2387,52.3628979031,1683.00631254,159.124072364,0.578910611615,20.1162,0.999866,1649,-1.00389823305,141.415,340.488529337
1.46348,93.1509716064,86.1174896944,122.281,20.0925,20.09094658,110.847548871,550.892806748,20.1028952338,1650,-20.2323,88.5829863688,1576.20813743,261.268876871,0.581293789636,20.1075,0.999807,1650,-3.43988880911,141.429,411.605531736
1.44575,106.7451007,93.6865044711,122.333,20.0757,20.0759362401,121.188932629,592.645206087,20.0864249834,1651,-20.2284,110.621919887,2336.34232135,327.642067407,0.586121369568,20.0915,0.999741,1651,-3.40541414818,141.479,688.974494679
1.34986,248.600816022,406.580585345,122.338,20.1924,20.1939890974,144.360026866,1021.92785688,20.2052995012,1652,-20.3503,173.4177544,1671.0598173,541.88039194,0.566683191709,20.2082,0.99965,1652,34.9063221195,141.508,419.236012763
1.61721,335.148241896,223.860892492,122.356,20.1032,20.1027860019,149.083511785,1278.21441944,20.1136879594,1653,-20.2556,191.058731724,2245.57985273,545.65769116,0.58891048933,20.1168,0.999661,1653,4.76492456063,141.552,600.229427063
1.46233,505.198411279,549.513132923,122.343,20.0983,20.1001350057,134.778815377,1175.81249473,20.1110251306,1654,-20.2433,385.942333036,2300.27224294,1016.14954544,0.571554728194,20.1111,0.999787,1654,83.518360146,141.572,617.352549228
1.30136,285.443984954,249.064048726,122.325,20.1096,20.1108542122,144.756842543,1102.15886346,20.1219332933,1655,-20.2535,253.09289863,2295.36414875,738.092708314,0.559799576995,20.125,0.999685,1655,33.5512753328,141.653,620.842699717
1.39373,157.122181835,85.3722861205,122.382,20.1281,20.1283722677,129.174324455,1091.02150502,20.1359640745,1656,-20.2711,191.00805811,2053.97794039,483.357371854,0.567304906729,20.141,0.999712,1656,-3.09289076628,141.691,627.9262533
1.43823,137.89924938,461.804930346,122.398,20.1338,20.1324358276,133.036328195,1112.20576748,20.1418429574,1657,-20.2813,161.370994577,2106.23735541,559.474213105,0.567808276194,20.1473,0.999754,1657,-3.40689141483,141.765,588.510185149
1.37625,293.65663398,172.426890493,122.467,20.1331,20.1352839897,175.535120229,905.587214543,20.1495675143,1658,-20.3017,105.841486201,2193.83342553,425.835107519,0.572398764783,20.1502,0.999742,1658,119.341090992,141.783,570.406698012
1.39666,407.981583928,195.604334572,122.467,20.2126,20.2123307555,133.18374181,681.314353083,20.2252503122,1659,-20.3761,192.101563714,1665.82785416,712.786186417,0.564966068742,20.2269,0.999798,1659,200.619117924,141.784,342.721392488
1.39634,258.42227412,320.521121446,122.498,20.1726,20.1734493122,140.628199909,1134.51201515,20.1838973129,1660,-20.3245,266.602239214,2161.99497275,706.711329391,0.556176062603,20.1861,0.999737,1660,13.0273635002,141.839,498.425455978
1.40714,213.09379497,139.866764015,122.534,20.1735,20.1712258325,145.776826319,823.467545538,20.1788640293,1661,-20.3134,191.212367361,1923.77919025,499.552846249,0.561873484775,20.1868,0.999759,1661,-3.89139139675,141.838,473.270040927
1.40075,179.641519751,126.00546736,122.547,20.1823,20.1836640787,149.411804979,1265.94258575,20.1923493603,1662,-20.3303,55.9031233489,2532.93204649,269.039143147,0.572663312739,20.1945,0.999796,1662,81.8667103851,141.907,802.950582381
1.24985,283.905397973,271.717904609,122.617,20.2392,20.2391317048,169.697767844,734.36189456,20.2491556315,1663,-20.3956,155.653834738,2329.42901986,475.410266252,0.550369898781,20.2519,0.999794,1663,91.0690266457,141.887,617.949230754
1.65467,356.541667058,420.837956108,122.618,20.205,20.2065868265,169.914701871,1118.2704259,20.2160837384,1664,-20.3549,359.845937034,2057.7105307,850.881674145,0.583315818997,20.219,0.999783,1664,4.70736375376,141.905,524.423753139
1.23606,853.183616242,144.686525613,122.641,20.1654,20.1662085603,121.41174402,444.058535305,20.1752212587,1665,-20.3114,275.184643349,1907.0620914,1241.09817292,0.54523596492,20.1767,0.999814,1665,632.178150478,141.92,491.834713664
1.39052,175.111066295,211.242062545,122.664,20.1677,20.1683509722,174.676243996,1051.38648571,20.1764468403,1666,-20.3196,215.107211335,2649.59980574,650.095864073,0.561009633483,20.1777,0.999831,1666,7.79904832048,141.953,676.293327782
1.60411,257.183525916,212.890043248,122.699,20.128,20.1294990813,180.978183471,938.809087957,20.1429980928,1667,-20.2698,251.771272791,2612.02857142,791.001960664,0.571008391815,20.1447,0.999766,1667,0.619372071818,141.977,643.646339951
1.44132,191.755411846,247.361512288,122.683,20.1286,20.1283153581,167.595495616,728.223779945,20.1381024959,1668,-20.2673,101.190694598,2509.77062647,319.810156627,0.5598847674,20.1412,0.99975,1668,24.2395730872,141.98,596.734880662
1.36471,343.880133914,268.34479611,122.684,20.1351,20.136665656,182.016317315,860.067712235,20.1517629953,1669,-20.2727,241.484531261,2099.21168945,745.267948842,0.558322381234,20.1517,0.999846,1669,30.3110052197,142.006,442.310430841
1.31283,442.158985467,47.9116629927,122.702,20.112,20.1130114132,111.648713626,433.379677494,20.1236346463,1670,-20.2532,379.592404221,1168.1635481,893.310541305,0.559206803407,20.1264,0.999862,1670,8.11226846418,142.056,285.583884238
1.36804,203.719915837,88.4652114486,122.775,20.1335,20.1339452481,140.343929554,661.824318663,20.1460740054,1671,-20.273,188.114527324,1871.52314158,571.782056542,0.561756456862,20.1484,0.9998,1671,11.4128697622,142.097,474.425292721
1.25694,466.946597083,73.7685552279,122.81,20.1146,20.1154489653,141.960028241,582.855936112,20.1260819254,1672,-20.2642,214.397517142,2366.34019751,795.546075357,0.558264756185,20.1292,0.99981,1672,206.191553423,142.11,430.489476212
1.45203,379.813012895,59.3352139779,122.866,20.131,20.13083673,125.259584904,468.219779691,20.1430950643,1673,-20.2903,362.102806361,2063.35023959,993.233764448,0.572007625188,20.1456,0.999819,1673,79.2593800314,142.11,488.215778932
1.39642,256.668945248,170.408506168,122.881,20.1889,20.1898630212,128.887194343,673.796642793,20.2065527483,1674,-20.3406,220.117667577,1902.45471772,671.434264344,0.562408422913,20.2081,0.999803,1674,67.0738196245,142.118,475.317306813
1.43527,205.290117546,139.386121788,122.865,20.1253,20.1267728753,104.264092131,585.303250625,20.1415975409,1675,-20.2683,91.8012783871,1482.21393656,380.54675114,0.567678794151,20.1436,0.999874,1675,72.3725847918,142.114,355.556028564
1.26504,265.711623776,63.5413532203,122.925,20.1786,20.1788921152,87.0864732308,645.571954517,20.1942345653,1676,-20.3271,271.327648609,1763.33794878,841.066565212,0.565366277997,20.1945,0.999717,1676,17.6923388153,142.157,512.322495104
1.50179,96.1900978934,-29.314817915,122.952,20.1599,20.1604872634,81.1861521491,716.119751084,20.1765189833,1677,-20.3022,91.09902868,1992.57436512,273.018507843,0.571280971687,20.1784,0.999804,1677,-3.87046881295,142.197,742.652338035
1.2335,442.054563087,-5.65900224067,122.971,20.1998,20.2015785257,93.0544727037,748.131087332,20.2166227317,1678,-20.3413,449.552509961,2001.40698563,1187.7579384,0.548415460566,20.2183,0.99977,1678,32.6586897938,142.208,656.804073714
1.3699,154.693815592,-6.13129637913,123.022,20.1308,20.1312756008,100.289686624,806.401198734,20.1465686092,1679,-20.2673,56.2877070502,2308.71166999,196.316370878,0.558126552008,20.1483,0.999762,1679,26.8316832039,142.232,695.250597207
1.44921,476.535888027,1.61341939376,123.03,20.1244,20.1236562469,115.303499735,699.991586349,20.136783165,1680,-20.2533,302.058458929,1697.75740945,1023.92897353,0.563963774111,20.1395,0.999649,1680,134.212949711,142.246,399.216962253
1.47443,172.112374249,-5.42729122978,123.041,20.1048,20.1063002349,99.2439833565,1133.22266191,20.1189823423,1681,-20.2223,141.962368228,2152.15690803,365.86107028,0.560246920808,20.1192,0.999772,1681,-30.7053611762,142.274,662.589429076
1.28841,322.815559679,-24.1198691585,123.068,20.088,20.0879561075,103.173424581,587.873787045,20.102449383,1682,-20.2186,136.314751055,1919.57769111,595.891112622,0.543232139796,20.1034,0.999688,1682,153.519054808,142.301,520.573252444
1.44004,243.749622122,444.694552625,123.097,20.0962,20.0982591323,174.755248366,1431.58962755,20.1159663646,1683,-20.233,113.271924964,2373.47281724,441.19455672,0.55525127511,20.1162,0.999767,1683,89.0455586209,142.318,574.549381858
1.33011,219.342522135,354.519211313,123.11,20.0051,20.0073262167,149.275061806,1206.78626909,20.02401285,1684,-20.1488,175.665923367,2451.11057733,557.115244855,0.549067140923,20.0261,0.999798,1684,7.58209077676,142.346,634.484081553
1.29864,291.304968413,823.799298801,123.142,20.0513,20.0515112087,189.738374497,1771.34967367,20.0649333194,1685,-20.1975,145.327339004,2533.77033071,487.294086896,0.541748211123,20.0689,0.999682,1685,32.7715691729,142.4,511.62221358
1.25454,591.522241162,58.34064132,123.155,20.1345,20.1354164353,154.438802041,1254.42478913,20.1512260698,1686,-20.278,482.632936026,2236.29763436,1220.48284823,0.54123698085,20.1525,0.999764,1686,47.4591802761,142.392,789.394408505
1.42642,340.202609678,175.169672456,123.171,20.0653,20.0650560301,156.766349061,1649.44293351,20.0787199436,1687,-20.2065,287.206854526,2192.84219968,683.999387557,0.558994277747,20.0809,0.999734,1687,4.48135593685,142.415,613.93015332
1.42094,340.202742623,186.442508209,123.164,20.0593,20.0610705216,149.410244462,897.223803903,20.0761643058,1688,-20.207,177.202145205,2188.70589807,499.701583751,0.556927633071,20.0775,0.999782,1688,93.0586084114,142.465,659.061781347
1.34326,204.129995931,63.2805545179,123.144,20.0528,20.0532891802,128.878924555,565.942039335,20.0706100336,1689,-20.1958,287.242223583,2218.56487677,1036.64988673,0.554666159644,20.0737,0.999763,1689,1.33686527822,142.526,520.107407711
1.32474,106.204153075,106.430989967,123.143,20.0893,20.0896553545,106.645939093,290.948038657,20.1016166037,1690,-20.22,103.863336173,611.860202274,364.649495397,0.553879409006,20.1034,0.999709,1690,33.8243621261,142.514,150.461896995
1.46707,310.411836041,173.34273284,123.173,20.0537,20.0553621869,141.628459068,534.382931306,20.0720843308,1691,-20.1977,192.705866727,2047.6443692,618.329171995,0.574676738182,20.0728,0.999731,1691,33.365317289,142.555,452.942716537
1.42789,251.481558512,219.389143648,123.214,20.0235,20.0237725878,142.621884134,778.630215984,20.04168365,1692,-20.1699,125.843506756,1723.60207914,453.468360924,0.567846573169,20.0446,0.999804,1692,66.3749888856,142.595,456.544831471
1.15967,120.038205397,43.8912086474,123.234,20.1581,20.1579568873,103.937779536,453.06844608,20.1723757877,1693,-20.3138,96.4369370489,1212.08266926,323.14015122,0.545759432182,20.1761,0.999626,1693,-2.99239583955,142.624,290.108655696
1.50982,116.242041768,36.2429558615,123.211,20.0376,20.0388088627,47.6665375529,121.222679049,20.0576915891,1694,-20.1787,115.456005754,954.928258066,439.470677356,0.578887085883,20.0613,0.999811,1694,-1.5766371282,142.642,190.669838623
1.52018,153.592208335,110.897367604,123.224,20.0438,20.0442269592,111.752638805,579.010070693,20.0661304083,1695,-20.1816,107.05426041,1477.13469457,394.333031202,0.58556842526,20.0694,0.999748,1695,25.1363374551,142.68,391.602195458
1.44183,203.202685786,118.456729859,123.238,20.0358,20.0352232922,127.914162966,558.143856694,20.0524991292,1696,-20.1811,142.534186318,1401.95194374,409.301266979,0.572263491575,20.0555,0.999712,1696,-0.577388988106,142.728,407.192444944
1.34888,185.653594589,49.8404047372,123.263,20.0869,20.0882986504,115.564819327,520.139998923,20.1027120891,1697,-20.2285,113.010850879,1537.36744745,431.799656462,0.564859472336,20.1046,0.999788,1697,46.593402701,142.739,520.544340804
1.41222,262.635920444,245.455286657,123.282,20.0337,20.0337709,150.615852804,681.12147721,20.0507537471,1698,-20.1789,165.183255945,1552.21454769,490.173760025,0.568014035456,20.0527,0.99977,1698,4.72989198785,142.776,377.483094771
1.53691,231.580579093,217.407553175,123.29,20.0481,20.0493479671,151.618905215,999.157234731,20.0642780688,1699,-20.2075,162.628491212,2106.07332898,465.422327135,0.576331259194,20.0671,0.999852,1699,55.9932146414,142.793,713.768681319
1.34924,807.882017843,225.376339573,123.282,20.0384,20.0400097982,167.834531336,675.32258567,20.0516164949,1700,-20.1808,539.951746653,2276.60002118,1522.75230428,0.556361187838,20.0558,0.999865,1700,217.977116914,142.804,547.765511297
1.31843,179.218261616,144.518439908,123.317,20.1191,20.119717918,148.637551703,989.093669037,20.1366110795,1701,-20.2627,110.821681789,2406.30681221,334.197950821,0.562346441197,20.1405,0.999819,1701,2.93095876426,142.812,908.219852699
1.36731,266.433233897,120.533204845,123.386,20.1248,20.1253348749,137.175980418,1151.00837059,20.1357715924,1702,-20.27,81.2229680105,2002.04174439,394.109049563,0.559287416813,20.1388,0.999807,1702,131.794899384,142.869,681.241802097
1.44738,351.079115082,894.323623325,123.421,20.1222,20.1219345925,144.870650454,1475.69295144,20.1344461228,1703,-20.263,155.901237848,1979.29784184,608.915554475,0.558182082731,20.1385,0.999781,1703,156.09425578,142.919,338.059701483
1.46314,204.792223305,621.151883399,123.42,20.0571,20.0581922873,118.750667007,1426.63409779,20.0713853007,1704,-20.1978,144.622314218,1910.16426242,432.32265308,0.555493125311,20.0741,0.999841,1704,-1.23327628255,142.926,455.532579395
1.33771,213.841353927,364.786656268,123.461,20.0472,20.0471379578,155.503214598,1289.78288265,20.0609136398,1705,-20.185,238.002836533,2075.94623146,538.894998799,0.548466617948,20.0624,0.999749,1705,-16.4931145051,142.981,594.677420963
1.50518,283.953626781,101.886248417,123.464,20.0241,20.0244594042,117.705178483,480.035613629,20.0378155279,1706,-20.1657,140.365916529,2164.75302385,394.35087385,0.564194370889,20.0419,0.999803,1706,2.68078540753,143.015,646.442135864
1.2772,435.388660879,58.4584368484,123.427,20.054,20.0539920858,103.206521674,649.831634569,20.0665164593,1707,-20.1946,366.47731665,1928.35954027,913.685165696,0.544436272311,20.0694,0.999759,1707,23.3740568047,143.054,655.943264849
1.40365,289.016464952,95.042876648,123.481,20.0347,20.0346062325,126.148657862,731.896341582,20.0468311743,1708,-20.1717,296.788297233,2099.94862396,763.258846179,0.561917696215,20.0492,0.999745,1708,-2.39499512353,143.074,682.785511112
1.46369,351.79435225,79.3587301675,123.493,20.0327,20.0321382052,142.438324767,628.661620295,20.0439862393,1709,-20.1787,468.811107316,1633.28783587,1263.75684615,0.562171016485,20.047,0.999738,1709,-0.149063640447,143.124,383.81906474
1.26826,240.89541707,74.5440078322,123.515,20.0094,20.0088941361,92.0875834304,526.480817525,20.0203732471,1710,-20.1435,173.677335438,1544.01230402,465.123017097,0.550478610927,20.0244,0.999779,1710,-0.0133897389324,143.174,479.530952373
1.62269,135.39441201,264.267681717,123.588,20.0556,20.0578866232,107.356373284,921.655276628,20.0702770226,1711,-20.1881,116.420168359,1902.11420743,267.806524592,0.585380578945,20.072,0.999758,1711,-1.59838695313,143.255,594.255484467
1.36163,502.384342387,113.392124403,123.626,19.9775,19.9773896409,104.498550056,866.491475293,19.9925438163,1712,-20.1302,519.973596104,2021.12591769,1372.31752616,0.565910880308,19.9968,0.999826,1712,-4.13376018206,143.293,618.598208584
1.34418,356.881886425,90.2731778979,123.633,20.0141,20.0141604564,104.737723195,564.302418045,20.0232647163,1713,-20.1691,293.046256558,2059.68823047,925.111076458,0.564562240402,20.0262,0.999621,1713,-2.65344864385,143.35,642.467031972
1.26864,218.699824693,96.4606014333,123.673,20.0653,20.0660499917,139.301136522,1047.16192593,20.0732091895,1714,-20.2168,246.70609177,1938.08192817,691.218968138,0.550483631987,20.0766,0.999836,1714,1.2472341078,143.357,636.620952714
1.47747,232.603899852,278.161290546,123.684,20.0368,20.0371764433,158.780677427,1130.52563068,20.0460868385,1715,-20.1994,179.806286746,1992.27197633,604.670670749,0.570222943095,20.0481,0.99982,1715,28.7902906704,143.408,461.075778734
1.39419,254.8908017,216.693538619,123.697,20.126,20.1270868974,175.693963821,1035.19182251,20.1345662609,1716,-20.2798,409.178750489,2037.89747203,1280.03763659,0.562945232673,20.1379,0.999832,1716,-5.04649370356,143.426,607.85667254
1.46544,251.171020978,178.083709412,123.738,20.1056,20.1077237487,141.942095977,553.94885675,20.1177318055,1717,-20.2519,231.132021326,2123.23043057,678.778129008,0.570898115214,20.1207,0.999807,1717,7.82430058738,143.445,550.581496707
1.23808,500.163494687,6.12161379108,123.783,20.1379,20.1368654276,80.2156741245,341.966225671,20.1459994146,1718,-20.2886,61.4795318431,1438.30567189,585.236166055,0.556864855918,20.1493,0.999768,1718,410.941887735,143.464,399.394577505
1.27286,191.324855619,217.634767271,123.787,20.0488,20.0503094259,203.092969411,597.584663031,20.0592905988,1719,-20.1889,182.994659047,819.174024502,626.373841113,0.564666838941,20.0611,0.999827,1719,16.4048277088,143.482,122.720344003
1.4903,190.77077486,324.881973265,123.812,20.0994,20.0994618106,187.351473842,596.887695135,20.1064801797,1720,-20.2463,161.125132277,1291.95450617,522.188915049,0.577450950155,20.1101,0.999793,1720,38.4884781496,143.516,168.924553565
1.41463,149.153343464,256.903231125,123.841,20.0957,20.0957803729,182.70118738,1054.95002948,20.1045180612,1721,-20.2449,230.76246246,2642.5638144,662.147266603,0.566731611399,20.107,0.999758,1721,8.61063183642,143.531,687.971654911
1.43126,241.334627811,153.65708409,123.863,20.1044,20.1055302515,141.193686468,1244.42587214,20.1135723382,1722,-20.2473,239.611086097,1991.30635606,648.118192354,0.571299091571,20.1164,0.999786,1722,25.629327112,143.564,658.781735119
1.26641,196.220048301,11.1129282468,123.928,20.0918,20.0917937002,53.9087180218,299.34295092,20.1004525392,1723,-20.228,157.122280915,2942.5835985,499.503744684,0.565144835916,20.1025,0.999841,1723,5.22187583846,143.578,628.031292045
