MaxEsReturn,AverageAbsQ,AverageAbsY,MinReturn,AverageAbsQYDiff,StdReturn,PolicyRegParamNorm,Epoch,MinEsReturn,AverageAction,AverageEsReturn,AverageQ,MaxReturn,StdEsReturn,AverageDiscountedReturn,Iteration,QFunRegParamNorm,AverageY,AveragePolicySurr,AverageReturn,AverageQLoss
3967.32887878,472.367,472.373390164,494.687172492,4.10080618634,1364.39910702,86.9315,355,3967.32887878,0.957584,3967.32887878,472.367,5415.46956408,0.0,365.357668506,355,135.622,472.373196646,-475.143,4481.79119606,238.855
3003.83793322,473.234,473.243893576,1818.92947652,4.14434310755,1087.58596636,87.0727,356,3003.83793322,0.955338,3003.83793322,473.228,5869.70438982,0.0,405.668978118,356,135.801,473.243693635,-475.969,4715.2494846,219.867
3607.63021513,473.522,473.538869118,4999.61589077,4.33606196364,370.177537388,87.165,357,3607.63021513,0.96037,3607.63021513,473.521,5949.4205965,0.0,441.841064675,357,136.096,473.538735763,-476.261,5639.09031476,254.125
1444.85113404,473.758,473.764976854,2865.67204218,4.28093298393,848.147050807,87.2254,358,1444.85113404,0.950401,1444.85113404,473.758,5909.78967299,0.0,419.548325764,358,136.395,473.764826068,-476.515,5331.91192901,255.029
2931.81698718,473.973,473.98334051,5138.0696417,4.37413212086,148.739367011,87.3709,359,2931.81698718,0.956284,2931.81698718,473.969,5590.97627137,0.0,418.634140414,359,136.653,473.983090201,-476.749,5327.57807858,280.013
3721.4509609,474.31,474.31966497,5241.06535423,4.1266664525,129.432542491,87.4657,360,3721.4509609,0.952156,3721.4509609,474.31,5656.14802641,0.0,422.973244451,360,136.892,474.319533198,-477.117,5499.3849754,231.533
3482.26082466,474.544,474.552945275,5238.53705217,4.3176355449,68.7023355481,87.5368,361,3482.26082466,0.94513,3482.26082466,474.544,5512.28530499,0.0,417.838357766,361,137.148,474.552739327,-477.321,5373.89141861,263.141
3787.95993362,475.528,475.537097705,1205.62379138,4.29767704447,1209.12731349,87.7221,362,3787.95993362,0.946793,3787.95993362,475.525,5519.0219738,0.0,402.022447882,362,137.366,475.536847351,-478.334,4802.31176659,264.105
3442.69857722,476.177,476.187676175,1396.91443283,4.11566191896,989.620506149,87.8331,363,3442.69857722,0.944227,3442.69857722,476.175,4819.32832626,0.0,365.206963192,363,137.641,476.187466758,-478.949,4349.16485856,223.568
3316.8842653,476.09,476.10113456,1638.67027163,4.22770874727,994.99546922,87.9255,364,3316.8842653,0.94817,3316.8842653,476.089,5294.1516208,0.0,392.666927386,364,137.813,476.100966101,-478.873,4462.52747165,245.459
3762.82979901,476.802,476.815728069,5245.7088837,4.20312574099,85.7383178167,87.9806,365,3762.82979901,0.948834,3762.82979901,476.802,5498.57418934,0.0,425.958481017,365,138.076,476.815621046,-479.504,5386.26218454,239.71
3389.36949734,477.35,477.359401172,61.6736055248,4.09109842853,1503.41494169,88.1091,366,3389.36949734,0.946661,3389.36949734,477.349,5305.70622012,0.0,381.0388677,366,138.315,477.35921254,-480.082,4549.50710471,228.574
3362.89376517,477.326,477.334833939,5086.51172385,4.2330600144,94.083925916,88.2084,367,3362.89376517,0.950229,3362.89376517,477.325,5412.1371509,0.0,408.065550955,367,138.572,477.334651201,-479.991,5230.14952712,257.332
3647.42799724,478.025,478.037140875,5106.79001362,4.29819256185,186.256354627,88.2805,368,3647.42799724,0.951111,3647.42799724,478.022,5740.69068756,0.0,420.3195346,368,138.792,478.036923392,-480.758,5449.16790494,252.305
3200.28604332,479.388,479.392568993,4907.22803137,4.08622592409,115.040341308,88.4028,369,3200.28604332,0.95584,3200.28604332,479.387,5342.02591843,0.0,400.094443755,369,139.006,479.392365316,-482.115,5201.23502808,201.2
3166.60087292,478.557,478.564281015,4899.11123713,4.25792537248,84.6749840997,88.5013,370,3166.60087292,0.95796,3166.60087292,478.556,5187.97629601,0.0,360.554124308,370,139.209,478.564109722,-481.34,5102.41592623,251.298
2962.00680042,479.611,479.625200325,5254.22758353,4.06153216305,121.647468294,88.6528,371,2962.00680042,0.9511,2962.00680042,479.611,5673.80941021,0.0,418.682808033,371,139.41,479.625086131,-482.293,5445.15785973,221.979
2240.59053133,479.0,479.010090896,4941.26002923,4.43837099348,211.787520129,88.7322,372,2240.59053133,0.947633,2240.59053133,479.0,5568.38197624,0.0,380.772734146,372,139.72,479.009856071,-481.694,5317.38242967,279.974
2013.6925437,478.419,478.431006015,4952.07165688,4.2602794052,61.0415564131,88.8617,373,2013.6925437,0.939731,2013.6925437,478.418,5150.86279857,0.0,408.267054259,373,139.965,478.430958366,-481.147,5026.94759949,241.476
3396.68505855,480.298,480.302035986,2699.90365287,4.28554001392,684.717664118,89.012,374,3396.68505855,0.94301,3396.68505855,480.297,5194.57239992,0.0,393.95680023,374,140.207,480.301797984,-483.018,4701.58164015,259.475
3569.95577215,479.646,479.656785913,-249.328428202,4.37213352658,1686.32478645,89.1226,375,3569.95577215,0.94844,3569.95577215,479.645,5632.52924561,0.0,356.744693029,375,140.472,479.656517615,-482.335,4721.85645475,268.382
479.567510554,479.609,479.621951995,5172.16511258,4.34692343871,153.870757445,89.2256,376,479.567510554,0.947658,479.567510554,479.608,5670.33295871,0.0,425.34810738,376,140.697,479.620826391,-482.347,5441.60908561,260.462
3401.03172978,479.993,480.000241536,4874.73476433,4.17047681023,100.272166717,89.3334,377,3401.03172978,0.945987,3401.03172978,479.989,5171.21765037,0.0,395.38430915,377,140.912,480.00006116,-482.708,5009.89169215,248.436
3643.48672411,480.09,480.101117934,3755.44748709,4.183765305,405.952543875,89.459,378,3643.48672411,0.94162,3643.48672411,480.089,5234.44311356,0.0,405.180537607,378,141.125,480.099194338,-482.862,4828.31161544,226.992
3532.09076759,479.949,479.964964173,1384.86633788,4.46225818534,1462.4520353,89.571,379,3532.09076759,0.95636,3532.09076759,479.948,5310.44657337,0.0,370.760471452,379,141.336,479.964781286,-482.712,3989.07946811,285.459
3647.80666801,481.325,481.329629835,4755.36263638,4.22458390598,65.3197298433,89.6665,380,3647.80666801,0.948745,3647.80666801,481.324,4948.79858926,0.0,387.230967787,380,141.558,481.329441519,-484.043,4873.62576334,243.979
3459.23718025,481.946,481.957815281,713.368585069,4.21110809232,1440.99029316,89.7144,381,3459.23718025,0.954135,3459.23718025,481.945,5723.85725463,0.0,395.138642315,381,141.783,481.957665405,-484.635,4895.31197556,238.39
3595.25872169,481.76,481.770783324,361.997430709,4.27220527723,1560.96901455,89.8855,382,3595.25872169,0.962408,3595.25872169,481.76,5163.15641824,0.0,352.544039157,382,141.983,481.770632333,-484.503,3596.80556995,236.931
3610.96429431,483.035,483.046355759,5198.22952772,4.17616246247,152.573987449,89.9241,383,3610.96429431,0.950738,3610.96429431,483.035,5612.01722946,0.0,404.67907793,383,142.196,483.045988159,-485.836,5416.02199329,220.89
3537.57209027,482.781,482.782294454,2496.80668996,4.37304094215,841.387824637,90.0856,384,3537.57209027,0.951496,3537.57209027,482.781,5611.51927227,0.0,421.929104412,384,142.394,482.782044711,-485.563,4970.12994101,256.746
3690.45324007,483.017,483.034301326,5327.75313144,4.44172059038,174.611528198,90.1812,385,3690.45324007,0.951264,3690.45324007,483.015,5921.86583244,0.0,443.085341724,385,142.59,483.034055993,-485.789,5746.77825662,279.06
3680.17428586,483.716,483.729052565,4074.17423523,4.20837768263,359.14312987,90.3669,386,3680.17428586,0.959698,3680.17428586,483.715,5513.18827673,0.0,392.951078709,386,142.804,483.72887784,-486.519,4867.66534858,237.827
3582.12535817,484.656,484.668208893,4844.17808617,4.30653356374,122.478878318,90.4287,387,3582.12535817,0.9441,3582.12535817,484.653,5287.56145345,0.0,404.926580441,387,143.044,484.66808854,-487.478,5149.47411786,259.445
3450.52009163,484.834,484.837324652,-85.8480849401,4.38819543558,1755.80692086,90.5231,388,3450.52009163,0.947126,3450.52009163,484.832,5675.65944631,0.0,369.24121709,388,143.317,484.837138221,-487.703,4530.65536027,255.943
3369.65532442,485.316,485.329664447,2204.4753987,4.41171253129,1007.1755795,90.6057,389,3369.65532442,0.956404,3369.65532442,485.315,5855.77940506,0.0,402.924115923,389,143.529,485.329477292,-488.161,5006.00323315,281.355
3751.93733553,485.449,485.457924432,4588.83261295,4.32455342332,219.877162355,90.7088,390,3751.93733553,0.958502,3751.93733553,485.447,5405.96358522,0.0,401.229159452,390,143.732,485.457694277,-488.271,5055.36687894,267.097
3595.16711316,486.258,486.269419343,1310.69806473,4.38437309333,1217.49782157,90.8269,391,3595.16711316,0.948906,3595.16711316,486.258,5566.85889465,0.0,412.963000723,391,143.93,486.269163691,-488.991,4878.87187145,266.657
3675.10190114,486.497,486.505971743,4711.2269472,4.33097678473,167.692465996,90.9625,392,3675.10190114,0.946789,3675.10190114,486.494,5396.06315586,0.0,397.608243626,392,144.168,486.505742801,-489.282,5094.84349795,243.339
3335.82132678,486.938,486.944160166,5155.90265262,4.24835115675,107.234279938,91.0389,393,3335.82132678,0.941547,3335.82132678,486.937,5488.11975682,0.0,420.286408233,393,144.367,486.94393866,-489.63,5303.79641248,237.431
3571.00851139,487.475,487.488288625,4816.50788434,4.30796020837,241.863961905,91.1405,394,3571.00851139,0.947631,3571.00851139,487.475,5640.06812182,0.0,406.030650549,394,144.587,487.488201421,-490.313,5384.13237421,252.192
3281.68863013,488.586,488.597725507,4269.97008646,4.39954035565,450.29763179,91.2488,395,3281.68863013,0.947178,3281.68863013,488.585,5862.82027362,0.0,397.431429942,395,144.748,488.597603939,-491.379,5233.41775702,257.567
3580.98334935,487.692,487.704380575,4951.59356651,4.46873134177,190.595626142,91.3252,396,3580.98334935,0.950008,3580.98334935,487.692,5604.19072358,0.0,413.410366822,396,145.017,487.70414864,-490.496,5405.59638562,277.539
4100.93485834,489.192,489.200319493,5031.06717267,4.43876903835,319.218822624,91.4327,397,4100.93485834,0.951494,4100.93485834,489.189,6089.61488746,0.0,439.32696641,397,145.193,489.200167768,-491.977,5750.20802841,269.681
3970.14204052,489.157,489.163885151,5461.40949642,4.53349672333,111.339759707,91.5497,398,3970.14204052,0.953553,3970.14204052,489.155,5793.01683972,0.0,432.612229528,398,145.407,489.16377475,-491.944,5638.62751296,298.404
3199.80774918,489.383,489.394004877,-292.261366521,4.4367037215,1568.83188221,91.6623,399,3199.80774918,0.960491,3199.80774918,489.383,5330.5169273,0.0,337.022544931,399,145.651,489.393798272,-492.154,4132.22438903,265.978
3882.56662007,489.942,489.943579495,5486.290338,4.32951833083,173.824453558,91.7864,400,3882.56662007,0.954455,3882.56662007,489.938,6134.91146846,0.0,417.686412352,400,145.821,489.943481917,-492.761,5788.08167933,253.207
3779.65611528,489.9,489.908086007,2954.58286898,4.4770380935,870.466447716,91.876,401,3779.65611528,0.9579,3779.65611528,489.9,6083.80687346,0.0,453.403587979,401,146.003,489.907893877,-492.742,5490.62525451,276.859
3995.75369055,491.187,491.200984514,931.806173129,4.38893227841,1410.02302232,91.9655,402,3995.75369055,0.953192,3995.75369055,491.186,5914.62370802,0.0,412.794388031,402,146.187,491.200732843,-494.029,5116.26323883,254.059
3518.36606368,490.925,490.940632438,2343.73950212,4.27395868656,993.946166855,92.0767,403,3518.36606368,0.951643,3518.36606368,490.922,5851.62708483,0.0,444.905401829,403,146.347,490.940408402,-493.711,5288.65476813,237.655
3334.99928822,492.009,492.016209446,3190.77061221,4.19354553333,494.296427492,92.1784,404,3334.99928822,0.956257,3334.99928822,492.008,4845.0568914,0.0,366.634648751,404,146.492,492.016096069,-494.82,4259.01112916,225.418
3668.92010065,492.078,492.091675476,5464.52550566,4.58243716096,145.842533509,92.2927,405,3668.92010065,0.943037,3668.92010065,492.078,6021.35474974,0.0,446.012413406,405,146.759,492.091518574,-494.964,5742.57000212,305.883
3205.55693008,492.076,492.08322353,3797.91232804,4.28366963719,465.372269734,92.3826,406,3205.55693008,0.947869,3205.55693008,492.073,5295.74250578,0.0,386.26238805,406,146.996,492.083122803,-494.872,4779.43356463,232.624
3571.59686067,493.257,493.26263973,150.993304623,4.26007518902,1675.65466271,92.4401,407,3571.59686067,0.939678,3571.59686067,493.254,5436.47944853,0.0,382.18360282,407,147.133,493.262405167,-496.016,4177.36081303,222.36
3680.07124717,493.803,493.803072684,661.217353764,4.38473871733,1557.69792746,92.536,408,3680.07124717,0.949225,3680.07124717,493.798,5064.65902217,0.0,364.348004841,408,147.34,493.802846835,-496.63,3925.30680839,252.78
3308.37537527,493.794,493.810473177,175.959945914,4.46980930499,1717.25564263,92.6834,409,3308.37537527,0.960901,3308.37537527,493.792,5470.90186795,0.0,382.28012844,409,147.569,493.81036775,-496.613,4119.38541,271.998
4021.27497636,494.709,494.708965368,976.229457938,4.34165943409,1171.96376387,92.8078,410,4021.27497636,0.953719,4021.27497636,494.708,5243.02293569,0.0,352.545391342,410,147.743,494.708794433,-497.528,4356.97505374,255.314
3832.87974282,495.338,495.356844769,486.265812895,4.43229440707,1542.63040385,92.9031,411,3832.87974282,0.951581,3832.87974282,495.335,5793.82431506,0.0,397.361631167,411,147.93,495.356672079,-498.137,5058.29452956,287.717
3776.09382403,495.456,495.461487692,1720.40243003,4.25408373017,1155.77311219,92.9776,412,3776.09382403,0.944952,3776.09382403,495.456,5686.80187613,0.0,428.047503446,412,148.135,495.461383649,-498.22,5176.79193116,243.686
3803.30593802,496.085,496.091922613,1074.4119478,4.17998196582,1318.02272153,93.0756,413,3803.30593802,0.946294,3803.30593802,496.081,5652.07915877,0.0,405.279201844,413,148.275,496.091820919,-498.868,4896.19161816,226.806
3098.59082499,496.18,496.18971074,5350.29392392,4.3158249962,151.996253685,93.155,414,3098.59082499,0.958978,3098.59082499,496.179,5835.87330993,0.0,428.448404166,414,148.453,496.189601665,-498.981,5570.71629764,253.343
3543.40746398,496.757,496.772852048,5253.89866836,4.44512825617,225.092853836,93.2576,415,3543.40746398,0.958279,3543.40746398,496.756,5950.75161956,0.0,435.729824176,415,148.665,496.772760221,-499.559,5645.93145681,291.03
3639.5706779,496.594,496.599652447,4481.47695111,4.33901014206,219.808131084,93.431,416,3639.5706779,0.944586,3639.5706779,496.593,5217.04896558,0.0,390.373488275,416,148.864,496.59947811,-499.364,4929.81462303,265.351
3532.05666123,497.308,497.307995678,5691.55411761,4.33992967662,131.905092848,93.4991,417,3532.05666123,0.952601,3532.05666123,497.305,6187.82336274,0.0,456.916082799,417,149.02,497.307860582,-500.091,5923.72836551,246.896
3514.41654986,497.281,497.293424435,1404.00852868,4.26426504671,1419.27901358,93.6087,418,3514.41654986,0.951386,3514.41654986,497.281,5157.19078156,0.0,391.512855162,418,149.2,497.293329463,-499.975,3397.55510672,250.864
3573.09308586,498.205,498.207491809,5454.28045458,4.3508345622,263.912993331,93.6905,419,3573.09308586,0.944567,3573.09308586,498.205,6210.96221513,0.0,445.121062115,419,149.353,498.207318539,-500.947,5915.58259962,255.455
3723.65864626,498.972,498.982853416,5393.08213434,4.43075372674,143.043866162,93.8833,420,3723.65864626,0.945533,3723.65864626,498.971,5820.65532176,0.0,428.200269453,420,149.499,498.982648952,-501.69,5589.87810613,286.166
3739.54885354,498.383,498.395611133,3423.88606878,4.29157459514,688.082438588,93.9647,421,3739.54885354,0.949245,3739.54885354,498.378,5971.48486777,0.0,416.253045019,421,149.668,498.39550541,-501.113,5311.12560346,246.109
4000.10443906,499.682,499.696793775,5177.31263969,4.2572827038,143.022196108,94.1195,422,4000.10443906,0.951813,4000.10443906,499.681,5718.75703132,0.0,439.627214997,422,149.878,499.69642974,-502.419,5564.6923455,237.293
3390.03585009,499.696,499.697715302,1329.78855571,4.22870092671,1645.84762758,94.2303,423,3390.03585009,0.948003,3390.03585009,499.696,5504.93686155,0.0,386.070118761,423,150.065,499.697520428,-502.451,3824.33786519,230.163
3527.25953683,500.083,500.092526234,1239.48260734,4.29037452872,1274.31183986,94.3328,424,3527.25953683,0.949107,3527.25953683,500.081,5741.54137676,0.0,413.012234258,424,150.284,500.092300034,-502.884,5023.59004416,251.606
3492.27744422,499.836,499.84691584,1826.27711236,4.51839596624,1283.99569047,94.4251,425,3492.27744422,0.951715,3492.27744422,499.833,6310.43057174,0.0,451.250096218,425,150.576,499.846761549,-502.617,5644.7042209,297.303
3504.14083657,501.065,501.076169054,5335.44940586,4.44472346968,140.293257773,94.6102,426,3504.14083657,0.94517,3504.14083657,501.064,5840.76332466,0.0,455.279840571,426,150.783,501.075958628,-503.887,5668.7322322,283.18
3782.06462763,500.467,500.478561954,4554.68194475,4.49946285411,339.401228858,94.7047,427,3782.06462763,0.946505,3782.06462763,500.466,5654.97698688,0.0,378.31806448,427,150.988,500.478365977,-503.216,5087.46670974,294.58
3227.76328748,500.945,500.953444975,-4.99687888041,4.15875899096,1984.2096339,94.8052,428,3227.76328748,0.953108,3227.76328748,500.945,5479.71530355,0.0,319.258030699,428,151.187,500.953325281,-503.776,2851.59853167,232.903
4053.54399165,500.842,500.852270357,5432.3708144,4.34108740806,121.980232417,94.8621,429,4053.54399165,0.951409,4053.54399165,500.842,5802.53140122,0.0,428.256150693,429,151.406,500.852197965,-503.59,5604.75932978,252.547
448.089342497,500.305,500.316385521,1841.92522375,4.27942680333,922.925180547,94.9836,430,448.089342497,0.951186,448.089342497,500.305,5234.29660526,0.0,360.944469957,430,151.591,500.316214931,-503.05,4527.0283801,244.251
3559.7370534,501.278,501.2791701,5024.00021393,4.35721444333,116.925226167,95.0377,431,3559.7370534,0.950619,3559.7370534,501.272,5422.28037024,0.0,408.17300132,431,151.799,501.279080732,-504.087,5249.56734568,262.685
3491.62201707,501.959,501.965345188,-256.734149453,4.58424810405,1783.3999272,95.2235,432,3491.62201707,0.954405,3491.62201707,501.954,5447.59756332,0.0,365.883273354,432,152.007,501.965201008,-504.722,4386.03516167,306.092
3860.31622147,502.445,502.462029819,4858.25446221,4.38201583807,110.918917195,95.255,433,3860.31622147,0.952017,3860.31622147,502.445,5249.37906306,0.0,410.307004823,433,152.214,502.461809235,-505.229,5023.1044326,278.423
3207.75468369,502.389,502.394593141,5278.39501385,4.20199419156,106.957354974,95.4025,434,3207.75468369,0.946535,3207.75468369,502.386,5600.64990473,0.0,418.133106854,434,152.369,502.394347071,-505.157,5440.1040989,236.68
3624.85772774,502.284,502.292841588,1639.6467851,4.42994117771,1134.37939741,95.5747,435,3624.85772774,0.94984,3624.85772774,502.284,5616.56953727,0.0,419.14887869,435,152.567,502.291194165,-505.124,5005.41615438,286.021
3835.18949584,501.981,501.993949622,5097.94400964,4.30948533902,109.308359812,95.7234,436,3835.18949584,0.954296,3835.18949584,501.98,5513.74794241,0.0,434.285107569,436,152.87,501.993843237,-504.785,5362.18415834,251.226
3722.02189857,503.502,503.509505131,5353.09412712,4.23330528632,130.933873562,95.8603,437,3722.02189857,0.953456,3722.02189857,503.5,5830.63100519,0.0,434.396478072,437,153.071,503.509253922,-506.283,5605.61593644,242.029
3981.12121959,503.737,503.748751235,5106.47265512,4.29448035012,106.223593001,95.9579,438,3981.12121959,0.954349,3981.12121959,503.737,5538.07656003,0.0,416.271738055,438,153.223,503.747336121,-506.471,5277.60503343,249.299
3804.76198603,504.223,504.229877866,5133.20026912,4.26069876356,130.410996172,96.1063,439,3804.76198603,0.950686,3804.76198603,504.221,5566.91618195,0.0,413.164452948,439,153.473,504.229738005,-506.985,5395.61411845,256.849
3686.20289291,503.954,503.963992604,650.331841109,4.32726234017,1495.42173788,96.2368,440,3686.20289291,0.958011,3686.20289291,503.954,5800.59806447,0.0,422.911821734,440,153.624,503.963847902,-506.742,4791.93156405,275.591
3891.54492721,504.329,504.338882962,-88.2311143464,4.38381499377,1575.36780099,96.289,441,3891.54492721,0.961216,3891.54492721,504.329,5615.05527723,0.0,368.950518968,441,153.835,504.338726392,-507.148,4525.37771565,275.102
3652.89332465,504.729,504.750311464,5009.48850435,4.47627029916,179.311471587,96.4144,442,3652.89332465,0.954092,3652.89332465,504.727,5665.70475736,0.0,396.181090029,442,154.078,504.750162666,-507.543,5309.14329844,299.516
3728.82130309,505.099,505.10259049,137.001875425,4.32260547957,1847.69450846,96.5322,443,3728.82130309,0.954073,3728.82130309,505.098,5451.61230638,0.0,363.292856873,443,154.309,505.102519049,-507.928,4035.95710662,265.747
3889.9103692,506.118,506.115512572,4839.77303087,4.43823614827,147.397305016,96.6069,444,3889.9103692,0.953404,3889.9103692,506.116,5350.58761331,0.0,400.192597621,444,154.521,506.115267988,-508.878,5187.06231058,294.149
3752.79238266,505.991,506.005185693,474.267266983,4.43060687673,1553.46047029,96.7016,445,3752.79238266,0.947168,3752.79238266,505.989,5894.51288472,0.0,421.063742223,445,154.719,506.005034764,-508.725,5121.02750077,290.079
3865.24228667,506.439,506.448816331,4574.25780646,4.04300888157,357.849322918,96.8662,446,3865.24228667,0.955682,3865.24228667,506.435,5833.38967551,0.0,371.08727089,446,154.881,506.448592508,-509.209,5254.77469983,207.326
3656.26508005,507.449,507.459695327,5127.71530966,4.47281897756,140.930081412,96.9416,447,3656.26508005,0.950497,3656.26508005,507.446,5644.60398127,0.0,412.501946185,447,155.002,507.459574044,-510.253,5461.50857513,297.848
3697.82063397,507.278,507.287422906,5384.8741399,4.09846096233,165.274864144,97.0358,448,3697.82063397,0.949599,3697.82063397,507.276,5929.74596946,0.0,421.914759012,448,155.207,507.287218399,-510.036,5669.08404574,215.25
3855.38902841,507.587,507.58615693,5605.47918123,4.03912531179,69.0276262064,97.1954,449,3855.38902841,0.950585,3855.38902841,507.585,5797.22874074,0.0,453.612429752,449,155.365,507.586019389,-510.348,5702.46202605,207.929
3597.18655127,508.493,508.507423983,1587.2074995,4.67432061412,1158.62323051,97.2728,450,3597.18655127,0.95506,3597.18655127,508.493,5625.94848414,0.0,407.362141649,450,155.586,508.507274486,-511.245,5004.88722535,329.823
3591.94807286,508.2,508.209923232,526.773569936,4.34172374787,1414.23029456,97.3892,451,3591.94807286,0.953258,3591.94807286,508.2,5201.31449247,0.0,389.024183693,451,155.757,508.209795222,-510.926,3867.86682644,276.303
3878.3186131,507.997,508.008328861,1602.40274627,4.32549911214,1090.445164,97.4898,452,3878.3186131,0.953442,3878.3186131,507.997,5437.75416606,0.0,397.001847676,452,155.965,508.006734127,-510.804,4826.03815583,278.021
3624.51455175,508.455,508.459048232,5181.39573973,4.17834997922,187.104593213,97.5943,453,3624.51455175,0.957182,3624.51455175,508.452,5837.89208799,0.0,425.375746502,453,156.124,508.45896769,-511.298,5463.8331842,238.597
3850.46906328,509.474,509.474119765,2769.45423444,4.48980986608,896.595398982,97.7425,454,3850.46906328,0.962259,3850.46906328,509.466,5809.53327135,0.0,384.53809308,454,156.3,509.473915013,-512.3,4889.68936455,310.826
4083.71193885,509.903,509.914422488,-81.3053613344,4.48637142458,1678.47437878,97.8438,455,4083.71193885,0.955436,4083.71193885,509.899,5718.97351375,0.0,395.956714218,455,156.499,509.911989657,-512.684,4569.65120844,284.415
4187.60608233,509.802,509.809144834,3640.11830486,4.3078377729,503.536125665,97.9467,456,4187.60608233,0.949312,4187.60608233,509.801,5567.51333084,0.0,404.966128553,456,156.635,509.808989573,-512.539,5077.06193423,260.43
3527.8956606,509.283,509.302053417,4976.66562107,4.45623415725,130.674531747,98.0804,457,3527.8956606,0.949406,3527.8956606,509.283,5412.59387376,0.0,418.727401763,457,156.812,509.301910722,-512.028,5241.60688737,320.649
3448.23223331,509.737,509.745199427,2581.06748983,4.12315056568,820.192224441,98.2151,458,3448.23223331,0.950197,3448.23223331,509.737,5479.26305539,0.0,417.312474249,458,156.984,509.744944822,-512.491,5019.54564339,243.022
3693.11623917,510.658,510.661166189,5999.78582985,4.39866373,112.567873398,98.4074,459,3693.11623917,0.955104,3693.11623917,510.654,6339.43577192,0.0,463.432886933,459,157.142,510.661039623,-513.437,6120.08495854,290.287
3754.85104761,510.55,510.55403356,5011.68060647,4.48593816719,200.446852564,98.4608,460,3754.85104761,0.952099,3754.85104761,510.547,5568.48126513,0.0,398.94806136,460,157.345,510.553913847,-513.325,5354.51936173,302.934
3685.27583349,511.148,511.159371793,4819.28454994,4.39186013827,252.010984756,98.6377,461,3685.27583349,0.943877,3685.27583349,511.146,5557.68765783,0.0,397.268620817,461,157.521,511.159225964,-514.0,5165.65986099,291.758
3719.75588931,511.194,511.208194705,4640.9586783,4.41147010561,93.2165462539,98.6699,462,3719.75588931,0.950828,3719.75588931,511.19,4985.02346501,0.0,384.827626344,462,157.698,511.208028039,-513.941,4832.85141985,290.825
3936.14055009,511.402,511.401607709,1935.07000672,4.48042651912,1290.27686653,98.7295,463,3936.14055009,0.956282,3936.14055009,511.398,6265.34155847,0.0,448.040319592,463,157.929,511.401462261,-514.229,5352.82408315,318.909
3577.10410811,512.197,512.215815494,5127.70950265,4.3493832384,130.329351691,98.8534,464,3577.10410811,0.95361,3577.10410811,512.197,5567.39219199,0.0,433.352920515,464,158.141,512.21281728,-515.017,5382.11663114,272.583
3485.56055147,512.097,512.09654091,5111.26022822,4.37300668287,188.148872925,98.8981,465,3485.56055147,0.950528,3485.56055147,512.094,5809.24123346,0.0,401.855986542,465,158.289,512.096428179,-514.908,5374.28392822,278.428
3896.48159015,511.57,511.583802811,1227.33464121,4.31234976663,1303.05201045,99.0459,466,3896.48159015,0.958083,3896.48159015,511.568,5847.77731908,0.0,420.797118799,466,158.486,511.580054293,-514.367,4807.88233169,265.002
3285.4353967,512.31,512.319396998,1093.16450107,4.35653212323,1914.05712112,99.1877,467,3285.4353967,0.958368,3285.4353967,512.31,5525.30350768,0.0,385.075410239,467,158.621,512.319279608,-515.127,3318.33856252,266.436
4203.63896441,512.859,512.87195209,1261.41136029,4.38694685442,1196.50688008,99.2781,468,4203.63896441,0.95579,4203.63896441,512.854,5348.01550529,0.0,420.434009498,468,158.794,512.871786876,-515.611,4644.27818399,295.311
4137.14866661,512.885,512.889980927,4115.44398282,4.16054001845,353.94027126,99.4592,469,4137.14866661,0.954134,4137.14866661,512.884,5268.74534221,0.0,368.765834293,469,159.043,512.88980218,-515.665,4796.63324205,239.126
3834.65341334,514.236,514.247669453,5209.62274899,4.3097056687,220.669813094,99.5655,470,3834.65341334,0.941638,3834.65341334,514.236,5964.00901619,0.0,426.903983663,470,159.194,514.244843294,-517.062,5620.86031426,265.904
3757.91676133,514.081,514.096936425,68.9700504324,4.54545234607,1383.79591776,99.6833,471,3757.91676133,0.953917,3757.91676133,514.081,5056.20524216,0.0,341.073327294,471,159.394,514.090336653,-516.872,3627.92440171,336.119
3868.70119634,513.566,513.572875645,4543.11990109,4.41078271354,254.019773571,99.7903,472,3868.70119634,0.948454,3868.70119634,513.566,5332.95173989,0.0,409.081101149,472,159.632,513.572798349,-516.402,4965.12918263,305.684
4043.65698975,513.772,513.79350369,1819.36085487,4.32977119028,1157.36502403,99.9412,473,4043.65698975,0.951551,4043.65698975,513.772,5445.73023529,0.0,400.038374098,473,159.821,513.790091868,-516.636,4530.81441539,286.921
3183.54372911,514.516,514.511258612,4967.05314172,4.28167897788,246.649915042,100.025,474,3183.54372911,0.95779,3183.54372911,514.501,5853.44053197,0.0,444.394015778,474,160.006,514.511040889,-517.328,5529.00482022,256.187
3035.4423043,514.291,514.296859625,5037.28868314,4.41631869386,297.107705233,100.155,475,3035.4423043,0.956724,3035.4423043,514.288,6086.12831293,0.0,455.41070719,475,160.176,514.296741514,-517.058,5810.31690946,299.849
3800.58972105,514.945,514.957998107,2664.22288483,4.33521642696,927.382495803,100.258,476,3800.58972105,0.954124,3800.58972105,514.944,5935.7816415,0.0,432.919793453,476,160.34,514.957851885,-517.725,5417.72923599,297.115
3624.64838541,515.11,515.115474602,4122.14137223,4.44195736931,550.145556559,100.343,477,3624.64838541,0.950361,3624.64838541,515.106,6058.75856281,0.0,416.64918168,477,160.553,515.115391546,-517.878,5589.97921448,307.809
