MaxEsReturn,Epoch,AverageQ,StdReturn,MinReturn,PolicyRegParamNorm,StdEsReturn,AveragePolicySurr,Iteration,AverageQLoss,QFunRegParamNorm,AverageAbsQYDiff,MaxReturn,AverageAbsY,MinEsReturn,AverageAbsQ,AverageAction,AverageReturn,AverageEsReturn,AverageY,AverageDiscountedReturn
330.931494523,34,23.2421,173.12798893,177.964534926,23.6156,142.125288095,-25.3513,34,4.21467,27.3304,1.1459133627,852.631233222,23.5907679424,-18.1271253264,23.58,0.658891,430.606324629,149.25871255,23.2511877574,103.372722632
358.02374293,35,24.4203,173.489151453,114.556297202,23.9228,128.166033093,-26.5307,35,4.54192,27.9982,1.22434153025,727.859019122,24.7528912956,29.4100559761,24.7358,0.595175,472.528169213,179.810163966,24.4308126815,79.3468040328
377.296563255,36,25.7048,275.980377029,286.750179538,24.3667,150.41478514,-27.7896,36,4.62499,28.5155,1.23057670645,1087.16263902,26.0157423633,-4.45988026045,26.0028,0.61152,754.743444386,229.787405205,25.7132838588,103.651940037
343.377964359,37,26.9621,253.042061956,107.089311522,24.8038,105.877043488,-29.0281,37,5.80745,29.0972,1.34021230257,1053.63825133,27.2690606198,15.4708531448,27.2567,0.593827,392.864042978,173.789359604,26.9711939583,113.417315215
276.301975742,38,28.246,274.33556197,248.892690376,25.1173,85.1640525309,-30.3798,38,5.94271,29.576,1.36864736271,980.830441021,28.5713256166,2.07253796487,28.5619,0.541607,529.098087578,127.445284876,28.2531879705,102.837671018
352.586300747,39,29.8596,195.265811821,54.4735505528,25.5872,129.812966501,-32.0132,39,6.62123,30.1467,1.46563352279,910.882883628,30.1727106141,1.16324915739,30.1587,0.678209,373.340136425,148.029100993,29.8722030606,102.695053477
369.112094899,40,30.9255,173.856571764,85.3153190391,25.9169,118.837426556,-33.298,40,6.74192,30.6703,1.50126509314,915.110958262,31.2436385881,39.7791485898,31.2317,0.725462,376.50593729,225.696947914,30.9393739215,107.867077947
406.907774736,41,32.6842,226.374392044,536.997282935,26.1272,129.933386448,-35.0895,41,7.87671,31.1462,1.58604611157,1313.03039162,32.9998930248,47.7624984656,32.9894,0.633606,807.847317007,257.099270148,32.6938066425,115.941763897
323.671057936,42,34.2664,114.051065398,61.5502100819,26.4425,104.523163293,-36.6236,42,7.89635,31.6293,1.64641497063,604.257795572,34.5860110003,-11.8803744844,34.5701,0.657298,443.307564052,100.688504615,34.2775843785,126.775382634
431.006648763,43,35.2781,147.887055978,48.7481974961,26.7524,143.806017373,-37.7157,43,9.70312,32.231,1.73830942963,962.124504169,35.6223047602,82.8307888417,35.6128,0.628336,348.299557821,299.319470436,35.2910390177,111.196303905
404.984381004,44,37.0522,101.748057086,329.056004805,27.0661,159.061976566,-39.5103,44,9.03449,32.7259,1.7394322052,751.478720206,37.3807028512,-20.8042536149,37.372,0.67182,515.5277742,231.449913322,37.0624128746,123.545252797
470.584310336,45,38.514,268.983917557,396.362453897,27.3231,206.966542762,-41.0074,45,9.90987,33.2529,1.80123278122,1090.16275066,38.8273451087,11.9741131279,38.8212,0.428923,898.860407355,266.958263838,38.5298903936,120.228860904
410.936205184,46,39.9479,65.9430615233,152.975273334,27.5652,147.380841638,-42.5069,46,9.94716,33.7541,1.85891326012,485.970518209,40.2275570703,33.4632491908,40.2225,0.661679,290.175154044,159.812964345,39.9612585695,121.815579971
328.977410419,47,41.1812,81.7837657634,87.8997281543,27.8361,77.8559140993,-43.7269,47,11.1463,34.2545,1.95080978744,494.16052243,41.4565661769,136.100209699,41.4534,0.69938,281.47432233,222.716676273,41.194678652,115.381106654
331.297873692,48,42.893,90.2371564682,58.6183736673,28.1755,112.962845654,-45.3888,48,11.2191,34.7088,1.98517936838,468.464213569,43.1487060694,20.5941074939,43.1378,0.710875,238.789374271,180.989462135,42.9112050808,97.8207003313
257.673056419,49,44.2334,77.8592650448,126.076247946,28.4109,89.977517955,-46.8396,49,13.781,35.2373,2.11346424465,496.536050063,44.474467835,-11.7809985879,44.476,0.631089,248.507088954,162.231905426,44.2445014895,113.401268098
235.947650632,50,45.521,76.4596856994,31.1354269854,28.6822,70.6867216407,-48.0684,50,15.7946,35.7136,2.16517863891,432.241302853,45.7553465987,2.21117378711,45.7483,0.711759,244.540528742,101.520694036,45.539921654,106.186236201
262.126213211,51,46.7324,129.768000137,-56.2660222278,28.9575,100.607578193,-49.3583,51,14.2148,36.1936,2.17383730655,369.309249918,46.9580824392,-7.77909849055,46.9566,0.713883,186.363870367,102.20002631,46.743732648,80.6614173125
237.205762005,52,48.2043,58.5972397663,101.478255069,29.2892,74.3816116285,-50.8913,52,16.1347,36.7342,2.31379813967,360.257310305,48.4327297946,16.5647197588,48.436,0.765634,208.814682585,124.906025223,48.2208542894,102.71889807
228.122640246,53,49.848,86.0977959637,-25.721289192,29.5818,75.1465801831,-52.6404,53,18.1591,37.2241,2.39126802481,453.414496603,50.0711333202,20.3826134702,50.0735,0.75504,234.716248629,122.090089899,49.8630138629,98.6482218338
240.920687575,54,51.3405,53.769722546,137.95523981,29.8939,68.6562765329,-54.07,54,18.8999,37.705,2.44363602452,356.302889968,51.5646545141,37.3031286158,51.5667,0.77048,231.426006079,122.997793794,51.3561644616,86.2558716402
320.583229469,55,52.6265,46.4783911436,135.497131553,30.1933,112.963041404,-55.4168,55,19.3658,38.1881,2.51314598913,318.218515981,52.8596267753,-12.3875517625,52.8555,0.785966,210.821970003,102.682089025,52.6499250343,110.893108848
211.932818603,56,54.0926,97.1126109485,-63.7481084068,30.4338,68.1799127542,-56.9289,56,17.9654,38.6132,2.49693465173,399.384875764,54.3125257297,8.91745730565,54.3177,0.813928,187.697063458,123.719271297,54.1084106023,77.010411233
266.328853703,57,55.7805,73.8027545147,7.03530532553,30.663,92.6897801585,-58.6788,57,22.3473,39.0191,2.69884852417,349.987820662,55.9818169945,-25.1961005652,55.9858,0.806938,172.562729545,135.714700641,55.7993037634,80.0943900561
210.887468239,58,57.4097,21.6109514668,79.9212071893,30.8638,65.7372665654,-60.4267,58,22.855,39.4154,2.74427695256,192.600975686,57.6159132098,9.55448680088,57.6095,0.806754,114.807935344,121.022333471,57.4409852087,71.7936670898
222.337621191,59,59.0639,86.8991534018,26.8241136666,31.0114,64.5532531741,-62.2063,59,25.1834,39.852,2.81715171891,431.828993987,59.2467270382,24.6348733823,59.2544,0.833343,160.625117438,155.232571374,59.0790291803,84.6130559734
192.265266788,60,61.0393,41.5773517876,43.5775428144,31.217,56.9972439307,-64.3317,60,26.0036,40.2983,2.90377948946,241.236781291,61.2288624524,7.71572302519,61.2141,0.862213,143.100678051,89.5747022048,61.069278486,71.6871831277
283.051334081,61,63.033,22.9499331622,92.847770003,31.4242,76.0655915019,-66.3938,61,25.3425,40.6855,2.9521574732,245.980011627,63.1949627145,54.3783806263,63.2017,0.846695,135.479079432,147.587422559,63.0514561753,83.2700660733
390.482033595,62,64.8442,76.7060098679,54.2042111719,31.6363,112.536288218,-68.3915,62,27.106,41.1095,3.03584039609,395.001958214,65.0217814418,10.897715094,65.0061,0.82263,141.489461065,148.201037541,64.8756317355,80.1694329391
358.777394987,63,67.1804,26.0025086609,54.3713988851,31.897,96.0060904748,-70.9068,63,30.1676,41.4757,3.1209793095,172.769450741,67.3418618479,33.6124851839,67.3365,0.838321,94.4049145885,150.579315681,67.2045989462,56.805187763
156.070629745,64,69.7339,26.9044868671,74.4014997082,32.0946,50.2014998404,-73.532,64,33.3966,41.901,3.3016660384,207.932804146,69.8941802016,-0.166838222903,69.8763,0.859706,145.71639886,96.5818459738,69.7671451159,78.961289836
209.367577409,65,71.6898,46.8696091644,92.4556035184,32.2642,75.3191561546,-75.6758,65,30.7489,42.3075,3.28749844258,298.629735175,71.8278007565,-63.9679277127,71.8132,0.858183,199.823087906,88.1425369637,71.7126281386,105.252819972
528.292879899,66,74.1205,36.7890647799,125.955016279,32.4702,165.851171396,-78.2787,66,32.9279,42.7657,3.35268531805,319.745413466,74.259069513,12.7404770872,74.2371,0.846438,222.309191763,164.97016091,74.1527743415,95.7145625958
300.141049102,67,76.7467,44.0165534323,55.9316406034,32.6395,73.1597956923,-80.7372,67,34.4981,43.1381,3.42406265071,205.604349189,76.8715610857,85.3991466738,76.8632,0.846372,119.723514637,202.861012027,76.7718266179,66.5705075328
333.128767001,68,78.6712,57.2497125618,57.736573169,32.8548,82.2830493178,-82.8795,68,35.6465,43.4466,3.47871304134,419.544382197,78.790946658,52.65218583,78.7717,0.84473,211.652077823,107.389418837,78.7039678449,100.126196975
599.468505235,69,81.1953,31.1600177579,81.3859683072,33.0437,192.119758303,-85.4405,69,37.6083,43.8638,3.57627919783,233.59918244,81.3109248838,30.6398484266,81.3074,0.824967,115.770888949,222.390002058,81.2236723106,72.5989852667
266.259782026,70,83.3469,52.5183537623,107.045274702,33.237,41.6042929037,-87.6505,70,39.9164,44.2393,3.66404401289,299.56067594,83.4673478304,139.988642165,83.46,0.830888,170.21913092,182.130858703,83.3777438984,95.1212356243
455.518157803,71,85.3737,54.7711207464,164.311611942,33.4829,130.24968469,-89.6003,71,36.7378,44.6213,3.61107540908,457.570756903,85.5080373474,0.736526505022,85.4897,0.835012,258.941201364,155.893967486,85.4088713478,120.981010952
437.398405499,72,88.0499,29.5904710886,92.6542969957,33.7019,126.750362536,-92.4439,72,38.9604,44.9705,3.66515880451,369.481584157,88.1732971765,-3.63187308188,88.1597,0.854086,121.806009232,138.333524034,88.0854249845,76.6186759155
345.749895619,73,89.7431,39.8026675183,175.108946787,33.9419,94.9065733216,-94.0887,73,40.6932,45.3197,3.75234739872,325.594303759,89.8479369174,28.6408877132,89.8453,0.873799,236.399216882,140.07175516,89.7700505729,114.280716693
370.186051417,74,92.085,37.0782766163,66.1153012357,34.1324,111.961537126,-96.4903,74,39.8933,45.6657,3.75838844755,235.1488995,92.1983383313,-0.867036309433,92.1959,0.852939,113.557906859,109.093438411,92.1218969019,73.9550933398
398.115103937,75,94.252,16.1605829019,120.695678202,34.3174,112.215049314,-98.5433,75,44.4686,46.0593,3.83259965095,245.528113024,94.360939845,108.842543408,94.3581,0.847603,145.531359271,239.721114658,94.2816935123,91.1947405205
247.764973855,76,96.3424,6.42724304676,-8.68388914418,34.5351,82.5567113472,-100.763,76,39.7108,46.3728,3.77548952338,35.2837307697,96.4514118782,6.33239621667,96.4461,0.880585,23.1914757364,128.625766252,96.3800097743,30.1699890831
384.352807416,77,97.9384,34.3573406765,258.85898241,34.7009,106.092719583,-102.303,77,47.0615,46.7627,3.92976332324,444.494194062,98.0403535795,26.7915058808,98.0378,0.851087,373.038432694,145.682793473,97.9674344562,148.377758685
357.623678091,78,100.381,21.0211901523,181.936442426,34.9195,112.591898762,-104.59,78,44.0092,47.0856,3.91152857166,280.448280519,100.478739452,70.5503527553,100.478,0.811726,218.867241687,191.871598465,100.411756453,115.514716216
337.882359262,79,101.906,11.4011796628,222.025751388,35.1458,87.055682418,-106.131,79,43.7316,47.4434,3.91734369052,284.032987955,101.992960985,52.7900419565,101.982,0.85547,249.855701855,248.283978023,101.93191322,130.335138027
408.834102061,80,103.296,58.0093372398,114.921087511,35.335,165.659599484,-107.57,80,49.9728,47.7922,4.08144142984,513.803959731,103.409852639,4.67198304727,103.386,0.810307,175.720141789,222.806088951,103.339993757,94.0658100165
305.79952162,81,104.896,98.8774817542,57.8480107444,35.5861,76.9957648232,-109.165,81,45.8397,48.1436,3.95655583016,516.197610513,104.995197615,36.3958102765,104.996,0.836163,266.346594481,169.911287207,104.925708576,95.9760127141
448.397575735,82,106.584,7.34896755746,124.312926065,35.7376,150.824416959,-110.745,82,52.4251,48.5019,4.08389539229,180.53573728,106.68741629,5.36561785406,106.684,0.887079,146.084260532,175.450814303,106.617269814,91.1764553025
607.689728434,83,108.219,72.9667220083,132.151812861,35.9493,180.202527223,-112.385,83,49.3643,48.8368,4.07062783593,604.730331927,108.319490906,17.0001090782,108.318,0.859523,187.718624269,261.955038413,108.251681167,103.808101994
447.148341917,84,109.798,60.5659976083,211.076946605,36.1179,137.969708023,-113.94,84,49.8208,49.1482,4.08513542472,475.537927465,109.884486411,27.0426867271,109.886,0.859756,292.475261948,232.861699886,109.82496296,128.086150748
348.905072695,85,111.043,10.659052619,119.657524174,36.3243,117.901036507,-115.165,85,46.1958,49.4691,4.04248485017,188.215209327,111.14050553,-4.48116781019,111.142,0.866571,136.050115531,153.963686924,111.068759283,86.6665667808
477.456262043,86,112.415,96.0354706484,120.700100618,36.5307,129.433829496,-116.614,86,55.568,49.807,4.17985427545,583.104225291,112.513707271,-2.36487494921,112.526,0.881152,350.810808686,150.134635043,112.444650378,126.261999851
396.205136582,87,114.314,22.8039519689,113.963606184,36.7292,131.687524186,-118.439,87,49.8355,50.0817,4.09707160607,215.648109993,114.406046899,5.29250816814,114.408,0.880492,157.913095995,143.21930281,114.343713445,99.2196846409
298.151625129,88,115.508,15.8012352333,88.6775853618,36.9672,90.0756330797,-119.649,88,55.8274,50.4173,4.23053388193,182.398999018,115.601597496,11.8393853567,115.614,0.895839,128.584998158,145.256732409,115.534276308,82.8663538875
326.953134392,89,116.577,128.391296539,-20.0998312217,37.1461,112.127775145,-120.45,89,57.014,50.7724,4.23344499583,591.405274894,116.670193089,-5.18896969554,116.661,0.830032,126.471069449,144.757412016,116.612456829,60.488380137
246.674780392,90,117.657,15.9267650507,107.653549616,37.3281,82.522872026,-121.661,90,51.3897,51.0833,4.16477657534,208.133516131,117.739090789,-2.01385382735,117.75,0.871611,146.250162789,136.360235424,117.678061488,88.0923839367
299.469426004,91,118.823,74.0708150687,35.5737319006,37.5191,113.143353703,-122.87,91,55.3482,51.4177,4.25392397835,433.278746047,118.913415405,-20.7398376833,118.921,0.876929,173.26305639,116.915235309,118.853218021,90.1765315209
356.446375654,92,120.366,21.536580412,129.792782856,37.7742,98.4278526153,-124.381,92,54.6971,51.6803,4.23390294669,214.515841198,120.459623098,94.3712648016,120.458,0.89035,164.158719203,227.826821139,120.394137901,99.3710458302
403.20436754,93,121.552,72.9383210974,150.94496434,37.9343,120.327183872,-125.559,93,52.9656,51.9972,4.27851921015,655.938589088,121.665841744,2.26756808725,121.668,0.866052,334.328765859,169.452573872,121.583837867,143.829288913
326.033458263,94,122.265,91.2701225563,-148.803614811,38.1512,109.547778009,-126.252,94,55.9389,52.3399,4.35948554963,397.115460252,122.36937517,-0.854670505054,122.375,0.859882,174.095332969,100.434591203,122.296625384,80.3697336055
326.443358955,95,123.444,90.8015859263,136.996949785,38.3388,101.226646123,-127.41,95,65.9802,52.6445,4.53182881613,633.712159116,123.560549524,34.4128417967,123.567,0.864374,255.87718002,184.266380462,123.474692457,105.866736938
502.407172523,96,124.727,23.3648084246,99.2657401691,38.517,128.411706254,-128.698,96,55.4336,52.9258,4.37619565768,249.774898751,124.841154205,146.533810617,124.85,0.891756,134.519091383,284.980573616,124.753734487,84.8060919452
451.683560041,97,125.133,113.748498,66.3940885624,38.6922,194.933536493,-129.099,97,67.6206,53.2009,4.62411969335,502.808939507,125.245652707,1.34283538124,125.246,0.870294,243.382611494,234.000433765,125.165398706,110.515135559
349.91416872,98,126.399,67.8499995185,123.019155579,38.8969,136.813932517,-130.366,98,67.0444,53.4443,4.56876382474,492.962350429,126.522175119,-43.7244417713,126.529,0.871397,246.850732683,162.049615257,126.42527905,117.880204266
314.089460643,99,127.878,31.0331453638,112.083152599,39.0975,89.4079848802,-131.833,99,59.6403,53.7199,4.47166186754,241.229728009,127.995622078,39.6471705466,128.002,0.867505,155.20922465,202.050359521,127.908117601,90.6938144741
444.661992057,100,128.817,22.3253193106,95.6224092273,39.2682,122.778375917,-132.71,100,60.3057,53.9499,4.51203776386,256.641596029,128.92074447,141.324988422,128.928,0.885627,122.926240017,280.77460534,128.83559631,79.1438688297
394.701623534,101,129.925,82.1834299665,118.797336831,39.4674,110.999621948,-133.816,101,60.1176,54.2394,4.58367846543,601.596890034,130.065466303,18.7286994496,130.066,0.850504,207.722418606,190.212279681,129.960108281,98.4485329567
339.354055637,102,130.504,81.2189322807,140.891678401,39.6286,110.910678072,-134.37,102,64.8557,54.504,4.63196958945,592.55670753,130.636689607,10.6312425943,130.647,0.852844,268.598845382,174.995076222,130.53834799,128.802939163
348.494295118,103,131.127,87.3172052759,138.889963399,39.7728,76.1488425364,-134.969,103,60.8717,54.7364,4.6407122987,667.431410828,131.237999486,114.700299743,131.26,0.859373,341.083470755,260.25223342,131.147758285,132.338513292
271.17947859,104,132.401,73.0619031848,168.035020852,39.9306,86.3188114375,-136.219,104,73.4299,54.984,4.79417607107,483.724621244,132.531990645,-3.505396667,132.542,0.873926,304.744803419,159.246321074,132.432225982,130.654615857
428.371245444,105,132.923,103.258222589,-25.8369519364,40.1519,107.957896212,-136.763,105,69.4844,55.267,4.78717226563,539.529892671,133.039489832,58.646906088,133.044,0.842502,217.742753545,239.205418785,132.956882774,107.336924341
286.280801162,106,134.437,96.9427713587,27.1341931837,40.317,102.587120465,-138.302,106,64.9809,55.5047,4.73272029273,456.167227682,134.55029091,1.44752124504,134.569,0.803818,256.798922449,177.195339009,134.459454981,112.35913786
332.910092521,107,135.611,73.632910199,167.192979516,40.5071,104.400759149,-139.432,107,70.861,55.7948,4.78267643542,499.01672078,135.72676274,41.2333811422,135.739,0.854551,275.214418493,271.831408697,135.632756282,123.06620781
352.041078692,108,135.954,61.990225705,134.878482463,40.6833,75.2262026831,-139.82,108,79.9582,56.065,4.96202928503,358.576871536,136.087813184,56.7313892877,136.091,0.828411,233.136498259,226.19859509,135.9920819,110.888305903
326.898947985,109,137.162,119.356793048,17.6633454892,40.8711,101.013378568,-141.097,109,71.8813,56.3638,4.84100815172,538.389064054,137.299151581,14.5588836912,137.315,0.805436,306.221440993,143.166455293,137.192855914,111.470635005
280.305118498,110,137.933,67.8704229225,27.2891858927,41.054,95.7867706314,-141.77,110,67.8026,56.634,4.88546993469,520.676029604,138.080463309,5.72722319783,138.09,0.814693,283.150180903,125.360044807,137.96035084,117.350212685
333.821837555,111,138.646,81.1400721418,34.0932894905,41.2483,53.6200303489,-142.42,111,74.4156,56.8684,4.90217440403,428.996869941,138.804238757,169.325764152,138.82,0.804964,276.590289452,256.184119016,138.670823043,115.055643315
243.791927619,112,139.185,105.25408283,-39.0052391561,41.4339,95.8774142661,-143.138,112,73.8614,57.1207,4.94930411476,458.607395711,139.323634697,-24.6192471301,139.333,0.844508,275.475436422,115.049927639,139.216095968,103.606461878
482.988615519,113,140.034,86.5779329284,0.175663127912,41.6153,162.706004858,-143.871,113,73.9307,57.3543,4.9233088932,464.017113869,140.172384539,4.73982565073,140.179,0.880463,274.868793923,164.651911093,140.06036661,109.061595816
503.210380447,114,140.667,123.731336495,59.3215769019,41.7563,175.048441212,-144.566,114,70.6706,57.6073,4.93323392702,611.075399204,140.81552706,-12.1570743608,140.827,0.875278,323.638875063,141.325962725,140.695724525,125.426238883
386.693896274,115,141.276,164.790631304,-14.6811828393,41.9279,133.53863934,-145.322,115,76.9716,57.8772,5.0411433452,515.260572241,141.419758601,-10.0348023618,141.426,0.835157,197.441657947,153.189480728,141.306246328,72.1774603745
286.20832697,116,141.993,125.342967145,155.066983594,42.0504,110.993661906,-145.917,116,86.6057,58.1256,5.13171867592,895.766082615,142.145742833,3.9648131683,142.172,0.851255,356.207903126,147.658070393,142.021672034,110.056058891
331.090327485,117,143.225,59.9084220213,179.816088676,42.1684,99.4669052157,-147.046,117,69.0568,58.3645,5.00646897054,452.073137361,143.369050542,4.46486526213,143.368,0.878178,283.942701006,212.462192942,143.266189293,125.154684121
356.593879465,118,144.19,84.814486779,44.3691068319,42.3072,127.384850574,-148.014,118,79.8759,58.618,5.08019507039,497.339713381,144.290093962,-13.123395197,144.308,0.842506,314.251775442,174.099510301,144.217967375,119.75907275
296.041071707,119,145.344,60.7118878411,257.809946322,42.4161,108.730157844,-149.127,119,74.5549,58.8552,4.98111284774,558.135350545,145.448249797,-4.37925481828,145.473,0.872711,339.137488368,169.906346131,145.371010081,134.0150029
352.875511699,120,145.307,96.8831921197,102.660991101,42.5603,102.781205841,-149.088,120,84.972,59.0661,5.17463459119,480.16112459,145.411432225,28.0301951913,145.427,0.855913,299.669174354,195.328537296,145.329209172,131.162359583
365.30366942,121,146.72,34.8737461944,95.3867220713,42.7587,112.51701456,-150.422,121,73.5211,59.2694,5.02439394934,296.29911604,146.823545685,86.9039116862,146.847,0.882628,132.796594958,231.841832263,146.743821853,88.0402823258
384.299737795,122,146.875,56.245420857,198.095304748,42.8571,121.466390567,-150.719,122,77.1038,59.4584,5.096549125,467.629769562,146.989952289,27.467618109,146.994,0.879256,339.225206227,200.495004286,146.90839077,154.688923665
307.056013658,123,147.875,68.1620704666,136.386938932,42.98,62.7058415551,-151.694,123,79.5872,59.7144,5.13090095104,510.850934922,147.979981107,141.124495633,147.995,0.888837,225.803532241,232.332902218,147.905538582,122.004839414
413.652066697,124,148.633,134.948510647,108.705618249,43.1418,127.859549589,-152.452,124,88.7838,59.9723,5.26471661943,1130.62282677,148.734785574,18.1783567924,148.744,0.851867,270.401502303,167.31864286,148.664032538,110.993725651
