MaxEsReturn,Epoch,AverageQ,StdReturn,MinReturn,PolicyRegParamNorm,StdEsReturn,AveragePolicySurr,Iteration,AverageQLoss,QFunRegParamNorm,AverageAbsQYDiff,MaxReturn,AverageAbsY,MinEsReturn,AverageAbsQ,AverageAction,AverageReturn,AverageEsReturn,AverageY,AverageDiscountedReturn
565.506182248,361,173.563,84.1232945725,154.740527647,69.1491,231.003182346,-175.93,361,76.0217,94.6912,4.28570725005,707.292603916,173.617648702,-1.20131784568,173.645,0.955643,280.03153008,346.608563604,173.573675257,131.389958664
368.09675294,362,173.599,293.204837018,50.9953084291,69.2337,122.216083814,-175.922,362,90.0952,94.8834,4.49071160338,1195.87585775,173.685715937,-1.33288645108,173.718,0.881379,782.433730247,169.424617481,173.610869442,112.06331973
587.838016474,363,173.677,268.969059364,179.77180365,69.3364,214.462959177,-176.0,363,92.1455,95.0317,4.50073415845,1170.24499922,173.738289616,-0.586427019536,173.779,0.894429,477.702882651,242.220506395,173.686210884,115.140071937
172.136832716,364,173.897,237.677204471,408.841574573,69.3519,62.8250592165,-176.249,364,85.2127,95.1547,4.34719910744,1147.98079059,173.980323135,-3.19437855463,174.0,0.808888,918.838462007,86.7761920194,173.911612436,131.462810212
302.882635286,365,173.4,276.558411101,-43.6916330748,69.4419,110.004827068,-175.787,365,82.1912,95.2708,4.3436019634,1265.3409012,173.478861921,-3.48570713432,173.498,0.919103,530.971288033,158.859113756,173.423223799,112.235636731
623.571211711,366,173.463,221.030680061,168.413327082,69.4912,238.303585012,-175.742,366,77.4218,95.4201,4.27802529436,1308.72397516,173.528709762,37.4030049617,173.566,0.908355,436.127871897,285.85785742,173.474413214,136.280110446
374.611076139,367,173.638,73.3670918619,71.5884997769,69.5621,139.321122861,-175.971,367,96.1686,95.568,4.50137866717,452.497374958,173.707401709,-7.82587869973,173.745,0.969593,191.074314921,156.576372882,173.649180175,95.6501360366
685.052840622,368,173.186,229.454592461,101.870711346,69.6898,236.921062028,-175.44,368,93.6401,95.7169,4.44651443946,1202.30728363,173.278381242,-2.07392429191,173.308,0.945208,482.349400854,246.716323741,173.201893288,135.569317596
693.446335276,369,173.486,296.768638217,106.056000929,69.7792,277.833673291,-175.672,369,86.3915,95.8196,4.44852318356,1500.5381064,173.574091388,-3.05631420419,173.604,0.948838,359.741163638,273.613464116,173.501226094,116.835711385
471.004048065,370,173.24,135.332011669,705.279192234,69.871,144.957394665,-175.518,370,85.7654,95.904,4.37999716731,1225.62470316,173.320762516,10.3209334412,173.367,0.787918,1051.34935181,295.774906625,173.254707322,118.250346438
485.173336001,371,173.104,325.963945669,53.5479175026,69.9343,204.509429629,-175.394,371,93.7001,96.0253,4.44223342445,1195.21729435,173.163490398,3.73088300054,173.211,0.795676,650.056322724,276.490992644,173.113610602,89.3197541766
391.323825296,372,172.877,268.710212555,190.760348808,70.0447,146.803095207,-175.167,372,85.9704,96.1224,4.40842169678,1363.74860786,172.961068197,-4.57285193404,172.975,0.927703,503.239995885,153.621765195,172.901393333,144.223828568
520.523396816,373,173.573,241.131347026,196.614798348,70.108,191.721168199,-175.902,373,90.738,96.195,4.43237782709,1082.47943586,173.652927899,9.80006509536,173.679,0.594303,954.690007696,217.894709223,173.583612172,109.596151744
773.499663221,374,172.658,421.920565498,55.9712177205,70.1637,273.421475023,-174.886,374,87.9833,96.3087,4.39939050465,1666.94460508,172.74227489,39.3327533838,172.772,0.924006,680.835540511,289.840367287,172.670788067,105.756765691
638.874423799,375,172.921,218.11504053,124.987422021,70.2964,199.22363907,-175.18,375,79.676,96.4085,4.27441555296,1127.44064025,172.99293585,33.9906946648,173.031,0.977579,379.542856008,189.777611612,172.92542817,138.084036667
411.218261175,376,172.837,87.5237182032,156.201116349,70.3506,141.38584831,-175.159,376,86.7809,96.4685,4.45484023405,667.270013797,172.926663567,-1.48434339881,172.94,0.952138,346.221286092,251.956075763,172.864122573,122.814403758
512.491011372,377,172.358,323.581868976,147.746353481,70.4576,130.772053805,-174.575,377,87.6904,96.5754,4.40826699416,1422.62857711,172.410038172,191.9653609,172.464,0.906964,683.804830182,364.650088863,172.355335811,110.469902105
775.04718774,378,172.39,168.855135136,44.3062348675,70.5587,292.37634148,-174.573,378,79.7225,96.7076,4.33918241172,963.049732219,172.476224098,-6.43612147488,172.501,0.950738,454.131827599,292.605964574,172.406538775,124.073791783
595.799990509,379,173.059,243.264523242,454.916760018,70.6032,222.294351146,-175.195,379,76.6321,96.78,4.26292606741,1163.0226872,173.120858852,24.5155529486,173.134,0.817253,893.641393049,260.115640848,173.06572355,127.234987772
348.686821397,380,172.523,453.397263894,-9.86989069849,70.669,133.662595618,-174.712,380,82.1855,96.8686,4.2968310058,1207.8032264,172.593356044,7.20025030488,172.61,0.883151,591.876177739,170.04299838,172.542847094,82.2675776922
391.728455257,381,172.935,154.475058156,138.682498801,70.798,138.6196434,-175.177,381,85.8376,96.9869,4.40221137315,843.886454793,172.990617234,5.50255944132,173.027,0.928242,403.186851573,193.975872214,172.9365855,115.414257585
568.916345541,382,172.089,171.617827896,401.321921928,70.853,216.902998354,-174.379,382,85.688,97.1004,4.3536611281,1089.97402396,172.168393885,10.8358249726,172.204,0.818008,560.313775517,262.203831754,172.106866186,98.1891100004
572.3311772,383,172.759,190.402795663,190.392883528,70.971,181.195724021,-175.052,383,88.0362,97.2127,4.41586442569,1174.33335288,172.824780093,4.16641676153,172.867,0.974974,579.089470142,206.222223794,172.76150495,167.450792167
538.346407079,384,172.757,304.857456307,265.433570497,71.0612,212.934268856,-175.061,384,95.0874,97.3477,4.40155983868,1291.95232994,172.834987601,11.5317051622,172.857,0.833041,616.477374915,288.61134975,172.773676884,115.835329957
425.450373697,385,172.346,300.651194767,303.428214714,71.1204,165.963001568,-174.657,385,85.3301,97.4185,4.43727012525,1132.67956358,172.405917194,-30.2114421122,172.425,0.78286,601.203477557,120.100392244,172.353306121,147.741804651
626.442111571,386,172.685,279.780855799,182.668165071,71.2338,148.55642836,-174.971,386,87.8255,97.5552,4.41785568213,1663.46748433,172.744799052,246.208117848,172.785,0.939303,560.332445056,404.386525684,172.69941178,140.882749547
521.179807656,387,172.646,56.7174898192,153.032555587,71.3082,192.482875143,-174.998,387,97.7533,97.6286,4.50209602671,539.309308834,172.719053445,-1.44471846681,172.741,0.941087,228.67340386,199.40424257,172.669517657,111.573580232
441.852657746,388,172.748,312.085593123,70.3783982967,71.3945,135.931322768,-175.025,388,83.3139,97.7572,4.32632800001,1337.37354156,172.808746045,8.82280107835,172.853,0.910588,601.305617727,296.305861242,172.755716274,122.543731078
540.346375834,389,172.59,295.630065735,126.580254948,71.4828,199.412191938,-174.844,389,89.1997,97.8604,4.44282094058,1321.78425639,172.648508234,48.0625517832,172.669,0.878461,579.2883642,285.007472106,172.598630927,120.730471381
631.490664134,390,172.968,216.995255962,164.811164691,71.5325,204.671902947,-175.21,390,103.862,97.9995,4.52423856473,1033.816025,173.034484781,-3.92086884961,173.062,0.957139,450.14048947,192.592221758,172.987162638,142.758185939
420.584080495,391,172.577,233.973393609,188.306979494,71.6039,146.843222497,-174.865,391,87.3131,98.1095,4.37906069499,1432.24435716,172.634248087,-3.81865764986,172.677,0.962106,396.696494735,186.315901147,172.583806137,138.817698197
552.342474694,392,172.39,227.738101407,177.13697086,71.6699,165.660314395,-174.614,392,89.9192,98.2604,4.42905431914,1138.28891927,172.450695922,-0.785374984188,172.477,0.897541,413.447478399,160.822181565,172.405731186,109.693472458
562.108264705,393,172.132,379.412476183,259.70615635,71.7862,196.119458446,-174.423,393,88.7333,98.3812,4.45577482219,1480.73269218,172.191593698,-1.80355943265,172.224,0.856404,889.465208514,235.385832764,172.143320552,148.84845498
624.342266921,394,172.509,373.893444412,209.967478904,71.8781,217.672244828,-174.685,394,73.6432,98.4316,4.2283331087,1408.61245895,172.564439048,27.6261977254,172.607,0.8928,695.475155461,350.019345571,172.51975082,107.626431554
914.665411159,395,172.49,79.8244961271,191.787645484,71.9578,325.053542171,-174.668,395,75.3605,98.557,4.28025860704,604.727616927,172.556905122,-4.77608961317,172.581,0.958315,313.037168412,388.173944693,172.505246736,126.547712412
576.053013392,396,172.412,276.279705551,55.6502772361,72.0449,219.253917398,-174.545,396,85.4275,98.6896,4.33898701983,1626.86959269,172.472904184,2.07196897532,172.507,0.964529,517.269074491,247.40401983,172.415591522,142.001556796
553.388706956,397,172.353,117.304057764,195.914740453,72.1784,160.190945034,-174.641,397,80.5125,98.8234,4.37156386976,743.298054353,172.417389623,48.5193047532,172.449,0.945757,384.793291481,216.592905442,172.364365897,115.544237419
473.519386244,398,172.693,281.396439911,58.427793258,72.2475,158.796699276,-175.04,398,86.6804,98.9732,4.41430961002,1553.31301109,172.765857011,-2.20524624065,172.792,0.947035,511.349305961,218.416802993,172.707024727,116.314898404
484.73350318,399,172.034,224.618899545,122.64520632,72.365,177.077790652,-174.305,399,97.1456,99.0993,4.49026563769,1379.16314607,172.095354487,8.3869600343,172.148,0.970885,383.436174222,207.661739743,172.042670775,133.82449433
436.486695584,400,172.334,101.594841721,77.3188143498,72.4103,141.31064131,-174.647,400,88.1135,99.2072,4.41926691431,764.645151943,172.407679555,22.5196786614,172.425,0.956803,401.463579395,277.228393159,172.346837515,133.103720063
459.767782156,401,172.585,180.301240519,32.2648915737,72.4956,138.121421605,-174.873,401,89.5985,99.3242,4.41209889409,927.436256114,172.667317378,47.9694999009,172.698,0.930775,301.922177785,166.332566778,172.601842941,97.0522540639
520.044453398,402,172.265,219.677814012,186.304480126,72.5058,188.881735147,-174.585,402,97.2105,99.4428,4.56942651189,1065.6753661,172.35151281,-0.658269851427,172.378,0.939716,637.338666539,251.91593908,172.284998055,127.478530753
1491.77984478,403,172.116,125.182842267,218.242495446,72.5932,553.652425281,-174.406,403,78.393,99.5344,4.28197801272,957.148544268,172.183248921,-4.00996860226,172.23,0.968724,499.239493221,417.187804873,172.129482542,151.450575098
675.854444495,404,172.397,296.183271678,201.374942092,72.6222,252.732249285,-174.777,404,83.566,99.6218,4.36939124907,1515.01799776,172.470466804,66.2113137147,172.518,0.936385,596.587311334,315.017709659,172.399495397,108.003521883
425.52226904,405,172.752,273.511191215,153.59705664,72.7229,136.49935281,-175.111,405,92.8318,99.7166,4.5285912666,1393.84043202,172.822310986,35.8245065217,172.852,0.90758,445.61981265,183.344944753,172.766224083,99.0196961762
685.816841738,406,173.21,238.803188547,163.175785403,72.8424,225.119463874,-175.538,406,88.5602,99.8095,4.45764935581,1100.38723823,173.284907937,1.35526210623,173.324,0.914508,387.355711854,223.324294293,173.225243631,108.657876486
651.735860739,407,173.105,290.394492222,96.1255012599,72.9316,280.129731457,-175.354,407,80.9662,99.8564,4.33284276992,1264.81237464,173.162910613,0.883996757647,173.186,0.941656,525.465916542,235.165213166,173.107618754,117.517310267
237.52045873,408,172.506,250.63477856,98.9135207117,73.0426,84.9646934123,-174.704,408,85.1299,99.9407,4.39767602068,987.338780787,172.566889993,-2.10234719322,172.616,0.875017,383.530558102,108.029610565,172.510585603,93.3785278755
447.895174739,409,173.05,309.92774267,138.895401757,73.1092,163.409905146,-175.156,409,83.8102,100.065,4.32705508327,1276.19304307,173.138245865,2.90422003406,173.165,0.967166,531.546015213,197.773141646,173.0703658,132.844148768
485.240367993,410,173.165,282.092589113,-6.35926242717,73.1622,153.53009878,-175.42,410,85.2698,100.141,4.34661351328,1173.69412953,173.22203535,-3.04064370463,173.234,0.946116,349.231652066,171.67477738,173.179775487,92.1538486256
577.895307751,411,172.724,242.220113086,84.0649131907,73.284,240.509748703,-174.909,411,90.2307,100.211,4.36802648323,1236.89162804,172.77724664,26.6886649799,172.816,0.924926,468.534231296,235.172140165,172.73486233,108.825646083
466.40999665,412,172.802,176.28294225,223.40499803,73.3868,182.957235302,-174.994,412,80.747,100.345,4.23831906807,961.428329652,172.858720427,-0.0448786239513,172.867,0.93334,504.373226676,266.889686908,172.81717423,131.904351654
774.261025872,413,173.399,353.607668465,13.3674670279,73.4658,287.331120301,-175.651,413,77.963,100.448,4.25824742912,1353.42009348,173.456699154,12.8749267278,173.494,0.900225,585.811989507,276.188018082,173.411676136,92.5625106714
521.641401795,414,172.934,190.034005455,34.1254363345,73.5713,171.054187555,-175.101,414,89.7544,100.572,4.33666624045,846.630892099,172.981250291,58.7303175801,173.019,0.953129,484.914741744,237.199621906,172.933307731,133.15670364
588.280201977,415,172.414,261.261402029,-25.3354452209,73.6616,174.855975568,-174.62,415,85.2285,100.685,4.3235434597,1036.57963267,172.482417512,-3.30203963954,172.521,0.930889,405.377546596,121.525091624,172.429335041,91.9659741156
493.036100545,416,172.596,114.230612758,183.140475438,73.6916,176.660395525,-174.673,416,91.2465,100.818,4.35984786264,807.658531493,172.663128376,0.452067627503,172.696,0.979186,355.957221977,128.612896243,172.600342912,143.118603701
491.191595872,417,173.136,274.289482631,149.291147005,73.7634,171.398091541,-175.371,417,90.7845,100.873,4.39465728484,1586.38597425,173.202869749,-2.33714247115,173.238,0.926545,497.915925972,254.900496462,173.152756348,124.554043956
584.820433471,418,172.601,198.389632678,-6.46723816396,73.8233,184.921461517,-174.714,418,85.7561,100.956,4.34964933711,1127.74526312,172.651128926,23.0861398892,172.694,0.950934,318.088227773,265.559799558,172.604024296,109.270346015
573.673449051,419,172.808,245.957432402,149.124586857,73.9192,211.349888823,-174.923,419,90.1324,101.067,4.38006662146,1023.50947657,172.865690891,8.6428328619,172.876,0.869861,507.006494234,328.707445262,172.825182679,115.636923765
431.733657405,420,172.963,139.525895178,71.96111163,73.9636,104.318695719,-175.05,420,90.4975,101.205,4.37635602914,616.436101868,173.009845669,122.372290358,173.031,0.92399,408.521285798,335.656571077,172.974153647,115.122639683
454.11159444,421,171.773,293.006442696,171.210955869,74.0378,164.71383679,-173.882,421,96.7411,101.343,4.44300845678,1475.16636113,171.829455861,118.4212956,171.868,0.951529,526.142698206,283.515819652,171.784308023,128.473453083
518.556196856,422,171.656,170.933962875,99.5478706544,74.1265,177.576942648,-173.819,422,86.797,101.454,4.35317973888,952.104606344,171.726118288,9.74915010285,171.771,0.944233,398.297848765,344.077081882,171.664705575,108.187491246
714.597276586,423,172.554,363.670515117,196.57345964,74.2562,246.571811808,-174.767,423,93.0343,101.614,4.40084423923,1396.75218574,172.616972557,7.14981626446,172.634,0.943246,680.804603337,283.950302922,172.567473162,116.069736822
497.540848905,424,172.348,272.609135043,231.67932179,74.312,203.909803533,-174.516,424,67.3602,101.697,4.16468957969,1407.67560743,172.394334384,-2.81493193379,172.446,0.95334,616.424681076,227.558452573,172.357244075,131.835341651
367.11154995,425,172.267,333.173694627,98.4720897232,74.4061,139.281196168,-174.398,425,84.5483,101.803,4.3475140554,1371.76634291,172.313478453,-2.37855274323,172.342,0.889768,585.530445481,171.052329064,172.274947344,136.023886227
666.834806348,426,172.614,199.801730548,105.24898931,74.498,208.161291273,-174.811,426,83.4465,101.891,4.34115384891,875.388146161,172.665622444,11.1721304886,172.697,0.944445,490.229046858,168.873668361,172.623710519,124.526541147
718.236209622,427,172.414,269.508212754,33.5635543425,74.5751,262.198848148,-174.518,427,92.5094,101.989,4.39790585418,1415.81324547,172.472686439,17.5094443599,172.495,0.916598,480.163440023,323.562315973,172.431023899,121.036771369
515.432865414,428,172.349,238.323899107,101.462119262,74.6607,198.186112028,-174.467,428,84.5838,102.052,4.31665529678,1034.66299273,172.405608676,-3.57933258101,172.429,0.940164,492.194454003,305.184455355,172.361337812,106.607622391
757.873456971,429,172.087,297.557726625,199.81495258,74.7273,304.00130243,-174.279,429,85.8381,102.191,4.41234318814,1175.91355718,172.148355612,-3.60615037541,172.169,0.962447,638.942881563,381.109011413,172.095039762,144.694170734
568.337607819,430,172.223,137.910163372,174.271723376,74.7699,158.199451417,-174.365,430,91.5466,102.342,4.36860524819,796.838005459,172.279110083,11.7399652129,172.329,0.951816,371.526837717,255.8577505,172.228301712,134.350402595
470.580444234,431,171.817,245.483883777,186.106226889,74.8512,171.302212325,-174.0,431,93.0406,102.457,4.40205548426,1233.36003527,171.883809223,1.36379353005,171.916,0.959387,487.370807891,146.291743246,171.835067856,107.291177106
610.062113775,432,172.188,205.223140598,125.099720547,74.9175,223.017195745,-174.296,432,93.114,102.563,4.40953875397,877.544134948,172.226060662,2.1124410741,172.264,0.947335,417.383632266,197.460385142,172.181290768,118.308405976
384.884546559,433,171.795,291.612187205,9.15306031993,74.9863,153.830817044,-173.924,433,78.5065,102.659,4.31827616583,1212.77000211,171.865118651,-5.32768899544,171.878,0.959093,429.557580725,223.76619511,171.820805337,116.86981488
543.012402809,434,171.404,134.078443838,98.8325887953,75.0644,187.151816349,-173.528,434,97.6428,102.778,4.48262357874,711.063716748,171.454498411,-2.02902354196,171.485,0.963325,285.383689576,230.922103175,171.416134111,102.991348686
517.633054295,435,171.83,163.944823448,151.054704559,75.1678,207.156545694,-173.892,435,77.6901,102.851,4.22196914381,842.367620853,171.859870758,-0.735492162852,171.907,0.965948,467.723254922,209.093826978,171.826287631,132.777012726
754.336386598,436,172.01,207.840293649,85.631451787,75.2712,231.989148352,-174.121,436,89.4862,102.928,4.35633216602,1128.65882981,172.063199232,15.0627585544,172.078,0.942505,422.394729809,268.226189234,172.031724823,119.327399065
466.364715363,437,171.78,140.441190429,121.046718248,75.3438,143.676341533,-173.863,437,81.772,103.088,4.31672051138,675.448710447,171.848778683,83.7011264735,171.868,0.955816,354.728722152,218.243929368,171.797499812,117.538079227
419.248881973,438,171.315,209.527744176,143.842912364,75.3903,160.352255406,-173.392,438,98.2574,103.172,4.45615437359,1047.41894107,171.364744489,-1.96640067195,171.411,0.961005,377.132031372,173.214918077,171.318806612,128.44361806
719.496587087,439,171.813,146.10903414,48.7397990101,75.4597,288.336668204,-173.978,439,89.7207,103.279,4.35100391208,698.165335002,171.884502287,-28.0303271635,171.903,0.934919,383.480245923,251.563572621,171.829089267,114.316896966
392.328402155,440,171.645,165.491558333,197.651201474,75.5517,132.668534219,-173.784,440,83.5084,103.423,4.26057693428,1063.30758906,171.702340625,-8.66635354016,171.719,0.928454,408.090853081,96.0072212608,171.651835221,118.61456064
345.54147953,441,171.306,109.194533032,150.010495642,75.5843,125.290003377,-173.442,441,95.627,103.519,4.45310500105,667.851336424,171.386475402,25.5577918603,171.387,0.980012,300.075185486,240.072449242,171.330757619,129.367435158
515.697362105,442,171.689,96.9086570911,168.905160806,75.6857,171.936712349,-173.792,442,80.5279,103.625,4.32905591423,560.704908283,171.756270107,79.8117407639,171.778,0.94613,330.847607439,316.88324801,171.695860014,114.462822644
514.049261456,443,171.219,96.7921728228,129.603972741,75.7655,157.261848394,-173.328,443,91.067,103.737,4.48579376542,606.067716005,171.270537316,-6.64833970451,171.301,0.931293,272.605222155,301.651213351,171.234243565,117.751542142
344.898371411,444,171.631,156.321476133,206.926314606,75.8695,108.852486896,-173.842,444,103.704,103.909,4.55686439539,894.998672305,171.681508558,-3.68626787484,171.712,0.942446,384.010364024,138.748967808,171.631823556,120.953935433
740.203708622,445,171.438,158.659920585,116.615142234,75.9765,266.135253342,-173.603,445,82.7961,104.006,4.33231405367,876.157647738,171.491262277,-4.32548849843,171.538,0.972967,256.5630035,346.636592577,171.459576771,105.973986639
570.451080406,446,172.43,145.192945244,196.763395392,76.0264,156.632690882,-174.562,446,81.734,104.153,4.33155078418,884.849585394,172.460262975,101.901549222,172.483,0.956791,383.983346198,250.408384527,172.437999924,134.577623508
633.974956626,447,171.748,135.312216654,147.927240348,76.0802,229.961884286,-173.852,447,85.9937,104.174,4.37500490779,784.479908813,171.817955835,24.3317027768,171.832,0.894489,470.741451599,323.003139143,171.77189264,128.303481328
568.319333287,448,171.358,133.51096935,33.4037332678,76.1458,199.093175931,-173.499,448,87.2264,104.281,4.42144091197,659.879117213,171.406573546,-2.80392081276,171.438,0.916501,361.62793138,316.848855976,171.361284093,108.343878852
648.69728586,449,171.644,137.137869314,24.55150831,76.2224,214.63474799,-173.74,449,78.6539,104.378,4.31722335154,817.625142543,171.682779969,3.29249223705,171.715,0.960028,367.034869193,313.337284157,171.645091351,140.363687738
514.132175413,450,171.724,235.088715343,169.304477812,76.3433,96.8697334011,-173.845,450,79.0093,104.472,4.29664882894,1072.86314354,171.77973506,237.625818548,171.809,0.945706,424.471489217,339.405050374,171.741630558,119.757423774
548.260581857,451,171.359,90.1928889708,70.2594252806,76.4141,204.489709321,-173.476,451,85.8826,104.573,4.38075969154,643.484685673,171.400259266,-3.36911279995,171.43,0.965566,290.237210803,250.469865497,171.36899561,129.608486048
428.687117263,452,171.681,238.363947585,193.510607129,76.5204,149.765129789,-173.862,452,84.701,104.679,4.39235565341,1034.27294704,171.72482543,36.8637742202,171.755,0.861221,546.076888762,243.706832086,171.686440187,138.881904796
422.333886544,453,171.809,283.053781433,121.982961973,76.5749,151.119158407,-173.985,453,74.5136,104.77,4.1830536188,1458.64224463,171.863270536,-3.13648485449,171.876,0.919603,390.238766251,174.460483308,171.825630444,118.866190258
437.647672678,454,171.518,373.793992043,345.952741088,76.6607,148.474697537,-173.713,454,87.5405,104.888,4.41520568085,1655.32910541,171.567416,27.873634521,171.592,0.923705,773.646740306,295.551302006,171.533581965,136.028491922
614.041453114,455,171.318,176.350087249,140.739365426,76.7079,233.805158063,-173.459,455,90.8271,104.98,4.36054980925,1132.54536903,171.363102959,45.5236948927,171.381,0.924741,361.767065906,323.340735757,171.324446997,127.650317084
422.371089742,456,171.848,50.5471604073,238.23601622,76.7914,167.685403833,-173.955,456,94.1347,105.084,4.44495283647,474.744510075,171.896220324,-0.338993147375,171.92,0.935153,340.972599074,231.016360034,171.862435833,133.516222681
345.04734094,457,172.331,167.434397694,200.95731633,76.8669,130.129767558,-174.438,457,73.4815,105.163,4.24261488662,799.715382769,172.374405322,-3.27873185148,172.404,0.957056,367.683589085,160.205327426,172.3392564,127.799616306
480.871593334,458,172.264,220.067024156,227.805500962,76.9669,166.959239173,-174.415,458,88.8163,105.246,4.37412473951,1001.80799481,172.304590497,5.69889324915,172.334,0.938407,498.922117313,276.935640089,172.279759513,112.395270204
473.452745137,459,171.861,235.111875804,202.978066946,77.0383,163.396260901,-174.072,459,96.8868,105.338,4.50136744794,1261.86812085,171.909473167,0.0144343187668,171.934,0.92585,745.241322707,197.298772112,171.870162889,101.46563884
393.956076681,460,172.249,192.438947385,62.1031036456,77.097,103.805456938,-174.555,460,87.1143,105.419,4.34792984704,1223.63255761,172.300544968,120.144483057,172.316,0.950985,532.876226288,273.087472862,172.270587438,122.860639571
375.0591743,461,171.813,181.850058061,106.276350685,77.1382,150.197826527,-173.981,461,89.1811,105.568,4.40152439319,824.412455432,171.863304424,3.5322523001,171.897,0.942633,400.626725874,178.500160122,171.820538596,120.000997407
723.81252329,462,172.422,174.679066287,38.689239446,77.2136,202.679215661,-174.576,462,88.9184,105.647,4.37062441581,818.906996357,172.476038701,8.47943390425,172.504,0.952245,385.637652488,362.876359939,172.427640997,120.814741501
332.399352863,463,172.444,71.2599567754,197.136551087,77.2602,94.3065846798,-174.63,463,87.9788,105.754,4.31154886656,632.750130635,172.501244592,12.0049702862,172.524,0.965991,474.315640412,203.345889226,172.459061041,155.261592778
572.768504193,464,172.264,233.91912046,70.8181650744,77.3421,198.009696215,-174.376,464,93.5124,105.82,4.3635906681,1146.63525185,172.330658053,2.28060221248,172.361,0.831915,510.051113476,204.747800408,172.282283329,137.731791895
559.386872894,465,172.401,156.615971899,185.789770553,77.4164,181.037196545,-174.539,465,82.6222,105.899,4.2512198444,838.435604041,172.453753995,-1.43571340611,172.486,0.95167,450.113654721,176.427783401,172.40443693,134.414494776
449.186778947,466,172.739,169.333157748,113.526629862,77.48,174.230528971,-174.876,466,77.927,105.95,4.25893228042,874.181395683,172.80096528,-3.74654437206,172.81,0.958491,402.402955839,146.340004849,172.753275789,125.130525527
525.777239501,467,172.624,144.063337361,111.38600322,77.545,175.94515617,-174.822,467,78.7847,106.062,4.24008327536,930.391782348,172.669131657,-4.34426148203,172.686,0.944522,292.987480796,141.867103306,172.628947656,107.280814018
462.694582734,468,172.237,151.996566377,202.409784176,77.5841,154.287221143,-174.304,468,84.6205,106.113,4.27887814846,904.989064776,172.287589748,-0.638536167836,172.315,0.924591,439.562611569,192.708148685,172.247441688,136.416993625
492.285371588,469,172.451,148.027007785,121.146686636,77.665,145.475470582,-174.524,469,90.1489,106.196,4.38051130025,784.194757083,172.506164479,1.39444401821,172.534,0.951644,401.150706033,264.707561614,172.46115342,136.032659009
545.566557639,470,172.262,156.573395214,186.911329916,77.7524,204.612593338,-174.227,470,79.2392,106.233,4.2420869352,806.615227644,172.314419331,-1.26302763604,172.359,0.912204,424.71403788,223.582657743,172.274412418,127.345326711
401.82620957,471,172.408,105.924457915,138.988669064,77.794,143.830178631,-174.431,471,87.4861,106.316,4.29260373813,637.227111925,172.447093202,-2.74839622198,172.482,0.923514,400.004851984,147.215911948,172.410777526,136.294373826
417.480096618,472,172.277,162.263837885,121.667559795,77.8622,145.5019757,-174.3,472,84.9972,106.444,4.27088452902,817.047146394,172.319208488,-0.152546175469,172.345,0.929094,332.878790814,241.929043035,172.286925989,121.943695631
632.252716699,473,172.444,276.434481569,110.1450071,77.9892,202.419890443,-174.453,473,91.0711,106.522,4.3166279917,1269.96933755,172.484751905,2.04130274214,172.518,0.929849,394.162733839,254.120217229,172.45489711,105.03689611
495.664503193,474,172.285,157.370808999,207.610469798,78.0547,153.311221425,-174.252,474,74.7955,106.59,4.14372523064,940.303988353,172.339572038,-0.665281351179,172.366,0.973831,444.288499599,287.582235481,172.302655686,148.448596623
461.651274725,475,172.04,290.916923049,257.567235917,78.1163,158.116209206,-174.099,475,78.5023,106.687,4.22892477048,1192.84594262,172.093823301,7.88789037291,172.152,0.907508,599.331532843,207.470592144,172.047413631,117.087671628
354.464275633,476,171.846,143.049523617,103.772211304,78.1468,40.7713415637,-173.936,476,90.5385,106.762,4.278364989,768.01192759,171.896265694,246.843506191,171.935,0.963569,201.195060533,310.084406087,171.855420935,94.7936053805
629.231056425,477,171.739,135.701216769,102.804436394,78.2208,180.982003314,-173.73,477,87.4069,106.889,4.26472548343,667.596181768,171.785382068,174.038403301,171.832,0.934308,267.014441325,413.676490106,171.744319208,97.9633459419
595.817749168,478,172.456,200.635881563,232.108309467,78.2268,188.776794892,-174.366,478,78.9442,106.958,4.14498805156,1297.05623258,172.511917972,6.94412501169,172.52,0.929331,450.037780173,270.420559815,172.478394417,105.984040088
571.4529096,479,171.863,190.840416255,156.342114315,78.3262,165.624365969,-173.892,479,89.4638,107.038,4.27203753432,1147.3165974,171.901945109,-4.82689496048,171.928,0.962444,339.337942245,113.608194577,171.87138539,116.562298435
545.889063027,480,171.309,207.66524668,131.393340917,78.3857,214.782550618,-173.416,480,90.2063,107.122,4.33993769988,886.512634482,171.373778521,-43.915498113,171.402,0.964503,392.692959708,210.296548861,171.323894218,116.879243813
773.13460608,481,171.901,245.475438059,124.117098207,78.4741,229.48919522,-174.003,481,96.9672,107.243,4.3337945035,1228.929775,171.973406075,5.44309828825,171.993,0.955449,386.790127491,223.39152624,171.917411968,113.469832958
435.135293331,482,171.464,213.461489714,286.673282494,78.5212,157.625910333,-173.505,482,73.2092,107.301,4.13754074893,1356.64182401,171.520077612,-0.72918039153,171.56,0.93481,497.668535179,183.670927065,171.472391974,140.402478456
467.385410443,483,171.902,97.5923365333,193.425896541,78.5879,196.614949657,-173.87,483,78.6253,107.426,4.14695457941,601.906930002,171.957640296,2.98354208196,171.994,0.945516,392.503929948,200.990974072,171.911008145,132.056547478
476.256883571,484,171.264,102.455101782,172.693458082,78.6494,159.916113571,-173.286,484,91.2697,107.554,4.28051099294,624.764289154,171.316312052,1.3293196147,171.351,0.963596,321.558257042,184.205759303,171.27003934,127.504854063
