Epoch,AverageEsReturn,AverageReturn,MinReturn,AverageQLoss,PolicyRegParamNorm,MinEsReturn,AverageAction,AverageAbsY,Iteration,AverageAbsQ,StdEsReturn,AverageQ,QFunRegParamNorm,AverageDiscountedReturn,AverageAbsQYDiff,MaxReturn,AverageY,AveragePolicySurr,MaxEsReturn,StdReturn
2505,506.602507541,677.907757262,411.869871748,264.441,159.271,309.809499622,0.998498,261.197872535,2505,261.398,219.377563671,261.095,339.797,217.221606516,5.44564094886,1031.01430384,261.076492618,-265.317,845.218050673,128.857440174
2506,549.154509905,1514.89311335,136.790309008,255.463,159.351,168.668842198,0.99817,260.876254811,2506,261.038,323.970445006,260.697,339.763,209.219726816,5.4443921733,2468.84349728,260.712176257,-264.897,1084.79747134,722.726940481
2507,439.825202611,1465.75364765,760.518042655,242.276,159.495,94.7085259112,0.998905,261.158642545,2507,261.363,241.840847165,260.99,339.765,222.987967242,5.32322373458,2625.05436631,260.993458568,-265.38,793.587818918,609.384319029
2508,525.682946108,1410.87111946,881.363489006,247.461,159.511,57.9640476571,0.998949,261.2202227,2508,261.426,283.007232369,261.061,339.778,219.346049772,5.16553190458,2746.23784372,261.057897589,-265.431,941.223929957,556.527643578
2509,566.340926954,1360.27117179,776.426023074,253.379,159.495,172.294946903,0.998583,261.180073635,2509,261.351,496.443575867,261.036,339.774,238.323037486,5.1619629504,2708.76564546,261.04635808,-265.386,1523.5132816,654.11415116
2510,567.839830202,1293.86883031,731.8830526,205.701,159.543,73.0313143199,0.998799,261.272720207,2510,261.463,304.52510289,261.125,339.781,218.303753649,4.89065930416,2671.49567958,261.131226735,-265.331,885.389524068,609.301044258
2511,382.446410672,1462.77997137,859.28109702,269.919,159.617,45.0648775942,0.998886,261.040088132,2511,261.242,195.468154562,260.931,339.746,220.474055526,5.37727095008,2637.53765352,260.917936136,-265.29,652.814577295,608.790192523
2512,440.284999349,2222.53309382,1009.77054277,229.724,159.612,215.038505098,0.998648,261.240836098,2512,261.418,230.555914021,261.122,339.767,230.240048975,4.99545589819,2871.3705106,261.121924312,-265.335,836.504294452,722.742673031
2513,532.902616296,990.09507685,729.555680112,222.571,159.635,234.040351466,0.998883,261.279616858,2513,261.448,271.292402059,261.151,339.795,228.623447852,4.93668468345,2086.5221587,261.160350832,-265.291,950.389633922,310.723415975
2514,324.369156253,1544.74692347,869.507415525,224.286,159.665,82.6899146355,0.999022,261.090020473,2514,261.263,209.033897,260.973,339.783,226.274798757,4.92553575566,2830.17172743,260.968195918,-265.207,601.19223467,554.136273401
2515,493.199988687,1464.54626088,1010.34661724,258.081,159.703,26.7050458692,0.998824,261.256415832,2515,261.432,387.915986273,261.155,339.793,224.934928895,5.1011735356,2703.19958669,261.169014581,-265.435,964.710752816,506.34702717
2516,478.78693216,1458.71369166,1013.24221608,208.865,159.729,215.219661407,0.998569,261.604427412,2516,261.773,222.02807669,261.523,339.8,226.105222944,4.74392536909,2854.2529064,261.527748094,-265.523,749.034921944,531.645527868
2517,607.131042959,1610.17814129,1035.40527893,237.418,159.68,217.489082791,0.998606,260.979322767,2517,261.196,259.54318659,260.901,339.833,225.076214214,5.02390933343,2788.53970934,260.882651154,-264.731,921.030157801,580.715413179
2518,963.221749207,1797.31993703,823.735335276,267.576,159.662,503.373356066,0.998838,260.92734052,2518,261.094,451.573014735,260.789,339.846,217.617324077,5.31773472987,2769.0178878,260.794919041,-264.797,1576.91915087,727.919484505
2519,506.333061391,1776.22217168,740.475661922,260.901,159.718,187.383889667,0.998769,261.232297205,2519,261.375,288.818609303,261.076,339.895,225.633675442,5.27276315797,2713.02098394,261.085696663,-265.508,969.845254831,769.190931338
2520,596.422117375,1147.70474492,200.054421272,237.012,159.76,101.073933487,0.99889,260.530742297,2520,260.704,465.038629078,260.386,339.959,196.441977145,5.09161477321,2566.68684378,260.391798222,-264.691,1294.57922457,806.840467013
2521,318.656151517,1442.83467638,719.97075608,234.119,159.702,166.278552787,0.998907,260.99362713,2521,261.186,123.465272305,260.874,339.97,231.423079421,5.04255482125,2955.13463786,260.877517052,-264.946,546.594092512,718.561452971
2522,651.315854555,1482.89422373,766.701461848,250.152,159.695,500.204645599,0.998899,261.104809387,2522,261.261,151.924424379,260.921,339.989,242.040834441,5.22541461212,3056.84877488,260.935032731,-264.681,932.835343716,731.989819969
2523,362.153894083,1474.44881203,854.932100915,280.283,159.792,41.1434950054,0.998934,260.321749786,2523,260.504,225.843126528,260.146,340.004,204.502436833,5.49546034251,2478.87849887,260.144462203,-264.395,726.140632916,594.643425995
2524,300.686134485,1280.54499824,928.667835714,248.5,159.781,58.3663114418,0.998676,260.218238326,2524,260.421,188.401406592,260.025,340.073,223.976686775,5.2980201374,2620.75082986,260.033544641,-264.283,582.455638043,359.555541597
2525,459.999248067,1535.52347441,1017.24123342,245.746,159.848,13.8916340829,0.998832,260.437572707,2525,260.614,295.57028511,260.23,340.123,234.240932504,5.35738617232,2879.81154222,260.238326413,-264.823,835.730575044,591.425295332
2526,661.817607725,1063.85532638,720.342432031,236.288,159.883,260.446378601,0.998787,261.080431896,2526,261.271,376.684843681,260.967,340.134,219.844456055,5.01434385258,2517.56396048,260.951747701,-265.274,1279.77970525,311.417240326
2527,524.678628362,1459.09915581,719.730976289,219.856,160.01,118.660714766,0.998622,261.972519573,2527,262.138,300.507853877,261.81,340.161,225.864390481,4.87296021034,2614.5727891,261.821366794,-266.145,1029.52896951,646.420473171
2528,524.140045065,1401.23513146,566.827028274,211.939,160.013,96.6765166762,0.998834,261.511502527,2528,261.679,328.706680182,261.398,340.174,231.288391062,4.80388791113,2882.08094214,261.396588946,-265.306,1059.70786507,818.084255793
2529,369.15694482,2224.53532462,989.374828203,218.871,160.062,181.416147913,0.998952,261.428270736,2529,261.577,110.061442433,261.292,340.185,224.803527485,4.84145902075,2738.98275774,261.301502239,-265.509,546.491238039,522.844771182
2530,573.851294856,1898.75320284,770.700365857,216.409,160.094,254.304606017,0.998686,261.773683653,2530,261.956,277.402158904,261.659,340.2,224.456219745,4.86380544072,2743.10574376,261.651548531,-265.553,969.034003676,764.687073048
2531,426.081963235,1827.13961369,251.360121872,237.786,160.144,53.9686520106,0.99844,260.761141444,2531,260.914,271.302839383,260.631,340.193,218.288448962,4.92764837729,2707.68718407,260.648829958,-264.9,781.46149241,881.425344639
2532,263.992481006,2933.18685544,2280.6616407,200.293,160.155,32.4242886765,0.998592,261.627506946,2532,261.822,287.612649304,261.535,340.215,246.697107712,4.5945256871,3115.73036787,261.529281361,-265.601,973.570174391,275.884575951
2533,318.88880246,2463.64561909,1661.53055197,219.618,160.194,38.6294442729,0.99836,261.132229159,2533,261.296,169.199732903,261.005,340.239,235.097460218,4.73674333695,2876.0660992,261.015498461,-265.141,612.410428702,458.705026008
2534,392.956289426,2384.57198427,1402.97334898,230.158,160.19,110.875633792,0.997884,261.254161203,2534,261.432,328.654853922,261.153,340.193,260.614144454,4.92981014972,3326.89569546,261.148235789,-265.197,1068.95882029,824.558175233
2535,307.111441683,2242.00331536,11.2108287834,226.462,160.199,9.92689485189,0.998413,261.580911919,2535,261.777,218.979701173,261.493,340.279,234.606122313,4.90820664824,3090.67677747,261.480180431,-265.297,718.726015621,1040.07216012
2536,669.164918477,2512.41972739,1240.70413492,263.721,160.306,6.6780455077,0.99843,261.436210366,2536,261.601,355.799541653,261.299,340.297,242.215622725,5.31846206854,2999.19074447,261.311437225,-265.666,1219.10259048,653.361864273
2537,753.81296489,2554.05721714,1012.2432517,272.395,160.361,39.8267340111,0.998173,262.14015601,2537,262.285,844.727510434,262.029,340.308,241.104129559,5.19842513823,2899.06938053,262.031518244,-266.381,2183.81115659,533.235563333
2538,460.283540374,2437.37652501,908.47983608,227.462,160.357,128.265459999,0.998374,262.438127999,2538,262.603,290.174109506,262.342,340.314,240.251564007,4.9659233159,2824.00241926,262.357517883,-266.698,962.395423233,686.90508982
2539,400.114107333,1877.86927814,1017.10011669,211.97,160.405,5.95928144037,0.998402,262.269711094,2539,262.47,298.497557861,262.21,340.344,241.015872221,4.80618562941,2849.47401108,262.200803247,-266.594,745.060527659,797.074036864
2540,382.66666548,2529.9023791,939.277094982,226.108,160.409,118.526093268,0.998277,262.572893194,2540,262.736,345.855703951,262.466,340.352,235.244423051,4.87418570406,2741.42563938,262.48052801,-266.875,1135.57897496,504.208410944
2541,983.167853294,1549.09736138,755.175303493,243.12,160.43,338.229488756,0.998622,262.799277329,2541,262.959,644.938364538,262.714,340.309,233.028407818,4.97139219546,2848.31610538,262.713172826,-266.834,1628.10621783,838.523945738
2542,830.062699084,1939.70176076,1235.41670765,235.851,160.352,13.6420008456,0.998849,262.879253687,2542,263.036,444.474972748,262.744,340.292,249.553080785,5.03659197538,2998.26231726,262.742727409,-266.171,1357.10504748,592.539217373
2543,431.142967657,1167.68623705,664.363343635,265.226,160.422,208.269627462,0.998916,262.262812607,2543,262.434,208.958595185,262.011,340.294,227.89729047,5.4489534183,2551.74341517,262.012823136,-265.581,842.627185958,549.35597214
2544,496.503604924,898.026938037,658.709395455,263.358,160.464,165.116930034,0.998495,261.548169477,2544,261.685,278.673291631,261.282,340.303,224.418489566,5.51674051213,1409.1917958,261.287831907,-265.007,886.810327926,195.744789632
2545,403.01596178,909.252049614,653.323444686,253.834,160.562,118.246072444,0.998701,261.769760826,2545,261.968,355.056780246,261.525,340.345,226.89607689,5.42978069907,1654.81587935,261.532481382,-265.872,997.791399325,194.405875869
2546,721.187864182,1343.26817579,889.686712585,262.049,160.53,323.364854125,0.998868,262.082967441,2546,262.268,364.136930977,261.972,340.397,236.536195961,5.40969665522,2725.77751858,261.971536899,-265.976,1355.19916447,537.522867105
2547,462.130752205,1766.40285894,940.262131868,302.423,160.517,6.84231291229,0.998737,261.567883159,2547,261.721,268.527730982,261.444,340.403,243.097108499,5.78480442514,2887.96926802,261.447357956,-265.749,876.111806406,741.96360203
2548,716.644375941,1777.00281853,926.032627021,224.296,160.583,395.961025533,0.998899,262.34484589,2548,262.528,261.413791133,262.213,340.406,258.005316285,5.19136812253,3285.92777951,262.217518454,-266.503,1038.66614159,742.893054661
2549,468.695894199,761.447115741,445.827017287,257.203,160.568,17.8626265267,0.999219,262.629855717,2549,262.768,255.869182931,262.502,340.417,240.59607789,5.33054241079,1231.50627736,262.509189102,-266.485,719.174057846,129.704839137
2550,405.656592478,1465.68484202,776.353109891,272.015,160.588,102.804874251,0.998893,262.614066657,2550,262.779,216.04521115,262.497,340.389,254.369929005,5.52112317607,3130.4602996,262.494166935,-266.518,680.482133722,637.555606087
2551,402.350456849,1389.15848715,759.3580783,238.236,160.563,129.51009672,0.999337,262.794413293,2551,262.945,172.665251163,262.691,340.37,249.203391298,5.21609170971,3045.91759454,262.689226746,-267.075,701.850957119,660.113657989
2552,418.88511022,1375.96888209,759.609663479,223.984,160.612,65.6218006598,0.998848,262.721448926,2552,262.922,223.964900352,262.614,340.418,230.657786357,5.06396727448,2426.00326132,262.619438927,-266.847,754.559795183,533.221716661
2553,450.018349046,800.75019277,547.521356657,221.076,160.594,181.689743381,0.998723,263.426116249,2553,263.582,209.866048971,263.321,340.392,216.045886099,4.98577329338,1273.86375491,263.311039808,-267.595,740.391890497,172.114680065
2554,552.693383605,1307.3940401,804.683014431,232.454,160.594,49.0426375171,0.998755,264.24081695,2554,264.406,360.422641679,264.089,340.453,220.171403381,5.01250025443,2393.84010815,264.103450304,-268.281,940.840132908,501.155346371
2555,581.82349363,1854.57486625,851.749911603,242.846,160.603,304.343581823,0.998462,263.821505265,2555,264.008,299.043505655,263.705,340.451,213.966656571,5.0795089056,2415.14566267,263.704554516,-267.366,947.894103877,609.34346826
2556,574.596741797,695.614359222,324.928036268,258.718,160.676,66.3450861672,0.998395,263.415924081,2556,263.582,508.251655629,263.29,340.443,197.976934638,5.42023969195,1153.87651329,263.29624369,-267.204,1082.84839743,203.898508757
2557,1190.49784157,896.802871286,462.75006172,238.495,160.635,1011.04124868,0.998785,264.314087891,2557,264.485,186.03482043,264.191,340.489,217.622503048,5.10366952861,1771.69173433,264.196839979,-268.554,1446.83925295,283.55883283
2558,525.527656596,1526.33857959,842.438348626,217.456,160.622,125.121261863,0.999017,263.702316211,2558,263.867,254.200985262,263.601,340.519,222.914756328,4.85060412043,2487.28753682,263.596430814,-267.931,985.97779295,688.772773584
2559,428.191175731,1829.74605689,937.844253181,236.787,160.637,27.8563893175,0.998577,264.053404621,2559,264.211,308.136686782,263.937,340.534,231.96596242,5.0110244645,2781.66717012,263.954413321,-268.048,896.377509148,632.450506557
2560,232.490354086,1874.98719494,850.434866593,209.981,160.614,13.7989628876,0.99875,264.014688578,2560,264.19,211.698611962,263.914,340.581,228.305936193,4.79128958922,2584.38290036,263.912771746,-267.882,598.755166855,773.722402593
2561,592.415911199,2181.66042161,870.994051225,230.536,160.645,127.128405345,0.998675,264.104102785,2561,264.289,416.624502674,264.001,340.548,228.010817974,4.94701029332,2758.57299691,264.00566272,-267.806,1313.49355942,680.4616088
2562,563.85438415,2049.85307264,694.756278698,239.235,160.686,123.666074927,0.998846,263.644972833,2562,263.816,320.299163991,263.552,340.593,229.52941446,5.04221294958,2795.0658118,263.553675381,-267.419,846.67485558,739.704041696
2563,555.04404483,2471.56419752,1868.52864303,217.164,160.749,172.898100648,0.99861,263.670021043,2563,263.852,416.785032467,263.588,340.613,224.215791082,4.8806391265,2628.52661069,263.578037688,-267.505,1253.40055968,208.194344406
2564,544.036825094,2529.20141236,1804.39433998,203.164,160.748,6.34748658668,0.998885,263.477081736,2564,263.63,531.172312276,263.387,340.612,232.814982112,4.70627396872,2674.27886711,263.395306313,-267.34,1439.17695261,232.091157641
2565,585.787595961,2826.12464082,2704.10229336,236.677,160.747,264.049964739,0.998833,263.817275841,2565,263.979,330.802769219,263.722,340.649,243.979500378,4.8449680707,2994.7235853,263.719608553,-267.557,1143.32525921,87.7067616824
2566,544.688910271,2918.8546961,1329.71158873,207.248,160.728,5.95454782347,0.998885,263.30177969,2566,263.446,591.076329493,263.2,340.66,261.8161933,4.6145552469,3321.83213306,263.208938801,-267.208,1793.54559353,692.39310378
2567,583.70810431,1826.48404135,985.361837953,212.817,160.779,36.5032839096,0.998809,262.504432775,2567,262.683,354.882608729,262.428,340.693,264.142216639,4.69164394307,3448.41035618,262.415940195,-266.327,997.902576606,1043.17465783
2568,448.697217896,2419.61862546,939.875658573,217.061,160.781,91.1657456053,0.998866,263.265971798,2568,263.421,190.982921045,263.145,340.714,259.112075755,4.77086483181,3376.83471872,263.155451874,-267.099,674.833854618,871.885121789
2569,354.960036849,2088.02075237,1076.73954987,225.042,160.825,4.51912313911,0.999005,262.850996554,2569,263.005,256.108122795,262.712,340.775,264.430080451,4.76922241295,3316.53729496,262.718519329,-266.727,821.637993492,908.026504258
2570,488.087493008,1451.4150231,737.358336375,228.797,160.833,25.1092553169,0.998885,262.917591313,2570,263.078,288.266881942,262.817,340.783,259.969194812,4.82083573394,3434.84982698,262.812748151,-266.71,897.570199341,957.500597326
2571,277.086223669,645.850648339,501.720602629,217.742,160.864,11.4194375793,0.999097,262.882264781,2571,263.072,227.332745959,262.787,340.8,235.451855954,4.77976101039,699.112659004,262.783372342,-266.745,685.153982234,43.5703764372
2572,373.052490351,1427.14244558,716.991117911,229.527,160.887,116.047475784,0.998999,262.596313889,2572,262.751,201.508050034,262.499,340.767,252.231277404,4.83222812463,3471.45168848,262.514459021,-266.353,724.333456044,967.439933516
2573,389.894055538,1050.07751836,731.779245248,221.541,160.899,26.3041142403,0.999236,263.076555573,2573,263.249,221.515446937,262.997,340.797,251.525741328,4.83308068885,3234.38913508,262.996889223,-266.986,612.606745039,615.559131377
2574,253.315912447,1550.31792053,852.102833558,218.228,160.92,4.61908063491,0.998818,263.163270945,2574,263.324,215.991845328,263.072,340.74,262.700602027,4.78457646147,3348.92874395,263.087681561,-266.861,611.475750165,819.374878579
2575,336.050665896,1951.17303918,262.920521764,221.796,160.908,18.2748754637,0.999072,262.82376865,2575,263.008,323.33795583,262.741,340.755,240.452610298,4.72659370447,2987.74151909,262.732008476,-266.651,1039.72822581,874.147851948
2576,182.639374852,822.100393783,250.950526848,201.729,160.792,4.47065232643,0.998887,262.607538239,2576,262.767,163.569644528,262.481,340.756,224.500766309,4.67285316545,2207.07619533,262.494025051,-265.98,482.664207013,369.450383714
2577,376.738396761,1603.76393229,972.238239321,243.244,160.75,3.78353870107,0.998905,262.965209893,2577,263.09,243.677292234,262.778,340.752,253.235666578,5.08884174105,2916.53039257,262.778660512,-265.95,760.724762532,618.132432407
2578,309.917523703,1998.9105606,994.36865146,260.33,160.847,4.31881952504,0.999196,262.416257816,2578,262.547,317.507824727,262.176,340.759,247.887197944,5.45259292358,2754.90455104,262.176601036,-266.022,927.728770716,478.159803061
2579,348.964509185,2598.92873827,1805.6025762,247.985,160.978,4.27666536429,0.998984,262.967310608,2579,263.184,332.20700064,262.808,340.791,236.613099482,5.3408319476,2810.26237999,262.801020281,-266.94,1146.02714219,256.357270932
2580,445.799431072,2114.89398802,874.240188743,220.275,161.005,5.25115253478,0.998769,263.225240535,2580,263.399,398.482649689,263.08,340.741,238.444121481,5.09781241541,2711.48526461,263.064766583,-267.275,1190.1378938,745.635753395
2581,391.396611223,2675.67521143,1835.48343502,239.979,161.024,4.26066795555,0.999144,263.683492592,2581,263.821,378.504952914,263.526,340.77,245.183851113,5.03415735604,2831.60501129,263.551674883,-267.56,1184.89487787,268.255997134
2582,347.21878118,1954.49336562,921.607166788,231.767,160.998,5.58617623826,0.999104,263.516839789,2582,263.698,339.596035952,263.372,340.758,241.441112252,4.92178903194,2818.57508521,263.372814996,-267.365,1126.6192568,762.134915761
2583,249.019580919,2318.08795419,1178.70424146,195.616,161.026,8.17057568613,0.998809,264.107033551,2583,264.246,209.069509998,263.982,340.734,241.838256892,4.6048633076,2807.00666963,263.991097707,-267.755,609.538404055,589.748265505
2584,374.050946842,1787.25945677,1184.29691439,234.363,160.992,5.7116981718,0.998732,263.631334182,2584,263.838,237.851326043,263.492,340.772,251.976168123,5.04560420905,3028.92581099,263.488567337,-267.361,647.462286037,686.950001211
2585,321.95301024,1445.312367,756.783890494,239.436,161.024,4.33541919029,0.999087,263.81333648,2585,264.003,291.539906291,263.726,340.768,264.281477657,5.05496674022,1994.81101371,263.716845487,-267.558,783.959829031,333.756506385
2586,278.819860683,2170.17445844,1311.49445775,236.599,161.101,4.86050906269,0.999125,264.594072756,2586,264.757,205.258716687,264.517,340.823,255.05558138,4.98012581279,2990.95742664,264.51163083,-268.187,568.92929249,726.215152048
2587,498.245394527,1548.69724447,621.058106008,213.456,161.103,19.0406553767,0.999118,263.350558261,2587,263.496,296.56940181,263.254,340.773,243.389593845,4.8275443157,2935.5890156,263.260755579,-267.122,766.462106339,799.572033886
2588,509.522240507,1805.37022431,1159.66744088,195.388,161.084,124.249596963,0.999133,263.601574229,2588,263.763,275.971201789,263.503,340.791,247.003791881,4.66933749977,2883.36476676,263.501006145,-267.406,864.608100451,622.060032812
2589,446.984366026,1902.2822577,1063.45991093,226.287,161.089,6.10542338654,0.99855,264.268562971,2589,264.431,352.104154135,264.166,340.806,249.913791635,4.87594927782,3067.42266853,264.171564363,-268.108,942.76880036,773.195485336
2590,310.602958283,1376.65861623,420.355977365,221.966,161.083,12.0600373923,0.998686,263.884595845,2590,264.052,185.634551023,263.773,340.851,224.607286679,4.87537524148,2766.56719527,263.779997625,-267.469,678.988401476,791.053377458
2591,465.111815366,1916.43198297,926.595697628,236.683,161.184,6.94741312697,0.998649,263.374109973,2591,263.541,335.985589993,263.258,340.861,237.764644266,5.06386068548,2814.30417278,263.247483973,-267.214,804.301276528,691.783962179
2592,398.440848609,2597.63962869,1431.32199297,216.934,161.204,102.193207989,0.998611,263.700917026,2592,263.866,177.187818325,263.596,340.862,240.515141095,4.74998852246,2844.75872643,263.599029335,-267.48,597.397208576,404.355646123
2593,460.735719977,2092.32515493,1331.74305921,231.331,161.235,89.9389112129,0.99881,264.08465305,2593,264.215,216.167242655,263.974,340.905,244.256649522,4.89642278521,3006.93563164,263.986997979,-268.104,704.488197542,593.846110531
2594,347.422411367,1790.98982627,691.135631948,228.841,161.265,26.546872838,0.998671,264.637460491,2594,264.798,219.736673976,264.535,340.928,246.718107248,4.91450799327,2805.73661558,264.531099951,-268.438,592.729923485,659.84779138
2595,355.653948506,1926.98565803,1182.65667968,194.003,161.267,86.0646491252,0.998633,264.384263624,2595,264.542,171.600359963,264.263,340.982,240.137334028,4.54932960365,2928.41092568,264.260850291,-268.033,661.748793244,598.474023171
2596,423.112339971,2523.71998,1410.63679375,211.308,161.288,156.727949811,0.99902,264.129690985,2596,264.287,169.527205405,263.994,341.011,240.519781384,4.70066699147,2792.51004347,263.994041445,-267.764,620.098669452,362.085204034
2597,334.719381732,2305.30119368,970.632496568,212.917,161.257,4.64826469934,0.998703,264.166728961,2597,264.329,269.621965327,264.059,341.064,240.953268705,4.71806454103,2991.68721944,264.063705228,-268.005,885.029133828,668.985362945
2598,330.032727059,1667.29313866,669.45306646,198.417,161.262,4.25861205395,0.998753,264.643334322,2598,264.787,274.780814196,264.544,341.059,237.949308652,4.57917982093,3061.03612626,264.551065293,-268.111,716.644792521,692.408462323
2599,121.934064803,2210.56681235,1095.85181385,238.116,161.207,3.11809780158,0.998769,264.198018227,2599,264.37,220.897112519,264.112,341.056,232.207715343,4.98035314043,2678.33431649,264.114524496,-267.172,727.513937211,612.850515074
2600,368.586199276,2434.81131618,2359.66333868,292.095,161.278,4.00081733272,0.999039,263.402727873,2600,263.538,500.107825478,263.231,341.068,219.257957237,5.66870250207,2496.08221585,263.245948202,-266.627,1379.17943261,39.3613615197
2601,1425.46663062,1853.94260736,983.692434794,254.013,161.308,541.586394014,0.998806,264.039514035,2601,264.219,883.88023661,263.918,341.031,219.440482899,5.44960984192,2469.2067128,263.926327514,-267.865,2309.34686723,469.029473571
2602,449.080437299,816.842268568,615.955938709,234.571,161.356,3.93245155785,0.999116,264.392916396,2602,264.565,391.660050915,264.28,341.018,221.416756023,5.18600786498,1394.03472509,264.284639041,-268.406,1063.16738425,167.401124277
2603,552.18419878,1168.32773893,667.85410729,228.557,161.377,319.469040769,0.998816,264.724874867,2603,264.86,233.385379155,264.594,341.003,221.248840897,5.00023192769,2475.37824551,264.593577321,-268.63,1007.21616154,572.754272236
2604,440.839308751,2347.1926163,1142.43216065,233.596,161.398,13.1395932656,0.998946,265.446719637,2604,265.618,294.77133316,265.326,341.021,230.842171713,4.80648238176,2765.1195126,265.327561451,-269.194,924.954890609,538.958603978
2605,442.95951372,1609.13189877,891.681233465,254.274,161.397,144.275283589,0.998872,265.384667368,2605,265.556,184.528387576,265.251,341.055,236.694583509,4.99329799905,2657.18017611,265.249312551,-269.138,723.339035724,652.910570458
2606,463.254739615,1147.99721682,658.196679893,204.844,161.42,133.744264233,0.998902,265.519417998,2606,265.666,324.70921822,265.421,341.068,235.258936177,4.66989826182,2704.44565095,265.428907297,-269.402,956.84017108,471.701424946
2607,748.177605588,1139.44047256,823.097058319,211.016,161.43,533.055924617,0.99914,265.837896687,2607,265.979,252.830829672,265.769,341.047,231.68792165,4.54854965044,2561.29722303,265.778363906,-269.66,1226.49088237,473.068717627
2608,434.437834905,925.255347365,743.524096384,219.062,161.439,303.384100591,0.999332,266.079494717,2608,266.224,114.227979557,265.993,341.083,236.953389762,4.75941181428,1336.71221571,266.009866769,-269.884,579.543977522,131.943307981
2609,481.347300789,685.104530686,497.713841532,206.575,161.446,7.00560440757,0.999267,265.584243522,2609,265.74,387.635346323,265.489,341.085,222.371391464,4.61006849031,858.500020075,265.49286108,-269.399,1320.94757136,90.3514142627
2610,315.247289956,501.409567936,260.779576125,208.05,161.438,54.5523322499,0.998987,265.670986388,2610,265.847,207.379069496,265.594,341.109,196.806523238,4.56063314238,657.870044953,265.584932353,-269.076,557.376106098,148.24497548
2611,308.906765433,573.154333095,303.333114467,214.822,161.436,59.455612802,0.999294,265.757071113,2611,265.9,226.043637563,265.657,341.142,212.23865845,4.66743008837,714.842808767,265.663018834,-269.318,698.232867982,75.551454256
2612,294.297048118,637.550923327,502.326260571,221.648,161.49,135.917560309,0.998991,265.500743839,2612,265.644,136.445267759,265.41,341.151,223.053254143,4.79421051114,836.140587446,265.41297853,-269.044,615.638578987,74.3054978085
2613,668.768780193,893.072200452,552.610048997,207.754,161.533,278.765700752,0.999203,265.118978312,2613,265.26,200.177503287,265.018,341.118,241.387931506,4.64952261111,1295.21294415,265.032128701,-268.815,831.580950542,174.945046499
2614,438.119983963,793.468072166,638.570122273,235.554,161.58,5.43627343428,0.998801,265.029814946,2614,265.185,349.307196211,264.964,341.162,232.173718812,4.81021910973,965.32815782,264.956177145,-268.681,953.609988769,83.4843161317
2615,362.689667767,724.673858746,532.099728296,209.613,161.601,27.9460842789,0.999011,265.538408856,2615,265.692,206.56616998,265.438,341.158,227.92927157,4.68697147423,919.111993706,265.448269388,-269.145,572.459545934,104.036244988
2616,446.734042179,636.648997453,496.863223234,218.961,161.613,129.948682251,0.999122,265.047271723,2616,265.19,163.420848788,264.933,341.2,215.325928196,4.74910969039,789.66214789,264.944567973,-268.701,602.076697194,72.6547816965
2617,459.217900584,912.348580599,517.624059306,221.158,161.624,220.346735469,0.998434,265.383119708,2617,265.54,139.732254263,265.282,341.227,229.940270501,4.71223371711,1345.29988069,265.277451521,-268.991,618.452777147,150.014517217
2618,518.832897197,4.67475240223,4.63157209034,229.682,161.607,178.949259621,1.0,265.125058469,2618,265.255,244.875819893,265.007,341.207,4.54115457094,4.79481658307,4.72018643752,265.016951642,-268.751,855.275430948,0.0206243999539
2619,37.4075317985,228.401154233,160.907779272,244.368,161.678,3.13069592023,0.999319,264.782234235,2619,264.929,123.911003186,264.685,341.234,124.227684685,4.95666177229,831.046520333,264.677014297,-266.103,702.898369799,149.826904165
2620,184.399379509,390.176266203,163.880713915,242.307,161.736,5.88597475896,0.999271,264.376570762,2620,264.535,150.175096466,264.266,341.259,166.437277342,5.13099941576,830.777043487,264.257530063,-267.715,655.667300317,209.190816345
2621,256.447339024,643.663876028,291.472830229,197.704,161.77,99.7206006922,0.999122,264.886162401,2621,265.055,146.600919411,264.781,341.258,211.967123248,4.76026796647,981.90615779,264.764852284,-268.419,483.030869351,186.400963473
2622,208.461816364,885.778735847,167.27240122,221.213,161.833,69.154709968,0.999134,264.993871948,2622,265.125,133.572302349,264.875,341.278,218.842937035,4.89864109943,1384.86037496,264.901702039,-268.387,450.364628455,352.116798011
2623,239.154809371,269.923399947,146.844108627,233.47,161.867,73.2611638928,0.998644,264.629415529,2623,264.747,172.726758105,264.505,341.284,116.846099868,5.01427632914,2640.06685052,264.514803616,-268.023,741.071144063,407.694463709
2624,266.21669838,1515.75007294,202.632953898,251.588,161.911,85.3434167159,0.998565,264.465069707,2624,264.611,118.378317942,264.335,341.329,218.027621726,5.26221069246,2800.04829007,264.338844762,-267.88,478.341145846,974.871095088
2625,423.017946862,1804.29664788,196.916223497,232.782,161.931,5.66893531415,0.998683,264.502521576,2625,264.645,232.698180461,264.36,341.344,213.612969617,5.22934941193,2789.92579233,264.359725518,-267.937,652.783494075,991.765342624
2626,341.295455072,979.370312843,772.69227028,262.943,162.025,13.5042189109,0.999036,264.583328846,2626,264.71,413.146733391,264.391,341.319,233.160877145,5.56267097844,2300.92903545,264.406829235,-267.966,1276.81281995,378.768893309
2627,381.274273048,1684.18020491,868.414849976,253.207,162.04,7.94413299983,0.999156,264.288344558,2627,264.378,270.782013372,264.091,341.297,244.812153404,5.46743562369,2803.22570419,264.094239109,-268.288,776.52757814,631.17429524
