MaxEsReturn,AverageAbsQ,MinEsReturn,AverageQLoss,AveragePolicySurr,StdReturn,AverageEsReturn,PolicyRegParamNorm,AverageAbsQYDiff,AverageAbsY,QFunRegParamNorm,AverageReturn,AverageDiscountedReturn,StdEsReturn,MaxReturn,AverageY,Epoch,Iteration,AverageQ,AverageAction,MinReturn
133.0,18.2194,4.0,2.0344,-19.9845,0.0,20.7234042553,60.8719,0.45625274272,18.1623248758,101.544,1000.0,99.9956828753,20.9708025269,1000.0,18.1581223529,299,299,18.1589,0.0448887,1000.0
69.0,18.2119,3.0,1.86736,-19.9044,0.0,14.6285714286,60.8648,0.432150944493,18.1533156179,101.587,1000.0,99.9956828753,11.4619512532,1000.0,18.1481109124,300,300,18.1475,0.0146286,1000.0
48.0,18.2473,4.0,1.86852,-19.8963,0.0,16.3442622951,60.8743,0.441186954101,18.1866784603,101.696,1000.0,99.9956828753,10.7274509919,1000.0,18.1825581273,301,301,18.1825,0.0148004,1000.0
64.0,18.1424,4.0,1.82883,-19.7998,0.0,16.3770491803,60.9117,0.426185634779,18.0870129428,101.794,1000.0,99.9956828753,13.4970111256,1000.0,18.0826616861,302,302,18.0836,0.0176073,1000.0
122.0,18.1094,4.0,1.92663,-19.8159,0.0,24.9,60.8899,0.438261507856,18.0517891359,101.855,1000.0,99.9956828753,23.4742412018,1000.0,18.0475356286,303,303,18.0472,0.0194237,1000.0
85.0,18.0748,3.0,1.83173,-19.7564,0.0,15.84375,60.9007,0.433960452902,18.0193110636,101.904,1000.0,99.9956828753,14.6481854145,1000.0,18.0149341644,304,304,18.0152,0.0163084,1000.0
47.0,17.9913,2.0,1.83698,-19.7213,0.0,13.985915493,60.9511,0.438558813445,17.9323838699,101.937,1000.0,99.9956828753,9.17665893625,1000.0,17.9278212345,305,305,17.9283,0.0988246,1000.0
64.0,17.939,3.0,1.78159,-19.6594,0.0,15.4307692308,61.0451,0.430734010245,17.8817268898,102.128,1000.0,99.9956828753,12.5832235454,1000.0,17.8771816508,306,306,17.8769,0.0441898,1000.0
73.0,17.9901,3.0,1.92423,-19.707,0.0,15.2307692308,61.1357,0.447240110778,17.9358669888,102.256,1000.0,99.9956828753,13.7759760015,1000.0,17.93216745,307,307,17.9317,0.01935,1000.0
53.0,17.9544,3.0,1.72205,-19.669,0.0,15.0606060606,61.1897,0.421862568828,17.9028380398,102.323,1000.0,99.9956828753,10.7800022318,1000.0,17.8983759418,308,308,17.8973,0.183645,1000.0
54.0,17.9282,3.0,1.63183,-19.6466,0.0,13.5753424658,61.2588,0.401673973798,17.8757005187,102.372,1000.0,99.9956828753,10.6833859086,1000.0,17.8729525271,309,309,17.8743,0.106898,1000.0
72.0,17.8734,3.0,1.74282,-19.6069,0.0,15.5303030303,61.3167,0.422571096007,17.826286711,102.412,1000.0,99.9956828753,14.0951525054,1000.0,17.8238049962,310,310,17.823,0.262205,1000.0
87.0,17.908,4.0,1.6898,-19.5881,0.0,17.5789473684,61.3132,0.422528611304,17.8539943942,102.433,1000.0,99.9956828753,15.2326373618,1000.0,17.8519920617,311,311,17.8528,0.15085,1000.0
66.0,17.8533,3.0,1.85542,-19.4986,0.0,15.7903225806,61.3751,0.428339564257,17.8018819485,102.56,1000.0,99.9956828753,12.1696835074,1000.0,17.7985996605,312,312,17.7981,0.160459,1000.0
40.0,17.7748,3.0,1.68464,-19.4913,0.0,14.4637681159,61.4601,0.433481290435,17.7169686216,102.704,1000.0,99.9956828753,9.69174115786,1000.0,17.7122213893,313,313,17.7117,0.206927,1000.0
49.0,17.7853,3.0,1.85302,-19.482,0.0,18.2363636364,61.5537,0.448890621774,17.7265719895,102.737,1000.0,99.9956828753,12.3773453408,1000.0,17.721292949,314,314,17.7222,0.144362,1000.0
50.0,17.7493,3.0,1.55004,-19.4579,0.0,17.4655172414,61.6433,0.396688881252,17.6999883482,102.845,1000.0,99.9956828753,11.9108983958,1000.0,17.6919647631,315,315,17.6917,0.847308,1000.0
70.0,17.7462,3.0,1.86432,-19.3813,0.0,18.7924528302,61.6629,0.447513208839,17.6873298309,102.98,1000.0,99.9956828753,13.2655867604,1000.0,17.6782631169,316,316,17.679,0.1509,1000.0
93.0,17.6724,4.0,1.6974,-19.3392,0.0,16.1935483871,61.7486,0.417732055089,17.6171153453,103.06,1000.0,99.9956828753,16.2360001328,1000.0,17.6054954326,317,317,17.6044,0.113944,1000.0
38.0,17.7027,3.0,1.69703,-19.3262,0.0,12.5875,61.8724,0.413068085762,17.6552556728,103.164,1000.0,99.9956828753,9.0976559481,1000.0,17.6435069373,318,318,17.6443,0.103103,1000.0
48.0,17.6159,3.0,1.60708,-19.2696,478.370780018,15.4375,61.925,0.415135140434,17.5642008223,103.33,498.333333333,65.5914461413,11.1647814018,1000.0,17.5495398767,319,319,17.5503,0.293937,32.0
42.0,17.6143,4.0,1.82888,-19.2524,0.0,14.1830985915,61.9998,0.440352129259,17.5491174809,103.351,1000.0,99.9956828753,10.6603251003,1000.0,17.5370230686,320,320,17.537,0.148188,1000.0
62.0,17.5333,3.0,1.75674,-19.2472,0.0,15.4,62.0643,0.422127308398,17.4799150819,103.384,1000.0,99.9956828753,12.3010943853,1000.0,17.4712776207,321,321,17.4709,0.248161,1000.0
44.0,17.6079,3.0,1.43867,-19.2933,0.0,13.5945945946,62.1417,0.376260933926,17.5635202015,103.459,1000.0,99.9956828753,10.9321234046,1000.0,17.5559745184,322,322,17.5554,0.299058,1000.0
44.0,17.6178,2.0,1.6373,-19.2432,0.0,12.6153846154,62.2246,0.412372860869,17.5602856659,103.562,1000.0,99.9956828753,8.48109627836,1000.0,17.5535621015,323,323,17.5542,0.161275,1000.0
72.0,17.5214,3.0,1.59581,-19.1818,0.0,18.5925925926,62.3337,0.403241698889,17.4680861092,103.556,1000.0,99.9956828753,13.9304070804,1000.0,17.4596460836,324,324,17.4593,0.114827,1000.0
45.0,17.5229,3.0,1.72508,-19.1995,0.0,18.6226415094,62.426,0.430976344737,17.4642883755,103.599,1000.0,99.9956828753,10.1372215595,1000.0,17.4597755268,325,325,17.4587,0.144997,1000.0
52.0,17.6058,3.0,1.79231,-19.2186,0.0,15.7538461538,62.4862,0.426627538287,17.5549997527,103.646,1000.0,99.9956828753,11.5559252457,1000.0,17.551697026,326,326,17.5507,0.101465,1000.0
51.0,17.5556,3.0,1.64131,-19.2378,0.0,13.4054054054,62.5683,0.406481591846,17.5052725668,103.73,1000.0,99.9956828753,11.1172120252,1000.0,17.50097775,327,327,17.5005,0.0409081,1000.0
93.0,17.5514,3.0,1.4992,-19.1578,0.0,12.5189873418,62.672,0.403436731563,17.49791962,103.814,1000.0,99.9956828753,12.4979600963,1000.0,17.493398386,328,328,17.4944,0.165134,1000.0
44.0,17.5275,3.0,1.61813,-19.1368,0.0,16.5901639344,62.6469,0.407992824505,17.4745131289,103.851,1000.0,99.9956828753,12.3452745976,1000.0,17.4682101015,329,329,17.4667,0.245598,1000.0
65.0,17.4601,3.0,1.54221,-19.0957,0.0,14.3714285714,62.7208,0.400439802111,17.4063007154,103.961,1000.0,99.9956828753,13.6749734171,1000.0,17.3981431753,330,330,17.3991,0.141539,1000.0
90.0,17.4928,3.0,1.72941,-19.1017,0.0,15.4754098361,62.7458,0.422736405187,17.4370628514,104.018,1000.0,99.9956828753,15.6829306367,1000.0,17.4266665949,331,331,17.4254,0.0225304,1000.0
60.0,17.3915,4.0,1.62516,-19.0396,0.0,15.1449275362,62.8362,0.418436263679,17.3353402156,104.125,1000.0,99.9956828753,10.8042870749,1000.0,17.3226785384,332,332,17.3226,0.206432,1000.0
53.0,17.4568,3.0,1.53203,-19.0427,0.0,14.7058823529,62.8047,0.392721232298,17.4045924262,104.21,1000.0,99.9956828753,12.2667158742,1000.0,17.3947288818,333,333,17.3948,0.211011,1000.0
47.0,17.4155,3.0,1.64214,-19.0345,0.0,13.5890410959,62.8518,0.403569800971,17.3604743496,104.095,1000.0,99.9956828753,10.7204012607,1000.0,17.3492154188,334,334,17.3491,0.0218838,1000.0
50.0,17.3867,3.0,1.72507,-19.0222,0.0,15.0447761194,62.9256,0.428775040321,17.3323595528,104.173,1000.0,99.9956828753,11.0810216079,1000.0,17.3225509372,335,335,17.3214,0.207849,1000.0
57.0,17.397,3.0,1.6858,-19.069,0.0,10.7362637363,62.9517,0.422904151552,17.339815815,104.255,1000.0,99.9956828753,8.85020042591,1000.0,17.3305699566,336,336,17.331,0.190518,1000.0
49.0,17.4295,3.0,1.72288,-19.0861,0.0,15.0882352941,63.053,0.433863117741,17.3749532915,104.303,1000.0,99.9956828753,12.159159334,1000.0,17.3686832011,337,337,17.3675,0.0813164,1000.0
62.0,17.4364,3.0,1.62449,-19.0764,0.0,15.1230769231,63.1407,0.411666585039,17.3869436411,104.269,1000.0,99.9956828753,13.6105249911,1000.0,17.3811003426,338,338,17.3809,0.025188,1000.0
50.0,17.4303,3.0,1.64993,-19.0967,0.0,14.0547945205,63.1824,0.415641701694,17.3772056795,104.274,1000.0,99.9956828753,11.2077400004,1000.0,17.3732579351,339,339,17.3728,0.0299645,1000.0
70.0,17.4578,3.0,1.56883,-19.1008,0.0,12.904109589,63.2948,0.400364748459,17.4100817853,104.309,1000.0,99.9956828753,11.0715783032,1000.0,17.407324733,340,340,17.4089,0.0220876,1000.0
61.0,17.4887,3.0,1.6013,-19.1041,0.0,15.5454545455,63.3469,0.409475672132,17.4371259669,104.353,1000.0,99.9956828753,11.7553106222,1000.0,17.4327153847,341,341,17.4325,0.0180504,1000.0
83.0,17.4708,3.0,1.47127,-19.0564,225.897255185,16.5967741935,63.4516,0.393495369187,17.4247523601,104.442,106.01,42.4772469052,14.6831697349,1000.0,17.4211130453,342,342,17.4207,0.260521,46.0
88.0,17.4686,3.0,1.56301,-19.0717,0.0,16.7333333333,63.5385,0.406204298589,17.4177175024,104.512,1000.0,99.9956828753,16.202743252,1000.0,17.4141441897,343,343,17.4144,0.0301171,1000.0
50.0,17.4216,2.0,1.83732,-19.0921,0.0,16.0322580645,63.6184,0.439014531574,17.3676254019,104.628,1000.0,99.9956828753,11.2722435897,1000.0,17.3636497189,344,344,17.3619,0.244908,1000.0
63.0,17.4454,3.0,1.65004,-19.0865,0.0,15.1363636364,63.6686,0.40496538382,17.3991641591,104.649,1000.0,99.9956828753,12.3483361211,1000.0,17.3948469273,345,345,17.3944,0.0231427,1000.0
56.0,17.4612,3.0,1.67521,-19.0924,0.0,14.1714285714,63.8059,0.414330651614,17.4119455034,104.77,1000.0,99.9956828753,11.985671718,1000.0,17.4084457365,346,346,17.4065,0.0402664,1000.0
42.0,17.5147,3.0,1.41156,-19.136,0.0,15.3636363636,63.9184,0.393795970745,17.4612443415,104.778,1000.0,99.9956828753,11.3493243206,1000.0,17.4573606705,347,347,17.4587,0.236688,1000.0
70.0,17.4203,3.0,1.66723,-19.0986,268.21864154,13.4109589041,63.9861,0.423443264828,17.365513606,104.772,915.181818182,95.3598412843,13.5280891101,1000.0,17.3617422268,348,348,17.3605,0.0316863,67.0
70.0,17.4028,3.0,1.46966,-19.0695,0.0,15.9516129032,64.0263,0.391740482955,17.3532874337,104.958,1000.0,99.9956828753,14.1106541987,1000.0,17.3484667641,349,349,17.3482,0.0378124,1000.0
49.0,17.4935,3.0,1.52196,-19.133,457.497114062,14.5714285714,64.0614,0.401208213634,17.442153619,105.017,645.625,78.4189596654,11.4811291488,1000.0,17.4368878203,350,350,17.4373,0.05863,53.0
67.0,17.4605,3.0,1.55057,-19.1252,0.0,14.6176470588,64.1625,0.396022783621,17.4092830672,105.061,1000.0,99.9956828753,13.5049330984,1000.0,17.4052165574,351,351,17.4039,0.153349,1000.0
53.0,17.4908,3.0,1.61546,-19.1305,0.0,14.9705882353,64.29,0.414631907391,17.4419233901,105.095,1000.0,99.9956828753,11.4017163159,1000.0,17.4385131271,352,352,17.4395,0.227655,1000.0
78.0,17.5137,3.0,1.54587,-19.1533,0.0,15.3538461538,64.3924,0.396345401255,17.4648901242,105.208,1000.0,99.9956828753,13.7286121986,1000.0,17.461735677,353,353,17.4618,0.142888,1000.0
78.0,17.5008,3.0,1.73471,-19.0805,0.0,13.6164383562,64.5338,0.423881533005,17.4463252418,105.273,1000.0,99.9956828753,13.3966159466,1000.0,17.4422011352,354,354,17.4395,0.0225719,1000.0
116.0,17.4668,3.0,1.45051,-19.0909,0.0,15.3384615385,64.6131,0.372856011283,17.419160978,105.297,1000.0,99.9956828753,15.6719022684,1000.0,17.4149256559,355,355,17.4174,0.346914,1000.0
70.0,17.5477,3.0,1.45854,-19.1479,0.0,15.9206349206,64.7025,0.391858991553,17.4993756549,105.358,1000.0,99.9956828753,14.8327197169,1000.0,17.4940631802,356,356,17.4911,0.177455,1000.0
62.0,17.5282,3.0,1.54501,-19.1279,0.0,15.9841269841,64.7699,0.389904567384,17.4798287649,105.41,1000.0,99.9956828753,11.423301254,1000.0,17.475526276,357,357,17.4758,0.0279369,1000.0
83.0,17.5066,4.0,1.59953,-19.077,0.0,18.4615384615,64.9061,0.413745620065,17.4557083532,105.489,1000.0,99.9956828753,14.0554691497,1000.0,17.4519698415,358,358,17.4505,0.124403,1000.0
49.0,17.4585,3.0,1.64826,-19.0751,0.0,15.2941176471,64.9569,0.408332283225,17.4045451213,105.579,1000.0,99.9956828753,13.009113122,1000.0,17.4002350771,359,359,17.4011,0.473691,1000.0
57.0,17.4632,3.0,1.63981,-19.024,0.0,16.3333333333,65.0359,0.403285690652,17.4125982049,105.593,1000.0,99.9956828753,14.2122795107,1000.0,17.4094953431,360,360,17.4098,0.180616,1000.0
61.0,17.4095,3.0,1.76819,-18.9773,0.0,15.6923076923,65.1383,0.41162932104,17.3571796459,105.616,1000.0,99.9956828753,12.4751113168,1000.0,17.3543265707,361,361,17.3531,0.290215,1000.0
50.0,17.3154,3.0,1.6414,-18.9437,0.0,14.803030303,65.3049,0.406523887857,17.2627789714,105.654,1000.0,99.9956828753,12.6876457412,1000.0,17.2600491309,362,362,17.2621,0.030039,1000.0
109.0,17.3281,3.0,1.61102,-18.8866,0.0,23.6279069767,65.4712,0.399875441566,17.276544074,105.743,1000.0,99.9956828753,22.8402167299,1000.0,17.2732244127,363,363,17.2718,0.33693,1000.0
58.0,17.2912,4.0,1.35136,-18.8661,0.0,21.0,65.5649,0.365779524071,17.2451521638,105.842,1000.0,99.9956828753,15.7241851935,1000.0,17.2420969279,364,364,17.2416,0.309238,1000.0
47.0,17.1876,3.0,1.52033,-18.7862,0.0,14.6764705882,65.6767,0.392696368403,17.1331608411,105.886,1000.0,99.9956828753,10.2862575034,1000.0,17.12969606,365,365,17.1293,0.386932,1000.0
49.0,17.139,3.0,1.48544,-18.7297,0.0,19.1538461538,65.7194,0.390088742777,17.0827581826,105.941,1000.0,99.9956828753,14.1167993422,1000.0,17.0766380213,366,366,17.0758,0.258993,1000.0
57.0,17.1704,4.0,1.33644,-18.7348,0.0,17.1034482759,65.7908,0.374997476878,17.1173101624,106.047,1000.0,99.9956828753,12.4300659626,1000.0,17.1108647016,367,367,17.113,0.338464,1000.0
72.0,17.16,3.0,1.64004,-18.7009,0.0,22.0434782609,65.8835,0.404370913082,17.1062384342,106.112,1000.0,99.9956828753,16.5725762498,1000.0,17.1013386917,368,368,17.1019,0.468586,1000.0
116.0,17.0911,3.0,1.63226,-18.5912,0.0,24.9696969697,65.9127,0.404865038212,17.0441385378,106.166,1000.0,99.9956828753,25.6532647204,1000.0,17.0392090049,369,369,17.0376,0.484033,1000.0
179.0,16.9771,5.0,1.54658,-18.4881,0.0,24.914893617,65.9413,0.39907041453,16.9211034345,106.278,1000.0,99.9956828753,27.7096110427,1000.0,16.9156313412,370,370,16.9166,0.433535,1000.0
88.0,16.9792,3.0,1.39492,-18.4757,0.0,28.6571428571,65.9648,0.368212549495,16.9346132549,106.338,1000.0,99.9956828753,21.7438895944,1000.0,16.9267908738,371,371,16.926,0.400517,1000.0
74.0,16.9318,3.0,1.54441,-18.427,0.0,23.3023255814,65.96,0.381898089134,16.8825989005,106.362,1000.0,99.9956828753,18.8427209852,1000.0,16.8729758833,372,372,16.8739,0.336648,1000.0
60.0,16.9058,3.0,1.4885,-18.3569,0.0,27.9428571429,65.9644,0.381325436433,16.8496269728,106.393,1000.0,99.9956828753,16.5735466627,1000.0,16.8402214641,373,373,16.8402,0.457548,1000.0
72.0,16.7926,3.0,1.31474,-18.3406,0.0,20.28,65.9805,0.360256136127,16.7448001558,106.393,1000.0,99.9956828753,18.2329811057,1000.0,16.7344733938,374,374,16.7361,0.46577,1000.0
94.0,16.863,4.0,1.48673,-18.3397,0.0,19.1923076923,65.9942,0.385459225024,16.8074797834,106.544,1000.0,99.9956828753,18.2935870032,1000.0,16.7997206013,375,375,16.7991,0.192323,1000.0
70.0,16.8326,3.0,1.48778,-18.3194,0.0,20.4693877551,66.0759,0.393116241428,16.7798214792,106.597,1000.0,99.9956828753,15.6127917738,1000.0,16.7700864389,376,376,16.7709,0.164746,1000.0
156.0,16.7118,3.0,1.41904,-18.2537,0.0,22.7954545455,66.1427,0.373925016261,16.6628304059,106.739,1000.0,99.9956828753,27.3533939605,1000.0,16.6531007118,377,377,16.6544,0.732626,1000.0
107.0,16.743,3.0,1.26326,-18.2278,229.121390469,25.8947368421,66.2471,0.351341037087,16.7002892108,106.802,927.545454545,98.8142540272,23.5425588576,1000.0,16.6911111778,378,378,16.6895,0.600673,203.0
112.0,16.6866,3.0,1.48807,-18.1631,0.0,19.2641509434,66.3038,0.389491747707,16.6365410785,106.783,1000.0,99.9956828753,16.3904608053,1000.0,16.6278007742,379,379,16.6275,0.463719,1000.0
73.0,16.6548,2.0,1.46714,-18.064,0.0,24.475,66.289,0.378946435499,16.6049325628,106.878,1000.0,99.9956828753,18.4553345946,1000.0,16.595570848,380,380,16.5956,0.612491,1000.0
90.0,16.5881,3.0,1.31035,-18.0352,0.0,22.4888888889,66.2836,0.358464422026,16.5377181158,106.859,1000.0,99.9956828753,17.6126497751,1000.0,16.5293739105,381,381,16.5306,0.557949,1000.0
64.0,16.5272,4.0,1.40129,-17.982,0.0,19.84,66.2894,0.38385819126,16.4748622793,106.959,1000.0,99.9956828753,14.253925775,1000.0,16.4646009344,382,382,16.4638,0.423769,1000.0
114.0,16.4688,4.0,1.52797,-17.9514,0.0,28.1388888889,66.3544,0.390707277484,16.4147330229,106.96,1000.0,99.9956828753,24.9523465583,1000.0,16.4067417326,383,383,16.4076,0.354972,1000.0
78.0,16.449,3.0,1.36203,-17.9134,0.0,24.3414634146,66.3509,0.371566182523,16.4029046642,107.036,1000.0,99.9956828753,18.7416449757,1000.0,16.3954471889,384,384,16.3943,0.511096,1000.0
68.0,16.3522,3.0,1.38131,-17.8426,0.0,19.94,66.3574,0.383305943542,16.300432542,107.108,1000.0,99.9956828753,15.9917603784,1000.0,16.2937850635,385,385,16.2939,0.124826,1000.0
42.0,16.3797,3.0,1.35098,-17.8655,0.0,16.7457627119,66.3756,0.376149671787,16.3274450111,107.091,1000.0,99.9956828753,10.3834830059,1000.0,16.3230624844,386,386,16.3235,0.0202621,1000.0
82.0,16.3645,3.0,1.49233,-17.8356,0.0,16.7049180328,66.5863,0.401782291171,16.3061683298,107.089,1000.0,99.9956828753,14.4589234598,1000.0,16.3015229602,387,387,16.3023,0.382238,1000.0
79.0,16.3566,3.0,1.38379,-17.8083,0.0,17.0877192982,66.5922,0.37456665117,16.3055339998,107.146,1000.0,99.9956828753,15.3763097594,1000.0,16.300350941,388,388,16.3002,0.295447,1000.0
93.0,16.3872,4.0,1.40134,-17.783,0.0,18.5925925926,66.609,0.377422352461,16.3385649717,107.176,1000.0,99.9956828753,18.2913848559,1000.0,16.3361720925,389,389,16.3354,0.134003,1000.0
62.0,16.3169,4.0,1.30844,-17.7212,0.0,16.9830508475,66.6642,0.36002243642,16.2729781318,107.265,1000.0,99.9956828753,13.3625983536,1000.0,16.2692759555,390,390,16.2678,0.394044,1000.0
64.0,16.2567,3.0,1.39417,-17.6935,0.0,16.737704918,66.7267,0.373669400972,16.205950416,107.324,1000.0,99.9956828753,12.6619368152,1000.0,16.2039051013,391,391,16.2049,0.318396,1000.0
93.0,16.2653,3.0,1.5035,-17.7099,0.0,14.8636363636,66.8029,0.386949073765,16.2174478258,107.398,1000.0,99.9956828753,13.5901996369,1000.0,16.2158674184,392,392,16.2147,0.33371,1000.0
100.0,16.2029,3.0,1.35984,-17.6242,0.0,19.7843137255,66.8311,0.371724998341,16.1490691435,107.498,1000.0,99.9956828753,19.7745268162,1000.0,16.1456926282,393,393,16.1458,0.336812,1000.0
101.0,16.1369,4.0,1.34752,-17.5922,0.0,17.7818181818,66.9645,0.372712836068,16.0886354558,107.564,1000.0,99.9956828753,18.760394364,1000.0,16.0852868864,394,394,16.0855,0.182366,1000.0
88.0,16.2115,3.0,1.32752,-17.5893,0.0,17.3220338983,66.9898,0.37951920918,16.1635641215,107.676,1000.0,99.9956828753,16.4321312749,1000.0,16.160725635,395,395,16.1605,0.301176,1000.0
74.0,16.1282,3.0,1.20841,-17.5587,0.0,16.7666666667,67.1314,0.353094432298,16.0739478237,107.705,1000.0,99.9956828753,14.980394595,1000.0,16.0697495847,396,396,16.0708,0.210998,1000.0
109.0,16.1171,4.0,1.31257,-17.5165,0.0,17.9464285714,67.1429,0.358441818259,16.0691737164,107.79,1000.0,99.9956828753,16.9646898448,1000.0,16.0651125123,397,397,16.064,0.325891,1000.0
61.0,16.0569,2.0,1.3927,-17.4604,0.0,14.9846153846,67.1905,0.365774388482,16.005742385,107.819,1000.0,99.9956828753,13.5072542421,1000.0,16.0025749316,398,398,16.0023,0.330621,1000.0
55.0,16.1083,4.0,1.23279,-17.4566,0.0,16.6721311475,67.2847,0.352289643006,16.0604612909,107.8,1000.0,99.9956828753,13.0957649411,1000.0,16.0584691151,399,399,16.0586,0.0717784,1000.0
54.0,16.0074,3.0,1.3083,-17.4146,0.0,16.3606557377,67.356,0.354718933549,15.961052457,107.838,1000.0,99.9956828753,11.934291118,1000.0,15.9580028699,400,400,15.9573,0.313629,1000.0
81.0,15.9944,3.0,1.06925,-17.3902,0.0,19.0,67.4337,0.325805023604,15.9508636896,107.947,1000.0,99.9956828753,17.2046505341,1000.0,15.9477992828,401,401,15.9478,0.433356,1000.0
48.0,15.9666,3.0,1.18454,-17.3698,0.0,14.8656716418,67.4508,0.344783892975,15.9203720851,108.023,1000.0,99.9956828753,11.8899123459,1000.0,15.9167991406,402,402,15.917,0.381119,1000.0
73.0,15.9744,3.0,1.15985,-17.3963,0.0,16.4262295082,67.5435,0.337349962207,15.9298318131,108.082,1000.0,99.9956828753,15.336080907,1000.0,15.9254148829,403,403,15.9247,0.380223,1000.0
71.0,15.9748,3.0,1.32217,-17.3776,0.0,16.9824561404,67.6505,0.367233052562,15.9261432002,108.233,1000.0,99.9956828753,13.9742761518,1000.0,15.9213930051,404,404,15.9226,0.0205156,1000.0
135.0,15.9149,3.0,1.1931,-17.3351,0.0,23.9512195122,67.7006,0.351469799817,15.8637463579,108.269,1000.0,99.9956828753,22.0010545418,1000.0,15.8596792326,405,405,15.859,0.416546,1000.0
106.0,15.8923,3.0,1.0682,-17.3033,0.0,22.9555555556,67.7344,0.328092272859,15.8457424477,108.329,1000.0,99.9956828753,23.3351956929,1000.0,15.8436712202,406,406,15.8439,0.39659,1000.0
58.0,15.8924,3.0,1.42304,-17.2803,0.0,17.5,67.7475,0.366331127207,15.842223745,108.378,1000.0,99.9956828753,13.2811118147,1000.0,15.8395553314,407,407,15.839,0.387575,1000.0
58.0,15.9149,3.0,1.09984,-17.3336,0.0,15.9516129032,67.7828,0.334808930171,15.8709132221,108.38,1000.0,99.9956828753,12.9893596894,1000.0,15.869327716,408,408,15.8696,0.233196,1000.0
76.0,15.9489,3.0,1.31369,-17.3219,0.0,18.1428571429,67.8008,0.364938826517,15.8996869651,108.489,1000.0,99.9956828753,15.8918539009,1000.0,15.8975988803,409,409,15.8981,0.35046,1000.0
58.0,15.9039,3.0,1.09715,-17.2948,0.0,17.4210526316,67.845,0.331326527173,15.8596753177,108.587,1000.0,99.9956828753,13.7086825713,1000.0,15.8569116277,410,410,15.8573,0.366787,1000.0
106.0,15.827,3.0,1.31858,-17.2115,0.0,14.8529411765,67.869,0.360987421124,15.7806430194,108.597,1000.0,99.9956828753,15.2703718375,1000.0,15.7790318391,411,411,15.7771,0.328408,1000.0
68.0,15.8622,2.0,1.07664,-17.2297,0.0,18.3333333333,67.8947,0.343829973447,15.8152240941,108.636,1000.0,99.9956828753,14.067298564,1000.0,15.8131889903,412,412,15.8122,0.380579,1000.0
67.0,15.7689,3.0,1.30601,-17.1483,0.0,16.0161290323,67.8843,0.358149950708,15.7203322863,108.732,1000.0,99.9956828753,11.5388431459,1000.0,15.717753474,413,413,15.7178,0.378757,1000.0
78.0,15.7406,3.0,1.29661,-17.1504,0.0,18.7169811321,67.9376,0.360439528159,15.6905690944,108.811,1000.0,99.9956828753,15.3516975381,1000.0,15.6882817752,414,414,15.6897,0.35627,1000.0
102.0,15.7401,3.0,1.1126,-17.1052,0.0,17.8245614035,68.0216,0.333223926085,15.6968754483,108.828,1000.0,99.9956828753,15.4909399747,1000.0,15.6934071151,415,415,15.6921,0.177257,1000.0
59.0,15.7609,4.0,1.28967,-17.1246,0.0,17.6363636364,68.0432,0.349285983116,15.7140627804,108.928,1000.0,99.9956828753,12.8563583652,1000.0,15.7117672029,416,416,15.7116,0.0373209,1000.0
57.0,15.7498,3.0,1.23498,-17.0905,462.76791735,18.1578947368,68.1496,0.344453581973,15.7039055318,108.941,612.823529412,77.3937165041,12.5653233127,1000.0,15.7020404255,417,417,15.7026,0.0575686,57.0
61.0,15.6968,3.0,1.10079,-17.1023,0.0,16.3770491803,68.2766,0.344055009231,15.6544831544,109.0,1000.0,99.9956828753,12.327716253,1000.0,15.6514751149,418,418,15.6514,0.314846,1000.0
51.0,15.6756,3.0,1.17042,-17.0249,0.0,13.5405405405,68.3223,0.33546286393,15.6331290047,109.044,1000.0,99.9956828753,10.7416708011,1000.0,15.6292469649,419,419,15.6288,0.218317,1000.0
54.0,15.7087,3.0,1.17092,-17.057,0.0,14.6470588235,68.4078,0.331668300145,15.6670976971,109.093,1000.0,99.9956828753,10.940702077,1000.0,15.6630657919,420,420,15.6632,0.0222668,1000.0
103.0,15.617,3.0,1.39401,-16.9747,0.0,18.9622641509,68.5229,0.371905348618,15.5606941767,109.184,1000.0,99.9956828753,20.2670494396,1000.0,15.5549351291,421,421,15.556,0.0319336,1000.0
76.0,15.6904,4.0,1.18868,-17.0282,0.0,17.275862069,68.6601,0.348883850848,15.6458719003,109.263,1000.0,99.9956828753,12.894523167,1000.0,15.6392506508,422,422,15.6377,0.0322773,1000.0
84.0,15.6619,2.0,1.27571,-16.9909,0.0,24.243902439,68.6417,0.355090806377,15.6130537545,109.303,1000.0,99.9956828753,19.5807029045,1000.0,15.6029046379,423,423,15.6041,0.217176,1000.0
48.0,15.6358,3.0,1.25438,-16.9749,0.0,13.5277777778,68.6871,0.356728559606,15.5864790371,109.374,1000.0,99.9956828753,10.2604583802,1000.0,15.5744998799,424,424,15.5726,0.0383589,1000.0
49.0,15.5861,4.0,1.21467,-16.9416,0.0,13.2179487179,68.7386,0.339926258235,15.5407076878,109.427,1000.0,99.9956828753,9.88348458729,1000.0,15.532659435,425,425,15.5336,0.100289,1000.0
66.0,15.6304,3.0,1.11949,-16.9424,0.0,17.3454545455,68.7957,0.340049549609,15.5835209733,109.505,1000.0,99.9956828753,13.4802457245,1000.0,15.5794978832,426,426,15.5785,0.0246979,1000.0
