MaxEsReturn,AverageAbsQ,MinEsReturn,AverageQLoss,AveragePolicySurr,StdReturn,AverageEsReturn,PolicyRegParamNorm,AverageAbsQYDiff,AverageAbsY,QFunRegParamNorm,AverageReturn,AverageDiscountedReturn,StdEsReturn,MaxReturn,AverageY,Epoch,Iteration,AverageQ,AverageAction,MinReturn
51.0,3.48155,3.0,0.0785635,-3.92563,0.0,13.0256410256,34.5222,0.111959237443,3.4752936047,41.5215,1000.0,99.9956828753,10.82846955,1000.0,3.47516816351,56,56,3.47429,0.123371,1000.0
40.0,3.54687,3.0,0.069869,-4.00009,0.0,10.3608247423,34.7179,0.106917865247,3.54047870016,42.0966,1000.0,99.9956828753,8.08229013045,1000.0,3.54031624123,57,57,3.54018,0.180234,1000.0
51.0,3.62976,2.0,0.0726995,-4.08743,0.0,12.8051948052,34.9946,0.10683587758,3.62428368354,42.5652,1000.0,99.9956828753,9.82051782833,1000.0,3.62417776787,58,58,3.62387,0.278107,1000.0
61.0,3.70408,3.0,0.0813674,-4.15832,0.0,12.725,35.2142,0.111151693805,3.69844156476,42.9373,1000.0,99.9956828753,10.3283287612,1000.0,3.69834038245,59,59,3.69818,0.336684,1000.0
47.0,3.77125,3.0,0.0846129,-4.22854,0.0,10.8695652174,35.444,0.113933554567,3.76425180432,43.5844,1000.0,99.9956828753,8.91410386057,1000.0,3.76417839862,60,60,3.76405,0.142816,1000.0
66.0,3.83851,3.0,0.0966758,-4.31429,0.0,11.0666666667,35.5891,0.12532417064,3.83107024201,43.9747,1000.0,99.9956828753,9.34023554307,1000.0,3.8309094927,61,61,3.83047,0.139408,1000.0
51.0,3.89935,3.0,0.100101,-4.3807,0.0,11.4252873563,35.7854,0.124030903818,3.89281596265,44.3113,1000.0,99.9956828753,8.26101797728,1000.0,3.89255526532,62,62,3.89215,0.263832,1000.0
37.0,3.97538,3.0,0.0886924,-4.46222,0.0,10.6989247312,35.9606,0.122768625829,3.9679251784,44.6538,1000.0,99.9956828753,7.39337824371,1000.0,3.96779509398,63,63,3.96775,0.119482,1000.0
53.0,4.03106,3.0,0.102049,-4.53442,0.0,12.3536585366,36.188,0.125028512375,4.02333526247,45.0333,1000.0,99.9956828753,8.69029729658,1000.0,4.02300861528,64,64,4.02229,0.0738142,1000.0
46.0,4.08624,3.0,0.104355,-4.60544,0.0,12.0240963855,36.4372,0.128831683508,4.07864249042,45.3657,1000.0,99.9956828753,9.5803210747,1000.0,4.07822825996,65,65,4.07766,0.0286283,1000.0
70.0,4.16384,3.0,0.111569,-4.69544,0.0,9.83333333333,36.5631,0.131694288826,4.15588652248,45.7949,1000.0,99.9956828753,9.82302550467,1000.0,4.15531342574,66,66,4.15527,0.0402914,1000.0
65.0,4.22621,3.0,0.0925524,-4.76102,0.0,11.5952380952,36.679,0.11829595288,4.21999652086,46.2445,1000.0,99.9956828753,10.7704612003,1000.0,4.21934626936,67,67,4.21908,0.0578983,1000.0
72.0,4.30181,3.0,0.126138,-4.83788,9.89923321474,12.3253012048,36.8833,0.136608604911,4.29433260506,46.6751,29.7767857143,25.5672486591,11.474548508,110.0,4.29378039868,68,68,4.29369,0.226621,26.0
61.0,4.38092,3.0,0.120579,-4.9334,0.0,12.7692307692,37.0459,0.137725227522,4.37285786843,47.0606,1000.0,99.9956828753,10.6348761966,1000.0,4.37250864709,69,69,4.37201,0.0390504,1000.0
37.0,4.47425,3.0,0.123273,-5.01873,110.508591342,11.043956044,37.2046,0.136235948393,4.46610619667,47.4535,919.818181818,99.9776829313,7.78687552896,1000.0,4.46592273442,70,70,4.46583,0.0685495,650.0
65.0,4.51286,3.0,0.128778,-5.08185,80.8306570841,12.2195121951,37.3424,0.138609737238,4.50413458866,47.7407,106.452631579,54.5255301198,11.6105759087,230.0,4.50386828801,71,71,4.5038,0.207176,25.0
56.0,4.61475,3.0,0.136376,-5.17125,0.719211881035,13.4931506849,37.5242,0.147154435209,4.60620594956,48.1857,42.1932773109,34.5596057119,10.6874953018,44.0,4.60581620062,72,72,4.60489,0.242819,41.0
43.0,4.67472,3.0,0.146565,-5.24755,1.03313466493,13.1818181818,37.7153,0.149781041668,4.66500865003,48.4243,138.205479452,75.0665029435,9.83464228643,144.0,4.66456438066,73,73,4.66414,0.0886734,137.0
51.0,4.76768,3.0,0.143213,-5.35403,0.501671210404,13.2162162162,37.8146,0.146865277718,4.75837145445,48.8177,39.4212598425,32.7117257345,9.85334388332,40.0,4.75785958611,74,74,4.75753,0.217871,38.0
78.0,4.852,3.0,0.144088,-5.45075,1.15086629002,13.1818181818,37.9268,0.148199328035,4.84234058937,49.0731,124.308641975,71.3287934942,11.8767778139,127.0,4.84187720984,75,75,4.84133,0.0944053,123.0
85.0,4.95549,3.0,0.153903,-5.53686,23.4053192627,10.7021276596,38.0837,0.154616462959,4.94503526106,49.484,138.739726027,74.3370674896,10.1842909771,168.0,4.94455311122,76,76,4.94424,0.127827,56.0
41.0,5.02615,3.0,0.163583,-5.64103,1.82467464104,12.5696202532,38.2493,0.160010019612,5.01519393236,49.9813,136.540540541,74.6428432666,9.38445191956,139.0,5.01457296587,77,77,5.0141,0.176741,132.0
74.0,5.11824,3.0,0.160263,-5.73395,0.105992943785,17.5438596491,38.4486,0.153863402954,5.10854040663,50.2999,38.0113636364,31.7522968012,16.3889887889,39.0,5.1083260785,78,78,5.10806,0.247529,38.0
68.0,5.20056,3.0,0.180432,-5.84931,2.80370615001,11.7976190476,38.6248,0.166241308885,5.18816430994,50.6342,46.4814814815,37.2971444347,11.3837601139,55.0,5.18771640724,79,79,5.18726,0.31059,44.0
77.0,5.30766,3.0,0.176199,-5.94491,0.467211657571,14.1527777778,38.7974,0.164946412894,5.29638585154,50.8967,34.3219178082,29.1734170103,13.2881105193,35.0,5.29591462515,80,80,5.29475,0.169472,34.0
51.0,5.39574,2.0,0.212702,-6.05469,0.208298895225,11.8395061728,39.0214,0.176825896037,5.38213761079,51.1931,35.0454545455,29.6872053953,9.40246459695,36.0,5.38168214908,81,81,5.38158,0.194767,35.0
50.0,5.49421,3.0,0.191714,-6.15009,0.854634018487,11.7816091954,39.2846,0.170142907364,5.48098351783,51.4061,41.7791666667,34.2859692649,9.40582515443,44.0,5.48055698737,82,82,5.47998,0.327051,40.0
62.0,5.57052,3.0,0.218145,-6.24425,6.33252382201,12.6,39.4108,0.181822097786,5.55678794458,51.8056,43.9956140351,35.6367021281,11.5407971995,137.0,5.55606159237,83,83,5.55571,0.285055,41.0
38.0,5.63979,3.0,0.205543,-6.33122,23.9246564881,11.7901234568,39.5914,0.179151910297,5.62582605858,52.1098,50.807106599,38.5876055033,8.51536889349,144.0,5.62492400388,84,84,5.62462,0.245872,40.0
55.0,5.75455,3.0,0.216347,-6.44483,0.559121087835,13.3846153846,39.7687,0.1777501277,5.74347661601,52.3934,38.9494163424,32.3916657273,11.0931149463,40.0,5.74155520461,85,85,5.7408,0.258119,37.0
64.0,5.85805,3.0,0.236047,-6.54972,34.2866231747,11.010989011,39.9709,0.187662944552,5.84392468969,52.8227,112.97752809,65.7033773248,10.1391359121,161.0,5.84227769521,86,86,5.84171,0.172305,50.0
37.0,5.94978,3.0,0.24597,-6.65487,0.574547813697,12.8441558442,40.1165,0.190564300088,5.93362206902,53.1206,39.7658730159,32.9441082604,8.75209056297,41.0,5.93160992884,87,87,5.93111,0.25812,39.0
62.0,6.03467,3.0,0.250628,-6.7519,0.453797372449,15.6615384615,40.3284,0.192317603107,6.01891725088,53.4344,38.2900763359,31.9425334349,12.3191869401,39.0,6.01771694724,88,88,6.01764,0.20163,38.0
62.0,6.1361,2.0,0.244199,-6.85683,0.277261924498,11.6,40.4779,0.191972816141,6.12094404424,53.8537,35.006993007,29.6599012695,10.6076553932,36.0,6.11865749833,89,89,6.11784,0.183688,34.0
47.0,6.21333,3.0,0.280554,-6.95033,0.571495698646,14.014084507,40.6923,0.201947998099,6.19826766126,54.1627,37.7433962264,31.5671569568,10.1377734002,39.0,6.19624894762,90,90,6.19534,0.200072,37.0
65.0,6.32502,3.0,0.279472,-7.06855,0.363092188707,11.843373494,40.8874,0.199457844554,6.30991701144,54.4948,39.15625,32.5326777579,10.8032591331,40.0,6.30761173105,91,91,6.307,0.219298,39.0
66.0,6.42349,3.0,0.26713,-7.18481,1.13244269585,11.2444444444,41.0292,0.198259634691,6.40761406022,54.8944,123.567901235,71.1146083795,11.2163681101,126.0,6.40609555764,92,92,6.40581,0.136791,121.0
57.0,6.53977,3.0,0.293088,-7.30306,2.93087017795,9.91262135922,41.2797,0.213574599566,6.52138537539,55.1256,125.4,71.6306670405,9.23701586339,128.0,6.51907665936,93,93,6.51815,0.133271,111.0
140.0,6.63691,3.0,0.319139,-7.43215,39.4914539831,12.024691358,41.5169,0.220369626007,6.61736831461,55.4886,190.169811321,83.9450443617,17.4022669934,234.0,6.61555808693,94,94,6.6149,0.161249,131.0
58.0,6.70779,3.0,0.315144,-7.52927,0.796476616104,12.3855421687,41.6477,0.218541522488,6.68934094161,55.9125,126.375,71.919060923,10.7824392319,129.0,6.68751520377,95,95,6.68707,0.107653,125.0
73.0,6.83657,3.0,0.32542,-7.65975,1.34839972493,11.3333333333,41.7944,0.224375200531,6.81769995211,56.2471,130.0,72.9220902342,11.9709098231,133.0,6.81579531685,96,96,6.81594,0.127879,128.0
59.0,6.94455,3.0,0.36631,-7.77315,23.5613855469,10.2959183673,42.0613,0.228169510143,6.92506725026,56.5143,139.0,74.7174376125,9.04547376234,228.0,6.9228539704,97,97,6.92211,0.146822,127.0
41.0,7.07064,2.0,0.344761,-7.92713,51.1219701553,11.0674157303,42.2392,0.229869810768,7.05247851525,56.7972,176.01754386,80.7513304545,9.62883981811,292.0,7.0501067858,98,98,7.04882,0.149346,103.0
60.0,7.19335,3.0,0.367804,-8.05324,1.6182741078,12.1686746988,42.41,0.23618142878,7.1735645587,57.1767,126.962025316,72.0814507068,11.4448065531,131.0,7.1713098101,99,99,7.17087,0.175177,124.0
47.0,7.31085,3.0,0.398283,-8.17529,0.627050692645,9.9504950495,42.5213,0.252949328434,7.28846786834,57.5165,42.0420168067,34.4604579163,8.86016364154,43.0,7.28600489157,100,100,7.28486,0.229088,41.0
109.0,7.39838,3.0,0.395134,-8.28852,0.0,14.6911764706,42.7091,0.246955285912,7.37974211133,57.7614,1000.0,99.9956828753,18.985487765,1000.0,7.37715206955,101,101,7.37663,0.0622132,1000.0
57.0,7.54123,3.0,0.42015,-8.4369,57.4827310853,10.688172043,42.9299,0.25336785098,7.52170036562,58.0918,216.234042553,86.643528828,9.81438322891,354.0,7.51880807615,102,102,7.51895,0.1392,133.0
45.0,7.66701,3.0,0.43188,-8.5805,44.6968849411,10.2346938776,43.1587,0.252789827241,7.64797700324,58.3141,78.28125,50.4026416471,7.73383900289,163.0,7.64585528191,103,103,7.64375,0.273219,44.0
52.0,7.77054,3.0,0.416213,-8.68314,1.2853563613,12.8846153846,43.3345,0.245571148187,7.75270791004,58.7757,41.5186721992,34.1106236429,11.0546205321,44.0,7.75082566582,104,104,7.74994,0.251466,39.0
65.0,7.90489,3.0,0.417486,-8.81159,7.13018015303,12.8157894737,43.4596,0.255003821079,7.88281154823,59.1233,47.4123222749,37.7849521428,11.4899389929,147.0,7.88033537936,105,105,7.88024,0.350577,43.0
48.0,8.02221,3.0,0.457904,-8.9513,21.3994012767,13.0379746835,43.5985,0.252651090775,8.00140668104,59.4065,125.875,70.9929869467,10.9121266163,151.0,7.99864939222,106,106,7.99786,0.180444,60.0
76.0,8.11755,3.0,0.479361,-9.04781,35.763473183,11.7764705882,43.7178,0.265424217657,8.09510779546,59.639,79.7222222222,52.4946293736,12.9708963549,164.0,8.09150831362,107,107,8.09092,0.488307,50.0
49.0,8.19247,2.0,0.472077,-9.19011,215.817297538,11.7073170732,43.8211,0.26653942949,8.16957354763,59.9831,276.594594595,82.8379835374,11.2439553462,1000.0,8.16623886485,108,108,8.16556,0.128103,93.0
52.0,8.31415,3.0,0.520891,-9.32649,143.042616811,11.8045977011,44.0125,0.281555942751,8.28641454047,60.3908,160.984126984,67.3923978042,11.3955416574,727.0,8.28349630553,109,109,8.28289,0.205039,47.0
77.0,8.47595,3.0,0.548173,-9.48175,1.64082576318,14.0714285714,44.1288,0.289368503503,8.45076292878,60.6928,44.2378854626,35.8835474405,13.8711637462,48.0,8.44738986444,110,110,8.44637,0.252886,40.0
75.0,8.58483,3.0,0.531559,-9.60077,480.833438779,14.9402985075,44.2677,0.283305986325,8.5614941029,61.0782,597.705882353,67.319225306,14.4623862082,1000.0,8.55826341293,111,111,8.55741,0.217209,23.0
45.0,8.72485,3.0,0.525108,-9.74723,2.65577271044,11.2359550562,44.4465,0.279305828609,8.7015436547,61.5364,131.454545455,73.3081352333,10.360927545,139.0,8.6983100149,112,112,8.69688,0.243607,129.0
87.0,8.85141,3.0,0.532448,-9.88848,87.9078622306,12.5769230769,44.5939,0.283623474639,8.82740188494,61.8691,128.282051282,64.2104812031,12.7626450425,494.0,8.82446760537,113,113,8.82414,0.325412,45.0
97.0,9.01897,3.0,0.595357,-10.0554,126.814755538,12.5662650602,44.7284,0.30026993844,8.99301016664,62.1742,340.866666667,94.1825656647,14.7314864586,627.0,8.99103806059,114,114,8.99037,0.20336,134.0
54.0,9.11784,3.0,0.564312,-10.1873,264.7505336,11.7882352941,44.9404,0.290057268704,9.09340440162,62.4023,469.863636364,94.8648735841,11.1546288125,1000.0,9.09142563797,115,115,9.0899,0.196072,135.0
51.0,9.22647,3.0,0.603031,-10.3359,0.0,11.7294117647,45.1326,0.304072660407,9.20009719886,62.8999,1000.0,99.9956828753,9.98515160602,1000.0,9.19772765305,116,116,9.19713,0.197397,1000.0
66.0,9.39806,3.0,0.681992,-10.4708,0.0,13.6164383562,45.2916,0.319718096186,9.36937069856,63.1492,1000.0,99.9956828753,12.2134331356,1000.0,9.36567900285,117,117,9.3648,0.153016,1000.0
41.0,9.52475,3.0,0.692755,-10.5887,0.0,10.2989690722,45.4528,0.318295910331,9.49876487784,63.4863,1000.0,99.9956828753,8.52306143688,1000.0,9.49588792202,118,118,9.49519,0.0894558,1000.0
65.0,9.61264,3.0,0.679655,-10.7501,0.0,14.5942028986,45.626,0.314075436419,9.58570235349,63.8717,1000.0,99.9956828753,12.6792296668,1000.0,9.5814858709,119,119,9.58078,0.0665645,1000.0
54.0,9.73045,3.0,0.640276,-10.8588,0.0,14.3285714286,45.7847,0.307697128318,9.70354407834,64.2042,1000.0,99.9956828753,12.8037064149,1000.0,9.69935079178,120,120,9.69849,0.106293,1000.0
50.0,9.85634,3.0,0.683191,-10.9978,0.0,13.5479452055,45.9953,0.332227374523,9.82787862949,64.5424,1000.0,99.9956828753,10.8980846575,1000.0,9.82290946789,121,121,9.82244,0.066674,1000.0
68.0,9.9473,3.0,0.698502,-11.0871,0.0,13.8493150685,46.1743,0.323691935512,9.92007045413,64.9393,1000.0,99.9956828753,12.6357518794,1000.0,9.91519786512,122,122,9.91454,0.124702,1000.0
91.0,10.0591,3.0,0.679211,-11.2385,0.0,12.5,46.309,0.324559238215,10.0325643063,65.1256,1000.0,99.9956828753,13.1272617099,1000.0,10.0276825955,123,123,10.027,0.112461,1000.0
56.0,10.1945,3.0,0.759109,-11.3293,217.583109919,9.65048543689,46.4476,0.335432340253,10.1647924757,65.4971,887.416666667,99.4647975605,8.09735512118,1000.0,10.1610554731,124,124,10.1606,0.105162,277.0
82.0,10.2642,3.0,0.756086,-11.4148,122.259766961,10.1546391753,46.6389,0.339757737057,10.2364881249,65.9335,281.222222222,90.2726025469,12.1276205213,643.0,10.2326801498,125,125,10.2315,0.184484,154.0
72.0,10.3936,3.0,0.764619,-11.5,15.1723354601,10.21875,46.7434,0.343819914419,10.3651128197,66.3028,154.215384615,78.5986054266,11.2464838255,274.0,10.3597532601,126,126,10.3594,0.175462,145.0
72.0,10.4139,3.0,0.721908,-11.5861,2.16895797521,10.1176470588,46.8588,0.345137186214,10.3829718635,66.6134,155.815384615,79.1070526826,11.491082747,160.0,10.3787876709,127,127,10.3784,0.193858,151.0
65.0,10.4656,3.0,0.777839,-11.6773,11.8709432543,9.40186915888,47.0252,0.348588728888,10.434464755,67.025,76.5496183206,53.31901811,8.91796445183,86.0,10.4309661508,128,128,10.4316,0.279551,52.0
35.0,10.565,3.0,0.883305,-11.7313,35.6076393215,9.71287128713,47.1666,0.3709401042,10.5294916243,67.3457,124.481481481,69.6320610395,6.95720530221,189.0,10.5251495887,129,129,10.5238,0.196048,91.0
56.0,10.681,3.0,0.871074,-11.8606,16.3548583778,9.23853211009,47.335,0.371261144057,10.6463356108,67.7393,84.2857142857,56.6303620857,8.09224238615,149.0,10.6424005004,130,130,10.6429,0.262611,75.0
56.0,10.7288,3.0,0.811766,-11.9168,14.5611472365,11.8095238095,47.465,0.362351394793,10.6996689424,68.0959,98.9509803922,62.5935354419,10.6798388057,132.0,10.6948414138,131,131,10.6941,0.374702,49.0
