AverageQLoss,AverageDiscountedReturn,MinForwardProgress,StdForwardProgress,AverageReturn,StdReturn,MinReturn,StdEsReturn,AverageAbsQYDiff,AverageForwardProgress,AverageAbsQ,AverageY,AverageAction,PolicyRegParamNorm,MinEsReturn,Epoch,MaxEsReturn,AverageEsReturn,AveragePolicySurr,MaxForwardProgress,QFunRegParamNorm,AverageAbsY,MaxReturn,AverageQ
0.00267151,13.233498958,-0.0478266071001,0.0221136619417,14.0800266244,1.74957512309,8.86491979875,11.8065445077,0.0377235582443,0.0197283355092,0.113053,0.119628661687,0.0107344,14.173,0.993046555812,9,63.5923373683,34.5144518768,-0.109073,0.101342612784,14.0889,0.119628661687,20.6615506852,0.113053
0.000843803,4.19293851832,-0.0412010874207,0.00743332544479,4.26047285551,0.513627930469,2.57888204476,1.86310656074,0.0178865223685,0.00128032094957,0.126522,0.126739963292,0.980195,15.01,2.86294618954,10,27.0175411347,4.64575612647,-0.135338,0.0264109165165,14.494,0.126739963292,6.41574868491,0.126447
0.000450542,4.21074486913,-0.0240916231753,0.00755089373853,4.27880287647,0.510323043772,2.7388897943,0.534177621746,0.012420353673,0.0013270740573,0.144576,0.144683812396,0.997419,15.2585,2.90999398596,11,6.08195204266,4.23281794417,-0.149708,0.0276138764792,14.8535,0.144683812396,6.51698978092,0.144503
0.000275944,4.38438144585,-0.0344575785805,0.00776213357837,4.45932608812,0.691619710468,2.45445529187,0.663924090439,0.00958316880683,0.0019904930466,0.136568,0.136491911161,0.94572,15.5448,2.37757412619,12,6.06248463843,4.04601271373,-0.130978,0.0314966244676,15.2806,0.136499235919,6.89489969502,0.136435
0.000335959,13.8111534077,-0.03131752274,0.0308668321181,14.8696299618,4.90316272718,4.33378818433,7.53201596245,0.0102241613967,0.0232461761833,0.130137,0.130060037091,0.939331,15.85,2.2597421749,13,54.5085314405,7.20304602813,-0.158299,0.341975853567,15.8737,0.130070397727,56.4194483891,0.129947
0.00046624,13.431188732,-0.0399082928793,0.0228892743233,14.4227168921,4.20882680328,5.94166878922,4.31916161313,0.0126059615641,0.020056096523,0.16157,0.161566324188,0.985938,15.9424,7.48038360129,14,26.8328336667,14.5801582629,-0.200935,0.138104282995,16.4262,0.161578231898,36.8692447313,0.161382
0.00050656,19.5865525134,-0.0263789221075,0.0728177710288,21.6876367966,8.95201089514,4.36401813171,7.55841568568,0.0133280210301,0.0747893642456,0.176708,0.176581625567,0.884625,16.0051,4.83299694376,15,44.9862892295,17.8550735393,-0.199863,0.432036590898,16.8652,0.176600192718,56.9754821375,0.176478
0.000455741,7.62802367019,-0.0906852439083,0.013812133503,7.94112436232,1.24882167433,4.24563304864,19.8403004877,0.0127157021428,-0.0328154791008,0.178817,0.178646123089,0.87173,16.0875,4.84822731738,16,65.9328359925,26.4286191211,-0.200448,0.0174405137804,17.2468,0.178655392479,12.7038267509,0.178577
0.000596588,16.9151841685,-0.171746408046,0.0426056941188,18.7941487047,4.50897340273,9.8123012125,2.46698564618,0.0142666682113,-0.0613107774938,0.18187,0.181650301618,0.814559,16.2215,4.93023997308,17,20.7506118549,8.17951452339,-0.208806,0.0661064765761,17.7486,0.18166894779,35.0487618824,0.181634
0.000677404,37.8097432374,-0.315315637264,0.0700250068812,48.9469013567,19.3418143893,16.6271243239,17.9723327794,0.0155835248061,0.0566809353066,0.190479,0.190277766906,0.847713,16.3679,4.89000072359,18,78.3083041175,45.9997514151,-0.208926,0.157636264854,18.3507,0.190293813175,129.110806918,0.190266
0.000679352,23.9075829128,-0.180468900356,0.0548926298224,27.3976549357,8.27933465359,9.44589636676,12.7211775664,0.015167489459,0.046549614716,0.199703,0.199546834449,0.789312,16.4611,8.85856397782,19,61.9975375383,35.6132829331,-0.217312,0.177555672698,18.9282,0.199567488699,51.131804938,0.199501
0.000771657,20.1235399811,-0.144098714784,0.0445813102692,22.2694523115,6.03808864479,9.5614502227,10.6855065431,0.0154805756684,0.0643709958109,0.20747,0.207307249743,0.775291,16.4879,12.501104173,20,56.1050552336,27.1862022804,-0.223926,0.264014228846,19.4763,0.207322410001,41.2547278077,0.207219
0.000817891,32.1566221172,-0.254357315616,0.148897608289,38.6643845792,18.9009877003,3.95319825543,15.5281500412,0.0156071965027,0.179910156431,0.213917,0.213743691903,0.71658,16.5301,5.43702759689,21,67.1066233704,35.999853565,-0.22816,0.57755382705,20.0554,0.21375693948,99.0299937,0.21371
0.000817207,40.6502500942,-0.122041245722,0.173499134764,49.7628645906,20.3926655897,4.1460792795,20.5102308977,0.0155223226963,0.309773367876,0.218732,0.218527197135,0.75608,16.6313,4.57514202634,22,79.9707066646,46.8654497754,-0.232297,0.551807831077,20.6552,0.218539785438,80.4896445609,0.218486
0.000855168,37.3712205791,-0.188485026626,0.152106084842,45.2474655422,17.8246882633,4.80837894891,15.4488096552,0.0157177055231,0.25685795374,0.222831,0.222593919344,0.709214,16.747,14.7066371895,23,74.9597332318,48.2695245333,-0.236891,0.512797451945,21.2449,0.222607716922,78.9746796324,0.222542
0.00088603,39.7031839197,-0.557631390805,0.171561685275,48.8852426189,19.7832182927,5.03124059411,20.4566085421,0.0156076453987,0.279322744521,0.227625,0.227372484734,0.654468,16.861,6.20392821148,24,68.2578449614,49.177530506,-0.240984,0.499136415808,21.7984,0.227385577347,80.4089189788,0.22735
