AveragePolicySurr,AverageAbsQYDiff,PolicyRegParamNorm,AverageQLoss,MaxEsReturn,AverageAbsQ,QFunRegParamNorm,Epoch,StdEsReturn,Iteration,AverageReturn,AverageEsReturn,AverageAbsY,StdReturn,MinEsReturn,AverageY,AverageQ,AverageAction,MinReturn,AverageDiscountedReturn,MaxReturn
-38.4261,0.939570441421,29.4255,5.16476,129.115709212,36.4626,38.9863,33,23.3263166535,33,250.935587953,39.4318004816,36.457192696,9.57604965678,24.8165621518,36.4387602665,36.4341,0.622817,239.302771961,141.423163827,278.597111645
-40.0528,0.99960767379,29.7386,5.73766,322.55326003,38.0604,39.8465,34,87.5183465169,34,324.868410646,84.7813623631,38.054932648,6.83175052537,24.5179489052,38.0357567261,38.0312,0.599234,312.54256918,164.824908876,344.50890425
-41.3227,1.04007526618,30.0941,6.47642,176.44689819,39.3093,40.6731,35,36.1245739787,35,225.014237022,44.0688732891,39.3028865436,47.7438862401,26.9304777235,39.2841002169,39.2786,0.552706,177.354322168,130.601388629,298.40422439
-42.9575,1.09706484507,30.4988,6.81058,327.909720509,40.8955,41.5711,36,90.4556948798,36,285.071180593,222.308748108,40.8849490053,23.5980061711,61.7292311252,40.865498446,40.8623,0.518063,243.960326416,149.97342913,351.382816984
-44.8702,1.11055193329,30.779,6.87379,296.269289017,42.8077,42.4053,37,73.2735487941,37,362.514089872,192.429662938,42.8002959062,10.2107524988,36.7584324469,42.7752392824,42.7667,0.57883,343.50898003,175.241443832,377.914122851
-46.8963,1.1449118357,31.0436,7.13658,358.126194099,44.8345,43.226,38,124.371946039,38,337.142983336,223.577746836,44.8236679498,4.26712548455,12.3279525626,44.7992383454,44.7944,0.659417,326.091645973,168.34282099,345.694948143
-48.7303,1.2806067367,31.3527,8.67665,343.595162864,46.6663,44.1365,39,107.405778506,39,354.168597308,232.155420026,46.653846488,5.83794173859,18.3450489429,46.6285380728,46.6178,0.567559,345.239184846,172.970694672,369.303756954
-50.7752,1.32816869047,31.6684,10.0884,372.138728561,48.6605,44.9612,40,93.6028709872,40,382.855913769,269.58785634,48.6439384081,11.2960924363,48.725998926,48.6157384629,48.6089,0.612281,341.384803709,181.162963309,394.276206046
-52.8407,1.35120082837,31.9715,10.0084,370.132791468,50.667,45.8539,41,97.8592177582,41,380.199949828,287.22224808,50.6473828057,2.9410447483,47.9075934431,50.6057101956,50.5973,0.638116,372.883152116,180.922828445,385.318469245
-54.994,1.38900622546,32.2442,9.6781,412.862658121,52.7211,46.6783,42,106.733534738,42,373.917652171,254.075487508,52.7035534506,3.06826249693,32.854465156,52.6634718594,52.656,0.651623,364.257334461,179.085283928,379.502438541
-57.0929,1.45207524993,32.4814,11.4149,393.400126337,54.8215,47.4892,43,108.464757176,43,109.992551655,245.488478099,54.8046497003,64.1426286979,55.2746011046,54.7536765999,54.7441,0.712443,41.7806927591,75.8094675395,184.396902434
-59.4072,1.53862785106,32.7318,12.987,314.980972835,57.0564,48.258,44,105.643595624,44,338.220050214,192.858361689,57.0383723935,87.7173368619,10.6397470543,56.984232801,56.9769,0.647635,135.695730493,166.094228148,393.020176029
-61.5681,1.56735197026,32.9793,13.0739,373.861573183,59.1491,48.9267,45,120.972010157,45,376.158292011,230.603842285,59.1206025999,3.6369600602,22.3862862845,59.0725084092,59.0644,0.618668,364.605095884,181.114465387,384.060107391
-63.5728,1.70696904259,33.1963,16.7236,491.080676679,61.1458,49.7264,46,121.308659556,46,370.975015108,297.764833153,61.1239173417,5.31248859258,83.5971868155,61.06456578,61.0563,0.6296,354.143517974,178.121968789,379.162733823
-65.7517,1.73861377309,33.4606,16.5544,382.178578037,63.245,50.4351,47,103.371175798,47,372.122983763,236.369733346,63.2250493886,46.9666111615,96.6342141922,63.1655831458,63.1559,0.58076,139.103616207,178.831138462,392.037285919
-67.7944,1.73049837722,33.7341,16.7327,389.410624091,65.2473,51.2786,48,106.641509962,48,365.7374068,219.132392921,65.2203385397,14.8040785219,22.7566179317,65.1640304759,65.1551,0.522993,344.565793371,178.141850933,393.252685985
-70.3556,1.80781926755,33.9978,17.3718,329.889625115,67.7385,51.9758,49,82.1482481134,49,326.159278657,223.32237171,67.7163997292,14.2614817997,61.7241041227,67.6611554197,67.6538,0.490611,296.202853468,163.308468387,366.723754294
-72.504,1.90357141238,34.2501,19.8468,366.735272307,69.9055,52.6643,50,54.5355301331,50,349.986680245,277.490483895,69.8751488928,11.888268599,196.307115403,69.828068126,69.8197,0.442287,321.712642771,173.536658489,365.877032272
-74.7942,1.91563528542,34.5056,18.6971,414.882082735,72.1284,53.3514,51,140.097496033,51,241.625090222,186.377665378,72.1041560601,136.006665899,10.7699341882,72.0595911944,72.0474,0.47437,38.6866426007,126.008837833,355.532935695
-77.1815,2.06443315841,34.7226,23.062,349.562013569,74.4609,54.2232,52,90.4699654304,52,309.701718084,225.752884027,74.4374356263,9.10231296398,62.0065537434,74.3928869356,74.3862,0.38762,286.933491479,157.95882231,329.847228461
-79.3224,2.00966090213,34.9788,20.9654,400.132884155,76.6586,54.9129,53,111.12551817,53,327.204684486,204.964344431,76.6280021792,15.5276246428,25.3235127481,76.5859774982,76.5779,0.429654,262.582317448,165.336483232,349.533958182
-81.5696,2.04794908004,35.1847,20.1153,360.371329774,78.8311,55.6194,54,102.863585654,54,344.535288057,217.984296735,78.8087446422,4.14384825219,48.1467757555,78.7712291038,78.7623,0.398031,336.711067679,172.65458114,352.799647908
-83.594,2.16700025566,35.3592,22.9407,350.294166399,80.8616,56.2429,55,123.287842571,55,307.301455572,182.002937244,80.8284655813,4.44231858667,22.5652835157,80.7910057769,80.7829,0.392302,293.164858134,161.155150766,317.266296515
-85.9526,2.23450604279,35.5735,26.714,329.783639533,83.2538,56.9641,56,111.69834364,56,330.882931599,206.82551411,83.2255371292,10.0480043818,12.9477410834,83.1856273681,83.1749,0.473661,280.1775442,167.459763892,341.909524234
-87.7833,2.2442466424,35.7802,25.8661,312.252179661,84.9776,57.5707,57,70.4191674719,57,349.916012471,65.0291525303,84.9498300824,4.03531117619,25.5722857514,84.9072337627,84.8992,0.417565,336.221803215,174.563484657,357.855745353
-89.2674,2.26540307432,35.9987,25.1789,53.7387987318,86.3686,58.3086,58,6.70626175001,58,321.7763359,41.6650540779,86.3422223695,1.70682817086,27.9131087536,86.308443196,86.2965,0.345664,316.983621275,165.743754349,325.049967119
-90.9796,2.32442436411,36.1781,26.3846,144.969376524,87.9865,58.935,59,35.0738030363,59,340.29275515,61.4700446147,87.9597895582,3.64823640886,12.0640851205,87.9215382156,87.9122,0.380329,332.816902046,171.429787917,345.989987524
-92.3949,2.30906855974,36.3922,25.9588,58.02499324,89.3528,59.5528,60,10.4245652831,60,359.270444828,39.8427125068,89.3191039161,1.74924789933,23.581936003,89.2823189448,89.2686,0.430303,354.743817312,176.786068755,363.911395088
-94.154,2.34875086436,36.5806,26.7818,108.069760124,91.0197,60.1351,61,24.8291791176,61,362.00833835,59.6379068426,90.9847388465,4.71156003497,29.6034964375,90.9490494158,90.941,0.475403,350.608981351,177.688161954,369.190464954
-96.0646,2.39599499582,36.7907,29.4106,83.2803997719,92.7487,60.7076,62,15.8976363773,62,309.54569389,43.8407653175,92.7082592399,4.48574791058,25.4207343082,92.6705419916,92.6634,0.435364,294.235616481,161.229532633,318.617338474
-97.4773,2.43984274876,37.0596,29.0041,66.1244810182,94.025,61.2755,63,13.2921749855,63,362.792633903,46.4182284754,94.0090585997,2.9245666462,22.6430363625,93.9680709464,93.9508,0.444745,356.614299699,178.522550165,369.387312215
-99.3415,2.45195700789,37.3197,31.3807,70.042513963,95.8035,61.8485,64,17.3685381025,64,361.259926529,40.5420001381,95.7704443719,2.63186029358,18.052780463,95.7312237992,95.719,0.39469,356.55349704,177.247509852,367.993601385
-101.33,2.47942411543,37.587,31.1465,68.8321779147,97.5195,62.4274,65,16.3602639688,65,322.074600525,42.9795217286,97.4916272335,2.78365098747,9.77746980686,97.4642663692,97.4554,0.435652,316.46617328,166.527936493,327.948126425
-103.791,2.52979920978,37.8739,31.8959,64.291563342,99.8056,63.0015,66,14.0753172233,66,310.23573019,42.247810528,99.7793215887,1.55796262354,13.7538813039,99.7588652753,99.7514,0.458467,305.871278371,162.178505488,313.260951259
-105.716,2.65922303513,38.1014,37.4464,46.5536521895,101.556,63.5923,67,6.94970084733,67,311.984011499,37.7451446509,101.540862309,5.12624860525,26.1491189375,101.526917913,101.509,0.428667,300.194887911,161.864448648,321.941208037
-107.958,2.65725704619,38.3229,36.6424,50.0973463077,103.71,64.1339,68,7.80419260287,68,271.46154714,36.5131906218,103.695403417,13.115845181,26.0030540306,103.679494355,103.665,0.548147,222.742059514,147.508413387,287.769859737
-109.933,2.68799885604,38.5665,36.8737,46.0395194891,105.576,64.7741,69,5.93625058876,69,301.840410375,37.0399854255,105.561734638,3.65733846862,27.2106845496,105.548939381,105.529,0.537403,293.866199215,159.472024733,309.035415366
-112.002,2.63239473087,38.7754,35.4588,43.6626515173,107.67,65.3337,70,6.31366286776,70,345.080933622,34.2655453867,107.645510928,8.7553642311,25.0004586322,107.628471832,107.62,0.498809,317.183285245,171.395677312,357.607739525
-113.847,2.76502184637,39.0587,40.2363,45.3169242405,109.446,65.8862,71,6.06813958588,71,254.747156434,36.810417642,109.437314532,9.73107259603,25.0177530599,109.420509076,109.402,0.571161,203.493267979,143.165437892,282.554506024
-116.063,2.70485458379,39.353,38.1183,42.9816430584,111.622,66.4006,72,7.66016938482,72,255.526611359,33.2239754329,111.604730754,13.2733992324,10.3695032644,111.586151812,111.575,0.61557,227.362658107,144.092146484,269.779850278
-117.915,2.78240099332,39.6064,40.8838,47.7958075625,113.409,66.9607,73,8.49834265098,73,284.37886693,36.2202733302,113.387978015,7.67646051895,15.9213165449,113.365336379,113.352,0.599298,266.288195598,153.079714903,303.848031824
-119.929,2.86029038777,39.8369,45.2534,49.3091258172,115.301,67.5845,74,8.14512065766,74,285.442234794,35.677801397,115.273003589,43.3150444486,17.9429612205,115.248447414,115.234,0.607639,127.767980924,151.478231596,309.891519093
-121.865,2.86588286725,40.0155,46.9724,43.2228620473,117.269,68.1698,75,5.35086068353,75,327.204636072,35.8428690186,117.239266512,12.9819038961,24.4505252349,117.21270326,117.205,0.604381,258.70528059,165.160108373,351.477463368
-123.863,2.88062166281,40.2567,46.5921,42.2351117683,119.187,68.706,76,6.10120135751,76,346.553597854,32.2664094847,119.161148966,2.809047145,22.9905386979,119.134183044,119.121,0.619796,341.007488545,171.20659535,356.380332222
-125.666,2.93927382492,40.4625,47.247,44.6103785192,120.95,69.2295,77,6.54692272043,77,181.950626949,33.9982127709,120.912332358,48.4288745212,22.6072717299,120.889151681,120.876,0.691821,133.926675884,113.401090745,366.396403628
-127.352,2.88115595888,40.7093,46.7516,42.1588510187,122.676,69.7682,78,6.9981079889,78,369.8725474,34.1178840185,122.633747551,5.32858748324,15.372783235,122.608816098,122.599,0.600885,354.592458346,177.716407719,381.076722639
-129.524,2.97590459021,40.9762,48.0707,45.9060091862,124.704,70.2609,79,5.99932313538,79,261.258665677,35.1456368471,124.649576093,51.8231344026,26.7786904474,124.627008008,124.618,0.676116,130.095964682,142.433525588,369.798996975
-131.144,3.00032505685,41.2217,47.9878,43.6159386238,126.272,70.7783,80,6.05069289093,80,436.943064621,35.5000629194,126.22870347,5.3765445965,26.5932868289,126.204585526,126.196,0.617668,427.539191653,183.516941468,450.348085981
-133.178,2.92979218827,41.4188,43.6062,42.5733377095,128.134,71.3565,81,5.54862652557,81,375.885291319,33.3453940883,128.089148425,133.020608782,23.691386676,128.066029887,128.055,0.63931,93.9501225333,166.543805267,523.762489011
-135.205,3.07165402489,41.5973,52.0508,45.0193395628,130.062,71.8893,82,7.35001300825,82,455.82603178,32.539175039,130.014650758,11.7731116107,16.4468733022,129.987388002,129.972,0.603928,442.0352768,187.43530592,509.216456933
-137.056,2.9419913911,41.7627,46.0057,52.358422249,131.883,72.4412,83,7.74895071984,83,485.813593873,43.2645231291,131.821366629,37.8853977964,26.7625384358,131.799166268,131.791,0.592331,421.303381679,196.551055967,562.61501749
-139.436,3.03690660959,41.9526,50.6312,51.9277628006,134.01,72.9795,84,7.80477039362,84,335.253706867,37.4215562717,133.962130734,25.4476250888,25.7518983342,133.939353946,133.928,0.555674,262.157554579,164.012343482,403.004761318
-141.335,3.13765580194,42.1793,53.9924,48.8866168675,135.875,73.5205,85,7.83223822907,85,517.823951726,35.677457505,135.826713915,70.9029994413,22.158965023,135.801336059,135.79,0.583131,264.811760544,201.863326273,601.070359591
-143.503,3.11882231993,42.3457,53.1129,50.6604681029,137.838,74.0524,86,7.04658490471,86,335.625608494,34.1848919817,137.780773632,69.8848916526,23.4180520552,137.756177767,137.745,0.561674,220.36359706,161.816858583,425.168236028
-145.695,3.20471547937,42.5714,56.9457,44.2401465595,139.877,74.6439,87,5.93706330474,87,350.152357963,32.49068867,139.812805488,33.8386135294,17.1732372959,139.791144574,139.775,0.58757,283.281002372,166.179278254,398.245420968
-148.293,3.14255453627,42.7342,53.0742,36.1958503627,142.378,75.2125,88,3.03770108344,88,351.125754698,29.2647692151,142.321724874,70.4087080219,26.5687151409,142.303846981,142.297,0.547844,163.912282085,172.879075008,402.984594983
-150.303,3.11662229019,42.8738,50.3143,32.5539068268,144.378,75.7037,89,2.00755733819,89,393.671342118,28.374061256,144.322112914,33.8867934476,25.9386801631,144.299622001,144.287,0.498497,354.597511235,183.456449428,476.141248373
-152.455,3.26786491428,43.0632,59.9162,35.6489476939,146.483,76.2101,90,5.99128307747,90,448.617687531,28.4898220443,146.42964225,5.22298181454,7.12799346694,146.404898937,146.387,0.522037,439.643922737,199.209418621,461.647238846
-154.664,3.18940771264,43.3496,57.5334,28.6200476106,148.717,76.7192,91,0.645515092798,91,523.044618332,27.1226228559,148.64104424,3.91070284366,25.9627484021,148.613116399,148.603,0.532593,515.062616908,212.389759549,530.539739641
-156.52,3.21882122704,43.5011,59.0479,29.9552014462,150.351,77.3052,92,0.823752870917,92,392.310703692,27.3568340293,150.260276424,10.0452167295,26.1611994422,150.236458102,150.223,0.540222,336.924892697,184.863014361,404.109932239
-158.658,3.20243362737,43.6579,58.3906,30.4648439001,152.623,77.8319,93,1.05890728966,93,404.623015863,27.0013188218,152.547331664,2.38489899754,25.8217428383,152.519066961,152.508,0.523826,397.670316557,189.880245644,409.330063665
-160.382,3.24265723846,43.7935,57.1888,29.9403339686,154.16,78.3134,94,0.886871197888,94,486.904023755,27.2697037466,154.095163422,23.6575817859,26.3520017078,154.06656479,154.056,0.559613,343.047662356,207.668901599,495.886652516
-162.858,3.24723305364,43.9733,62.6858,31.3285476567,156.498,78.8145,95,1.02918784351,95,482.56984396,27.5467754906,156.426771737,2.57267852882,26.2615661969,156.397792966,156.387,0.513909,476.607363168,206.976015864,489.718005361
-164.879,3.27715260311,44.1516,62.8483,29.305098502,158.441,79.3236,96,0.642174216016,96,490.941813341,27.264097413,158.36473392,26.8179972835,26.2758635885,158.335901366,158.329,0.55824,284.084290583,209.501580502,502.522606997
-166.65,3.39267200541,44.3666,65.9238,30.7767483202,160.186,79.8046,97,1.00502268995,97,485.081796367,27.6829213749,160.108599442,12.7850703324,26.6340523403,160.080444687,160.064,0.549124,449.82691474,205.819761967,502.364465208
-168.72,3.28917024051,44.5384,63.9799,28.3244441084,162.256,80.3539,98,0.702095571123,98,448.533829014,27.2350890549,162.164377007,3.13016326969,25.7404444803,162.132006966,162.123,0.546659,442.133289749,197.468801132,454.502006326
-170.235,3.45441651289,44.6746,78.7711,29.3418847171,163.836,80.9481,99,0.760519291117,99,434.396516981,27.336057477,163.741642065,22.3799091253,26.1154734324,163.707797087,163.7,0.545001,400.043452059,193.738723185,469.828173575
-172.352,3.36089522105,44.84,72.0733,29.9104092747,165.639,81.3924,100,0.861627574349,100,546.459152958,27.1819369121,165.557877007,4.45915697779,25.8811584128,165.530539985,165.507,0.527288,537.133481907,214.978352332,556.629345792
-174.347,3.24219954236,45.0317,67.202,29.9826287527,167.588,81.8142,101,0.83093979196,101,445.576536739,27.2868629024,167.489770364,20.0140610313,26.0067350444,167.456982548,167.446,0.586221,363.564319057,197.007531927,460.063028803
-176.156,3.24094504849,45.1639,68.1125,30.0824276066,169.627,82.212,102,0.793283348541,102,568.986669702,27.470607699,169.53624891,10.3797943884,26.5226472805,169.507851391,169.491,0.617825,553.925468027,216.343695041,585.776491529
-177.72,3.26144054243,45.3646,66.7682,30.391247334,170.936,82.5929,103,0.991424671344,103,532.554570841,27.2169268388,170.852521396,35.188444321,25.7502457865,170.819409396,170.807,0.562827,421.503234956,209.551146461,557.938433677
-179.435,3.35708699981,45.516,76.5445,30.8029645853,172.859,83.008,104,1.04354059227,104,474.539650676,27.3044676883,172.757532696,9.25361784703,26.0544643558,172.728753166,172.719,0.506319,455.833862134,204.332403187,495.480178386
-181.188,3.26547698437,45.635,67.1992,29.8778876365,174.388,83.4292,105,0.870027165251,105,449.396476761,27.1129628487,174.289557542,2.04163712198,25.8962929688,174.260946992,174.253,0.55531,445.048211393,200.434047647,454.08425791
-182.805,3.33003335146,45.7906,79.1038,31.0830394043,176.004,83.9243,106,0.992193918224,106,433.703934984,27.4772341897,175.914385703,6.55216978399,26.3387232116,175.888088115,175.876,0.543411,424.87634892,196.987814547,448.357975695
-184.885,3.23808666257,45.9602,70.5012,30.5733004215,178.032,84.3133,107,0.993873736964,107,428.999115771,27.0667748695,177.946062568,23.7946327959,25.9980351559,177.920422112,177.906,0.649893,350.068829799,183.539887945,480.321702767
-186.17,3.3049030734,46.1138,75.2205,31.4977416622,179.149,84.7041,108,1.07662626669,108,445.827412274,27.5508333567,179.026103702,80.0278247812,26.0495134753,179.004253545,178.999,0.561978,205.775133935,198.083383824,495.684159683
-188.289,3.30682297495,46.2475,76.3273,30.3263409989,180.898,85.1011,109,0.908184388599,109,320.596703615,27.3287431867,180.778452942,98.3882021374,26.359789812,180.750105799,180.741,0.632629,155.583155269,156.201039701,507.600050673
-190.417,3.29457463806,46.407,74.0591,30.0112355502,182.96,85.506,110,0.867160596724,110,326.352039625,27.2508795488,182.853630085,54.0810832637,25.6247447646,182.822590841,182.803,0.612895,168.923014963,164.353199572,457.659012721
-192.078,3.33914828512,46.5472,78.4582,30.5272545423,184.641,85.8837,111,0.913888007002,111,389.660026624,27.2171338086,184.532799671,2.4568944892,26.2175258629,184.503744435,184.497,0.643047,383.527566651,186.322947857,395.184001333
-194.608,3.21652460289,46.7167,68.927,30.8494024119,186.978,86.2587,112,0.964888916851,112,448.74540178,27.4217278321,186.86799096,14.0021881004,26.3283160798,186.842072414,186.829,0.522943,402.141356769,200.764892603,463.736410574
-196.728,3.3442211526,46.8599,76.2842,31.1598550527,189.084,86.7144,113,1.01403158306,113,417.174254122,27.5391528598,188.981193799,76.205681467,26.481618355,188.958493146,188.945,0.618811,270.046629979,183.939946809,571.293857974
-198.233,3.43484134947,47.0396,80.2924,28.3827933413,190.504,87.1276,114,0.629485952607,114,324.626784468,27.2414693034,190.37818684,84.0734109676,25.7405840758,190.349877325,190.339,0.613612,176.042177683,162.823297866,485.568144367
-200.879,3.27097972102,47.1867,80.5911,29.1485929531,193.059,87.4567,115,0.8201926746,115,413.408870763,27.370436088,192.940129738,29.0324222521,25.6197170202,192.915864308,192.902,0.593514,268.646493156,192.091440921,454.609443021
-202.268,3.43578640005,47.3373,85.922,30.3258021449,194.484,87.8727,116,0.953517668984,116,428.363693325,27.4066616888,194.364082837,143.626982042,25.8081403199,194.335891057,194.322,0.577731,241.623444781,183.790437948,696.781759113
-204.407,3.33917941154,47.468,78.7475,30.333866394,196.565,88.2702,117,0.834823311366,117,315.435541445,27.4500802556,196.448834957,34.6498333801,26.5413664784,196.423493855,196.413,0.597217,266.154232761,157.538237404,551.669689117
-206.873,3.33397934101,47.6314,74.592,28.0945540615,199.068,88.66,118,0.658977755001,118,377.804307567,27.0084481185,198.934332711,78.1689865862,25.6178873527,198.908894884,198.902,0.548699,188.228490809,173.82827372,501.622583409
-209.094,3.26357591111,47.8239,72.9159,31.2929585985,201.065,89.0836,119,1.15632049304,119,424.056715933,27.4040281227,200.942533734,102.823413473,25.8241802052,200.911676839,200.898,0.588336,258.506557106,182.666990375,520.0675485
-209.944,3.26365120342,47.9715,76.0192,29.0098357458,202.174,89.4031,120,0.629754507211,120,290.161059379,27.4563151414,202.052257408,9.42557783245,26.6208957932,202.018713599,202.008,0.56112,235.699006107,150.188492203,303.580081354
-212.516,3.31070224966,48.1359,81.8338,28.3011128605,204.552,89.7451,121,0.423358517608,121,527.157620247,27.2448872154,204.440834318,11.6872495848,26.6316595559,204.412048991,204.4,0.622622,502.414126215,205.926634148,545.740196671
-214.158,3.24410989788,48.3282,74.9039,31.1002436668,205.941,90.1,122,0.963438428624,122,357.965057754,27.4134638475,205.820322623,59.115427818,26.4591591714,205.783111323,205.779,0.479588,306.439930332,170.292035058,504.253719719
-216.107,3.42628990785,48.4572,92.6091,29.3800858053,207.801,90.4324,123,0.798120231879,123,349.673830573,27.329127288,207.68061116,113.469405224,25.6679331749,207.645813686,207.635,0.590955,203.095210777,163.148923792,656.074189858
-217.578,3.34570464223,48.5934,79.5731,28.2676131683,209.671,90.7527,124,0.506584928271,124,464.648534727,27.0187922537,209.536840273,45.2867235807,26.0640421013,209.507261587,209.492,0.581654,324.335563695,193.520650114,603.967140034
-219.859,3.27198123491,48.6833,75.5599,32.8792126491,211.468,91.0632,125,1.36654586929,125,307.871549849,27.5423792147,211.336651533,22.4856261995,26.5491894671,211.300204726,211.296,0.593392,274.48323598,157.207900193,399.535749244
