AveragePolicySurr,AverageAbsQYDiff,PolicyRegParamNorm,AverageQLoss,MaxEsReturn,AverageAbsQ,QFunRegParamNorm,Epoch,StdEsReturn,Iteration,AverageReturn,AverageEsReturn,AverageAbsY,StdReturn,MinEsReturn,AverageY,AverageQ,AverageAction,MinReturn,AverageDiscountedReturn,MaxReturn
-3817.24,20.3471350848,92.6184,10241.0,28.1084655002,3692.31,227.673,769,0.516860903933,769,971.854770901,27.1913635183,3691.7756564,1.17241549142,25.8803392199,3691.62704138,3691.54,0.892061,969.780282102,82.7437467739,973.821588677
-3829.62,21.1844730047,92.6449,12394.7,28.3449720649,3705.71,227.87,770,0.646952679123,770,972.107960432,27.2082263246,3705.21008357,0.58568117256,25.8148707298,3705.0104584,3704.98,0.948517,970.790274972,81.5338024119,972.978503054
-3839.75,19.3211266255,92.8067,10017.5,27.7034084145,3711.23,228.022,771,0.454580740504,771,974.738241593,26.8996397479,3710.72102485,0.728613977517,26.2077867004,3710.5533445,3710.47,0.859587,973.64221398,85.8450046755,976.016817539
-3849.71,21.4517011165,92.7971,12110.6,27.9940784086,3714.28,228.216,772,0.581408292076,772,973.584315671,27.0021772276,3713.70642362,0.83761020484,26.226418229,3713.58011391,3713.55,0.873868,972.436538737,85.4330845315,975.00443962
-3869.3,19.6802669774,92.8476,10941.0,27.8972915791,3738.91,228.387,773,0.541018533353,773,974.039558855,27.1343007681,3738.35391525,0.660512925397,25.852953345,3738.22797636,3738.18,0.878375,972.989170453,85.5437231373,974.870853565
-3866.48,20.7167172402,92.7626,10548.5,27.9291925704,3737.96,228.543,774,0.543762506189,774,973.242169322,26.9638378187,3737.51563001,0.496770169711,25.7662143174,3737.32202658,3737.31,0.910621,972.065963038,84.5451870914,973.798473324
-3879.82,19.6979169879,92.7374,11197.1,28.3391279471,3754.16,228.629,775,0.505908031149,775,970.708728862,27.2408696642,3753.73105547,1.19307800848,26.2036500501,3753.6295529,3753.61,0.880826,969.193824325,81.6994425819,973.280217065
-3875.01,19.2298653546,92.8019,10449.6,28.3093984207,3751.84,228.779,776,0.700409072569,776,971.651852992,27.0655006444,3751.39527457,1.03494982256,25.1058156788,3751.26962046,3751.18,0.868856,970.017323739,82.3085829161,973.394979881
-3881.16,19.5632220293,92.8863,9711.39,28.854654448,3756.15,228.917,777,0.586086485534,777,972.361152591,27.3401701697,3755.61350309,1.21223028683,26.5511369336,3755.45713304,3755.42,0.932151,970.747299207,81.8152577578,974.413742169
-3895.95,19.3874225456,92.9939,9664.86,28.0694172421,3766.75,229.137,778,0.740282332147,778,973.554999261,27.0771825793,3766.26668479,0.582526219986,24.7180199103,3766.08431611,3766.0,0.910642,972.427667812,82.7613659058,974.144319965
-3903.22,20.8507823782,92.9416,12577.5,28.2260811493,3777.31,229.274,779,0.563984938832,779,281.606320695,27.0959349288,3776.70799205,383.765386051,26.258115579,3776.58848534,3776.62,0.944979,34.7725415214,47.2036634754,972.365115168
-3908.96,20.2044961543,93.1306,10366.2,28.0676914207,3779.12,229.465,780,0.462403908314,780,975.197022641,27.2852496133,3778.61850471,0.616970920506,26.511683097,3778.46970328,3778.41,0.931856,974.278622199,84.3419355456,976.393964487
-3917.67,19.3723149159,93.2084,10464.0,28.1667217525,3784.79,229.722,781,0.617191742422,781,974.872892224,27.1940529609,3784.3069847,0.652631082116,25.3761830292,3784.14482725,3784.08,0.919827,973.64933553,85.3735585276,975.620964804
-3937.12,19.7260166525,93.1679,11274.8,28.0156735914,3805.77,229.854,782,0.477164565568,782,974.756951681,27.1892250693,3805.31298433,0.557846056586,25.8698407284,3805.14928587,3805.09,0.911448,973.576907208,83.3796331585,975.53440258
-3937.78,19.0831398723,93.2445,10901.3,27.960944692,3805.18,229.984,783,0.606616623945,783,963.573688975,26.9471094499,3804.56394963,1.01128506679,25.721295325,3804.42752444,3804.43,0.923745,962.037926175,83.0725341603,965.525111234
-3948.07,20.5456617867,93.3303,12822.6,27.87197556,3816.51,230.129,784,0.52853277204,784,973.905238034,26.9575810681,3816.03044765,1.1821537491,25.6654610381,3815.83579226,3815.76,0.880196,972.058337021,85.3470535643,975.645746559
-3951.98,22.5040689044,93.3732,14595.8,27.6223010772,3819.92,230.273,785,0.471138015541,785,973.852487069,26.8625390921,3819.34070474,0.627029369616,25.896721045,3819.22706934,3819.08,0.868541,972.403363702,85.5212180243,974.671982228
-3968.48,21.1466105992,93.5006,11919.2,28.2393077399,3837.81,230.489,786,0.600652995298,786,974.262667173,27.1312848346,3837.21861805,1.01341740626,25.9116685328,3837.04658766,3836.99,0.869635,972.432841369,85.6258231052,975.537614745
-3962.35,19.9740298165,93.5283,11870.7,28.1645358535,3831.81,230.696,787,0.432541868831,787,974.818128979,27.025262265,3831.08738921,0.926742326026,26.3842770561,3830.94055016,3830.96,0.857337,972.83671614,85.342385926,976.273863905
-3970.98,19.8685518868,93.5352,12287.8,27.903568509,3837.47,230.863,788,0.509317510921,788,969.539297523,27.0268986884,3836.76140523,0.856092404702,26.0845756377,3836.58859542,3836.61,0.904691,967.984313627,83.7044088084,971.286940188
-3979.74,21.8773980457,93.6119,13804.0,28.3573669815,3845.62,230.986,789,0.682037633417,789,974.463171916,27.213236567,3845.05027287,0.847216458253,26.0193612363,3844.89467409,3844.77,0.888376,973.536530411,85.0373132778,976.464023455
-3989.88,21.0906194953,93.7121,11562.5,28.1832693418,3855.11,231.143,790,0.634094212926,790,974.634399864,27.0455586628,3854.4522183,0.712366497639,25.544355475,3854.28282551,3854.24,0.873417,973.334130409,85.6858073008,975.664966423
-3995.89,21.9566262566,93.7572,13462.2,28.4610088216,3860.92,231.336,791,0.651360822816,791,975.155655914,27.2682930544,3860.36080067,0.743241183992,26.3770228852,3860.15178447,3860.13,0.848581,974.202596247,86.5489666507,976.461590926
-4007.41,22.53825146,93.7664,13687.9,28.3008050082,3875.85,231.507,792,0.609353962427,792,975.179424599,26.9781061076,3875.15131775,0.831736843503,25.8504328211,3874.95696231,3874.97,0.845389,973.665802011,86.3044952337,977.07405866
-4009.15,21.4031464122,93.7378,12175.9,28.0211183926,3878.4,231.69,793,0.596571691302,793,974.229785675,26.9691761652,3877.82787669,0.899051888586,25.4505670662,3877.67372417,3877.62,0.825872,972.521466855,84.4914052161,975.583714972
-4007.41,20.6913268703,93.7199,12872.4,28.4794651929,3879.24,231.868,794,0.630417158325,794,969.81954315,27.1977815788,3878.64637424,0.766278035287,25.7063803505,3878.48818561,3878.48,0.842829,968.34349122,83.1171076383,970.816073189
-4008.99,20.223346654,93.835,11246.2,28.2276265363,3876.98,232.044,795,0.675474323951,795,972.767073257,27.1816414456,3876.4602076,0.700904103342,25.8199662149,3876.19693818,3876.16,0.841081,971.483882613,85.3397466904,973.923200925
-4024.95,22.2592837148,93.8822,12897.3,28.0600129111,3893.91,232.144,796,0.545004038008,796,965.808107845,27.1718907592,3893.20145611,0.759076796298,25.7493053104,3893.06401653,3893.09,0.875132,964.306291015,84.6679829244,966.956047978
-4010.98,21.8809963004,93.949,12705.6,28.0980754345,3882.78,232.358,797,0.50763713974,797,962.343006053,27.0622025779,3882.30461284,1.02236081061,25.9632874079,3882.1393145,3881.96,0.892056,960.408869735,84.4230957817,963.996476341
-4017.11,19.7094876406,93.9728,11464.6,28.0013696407,3892.0,232.582,798,0.497945347559,798,960.356542969,27.0910132718,3891.30871108,1.19632695591,26.2130478259,3891.16411309,3891.22,0.918223,957.871158172,84.5343277548,962.068600761
-4006.03,20.9790739427,93.9676,11954.7,28.5540605417,3879.96,232.769,799,0.58516654855,799,953.444271932,27.2572564272,3879.36977938,1.14036748213,26.3400100784,3879.18527471,3879.12,0.95912,951.2295422,83.6908061186,955.154654931
-4013.73,21.9994315513,94.0544,14770.5,27.9840530613,3883.54,232.909,800,0.572542105593,800,966.214308457,27.0124867161,3882.79342965,1.04299861071,26.1331872079,3882.58804872,3882.62,0.911483,964.903565842,85.8588709971,968.400188486
-4006.5,22.2905213471,94.1295,13881.3,28.4658983062,3876.39,233.04,801,0.606996736999,801,969.960440335,27.4732846731,3875.77034919,1.66741215328,26.1682642874,3875.6050046,3875.55,0.888502,968.015603895,86.6771863842,972.634930121
-4016.0,20.2576149263,94.2961,11030.0,27.9662435568,3885.05,233.268,802,0.524285354359,802,976.029940546,27.225335908,3884.40027976,1.24259096438,25.8464297133,3884.22169704,3884.22,0.856805,973.886350824,88.4544271463,978.152196197
-4030.13,21.5195088493,94.3843,11822.4,27.6604377578,3897.98,233.454,803,0.741921299712,803,976.705820855,26.7958699937,3897.45636025,1.04939271562,24.1904827341,3897.30974966,3897.27,0.831367,975.199149007,90.154512226,978.78966614
-4024.64,22.7348227052,94.4596,13119.2,27.7851538139,3894.86,233.672,804,0.511850747977,804,980.522303083,26.9890015243,3894.24731756,0.718120805336,26.1879205663,3894.06267928,3894.05,0.796532,979.339965812,90.998474928,981.44374809
-4029.56,22.5882532356,94.5186,14125.4,28.5694746865,3897.16,233.825,805,0.610581043582,805,980.010147605,27.4996316514,3896.50865517,0.744418613073,26.5538711121,3896.3213863,3896.3,0.782519,979.039420712,90.6249485226,981.609490995
-4030.11,20.0442095703,94.5929,11914.0,28.1301044998,3895.64,233.968,806,0.66804364612,806,980.135142545,27.0885317172,3895.14044134,1.14707378866,26.0030421957,3894.97354762,3894.96,0.749958,978.325225339,91.1712514325,981.980583718
-4045.71,21.7795214802,94.6367,11253.9,28.4175346845,3910.39,234.181,807,0.566511131143,807,979.102990143,27.2168373381,3910.01980678,0.736400215464,26.3136247595,3909.90610925,3909.8,0.737204,977.998565971,91.3546417666,980.701604814
-4056.37,20.3525350357,94.6934,11105.9,28.416523794,3917.38,234.353,808,0.614472118222,808,981.492985507,27.1881516301,3916.95171373,0.667021103889,26.2641033511,3916.75121651,3916.7,0.720898,980.177021405,92.503713787,982.424232302
-4074.64,22.7480100237,94.7172,14334.6,28.5163987982,3933.09,234.58,809,0.627730770656,809,978.301067111,27.1907200832,3932.62163102,0.486905311758,25.9319107872,3932.45806148,3932.39,0.731061,977.682051057,90.949452749,979.398029578
-4072.75,22.3773218719,94.7224,13077.1,28.0521573848,3931.98,234.793,810,0.568877444736,810,980.143041852,27.205498404,3931.42270732,0.788809585077,26.395277271,3931.24978034,3931.15,0.726709,979.127005129,91.1697544834,981.490929951
-4096.48,22.4785058688,94.804,13445.9,27.9687475701,3954.74,234.918,811,0.452103573801,811,982.822774451,27.0637082925,3953.945352,0.807832488325,26.4088353181,3953.8220315,3953.85,0.700651,981.245870195,93.009044691,984.210974992
-4108.34,23.0206245939,94.817,14856.3,28.3485298291,3968.34,235.106,812,0.637345129779,812,979.198519194,27.2508064858,3967.8162163,1.0096502088,25.9820192317,3967.67445177,3967.56,0.755033,977.968299838,92.2699595762,980.928542341
-4122.54,22.8910903867,94.9251,15524.0,28.0332522145,3981.58,235.389,813,0.633294235865,813,982.017819202,27.10777995,3980.90138845,0.662232304799,26.0243288372,3980.80394276,3980.81,0.745809,980.632551377,93.2781138093,983.068022061
-4141.22,22.2263432512,94.986,14402.5,27.94564417,3998.17,235.521,814,0.508670941842,814,980.360463659,27.1734205172,3997.55153887,0.741795759691,26.0023292006,3997.47544167,3997.38,0.793558,979.086608511,93.3812249854,981.974533086
-4147.15,23.92139338,95.0266,16589.9,27.8712737671,4014.12,235.779,815,0.419566686965,815,980.056437719,26.9686662686,4013.45041949,0.669457152902,26.1294512338,4013.35928852,4013.27,0.762911,978.994992595,92.693087407,981.131137756
-4142.18,24.1535339413,95.0347,18441.5,28.3351080835,4006.99,235.95,816,0.624205997328,816,979.818563133,27.3187833506,4006.31196951,0.513549485655,26.1182719485,4006.18762595,4006.2,0.762444,978.988302553,91.7112111138,980.501779553
-4169.98,21.0450959359,94.977,13245.6,27.9161946475,4028.61,236.123,817,0.437907978966,817,973.589094764,27.0344838587,4027.99605273,0.744258214463,26.2326226647,4027.89269231,4027.73,0.808871,971.84148007,88.98158403,974.556055208
-4176.09,24.2154015409,95.1433,17884.0,27.8999893753,4039.32,236.333,818,0.460778108012,818,508.640304184,27.2790107456,4038.57852998,376.415204292,26.5201512857,4038.46792388,4038.49,0.857714,46.807442442,75.5551616208,973.445746148
-4181.79,23.2897614396,95.1159,17149.8,27.9639072558,4049.38,236.53,819,0.465786589891,819,907.417843887,27.0984093876,4048.60636771,211.125950358,26.2080381305,4048.49947447,4048.51,0.814146,239.789311664,88.2556334904,975.340349716
-4187.23,22.4008982288,95.1457,15453.5,28.0245681788,4053.74,236.768,820,0.460997043847,820,630.604070006,27.2105868271,4053.04279739,419.716586454,26.4055634168,4052.92720869,4052.87,0.822642,67.129213984,76.5958024932,973.367331786
-4189.22,23.0829659261,95.1729,15379.5,28.7157853545,4056.63,236.948,821,0.697557271701,821,970.445699327,27.105948376,4055.91889582,0.644496088637,26.0423601486,4055.7957029,4055.67,0.811241,968.966084165,89.7551701837,971.635265938
-4193.41,24.7442572827,95.2455,19111.5,28.0488458719,4060.94,237.137,822,0.541243138626,822,974.787847761,27.0905411509,4060.23677947,0.36538075143,26.1748132956,4060.10631917,4059.98,0.791646,974.158701054,90.5014980472,975.500495946
-4198.72,23.5691966664,95.2618,16139.4,28.0759357332,4065.87,237.296,823,0.526310401861,823,973.081333452,27.2056020704,4065.09769604,0.765813442441,26.2802156334,4065.03224541,4065.01,0.760168,971.678040565,90.6691554857,974.108786281
-4208.54,24.2735970299,95.2413,17420.2,28.5865057235,4074.18,237.561,824,0.569035419303,824,970.823590038,27.2904249583,4073.54071157,1.21442306717,26.3978578053,4073.41305321,4073.32,0.764443,968.948017505,88.5288008272,972.499089965
-4216.96,23.0933010982,95.2647,15520.5,28.4698445477,4076.07,237.759,825,0.656724296525,825,976.120423355,26.912157989,4075.34178713,0.705953738983,25.9744988054,4075.24095095,4075.22,0.702928,974.852878853,88.5887086098,977.556146683
-4223.91,23.1078437217,95.1807,16110.0,28.3990460043,4084.19,237.894,826,0.576120576699,826,974.281737049,27.0401331976,4083.47497011,1.56969124812,26.140884336,4083.29505638,4083.21,0.763268,971.845074083,86.1347786528,976.861812663
-4242.13,26.0882938278,95.1736,20125.8,28.2087968429,4101.12,238.147,827,0.536060557089,827,962.614267221,27.238090317,4100.45035633,1.53420789382,26.1560917948,4100.29285853,4100.2,0.790432,959.987475116,83.6972715287,965.242670971
-4255.91,24.0270775919,95.2536,18057.2,28.2986235624,4114.17,238.304,828,0.574912526622,828,963.507546111,27.2563608064,4113.43159221,2.68275070036,26.2673668695,4113.3005335,4113.27,0.803703,956.580923802,85.2347267525,967.08002308
-4274.32,23.6446402733,95.2742,17253.7,28.0936871754,4129.8,238.522,829,0.534468522788,829,977.138736848,27.0310597008,4129.22794025,0.780831179078,26.0228143501,4129.12659347,4129.06,0.738074,975.554493261,87.2896669316,978.208987897
-4286.07,23.2960537003,95.3196,15483.0,28.3202286248,4138.01,238.765,830,0.659961533955,830,973.896073234,27.0855817516,4137.43744096,0.983163911304,25.8210103012,4137.32643136,4137.22,0.716376,972.593822037,85.9838569525,976.018327001
-4309.58,23.4530381297,95.323,14448.9,28.1202407357,4156.27,238.982,831,0.47355561353,831,962.124694925,27.1579091852,4155.58505519,3.9206233648,26.3315920703,4155.48803667,4155.5,0.764718,956.121069109,85.3599344989,970.61603466
-4340.46,23.0931925103,95.5307,14385.8,27.6090086525,4187.89,239.259,832,0.492084744716,832,981.263260233,27.007583345,4187.24176854,1.0545309178,25.9518058578,4187.13823934,4187.12,0.752491,979.764524,91.5195025105,982.892685978
-4361.24,24.2296744616,95.4367,17519.8,28.348659143,4210.79,239.511,833,0.625776468853,833,965.44901485,27.1196853948,4210.43021367,2.87163945421,26.0522410927,4210.23851024,4210.1,0.775892,959.283017104,86.6341379544,969.736910177
-4369.55,24.9514722168,95.5662,19975.3,28.5407520208,4221.25,239.737,834,0.625006300048,834,968.679535765,27.1377758343,4220.62016776,1.22440207034,26.1108767099,4220.49772487,4220.5,0.741587,967.170833089,88.9237663631,970.644138164
-4386.53,25.390168354,95.6595,19362.0,28.005496121,4238.92,239.92,835,0.402223145683,835,974.004759031,27.3354435177,4238.39717724,1.25331802615,26.423284593,4238.20900103,4238.04,0.705026,972.187322366,90.1805303447,976.837771434
-4407.59,23.7279701154,95.7156,16984.0,28.4928591711,4258.61,240.083,836,0.653168601721,836,973.254452443,27.1737372664,4257.88925597,0.806367661376,26.0759226514,4257.71127655,4257.76,0.704633,971.938773918,89.7451298306,975.001553286
-4422.1,25.7587576448,95.7502,18305.3,28.3919924522,4272.11,240.367,837,0.634358287592,837,973.24935772,27.3410466894,4271.43162866,1.72752316263,26.1812858898,4271.28878163,4271.22,0.705285,970.517212555,89.1246474465,975.795646854
-4428.3,25.5423945911,95.7481,21434.3,27.9139205547,4277.9,240.61,838,0.429880951029,838,967.098707442,27.103095047,4277.21672274,1.16333749575,26.2652056222,4277.06521509,4276.99,0.731974,965.144940064,86.7200016921,969.811941285
-4460.47,24.6064561498,95.6838,17845.5,28.5650262319,4310.97,240.861,839,0.80645187496,839,973.067596629,27.1617193173,4310.21425996,1.41549623952,25.9629346468,4310.11450603,4310.07,0.734949,969.880507317,83.914324438,975.061243333
-4470.35,26.1925730738,95.8748,20776.2,28.3970291296,4319.64,241.101,840,0.649972783113,840,975.720778704,26.9584978767,4318.95247645,0.77412840177,25.9607790835,4318.81035158,4318.68,0.773323,974.516382403,86.1705391199,977.436710717
-4496.19,26.8828716611,95.9651,21539.0,28.1696178066,4337.16,241.268,841,0.481201543236,841,978.316421886,27.2848913815,4336.71586794,0.92024615346,26.56299617,4336.59907966,4336.45,0.772979,977.229004643,87.9982698516,980.234864724
-4523.0,27.5254769015,96.0318,23430.3,28.3406210785,4364.78,241.521,842,0.614430930082,842,978.940350669,27.1748630423,4364.13891878,0.721351734935,26.0983680938,4364.06667057,4364.11,0.744885,978.071198908,89.2703513703,980.209955755
-4531.29,27.1404634603,96.1302,19758.4,28.7601784518,4372.47,241.787,843,0.650988091765,843,979.087945468,27.2581136222,4372.08234551,1.18658689447,26.3708985853,4372.00983223,4371.87,0.788075,976.856934374,91.2744349156,981.095682485
-4561.29,25.9297786835,96.1334,20485.9,28.1495673399,4407.56,242.032,844,0.782195242315,844,979.227784274,27.0320326572,4407.06216581,0.825989177503,25.1975069291,4406.94817516,4406.82,0.834081,977.937599777,89.7482335672,980.489652614
-4573.28,26.4619059744,96.2386,21835.9,28.5459913831,4421.5,242.326,845,0.433511164389,845,979.236386198,27.1826216173,4421.14909255,0.712265187977,26.491384439,4421.05276545,4420.89,0.825952,978.12688556,90.784355617,980.871193927
-4577.95,25.3210095824,96.1491,19560.0,27.9569367898,4429.5,242.602,846,0.411774325765,846,976.308283355,27.0381951339,4428.94039906,0.753242362606,26.3554279812,4428.83415985,4428.77,0.839789,975.055260989,86.9802818036,977.365062252
-4590.75,27.3825912117,96.1779,23108.5,28.1671023358,4440.46,242.914,847,0.451797199766,847,975.481765999,27.1428075604,4439.65235615,1.13570362084,26.4958656213,4439.57357783,4439.53,0.86288,974.050288485,86.0562921889,977.261541619
-4598.6,28.588675368,96.3108,23252.3,28.2795693811,4454.32,243.186,848,0.60553242809,848,977.10609248,27.1097378721,4453.57524185,0.6497115993,26.1478963612,4453.47599539,4453.46,0.853556,975.927043693,89.132591975,978.56491635
-4592.63,26.8717983236,96.2923,21993.0,28.3230476583,4449.62,243.427,849,0.534687886899,849,977.720571862,27.0137930929,4448.8995397,0.953105160233,25.9967398397,4448.83775683,4448.81,0.851162,975.652203727,88.4170509796,978.825214056
-4601.84,27.7370851171,96.2854,24022.6,27.8921994474,4456.78,243.728,850,0.467675293236,850,977.918539114,27.1764389583,4456.13827073,0.763546070246,26.2752486405,4456.0187564,4455.82,0.851304,977.096610248,88.2741198205,979.303387719
-4623.09,25.3410476808,96.2955,18043.7,27.9332245636,4473.57,243.993,851,0.500570600869,851,975.757251559,27.2773118577,4472.85205696,1.08902845953,26.0276010037,4472.75215968,4472.67,0.863334,974.006124942,86.724213563,977.19363597
-4634.29,26.8771936375,96.4048,22828.8,28.0740274307,4482.18,244.248,852,0.632418868731,852,977.485560613,26.9074329901,4481.46527124,0.864970376386,25.6938058849,4481.36525976,4481.26,0.851746,976.216079963,87.636553332,979.078604635
-4640.96,28.0960103936,96.428,22091.2,27.8618750609,4492.9,244.472,853,0.607454189762,853,978.063558459,27.0821786833,4492.06179471,0.845218957115,25.5880237061,4491.96542071,4491.95,0.859478,976.344579859,87.9032555299,979.093490731
-4650.12,25.9598887678,96.5635,20558.4,27.8483600488,4501.82,244.675,854,0.536093629807,854,978.390039916,26.8484154403,4501.07888074,0.994423575461,25.8413224912,4500.98788551,4500.94,0.853612,976.968508841,88.9477285092,979.903116714
-4663.58,25.1132022464,96.4781,18071.3,28.316821224,4511.44,244.856,855,0.700685416716,855,975.446495881,27.2034208067,4510.84161224,0.963539230547,25.8439903637,4510.77930384,4510.61,0.869464,974.477113884,86.4825514726,977.317124992
-4671.27,27.8392546949,96.5447,23850.5,28.5229761359,4518.63,245.026,856,0.621052476475,856,977.085598849,27.3065465558,4517.8300633,1.11948379905,26.1773956621,4517.77398028,4517.75,0.884395,974.882144979,87.27184852,978.725339417
-4690.76,27.3618523898,96.6827,23982.7,28.5122443213,4534.21,245.236,857,0.699234731833,857,979.250885365,27.2317195548,4533.46647713,0.793120467856,25.7699885127,4533.39271129,4533.33,0.862332,978.250588599,89.3516974788,980.984239163
-4708.25,29.3321493296,96.8363,27262.4,28.4922163586,4550.66,245.501,858,0.686661787556,858,980.912254007,27.3793409047,4549.91253323,0.726302706028,25.8164105025,4549.86677751,4549.81,0.855533,979.70291189,91.9054169333,981.954615908
-4720.94,25.1895721347,96.9201,20149.2,28.17697052,4566.25,245.747,859,0.471107508075,859,979.709407455,27.1476177626,4565.64270047,0.589811359612,26.5090280667,4565.56017719,4565.48,0.846604,978.581162014,92.0201075033,980.540548747
-4730.03,25.7785280233,96.978,20446.9,28.2177056736,4583.69,245.94,860,0.492020753629,860,978.928970823,27.2507351336,4582.99707416,0.60259230933,26.3997626732,4582.92808635,4582.96,0.849562,977.886226637,91.6549079065,980.077809593
-4718.65,29.1957842925,97.0351,26644.3,28.0742642715,4574.4,246.233,861,0.51074149061,861,790.247998687,27.0323213234,4573.76778353,349.948483155,26.339214734,4573.69763099,4573.68,0.860196,110.494122413,85.8467938692,983.199708212
-4731.96,26.3273258969,97.041,23202.8,28.0568990372,4591.91,246.549,862,0.564040225329,862,839.245863213,26.9665023867,4591.25369737,309.284357998,25.719742484,4591.19728022,4591.04,0.891608,115.207897107,84.6751199351,978.350366018
-4728.83,26.8618665417,97.1294,25038.0,28.4786918265,4586.86,246.803,863,0.604207056882,863,908.886400165,27.157921113,4586.10482202,209.917930059,26.0910862566,4586.03718344,4585.94,0.904906,245.074151621,85.1680031784,976.63328146
-4725.9,23.591747389,97.2425,18636.9,27.9082874448,4579.29,247.022,864,0.47361448607,864,847.094514006,27.0437890029,4578.55258934,290.094655896,26.0422748968,4578.43299583,4578.39,0.937666,123.800497757,82.9183222928,977.284362626
-4737.15,26.721100336,97.2931,22406.4,28.4522234841,4589.87,247.279,865,0.633028001177,865,732.872338749,27.1566803691,4589.0919198,381.688474273,25.9097586748,4589.03055629,4588.94,0.877139,62.134114985,77.3319223567,975.842610675
-4747.27,25.6221894376,97.2398,20994.7,28.5050104125,4601.34,247.401,866,0.577911345176,866,78.4080138391,27.3326570105,4600.57193121,32.9684219455,26.1267636692,4600.52578485,4600.41,0.884334,38.5427141713,42.8240396351,238.92575128
-4754.47,27.5841789625,97.2849,25443.2,28.5121891214,4605.85,247.612,867,0.626955629088,867,136.293588235,27.1761422138,4604.86825429,192.895431835,26.0935706353,4604.79227231,4604.8,0.901792,38.0805131183,50.2390306675,974.232476041
-4772.54,26.8188095039,97.2391,23253.9,28.362257319,4625.13,247.839,868,0.559095207342,868,133.896933994,27.1777530225,4624.24840442,196.316335152,25.9400535964,4624.14946472,4624.1,0.896721,37.6453584648,47.844424636,970.310189426
-4777.52,27.5923440768,97.2728,23093.3,28.2819119136,4629.71,248.016,869,0.525099150452,869,62.8068719549,27.2739983778,4628.96690487,26.356751399,26.518648314,4628.86838402,4628.78,0.846143,12.5507487585,37.5550446564,193.897911781
-4772.09,25.7914453316,97.2489,20572.7,28.4701811669,4629.42,248.239,870,0.711844669183,870,9.24293104851,27.2964167138,4628.61109557,1.20971410878,25.4596502071,4628.53443264,4628.45,0.824069,6.13738311139,8.27671692593,12.5924954789
-4781.09,26.8455702019,97.3016,22478.9,28.0685619098,4633.61,248.396,871,0.693542258049,871,34.4601957667,27.0356147006,4632.63322471,21.1372980838,25.4063510241,4632.5120514,4632.51,0.885533,9.90427845066,22.6379672764,147.885347787
-4793.57,29.3480543784,97.3933,26926.4,27.8448996891,4644.86,248.622,872,0.422623704166,872,40.5494258256,27.2496005681,4643.93823001,16.2300067633,26.446159654,4643.87220949,4643.95,0.841515,11.2642714934,27.3110687191,97.7915814315
-4807.79,28.8582116179,97.4861,24869.5,28.0900087624,4651.13,248.845,873,1.02222499411,873,562.980216045,27.1749819557,4650.56261322,436.329073298,23.7056859107,4650.4300994,4650.27,0.92671,64.3206135842,66.8284238334,974.069517203
-4838.49,29.8400849796,97.5187,27537.4,27.8546988649,4675.27,249.177,874,0.484778252886,874,371.557903609,26.9766608211,4674.78505265,412.956079658,26.3339827144,4674.65908747,4674.55,0.893828,60.6016527093,59.143583128,973.513056119
-4849.32,30.9363502805,97.4221,30396.2,27.9774293671,4686.21,249.511,875,0.417120376735,875,7.63480197772,27.1606838005,4685.61625898,1.58296683878,26.2262196358,4685.50311672,4685.47,0.819072,5.52531918442,7.00044464435,11.0640826733
-4865.27,29.8438543997,97.4081,27285.7,28.1404873918,4701.34,249.812,876,0.518009341921,876,8.25179014041,27.2974482425,4700.75125542,1.72541829804,26.1697262589,4700.67636518,4700.59,0.833576,4.19356732057,7.42752720284,11.6783125361
-4880.44,32.9610104423,97.4852,33021.5,28.2008772637,4721.15,250.04,877,0.495294857266,877,9.85541591185,27.0403987999,4720.41764891,2.73971482288,26.3556858761,4720.3502094,4720.36,0.849767,5.84878182047,8.71818133381,21.9284876809
-4892.78,29.8505627279,97.4378,27407.1,28.0821961375,4740.85,250.299,878,0.553558977736,878,9.12607322646,27.0839804475,4740.2633986,1.09571455141,26.2560159059,4740.136927,4740.0,0.848102,7.25704351109,8.10760344065,20.2954384937
-4891.83,27.9524529637,97.4625,22490.1,28.0230190567,4742.99,250.589,879,0.498380501181,879,17.3871355012,27.1899846723,4742.16592539,8.21534421499,26.3974386051,4742.02594586,4742.07,0.86048,9.98607057838,13.6074210578,55.5176076977
-4899.13,30.3136023353,97.5869,28710.8,27.9429078828,4749.91,250.92,880,0.574728202775,880,11.2262679483,26.9227157175,4749.24597673,1.9776960187,25.7918114645,4749.13202741,4748.9,0.836963,8.88260556804,9.82933587152,33.6767258771
-4903.27,28.9480390102,97.6704,24748.3,28.3969476168,4751.82,251.144,881,0.630342372116,881,104.858904752,27.1263350654,4750.85642187,88.4953560294,25.6238679019,4750.73711103,4750.79,0.803522,28.6877243602,47.5413104325,714.018522663
-4914.47,30.0529105466,97.6456,26876.1,27.6012808169,4757.65,251.453,882,0.35671396496,882,11.9940536121,27.033416302,4756.64446191,8.71171574965,26.270458782,4756.48641604,4756.49,0.794324,7.16786223168,10.2994230333,91.420853313
-4919.59,29.5466687203,97.7158,28111.0,27.6948270852,4762.96,251.618,883,0.638929888944,883,137.398390425,26.9385568458,4762.1104138,83.4887372439,25.0404345364,4762.00829276,4761.88,0.780968,14.1187194877,53.1066509359,367.309475665
