AverageDiscountedReturn,Epoch,AverageQLoss,StdReturn,AverageY,StdEsReturn,AverageEsReturn,AverageAbsQ,MinEsReturn,AverageReturn,AverageAbsY,QFunRegParamNorm,Iteration,AverageAbsQYDiff,MaxEsReturn,PolicyRegParamNorm,AverageAction,MinReturn,AveragePolicySurr,MaxReturn,AverageQ
47.2744933959,772,0.00022015,0.0751051823108,0.673790285531,2.79290471916,92.3242492124,0.673798,87.209205508,93.4273975386,0.673790296368,52.0843,772,0.00454959262853,96.5618046556,54.3305,0.997838,93.3000683606,-0.676022,93.5014090439,0.673798
47.3027636713,773,0.000161232,0.0802955158825,0.672432996461,1.58674314241,93.0073053944,0.672445,90.0799926286,93.4343079653,0.672433008243,52.1237,773,0.00416728671721,94.7674088923,54.3343,0.997487,93.300206751,-0.674684,93.5193051164,0.672445
47.2524178535,774,0.000217783,0.0772910399645,0.67348192951,1.57062786222,93.2467295009,0.673496,89.734055871,93.4203771426,0.673481948869,52.1507,774,0.00444175370472,95.1397354175,54.2941,0.998405,93.3002184584,-0.675628,93.500796484,0.673496
47.2333410791,775,0.000180024,0.0701808951017,0.673381952555,1.91878523642,93.5840295602,0.673362,88.7882221333,93.4129358788,0.673382017078,52.1831,775,0.0043412217935,97.5411500914,54.3217,0.999136,93.3004322471,-0.675574,93.5036837643,0.673362
47.2146990509,776,0.000187096,0.0724557022146,0.673208106676,2.60827735783,92.8259789741,0.673219,88.3740376975,93.4137328669,0.67320817616,52.212,776,0.00430051303382,97.8066800728,54.3563,0.998417,93.3000727704,-0.675463,93.5001044279,0.673219
46.9786091365,777,0.000210328,0.103600319711,0.673567560064,1.31638522179,94.0034861384,0.673562,91.6998649049,93.3751237152,0.673567652128,52.2305,777,0.00447719561016,97.1240721956,54.3329,0.997961,93.2002453848,-0.675825,93.5204628594,0.673562
47.237255616,778,0.000200397,0.0666879917868,0.672215370445,2.2825951367,92.6469672279,0.67222,88.3616623598,93.4176557802,0.672215454894,52.2544,778,0.00439420453448,94.6625802149,54.3583,0.99842,93.3000027776,-0.674505,93.5047943868,0.67222
47.280615035,779,0.000151032,0.0887080447319,0.673785736661,2.01889919576,92.6460028901,0.673797,88.9433079609,93.4350944762,0.67378580902,52.2741,779,0.00409553155984,95.1712955867,54.3543,0.99667,93.300009322,-0.675951,93.5999624997,0.673797
47.2449031346,780,0.000196842,0.0849959928782,0.673462852637,2.18578219702,93.2809809842,0.67347,88.7162985319,93.4351939189,0.673462925209,52.2713,780,0.00425376638507,96.2712239755,54.3808,0.995561,93.3000020385,-0.675568,93.5706124976,0.67347
47.1260395032,781,0.00015245,0.0754386064476,0.672289445988,2.29625640164,93.5517814843,0.672297,88.6324130625,93.4055329478,0.672289549406,52.2795,781,0.00385777937387,97.9356489704,54.3904,0.997174,93.3000008821,-0.674441,93.547643129,0.672297
46.9989137256,782,0.000140949,0.080189230119,0.674851635211,2.46355274145,93.7007287044,0.67485,90.4633457442,93.3814143655,0.674851717099,52.292,782,0.00402617849118,99.8591593285,54.3783,0.997511,93.2135238119,-0.677119,93.5449207966,0.67485
46.745019516,783,0.000244015,0.0705203082459,0.671232807874,2.37616517279,93.1348351667,0.671232,88.5520556858,93.3443228697,0.671232819454,52.3174,783,0.00489353417021,95.5288476617,54.382,0.996259,93.2063784175,-0.673325,93.4993471377,0.671232
47.1572102206,784,0.000134646,0.0929722856701,0.672657920407,2.19604685293,92.4103507713,0.672671,88.7568378156,93.4310148324,0.672657981984,52.3206,784,0.00392690159949,94.4846184618,54.452,0.993617,93.2014831935,-0.674925,93.5999486711,0.672671
47.2441951643,785,0.00014579,0.0868558114272,0.673116895012,1.69889494707,94.1671713979,0.673119,90.244646681,93.4297875585,0.673116921274,52.3528,785,0.00396112632821,98.1522471139,54.4681,0.99648,93.30044105,-0.675288,93.5433571757,0.673119
47.2414500277,786,0.000251785,0.0966048809151,0.673026054047,1.84869547085,91.8794812984,0.673031,89.0144785278,93.4266148835,0.673026226762,52.3801,786,0.0047349273604,94.9356235353,54.49,0.996961,93.2016010902,-0.675236,93.5997103819,0.673031
47.2616755033,787,0.000192655,0.0864577794557,0.672814765786,1.97607965903,93.1011102401,0.672803,89.4824620231,93.4397069554,0.672814776623,52.4081,787,0.00441899323998,96.52188711,54.4719,0.995274,93.3034079017,-0.675051,93.5999692068,0.672803
47.0305863981,788,0.000195983,0.0881472972168,0.67261262278,2.06475923264,93.408732455,0.672613,90.2323094315,93.4091064126,0.67261265695,52.4272,788,0.00430051136885,97.9522716133,54.4922,0.993635,93.219262175,-0.674777,93.5999879106,0.672613
47.2254064354,789,0.000160764,0.0939999523458,0.672333623442,2.28226713641,93.7589080278,0.672335,89.7338057567,93.4385850235,0.672333673028,52.4427,789,0.00396745654475,99.3951632872,54.5667,0.994352,93.3001023279,-0.674523,93.5764958508,0.672335
47.1724871721,790,0.000145324,0.0892234970164,0.673279421138,1.78976830794,93.9883522213,0.673278,91.3232948068,93.425633987,0.673279422639,52.4777,790,0.00399354959775,98.068701811,54.5193,0.995025,93.3000646896,-0.675463,93.5626745999,0.673278
47.2598586999,791,0.000179216,0.0685523346398,0.672926200444,2.09853997878,92.5977325561,0.672924,88.6072208494,93.4294992261,0.672926207781,52.5006,791,0.00426341409711,94.7995005311,54.5114,0.997021,93.3034829902,-0.675195,93.5010238396,0.672924
47.253931884,792,0.000112007,0.0848629122538,0.669541161585,2.0011843912,92.5038838737,0.669554,89.759202571,93.4534906374,0.669541162296,52.5525,792,0.00368944827575,94.7445878367,54.4847,0.992588,93.3111019662,-0.671787,93.5718780128,0.669554
46.1222887241,793,0.000252112,0.143135738685,0.670298760782,1.87618537963,91.6584426443,0.67027,88.4306215427,93.2319555959,0.670299004268,52.5529,793,0.00467417112035,94.4075204202,54.4746,0.996588,93.00165316,-0.672702,93.4219497296,0.67027
47.2197588993,794,0.000182398,0.0837230784982,0.672557193238,1.95466956762,91.7447516802,0.672572,89.592504137,93.4275882335,0.672557290799,52.5721,794,0.00414310013247,94.9674275626,54.4951,0.996118,93.2134788458,-0.674624,93.5055316294,0.672572
46.61699913,795,0.000182377,0.109709856801,0.671172872866,4.31723935637,91.6197293844,0.671173,86.0775421984,93.331661872,0.671172882725,52.5927,795,0.00421858384254,99.4037154996,54.4924,0.994483,93.2005377157,-0.673353,93.5472426727,0.671173
47.1096632281,796,0.000161821,0.0675888801305,0.672402271468,2.65043716809,92.7596872657,0.672394,87.2582074648,93.4472808599,0.672402340894,52.6054,796,0.00434219436456,97.3280590793,54.5194,0.989263,93.3356793138,-0.674458,93.5664818267,0.672394
47.196567119,797,0.000179937,0.0857887257844,0.671262177425,3.05882945252,92.7365157778,0.671251,88.1446822364,93.4268632366,0.67126232522,52.608,797,0.0039954149861,98.9917050445,54.5022,0.995533,93.3003036666,-0.673423,93.5644500278,0.671251
46.9658679957,798,0.000167548,0.0586705087614,0.671680880988,2.22500209302,93.9772870267,0.671695,90.2628250322,93.3726922187,0.671680884521,52.6343,798,0.0041458330464,99.4,54.4902,0.998029,93.3000915408,-0.673884,93.5000170224,0.671695
47.2255973833,799,0.000227949,0.0710323768779,0.673620211647,2.58292560832,93.0778510156,0.673611,86.6361184571,93.4232059827,0.673620254774,52.6562,799,0.004429105854,94.7594390477,54.5045,0.99708,93.3011190745,-0.675735,93.5000486198,0.673611
47.2852422873,800,0.000158115,0.0926221034111,0.671182923741,2.19595913973,92.9727607648,0.671183,89.6609659404,93.4403742577,0.671182976749,52.6783,800,0.00396072138119,96.9818071476,54.5527,0.995868,93.3001754255,-0.673305,93.5966782104,0.671183
47.2875976296,801,0.000133742,0.072099247374,0.671457542939,1.76791271139,93.57820781,0.671464,89.1589099746,93.4315596254,0.671457592525,52.6945,801,0.0037122621026,96.5425315392,54.5499,0.997505,93.3011462857,-0.673553,93.5042817304,0.671464
47.1684580424,802,0.000186007,0.0724309149504,0.672893046486,2.52361384207,93.4393093531,0.672894,90.0457233296,93.4088365164,0.672893158829,52.7084,802,0.00427389365452,99.2584841152,54.5439,0.997865,93.300031851,-0.674998,93.5009908447,0.672894
47.0665145325,803,0.000201077,0.0656444205355,0.67205309695,1.31498019982,93.8097639395,0.672058,90.6888560657,93.4006129594,0.67205315638,52.7195,803,0.00399279314617,96.5718795008,54.5975,0.996209,93.3002109739,-0.674289,93.5003926234,0.672058
47.2489565598,804,0.000264163,0.0902919517817,0.671091010115,2.19456463604,93.7947412254,0.671092,86.5811287492,93.4278207044,0.671091115231,52.7475,804,0.0045053227934,94.8736414585,54.6468,0.996977,93.3000447006,-0.673133,93.5922379761,0.671092
47.3110827506,805,8.3955e-05,0.0841814793099,0.670837617676,2.49231347968,92.5906956025,0.670841,89.6398021015,93.4443278676,0.670837617676,52.7692,805,0.0035129733842,97.5981986871,54.6261,0.995964,93.3001544771,-0.672916,93.5983456976,0.670841
47.0983871665,806,0.000168887,0.0835953985764,0.671886609277,1.5029801636,93.3475143394,0.671884,90.1326893691,93.3948461689,0.671886716964,52.7885,806,0.00410456695446,94.6984144896,54.5533,0.998194,93.2012111164,-0.673902,93.5156598018,0.671884
46.9342576125,807,0.000193435,0.105830279907,0.671296211614,1.60425609456,94.3903833242,0.671313,91.6375963849,93.3903093557,0.671296377966,52.7923,807,0.00434676452837,99.2818674433,54.4982,0.993988,93.2000620549,-0.673353,93.5741906195,0.671313
47.2580931276,808,0.000207266,0.0987966885867,0.671306572354,2.82541154377,93.552305991,0.671295,89.2138787785,93.4392273188,0.67130665151,52.797,808,0.00445760336097,99.1157854502,54.5457,0.995247,93.203104854,-0.673315,93.5941661795,0.671295
47.1215836179,809,0.000182813,0.0700801151727,0.670708624763,1.64913724037,93.3885724612,0.670723,88.927082654,93.4124276537,0.670708730419,52.8098,809,0.00407910688836,95.1488604886,54.5135,0.995834,93.3007115414,-0.672646,93.5677246314,0.670723
46.8053865067,810,9.75736e-05,0.0736954152281,0.671835618888,2.57459676841,92.4363470026,0.671832,87.1273118676,93.3336977897,0.671835631249,52.8175,810,0.00353491052218,94.9755464097,54.5184,0.999945,93.2002735836,-0.673849,93.40210432,0.671832
46.8905690612,811,0.000136936,0.0631338811774,0.670780438721,2.80160723791,92.4369987359,0.670786,86.8169836469,93.3568261428,0.670780438721,52.8109,811,0.00392935604035,96.8529967206,54.4418,0.998526,93.2147283629,-0.672717,93.4640489897,0.670786
46.9709742139,812,0.000180972,0.0847321091415,0.671248260298,1.22196344601,93.9951321704,0.671239,91.474955711,93.3752630568,0.671248282148,52.8274,812,0.00416599923242,95.1722918274,54.5002,0.997741,93.2073149259,-0.673333,93.5699206142,0.671239
46.9027821455,813,0.000193283,0.0667684544929,0.669164736642,1.26824643251,93.9745325643,0.669174,90.9713512995,93.3554898711,0.669164797231,52.8518,813,0.00406856019896,95.6184892953,54.5325,0.999125,93.2000311956,-0.671144,93.4240359022,0.669174
46.8171995995,814,0.000152716,0.102313256043,0.669517285131,2.565151077,92.9071780847,0.669514,89.5036237351,93.3697559795,0.669517412366,52.8574,814,0.00390859349832,98.1273443298,54.5731,0.99404,93.2003945861,-0.671624,93.499998961,0.669514
47.1120831811,815,0.000169457,0.0687443007328,0.669356015927,0.982753909059,94.0942930133,0.669362,91.1239804105,93.4040321141,0.669356035316,52.8932,815,0.00398204718893,95.3025513366,54.5122,0.997004,93.3011044003,-0.67133,93.5712733646,0.669362
47.0380103728,816,0.000219626,0.117469848762,0.66891731563,1.20331738388,93.9450264294,0.668911,91.0453223064,93.3962857726,0.668917390894,52.9015,816,0.00455433830882,96.2520721577,54.5046,0.996065,93.2039968586,-0.670802,93.598863959,0.668911
47.0496340359,817,0.000217055,0.0644395103008,0.668140435159,3.06138649591,93.209896128,0.668139,87.7376134232,93.4093419478,0.66814052082,52.9134,817,0.0042858622516,98.5888165263,54.5685,0.994195,93.3000034571,-0.670107,93.5417481644,0.668139
47.2032529314,818,0.000202402,0.0669018804767,0.669187898367,1.4062015952,93.6733037684,0.669192,91.1756353523,93.4157789271,0.669187939348,52.9217,818,0.00403189820531,95.6298186259,54.5259,0.997709,93.3005165529,-0.671235,93.5088520574,0.669192
46.707737997,819,0.000196999,0.114095833276,0.670001831561,1.31122366704,94.3305967278,0.670001,91.3452923878,93.3371943592,0.670001946836,52.9506,819,0.00426424309504,96.8869765079,54.4559,0.996332,93.1004092825,-0.672119,93.499980805,0.670001
46.4877093283,820,0.000164959,0.0781410561728,0.668367653358,1.74532397397,93.5597845466,0.668357,90.7595748191,93.2929866755,0.668367768848,52.9722,820,0.00413349795399,95.6984273673,54.4519,0.99735,93.1001866738,-0.670432,93.4973946218,0.668357
46.9228465414,821,0.000130034,0.0497273177354,0.6676249151,1.70002787712,93.4718374388,0.667638,90.4687192999,93.3607859235,0.667624963224,52.9732,821,0.00383843099348,95.810576606,54.5551,0.998826,93.200017869,-0.669776,93.4008039226,0.667638
46.9802391061,822,0.000135328,0.0425823637893,0.66892941558,1.6981357897,93.6808646704,0.668924,90.7899455747,93.3715650954,0.668929423959,52.9869,822,0.0038627154292,96.2133286853,54.6001,0.998697,93.3000006557,-0.670956,93.4050169562,0.668924
47.0056979965,823,0.000180387,0.0953054376445,0.668777727402,1.73716548531,93.0970478959,0.668763,89.5881705429,93.4163039733,0.668777782445,53.0078,823,0.00435246703527,94.680903656,54.6821,0.991659,93.2014145662,-0.670932,93.4999955588,0.668763
46.3299941325,824,0.000131123,0.0654817437131,0.667464884891,2.51995741606,93.85727642,0.667471,90.1674039194,93.267834192,0.667464947391,53.0319,824,0.00403961741652,99.8063473123,54.6571,0.996912,93.1373515056,-0.669677,93.3992894448,0.667471
47.0549259248,825,0.0001799,0.0734914263298,0.667929554932,2.13473013378,93.4631680667,0.667934,88.4440585376,93.3996338147,0.667929601988,53.0505,825,0.00421507685889,97.4562875258,54.6828,0.996058,93.3000164623,-0.669996,93.586562723,0.667934
46.5987437425,826,0.000184905,0.0908110989339,0.66970050109,2.58327696241,93.2850510217,0.669704,90.2226324104,93.3215709059,0.66970052671,53.071,826,0.00413703301873,99.3050419609,54.6634,0.99579,93.2000119088,-0.671829,93.4989004491,0.669704
47.0445170727,827,0.000193525,0.0639895751914,0.66894105267,2.00736893082,93.6061100275,0.668944,89.858303241,93.4095410798,0.668941181857,53.106,827,0.00427603183956,97.3527892254,54.6824,0.993967,93.2860610923,-0.671155,93.5008571845,0.668944
47.1854224113,828,0.000206348,0.0876651232443,0.668153889464,2.25921606836,93.2761504518,0.668158,90.4134216363,93.4136057421,0.668153938889,53.1154,828,0.00461315213193,98.3820683095,54.6129,0.997541,93.2010536223,-0.670436,93.5097820702,0.668158
47.0901047039,829,0.000188131,0.0909639450674,0.667618496179,2.86793913796,92.0479407487,0.667629,86.549609927,93.4048783756,0.667618515762,53.1105,829,0.0045284593131,95.5542210711,54.6627,0.996183,93.2003414603,-0.669802,93.5031434353,0.667629
47.1391501082,830,0.000220632,0.0580665501807,0.668757038752,1.07701177149,93.6398036595,0.668759,91.4278966135,93.4058217226,0.668757061603,53.1215,830,0.00459433672896,95.2155430363,54.7,0.997527,93.3000491945,-0.670977,93.5126430573,0.668759
47.2318621096,831,0.000259008,0.0920918830921,0.668697030065,1.4250256474,93.1997246671,0.668696,90.9082064359,93.439736263,0.668697206143,53.1421,831,0.00465998057181,94.6560134933,54.6868,0.994376,93.3003711115,-0.671011,93.5998642483,0.668696
47.1095439292,832,0.000183274,0.0599585011364,0.668422369404,3.07753256519,92.6937031529,0.668415,86.9451430248,93.4014088584,0.668422432988,53.153,832,0.00429224035194,98.1087015488,54.757,0.9974,93.3003180475,-0.670651,93.5754329178,0.668415
47.2434668534,833,0.000155376,0.0822632258606,0.668985793109,3.37697072746,92.8479287619,0.669005,87.3277768312,93.4212605851,0.668985855609,53.1841,833,0.00457065507019,99.0577395317,54.7629,0.997972,93.3000359519,-0.671166,93.5989579506,0.669005
47.2420039024,834,0.000195777,0.0932057452014,0.670401880042,2.58899397867,92.9749234303,0.670405,88.4344571136,93.4237488695,0.670402005907,53.1981,834,0.004574998282,97.9603983977,54.7574,0.997495,93.300007081,-0.672516,93.5991270092,0.670405
46.3739820331,835,0.000217068,0.072058408813,0.668670434519,2.57260951002,93.7165949386,0.66867,89.312642111,93.2652745964,0.668670447375,53.2214,835,0.0045620265104,98.7482561279,54.7557,0.99868,93.1000569978,-0.670816,93.3999694236,0.66867
47.1268140272,836,0.000177412,0.0663980885039,0.668365526486,1.88374574923,93.279177389,0.668366,88.5979893876,93.3979123079,0.668365603021,53.2479,836,0.00454634398682,95.144864655,54.7824,0.998525,93.3011768116,-0.670499,93.5064691719,0.668366
46.9646260308,837,0.000238744,0.066316725132,0.66948415338,2.35103733062,93.5110842221,0.669481,89.8415145453,93.3888892177,0.669484156243,53.2602,837,0.00482664606251,98.6144156895,54.8121,0.995193,93.3000023127,-0.671527,93.4994757275,0.669481
47.1306740655,838,0.000236708,0.0650106487977,0.667378974406,2.37382435546,94.0048689906,0.667379,89.8300745781,93.3990547959,0.667379081044,53.2793,838,0.00470089925912,98.06502248,54.8208,0.998451,93.3000028372,-0.66967,93.5000727998,0.667379
46.8784944601,839,0.000214085,0.0758489290883,0.668269038441,2.78862641727,92.5919167777,0.66826,86.3548568455,93.357453488,0.668269094963,53.2911,839,0.00463641750709,94.7915354974,54.835,0.998034,93.2001942882,-0.670425,93.4984648363,0.66826
47.143432785,840,0.000269133,0.069525041234,0.670127878904,0.982634783695,94.2205443043,0.670132,91.3699830654,93.4066755644,0.670128148561,53.3042,840,0.00501145795107,95.5959512899,54.7813,0.997497,93.3000615037,-0.67242,93.5000889938,0.670132
47.0690521564,841,0.000212901,0.0892894104189,0.669070691891,1.89917682469,94.2651073116,0.669091,91.5368227509,93.3903404529,0.669070851844,53.3343,841,0.00460138241942,99.5669132045,54.8476,0.998081,93.2229471262,-0.671258,93.5763742409,0.669091
46.8806924511,842,0.000134877,0.0579878896305,0.668368921786,2.45252278775,93.6894210039,0.668379,90.1884098071,93.3568173845,0.668368921786,53.3469,842,0.00449906247564,99.387689157,54.8522,0.998229,93.2005625422,-0.670543,93.4091725544,0.668379
47.2497444938,843,0.000183301,0.0792454125735,0.668729959813,1.69825980741,93.0699911807,0.668732,89.2744285812,93.42905963,0.668730071899,53.3858,843,0.00495324253189,95.7208950928,54.861,0.996789,93.3000936827,-0.670916,93.5997369724,0.668732
46.9691364031,844,0.000142907,0.0619201305987,0.669212790826,2.00393947231,93.0527423734,0.669212,90.3511397978,93.3697489046,0.669212790826,53.3997,844,0.00456229600385,96.9694590194,54.851,0.998671,93.2031043416,-0.67128,93.4994842423,0.669212
47.0057830172,845,0.000183995,0.0496285747463,0.668228261901,3.00789206029,92.9110542226,0.668211,87.3611488143,93.3913186526,0.668228374621,53.4213,845,0.00490310936404,97.2038089312,54.8852,0.996019,93.3053759449,-0.670407,93.5000000127,0.668211
46.4271998902,846,0.000213694,0.0630041360111,0.669523725545,2.09694137633,93.6361709636,0.669543,90.8250736522,93.2876392829,0.669523735111,53.4602,846,0.00526845793453,98.7548671593,54.9138,0.996455,93.1247033012,-0.671745,93.3999254406,0.669543
46.9794476705,847,0.000179205,0.0437884985783,0.669252260178,1.67990941273,93.6702927247,0.669263,90.1102589616,93.3910962407,0.669252278353,53.5019,847,0.00498577910937,95.6544421483,54.9227,0.995257,93.3064257682,-0.671491,93.4983336359,0.669263
46.9341878487,848,0.000175038,0.0534417887209,0.66898124872,1.89479829531,93.4759719503,0.668988,88.9415447811,93.3918221856,0.668981350248,53.533,848,0.00496615701244,96.5378277188,55.019,0.99376,93.3046291471,-0.671314,93.4996707223,0.668988
47.0505586904,849,0.000196279,0.0484541247846,0.668180649487,1.06938418533,94.1206705896,0.668194,91.1621366655,93.4025526048,0.668180660325,53.573,849,0.00507093689546,95.9365440009,55.0528,0.995418,93.303287981,-0.67044,93.4999993884,0.668194
45.9954127888,850,0.000235682,0.0471349685989,0.667755932226,1.5317312069,93.6266286714,0.667764,90.3622424193,93.2313395828,0.667756007584,53.6276,850,0.00545227442037,96.3840511174,55.0346,0.993106,93.1065145612,-0.670027,93.3000560927,0.667764
47.0715280912,851,0.000197003,0.0460287774425,0.669059371615,1.65735123537,93.0723056894,0.669054,89.4957845067,93.4123258888,0.669059402148,53.661,851,0.00503402500069,95.6140087011,55.0213,0.994341,93.3062313222,-0.671128,93.5000146028,0.669054
46.4773795403,852,0.000235008,0.0619921288709,0.66845647765,1.11798200593,94.316232891,0.668468,92.1298622965,93.3102806033,0.668456583359,53.657,852,0.00530158334447,97.6761807293,55.0511,0.994084,93.1071847633,-0.670698,93.3996824148,0.668468
46.9334301139,853,0.000209745,0.0503379742453,0.670021830532,2.14622853656,94.144872155,0.670034,90.729084319,93.4027612374,0.670022038471,53.6802,853,0.00499469933303,99.5060938942,55.0851,0.991819,93.2625749623,-0.672199,93.499998767,0.670034
47.0703161811,854,0.000185165,0.0521916722451,0.67051502939,1.31939939969,93.4580756906,0.670514,91.0627699932,93.4147137451,0.670515082666,53.7035,854,0.00498731515311,94.9539735736,55.0959,0.993881,93.3121924989,-0.672712,93.5001094687,0.670514
46.9842485412,855,0.000235356,0.0713161274332,0.669983261439,3.26075450127,92.8925363606,0.669994,86.907420402,93.3889508924,0.669983316891,53.7273,855,0.00526749401054,99.0107860725,55.1233,0.995779,93.2116113751,-0.672116,93.4998063302,0.669994
46.4725867059,856,0.000172063,0.0484514965583,0.670216144262,1.82129994518,93.9469682297,0.670217,88.8392933794,93.3086455534,0.670216178631,53.7398,856,0.00484645389601,96.8794898179,55.1161,0.994228,93.2200038343,-0.672398,93.3999952749,0.670217
46.9280927603,857,0.000163771,0.0644013411216,0.670101394613,1.93968257819,94.2196864393,0.670116,91.4346776965,93.3874667412,0.670101397651,53.7398,857,0.00485044829709,99.1964832098,55.1261,0.994316,93.2447426072,-0.672136,93.4999477272,0.670116
46.9790161506,858,0.000284584,0.0545343354191,0.670058344113,1.11678145604,93.8371713575,0.67006,91.2388475741,93.3821039017,0.670058426047,53.7376,858,0.00557919710677,95.503995533,55.1649,0.99681,93.2003046696,-0.672157,93.4987786505,0.67006
47.238281963,859,0.000176248,0.0720521074585,0.66892887738,2.95575603707,92.6397753749,0.668922,86.659516045,93.4352142491,0.668928959097,53.7541,859,0.00498852077679,96.3806618699,55.1821,0.995359,93.3020395381,-0.671153,93.5988392263,0.668922
47.2608267491,860,0.00017657,0.108569862355,0.669486522585,3.14878060498,92.5570714497,0.669488,85.6592709791,93.4670793087,0.669486553118,53.7596,860,0.00497496518654,97.7907097048,55.1777,0.990429,93.3000171896,-0.6717,93.5999996575,0.669488
47.3290451407,861,0.000164101,0.0797012832651,0.669470591387,2.50378428661,93.5396372765,0.66947,89.1373103314,93.431402185,0.669470599766,53.7709,861,0.00498652380194,99.0384624333,55.1352,0.998803,93.3057603263,-0.671669,93.5773641047,0.66947
47.2082270733,862,0.000139722,0.0755606817436,0.670024095507,2.54337929972,92.9931305228,0.670036,88.3508181606,93.4254408635,0.670024109543,53.7996,862,0.00478470536591,95.524819707,55.1559,0.996145,93.3077533105,-0.672164,93.6020530471,0.670036
46.8584410219,863,0.000185031,0.0863854857776,0.669511887564,2.06060714359,94.1560767194,0.669508,90.8897430865,93.3565732765,0.669511890428,53.8265,863,0.00511434809195,99.1697574207,55.113,0.997571,93.1016438071,-0.671768,93.4999999892,0.669508
46.7851298741,864,0.000191358,0.0709803303666,0.671102278894,1.62860601945,93.9671967109,0.671098,89.2293115424,93.3415435709,0.671102386886,53.8466,864,0.00486880724113,97.1116343382,55.1925,0.99797,93.2117448768,-0.673311,93.4995892134,0.671098
47.1758313615,865,0.000186403,0.0720511290071,0.670092555985,3.31021335535,93.2525803484,0.670081,87.3103075232,93.4021383704,0.670092566291,53.8907,865,0.00501281235786,99.7425290278,55.1675,0.999278,93.3000023127,-0.672268,93.5003118943,0.670081
46.1491038691,866,0.000215387,0.0943593405555,0.670737411253,1.23453581775,94.1177273239,0.670736,91.8415529801,93.2309783372,0.67073742116,53.9327,866,0.00526245699513,96.5843976346,55.1427,0.997725,93.000015473,-0.672791,93.3999988365,0.670736
46.3075134381,867,0.000190275,0.0674543424144,0.672396909616,1.3827235583,94.0457299474,0.672404,89.4222410866,93.2469691347,0.672396980074,53.9781,867,0.00490658549382,94.9075058065,55.2036,0.999803,93.1004561456,-0.67447,93.3000000358,0.672404
45.828908596,868,0.000173564,0.0689928905982,0.670738050229,3.66202374557,93.0369227157,0.670741,86.7233893363,93.1678749935,0.670738067389,54.0228,868,0.00502944437863,99.5633469513,55.2001,0.998829,93.0,-0.672914,93.2954072352,0.670741
46.3922749058,869,0.000184265,0.052009142017,0.670768598782,1.36965913344,94.7450643025,0.670755,93.5905626733,93.2639456721,0.67076861157,54.0401,869,0.00491767751125,99.2483699765,55.2476,0.999474,93.1000015616,-0.672793,93.3000740629,0.670755
45.9254286137,870,0.000188252,0.0412693828316,0.671437332261,1.92770791574,93.4269026094,0.671448,89.5961012459,93.1782354257,0.671437343098,54.0767,870,0.00514239935196,96.7014128526,55.2303,0.999999,93.1000000238,-0.673658,93.2000347346,0.671448
44.6826599053,871,0.000196162,0.0743644275563,0.671328817163,1.83868355264,93.1836309426,0.671326,88.5212960071,92.9604161236,0.671328898161,54.095,871,0.00505490208551,94.7438095723,55.3515,0.999021,92.8000000477,-0.673411,93.0296778365,0.671326
45.6355876307,872,0.00015017,0.0930357546342,0.67029270801,2.22348067776,94.1883037719,0.67029,89.0402619819,93.1512038297,0.670292757853,54.1188,872,0.00461795170865,99.7280896123,55.3951,0.995841,93.0000001431,-0.672473,93.2999792823,0.67029
45.1448696088,873,0.000163633,0.0638841607621,0.671895939804,1.00153259784,94.0354271479,0.67189,91.1055687273,93.0428184803,0.671895967037,54.1398,873,0.00485862252747,95.107377243,55.402,0.999236,92.9038847929,-0.674046,93.1000029564,0.67189
45.1487786099,874,0.000216321,0.0686587191117,0.670984504374,1.19683113385,93.4887351603,0.670987,90.1030390338,93.0392321216,0.670984505866,54.1606,874,0.00536273749811,94.7925016861,55.4369,0.999951,92.9000116583,-0.673286,93.1013687893,0.670987
44.0724101457,875,0.000210707,0.0622359799078,0.671764261672,2.81383521571,93.2000325575,0.671761,88.731699294,92.8428735882,0.671764336533,54.1885,875,0.00518625396365,98.9385457537,55.4909,0.999998,92.7000004292,-0.674065,92.9000001311,0.671761
45.2051580488,876,0.000181346,0.0506610275966,0.672071034618,0.977365006452,93.8092276294,0.672071,91.1392963438,93.0531436877,0.672071051778,54.2061,876,0.0048587236191,94.8789336741,55.5365,0.999348,93.0000000954,-0.674288,93.1792978866,0.672071
44.7032822401,877,0.000218613,0.0472094026403,0.671262271902,2.02921997921,92.9687738151,0.671268,87.4080058734,92.9714718706,0.671262443958,54.2159,877,0.00526373969962,94.2898099929,55.4914,0.997851,92.900005865,-0.673476,93.0994040704,0.671268
45.5790551269,878,0.000110468,0.0438757098357,0.672206537651,0.937967686199,94.0329230516,0.672185,91.0381489216,93.1252102386,0.672206537651,54.2166,878,0.00433117779903,94.7546912211,55.5145,0.998527,93.1000011682,-0.674483,93.2940491193,0.672185
46.024538582,879,0.000218331,0.0333078495121,0.673758885965,1.78527297922,93.6272458714,0.673774,88.1769970073,93.2046105995,0.673758937227,54.2213,879,0.00507560610937,95.7545372055,55.5184,0.998523,93.1000018597,-0.675957,93.2997866482,0.673774
45.7646762329,880,0.000173719,0.0541214348624,0.67212713647,1.08508492492,94.4385971334,0.672114,93.1921671242,93.1554758027,0.672127226967,54.2568,880,0.00499524018297,97.7040084051,55.5398,0.999001,93.1,-0.674273,93.2925004826,0.672114
