AverageAbsY,AverageQ,AverageDiscountedReturn,PolicyRegParamNorm,AverageAbsQ,StdEsReturn,AveragePolicySurr,MaxEsReturn,AverageAction,Iteration,AverageAbsQYDiff,AverageY,AverageQLoss,Epoch,AverageReturn,StdReturn,AverageEsReturn,MinReturn,MaxReturn,QFunRegParamNorm,MinEsReturn
0.0274983135622,-0.00167916,-0.0305257729553,10.275,0.00951989,56.3650206467,-0.0380316,93.905807935,0.0030563,9,0.0307984886475,0.0268976596927,0.00124203,9,-0.305324434057,0.00135065632902,31.8863577115,-0.308302546102,-0.304242845309,10.2527,-32.2640892916
0.0360271360793,0.0336775,-0.17498961872,12.1345,0.0350976,41.3859838989,-0.0380984,88.3781159361,0.017501,10,0.0262556617777,0.0359504489715,0.0967337,10,-1.7483465463,0.0122047618211,58.21331243,-1.75414865224,-1.70988113685,11.8554,-0.305974190724
0.0668345096773,0.0670025,-0.385375449273,12.7462,0.0672108,0.0,-0.0757184,-8.10157585483,0.0385808,11,0.0200447505188,0.0668324400356,0.0438844,11,-3.85422036857,0.0207477966695,-8.10157585483,-3.89654572218,-3.83763611148,13.0574,-8.10157585483
0.085410897541,0.0850575,-2.36763486901,13.8208,0.0852184,62.6631277674,-0.0904391,91.2133528591,0.237035,12,0.02127644641,0.0854072273492,0.0379043,12,-23.6797618682,0.0955683277808,28.5502250917,-23.8216445592,-23.5643037205,14.069,-34.1129026757
0.0875801560781,0.0875605,-0.122661162953,14.2467,0.087596,49.7284580775,-0.0924346,80.3889939968,0.0122633,13,0.0160732537763,0.0875741631113,0.0193909,13,-1.22510287666,0.000137071953162,30.6605359193,-1.22542330262,-1.22495117333,15.1693,-19.0679221581
0.0988471114094,0.0988014,-0.0605831490673,15.097,0.0988024,46.2900931719,-0.103648,91.8222021006,0.00605788,14,0.0147470030219,0.0988445254766,0.0130536,14,-0.605181762757,0.000664892552933,57.9010079485,-0.606438988999,-0.604379392692,16.1336,-7.54849022117
0.103219716406,0.103137,-0.242331573852,15.895,0.103137,49.597613418,-0.109392,85.8903399708,0.024228,15,0.0118125628454,0.103217530128,0.00503441,15,-2.42037583631,0.000120579340481,36.2927265527,-2.42051676986,-2.4202112473,16.3293,-13.3048868653
0.112111447468,0.112064,-0.0634532655659,16.1063,0.112064,0.0,-0.115906,-14.218183603,0.00629975,16,0.00972470793822,0.112106660125,0.00251157,16,-0.629345252136,0.0436177522994,-14.218183603,-0.684475440896,-0.559122508101,16.6764,-14.218183603
0.115062983254,0.115054,-0.00459413115177,16.3071,0.115054,49.5451007456,-0.119738,75.8315008064,0.000510445,17,0.00731146534681,0.115058060002,0.00122248,17,-0.0509934150864,0.0154227309986,26.2864000608,-0.0793884350942,-0.0342381878763,17.5755,-23.2587006848
0.129937272536,0.129915,-0.00150540322386,17.35,0.129916,43.3543877211,-0.134822,93.3509786998,0.000211218,18,0.0076728433242,0.129933764287,0.00132837,18,-0.0211007192027,0.00829313640052,59.2991133657,-0.0356868421909,-0.0122793557129,18.7146,-1.88287497285
0.14381135125,0.143763,-0.0101508027465,18.4982,0.143766,44.2328499103,-0.148658,88.876058051,0.00109665,19,0.00900054475051,0.143807019285,0.00220031,19,-0.109555681649,0.012981260946,54.9959227902,-0.14203056813,-0.0965291985943,19.6855,-7.48445492708
0.14982131931,0.149701,-0.0825972026942,19.4502,0.149705,42.32973463,-0.155129,79.7845595275,0.00833912,20,0.00984671136596,0.149816254558,0.00261326,20,-0.833078350361,0.00920117227441,37.4548248975,-0.845264506363,-0.821170352876,20.6374,-4.87490973256
0.164034413521,0.164012,-0.0186803874038,20.2204,0.164018,41.9329584906,-0.170296,94.2636536065,0.00195591,21,0.00988110652391,0.164029770536,0.00250791,21,-0.195395101434,0.0101320951105,65.87883443,-0.213359324832,-0.17986252989,21.7181,-6.6094846156
0.174382926317,0.174315,-0.00170223624852,20.7928,0.174329,42.6615754182,-0.180832,83.0782724348,0.000201314,22,0.00963283728112,0.17438110931,0.00256451,22,-0.0201112430389,0.00629062069251,40.4166970166,-0.0351016662337,-0.014508369677,22.5734,-2.24487840155
0.197145543627,0.197104,-0.0949259017313,21.2002,0.197112,46.4855382262,-0.204549,91.7884005422,0.0098632,23,0.0112496253105,0.197139790036,0.00301384,23,-0.985333382855,0.110221809629,54.2454868199,-1.24033006604,-0.910189166111,23.6084,-11.2619852564
0.205027389924,0.204923,-0.00154498514231,21.658,0.204939,48.6960273045,-0.212692,90.8374205097,0.000214315,24,0.0106638666383,0.20501658634,0.00280941,24,-0.0214101124622,0.00733240931344,42.1413932052,-0.0334195109906,-0.0107984527641,24.4574,-6.55463409936
0.23709559203,0.237169,-0.277785609032,22.2464,0.237195,47.2860103845,-0.246755,92.3446644404,0.0283143,25,0.013608073056,0.237090842304,0.00651477,25,-2.82859931527,0.163425786366,62.8963492212,-3.08295620685,-2.6561841195,25.4008,-18.9453137392
0.250832022349,0.250783,-0.0194351459142,22.8297,0.250788,41.0817804294,-0.261003,94.2045481349,0.00212745,26,0.0106702104042,0.250825142177,0.0047578,26,-0.212531938335,0.0485991522767,66.6642124032,-0.345247387903,-0.178075479928,26.1558,-4.27759885977
0.279529403664,0.279462,-0.00942897121104,23.3468,0.279462,40.510451618,-0.291883,77.5706246162,0.00107507,27,0.00890404913471,0.279523439918,0.00185539,27,-0.107399257082,0.0107580766891,37.0601729982,-0.125854847678,-0.0882131778993,26.8195,-3.45027861986
0.29959601873,0.299591,-0.0327125006086,23.9592,0.299595,47.8131574171,-0.31266,93.5122814425,0.00352222,28,0.0130190044323,0.299593723198,0.00487325,28,-0.351870203294,0.0317721289459,54.6301639938,-0.385276670702,-0.281694446663,27.4632,-12.7200038886
0.3314200995,0.331325,-0.0386742723229,24.2101,0.331326,37.6523863552,-0.345797,91.6516257127,0.01042,29,0.0128008209931,0.331414220683,0.00490088,29,17.1521338683,37.5599620298,71.436180173,-1.67861744666,96.8631632046,28.1327,-3.84531432549
0.361778973903,0.361786,-0.0256968770706,24.6857,0.361788,34.4051761361,-0.377288,94.7632601086,0.00271314,30,0.0154906361031,0.361775324388,0.0071629,30,-0.271043041633,0.0190677036755,76.7528506858,-0.313613015177,-0.251708806788,28.5992,-0.0275894801623
0.398838003899,0.398797,-0.24867520042,24.8748,0.398804,37.9381189256,-0.417128,95.4373454366,0.0249276,31,0.0168841206316,0.398834341661,0.00662118,31,-2.49027151147,0.0209174272274,74.427393032,-2.5465187098,-2.47676416218,29.1772,-1.3842464195
0.444432558239,0.444251,-0.546732690304,25.0098,0.444314,49.1327188504,-0.464965,94.6232805272,0.0746565,32,0.0160900815738,0.444427947321,0.00575874,32,29.2889134229,46.0527611544,58.4586881961,-5.65259892991,90.8574413215,29.892,-11.0057818101
0.472676378591,0.47282,0.0310145732265,25.3129,0.47282,47.9730769572,-0.496617,94.4889163553,0.0308846,33,0.018572240189,0.472673130258,0.00349138,33,55.5658132489,47.0642865908,63.8073141816,-0.14106016811,96.7438569113,30.3288,-19.0784125197
0.512889041102,0.512922,1.40846759371,25.4423,0.513301,40.121650619,-0.537018,92.8396615356,0.0834257,34,0.0218677153187,0.512887045129,0.00622105,34,95.545943299,1.11971982568,70.7860990929,92.0866995934,96.46965033,30.9226,-9.37714353222
0.554290437009,0.554132,2.04347752595,25.7813,0.554136,2.32600773509,-0.58318,97.1516117636,0.0935086,35,0.0259307778891,0.554286594714,0.0151596,35,90.1763572811,20.9524580738,92.8797325953,-0.667631457538,96.1485321024,31.516,89.8110266379
0.588540110759,0.588586,1.79902809321,26.0888,0.588602,3.86430096972,-0.622039,95.134994487,0.0687828,36,0.0303493699885,0.588536460023,0.0311636,36,75.1549047565,39.582249845,90.2001677133,-2.7010896813,96.2413700479,32.0336,84.9452989339
0.674299312393,0.674327,5.18857320059,26.321,0.674329,3.6395400878,-0.710298,98.5839004872,0.168116,37,0.02483330173,0.674296896541,0.0193259,37,93.9586332532,2.20101374209,92.6543312072,86.5604843112,95.8588221477,32.4494,88.8278622931
0.70078467227,0.700916,7.26146337197,26.6949,0.700917,2.58414049638,-0.739551,94.4190234146,0.160018,38,0.0255055026007,0.700781792345,0.0222538,38,91.5457207156,17.9808700483,90.4298027896,-6.73110668177,96.1593738646,33.0546,87.3091300013
0.761698128019,0.761976,2.87854115163,26.921,0.76199,1.40716367462,-0.807916,95.0679374768,0.0930871,39,0.0294111303578,0.761694813717,0.0227542,39,85.194843986,28.5690251876,93.2672620438,-0.460584848649,95.6563155579,33.6667,90.706387624
0.855357944001,0.855332,0.51562566252,27.0684,0.855335,3.4580521759,-0.90553,99.5959756823,0.048244,40,0.0301834692471,0.855352417375,0.0303736,40,63.4156612383,45.5959251602,93.4995024373,-1.77306561924,95.938402503,34.3329,87.4798021214
0.905911893575,0.905904,3.11543715872,27.1817,0.905909,3.00598625654,-0.961823,99.9996185298,0.0781082,41,0.0227964744098,0.905908513574,0.0174376,41,81.994846532,33.5605129825,94.0718943621,-0.2268987839,96.2731120843,35.0579,90.8258827663
1.00620137134,1.00599,0.363301767833,27.228,1.00599,38.947511685,-1.06611,94.9502257446,0.0430709,42,0.0258199912287,1.00619777399,0.0225791,42,61.0344750338,46.3135407816,72.6993824803,-3.86040747115,95.8449893826,35.8871,-5.0627047124
1.07045875691,1.07028,0.820561018303,27.1853,1.07028,2.61785530067,-1.13327,96.7363019872,0.0692665,43,0.0243823213795,1.07045686179,0.0126024,43,82.9002696695,31.4191422476,92.5062723377,-0.216666223777,95.4788279522,36.7613,89.4099983382
