StdForwardProgress,PolicyRegParamNorm,MinReturn,AverageReturn,MinForwardProgress,AverageDiscountedReturn,AverageAbsQYDiff,AverageForwardProgress,AverageQLoss,MaxReturn,StdReturn,Epoch,MaxEsReturn,AveragePolicySurr,AverageAbsQ,AverageEsReturn,AverageAbsY,MinEsReturn,StdEsReturn,MaxForwardProgress,AverageQ,AverageY,QFunRegParamNorm,AverageAction
0.188188955873,14.1718,16.1173634991,55.2187440102,-0.0966525129572,42.8290304129,0.0129767351201,0.229705686163,0.000236903,88.579947593,23.7712488823,9,48.5750716924,-0.0422833,0.0104291,9.35438183396,0.0162791585719,2.65979654379,6.26104757776,0.530847245609,0.00744277,0.0152266232999,7.99689,0.00464819
0.00811745075949,14.653,2.13683432155,4.2510595559,-0.0344008798836,4.18225819729,0.00740366999592,0.000196145454926,0.000104634,6.76156163014,0.571472832415,10,20.4640062669,-0.0265739,0.0229548,4.03003088955,0.0232484232749,2.12662581972,1.93558158499,0.0266466718355,0.0227969,0.022929064148,8.19196,0.878845
0.00723824807949,14.9263,2.62160972977,4.32703493745,-0.0283594859013,4.25882100373,0.00467128332173,0.00190328199906,4.35004e-05,6.64630803661,0.425440115895,11,14.7016559128,-0.0359451,0.0327989,4.82734612502,0.0328023117986,2.86422800832,1.30097304706,0.0249535669981,0.0327752,0.0328007420014,8.77744,0.902268
0.00714559851125,15.0855,2.97792745708,4.33108151834,-0.0225609800693,4.26288113675,0.00430861906222,0.00206470017468,4.1447e-05,6.43363054842,0.407341566109,12,11.3598175304,-0.043299,0.0401747,4.65871844341,0.0401460111976,3.1975587913,0.925539476512,0.0247552744216,0.040134,0.0401460111976,9.47125,0.971002
0.0228246232719,15.0997,5.83789370129,15.368813409,-0.0357540906497,14.2721278494,0.00429967071066,0.0255410156787,4.29369e-05,33.6010479411,4.03563169374,13,40.5558641368,-0.0469781,0.0443879,5.60322620138,0.0443406735973,2.66628498269,4.32866034763,0.154001707077,0.0443352,0.0443406735973,10.1274,0.94185
0.0255997577518,15.1435,8.25737027511,14.7395359918,-0.0396662769355,13.7118537851,0.00472565807215,0.0209871241087,5.44527e-05,36.7471852994,4.44464062514,14,61.601446688,-0.0591766,0.0484278,18.1583613223,0.0483835521254,5.77024763937,10.7316526662,0.155217336062,0.0483723,0.0483835321076,10.7467,0.913251
0.032607163287,15.4692,39.4419460635,70.0287051369,0.209259363073,55.5824297832,0.00584502069654,0.519778096235,8.5764e-05,78.8542013811,3.61878454969,15,74.0882595351,-0.0713204,0.0609365,32.1867692939,0.0608808353847,3.47461941824,20.92751059,0.5933567727,0.060859,0.0608808353847,11.6114,0.542185
0.107227298501,15.7747,24.830445945,62.2574745343,0.0623634073432,50.177646533,0.00659770640859,0.436174518975,0.00012039,72.2134255706,10.9004128007,16,72.7418806472,-0.0846652,0.0728992,48.2144838726,0.0728178240664,7.34043423603,20.4661019238,0.532011924151,0.0728017,0.0728178240664,12.3546,0.705223
0.0791497398894,16.0453,27.2750155643,64.983733602,0.0782456260297,52.0556642161,0.00730392590272,0.459580585022,0.000156942,71.7094340648,7.99632494499,17,72.5117256586,-0.0973677,0.0843469,39.0824308139,0.0842641151611,8.58306758518,18.9003291875,0.528370110385,0.084239,0.0842641151611,13.0975,0.710821
0.0210799122329,16.269,62.6275958429,68.4166877646,0.439408089828,54.5728420593,0.00797690292568,0.502803181199,0.000191161,77.9739720185,2.40842235059,18,72.84932147,-0.109789,0.0962829,56.4420689248,0.0961742360908,12.4558921637,17.5040886544,0.552781960725,0.096146,0.0961742282219,13.712,0.656472
