MinForwardProgress,AveragePolicySurr,AverageReturn,StdReturn,MaxEsReturn,StdEsReturn,AverageQ,AverageDiscountedReturn,QFunRegParamNorm,AverageY,AverageAbsQ,AverageForwardProgress,AverageAction,MaxForwardProgress,Epoch,MaxReturn,MinReturn,AverageAbsQYDiff,StdForwardProgress,MinEsReturn,AverageAbsY,AverageEsReturn,PolicyRegParamNorm,AverageQLoss
-0.572918501992,-0.00842637,8.97774300921,29.2333187388,80.3572128698,25.4060589987,0.00724732,6.99316421747,8.0192,0.00724727965842,0.00759384,-0.0908004142957,0.832841,0.695491553415,10,90.3797782869,-40.9725827536,0.00163349570183,0.27457711431,-59.7158068139,0.00768372845223,19.2649204107,14.9932,4.94441e-06
0.0931636167714,-0.0099826,64.6867786192,14.5398908722,58.5910216486,30.0329204237,0.00900082,39.6188395835,8.11877,0.00900210167484,0.00997107,0.457246079389,0.952612,0.795397028422,11,100.591377149,24.9059312666,0.0013614015502,0.13672848936,-39.8177286192,0.0100093679977,7.1914739404,15.5523,3.398e-06
-0.282129303447,-0.0134174,1.46386912027,7.33550583447,98.2530169038,28.232641765,0.0121923,2.02164307982,8.25434,0.0121943107922,0.0138204,-0.11884751507,0.9506,0.096258995042,12,29.5437155828,-14.5748180847,0.00152678418437,0.0638506246807,-3.07450554483,0.0138644462344,29.9294525327,15.9027,4.69374e-06
-0.0998851401535,-0.0164232,56.7860151465,17.8816758133,79.2887024793,33.4328601674,0.0149862,32.6968843955,8.45659,0.0149870889511,0.0173901,0.367548669888,0.899422,0.693138943885,13,90.196938699,8.95103545126,0.00179105460992,0.178374263849,-12.4223091414,0.017460472374,17.4386021399,16.1105,7.05098e-06
-0.177471139237,-0.0214117,56.9858735495,20.1747976358,86.2151721539,13.6414401709,0.0193998,32.7458273117,8.69511,0.0194031744357,0.0223239,0.36734125126,0.947905,0.671073863364,14,87.6290285143,1.18604541191,0.00200032210547,0.199021728835,29.5477495589,0.0224104135864,54.7428931788,16.5625,9.4026e-06
-0.112206817539,-0.0269954,56.2117085351,20.6628535276,87.1500341051,19.8225457477,0.0248631,32.3625576515,8.94964,0.0248695738573,0.0279449,0.359921228214,0.935495,0.70200938263,15,90.9415206819,7.81727080565,0.00228732300051,0.204630693083,10.0474612213,0.0280265146509,63.02144802,16.7815,1.33379e-05
-0.375946915303,-0.0337337,45.2466308088,26.6068438728,86.4806739025,27.8589880802,0.0307747,27.5564110021,9.20884,0.0307769556024,0.0339262,0.258932963612,0.909163,0.678868024523,16,89.1867023711,-22.1194277689,0.00253195614007,0.259999936603,3.26399401452,0.0340122875981,57.0449068338,17.1362,1.68499e-05
-0.321014189928,-0.0397713,50.3848970953,27.2842125363,91.9670253879,34.5979993677,0.036723,29.7974948302,9.48015,0.0367306491453,0.0395629,0.306121543676,0.921745,0.701669923387,17,91.4926951466,-16.0112295184,0.0027892980722,0.264508848656,-17.6748624158,0.0396520347354,50.1565856778,17.4198,2.13576e-05
-0.323009992295,-0.045161,49.9721945245,25.8359354175,79.2135984365,26.4036618807,0.042727,29.7030265665,9.73035,0.0427289269425,0.0453179,0.30242877234,0.967671,0.69656847798,18,87.3523912556,-14.2278624459,0.00307423816916,0.255226790305,-5.62622728629,0.0454118393862,45.1972429749,17.6116,2.61634e-05
-0.215052333659,-0.050625,49.9110943469,24.5301530376,90.4696422826,21.0635359399,0.0481046,29.7421151436,9.93057,0.0481066219127,0.0505117,0.301457365138,0.966601,0.794614565475,19,99.918598952,-2.52931338753,0.0029921519544,0.242982524818,22.5541349699,0.0506069183907,59.7297177799,17.6859,2.51676e-05
-0.450595176412,-0.0557555,50.0031062374,24.9082284603,75.4804454213,27.3856672847,0.0536307,29.2398568317,10.127,0.0536325814958,0.0558026,0.299982083338,0.974776,0.685526285039,20,89.4689318882,-26.9050544355,0.00317754723179,0.244519273258,-2.08959364719,0.0558986242365,47.3876125558,17.7592,2.95974e-05
-0.337730255213,-0.0603779,48.5121285207,25.2223938553,94.590701818,31.0124712989,0.0586861,28.9642343349,10.328,0.0586942255077,0.0606853,0.291189673691,0.973457,0.682415764519,21,89.5549581933,-16.3873714017,0.00338298565639,0.251559980564,5.26789106906,0.0607936968205,60.3697378062,17.8166,3.58777e-05
-0.39686012693,-0.066687,50.0157863193,23.1620584388,90.2034796249,18.3622632786,0.0644648,29.2916401839,10.515,0.0644653003078,0.0663953,0.300489375465,0.976142,0.669511488588,22,86.7264388681,-23.5972420987,0.00344484815214,0.227869858391,35.9652592985,0.0664850372661,63.4628745467,17.9298,3.65354e-05
-0.346365444213,-0.0718859,50.9068368971,25.0731077849,82.7215087454,21.8874211513,0.0698632,29.9107289947,10.7529,0.0698639748385,0.0715536,0.310897632125,0.949938,0.724382332368,23,93.6993684288,-16.3905285696,0.0037660880495,0.247415526021,17.8342409852,0.0716415142248,55.1828200436,18.0194,4.57821e-05
-0.304060186384,-0.0763345,53.8109426859,22.4702461406,70.0489645294,23.9662695487,0.0745293,31.4433940681,10.9977,0.0745409378597,0.0760273,0.339014981426,0.956632,0.785213944852,24,99.8697375309,-12.2771112751,0.00396176157936,0.222507302522,-0.485887326413,0.0761324719483,39.348805024,18.1304,4.83109e-05
-0.2821809909,-0.0811143,54.4259695562,22.4467050901,90.187056178,25.4159785027,0.0792858,31.8283516637,11.1986,0.0792816986411,0.0806845,0.346873624349,0.957953,0.696295707061,25,90.8759206466,-9.76864347994,0.00393509425726,0.223414705336,9.05416446174,0.0807465333364,59.9262496364,18.1956,4.78139e-05
-0.356528880299,-0.0851562,51.2546981017,23.6852239938,69.9549023731,21.4225199094,0.0836601,30.5294338021,11.4188,0.0836677066568,0.0850236,0.316569478966,0.943948,0.673827390111,26,88.4252450461,-18.6926038226,0.00408639194739,0.232606104933,4.15720793357,0.0850982243524,43.9233623511,18.2904,5.2547e-05
-0.200867931233,-0.0906351,52.6600486616,20.5987029585,79.7681298295,20.8432176115,0.088769,30.7477244425,11.6327,0.0887699127753,0.0899556,0.326671803633,0.949225,0.718134147577,27,93.2630430244,-0.744296934395,0.00429521062171,0.202937812368,3.66552769785,0.0900124801396,46.8664819281,18.4478,5.75858e-05
-0.420386830385,-0.095618,28.9272771422,22.770081745,76.4755487284,27.3450765134,0.0936429,17.9472476147,11.8519,0.0936465919271,0.0946776,0.0973866435255,0.936636,0.640710284193,28,85.6084714945,-23.9959479108,0.00435913218552,0.214690053667,-15.1989294601,0.0947359911991,34.4580826831,18.6253,5.80174e-05
-0.592928968882,-0.0994154,25.0666450332,27.237005466,68.0564119232,26.0307936335,0.0970309,15.2415270861,12.0731,0.0970392908034,0.0980837,0.0529950901423,0.910291,0.595756814498,29,80.9988464752,-42.1257094351,0.00489968816987,0.262100614082,-25.7135630089,0.0981474143031,23.9694482122,18.7942,7.33995e-05
-0.476149199972,-0.103601,55.9199436235,24.2830189373,37.6903916229,22.6272704349,0.101327,32.1956312735,12.2696,0.10132210521,0.102449,0.357793663809,0.914741,0.741440601243,30,95.3719639629,-30.2297531069,0.00537237494223,0.236763203138,-25.6217096586,0.102531931397,16.6818987989,18.8893,8.80557e-05
-0.385138860203,-0.108693,49.8136832799,24.2174576457,81.9842695168,15.4805819638,0.106071,29.1621461125,12.4467,0.106085127166,0.107204,0.297076415601,0.888781,0.707200642625,31,92.0828855178,-20.9995329708,0.00544790687122,0.237370596794,30.1053814454,0.107317842758,56.7738263023,19.0287,8.88913e-05
-0.351592258273,-0.114413,55.4306808454,23.4333491003,82.7979916188,26.1195271267,0.111193,31.7876249579,12.6314,0.111200158416,0.112292,0.351879514418,0.846297,0.680070575545,32,89.4536128137,-17.0431862088,0.00555704484988,0.230645974177,6.496355605,0.112389913411,51.5755260445,19.1777,9.24513e-05
-0.173719798716,-0.120932,53.7428805305,22.4868131837,85.1026825944,18.0638569603,0.117855,31.1892554573,12.8438,0.117858196648,0.1188,0.336388749381,0.862687,0.71488750663,33,92.0342897754,1.26077050476,0.00587921414653,0.220758626097,30.7049842415,0.11889558656,64.3395988531,19.2994,0.000110724
-0.291337412032,-0.126967,35.470488688,25.013970077,88.8721592738,18.2808031485,0.124249,22.6619098105,13.0326,0.124265413394,0.125023,0.157963316257,0.860597,0.608426101677,34,80.5927380857,-14.6163197032,0.00582965611758,0.241111296844,28.0891290943,0.125094832341,64.339085821,19.418,0.000111807
-0.223872602832,-0.133048,45.932348416,19.944369789,77.457261815,27.0643259432,0.130186,26.9564762648,13.2104,0.130191655811,0.130836,0.267277927377,0.875085,0.590183022885,35,79.1154759185,-7.77256061905,0.00585362030788,0.194165814833,-1.93648501188,0.130880203483,39.7566953898,19.5503,0.000108854
-0.227234909796,-0.138571,57.4813961113,19.1702184573,79.7188750837,31.0972789943,0.135565,32.5933095511,13.3946,0.135569019573,0.136106,0.376750493431,0.876814,0.662928119479,36,86.1593763624,-4.57369515608,0.00604429170135,0.190074351909,-9.59794378186,0.13614675637,46.420564382,19.7134,0.000115105
