StdEsReturn,PolicyRegParamNorm,StdReturn,AverageAbsQYDiff,AveragePolicySurr,MaxEsReturn,AverageEsReturn,AverageReturn,AverageAbsQ,AverageY,AverageQ,QFunRegParamNorm,MinReturn,MaxReturn,AverageQLoss,AverageAction,AverageAbsY,MinEsReturn,AverageDiscountedReturn,Iteration,Epoch
266.176681605,142.943,1171.00433326,5.67616076965,-330.601,1217.29822336,111.006858875,1880.25345418,324.552,324.195136388,324.187,243.148,766.360443284,3459.32959918,332.246,0.875089,324.30434268,5.15880914085,253.195303224,1518,1518
182.291288204,142.946,953.997909742,5.60869086465,-329.99,777.584314085,83.9911927161,2408.15987736,324.356,324.000899021,323.996,243.177,794.91674385,3343.26831353,322.554,0.884185,324.110854606,4.81028467011,253.316673435,1519,1519
207.062569473,142.947,530.148007122,5.75354810275,-330.028,956.01932371,76.6689789564,1174.97157087,324.044,323.691253088,323.683,243.262,765.529053349,3226.867267,336.123,0.908024,323.822563689,5.643054552,251.495914885,1520,1520
133.338322078,142.973,411.005931605,5.64103631018,-329.65,743.367319734,59.5770796079,1144.60325007,323.968,323.609044633,323.596,243.315,298.765152362,2152.34462759,333.237,0.916052,323.732872939,6.22661826968,246.405485873,1521,1521
198.181544855,143.031,289.25951759,5.80420046687,-329.888,687.895338933,151.513871989,664.73110325,324.161,323.793941613,323.789,243.354,188.049445353,1358.67616421,339.227,0.929482,323.907481313,8.81903616949,213.041365209,1522,1522
226.602741244,143.089,255.682056923,5.82910886214,-330.011,757.285778056,163.269175531,910.756793842,324.046,323.726896776,323.711,243.441,750.160608593,2304.78553782,331.82,0.906256,323.829955996,5.69833539116,241.041940883,1523,1523
193.509305539,143.167,426.16625759,5.77165528962,-330.077,808.679282474,113.414776743,1104.43341557,323.987,323.645845537,323.649,243.469,328.400572047,2110.47118943,339.927,0.882998,323.741006722,5.94764632785,231.865698323,1524,1524
143.155955695,143.206,188.789320683,5.87317324515,-329.362,787.029552022,58.5169828175,1169.20499958,323.219,322.872770131,322.859,243.53,1044.66392624,1984.3380275,354.845,0.913503,322.970735031,5.6730771072,253.032800934,1525,1525
80.3173223084,143.246,104.340206628,5.96990763819,-330.099,317.708490703,61.761502574,1076.72678679,323.977,323.634312282,323.64,243.6,766.218052982,1332.1208249,370.724,0.911197,323.742102838,5.63525035191,250.013237971,1526,1526
201.180146549,143.326,259.240825669,5.79236752824,-329.835,831.882368133,104.753968735,720.673963097,323.848,323.46258701,323.472,243.664,293.00582472,1205.55356672,354.06,0.865342,323.562843441,8.17775887363,219.607084289,1527,1527
203.329085425,143.451,575.135905221,5.98339487843,-329.72,824.342499417,84.1811098047,968.524902704,323.728,323.417792662,323.388,243.702,270.668356568,2428.93443071,376.293,0.899244,323.523550265,5.77098587372,221.852865008,1528,1528
179.919588236,143.507,290.93283016,5.66887253515,-329.75,773.93248157,98.8425223387,818.70538096,323.804,323.503663854,323.498,243.773,199.73951587,1156.88069657,333.998,0.887033,323.600576626,6.80663092082,228.606417875,1529,1529
146.663091003,143.513,304.415875972,5.76667478857,-329.492,648.897803583,95.104033057,1081.63189727,323.765,323.397865589,323.391,243.812,753.718691648,2144.94191822,331.247,0.881692,323.502529826,6.13134106731,249.4896421,1530,1530
259.290803689,143.576,236.263134574,5.77283462976,-329.81,1086.70869855,137.125521859,883.028278479,324.176,323.790699939,323.795,243.898,504.162399473,1786.78786172,331.746,0.892792,323.907462958,5.9200116352,239.606174341,1531,1531
232.58424757,143.606,228.805215737,5.77703353573,-329.465,870.740611239,173.373531583,893.993545705,323.657,323.30674343,323.295,243.953,611.699422709,1887.06313157,350.868,0.888325,323.416725067,8.6136291495,236.764992334,1532,1532
181.380538234,143.648,402.544681193,5.92456644763,-329.348,631.140366899,105.598124245,1026.14544659,323.406,323.009150002,323.012,244.047,217.552466261,2422.88236371,383.955,0.876784,323.1247186,7.39541983096,244.926199654,1533,1533
203.443250555,143.649,596.617178289,5.72195213841,-329.755,744.736166681,119.556809164,508.388713798,323.66,323.340108644,323.312,244.087,30.3849814768,3250.12966659,348.005,0.845005,323.444193348,5.51864780509,160.703184218,1534,1534
211.936339609,143.736,529.17563055,5.81419449531,-329.352,729.394224738,137.186260635,1147.78533004,323.323,323.005343526,322.999,244.225,765.05618523,3151.21300985,333.139,0.871757,323.110262921,5.73723834262,244.441621475,1535,1535
201.047971698,143.811,275.834768076,5.7372004821,-329.144,918.556068238,101.154591795,1062.39901526,323.378,323.039868283,323.033,244.282,744.264983818,1935.68852782,330.28,0.847198,323.156948364,4.64511045602,251.559750965,1536,1536
191.735801322,143.81,100.27918805,5.74274035648,-329.113,620.328920742,116.598197154,860.964592887,323.384,323.029098847,323.012,244.314,743.900932081,1074.99149673,338.85,0.869063,323.138798451,5.81253640415,243.993589415,1537,1537
134.044292751,143.881,764.874186304,5.72084091016,-329.601,677.182153816,67.155508098,2369.4827888,323.75,323.386470854,323.385,244.367,1328.65736941,3375.51927666,331.12,0.858151,323.485474521,5.73567183623,262.80463885,1538,1538
140.42286817,143.936,349.826504486,6.01384434197,-328.593,482.165566012,91.9194769941,1112.65226442,322.462,322.096243594,322.078,244.436,531.362468129,2335.37062126,364.658,0.85973,322.214475254,5.884465694,246.367864028,1539,1539
193.743561503,143.999,712.381029221,5.76250200639,-329.056,772.500203475,99.4206442199,1035.36284185,323.085,322.743379854,322.71,244.486,205.615467443,3476.50548474,340.859,0.846595,322.849740983,6.13630236005,225.727154894,1540,1540
154.68833104,144.035,467.683043733,5.87861896442,-328.973,721.157627865,101.28631455,1335.03197955,323.027,322.610657217,322.624,244.516,689.24787282,2713.81695691,356.736,0.882691,322.71906924,5.83197903138,260.414946709,1541,1541
96.7457786399,144.086,354.506474636,5.84772477337,-328.882,386.290006197,66.9996932132,410.435425271,322.896,322.501582473,322.493,244.596,192.901164125,1199.25094393,345.227,0.892247,322.620989949,5.59948128998,156.01860642,1542,1542
179.033193589,144.146,269.417488557,5.88859633699,-328.246,600.121849557,114.298233696,861.388715479,322.664,322.273812267,322.271,244.652,535.470638896,1571.01618721,364.806,0.900339,322.413471798,6.38918599515,242.579911101,1543,1543
172.884059412,144.182,183.893683734,5.87518015511,-328.247,786.47071436,95.8362131929,1015.19122276,322.401,322.03734526,322.026,244.716,229.579627126,1310.81555855,353.177,0.904166,322.168189008,5.52350555699,251.202696623,1544,1544
118.543140567,144.213,368.626884091,5.60415820489,-328.317,561.897362866,73.5248961619,840.326997178,322.401,322.04799215,322.041,244.755,217.90119491,1672.11331048,321.255,0.902524,322.159860935,5.77489611103,227.167502304,1545,1545
137.691677033,144.237,972.592053258,5.51239741556,-327.546,614.965646514,87.5139740957,2119.12874754,321.774,321.399437243,321.397,244.797,32.5809589912,3391.93053496,316.273,0.90368,321.49170242,6.56694156634,247.460818687,1546,1546
152.513364447,144.266,1173.40807187,5.87166783423,-327.821,628.435394985,96.7946329517,1833.18726954,322.107,321.748244946,321.737,244.844,503.874388486,3382.93492678,345.203,0.873632,321.847761517,5.95210468255,245.105686459,1547,1547
225.366450769,144.326,136.411425613,5.65846821616,-327.981,939.157787584,140.208996001,1038.22907146,322.079,321.750261272,321.737,244.919,736.839489622,1347.03858648,318.269,0.905985,321.855911454,7.07565664221,257.356029656,1548,1548
166.284739409,144.314,535.119256272,5.93015184837,-327.094,839.475238724,67.6922535484,1532.90841749,321.172,320.783443641,320.775,244.966,1039.90110019,3448.88987786,368.222,0.885452,320.90367342,5.62573493256,256.207715485,1549,1549
130.5572357,144.416,153.964468872,5.74823187002,-327.626,394.06931658,104.918979355,1128.7008128,321.787,321.43756631,321.43,245.043,1000.09367757,1569.28577189,332.861,0.890648,321.545286461,6.38666427215,255.717801738,1550,1550
168.124377015,144.432,291.168975356,5.68802528919,-327.076,633.304772183,119.824119053,1243.30786196,321.1,320.785363818,320.77,245.104,998.023448147,1986.87033076,348.573,0.89725,320.903355439,5.29123491305,255.752404384,1551,1551
184.215450896,144.539,71.2051570508,5.79243840286,-326.828,651.518865203,125.995833584,1051.02416459,320.686,320.306433445,320.308,245.141,930.486001565,1333.40190805,339.702,0.873098,320.407498511,7.1417945901,250.457419034,1552,1552
340.842612581,144.618,695.695453422,5.79191597699,-326.818,981.881032489,285.554057031,1548.94828781,320.893,320.531195088,320.521,245.197,416.769943292,3136.02107271,329.836,0.872027,320.650478767,6.53164040226,237.616949478,1553,1553
162.959495875,144.64,411.494438877,5.68901624037,-327.485,783.59033165,82.4887158404,1359.71550045,321.193,320.845009412,320.85,245.251,1036.58272957,2498.70150399,345.018,0.880577,320.977899078,5.13329018667,257.624879922,1554,1554
130.469027501,144.698,573.428818083,6.09759026921,-326.948,625.316036124,72.5300980189,1842.4554687,320.912,320.55692783,320.539,245.347,1092.95003762,3493.10968154,379.314,0.883001,320.686227201,6.36666921819,265.008273509,1555,1555
289.942441904,144.75,898.898869254,5.73018330135,-327.474,919.370444115,198.233927019,1871.80830856,321.556,321.19586137,321.192,245.424,620.566430656,3348.30304259,325.955,0.853672,321.286647477,6.93604597691,254.466740448,1556,1556
296.339225068,144.741,301.880825577,5.79675040936,-326.887,978.704980663,206.661112114,1211.42708506,321.145,320.778997828,320.769,245.471,948.886576587,2395.48463929,350.86,0.866797,320.896274544,7.92571392146,257.060214784,1557,1557
168.723280813,144.823,692.358271666,5.88605599152,-326.966,712.755729408,105.468491442,1622.82056874,320.824,320.467937346,320.45,245.526,684.938574749,3266.22307664,344.842,0.860943,320.573709578,7.06744234362,256.042581198,1558,1558
206.33932827,144.92,509.95547589,5.90859171138,-327.197,810.89592374,112.043312528,1295.60754846,321.281,320.878967185,320.886,245.597,525.776857351,2882.30740061,362.883,0.860202,320.984249195,6.78148278928,250.739363475,1559,1559
127.858019097,144.957,805.401848972,5.7840768979,-326.889,495.773009753,81.7641786422,1560.22028518,320.947,320.625805053,320.623,245.626,726.626253526,3298.47482697,345.892,0.85151,320.706216354,5.68516125102,255.040506873,1560,1560
80.6919072436,145.021,364.99815056,5.65226156587,-326.781,384.327136209,67.8381449213,1221.74800538,320.776,320.403480492,320.401,245.667,724.856147188,2250.74089846,307.97,0.887645,320.500097741,7.16613185004,260.817396063,1561,1561
123.632333989,145.059,490.980352475,6.00195283123,-326.315,448.324392705,112.533469521,510.389708229,320.264,319.944326192,319.938,245.751,267.039739733,2627.65770806,362.162,0.833094,320.029889091,8.7460559365,172.627252353,1562,1562
201.615966809,145.122,729.669822277,5.95517646065,-326.435,820.427493089,125.561029695,1674.44937001,320.393,320.100680361,320.083,245.834,434.347793896,3182.29630939,374.269,0.821593,320.172055653,6.35877689351,238.816098148,1563,1563
142.964519664,145.125,325.887354868,5.76691445487,-326.804,486.589737608,96.1272657199,1197.82419084,320.588,320.256276324,320.249,245.878,749.357571341,2169.64310941,336.382,0.84938,320.336752869,6.23362367388,242.692611806,1564,1564
147.940119101,145.213,663.701966629,5.75583691911,-327.537,539.227833656,87.849270885,1599.90290361,321.488,321.182471552,321.175,245.914,736.143261975,3015.57044514,320.182,0.820792,321.270150403,6.56512372952,249.927687039,1565,1565
291.343891641,145.247,845.085671993,5.67623707464,-326.78,932.413880065,245.448856356,1887.20859872,320.664,320.330447377,320.338,245.974,772.936697706,3380.10964891,345.904,0.841573,320.423153858,9.34754731985,261.417132987,1566,1566
194.58247279,145.24,339.999625882,5.76062170845,-327.04,666.738390925,113.728937657,1113.93575583,320.889,320.560549917,320.555,246.045,752.757956187,2240.00605976,334.509,0.833643,320.631748353,7.21793639502,258.777555294,1567,1567
119.084955722,145.276,403.702458576,5.94737666871,-326.252,401.162304735,94.5588171811,1322.60939289,320.261,319.940414443,319.939,246.113,964.754827187,2630.14913784,376.38,0.854075,320.011481409,5.83654841349,259.22562922,1568,1568
70.2575738024,145.307,292.083400856,5.80529821804,-326.29,281.720793667,63.4729856035,1057.50243185,320.038,319.714878366,319.7,246.168,707.441417498,2135.88709231,307.584,0.858438,319.809428264,6.11271115952,245.749428766,1569,1569
148.178228013,145.362,204.33410326,5.91313861392,-326.482,619.856648335,104.748528323,1049.65491458,320.343,320.037668852,320.02,246.253,745.623127523,1577.19579959,347.953,0.839692,320.106930823,6.04935139746,241.846258876,1570,1570
198.941549962,145.42,379.715107144,5.70214530964,-326.79,588.747589644,118.900139235,769.308653562,320.772,320.446844973,320.454,246.29,197.41864726,1664.23460046,338.405,0.851691,320.515800941,6.84095817099,215.477048006,1571,1571
91.4403480471,145.463,284.556692123,5.68799490321,-326.903,423.949474718,64.6861784626,1164.46987643,320.77,320.452924797,320.453,246.318,915.52348465,1940.34667051,324.094,0.847297,320.543764467,5.72579437547,252.36177375,1572,1572
116.133951994,145.491,187.867371977,5.67998600339,-327.083,463.913315746,79.8565957697,1074.39343862,321.142,320.848091211,320.826,246.346,423.187888821,1553.48429468,324.136,0.835449,320.938455748,6.7184433077,248.552062973,1573,1573
119.585152696,145.554,148.583479522,5.87460325565,-326.933,476.22322668,71.641839985,959.619144444,321.01,320.678399793,320.672,246.374,808.851289512,1517.56033881,362.642,0.85804,320.771330201,5.88879123811,247.868049389,1574,1574
74.5927269948,145.615,538.009609664,5.67159176039,-327.301,292.110545797,60.5232187645,1330.1248367,321.308,321.008995525,321.011,246.421,176.440263328,2711.09346763,325.861,0.844929,321.080609405,5.79879744962,242.859794485,1575,1575
85.3205889874,145.65,110.549346596,5.38267681285,-326.966,452.84327057,51.7493817969,848.740973635,321.398,321.096115655,321.085,246.523,705.679499883,1053.41631744,277.773,0.879457,321.189296144,5.86837770604,238.8394399,1576,1576
81.4118308544,145.683,405.567346408,5.89904321927,-327.146,310.772384188,65.5068585296,1341.98843662,321.019,320.695558774,320.679,246.595,975.017590147,2387.53773566,353.125,0.869887,320.79007039,5.97022259154,240.077255803,1577,1577
220.658073249,145.711,334.860057693,5.82895167489,-327.03,604.51883049,141.80069457,1381.89338432,320.948,320.602572432,320.594,246.627,906.717914404,2228.98654579,353.025,0.885761,320.709949839,6.88249206372,258.459679318,1578,1578
212.706522107,145.71,693.116497613,5.71726442378,-326.643,1039.36841431,99.8848439489,1622.37899846,320.815,320.460100895,320.452,246.656,966.19158791,3105.07336698,332.496,0.865656,320.573784219,6.3127273567,247.360403274,1579,1579
257.439911894,145.755,107.65765736,5.8506294397,-326.631,629.277697708,207.555700973,904.049672492,320.39,319.998573432,320.0,246.707,732.082543026,1183.7566179,338.67,0.862031,320.105268599,6.1369690083,252.043131599,1580,1580
85.6081133734,145.815,269.086247707,5.86458216641,-326.559,325.278865989,60.5269326801,1222.85565593,320.495,320.161777218,320.149,246.747,921.014425301,1948.42204284,358.585,0.870398,320.260235594,7.67277929884,248.286666595,1581,1581
183.157882333,145.889,558.869993773,5.82794620919,-326.054,833.880497633,87.6756061061,1533.07664606,319.985,319.660826569,319.657,246.829,781.798631929,2991.03553455,338.706,0.859148,319.752176396,5.74796836653,255.333392727,1582,1582
132.851221506,145.86,52.2294227582,5.69514970566,-326.479,432.801610828,83.3685059706,804.950916981,320.51,320.198882293,320.195,246.909,746.026150795,948.305898718,337.284,0.903694,320.294603519,5.90836421429,247.754867651,1583,1583
204.922067137,145.923,114.014796076,5.65532196581,-325.964,765.326332172,117.052592745,772.503362364,319.879,319.561562188,319.537,246.976,333.488953989,953.767201761,324.645,0.904412,319.667266275,5.77566759721,241.810018583,1584,1584
70.587399337,145.959,160.762747138,5.49408500395,-326.378,304.922300506,53.9009865682,1018.27505724,320.231,319.861100661,319.862,247.052,757.51762624,1586.36452255,296.815,0.905259,319.975387863,5.65303606428,258.352941083,1585,1585
181.84525984,146.017,97.9341219506,5.69580067011,-326.057,657.356199436,124.508372715,885.399712561,320.185,319.841338785,319.829,247.127,780.200929766,1110.53921998,337.662,0.898331,319.9501252,7.11297586273,250.624836057,1586,1586
150.91526793,146.074,758.419371541,5.56260361851,-325.98,639.740477059,89.6347700716,1643.99100594,320.165,319.838957607,319.832,247.149,286.18844068,3465.61662477,314.101,0.895446,319.921423643,5.89586972781,256.597589128,1587,1587
242.29233189,146.087,435.726491974,5.84056024583,-326.117,882.242187724,143.420651483,1199.72468762,320.117,319.782034985,319.772,247.198,767.645720147,2443.14279652,356.977,0.903444,319.883476149,5.87920779467,256.157600786,1588,1588
144.678058764,146.189,9.82923087926,5.76232729753,-325.944,602.445300121,88.6693367956,769.597987576,319.923,319.600640974,319.586,247.25,745.602170739,787.63557532,333.182,0.92324,319.692233561,5.55409585921,243.63662115,1589,1589
156.921999275,146.223,68.6140111717,5.47371757841,-326.215,544.521508124,120.76080265,813.536835433,320.285,319.954780513,319.95,247.29,738.11886881,937.181641435,289.894,0.913051,320.04817125,5.89241407257,247.137622858,1590,1590
182.639374598,146.243,253.329624549,5.74035321098,-325.41,766.108214326,114.763134551,986.138929504,319.548,319.175284699,319.189,247.344,752.985087004,1722.35603933,337.776,0.906093,319.281459133,5.63144906359,252.244557897,1591,1591
316.211963306,146.313,516.013290551,5.78036660287,-325.706,761.351213928,246.675185617,1045.89962858,319.724,319.394083506,319.382,247.383,710.759813731,3059.75715474,341.158,0.884589,319.492615643,7.1242683789,234.603889254,1592,1592
212.424675383,146.382,229.099189658,5.83566850288,-325.731,752.499898215,112.561632578,939.529059911,319.789,319.434156141,319.431,247.457,778.822564472,1689.71235354,353.99,0.911292,319.539023089,5.44390021365,246.941343846,1593,1593
163.993593125,146.433,211.332598325,5.78326076726,-325.172,671.884498849,93.9631720914,1035.52758126,319.285,318.921747476,318.913,247.518,760.661853087,1637.68300075,327.853,0.905919,319.013584008,5.89857395674,257.135731296,1594,1594
73.6867471482,146.445,187.445663846,5.62653500213,-325.76,404.824906687,46.2177047255,1052.83856162,319.711,319.385817742,319.382,247.563,802.156622233,1680.61575697,328.822,0.904627,319.483410613,5.62640004489,255.390730833,1595,1595
212.354001306,146.495,78.2791021975,5.58989284815,-325.761,947.816350087,112.262183563,864.204050316,319.761,319.43683727,319.422,247.632,767.255778853,1101.72899537,317.082,0.899909,319.519358109,5.71231210332,248.108022917,1596,1596
203.845742683,146.506,111.845279585,5.60985880691,-325.929,832.997035618,91.3966322062,920.775580227,319.908,319.585697193,319.583,247.74,766.961178683,1217.15795403,301.268,0.891006,319.666928134,5.80889729535,250.281504439,1597,1597
75.4428732875,146.527,70.0372643087,5.62438535813,-325.48,284.229553359,59.0926105308,1028.4097156,319.669,319.345843774,319.334,247.78,772.905863391,1147.44248965,320.814,0.902856,319.437768317,5.41177475807,255.483089613,1598,1598
163.882192109,146.558,213.393983683,5.77348850534,-325.388,856.119900639,66.7593660186,1106.15901043,319.379,318.991456303,318.991,247.812,758.959554923,1671.39921432,339.033,0.860114,319.103595729,6.29937368288,244.490089275,1599,1599
234.181840469,146.573,221.269865001,5.78351176753,-325.885,714.865750119,150.744371343,1362.06353716,319.707,319.35715091,319.338,247.871,942.142443364,1640.37792085,348.728,0.873994,319.46269323,6.56858754896,247.843545561,1600,1600
154.960219223,146.61,328.158661247,5.75244399822,-325.373,746.916212051,85.6845303311,768.964955192,319.382,319.032258416,319.022,247.922,186.561092149,1232.6008996,354.277,0.870074,319.129808721,6.842665612,219.294803481,1601,1601
99.5878547451,146.672,322.702446165,5.65536966113,-325.246,341.293569486,84.068955765,741.604179211,319.21,318.843970524,318.845,247.955,196.762204945,1102.93565758,325.658,0.872883,318.943402688,5.44171321526,219.352591737,1602,1602
128.402498098,146.714,304.915677823,5.743524913,-325.041,529.964110939,98.1050168573,737.435814761,319.074,318.749103732,318.745,248.013,187.966949401,1086.7439399,349.721,0.887901,318.84535565,6.88844054461,223.013582471,1603,1603
93.0108388565,146.769,179.84373394,5.79691926888,-324.938,514.43717124,55.1010724386,846.899217587,319.115,318.737392092,318.724,248.03,32.3509212254,979.500341135,333.786,0.892232,318.840586128,5.72209271562,240.976683221,1604,1604
132.380834781,146.82,76.1256485227,5.79631528926,-324.868,486.393626829,81.1742412531,991.453558394,318.916,318.572264312,318.57,248.068,892.665386351,1228.46030578,333.945,0.867055,318.684522989,5.55524125946,255.951296181,1605,1605
87.4385892752,146.871,205.458026459,5.6999735064,-325.383,363.467144581,69.0887030888,665.790821643,319.351,318.99173859,318.994,248.097,31.9002375841,936.389408603,341.007,0.866045,319.094231429,6.57320393718,220.419233316,1606,1606
187.472147731,146.92,90.7349685929,5.74805154555,-325.193,573.530237777,111.436014926,867.110333615,319.298,318.993054648,318.967,248.148,759.809595053,1110.33588611,326.893,0.890778,319.088077881,6.69423226094,247.329171105,1607,1607
210.021994222,146.995,214.720905316,5.91542771738,-325.205,737.286828653,129.829723074,1041.60475241,319.179,318.832039567,318.83,248.193,740.599749614,1719.19542074,341.174,0.887545,318.918352014,5.6447565624,253.909113034,1608,1608
138.319342199,147.022,278.389774493,5.78942481966,-325.704,605.451710609,92.8644996788,1085.44644636,319.642,319.341667661,319.329,248.267,760.187286265,2357.06947932,349.561,0.86467,319.415102091,6.97277263567,255.290333947,1609,1609
150.075020739,147.081,743.287888464,5.61578141136,-325.63,709.646037576,79.0552879362,1985.44834509,319.831,319.47417592,319.466,248.324,1070.33237314,3288.2492486,327.715,0.79857,319.574444757,5.79512360792,255.099971427,1610,1610
140.600876547,147.158,52.9655796255,5.86319155898,-325.308,531.096567641,99.6861890287,790.302217164,319.363,319.045733721,319.037,248.386,754.952392929,1055.50331107,348.545,0.879907,319.132430228,7.11082829193,246.136378807,1611,1611
151.014219107,147.183,480.301885084,5.6069612332,-325.475,540.268137783,85.5883647473,1165.84181272,319.498,319.191946279,319.172,248.437,470.975589259,3480.3023047,310.395,0.869945,319.273581761,5.43347959326,255.375304359,1612,1612
165.997029723,147.227,164.81328401,5.88656204915,-325.0,697.592090288,87.2008737974,1141.96533479,319.044,318.705249885,318.711,248.513,930.357137515,1843.65937083,352.548,0.869065,318.793931229,5.75910548839,260.637856213,1613,1613
170.29710001,147.247,211.353761429,5.70481414847,-325.439,635.010203436,89.1595560372,1184.89732007,319.369,319.033591422,319.032,248.57,943.366203553,1982.46904835,315.508,0.882866,319.108891022,5.59482136385,260.922540267,1614,1614
123.511859378,147.278,813.689826193,5.87737583157,-324.983,516.090595399,86.4456929947,1807.212484,318.826,318.496003202,318.466,248.661,978.952843782,3416.04892631,338.319,0.859675,318.580398365,5.87894083293,259.765296741,1615,1615
95.780440763,147.318,145.157769267,5.77284102844,-324.784,419.016593912,67.7844433669,945.487132153,318.768,318.413514884,318.413,248.679,760.412743347,1277.36835075,335.274,0.883624,318.501099738,6.92669348057,249.795760785,1616,1616
179.451129487,147.39,653.994238545,5.83598109067,-325.28,647.27746854,111.302671214,1023.93374123,319.457,319.090343329,319.085,248.749,450.661823528,3237.5859723,339.074,0.887354,319.186235999,5.74339716709,232.024543511,1617,1617
188.53425357,147.445,460.693827835,5.88309897269,-324.859,719.052730517,120.399914099,704.741070002,318.668,318.339380409,318.329,248.797,207.225868554,1881.78841295,332.439,0.871604,318.418566617,5.61675364909,200.330086104,1618,1618
134.619298951,147.492,452.179327476,5.81828410573,-324.339,562.176649759,99.4935698245,1082.11372888,318.317,317.952399071,317.954,248.84,471.731988936,1823.94673267,339.72,0.893158,318.04032392,7.37349947345,236.094416719,1619,1619
191.518549267,147.489,801.488213264,5.71433924388,-324.768,784.371045234,127.015416367,948.935468293,319.046,318.686796811,318.672,248.896,180.757734532,3327.18681236,319.639,0.891124,318.80298486,6.0285393387,198.638373318,1620,1620
101.195570191,147.521,6.27791504012,5.9058099829,-325.091,461.382249669,61.1581176893,198.165029186,319.164,318.785112116,318.789,248.937,183.443118419,210.664524931,349.799,0.874089,318.904372217,5.18021274589,121.861564963,1621,1621
105.41600251,147.621,279.670559982,5.67953826514,-325.072,528.758196276,63.565617862,543.770847601,319.081,318.724431926,318.707,249.023,191.809839136,907.451561019,312.377,0.889949,318.824317536,3.91111704138,195.208993609,1622,1622
185.046620076,147.637,18.342581029,5.81584281001,-324.334,718.188061481,91.1379841696,756.951801296,318.13,317.78800221,317.779,249.108,734.747401897,820.374847334,335.929,0.882587,317.891610748,5.79328749507,241.17272466,1623,1623
109.093226017,147.678,305.688899779,5.70174712622,-324.057,545.440757046,55.7488702738,487.341413329,317.856,317.528508415,317.527,249.131,194.956927233,1031.48690864,325.118,0.89302,317.612808379,6.75596883583,180.504523881,1624,1624
198.985084225,147.759,192.32888755,5.88958975564,-324.25,695.810561284,168.012713994,853.951131285,318.19,317.837328722,317.828,249.234,228.145895876,1191.66548638,360.881,0.88149,317.938696509,7.00413772299,241.18000758,1625,1625
266.752549028,147.811,963.078341388,5.7262966376,-324.689,731.192357996,198.70042086,1722.59142419,318.727,318.40922447,318.41,249.267,482.229277692,3494.84975562,328.891,0.882034,318.486461378,5.93527896935,249.865368233,1626,1626
191.242720487,147.803,378.269261353,5.71031903381,-324.328,608.178473148,132.237314225,1107.86837688,318.28,317.936777175,317.928,249.342,769.011279762,2103.39604327,319.499,0.841888,318.036090131,5.68303354823,251.829814782,1627,1627
221.978197474,147.875,129.277810493,5.87651509864,-324.472,613.706214912,167.824787027,882.521514265,318.404,318.070139496,318.049,249.428,759.961873899,1056.41122445,342.706,0.860921,318.151984972,7.44998807764,244.731727984,1628,1628
217.854154543,147.921,802.976855222,5.88544305279,-325.076,762.121764489,132.58429031,2701.11378166,319.0,318.704604571,318.703,249.489,1006.59371476,3478.35330391,366.101,0.84264,318.76780393,5.818326034,263.839327194,1629,1629
129.923043073,148.009,736.173502248,5.77027359352,-324.107,676.035281667,54.3170815536,1500.18746369,318.066,317.76124957,317.731,249.544,791.772100153,3291.51436093,324.128,0.846977,317.846988378,6.05332871357,248.15410981,1630,1630
180.399117719,148.043,1001.95110755,5.55914515328,-324.685,768.77324215,89.8622131815,2270.9954521,318.677,318.355792702,318.38,249.614,1097.97815932,3342.24445762,332.458,0.867421,318.42815266,5.6261901893,251.062075959,1631,1631
128.429385352,148.132,777.159322331,5.52068266887,-324.258,620.777590258,90.2689203835,2926.51534489,318.111,317.730961862,317.727,249.692,1366.93404456,3685.97541231,275.067,0.850348,317.827611587,7.06179065423,251.946554088,1632,1632
77.0256808963,148.152,481.647232287,5.82095221204,-324.658,333.136721139,44.4734195204,1746.34615795,318.359,318.043056024,318.022,249.764,1131.91136657,3216.27297865,337.006,0.863174,318.126342548,5.79095712655,262.526567088,1633,1633
161.245658496,148.212,515.594439575,5.57617926172,-324.98,601.006635144,95.7675648495,1191.18095307,318.994,318.67658145,318.669,249.833,85.4485466848,3009.05393736,324.71,0.864901,318.754684562,6.9908322459,240.728074727,1634,1634
223.577493131,148.257,972.053516863,5.68657634248,-324.841,725.98336771,146.321804001,2266.66348135,318.733,318.406638662,318.406,249.914,1057.15593161,3573.49508117,300.428,0.826298,318.479162964,5.74214579727,256.570105374,1635,1635
210.444817151,148.309,646.266609871,5.69860590086,-324.276,671.727579296,150.557161665,1090.96554066,318.144,317.855792319,317.837,250.0,30.0684881422,3345.68897411,342.555,0.875738,317.941346888,5.39396821877,231.819118638,1636,1636
196.628200705,148.394,1020.96209303,5.68230156225,-324.777,835.227631486,104.056932805,878.069694651,318.961,318.636683515,318.631,250.05,32.5986295648,3270.09324197,319.313,0.89837,318.713234523,5.39542221973,154.424432825,1637,1637
200.301539177,148.439,1108.78391202,5.89162637559,-324.295,764.495249418,111.654883032,1012.43885304,318.349,318.04981022,318.028,250.115,27.9564855276,3233.85413263,346.495,0.867938,318.131340569,5.83081057129,156.047214489,1638,1638
362.780949651,148.489,395.688948476,5.8651386795,-323.923,943.578363411,333.287679061,959.031382339,317.995,317.634692935,317.635,250.172,26.7277779268,1690.60559419,349.448,0.878281,317.724371062,6.70998260967,219.468830009,1639,1639
