StdEsReturn,PolicyRegParamNorm,StdReturn,AverageAbsQYDiff,AveragePolicySurr,MaxEsReturn,AverageEsReturn,AverageReturn,AverageAbsQ,AverageY,AverageQ,QFunRegParamNorm,MinReturn,MaxReturn,AverageQLoss,AverageAction,AverageAbsY,MinEsReturn,AverageDiscountedReturn,Iteration,Epoch
56.6905805814,33.3178,2.7732129411,0.936263123698,-44.0398,213.537550342,159.140006114,179.379137601,42.0463,42.0268542555,42.0224,39.4693,171.269814901,185.326720102,4.89113,0.793957,42.0299546933,23.2668768905,114.71797806,36,36
45.5569006586,33.7075,2.94235486558,0.962188580734,-45.754,195.792332853,154.893840105,182.100968941,43.7314,43.7114003812,43.7075,40.3161,174.808058565,186.920438132,5.13931,0.771761,43.7142308421,34.8039312791,115.723582921,37,37
53.7367620865,34.1585,3.37349127261,1.01796026535,-47.2854,221.172668609,150.715453875,178.340807338,45.2267,45.2050715251,45.2004,41.1388,169.644807589,185.15421957,5.57444,0.760181,45.208333381,43.6027574316,114.27621779,38,38
28.5689574174,34.5549,3.53291893135,1.0462835682,-48.888,205.832101257,168.618474624,175.028373151,46.7965,46.776057229,46.7715,41.9079,166.313271772,185.001486128,6.21225,0.772387,46.7785027495,102.937865743,112.944436357,39,39
25.8915286753,34.9644,3.38365880054,1.03142646149,-50.5437,204.92871994,173.416201522,181.922516315,48.4234,48.4003796952,48.3964,42.5681,173.936829897,187.317673595,6.22871,0.771552,48.4051751139,115.269232363,115.680307809,40,40
29.8840045998,35.3669,4.16950459865,1.08340242881,-52.2196,206.405994894,165.554538329,187.577820565,50.0583,50.0369178389,50.0322,43.3994,169.354325577,192.546080586,6.60459,0.776102,50.0404563662,111.718272124,117.977045942,41,41
75.0156940092,35.6616,4.13751045454,1.14012478136,-53.8617,203.055116004,133.115309644,182.770040495,51.709,51.686160259,51.6809,44.0749,167.533230545,192.630763247,7.98981,0.784922,51.6890418773,8.41318647048,116.141963897,42,42
53.9230724697,35.9221,4.03127397037,1.11159909644,-55.2584,181.51053449,123.967483544,177.503244735,53.1291,53.1052226742,53.1008,44.8084,167.089704988,184.625640888,7.44966,0.763084,53.109061112,48.4237358887,113.898305701,43,43
67.4165795445,36.2946,8.87741493813,1.13982914888,-56.8216,229.961488576,125.704276562,164.454264288,54.6425,54.6146756146,54.6109,45.4613,143.994600759,178.686692433,7.6063,0.74947,54.6181392097,33.6850866887,108.490142536,44,44
44.1535978195,36.5031,6.18699404003,1.20456639309,-58.3522,190.305177186,144.59268927,165.11693224,56.1408,56.1120918036,56.1081,46.1059,148.86339595,175.287160978,8.81104,0.73616,56.1158204814,32.5776733753,108.599506544,45,45
60.3806963204,36.7591,2.44108160141,1.23242686318,-60.001,188.487677184,119.387206997,181.968897441,57.7342,57.7101332035,57.704,46.7242,175.784877436,187.798042738,9.44251,0.705404,57.7128475125,9.72380935015,115.595923543,46,46
65.8412463485,37.0197,6.76748068014,1.20357102188,-61.3288,228.383462547,126.179284682,163.286001608,59.054,59.0219306441,59.0183,47.3896,152.971556933,179.253007561,8.57467,0.724887,59.0247004663,16.6307555024,107.605767866,47,47
56.2550557756,37.2578,4.448334732,1.3283134969,-62.6442,207.830376968,135.317689738,179.119719292,60.3474,60.3180921077,60.3093,48.0469,167.588004964,186.881352325,11.2418,0.715959,60.3226801365,20.5714101065,114.329595734,48,48
56.4110667903,37.4313,7.08218844448,1.34776695705,-63.9777,196.952597933,136.703618831,182.94385552,61.7436,61.7113834961,61.7061,48.6454,164.148456715,195.029070461,11.8374,0.742429,61.7147588017,17.3351937852,116.022975874,49,49
44.8380583021,37.6127,2.26318798787,1.30374262026,-65.4607,211.768284215,172.293348883,183.837479464,63.224,63.1975424242,63.1893,49.2647,178.352813851,190.741732804,10.391,0.705039,63.2006540365,30.9460332575,116.389002083,50,50
73.8511260196,37.5593,5.6552201614,1.33565293012,-67.0319,208.584011426,137.242500908,181.241997979,64.7217,64.6909916647,64.6885,49.8158,170.189599072,192.638533231,10.6623,0.74572,64.694773016,15.1108843461,115.408002447,51,51
77.2871581901,37.6527,5.21764950296,1.37675912684,-68.3272,227.429423282,120.192072817,224.315856176,65.7743,65.7430291942,65.7348,50.448,208.40324298,239.360377805,12.0082,0.630956,65.7472086933,12.3970152099,130.679019674,52,52
90.1077159191,37.9263,14.9624264348,1.44024466604,-69.9813,271.58077343,157.450366704,215.274817043,67.3041,67.270420557,67.2644,50.9685,185.390710531,269.511272648,12.1146,0.61625,67.2748602254,14.8319019418,127.595916596,53,53
67.997266085,38.1277,12.3105511976,1.48224237183,-71.9201,264.347437681,182.43566217,208.444283468,69.3387,69.3031900087,69.2965,51.474,162.358268133,244.29169961,12.9518,0.61802,69.3097896791,53.9563581316,125.683725609,54,54
62.3831004769,38.3364,6.97405245616,1.48600094952,-73.6167,245.552433392,157.780894539,231.986590151,70.9786,70.9420348103,70.9322,51.95,206.447692413,250.363673514,13.6272,0.491133,70.9501774452,7.70144530842,133.90851284,55,55
62.3285383288,38.4974,8.16734258924,1.5063511759,-75.1654,261.433847178,165.377431493,289.965850149,72.5887,72.551354288,72.5462,52.4483,269.076501225,301.878971926,13.1952,0.387377,72.5579054597,77.622379634,154.842167063,56,56
79.3522121481,38.7515,3.19021692279,1.602414832,-76.4538,272.756977515,193.98068271,309.29129512,73.8404,73.7999034547,73.7944,53.0616,300.605769119,318.262340164,16.5923,0.417851,73.8064862132,33.8481638021,161.107590109,57,57
66.5418366717,38.9258,36.2657646089,1.62855831152,-78.0578,352.80869952,201.670647007,220.480164033,75.3674,75.3233056871,75.3159,53.5113,184.891067496,324.963389133,16.1725,0.523183,75.3342617192,102.258851464,128.79732635,58,58
102.193887623,39.1435,26.5413854366,1.65938487275,-79.4594,323.397193591,182.637461,256.544727169,76.815,76.7521435903,76.7446,53.9654,186.177673074,296.03740707,17.6229,0.502326,76.7813601591,10.2591334589,142.953863213,59,59
94.7515292797,39.324,17.9074050694,1.63527523511,-81.0162,334.832234231,174.430897321,178.561175116,78.3706,78.3114218353,78.3017,54.4569,159.217275071,280.460962237,15.7597,0.562533,78.337009423,11.5738638006,114.254148761,60,60
46.2462644308,39.5265,47.4362992492,1.69681739344,-82.518,214.012820994,165.59344449,214.163990052,79.8236,79.7659987911,79.7578,54.9798,175.727192031,322.183541685,17.4949,0.573045,79.7917361149,58.2104194312,126.986613791,61,61
83.1566843109,39.7115,31.374717983,1.72250011314,-84.0273,359.835665295,186.92984398,202.0111487,81.2961,81.2379569401,81.2292,55.5319,166.168843213,244.146330946,19.0438,0.643112,81.2644549463,37.3383128112,122.937111785,62,62
74.4509125836,39.9244,51.5986414091,1.78484273149,-85.7929,293.824198555,156.432641487,239.186777802,82.8692,82.8124547971,82.8051,56.1049,190.479369008,365.362489994,20.6463,0.582155,82.8366541025,38.8488900148,135.685847219,63,63
72.6651257238,40.0567,58.450096582,1.71429890706,-87.3444,278.668236603,185.469890689,455.558761713,84.4335,84.3798460193,84.3682,56.6273,306.971488731,510.765001935,17.7675,0.637818,84.4006310401,9.38117913065,196.030730471,64,64
101.070157361,40.2707,42.6199285151,1.84888975746,-89.0919,356.466013996,186.809609185,279.321270932,86.0876,86.0245293624,86.0176,57.1593,174.132811461,472.905837794,20.7,0.608163,86.0507046179,19.6117478061,149.494147339,65,65
95.0213408712,40.5038,46.4313274021,1.93464691843,-90.8456,341.710525494,237.339398721,455.360220538,87.8481,87.7878471335,87.774,57.7085,352.056852125,554.973810903,22.6454,0.596447,87.815282916,20.9429562496,199.50796145,66,66
123.39106154,40.7303,36.8095709066,1.90599691721,-92.6514,344.967365199,178.693577571,264.959030207,89.5979,89.5408816508,89.5299,58.1828,203.427490016,380.169033735,23.4639,0.688159,89.5649524761,11.685560463,145.16346547,67,67
116.396223137,40.9701,66.5991112812,1.96403494114,-94.0328,383.998712567,152.693107129,277.933217669,90.9371,90.848250911,90.8353,58.7489,163.246166447,602.577681257,23.3937,0.593223,90.8976645057,13.221246671,148.560215881,68,68
59.2263453003,41.1386,19.3086750673,2.05164638316,-95.6926,252.195446943,183.788834045,261.290631882,92.7319,92.6539811051,92.6433,59.2939,238.59989893,310.79224596,23.7516,0.592886,92.6922317111,96.2213875815,144.37695328,69,69
137.063041597,41.3651,99.452606637,2.02909798698,-97.3549,399.303752997,205.988057369,301.777985981,94.2866,94.209748643,94.1985,59.8189,235.125381068,620.06643956,23.9162,0.635593,94.2439679972,7.62560483349,156.387531176,70,70
152.483502567,41.5777,47.1041311385,2.07515589967,-98.7344,503.012866943,251.147559502,481.442653901,95.6722,95.5783853903,95.569,60.3273,410.276386982,629.561798497,24.5913,0.654375,95.6218748797,12.5004057611,193.679029113,71,71
104.71467611,41.8397,38.9817889757,2.1657085157,-100.392,401.850887853,277.308876326,465.989271334,97.1728,97.0961339499,97.085,60.7552,326.790040768,536.497248564,28.3828,0.631923,97.1292068705,85.3310940566,201.796051812,72,72
152.150748777,42.0308,86.7907377557,2.16564685464,-102.199,544.352059757,282.938364172,498.615296722,99.014,98.9220926758,98.9107,61.2624,321.16658016,624.5166896,27.6161,0.673897,98.9636288116,95.000302648,206.223251368,73,73
121.912373881,42.2595,51.9734599575,2.24159304184,-103.925,343.345333237,230.85012585,446.451809369,100.645,100.55971201,100.551,61.7257,338.778611833,544.25578274,29.3676,0.664125,100.592391097,46.1487965795,190.922468441,74,74
135.093076614,42.4975,56.4322705096,2.28459733006,-105.643,387.091276214,185.653960233,367.433819281,102.32,102.248416987,102.233,62.2182,312.844633476,535.049730437,30.7122,0.641204,102.279962889,13.01470002,170.404074428,75,75
139.799818983,42.7123,19.4989370818,2.22771560801,-107.203,445.717825987,199.680787159,342.828102766,103.955,103.864365237,103.853,62.6239,312.926975106,418.446631165,29.2815,0.622255,103.897056578,4.79168383335,169.450233238,76,76
137.676411295,42.875,30.607514789,2.2952882101,-108.818,390.483815505,161.887544673,324.451230035,105.551,105.471518858,105.457,63.091,303.580451948,499.216126646,32.5761,0.662455,105.500324472,5.52876683781,165.181640352,77,77
135.029133979,43.1505,37.8975898481,2.40993233731,-110.46,396.825882152,217.670202827,349.477524475,107.078,106.992383601,106.978,63.5656,286.791480444,442.555418899,34.0259,0.634104,107.019970574,18.1281163867,170.268307497,78,78
107.850523458,43.3308,14.6053151257,2.46585901759,-112.157,340.151069645,160.27452696,349.285034193,108.695,108.61076346,108.598,64.0814,331.582945476,389.861560439,35.4763,0.577592,108.642415242,13.841329719,169.018909035,79,79
160.784238177,43.4862,31.6894590929,2.49173633435,-113.919,441.498462229,210.966707014,467.801636238,110.531,110.44549943,110.429,64.4774,370.207572202,515.923703727,37.171,0.59322,110.474889635,10.0409217121,193.585303423,80,80
148.169942253,43.6052,66.3503949229,2.54492812138,-115.625,492.628419513,183.176995133,399.334898427,112.071,111.985869062,111.971,64.9253,338.195020672,532.83856938,37.9323,0.597567,112.012648197,14.0652630025,181.729403258,81,81
149.4979535,43.757,16.9693346243,2.6561546894,-117.247,524.085829189,212.597280449,341.427193342,113.759,113.670649204,113.652,65.3993,306.096816871,380.846868909,41.3211,0.604176,113.700954231,24.4268455485,168.955638959,82,82
103.805521291,43.953,56.1696491775,2.60497860687,-118.689,371.640293856,247.266881641,384.687839346,115.141,115.037241983,115.024,65.8487,334.986208056,514.697319725,39.4735,0.587274,115.068689085,87.8643852533,179.745171451,83,83
134.657921904,44.144,38.5015209164,2.60462520175,-120.387,420.72299618,273.782639001,373.730659787,116.845,116.742157858,116.728,66.3442,351.70834414,544.907218661,41.0208,0.636932,116.777693797,13.1652490461,180.43631134,84,84
102.0531483,44.3616,74.6809729627,2.67016000485,-122.397,402.70243201,250.920272997,498.11024312,118.854,118.759829718,118.742,66.8739,333.564821263,584.766127981,40.6744,0.589907,118.782842871,79.1534300064,202.430339573,85,85
156.861014905,44.5177,152.159799476,2.70517239946,-123.818,558.112013369,318.776229962,319.09449082,120.158,120.059988931,120.045,67.3456,73.5327649583,533.276480996,40.4814,0.623809,120.090049213,99.3956999177,153.995380232,86,86
130.436709066,44.691,77.793522396,2.75810486755,-125.547,438.109436146,219.934550572,343.780402466,121.782,121.692366099,121.677,67.815,87.4532162322,378.24768973,42.9047,0.674091,121.716156731,62.1557803284,170.303982134,87,87
137.795978742,44.8885,79.8441562546,2.82357466446,-127.512,447.36390608,242.953841393,377.722812977,123.66,123.558362458,123.544,68.3061,82.0633454656,620.661238217,46.4825,0.675758,123.58466768,23.7919332673,177.736649578,88,88
138.921862878,45.0847,109.347540933,2.79895635509,-129.418,431.847183874,210.448578431,420.892775968,125.565,125.436093018,125.426,68.7626,328.065259246,611.359164438,41.4429,0.66761,125.467630492,10.5773717444,187.462683701,89,89
144.743170873,45.2646,87.1962002958,2.83814086304,-131.259,540.595943005,171.835963309,450.619174493,127.496,127.394052831,127.377,69.2748,67.7020795108,555.731553083,44.5954,0.668107,127.420746242,10.4190045781,193.670222753,90,90
126.768224024,45.4751,197.460690721,2.87596188072,-132.894,440.119337594,207.542149476,275.800225342,129.1,128.979594148,128.963,69.718,52.648334253,569.630577494,44.4221,0.706493,129.0104041,60.7981303327,131.616407191,91,91
169.848868042,45.6984,84.405680248,2.95323793424,-134.949,497.687212316,240.333685784,506.950000469,131.036,130.927814339,130.91,70.1355,332.199620004,616.48874031,51.7696,0.640584,130.956915211,29.9092836207,206.734311102,92,92
159.99516526,45.9615,62.08515532,2.91750530617,-136.661,489.68389001,238.782604185,388.043010468,132.812,132.693548424,132.684,70.5592,341.98002046,555.902922391,48.6465,0.639353,132.721270888,14.640503049,182.211792016,93,93
159.874165397,46.1382,167.381155946,3.04136010856,-138.258,471.208001528,262.531954422,366.327269441,134.282,134.167578239,134.149,71.0344,61.8388998138,633.388779515,50.9831,0.658749,134.198820027,61.1947803467,167.55297303,94,94
112.490566578,46.2813,73.9392760238,3.03584026294,-139.973,415.000660322,220.328228777,476.363058347,136.04,135.922760634,135.906,71.4369,354.341224304,614.738944411,55.0907,0.654272,135.957336189,91.829464439,194.179137572,95,95
198.725940049,46.4589,41.5804935193,3.13847194974,-141.753,547.996508151,250.936801217,508.141669667,137.841,137.698943306,137.687,71.8572,382.007977762,602.391753137,55.211,0.655343,137.734266756,11.0227775974,201.913600523,96,96
196.787575264,46.6952,25.8841798605,3.04477005846,-143.504,562.957740508,274.242858735,532.528089991,139.565,139.417302791,139.407,72.3073,468.944296745,615.829093033,50.3298,0.660306,139.463428501,12.0601517257,209.553239175,97,97
151.628509422,46.8573,68.3424023408,3.14845732843,-145.186,515.934748021,210.856257259,515.840911839,141.231,141.083572548,141.062,72.7444,420.722708561,744.402224776,54.6097,0.650734,141.130745413,16.3352558713,192.302105435,98,98
189.778818477,47.0262,34.2182662829,3.22394834042,-147.044,606.460660663,270.052155784,475.077949093,143.018,142.868108523,142.86,73.1003,415.65500099,536.055524089,54.7809,0.613409,142.907877214,35.3304058541,188.583797153,99,99
149.820329049,47.1643,77.7478587524,3.23981683896,-148.821,429.734845337,169.065031014,531.216230883,144.625,144.473364956,144.461,73.5514,456.375783457,862.11519601,57.1283,0.657187,144.514709236,8.67158155802,205.169412706,100,100
218.395020042,47.3146,139.411432613,3.2671617838,-151.066,635.941808566,300.308497162,564.743426582,146.894,146.747940798,146.731,73.9219,202.040551936,1151.90705948,58.9881,0.679319,146.794536282,19.7992450855,195.289332082,101,101
167.220769231,47.4696,242.815381225,3.29157538712,-152.939,655.559152643,381.31020383,606.65320794,148.714,148.55551441,148.539,74.3186,141.981405389,1078.34977542,59.4927,0.666496,148.595274952,105.372974056,183.404589793,102,102
168.579968837,47.6472,192.704764667,3.47857785598,-155.028,544.813658159,240.79000902,595.338701274,150.694,150.564046297,150.542,74.7529,166.140768505,980.065624912,67.2046,0.68089,150.601396987,52.3946792765,199.823589262,103,103
159.814858304,47.8261,58.1802921229,3.43169507959,-157.438,510.997504879,257.235465631,625.889095074,153.134,152.971986789,152.964,75.1822,465.188152904,703.12242866,67.588,0.641385,153.014357538,56.421160705,231.789990809,104,104
196.522549364,48.0363,98.926465355,3.54098036231,-158.957,607.202690041,278.162614874,525.660955212,154.474,154.322525015,154.31,75.5283,308.150549363,779.599755997,68.2845,0.680538,154.367357303,16.9726139071,194.866486586,105,105
150.082117322,48.2424,136.458212752,3.55337009376,-161.448,523.604233899,219.955951984,555.042000382,156.914,156.766895003,156.747,75.9187,302.011542531,1064.12852087,70.2727,0.705467,156.806412537,33.5711203008,188.714539779,106,106
151.103261653,48.4136,119.407390268,3.7822711128,-163.243,464.715547524,292.673956683,639.940027643,158.613,158.441767546,158.429,76.402,278.7621496,964.650963816,78.8636,0.606853,158.480544073,24.3365889313,220.398733115,107,107
126.419742421,48.5663,233.002090277,3.73612077466,-165.289,448.40031868,226.620726554,723.10007347,160.531,160.366551365,160.348,76.7551,361.620799278,1209.23826103,77.884,0.70582,160.418940414,81.0131701124,202.287832197,108,108
233.789159002,48.7021,153.994284843,3.66112091394,-167.902,625.663756098,291.565216927,447.352906691,163.206,163.020543064,162.999,77.071,291.140753695,771.196626946,69.5518,0.767003,163.086127058,20.4815790997,171.542321378,109,109
114.486263396,48.879,70.7761379134,3.74403877424,-169.839,384.501801865,253.895472438,494.268811122,165.121,164.915298891,164.906,77.4488,406.617614241,603.22853067,77.3917,0.694472,164.987484225,64.2610168068,203.792629864,110,110
255.193021189,49.0052,97.3652353318,3.76625909318,-171.887,662.11567797,302.473779392,470.182949185,167.235,167.04348913,167.025,77.7981,279.755838808,612.773584524,80.4912,0.746383,167.113434292,8.29941042142,196.622517452,111,111
157.149599035,49.168,64.8212728176,3.94733320872,-173.756,714.495237138,344.310529337,486.039871217,169.031,168.839444865,168.821,78.1539,247.819297301,626.228526258,86.5165,0.73933,168.923695484,167.969367459,202.65734009,112,112
214.829848681,49.3619,124.255927155,3.96997697416,-175.652,698.77707128,342.71563627,431.068263155,171.012,170.805299519,170.789,78.5262,283.758158903,642.161849538,87.641,0.745968,170.878232359,39.087605306,186.85985528,113,113
242.176924406,49.5127,133.937076591,3.93177887282,-177.538,646.274934897,364.841277641,361.842358296,172.991,172.773719925,172.755,78.8564,235.932761714,805.740164066,81.7691,0.690333,172.859054277,27.3260419442,166.778172888,114,114
191.253990515,49.6447,51.9875515903,4.07974593293,-179.932,615.472471335,352.0645029,489.679788205,175.19,174.969014625,174.955,79.159,386.082130328,587.779885415,97.0665,0.745274,175.051706696,113.911320879,207.18013853,115,115
151.476738544,49.7811,45.6253733588,3.93077769966,-182.327,603.417832804,290.322318228,611.649826316,177.485,177.289364454,177.273,79.5212,469.390327907,670.666031394,88.3518,0.712238,177.37043186,73.6197356326,224.53632694,116,116
136.361465753,49.9516,43.6962065567,4.01652166737,-183.694,455.150524615,274.306148593,534.913865401,178.898,178.677941958,178.666,79.9014,449.478465142,624.838147276,90.5538,0.713767,178.772207975,55.5222686404,215.389795393,117,117
202.800926449,50.1256,80.001918832,4.20613420813,-185.483,624.132459265,308.353717075,571.649769367,180.787,180.575173586,180.546,80.2588,438.745694748,671.949608127,101.442,0.697223,180.665026865,50.0778986103,208.839626289,118,118
198.773702804,50.2423,231.743687557,4.03538284632,-187.648,597.635562194,306.670556546,577.78582449,182.907,182.667204257,182.65,80.5881,314.735855252,1212.64569019,86.5046,0.638063,182.781045496,61.7998895991,195.764572866,119,119
139.078003329,50.3843,106.566038219,4.18437085219,-189.621,530.496335645,308.842165225,654.534083865,184.828,184.562102576,184.548,80.913,322.490634672,927.53110897,96.4759,0.651788,184.696454125,54.5637098471,217.85958455,120,120
176.088521584,50.5643,92.7203260089,4.17560349041,-191.728,564.846213065,241.000873144,487.903477562,187.025,186.765195956,186.748,81.266,395.563414144,710.801420355,96.7105,0.687909,186.879746428,17.6785060588,190.259794591,121,121
141.67589349,50.7116,78.4193761908,4.32393384822,-193.321,472.349738438,274.427322097,625.590845065,188.52,188.270601279,188.257,81.6547,403.010765081,679.770752901,103.021,0.686213,188.376750813,45.3587734164,225.091448097,122,122
137.035485005,50.8943,13.3783223286,4.24029608654,-194.621,503.456676088,277.005537223,628.535198606,190.034,189.826948581,189.803,81.9863,578.871606508,647.374038013,101.857,0.70087,189.928763933,91.5860482103,233.584728271,123,123
214.887889478,51.0671,44.3697094717,4.25678058223,-196.125,600.179847243,304.076993668,491.312899485,191.572,191.331175465,191.321,82.2754,377.764741786,646.98890632,104.845,0.650083,191.434705697,10.174336184,199.621163036,124,124
122.528283309,51.2799,31.6748474169,4.35196728963,-197.736,490.223935549,305.880060431,553.312882558,193.239,192.994345933,192.977,82.5923,441.783542001,595.100569317,109.196,0.731761,193.107427088,65.7165773757,214.883750434,125,125
174.11018831,51.46,23.6545393365,4.24083087298,-199.058,594.525200012,349.359454213,433.979076192,194.586,194.321910061,194.304,82.8881,393.077734475,481.321734035,97.6359,0.779164,194.448234214,25.4234578392,194.650047805,126,126
172.18881907,51.648,16.1370513189,4.22355312532,-200.452,570.733887054,268.053887186,436.314497166,195.987,195.709357089,195.694,83.2047,412.001755178,489.162117687,94.0124,0.725449,195.844577962,6.04770378858,195.708011628,127,127
