PolicyRegParamNorm,StdReturn,AverageAbsQ,AverageDiscountedReturn,Iteration,MinEsReturn,AveragePolicySurr,AverageAbsQYDiff,QFunRegParamNorm,AverageReturn,AverageQLoss,AverageQ,AverageAction,MinReturn,Epoch,AverageY,MaxReturn,StdEsReturn,MaxEsReturn,AverageAbsY,AverageEsReturn
13.1533,0.0662569458543,0.595408,-7.81947782714,30,-13.9911272747,0.599338,0.0176092260495,15.4994,-8.09691987388,0.000889497,-0.595397,1.0,-8.26427891052,30,-0.595471586351,-7.93986076926,1.77089810662,-0.595349661116,0.595497870963,-7.38574962218
13.1533,0.0645577172908,0.595338,-7.81773172888,31,-11.5305456337,0.598172,0.0172852590017,15.7579,-8.09510416486,0.000842139,-0.595316,1.0,-8.25624528333,31,-0.595404056254,-7.9217241366,1.50392206027,-3.18122867107,0.595428330699,-7.0988262527
13.1533,0.0643431964531,0.596925,-7.81502527421,32,-11.9424361454,0.599478,0.0165593855136,16.0492,-8.09228738942,0.000767201,-0.596916,1.0,-8.24578117616,32,-0.596971570619,-7.94344366947,1.63576095642,-3.83370486344,0.596991319134,-7.46337570263
13.1533,0.0638944222403,0.597036,-7.81992031955,33,-13.8755002963,0.599535,0.0157953310747,16.3457,-8.09737280771,0.000620512,-0.597028,1.0,-8.24501688023,33,-0.59707492041,-7.9364934834,1.63314545357,-4.04518516713,0.597089151164,-7.40413507912
13.1533,0.0648508235491,0.596546,-7.81335506297,34,-13.6270388147,0.598718,0.0160807817655,16.6487,-8.09054534783,0.000760973,-0.596527,1.0,-8.25456456402,34,-0.596570765254,-7.93953156575,1.7444082843,0.63738247179,0.596597885869,-7.52090125285
13.1533,0.0641837796914,0.595402,-7.81338210347,35,-14.2408427172,0.599314,0.0159535407011,16.9428,-8.09059440087,0.000675191,-0.595384,1.0,-8.23901656298,35,-0.595438208355,-7.931041683,1.71293475692,0.242974533706,0.595456497763,-7.26572718729
13.1533,0.0633026065795,0.596075,-7.81761256729,36,-11.8449013033,0.601914,0.0158100957423,17.2217,-8.09497739181,0.000718282,-0.596061,1.0,-8.24103465431,36,-0.596128212199,-7.93617173004,1.4441911338,-3.54272742294,0.596153774261,-7.1607768008
13.1532,0.0636524939051,0.594287,-7.81478024304,37,-11.353753581,0.598312,0.0154353957973,17.5093,-8.09203786589,0.000688825,-0.594269,1.0,-8.2500806465,37,-0.594295989549,-7.93200293768,1.3522026615,-3.79828703811,0.594325657712,-7.06493227681
13.1531,0.0632317948105,0.59554,-7.81301722604,38,-12.2331726997,0.599527,0.0166314638277,17.7886,-8.09019700507,0.000905678,-0.595533,1.0,-8.23946193276,38,-0.595614553566,-7.94012030838,1.686731437,0.298304260755,0.595642176299,-7.22079772189
13.1528,0.0636733511249,0.593072,-7.81359543228,39,-12.03076621,0.596707,0.0153851244388,18.0658,-8.09081053253,0.000702241,-0.593062,1.0,-8.25667126983,39,-0.593112945837,-7.94432631902,1.61828854673,-2.4627311423,0.593133657634,-7.29719393097
13.1527,0.0656332007257,0.592076,-7.81547728584,40,-14.3654104937,0.59798,0.0146059225095,18.2654,-8.09275746357,0.000635788,-0.59207,1.0,-8.24264442678,40,-0.592100939999,-7.93339360635,1.66710578001,0.559152725921,0.592120395726,-7.06468996367
13.5796,0.0639173138351,0.594697,-7.81269902671,41,-13.5128772003,0.600353,0.0141177111787,18.5261,-8.08988288609,0.000573744,-0.594691,1.0,-8.24912050088,41,-0.594702659727,-7.92885182012,1.92897641224,-3.15259225071,0.594720297471,-7.36849463369
13.5796,0.0627234510131,0.595608,-7.81521810317,42,-13.9669420714,0.601084,0.0147289452595,18.7636,-8.09248853509,0.000636779,-0.595597,1.0,-8.25848601902,42,-0.595642533938,-7.92697310937,1.89919886862,-2.62804946535,0.595653420168,-7.36133250637
13.5796,0.0630441317493,0.59584,-7.81260832388,43,-14.8879472592,0.601037,0.0153149127325,18.9911,-8.08978319848,0.000816773,-0.595836,1.0,-8.23734686984,43,-0.595895016028,-7.94475731357,1.723207427,-3.86958704892,0.595920215548,-7.36776396151
13.5796,0.0644257421909,0.594011,-7.8186662333,44,-12.5301954978,0.599649,0.0135733812584,19.1639,-8.09607590623,0.000567966,-0.593998,1.0,-8.25637429389,44,-0.594016205966,-7.94757331411,1.62719917935,0.0758631347959,0.59403605274,-7.55456210543
13.5796,0.0649257358934,0.596649,-7.81588950196,45,-14.1033386525,0.601371,0.0142740055994,19.3709,-8.09320416763,0.000627203,-0.596644,1.0,-8.25183585517,45,-0.596673031191,-7.93556216989,1.69204385291,-4.22652271725,0.596686805545,-7.59196606296
13.5796,0.0634775224476,0.596787,-7.81589302054,46,-13.6816758774,0.600902,0.0143442994102,19.6061,-8.09320140504,0.000688879,-0.596779,1.0,-8.24808968262,46,-0.59679920118,-7.93389176564,1.75129081286,-3.56189201312,0.596813713015,-7.49267638093
13.5796,0.0638746872237,0.596319,-7.81728490739,47,-13.3662620758,0.601813,0.0146023759474,19.8054,-8.09463253274,0.000728978,-0.596313,1.0,-8.25831284324,47,-0.596381425298,-7.93970960488,1.51280075167,-3.66403844905,0.59640126465,-7.01921639008
13.5796,0.06465916417,0.59652,-7.81826780698,48,-14.1042794389,0.601196,0.0139823543397,19.9999,-8.09565861198,0.000612098,-0.59651,1.0,-8.26078977239,48,-0.596514188711,-7.93268791072,1.77849344168,-3.60001376891,0.596536223563,-7.4854524375
13.5796,0.0652078281537,0.59379,-7.81627129243,49,-14.0278959364,0.599355,0.0140826085324,20.2069,-8.09358191584,0.000673671,-0.59378,1.0,-8.26276744199,49,-0.593806028131,-7.933912717,1.80213613723,0.550316708463,0.593835269646,-7.41611881035
13.5796,0.0644843155943,0.594802,-7.81360673436,50,-12.5028170075,0.600485,0.0143135630773,20.4083,-8.09081040072,0.000699921,-0.594798,1.0,-8.24919969612,50,-0.59481876793,-7.93102703987,1.562803374,-2.6500707643,0.594843270527,-7.2420844509
13.5796,0.0648711473324,0.594005,-7.81497697965,51,-13.5850155253,0.599221,0.0143472804759,20.6572,-8.09224327042,0.000697022,-0.593997,1.0,-8.24732247929,51,-0.594041220832,-7.930982398,1.60039138234,-3.48453978487,0.594060856495,-7.32517702543
13.5796,0.0650452634393,0.594962,-7.81491269689,52,-14.8824948566,0.601925,0.0133657892771,20.8172,-8.09217100483,0.000516574,-0.594958,1.0,-8.25542016477,52,-0.594979777938,-7.94401371131,1.60469370756,-4.1124214375,0.594995595156,-7.37794180822
13.5796,0.064750175274,0.595413,-7.81519219934,53,-13.4140273656,0.600432,0.0143108801404,20.9922,-8.09245451407,0.000705858,-0.595411,1.0,-8.25518346307,53,-0.595412033305,-7.94081378986,1.66799424795,-2.41542654532,0.595434224888,-7.43191518929
13.5796,0.0646776919728,0.595752,-7.81521056395,54,-12.8053952808,0.601721,0.0142442455015,21.1822,-8.09247353429,0.000772411,-0.595745,1.0,-8.23870191302,54,-0.595813012293,-7.93668806564,1.57922333027,-0.743532886783,0.595845043059,-7.59692223539
13.5796,0.0625098694212,0.597354,-7.81648570179,55,-13.3318155241,0.602922,0.0130234523554,21.3519,-8.09380789196,0.000563692,-0.597349,1.0,-8.24977383714,55,-0.597340829955,-7.94829466353,1.64034749528,-1.23502558039,0.597361660223,-7.19843963937
13.5796,0.0624379230373,0.593546,-7.81441419216,56,-14.0395980335,0.59885,0.0139176919239,21.5554,-8.09164874128,0.000718597,-0.593545,1.0,-8.24678077003,56,-0.593561795416,-7.94422994564,1.68885828428,-3.00744152591,0.593586731321,-7.43925949527
13.5796,0.0645840328524,0.594526,-7.81530131041,57,-12.5510328888,0.601055,0.0138787435357,21.7357,-8.09257275282,0.000778332,-0.594522,1.0,-8.24903920689,57,-0.594552999182,-7.93759583415,1.64599713119,0.508137997154,0.594584574773,-7.15475449839
13.5796,0.0645096819127,0.594838,-7.81221391598,58,-12.7450026941,0.599218,0.0138197695834,21.9177,-8.08936777654,0.000708915,-0.594836,1.0,-8.24871719264,58,-0.594820966928,-7.92196519469,1.65407568766,-3.68331580132,0.594836656711,-7.416692218
13.5796,0.0649713805153,0.593165,-7.81554304008,59,-12.4492227173,0.599074,0.0138076374361,22.0999,-8.09283021929,0.000690127,-0.593162,1.0,-8.24928455808,59,-0.593208479089,-7.92707897644,1.58176465916,-0.218791604721,0.59324490597,-7.28943698515
13.5796,0.0646855449042,0.596291,-7.81501201636,60,-12.1833067902,0.602877,0.013232967883,22.2574,-8.09228367363,0.000587034,-0.596282,1.0,-8.25710683939,60,-0.596286803418,-7.92416676231,1.31566931901,-3.0563016798,0.596315018848,-7.03716181738
13.5796,0.065355836628,0.596289,-7.81496093497,61,-11.9209212008,0.602168,0.0130079027097,22.434,-8.09221500256,0.000556362,-0.596285,1.0,-8.26671783442,61,-0.596296874851,-7.93319308712,1.50369322087,-0.988403195791,0.596317510863,-7.25747895159
13.5796,0.0646743558382,0.593999,-7.81319342809,62,-12.2130238225,0.601227,0.012836670353,22.6253,-8.09039195802,0.000507019,-0.593985,1.0,-8.24856207387,62,-0.593997507008,-7.93255962164,1.41955204994,-3.59971601534,0.59402048083,-7.25387003486
13.5796,0.0645165336114,0.594991,-7.8136919937,63,-11.4451582757,0.602089,0.0132548795004,22.7969,-8.09089962409,0.000592291,-0.594979,1.0,-8.25910756036,63,-0.594979025107,-7.92901059136,1.55380759305,0.652027260942,0.595006281195,-7.14016514906
13.5796,0.0655015376807,0.59515,-7.81645360299,64,-13.1391429478,0.600883,0.0136414768949,22.978,-8.09378102397,0.000709128,-0.595149,1.0,-8.25283558389,64,-0.595174394295,-7.94258902176,1.71798029806,-3.06954969428,0.595192860431,-7.54485886048
13.5796,0.0641769014948,0.596815,-7.81625483906,65,-11.7077829323,0.603612,0.0127487439113,23.1674,-8.09355882309,0.00055589,-0.596809,1.0,-8.25204619647,65,-0.596826604081,-7.93867138223,1.59728945126,-0.0490806737037,0.596847037655,-7.37729871213
13.5796,0.0659672647112,0.596006,-7.81235808755,66,-12.7228359903,0.602725,0.0129950399195,23.3224,-8.08952445198,0.000571954,-0.596004,1.0,-8.25488839981,66,-0.59600038772,-7.93238203468,1.47387013331,-4.33016948484,0.596024314975,-7.51683428253
13.5796,0.0632902355155,0.594352,-7.81359601942,67,-14.5650940967,0.60146,0.0130529182294,23.4978,-8.09080232768,0.000629391,-0.594349,1.0,-8.25557250458,67,-0.59436290229,-7.93900916366,2.07209139352,-0.239618370912,0.594386874742,-7.48996765579
13.5796,0.0639119232873,0.596503,-7.81267921206,68,-13.142283588,0.603817,0.0127441220455,23.6747,-8.08984976619,0.000540524,-0.5965,1.0,-8.25055849902,68,-0.596534022714,-7.93407847083,1.74173559659,-1.42310846984,0.596563719617,-7.38542941061
13.5796,0.064596333786,0.596185,-7.81481310393,69,-12.0774383063,0.603549,0.0129294208092,23.8559,-8.09207369371,0.000627515,-0.596176,1.0,-8.23488695965,69,-0.596154403959,-7.92660499718,1.62278326027,0.753908080819,0.596173956715,-7.18494069381
13.5796,0.0625295826971,0.59671,-7.81542165461,70,-12.2005746447,0.603451,0.0128972205176,24.0198,-8.09270162576,0.00058402,-0.596707,1.0,-8.25485103342,70,-0.596736093661,-7.93434440129,1.61973937379,-3.17016983145,0.596751256047,-7.14873629235
13.5796,0.06515022877,0.596757,-7.81838713448,71,-14.5834802634,0.603624,0.0121707003101,24.157,-8.09578877636,0.000486801,-0.596749,1.0,-8.2416372268,71,-0.596733432163,-7.91832649399,1.66012888766,-2.98526247189,0.596746605879,-7.52444742798
13.5796,0.0650700380156,0.596481,-7.81793377332,72,-13.3954689016,0.601867,0.0129244884528,24.3235,-8.09530237947,0.000618922,-0.596474,1.0,-8.2481394759,72,-0.59651613243,-7.93107510911,1.56586776901,-3.40545609831,0.596549170695,-7.34884754461
13.5796,0.0648393080906,0.595038,-7.81781764192,73,-10.7743948231,0.60202,0.0125998818658,24.4441,-8.09518806114,0.000589417,-0.595037,1.0,-8.24818113439,73,-0.595004963864,-7.92769772494,1.49802532124,-3.28861597219,0.595032586486,-7.24143109369
13.5796,0.0639817678674,0.595379,-7.81692230171,74,-12.344572954,0.602352,0.0133269130363,24.5833,-8.09425478515,0.000763991,-0.595375,1.0,-8.24732961719,74,-0.595385561628,-7.93088937587,1.65679483169,-1.29918465622,0.595415327504,-7.40380205162
13.5796,0.0654213657877,0.594439,-7.81450927029,75,-12.4377530199,0.601638,0.0126547170994,24.736,-8.09175216636,0.000593692,-0.594434,1.0,-8.242732734,75,-0.594432147809,-7.93556926585,1.75120976055,-1.2126458656,0.594460493805,-7.33063368058
13.5796,0.0644094139293,0.593348,-7.81487348009,76,-14.6275521292,0.600504,0.0126097830008,24.8605,-8.09213973724,0.000543458,-0.59334,1.0,-8.26238831374,76,-0.593353374177,-7.92893736342,1.69632939633,-3.69159222032,0.593368523489,-7.57243772051
13.5796,0.0657737895593,0.59346,-7.81737393162,77,-13.8421094258,0.600116,0.0128791286952,25.0069,-8.0947399951,0.000602535,-0.593457,1.0,-8.25103249771,77,-0.593476983315,-7.94159676811,1.85459320583,-2.03860056914,0.593500730064,-7.52135594174
13.5796,0.0637406712043,0.591304,-7.81591195066,78,-13.3833434811,0.598595,0.0120710708816,25.1364,-8.09320639033,0.000511938,-0.5913,1.0,-8.24804948062,78,-0.591298251754,-7.9432732815,1.64557029508,-3.17358525591,0.591327587578,-7.17498159712
13.5796,0.0646193038204,0.592809,-7.81458240764,79,-14.6945039032,0.599299,0.0122898671705,25.2619,-8.09182766261,0.000490107,-0.592802,1.0,-8.26041239276,79,-0.592807502891,-7.93136017913,1.59748092045,-3.59346342605,0.592827691437,-7.22429684562
13.5796,0.0657207949725,0.591124,-7.81503768657,80,-14.1637698408,0.598689,0.0126272173365,25.4028,-8.09230201253,0.000612517,-0.591123,1.0,-8.24073879212,80,-0.591147468502,-7.93624049854,1.73546567378,0.638261296733,0.591176837907,-7.49912350188
13.5796,0.0649067835043,0.590667,-7.81316487893,81,-12.530987619,0.598851,0.0124052476591,25.5233,-8.09036338228,0.000594851,-0.590659,1.0,-8.2541872316,81,-0.590670375722,-7.93112926853,1.51477460375,-4.3192838982,0.590697324505,-7.30229822147
13.5796,0.0641964943666,0.590811,-7.81372370303,82,-13.093672174,0.59857,0.0122961125681,25.6558,-8.09094882931,0.000612647,-0.590806,1.0,-8.24850364095,82,-0.590770682511,-7.93321124844,1.72068517771,0.877865077138,0.590803387001,-7.27977997592
13.5796,0.0643938600421,0.593977,-7.8133203551,83,-11.1227502126,0.602557,0.0126542396261,25.8014,-8.09052370944,0.000685963,-0.593975,1.0,-8.24950955137,83,-0.59399017968,-7.93113823817,1.37224677367,-3.34125936144,0.594022340757,-7.15110758773
13.5796,0.0664133784466,0.591832,-7.81547044487,84,-11.881627236,0.599533,0.0122071774381,25.8882,-8.09275240449,0.000572409,-0.591825,1.0,-8.25569399561,84,-0.591868396215,-7.9344111022,1.70228259679,-0.54076931248,0.591893021333,-7.37489653394
13.5796,0.0646583114972,0.592234,-7.81616055318,85,-12.1009171126,0.599683,0.0116081264853,25.9821,-8.09347193548,0.000451754,-0.592228,1.0,-8.25204579598,85,-0.592211619391,-7.94414624405,1.76842525679,0.60125404836,0.592233586378,-7.38238751048
13.5796,0.064961888975,0.589726,-7.81259224105,86,-12.5454202213,0.597428,0.0127988462905,26.1614,-8.08976210395,0.000717953,-0.58972,1.0,-8.25471797771,86,-0.589733753397,-7.93534138302,1.34880662499,-4.36550291342,0.589767019101,-7.58956074394
13.5796,0.0648830742684,0.592709,-7.81135176824,87,-12.9978310592,0.60057,0.0120467702744,26.2616,-8.08847765594,0.00057151,-0.592707,1.0,-8.24749890428,87,-0.592711382045,-7.93774090657,1.66446884654,-1.49431091226,0.592741152511,-7.07787475892
13.5796,0.0629230097913,0.590634,-7.81519370103,88,-11.4270165793,0.598956,0.0126238932276,26.3769,-8.09246422091,0.00063663,-0.590623,1.0,-8.25272756121,88,-0.590621312592,-7.93859719032,1.65149037922,-1.25217512064,0.590647742158,-7.3910322163
13.5796,0.0642697315882,0.590544,-7.81825289105,89,-12.813140717,0.59865,0.0118934044188,26.4708,-8.09563579976,0.000540011,-0.590535,1.0,-8.25504709248,89,-0.590536809811,-7.92752538054,1.67346693418,0.765856833775,0.590569145968,-7.09642519666
13.5796,0.0647209258021,0.591695,-7.81848549377,90,-13.2897324316,0.59971,0.0118420413117,26.5897,-8.09587880033,0.000518279,-0.591686,1.0,-8.25640594384,90,-0.591692186708,-7.93996777442,1.65973366566,-2.36866077867,0.591723825385,-7.33864873656
13.5796,0.065250865544,0.592849,-7.81753796553,91,-12.5394192071,0.600868,0.0124608409001,26.7331,-8.09489987873,0.000654956,-0.592843,1.0,-8.25734287827,91,-0.592877317716,-7.92644834439,1.53718531124,-0.0307796282109,0.592908245818,-7.26526757954
13.5796,0.0643692110644,0.592062,-7.81746928791,92,-12.4982018635,0.599517,0.0114574804838,26.8227,-8.09483314928,0.000505688,-0.592055,1.0,-8.26024927564,92,-0.592033486591,-7.94139457287,1.79394613512,0.655384159189,0.592060758396,-7.34061092767
13.5796,0.0647359844965,0.591555,-7.81553344736,93,-15.054546928,0.599879,0.0118599615124,26.9024,-8.09282089625,0.000520602,-0.591551,1.0,-8.2384287875,93,-0.59154205896,-7.92154567133,1.5676601316,-1.22331334195,0.59156000764,-7.18285116145
13.5796,0.0653425370757,0.588107,-7.81402301291,94,-14.2727937774,0.595759,0.0121427223492,27.0515,-8.09124918825,0.000535459,-0.588105,1.0,-8.2496665533,94,-0.588125891052,-7.93410710404,1.60941786177,-0.98230851446,0.588149495175,-7.27281705687
13.5796,0.0648941047417,0.588012,-7.81492781308,95,-14.0478229277,0.596144,0.0122661891148,27.1825,-8.09217620819,0.000587024,-0.588005,1.0,-8.25361043415,95,-0.588015728349,-7.93081218273,1.77883007934,-3.79392274871,0.588050735799,-7.57389359582
13.5796,0.0668247077442,0.592009,-7.81261968073,96,-12.4132114184,0.600131,0.0121813198052,27.3355,-8.08978742807,0.000586526,-0.592005,1.0,-8.25343126812,96,-0.592006184958,-7.93249909601,1.78018777486,0.673661394077,0.592021136304,-7.30178830116
13.5796,0.0633966747307,0.590007,-7.81438905217,97,-12.651993436,0.597507,0.0126247146177,27.4346,-8.09161766467,0.000706804,-0.590006,1.0,-8.25060140645,97,-0.590027817926,-7.93740660097,1.72363075722,0.373136461577,0.590060535603,-7.26512509661
13.5796,0.0642982199363,0.588817,-7.81793330912,98,-13.4824230974,0.596157,0.0120118043348,27.5105,-8.09530511371,0.000687363,-0.588813,1.0,-8.24827857796,98,-0.588818591439,-7.93735824866,1.51063060361,-4.2963544607,0.588851730622,-7.23820847854
13.5796,0.0631290237111,0.590433,-7.8187686806,99,-14.1631647639,0.598059,0.0116801539031,27.5964,-8.09618364486,0.000585099,-0.59043,1.0,-8.25984731976,99,-0.590444142735,-7.94354812962,1.45384983672,-1.7072663652,0.590472751977,-7.1481126786
13.5796,0.0649813526726,0.589055,-7.81560611335,100,-12.0314732901,0.597024,0.0115767827913,27.719,-8.09288898688,0.000540712,-0.589048,1.0,-8.25409236255,100,-0.589041515258,-7.93567433484,1.52485590158,-3.37217461456,0.589065392951,-7.14023392852
13.5796,0.0639430041769,0.589941,-7.81552805159,101,-14.0542132155,0.597878,0.0115944930372,27.8354,-8.09281284421,0.000494381,-0.589938,1.0,-8.25321450202,101,-0.589945651242,-7.93015364109,1.61082418164,-3.01252306087,0.589966252907,-7.34936777934
13.5796,0.0637337193022,0.590107,-7.81395262959,102,-14.1186558957,0.598354,0.0118641436696,27.9195,-8.09117882378,0.000584641,-0.590103,1.0,-8.25819473219,102,-0.590098148256,-7.94168321296,1.52136634898,-2.54734017567,0.590125798416,-7.27428218573
13.5796,0.064764829081,0.588775,-7.81554711601,103,-14.146801726,0.597374,0.0113352402479,27.9609,-8.09282630923,0.00043928,-0.588773,1.0,-8.25239157261,103,-0.588806819088,-7.93482989004,1.66380445339,-4.05040929275,0.588820832175,-7.42724239252
13.5796,0.0636101969359,0.590245,-7.81307609794,104,-13.1724691467,0.598551,0.0120470162743,28.0986,-8.09026038038,0.000578049,-0.59024,1.0,-8.25451297909,104,-0.590212790631,-7.94247500393,1.654383051,0.527435972229,0.59023580959,-7.19151163544
13.5796,0.0640106845369,0.586935,-7.81668163274,105,-13.0230241104,0.595585,0.011841648111,28.2257,-8.09401195445,0.000578645,-0.586929,1.0,-8.26210447631,105,-0.586956185461,-7.94214912674,1.61878125266,-3.76793028578,0.586985230483,-7.29279682499
13.5796,0.0642122697987,0.58697,-7.81465709368,106,-13.8252112634,0.594469,0.0117711176002,28.3327,-8.09190688011,0.000523944,-0.586966,1.0,-8.25066122122,106,-0.586981057424,-7.92827889817,1.78392632971,-1.50654379429,0.586997382576,-7.31849078612
13.5796,0.0638615897447,0.58864,-7.81340024759,107,-12.3804357363,0.596659,0.011605339249,28.4161,-8.09059411937,0.000526206,-0.588637,1.0,-8.26149431451,107,-0.588617225059,-7.93556310158,1.5227018664,-3.69767898628,0.588637437909,-7.31812421254
13.5796,0.064032961182,0.588149,-7.81401950711,108,-13.0853273065,0.596652,0.0119656830571,28.5322,-8.09124156386,0.000628637,-0.588146,1.0,-8.25071529077,108,-0.588158799876,-7.94607946543,1.87519468089,0.320329670848,0.588183411548,-7.50157525259
13.5796,0.0638956834071,0.587999,-7.81474895103,109,-11.739908622,0.596386,0.0118299364482,28.6257,-8.09200698681,0.000662395,-0.587994,1.0,-8.26475269616,109,-0.587998362669,-7.94158717878,1.65417171784,0.291413662978,0.588024142635,-7.26980964744
13.5796,0.064940788705,0.589964,-7.81607470518,110,-13.1839212403,0.599094,0.0109385736505,28.7156,-8.09336757256,0.00045861,-0.589963,1.0,-8.25084140675,110,-0.589946965204,-7.93585263237,1.46587321027,-4.11993962474,0.589964143826,-7.3858707934
