Iteration,AverageAbsY,AverageQLoss,MinEsReturn,AverageAbsQYDiff,MaxReturn,StdEsReturn,PolicyRegParamNorm,QFunRegParamNorm,AverageY,AverageDiscountedReturn,AverageAbsQ,AveragePolicySurr,AverageAction,AverageReturn,StdReturn,MinReturn,Epoch,AverageEsReturn,AverageQ,MaxEsReturn
1923,14.7185318697,0.251429,521.942814194,0.187436113004,2796.8610342,0.0,148.007,131.604,14.7101312485,200.919551,14.7183,-14.7843,0.99147,2373.02792243,320.930223035,1714.68472558,1923,521.942814194,14.7099,521.942814194
1924,14.7329143242,0.259522,817.978233649,0.191455307533,2755.5293703,0.0,148.004,131.622,14.7218283049,207.995381875,14.7334,-14.7955,0.98344,2369.82630286,506.930496689,1152.93172593,1924,817.978233649,14.7222,817.978233649
1925,14.7682080105,0.232204,894.492065672,0.184054785249,2404.53583544,0.0,148.016,131.635,14.7574734938,181.940765786,14.7673,-14.8238,0.985016,1966.18625231,421.855870431,1036.10133379,1925,894.492065672,14.7567,894.492065672
1926,14.7659940419,0.202443,776.898891654,0.185813043401,2724.71436687,0.0,148.075,131.654,14.7590282666,207.771444053,14.766,-14.8204,0.990791,2546.81547786,88.9367917175,2396.10279557,1926,776.898891654,14.7591,776.898891654
1927,14.7630681442,0.203633,893.664035715,0.18186625059,2568.38035045,0.0,148.16,131.709,14.7537198101,209.740854683,14.7634,-14.8252,0.986257,2379.76592395,102.515342172,2241.54303686,1927,893.664035715,14.7541,893.664035715
1928,14.7602158551,0.220467,1288.25290173,0.186592143289,2602.13819218,0.0,148.125,131.727,14.7495684081,204.859809513,14.7594,-14.8154,0.98354,2467.16446073,84.9717289232,2332.52707051,1928,1288.25290173,14.7488,1288.25290173
1929,14.755596844,0.193763,1020.2814926,0.178655626972,2529.3948465,0.0,148.158,131.723,14.7487497129,212.732323166,14.7553,-14.8202,0.984546,2188.59996555,373.107391028,1219.0894049,1929,1020.2814926,14.7485,1020.2814926
1930,14.7214611761,0.220925,951.174329436,0.184276475595,2933.06941374,0.0,148.203,131.722,14.7095390025,221.817131311,14.7217,-14.784,0.988646,2581.90203583,397.300663423,1428.31022885,1930,951.174329436,14.7098,951.174329436
1931,14.7352355356,0.221384,857.130369347,0.185184667104,2193.3274394,0.0,148.225,131.759,14.7248292325,169.267653567,14.7353,-14.8005,0.994469,2073.30378189,87.4402410898,1920.74319163,1931,857.130369347,14.725,857.130369347
1932,14.7499398941,0.216442,1317.96895231,0.180539136928,2462.54063062,0.0,148.17,131.775,14.7413313703,180.855912086,14.75,-14.8159,0.98877,2228.62100173,105.528997015,2054.3557074,1932,1317.96895231,14.7415,1317.96895231
1933,14.7529342877,0.186866,1329.96588458,0.180716970904,2667.37226004,0.0,148.247,131.776,14.7428593313,205.937773259,14.7528,-14.8165,0.990738,2386.98081986,241.740172303,1758.21209709,1933,1329.96588458,14.7428,1329.96588458
1934,14.7998620392,0.227268,636.187556711,0.181090614661,2441.18621766,0.0,148.338,131.765,14.794223254,183.277755005,14.7995,-14.8671,0.991151,2284.95695084,105.708416282,2028.163125,1934,636.187556711,14.7942,636.187556711
1935,14.7941640204,0.209147,1485.53166869,0.178625332617,2497.89374664,0.0,148.337,131.809,14.7850977514,197.874227089,14.7937,-14.8557,0.992587,2421.62996345,54.8421037748,2327.98093704,1935,1485.53166869,14.7846,1485.53166869
1936,14.7907932396,0.275096,883.369375411,0.183549259708,2631.58426135,0.0,148.296,131.841,14.7837988974,192.145357207,14.79,-14.8572,0.987472,2313.96955649,294.606100852,1493.33384725,1936,883.369375411,14.7831,883.369375411
1937,14.802844158,0.179791,1347.62401178,0.177222291672,2503.26645021,0.0,148.375,131.849,14.7973207315,178.352978266,14.8028,-14.8722,0.990218,2224.95756131,304.608411059,1354.50675712,1937,1347.62401178,14.7973,1347.62401178
1938,14.7952946803,0.24893,1375.25835602,0.181527185276,2524.48087305,0.0,148.37,131.888,14.7858514543,190.130090281,14.795,-14.8576,0.987437,2110.76040023,454.888190978,1102.40383324,1938,1375.25835602,14.7856,1375.25835602
1939,14.7971503147,0.289628,1462.45101466,0.188643627209,2502.78720518,0.0,148.431,131.925,14.7903401894,170.554083625,14.7973,-14.8676,0.985281,1776.51290728,533.224152034,811.060055044,1939,1462.45101466,14.7906,1462.45101466
1940,14.7938554261,0.329899,692.516614426,0.189458410157,2115.98312389,0.0,148.493,131.927,14.7867530317,164.947832378,14.793,-14.8616,0.980984,1486.16124335,357.931093925,1090.75509554,1940,692.516614426,14.786,692.516614426
1941,14.731745117,0.224305,829.985696173,0.187182675376,1838.26379205,0.0,148.591,131.97,14.7246049788,125.154436043,14.7325,-14.7971,0.973141,1176.11685401,376.119971422,729.033019414,1941,829.985696173,14.7253,829.985696173
1942,14.7602427845,0.204477,509.112333187,0.181665719294,2521.71652423,0.0,148.567,132.022,14.7532840344,176.662330156,14.7601,-14.8235,0.986384,1863.15537056,476.66434677,1035.14356684,1942,509.112333187,14.753,509.112333187
1943,14.7806993189,0.232873,752.928670912,0.182280815715,2313.90036343,0.0,148.642,132.058,14.7745245201,187.188375318,14.7806,-14.8479,0.983236,1726.84808246,409.214259095,1093.58349308,1943,752.928670912,14.7744,752.928670912
1944,14.7716350979,0.298887,655.589438713,0.193320934482,2445.36991378,0.0,148.727,132.112,14.7661640656,151.09694719,14.77,-14.8378,0.97929,1355.81231549,543.535516173,858.221139477,1944,655.589438713,14.7646,655.589438713
1945,14.8184878824,0.228955,1308.26034677,0.183073054436,2305.01842737,0.0,148.822,132.114,14.8120502523,178.206590827,14.8187,-14.8866,0.982512,1590.1090207,460.050791501,876.267701744,1945,1308.26034677,14.8123,1308.26034677
1946,14.7107149304,0.246182,565.016883171,0.189902975375,2560.29416552,0.0,148.855,132.155,14.7055263074,177.901362351,14.711,-14.7777,0.985202,1915.93711163,534.132514404,1028.47653296,1946,565.016883171,14.7058,565.016883171
1947,14.8534902601,0.231422,1414.67617915,0.186859352945,2415.58310599,0.0,148.798,132.17,14.8468910491,180.428948239,14.8531,-14.922,0.986508,1418.24320953,417.166208469,939.911860256,1947,1414.67617915,14.8465,1414.67617915
1948,14.7596069648,0.239941,846.402092402,0.189136703159,2069.48993445,0.0,148.82,132.221,14.7531193168,186.436095128,14.7594,-14.8312,0.984346,1508.72677264,379.65928241,825.305933044,1948,846.402092402,14.753,846.402092402
1949,14.7454676316,0.222212,609.328729202,0.189623669927,2156.62270859,0.0,148.869,132.253,14.7381652515,150.337960122,14.7454,-14.8127,0.978417,925.865647241,525.112489379,344.820419274,1949,609.328729202,14.7382,609.328729202
1950,14.7007889865,0.198309,812.098885355,0.18533149563,2699.47206869,0.0,148.858,132.287,14.6926336305,210.854424097,14.7004,-14.7703,0.992105,2386.43757777,423.880414897,1290.49063108,1950,812.098885355,14.6922,812.098885355
1951,14.7180386638,0.217278,1107.16337653,0.184955756979,3008.93089983,0.0,148.904,132.296,14.7113557019,195.411714761,14.7181,-14.79,0.979991,1616.01843523,626.008210207,1022.76260336,1951,1107.16337653,14.7114,1107.16337653
1952,14.8174952084,0.218581,1475.56841656,0.186879812417,2657.899003,0.0,148.859,132.299,14.8122147602,209.413826895,14.8176,-14.8904,0.984321,1920.7189711,533.638335962,1207.36120647,1952,1475.56841656,14.8123,1475.56841656
1953,14.7272043039,0.291517,1263.47471503,0.192580701947,2583.99982707,0.0,148.893,132.387,14.7203623974,194.487629472,14.7265,-14.796,0.985386,1793.15317674,491.6698037,963.259080339,1953,1263.47471503,14.7197,1263.47471503
1954,14.7800948198,0.254931,1121.57549601,0.19065550208,1801.66169264,0.0,148.889,132.412,14.7736934534,155.767884638,14.7798,-14.8465,0.986718,1199.49915513,291.149712107,913.993306294,1954,1121.57549601,14.7736,1121.57549601
1955,14.7268616569,0.213253,1159.43204954,0.184541173882,1204.76463771,0.0,148.983,132.457,14.7211992919,125.769745982,14.7272,-14.7949,0.975897,958.484538076,109.686182914,786.168256083,1955,1159.43204954,14.7216,1159.43204954
1956,14.7918156092,0.240519,613.737937978,0.188682426006,1446.68478313,0.0,149.087,132.476,14.7868385926,165.682145791,14.7918,-14.862,0.981057,1193.47769124,159.660770624,939.348735745,1956,613.737937978,14.7869,613.737937978
1957,14.7958376958,0.20066,578.29603421,0.190522549817,2580.73564319,0.0,149.157,132.522,14.7901693171,163.879508703,14.7965,-14.868,0.988993,1537.44985055,685.166559415,182.093063258,1957,578.29603421,14.7908,578.29603421
1958,14.7474328303,0.202286,1242.66621242,0.186795696879,2544.37603051,0.0,149.084,132.525,14.741260567,179.233785286,14.7473,-14.8206,0.989276,1984.57119655,433.956390553,1234.00985631,1958,1242.66621242,14.7412,1242.66621242
1959,14.8069590231,0.257673,1465.4148161,0.194433108514,2166.64035193,0.0,149.142,132.527,14.8022782767,193.845400385,14.8068,-14.8836,0.978281,1440.04343798,383.896688084,1010.78867455,1959,1465.4148161,14.8022,1465.4148161
1960,14.8674312936,0.303767,1290.52437338,0.199162852435,2526.0207324,0.0,149.214,132.579,14.8623650758,181.712329774,14.8675,-14.9401,0.989241,2097.78522488,583.005571439,881.497294644,1960,1290.52437338,14.8625,1290.52437338
1961,14.802107502,0.210281,459.470670439,0.189838653541,2562.76680355,0.0,149.247,132.615,14.7945151276,194.717688125,14.8007,-14.8675,0.993362,2350.8163336,134.72676681,2107.445045,1961,459.470670439,14.7933,459.470670439
1962,14.8293067286,0.233457,1325.25714249,0.192467059172,2664.94049129,0.0,149.253,132.638,14.8242793566,211.795375797,14.8296,-14.8975,0.991925,2520.74823884,137.767540818,2285.24331698,1962,1325.25714249,14.8246,1325.25714249
1963,14.7918280302,0.289706,1278.58891199,0.196389444928,2665.97620308,0.0,149.299,132.675,14.7853654503,205.224846295,14.7918,-14.8605,0.994723,2551.26889112,56.2398748691,2452.89505245,1963,1278.58891199,14.7854,1278.58891199
1964,14.7862892172,0.251158,1462.02816187,0.191708936408,2707.44867693,0.0,149.362,132.699,14.7795807978,216.282454714,14.7862,-14.8499,0.992523,2352.85763633,261.127815872,1839.43395067,1964,1462.02816187,14.7795,1462.02816187
1965,14.8170197777,0.283338,1509.6919767,0.194045691836,2483.20074076,0.0,149.395,132.765,14.8120580341,190.574504589,14.8177,-14.8806,0.98564,1761.44288208,645.701926833,801.159846127,1965,1509.6919767,14.8127,1509.6919767
1966,14.7903213288,0.282321,1292.01422565,0.191421800777,2608.20374685,0.0,149.46,132.796,14.7866586397,200.020034838,14.7895,-14.8595,0.992954,2123.39766299,394.874047194,1221.77189506,1966,1292.01422565,14.7859,1292.01422565
1967,14.8078142917,0.297719,1218.6343654,0.191894166614,2452.12945571,0.0,149.458,132.765,14.8036503634,188.202519159,14.8076,-14.8752,0.986567,1613.30065162,513.956377042,1046.93192074,1967,1218.6343654,14.8034,1218.6343654
1968,14.8044663023,0.285136,870.241940862,0.193497901627,2489.33313989,0.0,149.525,132.794,14.7999758165,206.811427569,14.8041,-14.8792,0.989187,2119.5679541,370.17435614,1322.52572125,1968,870.241940862,14.7997,870.241940862
1969,14.8847070214,0.209649,1359.72938059,0.183906628923,2590.55547525,0.0,149.6,132.846,14.8790734669,210.539471633,14.8856,-14.9607,0.989875,2359.79043477,296.137885371,1508.47485129,1969,1359.72938059,14.8801,1359.72938059
1970,14.8505278155,0.332316,566.872088195,0.198715633717,2844.35309802,0.0,149.625,132.897,14.8458751125,194.472805828,14.85,-14.9225,0.989622,2449.7362377,257.862178203,1792.37602218,1970,566.872088195,14.8454,566.872088195
1971,14.9226707623,0.284815,1617.94328151,0.192073234042,2587.90514118,0.0,149.605,132.908,14.9156736727,196.016029028,14.9222,-14.9902,0.990416,2246.74120327,429.198078039,1129.87235897,1971,1617.94328151,14.9153,1617.94328151
1972,14.9085511184,0.2441,984.489799979,0.191467344861,2128.0677617,0.0,149.689,132.917,14.9033818318,159.354069379,14.9091,-14.9868,0.979157,1274.04098512,352.949404437,896.023934929,1972,984.489799979,14.9038,984.489799979
1973,14.8925857182,0.181052,1401.1392471,0.18235985525,2516.04901272,0.0,149.705,132.961,14.8882685541,190.546153283,14.8925,-14.9686,0.984322,1708.89181755,605.218349483,808.096280314,1973,1401.1392471,14.8883,1401.1392471
1974,14.8109460431,0.304757,761.501874514,0.195535358444,2472.1306361,0.0,149.716,133.005,14.8038982248,181.858177149,14.8112,-14.8761,0.98834,1946.784364,454.021861119,923.010125272,1974,761.501874514,14.8042,761.501874514
1975,14.8715304824,0.252486,1384.15887472,0.192871790712,2915.32200586,0.0,149.728,133.08,14.8665833825,200.52208254,14.8712,-14.9434,0.987985,2213.63979954,579.104613445,1143.69392448,1975,1384.15887472,14.8663,1384.15887472
1976,14.7982758448,0.23266,560.431962962,0.187993578646,2394.64255736,0.0,149.76,133.089,14.7928090564,187.937707219,14.7989,-14.8745,0.987129,1937.59081621,365.787217087,1266.03717844,1976,560.431962962,14.7935,560.431962962
1977,14.9116449445,0.249193,1029.68290106,0.194899131452,2496.57252011,0.0,149.802,133.088,14.9063454655,170.536871737,14.9118,-14.9841,0.98195,1550.1757528,643.068767031,860.15363607,1977,1029.68290106,14.9065,1029.68290106
1978,14.9065034356,0.237284,710.211931266,0.1931131895,2407.7332952,0.0,149.831,133.156,14.9027960137,155.597397404,14.9065,-14.9759,0.983734,1259.21760375,763.870287492,-521.690778056,1978,710.211931266,14.9029,710.211931266
1979,14.8419890883,0.261575,886.963867944,0.193909018591,1718.41924747,0.0,149.901,133.202,14.837702461,171.301662244,14.8416,-14.9121,0.977495,1286.77963527,308.702391107,896.489512886,1979,886.963867944,14.8373,886.963867944
1980,14.8907211166,0.278499,557.245568448,0.198865871818,2533.05837458,0.0,149.954,133.269,14.8852336222,156.824721983,14.8912,-14.9629,0.966649,923.187646141,607.893611729,371.766251559,1980,557.245568448,14.8857,557.245568448
1981,14.8950538557,0.267024,1504.7841082,0.198512003913,1435.95401075,0.0,149.956,133.297,14.8915676842,140.625324977,14.895,-14.9684,0.977107,1124.85063446,137.033510253,942.279619394,1981,1504.7841082,14.8915,1504.7841082
1982,14.9249613442,0.320688,548.809070497,0.204939824559,1244.92753768,0.0,149.999,133.336,14.9206187109,132.995121746,14.9244,-14.9961,0.980976,1008.24563878,126.679984143,825.332079597,1982,548.809070497,14.9202,548.809070497
1983,14.8749674816,0.230157,626.625425459,0.195757577734,1196.65078063,0.0,150.065,133.322,14.8710148127,145.791302758,14.8744,-14.9503,0.973541,964.678309695,147.461470782,747.042428936,1983,626.625425459,14.8708,626.625425459
1984,14.8582057421,0.175123,616.309083743,0.19031343221,1480.17768155,0.0,150.025,133.365,14.8538492382,153.02040086,14.8578,-14.9333,0.975831,1030.92141271,308.023147918,534.49005818,1984,616.309083743,14.8536,616.309083743
1985,14.9088297078,0.314262,777.273605736,0.205652041179,2561.07963658,0.0,150.054,133.392,14.9048378528,192.742097589,14.9085,-14.9776,0.985658,1657.49255274,583.97885594,904.344591587,1985,777.273605736,14.9045,777.273605736
1986,14.9108393857,0.224736,1230.42563354,0.195326994766,2832.78243823,0.0,150.16,133.431,14.9072221593,196.254460042,14.9103,-14.9808,0.985585,1585.43737243,681.983517465,762.658750132,1986,1230.42563354,14.9067,1230.42563354
1987,14.9463157319,0.312254,674.29865565,0.208618473011,2791.28731923,0.0,150.168,133.462,14.9427582342,184.170148779,14.9471,-15.0169,0.989031,2154.38671285,559.534571576,1159.57153748,1987,674.29865565,14.9435,674.29865565
1988,14.8603803491,0.26198,970.125696828,0.195757282119,1885.71270538,0.0,150.256,133.472,14.8568510592,148.750735134,14.8608,-14.936,0.980843,1671.53269028,192.264098848,1222.18285839,1988,970.125696828,14.8573,970.125696828
1989,14.8967261306,0.264444,696.903835537,0.194569036373,2574.43856099,0.0,150.254,133.494,14.8924492772,181.013624226,14.8959,-14.9645,0.980684,1769.57960332,587.988004864,1025.55698604,1989,696.903835537,14.8917,696.903835537
1990,14.8974212428,0.259056,1609.08721666,0.192175211426,1869.74179214,0.0,150.341,133.506,14.8937147225,174.478203868,14.8981,-14.9667,0.978693,1269.90694387,271.698848702,940.235624898,1990,1609.08721666,14.8944,1609.08721666
1991,14.8960457964,0.299894,1359.62834189,0.201770597166,1510.70754182,0.0,150.319,133.536,14.8922466947,136.884627328,14.8957,-14.9676,0.979991,928.75362802,272.82298112,607.653137513,1991,1359.62834189,14.892,1359.62834189
1992,14.8984402335,0.179699,1198.39435097,0.180902410228,1432.50365708,0.0,150.382,133.561,14.8944697354,153.296596247,14.8984,-14.9611,0.982144,1186.21924668,170.76824686,943.75648074,1992,1198.39435097,14.8946,1198.39435097
1993,14.9637694234,0.285484,712.448938073,0.189462488378,1965.59074544,0.0,150.384,133.576,14.9584599661,152.155321305,14.9641,-15.0356,0.986062,1257.63322283,378.865025467,859.034953196,1993,712.448938073,14.9588,712.448938073
1994,14.9413244496,0.217915,1119.12612505,0.18787910904,1128.1793781,0.0,150.456,133.589,14.9377229559,120.857876092,14.9411,-15.0117,0.977361,968.179468202,92.7487413925,843.455102793,1994,1119.12612505,14.9374,1119.12612505
1995,15.0073202265,0.262399,797.625538874,0.195275879997,2263.31413999,0.0,150.501,133.649,15.0031086738,175.185131043,15.0074,-15.0785,0.980262,1760.56899079,389.093280342,1098.4760549,1995,797.625538874,15.0032,797.625538874
1996,14.8645486815,0.194004,1020.99766562,0.180500791494,1734.16799943,0.0,150.484,133.671,14.8597800714,154.506849096,14.8641,-14.9328,0.979464,1308.97618007,242.173422668,1039.47991513,1996,1020.99766562,14.8594,1020.99766562
1997,14.9391887039,0.259169,1359.8449438,0.193060628291,2045.42958419,0.0,150.49,133.714,14.9345285733,159.761333787,14.9397,-15.0134,0.981873,1654.67019196,347.286673462,1001.70180659,1997,1359.8449438,14.9351,1359.8449438
1998,14.9483568499,0.235256,1063.38939417,0.186827037513,1208.02414497,0.0,150.516,133.733,14.9440249378,159.60339242,14.9484,-15.0174,0.9786,946.363506388,174.984780376,687.665783085,1998,1063.38939417,14.9442,1063.38939417
1999,14.8987620888,0.267484,648.779161707,0.190724289067,1099.33848372,0.0,150.604,133.771,14.8931864696,133.839163898,14.8981,-14.9628,0.979194,965.657702952,64.6524215978,881.387856749,1999,648.779161707,14.8925,648.779161707
2000,14.9607000664,0.237055,837.762965704,0.18437354707,2067.18857292,0.0,150.639,133.776,14.9561907006,158.799136374,14.9605,-15.0269,0.986459,1399.95596538,411.915006218,1007.39679757,2000,837.762965704,14.956,837.762965704
2001,14.8731500798,0.339416,1285.81045867,0.192521523958,2893.10394706,0.0,150.684,133.802,14.8675028865,179.150042681,14.8732,-14.9335,0.984204,1866.33648409,699.317215026,834.718370153,2001,1285.81045867,14.8677,1285.81045867
2002,14.943201651,0.235706,602.934902249,0.18448049618,2178.3268182,0.0,150.768,133.827,14.9404330374,160.817608115,14.943,-15.0089,0.97828,1879.96950892,345.238652232,946.257284907,2002,602.934902249,14.9403,602.934902249
2003,14.8786580845,0.262733,963.514797268,0.184741177648,2809.33951974,0.0,150.808,133.795,14.8739504081,215.038866326,14.879,-14.9432,0.985426,2117.59912223,551.700024404,1183.44413804,2003,963.514797268,14.8743,963.514797268
2004,14.835964173,0.233122,1462.70789657,0.182991486658,2552.40828566,0.0,150.842,133.848,14.8314159883,202.03312194,14.836,-14.9034,0.984684,2338.39103311,296.107373913,1510.32142137,2004,1462.70789657,14.8316,1462.70789657
2005,14.8592639818,0.246312,1443.19697917,0.182254361952,2642.9289157,0.0,150.908,133.869,14.8551885098,201.899527718,14.8584,-14.9268,0.988366,2325.52607122,432.646596574,1068.20777953,2005,1443.19697917,14.8543,1443.19697917
2006,14.8366414833,0.293925,1290.13024151,0.187456001965,2205.34407822,0.0,150.983,133.885,14.8309501573,167.871299008,14.837,-14.9056,0.98838,1925.79614913,325.090261802,1055.47241516,2006,1290.13024151,14.8313,1290.13024151
2007,14.8559166622,0.236917,1117.35585457,0.183521902647,2440.9714404,0.0,151.046,133.917,14.8530098287,191.810186776,14.8556,-14.9289,0.984843,1809.91424961,473.706668765,795.56855229,2007,1117.35585457,14.8525,1117.35585457
2008,14.8297748202,0.191944,1035.14350946,0.177018173317,2926.07753994,0.0,151.024,133.973,14.8274171015,209.00632362,14.8301,-14.9047,0.987583,2333.81270529,567.662127113,1147.67791319,2008,1035.14350946,14.8277,1035.14350946
2009,14.8454132893,0.203615,575.824729136,0.181323470789,2762.05193705,0.0,151.114,133.997,14.841157315,226.563397537,14.8453,-14.914,0.986379,2465.14170664,345.314300917,1512.98412283,2009,575.824729136,14.8411,575.824729136
2010,14.9090787373,0.308802,1683.0979941,0.191874320709,2697.60228213,0.0,151.109,134.014,14.9058257703,184.899863586,14.9091,-14.984,0.982275,1667.55207038,656.941830719,714.023402328,2010,1683.0979941,14.9059,1683.0979941
2011,14.8540280123,0.304198,1316.26247448,0.190696201409,2692.31882003,0.0,151.127,134.033,14.8502782354,212.311944134,14.8533,-14.9246,0.98281,1943.77070216,561.070150419,931.270742233,2011,1316.26247448,14.8496,1316.26247448
2012,14.89036521,0.21351,655.200273111,0.178915070244,2588.62582507,0.0,151.2,134.022,14.8868659387,182.308512586,14.8902,-14.9622,0.975469,1341.80989633,449.237692286,956.518632273,2012,655.200273111,14.8868,655.200273111
2013,14.9327658992,0.14727,1244.00399174,0.17614354307,1492.337656,0.0,151.219,134.075,14.9293974422,184.840726999,14.9326,-15.0029,0.974949,1281.10852532,142.141006047,1009.61292451,2013,1244.00399174,14.9292,1244.00399174
2014,14.9296793959,0.2132,1058.47062279,0.184977166053,1992.96875094,0.0,151.22,134.127,14.9267459132,178.354392076,14.9296,-15.0043,0.979506,1230.68657016,343.225226243,910.157605977,2014,1058.47062279,14.9267,1058.47062279
2015,14.9028784494,0.195938,680.461009483,0.185173669391,2516.54651437,0.0,151.263,134.144,14.8994982726,199.790564078,14.9025,-14.9773,0.985826,2002.30552707,372.468278643,1281.64601022,2015,680.461009483,14.8992,680.461009483
2016,14.9267909815,0.256918,743.029264648,0.189355984876,2715.38565508,0.0,151.295,134.129,14.9237541824,194.494982166,14.9268,-14.9985,0.986606,1950.2840306,732.379138139,964.905257191,2016,743.029264648,14.9238,743.029264648
2017,14.8863496224,0.155985,599.26144982,0.176673886152,2801.51611965,0.0,151.361,134.137,14.8830111975,203.361866755,14.8869,-14.9572,0.988523,2324.91601284,489.255230064,1239.48901923,2017,599.26144982,14.8836,599.26144982
2018,14.893226763,0.232635,1201.16913529,0.185641834039,2869.57194976,0.0,151.405,134.156,14.8889327832,209.825963343,14.8929,-14.9602,0.985799,2270.3910203,613.772060622,1060.41721879,2018,1201.16913529,14.8887,1201.16913529
2019,14.8738241303,0.187928,673.97968062,0.178212941553,2039.09705026,0.0,151.437,134.164,14.8709067877,176.822219224,14.8735,-14.9452,0.976544,1235.82025111,300.535216634,948.833199207,2019,673.97968062,14.8708,673.97968062
2020,14.9060190383,0.281275,858.744831969,0.18646018011,2515.81856776,0.0,151.45,134.185,14.9023463319,204.416387536,14.9061,-14.9758,0.977091,1667.6537636,462.747398285,1027.77151685,2020,858.744831969,14.9025,858.744831969
2021,14.9233726952,0.236753,1142.94699591,0.184054327051,2852.03656309,0.0,151.534,134.228,14.9208300406,219.629868944,14.9231,-14.9941,0.97834,2193.13495554,550.207515417,1151.18081075,2021,1142.94699591,14.9205,1142.94699591
2022,14.9374057615,0.221337,739.29748617,0.182250306695,2448.99032809,0.0,151.591,134.244,14.9341748455,177.343201608,14.9368,-15.0027,0.972885,1506.57936035,433.956436221,1043.36596603,2022,739.29748617,14.9336,739.29748617
2023,14.8986257017,0.225487,1039.65099427,0.185832794971,2395.6199276,0.0,151.656,134.299,14.8959894056,189.174390921,14.899,-14.9656,0.984567,1650.78255808,374.242246449,1067.25739847,2023,1039.65099427,14.8964,1039.65099427
2024,14.8981673341,0.238748,855.269299595,0.185148849523,2415.67506026,0.0,151.651,134.329,14.8958353816,170.449576659,14.8987,-14.9706,0.976186,1425.63787024,486.941391924,948.171099468,2024,855.269299595,14.8965,855.269299595
2025,14.949206222,0.209076,709.628721934,0.182599278238,1776.74640257,0.0,151.665,134.349,14.9462775728,124.544681859,14.9495,-15.0214,0.97741,1056.21056327,285.37031977,770.017190454,2025,709.628721934,14.9466,709.628721934
2026,14.9082789571,0.253503,1086.85405245,0.190814306811,1649.93456643,0.0,151.708,134.377,14.9050958078,177.448402684,14.9079,-14.986,0.97635,1136.7132472,301.549025457,741.416030153,2026,1086.85405245,14.9048,1086.85405245
2027,14.8514996679,0.232959,1547.31291143,0.185003027919,1652.94484836,0.0,151.791,134.399,14.8477690624,176.181396227,14.8505,-14.9245,0.977163,1197.23954769,239.900035978,883.327732499,2027,1547.31291143,14.8468,1547.31291143
2028,14.8771951797,0.217824,728.829787941,0.181423197217,1279.46285334,0.0,151.769,134.401,14.8738743063,170.312348736,14.8773,-14.9567,0.980583,1153.02656298,109.802290262,947.987585525,2028,728.829787941,14.8741,728.829787941
2029,14.9453137831,0.203346,1008.91310398,0.184796936167,1373.68849545,0.0,151.747,134.455,14.9430328049,143.818787496,14.9452,-15.0166,0.966859,1093.00945745,139.295896805,989.826801703,2029,1008.91310398,14.9428,1008.91310398
2030,14.8655970441,0.281129,819.898033407,0.195519794074,1359.22059494,0.0,151.733,134.515,14.8619640177,155.260426363,14.8652,-14.938,0.980729,970.818847544,190.397719573,680.334207273,2030,819.898033407,14.8617,819.898033407
2031,14.8949710692,0.182617,584.69865849,0.184602537226,1938.96737304,0.0,151.793,134.521,14.891828832,180.249450975,14.8945,-14.968,0.980064,1469.98982797,346.061379038,929.979015114,2031,584.69865849,14.8914,584.69865849
2032,14.8757194586,0.179583,1295.96381388,0.181786850924,2545.77747451,0.0,151.782,134.546,14.8724115102,190.645219867,14.8752,-14.9504,0.988229,1699.68735901,613.944638887,976.403276951,2032,1295.96381388,14.8721,1295.96381388
2033,14.922673294,0.2522,804.392262178,0.190253935351,2482.7419045,0.0,151.817,134.576,14.9197471549,183.272294422,14.9224,-14.9954,0.985314,1529.22248082,505.085002892,991.399000106,2033,804.392262178,14.9195,804.392262178
2034,14.9613889268,0.249734,1179.04566802,0.190258844331,2688.98773195,0.0,151.806,134.624,14.958041854,202.496201526,14.9608,-15.0296,0.987602,1933.18947392,624.303589508,1059.75111112,2034,1179.04566802,14.9575,1179.04566802
2035,14.9104947112,0.227643,700.906520881,0.187011755531,2023.93379305,0.0,151.846,134.685,14.9078634612,191.4068541,14.9109,-14.9833,0.97815,1378.72351625,310.184596174,1016.84208714,2035,700.906520881,14.9084,700.906520881
2036,15.0095979183,0.251973,1682.23601036,0.193722008083,1683.25341144,0.0,151.91,134.703,15.0075720251,179.421807193,15.0091,-15.076,0.984063,1240.84647298,190.881828372,975.306608333,2036,1682.23601036,15.0071,1682.23601036
2037,14.9229171074,0.227679,732.022938101,0.191215789414,1805.49029933,0.0,151.925,134.71,14.9196472334,148.584507299,14.9229,-14.9935,0.978883,1295.15449761,265.523208393,1066.30591394,2037,732.022938101,14.9197,732.022938101
2038,14.9264089745,0.196457,689.950906445,0.185576306618,2778.23204919,0.0,151.937,134.709,14.9239708517,214.322815629,14.9267,-15.002,0.985338,2575.43221301,324.453995877,1623.82325402,2038,689.950906445,14.9243,689.950906445
2039,14.8924254522,0.235288,828.756890857,0.18828180285,2506.87455347,0.0,151.975,134.739,14.8890440007,187.183113539,14.8924,-14.9709,0.986686,1685.83585405,616.254869727,882.491065643,2039,828.756890857,14.889,828.756890857
2040,14.9647443813,0.251606,1491.56992516,0.194291858608,2787.31183511,0.0,152.016,134.783,14.9625118009,202.592057534,14.9641,-15.0358,0.988152,2172.25408227,639.857406223,874.54556744,2040,1491.56992516,14.9618,1491.56992516
