Iteration,AverageAbsY,AverageQLoss,MinEsReturn,AverageAbsQYDiff,MaxReturn,StdEsReturn,PolicyRegParamNorm,QFunRegParamNorm,AverageY,AverageDiscountedReturn,AverageAbsQ,AveragePolicySurr,AverageAction,AverageReturn,StdReturn,MinReturn,Epoch,AverageEsReturn,AverageQ,MaxEsReturn
574,12.1091986599,0.11912,604.541897834,0.151762755895,2327.23624418,0.0,86.817,83.8936,12.1071660903,181.481929205,12.109,-12.1882,0.972054,1735.72764715,406.530538379,902.238418541,574,604.541897834,12.107,604.541897834
575,12.0554754165,0.196869,1007.87436367,0.161992377865,1015.31281812,0.0,86.8842,83.9393,12.0536618069,101.254357889,12.0544,-12.1332,0.954358,809.709196442,104.226978291,684.011821762,575,1007.87436367,12.0526,1007.87436367
576,12.1560872891,0.187241,810.160649624,0.161090928044,2096.83811691,0.0,86.9334,83.9568,12.1539429033,126.369251296,12.1561,-12.234,0.95065,985.933122057,486.433470782,547.370421602,576,810.160649624,12.154,810.160649624
577,12.1076300722,0.187475,594.838955536,0.157005238469,2042.03983903,0.0,86.9839,83.9889,12.105601645,145.514051022,12.1072,-12.1865,0.959442,1117.90820666,383.438409247,761.459656232,577,594.838955536,12.1051,594.838955536
578,12.1180871478,0.14943,519.252384427,0.153016480953,2126.53341863,0.0,87.0704,84.0429,12.1154564593,167.967990643,12.1179,-12.1969,0.964239,1612.60194809,544.223195287,692.240934269,578,519.252384427,12.1154,519.252384427
579,12.1268243879,0.136173,721.125992434,0.152914337992,2001.083335,0.0,87.1227,84.0997,12.1246760303,158.803497015,12.1261,-12.2072,0.967808,1502.28072461,380.287303545,842.934643037,579,721.125992434,12.124,721.125992434
580,12.1180885615,0.182638,712.399680306,0.156835401255,2158.43768896,0.0,87.2027,84.119,12.1162537076,136.610257638,12.1179,-12.19,0.94907,1172.47060344,415.365409652,894.870706222,580,712.399680306,12.1161,712.399680306
581,12.1270273928,0.157321,791.275766541,0.149998469944,1599.63102193,0.0,87.2293,84.1876,12.1246937493,152.489400817,12.1266,-12.2013,0.943179,1087.31079002,232.058280548,811.905050012,581,791.275766541,12.1243,791.275766541
582,12.1257237888,0.179915,1083.00010988,0.157565203154,2221.35293979,0.0,87.4211,84.2307,12.1238460764,168.204146052,12.1252,-12.2045,0.947848,1177.88278574,541.834448847,636.325734916,582,1083.00010988,12.1234,1083.00010988
583,12.1338505246,0.147501,604.190362337,0.152722806754,1610.76241869,0.0,87.4744,84.2257,12.1315000229,139.484732711,12.1335,-12.2153,0.957242,984.757254422,367.80090797,539.818618198,583,604.190362337,12.1311,604.190362337
584,12.0959621959,0.172653,601.226490186,0.160910053796,1817.581297,0.0,87.521,84.3184,12.0938433857,154.715076367,12.0951,-12.1746,0.933817,1126.62153835,347.121177925,816.910199822,584,601.226490186,12.0931,601.226490186
585,12.1338913254,0.14566,613.158746777,0.151084165442,2157.20339057,0.0,87.5583,84.368,12.1322587396,158.132475283,12.1337,-12.2148,0.960529,1438.7938881,435.36976028,705.870509006,585,613.158746777,12.1321,613.158746777
586,12.203709125,0.133674,857.802125216,0.151407067102,2151.15682779,0.0,87.6139,84.4581,12.2017707968,167.68560551,12.2033,-12.2842,0.960307,1620.34627646,417.91565977,888.321327189,586,857.802125216,12.2014,857.802125216
587,12.1909960445,0.175198,1105.73600067,0.157089631055,1896.07182925,0.0,87.668,84.4959,12.1884829307,142.411736263,12.1903,-12.2666,0.949032,1163.96095777,297.976617638,897.664636922,587,1105.73600067,12.1879,1105.73600067
588,12.1444589268,0.151711,665.674349715,0.156286810727,1557.66483503,0.0,87.7523,84.5627,12.1425375998,142.613249186,12.1441,-12.2227,0.938676,1019.72216233,260.136116608,715.818398253,588,665.674349715,12.1422,665.674349715
589,12.1189331626,0.154272,1226.49960918,0.154466199099,1192.35521717,0.0,87.7723,84.5968,12.1170314979,109.978267381,12.1181,-12.1973,0.933083,990.715810825,88.2917837098,889.679545359,589,1226.49960918,12.1162,1226.49960918
590,12.1825708181,0.107632,603.870574396,0.148133656346,2476.68709862,0.0,87.8221,84.6512,12.1804378398,179.071824502,12.1823,-12.2646,0.960902,1578.82000726,643.19261746,843.688309085,590,603.870574396,12.1802,603.870574396
591,12.1679563968,0.182003,876.706440458,0.156326193716,1130.5892429,0.0,87.8361,84.7047,12.1661838905,127.874300275,12.1671,-12.2511,0.960458,897.812048573,123.636670784,723.5178655,591,876.706440458,12.1654,876.706440458
592,12.1530632278,0.157107,719.104774775,0.159990416567,1189.24704431,0.0,87.9327,84.7107,12.1506762936,130.704323833,12.1526,-12.235,0.944437,948.791399316,141.291352752,755.786922131,592,719.104774775,12.1503,719.104774775
593,12.204711279,0.138588,575.22329167,0.152531371381,2283.79602114,0.0,88.0591,84.7295,12.202556123,164.651665344,12.2041,-12.2842,0.965728,1424.70288253,547.983671043,852.85184143,593,575.22329167,12.2019,575.22329167
594,12.209442233,0.170375,798.119640512,0.156258238375,2208.33895535,0.0,88.1174,84.7576,12.2070878966,147.872023849,12.2094,-12.2861,0.979128,1750.06456322,447.318364025,827.679588466,594,798.119640512,12.207,798.119640512
595,12.2993277189,0.201242,1158.87410142,0.164343405418,1870.36018811,0.0,88.113,84.8397,12.2973629378,134.14920156,12.299,-12.3741,0.96528,1295.45840842,358.158298701,831.596997312,595,1158.87410142,12.2969,1158.87410142
596,12.245650744,0.195765,877.093826895,0.158845697328,1769.60919955,0.0,88.2319,84.8819,12.2437676346,88.9062906403,12.2446,-12.3281,0.972463,1095.54263614,605.430316794,-434.533096939,596,877.093826895,12.2427,877.093826895
597,12.2395346974,0.163176,659.569215684,0.156611888509,1165.01311046,0.0,88.332,84.9867,12.2374099704,106.677561176,12.2393,-12.3178,0.965002,865.046160548,121.143360232,756.692961125,597,659.569215684,12.2371,659.569215684
598,12.2070134105,0.132938,593.232014898,0.152944423842,1663.04509045,0.0,88.447,85.0492,12.2046804781,115.272326393,12.2063,-12.2833,0.962695,1243.05835879,315.457544938,745.33864874,598,593.232014898,12.204,593.232014898
599,12.2588251807,0.156894,995.895572898,0.157641410716,954.167565341,0.0,88.482,85.0952,12.2560238105,61.4125546187,12.2588,-12.3391,0.953267,831.373905175,74.5709903508,724.052062629,599,995.895572898,12.256,995.895572898
600,12.2292795509,0.111768,570.265000003,0.148160327021,1136.43156618,0.0,88.5056,85.1258,12.226940104,119.719014236,12.2287,-12.3023,0.953954,921.127038296,95.5138864219,817.672561812,600,570.265000003,12.2264,570.265000003
601,12.2760513653,0.164023,984.379317456,0.158020869302,1435.62807367,0.0,88.5585,85.2252,12.2734172332,144.049469534,12.2755,-12.3558,0.955749,1144.47410706,183.781143204,927.649231552,601,984.379317456,12.2728,984.379317456
602,12.23695061,0.118425,515.565715381,0.148902342525,1655.8525571,0.0,88.6549,85.2621,12.2345777584,115.439638682,12.2369,-12.3192,0.938969,756.372941769,312.146660237,557.108328315,602,515.565715381,12.2345,515.565715381
603,12.2898799364,0.185818,973.118840335,0.159911212747,1824.72050514,0.0,88.7098,85.3399,12.2872894558,132.659375816,12.2891,-12.3739,0.956019,1259.6220197,290.345430516,894.766213064,603,973.118840335,12.2866,973.118840335
604,12.3053261539,0.127968,419.210586549,0.153140942179,1482.33001718,0.0,88.7972,85.4384,12.3030970456,131.358181311,12.305,-12.3835,0.948519,1066.16800654,203.474703782,833.68569643,604,419.210586549,12.3028,419.210586549
605,12.3050474401,0.169881,913.482481553,0.159050763714,1987.75865973,0.0,88.7909,85.5241,12.3025898502,147.066885292,12.3044,-12.3824,0.955906,1266.38726736,357.465478065,938.037299092,605,913.482481553,12.3018,913.482481553
606,12.2928627207,0.174033,802.850608997,0.163029108933,1219.40896858,0.0,88.8709,85.5341,12.2901483336,127.647077408,12.2917,-12.3743,0.956945,1002.25917095,141.161874869,800.199231016,606,802.850608997,12.289,802.850608997
607,12.2632993817,0.149991,647.584386399,0.154764254258,1213.71096694,0.0,88.9499,85.6422,12.2606140938,134.351629549,12.263,-12.3375,0.942267,987.543960928,112.674684232,819.660001623,607,647.584386399,12.2603,647.584386399
608,12.2187003039,0.210006,545.156180208,0.165215688909,1003.09049493,0.0,89.0135,85.6701,12.2166745945,119.370694206,12.2184,-12.2958,0.935702,861.8276342,91.3875930643,742.923224136,608,545.156180208,12.2164,545.156180208
609,12.273517471,0.17625,569.826706923,0.159136667577,1505.11483034,0.0,89.073,85.75,12.2707910457,134.588678255,12.2729,-12.3454,0.951759,979.942596451,192.1522123,807.638622815,609,569.826706923,12.2702,569.826706923
610,12.3004277982,0.155933,538.85490777,0.158979763637,1232.89459459,0.0,89.1745,85.7688,12.297578686,130.292971255,12.2999,-12.3764,0.941808,1004.38507695,116.914248996,820.784540792,610,538.85490777,12.2971,538.85490777
611,12.3111163407,0.181695,752.541024196,0.160916589592,1050.82619742,0.0,89.1811,85.8107,12.3082721566,124.857225594,12.3107,-12.3795,0.95183,802.215571689,109.570825627,695.378116847,611,752.541024196,12.3079,752.541024196
612,12.2965645083,0.139976,570.427040737,0.155101947259,1287.32037618,0.0,89.3119,85.8965,12.2931850702,133.551292827,12.2962,-12.3638,0.942634,1043.63671623,121.323142702,869.62910532,612,570.427040737,12.2929,570.427040737
613,12.2854048651,0.167155,641.978914156,0.158169385902,1149.63695151,0.0,89.3882,85.9268,12.2818322095,93.3134643703,12.285,-12.3579,0.942729,868.624088402,117.211573135,689.072640982,613,641.978914156,12.2814,641.978914156
614,12.2011506705,0.138723,479.373682158,0.155210930744,2197.59184731,0.0,89.5073,85.9624,12.1976189191,140.247316762,12.2008,-12.2722,0.967129,1359.80249321,441.704667147,854.046058118,614,479.373682158,12.1972,479.373682158
615,12.2062583182,0.184862,452.544819359,0.161180666039,1664.4042414,0.0,89.554,86.0011,12.2025517923,147.789790836,12.2056,-12.2752,0.946919,1122.63192203,262.362629275,852.484237107,615,452.544819359,12.2019,452.544819359
616,12.1810260719,0.163975,474.754516671,0.159390970565,1291.02889346,0.0,89.6155,86.0664,12.1770142545,135.563226278,12.1804,-12.2521,0.923101,1025.02795559,103.888750891,896.158651058,616,474.754516671,12.1764,474.754516671
617,12.2613992248,0.184733,863.264825423,0.161071851897,825.907512208,0.0,89.6676,86.1304,12.2578089349,98.4826311988,12.2609,-12.3367,0.929056,540.64500223,105.442762999,444.045226848,617,863.264825423,12.2573,863.264825423
618,12.2364554675,0.166249,536.907682956,0.156595304896,1221.86731235,0.0,89.7702,86.1828,12.2331445319,134.72503439,12.2365,-12.3128,0.934119,979.383858584,117.381232827,841.221260396,618,536.907682956,12.2332,536.907682956
619,12.2535657129,0.198188,1387.26693529,0.163359371989,1209.46849486,0.0,89.8168,86.2206,12.2496923349,124.919124152,12.2531,-12.3325,0.950026,927.996208508,140.240335928,752.87245367,619,1387.26693529,12.2492,1387.26693529
620,12.2578705189,0.126669,526.942259491,0.151477887714,1059.67071381,0.0,89.8832,86.2414,12.2535871068,124.452345647,12.2572,-12.3307,0.92909,886.202865159,94.3269407528,767.557848137,620,526.942259491,12.2529,526.942259491
621,12.2440599345,0.215424,1150.6702189,0.170791873165,1615.66282554,0.0,89.9872,86.2766,12.2403731666,122.263766214,12.2432,-12.3238,0.96372,1085.11617154,281.676487671,810.542956798,621,1150.6702189,12.2396,1150.6702189
622,12.263993969,0.16188,644.132538066,0.156954653108,2358.07715438,0.0,90.0569,86.3586,12.2610692041,172.153645656,12.2633,-12.3408,0.954622,1500.4378084,517.899263007,921.789583188,622,644.132538066,12.2605,644.132538066
623,12.2782185355,0.118905,804.221656435,0.155923901288,2583.55727657,0.0,90.1712,86.4279,12.275964613,201.18732257,12.2776,-12.3526,0.971411,2079.32370728,517.348824702,960.238010181,623,804.221656435,12.2754,804.221656435
624,12.2240196862,0.254938,893.228344327,0.173217172881,1654.48934915,0.0,90.2005,86.4415,12.220045665,119.939404199,12.2242,-12.3025,0.944153,921.700983539,267.466494542,686.744743128,624,893.228344327,12.22,893.228344327
625,12.2024614781,0.147796,476.548290989,0.153847733669,1870.37122296,0.0,90.3403,86.5504,12.199019253,166.99301201,12.2017,-12.2783,0.947672,1058.09635499,540.225742756,-35.0763610804,625,476.548290989,12.1983,476.548290989
626,12.2348789424,0.202525,460.607356571,0.160327494158,1226.67725913,0.0,90.4306,86.6187,12.2318084054,159.772709425,12.2345,-12.3114,0.926442,1011.69016662,126.376230028,742.462854013,626,460.607356571,12.2314,460.607356571
627,12.2976339099,0.122619,583.127614757,0.149564884419,1198.09138466,0.0,90.4663,86.6841,12.2952816402,153.576508316,12.2972,-12.3714,0.929982,1079.43875551,67.0157389967,970.924159099,627,583.127614757,12.2947,583.127614757
628,12.2329765251,0.183582,874.522969949,0.156597286094,1168.46796046,0.0,90.5552,86.7341,12.2300029112,133.842567549,12.2324,-12.3091,0.921239,871.791446785,160.84846367,712.139927847,628,874.522969949,12.2295,874.522969949
629,12.2499400941,0.156101,563.983900816,0.151053692379,1083.00228836,0.0,90.6163,86.7662,12.2475199883,115.328892816,12.2493,-12.3252,0.94089,582.742762042,203.822538908,346.435240458,629,563.983900816,12.2469,563.983900816
630,12.2685853649,0.154304,519.044822586,0.153109965526,951.816957115,0.0,90.6908,86.8323,12.2650464727,64.848496897,12.2684,-12.3444,0.958797,418.898798886,603.529723801,-563.211525967,630,519.044822586,12.265,519.044822586
631,12.2287406004,0.15187,775.006697793,0.152428400212,1090.96955117,0.0,90.725,86.9017,12.225278281,122.859229062,12.2281,-12.3052,0.929612,841.663240852,118.421615936,710.317765531,631,775.006697793,12.2247,775.006697793
632,12.2385112972,0.1716,520.901013106,0.154062771596,1531.44705255,0.0,90.722,86.9589,12.2361982344,146.816692249,12.238,-12.3175,0.949733,1004.17039853,227.221446381,796.826927521,632,520.901013106,12.2357,520.901013106
633,12.2248567152,0.179015,580.405235504,0.157629959093,1669.54063544,0.0,90.8003,87.0204,12.2217109108,136.350234929,12.2242,-12.2965,0.947895,990.974508985,301.855102581,661.231803021,633,580.405235504,12.221,580.405235504
634,12.2509715868,0.144866,608.827987495,0.152639317802,1660.65845133,0.0,90.8324,87.0812,12.2480922997,135.813243678,12.2507,-12.3279,0.960408,1051.4137074,229.188948355,797.037496373,634,608.827987495,12.2478,608.827987495
635,12.2300414046,0.132353,717.226619336,0.149940504469,1134.82133251,0.0,90.9276,87.1014,12.2271586652,120.693599544,12.2295,-12.3032,0.933549,909.939160909,111.685297431,752.192088737,635,717.226619336,12.2267,717.226619336
636,12.2145139981,0.159958,558.140444834,0.151020289433,1052.00617236,0.0,91.0212,87.1834,12.2115520459,121.989878138,12.2144,-12.2866,0.935678,772.375198545,165.179489517,548.821416642,636,558.140444834,12.2114,558.140444834
637,12.1779956452,0.175431,597.476609425,0.155897917268,1134.23186873,0.0,91.0568,87.2385,12.1742764942,119.239619867,12.1774,-12.2512,0.919191,899.62502603,101.139613294,792.26234771,637,597.476609425,12.1737,597.476609425
638,12.2230240241,0.176913,854.154713109,0.15661381418,1803.74620414,0.0,91.1753,87.2701,12.2194973152,138.380882933,12.2222,-12.3002,0.958007,1067.20014664,326.271281697,712.68684337,638,854.154713109,12.2187,854.154713109
639,12.2010158495,0.196947,846.12801823,0.155794816666,2078.72346821,0.0,91.2084,87.2904,12.1985822598,167.092104049,12.2008,-12.2825,0.979382,1927.38271822,136.786734739,1553.68572033,639,846.12801823,12.1984,846.12801823
640,12.2791726909,0.113396,1155.40479707,0.145047359922,1262.41922734,0.0,91.1748,87.3341,12.2767785833,147.237130247,12.2789,-12.3597,0.924492,1001.41929744,149.15197084,824.309671869,640,1155.40479707,12.2766,1155.40479707
641,12.2324809496,0.174877,818.734205526,0.156742416453,1202.8433549,0.0,91.2732,87.402,12.2299379094,128.450567287,12.232,-12.3097,0.932318,998.162500999,97.3066878562,856.555058706,641,818.734205526,12.2296,818.734205526
642,12.2513221665,0.139506,697.189000122,0.148067180604,2146.26875939,0.0,91.3659,87.4366,12.2481947342,159.264093511,12.251,-12.3275,0.952081,1365.46813802,441.189818403,725.892927914,642,697.189000122,12.2478,697.189000122
643,12.2681364421,0.169579,513.151694893,0.157218091867,1935.76809892,0.0,91.3875,87.4789,12.2650436896,151.236183793,12.2674,-12.3454,0.93936,1105.67611821,412.302628322,634.636806601,643,513.151694893,12.2644,513.151694893
644,12.2593904235,0.151261,1315.25756168,0.151987780454,1606.12452754,0.0,91.4419,87.5149,12.2562039144,157.570118817,12.2585,-12.3385,0.923769,1162.28301216,274.862087613,842.048845106,644,1315.25756168,12.2552,1315.25756168
645,12.234343314,0.1783,791.656584548,0.157956334885,2081.35130254,0.0,91.5751,87.5507,12.2316244795,152.592734128,12.2342,-12.3123,0.938908,1137.35030122,342.079294223,745.466321182,645,791.656584548,12.2315,791.656584548
646,12.2980158207,0.154473,492.069328541,0.153742627808,1915.04026868,0.0,91.6331,87.6031,12.2950950424,147.372611841,12.2977,-12.3787,0.932093,1159.49619938,413.659521382,655.930161501,646,492.069328541,12.2949,492.069328541
647,12.2111666815,0.182455,712.035914555,0.157217709695,1746.66766884,0.0,91.6432,87.6439,12.2085652142,162.485117757,12.2101,-12.2914,0.947394,1287.98989468,299.499439798,927.686782813,647,712.035914555,12.2076,712.035914555
648,12.230878859,0.212933,419.173123786,0.158012260977,1672.56555735,0.0,91.7539,87.7218,12.2278008214,157.459337067,12.2308,-12.305,0.924913,1192.6344216,206.655644068,965.420657548,648,419.173123786,12.2278,419.173123786
649,12.232617198,0.195173,509.467725771,0.156895315917,1046.18620983,0.0,91.8162,87.7554,12.2294854506,123.371398157,12.2324,-12.309,0.930561,957.281506513,70.9566270581,818.344498763,649,509.467725771,12.2293,509.467725771
650,12.2909247384,0.121478,969.159917797,0.145821277413,1510.74424431,0.0,91.8487,87.7817,12.2874510172,154.39133769,12.2906,-12.3675,0.923007,1088.61567051,185.639277603,918.791517402,650,969.159917797,12.2872,969.159917797
651,12.2659649181,0.171332,763.403635113,0.157351675067,972.437726961,0.0,91.9471,87.8308,12.2627160658,132.894402792,12.2655,-12.3456,0.938651,741.572818924,116.810699624,598.827528711,651,763.403635113,12.2621,763.403635113
652,12.2885871829,0.154007,738.379809862,0.154663405258,1268.89068578,0.0,91.9814,87.8706,12.285722772,128.191983399,12.2878,-12.3713,0.950641,882.31338594,175.848166012,712.969002675,652,738.379809862,12.2848,738.379809862
653,12.2804923912,0.153223,481.532778932,0.151967966446,1744.54815007,0.0,92.0601,87.8897,12.2771050821,147.390087048,12.2804,-12.3575,0.949963,942.742395926,357.652749821,680.172333932,653,481.532778932,12.277,481.532778932
654,12.2927903849,0.14179,847.074956129,0.151747711719,1083.46954735,0.0,92.1477,87.955,12.2893954988,137.635577338,12.292,-12.3702,0.922872,871.778398482,110.711335172,725.856963101,654,847.074956129,12.2888,847.074956129
655,12.2413127845,0.109921,562.776106961,0.143026924053,1119.39754533,0.0,92.1966,88.0114,12.2379800248,134.57571811,12.2414,-12.3199,0.944637,901.628357566,97.4021304806,754.131475018,655,562.776106961,12.2382,562.776106961
656,12.3110041762,0.145265,724.55725986,0.154233495375,950.455322029,0.0,92.1521,88.0454,12.306631745,96.1692605293,12.31,-12.3882,0.943603,546.47551986,152.175870937,377.536901032,656,724.55725986,12.3056,724.55725986
657,12.2905677708,0.174682,463.612365326,0.155203191665,1461.74456386,0.0,92.2774,88.0909,12.28666371,139.596365577,12.2906,-12.366,0.960876,933.833731598,247.186452625,641.800822422,657,463.612365326,12.2867,463.612365326
658,12.3076966563,0.15703,662.133055709,0.153710342382,1205.50023875,0.0,92.3064,88.1447,12.3050797234,96.5897605887,12.3066,-12.3807,0.934072,798.193376562,163.237382625,650.388949548,658,662.133055709,12.304,662.133055709
659,12.3122737963,0.194802,571.615380366,0.159180083739,1129.01007725,0.0,92.3682,88.148,12.3083993679,127.15331209,12.3118,-12.3932,0.927853,969.641659957,88.4834039135,815.811952109,659,571.615380366,12.3079,571.615380366
660,12.2998973576,0.137034,835.397907748,0.149036995652,1033.40868141,0.0,92.4183,88.2215,12.2971713332,134.006316186,12.2994,-12.375,0.953079,804.602578327,94.2578125339,698.853481798,660,835.397907748,12.2968,835.397907748
661,12.2562756503,0.206825,584.991237427,0.15759594478,1797.05173038,0.0,92.4614,88.2938,12.2524293513,134.67736977,12.256,-12.3282,0.950097,1067.28073111,271.246233626,823.025965486,661,584.991237427,12.2521,584.991237427
662,12.2857066319,0.132559,541.936080641,0.148441804934,1394.34358711,0.0,92.5043,88.3232,12.2820655457,131.525785227,12.2855,-12.3566,0.9399,916.834355758,199.021718108,755.105834385,662,541.936080641,12.282,541.936080641
663,12.2734087893,0.174886,680.446898408,0.154625079761,1741.17190242,0.0,92.499,88.4033,12.2702191419,149.035254554,12.2727,-12.3486,0.942997,1040.57015279,269.133879011,758.145027432,663,680.446898408,12.2695,680.446898408
664,12.2377338046,0.125772,613.553957525,0.14777820875,2210.65971488,0.0,92.5832,88.4373,12.2335635784,176.750418097,12.2372,-12.3049,0.96849,1547.20979556,414.770539196,891.210146943,664,613.553957525,12.2331,613.553957525
665,12.2943387677,0.154344,1368.74609491,0.15465097212,1898.85351496,0.0,92.6941,88.5051,12.2907901604,151.0065287,12.294,-12.3691,0.96526,1277.22823897,396.966848524,874.478396466,665,1368.74609491,12.2905,1368.74609491
666,12.2647115359,0.148796,562.67276108,0.151363982305,1848.45584345,0.0,92.8289,88.5521,12.2613019632,150.761033834,12.2643,-12.3342,0.955373,1057.35784437,305.791806565,791.472117694,666,562.67276108,12.2609,562.67276108
667,12.2463859442,0.203252,511.221649712,0.160515993914,1889.20305733,0.0,92.8889,88.5556,12.2439195588,138.135392642,12.2455,-12.3197,0.962996,1137.06693955,395.919231942,728.986846643,667,511.221649712,12.2431,511.221649712
668,12.2492216547,0.171311,856.630234148,0.155126813044,1845.40176789,0.0,92.9282,88.6066,12.2454806455,168.203995328,12.2489,-12.3198,0.950376,1287.65347025,332.825308367,841.752218205,668,856.630234148,12.2451,856.630234148
669,12.2997467052,0.129164,759.857536018,0.148047523837,1375.06923473,0.0,92.9827,88.6452,12.2959433639,131.546522893,12.2996,-12.3689,0.927285,1036.37007542,134.000561289,938.979623119,669,759.857536018,12.2959,759.857536018
670,12.2616591002,0.163866,518.153086732,0.153373873193,1756.1233724,0.0,93.0293,88.6833,12.2583717386,139.967224858,12.2613,-12.3353,0.923989,1144.10582472,257.326346383,914.431379229,670,518.153086732,12.2581,518.153086732
671,12.2133456555,0.209564,857.911951393,0.158743108236,1509.00841903,0.0,93.0714,88.7063,12.2098359837,131.024959291,12.2127,-12.2921,0.918661,1017.99960625,223.486009322,816.83467219,671,857.911951393,12.2092,857.911951393
672,12.2636558835,0.148645,1185.51356324,0.148419083704,1112.2840714,0.0,93.1031,88.7246,12.2578505541,128.968540528,12.2631,-12.3378,0.928226,993.48073257,71.780107671,856.835624837,672,1185.51356324,12.2573,1185.51356324
673,12.2820150687,0.201369,592.256592588,0.160223551973,1095.18236777,0.0,93.1455,88.7609,12.2783617939,127.67120206,12.2813,-12.3594,0.947476,903.362274824,104.234110784,786.952714544,673,592.256592588,12.2778,592.256592588
674,12.2805673671,0.157351,1065.66639417,0.152611566126,1666.79623544,0.0,93.2168,88.7875,12.2775091752,117.236254368,12.2806,-12.358,0.966028,953.613485049,267.891015851,704.669657223,674,1065.66639417,12.2774,1065.66639417
675,12.256276271,0.140015,783.991229517,0.148879058033,1329.48214676,0.0,93.2581,88.8577,12.2529361015,135.75942648,12.2557,-12.3359,0.961573,968.783381688,164.55004865,782.348671724,675,783.991229517,12.2524,783.991229517
676,12.2703986577,0.135124,913.070269937,0.148411046963,1205.69871441,0.0,93.3096,88.9084,12.2658902169,157.406302249,12.27,-12.3432,0.928387,1024.38161714,92.2997701119,856.682809897,676,913.070269937,12.2656,913.070269937
677,12.297922763,0.214279,998.00795406,0.162181817025,2234.47192015,0.0,93.3051,88.9835,12.2946221331,141.676814397,12.297,-12.3724,0.941846,1318.75220159,417.82709938,934.293791496,677,998.00795406,12.2938,998.00795406
678,12.2464687398,0.128286,668.838242729,0.150149570168,976.841551333,0.0,93.3571,89.0331,12.2425718998,105.540720643,12.2465,-12.3144,0.948083,772.092883745,94.6867044346,602.933474805,678,668.838242729,12.2426,668.838242729
679,12.1862257434,0.179707,532.86312361,0.155421054446,1531.11221056,0.0,93.4571,89.1168,12.1806758452,108.561100666,12.186,-12.2557,0.980842,890.252507922,245.463582574,704.947973371,679,532.86312361,12.1805,532.86312361
680,12.2418420443,0.228009,542.176670611,0.161485968525,1644.75471056,0.0,93.5075,89.1332,12.2379324784,135.52926267,12.2417,-12.3197,0.972563,1129.8134348,254.481065252,755.667058492,680,542.176670611,12.2378,542.176670611
681,12.2291114688,0.18721,492.711242083,0.158934157161,1080.27032744,0.0,93.5549,89.1728,12.2262089119,118.453414594,12.2283,-12.3057,0.944529,920.346522735,80.906823803,793.887739737,681,492.711242083,12.2254,492.711242083
682,12.255106794,0.145072,851.976101454,0.151796457291,1989.50146326,0.0,93.6317,89.2504,12.2513228069,178.309408193,12.2545,-12.3272,0.975161,1566.35353458,428.928116224,959.868948549,682,851.976101454,12.2507,851.976101454
683,12.1806143973,0.180313,514.868634962,0.154200419569,1192.01111991,0.0,93.6203,89.3137,12.1769318909,128.440727129,12.1802,-12.2537,0.958907,957.113759438,114.943768807,849.699328241,683,514.868634962,12.1767,514.868634962
684,12.2950194653,0.14447,532.915620866,0.149373635364,1190.84516962,0.0,93.6664,89.3129,12.2922508043,116.049349345,12.2946,-12.3666,0.965964,876.975518261,172.933817394,690.939088513,684,532.915620866,12.2918,532.915620866
685,12.2815051282,0.145402,463.684103524,0.15517530383,1474.78895578,0.0,93.7482,89.3777,12.2780599016,105.632810639,12.2815,-12.3542,0.950978,1059.79559298,251.455734395,747.410028155,685,463.684103524,12.2782,463.684103524
686,12.1605735909,0.161476,495.617113791,0.153426787832,1061.56295044,0.0,93.779,89.4601,12.1571501881,109.979018192,12.1599,-12.2303,0.929914,920.739328189,95.2487033865,773.341869366,686,495.617113791,12.1565,495.617113791
687,12.2386855993,0.152447,797.180838601,0.157736433291,2305.04552602,0.0,93.895,89.5478,12.2360887206,168.04995751,12.2385,-12.3159,0.977715,1924.91796726,577.365032064,585.790263949,687,797.180838601,12.2358,797.180838601
688,12.2304452158,0.184798,1192.47359471,0.155051688419,2291.99599243,0.0,93.9513,89.5317,12.2271513752,173.427742509,12.2305,-12.3098,0.959178,1507.822423,474.477188558,1008.68097702,688,1192.47359471,12.2273,1192.47359471
689,12.2997249755,0.159681,1210.05614183,0.156094794281,2178.56066867,0.0,93.9892,89.5503,12.2964870137,154.85365176,12.299,-12.378,0.96398,1419.36412291,491.396079445,769.18891173,689,1210.05614183,12.2957,1210.05614183
690,12.2621028015,0.195161,858.907335051,0.162937674579,2396.25950201,0.0,94.1,89.6096,12.2588985188,163.219917652,12.2619,-12.3445,0.967453,1037.21627324,702.01181524,-22.3619971685,690,858.907335051,12.2587,858.907335051
691,12.2715342001,0.152962,493.355044755,0.157682121504,1644.58896217,0.0,94.1145,89.6541,12.2690856378,129.978196516,12.2716,-12.3538,0.94223,1039.98709082,307.375789942,731.775628787,691,493.355044755,12.2693,493.355044755
692,12.319576932,0.168922,1069.26731787,0.160284194927,1574.67402927,0.0,94.1556,89.7243,12.3175248059,150.622976371,12.3186,-12.4036,0.956272,995.961161029,256.391254148,720.22018283,692,1069.26731787,12.3166,1069.26731787
693,12.3159595791,0.210997,1260.73632507,0.161690313491,2479.28935139,0.0,94.2413,89.7921,12.3132975307,166.043383692,12.3162,-12.3983,0.967726,1592.0889121,601.315945271,812.621399431,693,1260.73632507,12.3135,1260.73632507
