AverageAction,AverageAbsQ,MaxEsReturn,Epoch,StdEsReturn,AverageQLoss,MinEsReturn,AverageDiscountedReturn,StdReturn,AveragePolicySurr,AverageReturn,AverageY,PolicyRegParamNorm,Iteration,AverageEsReturn,MaxReturn,QFunRegParamNorm,AverageQ,AverageAbsQYDiff,AverageAbsY,MinReturn
1.0,2.61574,87.8969912629,36,9.00368422745,0.0181209,36.9131750913,34.4905159832,0.895484312163,-2.71372,38.8100933883,2.61224121107,15.2824,36,43.8865838091,40.7309044922,23.7911,2.61206,0.0760250216498,2.61484670571,36.6073403723
1.0,2.58462,73.4830833423,37,8.58732328728,0.0166229,16.5261997653,34.4854500141,0.922732376103,-2.67584,38.8048847185,2.58094783833,15.2824,37,42.2033683298,40.816180011,24.191,2.5806,0.071844083086,2.58369942819,36.6133802423
1.0,2.54045,73.8082584895,38,9.3716597708,0.0184826,30.2065816432,34.4829348639,0.92262089195,-2.62152,38.7999614458,2.5370209875,15.2824,38,44.2995124233,40.7345573411,24.6902,2.53674,0.0750880633584,2.53969955661,36.7257253419
1.0,2.50052,83.6385218897,39,7.89872558328,0.0177315,37.0874349745,34.4814659127,0.944873684669,-2.57845,38.8020416457,2.49724139616,15.2824,39,43.8420909471,40.6388836156,25.0979,2.49688,0.0710657875391,2.49948484718,36.7486034487
1.0,2.46396,58.9346142907,40,7.9590066667,0.0198391,3.11016518419,34.4959513558,0.941403523499,-2.5438,38.8211551743,2.46100822176,15.2824,40,41.7699441275,40.700627187,25.4817,2.46057,0.073116998855,2.46339311787,36.56103015
1.0,2.4338,48.6041145959,41,5.50024171261,0.0170604,9.58302458435,34.4578575716,0.90422764419,-2.50589,38.7706113585,2.43074749405,15.2824,41,40.1938785377,40.7826382806,25.8667,2.4306,0.0698317814628,2.43290667418,36.5447213519
1.0,2.41949,72.8622064721,42,7.47265219499,0.014112,8.52961534077,34.4377918657,0.932769919876,-2.49323,38.7459306653,2.41700753023,15.2824,42,40.7890074736,40.6441817453,26.2311,2.41663,0.0662646061795,2.41907141208,36.6943198472
1.0,2.38223,56.4247231628,43,4.76805687247,0.017037,24.345638459,34.5501423824,0.896756338908,-2.45879,38.889020527,2.37960186299,15.2824,43,40.9549511073,41.8673841189,26.5858,2.37932,0.0696423697458,2.38151987875,36.7693513928
1.0,2.37039,59.2083322578,44,3.84120575689,0.0151652,35.4231949134,34.4505731905,0.978859988954,-2.43972,38.7629967919,2.3676920644,15.2824,44,41.1636962071,40.6745133809,26.9148,2.36742,0.0667461500394,2.36956689741,36.6906351101
1.0,2.35607,56.8981204544,45,3.44992203987,0.015936,38.0498443764,34.4790129585,0.935593512617,-2.42721,38.7989721399,2.35351633385,15.2824,45,42.4331917786,40.7907262237,27.289,2.35329,0.0664915155919,2.35524885734,36.6288392426
1.0,2.3489,51.5824989468,46,5.02548141093,0.0126662,12.9246553154,34.5117836632,0.952980790139,-2.42503,38.8369714207,2.34644655757,15.2824,46,40.7311618024,40.8699119547,27.5566,2.34611,0.0630519939522,2.34826677109,36.6043631868
1.0,2.33755,78.5402947879,47,7.39821620089,0.0120374,23.7710936184,34.5075581892,0.89493197794,-2.41229,38.8336973352,2.33517288817,15.2824,47,42.0302239607,41.9660426002,27.8853,2.33492,0.0603979524438,2.33700557298,36.8225092255
1.0,2.31729,94.9928063653,48,10.8897901075,0.0111548,8.4033663382,34.5304194153,0.94888984826,-2.39697,38.8630412255,2.31496907483,15.2824,48,41.6494093545,40.7366313811,28.1582,2.3147,0.0585664010452,2.31672214946,36.6304719338
1.0,2.33058,76.9349601879,49,8.08491553106,0.0123286,12.7921856499,34.4592751893,0.940315726205,-2.41496,38.7716379045,2.32801296663,15.2824,49,42.3434814063,40.7053143062,28.4413,2.32779,0.0576559304031,2.32975034183,36.5870863253
1.0,2.33189,87.5859951991,50,7.7336563193,0.0156231,34.2732217939,34.4295579884,0.961908985087,-2.41312,38.7375392284,2.32928850742,15.2824,50,42.0326163869,41.938879276,28.7969,2.32909,0.0599146161344,2.3310876605,36.6941201319
1.0,2.31861,58.8591960872,51,7.09127449916,0.0100162,5.24553511128,34.5267208999,0.901727660382,-2.39297,38.8576547912,2.3161101844,15.2824,51,41.1385178842,40.6964765471,29.0883,2.31604,0.052982744695,2.31781069899,36.7449761082
1.0,2.33924,63.1885787296,52,4.80309579615,0.0116293,36.0203149865,34.4533478079,0.931612540977,-2.41965,38.7648389511,2.33708645967,15.2824,52,42.10608933,40.6573676464,29.3793,2.33674,0.0555957025302,2.33874541909,36.5793714258
1.0,2.31854,73.8187463958,53,5.75872985779,0.00952929,35.4061073192,34.4637072558,0.906664219875,-2.39268,38.7783925923,2.31604721688,15.2824,53,42.122773686,40.8305512227,29.6057,2.31576,0.0522416322574,2.31798878973,36.5515030682
1.0,2.33733,53.7406781555,54,3.68626223589,0.0107823,34.5804404529,34.4376664847,0.947772513324,-2.41966,38.7454185595,2.33483328871,15.2824,54,41.8212772318,40.8208177659,29.8567,2.33467,0.0530871553026,2.33667545711,36.6814577654
1.0,2.34898,63.2613220625,55,7.66454076096,0.0126845,3.0745792365,34.4092678605,0.981866880019,-2.42224,38.7099513814,2.34696160696,15.2824,55,40.8159308421,40.7507340997,30.1443,2.34666,0.055393217366,2.34849473545,36.6486870248
1.0,2.33743,68.532578575,56,5.27654753757,0.00967315,28.1290790002,34.4785923652,0.905687316586,-2.40375,38.79690746,2.33505737624,15.2824,56,41.1559960409,40.645200149,30.4636,2.33495,0.0522970110372,2.33680779174,36.671827589
1.0,2.32908,59.1525089696,57,5.08947304838,0.00933355,29.8737484092,34.4849053316,0.985296066558,-2.38818,38.8074222085,2.32688224035,15.2824,57,41.8252141224,40.6486508204,30.7109,2.32654,0.0496121536386,2.32860759701,36.661736822
1.0,2.3225,52.9749118787,58,6.52965127534,0.0113713,5.29779555523,34.4294312777,0.938487893147,-2.3778,38.7372184496,2.31996259209,15.2824,58,40.8881230732,40.6620891558,30.9512,2.31992,0.052862043289,2.32194065187,36.6569154983
1.0,2.31264,57.0933752118,59,6.24737063151,0.012308,10.5848022027,34.4730976244,0.925268648747,-2.36771,38.7912726224,2.31015880584,15.2824,59,40.8856782543,40.7623497917,31.2299,2.31002,0.0527244152697,2.31206259121,36.6592358163
1.0,2.30541,73.2205436681,60,8.76348071294,0.0100226,17.1937847668,34.5038102385,0.923109137203,-2.36036,38.8283585983,2.30299199835,15.2824,60,42.2352502591,40.6915727589,31.5214,2.30283,0.0492274382584,2.30497410343,36.5279613469
