AverageQLoss,MinReturn,MaxEsReturn,MaxReturn,AverageQ,AverageDiscountedReturn,AverageY,AverageAction,PolicyRegParamNorm,AverageAbsY,StdEsReturn,Iteration,StdReturn,AverageAbsQYDiff,QFunRegParamNorm,AverageAbsQ,MinEsReturn,AveragePolicySurr,AverageReturn,AverageEsReturn,Epoch
148.373,1410.41463081,966.625581391,2920.18427335,250.641,232.887928692,250.64792717,0.999698,163.159,250.709747085,348.710235726,2665,491.72922234,3.97043105769,285.611,250.782,37.6818428438,-252.376,2490.52388987,423.675180715,2665
151.234,204.42571768,849.528192635,237.740932194,250.37,128.603108087,250.369237587,0.999686,163.166,250.416523618,240.666897617,2666,6.56750051961,3.99991980607,285.599,250.49,27.3513101381,-251.976,219.113593846,320.390933261,2666
141.214,177.900001495,458.451941053,210.598378439,250.265,119.490203507,250.275856657,0.999564,163.156,250.356603903,114.08451476,2667,7.09973354373,4.03701007536,285.649,250.425,82.6814127262,-251.879,196.227248252,270.038043337,2667
138.353,173.187088279,348.221981688,219.026076839,249.471,118.333767842,249.466216856,0.999616,163.194,249.54626831,109.024562394,2668,11.6839644776,4.07287487506,285.743,249.627,9.09797466362,-250.952,192.826401514,140.409677025,2668
169.854,186.801863064,308.711170878,218.57041636,249.381,125.825728361,249.386155111,0.99983,163.219,249.457371083,90.3438916609,2669,5.42882568748,4.25549418034,285.851,249.533,20.6369361549,-250.731,209.447413487,156.688402236,2669
165.754,194.420185761,220.829520811,217.178516625,248.927,124.980181782,248.926787483,0.999767,163.252,249.000487917,57.4856097426,2670,4.35548529198,4.34742114148,285.906,249.083,68.1872792647,-250.231,207.778913261,153.059877656,2670
149.978,714.256761088,423.113095186,2523.69031429,249.415,226.543499762,249.421233655,0.99979,163.27,249.496709505,89.2330575446,2671,729.581010039,4.29428435877,285.92,249.561,108.990651274,-250.813,1832.05104442,227.888863348,2671
187.302,215.857492117,564.187180752,1534.85522856,248.716,187.627537695,248.720820435,0.99973,163.342,248.774016177,126.539016938,2672,365.182136582,4.58382450606,285.95,248.852,213.930826817,-250.554,612.465037526,394.301052215,2672
159.69,318.901954976,971.103068204,1347.34488446,248.937,184.687814855,248.946665099,0.999769,163.359,249.030138252,292.484588402,2673,216.448900579,4.42288536662,286.04,249.084,28.7577818289,-250.896,493.995474231,322.885750716,2673
167.367,196.887051975,772.335505067,1539.9216585,248.498,199.913776752,248.506451736,0.999935,163.331,248.620723693,219.53244872,2674,397.788999334,4.40287636787,286.05,248.68,211.761869097,-250.532,698.218375586,511.83380782,2674
165.19,450.169385845,638.005024343,2956.35831347,248.616,240.990853504,248.621139724,0.999803,163.343,248.709824901,187.330905954,2675,886.990097545,4.4134096832,286.084,248.78,51.8747144933,-250.767,1665.28003762,320.601361348,2675
166.648,188.880345562,487.118952598,2336.51015232,249.212,180.014348808,249.212079334,0.999711,163.391,249.291543637,132.462083768,2676,530.291987666,4.35154231544,286.099,249.372,27.0815095433,-251.111,667.054000574,257.568390994,2676
151.592,179.141670097,274.447027971,226.832499513,249.604,125.887713807,249.616181117,0.9999,163.382,249.7257475,75.6201351482,2677,8.44024301738,4.26167062273,286.135,249.806,23.6869026461,-251.385,207.38928859,160.172293287,2677
150.794,195.232406195,533.926280934,805.95320419,249.215,143.56510806,249.225189868,0.999894,163.442,249.327745538,186.687314148,2678,199.303497235,4.30493586169,286.134,249.4,18.9400707411,-251.119,298.585375058,292.782492532,2678
147.534,188.494038257,418.673559919,1089.57706961,249.359,136.390120413,249.356800903,0.999931,163.511,249.505790581,110.446804378,2679,185.469999071,4.33863177323,286.187,249.586,42.9339408757,-251.302,271.444639853,192.858305525,2679
145.519,187.861769377,535.312787534,713.855166489,249.64,130.517702683,249.647759473,0.999907,163.519,249.749405153,166.066432197,2680,117.501292758,4.21814762883,286.21,249.807,32.4469264291,-251.562,236.041371819,196.140769825,2680
144.218,320.74772331,620.262849332,1120.73880048,250.87,190.270488607,250.866083388,0.999833,163.553,250.955528698,192.811966254,2681,253.343643716,4.19180286634,286.224,251.044,43.9141525253,-252.851,546.052417145,241.087561101,2681
161.043,663.533832541,671.170063141,2794.79242177,250.783,250.247479036,250.79414094,0.99971,163.577,250.890443585,187.53788445,2682,571.024384451,4.36719694558,286.252,250.958,26.7812308812,-252.827,1671.15123945,365.505843488,2682
165.044,884.593678193,1378.68149817,2185.68126362,250.924,240.854418305,250.932695808,0.99989,163.622,251.047784057,443.179627649,2683,384.085187933,4.3835677944,286.274,251.092,131.790820899,-252.967,1340.34700151,524.555249862,2683
145.992,1097.27829833,671.120258921,2877.94757546,250.719,247.15706035,250.71477627,0.999835,163.652,250.813225278,204.333904259,2684,563.063240233,4.16376615889,286.326,250.909,149.218458288,-252.704,1683.11505533,415.615249999,2684
157.815,968.11732194,1174.28435174,2894.81097364,251.029,248.233772508,251.046437369,0.999789,163.696,251.159018427,353.036628965,2685,529.569537212,4.28851463288,286.353,251.232,21.0324735364,-253.146,1713.14645369,463.93438709,2685
146.731,1043.04977406,1008.52582403,3026.18922271,251.375,249.176389249,251.373685725,0.999613,163.684,251.443086019,318.072642342,2686,692.125933558,4.1268102977,286.347,251.526,29.3790280112,-253.392,2144.934893,343.25059201,2686
148.521,325.759856235,888.583320714,2785.52065643,251.404,199.449001843,251.406861609,0.999912,163.651,251.513091656,260.162344159,2687,615.257031606,4.20296825431,286.317,251.602,138.143618991,-253.338,802.16018441,436.15707067,2687
150.238,291.715924652,993.638746431,2524.47101823,252.13,172.852423641,252.14385698,0.999908,163.668,252.229917883,271.943696999,2688,686.429880626,4.12245626847,286.346,252.315,19.792823686,-254.059,693.529404358,364.226302619,2688
155.69,794.197417926,1069.69816331,2780.70810976,252.429,230.570534477,252.430927528,0.999762,163.709,252.519801964,285.466070344,2689,607.818188399,4.18688085636,286.356,252.598,281.133090248,-254.476,1162.27144537,526.614639685,2689
143.487,756.379399055,646.049448746,2595.66868169,252.001,226.731196698,252.00410715,0.999723,163.678,252.064639659,172.624856022,2690,713.703622176,4.06945759286,286.397,252.135,104.862322949,-253.759,1616.63315886,306.218158528,2690
153.019,648.383401814,1321.10542366,1997.83800437,251.844,221.015613065,251.847360026,0.99972,163.706,251.921206833,452.842390343,2691,241.950340937,4.23609374296,286.452,252.01,218.287475047,-253.627,849.629577194,735.309005932,2691
153.627,761.397888174,900.100470853,1893.74962924,252.075,226.700189262,252.077219136,0.999729,163.759,252.16568857,325.140377513,2692,318.687558927,4.18269637248,286.486,252.241,41.5278256482,-253.844,1184.31732303,486.757223854,2692
146.387,808.168637754,1200.20799704,2873.06875607,251.557,238.021322117,251.566938202,0.999805,163.762,251.67481792,387.727359307,2693,754.776735914,4.10739509002,286.523,251.747,110.054632626,-253.156,1647.55595065,694.116983889,2693
173.129,714.789018418,749.057741536,2752.54202526,251.546,231.005590181,251.547398623,0.999694,163.763,251.666148893,201.710179462,2694,630.05263162,4.29725723527,286.566,251.759,62.6385805343,-253.209,1320.88141721,250.409412717,2694
146.103,765.257652167,1991.96403825,1620.39697447,251.049,241.8811302,251.050122633,0.999837,163.766,251.158245333,790.028897166,2695,173.388582327,4.12873273803,286.607,251.264,57.0926569288,-252.596,976.426411064,717.024940111,2695
164.827,781.870518076,829.665547333,2162.99055417,251.036,243.488653912,251.039709323,0.999765,163.777,251.115152786,304.608051721,2696,270.00224675,4.23451211978,286.631,251.209,20.0025414482,-252.689,1037.78782315,407.814594159,2696
170.286,666.448211291,1022.1406903,1804.95189539,250.739,234.681108671,250.747744139,0.999822,163.812,250.858006993,356.945047762,2697,215.213869336,4.20626235214,286.647,250.926,40.6333524792,-252.329,968.860784642,540.696203491,2697
170.041,29.7975516873,840.619422064,2898.13397609,251.151,237.04325857,251.148260032,0.999848,163.814,251.210030422,223.509555591,2698,687.477516987,4.22266586003,286.675,251.302,13.4386600114,-252.673,1459.2435287,129.108195596,2698
151.051,1028.33911202,809.783660349,2091.18631812,250.481,254.113080546,250.493048768,0.999837,163.857,250.592136973,302.780512158,2699,228.856334814,4.20038174003,286.732,250.656,17.218280475,-252.133,1351.42336982,427.310910601,2699
172.765,16.8168951703,714.873394469,2324.05531069,249.62,218.140258276,249.627637923,0.99985,163.928,249.742306361,236.100335701,2700,468.32647233,4.36366614438,286.787,249.811,12.9505006957,-251.216,1127.98740818,215.278824412,2700
159.034,1316.37594643,574.177049293,3100.79321146,250.244,261.711004511,250.240085176,0.999854,163.922,250.323358715,221.180470682,2701,595.731528807,4.32941531287,286.837,250.398,8.22082601338,-251.612,1941.15669495,262.104651302,2701
181.36,812.571844918,1304.60452514,3246.50241204,249.769,256.771804851,249.773648062,0.99983,163.952,249.915160982,389.417521313,2702,575.373371908,4.5935653781,286.887,249.967,13.3214390732,-251.138,1491.36873808,379.478950869,2702
178.615,346.253073169,847.749409022,2878.05278761,249.662,242.029389091,249.665208932,0.999702,163.973,249.764062067,306.75517986,2703,646.425646919,4.63799654233,286.932,249.835,12.6120388678,-251.111,1328.8173614,407.056687488,2703
170.859,119.050335211,739.12326884,1275.01553606,249.42,160.672031467,249.428795143,0.999867,164.012,249.532941291,208.895910187,2704,399.365773712,4.66465965932,287.004,249.613,104.656570403,-251.246,463.334337638,333.224658017,2704
151.73,156.942788961,896.48214328,1310.14375937,249.866,185.650229279,249.869850486,0.999851,164.03,249.957790043,208.686411766,2705,434.227637335,4.3595702419,287.019,250.061,273.246936243,-251.817,619.391113946,572.258380975,2705
150.18,99.6077079902,670.405944469,1378.38053135,249.808,106.67194702,249.799100923,0.999744,164.01,249.916695309,115.491108682,2706,151.128919701,4.15714669681,287.046,249.99,347.563631871,-251.651,181.467911406,557.952940736,2706
137.573,135.967390888,541.980878255,3025.27947556,249.884,208.243576134,249.893573152,0.999826,163.994,249.991515277,123.968512735,2707,628.482761212,4.10708285507,287.085,250.063,106.326528433,-251.634,891.817827097,243.987649463,2707
150.152,162.374427696,902.786895903,1374.23527081,249.991,211.099964613,249.993075598,0.999826,164.009,250.100602119,269.424428725,2708,356.660533891,4.22359643755,287.126,250.193,28.9666856294,-251.73,758.127638157,417.757178985,2708
138.269,302.178210264,1138.13516577,897.825518359,250.155,163.890824292,250.157835624,0.999659,164.009,250.249312751,324.044981429,2709,72.826084847,4.07902579084,287.159,250.337,185.465371108,-251.939,333.880925427,446.415113599,2709
137.149,280.499735876,712.368046723,1129.3283876,250.481,172.800383641,250.481279633,0.999756,163.95,250.577710374,171.739004053,2710,159.225053788,4.04650927194,287.18,250.643,127.547472785,-252.17,406.769241846,302.0980087,2710
155.116,296.07648816,556.02247067,1541.6325856,250.146,171.315384579,250.156789989,0.999502,163.967,250.26058519,121.757407163,2711,252.323752106,4.1862345379,287.223,250.313,137.525326496,-252.129,402.292852044,326.866976718,2711
138.599,245.884655668,850.005043044,305.515026497,250.516,143.928196763,250.518573305,0.999776,164.086,250.585092482,205.554083602,2712,12.3375307319,4.05752533862,287.293,250.659,145.917799449,-252.292,267.740790848,333.780837488,2712
154.974,216.535387063,606.33820572,260.413557887,250.36,136.010865624,250.356340026,0.999676,164.097,250.44036079,134.789387204,2713,9.64014382416,4.15726184709,287.293,250.542,60.1991269343,-252.169,240.197565724,227.361381164,2713
156.251,303.089752763,792.360809227,1896.42596411,250.278,176.657868753,250.290322082,0.999856,164.085,250.385195584,225.508800381,2714,319.914257891,4.16139176617,287.311,250.452,43.2544874011,-252.401,451.768674585,474.611406317,2714
155.726,326.088033065,637.617712623,1205.88076955,250.729,226.235760014,250.725589312,0.999882,164.052,250.815536828,209.611095778,2715,319.782304716,4.10174279959,287.376,250.899,44.950405416,-252.745,723.529737349,279.838321754,2715
154.489,239.661675978,890.333542985,282.340143489,250.599,143.127105259,250.604935882,0.999821,164.086,250.681142454,201.164150835,2716,8.57792969825,4.13167449005,287.412,250.761,211.105006639,-252.549,261.194805749,384.480331035,2716
149.566,226.73709596,453.145769727,274.802063239,250.682,140.516339185,250.688863545,0.999659,164.085,250.765911097,114.607046272,2717,9.80806848522,4.05834951079,287.434,250.842,8.60564575186,-252.295,249.692462378,205.624500473,2717
138.76,240.011982352,493.399038219,1050.03807969,250.992,177.976481548,250.996089379,0.999625,164.082,251.079206963,139.214838584,2718,222.696985533,3.98922092358,287.472,251.15,38.61479105,-252.67,423.31167265,286.143881381,2718
146.186,262.771666779,868.290258678,809.212686659,250.592,195.925012425,250.593991574,0.999761,164.117,250.678152259,270.799494963,2719,185.94498756,4.12868172376,287.501,250.778,38.4888846816,-252.024,493.72649624,342.724767682,2719
171.501,271.703640925,517.729824476,1083.05891929,249.733,168.552276062,249.729865626,0.999754,164.139,249.820116738,146.664343598,2720,154.508744143,4.41353203331,287.52,249.906,37.7523599243,-251.247,354.551225165,202.156229938,2720
165.355,284.684578644,658.866363805,1058.27852359,249.823,230.661347304,249.843814051,0.999887,164.179,249.930458909,219.989637757,2721,202.841413199,4.44143558119,287.539,249.989,12.0019460014,-251.383,705.161255608,237.897563963,2721
149.686,260.143825881,624.362987957,946.621107872,249.622,188.193293364,249.619561722,0.999812,164.179,249.694981936,209.773128229,2722,243.894528348,4.3310075403,287.583,249.787,7.91386327566,-250.845,475.626577884,306.630422016,2722
161.314,229.360321361,585.024925184,265.811466174,248.877,142.120625433,248.890966765,0.999717,164.226,248.967268916,186.464558285,2723,7.47289225573,4.50912589083,287.642,249.054,45.629120449,-250.196,252.39099096,280.622509749,2723
175.808,265.567555037,665.586058718,308.221617622,248.692,152.232022869,248.678108893,0.999837,164.223,248.777523775,161.8179753,2724,9.49060907622,4.7429080397,287.693,248.889,116.834196643,-250.076,283.786706168,333.389577918,2724
184.174,286.143422435,852.968806744,988.865580982,248.313,160.168097876,248.338060106,0.999681,164.245,248.414812999,224.042983392,2725,77.2760174808,4.85858821651,287.716,248.485,95.7559702259,-250.066,315.418115119,310.14798701,2725
189.93,317.706414819,588.986658531,2376.28487914,248.153,225.123907047,248.161847605,0.999765,164.305,248.236059439,237.779441463,2726,506.602793317,4.84766781716,287.747,248.317,33.0207796132,-250.164,895.019230418,349.857594504,2726
162.933,322.636147527,926.525618258,2128.32252217,248.468,221.809192391,248.47430588,0.999654,164.299,248.542901062,269.160724182,2727,529.091915999,4.67000942355,287.781,248.613,28.1658357937,-250.454,915.577919178,408.854683529,2727
140.743,317.866120931,518.75487553,3020.34399656,248.888,221.635734222,248.896840739,0.999679,164.367,248.97024474,173.335703315,2728,648.73019115,4.37631874886,287.846,249.04,15.3432642533,-250.98,1027.61265325,201.053567057,2728
168.394,310.367673439,788.218262194,1819.63652091,249.267,216.461061432,249.263958701,0.999766,164.408,249.339670277,228.147509805,2729,533.607810774,4.58587758619,287.892,249.427,22.6150699601,-251.295,923.113649592,377.616400991,2729
160.868,285.411070989,794.079140448,327.638943445,249.061,157.322697205,249.065042307,0.999841,164.387,249.134327557,200.307061174,2730,8.67862060761,4.5889475892,287.913,249.207,211.147798822,-251.049,304.00773955,512.187156193,2730
171.382,292.87285316,900.81647387,1024.14746845,249.571,177.790777237,249.574467866,0.999841,164.366,249.645886655,221.107710248,2731,273.594551862,4.58907476035,287.962,249.715,232.125927269,-251.285,450.020169943,421.068147775,2731
155.715,279.210881731,670.924597801,314.780286913,249.617,153.727832132,249.628579877,0.9998,164.354,249.70561756,254.228428149,2732,8.01783957432,4.51979628798,288.021,249.781,19.9556236993,-251.142,292.589477176,301.766451199,2732
155.767,301.176959942,574.191357249,2342.43141594,248.716,213.838190042,248.730441588,0.999787,164.409,248.822807913,147.408097663,2733,492.620320434,4.611846515,288.068,248.902,16.8440416709,-250.351,986.529546097,176.463231096,2733
169.956,311.170275148,498.446044441,2175.45356742,248.63,218.112422925,248.625075948,0.999773,164.434,248.708873145,144.024953489,2734,554.52586234,4.69915998235,288.124,248.795,61.0047578272,-250.158,997.918954652,261.09899823,2734
158.66,294.077321763,933.539539858,1048.08585253,248.72,167.07074871,248.720687759,0.999912,164.407,248.791345979,213.073923505,2735,162.981651621,4.68062037371,288.142,248.856,247.293930514,-250.311,357.977650292,588.495316878,2735
144.059,274.957693981,622.243695711,548.001946905,248.079,158.563328301,248.087085441,0.999844,164.373,248.196586733,198.370368109,2736,32.5539744007,4.66420322761,288.186,248.266,14.6001329872,-249.575,304.914004216,182.619587862,2736
171.358,10.7368241737,585.549496382,2388.05815342,247.799,19.1089424721,247.796326618,0.999743,164.414,247.902264192,210.046254596,2737,171.323789013,4.85734270476,288.234,247.985,9.83418071192,-249.319,39.3721244865,178.649346102,2737
163.04,297.182895453,582.098819227,2447.96392157,248.145,213.770977842,248.15513851,0.999814,164.485,248.25511742,187.490570145,2738,564.682862986,4.78362457289,288.25,248.326,7.61824398611,-249.796,810.836875336,151.638225792,2738
152.809,295.631769883,578.996432802,3522.54095109,248.538,209.384531329,248.53630322,0.999758,164.491,248.636493245,172.586909916,2739,739.221368486,4.67421616147,288.255,248.73,27.5002258249,-250.346,827.577534816,281.547112686,2739
170.956,247.378163354,650.781546282,2780.71117138,248.071,194.34996383,248.075691049,0.999764,164.561,248.159816784,220.948914535,2740,666.978273248,4.8078666269,288.309,248.242,11.37117725,-250.016,736.984550224,298.631254863,2740
147.214,7.36708326187,666.307810382,261.513105829,249.022,8.89444143655,249.025207555,0.999984,164.571,249.116471699,209.861823555,2741,10.5025989426,4.52069018158,288.329,249.182,7.26504440261,-250.999,9.48146743265,183.452390006,2741
170.44,243.196455198,588.308835554,1866.11649574,248.464,181.166060346,248.466807984,0.99982,164.57,248.568771114,159.586155685,2742,328.595632444,4.64134727853,288.339,248.667,7.3523140687,-250.536,486.469923622,115.979753589,2742
164.902,250.169507748,520.668234259,1275.07054541,249.104,186.495740767,249.096739914,0.999954,164.584,249.188933169,139.287412246,2743,319.592515579,4.491684442,288.343,249.278,11.8474232392,-251.139,533.218754355,196.955688858,2743
161.144,239.271906365,472.053293773,3073.87809968,249.378,222.300462879,249.399754938,0.999724,164.604,249.5068181,69.3561462067,2744,830.910179421,4.55620482795,288.368,249.58,213.502904002,-251.369,1328.24635818,298.842596738,2744
147.581,285.217976577,533.790149558,2989.30563667,249.669,231.097891998,249.672816509,0.999835,164.662,249.781484437,154.069107566,2745,589.333068502,4.37021475162,288.394,249.85,25.7412725942,-251.737,1056.80717115,245.023024361,2745
161.754,608.532581921,467.65156349,1443.55116834,250.051,226.404678071,250.051272632,0.999701,164.603,250.143209799,129.798128315,2746,171.259937994,4.49576452907,288.425,250.24,144.900388851,-251.955,789.209565133,313.172688971,2746
157.493,557.431588605,742.518603384,1183.81880293,249.794,228.053015408,249.803688531,0.999786,164.663,249.901514921,198.897174442,2747,118.451282612,4.50735341556,288.446,249.977,190.3443074,-251.627,706.021630468,431.918157889,2747
165.976,649.302417702,791.119164001,1430.04958458,249.925,239.398436128,249.926765841,0.999758,164.68,250.01856723,189.376487654,2748,177.721197794,4.60054876807,288.47,250.088,112.292131598,-252.004,825.982534972,386.812308024,2748
177.691,638.294279259,667.920878113,786.938364245,250.089,233.499152308,250.102096748,0.999636,164.719,250.19803091,215.653744201,2749,24.1485002794,4.67789231373,288.507,250.252,32.6163806763,-252.177,689.308326785,509.681846709,2749
159.976,408.849867302,612.481001155,623.386209834,250.688,213.744427156,250.684654391,0.999848,164.742,250.765475784,161.021971423,2750,83.4329873559,4.54197684973,288.544,250.846,61.1355513016,-252.689,523.291029361,270.705751753,2750
173.182,491.607072717,457.361896449,690.128686308,250.428,227.616222773,250.441962164,0.999772,164.797,250.544494783,130.838425936,2751,69.5129143792,4.67981481334,288.57,250.613,32.7548209568,-252.127,620.787439964,199.898208627,2751
181.082,760.37481073,787.344549654,1636.36479556,250.601,244.974473456,250.608607557,0.999761,164.826,250.694030079,224.846039451,2752,212.765226646,4.66913346624,288.626,250.771,139.813652245,-252.621,961.056081576,428.102768087,2752
173.531,757.495315643,909.743023118,2444.97316717,249.947,240.536494425,249.948898447,0.99976,164.877,250.009797901,319.44982963,2753,345.678808497,4.53130957521,288.671,250.108,108.698447135,-252.136,989.591735076,546.346047769,2753
160.937,955.466151259,696.457052909,3018.95121549,250.892,244.986489164,250.905705458,0.999835,164.907,250.965260651,243.90991205,2754,668.094732214,4.39745456766,288.691,251.018,38.0519795094,-253.054,1611.62596869,386.836819369,2754
163.898,864.30510518,1063.53554983,2899.18425241,251.104,238.65904392,251.110784317,0.999763,164.981,251.170226494,337.398868886,2755,526.251219568,4.3682727246,288.783,251.229,10.0179575849,-253.221,1361.46005519,266.193657121,2755
156.827,744.707140404,708.736917538,2917.5370741,251.04,250.901514038,251.041368701,0.999945,165.069,251.104084372,222.405503206,2756,565.633451738,4.29235043776,288.819,251.183,112.539964855,-253.295,1455.55269953,471.942248799,2756
146.649,656.036867761,911.796030815,815.106765951,251.003,238.902966655,251.005760509,0.999854,165.074,251.079185231,280.367679211,2757,26.268955776,4.10660191962,288.841,251.165,77.2825643365,-253.184,748.609555374,604.549897509,2757
159.026,759.432955712,789.695609581,1536.95525602,251.743,240.956492449,251.749154448,0.999849,165.077,251.800936022,212.67252853,2758,156.712067865,4.22353619428,288.881,251.863,77.4577373912,-253.968,879.60659723,435.955545002,2758
157.862,675.812459222,480.051926061,1290.47401564,252.039,232.786876711,252.045083387,0.999734,165.107,252.105639408,150.537397037,2759,140.330713547,4.16619219151,288.899,252.166,10.8221366627,-254.067,894.51629411,319.821937309,2759
140.894,606.203222822,1119.93035834,1540.18004062,252.011,223.327974966,252.015630458,0.999766,165.138,252.068449666,352.102761698,2760,249.174291951,4.08418607924,288.969,252.149,62.4840402881,-254.135,928.855371435,590.646278323,2760
139.298,71.7354169714,789.480882462,943.978232397,251.869,204.076893712,251.87864359,0.99965,165.153,251.926693618,283.626832365,2761,210.122436296,4.05858731465,288.997,251.994,29.5217600239,-253.787,620.435761689,520.747789054,2761
171.905,619.112837282,794.120979187,1014.37391334,251.578,229.750703831,251.581210717,0.999848,165.149,251.64041529,257.468865593,2762,96.5706870549,4.26596179002,289.042,251.721,55.9165071436,-253.4,761.992236387,511.351572674,2762
137.281,568.165271757,1155.48644566,1219.00568549,251.557,228.004604632,251.566907377,0.999724,165.163,251.631960058,390.176865017,2763,113.094158717,4.0515362735,289.058,251.695,152.241995444,-253.41,770.037102855,493.248988377,2763
159.419,487.980091812,674.416264664,978.078420787,251.48,213.10992159,251.487278294,0.999717,165.263,251.544334095,200.814105377,2764,114.42119899,4.25784962834,289.069,251.609,92.4071419037,-253.356,679.755861877,322.35243617,2764
168.103,499.620006395,916.218444979,806.956360251,251.343,215.815276577,251.348536507,0.999762,165.31,251.409758426,330.721404959,2765,90.7864062494,4.2755279598,289.087,251.488,97.0833714307,-253.38,657.494686866,490.565645203,2765
150.256,513.800186965,984.717782292,828.54602324,251.616,221.122167919,251.615683339,0.999887,165.304,251.657590212,192.638627267,2766,91.2426442177,4.05493815685,289.152,251.732,452.830203986,-253.722,671.905200131,743.177907051,2766
147.33,381.15251419,604.777987743,706.002653603,251.771,203.392555261,251.776558428,0.999711,165.325,251.824298312,236.845470609,2767,82.795506288,4.03473688702,289.186,251.887,9.59404266392,-253.742,507.051504807,418.296649447,2767
148.508,618.615733661,672.095861128,843.971040909,251.97,237.21914889,251.967120758,0.999867,165.315,252.00655921,208.49438255,2768,51.1816155416,3.97428222063,289.204,252.089,36.1994049932,-254.11,746.937732454,476.557484507,2768
134.214,675.235959615,698.851822262,1182.4049518,251.944,243.001944328,251.944593995,0.999768,165.324,251.981884419,219.613974551,2769,108.446927563,3.88903192214,289.202,252.051,102.918460049,-253.959,914.484307217,491.618643078,2769
145.963,664.171872639,921.101833087,1173.21281596,252.361,238.15243671,252.368372157,0.999809,165.378,252.407394087,257.93555152,2770,124.668459434,3.99140336406,289.273,252.487,185.035352905,-254.365,848.237385989,595.623329429,2770
148.235,85.4076058644,470.120243076,771.071673759,251.971,233.819008714,251.980862692,0.999832,165.431,252.025002686,143.343572694,2771,85.205321647,3.9210203561,289.314,252.105,76.6188158653,-253.914,645.639631126,312.703626985,2771
142.432,544.474798369,698.662777594,953.265881164,252.14,233.130348596,252.138364188,0.999772,165.388,252.161834081,150.020720549,2772,59.5882629052,3.8818452308,289.354,252.251,223.960368683,-254.096,676.483636031,443.628482467,2772
134.835,91.849662312,549.545533678,757.258359081,251.945,189.626449834,251.955495851,0.99979,165.386,251.989476323,92.0194884107,2773,244.128211486,3.81634378666,289.386,252.054,330.307985546,-253.898,513.465567782,420.136025419,2773
137.423,935.137165232,808.143660023,1749.91135227,251.987,249.986159189,251.986325103,0.999847,165.381,252.031685496,231.427737691,2774,189.705809794,3.84308071928,289.445,252.096,106.465910447,-253.924,1166.09695599,412.356503174,2774
140.607,861.99551977,1025.0979906,1432.44362538,251.998,254.077061724,252.000828528,0.99985,165.36,252.036479771,261.241824172,2775,120.566436846,3.77855290321,289.443,252.119,222.442319512,-253.859,1014.0793491,394.095802704,2775
147.699,841.035555124,748.34528564,2449.97236542,251.744,254.367559243,251.757858116,0.999872,165.374,251.794555191,181.340149376,2776,301.9103443,3.85988708069,289.51,251.861,222.281861528,-253.583,1072.82369541,445.289475597,2776
143.777,70.515940639,868.250109915,1920.33526072,251.76,239.714698023,251.763301249,0.999881,165.451,251.805555107,251.047567243,2777,314.316354605,3.8567977305,289.529,251.869,60.8537906469,-253.605,912.51424054,317.639652115,2777
138.134,1034.74712498,906.130800742,2926.67786288,251.952,244.881148798,251.949266173,0.999846,165.467,251.99557023,303.709761314,2778,728.804283924,3.72991301505,289.607,252.058,18.9957468203,-253.805,2116.06656042,486.0725044,2778
149.175,1282.53624059,1378.94417297,2931.04556134,251.512,241.056584505,251.525835988,0.999756,165.47,251.576242154,427.678685809,2779,602.466406938,3.85631191914,289.664,251.645,101.889392273,-253.305,2239.56111279,487.920119223,2779
138.786,92.4776300988,1210.90359831,2423.39304495,251.469,253.138923292,251.465172171,0.99982,165.565,251.526879111,418.342762135,2780,538.170855766,3.811872502,289.672,251.611,20.5889156713,-253.457,1357.98317089,442.340496172,2780
145.526,913.275816573,720.816905319,3373.46880413,251.429,258.441354757,251.430196693,0.999913,165.603,251.470631926,213.950352667,2781,1116.81322107,3.85453167697,289.725,251.546,72.3969058049,-253.379,1893.30320157,428.409857174,2781
135.373,158.466035898,1177.61560547,3284.772875,251.393,233.359962443,251.411863,0.999743,165.582,251.464606909,399.098937078,2782,1155.71460371,3.78076525563,289.752,251.531,125.146307596,-253.395,2084.87847981,569.781766211,2782
152.979,775.845632188,1039.97656531,2312.51712149,250.915,254.564743892,250.911403812,0.99995,165.55,250.952766101,287.684430552,2783,261.937807414,3.92097540235,289.729,251.03,192.290725316,-252.802,1006.70571574,533.916686745,2783
131.286,607.485346411,586.030070916,719.955120432,251.734,236.901419623,251.744273713,0.999841,165.57,251.777469543,138.338978083,2784,32.2660814594,3.76150095907,289.757,251.839,130.689007194,-253.707,662.890140323,396.855236503,2784
143.222,606.338765163,673.192062094,748.958243358,251.865,242.447906957,251.872006452,0.999878,165.616,251.919634411,144.674785209,2785,21.7049088082,3.7941293881,289.756,251.97,185.441421807,-253.74,704.089147995,356.273166851,2785
130.952,800.493420475,716.860090472,1334.29825551,251.318,251.487178909,251.30592185,0.999931,165.64,251.338219326,186.495970969,2786,133.373983476,3.76990042431,289.808,251.423,170.743315863,-253.158,1043.57230028,432.446646359,2786
124.93,853.898629588,658.492162729,1481.67664651,251.284,253.035263622,251.301644028,0.999861,165.686,251.344915349,169.572884492,2787,113.389062524,3.72751517057,289.839,251.412,174.954572233,-253.166,1053.83031178,362.005507149,2787
129.53,560.330511008,860.119386106,1049.33366233,251.588,243.223208304,251.59237722,0.999867,165.652,251.630789918,238.14075568,2788,131.696608822,3.75150175655,289.869,251.701,84.0690833752,-253.56,827.469633252,425.367832873,2788
