MaxEsReturn,StdReturn,Epoch,AverageQ,AverageAbsQ,AverageQLoss,MaxReturn,MinEsReturn,AverageY,AverageAbsQYDiff,MinReturn,AverageAction,AveragePolicySurr,AverageAbsY,Iteration,QFunRegParamNorm,StdEsReturn,AverageEsReturn,PolicyRegParamNorm,AverageDiscountedReturn,AverageReturn
584.031677762,9.83175899551,41,0.671234,0.671882,0.00198821,385.492425312,280.833707595,0.671435160863,0.02006841879,313.796179137,0.657025,-0.718471,0.671486235828,41,20.0617,111.19488484,388.592594338,26.8339,135.006548475,329.994401709
310.797277808,40.9812334432,42,0.691185,0.691801,0.00176248,404.867199141,43.0184668256,0.691300484368,0.0195247221877,270.878628358,0.774491,-0.738068,0.691351753768,42,20.414,81.4862968284,202.88896616,27.2361,134.663257003,299.938163551
418.424050525,25.8425304234,43,0.70724,0.707875,0.00226181,313.038151548,62.351572099,0.707418585546,0.0205911492566,197.763014685,0.797698,-0.752105,0.707462833247,43,20.7662,115.746327476,227.71677229,27.5982,148.313028194,278.435849607
360.975148645,3.96687349939,44,0.724357,0.724915,0.00226469,356.851640211,58.6583366094,0.724485915946,0.0210507711252,336.258098617,0.748061,-0.77097,0.724517892588,44,21.0938,124.413773722,221.556094866,28.0821,167.270084645,349.021617419
410.141240953,20.9414239087,45,0.743463,0.744097,0.0020367,402.280427129,12.8990975547,0.743607961805,0.020150652774,305.12600278,0.811377,-0.790405,0.743660424577,45,21.3939,154.582169239,270.11543683,28.5006,161.167598,335.742269793
448.393381313,21.5656713508,46,0.758367,0.759039,0.00237964,448.055446093,146.11825,0.758493450054,0.0207870437568,351.309487609,0.741516,-0.803542,0.758562511839,46,21.7305,127.532270811,307.342177836,28.8674,162.0640895,405.795808955
409.325432724,55.6506855047,47,0.774234,0.774818,0.00242714,402.630576204,110.880430283,0.774349273477,0.0216202243114,196.199238109,0.82874,-0.818468,0.774467474549,47,22.0584,94.5800555359,284.287116836,29.2371,147.595862372,281.757264709
390.038812858,6.21513023501,48,0.788849,0.789437,0.00217812,255.8696517,31.3859020391,0.78896460238,0.02023870309,223.019651032,0.83094,-0.830578,0.789067000273,48,22.3632,118.169285215,171.412068868,29.5968,129.25219537,235.228761446
356.102469806,8.16802068383,49,0.799982,0.800709,0.00264374,394.649847986,29.0004811952,0.800118001085,0.0217965342013,353.209296249,0.851376,-0.845845,0.800265550951,49,22.6339,111.21879779,217.451528357,29.9417,175.582483271,374.711858288
412.246890624,18.994684089,50,0.81899,0.819734,0.00265892,343.6449959,40.1801031694,0.819122283653,0.0214408778205,263.594927132,0.878002,-0.862759,0.81921344447,50,22.928,113.916859789,265.076284219,30.1797,151.020963002,306.411138202
465.106733344,20.44955517,51,0.83309,0.833712,0.00260728,368.63987772,10.2848990147,0.833204213222,0.0219019251802,272.011677768,0.874517,-0.875348,0.833253278567,51,23.1774,147.889001939,260.05264277,30.3972,164.017818799,331.541292959
398.680731577,21.6422602984,52,0.846774,0.847478,0.00289218,437.374750968,16.7371304927,0.846930691394,0.0224079739822,368.344342336,0.849294,-0.890915,0.847034340235,52,23.4699,108.80054901,248.52680767,30.6198,181.177996109,399.877926341
457.540474798,17.7050461804,53,0.859763,0.860459,0.00275354,431.098389303,38.9982235674,0.859945964528,0.0220247713541,361.930948236,0.872328,-0.899109,0.860097316861,53,23.7515,143.363009598,280.715050258,31.0076,179.705754791,389.007134851
715.742228189,64.4849268378,54,0.871577,0.872318,0.00280908,628.263042166,273.551285923,0.871614744148,0.0220706250099,360.612063353,0.945953,-0.913417,0.871727713188,54,24.0677,138.779032928,390.293448895,31.3552,181.445717084,407.402166124
392.065494692,54.7198985811,55,0.885062,0.885916,0.00282952,419.203948723,23.0482695551,0.885203025945,0.0226956503784,233.352846261,0.905729,-0.925334,0.885322514641,55,24.3447,134.250001393,217.450234493,31.5881,171.055735303,365.987110087
641.409685738,149.881889948,56,0.899029,0.899688,0.00304544,930.406856863,58.3040316883,0.899128550186,0.0229736851856,229.101498789,0.855695,-0.940513,0.899189614181,56,24.5687,185.416482417,346.321431873,31.8738,169.986567572,403.268831977
544.65121055,136.734760997,57,0.9137,0.914484,0.00266916,977.084554709,75.9711583795,0.913889815974,0.0216902438953,332.638751911,0.873929,-0.953676,0.913951487919,57,24.8137,200.986114095,270.614001608,32.1761,200.348762313,574.152266771
697.383512359,109.437882689,58,0.930405,0.931164,0.00317945,604.138201656,129.511030548,0.930597381632,0.0232704245927,128.809792898,0.805914,-0.973825,0.930661065187,58,25.0751,184.878319814,324.467490803,32.4364,113.768413931,205.677157805
280.568375126,91.9689221313,59,0.946907,0.947593,0.00311952,501.977127799,3.62300607736,0.947053802524,0.024006750939,65.6885970516,0.85685,-0.990363,0.94710536066,59,25.3201,96.7484422003,118.658798442,32.6712,101.909861963,315.297276402
381.7096702,268.282882301,60,0.960856,0.961546,0.00338671,1303.63169561,2.75068847904,0.960953172423,0.024826260502,124.490650394,0.817148,-1.0048,0.960979521955,60,25.5852,114.210735643,110.649307378,32.959,92.2049852413,349.774230644
396.036974122,15.0881301653,61,0.97448,0.975141,0.00323134,426.450882038,31.4771796222,0.97468614667,0.0239022167475,339.658050041,0.919747,-1.01628,0.974739417027,61,25.7904,140.905675406,197.065593061,33.2456,187.651959372,405.793551481
626.783987297,122.026388485,62,0.990493,0.991248,0.00375761,636.026008537,160.129461014,0.990587588672,0.0248430942184,128.799800612,0.908359,-1.02861,0.990681390216,62,26.0186,169.582681797,326.428285612,33.4792,107.58685706,194.677272714
402.578289645,229.967688569,63,0.998417,0.99908,0.00376911,1825.01554049,1.24151814658,0.99856220444,0.0250190391397,623.684752333,0.845521,-1.03869,0.998731440058,63,26.2756,137.911705213,136.927759843,33.7631,232.370269442,1039.4388529
636.944290348,67.2109270242,64,1.01565,1.01647,0.00387121,510.823156081,34.4461805185,1.01579773595,0.0254832330878,296.022730326,0.859961,-1.05735,1.01605246311,64,26.5057,222.546798287,359.786997906,34.0911,179.223047261,401.296481258
531.620651794,83.0844236698,65,1.02975,1.03051,0.00375867,568.779938683,25.4332496274,1.02985431827,0.0257445120311,270.918084118,0.843181,-1.07175,1.02997276384,65,26.7543,135.567446303,274.896912385,34.3677,163.139969349,369.893178137
553.784139515,27.3810188771,66,1.04516,1.04601,0.00434363,325.608163483,4.18256353161,1.04527181972,0.02686731404,75.8633500058,0.910015,-1.08884,1.04540901111,66,27.0032,168.389336826,230.09865243,34.6712,155.434768657,292.661255949
398.144754072,43.3850983674,67,1.05898,1.05963,0.00372036,486.167392531,87.2462608425,1.05916181454,0.0256037980586,288.529283796,0.852485,-1.10055,1.05928608478,67,27.2306,111.691785923,236.256062994,34.9294,162.420025944,336.695328107
422.330905871,27.4558734137,68,1.07313,1.074,0.00429074,364.737738518,5.9546402816,1.07316734554,0.0270505138518,261.12104167,0.856143,-1.11522,1.07322724601,68,27.4262,126.775368334,229.397047865,35.1572,153.499862259,318.006461188
392.437211404,33.264915001,69,1.08734,1.08813,0.00378031,398.387413872,128.925938044,1.08752689108,0.0263701542066,270.336865104,0.867825,-1.12849,1.08767659849,69,27.6623,91.5402690792,268.917415595,35.4643,157.306984433,320.803028956
337.088594554,8.1334674156,70,1.10294,1.10385,0.00357699,310.65172252,233.376838939,1.10306011057,0.025256976515,264.643102227,0.846136,-1.1457,1.10322404972,70,27.8509,29.739781928,287.293013014,35.6404,154.386645479,290.686420696
319.465849766,5.48109918857,71,1.11791,1.11889,0.00482922,298.627827662,8.61230315681,1.11805476901,0.029193644332,271.438698807,0.867939,-1.15909,1.11824708605,71,28.1087,107.268789818,212.499554484,35.8492,153.541432782,286.416605435
317.176556244,42.6546418919,72,1.13373,1.13456,0.0041191,421.161386425,81.1277643989,1.13379269742,0.027094848995,283.704330116,0.827389,-1.17744,1.13394205215,72,28.3428,68.0346628733,231.900625455,36.0996,161.123358571,336.399116169
388.104189146,98.8264070039,73,1.14635,1.14737,0.00479771,374.974224178,52.7281008459,1.14647689001,0.0289444621469,71.0691093773,0.888725,-1.18817,1.14662787263,73,28.5824,107.941729446,198.022012076,36.3079,95.9117333685,157.942118147
306.281428548,8.30760144806,74,1.16237,1.16348,0.00487076,306.862781821,79.3783804778,1.16250797367,0.0296644401374,272.566458124,0.892561,-1.20527,1.16265085229,74,28.7513,91.7673412934,223.238639927,36.5523,147.417013116,288.245515706
427.706638042,8.29878991393,75,1.17804,1.17908,0.00476709,305.522911495,29.6054539581,1.17830318843,0.029457510407,259.120688823,0.856391,-1.22146,1.17853689667,75,28.8904,109.271545012,203.297313633,36.7393,146.438964533,288.965554438
292.158639059,22.7142471211,76,1.19394,1.19485,0.00542376,274.964577353,27.3597383792,1.1939758214,0.0304463638306,67.8206633919,0.845968,-1.23787,1.19415745372,76,29.1315,93.3178410539,223.020298822,36.9225,138.750745301,254.870393681
279.011107573,66.3274015002,77,1.21293,1.21409,0.00528961,278.317408291,26.1138099926,1.21320697179,0.0311813960088,55.019167144,0.860688,-1.2573,1.21352256986,77,29.3397,88.9788495342,183.874790254,37.1212,62.051227375,85.8266311253
270.073674748,8.26618272919,78,1.22592,1.22718,0.00575324,274.553020495,10.5275396388,1.22602750408,0.0324171846,236.704029728,0.75076,-1.27231,1.22654507197,78,29.5963,73.0789893648,212.897422128,37.3363,138.369849216,252.594461633
294.938527014,10.9254048653,79,1.24366,1.24494,0.00584145,276.164123595,51.5268989739,1.24390632802,0.0326376921028,234.379257876,0.753789,-1.28955,1.24436529248,79,29.826,71.7295362746,244.187624758,37.5387,138.119311237,248.281991272
273.759378593,9.39782105037,80,1.26383,1.26513,0.00523849,278.866181308,97.3633952865,1.26396946987,0.0320548153338,236.758493306,0.872147,-1.31008,1.26444170729,80,30.0081,53.2906207984,221.987633169,37.7812,140.992490756,252.160855728
284.393389846,8.0304864384,81,1.27988,1.2811,0.00584258,213.822474478,61.2220435168,1.28004152221,0.0328581611906,181.878674606,0.853355,-1.3266,1.28044399736,81,30.2354,69.0369084157,193.484891525,37.9769,117.062271084,195.072950268
376.594024507,63.0159238674,82,1.29968,1.30109,0.00661121,608.066595527,15.7974324124,1.29987521058,0.0338332053793,306.353499688,0.818518,-1.34668,1.30030873365,82,30.3788,103.312689246,168.361189395,38.1973,206.620394113,523.531875393
305.275409166,18.0923873106,83,1.3115,1.31295,0.00586635,305.495959832,22.0148424916,1.3117296642,0.0330686012701,225.669318791,0.837862,-1.35654,1.31224238885,83,30.612,96.7138598476,221.577009021,38.3218,149.643978734,287.731989816
290.026110224,86.8532670763,84,1.33359,1.33499,0.00714005,566.755590938,32.0601342919,1.33361605195,0.0352109935647,304.413859901,0.827884,-1.37998,1.33398432405,84,30.8291,70.026168681,201.414715919,38.5496,194.422613996,456.541069674
348.505140222,20.2020563799,85,1.3461,1.34765,0.00786203,297.916279715,14.5929640822,1.34622693628,0.0359437009481,224.67159038,0.819778,-1.39195,1.34680253561,85,31.041,110.988593241,209.674837996,38.6609,143.79892161,264.85572696
326.126159582,30.2568903584,86,1.36219,1.36373,0.00726777,274.142377201,19.7554745092,1.36237162374,0.0361056306533,103.48483698,0.831482,-1.41026,1.36280429789,86,31.2217,112.315666363,194.305068614,38.8558,139.737430748,244.503463314
324.298842101,6.0721798648,87,1.37781,1.37916,0.00715863,228.351663853,24.8945114475,1.37792831057,0.035575280993,200.62029122,0.833491,-1.42532,1.37837111083,87,31.3615,95.7788731127,191.696685655,39.0266,126.6472965,210.059589491
412.168312786,63.990106247,88,1.38879,1.39018,0.00779807,610.222553899,31.1666466203,1.3888749853,0.03634932874,371.798229093,0.763265,-1.43496,1.38935195801,88,31.5907,122.738863867,226.951283834,39.191,206.745830937,487.136567329
330.223464626,102.083213897,89,1.40658,1.4081,0.00825756,566.727812303,29.4731672099,1.40685754336,0.0373105033535,239.972862855,0.778985,-1.45614,1.40727036738,89,31.7748,98.5222025443,179.171878887,39.4083,156.953646075,309.846910737
347.221702925,7.4324123565,90,1.42363,1.42509,0.00789605,362.853589905,56.6584598021,1.42374784576,0.0367630489465,328.326903851,0.687662,-1.47195,1.42425554042,90,31.9746,113.147222901,197.437772747,39.4825,171.715881641,349.34090929
557.091567484,66.6279488577,91,1.44262,1.44431,0.00761084,629.126789783,37.3595883621,1.44281305857,0.0371709374254,365.712202791,0.764388,-1.49214,1.44343098207,91,32.2107,154.625451349,199.673988742,39.705,196.229093978,517.072354188
584.902949139,1.52863165274,92,1.45552,1.45699,0.00911257,54.184267061,40.4585922167,1.45568978381,0.0384947486538,46.0569083562,0.909042,-1.50449,1.45620593514,92,32.4307,185.406835194,206.55416858,39.8553,41.9133322875,50.567222104
404.29653215,58.349811478,93,1.47259,1.47428,0.00737359,955.918184892,53.4366284495,1.47280119548,0.0364594233227,591.641531533,0.803726,-1.51926,1.47336030862,93,32.5887,116.698306988,218.619577144,40.0902,225.324671084,691.774997301
406.71126239,99.9276588882,94,1.49114,1.4926,0.00903294,618.848299475,7.42588883817,1.49130377175,0.0391487608286,274.027203596,0.799648,-1.54116,1.49187996107,94,32.8275,116.565020913,169.613823042,40.1797,180.79258145,410.319668035
615.162828211,173.443516741,95,1.50622,1.5076,0.00832494,623.495137598,20.9920701705,1.50642078445,0.0388928256169,98.1992491022,0.886469,-1.55463,1.50683576949,95,32.9958,218.039884795,313.451089581,40.3465,114.317169158,212.440297764
574.414845641,106.610863725,96,1.52582,1.52767,0.0089752,474.015456173,52.4871001673,1.52580724453,0.0392800709698,38.8211194591,0.914719,-1.57461,1.52642181694,96,33.2414,137.221468897,207.801253404,40.5593,101.112165825,163.242796448
579.721146941,19.5658229442,97,1.53564,1.5372,0.00850066,629.856105472,45.2316283868,1.53589978925,0.038971013383,515.854290738,0.801281,-1.58441,1.53650404464,97,33.4088,185.710794375,288.818176213,40.6935,215.242712287,602.119459705
559.031252401,94.1259075183,98,1.55403,1.55593,0.00957532,551.743020706,48.8646609345,1.5543117126,0.0414095519215,311.416173983,0.752231,-1.60451,1.55508864145,98,33.5954,152.140882762,302.708315177,40.8582,192.478498583,435.471810965
725.305501357,14.1405002199,99,1.56844,1.57029,0.00867821,89.0189267416,16.4773160197,1.56848703638,0.0394898230077,37.1219946691,0.91431,-1.61688,1.56903924173,99,33.7735,184.985252298,230.763707916,40.973,55.6645547168,68.0277477517
529.06534798,107.957388584,100,1.58075,1.58244,0.0087826,599.952801798,58.1900876828,1.58078823036,0.0390931937844,181.574049134,0.782782,-1.62907,1.58141191482,100,33.9106,184.840523565,246.983185521,41.1138,186.639868676,422.615645059
526.07416397,191.125707699,101,1.59879,1.60037,0.00926337,994.637538839,34.2040619491,1.59900097662,0.0406551360177,341.21457304,0.835292,-1.64665,1.59956331369,101,34.1017,195.030692975,255.25109392,41.2955,224.61883884,673.72964124
524.504449161,63.208377148,102,1.61571,1.61749,0.00957388,593.553676731,12.4219036177,1.6158498127,0.0420562084579,187.237385989,0.905015,-1.66397,1.61654743798,102,34.2753,128.794395573,205.594310876,41.4752,162.844268867,319.225095934
633.184819304,211.467599191,103,1.63015,1.63177,0.0086496,957.034744292,6.04174455615,1.63025120077,0.040610679412,250.328444945,0.852548,-1.67892,1.630820692,103,34.4459,157.140240692,209.15865068,41.6195,181.520269444,427.194348011
554.693091363,36.6331661922,104,1.64371,1.64558,0.00944611,560.491127758,21.4425498637,1.64392957507,0.0415295443431,381.247585249,0.791351,-1.69181,1.64466413122,104,34.6117,165.022292637,198.849244667,41.7447,186.420154703,451.554790081
358.553760921,111.520518125,105,1.65023,1.65243,0.0121205,1007.55886921,17.2387305035,1.6504276596,0.0447516726049,614.863780006,0.781535,-1.69892,1.65136433164,105,34.8292,107.013003225,174.182073042,41.8737,224.511087255,787.508595177
579.030588252,116.992566483,106,1.6645,1.66646,0.00868301,508.590981532,37.7743646839,1.66458166438,0.0395205846811,135.482696478,0.859931,-1.71452,1.66537659887,106,34.9297,203.140963129,253.543948414,42.051,146.566853837,311.113612306
520.683928129,93.1935914411,107,1.68314,1.68513,0.0103956,754.379328434,32.9780304701,1.68334509014,0.0426450875364,225.427244685,0.857997,-1.73548,1.68398864666,107,35.0978,158.515428369,246.46054915,42.1801,218.106387625,633.627949808
633.662482295,141.399480784,108,1.69847,1.70026,0.0102996,720.428225788,10.7119125405,1.69864014245,0.0429371080656,236.713123011,0.879018,-1.75006,1.69926340009,108,35.2375,194.054606562,283.119423831,42.3682,171.153524475,420.852800298
403.70186285,190.676295558,109,1.71214,1.71433,0.0101917,991.672640789,7.23308106744,1.71232069448,0.0420214253661,381.023258107,0.871464,-1.76509,1.71313943216,109,35.4202,131.860895344,231.354899957,42.5541,207.656556751,557.938959175
575.741208275,101.17655826,110,1.72751,1.72971,0.0113057,726.964745942,7.80830994142,1.72762716225,0.0440749724181,153.545382738,0.852509,-1.77782,1.72869707345,110,35.5692,184.153520179,269.593456893,42.6587,190.586606773,459.699107209
426.536053962,166.381638242,111,1.74458,1.74696,0.011189,576.016485929,20.5668237494,1.7447062961,0.045497558245,34.4266726246,0.818855,-1.79334,1.74560518216,111,35.7498,136.215393582,159.274895841,42.7695,134.387317444,291.28171815
642.577084974,32.9376509715,112,1.75347,1.75578,0.012139,593.450511041,21.1098700835,1.75370534068,0.0453057045932,454.542027223,0.843485,-1.80161,1.75495853195,112,35.9316,205.687981446,235.326276983,42.8865,200.237806856,547.148963781
575.423908714,133.72921351,113,1.77258,1.775,0.0117499,702.471943144,19.3836035633,1.77273902784,0.0443805654373,166.04045269,0.825276,-1.82022,1.77400840325,113,36.0793,186.764487507,282.268139405,43.0291,191.622148204,475.074657675
664.743751827,46.5644994515,114,1.78199,1.78457,0.0125343,633.855474435,7.93341565681,1.78221395919,0.0461709543251,276.251699234,0.898418,-1.83125,1.78321166872,114,36.2813,186.580687964,297.328978782,43.1752,165.725321763,328.386438255
327.109230011,137.773164512,115,1.79809,1.80008,0.0120167,656.581530867,10.4804846885,1.79820688968,0.0455253144297,128.578082299,0.880442,-1.84815,1.79905921309,115,36.4484,97.956723724,189.237338282,43.2612,132.541890578,248.15209606
566.579850531,111.756635915,116,1.81051,1.81247,0.011328,607.188452955,32.0977196984,1.81050138139,0.0458333314803,177.368297266,0.903801,-1.86143,1.81147095863,116,36.5856,141.390148893,218.580804215,43.4655,154.045900029,302.259190826
387.138423729,221.776155546,117,1.82327,1.82552,0.0122832,1058.2304441,12.0666077931,1.82335385002,0.0471401952941,217.501790317,0.897196,-1.87378,1.82412193827,117,36.7202,135.778533508,172.51801803,43.5996,160.342507349,402.186016566
345.514336229,206.467007239,118,1.83742,1.83975,0.0123448,734.227207104,125.969294062,1.83751564349,0.0471455632895,210.901198579,0.924177,-1.8862,1.83856755337,118,36.8949,68.3454003567,239.082470262,43.7574,177.341402297,494.296193711
279.602345375,157.181944536,119,1.84475,1.8476,0.0142849,798.322868743,7.80375843595,1.84505992159,0.0496493821343,208.882764993,0.915965,-1.8958,1.84641614339,119,37.0776,78.0917975503,179.572940899,43.9108,165.303572906,367.995740638
265.650728843,61.9240089342,120,1.85996,1.86276,0.0131686,200.125587912,36.8686512847,1.86006236748,0.0484687276077,36.9565635981,0.92722,-1.91045,1.8615618204,120,37.22,79.4216730955,157.343196425,43.9677,99.5739335756,154.584826817
312.592777332,90.9468558707,121,1.87841,1.88092,0.0133517,416.711118616,7.29730845236,1.87851561884,0.0487261231732,39.2335957694,0.911677,-1.93039,1.87954318313,121,37.4135,87.7767299552,207.887810598,44.1221,141.682911337,264.104985142
318.705058055,64.624773865,122,1.88772,1.89033,0.0134792,236.795728324,24.1733313057,1.88773217535,0.048892674488,77.7515182478,0.911056,-1.93652,1.88903801349,122,37.566,101.305264265,166.672777777,44.1724,90.4538424046,133.430146916
