Iteration,MaxReturn,AverageQLoss,MinEsReturn,AverageAbsY,MinReturn,AverageY,AverageAction,Epoch,StdReturn,AveragePolicySurr,QFunRegParamNorm,StdEsReturn,PolicyRegParamNorm,AverageQ,AverageAbsQ,AverageEsReturn,AverageReturn,AverageDiscountedReturn,AverageAbsQYDiff,MaxEsReturn
4437,406.472852006,144.254,6.07759053018,251.175118928,210.014418745,251.104189157,0.999986,4437,78.6328616101,-253.11,379.62,126.700039729,195.345,251.1,251.258,208.397050361,314.910336187,156.880408592,3.90742372571,443.497689032
4438,500.229050068,153.688,117.291705822,250.599062687,238.206688427,250.531614737,0.999967,4438,29.247473876,-252.568,379.669,114.982935294,195.307,250.534,250.678,239.496229084,379.917257148,176.023004305,3.92671255562,472.890383444
4439,420.239088427,140.387,8.84877270823,250.350383744,239.237114217,250.295063731,1.0,4439,64.8165248015,-252.233,379.692,189.740630606,195.286,250.29,250.428,230.655999734,284.89906723,151.600468265,3.87287342708,670.853577372
4440,685.744932312,149.96,60.4041037991,249.941178791,372.001299997,249.873291674,0.999966,4440,37.2774085339,-251.811,379.744,162.080878854,195.313,249.875,250.024,397.283772771,389.05667349,179.740315961,4.00689916961,579.155857821
4441,406.134389171,137.858,81.39389283,249.429226741,372.5364255,249.367623471,0.999999,4441,9.05193206957,-251.126,379.764,127.045532416,195.311,249.368,249.513,247.598692966,386.57556731,179.424164553,3.9737279905,403.652004105
4442,1999.60632635,132.481,32.6755166022,248.889771881,666.734628195,248.824052802,0.999958,4442,265.641926053,-250.445,379.816,111.379012153,195.381,248.819,248.965,238.760054335,891.33546097,236.933124511,3.98115991187,369.098209847
4443,1913.79046133,143.575,23.8240268061,248.736134001,689.655611786,248.674713741,0.999995,4443,296.431694304,-250.665,379.863,195.339480681,195.457,248.68,248.827,377.448841898,995.376602087,239.680239755,4.04339894464,692.950482481
4444,2942.94263442,112.332,41.9609948499,248.611158807,732.150835545,248.54554664,1.0,4444,524.846592424,-250.6,379.904,251.578296412,195.489,248.542,248.683,304.17238939,1339.7663257,244.851562136,3.72554464076,727.808217933
4445,995.509409576,130.228,15.6710764938,247.953209225,556.311353278,247.869458003,0.999991,4445,102.724037015,-250.016,379.975,187.955869568,195.438,247.873,248.038,277.869474962,704.380655501,230.764848015,3.72130256663,570.117312003
4446,966.09789697,125.509,49.4463649148,248.046871232,612.829334873,247.975353529,0.999945,4446,77.0856989896,-250.187,380.056,187.355924105,195.552,247.974,248.128,375.294435511,741.527045842,236.216652112,3.63097666879,582.490250101
4447,1134.98844488,108.358,12.9982415431,247.68766177,590.060029883,247.624783715,0.999918,4447,133.318436017,-249.742,380.075,290.808045434,195.536,247.625,247.769,410.404858005,774.606516841,232.697891813,3.47119058031,854.171137217
4448,2341.25037777,117.746,153.820748507,247.684228254,689.811572177,247.622411407,0.999966,4448,439.984051358,-249.884,380.117,178.147681016,195.586,247.612,247.753,509.712953779,1189.91616262,241.859003233,3.53406555345,695.194858662
4449,1873.44000021,111.593,63.6874256181,247.735739314,515.999019717,247.652360033,0.999968,4449,312.611725151,-249.868,380.176,280.974007689,195.653,247.654,247.811,321.970239915,1132.48996223,237.537577605,3.40609184477,922.065784002
4450,2781.11716195,125.779,76.1529600893,247.57001253,537.397370306,247.502217944,0.999967,4450,425.590485561,-249.721,380.211,219.89511607,195.638,247.502,247.653,412.795962532,1192.17023083,239.751071826,3.4726233418,691.449389149
4451,3472.19780891,107.605,298.613748865,247.418072425,246.725419122,247.344955608,0.999998,4451,833.319704905,-249.639,380.245,144.149303431,195.646,247.337,247.483,522.916198856,1058.35629621,221.131487046,3.3458610653,731.038024697
4452,2106.40444766,135.707,31.0052653997,247.498727244,238.185468699,247.413187015,0.999998,4452,512.43379267,-249.678,380.311,162.700480219,195.627,247.414,247.567,269.151013086,590.927262825,182.189236303,3.49367463685,532.490276355
4453,1857.87884844,131.325,37.2780478663,247.358411038,232.903619633,247.274593411,1.0,4453,360.407531981,-249.756,380.384,257.448927022,195.58,247.274,247.433,311.758351979,573.942286762,190.370189164,3.45917731069,936.773199054
4454,1765.40435866,118.974,58.2068754353,247.260207175,252.03848609,247.162391024,1.0,4454,503.504840775,-249.49,380.41,132.625636909,195.613,247.16,247.328,229.754233335,921.218815052,218.661946666,3.35860332149,505.875320742
4455,1674.11001518,115.232,102.948518022,247.432132785,247.223323634,247.339178787,0.999924,4455,387.55143597,-249.681,380.446,185.046172676,195.606,247.339,247.505,359.293378662,676.355605854,204.09238397,3.36916939301,682.490166062
4456,1188.96400407,110.729,272.066981232,247.653187817,262.477178594,247.561775711,0.999955,4456,276.729364718,-249.875,380.471,166.130008913,195.583,247.567,247.73,437.494535403,531.676286566,195.439531117,3.34854632943,718.929211372
4457,2122.32899399,126.3,96.0651717325,247.2697173,260.451194078,247.189965942,0.999934,4457,458.704924428,-249.484,380.495,153.750425193,195.641,247.183,247.342,279.488309746,680.220839261,199.132994859,3.53556858911,661.461478535
4458,1523.33617432,128.036,38.4774493374,247.224213073,266.888863211,247.141679242,0.999937,4458,341.370090352,-249.441,380.586,329.091089529,195.662,247.139,247.284,434.021508586,709.645511147,214.403961106,3.49248017716,921.990481922
4459,2076.64189922,121.585,24.0988694272,247.363179852,246.571531746,247.274554863,0.999986,4459,415.082935028,-249.48,380.623,597.740865382,195.695,247.275,247.437,539.400341251,581.363195541,186.24699585,3.4696689783,1536.17453312
4460,1566.94982678,117.243,12.0716327508,247.00554239,232.231493063,246.936613708,0.999973,4460,327.685785361,-249.326,380.655,259.864146681,195.718,246.938,247.082,354.055322245,487.364914688,176.241801395,3.38720198178,821.809471164
4461,1279.52182945,120.856,178.240059096,247.148332316,237.457156944,247.064437718,0.999991,4461,258.539563894,-249.411,380.691,57.6122573113,195.725,247.069,247.223,275.945199458,516.226364281,191.004978252,3.42387887954,364.748405217
4462,726.857692865,119.149,193.78549093,247.312960075,246.073576386,247.218369831,1.0,4462,156.981797225,-249.448,380.697,173.30698652,195.693,247.217,247.385,399.885657718,412.203814185,178.346586344,3.42120911592,735.592062066
4463,711.72862056,135.67,122.316377059,246.845176634,243.879186649,246.755022427,0.999941,4463,134.711351664,-249.041,380.783,227.368504662,195.698,246.751,246.908,403.498338875,427.117324332,181.022667137,3.51990792809,807.330111033
4464,537.768133806,109.637,13.5264282142,247.311797317,224.984413603,247.217301194,0.999975,4464,136.329368353,-249.505,380.836,194.265439894,195.681,247.216,247.385,313.097430652,372.176604159,168.744488393,3.37924644456,543.82728051
4465,527.828545434,124.493,12.1726171456,246.948369094,233.501784774,246.864069026,0.999999,4465,128.910028021,-249.066,380.946,235.217875812,195.699,246.866,247.019,350.599082632,344.345367013,162.049671754,3.43829554097,718.566049196
4466,1738.12489984,113.862,11.3902996655,246.842879235,228.062367836,246.751434982,0.999945,4466,426.015426674,-248.968,380.975,193.291375793,195.681,246.747,246.907,297.610472173,766.216785269,205.127717583,3.40916172561,607.127233913
4467,3224.20175045,117.169,139.214411204,246.970014842,793.220752361,246.885383441,0.999958,4467,930.210045045,-249.084,380.98,96.9060585552,195.794,246.88,247.04,272.269824179,2599.45558802,236.676703218,3.47975678734,510.16729313
4468,2507.2853098,126.665,15.0572866833,247.227812159,230.46411941,247.131719549,0.999922,4468,454.736939836,-249.296,381.045,207.117933801,195.811,247.136,247.304,303.186450539,696.18404026,196.627729564,3.57393039427,670.963310984
4469,2707.90413473,131.339,150.863936785,246.911830265,231.463147802,246.807024789,0.999939,4469,482.612176698,-248.984,381.07,142.307704614,195.85,246.802,246.982,377.611045399,474.869735804,159.494964734,3.57083931286,565.748810304
4470,1731.23154919,130.993,65.2003994359,246.672914707,420.674599642,246.604926438,0.99999,4470,419.745302015,-248.792,381.109,311.598622117,195.809,246.605,246.747,415.473197704,1051.74985389,209.840472563,3.6280594713,1054.28106622
4471,2773.77896321,115.683,21.0931900471,246.889373873,218.438300112,246.800890806,0.999979,4471,702.981011685,-248.814,381.117,285.987632053,195.768,246.798,246.961,257.416486959,906.740763304,199.322266581,3.60426114912,999.277975449
4472,809.505511863,140.822,16.6229813339,246.021830438,219.423338751,245.929584689,0.999929,4472,183.218557869,-247.784,381.204,178.078999464,195.668,245.93,246.101,270.772355141,442.3108421,179.019129679,3.86722184353,467.981502689
4473,957.233647193,133.231,15.5242240198,246.459516143,236.90676381,246.386862741,0.999904,4473,146.202046954,-248.383,381.251,187.22542488,195.684,246.386,246.533,237.416944523,529.507484078,200.879053482,3.76944519436,552.074927109
4474,672.027029831,141.272,80.9972260299,245.551974767,237.073296604,245.467390424,0.999995,4474,131.386207305,-247.35,381.316,249.92160535,195.772,245.47,245.63,302.160098891,460.65783678,189.369899432,3.84939156005,912.520178643
4475,856.911071998,124.739,12.7228720804,245.384492172,229.72345528,245.292442637,0.999994,4475,145.639405081,-247.069,381.376,162.998827239,195.729,245.292,245.459,251.046045258,410.818982364,177.061582062,3.81035962903,548.947432264
4476,2022.35183946,141.73,251.090550461,244.788712749,241.280623913,244.689999724,0.999998,4476,326.031320147,-246.494,381.419,129.452858079,195.777,244.685,244.863,416.870162415,987.85801733,235.318340743,3.91109054085,593.296738727
4477,1171.73678733,136.313,44.4853280504,244.342565756,268.232717678,244.25211935,0.999999,4477,158.325149868,-246.013,381.474,215.334953688,195.726,244.253,244.42,292.238313348,562.193568073,210.926476315,3.88249458395,811.23411892
4478,613.304364485,145.065,47.3109930842,243.848136206,258.341379975,243.760161568,0.999952,4478,86.350547082,-245.341,381.482,153.616258075,195.792,243.755,243.909,287.265455492,303.167237626,157.941979198,4.01681511545,489.95031498
4479,291.815213973,137.947,44.2926255955,243.295831834,258.198358386,243.218509674,0.999983,4479,7.54709040696,-244.456,381.522,143.728897575,195.823,243.221,243.367,235.69939904,274.9008985,149.062799468,3.97118639243,534.580004172
4480,558.730966911,134.585,40.3271974263,242.160279222,276.730508235,242.080328229,0.99996,4480,57.346429092,-243.113,381.561,87.9250179559,195.815,242.079,242.233,217.458735499,297.85425392,155.641512889,4.01735110246,342.235609159
4481,903.528139999,137.826,15.779389536,241.10897964,286.531779839,241.015377281,0.999957,4481,138.15542552,-241.923,381.582,121.125206324,195.878,241.017,241.187,219.757682054,401.337699835,178.109871826,4.11918792809,365.057871687
4482,673.222110691,142.233,38.6804205238,240.453686743,283.807891236,240.38728955,0.999975,4482,102.995417838,-241.451,381.631,182.429885187,195.897,240.384,240.526,285.725565464,360.588352209,170.38294296,4.17357786611,732.295182487
4483,575.832023895,131.813,63.6220295471,238.953686841,275.765745663,238.873181902,0.999968,4483,116.53646477,-239.838,381.608,111.828883147,195.901,238.872,239.026,277.816294303,393.854758416,175.55260117,4.17567388484,483.33603059
4484,702.728517114,133.704,44.0974449403,238.025245539,258.904420844,237.963504735,0.999933,4484,146.194096824,-239.051,381.632,105.451525231,196.006,237.962,238.093,221.580156726,477.78856658,188.976072151,4.20108819055,335.842214528
4485,947.42989609,143.602,8.39348151665,236.965777146,246.65741032,236.876481063,0.999987,4485,174.620640174,-238.028,381.684,118.714262827,195.964,236.876,237.033,222.288402417,395.118828081,171.597095631,4.30386188578,380.070505942
4486,1308.48685617,138.543,9.18895051249,236.421096103,272.465229359,236.345349158,0.999949,4486,184.904348145,-237.478,381.731,122.572487507,195.987,236.35,236.504,212.818645665,559.893362276,207.624111809,4.26634329907,412.019000181
4487,1220.56349609,140.406,33.7102033442,235.51583358,319.113457055,235.418736239,0.999967,4487,206.915633843,-236.807,381.751,165.207828267,195.959,235.425,235.587,203.238611338,533.142676409,201.279048953,4.34124945165,573.434551128
4488,441.898315647,138.947,70.1789148356,234.583528621,253.773867008,234.482926024,0.999998,4488,36.360506714,-235.819,381.756,206.776488752,195.943,234.483,234.663,291.995334255,328.025388064,163.832430647,4.3375333897,839.209979334
4489,696.305903906,149.32,15.6159753628,234.777895775,257.548004119,234.683824841,0.999989,4489,96.2618763357,-235.828,381.832,119.932865842,195.956,234.688,234.853,223.156675631,376.884845388,175.495955382,4.44729209608,363.82166597
4490,990.104268517,134.059,21.2776413832,233.672295959,350.314492904,233.59322839,0.999982,4490,162.42954685,-234.921,381.859,109.652221635,195.991,233.587,233.735,233.944843293,593.039614044,213.900253406,4.35189415977,418.260987009
4491,1017.38336562,131.442,99.576550838,233.040583785,340.859907958,232.944415657,1.0,4491,214.087943008,-234.333,381.862,151.001222856,196.02,232.944,233.104,289.712794704,662.872009101,219.815471877,4.30281848811,617.171729687
4492,668.130143623,134.719,44.6558118869,232.174494872,306.527969321,232.088300475,0.99998,4492,82.2034661232,-233.581,381.9,208.978628959,196.044,232.097,232.245,363.833128728,389.541066263,175.925281787,4.30691879202,627.443095856
4493,772.01559868,124.219,4.8708629675,232.026305939,328.712722889,231.936332081,0.99996,4493,101.264316925,-233.519,381.938,225.581509749,196.06,231.937,232.089,301.339898233,459.508807312,189.571471129,4.24797791868,649.601435831
4494,954.994653022,128.999,86.6985575497,231.271764649,328.351624979,231.180257508,0.999997,4494,152.908574951,-232.723,381.947,186.360946305,196.11,231.184,231.343,314.073998572,445.93900855,185.93545483,4.22498430238,703.930723621
4495,946.547682814,132.954,158.989770671,231.0572019,354.720752461,230.975250049,0.999998,4495,116.170457633,-232.565,382.052,120.669134686,196.169,230.983,231.131,374.225648193,639.480214467,222.174068136,4.27859795536,600.573293004
4496,1030.34937038,129.34,81.9928627201,230.462157207,609.972388371,230.387761359,0.999968,4496,53.167281527,-231.973,382.06,260.227093362,196.197,230.39,230.53,391.822224577,716.534388532,238.015134605,4.23898764277,768.238054722
4497,935.710596795,116.666,82.2913062777,230.756321199,531.824956089,230.678189089,0.999882,4497,59.2186998535,-232.536,382.099,119.74727784,196.241,230.675,230.816,253.251254012,681.990611737,233.443859418,4.13905075431,486.381748829
4498,832.839260476,119.305,332.094848604,230.373131243,482.466673732,230.284644957,0.999943,4498,46.3388860154,-232.206,382.097,135.532539477,196.235,230.292,230.443,527.919669851,705.777925337,238.588857357,4.07541739605,712.253668874
4499,948.953570227,121.806,40.5016188288,230.278661875,611.738444309,230.206289268,0.999934,4499,61.3591564163,-232.076,382.081,157.800571519,196.315,230.201,230.341,208.261256459,721.592647406,239.362635496,4.05073013681,514.757266435
4500,765.95539929,115.029,36.585273979,230.015017317,516.146591005,229.95029396,1.0,4500,79.2428157505,-231.856,382.1,237.105674993,196.325,229.95,230.083,326.984053928,639.194006509,232.657152979,4.05082396105,720.878642035
4501,747.346838201,119.985,14.0055239916,230.28254172,535.584859857,230.198928246,0.999994,4501,53.3140624314,-232.317,382.161,188.680214587,196.402,230.199,230.342,259.798241071,643.080568257,234.185610695,4.02793748743,564.980194018
4502,737.312792893,117.839,74.2765611902,230.527897934,502.844531608,230.463807659,0.999948,4502,70.2479918799,-232.687,382.189,96.4192914797,196.479,230.463,230.592,229.994389027,619.390700461,231.545580292,4.02398943711,376.011843257
4503,792.106387473,102.386,73.0640974361,230.634661804,414.37788717,230.56235636,0.999967,4503,71.8808983206,-232.916,382.22,194.676882432,196.471,230.562,230.689,331.939287865,517.10664802,207.292831341,3.8471990714,619.399539404
4504,537.321440286,112.259,42.4112466279,231.0739823,367.972254408,230.989344155,0.999994,4504,46.440346325,-233.321,382.24,250.097337669,196.572,230.991,231.131,391.208362584,430.240211815,189.566261282,3.84876723648,717.764639067
4505,534.813857571,116.159,108.599369316,231.596206713,375.903816741,231.522014962,0.999986,4505,31.9393494246,-233.939,382.259,218.143740265,196.543,231.517,231.666,348.368067786,435.377516437,193.565462331,3.88056310494,656.508260016
4506,577.672438106,114.993,144.666795953,231.628611962,361.118473318,231.555082286,0.999926,4506,36.325630796,-233.951,382.298,122.662700388,196.56,231.557,231.689,338.382029894,424.808227434,191.54156144,3.77194938187,496.009078931
4507,512.624086503,119.887,100.493290482,232.261774524,384.657008648,232.185721042,0.999935,4507,26.315825639,-234.495,382.377,155.008386356,196.611,232.177,232.309,349.969627293,431.062066635,192.463336939,3.82334843402,568.159701096
4508,442.851811618,109.698,114.902710252,232.397055372,355.100381129,232.310616987,0.999989,4508,12.3166231582,-234.622,382.397,106.933572417,196.68,232.308,232.451,326.473216208,398.770861731,185.363224803,3.71653020075,482.680451714
4509,675.211066942,115.679,114.428994107,232.409740493,346.578496683,232.323739355,0.999993,4509,88.2962126478,-234.513,382.42,108.451477367,196.766,232.326,232.481,289.566497015,463.704668956,196.092448085,3.77199765598,457.076737244
4510,405.832845946,118.43,30.7017758157,232.349845285,223.492180038,232.263173914,1.0,4510,71.0957710473,-234.445,382.502,110.537635537,196.688,232.264,232.413,205.749878019,316.485865383,158.199840842,3.72560813537,392.164667651
4511,570.895940065,120.529,49.8246504527,232.91123399,214.283721551,232.834429446,0.999991,4511,95.0445318127,-234.844,382.534,121.987842271,196.684,232.833,232.977,269.586093261,305.749338838,152.960103923,3.74252592629,425.652635512
4512,415.302961751,118.128,18.0486091248,232.845596986,222.63658207,232.768932929,0.999988,4512,75.4939670906,-234.707,382.599,145.665381343,196.632,232.764,232.907,240.421763161,315.255882043,157.455725909,3.70438199854,464.851280999
4513,516.869672592,109.519,210.110167596,232.405397665,211.753152051,232.325390903,0.999982,4513,68.9394183963,-234.262,382.659,84.5756068224,196.613,232.325,232.471,329.146317376,328.570129199,160.392993626,3.67279675948,443.793601013
4514,402.629344052,111.041,60.1889454415,232.337962204,213.464337002,232.250470449,0.999961,4514,68.9317099616,-233.945,382.7,127.920542556,196.617,232.254,232.416,242.448383377,283.382905867,147.49507062,3.68489969896,465.658834121
4515,386.94927259,109.424,15.5269723457,231.649287874,215.60084615,231.572800485,0.999994,4515,47.0457632027,-233.11,382.767,114.953794867,196.601,231.563,231.722,231.776792879,250.999130376,139.028447489,3.72557659148,438.06779617
4516,396.8233229,123.431,89.8519313165,231.691680143,206.677239008,231.600295197,0.999997,4516,47.836272131,-232.969,382.824,83.9728245739,196.625,231.597,231.755,256.419322864,241.842602841,136.573141077,3.79396794865,384.360861112
4517,488.188067099,108.333,28.5781668739,231.023709887,194.776597862,230.932894841,0.999971,4517,74.1459606409,-232.342,382.907,88.1976193637,196.628,230.934,231.103,208.398702823,273.520466865,144.08347839,3.72107473907,383.660518871
4518,386.003840435,128.201,31.8232162571,230.321766192,226.310783506,230.236127321,0.999989,4518,60.4994666535,-231.348,382.966,133.587474201,196.609,230.233,230.397,186.171672953,311.633105906,158.531967235,3.92080661599,482.350944775
4519,387.609838112,129.26,57.828802404,229.628634684,242.919861968,229.54543464,0.999999,4519,52.475672689,-230.527,383.041,115.834095115,196.693,229.548,229.689,230.612059016,336.487766725,168.15983559,3.91944283142,422.373462538
4520,420.494283632,108.871,127.018789267,228.625581589,318.618411084,228.550073872,0.999996,4520,25.9033220117,-229.445,383.027,84.4785976393,196.731,228.553,228.701,275.19986259,349.501181902,170.50251544,3.84299659034,444.555247906
4521,585.811157455,120.477,74.0818319811,227.537795952,243.511137871,227.45018736,0.999997,4521,83.9841763963,-228.522,383.086,127.563423013,196.755,227.446,227.61,328.435143495,409.99898453,182.712367811,3.90888013036,485.496934946
4522,627.996728287,106.229,39.1400767803,226.776641399,239.858198326,226.693730222,0.999942,4522,100.841347782,-227.554,383.108,136.155770851,196.754,226.696,226.842,276.720402183,401.184093739,181.499027481,3.79672866151,443.371450771
4523,633.60547924,115.688,41.0601397068,225.941635679,267.001441249,225.857275703,0.999909,4523,78.3504217354,-226.748,383.148,116.409648411,196.786,225.856,226.014,304.296180336,456.557532745,193.827600178,3.84691941602,455.620662634
4524,650.202468099,109.726,31.271069921,225.110620362,265.730031587,225.013677892,0.999999,4524,79.1964016922,-226.003,383.207,149.932529182,196.816,225.012,225.173,221.220332799,515.042067725,205.773871313,3.83043123352,509.306329776
4525,636.139470852,111.497,143.741065258,224.065595119,253.501272943,223.949672773,0.999965,4525,81.4747016008,-225.096,383.255,112.325206334,196.859,223.955,224.137,300.059925219,474.923612043,194.909748455,3.89359136084,442.94009369
4526,571.943955968,113.002,67.3535105493,223.781309175,244.565212854,223.679698646,0.999946,4526,65.6685556607,-224.906,383.284,111.962437881,196.928,223.675,223.851,249.674510439,372.50580091,173.08832712,3.88489307454,429.948385772
4527,605.316121209,115.498,49.1587306882,223.418795476,309.053364582,223.339303128,0.999971,4527,85.3755407936,-224.619,383.317,146.756381368,196.973,223.339,223.487,306.630722483,373.824108694,171.683474816,3.86028579786,499.365765641
4528,614.299063794,105.729,76.1148932755,222.838005839,317.556996541,222.747966217,0.999984,4528,61.5128975874,-224.115,383.347,169.138191595,196.961,222.744,222.901,349.812948273,388.622265686,173.771150084,3.69611178069,622.999701897
4529,634.199235868,102.045,167.423537777,222.804554517,347.888063751,222.723922511,0.999914,4529,70.1109553086,-224.254,383.388,138.314841307,196.964,222.727,222.869,388.667475349,440.580162784,184.211541253,3.63604290868,634.856530111
4530,461.180904019,110.746,206.289993287,222.75877308,324.613109493,222.656109783,0.999957,4530,30.7718256707,-224.342,383.448,136.282350038,196.966,222.656,222.821,398.121826716,380.492279154,171.278620622,3.64263413455,597.490353209
4531,439.762821502,107.046,9.40233433484,222.405926141,335.041535486,222.296928739,0.999983,4531,29.3402290824,-224.167,383.473,235.390464329,197.038,222.299,222.48,404.206313976,371.496196407,166.548849293,3.58381476882,736.875424155
4532,396.646913466,101.258,96.8214798101,222.649441824,339.285484613,222.571270938,0.999953,4532,10.3849269155,-224.464,383.508,123.361373994,197.1,222.566,222.708,333.8427197,349.535828165,161.231955429,3.50312817361,497.949292099
4533,355.681867034,97.7702,18.8682983881,223.121535531,333.432795049,223.01488433,0.999993,4533,4.84840055092,-224.872,383.557,133.184648034,197.102,223.012,223.188,317.865906791,341.189757344,160.182156437,3.42569990783,479.486709284
4534,569.295725791,96.9512,98.6214598388,223.06227433,328.701365666,222.959867658,0.999948,4534,64.5951348203,-224.963,383.614,117.993456146,197.132,222.959,223.122,295.770692071,446.993585915,187.176634317,3.39526643502,445.0900879
4535,621.69817697,102.1,169.611792879,223.293450339,326.563421428,223.167519827,0.999965,4535,65.0234890278,-225.105,383.69,146.528523995,197.093,223.171,223.363,426.381279072,415.5221554,181.2169481,3.47229787965,630.710278818
4536,553.85131706,100.792,239.099024005,223.42805717,329.590965663,223.306580456,0.999995,4536,45.5630906543,-225.304,383.724,100.29243835,196.949,223.308,223.51,387.874313707,428.837577515,183.463680127,3.39648424442,524.155498516
4537,501.86297496,97.4057,131.074651574,223.646568856,323.752678715,223.558364225,0.999963,4537,33.6715117884,-225.732,383.732,115.518329043,196.914,223.554,223.715,380.734702837,371.528131629,171.108144822,3.38810011112,486.076551463
4538,391.651822354,94.9159,41.0367899601,224.374856726,337.960359419,224.270109821,0.999949,4538,13.3359128153,-226.648,383.745,141.448561939,196.977,224.27,224.444,218.732214808,369.127792198,165.073526094,3.3815664935,423.476230205
4539,377.537576678,100.109,18.708402824,224.962527927,339.418234021,224.865168138,0.999984,4539,10.23839683,-227.082,383.788,144.440845997,197.01,224.863,225.036,259.222298277,360.434113934,164.030546842,3.46176704013,407.475905437
4540,427.701891726,99.2513,4.8585781487,224.966457954,350.54373363,224.876744771,0.999922,4540,16.7296641141,-227.323,383.828,147.30679427,197.03,224.874,225.032,304.813603815,382.670554468,163.866736047,3.41747331329,521.205240282
4541,462.78756241,108.679,22.2390271685,225.866488452,350.642452768,225.775568091,1.0,4541,22.0638269673,-228.163,383.907,154.528002916,196.988,225.774,225.945,274.288028113,382.260167915,164.20337549,3.47072570691,472.407708152
4542,528.574158067,98.3551,53.138791625,226.279113463,119.982100895,226.191760061,0.999951,4542,112.893023048,-228.699,383.969,129.219924805,196.896,226.189,226.355,281.937925328,268.409156487,135.930547725,3.39854255088,467.767068835
4543,564.720032277,110.172,80.4646080654,226.968159394,173.731802818,226.863075899,0.999964,4543,120.552397181,-229.037,384.044,104.781306236,196.924,226.865,227.043,179.082607169,298.116188505,142.642955684,3.46109607709,389.098387334
4544,487.934681959,110.557,47.679427779,227.247109448,178.779103569,227.164406254,0.99998,4544,75.0205933171,-229.547,384.106,210.813339016,196.945,227.159,227.318,441.937874188,379.705419711,162.370808201,3.43102864435,672.587358002
4545,551.382301967,104.288,152.428126032,227.84231218,175.103905311,227.750678898,0.999995,4545,69.6347204229,-230.082,384.131,192.749484615,196.968,227.747,227.911,339.615141282,416.594833374,168.082847919,3.37119339841,663.478414989
4546,406.80519651,108.879,87.595069212,228.024816048,342.718654569,227.928085561,1.0,4546,11.4107525374,-230.267,384.259,147.333110108,196.904,227.933,228.103,279.878513239,371.322119342,165.246705086,3.40132217263,552.007869912
4547,429.95154056,105.599,46.7573460016,228.416025609,334.395109142,228.323225425,1.0,4547,23.3888455125,-230.6,384.279,248.304602623,196.931,228.316,228.477,364.882908444,362.415524612,158.88613927,3.37032799168,669.045027817
4548,453.700140673,107.307,40.2424655177,229.039020051,362.771711729,228.938914185,0.999999,4548,23.0191033579,-231.042,384.352,219.348062115,196.931,228.942,229.105,350.376471827,399.927558413,163.35942544,3.37068897871,673.237895996
4549,442.07801225,105.783,140.680360091,229.247523023,337.170006974,229.151423799,0.999979,4549,24.1140499092,-231.166,384.374,211.638260217,196.897,229.151,229.315,361.043293331,376.155072206,160.111315808,3.43523852018,671.696639772
4550,402.446487247,113.274,55.066595235,229.215818344,290.838549741,229.130471371,0.999971,4550,27.4847613421,-230.942,384.349,153.216164264,196.874,229.124,229.277,295.236077863,337.618135546,152.313324452,3.45033832054,494.320504575
4551,491.182548043,103.59,93.4266562237,229.272042881,303.478871308,229.176902395,0.999975,4551,25.9735889832,-230.791,384.407,103.677457698,196.958,229.182,229.352,316.890566401,364.318044302,153.278384334,3.43535385398,403.867197258
4552,448.348880814,116.254,29.976572161,228.502718645,348.7319577,228.3976004,0.99998,4552,24.6137330747,-229.975,384.464,247.082038207,196.956,228.394,228.566,403.501473152,385.902325404,152.984779328,3.54236693485,823.728930793
4553,497.207494049,107.678,42.06865006,228.249165246,341.956446054,228.131124442,0.999955,4553,34.3024305516,-229.438,384.501,177.153166626,197.022,228.136,228.328,343.237025376,407.203959188,154.425439895,3.55460846318,479.115777133
4554,517.153714145,106.97,220.772401238,227.755818605,340.077945198,227.616224022,0.999992,4554,36.2302797543,-228.693,384.524,140.543275569,197.05,227.615,227.826,440.927857183,380.547836701,156.300453682,3.54387207042,601.323476098
4555,701.475165693,109.575,386.954653902,226.841955927,354.61520872,226.715686696,0.999964,4555,57.0768135315,-227.812,384.556,169.546809647,197.121,226.716,226.913,540.425147809,431.747530168,159.994696333,3.6065240821,826.509107254
4556,480.911455065,102.828,79.6405748624,226.398830105,355.137617043,226.273688529,0.999998,4556,27.7683789101,-227.304,384.578,184.114337448,197.156,226.277,226.482,283.475449586,402.972984293,159.112242317,3.56018003057,594.421212122
4557,518.693287438,103.149,127.725474079,225.79976521,327.622797283,225.662242159,0.999953,4557,40.004126512,-226.602,384.624,198.081282055,197.16,225.656,225.868,414.653475319,430.84654636,160.261000597,3.58637891557,653.455633669
4558,1559.29690875,105.101,200.25507289,224.523104331,431.879215016,224.360965909,0.999967,4558,399.886096709,-225.245,384.664,203.959063991,197.165,224.366,224.598,425.923521062,915.238745846,161.451463775,3.6311881217,746.992210685
4559,1557.29285128,107.232,138.399178038,223.517642975,566.27506483,223.359418781,0.999963,4559,348.913817295,-224.432,384.626,267.146140754,197.167,223.358,223.594,406.180105655,1028.46257665,157.452454962,3.58747575772,813.183248604
4560,1574.2309401,113.119,217.338407648,223.333747829,431.299185703,223.178974848,0.999971,4560,399.49402375,-224.266,384.649,121.988235943,197.182,223.183,223.412,389.750573561,780.875667793,168.003117046,3.60637404036,481.174735341
4561,1568.33055037,100.262,562.560093914,222.707365821,404.46557427,222.540569027,0.999951,4561,276.702831182,-223.725,384.662,224.536680108,197.192,222.538,222.776,729.501949065,718.31156606,162.116302731,3.48737765678,1111.30446299
