MinReturn,Iteration,StdEsReturn,AverageAbsY,MaxReturn,MinEsReturn,Epoch,AverageQ,AverageY,AverageQLoss,PolicyRegParamNorm,MaxEsReturn,AverageEsReturn,AverageAbsQYDiff,AveragePolicySurr,AverageReturn,QFunRegParamNorm,AverageAbsQ,AverageAction,StdReturn,AverageDiscountedReturn
1054.78118125,543,122.974641042,322.222280654,2349.22185074,5.5319041832,543,322.065,322.082538527,358.66,87.8335,485.734359578,93.3028522626,6.77704453631,-328.671,1809.33451872,158.32,322.481,0.637586,462.579452134,203.404887017
209.129504739,544,159.525639654,322.161259602,312.967291002,6.09690854065,544,322.017,322.033345196,356.683,87.9134,543.531216241,136.889253362,6.69381552028,-328.186,265.355498526,158.479,322.428,0.671087,24.485428272,143.394032869
265.555895589,545,109.919228658,321.675411445,290.199150403,6.38682832896,545,321.524,321.532655842,374.923,87.9947,344.740913878,106.126580065,6.74250806451,-327.796,274.649235928,158.633,321.969,0.625241,5.88370255828,145.092238298
681.572211208,546,220.876964451,321.751828108,2636.84551317,2.99158177936,546,321.627,321.622543738,315.22,88.0618,670.924872352,181.678683748,6.45220989135,-327.898,2043.99214602,158.72,322.04,0.756665,647.853005197,220.079054233
290.665564876,547,198.641322102,321.399105745,2430.44303228,7.44492302625,547,321.255,321.258710256,333.978,88.2083,593.134946267,164.79669653,6.6561506373,-327.524,1888.5871394,158.862,321.696,0.695249,620.638375403,188.045730407
979.916086922,548,78.3781133518,321.76119381,2631.89879343,4.2281140801,548,321.593,321.620608268,340.06,88.2345,256.983573786,61.4894444623,6.6913105561,-327.791,1674.54857634,158.959,322.006,0.820815,511.279837823,222.458126322
193.133403029,549,85.0159295395,321.855279858,2615.04282485,6.49105995456,549,321.702,321.716753756,338.598,88.2825,300.399539968,87.6190556641,6.68987400799,-327.775,1293.72330682,159.05,322.132,0.750887,764.169020736,171.153446886
785.661843486,550,239.901187104,321.550670578,2426.76332158,12.8796093389,550,321.41,321.408793069,318.533,88.3645,850.780868527,228.234877981,6.42923593911,-327.468,1862.63061685,159.154,321.841,0.782871,536.400631925,199.481127227
1036.03659612,551,122.199989567,321.195532247,2286.17975498,6.05400604278,551,321.028,321.050327111,369.438,88.4013,364.122248589,128.970044513,6.83378279342,-327.241,2007.94937394,159.28,321.457,0.76944,346.682567891,203.492068694
700.890248623,552,132.774080103,320.697600874,2715.66654733,5.5254481051,552,320.546,320.56183815,337.806,88.4535,438.683378607,109.386078675,6.57228315231,-326.727,1626.98300737,159.391,320.985,0.781649,657.530155133,182.578900428
449.277951744,553,123.161856052,320.61946414,2639.58943766,6.18018905438,553,320.469,320.475474603,318.935,88.5026,397.643137571,92.3839009285,6.47473578674,-326.44,1411.28764034,159.489,320.924,0.806581,702.630367078,217.11372197
291.65602321,554,336.737291025,320.197424446,2156.66166489,13.8309315486,554,320.082,320.084623511,340.203,88.5941,939.20603489,270.101414378,6.55752584613,-326.308,1512.17819559,159.614,320.503,0.795967,604.973135433,161.038963917
764.489638577,555,131.179545969,320.255745231,2395.35412718,11.6111262313,555,320.11,320.118508908,344.638,88.6382,435.648858109,117.001511427,6.58802253407,-326.161,1970.63886792,159.744,320.531,0.758144,480.462398942,132.728048533
712.940833995,556,111.977739077,319.979712015,2593.12879667,8.38818699786,556,319.833,319.844565154,344.035,88.7227,395.927231502,99.9936180479,6.596105599,-326.107,1518.75931492,159.896,320.243,0.737256,703.797568301,214.370960136
637.84316378,557,136.341993979,319.72808139,2450.95941634,13.6400190216,557,319.553,319.569954554,359.242,88.7749,530.003522815,160.038623065,6.88462825067,-325.755,1730.65204221,159.978,320.009,0.731357,706.972235691,216.900993441
403.665273307,558,100.42629025,320.186119358,1441.1485578,8.54970242013,558,320.023,320.040693138,324.488,88.8191,353.211851587,78.5137526943,6.55807896531,-326.277,648.772513723,160.11,320.477,0.702983,257.08097514,201.804028013
662.515910053,559,130.844242171,319.862187222,2664.81166556,4.72347308423,559,319.686,319.711368162,304.858,88.8479,555.419498277,106.022928862,6.47615482312,-325.785,1563.18363643,160.234,320.115,0.727355,717.125040306,220.366560381
1991.42012081,560,145.207701002,319.252432991,2568.87417442,6.35980813366,560,319.099,319.101540264,340.329,88.9814,614.299771228,91.7871173131,6.69111154954,-325.3,2332.25793401,160.419,319.552,0.760154,160.870448674,228.128994418
289.546695287,561,195.060364297,319.189410434,2666.41423357,9.65994838071,561,319.03,319.047448171,363.418,89.0676,628.144846378,205.695245549,6.78621822883,-325.221,1180.15219151,160.516,319.474,0.717553,790.74937055,208.447299499
775.350073125,562,211.868854734,319.226651692,1445.88610026,6.62333447478,562,319.08,319.09758722,344.391,89.1427,717.263954831,146.886537155,6.67759189076,-325.438,1114.41423255,160.637,319.516,0.769192,179.004068035,242.151612045
904.31766482,563,151.893185263,319.199852336,1734.59072906,6.08292118616,563,319.008,319.026934098,345.653,89.216,522.165329696,97.5687988858,6.67851709564,-325.205,1202.55106926,160.758,319.476,0.737345,230.323738935,236.504880047
795.025044172,564,146.139563432,318.950082697,2714.44467322,8.24914730894,564,318.783,318.784734519,343.236,89.2714,512.401857656,127.367039104,6.66420768546,-324.871,1260.18403011,160.854,319.28,0.748619,451.54742607,232.383436514
665.782039448,565,241.31654185,318.970787402,2979.02064738,6.40305253402,565,318.794,318.806099294,339.174,89.3249,707.22163731,143.232802082,6.59313442298,-325.088,1760.26822335,160.982,319.271,0.678576,844.589144511,226.420856903
646.842347132,566,188.974359942,318.065874873,2856.89425371,8.11191591215,566,317.844,317.858110592,351.978,89.4139,823.293482133,112.328964669,6.66093642787,-324.021,1872.38149446,161.139,318.393,0.694162,602.770859189,224.703626894
299.437727767,567,228.239432978,318.362159515,2387.40964973,15.235075116,567,318.17,318.173941531,325.238,89.5329,692.399203716,254.191613027,6.59593478516,-324.263,1482.72988494,161.284,318.663,0.680784,775.613723938,173.885123993
1054.06954064,568,106.997467366,318.898609866,2916.77151048,7.52284397195,568,318.729,318.740478943,332.292,89.6365,455.742217343,127.852254159,6.55835971697,-324.88,1789.34902286,161.393,319.191,0.719491,552.347711408,240.069103364
613.645231373,569,142.232643108,318.762849357,985.717001264,7.53775410948,569,318.581,318.605459514,356.216,89.6537,611.973454321,96.382751396,6.54976651264,-324.697,650.271773462,161.451,319.083,0.796908,74.1594999651,208.383039993
729.141993096,570,151.510476453,318.83205505,1349.58176778,4.96277862589,570,318.647,318.655434949,325.903,89.7523,690.493645535,86.627449845,6.53438293885,-324.753,1031.55402098,161.569,319.084,0.761902,171.018062611,238.303834393
882.79787252,571,156.193082286,318.714138826,1286.53638809,6.16743387987,571,318.549,318.559621097,329.901,89.8445,640.962750192,108.375983818,6.52108199793,-324.474,1087.33415637,161.708,318.986,0.77004,157.526930809,247.213059899
559.338185726,572,220.001805649,318.140079233,1078.67535923,7.09044067369,572,317.959,317.970519539,330.101,89.8848,627.854605249,191.986975815,6.6208152367,-324.175,862.866332093,161.791,318.434,0.796401,109.880271444,246.008981232
974.713213193,573,141.031314221,318.110913429,2354.73917503,6.66297378708,573,317.931,317.942288923,332.221,89.9894,399.09318975,160.512245862,6.62828246179,-324.346,1372.855807,161.955,318.403,0.76989,330.972522411,245.496325169
374.922781931,574,99.8066311191,318.745362504,1117.89561511,4.88990347983,574,318.566,318.570957011,332.901,90.0191,337.924960082,85.119500877,6.51907358354,-324.583,622.851949959,162.07,319.02,0.681722,103.677432665,203.943606356
895.383176748,575,190.492135476,318.789333529,3074.80339774,6.52657035897,575,318.603,318.616627897,312.504,90.1135,767.011347578,120.071923586,6.41752606991,-324.764,1324.81670301,162.204,319.071,0.746895,498.772482718,240.2820594
302.617905008,576,143.018879862,318.205959519,1938.45649782,8.92012757301,576,318.01,318.024866446,370.295,90.2064,519.759176835,110.907214214,6.84512517736,-324.248,1051.61170472,162.317,318.509,0.723715,468.723760406,214.672068553
655.694738017,577,105.261455286,318.383930928,1232.38184717,6.81166796876,577,318.191,318.208548673,329.005,90.3004,325.931514555,104.889468849,6.37511716375,-324.296,772.737581308,162.454,318.657,0.704786,182.230424911,218.770083559
365.684837081,578,114.456017683,318.625842328,2489.35801221,5.36781793628,578,318.407,318.425528211,322.637,90.3598,442.267802044,95.4831922079,6.55204915522,-324.715,1445.6805265,162.611,318.92,0.708353,725.099811732,173.201113839
1086.08365543,579,133.668891307,318.429032011,2969.46076827,7.04018721483,579,318.265,318.262949208,311.98,90.3993,449.532290893,102.529326364,6.37408349829,-324.47,1695.89488888,162.735,318.69,0.740728,512.82263195,244.894739887
273.573154713,580,173.421625612,318.53575067,1358.64086678,7.46517098102,580,318.323,318.361507189,344.579,90.5181,666.998427892,113.766748164,6.63458536169,-324.486,734.123044754,162.882,318.8,0.668394,378.831630162,191.198152005
307.035583015,581,106.434919832,318.357736736,2034.06382677,10.8328108134,581,318.212,318.203996027,345.489,90.5758,433.091379496,92.3068815162,6.55163629078,-324.402,443.09574441,163.004,318.63,0.694376,411.871826497,165.941987989
770.173493529,582,98.1231210827,318.547551407,3025.24840382,10.7232850309,582,318.318,318.349034561,301.067,90.6942,322.329278532,90.8823567698,6.30504689775,-324.496,2040.6484091,163.131,318.79,0.721406,766.272780189,244.336104321
925.467720721,583,180.148569205,318.219694637,2793.8023248,6.33727728029,583,318.051,318.039348787,333.567,90.7532,577.775547832,138.76995108,6.6725724661,-324.044,2204.21995487,163.239,318.531,0.684733,639.072340124,226.800090988
1120.92427073,584,181.898841027,318.590097961,2795.36247158,5.99499111042,584,318.365,318.398040445,335.532,90.8449,621.833183469,137.083998417,6.51309746129,-324.589,1602.43438894,163.384,318.836,0.743902,532.205680531,244.739166032
231.346106691,585,127.353852889,318.223238359,336.461972907,9.38478268352,585,317.979,317.982264954,353.728,90.9165,496.890893465,112.880292724,6.65659586134,-324.226,278.707864947,163.506,318.523,0.690622,27.1225130587,146.193769834
313.080105972,586,148.266318602,317.953493497,2920.20766468,5.24931841721,586,317.723,317.737762605,339.377,90.9714,539.984866428,88.0167355657,6.55563429957,-324.03,1159.40079091,163.628,318.234,0.70767,736.454062265,211.717237791
727.842976246,587,189.853576571,318.186658063,2828.81699126,7.88001609058,587,317.96,317.971551089,350.68,91.0222,771.284741532,109.617796096,6.71643093618,-324.201,1834.1060144,163.79,318.448,0.685517,711.738103421,233.594811771
1088.11677622,588,209.374238579,317.941876829,2924.73041253,8.5731594355,588,317.758,317.7724319,352.024,91.1452,640.691334148,250.881209417,6.6502732267,-324.121,2008.09398819,163.926,318.245,0.682591,755.42980258,227.711581432
880.417268354,589,154.92411678,318.323640118,3126.92716602,6.89491578583,589,318.12,318.130173427,321.222,91.1482,528.870323879,146.177152723,6.43393643417,-324.363,1860.9799395,164.023,318.593,0.778093,499.018338931,248.479727151
256.086924898,590,167.463361056,318.546591113,2751.62120021,14.2229435156,590,318.342,318.343571267,337.319,91.2401,649.86081197,134.521935043,6.54403584933,-324.624,1045.6060981,164.128,318.825,0.746248,803.510524073,186.583668367
1121.35825958,591,146.056509028,318.392720407,3403.60100685,9.37243946956,591,318.196,318.207621922,322.213,91.3238,560.612968461,111.233319771,6.53820313467,-324.734,2228.6537959,164.303,318.707,0.744706,728.988713216,244.498964697
1110.61507156,592,116.091527728,318.410553376,3140.16092847,10.3563828349,592,318.188,318.206015435,325.314,91.3618,402.984099009,116.752264979,6.37935297504,-324.48,1829.32780387,164.461,318.686,0.714691,603.980414365,217.695583616
737.50190255,593,192.055730234,318.303756059,3054.24763606,5.57575928368,593,318.124,318.13248829,367.949,91.4437,818.548700043,99.8557160829,6.85909296341,-324.584,1201.27216816,164.537,318.639,0.700883,557.768332258,228.904656575
773.139408971,594,91.3353641179,319.301611846,2559.68173194,5.7502587579,594,319.098,319.118095558,356.033,91.5073,330.685426126,76.7629942156,6.66215718256,-325.392,1623.50137072,164.708,319.54,0.639682,490.701743494,217.322538857
1256.24664953,595,76.4582126189,319.251260485,3086.15212269,6.71119940443,595,319.061,319.069421696,342.827,91.5977,270.544468827,90.0382240372,6.57166172251,-325.663,2421.02285302,164.885,319.53,0.695865,528.965912053,221.17280548
276.931486837,596,89.793630209,319.009536997,1060.81169286,6.02752018144,596,318.832,318.853051191,362.423,91.6559,386.064823024,66.2400834346,6.71882132065,-325.584,485.484730373,165.027,319.302,0.657342,211.108615057,180.041848125
236.924550642,597,138.047838282,319.847046428,2704.32468972,6.58018953844,597,319.655,319.651999698,333.914,91.7454,380.423610635,133.708218621,6.43402258741,-326.048,982.919726628,165.188,320.146,0.709027,659.112812106,194.134961546
776.228032468,598,79.6372214245,319.796663155,2859.00213011,3.96929259729,598,319.574,319.603589793,348.83,91.7949,321.788524992,59.8408808306,6.63248724504,-326.336,2100.56911348,165.312,320.097,0.701249,829.070141106,215.875071061
232.146116898,599,131.87715528,320.209348848,2509.34022352,8.80048020509,599,320.011,320.007914221,351.491,91.8714,503.292833194,116.076442121,6.65328200325,-326.378,667.081008588,165.477,320.543,0.719806,604.926009907,175.29291715
410.317136885,600,175.734646368,320.662646824,2757.13204805,8.70058283944,600,320.441,320.448131932,304.459,91.9336,705.993815155,130.987796293,6.36460806044,-326.753,1473.63289419,165.597,320.93,0.732061,817.687111159,226.699311408
841.675261847,601,115.615420678,320.462704396,3112.77848208,5.34061724071,601,320.26,320.276283995,326.331,92.0419,443.009740273,89.2612799825,6.55729473038,-326.835,1918.31909838,165.731,320.762,0.766363,780.862383553,239.590022716
869.36243468,602,147.044375382,320.441843712,3056.96063145,5.5387979489,602,320.211,320.23326563,354.368,92.1009,541.099636368,134.042061987,6.89601252239,-326.699,2079.81411706,165.856,320.727,0.688319,805.678687662,246.59177323
579.939388346,603,121.450468312,320.708033411,1331.74452778,7.01243086584,603,320.5,320.495169055,333.107,92.1405,503.765448766,102.573667677,6.50610053356,-327.151,663.319768779,165.978,321.028,0.702179,148.85615863,212.060373086
727.347089177,604,140.620914275,320.64832911,2992.33155332,7.16756611909,604,320.393,320.419260734,340.582,92.179,635.107038818,82.7127548618,6.7267090317,-327.029,1487.36191473,166.089,320.923,0.692319,685.784430977,236.547752094
329.21409827,605,200.857204961,321.570509128,3163.68986207,7.20714237941,605,321.334,321.351408941,354.749,92.2565,1021.83319122,85.1036923492,6.70941985272,-327.937,1963.31169744,166.227,321.847,0.680507,866.99176565,237.265250513
637.527569635,606,92.2722347222,322.367603564,1373.22827995,5.82809189652,606,322.175,322.178182215,344.69,92.2864,545.333187932,38.4345117702,6.67505517275,-328.674,960.947906845,166.351,322.668,0.687109,183.627649425,235.909876551
756.800568235,607,151.170570831,322.206082217,2854.24711185,6.17948947371,607,321.974,321.99219629,319.207,92.361,603.668577245,105.976082034,6.37935938559,-328.444,1323.48112836,166.422,322.5,0.746332,620.570070227,245.339076327
1050.99508545,608,124.901972648,321.154804939,3168.09605845,6.1228186403,608,320.876,320.891837523,336.057,92.4166,553.74109335,78.8657472457,6.65654319328,-327.411,1870.94445706,166.496,321.475,0.728393,722.548459884,249.492864788
722.401314884,609,222.139434355,322.618059634,2544.07123872,6.53633997343,609,322.369,322.363804666,336.521,92.4693,696.760515142,137.802718074,6.54239198721,-328.728,1029.94132683,166.623,322.928,0.735918,422.045066535,230.902237452
819.720057811,610,224.388821541,322.14099151,2938.88863202,8.24062369138,610,321.878,321.908588093,382.388,92.4983,642.548257394,212.029856317,6.86710964472,-328.181,1905.80152095,166.731,322.41,0.70706,902.354176331,233.646344419
224.338827069,611,250.792021046,321.437243982,3179.08633152,7.99328818964,611,321.175,321.177656417,380.887,92.5604,920.092567479,175.97573887,6.93422965441,-327.797,1821.94544084,166.871,321.756,0.725255,901.005541048,244.31883796
1151.82067085,612,185.288036829,321.670026415,2897.87028902,5.46757285221,612,321.355,321.380376196,360.16,92.5901,537.356849639,113.768196642,6.81715048991,-327.975,1872.76335894,166.988,321.92,0.688281,696.452117649,243.607495145
1329.81056835,613,251.324419687,321.910027645,2728.9129788,8.17849684629,613,321.66,321.672958574,348.634,92.7091,783.95318201,196.986183403,6.64726547149,-328.231,2300.05096813,167.109,322.215,0.679112,459.408935513,232.593213049
901.207617013,614,119.106870908,321.670925813,2660.46154079,5.76502641221,614,321.44,321.456105627,393.647,92.7505,437.673567229,96.2254354389,6.94611486056,-327.977,2164.13445752,167.295,321.96,0.723643,607.426414005,230.693063305
299.133603839,615,177.670041441,321.689564409,2738.36628199,5.87464643972,615,321.43,321.435301637,339.082,92.8273,585.444566259,131.836751375,6.61570647862,-327.987,1011.07574545,167.427,321.973,0.706584,709.362098988,196.610587776
268.519375109,616,197.475526188,321.55740764,2696.99207803,6.86283605577,616,321.302,321.324629229,340.067,92.885,685.071014654,137.344189166,6.61152420666,-327.846,1001.5962174,167.59,321.853,0.743725,653.700377247,201.327191186
1135.73610207,617,172.888300808,321.853075304,3070.19024258,8.05677495478,617,321.62,321.634417677,358.156,92.9229,608.550481528,156.508777783,6.76936233524,-328.163,2333.57983245,167.747,322.153,0.701157,698.502797191,242.926387977
986.325747376,618,149.203321497,322.538736752,1945.23923127,6.749250902,618,322.313,322.319282748,337.784,92.9897,599.587215184,107.963484255,6.61170062667,-328.802,1261.05944778,167.879,322.801,0.724734,209.181306981,243.750101048
770.007159607,619,107.107358538,322.076654117,2591.67007181,6.24557938689,619,321.868,321.878136496,402.366,93.0519,398.359097791,72.5521918455,6.81381843774,-328.437,1503.39671731,168.035,322.372,0.709193,435.60500436,236.262665522
652.23337464,620,229.941645681,321.91771276,2514.00975015,5.84852947716,620,321.664,321.682164043,349.698,93.1298,816.085358488,133.199644466,6.64431910201,-327.989,1383.2931274,168.162,322.177,0.711855,412.423394572,226.035930505
307.61623328,621,206.317020444,322.143032692,1552.69338084,7.28319035001,621,321.87,321.878610563,352.48,93.23,951.841392721,115.820533852,6.59860445276,-328.222,909.256178925,168.337,322.427,0.731162,256.760453948,226.29364128
141.300746259,622,102.318619901,321.942775342,1351.03636177,5.47799038309,622,321.684,321.701618137,348.322,93.3381,371.210299341,95.3775602957,6.60846466853,-328.156,436.617204201,168.502,322.228,0.82503,252.811789792,172.713821092
173.238063659,623,108.416170694,321.769888027,2223.36024007,4.74117830547,623,321.505,321.504212711,348.44,93.4222,509.09075703,62.0835780308,6.63147128562,-327.945,871.809065158,168.639,322.072,0.793905,631.824995931,189.507530496
175.039309978,624,150.950250268,321.913770903,2940.71545423,7.20707495503,624,321.623,321.646872133,352.264,93.5578,551.50186862,100.790205615,6.63942025353,-328.038,1836.05452507,168.792,322.208,0.691599,682.684332625,241.302870947
305.156837509,625,108.725959336,321.953051468,2641.37242287,5.68963443307,625,321.67,321.692748535,345.99,93.6779,346.518019471,94.9748985357,6.6868121102,-328.027,1112.08101176,168.937,322.234,0.749535,742.463161075,213.153082261
239.134366968,626,152.430021465,320.910693032,2872.66360099,7.33713038482,626,320.664,320.667138125,347.935,93.6972,576.001847072,156.191306908,6.74240982124,-327.179,1066.10077011,169.083,321.181,0.735853,895.934612292,202.693918055
324.755651296,627,116.039838711,321.510732926,2856.54675037,8.57076095931,627,321.3,321.309638822,397.112,93.7584,350.268282119,94.3673255099,6.93873682199,-327.751,1515.50290988,169.197,321.835,0.74057,814.93317956,230.3960371
668.286595727,628,130.830244574,321.390478745,2502.70275165,5.16488845165,628,321.123,321.142681136,366.942,93.8474,528.295712442,82.3364824291,6.78027743931,-327.537,1605.2283051,169.331,321.667,0.698802,593.732777474,229.869259108
208.717909871,629,104.352767391,321.455672152,2730.14017904,6.79349244245,629,321.204,321.219137764,361.097,93.8663,369.567994698,75.6438355861,6.75815408732,-327.868,1912.24711521,169.411,321.74,0.699958,871.395238126,207.433441026
278.591300239,630,95.9974756632,321.561623442,2522.85629833,6.47727329886,630,321.314,321.318938791,358.02,93.9402,335.727456726,61.4472394789,6.66739348554,-327.932,1395.77992057,169.575,321.851,0.691408,877.497013935,188.465250651
615.003849537,631,152.327629916,321.863502761,3111.84111878,5.77281491114,631,321.639,321.645756667,360.05,94.0069,534.69736502,105.970945687,6.67273750686,-328.225,1429.67230951,169.741,322.163,0.740857,640.501805277,244.41345382
610.422448021,632,127.202566802,321.402795849,3149.30452448,7.50827674301,632,321.141,321.163141961,387.335,94.111,507.194055681,97.9101247729,6.90621331175,-327.676,1489.42086252,169.875,321.693,0.78259,676.753547423,252.183058585
248.339547475,633,186.677635397,321.614837452,2879.73096644,6.2812333607,633,321.402,321.391212724,383.325,94.1812,641.082907052,133.311280333,6.93099945898,-328.051,1078.25077116,169.967,321.954,0.714272,1035.7568273,187.376894714
215.428177741,634,139.653620329,321.98279962,2996.1096572,5.55613321738,634,321.725,321.742661068,338.263,94.2362,447.114475236,130.921317924,6.51727367133,-328.027,920.953078758,170.093,322.227,0.718779,714.57888433,192.899651607
362.946231328,635,167.517245945,321.750108482,2597.6526638,5.2826818788,635,321.491,321.504482413,370.591,94.2749,646.164291038,112.692891321,6.78209748486,-328.113,974.635206636,170.247,322.02,0.708653,651.08152043,210.12195196
290.142167277,636,147.532016966,322.174887257,2063.81905929,7.71089064516,636,321.947,321.968899065,350.403,94.2904,532.538661722,106.765957846,6.65847511142,-328.509,1115.83827309,170.392,322.431,0.667736,508.300208913,223.14192093
204.962335335,637,83.4017809946,321.949945155,2843.54843861,6.20916589745,637,321.727,321.726884158,356.103,94.3421,385.114104383,57.8598508749,6.63483764291,-328.389,299.811312092,170.522,322.224,0.739584,370.311081825,133.083933462
702.625172342,638,126.545112313,322.814228296,2698.40084148,6.48928727158,638,322.561,322.576445995,386.419,94.4032,593.966460807,66.8620671371,6.80750908543,-329.146,978.381491226,170.636,323.091,0.724894,446.283922147,231.201417434
238.600267957,639,145.63676848,322.531260196,2770.020547,5.19562862369,639,322.302,322.31179485,386.363,94.4532,505.348418393,119.432291569,6.76213329218,-328.976,1584.30823761,170.777,322.817,0.753638,927.377961957,218.946171558
831.021054256,640,277.672763761,322.495988419,2847.71242438,8.53740381283,640,322.267,322.271981123,377.235,94.5176,1258.92070901,113.570552291,6.82465268584,-329.099,1659.49562242,170.935,322.792,0.722444,799.932372419,242.660515089
223.869926891,641,150.559642969,322.74074351,3088.41831503,6.15058646126,641,322.528,322.546725032,360.793,94.5617,603.837110178,80.7059970154,6.64258408337,-329.109,1374.96923334,171.102,323.031,0.755154,932.135403192,224.144461832
290.363466355,642,266.774881378,322.801242636,2390.10092363,5.60730227752,642,322.572,322.578514776,347.17,94.6139,765.588207293,178.051609598,6.58392045739,-329.197,1196.71929261,171.239,323.106,0.712682,541.505072728,226.035719017
748.224235221,643,88.2681576764,321.830727445,2838.62825966,5.96163557392,643,321.59,321.595311499,371.888,94.6589,316.62785348,80.0305548054,6.85934209783,-328.424,1860.51793154,171.334,322.129,0.688922,892.021121308,234.285940703
1572.36357106,644,177.556970081,323.137508084,3321.93736766,5.65688527621,644,322.907,322.932925826,348.728,94.6764,713.907717123,104.64958558,6.75982355241,-329.429,2531.1685524,171.481,323.433,0.791852,591.700850848,259.83233742
501.172560895,645,165.067209215,322.826851039,3447.9875431,6.43200765923,645,322.612,322.618719175,340.388,94.7311,698.961886855,103.257614196,6.64694868473,-329.212,2211.24261183,171.659,323.128,0.736654,954.581692339,258.311300515
699.724612329,646,193.286728402,322.662439174,2808.42035714,6.44244263809,646,322.389,322.396090408,344.512,94.8311,646.093368171,108.368542148,6.77402175599,-329.258,1879.89649571,171.779,322.965,0.717659,772.156160327,230.237460012
1869.89339794,647,250.119638548,323.527306126,2913.14409346,6.51292135717,647,323.294,323.300973249,373.069,94.8751,776.330935416,148.930748613,6.78771713706,-329.996,2533.00948769,171.926,323.819,0.67231,318.960422952,235.767225298
292.142424482,648,387.99273344,323.63542175,2498.17270376,7.89853964092,648,323.402,323.419232651,336.762,94.9794,1220.76442611,322.994554543,6.59041130019,-330.172,1217.53884375,172.069,323.927,0.696396,743.464358078,204.864030271
724.085844915,649,98.3499081542,323.389652356,2673.70301728,6.01833186345,649,323.188,323.204162535,374.115,95.022,474.321110659,59.3004826696,6.86543987004,-329.872,1757.53227512,172.201,323.689,0.684586,792.272059595,228.851799426
299.811013496,650,221.554770193,324.100269265,2988.9843828,5.93623476025,650,323.909,323.922395544,353.738,95.0812,844.919563791,117.577545128,6.66797189989,-330.523,1245.84109081,172.342,324.401,0.696097,1101.44184543,198.425553466
414.136534207,651,92.3996902048,323.492751191,2750.50248453,6.35955618946,651,323.242,323.251347996,360.758,95.1511,372.421436728,66.641217561,6.75150012649,-329.9,1632.46408642,172.485,323.758,0.675041,707.55531211,224.902544331
196.658301134,652,120.810022221,324.219563666,900.708086257,6.1285467898,652,324.013,324.022132533,376.043,95.1701,442.635321528,85.6767259946,6.81369863031,-330.425,240.51487659,172.598,324.53,0.678116,93.3732447109,130.053705696
332.935340516,653,140.39876211,324.080623288,3035.52835871,3.82463111576,653,323.887,323.901744034,364.615,95.2171,521.055284597,93.9315546516,6.81713830824,-330.529,1423.25705348,172.767,324.396,0.66197,893.602160041,230.025122629
216.587479097,654,87.878515185,323.941882628,2461.3669406,6.68626613707,654,323.737,323.753966446,391.312,95.3095,299.331446264,66.8995854241,6.87153036078,-330.549,644.818919155,172.904,324.245,0.692704,585.483250062,172.050013321
797.852324015,655,233.583534585,325.191889328,2381.38180234,6.00864781956,655,324.982,324.982452156,359.063,95.3791,701.382628952,167.337615304,6.66398372451,-331.465,1345.87146257,173.048,325.465,0.734151,388.751631377,246.482622423
229.60159339,656,83.7234703545,324.846483355,3045.48000486,5.47431989098,656,324.61,324.642704978,377.544,95.4357,346.589952573,56.6572468118,6.78249414238,-331.423,351.035904037,173.168,325.099,0.688166,381.699783804,149.236951311
263.593392639,657,151.870422389,325.536726521,1228.37987873,6.037919064,657,325.346,325.354834137,381.425,95.5163,667.970787066,90.7092466991,6.87788480997,-331.992,446.779324581,173.348,325.787,0.650861,253.137742428,172.160834542
230.423060498,658,165.127669805,325.194693318,2262.44732524,7.06382078601,658,325.03,325.040853116,425.07,95.573,519.958602513,117.657128201,7.04303204188,-331.687,739.203247795,173.496,325.509,0.735584,428.259226412,203.345921348
235.580297405,659,221.087660042,325.442530164,298.39373844,6.60256931038,659,325.259,325.280626633,362.929,95.6218,854.357683372,144.969590118,6.65983615262,-332.108,266.972615711,173.639,325.713,0.706898,12.3590187361,142.98629121
798.070177608,660,107.779630086,325.671976211,3140.0801062,5.87506894515,660,325.477,325.478176685,359.454,95.7053,366.086581279,95.2257507958,6.68223422375,-332.32,1688.11591153,173.748,325.963,0.714049,775.682657436,246.048195446
306.99252917,661,126.71813143,326.830537689,3030.68678043,6.26641432197,661,326.639,326.657882925,375.465,95.7146,412.199502071,122.377857441,6.71449772357,-333.29,1395.3931385,173.901,327.119,0.753103,578.761337049,244.222249316
1173.78711654,662,252.761947197,326.268827515,3099.38966245,8.61725183307,662,326.05,326.065814528,370.518,95.7583,962.428463302,152.157486626,6.75762069143,-332.946,2209.14293633,174.011,326.581,0.729816,735.705585276,242.335806568
757.001231223,663,152.515167547,326.120186666,2745.96302571,5.7436678426,663,325.931,325.936302124,381.826,95.8286,647.624063999,91.9995385447,6.82651892534,-332.614,1027.35398378,174.104,326.418,0.739983,475.445362826,226.361192474
283.257554587,664,137.574669591,326.682901532,1214.26364208,9.22161440552,664,326.485,326.506879021,353.567,95.9097,526.616852212,81.3340754183,6.72320454027,-333.419,310.093972913,174.293,326.998,0.636169,106.797267561,154.237558193
216.379845002,665,125.475986962,326.390420503,2998.69798816,6.18285098044,665,326.213,326.225978859,373.68,95.9548,505.058318587,71.717501373,6.80057300044,-333.369,679.568906786,174.405,326.695,0.678534,781.742910405,166.756076232
762.466904741,666,48.8916975469,326.663631002,2493.84120818,5.58465410752,666,326.443,326.461092401,394.061,95.9854,228.124386907,35.0241945002,6.86512442878,-333.415,1178.7693361,174.531,326.96,0.738732,447.226652012,238.209667557
