AveragePolicySurr,AverageReturn,Epoch,PolicyRegParamNorm,AverageAction,AverageY,AverageQLoss,AverageAbsQ,StdEsReturn,AverageAbsY,MinReturn,MinEsReturn,AverageQ,Iteration,StdReturn,MaxEsReturn,AverageAbsQYDiff,MaxReturn,AverageEsReturn,AverageDiscountedReturn,QFunRegParamNorm
-330.206,831.585586331,720,93.6917,0.981137,325.60658424,311.149,325.81,238.655891003,325.6702252,514.488607531,11.090315146,325.57,720,155.145789581,676.899789123,6.88551311927,1381.86236994,458.775272011,234.528858023,205.098
-330.897,1148.34924855,721,93.7418,0.980811,326.201018117,330.351,326.436,259.806501306,326.252991841,444.601737985,15.8889526468,326.198,721,472.753307407,845.949656004,6.99992242925,3109.9293352,367.997955923,242.136142288,205.217
-331.507,725.834003725,722,93.7849,0.974258,326.580560965,303.507,326.808,213.902678789,326.624140929,324.587761571,11.8880498198,326.603,722,128.563017595,685.4943626,6.80244173225,957.899473291,280.405290221,225.810010389,205.306
-331.134,1033.45569263,723,93.8109,0.97705,326.167235742,368.627,326.38,258.480687608,326.223828461,650.883798862,16.1179168904,326.162,723,329.044329534,687.209285131,7.12203564948,1871.40127869,263.696149539,240.240638271,205.423
-330.166,934.345964911,724,93.8969,0.970654,325.606812096,325.836,325.787,240.647776438,325.672548948,224.8493447,8.57847504472,325.592,724,438.206938011,693.165887342,6.80384758368,2283.67008469,263.593066936,231.821138325,205.508
-330.886,1198.07810306,725,93.9152,0.974753,326.123443689,340.496,326.363,181.630088028,326.173396463,640.553600481,7.83760799669,326.121,725,494.891457486,494.429466983,6.95415713831,2622.32182575,262.549900559,250.436941786,205.582
-331.697,1310.47155307,726,93.9567,0.980063,327.118389045,307.989,327.313,160.292895665,327.161371416,338.592870555,9.30633276401,327.097,726,577.962563228,548.694652471,6.77450594415,2277.70103859,269.870775373,239.034702262,205.62
-330.231,249.140630379,727,94.0121,0.974262,325.187743161,324.949,325.442,251.907674722,325.230010824,158.739941607,16.0395035347,325.2,727,180.549416771,830.49160392,7.04411475055,1072.57470251,411.365560671,130.939786106,205.787
-329.746,1074.36939968,728,94.0783,0.980506,325.052749482,347.69,325.238,254.95346445,325.087858219,375.401457518,12.4899128102,325.031,728,581.984490749,773.975565982,6.94495444915,3143.86481556,287.461190974,232.888157728,205.83
-330.113,1012.966707,729,94.1586,0.980793,325.636509072,299.329,325.844,151.623998747,325.676899287,621.188606222,43.120815643,325.639,729,302.571972097,613.751893703,6.83503702727,1830.40880995,268.056931391,244.979142399,205.965
-330.501,1083.59648255,730,94.1804,0.977142,326.31335016,303.822,326.492,281.799488172,326.355783353,739.909324582,9.45822215646,326.305,730,250.144180787,871.810676839,6.67380094006,1651.51799646,260.885931076,249.898535572,205.945
-328.816,1892.24035009,731,94.1975,0.973753,324.35021413,351.758,324.565,253.788703129,324.385924479,667.675739273,9.47426759101,324.324,731,750.232042653,828.155018111,7.09253843244,3099.34051112,489.058813104,248.573941732,206.027
-329.384,1089.75843751,732,94.291,0.976817,324.716999771,308.758,324.949,298.909693919,324.753474183,802.420606039,12.0943845076,324.729,732,291.086514976,889.074019294,6.80035159741,2152.6389141,260.176683954,247.081248336,206.158
-329.243,770.645585041,733,94.3634,0.967803,324.679167766,324.142,324.89,344.146039611,324.713658978,19.4342797055,6.88338981612,324.687,733,288.561904685,1051.26584114,6.6987558609,1223.23942664,248.792761661,215.607429467,206.276
-328.238,857.519107623,734,94.428,0.980804,323.767191203,355.922,323.968,169.84406913,323.798366131,503.612527916,7.04248464016,323.766,734,224.977070854,472.753885049,6.92869534961,1537.17714481,211.309152889,229.746406764,206.286
-328.171,744.769861639,735,94.4686,0.980293,323.434278508,334.892,323.633,231.477618096,323.472005566,292.490485997,13.5775400581,323.401,735,152.481814685,586.640199129,6.92158868086,1097.87553071,316.943568316,224.132477251,206.283
-327.767,1124.87372914,736,94.6004,0.977982,323.153622879,374.492,323.332,255.425909337,323.180732435,280.267333599,9.62269016455,323.143,736,469.774496526,722.017136833,7.13766744493,2317.98811229,376.130808399,244.968672819,206.336
-328.862,1008.23364385,737,94.5928,0.977937,324.273488457,351.553,324.477,187.667894229,324.303481024,518.931560014,10.6493783578,324.28,737,190.655059567,546.802414979,7.0779567575,1507.683224,273.78575425,251.190159834,206.42
-328.646,888.801723814,738,94.6069,0.979403,323.932272989,272.36,324.173,249.439111942,323.979428137,318.655636398,16.5050352531,323.951,738,280.991612084,687.605738695,6.57473587761,1714.09779564,348.781473539,237.88797866,206.527
-327.624,776.660377478,739,94.6091,0.983945,323.069159039,350.887,323.27,257.648477283,323.118066214,628.432761363,6.15415423888,323.035,739,125.766250641,644.468948818,7.0564885622,1187.77626731,283.343172536,231.93301974,206.49
-327.561,745.762614975,740,94.7049,0.978375,323.435898243,320.531,323.611,212.08208134,323.472584467,552.516188913,5.47279050754,323.435,740,136.193935177,614.71797548,6.81286595966,1298.83232977,189.71979814,230.038570129,206.543
-328.044,1077.33784043,741,94.7491,0.983519,323.55354246,291.404,323.746,197.361892691,323.594185747,547.397871532,10.0076681456,323.559,741,443.157071751,650.630700474,6.80568111315,2903.509339,236.995063163,246.128327032,206.591
-326.679,677.281556124,742,94.7882,0.980801,322.024857805,333.703,322.233,202.825037118,322.053755908,390.101828102,14.3306102246,322.021,742,196.894519856,620.248021669,7.0584591438,1203.22459224,265.660493385,219.554469544,206.643
-326.671,737.892130256,743,94.8134,0.980077,322.24686017,321.212,322.441,467.291093511,322.290914506,279.447547548,25.1369933,322.242,743,308.296244684,1363.74912429,6.86940868208,1638.96128799,398.821140592,216.824877048,206.723
-326.588,788.87627813,744,94.8333,0.979549,322.088766988,316.669,322.344,332.484600764,322.141299432,296.84361273,4.53582901224,322.078,744,332.823116417,982.669881025,6.9503811961,1990.78264306,356.794101395,226.718012077,206.752
-325.672,771.261453207,745,94.8838,0.982059,321.101117547,332.666,321.289,301.864932793,321.1308485,146.236459832,7.57807474177,321.114,745,407.90348674,923.959041994,7.16190518701,1914.13661219,237.593532385,204.550346427,206.817
-326.23,659.01244437,746,94.9351,0.979918,321.905181735,329.158,322.118,165.303315262,321.933463055,149.231877964,8.02070308831,321.89,746,266.792922347,514.599089034,6.99074579567,1220.43272855,183.310392937,212.985179724,206.881
-325.667,1261.75080789,747,94.9443,0.986502,321.269763039,305.889,321.479,326.508296065,321.300474705,278.801463908,7.17442030915,321.286,747,481.351265428,869.918157429,6.74586802823,2373.02286284,318.585755404,249.993631269,206.987
-326.55,1149.72616562,748,94.9929,0.983759,321.87780751,369.012,322.088,216.800038739,321.914666947,268.839849607,7.20588052887,321.876,748,462.537755388,804.378248819,7.29194405378,2622.94782112,170.253467989,243.527733953,207.007
-326.836,568.14293211,749,94.9928,0.977924,322.344850786,295.724,322.497,244.365685328,322.381809958,404.587830537,6.0869597718,322.318,749,199.655241925,913.290679294,6.78227248999,1503.38732758,178.959746132,208.160704224,207.026
-325.702,840.028373254,750,95.0561,0.968756,321.31827747,326.726,321.51,318.993722722,321.347442876,287.858573744,28.9913939369,321.328,750,301.001148223,954.9980273,6.98341838546,1821.5349765,346.895174865,236.22046037,207.072
-325.261,868.661691446,751,95.1317,0.974926,320.711432901,321.492,320.971,196.920460765,320.757914623,333.157697367,5.75298911626,320.72,751,289.534353143,595.631166134,7.05352197177,1864.5149881,236.64892527,240.637378524,207.169
-325.088,835.960826957,752,95.1717,0.977517,320.36769904,384.955,320.569,431.115128828,320.422994875,299.294602803,35.9096017179,320.363,752,339.121420217,1221.27850423,7.38306610371,1942.52128929,515.652726758,233.448180781,207.208
-325.336,837.233310649,753,95.1859,0.970835,320.627226049,331.483,320.847,172.108712864,320.673013094,303.677545262,7.53427917271,320.607,753,255.954871821,609.902870499,7.12842800008,1668.47174974,183.465244227,244.490108532,207.264
-324.98,1171.39606337,754,95.1969,0.980266,320.438724066,326.685,320.636,276.316893919,320.493996105,747.061750728,10.3056465775,320.427,754,296.010383633,871.001982205,6.95551941616,1823.8175449,287.860589243,254.942230138,207.365
-325.181,882.581375708,755,95.2408,0.984054,320.51807408,338.373,320.729,203.510888705,320.572324973,517.91953223,31.6949693099,320.517,755,273.168310343,547.002670823,7.16858566938,1578.93355676,342.088649264,243.519359356,207.424
-325.572,1105.91265303,756,95.2464,0.981264,320.919121587,304.799,321.132,267.763255445,320.975482624,526.389598168,10.5074010614,320.902,756,377.373139578,792.538506629,6.87979216948,1902.83396078,275.827565011,250.071524863,207.5
-324.536,1024.50046564,757,95.2758,0.982098,320.168698818,332.012,320.405,287.148419881,320.220294287,467.647666142,10.5440960845,320.146,757,284.428163007,801.213492497,6.99492100721,1627.28245101,330.94696197,246.613405152,207.532
-324.295,1132.4634692,758,95.3749,0.983821,319.87645843,300.376,320.1,271.638034311,319.93844501,537.298247282,6.52994739685,319.874,758,686.754849763,935.513704671,6.93824249333,3167.99519017,261.59715712,238.189509485,207.62
-325.085,1043.69980687,759,95.4311,0.9823,320.5912728,308.887,320.741,255.468737521,320.624634714,553.635438098,21.3811769056,320.57,759,376.440149849,719.914735724,6.97326448588,2141.37694548,298.986334646,244.854767631,207.651
-325.582,819.894590465,760,95.456,0.985916,321.079781903,317.152,321.301,224.048250559,321.114660601,97.8432727674,15.4679865968,321.078,760,406.093625947,653.032773579,6.90316384165,1740.33991275,342.804294198,214.221522814,207.74
-324.807,784.607832406,761,95.5332,0.983887,320.434177189,291.95,320.636,256.048752084,320.461476633,277.281210945,13.3513010678,320.422,761,241.10695544,876.656248231,6.83324029426,1680.21450543,357.649965021,223.806821295,207.748
-325.716,821.724349988,762,95.6084,0.982917,321.098752317,295.064,321.328,267.932637789,321.135917049,264.799645923,54.4099070441,321.109,762,226.415162717,946.859524049,6.7893339358,1753.98949309,324.696689149,233.403323075,207.792
-324.58,861.872051191,763,95.6399,0.982703,320.018103864,305.064,320.169,224.976711795,320.060002002,565.566839072,72.7408962097,320.013,763,201.208453055,740.842245904,6.78510034583,1890.9183421,399.198989452,238.071451596,207.932
-325.408,790.615518765,764,95.609,0.969657,320.973946119,345.47,321.145,319.988846489,321.016133027,458.642218638,93.0439113503,320.983,764,357.668357011,952.247779953,7.10613721889,2557.98253207,432.233676695,224.042073682,207.94
-324.446,705.599309535,765,95.6411,0.977347,319.900089289,309.237,320.089,205.565589534,319.957247406,127.886424958,7.35900453276,319.896,765,554.767034166,641.742018598,6.93620518877,2854.51813858,233.056785758,187.836164564,208.084
-325.13,729.321369679,766,95.671,0.981564,320.251573787,366.654,320.424,233.869624799,320.279214804,257.204254652,6.12678335154,320.224,766,361.964533831,678.213844839,7.30624378685,1586.06929746,307.959463743,204.192940449,208.19
-325.037,912.749098171,767,95.7969,0.98068,320.410178122,288.473,320.603,395.621302501,320.461849906,411.489603259,10.0178599352,320.414,767,166.115263872,1097.37657349,6.75834451059,1406.1961812,483.717327245,239.726348794,208.22
-325.321,627.395533763,768,95.7715,0.976098,320.732021633,347.488,320.881,103.892891396,320.772717692,140.361754115,5.34466856157,320.709,768,362.438025828,311.293423212,7.10849684192,1297.46501108,140.814519312,195.59454658,208.27
-325.041,740.103512312,769,95.799,0.972046,320.556717336,349.705,320.714,247.110671509,320.590126254,499.053661556,6.5333029887,320.56,769,166.503823742,916.300018559,7.09575832937,1533.38600181,256.113008825,237.443131453,208.338
-326.096,806.675994836,770,95.8995,0.972712,321.572577022,260.393,321.762,222.145741109,321.599847531,147.237808309,8.92188741533,321.568,770,339.116237235,691.495351272,6.60347865187,1577.34217836,259.31728801,224.045928142,208.386
-325.495,1050.05588772,771,95.9826,0.978553,320.759487218,308.739,320.935,222.26067305,320.800486469,770.772988358,11.2671475071,320.754,771,240.972592759,681.298029854,6.9340218215,1793.59596184,332.865790546,238.027688134,208.449
-326.611,933.533469802,772,95.9783,0.97415,322.298919112,329.106,322.418,299.364597922,322.317130397,290.687612168,8.46281654711,322.272,772,394.70547221,799.659055617,6.81365908266,1658.47621912,323.308053547,221.285505497,208.574
-325.811,834.300444308,773,96.1025,0.977499,321.515957718,288.574,321.715,207.382409183,321.54777987,276.762628251,30.1638283445,321.524,773,228.552240386,593.049423744,6.7247312791,1471.47120069,214.18209757,227.00706895,208.575
-325.113,873.118505497,774,96.1453,0.978301,320.403879137,334.938,320.612,431.059273384,320.443318829,299.536314632,8.29737211458,320.421,774,284.815704238,1075.22882863,7.21230493781,1570.09434035,423.412593902,222.211469051,208.704
-325.271,863.23951547,775,96.1469,0.985461,320.798174882,376.645,320.998,178.393846206,320.822761772,276.467911383,7.79121423848,320.769,775,271.936676195,532.597372469,7.35908344887,1743.034058,185.727591646,220.692222643,208.826
-325.735,832.373873601,776,96.2409,0.983922,321.107436383,269.222,321.325,283.509133445,321.165885373,695.836848045,9.03950430936,321.11,776,93.4050674517,991.448467077,6.74415324174,1112.21199006,267.246338833,234.612757109,208.873
-325.309,786.047694282,777,96.3382,0.98647,320.776283544,305.774,321.006,267.234921023,320.83221213,7.02436245193,11.600287799,320.787,777,360.777952008,703.377897505,6.88514274167,1928.78270541,313.276228386,204.149798219,208.937
-325.5,457.058080195,778,96.3443,0.98291,320.863681295,325.593,321.059,285.408929566,320.915535974,167.504304855,6.60516893708,320.851,778,349.388792598,850.110798225,7.02306390775,1068.89080077,273.734452048,165.595179117,209.037
-325.22,720.777144864,779,96.4155,0.979211,320.87045307,291.909,321.095,170.281776085,320.921119216,183.023251473,14.0607924986,320.867,779,362.300523143,470.932314144,6.76748124385,1656.29070912,197.647454832,211.280743534,209.062
-325.045,749.905706943,780,96.502,0.979224,320.862607213,288.869,321.03,152.727272463,320.897940089,276.850459929,15.7382664922,320.849,780,226.883863118,547.818450408,6.82276174203,1273.5554,169.018719995,225.580378601,209.122
-325.72,767.862208523,781,96.6389,0.978617,321.055471769,332.648,321.318,178.192688972,321.094572876,83.2467761035,17.3551609137,321.045,781,532.759590337,659.877753217,7.14297617023,2067.20559772,251.364540538,195.081944655,209.244
-325.692,264.332561743,782,96.666,0.976335,321.231743046,310.031,321.4,99.457819388,321.261141891,77.0525158339,76.2011942499,321.227,782,333.307655836,392.558599633,6.81672349786,1406.41677983,171.613156398,105.780328028,209.349
-324.255,723.72232358,783,96.7004,0.9465,319.576811614,342.979,319.762,207.699574858,319.618720466,186.593442965,86.6148693752,319.578,783,373.511901478,631.132997594,7.06089864513,2181.25726025,342.719027053,201.828095728,209.384
-325.558,151.560572876,784,96.8358,0.951244,320.976743933,359.158,321.153,248.145305135,321.003136974,143.287927564,7.89460917983,320.963,784,4.5103361392,797.953438982,7.305119586,163.337876672,264.317211636,100.199892055,209.432
-324.663,843.97880505,785,96.8762,0.952921,320.13550937,309.34,320.335,180.135488719,320.168760382,310.16336517,9.22659458391,320.142,785,288.519376649,693.734572883,6.84682554252,1671.66136905,225.305483119,232.645581871,209.529
-323.828,948.070196952,786,96.8776,0.961064,319.381576301,355.972,319.625,309.765954897,319.443354491,613.770052138,65.9403521185,319.383,786,291.899438413,927.431498121,7.27636568272,2001.86634808,356.776044482,249.510738407,209.592
-325.272,1314.18545265,787,96.9253,0.975428,320.876631079,299.862,321.055,249.514523289,320.894817975,318.415123385,13.8601989518,320.867,787,712.385910233,844.688258888,6.91661241783,3098.79419578,241.577348095,247.313862634,209.599
-324.797,1860.57644776,788,96.9198,0.980265,320.151507814,351.285,320.36,398.371092826,320.203972558,777.578817276,9.21922596391,320.153,788,894.970201383,1162.93071173,7.09342600409,3304.47579074,446.60688192,262.395908535,209.736
-324.696,1182.57211885,789,97.0362,0.978602,320.5208942,322.298,320.782,247.769138291,320.586660309,509.061171057,10.2316032404,320.509,789,684.744604728,656.961656245,6.94393179247,2924.99009174,284.91126861,230.753681991,209.779
-324.66,1131.50592669,790,97.0918,0.973293,320.297125399,355.908,320.496,193.640556515,320.344558085,333.812803262,37.5811777759,320.283,790,417.403251132,646.843888713,7.20917956043,2426.63873144,384.416625677,255.601180763,209.852
-324.353,980.997120826,791,97.1455,0.986394,319.930859937,335.177,320.12,352.35152957,319.993926088,571.446702504,155.775591905,319.938,791,313.999333731,1082.98878375,6.90459643283,1769.6149864,487.924322971,236.481243756,209.852
-322.401,1002.52219338,792,97.1829,0.985114,318.15013066,347.382,318.392,282.472016304,318.227629037,770.190582595,18.3449980085,318.136,792,257.101386791,912.1295141,7.13911587092,1922.17059196,305.02332218,235.043889245,209.845
-323.99,948.704794895,793,97.2497,0.969466,319.499893651,300.313,319.694,348.979113019,319.550882208,589.106571951,18.0576154637,319.48,793,132.983975665,1038.94913785,6.81435582673,1087.91056714,333.251060092,241.10729598,209.961
-323.409,1117.34879181,794,97.2526,0.972915,319.084020043,293.258,319.283,374.785086634,319.125907031,691.209225692,157.217277077,319.075,794,369.877723879,1242.6029055,6.8317355613,2281.17733898,543.958223918,241.656343753,210.001
-324.482,889.395629577,795,97.3238,0.976716,319.948061043,297.976,320.172,177.651190452,320.018541265,503.617759147,255.073855485,319.974,795,233.479442319,805.354408955,6.78056634887,1423.98838476,535.924880335,233.13847621,210.094
-324.203,1059.50537439,796,97.3934,0.97656,319.61425901,341.082,319.805,231.088213688,319.675442623,297.172969272,66.3005067079,319.579,796,393.904936427,848.098735704,7.06442534722,2268.52130763,301.413029817,235.933677582,210.189
-323.22,1066.83332599,797,97.4065,0.984389,318.711193495,313.048,318.938,283.841565713,318.787316152,274.314045169,12.9920948291,318.701,797,616.915535957,900.370942343,7.02552967979,2676.69644237,460.845170945,217.676931181,210.228
-323.834,1269.2462853,798,97.4411,0.972966,319.47052568,338.183,319.706,406.018592087,319.558807154,178.454016386,46.4303805077,319.483,798,572.12412917,1205.30781409,6.93182597838,2188.50861276,496.689522968,228.818246686,210.361
-322.803,872.399275457,799,97.4598,0.972787,318.576663076,302.679,318.847,477.263808221,318.662261867,169.224279157,77.6067076049,318.553,799,469.939580616,1543.33950868,6.84529048095,2113.19378225,385.476524493,207.799841326,210.536
-322.828,1032.31460484,800,97.5241,0.970818,318.403995825,338.237,318.637,200.176963412,318.487985178,750.373481844,11.6870807018,318.411,800,393.96422883,523.498830961,6.85948468598,2459.92708439,293.530213732,232.313949404,210.577
-323.788,1299.40363664,801,97.5841,0.974758,319.600068143,292.404,319.815,258.293992546,319.668587837,750.405205538,134.819858753,319.584,801,672.194971533,935.310868441,6.63572948679,3129.02033585,418.2873431,238.231004943,210.643
-323.089,1014.58055583,802,97.672,0.977778,318.881848892,325.72,319.165,279.562513694,318.965792604,694.706110328,8.13163289291,318.893,802,256.41729845,759.634238808,6.92733975117,1941.18439351,325.7006346,230.086273253,210.702
-323.645,1101.33895547,803,97.7095,0.958716,319.060644496,320.318,319.294,225.133906013,319.129018785,189.838664332,37.1343861041,319.058,803,530.002135952,657.552357295,6.95615770783,2944.26513682,268.133553073,212.966115578,210.81
-323.851,841.488468144,804,97.7219,0.967736,319.29986709,282.195,319.548,177.063431226,319.409077551,162.137703841,186.155029758,319.282,804,345.042939283,670.000795775,6.67359384051,1858.65861519,498.712223839,210.334311814,210.848
-322.549,814.171873416,805,97.6688,0.97815,317.941648088,299.707,318.223,262.543910685,318.0437536,104.912463593,89.2555216216,317.931,805,444.404070263,759.887221774,6.90112210899,2094.97463929,359.799391749,198.686228724,210.896
-322.67,1130.64283715,806,97.8019,0.96697,318.30701804,305.004,318.576,370.25839958,318.409214449,294.008696962,294.326809619,318.309,806,502.980346483,1198.36684703,6.78553126802,2404.68473944,725.411798841,221.229312586,210.943
-323.633,1351.62178338,807,97.8671,0.978524,319.175498216,335.335,319.42,355.520176666,319.298366985,326.853706809,41.1488728121,319.164,807,668.652414381,979.321286578,7.11822147211,2996.01820007,513.166472247,205.449118999,210.964
-322.371,551.570161418,808,97.9065,0.975651,317.997048176,320.755,318.181,345.72167343,318.068355738,230.054507154,26.2005655961,317.975,808,401.392978712,918.815026496,6.94418533114,1921.99236533,464.357580063,175.278369746,211.045
-323.438,929.768376053,809,97.999,0.976908,319.132400447,323.198,319.417,235.835720064,319.243068252,296.02173595,14.0676563526,319.16,809,639.840228801,815.703614045,6.78470376059,2375.73208068,209.714676054,208.462432115,211.084
-323.233,1197.96512865,810,98.0135,0.984503,319.022400398,332.86,319.315,678.825218428,319.121864571,334.051420014,119.364856219,318.997,810,736.318986098,1889.78714137,6.81817306983,3096.31921323,780.0858228,240.430643577,211.047
-322.971,655.60298046,811,98.0269,0.981021,318.550349345,311.181,318.812,149.393405746,318.644228531,250.99451548,12.4162964069,318.54,811,694.207589921,483.186860282,6.85937881232,2915.89904256,182.111678983,170.789068801,211.063
-322.683,956.548987369,812,98.0528,0.986407,318.448694256,296.799,318.736,146.54925529,318.543581327,287.940890073,12.6035704522,318.466,812,456.681297948,518.118592859,6.66840748866,2631.02475287,208.081970509,228.812523714,210.996
-322.734,863.604833766,813,98.1083,0.986226,318.514380946,303.397,318.819,333.239308344,318.643298176,104.63204721,11.8662178158,318.522,813,433.146507386,988.82453411,6.73561591664,1656.89520736,363.021342543,206.395592477,211.045
-322.611,974.265001346,814,98.1668,0.984151,318.223354845,296.322,318.453,242.995437098,318.330670054,94.7235300238,85.8455905802,318.206,814,429.378577372,722.570157294,6.6766369611,2565.36483447,319.041720805,228.57134849,211.043
-323.211,992.248619879,815,98.1589,0.986486,318.810019171,308.086,319.073,289.825008306,318.931192715,774.617394276,88.8752560171,318.799,815,255.230799333,845.830339806,6.75342651108,2102.1710722,399.758593973,251.734293688,211.101
-322.836,568.353073798,816,98.2068,0.984631,318.641010977,342.425,318.929,211.676932808,318.737064262,154.198389036,7.81573548178,318.647,816,253.8113374,551.82190404,6.9809388249,1520.60094983,283.187811883,201.700559481,211.243
-322.544,959.94817202,817,98.2807,0.978928,318.139015248,310.433,318.422,253.980548276,318.248655335,278.637432309,37.4472791697,318.133,817,578.223678087,909.219422137,6.62336968564,2457.79541814,362.679980695,205.311935451,211.275
-322.626,970.302975202,818,98.3717,0.98334,318.205038458,284.688,318.404,202.939554347,318.264934456,634.159485227,75.3418740394,318.211,818,212.488411908,620.775098203,6.5865070146,1572.73024678,341.431458618,224.129710793,211.354
-322.307,873.578950938,819,98.3868,0.97602,317.754492265,296.877,318.073,231.44228829,317.868114358,86.0197878491,17.0723831649,317.759,819,294.010438158,652.073151603,6.61189104406,1462.11598023,282.609300517,219.815238789,211.44
-321.7,1156.71609606,820,98.4191,0.984583,317.312322911,327.54,317.601,174.801435827,317.397292002,217.464160118,29.6379709986,317.302,820,566.286869582,667.171994108,6.87703042632,2832.16010838,185.593105745,226.971111972,211.465
-323.151,189.723554596,821,98.48,0.976794,318.815580629,284.853,319.04,383.083210119,318.906737552,96.2780208591,8.14667717013,318.801,821,139.463699465,962.150690694,6.5540720249,721.95970817,392.094169627,109.329106902,211.485
-321.872,402.080323476,822,98.5141,0.972444,317.708599225,274.3,317.946,185.730092752,317.769287449,162.994589416,52.6533586118,317.71,822,167.14110716,616.662110813,6.3216180947,887.211983499,262.132847735,169.817310953,211.505
-321.712,197.122115196,823,98.522,0.968846,317.691036734,301.925,317.908,176.94762774,317.757157697,181.2010156,36.4382049701,317.679,823,14.6536541176,676.507175901,6.58904156265,254.852550679,197.494696688,120.158017567,211.565
-321.683,153.38283631,824,98.5447,0.978372,317.30428127,352.575,317.511,79.3534489485,317.367224855,134.593398184,28.0962884643,317.311,824,8.54172221996,301.974892229,6.97753032683,171.834085856,148.137678245,101.167416055,211.672
-321.551,803.054574903,825,98.6394,0.968673,317.620948997,295.868,317.827,215.326852082,317.687802429,265.843184888,91.9495571771,317.621,825,568.72112965,747.834311248,6.59393575592,2200.9824875,315.41977347,198.362887225,211.755
-321.154,761.550589533,826,98.6457,0.983039,316.878097115,383.306,317.115,136.48055445,316.978562735,285.147151004,18.7916933603,316.881,826,673.430747082,405.538072144,7.20210108452,2766.78858989,169.881810086,191.76695289,211.737
-321.881,845.178174814,827,98.6933,0.987211,318.063521309,327.481,318.275,277.203188481,318.150243512,182.372982411,33.2004482084,318.079,827,541.201505357,871.375129373,6.75784149274,2309.59499613,294.71223353,218.806860178,211.783
-320.814,1079.28152478,828,98.742,0.987883,317.235543787,300.544,317.414,240.884976972,317.285567571,468.522305439,36.9405674866,317.223,828,672.843347609,774.063973914,6.59323529865,3158.32704508,291.255442799,244.69395261,211.787
-320.112,797.936228597,829,98.7035,0.986527,316.118903491,309.033,316.368,247.957045109,316.204538477,308.240630081,9.47245643421,316.134,829,426.963830877,662.531877923,6.76070274867,1876.41819079,268.273240984,220.255523141,211.81
-320.308,1367.71922135,830,98.724,0.985901,316.136599966,266.137,316.349,96.587369942,316.19475153,280.177959003,175.440772035,316.133,830,636.313399497,516.737706418,6.49297735193,3044.7887903,312.973254233,258.964644924,211.836
-319.422,1190.9128241,831,98.7641,0.983675,315.282219656,292.408,315.558,138.817151295,315.344533749,290.103308743,274.1093108,315.281,831,487.45359312,689.655826739,6.54291575829,2515.35168742,413.107829125,246.131732476,211.872
-319.346,1222.53398179,832,98.8623,0.984878,315.403359856,312.857,315.65,171.806661413,315.488299937,662.465402662,6.94171783369,315.394,832,414.635795778,530.007690471,6.67865128434,2623.16850783,181.472427116,256.509844792,211.981
-319.435,1212.61123931,833,98.9134,0.985264,315.221060188,313.835,315.459,314.41588756,315.292775449,334.053531253,39.7541883144,315.229,833,675.659183076,844.049609911,6.68591330313,2916.72590878,373.75395663,245.259933063,212.051
-319.944,642.003244072,834,98.8882,0.979398,315.761551322,243.639,315.955,291.715530176,315.815414011,39.5746838491,121.46845217,315.747,834,406.717214903,933.836812849,6.26577750589,2095.46457062,452.207699807,198.134762373,212.052
-318.806,1084.48246531,835,98.9149,0.986087,314.543853923,313.511,314.788,211.475621368,314.635796381,92.5685792671,14.210472792,314.518,835,531.896247599,555.864517272,6.75544041325,2332.06638745,244.071845061,227.54057238,212.104
-318.513,1001.7241444,836,98.9729,0.983482,314.195758163,325.165,314.41,398.720068884,314.291153883,274.107083681,31.720880667,314.201,836,567.870974245,1236.62682339,6.80320969937,2759.2003684,388.488123642,227.362014857,212.07
-317.864,1149.16480831,837,99.0288,0.984111,313.425653184,374.656,313.646,277.878989305,313.499742888,526.73208793,244.236729883,313.424,837,482.547072653,1092.80556032,7.0384600984,2453.94257448,615.630496854,244.984022949,212.052
-317.525,1011.41917334,838,99.1348,0.983711,313.449355515,328.744,313.649,126.462501258,313.497944111,320.617703147,16.5642148617,313.451,838,552.954852883,464.673663514,6.71564768868,3008.03155563,244.987766521,234.853435659,212.169
-318.27,860.017883803,839,99.2564,0.982947,314.222693502,259.887,314.457,185.284286212,314.291229403,515.457970096,257.529584155,314.228,839,430.922037814,822.839855707,6.18618883456,2457.92763355,504.651637115,237.264030727,212.23
-318.089,987.605007951,840,99.218,0.984317,314.009668333,313.485,314.174,177.221279671,314.068733476,543.425660388,68.9646488085,313.991,840,260.075160601,571.29690977,6.54427503212,1844.8323237,296.184663083,250.960751102,212.246
-318.203,861.597377694,841,99.194,0.985331,314.235753365,300.753,314.466,229.983367667,314.303427859,466.802448155,2.72466005828,314.257,841,236.836297113,711.419355258,6.35397963272,1806.61556999,248.859336395,241.999874099,212.364
-317.553,870.174475188,842,99.2687,0.983606,313.52384216,263.712,313.727,201.326901692,313.602856756,341.092391271,4.89685774631,313.488,842,327.783779575,657.674267005,6.3004545153,2660.63830883,244.29936854,235.289602239,212.466
-317.24,756.45529789,843,99.3496,0.983212,313.334997892,265.422,313.586,184.447590259,313.423000436,312.35559871,27.4759890831,313.353,843,288.291409761,747.016560405,6.15751732214,1368.20641638,270.006880066,224.147985216,212.502
-317.495,365.205084851,844,99.3878,0.980259,313.291411978,315.824,313.543,269.233613832,313.431018164,177.378875748,9.17233304701,313.279,844,270.404433222,703.773941358,6.69844732258,975.741434131,263.029441009,155.859144241,212.534
