MinReturn,AveragePolicySurr,AverageReturn,AverageQ,MaxEsReturn,AverageAction,MaxReturn,Iteration,StdReturn,AverageAbsY,PolicyRegParamNorm,AverageEsReturn,MinEsReturn,AverageAbsQYDiff,QFunRegParamNorm,AverageAbsQ,AverageDiscountedReturn,Epoch,AverageY,StdEsReturn,AverageQLoss
206.736337952,-42.9553,514.963043431,39.9554,492.286476457,0.871926,971.70929359,45,242.856998832,40.1508829913,26.4391,195.92883459,6.73154451547,1.96488387423,33.4141,40.1354,91.1623713775,45,39.9750015275,169.199049574,12.9575
303.539178512,-44.8438,561.010537028,41.898,194.123771062,0.847996,904.209864066,46,192.657794072,42.0623203768,26.7218,155.702258126,134.518919357,2.03418549306,33.9237,42.0421,70.0814862598,46,41.9128526697,23.8747167847,13.2714
127.516374096,-46.159,165.391581797,43.1845,427.187663341,0.908185,381.497182848,47,35.879557796,43.3609078033,27.0341,272.738275169,103.277767212,2.07063094249,34.3573,43.346,87.8178642194,47,43.198280953,117.436372108,14.7188
152.85127674,-48.2618,260.003164729,45.1978,371.293260116,0.883208,776.099558857,48,181.322941065,45.3614109711,27.268,173.022210189,14.9785104772,2.11291969675,34.8061,45.3498,86.828965563,48,45.2137753494,106.208959065,14.6258
182.036451101,-50.0706,478.62992467,46.9708,284.515897961,0.909189,755.052616295,49,221.977649628,47.131412849,27.5244,166.852218476,32.2708716464,2.183618942,35.1927,47.1093,78.0650827165,49,46.9912167864,72.9915383424,16.5617
144.580156881,-51.4441,194.797207953,48.3259,269.369331511,0.888197,439.210736024,50,42.6675850227,48.4892703774,27.7853,161.607821499,1.92852425573,2.20338539743,35.5765,48.471,99.676167348,50,48.3461302183,91.5147155918,17.1042
187.147391548,-53.3294,283.741904831,50.2992,357.448747484,0.801481,572.994845874,51,69.2172572142,50.4434659729,28.0507,190.431057729,23.2763002482,2.16147058233,35.9447,50.4337,108.786060409,51,50.3088436603,110.648153489,15.099
230.102458533,-55.1895,357.816742339,52.0702,456.88223186,0.881384,583.791202575,52,96.5424177769,52.2210997223,28.3089,237.102812815,19.1251269259,2.25854806486,36.3628,52.1996,75.3547270146,52,52.0921692811,167.122822136,16.7613
219.081176753,-56.7268,441.688386732,53.5109,232.623423577,0.878071,733.169871206,53,160.399023714,53.6421485879,28.611,81.6593221849,-0.527530206303,2.3401799674,36.7748,53.6204,74.6607533889,53,53.5303354291,84.7882118274,18.4448
122.322852492,-58.4205,192.721006691,55.2637,265.042474057,0.883515,331.567424332,54,43.688201628,55.3913682013,28.7993,161.463440494,31.3970065202,2.37533285059,37.18,55.3696,76.8038629588,54,55.2833974478,86.3009087511,20.397
88.6854591047,-60.0975,244.501246757,56.9108,274.309948159,0.859097,480.885869397,55,83.6166127647,57.0237074829,29.04,181.664358041,13.9360011794,2.38721366776,37.5663,57.0106,91.7968520876,55,56.9184624443,82.4089639063,19.0711
130.082415789,-61.71,287.679660558,58.5598,307.835563114,0.847217,750.522743774,56,123.903856471,58.6897767466,29.1797,158.830520262,13.8762155575,2.4638689493,38.0045,58.6699,81.6084419075,56,58.5817342751,96.6544430385,21.4766
150.27350991,-63.5548,312.230864726,60.4334,199.149227178,0.834991,847.164839617,57,121.100840952,60.557780696,29.4607,111.691151136,5.60878797347,2.55340013717,38.3499,60.5352,107.029568389,57,60.4533745584,67.6492891314,22.3876
154.649200873,-64.7546,303.058115194,61.5986,348.88575516,0.867331,580.735481215,58,107.432007257,61.7234719953,29.7028,196.117652747,65.0018028899,2.6185371897,38.8028,61.7091,79.8855147703,58,61.6184034456,75.1138733307,23.6236
109.233184409,-66.441,205.767202073,63.2357,210.783566083,0.841041,457.351204925,59,66.0307080553,63.3624885515,29.9766,136.565398595,29.4313477919,2.65835169228,39.1518,63.3559,100.397642509,59,63.2522877545,72.4179522921,26.7723
24.2871198042,-68.2255,186.473271169,64.9592,307.221218266,0.855359,505.020440943,60,79.4468415456,65.0775675054,30.2245,106.801543102,0.622058188236,2.60062430976,39.5414,65.0667,84.0122362917,60,64.978246863,88.2468909678,23.3607
192.100258366,-70.1237,318.354311244,66.9054,300.50815799,0.850697,651.686558692,61,110.424815981,67.0124154378,30.4795,103.55226847,2.30472373917,2.6105796762,39.9256,67.0069,90.1103908729,61,66.9238742909,97.060486737,23.6686
94.5486593837,-71.4208,282.212946456,68.1854,292.053441128,0.81617,422.993687969,62,65.577931717,68.2886196231,30.6445,155.93290214,3.28337698663,2.59935606951,40.325,68.2852,102.360816273,62,68.2016557427,112.118885228,22.826
194.60790614,-72.9201,294.703488807,69.6422,278.558511253,0.845317,729.117095217,63,106.504702205,69.7386886818,30.8722,119.840426396,16.6063923216,2.698820537,40.7233,69.7448,99.9759572254,63,69.6533706423,83.9227129994,25.3888
102.362957188,-74.2969,223.434714322,71.1718,278.409345794,0.861827,556.290107825,64,71.707242235,71.2762891933,31.1648,186.442032165,24.0170417513,2.75179113831,41.168,71.2787,95.8215771315,64,71.1890042084,90.9655744944,28.002
79.5677483332,-75.6438,236.064549371,72.4443,311.27032042,0.839517,452.992722189,65,68.1469131341,72.5623316069,31.4097,153.116437555,19.2027177115,2.81818632268,41.553,72.5713,101.149153003,65,72.4646689075,107.130194836,26.8944
122.585969512,-77.1554,191.934451474,74.0371,303.276536535,0.856848,469.010879173,66,52.958423028,74.1389038393,31.6533,168.945046479,32.7175612485,2.72124957293,41.9019,74.1467,96.6515736909,66,74.0545939042,95.2465294418,24.319
302.544760178,-78.8005,378.854235195,75.5687,226.11568324,0.839837,439.035134835,67,30.2913694857,75.6671464471,31.8584,131.5437897,32.4230730576,2.81291693004,42.2967,75.6723,159.257441879,67,75.5879220476,69.511299632,28.2322
107.581920334,-80.0186,272.711917231,76.6539,398.991116321,0.879624,733.261977751,68,131.785033585,76.7483646381,32.0715,247.587027276,25.1650585853,2.88299483573,42.6543,76.7572,96.658825937,68,76.6694767129,123.833054442,28.865
123.474687338,-81.6263,167.53097151,78.3694,272.289352826,0.920064,323.888389158,69,33.4997531558,78.4574274105,32.326,100.063814401,-5.35936055597,2.89441378369,43.0759,78.4668,94.8811039637,69,78.3842734714,101.585224441,29.0926
323.919570548,-83.2349,469.795351648,79.9296,414.660244461,0.864424,626.051641384,70,61.6819458684,80.0146682192,32.5408,207.736307929,10.1690426175,3.02701589742,43.4721,80.0178,157.414851434,70,79.9442066101,138.417120121,32.4113
63.1147831013,-84.2361,280.291276711,80.9735,353.705501791,0.893868,1121.31911903,71,129.298635196,81.0631241706,32.7765,207.383792891,53.2123800707,2.9487795771,43.8332,81.0691,119.313224546,71,80.994063673,100.634958823,30.3153
77.9836586623,-85.8114,261.74336283,82.5093,493.101305573,0.908635,510.601509598,72,69.2654671344,82.6028496502,33.0255,203.983876418,66.3671430895,2.9818141046,44.1516,82.5999,109.214508665,72,82.5332991406,156.846879788,32.1968
139.041074182,-86.8953,214.682724751,83.5403,326.719933881,0.930205,504.689683891,73,61.7230463045,83.622332579,33.2609,148.882232663,3.09451277892,2.96685382515,44.4704,83.632,106.273799056,73,83.5497938796,113.585821197,31.5327
48.2636815181,-88.59,265.085310721,85.2706,288.423584187,0.893496,568.210942987,74,122.826294768,85.3577487821,33.486,168.146974876,5.07848541148,3.04447993245,44.845,85.3573,98.357498581,74,85.2895736756,100.068719363,33.4
149.066061133,-89.6995,242.692713763,86.5096,328.410963769,0.897269,599.715491829,75,63.3488761921,86.5903878077,33.6451,136.554008873,-0.289879456741,3.05360752654,45.1574,86.5883,102.658485319,75,86.5285341845,117.395826587,34.0531
97.5259116129,-90.7911,265.835648613,87.4452,603.658484174,0.905099,442.866610055,76,60.5180479832,87.536763211,33.8464,287.96887042,41.6078574829,3.00728695806,45.5023,87.5382,115.715592971,76,87.4651544261,188.425072396,31.9659
18.5630329327,-92.1185,258.299893252,88.8962,426.32267164,0.896793,1049.11931526,77,160.950178548,88.9856315997,34.0574,242.591469865,67.2584590712,3.11390218879,45.871,88.9924,107.2669447,77,88.9135600039,134.414704699,34.4896
21.4745842178,-93.3236,278.567073619,90.1033,519.402681403,0.897096,713.893737761,78,121.976011652,90.1844573211,34.2114,157.680980783,34.7446551263,3.05801229014,46.2425,90.1825,112.379212283,78,90.1240700595,165.705364771,33.3982
-76.703437138,-94.8875,186.711886664,91.5444,397.212472001,0.884299,952.95780593,79,164.103269178,91.6252897013,34.3794,127.305520329,16.0951251273,3.02822508096,46.5567,91.6249,69.606125233,79,91.5605919914,133.929171012,32.8764
19.0695233907,-96.111,248.935405233,92.714,403.571268005,0.895806,481.295354035,80,127.246675752,92.7972772654,34.501,107.531427785,-49.8250985878,3.2248833668,46.8488,92.8076,81.003378413,80,92.7330916713,153.713036765,39.3292
-8.22774019974,-97.3906,214.321340652,94.0585,348.18650768,0.879693,682.149852337,81,171.468342653,94.1451854322,34.7184,195.603533899,-22.1772913909,3.16023402703,47.154,94.1444,71.70151046,81,94.0820191842,152.696034081,36.4308
22.3770490309,-98.5005,239.03354572,95.1567,548.546595746,0.884041,679.276327957,82,134.028890879,95.2442257358,34.9024,302.118990605,32.9963293106,3.15125969396,47.4464,95.2492,83.2467668972,82,95.176680485,198.48288468,37.0934
26.504883343,-99.6158,296.208560554,96.3449,332.44847272,0.886769,1020.44024709,83,196.798974844,96.4234024343,35.1424,136.083140102,1.22968748804,3.19578235672,47.7566,96.4375,102.799327075,83,96.363406509,114.544619885,39.4112
81.0763563513,-100.857,284.392328793,97.4805,423.323703488,0.899242,666.430883966,84,89.7307229408,97.5636446296,35.2995,147.149356448,4.40910134982,3.20379486497,48.0594,97.567,129.752642313,84,97.5078416132,122.087937315,37.0601
119.894405942,-101.848,273.07878282,98.5622,360.418099192,0.911096,542.445178046,85,89.0741237719,98.6501363954,35.4508,145.515990908,2.72179495008,3.26799635626,48.346,98.6497,115.675607049,85,98.584969761,120.181996929,38.5569
156.22903224,-103.143,273.696399201,99.7145,399.364960256,0.903543,466.854965775,86,61.8669397721,99.786115769,35.6559,170.282617453,2.85745694376,3.29162436653,48.6769,99.7931,96.4091758366,86,99.7256455602,140.430216019,42.1031
-33.5864046822,-104.416,233.269616354,101.013,338.249809001,0.891465,808.941618945,87,162.146880165,101.095584186,35.8536,161.059499809,1.25180485975,3.2630460551,49.0026,101.106,82.9839343086,87,101.035049997,120.908104606,38.5093
172.454374836,-105.936,265.762865332,102.532,325.495870718,0.906732,571.041376351,88,68.3722181981,102.617761385,36.0918,119.366713499,-0.310262488064,3.32495682521,49.3487,102.615,123.811313126,88,102.556193616,104.9192612,42.142
32.3146182638,-106.844,249.759359144,103.484,334.097652709,0.880227,816.356267377,89,136.868921772,103.569455702,36.2421,111.103883303,-1.23590286486,3.28483441607,49.5975,103.574,101.609421313,89,103.506589101,118.435181406,41.9601
50.5648461038,-108.086,262.92698367,104.736,380.515835976,0.855425,855.186667435,90,161.103362719,104.822932025,36.3826,155.777078892,61.2066070957,3.28885660934,49.9656,104.827,103.149997564,90,104.752555454,107.365956643,39.2452
-84.3576561096,-108.756,317.313378013,105.484,686.335367262,0.849897,888.966130393,91,240.157864891,105.571844475,36.5246,179.677451229,-0.605332038732,3.35185961281,50.2192,105.574,80.0532433198,91,105.50249141,235.114739806,43.7096
-57.1775950879,-109.93,209.821473856,106.506,404.539762511,0.879667,559.672761867,92,162.04624115,106.597725747,36.75,186.984412261,9.60943530338,3.34191835762,50.5283,106.607,86.4955990931,92,106.529304213,130.042717171,42.2855
21.2412310387,-111.111,308.628825541,107.629,325.89246382,0.880562,778.688337585,93,150.148646221,107.716771253,36.9473,132.773615078,33.3463271263,3.32176000694,50.8064,107.729,98.8062369038,93,107.650950082,88.1881317122,38.0482
-66.4008522234,-112.501,267.716882362,109.017,465.610451065,0.853936,997.367667543,94,231.906003904,109.096540882,37.0808,189.466395872,22.2436546051,3.37375496117,51.1027,109.11,75.5066182488,94,109.035106074,162.437820373,40.26
-40.2166351754,-113.68,431.189350039,110.244,373.481415929,0.866559,928.179310051,95,255.772540854,110.327014889,37.2367,101.25945151,-20.0948954283,3.43895142293,51.3805,110.327,72.5548571266,95,110.26657448,137.253913909,45.2715
-20.5478288333,-114.918,189.761590297,111.483,484.264477103,0.885645,858.205560011,96,178.482230486,111.553402918,37.3741,157.963511277,-23.7917963667,3.52470712656,51.6759,111.567,62.7608985004,96,111.502309902,178.922849907,44.5157
-23.8953097694,-116.063,282.742967148,112.508,279.892448154,0.891245,1003.4864039,97,176.384653153,112.580849341,37.5687,86.7085331959,1.43969011246,3.54144853117,51.9072,112.587,90.6357604647,97,112.530882017,95.1081887829,48.0861
114.656651016,-117.136,228.548445434,113.684,172.719185716,0.91039,474.930843432,98,85.6173694696,113.753267679,37.7608,50.7573973802,-2.55708443744,3.69813576957,52.2355,113.769,102.249865649,98,113.703634388,57.6777555197,55.341
-27.2571000236,-118.301,267.618365879,114.924,392.673524851,0.865682,600.976403813,99,159.748875885,115.001113934,37.8979,113.117151631,-53.7065634002,3.5909075131,52.5154,115.002,86.907883693,99,114.948931601,146.28685039,48.2999
-94.254346143,-118.979,217.821953246,115.519,358.848886786,0.856149,470.782176579,100,148.567544774,115.591697874,38.0829,119.299674218,-26.5978916443,3.67355229032,52.7572,115.611,53.9288722524,100,115.538272556,152.461870118,49.6528
-82.5508615275,-120.339,200.65554334,116.91,380.369404802,0.880034,438.678402716,101,132.57143006,116.975432445,38.2444,117.168493133,-4.87657237893,3.62426235346,53.0196,116.987,48.5012318452,101,116.92777816,134.845752657,46.2566
-43.0835376612,-121.163,150.171265629,117.806,491.628183735,0.896303,562.569319744,102,99.2994106994,117.886330558,38.3851,177.700926853,-5.62671417057,3.77736447229,53.3595,117.887,67.1958254798,102,117.834882103,176.297630023,53.0735
-116.200232903,-121.958,195.644957905,118.592,405.40487541,0.880495,596.643551546,103,177.908670398,118.650444332,38.5777,93.2569065121,-56.5835175544,3.69553911222,53.5932,118.683,26.4058823625,103,118.605034644,173.489042707,47.0984
-126.171342027,-122.727,128.392046657,119.091,127.205564935,0.890673,769.114529771,104,248.707122256,119.161282555,38.7296,23.477920131,-33.77638893,3.79024828885,53.9501,119.18,3.9389930846,104,119.108123968,46.4441639514,50.6369
-89.4899931399,-123.884,270.761656372,120.532,372.173087759,0.896548,769.540228613,105,242.261905655,120.593218623,38.9404,158.282468715,24.0807994265,3.80540022377,54.2238,120.602,29.7308848613,105,120.548064207,152.260019769,51.5958
-54.6357576852,-124.541,56.7262633263,121.214,383.612072119,0.902851,462.903074534,106,114.602242355,121.289800691,39.1148,167.869100557,-13.3089381273,3.8414950835,54.5576,121.302,31.448102238,106,121.240041063,178.370352263,51.2448
-19.9361091619,-125.458,330.891545054,121.913,182.377661733,0.904125,748.262869158,107,252.336623956,121.984803172,39.25,42.5765245634,-23.5082365427,3.8713101526,54.8637,121.996,41.0853319161,107,121.939436626,56.7919028121,51.9719
-66.7951482426,-126.171,205.160774375,122.817,434.748487937,0.803035,868.456397132,108,194.625802322,122.886160349,39.4125,132.816604408,-10.1515511921,3.9592734086,55.1624,122.914,61.420048787,108,122.832592702,155.567584341,56.5928
7.60242104714,-127.542,474.013539463,123.964,356.397783616,0.748607,931.862043508,109,428.766147167,124.039233411,39.5593,109.647382082,-33.7168482303,3.96673789493,55.4062,124.057,40.4019839757,109,123.988233344,133.207641826,55.879
875.505887515,-128.554,888.711596506,124.969,178.166069542,0.856008,914.948231914,110,13.3336029224,125.033763984,39.693,80.9691109021,7.0818165495,3.9776680717,55.6436,125.043,44.8251190267,110,124.986960772,60.9787562872,54.6097
-65.8938485938,-129.273,256.591063574,125.718,119.614148672,0.840559,933.600861514,111,278.367922508,125.78626243,39.8962,13.9582569773,-42.589823901,4.1606141043,55.9034,125.804,39.5751054378,111,125.736483476,50.0329872942,61.8211
7.97089276859,-130.51,175.487355194,126.765,37.8976810366,0.869006,399.076862919,112,85.2118599538,126.838138876,40.0099,-17.0013830743,-114.467827582,4.08877140236,56.1186,126.854,71.6335056915,112,126.794360044,69.1028145085,58.8535
-173.89174609,-131.689,143.69912245,127.981,534.403183909,0.866477,405.051191691,113,136.373180417,128.054134889,40.1887,119.489320037,-46.4707131436,4.14734155772,56.3816,128.076,26.65616246,113,128.008301698,197.327943078,61.903
-144.345618447,-132.342,38.9537358833,128.676,396.620227494,0.876897,529.644801625,114,168.689945789,128.748348038,40.3273,123.996936378,2.97021846263,4.14556884756,56.615,128.76,11.7435016671,114,128.701382048,149.502720836,58.1515
-157.365112918,-132.874,120.889297028,129.148,334.92657215,0.893327,329.627098442,115,111.797002445,129.225791231,40.4786,75.6404579626,-31.8873826105,4.24915839962,56.8748,129.245,44.3222378772,115,129.170434603,112.198771199,64.9068
-42.0523789896,-134.311,257.717918336,130.402,322.659568812,0.900479,822.077104496,116,165.573729771,130.47691081,40.6041,75.1895012117,-16.6735970981,4.28480796137,57.1572,130.495,73.1077117976,116,130.428296101,123.87376682,65.7515
-0.421998627976,-135.833,214.738817122,131.977,392.448615407,0.887579,936.785221629,117,166.957015616,132.040923252,40.6999,128.766762865,24.9989556261,4.28674911108,57.3958,132.085,79.8065535574,117,131.996482881,133.345118287,57.6416
-1.28038697284,-136.46,201.889697156,132.598,205.049993835,0.89899,442.281447502,118,72.3407587368,132.674928648,40.8352,83.6742527484,-49.8982791759,4.38207759202,57.631,132.692,88.8240294877,118,132.622873304,89.3305366577,66.647
15.3091166977,-138.25,203.443609932,134.367,264.059389689,0.904029,433.902079489,119,85.5373348499,134.441521198,40.9676,86.4978161196,-52.9205581966,4.26905551124,57.822,134.48,90.1951778578,119,134.393767005,126.561618817,59.139
9.4428084124,-138.726,212.844246508,134.796,308.216614756,0.886472,447.514766792,120,102.390825873,134.865559793,41.0889,180.755029246,56.6659932232,4.47135373181,58.0958,134.882,80.4548399617,120,134.819164666,93.5079228632,73.2115
-52.4341286466,-139.713,287.054917074,135.883,398.985219157,0.856721,574.374389549,121,174.976495514,135.959116807,41.2969,146.326991182,4.38531131469,4.36116408126,58.3624,135.97,76.1192531595,121,135.910862355,115.104694194,65.0942
-57.3882641031,-140.81,176.762551333,136.808,322.366222587,0.865393,525.888874764,122,91.2656628938,136.892860846,41.4447,56.5121183159,0.0716190603041,4.51201239393,58.6023,136.915,68.0988128165,122,136.842416914,101.264803422,72.2012
-89.0217395483,-141.93,270.12101453,137.903,333.463913231,0.864043,587.459770671,123,201.198471647,137.978170072,41.5859,153.535859028,-0.444805329086,4.45548595067,58.8892,138.012,44.5740528494,123,137.928434341,148.222628993,64.5745
-153.484598029,-142.934,107.684216262,139.085,231.144079096,0.852049,382.729944189,124,134.472861955,139.154581679,41.7956,135.860927566,-3.74551631448,4.44654086276,59.1267,139.164,37.2178244986,124,139.109958128,84.2213590662,66.7499
