MinEsReturn,MaxForwardProgress,AverageAction,StdForwardProgress,AverageY,Epoch,StdReturn,AverageReturn,MaxEsReturn,AverageQ,MaxReturn,QFunRegParamNorm,StdEsReturn,AverageAbsQYDiff,AverageEsReturn,AverageQLoss,AveragePolicySurr,AverageDiscountedReturn,AverageAbsY,AverageForwardProgress,MinReturn,AverageAbsQ,PolicyRegParamNorm,MinForwardProgress
-4.8811953827,0.00491516180258,0.976247,0.00395174664896,0.766519542652,33,1.46008621366,-5.22091368661,-1.20768637296,1.77731,-1.63444879232,29.6044,0.676998488507,1.25279200282,-3.13405593844,8.14884,-2.27349,-4.98169077308,0.771571790081,-0.00560019551689,-8.93493457452,1.77816,17.6405,-0.0194415340595
-5.09692495727,0.0070667225739,0.980503,0.0038784418402,1.01318801396,34,1.45296887889,-5.10366504225,-1.01187001746,2.3553,-1.13874841816,30.7663,0.759684821977,1.666976803,-3.04969195663,14.0244,-2.97352,-4.87041841841,1.01814937556,-0.00534979880076,-9.09593913204,2.35896,17.7036,-0.0205333699674
-4.79915775246,0.00678415684269,0.9797,0.00389538193118,1.25077191106,35,1.47145103526,-5.12120814773,-0.849511371468,2.93051,-1.2353909124,31.8713,0.741898595715,2.06669452106,-3.11464316735,21.4989,-3.66219,-4.88711631284,1.25599085175,-0.00540399873227,-9.12482317958,2.93245,17.7565,-0.0202742456293
-6.22128983506,0.00539449568305,0.980934,0.00396592452763,1.5386019742,36,1.49654556953,-5.12023401787,-0.842323508636,3.74086,-1.52278240183,32.9857,0.743149435557,2.67985499323,-3.02345224394,36.2643,-4.6456,-4.88587385461,1.54389936132,-0.00537136654869,-8.61494050774,3.74358,17.821,-0.0180070996142
-5.07074936079,0.00573561840044,0.97826,0.00391027516842,1.90757601002,37,1.42638953239,-5.16008478587,-0.845895134917,4.59109,-1.44030592607,34.161,0.76262515945,3.28391554374,-3.10532810695,54.6845,-5.63932,-4.9219075791,1.91299552292,-0.00527261062947,-8.3311317376,4.59417,17.867,-0.016597745574
-4.90662793384,0.00720230563397,0.996513,0.00398468775718,2.23836631001,38,1.46237070989,-5.23254051726,-0.729333526774,5.81297,-1.11639896403,35.2881,0.693850097142,4.2461731344,-3.14259461707,88.5426,-6.98778,-4.99165750064,2.24418654195,-0.00549665597641,-8.84066269598,5.81797,17.9301,-0.0189321268087
-4.53450250248,0.00625641129352,0.987825,0.00389936437982,2.70338205065,39,1.43812567263,-5.25467272062,-0.841416986813,6.74013,-1.32537845246,36.4952,0.683803061259,4.85521166138,-3.01838158408,115.535,-8.05732,-5.01294451473,2.70954129174,-0.0055793556183,-8.41340038163,6.74483,17.9631,-0.0176389299166
-5.06992059036,0.00530490689967,0.987796,0.00388883603403,3.1174223578,40,1.39989024817,-5.27194230188,-0.481892360865,8.12243,-1.60790497269,37.6647,0.733229212615,5.95195420856,-3.03703902991,173.62,-9.57686,-5.02863398642,3.12370473975,-0.00553848360422,-8.9779334411,8.15382,18.018,-0.0191593238212
-4.70649161393,0.00569693790963,0.985937,0.00391397908855,3.62789337742,41,1.4422744428,-5.1932706101,-0.64171120437,9.26454,-1.45989722846,38.7852,0.719291596526,6.7975855205,-3.02180654601,223.097,-10.8555,-4.95428826575,3.64428498953,-0.00541204334894,-8.28006600761,9.36669,18.0756,-0.0165323627982
-5.39331691661,0.00767637876713,0.980856,0.00397843543723,4.06894086474,42,1.45102934313,-5.17214320709,-1.27857007575,10.5831,-0.961568986512,39.9429,0.694168663924,7.77033876295,-3.04847348552,293.986,-12.3255,-4.93422286259,4.09898710023,-0.00538192527105,-8.74103187984,10.633,18.1189,-0.0189283476583
-5.2451615078,0.00536933238979,0.989703,0.00381507810519,4.61041026864,43,1.41080469953,-5.23268691069,-0.528060553643,12.4685,-1.51341547424,41.1026,0.698414157467,9.26115792971,-3.0388908924,413.564,-14.3974,-4.9915970961,4.62447720474,-0.00547754358653,-8.85888805033,12.5006,18.1602,-0.019338943557
-5.09524833068,0.0078923552331,0.997018,0.0039915311969,5.11229432548,44,1.46196567006,-5.24454085462,-1.18011644194,14.1347,-1.30093458374,42.1716,0.705592549361,10.612396229,-3.09671800568,547.285,-16.221,-5.00364457973,5.13375579423,-0.00557842031864,-8.65213346758,14.2511,18.198,-0.017984767143
-5.19422266614,0.00692083275143,0.992541,0.00386227534873,5.62879104006,45,1.41981191318,-5.23359392178,-1.58876542182,16.1607,-1.20861431971,43.2538,0.687945504557,12.2617628406,-3.06165483076,729.548,-18.3831,-4.99235828474,5.6546933711,-0.00547284564759,-8.8549978227,16.2372,18.2337,-0.0187981435153
-5.16914395664,0.0070931909837,0.989701,0.00391422137607,6.16366127744,46,1.44890301306,-5.28147590727,-1.21640669684,17.8631,-1.09594081876,44.3286,0.723563588905,13.5614748306,-3.08263199039,870.279,-20.1878,-5.03825619086,6.17784009292,-0.00562787014655,-9.35775694901,17.899,18.2768,-0.0211545031406
-4.64907336181,0.0060967251764,0.990314,0.00402471776542,6.841930714,47,1.44904721441,-5.2843348182,-1.1042548155,19.6244,-1.44021455347,45.3474,0.695467785953,14.9416151556,-2.96459930977,1062.68,-22.1786,-5.04084462957,6.8615859705,-0.00562129285938,-9.08711055814,19.7714,18.3071,-0.0203792267197
-4.54976313612,0.00641308610474,0.995446,0.00398556565132,7.32538588725,48,1.41259949822,-5.30066614744,-1.00544100734,21.6248,-1.32230127441,46.5191,0.71871192624,16.6935424123,-3.0400865702,1311.19,-24.2917,-5.05527956619,7.38225012924,-0.00554349229765,-8.95605340686,21.8341,18.3377,-0.0193063677164
-4.54461049647,0.0053378057166,0.952582,0.00370683982381,7.88864382554,49,1.01685592284,-5.37311956814,-1.15186484242,23.4491,-1.38609623368,47.5763,0.656009656242,18.1599364365,-2.96639193556,1544.65,-26.2488,-5.1150911932,7.99218603848,-0.00535257006521,-8.21050058522,23.7103,18.3786,-0.0170769139934
-4.75775743104,0.00925021342335,0.909276,0.00384168180231,8.42946718156,50,0.880824130247,-5.3571281262,-1.24132416541,25.5795,-1.99302197043,48.6352,0.700211429371,20.136239932,-2.81071271294,1879.91,-28.7647,-5.09968175754,8.60819469569,-0.00525300799542,-8.31090039985,26.0484,18.4906,-0.0181938909028
-4.3036162795,0.0061846345772,0.949842,0.00347601021811,9.02074260134,51,0.811334486629,-5.04098429364,-0.648889111478,29.2697,-2.55507036256,49.7849,0.635093156177,23.1316414734,-2.59596959276,2492.92,-33.3118,-4.7977438579,9.37491568454,-0.00413826152089,-7.80886627824,29.5864,18.6183,-0.0159709593497
-4.95487117675,0.0104627390625,0.941598,0.00362197448667,9.9494072684,52,0.83785199952,-5.05206329037,-0.725521366314,32.0312,-1.73886216899,50.8639,0.733600122459,25.4151056076,-2.53615276638,3009.23,-36.6016,-4.80828320438,10.4021074984,-0.00428619661173,-8.03526352561,32.5245,18.7036,-0.0178146682123
-4.76227161298,0.00818259497784,0.953405,0.00371902212431,11.243903306,53,0.863032293105,-5.11519742076,-0.794155740733,35.9131,-2.13932796005,51.922,0.626671726065,28.4400398569,-2.62493202419,3712.79,-41.0039,-4.86851297649,11.593250798,-0.00445081875243,-7.95907136876,36.3735,18.7717,-0.0164795035139
-4.84602307385,0.00816535484264,0.984724,0.00337834376027,12.0260945302,54,0.753089725959,-4.50431911696,-1.08870541927,39.3043,-1.97986279095,52.954,0.662971889769,31.4820435203,-2.49529286593,4493.11,-45.0611,-4.28958941965,12.5988185328,-0.00261593123056,-7.01787493882,39.9371,18.8396,-0.0144587897942
-4.99404492549,0.00820682228725,0.967256,0.00363769313531,12.9316535573,55,0.845897806018,-5.04767584099,-0.596099278295,43.3527,-2.39278804449,53.9935,0.684942332199,34.5462528335,-2.51150314047,5414.56,-49.088,-4.80535030139,13.4636746047,-0.00420263645154,-7.92166051916,43.8587,18.8866,-0.0163246946844
-4.72429574983,0.00793135854764,0.963409,0.00349620278753,13.6609344781,56,0.791933986951,-4.60645913487,-0.79981519314,46.3287,-2.17900989807,54.9583,0.692798299521,37.4743768578,-2.48320257948,6286.37,-52.4582,-4.38617969528,14.200288378,-0.00291850280532,-7.2283193601,47.1627,18.9463,-0.014395830214
-4.90015758397,0.00637803857577,0.968081,0.00337315399269,14.5407443021,57,0.762656166935,-4.56932014012,-0.525449403948,50.7508,-2.48113306478,56.0527,0.607857370015,41.0704002479,-2.43431945667,7588.4,-57.5964,-4.35052691903,15.3323858979,-0.00277388345785,-7.06853923912,51.4868,18.9927,-0.0136832702256
-4.39697019655,0.00934038996351,0.967169,0.00353861660658,16.0570908269,58,0.803498344937,-4.56759152605,-1.09990773586,53.483,-1.84160064092,57.0102,0.639463698592,43.0836947527,-2.4483421773,8348.47,-60.7012,-4.34883201423,16.7530280706,-0.00276752353212,-7.33460800089,54.2329,19.0432,-0.0155254018228
-5.22204601891,0.0097528108637,0.975482,0.0035409314589,16.929910954,59,0.79568849032,-4.53132538474,-1.02111851238,58.196,-1.79023096853,58.0503,0.661950823013,47.0896635554,-2.48167429501,9948.21,-66.3289,-4.31453207732,17.7240473241,-0.00266402240051,-7.94607393633,59.0743,19.091,-0.0173124735914
-4.7529101828,0.00799733814231,0.973808,0.00352274809145,18.1868735716,60,0.795118728363,-4.5403213431,-0.674457349494,62.4267,-2.2426139995,58.9996,0.669585903516,50.1082614235,-2.4045850899,11229.4,-71.0816,-4.32251823049,19.0180626897,-0.00265392370315,-8.42475622899,63.0127,19.1311,-0.0204934842072
-4.41981319451,0.0130133284001,0.978857,0.00331662840727,19.3330794668,61,0.74486715542,-4.46086809518,-0.717496471858,68.0864,-1.07740186186,59.9461,0.646290381689,55.3128156442,-2.39135435723,13376.4,-77.1752,-4.24736184059,20.0896839255,-0.00244034427468,-6.85954187865,69.2153,19.1751,-0.0133360309622
-4.79598462545,0.00815142195535,0.978927,0.00332713058532,20.5766084594,62,0.74322976165,-4.47974003128,-0.79507687378,73.0578,-1.97399678568,60.9167,0.700439040646,58.8843129144,-2.37006051096,15355.2,-82.7191,-4.26529921423,21.2838332462,-0.00250234777324,-6.98436681527,73.7453,19.2131,-0.0137142386745
-4.28230298127,0.00633595198262,0.965767,0.00348397241331,22.0427494329,63,0.794301774665,-4.63711629197,-0.275290136947,78.0329,-2.56137368412,61.8686,0.687147018452,62.9834841923,-2.40501700392,17377.2,-88.5302,-4.41521858192,22.8038955615,-0.00300036458795,-7.33058233525,79.0261,19.2489,-0.0140332306451
-5.5044183194,0.00657700435981,0.98111,0.0033625148829,23.5717054194,64,0.754148288854,-4.4887597056,-0.919437009958,84.6328,-2.39632289147,62.8623,0.650345988925,68.2427409638,-2.4472341925,20441.3,-95.5242,-4.27472919845,24.3826292319,-0.00258128900029,-6.7338644592,85.45,19.3012,-0.0128312550126
-4.84804749949,0.00920961238894,0.983405,0.00335379227979,25.1499435081,65,0.751737819542,-4.44732053079,-0.682350066058,90.0117,-1.72788459493,63.891,0.63054928316,72.9240704522,-2.40257316517,23556.7,-101.577,-4.23475477536,25.9611666812,-0.00243976085859,-6.58849152177,91.1245,19.3522,-0.0126623851764
-4.47813544899,0.00843165886905,0.974685,0.00346116691014,25.8504322364,66,0.78137458005,-4.45690420721,-0.697096693032,94.8422,-2.17745474635,64.8894,0.606923380797,77.4702716708,-2.40282011225,26723.2,-107.159,-4.24398804197,26.8177968049,-0.00250364735352,-7.32182330457,96.1772,19.3985,-0.014715537673
-4.48804513123,0.0071535054856,0.964386,0.00368336249996,26.7162835634,67,0.85004662077,-4.62016459401,-0.315213692055,101.335,-2.29632721633,65.8417,0.684468068387,84.5290351591,-2.39074078033,31297.8,-113.793,-4.40002319971,28.0940786255,-0.00299899111862,-7.74751993897,103.58,19.4402,-0.015788718285
-4.80653030155,0.00811841660102,0.964898,0.00388636161916,27.8502898887,68,0.936455178399,-4.75943297722,-0.692408785229,106.895,-1.97791138167,66.7559,0.754302559489,88.7200893095,-2.60683369454,34710.4,-120.006,-4.53215268591,29.5423740956,-0.00339228253984,-7.97776823565,108.618,19.4594,-0.018251167596
-4.56198715156,0.00755580359529,0.968518,0.00360259962499,28.7990823589,69,0.859030583765,-4.69533575532,-0.953996135223,113.011,-2.22850602019,67.8245,0.72143150172,93.7092686884,-2.58051284131,39015.8,-126.504,-4.47147018309,30.2338790987,-0.00323890337646,-7.53046933391,114.446,19.4953,-0.0166442888609
-4.71645621046,0.00817389014273,0.965448,0.0037895999722,30.6903125957,70,0.89618944686,-4.77580640867,-0.789144025351,120.785,-1.56161775175,68.7633,0.639821103627,101.28023063,-2.57433895591,45219.3,-134.501,-4.54734143825,32.2524564086,-0.00340233068051,-7.75349406656,123.408,19.5196,-0.015663751895
-4.394792817,0.00913342199685,0.964361,0.00370538293315,31.2743708038,71,0.871539763504,-4.63939049029,-0.790932654613,125.279,-1.7391639603,69.6475,0.693862835299,106.20204481,-2.46640754229,48541.5,-138.565,-4.4180888853,33.6996293722,-0.00306471236335,-7.76595537115,128.254,19.5566,-0.0150274565675
-4.77271877353,0.00714228188646,0.971654,0.00364837847536,33.3646086433,72,0.892444999029,-5.1804528394,-0.335800970272,131.403,-2.36451233017,70.5187,0.68766970007,109.179866519,-2.53090358277,52676.7,-145.479,-4.93273178736,35.1863733563,-0.00450187116893,-7.9617478425,133.075,19.5819,-0.0159909936867
-5.05612044492,0.00664700059699,0.975559,0.00370948891368,33.6712709463,73,0.910799288696,-5.22525850982,-0.718282440328,139.573,-2.42626798828,71.4162,0.635094261495,117.365897643,-2.79671193618,59985.2,-155.046,-4.97413389749,35.6539239992,-0.00449873260329,-8.09889301129,141.898,19.6279,-0.0162218337198
-5.09972243462,0.00661431474646,0.976543,0.00368219911287,34.2182263473,74,0.917539049473,-5.18847756296,-0.973440491257,147.012,-1.86684588548,72.4034,0.731541474462,125.536617241,-2.83202563074,68827.8,-164.315,-4.93913162649,36.4629319092,-0.00439969364841,-7.95628708197,150.174,19.6711,-0.0156535083819
-4.74349570176,0.00769086869001,0.976867,0.00381571861291,36.7203125206,75,0.939624924916,-5.3211088503,-0.923558463068,160.085,-2.24286430488,73.3873,0.68081987389,134.338628989,-2.80734613843,78473.6,-178.623,-5.06608423804,38.394062796,-0.00484243017766,-8.4172109749,161.201,19.7051,-0.017518412817
-4.84057397336,0.00802624909561,0.978028,0.00377995743748,38.196059234,76,0.918580176963,-5.1803553099,-0.85293975788,164.806,-2.13213170345,74.3892,0.707221475033,139.328332791,-2.79372722209,84272.2,-184.236,-4.93195719189,39.6131448805,-0.00443792237311,-8.0292052306,166.838,19.7461,-0.0162326767975
-5.51036385547,0.00751038992925,0.977254,0.00390368739759,41.1300256087,77,0.94652756896,-5.09482595194,-0.964005398805,170.202,-2.21403303411,75.3065,0.736610920423,142.731790229,-2.74072881871,87958.8,-191.216,-4.85181168929,42.4252645467,-0.0043510968858,-7.95547228699,171.899,19.7815,-0.0163295705461
-4.48438802216,0.00743324335013,0.981175,0.00377568874509,43.0643965769,78,0.914748294434,-5.14770506867,-0.796189975682,181.179,-2.33449726845,76.2993,0.729628427287,151.822895113,-2.66387239032,98971.5,-202.013,-4.90131090117,44.6951375345,-0.00440471328419,-8.20693959598,183.28,19.8108,-0.0179837687824
-5.02124542686,0.00639279879674,0.985348,0.0038150125704,44.3984431317,79,0.900299828584,-5.39382582019,-0.944855562891,187.791,-2.33906372229,77.2591,0.696545543802,157.894347211,-2.71721866665,106999.0,-209.864,-5.13509930892,46.1400510799,-0.00503658066058,-8.32298087365,190.134,19.8273,-0.0183706277715
-4.73859264831,0.00708229218333,0.97785,0.00370678164536,45.224854224,80,0.887487340991,-5.22522642292,-0.881479832561,194.167,-2.29565519309,78.1938,0.712139433125,164.897061081,-2.7449041948,116161.0,-217.125,-4.9749673781,47.3525932654,-0.00463243368175,-8.41239789818,197.534,19.8614,-0.0181122853199
-4.67926419686,0.00605711512046,0.980037,0.00374802647767,47.5186358255,81,0.898225525872,-5.37734668833,-0.88666500222,202.419,-1.4191992611,79.0958,0.67865590446,171.029941861,-2.80816428875,125385.0,-225.554,-5.11929487377,49.9315189133,-0.0049236091057,-7.7916739136,204.968,19.8891,-0.0154712612971
-4.6803264348,0.00598262227225,0.987013,0.0036626330364,48.965660732,82,0.912803989948,-5.37909220965,-0.574942573897,212.909,-1.65914361413,79.9988,0.728005372766,181.606276453,-2.79379752688,140924.0,-237.37,-5.12114281115,51.6175772579,-0.00496359273984,-8.65455007867,217.037,19.9228,-0.0193086086248
-4.39972731557,0.00565169601895,0.971443,0.0036627220262,50.7939456562,83,0.929369222355,-5.3430119013,-0.871508623783,224.144,-1.28469570421,80.9437,0.672541238928,190.015601016,-2.71466105427,153426.0,-247.623,-5.0871828359,53.5768102774,-0.00496664326976,-8.15605198335,227.233,19.9542,-0.0170015040812
-5.57797705664,0.00665654223264,0.977962,0.00399146626736,53.3952251414,84,0.994426810728,-5.17107171216,-1.21535864417,235.122,-2.18108571076,81.7993,0.703840947977,200.379567398,-2.74650902467,172310.0,-259.053,-4.92367507986,56.2193777157,-0.00446822109926,-8.65902752346,239.113,19.9837,-0.0178826277331
-4.89727987402,0.00782638823278,0.975362,0.00382554980107,54.0459776562,85,0.962552569126,-5.31186068432,-1.17754337718,248.253,-1.06416901839,82.6679,0.667881081702,210.600241318,-2.80537747836,191103.0,-272.829,-5.05703815006,56.390331559,-0.00481245347607,-8.09332664456,250.288,20.0026,-0.0161095461411
-5.25656566657,0.00902684030327,0.965993,0.00390799210926,53.8901617649,86,1.01727801465,-5.20385007418,-0.923477807392,257.965,-1.63641048624,83.5297,0.704936749697,221.21819605,-2.81169317973,209501.0,-281.732,-4.95472611753,55.8415438187,-0.00471070747252,-8.3569237762,260.741,20.0352,-0.0172754886877
-4.44867667043,0.00839599068624,0.978409,0.00399533887835,56.7591148836,87,0.981278316825,-4.95333390585,-0.823052398572,263.764,-2.04012555411,84.4395,0.680774612025,225.9440149,-2.68524994455,222108.0,-290.031,-4.71719251769,59.0740357486,-0.00397098445757,-8.38595509032,267.659,20.0643,-0.0167981730205
-4.49138559192,0.0075952304833,0.97727,0.00387556877669,57.33462508,88,0.948678844794,-4.91135021384,-0.536513599429,273.188,-2.19958932986,85.2924,0.676590734494,233.977670048,-2.49989432464,234927.0,-300.573,-4.67644224439,59.6669264885,-0.00383372336261,-7.97492702855,275.509,20.0964,-0.0162876122274
-4.79646889943,0.00894838154732,0.979069,0.00400830566298,58.9431904607,89,1.02225269793,-5.10066211527,-0.839500301071,275.397,-2.02237893042,86.2081,0.699114881325,238.479472565,-2.54222626744,243200.0,-302.296,-4.85683638159,61.8070285705,-0.00428831923204,-8.26345945396,281.207,20.122,-0.0177960047603
-5.39007253947,0.00840913417521,0.993733,0.00361377019555,57.6630691163,90,0.836930144334,-4.58637709519,-0.728755724536,286.584,-2.05622340254,87.0806,0.76761690705,249.319265862,-2.59275007117,266411.0,-314.387,-4.3678461887,61.1996752406,-0.00284438220538,-8.1871875233,291.695,20.1543,-0.0182702558976
-4.3425186171,0.00754823547374,0.983024,0.00386265925326,60.955278888,91,0.970580681947,-4.94541484974,-0.409631304887,295.358,-2.04889950376,87.9204,0.666688888959,254.974311478,-2.56505749676,279292.0,-325.453,-4.70923131779,64.6713794749,-0.00385379427782,-8.54550175571,299.761,20.1692,-0.0178479413538
-5.15709549289,0.00803016166304,0.989244,0.00365216173467,64.8445814556,92,0.868277257856,-4.67845952603,-0.719182232082,314.307,-2.20259385641,88.8188,0.669010486021,268.366237812,-2.48451539276,303203.0,-347.274,-4.45498069446,67.1246602941,-0.00308951845477,-8.17544647858,316.514,20.1914,-0.0170200686764
