AverageEsReturn,StdEsReturn,StdReturn,AverageReturn,MaxEsReturn,MinReturn,AverageQLoss,Epoch,AverageQ,Iteration,MinEsReturn,AverageY,PolicyRegParamNorm,AverageAbsQYDiff,AverageAction,AverageAbsQ,MaxReturn,QFunRegParamNorm,AveragePolicySurr,AverageAbsY,AverageDiscountedReturn
-9.41318866589,2.11291979567,0.153963945079,-10.6642074049,2.88502746595,-11.1625093059,0.00261956,19,0.383894,19,-12.1551880492,0.38379676964,13.8317,0.0360306298386,1.0,0.40361,-10.2023857744,12.9813,-0.377529,0.401036849606,-10.0019360942
-9.20531726407,1.93272292773,0.15392981848,-10.6687073313,-1.68828532489,-11.1146557776,0.00159892,20,0.256699,20,-13.1262697893,0.25653238684,13.8347,0.0283653175772,1.0,0.278628,-10.1895344755,13.0575,-0.23778,0.27624795483,-10.0065016356
-9.31484166315,1.76146089341,0.157604966394,-10.659018141,-0.00221144940445,-11.1168160953,0.00101037,21,0.145436,21,-12.5819900324,0.145261098624,13.8296,0.0212495496208,1.0,0.169631,-10.2017541284,13.1207,-0.119106,0.168285176902,-9.99732642372
-9.44368867615,1.44285987974,0.15329136949,-10.6668886424,-4.91513998918,-11.1396673605,0.000540925,22,0.0652013,22,-12.4617951357,0.0649616276831,13.7984,0.0162953703309,0.999993,0.0947388,-10.2096869436,13.1872,-0.0351904,0.0937435973434,-10.0047095778
30.8510451566,114.614868885,32.5863909265,84.6595086023,406.547593043,49.150916645,0.000830934,23,0.0325978,23,-10.5143412293,0.0326412476098,14.2397,0.0176065817469,0.999988,0.0639714,211.570419542,13.2947,-0.0907969,0.063485441949,59.3199998408
143.502314689,122.467262646,50.6579544507,91.4305464308,383.535572833,51.2245600111,0.000926776,24,0.15135,24,45.1591451671,0.151492498115,14.2519,0.0212145280728,0.999997,0.162211,410.999088317,13.4378,-0.267232,0.162385255668,61.0928143979
213.14412477,118.110066376,75.108520848,97.3440937344,375.525780447,55.0182025731,0.000852048,25,0.228267,25,74.2187611019,0.22845695434,14.2658,0.0203149787129,0.999999,0.233325,508.464680936,13.6026,-0.347758,0.232959272621,61.0971558249
208.647996478,119.161864262,26.4252049469,86.9322454361,383.593687714,54.2885556202,0.000957943,26,0.301881,26,28.5059043071,0.30199911614,14.2747,0.0216911846513,1.0,0.3053,164.43849068,13.8013,-0.40741,0.304760572877,60.6587577248
111.603552053,58.4838298164,25.6111848979,79.4167259397,211.943534213,49.4434024907,0.000982593,27,0.350292,27,29.5164377186,0.350455188492,14.2807,0.0212732693629,1.0,0.353525,180.251449496,14.0221,-0.440884,0.353236452063,57.8023753899
104.909698386,24.3564163652,25.695993993,83.358638223,142.89818942,47.0733437505,0.000925566,28,0.378247,28,75.0347191293,0.378379669553,14.2843,0.0198581490645,1.0,0.381173,185.482365251,14.2656,-0.447208,0.380739723504,59.3247056179
63.0775344497,61.2067420714,2.07064174874,-14.5030468835,170.873412699,-17.714991158,0.000786947,29,0.392998,29,-14.4219572062,0.393104253361,15.5683,0.0181137631185,0.996443,0.395653,-7.05991459725,14.4962,-0.453379,0.395211986731,-10.4750527687
6.48752983138,32.1498726961,41.392086131,215.603647919,137.229335927,135.412229426,0.000887218,30,0.40019,30,-17.0596107347,0.400294662572,16.4403,0.0186581621057,0.962645,0.402736,360.118569741,14.7552,-0.457864,0.402234799243,102.727794905
18.1987817062,50.3644218183,2.91169991736,10.9431931357,273.080703974,7.56925638216,0.000960335,31,0.408944,31,-4.37848098217,0.40904102061,17.5158,0.0188204278203,0.991827,0.411601,23.3757591509,14.9956,-0.505488,0.411070319089,9.74923024955
23.2412075432,22.370928738,13.5069356961,33.7429770374,92.2810472665,15.2014141147,0.00177933,32,0.447551,32,2.03502055785,0.447795267599,18.2144,0.0268450046765,0.98093,0.449612,109.947511436,15.3729,-0.516512,0.44934325739,26.252265689
43.3020993119,95.9874079333,43.2068791733,70.3356198397,268.03142195,-214.614813562,0.0010154,33,0.459218,33,-83.3369975592,0.459263084369,19.1263,0.0199114943104,0.978643,0.461348,112.124633917,15.5509,-0.51269,0.460782362883,44.2327818181
-68.5351059825,58.0262211604,1.31461570292,-29.7554447701,-10.5450396998,-34.2331430012,0.000972086,34,0.453089,34,-164.413743175,0.453150026094,19.6377,0.0183792642606,0.880444,0.455315,-27.2024647915,15.7403,-0.509706,0.454710240182,-9.11559536784
-13.9254546056,59.8187925794,1.42473722667,-30.1338864548,145.273018131,-33.3079815703,0.000842981,35,0.462442,35,-72.964027961,0.462545158964,20.0607,0.0172944605243,0.919649,0.464085,-26.8005408881,15.9552,-0.525404,0.46368824424,-13.895269916
17.2218420772,70.4174181697,28.6105382611,77.5813383685,140.144209214,-43.6873738386,0.000947539,36,0.473686,36,-51.8354228319,0.473759849777,20.4208,0.0172703424368,0.937846,0.475072,199.436344858,16.2529,-0.536939,0.474554610139,45.5286077163
-27.1610196834,73.4255590034,86.9966995058,-19.865149614,115.204677148,-307.638937104,0.0010887,37,0.484244,37,-128.837392229,0.484344486326,20.949,0.0183722989069,0.931054,0.485514,216.766158966,16.5685,-0.544845,0.485064694107,-0.133634047814
23.9928205614,79.8187111375,8.45357909934,-16.4302176466,212.023069034,-33.9120063581,0.00131174,38,0.492073,38,-34.1383458515,0.492213133344,21.5273,0.0193755852322,0.926756,0.493448,-3.52608292723,16.9011,-0.553385,0.492806166642,-7.86141074413
-17.7086575193,15.1214880228,3.97017737718,-10.8497137686,6.01760506142,-45.8548349457,0.00126549,39,0.501198,39,-43.6382213192,0.501311034122,21.9445,0.0193362246268,0.912324,0.502518,-3.46044593915,17.2054,-0.562758,0.501879488168,-8.92342637015
-13.7467249445,9.09751729816,230.660488448,76.7127044414,-1.28150810034,-33.3460513639,0.00113894,40,0.510611,40,-33.3962192112,0.510695156961,22.2521,0.0187205608274,0.886913,0.511839,962.722668752,17.4865,-0.565365,0.511148076891,9.0132444169
39.4833574772,130.145936617,52.9704443033,16.5294571004,382.31034046,-49.1568657535,0.00129041,41,0.51574,41,-32.7261160479,0.515834550259,22.4012,0.0196568532568,0.940477,0.517014,243.988585884,17.7978,-0.567515,0.51617871932,21.1318232983
4.16925470222,39.9755281302,8.79341871831,-43.8534991927,107.08442219,-81.1255520921,0.00129242,42,0.519488,42,-35.4810939433,0.519587242411,22.6877,0.0197150232287,0.93665,0.520585,-26.9517003912,18.1033,-0.569536,0.519833677904,-17.0681007649
13.013132514,48.9983665409,96.9395768519,20.1196285222,117.493463963,-46.0199385984,0.00154803,43,0.525319,43,-33.0970653722,0.52546039111,23.0779,0.0209372721141,0.94704,0.526557,470.727596758,18.3869,-0.57583,0.525733312666,21.6474577506
104.145281085,153.453144878,77.4892537468,-23.6228148381,423.026499955,-163.602156261,0.00143023,44,0.527805,44,-26.1262608119,0.527850978049,23.3833,0.0199321497666,0.946105,0.529272,208.561911437,18.6542,-0.576385,0.528205972363,7.78979109616
113.150471646,133.118436469,2.02756430107,1000.39446626,308.352938668,997.177984863,0.00143656,45,0.536215,45,-18.1246073738,0.536319494449,23.7288,0.0201659326199,0.856461,0.537584,1004.98142594,18.8919,-0.581559,0.536761432111,108.031867243
246.468226863,163.299263057,308.104159478,339.15275529,456.667277441,39.8042802172,0.00146666,46,0.544104,46,58.5300431808,0.544164459511,23.9622,0.0201600700448,0.921344,0.545328,1041.16647084,19.1718,-0.59149,0.544462084087,86.7277115873
264.917327598,131.336240647,305.182433425,578.106114241,439.205798432,289.921223729,0.00170807,47,0.547977,47,122.172203145,0.548083796968,24.2042,0.0209627309454,0.830727,0.549399,1144.95734745,19.4499,-0.595199,0.54852853717,135.373931228
527.558627061,398.798294513,321.485906403,114.2992193,1090.56229613,-97.7970137599,0.00163566,48,0.559998,48,217.242368746,0.560138519968,24.4911,0.0209545576423,0.930126,0.561465,1344.07647474,19.7315,-0.611144,0.560719267079,18.8468644095
149.254623908,141.720313786,310.252883168,220.001959364,380.103863937,-86.8121656445,0.00185582,49,0.570477,49,-30.4434142479,0.570636882879,24.6134,0.0223283762359,0.930996,0.571745,1183.00687755,19.9933,-0.622356,0.570976203494,30.8986591393
82.6761933612,114.640092437,134.384936058,86.2777134516,338.154972459,-26.0177759514,0.00184815,50,0.58372,50,-19.5579007458,0.583799198113,24.7687,0.0223770499728,0.950577,0.585014,931.105669493,20.2433,-0.637447,0.584114012479,37.5553592019
53.7398439289,47.1674459847,12.3784458401,55.8678409327,185.904598614,35.499533672,0.00232804,51,0.598318,51,6.60532437019,0.598493973889,25.0639,0.0236496728361,0.897541,0.599554,94.4213161545,20.5163,-0.649929,0.598751744249,40.9025916698
114.373160216,106.580017653,221.457696126,219.383108932,302.998694979,-9.78962171396,0.0020149,52,0.61242,52,7.12628605539,0.612523757563,25.2999,0.0230614426046,0.944933,0.613744,909.167658766,20.7349,-0.66491,0.612740762049,54.2200595188
148.938886718,174.384365662,21.4801797559,58.9203400137,422.390111617,31.3713404197,0.00237937,53,0.623916,53,-49.2078850849,0.623996925428,25.4882,0.0242944869269,0.906021,0.625286,127.765951826,20.9951,-0.674394,0.624331684139,38.8885076982
42.153987476,66.2274704685,5.11520481595,21.6144660213,292.367523199,9.63108115889,0.00248965,54,0.630249,54,-0.706384146418,0.630377804767,25.6569,0.0239198362801,0.923077,0.631675,44.2706075785,21.1913,-0.67821,0.630839885484,17.9242563939
30.2504118055,37.5744183431,49.2694152592,47.5718842635,95.8486419966,11.0123213467,0.00226124,55,0.637093,55,-8.04068977446,0.637201691503,25.8914,0.023490155131,0.90793,0.638759,284.256571709,21.3727,-0.681467,0.63787524925,22.772060389
66.780510218,65.2394425966,21.3652075568,47.5131868153,163.182959881,36.0414809405,0.00222557,56,0.641534,56,-18.316343222,0.641619675584,26.1219,0.0227677655121,0.915708,0.643335,186.01484837,21.5556,-0.687104,0.642509003872,27.2430629956
32.0113433439,42.8030440954,131.23812795,292.189212728,106.582275758,28.1692409973,0.00256613,57,0.645297,57,-17.4006399393,0.645311522896,26.3129,0.023180741252,0.875947,0.647004,386.711383491,21.7466,-0.687884,0.646119242433,39.173571224
23.9309533715,37.281164787,3.69716831537,882.360810234,82.5804479953,877.769184056,0.00198908,58,0.647147,58,-51.4263107404,0.647165028191,26.5434,0.0220346548842,0.8641,0.649109,890.820849352,21.9396,-0.689675,0.648130373159,55.3790855771
41.9153673472,50.4456195787,11.7586650311,48.1513798473,182.857231131,15.3666092374,0.00214051,59,0.647219,59,-20.7836381964,0.647284823988,26.8224,0.0226150771633,0.937369,0.649776,102.959074939,22.1187,-0.689533,0.648871721053,28.4708771018
17.9075893168,19.5714035214,306.048755034,203.991013159,45.0807320464,2.04658114734,0.00214613,60,0.651144,60,-33.3601379667,0.65119210931,27.0587,0.0223470485009,0.833389,0.65334,950.760939704,22.3295,-0.692553,0.652493572849,51.4321071073
20.1062406365,24.1755679889,27.0418318024,-6.18026707394,68.4086182999,-60.363928976,0.00217664,61,0.648345,61,-35.4934581831,0.64836445087,27.2746,0.0225349860164,0.819061,0.650263,149.926923232,22.5247,-0.688472,0.649408851627,2.81308908118
35.1838805061,56.0741876487,76.9786614812,87.737417624,183.073698537,10.3576909796,0.00215053,62,0.649732,62,-24.4943048784,0.6497411613,27.4821,0.0224107350055,0.834889,0.651695,333.355661,22.7154,-0.689698,0.650743030124,47.6756561663
70.7083251796,83.2268788384,18.2389101104,-43.2197247201,277.557886082,-82.7017949678,0.00218057,63,0.64451,63,-30.7209536767,0.644596949931,27.7001,0.0220644932699,0.828226,0.646515,9.63829847236,22.8813,-0.682271,0.645723803168,-13.9630908405
4.84692002381,73.7148573432,13.8443635632,-48.3405916618,221.128293948,-92.4213588482,0.00228603,64,0.642113,64,-71.4058009131,0.642112927804,27.9727,0.0221451780318,0.852355,0.644097,-26.8942052363,23.095,-0.679345,0.64319687037,-19.9234132244
-31.3411501919,29.3281335935,12.269901157,-59.9055522521,6.50020257036,-81.7027333264,0.0019089,65,0.639625,65,-83.2051141801,0.63967461994,28.162,0.0207052188993,0.933747,0.64123,-26.4919739601,23.2907,-0.678333,0.640471443385,-24.4492616855
-16.4057268589,14.4927759932,7.09608074905,-11.5359496953,-3.50360397598,-43.7471823937,0.00191713,66,0.637566,66,-55.5794398722,0.637592768924,28.3405,0.0204488015477,0.917913,0.639282,-2.71504472247,23.4386,-0.677374,0.638324101702,-6.623866386
-14.6590785067,16.3273502695,12.9307040205,-14.1388983597,-0.92883190587,-55.6816878607,0.00205293,67,0.637511,67,-55.9557984229,0.637551082626,28.5624,0.0211470124223,0.922572,0.639277,-1.1720142107,23.6116,-0.675718,0.638393446618,-7.31802908971
-26.7679955417,13.1728113388,11.7636864454,-48.012050747,-4.9229597951,-81.2106154161,0.00194844,68,0.637838,68,-50.3480192707,0.637861331988,28.7046,0.0208341877025,0.884661,0.639551,-21.4497711043,23.8046,-0.674751,0.63867535273,-17.5831248665
-26.9788389447,20.7633968432,16.0852263453,-47.2831440813,1.85760024842,-100.642314752,0.00181844,69,0.636711,69,-58.4458861026,0.636662337104,29.0165,0.0203354655255,0.899378,0.638242,-13.2636767528,23.9819,-0.673099,0.63733864446,-16.4173773081
4.53200611831,82.1255314965,206.991138989,157.992499775,211.566320939,-38.8485343202,0.00198535,70,0.634614,70,-60.4378810223,0.634701185488,29.2681,0.021106972419,0.908703,0.6363,1000.97482812,24.1165,-0.669598,0.635542135987,59.9600083543
32.211252266,81.2078639277,17.4846356292,0.159375123559,296.297472272,-20.0090307559,0.00161708,71,0.632212,71,-32.7887795076,0.632215695608,29.458,0.0197338274595,0.959547,0.634129,108.865100803,24.3123,-0.665317,0.63325867645,6.02882635257
124.939829279,132.108693409,182.231045765,201.10177344,380.120855748,-108.329641965,0.00200423,72,0.627939,72,-6.84720259363,0.627962663172,29.6739,0.0209340187641,0.897231,0.62994,758.501391374,24.5134,-0.660741,0.629035589185,61.5271234188
92.5662768304,105.506604215,347.460140185,304.475551671,333.500088646,18.1713515035,0.00186489,73,0.627206,73,-15.4308062082,0.627175652395,29.8499,0.0202171451984,0.85696,0.629119,1022.56710413,24.6865,-0.661067,0.628211599566,61.2908807254
82.6120852847,79.9312016737,43.0749305523,87.7703397091,250.045663125,-33.7451352343,0.00192099,74,0.626036,74,-2.2298130499,0.626059472299,29.9994,0.0204885159468,0.8265,0.628045,166.878946909,24.8652,-0.660326,0.627210754655,49.7132213152
78.288606476,68.6031970306,69.228213882,120.535550199,225.880089987,78.3535264203,0.00206284,75,0.629648,75,-18.7086055643,0.629638660487,30.1494,0.0210409879785,0.910882,0.631677,604.806294446,25.0634,-0.664506,0.630819063329,67.2102726662
55.7694134823,51.5259946702,48.2999462735,128.648786309,154.421626766,80.1424173587,0.00199683,76,0.627698,76,-16.2560032975,0.627665845489,30.3224,0.0214211045356,0.890106,0.630002,325.334663652,25.2541,-0.662969,0.629032667638,73.5579394642
110.681978918,64.3901299444,35.060549936,131.006695738,240.995880689,93.6245552473,0.00195015,77,0.630298,77,12.3004533509,0.630245551254,30.543,0.0212598421923,0.897454,0.632439,217.06036999,25.4026,-0.666639,0.631546100383,76.8869791709
65.0952782472,86.4178114133,139.258481437,180.199946799,314.618621725,48.4129423166,0.00191861,78,0.632278,78,0.849614148963,0.632295931846,30.7784,0.0216525670527,0.905172,0.633899,699.589935695,25.5675,-0.670447,0.63298193232,70.5692486356
113.593990375,95.8938419207,6.49095588261,61.5796734466,274.672219693,47.299093458,0.00187448,79,0.635821,79,-2.27041508356,0.635786008385,30.9752,0.0219618311927,0.913102,0.637095,84.9083197986,25.7203,-0.673856,0.636335248672,46.1969161139
45.6126987461,23.7979447852,35.5265231921,57.3414811126,83.4867265512,-35.0471818321,0.00194705,80,0.635341,80,6.76166702584,0.635337992878,31.1159,0.0219800810929,0.932841,0.636606,235.738230381,25.8759,-0.670606,0.635851004083,39.2744531237
77.9473421916,59.0090690415,12.7436646667,49.1019013505,169.168098633,27.2502330074,0.00212348,81,0.638952,81,-6.76432839958,0.638961536742,31.3045,0.0227434757443,0.867333,0.640272,120.292844861,26.0699,-0.672496,0.639415792837,37.6602425103
80.1148319291,55.7799381151,92.1793737659,218.858254582,180.125298904,119.930221433,0.00199304,82,0.634841,82,19.7944048388,0.634827172021,31.4787,0.021832367549,0.920168,0.636119,839.984604954,26.217,-0.667443,0.635279413374,100.912390025
220.432327468,119.226666735,302.12147747,687.99236952,355.749280467,218.669156552,0.00200449,83,0.634897,83,7.08978901241,0.634917301912,31.6565,0.0224371272276,0.876562,0.636219,1096.13504505,26.4175,-0.666212,0.635435253846,96.1686802064
561.543173557,88.0706780218,5.8207013301,868.911580729,649.613851579,860.574848545,0.00182094,84,0.629513,84,473.472495535,0.62955336196,31.7854,0.022010247381,0.887686,0.631025,879.186805441,26.6157,-0.660017,0.630204928583,74.190834025
123.334081235,99.8811085638,463.32818989,557.939441309,244.678003147,28.641678614,0.0017734,85,0.628913,85,0.848457588581,0.62894052729,31.9847,0.0211285900762,0.885284,0.630328,1060.64558108,26.7447,-0.658813,0.629565782727,58.1501607243
94.9367856691,193.992036421,7.59043351283,-24.6845980809,437.574343736,-52.8134343378,0.0018862,86,0.628799,86,-54.5477475967,0.62879855478,32.1758,0.021314903249,0.893673,0.63008,-4.20248788121,26.9263,-0.658967,0.629345454274,-10.099860318
-15.8784800947,33.2770565729,211.143510682,44.9321735361,58.2515564784,-35.3317054739,0.0017019,87,0.624847,87,-72.7004641163,0.62485983867,32.3794,0.0208660381816,0.931217,0.626266,968.439256945,27.0363,-0.654611,0.625417804812,2.04885709055
39.4506335679,52.0785624895,180.940829492,200.396557122,130.822711745,-24.6624287772,0.00196007,88,0.621999,88,-15.0361160728,0.622023688864,32.6246,0.0215575596169,0.932632,0.623505,588.461661662,27.1843,-0.651826,0.622716776887,51.2164187718
71.3810056751,119.41744473,84.0241229326,23.3547605022,355.450953277,-50.8207651318,0.00179955,89,0.618515,89,-15.2063433301,0.618522018322,32.753,0.0211282927154,0.922214,0.620464,477.968278724,27.3433,-0.645448,0.619673063571,10.6068955922
23.3505577079,41.6368690652,246.840435195,768.430198505,74.5545942046,-0.886706623488,0.00194717,90,0.614004,90,-47.7880051978,0.614032930763,32.8796,0.021467587743,0.908829,0.61602,927.993339357,27.5033,-0.64274,0.61525123947,43.6644491929
29.7524516885,28.1582151601,336.234589798,535.192187906,78.0195648765,-3.88837139312,0.00180936,91,0.607861,91,8.93993987633,0.607856946583,33.1014,0.0204869154193,0.896589,0.609899,896.00392644,27.6487,-0.634893,0.609184035145,32.1728745722
121.328728096,146.346725892,128.227464514,400.91211803,238.333765898,191.934624576,0.00185088,92,0.607659,92,-85.0196974639,0.607638164438,33.3297,0.0210693355012,0.926777,0.609857,656.141525521,27.8086,-0.634962,0.609056921717,31.8960888686
159.138888951,122.024923479,79.3972656545,884.691237135,339.417825453,759.17196453,0.00155347,93,0.605969,93,28.3912408646,0.605947442248,33.4819,0.0197462657795,0.944264,0.608017,1031.99550339,27.9415,-0.632922,0.607345793672,62.6454671268
186.442682892,151.925939769,210.864780359,593.091899341,380.828309669,86.6048360899,0.00173881,94,0.605298,94,9.98507379415,0.605294588859,33.6127,0.0206538430596,0.966085,0.607277,942.57025706,28.0625,-0.631804,0.606532709151,55.7714022332
205.752595984,0.0,159.423197492,364.470228262,205.752595984,151.596353948,0.00180425,95,0.603543,95,205.752595984,0.603577820844,33.7731,0.0200515534169,0.94365,0.604963,634.45003016,28.2078,-0.630307,0.604588340998,70.1863810597
323.124600383,206.821336045,115.509272473,303.125051891,607.191185799,33.2850538227,0.00153893,96,0.602809,96,120.74042655,0.602790021676,33.9192,0.0197468732848,0.948965,0.604273,557.998205659,28.3508,-0.628752,0.603697906029,46.4242181742
325.171495267,0.0,37.2795666575,799.137459841,325.171495267,721.862302578,0.00167991,97,0.600142,97,325.171495267,0.600140669516,34.0609,0.0194030251131,0.941174,0.601405,826.991479565,28.4825,-0.626003,0.600809650271,46.632155184
208.894490631,263.185070814,53.1101284363,203.930363406,754.224472869,86.5691451874,0.00181831,98,0.594215,98,-0.535828094013,0.594211536674,34.1708,0.0197138647347,0.952443,0.5955,334.990986964,28.6057,-0.61907,0.594810726841,61.6235103569
152.940429126,85.1430162953,92.7358252132,184.978707756,268.568766451,12.0825181356,0.00156895,99,0.594929,99,46.1609628158,0.594954094907,34.2974,0.0188918740483,0.938431,0.596194,415.179742017,28.7572,-0.619214,0.595588287102,51.9781784478
129.441049169,63.4138664468,83.193294493,48.7968888138,219.047207708,-42.1964143065,0.00150313,100,0.592534,100,46.5876844939,0.592502321903,34.5052,0.0186573150448,0.921957,0.59378,265.060867944,28.8554,-0.617343,0.593064968028,33.9515070444
86.9719021119,89.5853286401,13.1230299028,36.0966094485,208.427302616,8.9543009795,0.00157197,101,0.593406,101,-13.253081178,0.593442482175,34.6233,0.0192449646877,0.932605,0.594599,77.9125514117,29.0011,-0.616558,0.59397036211,31.3085910244
86.6572350463,65.8754667122,55.2686776679,798.763717419,169.809876263,730.665853914,0.00163062,102,0.591808,102,14.3862530918,0.591808895913,34.7779,0.0191108598682,0.946386,0.593049,881.04979796,29.1237,-0.614111,0.592365165357,55.1949875478
63.4301691725,112.16331793,102.164989841,175.818332099,315.556757267,61.4864699558,0.00141703,103,0.586558,103,-43.0477871469,0.586540576337,34.9269,0.0183944651314,0.929819,0.587596,405.599404926,29.2414,-0.610183,0.586988057639,64.2043704533
79.1116436488,73.2467290764,99.7351255278,175.517742097,202.29094039,34.2501358085,0.00148242,104,0.583886,104,7.14935839252,0.583867668378,35.1069,0.0180443906771,0.950322,0.584745,438.806889908,29.3558,-0.607439,0.584164282499,78.3767552844
114.038719681,168.57232608,113.84170507,36.4130375081,484.265222653,-37.8378077992,0.00138611,105,0.581764,105,-4.51464610865,0.581766434825,35.3182,0.0177721101543,0.955629,0.582714,928.803215897,29.4461,-0.604289,0.582117717649,21.1309540666
105.932614802,123.6030318,24.5627588873,888.847580783,316.143009966,858.845646028,0.00134356,106,0.582566,106,-0.649490732273,0.58253829392,35.5581,0.0173107832739,0.871492,0.583522,940.821932064,29.5557,-0.605036,0.582835589563,55.7065018577
305.125477307,365.074991542,145.543441055,283.45444802,820.46138408,88.2357354258,0.0013452,107,0.575316,107,20.230670145,0.575349737953,35.7574,0.0178206615236,0.948971,0.576354,1071.52863242,29.6884,-0.596727,0.575735466607,115.334785252
65.8320525252,53.7408708367,295.340304232,245.880497826,174.307302799,-9.71799211365,0.00147242,108,0.572685,108,-6.16769541631,0.572590203159,35.8743,0.0178515791236,0.954194,0.573772,1084.87228733,29.8397,-0.592456,0.572954124671,61.9389476889
103.659850791,79.5395883121,135.728422161,198.220904847,279.711185647,28.0101789912,0.00133676,109,0.569937,109,19.1369557431,0.569929729825,36.0363,0.0173814163353,0.961326,0.570937,729.291713548,29.9722,-0.59235,0.57031614799,79.4763613318
203.872883355,126.193821917,79.3770997233,103.668459694,341.949899173,-5.56298627708,0.0012009,110,0.567701,110,13.4290874295,0.567722111479,36.182,0.0169194057107,0.958441,0.568624,289.329203293,30.0664,-0.588408,0.568071817243,63.6852598747
46.4508220209,47.8661489989,77.2350399382,152.888115712,136.368327842,-10.3182043331,0.00139605,111,0.567431,111,-3.81106063941,0.567399677803,36.4016,0.0175537149682,0.956779,0.568545,366.587646088,30.1856,-0.588528,0.567835483652,84.363830668
70.2395507899,93.2765291575,251.189918082,326.737370594,309.180607352,3.96272875102,0.00156462,112,0.564204,112,4.39049560996,0.564219706782,36.6362,0.0183547167336,0.92568,0.56525,820.232507917,30.33,-0.586948,0.564708149184,74.9575773187
34.1079777125,23.2051698144,256.075854361,154.987844449,86.8001489202,-3.34334410028,0.00124167,113,0.564335,113,5.80089214597,0.564284690939,36.7557,0.0173861407262,0.905316,0.565066,1010.98974629,30.3994,-0.586965,0.564599928986,40.2071119801
88.2591150857,96.4112690056,65.1435697297,25.2378463997,294.296228106,-10.5545846408,0.0013114,114,0.564129,114,5.52338902782,0.564140686248,36.8891,0.0176680211876,0.928426,0.564946,287.683485371,30.5175,-0.586255,0.564397684987,11.0727291165
107.199343006,75.5280297121,195.14540161,144.897804791,240.12370138,2.60154855878,0.00145418,115,0.563708,115,-0.183346894321,0.563643030638,36.9865,0.0182446549574,0.914463,0.564661,816.818097036,30.6096,-0.583813,0.564016743913,52.9921118984
117.08603629,105.159803074,210.705026769,296.622543011,275.860931635,19.2322328556,0.00144522,116,0.561357,116,-27.933977505,0.561385508789,37.0693,0.0183133901524,0.93054,0.56223,1009.14737819,30.7323,-0.584025,0.561725964582,95.1325750186
115.711221009,73.0197391224,426.665877886,419.206803471,256.246228194,-22.876610871,0.00126778,117,0.560345,117,64.1375455837,0.560321389626,37.2817,0.0181038002951,0.826469,0.561224,898.668589108,30.8356,-0.582124,0.560692326745,22.2284908589
