AverageReturn,MinForwardProgress,MaxEsReturn,MinEsReturn,AveragePolicySurr,AverageAbsQYDiff,StdReturn,PolicyRegParamNorm,AverageY,StdEsReturn,Epoch,AverageAbsQ,QFunRegParamNorm,StdForwardProgress,AverageQLoss,AverageForwardProgress,AverageAction,AverageQ,MinReturn,AverageEsReturn,AverageAbsY,MaxReturn,AverageDiscountedReturn,MaxForwardProgress
57.7576893102,-0.0218565903175,71.6296124706,14.6498417721,-0.244468,0.0158259860579,9.95012388391,17.0212,0.231847253297,16.1459812466,25,0.232098,22.3738,0.101793416684,0.00092829,0.3707025015,0.691394,0.231818,10.3771859002,52.4183007272,0.23186886095,72.0004975162,46.7697814534,0.497750767367
50.8317658309,0.0614090091921,71.7225587085,9.83723304173,-0.247259,0.0156027740849,15.2086101029,17.1761,0.234656597915,13.0542218018,26,0.234956,22.8654,0.136077221231,0.000912019,0.316953593892,0.780723,0.234628,23.9637144079,57.8940406392,0.23468043931,74.4326887343,41.8603370397,0.546897860354
44.7988625961,-0.0131205363636,71.3076351084,27.4305095824,-0.251513,0.0152502374189,17.2717181245,17.3322,0.238626758945,8.39820380784,27,0.238888,23.3491,0.161519168804,0.000915143,0.271519045086,0.796825,0.238601,7.97561502911,59.822883049,0.238639645267,74.7603869689,37.4225985096,0.565528633993
58.759713553,-0.00271325362447,70.0182909856,10.9992239638,-0.256478,0.0148097507788,5.53060311813,17.4732,0.243133093967,16.0357261778,28,0.243402,23.8274,0.0730635909974,0.000891855,0.368704881313,0.674707,0.243102,13.2276750305,54.1794784491,0.243148926346,70.0931889196,47.4066422343,0.514931839452
61.0878489162,0.162885328306,71.0807309001,25.6424162665,-0.262502,0.0146744749956,4.09313340062,17.6179,0.248559726753,11.2080772765,29,0.248866,24.2825,0.0525588434917,0.00089588,0.417178937094,0.739726,0.248522,40.5544945034,56.8635928113,0.248572325958,73.9338599655,49.3839158531,0.516558932879
62.6579995871,0.138912016416,68.4455762527,3.77107458846,-0.269827,0.0149371187217,4.15836447639,17.7802,0.255506537341,14.2420643117,30,0.255825,24.7722,0.0416187588385,0.000953816,0.438121263727,0.743073,0.255458,33.9732444348,56.085813809,0.255524974254,71.407622615,50.5914012264,0.523454807976
62.8713226292,0.265390243582,71.0174884237,5.46288586594,-0.276817,0.0149389636214,4.01120406422,17.9088,0.26180080899,11.4251606687,31,0.262227,25.2099,0.0341824953276,0.000961242,0.436160213865,0.729651,0.261797,53.8644695104,60.3199176844,0.261824281258,77.5566299832,50.6926954497,0.538384829912
62.8817145738,0.0351762720795,70.6624128755,20.7787962618,-0.284734,0.0150226952599,3.87291959103,18.0185,0.269152135625,11.971544072,32,0.269559,25.6469,0.0371816721893,0.0009946,0.439554531043,0.73462,0.269103,20.2603493684,57.522383869,0.269187767929,71.2665501078,50.6766747788,0.527884232389
61.585259603,0.333864692307,69.1152420588,11.9735042194,-0.292103,0.0154709598535,2.2572230729,18.1389,0.276271208259,10.2198113786,33,0.276763,26.1118,0.0260944716534,0.00106786,0.434460100883,0.767821,0.276219,54.792322575,60.8137113266,0.276320175603,67.8379438472,49.8811585865,0.534277071244
59.4336276675,0.260442976129,65.8673670326,2.89276018736,-0.300379,0.014906661425,3.384483618,18.2241,0.284477945216,11.2475698104,34,0.284988,26.48,0.047391826332,0.00100764,0.411268798617,0.752335,0.284435,49.1643351617,58.473872103,0.28454038899,67.2370469925,48.3557649674,0.496309461644
61.1236728863,0.352330058812,65.0827367603,24.9177906556,-0.307876,0.0155776755189,2.7994857939,18.3105,0.291588445668,7.04095231677,35,0.292114,26.8927,0.0287303637843,0.00106995,0.436064969932,0.77951,0.291559,52.6550828593,59.659412569,0.291652655581,69.0369583401,49.586282365,0.494870498642
61.1878680157,0.340154171879,66.5985137683,18.3559592371,-0.316192,0.0155415512754,2.49135634732,18.4066,0.298872804322,8.36753518806,36,0.299408,27.3435,0.0246204737808,0.00107622,0.434572201894,0.804066,0.298826,52.5454587979,58.7402678077,0.298937912521,68.0446464346,49.6042638413,0.492911068423
60.7165561323,0.276910519433,69.9066713207,41.6048085909,-0.324834,0.015728033817,2.74750946826,18.5027,0.307240705745,4.53427416128,37,0.307726,27.7242,0.0298625969593,0.00108591,0.430789930243,0.818829,0.307148,49.9952361182,60.2704363698,0.307341176185,67.50761985,49.295930738,0.526062303205
61.1078457004,0.253928713627,66.5236678113,19.5662819559,-0.333578,0.0161537986938,2.92638502025,18.6089,0.315446420737,8.51514699623,38,0.315977,28.0724,0.0303390452738,0.00116265,0.431023509046,0.801849,0.315427,50.9070257091,59.8505250312,0.315556802031,69.2380684186,49.5346468291,0.517028607861
61.9826242675,0.259619235822,66.5484681013,57.9256276962,-0.341348,0.0160517213584,3.39438785047,18.6898,0.323020948978,2.23907621893,39,0.323521,28.3786,0.0394213350678,0.00115364,0.435458949101,0.793163,0.322935,48.1415862981,61.7889121657,0.323116114317,69.7597493841,50.103373965,0.525526482386
62.3354530728,0.338353291407,73.388522427,31.5979362839,-0.349868,0.0163340227427,2.82358102504,18.8086,0.330822325374,6.93787702806,40,0.331325,28.7354,0.0288236704042,0.00114199,0.442454918116,0.805208,0.330762,51.3831403608,61.9395436217,0.330879743708,70.3481946426,50.3856447091,0.520723449216
63.1725845166,0.237472706598,68.0712640012,6.68690473608,-0.35924,0.0165589517014,3.4076257053,18.9122,0.340476609079,11.4191415267,41,0.341012,29.0868,0.0420736658986,0.00122275,0.45021276528,0.802086,0.340446,48.6837967568,60.4038809068,0.340533217836,75.2566728442,50.9674314663,0.589789048632
63.3397166966,-0.0284348079075,75.3716194287,18.1629264681,-0.367246,0.0169389884945,7.30629939678,18.9666,0.348681198766,9.73468036904,42,0.349149,29.4492,0.0724269593055,0.0012714,0.44368050256,0.800927,0.348617,6.63370245137,61.6326304987,0.348724223225,77.8143547284,50.8816132451,0.610276996031
65.4807099146,0.177273856373,70.5150130021,4.98437260315,-0.37415,0.016608689599,6.04317477719,19.0196,0.35522415797,11.7774476625,43,0.355804,29.7976,0.0662480311281,0.00119919,0.470310205064,0.791398,0.355206,36.8998887746,60.6384167118,0.355270637921,84.0950057469,52.3688232298,0.711133489942
65.843142135,0.203369910468,76.6080898867,14.3918444218,-0.381271,0.0172279908602,5.60788714968,19.0625,0.363054796258,11.4514441688,44,0.363498,30.1128,0.0609157257162,0.00131496,0.472986407061,0.781515,0.362997,50.9171665731,63.223334446,0.363078447135,87.2720533198,52.6155804717,0.68016311035
65.8390421675,0.364297217148,81.9402226142,52.4398751529,-0.38779,0.0174897764014,4.37393681035,19.0915,0.369141672931,6.79371063246,45,0.36967,30.4378,0.0489569297858,0.00131818,0.468607970145,0.776755,0.369108,55.4714547831,67.0821380068,0.369178038277,79.8026585943,52.6251811452,0.629706793636
30.8647098634,-0.0174476275351,69.7944958855,21.1114521971,-0.399431,0.0185415226838,9.08001443523,19.1224,0.375903508449,17.0089035858,46,0.376438,30.7895,0.0790788497755,0.00142894,0.133143118715,0.657996,0.375874,7.45755438468,44.4733009733,0.375963204839,71.777483368,27.066558632,0.517288506563
55.5781620432,0.0186717810712,70.1478761201,20.5282923024,-0.408162,0.0190521975314,17.5309422444,19.159,0.383211961242,13.2889641067,47,0.383785,31.1544,0.157052985809,0.00148166,0.353390486039,0.643838,0.383185,14.9738979908,32.3931551863,0.383296733171,84.3481755662,44.9421964467,0.660266215894
67.3863658947,0.157831956532,83.363796202,8.80557856922,-0.414518,0.0198003889625,10.0685516951,19.2055,0.39033495712,18.246313752,48,0.390804,31.4888,0.110617447555,0.00162341,0.470315355621,0.692501,0.390276,32.2581085914,52.7329676373,0.390394148905,102.392329121,53.3688810319,0.940396289624
