AverageDiscountedReturn,Iteration,QFunRegParamNorm,PolicyRegParamNorm,AverageQLoss,AverageAbsQYDiff,AverageQ,AverageEsReturn,AverageAbsY,AverageReturn,MinReturn,Epoch,StdEsReturn,MinEsReturn,StdReturn,AverageAction,MaxEsReturn,AverageY,MaxReturn,AveragePolicySurr,AverageAbsQ
103.62584288,39,27.224,22.6375,0.116305,0.165672843783,4.8232,159.985526572,4.82752272297,164.131167304,130.104974583,39,49.1013789324,72.3620244101,38.8844464383,0.846884,261.308358278,4.82472480697,241.443708567,-5.16328,4.82961
134.058141812,40,27.7735,22.973,0.128985,0.170730982213,5.03229,223.945321073,5.03602941907,288.614704817,264.279780711,40,81.2569756583,125.566740077,11.2505053485,0.837792,392.200593786,5.03345295799,314.289373302,-5.38877,5.0396
139.477300269,41,28.2836,23.4361,0.147428,0.180509923408,5.25954,210.155890092,5.26399366449,267.979257988,222.950395101,41,79.9720914492,64.7157124197,14.5047574881,0.82325,323.797043379,5.26114511638,297.133510742,-5.61492,5.2667
118.573615195,42,28.7819,23.692,0.138718,0.18032521662,5.49355,239.067403409,5.49769956257,196.993659606,168.586375136,42,63.1604667542,139.083245872,14.3232236683,0.870486,368.049684629,5.4947146673,240.722198948,-5.84199,5.50153
173.914490513,43,29.3043,24.1352,0.166246,0.19479124112,5.68561,204.925067318,5.69004215526,406.179240881,308.001782058,43,72.7810596995,73.7440848438,106.484208433,0.874918,306.998115022,5.68730227564,671.734061796,-6.06189,5.69309
132.222513513,44,29.7777,24.4452,0.15528,0.188179851495,5.94067,253.674185136,5.94489016076,229.445810514,200.983262706,44,76.4963462848,113.032470547,15.5873523002,0.92094,340.400374007,5.94226455703,269.506383273,-6.30476,5.94826
132.972118633,45,30.2542,24.7738,0.171701,0.198024542758,6.18603,231.333343426,6.19019210795,232.796395458,158.556617465,45,103.822155988,67.9694182106,30.3290330908,0.886468,334.743620359,6.1877090314,314.905818813,-6.56418,6.19398
146.559632547,46,30.7571,25.0925,0.191248,0.209071870793,6.39556,235.884205034,6.39953398005,284.851252324,258.847793137,46,110.621853606,33.0283639361,9.2675108605,0.850442,329.633907514,6.39746523842,311.215401908,-6.76261,6.40408
139.25241748,47,31.2183,25.4145,0.182219,0.207141829133,6.59953,205.600245046,6.60369647283,253.739882491,181.766256208,47,92.4020522013,104.204289021,27.5917331492,0.887908,394.609711105,6.6014694894,349.63827278,-6.96716,6.608
160.254919881,48,31.7103,25.6879,0.183531,0.206360107764,6.82581,272.226175381,6.82895485102,317.786953313,292.808537911,48,69.5812878993,136.366831681,9.33053307901,0.852344,340.86628198,6.82720068626,337.098273894,-7.20585,6.83351
151.113558603,49,32.134,25.9989,0.209878,0.213920674208,7.01704,281.588311326,7.02114039106,287.331861067,266.122676493,49,115.336897011,163.158499098,10.6292079756,0.879509,560.168198673,7.01906015368,313.603498002,-7.40172,7.02539
187.98271035,50,32.622,26.2522,0.264045,0.228530406861,7.229,260.647675166,7.23156489058,518.895926823,247.340025155,50,97.2431028296,41.2388163206,187.484951627,0.839119,377.861290711,7.22976477932,1138.6651836,-7.60039,7.23607
146.018052336,51,33.003,26.5763,0.200899,0.217488838753,7.44489,256.17144678,7.4483440412,273.916354036,161.667007265,51,102.221422762,59.0327687337,75.1906157038,0.864511,367.500610683,7.44643378242,373.927447445,-7.82908,7.45414
166.068236596,52,33.4701,26.8256,0.241732,0.231388589328,7.62975,284.559881788,7.63408119499,340.509667639,308.206124982,52,120.20838587,52.8023131249,16.0069671344,0.845899,408.443787187,7.63191022274,382.166526921,-8.01379,7.63915
162.460235835,53,33.8094,27.0996,0.231863,0.222656835523,7.87452,215.894806281,7.87756278683,312.138084212,283.895028736,53,137.709279617,11.8391418178,25.4855655384,0.88372,352.744058944,7.87552271513,355.6607029,-8.24646,7.88303
130.455189305,54,34.2461,27.2918,0.24324,0.232442044809,8.05027,423.847669193,8.05361699134,227.240849768,169.322239505,54,244.590164599,215.85773336,58.7086079842,0.890739,879.170320138,8.05173517902,377.154302694,-8.4409,8.05878
197.078463028,55,34.6639,27.5997,0.259858,0.241438365064,8.27063,249.530310105,8.27461521741,1972.85417271,1480.59023059,55,181.761299491,12.3152361338,302.230477161,0.854507,646.170355378,8.27257789502,2329.37491154,-8.66919,8.2796
201.874977754,56,34.9917,27.7551,0.280438,0.25017205683,8.46949,384.676151557,8.4728945443,1484.81626618,433.207227366,56,151.176250227,76.1937238308,569.217241521,0.866044,514.212549228,8.4710280199,2403.55635568,-8.87361,8.47834
189.630754054,57,35.4074,28.0712,0.261239,0.239462717055,8.67826,297.403846488,8.68049409394,439.801487027,360.199615681,57,107.30203078,70.7611501111,100.593800417,0.858071,471.677243091,8.67874228367,776.508053103,-9.07101,8.68633
175.083614986,58,35.8171,28.3754,0.340079,0.269738868232,8.87978,298.518389713,8.88384063928,361.131704826,328.311601032,58,103.780917033,124.057346858,8.68323835948,0.893188,450.30730821,8.88201116964,389.629439447,-9.29903,8.88775
196.267871116,59,36.228,28.6915,0.303587,0.253912252875,9.07656,291.046652577,9.08004576508,1833.0687982,1133.71285749,59,143.550581222,9.92541485175,466.777630393,0.833536,507.612919936,9.07833135931,2513.19114095,-9.49592,9.08542
213.826738377,60,36.6483,28.9893,0.318266,0.263010223399,9.31879,216.39279506,9.32295073987,1072.1800984,838.606076209,60,162.245023759,7.21574311712,165.844010555,0.903653,506.825978074,9.32087731253,1508.34238756,-9.75039,9.32852
204.259098172,61,37.0512,29.3378,0.349561,0.277334569223,9.5402,382.622872752,9.54351519655,907.965035628,747.4298146,61,312.93380077,27.2147425257,115.91907557,0.870948,912.20724165,9.54137079052,1202.42905536,-9.99539,9.54964
196.570445922,62,37.4552,29.5793,0.34332,0.26781662432,9.7914,414.297758079,9.79505756675,551.631861191,365.615856033,62,289.110587974,30.5691465056,380.950045238,0.917721,836.547460543,9.79292737239,2655.59642392,-10.2556,9.80045
171.091811829,63,37.8186,29.8106,0.347398,0.274352267955,9.98608,532.342984285,9.99006945041,1007.46916788,194.119062737,63,423.561822264,19.5877956441,653.236063016,0.873114,1253.61255329,9.98774886369,2094.9769664,-10.4477,9.99625
211.787682248,64,38.2255,30.0208,0.353887,0.276709093483,10.2072,296.300121433,10.2107364572,927.283328149,341.67367897,64,271.861481499,9.14019678429,263.055838282,0.931131,895.544567777,10.2085807878,1339.40520835,-10.6571,10.2169
205.694223233,65,38.6286,30.2907,0.413819,0.298062623586,10.4262,357.038693867,10.4296251968,1335.79112938,606.58419425,65,334.272843149,24.1644726599,304.929250556,0.90584,1076.37803534,10.4277490283,1929.19401272,-10.8823,10.4362
208.585602562,66,39.0422,30.4094,0.426778,0.293674849572,10.611,338.299499377,10.6146232496,856.355583451,172.217736086,66,234.144108347,98.5687469252,493.954821985,0.910953,761.259692663,10.6127817499,2218.76706539,-11.08,10.6207
149.228229881,67,39.4548,30.7051,0.433562,0.300370170045,10.8341,207.198862324,10.8372854482,318.759978241,167.34760592,67,184.988984571,16.0167902764,203.034111821,0.903838,582.030800864,10.8354336678,1562.49322253,-11.3109,10.8457
139.566041907,68,39.8283,30.9653,0.486369,0.318910204005,10.9813,247.850729517,10.9848843375,255.495862923,143.004998128,68,282.412764162,13.1225537435,95.365171949,0.908555,902.347529468,10.9830628741,654.417739243,-11.4702,10.9931
185.792512208,69,40.1937,31.2638,0.426531,0.301446632778,11.2153,129.319565978,11.2191566115,407.085951606,311.972087928,69,100.460362607,9.52405446693,56.5590660239,0.913918,348.5330974,11.2174409169,542.622472309,-11.7006,11.2257
151.090640121,70,40.5628,31.5035,0.470152,0.316119871873,11.4038,232.884626498,11.4071074709,284.981881359,149.802760533,70,172.227883231,7.14017426607,66.9798741854,0.904553,524.813030958,11.4054436461,521.597310645,-11.8861,11.4145
104.822753757,71,40.8657,31.8137,0.51004,0.326507688905,11.602,167.287299938,11.6055918021,155.601166424,151.645287064,71,147.784874592,5.47370493787,1.35406464438,0.918129,463.646953925,11.6041001955,157.938922841,-12.0801,11.6128
138.904319883,72,41.1693,31.9499,0.442117,0.309320374616,11.7733,365.495910146,11.7769646451,271.768968936,145.929801491,72,233.137082653,87.7837684193,77.7070783269,0.902462,866.750661606,11.7750631141,373.373966293,-12.2335,11.7835
127.323093137,73,41.5417,32.1585,0.507176,0.328487647556,11.9438,198.726284483,11.9475136681,234.117431659,143.19232168,73,110.04940236,80.9565012166,65.935724643,0.888141,441.787020006,11.9458654887,352.954001567,-12.3886,11.9546
94.045908709,74,41.8548,32.3414,0.522443,0.32758921534,12.0835,197.571005705,12.0864315546,143.074316069,135.445616056,74,144.310445547,7.97993724932,4.3498852048,0.881304,407.082983398,12.084937725,157.166294959,-12.5497,12.0965
92.0943314306,75,42.1578,32.5641,0.495854,0.324588989405,12.2365,206.215469976,12.2405927772,143.201911716,125.10717412,75,141.00060272,26.5430243689,2.90696270516,0.880103,450.376289933,12.2392423393,147.181337797,-12.6919,12.2477
94.7675295342,76,42.4674,32.7739,0.585167,0.339318964448,12.3404,168.311948694,12.343544179,147.009484396,142.342299839,76,68.613456139,7.26013756567,2.42644958378,0.857638,266.260747555,12.3416469501,156.707230209,-12.783,12.3518
137.395605139,77,42.7711,33.0683,0.49011,0.323303917419,12.5057,162.635822209,12.5102763713,311.517842237,85.2478394854,77,138.864609596,3.95780724871,85.1794329939,0.881248,496.877191256,12.5083737093,382.087721989,-12.9566,12.5169
153.408760143,78,43.0736,33.3347,0.495062,0.323261298567,12.6598,134.620231176,12.6615235732,362.475673873,323.188793278,78,131.701905011,12.4107398035,10.6430067178,0.896419,449.250614844,12.6598139577,379.938386567,-13.0797,12.6712
158.0290593,79,43.3479,33.5709,0.518628,0.332517985752,12.7627,194.343555175,12.7674901188,389.75148597,375.317264096,79,130.743893777,12.3592325142,8.21012773435,0.902731,375.131385653,12.7654116958,414.24093895,-13.1927,12.775
101.937403917,80,43.6709,33.7303,0.574037,0.342711278514,12.8866,203.898627568,12.8901962656,161.491334995,140.993541064,80,150.692661043,27.5408948783,41.4784625596,0.879929,567.520032507,12.88798454,336.785572057,-13.3381,12.8997
100.218011278,81,43.9346,33.885,0.546902,0.335150920449,13.0305,233.815622448,13.0355511506,154.592549589,147.764341418,81,147.641569822,6.56397857496,9.56203399561,0.885445,474.914646504,13.0327359505,251.201064195,-13.4795,13.0427
158.136801564,82,44.1791,34.1528,0.615179,0.345992802876,13.2262,118.969783792,13.23061376,485.672635531,403.929124837,82,126.673501386,7.8854716963,55.9739071809,0.871969,482.937269536,13.228353841,586.48184509,-13.6633,13.2385
99.4232863166,83,44.4078,34.4319,0.585143,0.347389350811,13.324,194.528434309,13.3285293647,144.265503218,139.701642511,83,150.643110166,5.1033412797,3.05002474256,0.897188,393.271049545,13.325715111,153.729235232,-13.7703,13.3395
116.101517272,84,44.719,34.6558,0.656296,0.357676792828,13.4556,183.17775757,13.4597444079,187.136399385,139.620422431,84,118.541852306,10.4212429594,54.4216098028,0.892751,359.215975433,13.4571884137,304.699977951,-13.907,13.4701
158.890946842,85,45.0235,34.9751,0.749068,0.377586949432,13.5942,158.837164343,13.5990007705,310.47101232,207.419038454,85,122.308002466,11.6695907806,75.9344215181,0.878705,389.428308633,13.5957192966,521.806898474,-14.0556,13.6073
178.179978615,86,45.358,35.2479,0.599285,0.355617222297,13.767,244.277822065,13.7732706721,363.287618026,299.421087586,86,162.754683653,12.0457378377,38.0595384357,0.874757,501.240437977,13.7693887386,510.231844557,-14.2635,13.7806
149.109877433,87,45.6987,35.4811,0.663435,0.367845121499,13.9443,300.299619146,13.9515352978,273.164454773,201.499992678,87,110.273961236,116.083842059,42.7302290104,0.854859,477.876282567,13.9464540818,436.481964852,-14.4515,13.9577
161.090507473,88,46.0256,35.6361,0.715397,0.379753130378,14.1941,305.425400293,14.1998391781,319.051958845,183.161480217,88,163.655246064,16.5714237414,54.9255174675,0.881631,600.490307923,14.196447196,577.685846543,-14.7,14.2063
150.389694705,89,46.3086,35.8843,0.657785,0.373286580118,14.3198,237.22759949,14.3251949668,282.699585501,220.462760863,89,165.33761904,10.8350046287,31.8450569697,0.774748,677.926762679,14.3218041081,350.22725895,-14.8259,14.3339
212.305982765,90,46.5414,36.0896,0.680551,0.377855962906,14.5091,173.290756829,14.5157150863,714.018104874,260.821398797,90,90.8074348498,26.2942369908,232.282965946,0.911638,300.050782414,14.5110843459,1076.17189104,-15.0229,14.5256
154.998881054,91,46.8413,36.3374,0.749087,0.385521603039,14.6604,268.543292976,14.6678151662,286.843412871,256.395393327,91,73.6002370374,151.85558152,12.5635076863,0.779947,411.075520762,14.6632064508,323.468475859,-15.1767,14.6768
148.758179496,92,47.1091,36.5403,0.805437,0.390854405868,14.8589,162.123728753,14.863763327,270.223821517,238.247667062,92,116.964431758,7.89607196069,16.0820897254,0.851597,363.597676506,14.8601448409,311.195163218,-15.3741,14.8734
139.906308492,93,47.3742,36.7074,0.63358,0.368432472889,15.0624,200.893471578,15.0684829289,245.297996511,225.413384595,93,65.5728210602,32.6058300701,7.73792052121,0.787427,275.339604491,15.0650189523,264.555651215,-15.5421,15.076
151.19809067,94,47.6668,36.8137,0.862331,0.394409022141,15.1861,182.710631636,15.1907616856,275.956255493,264.808911559,94,100.626108414,9.07514449575,4.98659506735,0.802167,312.009659232,15.1877518146,287.912945874,-15.6479,15.1989
163.967316467,95,47.9173,37.0136,0.811553,0.398862340899,15.2936,198.568526265,15.2991675094,316.141377346,278.949659589,95,114.544995091,10.7920760211,21.0460321077,0.879323,346.898816834,15.2962512195,395.67049171,-15.7674,15.3085
166.538534398,96,48.1645,37.1137,0.790077,0.388902313517,15.3836,169.641757767,15.3879809847,323.773545989,79.9217183266,96,115.275021911,11.815704043,40.7370169169,0.875026,333.887769216,15.3841631749,391.015121412,-15.8411,15.3976
157.789243433,97,48.3873,37.3035,0.822655,0.397684465802,15.4756,161.003796096,15.480866941,393.579695994,313.255470659,97,130.31421537,11.8499811839,66.8911290625,0.816585,398.940871035,15.4781411816,694.396517053,-15.9525,15.4909
140.126914946,98,48.6067,37.4309,0.818166,0.394910032716,15.657,253.505711689,15.663830935,246.215095388,222.26730566,98,88.4658897348,29.3939469727,15.5794326696,0.861566,367.965396847,15.6591815022,294.691737527,-16.1232,15.6725
156.250173337,99,48.8491,37.5651,0.960469,0.416196551669,15.746,178.82464827,15.7507842281,294.649213135,269.242525993,99,163.415070072,5.81074834915,11.384072305,0.792823,593.036071039,15.7476941635,322.039052028,-16.234,15.7599
166.042009873,100,49.1934,37.8051,0.886007,0.421150291642,15.8612,190.565208115,15.8652299634,324.793897921,301.556834021,100,106.290031451,15.6374555373,11.0461152952,0.784758,318.189125928,15.861990147,347.17346452,-16.3429,15.8759
150.461741316,101,49.4559,37.9231,0.822303,0.395860681884,15.9823,154.617019341,15.9885392668,279.722111119,224.691747243,101,105.040960335,19.3458556414,23.5035807162,0.74444,327.698840776,15.9845727056,312.772291661,-16.4603,15.9975
148.141901357,102,49.691,38.1339,0.903718,0.427215756137,16.1723,195.136179957,16.1765774459,281.698719438,234.370280501,102,133.593536689,10.1756139578,29.4275946941,0.7317,361.793340103,16.1746184096,353.554185176,-16.6517,16.1865
148.464189977,103,49.9975,38.3288,0.84519,0.409637385139,16.2688,259.482108026,16.2733621613,279.988226033,254.594255723,103,118.952393891,12.4030708921,10.6540850428,0.829381,504.704894936,16.2702914531,324.468553352,-16.7612,16.2825
148.033393504,104,50.2608,38.4752,0.902494,0.418158968102,16.3851,245.997913637,16.3908108151,280.41818461,258.085237399,104,105.880970766,52.8111108639,11.5351395536,0.82653,363.703113155,16.3879054758,318.118972039,-16.8531,16.4008
142.498626169,105,50.5518,38.6969,1.00613,0.438996978644,16.4848,284.608467345,16.4897064479,263.247866205,229.490222423,105,77.9213158333,139.747585657,18.4060136648,0.847667,430.083028665,16.486887935,306.299137388,-16.965,16.502
149.415392242,106,50.7579,38.8491,0.828762,0.414506954073,16.6731,286.355951677,16.679284488,285.44930275,247.600471491,106,116.078428692,67.4871314338,23.6630367155,0.766614,554.048816984,16.6749940845,360.593027876,-17.1537,16.6909
193.140732279,107,51.0245,39.0044,0.942192,0.43491133338,16.7928,310.208374772,16.7982544845,463.610058935,275.88887937,107,137.988438025,104.1140788,95.2911514903,0.852544,618.12671068,16.7944291893,666.261735254,-17.2749,16.8089
158.52049631,108,51.2347,39.1689,0.976964,0.431985447856,16.9139,294.438972534,16.9194348254,318.522996519,250.737769877,108,117.513843856,110.313860396,64.7707477547,0.809129,496.704387954,16.9158319567,487.537606193,-17.4002,16.9309
183.662124259,109,51.4775,39.3264,0.983192,0.440608422428,17.0428,234.799233176,17.0487883866,432.897123032,123.087038922,109,130.109219461,26.1644763167,137.65343938,0.887296,467.850952783,17.0443830421,708.832171806,-17.5335,17.0592
180.119809517,110,51.735,39.5137,1.10069,0.454781206128,17.1931,312.029272775,17.2011071172,427.946162784,134.199616343,110,151.393584826,9.81710147645,170.063881533,0.889292,535.666628036,17.1969025245,725.681279887,-17.6684,17.2094
169.579954857,111,51.9938,39.6808,0.92434,0.439292925311,17.3683,205.749181721,17.373060719,361.698772583,247.230237603,111,117.854975301,21.827182376,90.8302424542,0.84701,369.814626175,17.3690184473,531.51333509,-17.8683,17.3856
183.325368908,112,52.1842,39.8131,0.98744,0.442795380596,17.5174,279.530100685,17.5254299025,411.707906719,288.389559132,112,168.270371826,20.5217718017,72.6755620629,0.90094,550.723869041,17.5202639879,501.427504104,-18.0097,17.5352
193.247760661,113,52.3909,39.9518,1.10472,0.461854042637,17.6501,349.595727846,17.6560228188,447.166543002,367.116852035,113,126.085838906,113.310031732,31.5293560538,0.849294,552.394501335,17.6524822192,499.54597885,-18.155,17.6662
198.275667225,114,52.6437,40.1193,1.06646,0.463752957824,17.7429,198.555614201,17.7499090938,460.126794624,350.48296577,114,146.730315251,11.0257368495,39.1941033099,0.872962,500.925455824,17.7459881786,517.838648291,-18.2404,17.7599
77.565468162,115,52.9231,40.333,1.13097,0.482449325698,17.901,189.544777501,17.9058839126,148.850892955,29.8646948949,115,140.627859416,23.0971808784,175.503449269,0.887403,405.43190988,17.9025193906,505.088560712,-18.4402,17.9178
211.173787196,116,53.1255,40.5856,1.03173,0.466977740831,18.1093,281.05160151,18.1170602897,568.230039146,347.120949832,116,148.322119165,8.79510812948,70.2969751999,0.894453,444.333678301,18.1126048437,657.932483288,-18.6355,18.1262
205.831664122,117,53.3884,40.7239,1.23394,0.48750052641,18.2204,185.356810387,18.2257597329,493.924513696,433.01131388,117,153.126734597,22.2596287455,28.8551814847,0.882873,463.548998154,18.2219889359,579.307136566,-18.7286,18.2385
179.360090869,118,53.625,40.925,1.23005,0.494032669714,18.3984,383.247206211,18.4035764025,372.818707448,247.982028976,118,169.972995087,5.46664552409,22.8354265904,0.843964,558.751926491,18.3996563076,422.719817479,-18.9348,18.4144
216.09664644,119,53.8356,41.1361,1.2119,0.491611755116,18.5292,243.758386261,18.5346421028,547.658715386,448.585280456,119,148.671491942,50.1614700803,73.5875194383,0.860706,497.171181495,18.5321100255,705.237393295,-19.0562,18.5449
182.331549556,120,54.0225,41.252,1.1197,0.480437342296,18.6784,304.622324165,18.6832934772,388.163830757,295.381461168,120,170.409283091,48.3567077789,57.1237141908,0.851251,617.353373883,18.680142887,567.940517909,-19.2075,18.6938
211.529194594,121,54.2894,41.3938,1.06723,0.479898420599,18.8454,307.785604107,18.8521527493,529.425877684,408.742012282,121,77.3532808286,185.663633361,56.8783105641,0.882464,440.130942748,18.8475351897,656.721542287,-19.4026,18.8662
235.889959319,122,54.5691,41.4972,1.20389,0.496974258247,19.0083,227.163149582,19.0151028462,661.567192804,511.152571791,122,167.751612561,6.94603076709,45.1153639988,0.905882,432.2736145,19.0106868387,731.493019175,-19.5567,19.0282
180.389922254,123,54.7627,41.6232,1.20862,0.489939731717,19.1588,193.64633822,19.1649647049,382.345136371,307.20785603,123,164.727494922,9.00031597113,84.4791246385,0.831708,415.173336363,19.1614262791,647.956540448,-19.723,19.176
