AverageY,AverageAction,PolicyRegParamNorm,AverageQ,AverageReturn,AveragePolicySurr,MaxReturn,QFunRegParamNorm,AverageEsReturn,AverageQLoss,MinEsReturn,AverageAbsQ,AverageDiscountedReturn,Iteration,AverageAbsQYDiff,MaxEsReturn,StdReturn,Epoch,AverageAbsY,MinReturn,StdEsReturn
320.423875065,0.751262,64.6181,320.409,385.391890236,-326.409,1186.0180018,144.605,273.038263134,258.888,7.67558173315,320.8,171.085920282,256,6.76544651733,730.82657602,215.481393697,256,320.593205,280.499163468,236.429372563
319.559813003,0.709833,64.7426,319.541,718.480442792,-325.585,1011.37027554,144.973,353.508713584,319.476,14.2348163405,319.919,217.659168439,257,7.00421528412,741.805998023,250.645340982,257,319.734402798,301.651716062,284.252234785
320.247846535,0.767514,64.8856,320.24,437.570131106,-326.258,1404.3620033,145.286,174.735078449,270.15,9.4597263977,320.641,174.092873626,258,6.7742071078,960.636714463,286.676414833,258,320.427941099,270.462712753,294.998133176
320.968040047,0.795999,64.9775,320.946,296.114284913,-326.995,341.298308246,145.587,196.217396359,275.201,10.1097945287,321.38,155.307198614,259,6.82328981327,794.712074054,35.0183906278,259,321.154881357,169.430190401,239.829438302
320.938198659,0.746994,65.1268,320.929,624.461650577,-326.927,1789.24761302,145.951,392.316229856,301.369,71.9085396744,321.276,181.747238777,260,6.95656214634,948.070466732,494.167290344,260,321.105744056,255.360458091,335.249816262
321.635109238,0.715115,65.216,321.636,961.507603037,-327.55,1604.36855107,146.247,284.01965052,332.882,7.52789604163,322.003,221.190389915,261,7.08725347267,647.483060703,325.637932235,261,321.810041198,261.776539957,240.153898483
321.590709982,0.746164,65.3007,321.572,849.700701859,-327.609,1277.94483127,146.62,362.453411496,274.473,12.3491829082,322.016,235.363145978,262,6.8856643526,948.294501363,183.411062941,262,321.809230669,670.635261971,293.868544077
322.39535775,0.695926,65.3822,322.391,1026.06436424,-328.449,2942.16974407,146.984,178.845457694,281.531,11.7104127915,322.849,212.327716861,263,6.86932614242,845.752853389,587.589711795,263,322.626011493,247.778966767,221.036875416
322.331873331,0.753598,65.5113,322.325,458.123656137,-328.354,1454.72763671,147.27,234.138697915,283.055,7.29323156956,322.787,174.361035172,264,6.95704505115,922.335987412,284.293668603,264,322.577954024,261.333618866,253.458422455
323.189684536,0.750628,65.6265,323.17,576.483608542,-329.114,1945.52738349,147.59,245.062106348,275.035,8.17279041268,323.63,181.489788299,265,6.86994130225,580.180182034,442.658084703,265,323.431955086,256.595945461,166.871303245
323.422048974,0.703607,65.7036,323.401,1066.4305818,-329.506,1778.86610469,147.97,380.549530964,312.972,3.7998155907,323.867,231.622882127,266,7.10315001591,961.408363909,240.066563864,266,323.674062626,720.981152797,364.162329396
323.348077298,0.726301,65.831,323.355,1354.37567095,-329.289,2229.42961535,148.303,190.094768026,288.427,6.80845813311,323.826,224.278075401,267,6.89613104168,774.437307094,374.678506921,267,323.602689849,811.071622906,251.888181397
323.879667148,0.703566,65.94,323.862,1312.94234761,-329.792,2012.89011114,148.571,233.651694371,301.454,10.6099376429,324.321,218.696556641,268,6.85473702105,692.171892822,431.253090461,268,324.127997556,281.548758275,231.660736298
324.062508121,0.691472,66.0338,324.056,1349.23616744,-330.042,2002.50998522,148.829,197.226393879,283.326,5.12449596966,324.612,236.222480075,269,6.73813090432,852.974018169,277.755962916,269,324.366900326,923.105233818,214.650874562
324.174850158,0.7514,66.158,324.172,583.302591116,-330.087,1950.60288668,149.184,223.225798359,281.865,8.57073884891,324.66,178.313302548,270,6.9209290919,671.01626961,475.353006072,270,324.437546934,258.041398884,229.379634677
324.974848715,0.718397,66.2439,324.957,866.52086402,-330.833,1907.27484845,149.515,205.845612129,280.327,8.01306907249,325.474,197.171391545,271,6.848994392,953.044453709,541.522624428,271,325.244850798,273.135937371,264.968142624
325.164629799,0.718822,66.3331,325.148,1101.91034918,-331.147,1968.88998749,149.834,196.31298037,287.086,23.8336973036,325.671,236.848435726,272,6.94038950292,303.374064243,329.145128962,272,325.436004217,593.014038841,77.3716995834
325.821275779,0.698084,66.4337,325.815,932.008241966,-331.843,1585.98702065,150.131,171.248720508,295.973,5.46367815011,326.299,236.160802504,273,7.01015282562,691.780544258,237.937866583,273,326.068983858,325.52117779,197.587793841
325.50014342,0.709923,66.5748,325.494,1421.66050862,-331.505,2275.20630088,150.517,134.024391749,312.13,4.90589033945,326.022,236.277021263,274,7.04661249331,297.179308118,370.562734037,274,325.831760491,739.810577988,113.711858808
325.254887184,0.728953,66.7009,325.243,852.400255142,-331.387,1290.00554599,150.787,258.642326698,342.241,5.54495363295,325.735,241.361145255,275,7.15820831602,657.769913296,147.558814147,275,325.450649704,671.383285265,257.588983623
326.243771518,0.758105,66.8209,326.24,435.283939867,-332.299,1396.82755392,151.191,229.584835462,279.716,7.5957830914,326.653,177.252081702,276,6.95820097084,762.140541497,244.982733173,276,326.443383377,296.831325904,234.033852989
326.484912505,0.706777,66.9038,326.489,1038.00708965,-332.46,1609.03926104,151.554,598.662870933,282.561,481.663833789,326.885,239.642298846,277,6.79555414854,660.928898735,256.420578644,277,326.682305751,598.942334975,60.8518129607
326.719212431,0.698591,67.0,326.685,858.72522846,-332.686,1519.93473363,151.891,218.96210463,296.264,6.35004600076,327.123,215.622175033,278,6.99212403029,781.434693966,351.616172284,278,326.923087452,348.989955369,257.707897418
326.666395394,0.679248,67.1236,326.676,1404.08238232,-332.737,2607.74562922,152.216,221.237233069,300.098,11.1247419308,327.17,221.737458785,279,7.01079468973,630.13858623,546.865093276,279,326.920968704,879.386477931,181.750130692
326.865080222,0.694666,67.2211,326.842,1308.5914863,-332.897,3014.61067398,152.553,269.097997483,320.568,22.1354280446,327.273,221.91838877,280,6.9826781074,879.119761834,409.506056781,280,327.046048527,963.217451967,254.83461445
328.151701119,0.714936,67.3012,328.136,986.858267683,-334.243,2000.45813699,152.863,343.165725814,307.992,7.11541810971,328.562,205.352851236,281,7.05190651098,780.60655166,518.540282026,281,328.356295459,268.580207379,222.708970202
327.386198179,0.711225,67.388,327.389,1140.32323194,-333.37,1873.16042576,153.163,322.749320921,312.712,6.2440066555,327.815,219.15832717,282,6.90032151265,817.1918273,359.365539633,282,327.590315823,619.439563194,269.425371816
329.40933486,0.697227,67.4992,329.394,1063.80145625,-335.262,1838.15624844,153.457,171.921059847,272.778,6.20207644715,329.785,207.875259421,283,6.74927707395,666.025925195,375.311400718,283,329.604111026,147.197594245,213.992650318
328.664003366,0.678508,67.6114,328.673,1392.39850966,-334.804,2107.61248623,153.702,264.206024287,285.424,11.996134333,329.093,224.814150081,284,6.8178878645,713.322924538,335.267454938,284,328.858875839,460.553069344,225.498867207
328.504235641,0.704382,67.6692,328.477,919.472873992,-334.538,2047.58571396,154.102,482.085764094,313.812,15.9841222332,328.883,197.766101521,285,6.99829609581,1055.75987526,443.575281441,285,328.651938696,171.181238857,393.259394439
329.135807659,0.708999,67.7886,329.131,1030.48271041,-335.326,2043.95356413,154.349,379.371152373,287.842,110.384996178,329.497,194.917409869,286,6.80180512726,756.679974151,487.571132109,286,329.290924307,132.711352083,218.475519137
329.08807783,0.709623,67.9326,329.072,1182.159271,-335.193,2327.24036617,154.783,233.918703055,330.867,12.3815284798,329.451,217.598956436,287,7.05001362596,1053.09157665,496.050667739,287,329.245972984,678.806632037,282.992433144
330.191828609,0.695695,68.0215,330.176,1368.0051131,-336.205,2673.04415511,155.114,153.677433427,291.084,9.09507791225,330.572,209.467373313,288,6.83044624099,417.422484007,640.724249961,288,330.36775789,124.769017221,107.727261188
330.037803905,0.702714,68.1606,330.027,1193.80336859,-336.052,2092.8047045,155.429,416.855946836,342.703,10.6515697858,330.436,225.080215537,289,7.06040134569,745.498300367,457.373412852,289,330.21198177,276.01566566,246.252831346
330.931430926,0.686046,68.2632,330.922,1255.11781146,-336.727,3038.27663127,155.71,124.550188434,319.146,5.14837693068,331.332,216.692575376,290,7.0092326717,561.626648787,516.4575627,290,331.106998359,486.0535139,158.191615874
330.954776814,0.693265,68.3474,330.943,1321.53620633,-336.743,3162.86282615,156.049,457.262171128,282.914,58.274405021,331.319,212.985135494,291,6.71955883374,1449.39889965,836.3936477,291,331.113821952,153.16786293,473.40900086
331.010652932,0.735335,68.4816,330.996,944.304554475,-337.052,1661.62172449,156.374,230.571692016,300.579,5.71333710744,331.427,222.079580116,292,6.94962085786,665.196849515,340.379878087,292,331.171491795,289.641534769,218.272785179
331.938107758,0.706815,68.5629,331.925,1300.18933036,-337.972,1954.08024364,156.715,133.891438199,288.997,8.32614809279,332.286,235.790361569,293,6.72050264617,425.701085369,343.819539034,293,332.065317623,717.304738158,118.811255652
331.001195755,0.68543,68.6765,330.981,1170.17461572,-336.924,2961.06369899,156.98,356.371548106,336.216,10.7971358111,331.356,210.454520185,294,6.96036296292,901.500423675,765.528362365,294,331.138352474,392.027842011,312.615164868
332.170320462,0.724206,68.7471,332.169,527.296659494,-337.906,2785.24110406,157.204,290.696584852,286.9,7.99657021169,332.523,143.002216705,295,6.74675919368,764.67801966,621.818414864,295,332.312108927,130.487876329,277.795234988
331.043667372,0.718067,68.9187,331.043,762.819166642,-336.879,1871.13361964,157.531,303.743358671,324.626,11.3773805552,331.423,205.712093675,296,6.90299452849,636.088444316,374.366889477,296,331.199471269,334.853754559,246.03615912
331.618081709,0.716496,68.9946,331.6,370.789492327,-337.666,572.244661079,157.854,301.927984841,322.752,9.59446215317,331.99,166.026300785,297,7.0445615355,597.45065718,76.7184554432,297,331.765803694,258.674740616,171.504130615
332.610209783,0.731095,69.0584,332.606,641.951614253,-338.545,1664.21948817,158.187,199.577691005,306.282,8.34401495869,332.997,187.634622421,298,6.87023185307,643.617505789,343.30164932,298,332.766919014,286.952754701,203.384141212
331.854692728,0.72296,69.1494,331.837,677.172316482,-337.84,2368.36854582,158.519,300.759894116,292.64,55.7284524851,332.231,191.727782988,299,6.75038576549,826.114452326,389.575041032,299,332.013563775,300.34832198,231.073263814
333.164150286,0.745671,69.2281,333.17,461.67362822,-338.877,1738.27093634,158.806,206.257321278,275.538,11.7400724474,333.509,145.908620113,300,6.63989162281,476.024516693,439.690472185,300,333.305928351,115.41936393,161.583927054
332.838700949,0.716083,69.3616,332.812,960.312025626,-338.707,1571.59211675,159.097,182.677685446,272.364,10.5836732442,333.137,207.799851995,301,6.60746734992,698.565924726,342.063302966,301,332.971193043,131.838629001,218.105728209
333.24942344,0.754573,69.4062,333.241,417.582765514,-339.104,1820.92852842,159.375,302.1936012,293.206,110.990785394,333.594,137.420807649,302,6.77328858472,768.682005933,446.420532736,302,333.386977033,118.683619486,208.839498652
333.205671642,0.712413,69.5239,333.2,936.557543913,-339.248,2081.70593476,159.696,111.30482627,317.622,9.62485422559,333.549,203.342110743,303,6.89228493383,360.963805459,503.45950663,303,333.320868934,127.78876604,96.6866241106
334.615154302,0.684894,69.6254,334.6,1165.66001097,-340.577,2364.66358759,160.001,203.342767427,317.797,50.6436189148,334.927,220.096979408,304,6.87988485941,529.143508783,371.733435643,304,334.725684586,758.12306587,127.034130505
334.069018621,0.672999,69.7686,334.056,1016.03135411,-340.028,2288.43696922,160.253,326.610027903,310.256,16.6692084485,334.424,211.066610697,305,6.86114436671,642.490913884,449.708782651,305,334.194463339,306.772708371,218.124570733
333.854566633,0.67707,69.8928,333.839,862.16789448,-339.913,1696.81731261,160.54,232.367614892,323.314,38.6412116369,334.175,199.691759437,306,6.95380445983,656.22314591,336.379261778,306,333.986418911,375.109120886,167.454063293
334.643023739,0.691947,70.0097,334.633,1366.93458774,-340.458,3030.22728327,160.842,232.468049753,314.873,20.2180994851,334.976,212.726702183,307,6.97714358494,571.586609438,718.714066667,307,334.767066572,432.722011062,184.688774339
334.755016338,0.654456,70.1246,334.747,949.218695,-340.685,1454.65685966,161.055,351.189951074,313.805,5.6919326437,335.11,211.098110305,308,6.94902669175,1082.46846021,231.643224451,308,334.878671491,431.987657324,406.964444701
335.360816279,0.650027,70.2169,335.349,798.880651868,-341.327,2148.12902525,161.329,221.829153393,280.514,19.5085592552,335.677,197.295104744,309,6.74721163779,626.942793342,394.598509567,309,335.481941256,387.900331032,162.290000599
335.434183419,0.654283,70.2584,335.43,1034.54001787,-341.328,2535.24016248,161.692,398.219376013,280.726,98.4400565082,335.764,190.991287391,310,6.64031538119,786.233121468,591.169912479,310,335.575738521,406.562330738,265.465028203
335.650561489,0.718074,70.3762,335.632,923.23100293,-341.509,1791.98629748,162.034,125.752431819,316.837,10.6184872577,335.984,205.553390496,311,6.987255585,685.269281487,350.74571568,311,335.795076962,577.560264193,181.130180934
335.899322423,0.709663,70.5145,335.885,986.262797249,-341.802,2584.42214022,162.384,252.31827722,321.504,6.25835505382,336.262,195.091259139,312,6.96760920169,754.926710943,628.051543327,312,336.059525757,426.837893485,228.748380998
335.274419039,0.717064,70.6039,335.27,838.454736069,-341.196,2690.17259868,162.662,171.333900432,298.546,9.26040729103,335.655,177.719380401,313,6.81532898272,570.025748546,734.730363113,313,335.415848939,232.860555335,183.241773499
336.296735961,0.696086,70.7735,336.293,903.090792304,-342.097,1764.38651613,162.959,216.421564084,295.709,6.49918383153,336.673,211.155610286,314,6.74091947139,652.819307168,283.913414344,314,336.446152266,445.077905618,229.204364953
336.814788278,0.708521,70.8681,336.804,984.210644035,-342.502,1873.12417703,163.206,167.165008865,301.746,9.04269511558,337.135,206.291131559,315,6.85055545597,467.55558971,370.320647024,315,336.930516874,393.397654262,136.968374584
337.067767353,0.671784,70.9937,337.04,1006.23799477,-342.929,2222.77066666,163.484,284.350221195,340.842,5.50985624533,337.389,194.95597504,316,7.19486758968,647.366638171,513.794191955,316,337.229214712,109.80805746,236.507399281
337.990965453,0.679179,71.1111,338.007,1216.71154047,-343.913,3190.03691415,163.746,178.593105986,288.27,10.6249964659,338.343,208.899509187,317,6.67253637149,512.798037707,623.832727449,317,338.138733759,271.991591093,147.569469434
337.304784114,0.711784,71.2741,337.289,705.55356376,-343.206,1274.460499,163.975,158.518922349,325.152,6.89700921323,337.64,187.840396085,318,6.86258919184,756.153802344,364.067647009,318,337.449554909,146.632852677,234.675081277
337.87830825,0.682337,71.3804,337.855,1088.71090271,-343.719,1805.94509096,164.213,180.138019542,315.215,10.122033237,338.218,210.493975413,319,7.10863396124,557.500283383,338.870364699,319,337.986145966,438.534818498,187.338625147
337.934419854,0.685086,71.4631,337.932,891.013990885,-343.692,1541.04098833,164.434,75.3067932759,314.556,6.78872897087,338.242,224.800595415,320,6.85966449436,339.7059992,257.554223485,320,338.049067277,585.639428699,83.5197121945
338.569536059,0.7388,71.5621,338.571,659.883227595,-344.427,1312.29760423,164.637,146.170439882,307.996,9.1421949503,338.908,207.214631348,321,6.90841036054,911.494534131,246.559131034,321,338.691611631,160.332886711,261.724642084
337.791945339,0.702635,71.7149,337.773,1042.41395676,-343.664,1718.71583137,165.014,441.966549805,322.923,15.0479516607,338.166,215.622714296,322,7.08593468212,868.566165952,243.211271291,322,337.937889165,712.833682711,334.378628068
338.248949227,0.678931,71.7713,338.22,612.622472071,-344.197,1674.54023556,165.213,102.62126514,334.096,8.36512250104,338.552,199.739600655,323,7.12066775136,215.654257113,330.601235532,323,338.359759358,345.863372936,65.8865717253
338.384387613,0.71087,71.8797,338.389,545.157571855,-344.319,2023.08160694,165.58,226.486018878,315.395,6.87795747846,338.768,180.56544302,324,6.99068734898,452.566004242,358.228785338,324,338.525051834,274.381909842,167.066232473
338.894832782,0.675767,71.9621,338.89,808.573399948,-344.722,1814.96797151,165.829,153.211332459,315.087,13.0258852119,339.255,210.513683864,325,6.94062234366,350.964964738,318.582149446,325,339.023483958,108.069846261,111.90144585
338.997214536,0.728433,72.0665,338.991,431.700120193,-344.807,1947.5288188,166.074,163.36793183,345.125,11.6052837419,339.343,175.802389864,326,7.0459314384,992.629709695,268.198659118,326,339.107962892,117.956462568,240.606544495
339.022958626,0.727373,72.1769,339.013,745.738083191,-344.876,1572.51725244,166.315,203.548681453,312.79,8.11206256173,339.382,170.940342598,327,6.9278898642,612.509278719,459.062209144,327,339.157597584,114.87532707,191.672908137
339.61591287,0.728518,72.2826,339.617,651.943274244,-345.338,1792.57165997,166.58,351.751825845,324.487,92.4295983767,339.965,175.544908019,328,6.99849925475,731.10017431,404.726952228,328,339.737497433,103.78972025,212.423590415
340.236617264,0.694578,72.4085,340.233,1411.71384125,-345.802,2753.21355217,166.788,223.165581649,294.351,34.91903222,340.57,200.710176674,329,6.87413985354,438.686184792,622.237496969,329,340.371426564,122.331745895,125.484067232
339.161012464,0.719988,72.5495,339.14,667.484854446,-344.89,2128.43536724,167.036,252.316396323,297.577,10.4016024531,339.473,198.770355974,330,6.82125814425,1005.75870463,380.378658738,330,339.280604881,300.037421243,326.48840562
340.254790053,0.682206,72.6459,340.247,1672.0412018,-346.026,2983.91972686,167.3,159.206629126,316.273,7.2514236091,340.591,210.940696692,331,7.01452793915,513.319406049,648.316728665,331,340.367104237,777.231074701,161.453988233
340.463695498,0.677694,72.7593,340.467,1005.88852159,-346.474,2542.60654608,167.509,178.820099043,340.978,7.14353752067,340.773,218.250671044,332,7.10288205516,732.686401087,540.975580724,332,340.566648718,367.003542492,220.663683742
340.842143587,0.687924,72.8331,340.837,1612.75240664,-346.669,2810.49477377,167.8,243.302379104,291.531,8.52004316671,341.171,205.084808793,333,6.81920604281,719.749427634,766.236029224,333,340.935748046,448.578972074,232.341127085
340.829797321,0.65159,72.9801,340.818,2162.027159,-346.778,2900.2070238,168.09,230.895222194,318.41,9.75871723608,341.161,208.850885743,334,7.00243490385,863.912722025,709.995435411,334,340.952112265,415.57452735,279.578420565
341.851395657,0.721238,73.0825,341.835,1075.13541542,-347.663,2187.06006415,168.306,162.710999879,306.002,12.2807610772,342.143,201.322558416,335,6.96047023425,376.036534401,496.65327064,335,341.949088227,392.371871667,137.905240409
341.47463471,0.723963,73.2557,341.464,1047.95941826,-347.138,3037.67008498,168.573,204.807327512,307.096,7.36862671841,341.791,188.791685715,336,6.95463213804,598.469841934,828.394925899,336,341.592462927,384.244626769,210.959110896
342.061069116,0.655563,73.3206,342.058,1338.7801679,-347.927,2642.23916893,168.807,301.823527133,300.228,14.7742991905,342.387,206.552263253,337,6.94533351388,840.521565294,649.751255422,337,342.176116706,448.46533157,276.528800216
341.91596766,0.664009,73.3891,341.893,1194.63016089,-347.962,3028.40322215,169.045,158.106343771,320.507,7.46681612536,342.211,201.83266158,338,7.03652883192,792.381780646,846.297599161,338,342.00762893,296.301987819,214.869443604
342.152075707,0.683128,73.4906,342.151,993.673679561,-348.074,2908.97571199,169.313,192.993875046,300.683,8.26913778918,342.472,202.261765999,339,6.90440002344,686.918033409,723.164058915,339,342.279532909,288.664043261,251.825092167
342.478818088,0.681319,73.5932,342.469,936.510496948,-348.252,3170.19875209,169.64,231.383402466,327.626,5.66174056686,342.808,211.440631792,340,6.99484852777,519.09636377,616.6105839,340,342.603057399,300.530153329,158.918257151
343.169441938,0.66873,73.67,343.151,1081.8291956,-349.007,1588.13201781,169.893,222.915563738,324.409,8.54538777453,343.469,234.017110386,341,7.08607850118,790.820472358,339.621973926,341,343.274098303,344.058742976,249.281839776
342.628530614,0.696535,73.8174,342.617,1497.8166424,-348.557,2493.66870932,170.089,160.614536982,334.024,6.17997757463,342.979,217.99834465,342,7.09413795696,357.537186777,580.094523324,342,342.745560141,354.158538769,115.133749652
342.836110276,0.702465,73.96,342.822,763.475860043,-348.706,3074.6175644,170.326,201.519059045,316.706,8.06828346747,343.17,186.662786932,343,6.98404979334,652.981415984,608.570745608,343,342.943487063,151.323582724,210.490480384
343.340822387,0.686652,74.0526,343.349,1209.28396173,-349.388,2688.21107397,170.637,188.978964466,313.046,5.89352073711,343.682,225.518763906,344,7.09496012747,909.640368226,650.38173642,344,343.471981601,239.723819315,268.477836957
343.115454965,0.69828,74.1711,343.09,254.135766909,-349.305,1064.34934162,170.917,125.907651677,312.698,6.58640524833,343.427,125.586415168,345,6.93336567607,631.696505408,193.576893547,345,343.228623153,145.646988826,158.35355964
344.345875322,0.660422,74.3545,344.336,630.177671067,-350.331,2769.10985689,171.184,134.191009459,337.66,5.56946036025,344.68,173.233598685,346,7.20334120907,859.008535466,611.270919324,346,344.466478973,253.512534484,213.857761953
344.56127507,0.689177,74.417,344.55,953.93421351,-350.314,2095.84876648,171.471,233.451452748,327.153,8.03245643673,344.874,192.258954483,347,7.03945598928,1098.33813808,641.729307178,347,344.681650248,151.048123303,312.933028571
344.656313579,0.706071,74.4925,344.646,977.714947717,-350.545,1819.76348784,171.742,254.172821931,337.582,13.9535774328,344.928,212.487579901,348,7.11215358858,851.508599262,357.222551668,348,344.750401941,297.49153617,248.437014689
344.637978612,0.709827,74.6426,344.627,1160.21239093,-350.434,2652.57146629,171.997,158.658159106,333.143,9.1451117541,344.94,220.088732683,349,7.24636325519,425.422160989,522.241425722,349,344.739339341,286.226975559,154.66566379
344.921833635,0.688694,74.7197,344.919,1949.19730342,-350.742,3160.63886641,172.342,190.387759559,328.215,23.8218815332,345.199,227.455661406,350,7.24689828015,465.507255827,635.59059085,350,344.999857147,944.92303422,139.104801783
345.817440955,0.700529,74.8221,345.802,1325.77215431,-351.681,2367.94294662,172.64,318.16142392,325.911,17.4312265,346.126,230.948612085,351,7.10045125373,765.817857815,482.363264211,351,345.903134493,318.288816366,245.340535391
346.640437732,0.689376,74.9468,346.624,2142.77154878,-352.647,2579.26048596,172.941,181.711661987,297.947,6.97164705406,346.915,194.960066577,352,7.01265589534,791.418138865,513.682349041,352,346.711322594,1095.27438204,232.61894171
345.970717738,0.690202,75.0335,345.958,1973.75577386,-352.09,2510.24058452,173.294,228.176295901,333.401,16.9888039945,346.265,191.096436407,353,7.18559151688,664.410185686,680.881140375,353,346.048570184,509.370715963,187.092416837
346.1282798,0.697466,75.1345,346.121,2032.71232311,-352.318,2745.84290362,173.523,98.6352208772,337.987,6.70753870386,346.444,192.610720547,354,7.45568384485,355.233741658,616.865594053,354,346.208072304,607.128328172,115.090648861
346.82850795,0.685267,75.2281,346.808,1907.86203216,-352.902,3070.9917767,173.815,193.882051142,343.556,4.50663974714,347.092,215.778400711,355,7.26775995019,635.713964472,892.560828431,355,346.906709538,576.715450011,198.939926838
347.212946154,0.68751,75.3014,347.19,1663.55996174,-353.173,2301.84140459,174.026,160.399557861,329.101,7.42858904541,347.495,229.483634103,356,7.19986222678,494.929791775,409.710935494,356,347.324201145,956.666764235,164.778294735
348.065526636,0.70673,75.4093,348.054,1619.54679217,-354.165,3189.54802569,174.208,129.146148616,353.58,5.25710948206,348.365,189.631041115,357,7.287771871,381.919055578,863.700390494,357,348.150142022,469.177684655,111.410392785
347.859954566,0.686322,75.5238,347.85,1838.87841041,-353.846,2972.96327858,174.427,123.136345213,348.875,8.84857796583,348.142,212.352987332,358,7.2550220067,761.536949026,674.290190035,358,347.938941286,545.15489925,212.912582142
348.752382828,0.692477,75.6136,348.743,2777.90906619,-354.817,3083.86711768,174.756,315.857260517,320.568,8.43840344285,349.013,215.512811197,359,7.1612204032,932.742076325,491.904910441,359,348.83185551,1562.10694861,360.341331976
348.448141107,0.713002,75.7369,348.43,835.324134707,-354.55,3103.86785391,174.979,101.12615176,384.365,9.13265541827,348.77,200.836141801,360,7.43654786152,464.916398954,609.337985354,360,348.533904905,290.241765032,131.247456217
349.362815139,0.677197,75.844,349.354,974.741489145,-355.588,3268.7212939,175.222,79.7877898728,363.162,5.18318665367,349.643,190.210117595,361,7.37942156473,372.079685384,596.661754363,361,349.436659318,339.199124935,104.843798886
349.65056373,0.691305,75.9361,349.648,914.753278979,-355.835,2530.02061812,175.47,98.3516540345,366.829,5.84073880031,349.934,217.051784426,362,7.4124883122,592.1104196,492.531825213,362,349.726164419,394.881362507,160.63273009
350.060353664,0.693995,75.9994,350.024,1007.22703275,-356.321,2309.31868283,175.772,139.548968249,367.58,5.05768062662,350.315,209.869159358,363,7.47907487855,687.087679079,671.133089518,363,350.129329003,376.617578718,207.997882007
350.479415995,0.680076,76.0198,350.485,1921.09480801,-356.723,3147.2286366,176.059,135.563166322,321.816,4.58609044215,350.823,210.383373148,364,7.19294732679,637.652064708,851.17276558,364,350.563131567,328.269084521,160.782555264
351.580175055,0.683089,76.1704,351.571,1409.22786692,-357.78,2982.26321852,176.293,116.769775212,318.394,5.41000771777,351.859,213.702007509,365,7.12516405796,638.654605728,721.42919518,365,351.659270518,494.633502396,193.358412396
351.606991077,0.69832,76.2669,351.594,1028.35695317,-357.86,1701.84766834,176.604,79.5352314308,341.884,8.28327393828,351.888,222.867040506,366,7.23608848425,307.514969893,237.515884384,366,351.679848401,750.776686839,88.8661233118
351.790964495,0.685454,76.3308,351.763,890.128293163,-357.9,1717.87844834,176.939,89.1804940769,381.727,4.82771320836,352.041,217.425616041,367,7.47828364108,440.550116325,263.687652311,367,351.855926218,733.490541769,120.997529818
352.33312766,0.717292,76.417,352.345,1073.19079143,-358.671,3100.6918719,177.279,162.177846729,347.17,4.81806625533,352.678,221.1907234,368,7.33950845234,501.930522374,499.43283128,368,352.42757999,768.227967575,159.014759125
353.097376478,0.687602,76.5333,353.085,1657.71297478,-359.41,3155.42509755,177.529,187.81458231,383.159,6.37885946303,353.376,223.868606064,369,7.53466436319,563.184181052,630.719585421,369,353.166283937,639.320633374,159.116380793
353.723672958,0.639104,76.5806,353.714,1536.22873533,-359.964,2525.74567463,177.735,368.121662585,378.042,135.155148308,354.0,229.643997805,370,7.46135605229,938.107442155,410.017582416,370,353.784209792,1109.85369675,257.217357255
353.498033442,0.700637,76.7114,353.472,1579.31006397,-359.81,3174.18750962,178.034,185.751893341,364.457,5.8293840948,353.772,226.739120203,371,7.3886788502,581.522385242,853.522964408,371,353.576935536,720.525830058,177.590027621
353.797642422,0.721156,76.8351,353.781,1415.13732441,-360.205,2489.00737458,178.305,138.6100685,373.067,6.16247501327,354.116,214.170721749,372,7.50525482403,474.010391321,460.254644642,372,353.866932416,755.417637808,153.075146682
354.622365407,0.718219,76.9638,354.617,524.364563324,-360.771,3136.35456823,178.521,142.087614007,373.054,4.86608225495,354.937,162.637116993,373,7.57335243504,667.325995318,632.881803871,373,354.716869631,273.906886828,209.589960505
354.440507226,0.692508,77.0602,354.429,941.938790019,-360.65,1696.79043261,178.858,255.901258205,352.831,6.35419818306,354.77,218.403030538,374,7.43824034191,639.395256933,319.889608928,374,354.529227954,671.828735781,202.249193385
354.71090145,0.677221,77.1182,354.722,2012.36712226,-361.02,3379.70587557,179.046,257.860877585,354.016,5.0321343612,355.045,234.181998314,375,7.36581684632,863.36494792,606.130256575,375,354.818231757,1196.45596604,239.985056667
355.856133745,0.706624,77.1878,355.835,1677.11285145,-362.201,3429.82645493,179.32,164.688732701,374.696,4.19147182385,356.165,233.351126469,376,7.4293709473,850.17637847,599.34648663,376,355.963745579,1098.7551083,255.567950086
355.497751669,0.685623,77.3043,355.483,1545.14335652,-362.008,3425.18616391,179.523,121.88168224,388.645,3.96447361816,355.834,233.389472322,377,7.556077969,537.438645982,712.64186235,377,355.590758069,925.084204497,165.531193855
356.968407311,0.675339,77.3532,356.964,1071.24352523,-363.182,1692.24343905,179.753,127.939156083,354.975,5.24628017346,357.241,226.151065948,378,7.29837045068,684.80625042,234.497634182,378,357.042319944,517.772607753,197.177455647
357.584092362,0.706178,77.4214,357.572,1169.2636083,-363.968,3131.36907407,180.029,104.993897387,388.103,9.77101856203,357.885,205.518100943,379,7.5320211253,432.723448865,677.280374906,379,357.65549085,280.450525561,118.369926982
357.213222292,0.669994,77.5155,357.199,1977.70620931,-363.698,3284.25672843,180.231,196.268087197,385.789,5.50987620972,357.516,226.272000899,380,7.48956738591,954.149966343,775.048873027,380,357.299136261,243.159316604,279.76087285
