MinReturn,StdReturn,AverageReturn,AverageAbsQ,AverageAbsY,MaxEsReturn,AveragePolicySurr,MinEsReturn,AverageAction,AverageDiscountedReturn,AverageEsReturn,AverageQ,Epoch,Iteration,AverageAbsQYDiff,PolicyRegParamNorm,MaxReturn,QFunRegParamNorm,StdEsReturn,AverageY,AverageQLoss
-56.8944631015,1387.93263935,3884.30468736,36.8691,36.868866779,2797.80701847,-37.0595,2797.80701847,0.991074,352.566899082,2797.80701847,36.8691,1007,1007,0.313746291675,276.717,4699.05683739,197.767,0.0,36.868859916,1.4365
4219.23164449,161.291223813,4462.46577572,36.9773,36.9768201695,2789.53781515,-37.1667,2789.53781515,0.991623,359.755287248,2789.53781515,36.9773,1008,1008,0.345491652669,276.778,4773.59239235,197.876,0.0,36.9768142454,2.14446
568.177285432,1341.866954,2450.2332766,36.9275,36.9276181673,2848.43519958,-37.1266,2848.43519958,0.99614,302.343157683,2848.43519958,36.9275,1009,1009,0.312592048203,276.94,4220.1044791,197.927,0.0,36.9275988106,1.43953
201.808192029,1342.28785213,4194.22769015,36.9086,36.9075519082,2672.43279273,-37.0823,2672.43279273,0.992466,373.500703315,2672.43279273,36.9086,1010,1010,0.336780227505,276.944,4938.61073809,197.97,0.0,36.9075431687,1.8362
188.764125619,1463.58859734,3286.74945425,37.0142,37.0135319066,3006.18151385,-37.1876,3006.18151385,0.992567,338.227177174,3006.18151385,37.0142,1011,1011,0.296392958219,277.042,4538.49522014,198.048,0.0,37.0135096821,1.14151
403.346503945,1592.08341341,3133.52933282,37.114,37.1136516636,3100.61887653,-37.3044,3100.61887653,0.992559,380.572928247,3100.61887653,37.114,1012,1012,0.323982092477,277.142,4996.85025349,198.133,0.0,37.113642498,1.768
-153.689365164,1193.90360241,1289.95638865,37.141,37.1406643797,2557.99588432,-37.3368,2557.99588432,0.996759,231.278182931,2557.99588432,37.141,1013,1013,0.318539038206,277.349,2990.04083001,198.255,0.0,37.1406564148,1.65743
188.495375442,1470.14843867,3818.95662989,36.918,36.9174126372,2916.34884525,-37.0895,2916.34884525,0.990995,363.922508588,2916.34884525,36.9179,1014,1014,0.331563832081,277.419,4840.22478759,198.363,0.0,36.9173882171,1.80533
3846.34993353,282.45916003,4637.85307474,37.0577,37.0570786437,-317.860409601,-37.2333,-317.860409601,0.992789,377.07874976,-317.860409601,37.0577,1015,1015,0.29926835101,277.477,4901.84366857,198.412,0.0,37.0570654017,1.07372
236.057952465,1509.90280915,3877.81242625,37.0131,37.0117568741,2885.8341886,-37.1879,2885.8341886,0.991277,368.549197145,2885.8341886,37.0131,1016,1016,0.320236532356,277.614,5065.01299349,198.485,0.0,37.0117545902,1.62006
-199.830748948,1938.26742389,2328.92753246,37.0891,37.0892460849,3136.10094279,-37.2812,3136.10094279,0.993386,318.214617951,3136.10094279,37.0891,1017,1017,0.315008342231,277.795,4603.42646669,198.527,0.0,37.0892312625,1.47224
4577.60501372,172.601256286,4822.46851525,37.0689,37.0686837714,3064.63558384,-37.2404,3064.63558384,0.982637,387.259789079,3064.63558384,37.0689,1018,1018,0.304747136245,278.013,5184.32740488,198.597,0.0,37.0686731099,1.33893
4726.28199948,91.7349877913,4836.59868948,37.1355,37.1357918851,2728.37830815,-37.3141,2728.37830815,0.99197,373.015062036,2728.37830815,37.1355,1019,1019,0.315110883877,278.125,5020.21659924,198.647,0.0,37.1357754784,1.44322
238.883652351,1426.30543328,4484.98032554,37.2167,37.2164956358,2689.44585358,-37.3954,2689.44585358,0.992426,386.763929018,2689.44585358,37.2167,1020,1020,0.301445188126,278.28,5330.97733668,198.686,0.0,37.2164896982,1.15895
-156.73158925,1327.78888495,3676.77763685,37.2099,37.2083140634,1615.39783553,-37.3761,1615.39783553,0.992486,323.549287395,1615.39783553,37.2099,1021,1021,0.316524216564,278.307,4376.71262816,198.769,0.0,37.2082829269,1.46577
4671.26980224,86.5529290598,4796.75131628,37.3484,37.3490534212,2609.76871276,-37.5299,2609.76871276,0.989878,377.045122069,2609.76871276,37.3484,1022,1022,0.325372861371,278.404,5009.96367191,198.869,0.0,37.3490534212,1.72766
4315.40147495,248.710585445,4749.15131933,37.3462,37.3466504024,3027.03748792,-37.5263,3027.03748792,0.989805,374.518784355,3027.03748792,37.3462,1023,1023,0.322421563729,278.636,5077.09207234,198.889,0.0,37.3466479869,1.58152
2074.80366139,908.95633001,4614.68074582,37.3134,37.3124593491,2892.0377646,-37.4982,2892.0377646,0.989604,390.780630597,2892.0377646,37.3134,1024,1024,0.317115240095,278.796,5207.52587091,198.951,0.0,37.3124564123,1.57089
4359.26758296,113.001684807,4529.79355801,37.3063,37.3062196821,3028.46752431,-37.4937,3028.46752431,0.989067,358.38248781,3028.46752431,37.3059,1025,1025,0.306625522747,278.95,4704.40780433,199.022,0.0,37.3062075299,1.31079
1681.66490792,742.686679847,3173.18348378,37.2886,37.290694638,2864.97642417,-37.4724,2864.97642417,0.995516,294.328836515,2864.97642417,37.2886,1026,1026,0.342969295329,279.076,4052.18961501,199.146,0.0,37.2906895664,1.95244
-232.734344089,1622.40828854,2547.1472459,37.4315,37.4302685508,2817.04902467,-37.6088,2817.04902467,0.996108,296.445758989,2817.04902467,37.4315,1027,1027,0.306524107013,279.113,4125.94361312,199.156,0.0,37.4302632636,1.34325
30.0627306115,1272.30709583,2722.79887305,37.5366,37.5364262163,2917.04423218,-37.7033,2917.04423218,0.996625,330.518346847,2917.04423218,37.5366,1028,1028,0.305563783877,279.351,4231.48082536,199.252,0.0,37.5364241105,1.4635
4336.79524707,193.759063387,4661.78439864,37.4901,37.4900578055,2718.07159133,-37.6655,2718.07159133,0.992068,360.206146034,2718.07159133,37.4901,1029,1029,0.318460065769,279.357,4916.51910201,199.343,0.0,37.4900390345,1.58864
-202.452837225,1534.59825452,4379.19610741,37.549,37.5487185077,749.944872147,-37.7421,749.944872147,0.99145,371.557480196,749.944872147,37.5489,1030,1030,0.322165567188,279.541,5215.49779393,199.436,0.0,37.5487119677,1.64027
4357.47554264,183.044127112,4610.64931184,37.6396,37.6395288061,2645.78259008,-37.8189,2645.78259008,0.991016,352.087186041,2645.78259008,37.6396,1031,1031,0.296248603824,279.678,5001.78768217,199.474,0.0,37.6395041869,1.22967
942.437392794,1195.24693805,3214.55534769,37.6066,37.6066854524,2844.95019649,-37.7794,2844.95019649,0.996298,307.522282435,2844.95019649,37.6066,1032,1032,0.315419196016,279.854,4403.98405441,199.554,0.0,37.6066854524,1.53621
-107.863575475,1703.51670696,3893.97308369,37.6281,37.6295170015,2735.14766518,-37.8104,2735.14766518,0.994255,359.577962307,2735.14766518,37.6281,1033,1033,0.311836722229,280.022,5111.05242048,199.664,0.0,37.6295001945,1.41072
3873.39767461,283.33000063,4568.7756313,37.7227,37.7226654443,2847.43348458,-37.9125,2847.43348458,0.988373,371.586334885,2847.43348458,37.7227,1034,1034,0.331100310467,280.021,4980.55868827,199.727,0.0,37.722656264,1.68411
1573.62125591,1324.35947669,3323.53408072,37.7513,37.7512525069,2878.16139189,-37.9452,2878.16139189,0.993618,378.50576746,2878.16139189,37.7513,1035,1035,0.309417250024,280.208,5212.50133198,199.785,0.0,37.7512381731,1.54218
421.161342487,1582.41913362,3118.80170669,37.7587,37.7582018406,2725.10600259,-37.9443,2725.10600259,0.994192,346.228579963,2725.10600259,37.7587,1036,1036,0.298530447108,280.254,4728.18053171,199.814,0.0,37.7582018406,1.23495
423.704906359,1322.80368162,3006.2971176,37.8038,37.8033882826,3004.66980048,-37.9808,3004.66980048,0.99482,323.894325783,3004.66980048,37.8038,1037,1037,0.326887826689,280.358,4286.93195724,199.88,0.0,37.803382168,1.71131
4319.54723583,112.787721291,4495.9190352,37.805,37.8058280054,2926.08923329,-37.9847,2926.08923329,0.989585,355.721274461,2926.08923329,37.8048,1038,1038,0.336050792532,280.401,4694.35158562,199.981,0.0,37.8058242989,1.92323
202.300775967,1560.71513959,2990.28237785,37.9024,37.9000416602,-195.716343317,-38.0823,-195.716343317,0.995696,340.346001178,-195.716343317,37.9024,1039,1039,0.327003193622,280.51,4599.56037572,200.012,0.0,37.9000289836,1.80383
408.974391977,1064.94999504,3588.31515193,37.7268,37.7284912874,3105.1426811,-37.9051,3105.1426811,0.986242,316.825193274,3105.1426811,37.7268,1040,1040,0.327784043802,280.539,4131.7314135,200.138,0.0,37.7284826506,1.67934
32.4462884331,1632.26776783,1997.0004955,37.9805,37.9809406071,2719.84826947,-38.1681,2719.84826947,0.996565,333.460234675,2719.84826947,37.9805,1041,1041,0.307305382664,280.625,4370.51055048,200.179,0.0,37.9809343058,1.28117
-266.880710331,1706.71154745,2162.29514286,37.9676,37.967204452,3012.89406103,-38.1633,3012.89406103,0.997048,323.862437695,3012.89406103,37.9675,1042,1042,0.318080973637,280.728,4741.65852507,200.288,0.0,37.967203983,1.48961
-396.488268593,1734.83875789,3488.40518404,37.9592,37.9592152966,2626.34444366,-38.1423,2626.34444366,0.993424,328.09578106,2626.34444366,37.9592,1043,1043,0.319414802415,280.775,4750.53269063,200.329,0.0,37.9592104928,1.414
-483.838647369,2127.87792385,2515.14925716,37.9654,37.9666027719,2431.22328786,-38.1488,2431.22328786,0.994833,289.934847235,2431.22328786,37.9652,1044,1044,0.347441144554,280.87,4996.70478401,200.417,0.0,37.9665813621,2.07268
-2.06320056009,1552.27740654,1476.44645738,38.0583,38.0574197338,2506.8232165,-38.2582,2506.8232165,0.997526,278.586512517,2506.8232165,38.0583,1045,1045,0.337903395503,281.01,4198.92096162,200.499,0.0,38.0574090335,1.67171
3568.21674204,263.301581185,4159.49663908,38.1391,38.140009572,2846.14911621,-38.3124,2846.14911621,0.988383,345.201760415,2846.14911621,38.139,1046,1046,0.309822499869,280.97,4559.12234771,200.541,0.0,38.1400036471,1.13069
-291.822446595,1426.931623,3906.7165045,38.1308,38.1312343355,2909.22979457,-38.2998,2909.22979457,0.995175,330.26547116,2909.22979457,38.1308,1047,1047,0.344777250958,281.113,4649.51489127,200.668,0.0,38.1312157088,1.76648
4688.61349262,109.880891214,4890.75114473,38.1323,38.1323612971,2854.52440875,-38.3108,2854.52440875,0.994388,370.731991475,2854.52440875,38.1323,1048,1048,0.313944261321,281.255,5116.1555717,200.67,0.0,38.132359597,1.22005
541.373646252,1554.07750061,3743.31352241,38.2152,38.2148180638,1791.13093654,-38.4093,1791.13093654,0.996268,335.803971785,1791.13093654,38.2152,1049,1049,0.337847062371,281.374,4719.32485077,200.733,0.0,38.2148083933,1.79789
577.914033039,1048.36771425,3644.39641686,38.194,38.1946236182,3019.10565755,-38.3793,3019.10565755,0.995818,319.116302073,3019.10565755,38.194,1050,1050,0.345536071101,281.522,4321.54951926,200.804,0.0,38.1946201836,2.09508
-224.41279754,2044.64565922,2748.28163554,38.3119,38.3106304225,2944.4485378,-38.4994,2944.4485378,0.997005,327.32558258,2944.4485378,38.3119,1051,1051,0.318229980846,281.623,4988.97295822,200.861,0.0,38.3106261204,1.40661
3935.05099595,156.361355878,4236.80869274,38.3243,38.3249282469,2920.96770391,-38.52,2920.96770391,0.994092,340.679530847,2920.96770391,38.3242,1052,1052,0.337840398633,281.673,4502.82304582,200.917,0.0,38.3249085733,1.86229
2314.0759683,911.242479772,4091.92160272,38.1922,38.1913606617,2844.57175793,-38.3718,2844.57175793,0.995963,355.891990903,2844.57175793,38.1922,1053,1053,0.331072323054,281.718,4899.74154581,201.015,0.0,38.1913469975,1.84028
-295.730774236,1315.17086529,3546.65921755,38.3368,38.3371038877,2893.94095282,-38.5191,2893.94095282,0.995769,309.608419516,2893.94095282,38.3368,1054,1054,0.350782824282,281.863,4296.88177576,201.058,0.0,38.3370962703,2.22031
-218.234023553,1493.6170852,1243.36433861,38.3286,38.3298103488,2071.62355621,-38.5079,2071.62355621,0.998525,302.654255874,2071.62355621,38.3286,1055,1055,0.347277156934,281.913,4266.63300443,201.152,0.0,38.3298103488,2.16516
322.495108432,1819.07879003,3078.26640712,38.3445,38.3434226934,3256.16722847,-38.532,3256.16722847,0.99619,332.019568996,3256.16722847,38.3445,1056,1056,0.304049110678,281.923,4813.1971196,201.219,0.0,38.3434199413,1.37278
3671.31501364,263.458249796,4364.5884596,38.3924,38.3918318989,2955.65367642,-38.5806,2955.65367642,0.992381,353.857884637,2955.65367642,38.3924,1057,1057,0.341893513499,281.966,4757.44563242,201.284,0.0,38.3918313321,1.82071
3484.88061853,109.560489698,3690.04637327,38.446,38.4462575005,2840.16469395,-38.6234,2840.16469395,0.985622,294.874173226,2840.16469395,38.446,1058,1058,0.322359932997,282.174,3933.74394606,201.338,0.0,38.4462525581,1.60661
1478.02124703,746.519712705,3675.55207141,38.3132,38.3140431173,2608.18317559,-38.4717,2608.18317559,0.992781,300.451833089,2608.18317559,38.3132,1059,1059,0.347265343559,282.24,4199.0368391,201.473,0.0,38.3140431173,2.00031
11.4778069366,2070.44788917,2395.10909201,38.369,38.3684962019,2332.80317459,-38.5443,2332.80317459,0.997595,316.853215387,2332.80317459,38.369,1060,1060,0.324889497881,282.435,4730.85819957,201.497,0.0,38.3684859737,1.59783
-221.186764749,1803.35567003,3294.26350223,38.4366,38.4367671609,3111.99977496,-38.6162,3111.99977496,0.995897,344.004265563,3111.99977496,38.4366,1061,1061,0.317842783642,282.498,4985.71686906,201.567,0.0,38.4367671609,1.51914
-127.174448652,1620.08735379,3614.51961371,38.4266,38.4258260136,3153.94475778,-38.5968,3153.94475778,0.993827,358.436796602,3153.94475778,38.4266,1062,1062,0.318077780178,282.61,5059.09986536,201.641,0.0,38.4258152347,1.72574
-206.818602662,1691.67034827,2886.45702767,38.4255,38.4253024191,2988.81073603,-38.6004,2988.81073603,0.997569,326.713951887,2988.81073603,38.4254,1063,1063,0.312056837988,282.753,4408.7455506,201.713,0.0,38.4252876203,1.5685
2631.00941206,727.459183383,4422.99127913,38.4251,38.4255382131,2846.60634308,-38.6171,2846.60634308,0.995442,380.59043677,2846.60634308,38.4251,1064,1064,0.346273652127,282.821,5068.38065533,201.766,0.0,38.4255255492,2.05448
73.9765075678,1857.91363692,3054.74774985,38.5026,38.5014366736,3029.975402,-38.6886,3029.975402,0.997297,343.197541984,3029.975402,38.5026,1065,1065,0.328373926677,282.86,4908.39738272,201.871,0.0,38.5014275785,1.75107
164.521702454,1641.22288484,3639.43190451,38.5314,38.5308843626,2821.66888397,-38.7029,2821.66888397,0.995518,301.975520269,2821.66888397,38.5314,1066,1066,0.335350586341,282.912,4972.21376188,201.896,0.0,38.5308699252,1.66221
4334.76068237,120.758307197,4588.83778684,38.4379,38.4377273517,2499.92031375,-38.6026,2499.92031375,0.99396,364.134187548,2499.92031375,38.4379,1067,1067,0.3021640788,283.015,4760.60870123,201.998,0.0,38.4377212008,1.16933
1438.0782736,1387.24127835,3432.88282309,38.4826,38.4827687155,3081.23700513,-38.6569,3081.23700513,0.996498,378.757508873,3081.23700513,38.4826,1068,1068,0.337386245525,283.201,4875.50513581,202.028,0.0,38.4827628776,1.91649
1281.49080775,1234.9116776,4153.2977613,38.5391,38.5382298875,1722.07816419,-38.7227,1722.07816419,0.995151,395.935591578,1722.07816419,38.5391,1069,1069,0.34371598284,283.29,5236.1910235,202.17,0.0,38.5382230129,2.01005
4707.83823417,154.145240206,5084.28909421,38.5915,38.5891912953,2966.57101561,-38.7843,2966.57101561,0.992426,383.641736971,2966.57101561,38.591,1070,1070,0.319783029686,283.388,5311.46784242,202.227,0.0,38.5891663606,1.61766
884.010021537,1249.33843299,4293.08313758,38.5249,38.5254482838,2917.04773014,-38.7159,2917.04773014,0.992624,379.752395154,2917.04773014,38.5249,1071,1071,0.34012510574,283.553,5136.20093417,202.334,0.0,38.5254357455,2.00181
4557.17112768,132.995575176,4847.35407445,38.6164,38.6152466916,2795.47161844,-38.7986,2795.47161844,0.989893,381.715706122,2795.47161844,38.6164,1072,1072,0.316560304946,283.618,5014.41426812,202.404,0.0,38.6152277108,1.47809
2357.73382033,554.783587418,3989.01165755,38.6595,38.6598951902,2792.0031966,-38.8419,2792.0031966,0.985265,340.656861927,2792.0031966,38.6595,1073,1073,0.328813125016,283.695,4381.95914286,202.487,0.0,38.6598923107,1.71885
-332.225750877,1777.68518041,3027.82383809,38.6766,38.6760335943,2964.66788626,-38.8683,2964.66788626,0.988978,302.145622756,2964.66788626,38.6766,1074,1074,0.318552327608,283.689,4370.64632128,202.507,0.0,38.6760190381,1.495
-394.025232101,1556.40644776,1401.79335212,38.6573,38.6568683292,3166.15135022,-38.8407,3166.15135022,0.997541,258.612734521,3166.15135022,38.6573,1075,1075,0.321913271083,283.905,3934.96461012,202.534,0.0,38.6568656576,1.62
-425.358361269,1834.38626994,3838.20671819,38.7695,38.7695571201,2797.69905284,-38.956,2797.69905284,0.992775,356.907095119,2797.69905284,38.7695,1076,1076,0.306788782419,283.998,5219.89526875,202.581,0.0,38.7695566469,1.42068
3403.64865965,86.1469277903,3574.88902738,38.6946,38.6929038365,2900.93635607,-38.8924,2900.93635607,0.985704,291.336621799,2900.93635607,38.6946,1077,1077,0.315532695862,284.021,3738.24964924,202.733,0.0,38.6929020506,1.61433
-481.215004335,1784.44148316,4051.67699813,38.8468,38.8475769081,2882.22562583,-39.0357,2882.22562583,0.992156,349.553108143,2882.22562583,38.8468,1078,1078,0.332829633224,284.162,5269.16352917,202.778,0.0,38.8475710245,1.55335
2123.37492702,772.871648204,4398.18316749,38.8542,38.852881479,2536.53190879,-39.0503,2536.53190879,0.993638,338.792219509,2536.53190879,38.8542,1079,1079,0.333027990042,284.15,4964.99754196,202.891,0.0,38.8528660747,1.86384
1259.67379434,1310.60231417,4059.43684112,38.9787,38.9796700846,2930.65316423,-39.1754,2930.65316423,0.993118,374.288070355,2930.65316423,38.9787,1080,1080,0.321581455202,284.188,4916.458806,202.957,0.0,38.9796635983,1.51462
-203.528515605,1688.75726084,1549.24199181,38.9971,38.9969288175,2891.18899019,-39.1857,2891.18899019,0.995874,320.382954065,2891.18899019,38.9971,1081,1081,0.344350441995,284.344,4671.45851125,203.031,0.0,38.9969214805,2.10537
2827.38714765,631.284775404,4624.58819762,38.8509,38.8491490723,2874.57166995,-39.0554,2874.57166995,0.995494,380.466154692,2874.57166995,38.8509,1082,1082,0.356908289873,284.454,5198.8838978,203.089,0.0,38.8491224,2.21567
4139.79031624,103.510275145,4279.10991589,38.9717,38.9729268413,-221.951248332,-39.1597,-221.951248332,0.99171,344.435841953,-221.951248332,38.9706,1083,1083,0.344878720542,284.582,4464.38662374,203.2,0.0,38.972247168,1.85097
395.257955343,1721.35585111,4000.86074386,38.9788,38.979043473,2892.07043102,-39.1735,2892.07043102,0.992151,374.479014076,2892.07043102,38.9788,1084,1084,0.337385256672,284.644,5202.25052252,203.283,0.0,38.9790328462,1.81207
-340.495266956,1884.47223753,2008.09591409,39.0873,39.0867809273,2954.09301477,-39.2809,2954.09301477,0.995599,320.869439058,2954.09301477,39.0873,1085,1085,0.316031645466,284.711,4592.45695224,203.351,0.0,39.0867809273,1.28311
-353.155152931,1543.07949162,1381.17165166,39.1182,39.116008603,2978.35061595,-39.3013,2978.35061595,0.997104,304.943123238,2978.35061595,39.1182,1086,1086,0.343610885184,284.711,4355.01399846,203.46,0.0,39.1159979707,1.97997
-301.909827679,1732.29996609,2586.22849383,39.0111,39.011910113,2631.13319352,-39.1928,2631.13319352,0.99743,344.930217287,2631.13319352,39.0111,1087,1087,0.338285624776,284.843,4400.72625806,203.475,0.0,39.0119006323,1.61257
-43.821965695,1675.54050384,2269.83828144,39.1345,39.1334340342,2841.94148688,-39.321,2841.94148688,0.99729,366.054330847,2841.94148688,39.1345,1088,1088,0.328698672168,284.891,4866.43414206,203.465,0.0,39.1334111396,1.52586
702.055343636,1605.51745118,3973.65357524,39.1488,39.1479486029,3011.06224489,-39.3275,3011.06224489,0.996137,372.636869975,3011.06224489,39.1488,1089,1089,0.336975802602,284.937,5203.72281796,203.498,0.0,39.1479405223,1.70779
4306.4170818,77.7030488511,4437.94654525,39.1726,39.1730037422,3042.89004674,-39.3553,3042.89004674,0.994175,349.464436983,3042.89004674,39.1725,1090,1090,0.332718661426,285.005,4616.47364463,203.56,0.0,39.1723788606,1.68404
1075.01340595,1207.77627454,4201.50717349,39.2127,39.211927762,2943.23495174,-39.4132,2943.23495174,0.994276,371.782674224,2943.23495174,39.2127,1091,1091,0.34182424006,285.172,4978.12779389,203.656,0.0,39.2118473518,1.93956
1288.9268363,1058.77326076,4429.67760985,39.302,39.3010567923,2833.09509237,-39.4898,2833.09509237,0.996161,380.961072595,2833.09509237,39.302,1092,1092,0.319514111318,285.218,5045.069862,203.693,0.0,39.3010557115,1.50072
4689.31776521,165.759871242,4975.47407495,39.2414,39.2407736479,2807.70173588,-39.4224,2807.70173588,0.992488,385.034895199,2807.70173588,39.2411,1093,1093,0.341425035214,285.347,5235.62088112,203.792,0.0,39.240771512,1.78247
-46.9338008835,1785.14001326,3635.01538265,39.3244,39.323858383,2724.12237601,-39.5198,2724.12237601,0.995122,342.072077458,2724.12237601,39.3244,1094,1094,0.33797217075,285.476,4679.4316092,203.886,0.0,39.3238523828,1.72767
2282.36220643,752.293664425,4446.3228372,39.2003,39.1995319758,3088.86283005,-39.3729,3088.86283005,0.995548,381.583980718,3088.86283005,39.2003,1095,1095,0.326678112897,285.559,4976.16737511,203.941,0.0,39.1994070873,1.76331
400.444649893,1257.11694245,3935.90146198,39.26,39.2602651811,3113.28617703,-39.4375,3113.28617703,0.996216,340.793234472,3113.28617703,39.26,1096,1096,0.340995321962,285.67,4736.79397025,204.057,0.0,39.260258642,1.91947
2906.69120821,562.189761499,4536.12897631,39.3364,39.3347453948,2823.136152,-39.5183,2823.136152,0.994766,359.019630727,2823.136152,39.3353,1097,1097,0.299455423444,285.703,4984.32333786,204.116,0.0,39.3338386315,1.27156
4709.7123889,115.375515282,4903.84121873,39.3856,39.384896846,2839.2481269,-39.5725,2839.2481269,0.994187,379.549429779,2839.2481269,39.3838,1098,1098,0.336635557437,285.694,5115.15922378,204.194,0.0,39.383192293,1.89767
2113.58100507,789.178163156,4387.44823049,39.3382,39.3385035485,2948.03105951,-39.5281,2948.03105951,0.993973,364.863670093,2948.03105951,39.3376,1099,1099,0.337546660428,285.806,4989.68946818,204.263,0.0,39.3370154625,1.75841
4677.00847048,142.432201482,4868.49336226,39.2839,39.2833646013,2759.37863336,-39.4746,2759.37863336,0.991687,380.858760276,2759.37863336,39.2819,1100,1100,0.350586890831,285.898,5094.23508134,204.336,0.0,39.2813903747,2.01522
-95.9636336529,2233.62719741,3129.36539054,39.3507,39.3496218364,3000.74373086,-39.5223,3000.74373086,0.994729,366.196341947,3000.74373086,39.3496,1101,1101,0.338829810831,285.986,5314.73281506,204.415,0.0,39.3487111967,1.80975
3830.21631945,59.403557369,3911.98163376,39.3238,39.3219768304,2954.55692602,-39.5081,2954.55692602,0.990265,327.783701652,2954.55692602,39.3217,1102,1102,0.350555959388,285.9,4031.80027871,204.449,0.0,39.3209536693,2.24648
4452.84967591,99.3138100435,4615.63429364,39.3353,39.336312304,2965.33845163,-39.534,2965.33845163,0.984356,365.541816061,2965.33845163,39.3353,1103,1103,0.323489054704,285.949,4746.73068086,204.499,0.0,39.3363109459,1.51854
4703.0513851,114.551542631,4861.93479853,39.442,39.4427467471,2615.86117109,-39.6296,2615.86117109,0.991067,386.06350062,2615.86117109,39.4416,1104,1104,0.339144346724,286.138,5024.36501565,204.606,0.0,39.441941606,1.76249
502.826302836,1759.4437338,3653.88251871,39.4083,39.4053753123,2906.16759251,-39.6042,2906.16759251,0.994691,364.124715917,2906.16759251,39.4083,1105,1105,0.298878664081,286.191,4958.35639763,204.685,0.0,39.4053713526,1.16606
-140.42406533,1507.65561033,2727.51580776,39.4644,39.4643457156,2836.15157636,-39.6529,2836.15157636,0.99513,266.418528605,2836.15157636,39.4643,1106,1106,0.337562117289,286.288,4305.48465269,204.815,0.0,39.4643428361,1.75421
1079.58578832,1335.07113979,3477.56817697,39.5148,39.5118602139,2817.64930674,-39.6965,2817.64930674,0.99553,363.515167741,2817.64930674,39.5142,1107,1107,0.336563474367,286.369,4956.95998412,204.892,0.0,39.5118217349,1.61972
1523.75472244,924.992432116,4105.49198058,39.4748,39.4738442345,2682.24019146,-39.6665,2682.24019146,0.995691,365.948173463,2682.24019146,39.4748,1108,1108,0.365935486958,286.469,4944.26950523,204.962,0.0,39.473822603,2.38219
174.111860086,1529.61680654,2440.43078644,39.4508,39.4497154791,2941.30749339,-39.647,2941.30749339,0.997463,310.976889447,2941.30749339,39.4506,1109,1109,0.359451154938,286.559,4204.34624161,205.038,0.0,39.4495701057,2.16066
4643.65323829,107.168970441,4767.40953748,39.4355,39.4344845615,2661.78354095,-39.6268,2661.78354095,0.992122,363.061235358,2661.78354095,39.4345,1110,1110,0.314958021733,286.64,4950.78869669,205.107,0.0,39.4338779622,1.41838
2402.77591709,643.057956788,4279.42592035,39.4161,39.4143303813,2759.54989509,-39.6007,2759.54989509,0.99241,348.411675282,2759.54989509,39.4161,1111,1111,0.346172276965,286.68,4768.37619521,205.216,0.0,39.4143303813,2.089
498.535330776,1558.99905123,4109.67073609,39.5028,39.5026017464,2808.75596618,-39.6936,2808.75596618,0.989901,384.226633242,2808.75596618,39.5028,1112,1112,0.343912546513,286.737,5153.88644949,205.289,0.0,39.5026003883,1.94772
-108.077539478,670.550345811,564.358245447,39.5067,39.5059101351,2787.82190161,-39.6876,2787.82190161,0.998422,242.130905645,2787.82190161,39.5063,1113,1113,0.342997154612,287.004,1849.00384192,205.395,0.0,39.5055475947,1.77042
4870.30711124,94.6899923495,4988.5409965,39.5639,39.5624170266,2313.60557332,-39.7536,2313.60557332,0.990986,392.295165636,2313.60557332,39.5639,1114,1114,0.354597327888,287.121,5144.31614842,205.523,0.0,39.5624140656,1.91589
4573.58747289,128.991597405,4763.32757061,39.5757,39.5764909431,3103.31241725,-39.752,3103.31241725,0.992523,383.696437405,3103.31241725,39.5757,1115,1115,0.351556572317,287.255,4969.17128936,205.591,0.0,39.5764811784,1.99624
4432.70058141,162.156928628,4761.6725909,39.5679,39.5662908453,2972.08338353,-39.7541,2972.08338353,0.991953,385.167142817,2972.08338353,39.5679,1116,1116,0.330345691454,287.357,4996.27504916,205.649,0.0,39.5662908453,1.73868
-133.984635291,1460.11118993,4244.10013387,39.6606,39.6590167554,2713.05179609,-39.8471,2713.05179609,0.991307,363.169705745,2713.05179609,39.6606,1117,1117,0.340412843056,287.461,4788.0815606,205.698,0.0,39.6589864957,1.93255
121.602724625,1837.73676683,3031.95067784,39.5817,39.5806504295,635.527541035,-39.772,635.527541035,0.994666,353.545159507,635.527541035,39.5816,1118,1118,0.335364848218,287.605,4996.35744746,205.817,0.0,39.5804142502,1.74606
4822.25158098,125.802451593,5075.38730331,39.6853,39.6844364349,2825.76274566,-39.8797,2825.76274566,0.992307,407.877110909,2825.76274566,39.6853,1119,1119,0.306392102625,287.735,5269.3414138,205.883,0.0,39.684428067,1.11128
4666.8173614,129.41920422,4891.61695228,39.6247,39.6237642681,2842.71131738,-39.8185,2842.71131738,0.990595,387.827613382,2842.71131738,39.6247,1120,1120,0.344452912715,287.778,5084.77744174,205.975,0.0,39.6237446679,2.03669
576.913854572,1311.98977241,3789.27394792,39.6399,39.6378681122,2958.42838263,-39.8172,2958.42838263,0.993086,341.115772824,2958.42838263,39.6399,1121,1121,0.340344681702,287.966,4839.49242486,206.06,0.0,39.6378459276,2.14311
228.456914031,1359.98448976,4097.71959526,39.7051,39.7033903683,2706.21744524,-39.8936,2706.21744524,0.994869,342.355368883,2706.21744524,39.7051,1122,1122,0.334922007029,288.081,4859.62245332,206.061,0.0,39.703382751,1.9569
