MinReturn,StdReturn,AverageReturn,AverageAbsQ,AverageAbsY,MaxEsReturn,AveragePolicySurr,MinEsReturn,AverageAction,AverageDiscountedReturn,AverageEsReturn,AverageQ,Epoch,Iteration,AverageAbsQYDiff,PolicyRegParamNorm,MaxReturn,QFunRegParamNorm,StdEsReturn,AverageY,AverageQLoss
558.967043411,47.1357472145,638.296542386,0.599914,0.600846614183,366.195582979,-0.688466,366.195582979,0.728717,52.9164916654,366.195582979,0.599048,33,33,0.0523524144855,58.1277,711.123518926,42.0079,0.0,0.59957105143,0.00573849
254.525999793,49.2453398845,355.60533945,0.680784,0.68150367418,423.760743407,-0.768627,423.760743407,0.765168,44.3506951605,423.760743407,0.680292,34,34,0.054397067072,59.109,431.956276451,42.867,0.0,0.68082523551,0.0061934
623.725840868,48.2850992338,718.019515018,0.754099,0.754614964147,411.351737594,-0.838501,411.351737594,0.679205,65.1013321465,411.351737594,0.753804,35,35,0.0531809182349,59.9219,776.834738515,43.6178,0.0,0.754282633749,0.00573182
474.996565835,31.8528048786,509.331836972,0.830005,0.830729593118,415.363558158,-0.914823,415.363558158,0.720324,55.4103280524,415.363558158,0.829913,36,36,0.0549105482833,60.7197,565.560941416,44.4026,0.0,0.830525847197,0.00646983
469.992871972,40.1675525359,566.67856571,0.908183,0.908789170844,379.222303757,-0.987334,379.222303757,0.724354,45.7067124117,379.222303757,0.908113,37,37,0.0559381687578,61.6153,609.90359348,45.1808,0.0,0.908658760664,0.00682039
353.576224877,70.0135199385,527.494738633,0.973251,0.973824678266,429.04007643,-1.04652,429.04007643,0.686614,39.7254346203,429.04007643,0.973223,38,38,0.0564999295744,62.3686,629.83650859,45.8949,0.0,0.973719777822,0.0069816
633.838468464,38.251644558,725.263048497,1.03925,1.03979588022,470.391850174,-1.11425,470.391850174,0.711569,64.8404178306,470.391850174,1.03925,39,39,0.0554602308528,63.1971,769.396264103,46.5853,0.0,1.03975055584,0.00673768
628.98457253,46.2011336379,707.77523175,1.10566,1.10618225582,473.652477197,-1.18208,473.652477197,0.726134,59.7931670892,473.652477197,1.10565,40,40,0.0561037330457,64.1852,793.71263342,47.2756,0.0,1.10612507587,0.00686218
244.482306925,154.387558369,619.371050813,1.1752,1.17583199309,473.187632073,-1.25009,473.187632073,0.742768,48.3937359299,473.187632073,1.1752,41,41,0.0577918473088,65.0154,742.647926635,47.9597,0.0,1.1757729087,0.00755046
-590.589511835,362.803290014,-426.605430274,1.24094,1.24161563106,350.915292746,-1.32024,350.915292746,0.957123,-33.2177590566,350.915292746,1.24093,42,42,0.0580991192604,65.7124,653.082164537,48.542,0.0,1.24158982548,0.00751507
-310.192677051,249.032222745,397.940542323,1.31555,1.31612069673,498.214612396,-1.39725,498.214612396,0.864946,21.445441025,498.214612396,1.31555,43,43,0.0596014276947,66.4831,594.448725917,49.2606,0.0,1.316043075,0.00809107
-517.471961602,488.188635952,121.673699731,1.40416,1.40487016839,476.743934314,-1.48159,476.743934314,0.733723,3.13224630222,476.743934314,1.40416,44,44,0.0622678566516,67.2459,664.454751331,49.9274,0.0,1.40484825775,0.00886772
-368.817753037,351.742252515,264.87161486,1.4818,1.48243804237,228.763918786,-1.56253,228.763918786,0.777597,5.4173169186,228.763918786,1.4818,45,45,0.0630073564821,67.9528,676.450095945,50.5659,0.0,1.48234922728,0.00979828
92.3764304219,165.371045054,540.101415814,1.55712,1.55784727467,357.542949053,-1.64031,357.542949053,0.858517,44.4840276174,357.542949053,1.55712,46,46,0.0634197062021,68.5928,710.842040851,51.2314,0.0,1.55777745595,0.00995277
-229.090809427,317.169619323,516.033510988,1.6445,1.64530094902,312.381035912,-1.72696,312.381035912,0.743071,50.4468713808,312.381035912,1.6445,47,47,0.0650252643996,69.3163,745.395845964,51.8359,0.0,1.64521214801,0.0116027
-585.014187704,425.114596638,502.021184898,1.72481,1.72563471889,441.645186249,-1.80673,441.645186249,0.742865,55.1411100431,441.645186249,1.72481,48,48,0.0648630170909,70.0614,792.878298696,52.3869,0.0,1.72559846311,0.0102921
538.664390228,75.2383699953,718.637545314,1.80662,1.80740089716,498.761393983,-1.88756,498.761393983,0.763792,51.9415436512,498.761393983,1.80662,49,49,0.0641198798516,70.8203,815.156341751,52.9559,0.0,1.80733336919,0.010882
617.673013921,47.7724441915,681.563232477,1.87754,1.87820104822,564.892638425,-1.95774,564.892638425,0.825551,46.7688472345,564.892638425,1.87754,50,50,0.0643645661293,71.558,767.430197229,53.5716,0.0,1.87815353809,0.0109914
676.890895895,74.5302277857,863.677995626,1.94874,1.94943569567,514.196831126,-2.02709,514.196831126,0.771581,50.2895673103,514.196831126,1.94874,51,51,0.0654812373411,72.2428,943.805645217,54.1157,0.0,1.94935886211,0.011426
-168.395796225,308.215408154,585.663222172,2.02068,2.02134526373,541.211744158,-2.09993,541.211744158,0.770952,28.0038214782,541.211744158,2.02068,52,52,0.066758515783,72.9246,814.202305898,54.7453,0.0,2.02126173693,0.0130373
154.89528755,145.394479332,487.241564262,2.09445,2.0953071334,541.079609598,-2.17225,541.079609598,0.845597,36.5550325319,541.079609598,2.09445,53,53,0.0668885730676,73.5291,649.900950058,55.233,0.0,2.09527106071,0.0116428
-27.7831220623,239.274067247,570.502484534,2.18811,2.18875721638,636.677515098,-2.27334,636.677515098,0.820455,39.3657946811,636.677515098,2.18811,54,54,0.0672357151657,74.2039,881.903608852,55.8401,0.0,2.18871906134,0.0121966
527.810364555,86.2259873227,751.511631287,2.27616,2.27694155369,682.306799659,-2.36042,682.306799659,0.790572,85.0630009612,682.306799659,2.27616,55,55,0.0701943730268,74.8023,860.893220061,56.401,0.0,2.27687584135,0.0135645
82.9879456301,306.924857459,778.706819462,2.35902,2.35971582547,455.313986323,-2.44251,455.313986323,0.768392,43.4353155541,455.313986323,2.35902,56,56,0.0699618373556,75.5568,1031.18954212,56.9146,0.0,2.35966170071,0.0131334
315.373134864,226.533705001,816.523986697,2.43327,2.43402537234,565.183615333,-2.51254,565.183615333,0.788064,81.059976731,565.183615333,2.43327,57,57,0.0701571721726,76.1513,1109.52766278,57.4584,0.0,2.43399715464,0.0128361
-2.04970737466,282.377459729,578.730722563,2.51503,2.51566469536,664.99759522,-2.59891,664.99759522,0.73051,49.1861713111,664.99759522,2.51503,58,58,0.0733056423781,76.8651,879.063663197,58.0009,0.0,2.51559608226,0.0161705
975.971254161,91.7809457657,1097.79562656,2.60173,2.60249049017,584.206812364,-2.68397,584.206812364,0.855873,92.8762335776,584.206812364,2.60173,59,59,0.073743197312,77.4376,1236.47213313,58.5959,0.0,2.60243951676,0.0157307
-117.970045092,311.354061646,516.262782734,2.68813,2.68898598323,640.970218188,-2.77178,640.970218188,0.812456,57.9743220918,640.970218188,2.68813,60,60,0.0763405583374,78.0512,888.711115415,59.1394,0.0,2.68893379012,0.0174304
-92.4520927496,249.852948191,620.06959259,2.76621,2.76691994775,538.396164382,-2.84853,538.396164382,0.736139,31.3733397739,538.396164382,2.76621,61,61,0.078335899697,78.7259,821.641614229,59.7056,0.0,2.76687365637,0.0187189
79.7504587906,373.351727175,795.150828654,2.85546,2.85611979621,784.184164646,-2.94257,784.184164646,0.751864,95.6875526728,784.184164646,2.85546,62,62,0.0761930119421,79.2856,1185.41882092,60.2167,0.0,2.85606946926,0.0165084
693.933833961,59.6898614105,839.102966149,2.92433,2.9251459482,571.062241805,-3.01125,571.062241805,0.786066,84.085930516,571.062241805,2.92433,63,63,0.0773992749305,79.9995,910.300964921,60.6855,0.0,2.92509808753,0.0180623
793.421947583,94.3743695554,957.423289984,3.02083,3.02166655364,675.657106222,-3.10429,675.657106222,0.809291,82.4558677149,675.657106222,3.02083,64,64,0.0803834763309,80.6097,1150.42888955,61.2235,0.0,3.02159060956,0.0201523
803.986655739,105.790323155,948.25888401,3.10153,3.10245683145,736.055021131,-3.18744,736.055021131,0.832336,112.847669037,736.055021131,3.10153,65,65,0.0799083014282,81.2049,1129.98138526,61.7474,0.0,3.10241204337,0.0200043
786.430595456,321.646934981,1114.59929889,3.18138,3.18207044559,862.319203134,-3.26884,862.319203134,0.856048,135.399865122,862.319203134,3.18138,66,66,0.0799929365885,81.8,1678.29086942,62.2862,0.0,3.18202031841,0.0198356
853.030570133,59.1764466601,958.919233532,3.28079,3.28143970252,501.288447981,-3.37214,501.288447981,0.811718,91.9781316004,501.288447981,3.28077,67,67,0.0826818317921,82.4015,1069.58818743,62.8033,0.0,3.28135251164,0.0220108
430.20014206,267.207712321,660.384072932,3.38465,3.38539631234,1173.21507348,-3.47587,1173.21507348,0.834786,101.543057867,1173.21507348,3.38465,68,68,0.0837931317964,82.9977,1423.76820784,63.2092,0.0,3.38536142027,0.022768
533.81195557,130.159528268,752.180988424,3.47791,3.47875626331,822.602460108,-3.56481,822.602460108,0.877549,96.5383153603,822.602460108,3.47791,69,69,0.0880035446354,83.491,973.581734408,63.7314,0.0,3.4787100195,0.0270264
588.988656247,242.638976197,962.767653876,3.55095,3.5517139479,623.989591098,-3.64218,623.989591098,0.863325,121.335020225,623.989591098,3.55083,70,70,0.086212609764,84.1357,1377.21992203,64.2341,0.0,3.55166191317,0.0235748
598.722886258,175.749561873,786.213277455,3.63077,3.63139960233,767.35871456,-3.72289,767.35871456,0.873669,93.2049014019,767.35871456,3.63077,71,71,0.0870752995884,84.775,1110.08457932,64.697,0.0,3.63133576341,0.0266162
922.215729689,130.609003549,1059.49856629,3.71407,3.71510175377,777.069972241,-3.80825,777.069972241,0.851755,124.068297871,777.069972241,3.71407,72,72,0.0899387416266,85.3538,1328.78789978,65.2007,0.0,3.71504267962,0.0267121
444.071743356,117.250663721,688.152218432,3.81411,3.81499219772,663.397868759,-3.90972,663.397868759,0.839347,96.7245957229,663.397868759,3.81411,73,73,0.0915753981396,86.0213,884.700895793,65.68,0.0,3.81495915921,0.0295968
501.359277111,135.790640525,727.815941417,3.91169,3.91256299336,970.843999873,-4.00533,970.843999873,0.871472,103.874134058,970.843999873,3.91169,74,74,0.0923464403958,86.6053,943.476954536,66.132,0.0,3.91251279103,0.0279022
794.520042273,315.664691236,1092.5138412,4.02411,4.02493046001,1055.37625362,-4.12083,1055.37625362,0.858665,144.746221525,1055.37625362,4.02406,75,75,0.0939782689497,87.1813,1738.6637404,66.5955,0.0,4.02487529288,0.0291612
602.735504443,550.650097633,1234.118881,4.12941,4.13016322811,1185.84140577,-4.22827,1185.84140577,0.884421,151.261560656,1185.84140577,4.12941,76,76,0.0943690156854,87.7169,2209.83174593,67.0408,0.0,4.13011746429,0.0297541
874.827402095,233.871403777,1211.96232674,4.24118,4.24224917051,1111.1197321,-4.34121,1111.1197321,0.853427,159.952444903,1111.1197321,4.24118,77,77,0.0955498128024,88.17,1656.82429217,67.5131,0.0,4.24221098558,0.0298739
481.441099729,536.640948742,1372.31118541,4.33681,4.33761354483,1136.29449763,-4.4362,1136.29449763,0.905928,136.835930689,1136.29449763,4.33681,78,78,0.0984038287354,88.7169,1947.38371156,68.0095,0.0,4.33751865715,0.0304295
670.62103837,203.414919611,855.033595964,4.44971,4.45073541559,713.796124863,-4.54877,713.796124863,0.885357,110.922848902,713.796124863,4.44971,79,79,0.102248433099,89.2771,1333.22178095,68.539,0.0,4.45064583459,0.0368797
498.231080297,159.807230542,898.421019274,4.53309,4.53407903451,1146.1006558,-4.6385,1146.1006558,0.876193,121.585914093,1146.1006558,4.53309,80,80,0.102363396895,89.903,1071.92253263,68.9439,0.0,4.5340055135,0.0379251
692.383840185,307.282799271,1014.15516373,4.63403,4.63485476056,759.073535998,-4.73761,759.073535998,0.901607,129.437228567,759.073535998,4.63403,81,81,0.102042786235,90.5212,1547.02366621,69.3915,0.0,4.63477563523,0.0369328
666.831343421,213.450126084,864.858057646,4.75126,4.75231847765,966.507067062,-4.85398,966.507067062,0.88043,115.476245798,966.507067062,4.75126,82,82,0.103918619009,91.1082,1479.27521812,69.8316,0.0,4.75228832839,0.0363683
312.893688716,240.956072874,639.602909609,4.87298,4.87382130841,1259.67494293,-4.97703,1259.67494293,0.861505,125.628829975,1259.67494293,4.87298,83,83,0.107531821855,91.6724,967.58276114,70.2502,0.0,4.87373064379,0.0427585
584.459956526,89.8028170831,770.31588474,4.9671,4.96826844653,1016.71972475,-5.07087,1016.71972475,0.880458,87.486679542,1016.71972475,4.9671,84,84,0.105624555339,92.1058,925.627624641,70.716,0.0,4.96820150625,0.0373662
748.806815294,466.234573386,1204.42387873,5.03645,5.03738693866,879.994438838,-5.13859,879.994438838,0.911204,113.406011056,879.994438838,5.03645,85,85,0.107123309661,92.5142,1847.11027841,71.1573,0.0,5.03734722715,0.0386915
552.230258637,225.81402159,773.835330013,5.13849,5.1394731633,652.475277302,-5.23973,652.475277302,0.897474,109.694978825,652.475277302,5.13849,86,86,0.111254346878,93.1229,1298.8338304,71.6058,0.0,5.13939596635,0.0480489
947.649568837,353.762912263,1275.60524394,5.23287,5.2340834952,822.278349414,-5.33546,822.278349414,0.90269,168.180270298,822.278349414,5.23287,87,87,0.110178744655,93.5845,2052.62152724,72.0332,0.0,5.23404215106,0.0441331
877.147273717,153.440411521,1079.42065146,5.31392,5.31491864396,753.666930707,-5.41875,753.666930707,0.882466,146.334113939,753.666930707,5.31392,88,88,0.110252663596,94.0642,1444.88581964,72.4475,0.0,5.31488495518,0.043183
855.160662775,241.757836955,1066.55273472,5.38382,5.38506837642,667.648184402,-5.48794,667.648184402,0.886277,121.774297087,667.648184402,5.38382,89,89,0.113803943983,94.527,1700.10688034,72.8958,0.0,5.38500277732,0.048857
808.808099285,209.390632408,1043.02476255,5.49569,5.49675584749,784.015374816,-5.60059,784.015374816,0.890814,118.296625446,784.015374816,5.49569,90,90,0.113865687441,95.074,1459.52238285,73.2999,0.0,5.49671199772,0.0488692
566.429319751,562.448108929,1222.68286627,5.58048,5.58145550963,714.153183239,-5.68573,714.153183239,0.89499,166.225012351,714.153183239,5.58042,91,91,0.113983659912,95.537,2523.5250825,73.6982,0.0,5.58141639738,0.0490774
624.211299004,686.471841442,2005.50170023,5.69426,5.69541233443,1385.57392587,-5.79649,1385.57392587,0.941787,179.638402481,1385.57392587,5.69426,92,92,0.125780729805,96.1945,2435.44583988,74.1696,0.0,5.69535622894,0.0627653
2049.22681136,78.3522963144,2176.09092222,5.81221,5.81362720986,594.798240634,-5.92012,594.798240634,0.936161,182.296785482,594.798240634,5.81221,93,93,0.12119822729,96.6312,2320.19454866,74.55,0.0,5.81355018896,0.0538435
1814.08760283,225.207243138,2313.79355996,5.92997,5.93119933481,1343.37866698,-6.03402,1343.37866698,0.937682,206.360322753,1343.37866698,5.92997,94,94,0.116843003619,97.0149,2502.45597292,74.8726,0.0,5.93116220204,0.0483348
-15.7647250935,294.195026657,661.537335883,6.05951,6.06041726891,1042.76219478,-6.16517,1042.76219478,0.88894,73.2131157543,1042.76219478,6.05951,95,95,0.119489020199,97.5393,872.067334992,75.2993,0.0,6.0603715432,0.0542163
93.0718516616,795.65018831,1290.02335694,6.1922,6.19370932008,1899.98500625,-6.29958,1899.98500625,0.899634,191.762152204,1899.98500625,6.1922,96,96,0.122555513894,98.0494,2701.53333372,75.7465,0.0,6.19364855723,0.0590693
-32.3747980758,911.055272483,1135.63246761,6.25726,6.25849185065,484.709370201,-6.36633,484.709370201,0.880591,142.975653003,484.709370201,6.25726,97,97,0.122535087346,98.536,2814.01803903,76.1353,0.0,6.25845954262,0.0514008
-246.271819765,1099.83383693,1683.32624797,6.37881,6.38000268393,939.149367313,-6.48542,939.149367313,0.918027,177.557330875,939.149367313,6.37881,98,98,0.123676790751,99.0726,2663.89587255,76.5249,0.0,6.37996541063,0.0636189
1221.05638599,402.815511939,2199.14049418,6.48953,6.4909758393,1393.89876127,-6.59468,1393.89876127,0.94059,200.407006807,1393.89876127,6.48953,99,99,0.124412901985,99.4826,2566.4554543,76.8487,0.0,6.49093539834,0.0627215
835.569618677,587.86898075,1798.52961469,6.56057,6.56164451028,1039.80414024,-6.66277,1039.80414024,0.933996,186.377948648,1039.80414024,6.56057,100,100,0.127792617519,100.0,2453.5360821,77.2514,0.0,6.56160033892,0.0673343
646.365390016,855.409585195,2064.23008137,6.67695,6.67816577564,1538.73528837,-6.78424,1538.73528837,0.925692,203.823769189,1538.73528837,6.67695,101,101,0.123263742245,100.466,2791.58902349,77.6403,0.0,6.67810486419,0.05862
715.686971304,594.63659772,2324.73701234,6.78133,6.78287082915,1143.03774496,-6.89046,1143.03774496,0.94695,191.661915708,1143.03774496,6.78133,102,102,0.130619842033,100.983,2710.36923725,78.0462,0.0,6.78280890734,0.0772075
977.377342214,507.481630329,2497.25195381,6.89427,6.89503665928,1202.61030739,-7.00629,1202.61030739,0.956655,218.535906093,1202.61030739,6.89427,103,103,0.126927971626,101.414,2710.62487514,78.4628,0.0,6.89500678534,0.0638708
2073.01861562,24.3068078755,2099.20977901,7.01208,7.01353201557,857.928510456,-7.1247,857.928510456,0.953107,182.278626158,857.928510456,7.01208,104,104,0.130901806474,101.93,2143.81794707,78.9026,0.0,7.01346482065,0.0709868
1374.82535778,297.525621938,2259.14805792,7.12673,7.12806531344,1458.45709202,-7.23692,1458.45709202,0.946154,196.369464875,1458.45709202,7.12673,105,105,0.130142193377,102.351,2424.48210641,79.2944,0.0,7.12799426181,0.0692823
400.722587819,783.718588576,2715.84870973,7.27874,7.28005423652,1575.83615617,-7.39111,1575.83615617,0.959459,244.166475218,1575.83615617,7.27874,106,106,0.130863443232,102.786,3140.14546846,79.6432,0.0,7.28003474435,0.0690432
2333.82580207,49.0401831182,2398.27394914,7.38576,7.3868993085,1571.48314537,-7.49845,1571.48314537,0.940854,200.980778862,1571.48314537,7.38576,107,107,0.133632961081,103.194,2497.91540193,80.0023,0.0,7.38686032748,0.0768611
2639.71511528,79.5546379865,2772.79309413,7.52878,7.53012072312,1323.79238805,-7.64081,1323.79238805,0.958817,229.923797192,1323.79238805,7.52878,108,108,0.141508102759,103.656,2891.86273756,80.4014,0.0,7.53008416344,0.0965277
1337.57854926,622.293679584,2244.15713543,7.6278,7.62935674005,1537.49826473,-7.74456,1537.49826473,0.946405,222.216984054,1537.49826473,7.6278,109,109,0.131847524939,104.15,2843.88227299,80.8048,0.0,7.62931215023,0.0656491
2720.13048456,83.6105919317,2856.97306187,7.73893,7.74033162147,1013.47715369,-7.85993,1013.47715369,0.961364,230.537305328,1013.47715369,7.73893,110,110,0.140662213268,104.603,3014.60745312,81.1804,0.0,7.74028303676,0.0889808
2552.70831949,36.477024124,2611.38924469,7.84832,7.84973034219,778.254093764,-7.96385,778.254093764,0.947403,213.090948326,778.254093764,7.84832,111,111,0.140501219437,105.082,2682.20352078,81.5464,0.0,7.84965539267,0.0936232
157.604455113,833.407752133,1449.3541324,7.96498,7.96611279712,1551.00289526,-8.08522,1551.00289526,0.932805,180.615427294,1551.00289526,7.96498,112,112,0.13800281448,105.528,2804.21796154,81.9387,0.0,7.96605875612,0.0782775
882.139715271,672.778957226,2417.37754027,8.10169,8.10293926228,1457.56816455,-8.21767,1457.56816455,0.959657,238.669201792,1457.56816455,8.10169,113,113,0.14157830459,106.061,3101.95562132,82.3036,0.0,8.10290641145,0.0828791
-317.632428644,1136.91373978,1903.52974198,8.16494,8.16649444354,599.813196383,-8.2813,599.813196383,0.928729,185.655046797,599.813196383,8.16494,114,114,0.149697461312,106.426,2979.75479119,82.6524,0.0,8.16646046072,0.116881
-433.652190055,550.272549737,198.986966809,8.30912,8.31036979205,1948.11310182,-8.43035,1948.11310182,0.920599,98.7455148273,1948.11310182,8.30912,115,115,0.148073400316,106.87,1054.95746621,83.0467,0.0,8.31029930466,0.109668
-473.635790767,532.066374171,832.504028978,8.38614,8.38763171212,1098.62916875,-8.50657,1098.62916875,0.913989,140.577792031,1098.62916875,8.38614,116,116,0.146689384713,107.346,1511.38582751,83.4053,0.0,8.38758940785,0.0925438
-354.976595811,737.693973199,1259.49638452,8.48896,8.49018905449,663.968653171,-8.6088,663.968653171,0.927762,207.266131625,663.968653171,8.48896,117,117,0.148831383596,107.761,2815.01538874,83.7439,0.0,8.49011452782,0.102787
-95.8137208979,858.44249349,2477.02470881,8.59908,8.60053044742,1404.1439759,-8.71749,1404.1439759,0.947846,224.105092953,1404.1439759,8.59908,118,118,0.14560673748,108.12,2833.61776811,84.0392,0.0,8.60048887525,0.101813
157.376832093,1138.73685433,1894.23373881,8.67939,8.68045894814,1001.34393533,-8.7998,1001.34393533,0.933762,237.200121468,1001.34393533,8.67939,119,119,0.151436199708,108.539,3215.32520714,84.4672,0.0,8.68042180469,0.0983875
1940.81118486,206.457189536,2541.61157864,8.78552,8.78678211014,1846.59558047,-8.90395,1846.59558047,0.945474,226.302515162,1846.59558047,8.78552,120,120,0.156976091583,108.913,2678.26298171,84.8012,0.0,8.7867424278,0.120424
2481.72100334,41.6651669064,2549.02515598,8.99825,9.00004707037,1783.42048004,-9.11792,1783.42048004,0.962731,215.145392948,1783.42048004,8.99825,121,121,0.148854480509,109.303,2610.94494951,85.0746,0.0,9.00002857365,0.0937238
813.310995509,855.251533964,2472.6133062,9.08625,9.08776435476,1726.59508378,-9.20978,1726.59508378,0.95459,246.66520636,1726.59508378,9.08625,122,122,0.155034510819,109.725,3265.01412028,85.4257,0.0,9.08772560973,0.123826
1828.26999887,354.123955481,2861.22274179,9.22581,9.22693337159,1929.34304828,-9.34911,1929.34304828,0.956435,251.329796647,1929.34304828,9.22577,123,123,0.148037016645,110.149,3093.74547583,85.7947,0.0,9.22686533366,0.0952303
