MaxEsReturn,QFunRegParamNorm,StdEsReturn,AverageAbsQ,StdReturn,MaxReturn,Iteration,AverageDiscountedReturn,AverageY,AverageAction,MinEsReturn,AverageQLoss,AverageAbsY,Epoch,AverageEsReturn,AveragePolicySurr,AverageQ,AverageReturn,PolicyRegParamNorm,MinReturn,AverageAbsQYDiff
101.0,74.1345,19.5377659296,0.909951,245.570240574,1000.0,1243,98.3558643214,0.908050867679,0.0582653,3.0,0.00214246,0.908169176403,1243,19.8545454545,-0.948999,0.907938,882.083333333,82.9904,163.0,0.0108307001467
141.0,74.1583,20.4320027225,0.911771,0.0,1000.0,1244,99.9956828753,0.909348753346,0.0731781,3.0,0.00301759,0.909461714641,1244,18.5740740741,-0.951334,0.909357,1000.0,82.9948,1000.0,0.0131416599914
106.0,74.1849,23.5489853102,0.908797,0.0,1000.0,1245,99.9956828753,0.906603271891,0.131577,3.0,0.00286999,0.906750680256,1245,25.6052631579,-0.94715,0.906669,1000.0,82.9865,1000.0,0.0124495216771
95.0,74.2133,19.3023166248,0.908016,0.0,1000.0,1246,99.9956828753,0.906227269137,0.0918752,3.0,0.00234641,0.906338548798,1246,21.4375,-0.947583,0.906238,1000.0,83.0232,1000.0,0.0111889473423
86.0,74.2138,16.5192200604,0.906014,0.0,1000.0,1247,99.9956828753,0.904010960547,0.481751,4.0,0.00296788,0.904124997494,1247,20.1836734694,-0.945325,0.90403,1000.0,82.9861,1000.0,0.0125080707016
92.0,74.2227,21.2190711729,0.903157,0.0,1000.0,1248,99.9956828753,0.901052546853,0.138161,3.0,0.00284046,0.901166940006,1248,21.5319148936,-0.943283,0.900977,1000.0,83.038,1000.0,0.0122429699815
73.0,74.2298,12.7618081127,0.907857,0.0,1000.0,1249,99.9956828753,0.90537075835,0.0402923,3.0,0.00318672,0.905532785532,1249,16.2950819672,-0.944971,0.905446,1000.0,83.0361,1000.0,0.0136548445571
57.0,74.2715,13.7514746684,0.905617,0.530474240353,47.0,1250,36.5856338154,0.903373156362,0.505015,3.0,0.00296321,0.903548056441,1250,16.2833333333,-0.944923,0.903376,45.3212669683,83.0889,44.0,0.0126048566681
80.0,74.2788,14.6822736999,0.905509,0.936720349187,47.0,1251,36.4937405345,0.9036854767,0.511209,3.0,0.00259726,0.903874244965,1251,16.2857142857,-0.945553,0.903679,45.1801801802,83.1078,44.0,0.0114391681445
91.0,74.2837,18.767584347,0.90623,0.0,1000.0,1252,99.9956828753,0.904286696684,0.23637,3.0,0.00234222,0.904389166285,1252,21.3333333333,-0.9456,0.904251,1000.0,83.1294,1000.0,0.0113618843519
54.0,74.2995,13.3745581973,0.904576,0.0,1000.0,1253,99.9956828753,0.902610927306,0.264392,3.0,0.00264983,0.902780207858,1253,15.0724637681,-0.943619,0.902579,1000.0,83.169,1000.0,0.0120803361994
91.0,74.3001,19.2645000012,0.904538,0.0,1000.0,1254,99.9956828753,0.902634579033,0.168781,3.0,0.00237955,0.902803088659,1254,17.4210526316,-0.945136,0.902648,1000.0,83.1962,1000.0,0.0114249986373
52.0,74.3285,11.7328917794,0.9051,452.942217445,1000.0,1255,80.2776758116,0.902539591926,0.277226,3.0,0.00345884,0.902629100792,1255,12.9230769231,-0.945087,0.902523,649.1875,83.2484,49.0,0.0144372735165
83.0,74.3484,16.1475292572,0.905839,0.0,1000.0,1256,99.9956828753,0.903687968073,0.192532,3.0,0.00273132,0.903869471955,1256,14.5072463768,-0.945153,0.90363,1000.0,83.2533,1000.0,0.0126848939576
95.0,74.3362,18.3233913782,0.902959,1.40073642877,53.0,1257,39.276237097,0.900812286263,0.362687,3.0,0.00257496,0.900963100555,1257,18.9423076923,-0.944914,0.900898,49.6435643564,83.3098,44.0,0.0118689989951
98.0,74.3486,19.4733923651,0.906161,0.0,1000.0,1258,99.9956828753,0.904076816449,0.327392,3.0,0.00253514,0.904241512381,1258,17.9642857143,-0.944788,0.904072,1000.0,83.3669,1000.0,0.0119585568689
92.0,74.3472,16.7583223572,0.905089,0.0,1000.0,1259,99.9956828753,0.902871231055,0.0102475,3.0,0.00277475,0.903038176979,1259,15.2878787879,-0.945002,0.902888,1000.0,83.3903,1000.0,0.0124706711963
67.0,74.3831,16.7163801507,0.905247,0.0,1000.0,1260,99.9956828753,0.902671799356,0.472622,3.0,0.00297458,0.902846704049,1260,17.298245614,-0.945726,0.902681,1000.0,83.414,1000.0,0.0133058555034
89.0,74.3878,16.4637262491,0.905751,397.592399294,1000.0,1261,86.8914652388,0.903733442221,0.353844,3.0,0.00246494,0.903878432802,1261,14.7794117647,-0.945381,0.903767,782.230769231,83.453,54.0,0.0118183936555
49.0,74.3992,13.1991118161,0.905505,0.0,1000.0,1262,99.9956828753,0.903442394986,0.272767,3.0,0.0025004,0.903609569653,1262,15.546875,-0.945224,0.90344,1000.0,83.5037,1000.0,0.0123819753064
41.0,74.4191,8.70069994574,0.905772,471.053924726,1000.0,1263,71.9416352653,0.903609233466,0.516622,3.0,0.00296999,0.903743810097,1263,12.4320987654,-0.946573,0.903619,529.0,83.5636,46.0,0.0130244800783
102.0,74.4068,17.9713158291,0.904733,458.582521351,1000.0,1264,74.6360075908,0.902495469277,0.149966,3.0,0.00300192,0.902665360693,1264,17.1206896552,-0.945017,0.902467,675.733333333,83.5749,26.0,0.0130968030792
83.0,74.4148,16.2494275514,0.9026,0.0,1000.0,1265,99.9956828753,0.900493849092,0.211238,3.0,0.00279149,0.900676692709,1265,18.2592592593,-0.942457,0.900481,1000.0,83.6404,1000.0,0.0124267651702
97.0,74.425,16.1688949187,0.902537,0.0,1000.0,1266,99.9956828753,0.900166343498,0.144839,3.0,0.00315677,0.900307112753,1266,13.8378378378,-0.942752,0.900215,1000.0,83.665,1000.0,0.0132307953675
63.0,74.446,13.8646447377,0.903349,0.0,1000.0,1267,99.9956828753,0.901284810815,0.205701,3.0,0.00243789,0.90141544096,1267,14.3529411765,-0.94429,0.901243,1000.0,83.6918,1000.0,0.0117338380233
97.0,74.4487,20.0062290051,0.903576,0.0,1000.0,1268,99.9956828753,0.901141684249,0.118148,3.0,0.00287518,0.901293085921,1268,18.5283018868,-0.944407,0.901138,1000.0,83.7462,1000.0,0.0127683201042
95.0,74.4628,14.9559388514,0.905272,0.0,1000.0,1269,99.9956828753,0.902696705134,0.0175654,3.0,0.00286612,0.902843039205,1269,15.552238806,-0.942723,0.902687,1000.0,83.7585,1000.0,0.0131935706516
104.0,74.4661,16.4494297845,0.903738,0.0,1000.0,1270,99.9956828753,0.901942617603,0.0825245,3.0,0.00327314,0.902043067137,1270,15.703125,-0.942018,0.902009,1000.0,83.8054,1000.0,0.0127128799568
72.0,74.459,16.2787788829,0.903065,0.0,1000.0,1271,99.9956828753,0.901219496934,0.0588662,3.0,0.00267139,0.901306776197,1271,20.7446808511,-0.944227,0.901208,1000.0,83.8353,1000.0,0.0117690440805
66.0,74.4746,15.4196055445,0.902029,0.0,1000.0,1272,99.9956828753,0.899642221389,0.467379,3.0,0.0025228,0.899786099336,1272,16.9122807018,-0.941885,0.89967,1000.0,83.8427,1000.0,0.0123319392747
127.0,74.5072,21.6417547311,0.901898,0.0,1000.0,1273,99.9956828753,0.899679915004,0.455486,3.0,0.00285458,0.899945616973,1273,14.6527777778,-0.941759,0.899572,1000.0,83.8617,1000.0,0.0129514660899
166.0,74.522,31.2024999265,0.900278,1.49616857612,49.0,1274,36.2828696371,0.898300872727,0.479211,3.0,0.0026315,0.898432541232,1274,20.4693877551,-0.940354,0.898315,44.8571428571,83.8965,42.0,0.0123355629548
158.0,74.5362,28.0754192607,0.902845,362.615920163,1000.0,1275,87.2900487876,0.900565990443,0.35637,3.0,0.00327926,0.900726046098,1275,20.75,-0.942243,0.900571,837.833333333,83.9153,26.0,0.0135503743814
69.0,74.5496,12.4340204769,0.901412,0.0,1000.0,1276,99.9956828753,0.899250231357,0.338119,3.0,0.00235019,0.899362443659,1276,12.8974358974,-0.942242,0.899242,1000.0,83.99,1000.0,0.0117047809747
53.0,74.5685,11.6032465633,0.902029,0.0,1000.0,1277,99.9956828753,0.900090669653,0.359669,3.0,0.00286063,0.900177170587,1277,14.552238806,-0.940824,0.900084,1000.0,84.037,1000.0,0.0123233181552
61.0,74.5804,11.3000600894,0.902112,0.0,1000.0,1278,99.9956828753,0.900244869475,0.355635,3.0,0.0023751,0.900320351434,1278,13.9444444444,-0.941563,0.900177,1000.0,84.0577,1000.0,0.0118775791918
72.0,74.5838,16.3205911214,0.897323,0.0,1000.0,1279,99.9956828753,0.895078597029,0.355069,3.0,0.00305102,0.895108498089,1279,19.3018867925,-0.938786,0.895042,1000.0,84.0683,1000.0,0.0134827333218
90.0,74.615,17.0713504421,0.898394,423.198975009,1000.0,1280,84.8239749957,0.896373907658,0.503372,2.0,0.00273172,0.89647827061,1280,14.7230769231,-0.937741,0.89637,732.357142857,84.1337,52.0,0.0120653330781
98.0,74.6282,17.6315369083,0.898749,1.24472815822,51.0,1281,38.4419043063,0.896716456741,0.537934,3.0,0.00273344,0.896820409255,1281,16.1875,-0.939369,0.896745,48.2836538462,84.1907,46.0,0.0124257473241
98.0,74.6311,18.6836038073,0.900301,0.0,1000.0,1282,99.9956828753,0.89775992148,0.0306194,3.0,0.00279414,0.897861650968,1282,20.3265306122,-0.93984,0.89771,1000.0,84.2353,1000.0,0.0131083562931
90.0,74.6254,19.9326437629,0.898755,0.0,1000.0,1283,99.9956828753,0.896596994453,0.0587796,3.0,0.00326252,0.896695145137,1283,20.5306122449,-0.940193,0.896597,1000.0,84.2882,1000.0,0.0135023007431
63.0,74.6357,14.6421861341,0.898749,0.0,1000.0,1284,99.9956828753,0.8965988125,0.18863,3.0,0.00257479,0.896723458878,1284,14.4637681159,-0.938433,0.896572,1000.0,84.3059,1000.0,0.0120409534703
227.0,74.6328,41.1556875448,0.899083,394.363947486,1000.0,1285,87.8597072822,0.896761567204,0.238679,3.0,0.00283482,0.896955596581,1285,22.3777777778,-0.940431,0.896748,784.0,84.373,59.0,0.0128824614301
104.0,74.6472,18.9247166728,0.899471,0.0,1000.0,1286,99.9956828753,0.897259021679,0.48953,2.0,0.00278978,0.897588814082,1286,16.0161290323,-0.938277,0.897324,1000.0,84.4035,1000.0,0.0126429208069
69.0,74.6594,16.3030309562,0.897581,0.0,1000.0,1287,99.9956828753,0.895667314945,0.171471,3.0,0.00223034,0.896056511684,1287,15.734375,-0.937301,0.895564,1000.0,84.4245,1000.0,0.0112116623168
73.0,74.6886,12.5174001618,0.897211,0.0,1000.0,1288,99.9956828753,0.89498296213,0.104197,2.0,0.0025597,0.895246079883,1288,13.1643835616,-0.937037,0.895036,1000.0,84.4338,1000.0,0.0119176863083
111.0,74.666,19.9466727066,0.899101,427.824032408,1000.0,1289,60.1496084105,0.896854904763,0.423294,3.0,0.00299811,0.897118103736,1289,18.0545454545,-0.938833,0.896818,331.129032258,84.4748,51.0,0.0124773014907
73.0,74.6737,16.6010039857,0.896335,0.0,1000.0,1290,99.9956828753,0.893995545493,0.448581,3.0,0.00296753,0.894176811662,1290,16.8,-0.9373,0.894001,1000.0,84.5878,1000.0,0.0126009500259
149.0,74.6973,22.8852099705,0.897129,0.0,1000.0,1291,99.9956828753,0.894610151602,0.207354,3.0,0.00278899,0.894813448731,1291,17.593220339,-0.935643,0.894614,1000.0,84.6229,1000.0,0.0126109858604
93.0,74.7156,18.9313644392,0.895037,0.0,1000.0,1292,99.9956828753,0.892901515345,0.174914,2.0,0.00270048,0.893143248113,1292,20.170212766,-0.934805,0.892889,1000.0,84.6416,1000.0,0.0122173284884
88.0,74.7374,15.9188178294,0.894536,0.0,1000.0,1293,99.9956828753,0.892105293867,0.096609,3.0,0.00291099,0.892292206311,1293,17.0327868852,-0.934988,0.892081,1000.0,84.6725,1000.0,0.0127989368169
82.0,74.7124,13.6351210095,0.8956,0.0,1000.0,1294,99.9956828753,0.893410724516,0.00494862,3.0,0.00287543,0.893581981389,1294,12.0119047619,-0.935188,0.89341,1000.0,84.6972,1000.0,0.0127317990885
66.0,74.7069,16.8879493024,0.895917,0.0,1000.0,1295,99.9956828753,0.893826147307,0.218438,3.0,0.00282935,0.893980168043,1295,17.2456140351,-0.933421,0.893823,1000.0,84.737,1000.0,0.0122546335762
88.0,74.7191,16.2452441959,0.893719,0.0,1000.0,1296,99.9956828753,0.891462166912,0.090304,3.0,0.00271489,0.891604414905,1296,15.671875,-0.933723,0.891453,1000.0,84.7529,1000.0,0.0121737897373
51.0,74.7251,10.4370480879,0.893394,0.0,1000.0,1297,99.9956828753,0.891164915729,0.366801,3.0,0.00248563,0.8913524463,1297,11.8571428571,-0.934626,0.891114,1000.0,84.7952,1000.0,0.0117667473264
65.0,74.7391,10.1970906056,0.89222,0.0,1000.0,1298,99.9956828753,0.890316428457,0.223648,3.0,0.00261528,0.890468115514,1298,10.4639175258,-0.933435,0.890333,1000.0,84.8541,1000.0,0.0114303287993
93.0,74.783,18.9388636289,0.893045,0.0,1000.0,1299,99.9956828753,0.890997571029,0.0852443,3.0,0.00281217,0.891164620507,1299,18.3333333333,-0.933798,0.890949,1000.0,84.8798,1000.0,0.01188553278
129.0,74.7975,24.7552183051,0.894487,0.0,1000.0,1300,99.9956828753,0.892232419075,0.269082,3.0,0.00271597,0.89240130822,1300,18.75,-0.932963,0.89225,1000.0,84.9103,1000.0,0.0122936245965
89.0,74.8185,16.5804047745,0.891485,0.0,1000.0,1301,99.9956828753,0.888867189682,0.730457,3.0,0.00304669,0.889028627577,1301,15.3692307692,-0.931152,0.888906,1000.0,84.9367,1000.0,0.0130562007081
86.0,74.8199,16.3610828158,0.891318,0.0,1000.0,1302,99.9956828753,0.889171302889,0.159159,3.0,0.00277106,0.889288977245,1302,16.2295081967,-0.931397,0.889161,1000.0,84.9824,1000.0,0.0122324072269
65.0,74.8408,18.7652444695,0.89317,0.0,1000.0,1303,99.9956828753,0.89113816068,0.286882,3.0,0.00244352,0.891273010279,1303,20.16,-0.934229,0.891105,1000.0,84.9834,1000.0,0.0112633511087
95.0,74.884,16.6408209857,0.890795,0.0,1000.0,1304,99.9956828753,0.888809074901,0.348902,3.0,0.00224372,0.888900427626,1304,14.6,-0.93297,0.888796,1000.0,85.0605,1000.0,0.0112173940481
116.0,74.9067,18.0079461538,0.892612,71.6160953292,1000.0,1305,40.8718989233,0.88993709929,0.514376,3.0,0.00299145,0.890088062427,1305,17.6779661017,-0.930839,0.889909,57.2342857143,85.1129,45.0,0.0130657185031
55.0,74.943,14.0755245867,0.893681,0.0,1000.0,1306,99.9956828753,0.890970395714,0.310484,3.0,0.00282377,0.891282016803,1306,17.0172413793,-0.933959,0.890977,1000.0,85.1684,1000.0,0.0127361056986
59.0,74.9575,12.8577124594,0.889242,0.0,1000.0,1307,99.9956828753,0.886881430189,0.344404,3.0,0.00278435,0.887315514976,1307,14.0563380282,-0.930205,0.886842,1000.0,85.24,1000.0,0.0123111607393
83.0,74.972,13.2757890667,0.894792,422.962468784,1000.0,1308,84.9247640978,0.892196164516,0.344192,3.0,0.00263993,0.892669121537,1308,14.0,-0.932911,0.892219,732.5,85.274,60.0,0.0120050577283
73.0,74.9734,14.4986075562,0.892256,0.0,1000.0,1309,99.9956828753,0.889920151262,0.20505,3.0,0.00214718,0.890326583727,1309,16.2295081967,-0.932112,0.889881,1000.0,85.3091,1000.0,0.0109763714596
48.0,74.9887,11.4826739288,0.891766,0.0,1000.0,1310,99.9956828753,0.888882686972,0.132249,3.0,0.00310099,0.889212873202,1310,13.2631578947,-0.930537,0.888945,1000.0,85.3711,1000.0,0.0130872482748
95.0,75.0127,16.9269427599,0.891194,0.0,1000.0,1311,99.9956828753,0.888480910561,0.349152,3.0,0.00286358,0.88885297376,1311,17.4035087719,-0.931576,0.888483,1000.0,85.4877,1000.0,0.0128327158355
98.0,75.0133,13.1839603081,0.893771,0.0,1000.0,1312,99.9956828753,0.891241623324,0.697233,3.0,0.00303665,0.891537188112,1312,11.1204819277,-0.932779,0.891189,1000.0,85.5905,1000.0,0.0130220212241
126.0,75.0344,25.8049336483,0.891388,0.0,1000.0,1313,99.9956828753,0.889066624173,0.220301,3.0,0.00289871,0.889268970357,1313,20.9038461538,-0.933091,0.889076,1000.0,85.6722,1000.0,0.0125532419221
196.0,75.0688,33.8677849808,0.892493,0.0,1000.0,1314,99.9956828753,0.89036166435,0.701667,3.0,0.00281826,0.890585234861,1314,22.8636363636,-0.932671,0.890327,1000.0,85.7273,1000.0,0.0121426143272
73.0,75.0967,15.9199908823,0.89234,0.0,1000.0,1315,99.9956828753,0.890484451639,0.0651771,2.0,0.00269414,0.890610566776,1315,17.7321428571,-0.931774,0.890534,1000.0,85.7596,1000.0,0.0113228852944
74.0,75.1062,19.5288187995,0.892172,0.0,1000.0,1316,99.9956828753,0.890008126071,0.166327,3.0,0.00290898,0.890074698631,1316,21.8043478261,-0.93162,0.889974,1000.0,85.7724,1000.0,0.0123494019838
49.0,75.1268,13.7625091731,0.891679,0.0,1000.0,1317,99.9956828753,0.889656044628,0.13275,3.0,0.00284131,0.889692529939,1317,17.275862069,-0.930491,0.889641,1000.0,85.8058,1000.0,0.0125598698234
78.0,75.1522,16.5423824213,0.889259,0.0,1000.0,1318,99.9956828753,0.887068300308,0.238933,3.0,0.00292478,0.887140927764,1318,17.0689655172,-0.92938,0.88713,1000.0,85.839,1000.0,0.0126297328669
85.0,75.1553,17.1077772111,0.889646,0.0,1000.0,1319,99.9956828753,0.887733836239,0.268192,4.0,0.00267695,0.887838045919,1319,23.3023255814,-0.930544,0.887675,1000.0,85.7986,1000.0,0.0120481722163
105.0,75.1965,23.9971589227,0.88877,0.0,1000.0,1320,99.9956828753,0.88667156726,0.426966,3.0,0.00282072,0.886760817343,1320,22.0,-0.929991,0.886697,1000.0,85.8058,1000.0,0.0119813694788
56.0,75.2116,13.5795178775,0.886715,0.0,1000.0,1321,99.9956828753,0.884664954894,0.0743324,3.0,0.00267753,0.884847092448,1321,18.8181818182,-0.927191,0.884532,1000.0,85.8218,1000.0,0.0120113951336
103.0,75.216,18.3778696739,0.890065,0.0,1000.0,1322,99.9956828753,0.888058168177,0.0663149,3.0,0.00257692,0.888434824984,1322,20.5625,-0.929298,0.888078,1000.0,85.8151,1000.0,0.0115106581429
58.0,75.2035,12.4933118202,0.885259,0.0,1000.0,1323,99.9956828753,0.882971258431,0.515695,3.0,0.00286511,0.883097116947,1323,15.3846153846,-0.926361,0.882971,1000.0,85.841,1000.0,0.0126081444959
96.0,75.1775,20.4095460494,0.888416,0.0,1000.0,1324,99.9956828753,0.886309693277,0.0221265,3.0,0.00246348,0.886449318755,1324,21.7021276596,-0.927595,0.886339,1000.0,85.8693,1000.0,0.0114145138251
95.0,75.2209,18.2053865176,0.885856,0.0,1000.0,1325,99.9956828753,0.883809102957,0.012773,2.0,0.00294652,0.884014093314,1325,17.8113207547,-0.927455,0.883773,1000.0,85.9247,1000.0,0.0126245206094
87.0,75.2241,16.4508954213,0.887163,0.0,1000.0,1326,99.9956828753,0.885014409093,0.361128,4.0,0.00272142,0.885294065742,1326,22.4680851064,-0.928052,0.885013,1000.0,85.8998,1000.0,0.0122921466787
63.0,75.2466,18.2031361767,0.88671,0.0,1000.0,1327,99.9956828753,0.884037394054,0.319208,2.0,0.00304902,0.884645626798,1327,26.25,-0.925961,0.884045,1000.0,85.8763,1000.0,0.0127936803446
89.0,75.2597,17.8924453332,0.883462,0.0,1000.0,1328,99.9956828753,0.880606600135,0.178531,4.0,0.00299718,0.881559077576,1328,21.02,-0.924438,0.880589,1000.0,85.9044,1000.0,0.0126004666667
92.0,75.2737,16.4687596491,0.885657,0.0,1000.0,1329,99.9956828753,0.883333278105,0.0867746,3.0,0.00249465,0.884136124663,1329,18.8269230769,-0.926035,0.883314,1000.0,85.9744,1000.0,0.0115453015639
79.0,75.2904,14.8909567092,0.884074,0.0,1000.0,1330,99.9956828753,0.881600104721,0.160727,3.0,0.00274589,0.882410178253,1330,15.6307692308,-0.924052,0.881639,1000.0,86.1211,1000.0,0.0119762453943
66.0,75.2863,16.3595353532,0.883495,0.0,1000.0,1331,99.9956828753,0.880837039361,0.119018,4.0,0.00259955,0.881391748051,1331,23.3953488372,-0.92482,0.880893,1000.0,86.1622,1000.0,0.0119270714385
83.0,75.2811,15.671267465,0.884941,0.0,1000.0,1332,99.9956828753,0.882402006384,0.0562895,3.0,0.00300361,0.882879963528,1332,16.9322033898,-0.923346,0.882382,1000.0,86.2467,1000.0,0.0124075158281
104.0,75.2971,23.8074403146,0.881998,0.0,1000.0,1333,99.9956828753,0.879492786978,0.695731,3.0,0.00260421,0.879856448497,1333,25.358974359,-0.921906,0.879521,1000.0,86.2672,1000.0,0.0116990003792
122.0,75.3048,25.4186589065,0.879295,0.0,1000.0,1334,99.9956828753,0.877073837994,0.535238,5.0,0.00223882,0.877371203348,1334,32.6129032258,-0.921072,0.877061,1000.0,86.2559,1000.0,0.0112136569481
80.0,75.3101,19.7401082824,0.880228,0.0,1000.0,1335,99.9956828753,0.878128603238,0.625906,6.0,0.00230606,0.878364282968,1335,31.125,-0.921023,0.878105,1000.0,86.2721,1000.0,0.0111151459726
144.0,75.3155,27.1646258488,0.882165,0.0,1000.0,1336,99.9956828753,0.879872416096,0.614467,4.0,0.00251955,0.880069582169,1336,26.3684210526,-0.920179,0.879861,1000.0,86.3135,1000.0,0.0117797071707
74.0,75.3313,19.6835527194,0.880844,0.0,1000.0,1337,99.9956828753,0.878955502559,0.00372334,3.0,0.00262048,0.879064505567,1337,32.0967741935,-0.920946,0.879007,1000.0,86.371,1000.0,0.0116485643165
95.0,75.3523,23.8168864807,0.880596,0.0,1000.0,1338,99.9956828753,0.878723800509,0.468517,3.0,0.00263121,0.878783445057,1338,28.8857142857,-0.919826,0.878651,1000.0,86.3555,1000.0,0.0113572853818
142.0,75.3669,33.0521374041,0.880069,0.0,1000.0,1339,99.9956828753,0.878089559085,0.50335,2.0,0.00263054,0.878159333882,1339,38.3076923077,-0.919657,0.878072,1000.0,86.3717,1000.0,0.0121688153671
83.0,75.3693,20.4611820846,0.876683,0.0,1000.0,1340,99.9956828753,0.874333361824,0.620368,3.0,0.00266732,0.874416664972,1340,26.3947368421,-0.917844,0.874403,1000.0,86.4156,1000.0,0.0122786303931
123.0,75.4052,25.537136267,0.877178,0.0,1000.0,1341,99.9956828753,0.87517870113,0.000635559,3.0,0.00257839,0.875256342961,1341,29.1764705882,-0.917991,0.875125,1000.0,86.4982,1000.0,0.011670703018
148.0,75.4269,31.2389052838,0.879174,0.0,1000.0,1342,99.9956828753,0.877041908033,0.507082,3.0,0.00264686,0.877136148895,1342,34.6896551724,-0.918061,0.877032,1000.0,86.493,1000.0,0.0120151395541
60.0,75.4431,15.0080556881,0.877076,0.0,1000.0,1343,99.9956828753,0.874995330479,0.528042,3.0,0.00272205,0.875161825078,1343,22.5909090909,-0.917368,0.874931,1000.0,86.5294,1000.0,0.0120894033262
202.0,75.4688,51.0806130048,0.876378,0.0,1000.0,1344,99.9956828753,0.874114426049,0.0340105,6.0,0.00316325,0.874271585767,1344,47.0952380952,-0.916355,0.874187,1000.0,86.5893,1000.0,0.012853269521
141.0,75.4925,35.6613455859,0.876913,0.0,1000.0,1345,99.9956828753,0.875175118824,0.039133,4.0,0.00198282,0.875401431992,1345,41.0869565217,-0.915504,0.87516,1000.0,86.6002,1000.0,0.0100615275995
136.0,75.5087,32.4701393434,0.875021,0.0,1000.0,1346,99.9956828753,0.87243144768,0.113234,8.0,0.00304004,0.872664222381,1346,37.8928571429,-0.914914,0.872392,1000.0,86.653,1000.0,0.0135817854217
119.0,75.5209,24.2588815351,0.875165,0.0,1000.0,1347,99.9956828753,0.873291358669,0.483959,5.0,0.00279826,0.873400638706,1347,33.2,-0.9149,0.873347,1000.0,86.7142,1000.0,0.0123347601789
157.0,75.5271,28.4372408413,0.87502,0.0,1000.0,1348,99.9956828753,0.873125379858,0.438994,3.0,0.00266061,0.873237675315,1348,33.7,-0.916543,0.873109,1000.0,86.7369,1000.0,0.0117210753337
99.0,75.5332,25.9192430934,0.876904,0.0,1000.0,1349,99.9956828753,0.874946148247,0.149139,3.0,0.00210407,0.875009300193,1349,29.6363636364,-0.916141,0.87488,1000.0,86.8354,1000.0,0.011008981671
109.0,75.5557,22.4310698042,0.876564,0.0,1000.0,1350,99.9956828753,0.874403188845,0.0201963,3.0,0.0025551,0.874506348041,1350,23.2727272727,-0.918038,0.874395,1000.0,86.9426,1000.0,0.0113817198854
87.0,75.5601,18.3337545226,0.878106,0.0,1000.0,1351,99.9956828753,0.876046229208,0.30471,4.0,0.00260395,0.876091158288,1351,22.6744186047,-0.91656,0.876092,1000.0,87.0445,1000.0,0.0113846159296
80.0,75.5724,17.8665334565,0.873494,71.9500459688,1000.0,1352,41.3106459881,0.871690993327,0.347787,3.0,0.00272165,0.871751901585,1352,19.6923076923,-0.91443,0.871697,58.0115606936,87.0667,50.0,0.0115183986388
68.0,75.5842,14.4949045949,0.877403,0.0,1000.0,1353,99.9956828753,0.875645264915,0.037339,3.0,0.00254347,0.875740210355,1353,16.9655172414,-0.917641,0.875611,1000.0,87.1401,1000.0,0.0112195618535
88.0,75.6041,15.7129463715,0.877722,0.0,1000.0,1354,99.9956828753,0.875499295386,0.141814,4.0,0.00219151,0.875576312591,1354,18.1785714286,-0.917388,0.875486,1000.0,87.1694,1000.0,0.0108860979365
92.0,75.6213,21.6078565481,0.87582,121.627803684,1000.0,1355,31.9030957012,0.873585612241,0.684083,4.0,0.00265769,0.873669545185,1355,24.3170731707,-0.916081,0.873566,53.3882978723,87.2407,9.0,0.0119698830297
45.0,75.6339,10.2011000685,0.87454,267.068722391,1000.0,1356,95.5425274047,0.872880553053,0.369659,3.0,0.00220211,0.873054773359,1356,15.2424242424,-0.915528,0.872855,915.545454545,87.2671,71.0,0.0104235894165
79.0,75.623,17.5476918027,0.878578,0.0,1000.0,1357,99.9956828753,0.876595858048,0.284042,3.0,0.00287843,0.87678933571,1357,21.8181818182,-0.917761,0.87655,1000.0,87.3704,1000.0,0.0120023030702
64.0,75.6293,14.264363185,0.876207,350.323263414,1000.0,1358,90.8656084575,0.874008271982,0.366627,3.0,0.00274198,0.874106287619,1358,17.8965517241,-0.91623,0.873963,843.333333333,87.4407,55.0,0.0117842829752
87.0,75.6415,17.6121977194,0.875607,389.468747559,1000.0,1359,89.1655403335,0.873137757057,0.453286,3.0,0.00305282,0.873291721738,1359,21.6304347826,-0.916639,0.873201,786.692307692,87.4898,65.0,0.0128767166074
63.0,75.6544,15.9358631877,0.875999,1.8315986908,53.0,1360,37.1032322462,0.874128442977,0.721975,3.0,0.00254518,0.874275284994,1360,18.2909090909,-0.917477,0.874044,46.1520737327,87.5255,43.0,0.0109807571629
131.0,75.6941,24.5313412516,0.87453,173.725578983,1000.0,1361,45.017068707,0.872421524355,0.508999,3.0,0.0023017,0.872563872751,1361,25.9473684211,-0.915832,0.872456,89.1403508772,87.5752,51.0,0.0109457677299
90.0,75.7073,17.0858406962,0.877189,0.0,1000.0,1362,99.9956828753,0.875052984867,0.19074,3.0,0.00271568,0.875218326189,1362,19.1320754717,-0.917461,0.875038,1000.0,87.6258,1000.0,0.0116119612519
72.0,75.7336,14.6920566608,0.87525,134.10363576,1000.0,1363,99.9705250863,0.873075079342,0.515882,3.0,0.00283263,0.873196435663,1363,17.6727272727,-0.915595,0.87315,936.818181818,87.6888,642.0,0.0117365583897
123.0,75.7549,19.4240984215,0.874281,454.996561628,1000.0,1364,79.5089727532,0.87190347353,0.493208,3.0,0.00253182,0.872006591487,1364,18.3392857143,-0.914341,0.871836,647.5625,87.7901,57.0,0.0115500585513
