MaxReturn,StdForwardProgress,AverageAbsY,MinEsReturn,AverageQLoss,MinForwardProgress,MaxForwardProgress,AverageAbsQ,AverageAction,StdReturn,AverageForwardProgress,MinReturn,StdEsReturn,AveragePolicySurr,AverageDiscountedReturn,AverageY,PolicyRegParamNorm,QFunRegParamNorm,AverageEsReturn,MaxEsReturn,AverageReturn,AverageAbsQYDiff,AverageQ,Epoch
-135.126384381,0.104613529948,0.109954133266,-166.195829333,0.000507625,-0.225635185694,0.124906919626,0.10946,0.993467,10.977386964,-0.0856593033028,-171.813117868,3.88052245067,0.0368974,-36.0288492765,-0.0485051453411,21.273,23.7249,-162.315306882,-158.434784431,-157.356641876,0.00892364108355,-0.0485318,22
-145.173703569,0.0697326276156,0.115035328916,-164.136465986,0.000484116,-0.226380264079,0.0455129356822,0.114658,0.999624,6.9700987479,-0.110192888846,-172.356990287,1.03029378442,0.0716677,-37.5729347776,-0.0673606190914,21.2283,24.1655,-163.106172202,-162.075878417,-160.728157677,0.00860498025092,-0.0673435,23
-182.779482928,0.0477127902691,0.136997005556,-166.377884341,0.000544412,-0.679765185423,-0.47930177195,0.136506,0.896051,4.5617753679,-0.563644425373,-201.627481235,10.7152318746,0.0596931,-38.2258486082,-0.086311519735,21.3884,24.6051,-155.662652466,-144.947420592,-190.729471807,0.0093373507068,-0.0862707,24
-122.140103554,0.0911802745066,0.158044028877,-153.396011518,0.000610881,-0.163601078013,0.179810937706,0.157305,0.948079,9.32983082013,-0.0141258415747,-156.707467917,12.6396975968,0.0911426,-24.2031873061,-0.104543315119,21.5706,25.0568,-140.756313922,-128.116616325,-142.154773808,0.0100623064842,-0.104529,25
-143.600386393,0.0604462601827,0.166058507818,-173.857076883,0.000686336,-0.196183582636,0.0586625203454,0.165194,0.998281,6.00742512601,-0.108183425823,-168.872336619,31.4592429117,0.0867905,-37.2622960701,-0.108793009527,21.8515,25.4853,-142.397833972,-110.93859106,-160.101948605,0.0106782665599,-0.108761,26
-154.194075992,0.0594344907916,0.169853222036,-167.497766337,0.000789367,-0.261900396018,-0.0472652864813,0.169197,0.999186,5.92605940093,-0.13884368481,-175.572467283,3.50166860899,0.0806468,-39.9203333468,-0.106302504539,22.076,25.9206,-163.996097728,-160.494429119,-163.309326781,0.0113734428235,-0.106303,27
-145.048516497,0.0604986552809,0.177888167601,-170.190057973,0.000763981,-0.265947782867,0.0283987878928,0.177153,0.986238,5.92930789994,-0.100434861248,-173.553473245,4.49218676113,0.0968462,-36.8251890996,-0.114759921292,22.1762,26.3391,-165.697871212,-161.205684451,-157.700643028,0.0114038909646,-0.114715,28
-143.773016751,0.0628478117344,0.190566243738,-159.456253558,0.00080491,-0.224297839237,0.00415815207997,0.189865,0.962566,6.05733790537,-0.0897493133006,-165.644982077,1.93632326802,0.128013,-36.009140763,-0.131608283523,22.1499,26.7545,-157.51993029,-155.583607022,-153.018434051,0.0115328567619,-0.131603,29
-125.257492169,0.0771405343203,0.21342547061,-151.260981075,0.000944869,-0.0740815639675,0.224146775592,0.212688,0.987494,7.7989975652,0.0806081582119,-155.377932428,3.29122770949,0.157037,-22.4361980761,-0.156966457771,22.2482,27.174,-147.969753366,-144.678525656,-139.826103735,0.0124844791003,-0.156901,30
-127.508971744,0.0940482295638,0.239815091104,-163.034042638,0.000971479,-0.0901092786623,0.220270338896,0.239223,0.998355,9.42170418355,0.0618223226035,-158.573076595,5.68461820425,0.150617,-24.7905847639,-0.181712700507,22.3407,27.6224,-157.349424434,-151.66480623,-143.360688965,0.0131300042038,-0.181655,31
-106.699994287,0.0634209085748,0.22474085597,-158.147917906,0.00109186,0.0367932902767,0.344311243792,0.223801,0.967536,7.45551621198,0.208447552313,-143.454965335,4.92084876102,0.122788,-16.0358723603,-0.158724186683,22.4028,28.0485,-153.227069145,-148.306220384,-123.955183275,0.0136631845082,-0.158712,32
-123.236565443,0.0698828944349,0.232874317107,-157.263700391,0.00107924,-0.0636188204903,0.253317241469,0.231987,0.993547,6.83429723146,0.0718635442188,-154.201404091,5.701502356,0.130059,-23.0443621409,-0.159562490493,22.403,28.4069,-151.562198035,-145.860695679,-141.141617488,0.0131030317314,-0.159511,33
-122.80514094,0.0433848904447,0.244977566878,-142.919120979,0.00137485,0.0518481376767,0.263653986585,0.244151,0.994731,4.29957200599,0.109140182138,-143.78603696,2.92630997537,0.113352,-20.6876528616,-0.150115641824,22.3656,28.7515,-139.992811003,-137.066501028,-138.003382692,0.0147962717888,-0.150069,34
-123.794865146,0.0471586817223,0.273752735111,-159.940551901,0.00138395,0.0179158999821,0.203934862218,0.272562,0.960469,4.42215419605,0.105602893833,-141.352517341,16.2657681238,0.105607,-20.0017538545,-0.141240737754,22.4213,29.1644,-143.674783777,-127.409015653,-133.156165841,0.0150834985484,-0.14117,35
12.4992995692,0.464751366059,0.313115202133,-138.8673325,0.00154997,-0.0287529450772,1.46296690295,0.311853,0.968983,50.6155893092,0.307334198727,-148.899144114,11.8534784525,0.101268,-14.8314190772,-0.13148416951,22.3905,29.5284,-127.013854048,-115.160375595,-112.632289215,0.0151908490568,-0.131463,36
-126.863817189,0.0587559827048,0.353046932875,-103.49349084,0.00178739,-0.038619655045,0.21039331085,0.351733,0.991249,6.19732058749,0.0662437038041,-152.427441037,62.2255115938,0.0617035,-23.4250804555,-0.113465095211,22.5782,29.9138,-41.2679792461,20.9575323477,-141.698133572,0.0165574823517,-0.113509,37
8.61990085824,0.33391907769,0.394797070616,-79.3727379087,0.0023233,0.00657389358466,1.39989743705,0.393112,0.983093,36.813267936,0.303381773969,-147.102523893,5.0643650946,0.0500634,-10.1115981597,-0.0926166638177,22.6982,30.331,-74.3083728141,-69.2440077195,-115.674399234,0.0187148440816,-0.0926434,38
56.2643846232,0.49642832585,0.415352090179,-141.458346817,0.00256015,-0.43462181681,1.84359606829,0.413759,0.9181,50.0529729901,0.410063870339,-176.121730212,1.83353680957,0.0690887,-0.35216356393,-0.0933700994403,22.7016,30.6703,-139.624810007,-137.791273198,-89.6310124554,0.0192284725986,-0.0933271,39
-42.3966040721,0.141534158931,0.428597105906,-140.945890999,0.00254327,0.244725563946,0.888898450453,0.427018,0.881475,13.4739584586,0.59878319416,-103.20377383,9.57925947592,0.0708493,4.0635390175,-0.100109179224,22.7375,31.0504,-131.366631523,-121.787372047,-69.7320932594,0.0193836532983,-0.100112,40
-133.002971878,0.0388937827586,0.442613460502,-131.019404983,0.00304893,0.00852251878235,0.154665991465,0.440814,0.992301,3.82980758123,0.0887476146429,-147.325882102,31.7588686622,0.0658139,-22.5286538801,-0.099342124028,22.9327,31.3911,-99.2605363207,-67.5016676585,-139.518059409,0.0209019009445,-0.0992572,41
-82.0752380897,0.753165441951,0.442758155277,-131.147870341,0.00301879,-1.58361292403,0.567293958807,0.440793,0.888748,76.2793505397,-0.73213632131,-293.233631027,4.80406512365,0.0807345,-30.7962447094,-0.100570304041,23.0003,31.7552,-126.343805217,-121.539740094,-206.454657323,0.0207480187016,-0.100451,42
113.545707188,0.439261808416,0.440646829723,-141.945649458,0.00328881,0.340494209129,2.41372063304,0.438618,0.922106,44.6618772866,0.898180102938,-98.4031580008,18.5338219429,0.0827799,17.8825071628,-0.117044097288,23.068,32.0627,-123.411827515,-104.878005572,-45.4308712802,0.0223412414982,-0.116917,43
127.962032291,0.530784566184,0.460437655547,-99.9889184163,0.00331323,0.280322817604,2.56971840485,0.458084,0.925345,53.533443299,0.958291179299,-101.837843143,36.1098924,0.0820667,19.2957801439,-0.108979290593,23.1336,32.3443,-63.8790260163,-27.7691336164,-38.1990605057,0.0221291875391,-0.10899,44
-51.5366828999,0.567024371116,0.493185641183,-76.1754682202,0.00364752,-1.2347087605,0.803401147615,0.49082,0.889688,56.9800920919,-0.532100045966,-254.166637261,9.81832401634,0.0670819,-26.5310519318,-0.101805198982,23.2275,32.6455,-66.3571442039,-56.5388201876,-183.320481656,0.023412581322,-0.101694,45
177.989792752,0.317113347437,0.519658475865,-97.1957914525,0.00406917,2.01130568566,3.09655028746,0.517353,0.90936,31.7350155959,2.61551703369,68.9884047566,32.4188964871,0.055574,-2.85453882754,-0.0884180211475,23.1978,32.9643,-64.7768949654,-32.3579984783,130.792908385,0.0252426882754,-0.0882888,46
38.7962799179,0.628372470525,0.542198532839,-122.253987322,0.00400178,-0.0839079464181,1.78709008243,0.539943,0.918236,60.2491914405,0.412208748281,-142.746810852,95.0133820904,0.0386165,3.06919914497,-0.0735934694208,23.2616,33.2655,-27.2406052315,67.7727768589,-94.9695706996,0.0252980602371,-0.0735995,47
2.40110967637,0.263525926241,0.562077525596,-129.926135636,0.00466378,0.372989529342,1.37512572262,0.559619,0.918586,27.978072048,0.781722186275,-100.092812555,95.8161648234,0.026461,4.5702108785,-0.0590124707491,23.3657,33.5438,-34.1099708122,61.7061940112,-57.1082733054,0.0274601851684,-0.0588917,48
-89.6405847213,0.0562888226747,0.58436521098,-71.1572826549,0.00451872,0.31756797733,0.521389334269,0.581708,0.933548,4.44275786804,0.433316329677,-104.428047431,21.3209105192,0.0190023,-7.33519714874,-0.0465911430291,23.4912,33.8695,-49.8363721356,-28.5154616164,-96.0685740656,0.0276413442153,-0.0465868,49
-61.3898232761,0.188114670487,0.604064273463,-102.702480475,0.00449868,0.23891662048,0.74440720324,0.601314,0.91914,19.5141551111,0.446478492366,-114.79032554,4.21811675572,0.0037629,0.316631433454,-0.0369381790433,23.6105,34.2177,-98.4843637193,-94.2662469636,-92.5891518473,0.0277015212387,-0.0369325,50
-101.714580281,0.0264998438648,0.622146152142,-76.5789322332,0.00472612,0.290945347032,0.39368770102,0.619468,0.936405,2.12352113727,0.341740856231,-110.522209362,1.66941938214,0.0126793,-5.33550214774,-0.0320426765475,23.7231,34.5012,-74.909512851,-73.2400934689,-106.000096845,0.0282720628785,-0.0320184,51
-97.5722657949,0.0664321320806,0.632608305102,-95.4991862331,0.00492783,0.144764958318,0.382934416554,0.629978,0.939867,7.4196488303,0.207146686665,-126.803960889,9.96383800802,0.0205258,-11.8688891683,-0.0328640487322,23.7717,34.8272,-85.5353482251,-75.5715102171,-119.600975944,0.0280016592895,-0.0328167,52
-43.8475269092,0.157396922195,0.639111223399,-114.102196513,0.00462063,0.282451515043,0.824424121209,0.63692,0.929098,20.0653714315,0.447487490881,-109.766204154,12.3269355977,0.0254182,-6.3838814355,-0.0415887321497,23.8466,35.1326,-101.775260915,-89.4483253176,-90.8806264353,0.028614700141,-0.0416372,53
23.5245273857,0.312030200005,0.644523276342,-98.4600913316,0.00554767,0.339176029812,1.50803017675,0.641621,0.924854,33.689605267,1.06035492076,-104.329332502,15.8958822875,0.0311435,0.0440078769585,-0.0467582223572,23.9338,35.3821,-82.5642090441,-66.6683267567,-23.3315839005,0.0298992168303,-0.0466845,54
-12.6824880285,0.139568834973,0.651576840381,-78.9305720481,0.00580764,0.62796304495,1.2830102457,0.648568,0.935085,13.1873814412,0.946479282589,-72.4333335584,2.85599152676,0.0292828,-3.39688561067,-0.0518874812173,24.031,35.7899,-76.0745805213,-73.2185889945,-44.5995655848,0.0318098662325,-0.0518956,55
-67.6900988867,0.114547563646,0.652231537613,-66.5821155354,0.00565491,0.22603603856,0.659522609806,0.649164,0.911599,11.5817837132,0.42735434331,-112.393189809,38.6356291251,0.00725007,-4.85600665346,-0.0454131465973,24.1883,36.0136,-27.9464864103,10.6891427148,-91.4065804253,0.0321516521505,-0.0453999,56
-90.9599356876,0.0615569269253,0.650320069804,-113.548227132,0.00577392,0.16238100396,0.44901780365,0.647488,0.892061,5.04377640192,0.250419401146,-114.357008994,20.4793192647,-0.00663538,-9.5970124204,-0.0299310303157,24.4814,36.3459,-93.0689078669,-72.5895886022,-106.913939248,0.0331426765222,-0.0298376,57
-46.5760495588,0.104053966335,0.652622641531,-111.180301514,0.00646354,0.528738641506,0.896639305237,0.649247,0.943607,10.4220211797,0.751534024438,-83.1466106631,8.13171812848,-0.0226545,3.92171264115,-0.0244154439033,24.5992,36.5782,-103.048583386,-94.9168652574,-61.2456078964,0.0346007469963,-0.0243858,58
-38.7323136197,0.150608969187,0.663080754629,-71.2493679604,0.00747528,0.504536350502,1.00476682723,0.659268,0.933951,14.4835591086,0.648080012399,-86.7276423207,19.8956270759,-0.0463554,6.91701449435,0.00457967094335,24.7374,36.8945,-51.3537408845,-31.4581138086,-72.4940923049,0.0364314467824,0.0045742,59
-79.4232993778,0.0623332532198,0.671782633282,-92.799333362,0.00798291,0.248903529809,0.524526326167,0.6677,0.881853,6.1378994664,0.334086167232,-105.674412475,5.79742289807,-0.04469,-1.10911340823,0.0186359556454,24.8558,37.2082,-87.0019104639,-81.2044875659,-97.3818763548,0.0375762886369,0.0187415,60
-38.8385404735,0.205742954313,0.677319011846,-84.1524162703,0.00759473,0.197724599181,0.917974135283,0.673287,0.887278,19.2399890195,0.546380301191,-106.165661078,57.9542443917,-0.0546059,-4.52564992604,0.027662158507,24.9277,37.5037,-26.1981718786,31.7560725132,-73.7204836257,0.0370744752836,0.0277233,61
145.301690364,0.132423838323,0.681515290089,-59.1100198166,0.0080696,2.27820084386,2.79225269087,0.677585,0.919628,12.8410562544,2.5654840668,95.2344102083,0.168511933651,-0.0753319,19.7718798996,0.0429073447911,24.9875,37.7975,-58.941507883,-58.7729959493,123.612650316,0.0377290287817,0.0428486,62
194.87694972,0.348555955696,0.697140989143,28.5432631806,0.00923831,1.89494120508,3.30478408041,0.692548,0.937727,34.112067826,2.53422776074,56.6713719582,121.220527894,-0.102402,40.7718341512,0.068530355787,25.0755,38.0111,149.763791075,270.984318969,120.173196272,0.0408551789999,0.0683963,63
230.436275116,0.583401884916,0.716575473459,117.053680777,0.0101064,1.43441211265,3.62998415605,0.711478,0.932909,57.4829484501,2.45394226922,12.0557371149,67.9911843391,-0.136322,25.8338102188,0.103355421325,25.083,38.2898,185.044865116,253.036049455,113.71240777,0.0431191762324,0.103522,64
160.161133009,0.33106296524,0.729265013184,1.44932318689,0.00999467,1.35748945928,2.9090659768,0.724289,0.936948,32.7528395504,2.07502219254,6.67903389046,31.2563077488,-0.176233,19.7377753578,0.13220486674,25.2121,38.5748,32.7056309357,63.9619386845,77.1896877103,0.0449678012529,0.132279,65
383.919198644,1.4028011634,0.736485354138,185.477032792,0.0105137,0.697593780291,5.09493186586,0.731527,0.969737,146.858044664,3.89359089411,-77.0758996934,51.7794018648,-0.230763,42.2198738948,0.17576939477,25.2464,38.8734,237.256434657,289.035836522,258.529673151,0.0471528908441,0.175586,66
254.303548373,0.939012414412,0.746780380276,64.9876569549,0.010553,0.417705613878,3.84717583209,0.742074,0.962387,97.6434656416,2.97158540918,-104.159506976,94.7645850878,-0.273873,29.9866765468,0.224388657514,25.4063,39.126,159.752242043,254.516827131,164.154384075,0.0479545600507,0.224387,67
291.106110928,0.495210313826,0.758883154902,111.116272849,0.0104495,2.44443879021,4.19014115908,0.75398,0.962587,50.638426237,3.45519194723,112.869886801,44.8448183862,-0.31829,30.0758675765,0.268586680595,25.4392,39.3769,155.961091235,200.805909622,215.324534918,0.0481216888847,0.268758,68
324.449271437,0.337234888407,0.775000511635,190.923221729,0.00985527,3.25092504938,4.51972319968,0.770651,0.960004,33.7580066114,3.83569308147,196.880494278,26.9607703921,-0.346326,36.1786045653,0.305388173749,25.5134,39.5611,217.883992121,244.844762513,254.826499266,0.0471068728297,0.305438,69
370.655437893,0.483903269242,0.802063721102,256.596601058,0.0107308,3.39630872179,5.00126487711,0.797528,0.959439,48.1328816767,4.13461958973,212.094226795,18.3299147441,-0.394731,42.1983053505,0.352014371805,25.6141,39.8064,274.926515802,293.256430546,283.950180317,0.0485583585962,0.35197,70
248.428624027,0.499946218092,0.826589348635,245.487949187,0.0107353,1.71210619071,3.81787713959,0.822034,0.940623,48.9176887241,2.91777271448,41.08921342,56.1302322261,-0.435217,19.1964903723,0.393609161353,25.7062,39.9803,301.618181413,357.748413639,159.547875648,0.0497276013481,0.393676,71
263.370674373,1.12855243026,0.846671429896,-57.9099480211,0.010715,0.54799799973,4.0246960075,0.842617,0.939395,114.209867766,1.71353483939,-89.4118393203,78.0849891809,-0.461684,23.8107529832,0.420670024084,25.7741,40.212,20.1750411598,98.2600303407,33.4125543731,0.0498640547778,0.420625,72
373.065564357,0.920760946053,0.869003356083,-95.0053399212,0.0111026,1.495234975,5.1504906219,0.864804,0.960465,90.1201090383,4.07705209277,13.3034483531,141.827091969,-0.490411,45.7410943818,0.447563730075,25.8259,40.4366,46.8217520477,188.648844017,267.246690585,0.0500544335599,0.447498,73
337.115670974,0.39640977454,0.890049216372,206.436280154,0.010828,3.23021861339,4.78527553176,0.886576,0.969073,38.6236351236,4.14063220307,183.640261367,45.0287604591,-0.527705,42.38080156,0.490453176782,25.8651,40.7185,251.465040613,296.493801072,272.447396967,0.0498954097626,0.490549,74
354.562548237,0.37665328081,0.923653168529,212.201218457,0.0107039,3.29425586173,4.97736318011,0.919959,0.974731,37.1711488965,4.10056667028,188.651715259,45.3628970266,-0.570236,34.0518765421,0.533876272488,25.9105,40.9309,257.564115484,302.92701251,267.447447241,0.0503335084203,0.533797,75
379.805341622,0.352213392639,0.958960006406,51.6499449793,0.0115828,3.74647413703,5.23037572109,0.955622,0.977847,35.2983124916,4.25787873849,231.952494958,100.030692116,-0.61448,33.5006984934,0.56991213039,26.047,41.1817,151.680637095,251.711329211,282.197898631,0.0528014735897,0.56986,76
216.060387328,0.267340194339,1.00933143038,325.222309967,0.0111,2.61722757245,3.57816163828,1.00662,0.968071,26.3099437973,3.09908907315,122.987547021,31.7934594549,-0.682019,24.6054380847,0.630243183875,26.1556,41.4133,357.015769421,388.809228876,169.265091989,0.0530244493675,0.630151,77
293.56831644,0.470120888639,1.04194980721,194.140296696,0.0124863,2.59319825248,4.36268819964,1.03807,0.973581,46.8008381343,3.33939667099,118.25204713,57.9420735726,-0.737076,19.928209453,0.685109653963,26.2403,41.6659,252.082370269,310.024443842,192.087879488,0.0547257677944,0.685086,78
272.833570147,0.340592226966,1.08321985784,152.366207832,0.012832,2.7581489988,4.15189640777,1.07983,0.973734,33.3770876177,3.37013114736,134.185354807,27.9404481236,-0.782284,35.3971791187,0.737293065891,26.3336,41.9273,180.306655956,208.247104079,196.560234396,0.0564841955073,0.737239,79
332.092958641,0.440258397157,1.11068462952,195.660341812,0.0127479,3.12552484464,4.7081619324,1.10719,0.975449,43.0916304919,4.04711026372,174.78869146,29.7404644858,-0.816128,31.9519348501,0.775595582012,26.396,42.1856,225.400806298,255.141270784,265.300624889,0.0562533985335,0.775609,80
371.966481999,0.471592764098,1.13830920528,128.698810245,0.0128964,3.38526186416,5.12811001722,1.13528,0.974974,47.3955202412,4.37437988685,194.109897473,45.3995473963,-0.862414,24.451573012,0.821857418279,26.4889,42.3845,174.098357641,219.497905038,296.243931634,0.0572226302544,0.821941,81
430.437760268,0.360623575452,1.16338977532,205.157863635,0.0128443,3.99471153994,5.80741014945,1.16028,0.983391,34.4056680948,4.74078444393,258.65305729,24.4459839577,-0.920763,40.7221295956,0.870794146101,26.5736,42.5775,229.603847593,254.049831551,329.348988382,0.0581330700489,0.870771,82
473.195429448,0.377100575597,1.20100205731,247.185111333,0.0135464,4.64559665316,6.21141726173,1.19832,0.987521,37.1890045105,5.24612337134,319.804525319,59.0345814737,-0.967106,44.815591178,0.924078733179,26.6489,42.7913,306.219692807,365.25427428,377.761124408,0.0593597877636,0.924,83
467.35109847,0.328843760697,1.23993771681,386.866698746,0.0139325,4.7167038625,6.16722732712,1.23648,0.986704,32.1417352591,5.47757302115,326.352640587,12.6715864905,-1.02086,53.854545867,0.980086039478,26.7311,42.9871,399.538285237,412.209871727,400.930990655,0.0601387218412,0.979895,84
435.440249708,2.35020454215,1.28523121648,362.691613013,0.013736,-2.47767931935,5.85294086192,1.28293,0.97629,235.428484794,2.36966327473,-392.741134075,14.9040093442,-1.07767,-4.70303452126,1.03571858616,26.7731,43.238,377.595622357,392.499631701,85.1084022214,0.0607972991458,1.03567,85
463.220615976,1.08674336541,1.32135979769,-61.0601371751,0.0149192,1.05037117818,6.12095024529,1.31808,0.982653,111.061129553,4.81433293947,-51.7310796805,217.111674163,-1.11983,43.151561845,1.07429496063,26.824,43.5264,156.051536988,373.163211152,331.778875149,0.0631606466628,1.07405,86
456.385972038,0.553240159083,1.36688287248,135.050397145,0.0140909,4.07528828561,6.04078865887,1.36441,0.986442,55.7853294016,5.10953721806,258.389616927,137.39525038,-1.18409,45.1726120505,1.12779823397,26.9355,43.7759,272.445647525,409.840897905,360.675992406,0.062570580951,1.12782,87
424.364573757,0.807062895041,1.43266887273,417.221981232,0.0151662,1.84394900854,5.75678075091,1.42928,0.986387,82.6342879975,5.04185061352,25.2573106694,10.7729775352,-1.25783,40.6914296767,1.20221032899,26.9768,44.0151,427.994958767,438.767936302,354.017894364,0.0639149493834,1.202,88
415.435051842,1.73941915364,1.49882409469,269.344419438,0.0149015,0.111455518073,5.59674637964,1.49655,0.99065,179.346268736,2.41349541766,-147.669420243,80.8488124699,-1.31442,7.24094741857,1.26648993278,27.0082,44.1814,350.193231908,431.042044378,87.3650616635,0.0636427180051,1.2663,89
415.106033333,0.338491971784,1.55030886808,208.682019686,0.0159242,4.45093363841,5.64232939517,1.54715,0.989295,33.9122274722,5.05147883116,297.252748987,99.0711012508,-1.37865,55.19974008,1.32594192859,27.0706,44.3639,307.753120937,406.824222188,358.303997314,0.0662449538836,1.32585,90
428.967629287,0.314870463669,1.59169099416,304.752562854,0.0161553,4.58546224838,5.75704238445,1.58893,0.990448,32.4046403261,5.17897631496,307.864793943,12.3706050657,-1.43745,51.4368587591,1.38507086166,27.1567,44.5582,317.12316792,329.493772986,372.06673781,0.0663863021816,1.385,91
491.056771799,0.350233472177,1.63674976904,301.855663803,0.015876,4.97297345753,6.35948181934,1.63401,0.991149,34.4859482073,5.65556565143,349.888238175,58.7612542319,-1.49766,51.9987093321,1.44734242988,27.1947,44.8056,360.616918034,419.378172266,420.51651023,0.0665443253725,1.44721,92
508.306739598,0.355627236918,1.69107267729,329.694156954,0.0177901,5.04132486116,6.55149521479,1.68807,0.98862,35.536981996,5.81529571769,351.256425515,43.8711801804,-1.57493,57.0765144959,1.51761847316,27.2549,45.0251,373.565337134,417.436517315,436.66577899,0.0697898661367,1.51751,93
459.191153595,0.571917778251,1.74132784136,306.44017887,0.016608,4.08894026469,6.01558958999,1.73864,0.988375,59.1728317615,5.28439752075,258.384334399,94.7856077112,-1.64471,33.8407935618,1.57989182305,27.306,45.2387,401.225786581,496.011394292,383.279043319,0.0680699282222,1.57976,94
432.023010493,0.627727013642,1.79072502614,413.255898242,0.0174581,3.53590551206,5.77574517348,1.7877,0.98964,63.9884578253,4.77282428326,203.37533431,23.9176887789,-1.71705,13.1416229875,1.65692326207,27.438,45.4483,437.173587021,461.0912758,330.47347748,0.0695284881476,1.65681,95
490.972781762,0.32941170957,1.83175331033,321.964472687,0.0177588,4.86184078057,6.35526867046,1.829,0.992954,33.1630441868,5.62131836456,341.783503385,45.944997606,-1.77757,39.5785000947,1.72152272694,27.5101,45.6511,367.909470293,413.854467899,418.9610551,0.0705960437797,1.72152,96
455.749736357,1.264510235,1.88599561019,227.702169408,0.0181059,0.348854500586,5.97126102413,1.88335,0.990001,129.471711098,4.87133367626,-118.184330507,91.8268728821,-1.84749,25.8287408318,1.79161795268,27.5966,45.8439,319.52904229,411.355915172,344.215516339,0.0713100350569,1.79144,97
