StdReturn,AverageReturn,AverageQLoss,PolicyRegParamNorm,AverageAbsQ,StdEsReturn,Epoch,MaxEsReturn,AverageDiscountedReturn,MaxReturn,AverageEsReturn,AverageAction,QFunRegParamNorm,AverageAbsQYDiff,MinEsReturn,AverageQ,Iteration,AveragePolicySurr,MinReturn,AverageY,AverageAbsY
21.3165499194,123.403890811,1.68863,11.7803,0.477486,40.3168811161,9,-140.870410242,7.43496717452,167.956407079,-191.803626105,0.298212,11.5,1.10711375862,-263.093151511,-0.0879688,9,0.400505,92.4770606052,-1.18448551194,1.18448551194
221.309883515,32.0235080011,0.0855759,12.7602,0.508716,0.0,10,-239.885808241,0.559860884194,347.106045886,-239.885808241,0.905937,11.5131,0.194706310598,-239.885808241,-0.508143,10,0.362188,-176.291718307,-0.518044912687,0.518125289058
264.586707429,-342.579060524,0.00996795,13.0733,0.190384,0.0,11,-277.399093057,-31.006047999,191.392701638,-277.399093057,0.805904,11.5293,0.077341052815,-277.399093057,-0.188157,11,0.0251843,-477.391949918,-0.188018636313,0.194784976969
20.0172443172,-448.38348754,0.00437376,13.2994,0.101621,0.0,12,-402.30991829,-34.8935952529,-409.326177854,-402.30991829,0.821406,11.5402,0.0513113275385,-402.30991829,-0.0791511,12,-0.0660088,-471.797196799,-0.0787141321269,0.11173510431
12.8730667896,-159.243438903,0.00309206,13.7191,0.0985302,0.0,13,-428.165633152,-17.4342286141,-136.905744712,-428.165633152,0.800576,11.6108,0.0427562386906,-428.165633152,-0.0176067,13,-0.0423521,-179.411736076,-0.0174581981591,0.106781704937
14.3208055643,-134.798608517,0.00292134,14.2816,0.11516,0.0,14,-442.225701445,-17.3396539069,-107.222664299,-442.225701445,0.794137,11.7338,0.0411762569386,-442.225701445,-0.0135629,14,-0.0353903,-154.46027549,-0.0135564212569,0.121637072869
1.3153593105,-392.791209982,0.00331391,14.4524,0.118709,0.0,15,-376.005278304,-38.6092652178,-390.079473048,-376.005278304,0.667466,11.9054,0.0442183401982,-376.005278304,-0.0150316,15,-0.0331999,-394.519642001,-0.014995305183,0.125719622644
10.7004976661,-66.4263503054,0.00329028,14.8518,0.12015,0.0,16,-293.847161897,-10.9131899017,-53.1246448813,-293.847161897,0.623382,12.1325,0.0436303910904,-293.847161897,-0.00722929,16,-0.0243345,-94.2303046528,-0.00729015864504,0.126491062806
2.52759299296,-343.883549953,0.00352364,15.6383,0.12656,0.0,17,-236.155903138,-35.4157657632,-339.854051831,-236.155903138,0.697615,12.4342,0.0446279526162,-236.155903138,-0.00850529,17,-0.0234738,-347.650770766,-0.00859916186588,0.133155139383
46.2017426638,-458.647182132,0.00354761,16.1171,0.131353,0.0,18,-330.077189091,-32.2114463782,-416.96597833,-330.077189091,0.753282,12.7665,0.0450223234956,-330.077189091,-0.00171451,18,-0.0401612,-555.500213627,-0.001713279734,0.137873494241
37.2415476032,-289.896537547,0.00334436,16.3471,0.135873,0.0,19,-357.322131513,-29.0382917541,-244.812707386,-357.322131513,0.460024,13.1056,0.0440640021449,-357.322131513,0.0145921,19,-0.0616734,-361.068347301,0.0146040321963,0.141653317444
85.9307645899,-301.150056761,0.00334609,16.8476,0.147125,0.0,20,-358.212956636,-21.168054686,-155.920097852,-358.212956636,0.52294,13.4323,0.0438915266361,-358.212956636,0.0396412,20,-0.0993981,-370.258654381,0.0397579070193,0.15234356513
2.11130917223,-125.79451109,0.00351764,17.1663,0.165021,0.0,21,-334.729170701,-12.6475077283,-122.496099246,-334.729170701,0.216367,13.7807,0.0445202353757,-334.729170701,0.0697429,21,-0.133792,-129.253462189,0.0698499268961,0.170164716538
3.29715244263,-166.164063987,0.00356834,17.5383,0.184948,0.0,22,-409.602247808,-15.2923863125,-161.625403246,-409.602247808,0.290415,14.1618,0.0444789302284,-409.602247808,0.106222,22,-0.171083,-171.861642852,0.10628562658,0.189451644439
8.4892284664,-310.048495004,0.00384313,18.1279,0.20412,0.0,23,-300.228710356,-28.8701777172,-292.016870419,-300.228710356,0.599229,14.5641,0.0455358426484,-300.228710356,0.142176,23,-0.206791,-322.575994747,0.14233821846,0.20852957321
101.593129424,-307.122805994,0.00399878,18.6653,0.225443,0.0,24,-230.71736734,-26.6223662945,-224.360335387,-230.71736734,0.441723,14.9503,0.0462933507366,-230.71736734,0.172524,24,-0.234709,-521.458784359,0.172677330722,0.229576816938
225.677001925,16.8608507955,0.00424037,19.2796,0.243357,0.0,25,-250.194955747,-0.291681727994,162.044783524,-250.194955747,0.626077,15.3442,0.0473668804852,-250.194955747,0.202646,25,-0.264587,-443.307471728,0.202865478624,0.247154877269
94.7105786027,122.430440593,0.00443432,19.9026,0.264926,0.0,26,-179.658634998,32.2941336798,289.546877719,-179.658634998,0.579779,15.7224,0.0477724976204,-179.658634998,0.232652,26,-0.295409,8.86894196158,0.232942296742,0.268440293164
96.8583188237,153.064008679,0.00465036,20.6565,0.289046,0.0,27,-182.246203176,47.9020288536,394.582042642,-182.246203176,0.670282,16.1624,0.0485916733547,-182.246203176,0.266242,27,-0.334862,32.3313671845,0.266534706323,0.292650549141
215.408551661,-169.989602002,0.0050024,21.3239,0.323218,0.0,28,-25.1592671473,53.98305251,92.9981437666,-25.1592671473,0.764717,16.6113,0.0503513584353,-25.1592671473,0.306076,28,-0.378849,-492.30162037,0.30644652634,0.326113055377
209.845822859,-492.391796374,0.00584105,21.9456,0.357175,0.0,29,-127.827280686,-3.17211625031,37.9088266419,-127.827280686,0.859193,16.9619,0.053686563435,-127.827280686,0.343932,29,-0.412917,-787.643181757,0.344308330319,0.360051153781
166.669074342,-220.606146169,0.0058795,22.3877,0.391612,0.0,30,-86.6392332971,37.1252233096,-18.3912872717,-86.6392332971,0.758957,17.3144,0.0536573413767,-86.6392332971,0.381134,30,-0.453566,-482.139731931,0.381466817883,0.394534755656
436.643237112,346.622531291,0.00593901,22.799,0.434686,0.0,31,-42.8374058433,79.7873984969,1429.09462724,-42.8374058433,0.8047,17.6514,0.0541460397333,-42.8374058433,0.42795,31,-0.50177,-153.522114528,0.428223994002,0.437061029293
73.0659717031,73.3716459372,0.00618991,23.2229,0.480139,0.0,32,129.348227855,38.2451662099,210.842343728,129.348227855,0.885498,18.0004,0.0550249177653,129.348227855,0.474692,32,-0.548496,-58.2361828723,0.47505545652,0.482238277255
170.911922109,55.6057737349,0.00631626,23.6414,0.520275,0.0,33,100.111348089,21.6160361938,367.225155062,100.111348089,0.861454,18.3644,0.0555461844906,100.111348089,0.51594,33,-0.59028,-207.422440262,0.5163116236,0.521815710757
61.4207989059,332.004270992,0.00632125,24.0225,0.564106,0.0,34,83.8788382723,26.1847754268,417.120678512,83.8788382723,0.899513,18.7098,0.0561046545606,83.8788382723,0.56082,34,-0.635147,190.419613322,0.561236633166,0.565639021273
127.458552756,526.634071371,0.00636821,24.3515,0.598798,0.0,35,148.344161178,67.3190827778,625.693694592,148.344161178,0.893999,19.0166,0.0564063372794,148.344161178,0.595586,35,-0.668072,274.081004855,0.596022969217,0.600150677147
191.312139314,287.091871085,0.00762923,24.6765,0.651671,0.0,36,126.568031627,38.1300767428,651.886733251,126.568031627,0.860563,19.3862,0.0597191890709,126.568031627,0.649105,36,-0.722316,-137.912400751,0.649455359307,0.652778784892
138.678362995,320.967657691,0.00758959,24.9967,0.704489,0.0,37,221.129848653,36.0809306941,585.889166122,221.129848653,0.895309,19.6951,0.0605331700255,221.129848653,0.702198,37,-0.776938,152.255429936,0.702623570613,0.705807365807
114.270946689,677.631950366,0.00800349,25.2797,0.747093,0.0,38,253.925175953,67.8291242816,978.83236,253.925175953,0.865898,19.9848,0.0605086041377,253.925175953,0.744801,38,-0.819531,563.823540687,0.745228706422,0.748122029548
265.195667944,1040.79040315,0.00751593,25.5863,0.784941,0.0,39,217.092154459,100.227285035,1365.40280939,217.092154459,0.909303,20.2751,0.060707421199,217.092154459,0.782831,39,-0.85607,600.06232433,0.783149145461,0.78580228185
91.1889987351,679.486236478,0.00811739,25.9063,0.845382,0.0,40,192.12371165,56.2259293101,802.120932417,192.12371165,0.79303,20.5928,0.0625180064231,192.12371165,0.843715,40,-0.916878,447.452663668,0.844128968107,0.846380548667
338.57669039,826.653570859,0.00880337,26.2234,0.906799,0.0,41,387.544367819,109.548266942,1502.03594843,387.544367819,0.90085,20.9299,0.0641318299039,387.544367819,0.905107,41,-0.974711,524.236973868,0.905383439512,0.907493366195
90.9361645745,632.419150344,0.00911333,26.5103,0.943828,0.0,42,357.629255302,54.9883458978,852.731078177,357.629255302,0.855353,21.2576,0.0658416095231,357.629255302,0.942188,42,-1.0132,478.63105982,0.942608685209,0.944578295012
92.9041077416,564.638823113,0.00949831,26.7773,1.00114,0.0,43,252.285088489,51.7413816128,721.058733627,252.285088489,0.849168,21.5954,0.0665514228988,252.285088489,0.999897,43,-1.07239,342.76904021,1.00024804984,1.00190326554
214.431711642,681.195025482,0.00992118,27.1017,1.03992,0.0,44,337.564843617,72.8147284695,1102.15069015,337.564843617,0.896242,21.9313,0.0681994046788,337.564843617,1.03826,44,-1.11312,452.135432527,1.03855760632,1.04040315305
131.360232199,783.138220811,0.0118825,27.4628,1.09095,0.0,45,262.441495503,96.4974849646,1075.96962175,262.441495503,0.91027,22.2749,0.0712652776576,262.441495503,1.089,45,-1.1644,622.444872367,1.0894922812,1.09201680734
61.6490809133,572.574696958,0.0111493,27.8387,1.13872,0.0,46,421.7471975,61.0625274531,630.765471656,421.7471975,0.891889,22.565,0.0707244590396,421.7471975,1.13654,46,-1.21582,407.525481633,1.13702098613,1.13971847811
112.656891919,538.565305745,0.0126914,28.1722,1.21066,0.0,47,400.926002759,39.6679615502,673.171996542,400.926002759,0.87858,22.9431,0.0738469697371,400.926002759,1.2093,47,-1.29118,243.129199523,1.20984100671,1.21171412261
87.7818829682,460.987364751,0.0127363,28.4675,1.26067,0.0,48,474.961773323,19.9662943134,557.090203231,474.961773323,0.905993,23.3104,0.0748578635548,474.961773323,1.25971,48,-1.34335,319.287186645,1.2601675108,1.26146336466
124.300430018,579.743270352,0.0135053,28.8544,1.32382,0.0,49,271.416716487,66.7232164544,789.595892165,271.416716487,0.960494,23.6685,0.076359509023,271.416716487,1.32301,49,-1.40871,282.912576033,1.32340316737,1.32458182767
235.638130573,1037.44364404,0.0143963,29.0998,1.40242,0.0,50,382.043084753,135.513955694,1465.59251938,382.043084753,0.880572,24.0056,0.078276686011,382.043084753,1.40191,50,-1.48828,802.504470467,1.40259676193,1.40345061036
399.653210312,1493.42507551,0.015062,29.4275,1.48083,0.0,51,738.969519767,163.479126113,2016.65522527,738.969519767,0.961532,24.2781,0.079648248237,738.969519767,1.4805,51,-1.56853,833.460169024,1.48121825288,1.48179306966
470.268278244,1166.60036643,0.0172735,29.6609,1.54592,0.0,52,680.502651596,133.558559036,2174.29683897,680.502651596,0.95639,24.601,0.0820681768113,680.502651596,1.5457,52,-1.63582,734.325254671,1.54628996248,1.54677877524
143.274124015,605.340614582,0.0155605,29.9566,1.64693,0.0,53,439.274533847,52.1011459139,751.811770047,439.274533847,0.930664,24.8939,0.081669014876,439.274533847,1.64684,53,-1.73871,331.251646911,1.64749305104,1.64765973805
172.506193456,770.937641195,0.017023,30.2421,1.71444,0.0,54,518.608934879,96.8990121486,1048.08999402,518.608934879,0.894247,25.2401,0.085315953485,518.608934879,1.7144,54,-1.80606,433.09321364,1.71479836235,1.71501609337
109.956574881,607.188986061,0.018542,30.5409,1.78869,0.0,55,280.879664881,91.2500689116,738.182129039,280.879664881,0.903904,25.5881,0.0858087428747,280.879664881,1.78865,55,-1.88158,296.895141757,1.78931948265,1.78948037344
221.467884781,1438.36928667,0.0189691,30.7541,1.86479,0.0,56,296.850294187,98.1443937164,1661.91239867,296.850294187,0.965201,25.8701,0.0869108584371,296.850294187,1.86474,56,-1.96087,905.512029753,1.86540623113,1.86560533112
305.939459499,789.735120255,0.0192305,30.9937,1.94973,0.0,57,441.50969939,134.910044433,1460.2437111,441.50969939,0.947325,26.1525,0.08934646705,441.50969939,1.94973,57,-2.04034,389.699004732,1.95048563918,1.95057077749
307.444944387,726.816246666,0.0187456,31.2295,2.02557,0.0,58,713.73935684,136.26222264,1267.08693037,713.73935684,0.912246,26.4948,0.088093195695,713.73935684,2.02556,58,-2.11655,186.752237712,2.02616533519,2.02628419047
541.992656452,1362.54132314,0.0206517,31.4671,2.12038,0.0,59,433.372449755,131.463319208,1983.05325615,433.372449755,0.935168,26.8183,0.0902750829114,433.372449755,2.12038,59,-2.20674,423.712944869,2.12100927809,2.12109242272
544.125576062,658.200230968,0.0233302,31.7349,2.22127,0.0,60,995.348473385,95.9115902778,1188.361898,995.348473385,0.926769,27.2013,0.0934891349516,995.348473385,2.22127,60,-2.31424,-876.753687448,2.22190141372,2.22201591117
479.071148659,1887.78339876,0.0234572,31.9712,2.29789,0.0,61,768.169441171,174.306439843,2371.87165021,768.169441171,0.952938,27.4806,0.093095642896,768.169441171,2.29789,61,-2.387,963.757076925,2.29847495803,2.29855266822
469.332904804,1372.09772996,0.025245,32.2567,2.40914,0.0,62,879.229073225,155.332579685,2268.4927502,879.229073225,0.930887,27.8014,0.0979492246168,879.229073225,2.40914,62,-2.4999,810.425847819,2.40972355884,2.40978423146
99.6275358506,680.135214703,0.0275661,32.4784,2.51129,0.0,63,574.87519399,79.1966384371,931.958023851,574.87519399,0.926802,28.1624,0.101434242908,574.87519399,2.51129,63,-2.60538,559.649017763,2.51205240613,2.51215448913
563.222759404,1338.22048521,0.0274644,32.7211,2.61176,0.0,64,1140.67283998,150.564496239,2186.82380067,1140.67283998,0.928376,28.5062,0.101158552717,1140.67283998,2.61175,64,-2.70768,690.831731665,2.61255333657,2.61263843036
558.070823611,1494.57781885,0.0335657,32.9956,2.74038,0.0,65,1182.60840796,146.592568019,2149.43738917,1182.60840796,0.949704,28.8507,0.106932113492,1182.60840796,2.74038,65,-2.83685,656.961271307,2.74130164273,2.74137328055
