AverageAction,AverageQLoss,MaxReturn,MinReturn,MinEsReturn,PolicyRegParamNorm,QFunRegParamNorm,AverageReturn,AverageAbsQYDiff,AverageAbsY,AverageDiscountedReturn,StdEsReturn,MaxEsReturn,AverageY,StdReturn,Epoch,AverageQ,AveragePolicySurr,AverageAbsQ,Iteration,AverageEsReturn
0.886321,418.946,3283.45274165,820.960460536,6.36696497113,121.644,232.619,1526.56182788,6.243649164,352.485593854,251.41729768,153.438910693,716.021516292,352.413864267,655.682955529,1215,352.396,-359.297,352.716,1215,74.5585027084
0.858286,427.48,3051.79523197,773.518347973,6.59087560053,121.672,232.691,1298.27431407,6.22901968691,353.311246075,242.33452158,140.261126127,493.670123224,353.24014968,655.262435067,1216,353.225,-359.904,353.528,1216,95.4096074687
0.886133,418.906,3269.52517804,1384.92250822,6.50428235385,121.71,232.852,2586.65287763,6.04090673286,353.186499886,252.330523405,57.4238076074,204.184418639,353.127379115,649.585250727,1217,353.104,-359.517,353.404,1217,50.3736236253
0.879367,488.041,2920.22056994,834.644334327,5.88836532761,121.751,232.988,1755.93550081,6.47436854345,353.165887064,235.255857181,77.3719838867,471.001309711,353.093565389,748.568577714,1218,353.106,-359.798,353.402,1218,42.9455359474
0.836823,471.25,1816.98781533,208.758903277,5.49282716399,121.767,233.088,867.123430251,6.45874430621,353.059573771,207.151117823,123.778604943,455.928900509,352.985058784,362.45270033,1219,352.996,-359.85,353.294,1219,85.1016011476
0.857336,435.631,2749.02667866,652.308260181,4.09667153706,121.813,233.219,1123.06741015,6.15818362186,353.311990264,234.246995035,112.213890941,384.640813584,353.251529945,486.13279472,1220,353.221,-359.901,353.479,1220,112.754017871
0.844688,415.82,2847.29606707,638.614073156,5.90471074598,121.888,233.317,1518.55102381,6.07410519001,353.821682626,229.943618624,177.669579253,878.671025752,353.751117675,522.512286886,1221,353.745,-360.191,354.063,1221,77.6306126979
0.840385,454.161,2923.55258365,755.16594043,5.72455442349,121.947,233.411,1501.80109229,6.30343596889,354.071789522,230.546953568,199.724584183,853.831252297,353.998587773,749.542659978,1222,353.993,-360.647,354.304,1222,114.463122016
0.800893,475.428,1989.27713275,344.553129928,5.67827428561,122.003,233.515,1025.65837763,6.33340178732,354.166914261,206.778678749,190.384341372,851.786509908,354.101084472,377.35156985,1223,354.091,-360.64,354.382,1223,107.226990748
0.79732,483.583,2235.22503806,572.561352135,4.59047158582,122.04,233.617,1062.85408687,6.49920615152,353.594282547,221.556577972,223.903900886,992.122305696,353.536449524,398.705027258,1224,353.52,-360.138,353.808,1224,109.813274389
0.806832,446.525,1373.23811533,496.910659829,5.3038331998,122.052,233.722,914.566860827,6.35134471519,353.867412622,220.483224032,165.125368494,745.09368333,353.801944193,228.59255399,1225,353.796,-360.429,354.066,1225,81.6365960166
0.816059,467.418,2396.64537048,539.463320234,5.65993718309,122.083,233.789,958.347327742,6.37603539871,354.519546169,216.36396562,108.119825969,457.839591829,354.45613552,371.854625175,1226,354.442,-361.079,354.729,1226,76.532498033
0.803424,425.639,1860.26477089,502.020874039,5.59793876944,122.088,233.895,851.74520283,6.22018337002,353.762568034,211.603200978,68.9596563484,262.523418917,353.700680715,304.255643203,1227,353.701,-360.701,353.992,1227,52.4213509215
0.829473,439.608,3043.39528425,876.526879148,5.9290817613,122.124,233.983,1839.45038705,6.3585187781,354.421500001,232.819394609,58.873182406,304.438431915,354.375792792,832.934305077,1228,354.354,-361.319,354.593,1228,44.3962790634
0.844115,498.985,2955.59282187,749.004854733,5.76368443084,122.171,234.079,1950.4340906,6.65136690834,354.906506516,227.342817199,125.013899905,538.674735321,354.837194869,829.708739577,1229,354.815,-361.645,355.126,1229,79.0664811663
0.842261,444.464,3441.91609993,529.642918683,6.54892408805,122.219,234.202,2281.46650716,6.38656986664,355.299259181,251.846371164,171.119499377,485.704082173,355.222672537,940.430517928,1230,355.224,-362.087,355.524,1230,134.73026997
0.84138,458.708,3147.42693765,2974.01827968,6.30528091502,122.272,234.253,3045.06304524,6.47225033491,354.781218043,238.911229286,85.3194238985,286.142407816,354.69020847,57.2137981191,1231,354.675,-361.56,354.986,1231,85.3100183239
0.851027,442.086,2767.08128463,585.721543116,6.88714272982,122.319,234.365,1395.64344307,6.49058466242,355.088489775,233.212330564,118.28377241,396.026088679,355.004561478,749.706431509,1232,354.989,-361.931,355.296,1232,93.4212051333
0.8421,454.663,3058.89099567,160.063288275,8.64393658649,122.366,234.47,1643.25888263,6.36189880085,355.501903573,230.229432118,192.544076464,670.533228712,355.432884421,878.53933714,1233,355.424,-362.23,355.744,1233,199.781676491
0.853029,498.858,3020.71240458,788.843035202,5.76823509596,122.422,234.545,1775.74055742,6.66519252888,355.908590124,235.829969757,80.0576122967,338.569878312,355.820719347,767.263037493,1234,355.818,-362.801,356.131,1234,52.8543093493
0.824137,471.587,2707.94408195,154.679078527,6.5459603824,122.439,234.667,751.601389513,6.50710732554,355.864859813,176.092286366,145.558271215,669.717267347,355.77641825,647.048937541,1235,355.765,-362.605,356.077,1235,80.9941361076
0.819942,432.273,2325.17602012,597.580469189,5.82181431698,122.467,234.767,1075.36678373,6.19425333083,356.637273504,221.373188025,89.4796725482,343.783770124,356.56901424,428.283738112,1236,356.551,-363.177,356.817,1236,71.4155068428
0.869904,441.977,3057.54294567,629.465592818,6.04703063809,122.543,234.807,2389.08362148,6.45779637943,356.437851926,237.01008282,143.800143852,457.075298921,356.344562125,802.664261734,1237,356.328,-363.36,356.67,1237,112.148419034
0.843843,483.103,2715.92581368,1968.17800167,6.5552547401,122.622,234.88,2490.22729464,6.38688981395,356.799302123,211.559400344,107.775703145,376.948486671,356.746882217,210.768483029,1238,356.751,-363.315,357.004,1238,66.9268678604
0.850489,491.394,2794.50656275,943.558620382,5.04411051528,122.651,234.934,2144.40504095,6.42894009822,356.581227859,222.121123132,101.543580591,344.3365099,356.491270552,669.956326064,1239,356.471,-363.256,356.759,1239,83.9326363441
0.820727,439.229,2796.635474,2102.78407587,5.13149355722,122.717,235.059,2592.39322042,6.20593613529,357.118723879,207.409062969,55.6343871691,208.790495054,357.052060847,172.787977281,1240,357.051,-363.569,357.329,1240,55.8162896657
0.844256,494.13,2964.4887991,2576.46820215,5.56368827696,122.723,235.139,2814.37817497,6.54003806273,356.699038455,220.945313287,72.8282001447,285.039630977,356.614993123,103.599357773,1241,356.596,-363.289,356.892,1241,63.4445986674
0.866582,443.598,2669.00124836,211.922017709,5.62891902257,122.761,235.279,1021.73139014,6.23502448224,356.673584423,212.200032141,256.619198153,1130.79712641,356.591384001,573.002024246,1242,356.604,-363.414,356.877,1242,126.997582477
0.832244,474.864,3165.33337547,1790.79113547,6.89122156288,122.814,235.366,2685.12537149,6.6130094266,357.401154508,214.449259844,73.5305075667,261.658661053,357.328825354,367.681367603,1243,357.315,-364.158,357.63,1243,56.3492014871
0.803814,464.391,2509.29146658,692.526998318,5.18252631795,122.834,235.442,1371.92405278,6.41893994265,357.28656219,189.192984662,153.563027787,574.670587587,357.236368492,715.985255215,1244,357.207,-363.949,357.491,1244,90.4692048479
0.84945,433.387,2540.63946042,752.018468545,4.86520544889,122.832,235.563,1304.88497886,6.13049761608,357.78929866,226.067416054,78.0913303077,270.17785772,357.714405582,515.564497947,1245,357.73,-364.351,358.03,1245,75.8780535426
0.850487,475.326,3094.5275109,1070.26276212,5.85256309065,122.876,235.646,2583.0472391,6.39982890715,357.189824016,220.192820752,182.970855261,625.885302091,357.109499808,769.228052215,1246,357.072,-363.736,357.388,1246,108.464782765
0.850228,481.427,1954.97761498,736.349604806,5.63633849833,122.942,235.743,1212.10555094,6.48345870666,357.357972579,240.249308137,195.814435816,733.10082949,357.292864618,350.513259185,1247,357.299,-363.952,357.575,1247,118.074853468
0.809835,504.754,2925.53145955,888.278083767,5.05282274113,123.005,235.882,2315.47211396,6.56134867232,357.169435179,186.899004522,172.845002588,724.566283697,357.088378441,696.696524677,1248,357.085,-363.741,357.399,1248,94.487612293
0.832892,514.255,3205.875442,756.37560744,4.68681071746,123.062,235.983,1915.85615406,6.52355183127,357.239282843,230.003518424,89.5294574255,516.223197423,357.154353996,958.966614928,1249,357.126,-363.583,357.437,1249,44.02143676
0.873299,444.433,3351.19576308,1335.71748425,4.3829502332,123.12,236.058,2816.88902562,6.2914689697,356.447190168,246.46357343,86.8250165939,425.660817736,356.343358027,686.134085161,1250,356.334,-362.888,356.657,1250,59.6082848114
0.872032,436.901,3134.23184525,1041.73849082,5.06080149168,123.149,236.172,2820.80737757,6.18463019185,357.250614199,239.848097614,96.8039556741,499.393803895,357.151425653,576.905877157,1251,357.126,-363.923,357.447,1251,55.99689222
0.844043,461.59,3312.59108281,1039.04713374,6.41738131486,123.227,236.224,2523.90289878,6.33438174942,357.44383301,246.807873627,124.560703376,475.41305554,357.342405855,787.744993752,1252,357.365,-364.256,357.677,1252,117.59358853
0.837807,465.949,2976.25074067,405.138460415,5.30947320565,123.24,236.29,1514.76009551,6.41617957331,357.467426437,219.831850706,76.0324518994,396.882528096,357.397693934,852.59625268,1253,357.378,-364.38,357.671,1253,52.5130584075
0.838755,462.167,3363.53076634,600.437204976,4.76314466364,123.273,236.392,1972.10414663,6.41552868591,357.20728702,251.253941285,104.698325645,449.893998077,357.106887751,971.614694039,1254,357.097,-363.87,357.421,1254,52.1370077017
0.817775,462.956,3262.73274693,2282.69182776,5.1247484373,123.321,236.46,3080.74855025,6.38696974003,357.814956698,249.535512069,127.086797431,484.120994451,357.743825802,257.941999776,1255,357.728,-364.465,358.048,1255,76.3027786736
0.830956,483.979,3197.45715039,160.550735808,5.3503476306,123.391,236.537,2041.41256811,6.50737847108,357.27327047,214.734638795,147.241067349,664.785847872,357.186211745,1124.08051441,1256,357.194,-364.345,357.502,1256,80.6073443225
0.823218,473.707,2743.60189766,204.661467287,5.17929398196,123.432,236.599,1071.44123882,6.32585547441,358.496426679,216.454833083,91.768072629,431.329267468,358.411633578,700.05752702,1257,358.387,-365.158,358.691,1257,61.9876215597
0.813084,472.905,1895.39966878,311.240995928,4.22327243309,123.462,236.732,800.309217113,6.31249482307,358.41593342,207.391678485,95.1755400904,347.092467154,358.305238071,299.861743192,1258,358.305,-365.326,358.607,1258,65.8784701673
0.813724,516.921,3087.15673707,741.656049061,4.60764174348,123.495,236.847,1735.7354747,6.61102407211,358.102230375,229.078924981,80.7887100436,398.427976416,358.007073987,711.341323891,1259,358.002,-365.26,358.307,1259,52.374947499
0.818524,437.413,2838.18915792,672.169205573,3.01587222188,123.536,236.961,1650.62957165,6.24915163644,358.396737724,232.544906525,189.150451436,643.636194878,358.290670953,639.42685065,1260,358.273,-365.41,358.595,1260,116.577997565
0.831124,466.862,2764.8611168,591.555426042,5.7677015836,123.59,237.085,1667.23840515,6.39542131812,358.55199569,217.275925971,64.5985712112,259.82283879,358.468098158,728.246699135,1261,358.468,-365.643,358.802,1261,58.6799081571
0.863068,485.846,2657.46990671,1047.38931632,3.74309243661,123.649,237.186,1823.56190451,6.48860890798,358.834063998,221.442815713,143.178194285,630.484185716,358.754960014,585.339312857,1262,358.739,-366.033,359.048,1262,80.9725336433
0.861457,459.802,2588.26700623,379.101295886,4.86202511125,123.718,237.295,2163.87762766,6.34160114772,359.793760213,202.917015219,134.231868278,599.47459816,359.721310639,747.341344412,1263,359.697,-366.547,359.994,1263,81.028437532
0.855606,427.005,2952.04780055,291.820444307,5.30235850688,123.762,237.412,1228.84191732,6.27161141637,359.427296581,205.456525343,89.6139346703,475.202713943,359.34031808,877.629802837,1264,359.342,-366.289,359.643,1264,48.6097319367
0.830731,524.039,3021.74205526,621.252150143,5.2058018862,123.822,237.473,2513.4039725,6.61838609847,359.899572752,215.886792576,153.934479049,727.288750376,359.792905011,777.297599854,1265,359.768,-367.028,360.089,1265,84.0513293739
0.804349,465.4,2882.3907563,521.517818405,4.93637890175,123.849,237.597,1525.86590354,6.51423023157,359.962000498,219.274356328,159.795783561,690.752146113,359.876883205,755.025881531,1266,359.884,-366.776,360.16,1266,69.3132645579
0.747874,459.292,2792.77360387,896.902875052,5.27714446289,123.899,237.784,2058.14654504,6.35142618173,359.88058422,200.532857116,81.3415958616,318.146036511,359.800643946,548.313543445,1267,359.788,-366.944,360.076,1267,69.5982975454
0.750191,487.939,900.458699743,266.782405049,4.58765136942,123.943,237.872,487.852867096,6.56649845319,360.31139617,181.085286399,127.789500655,530.709167634,360.234035327,153.086990682,1268,360.234,-367.479,360.564,1268,94.4000094916
0.753581,482.065,2926.14212467,1492.35583072,5.15034745507,123.996,237.999,2515.34493834,6.53295307789,360.934599659,224.342094016,167.383574889,701.142453123,360.845761462,420.330831467,1269,360.834,-368.016,361.122,1269,90.4882460003
0.836682,499.818,3200.49908193,1207.94029437,5.3801826642,124.071,238.09,2310.26435309,6.62441904108,360.30295901,229.271831123,119.31514468,508.05508376,360.211349392,770.379311393,1270,360.179,-367.601,360.474,1270,83.216259788
0.802391,497.349,2461.97537604,648.442437544,4.74804396285,124.121,238.275,1485.50544377,6.63925387968,361.960773204,205.855315216,44.0181251414,191.513143171,361.874901296,585.924595067,1271,361.852,-368.978,362.146,1271,33.5997367062
0.828434,481.886,3049.31596789,584.145230805,4.45020512066,124.116,238.368,1911.81083366,6.44479612339,361.410810274,221.238252288,82.6035314106,356.127929428,361.316946968,857.100428078,1272,361.319,-368.464,361.642,1272,57.477234744
0.78596,509.699,2904.89992424,1294.27021873,3.92509247437,124.131,238.493,2170.38989744,6.59829546842,361.249684288,218.022247597,118.040401513,545.038932128,361.169141828,586.967424529,1273,361.145,-368.273,361.418,1273,82.5158623305
0.802664,469.955,1958.1217837,536.370099758,3.63273113365,124.168,238.637,1110.95070073,6.39053199449,361.704056022,200.82609506,68.8105108348,415.259695301,361.624797396,380.619245988,1274,361.633,-368.684,361.964,1274,36.700607798
0.815422,483.997,2899.88616206,526.848967451,4.59170049641,124.208,238.776,1037.31748535,6.4934886505,361.25612551,214.920054739,112.036343699,530.954216286,361.178320996,590.63439985,1275,361.175,-368.189,361.454,1275,67.8944665331
0.844659,504.564,2620.4691661,339.125434686,4.77939673947,124.225,238.945,1364.84082348,6.55318057526,362.001307409,209.8976193,119.543974601,558.201387856,361.917065537,533.114793803,1276,361.903,-368.762,362.231,1276,75.4962290531
0.798059,491.588,1817.11513642,347.757923599,5.52337796773,124.218,239.035,839.439183981,6.43914246247,361.400903378,207.771972284,94.9625222485,493.727166403,361.301202209,388.86189014,1277,361.299,-368.305,361.597,1277,60.9188582653
0.804708,477.453,812.723714171,276.775974085,5.56881878297,124.284,239.139,521.55128832,6.47859201411,360.909486959,193.360823804,122.267286992,516.623127886,360.839314251,98.0265816843,1278,360.79,-367.793,361.106,1278,98.2628006591
0.825245,513.653,2137.39185542,526.509387926,5.96126269048,124.332,239.244,818.44299487,6.74010495302,361.419339422,218.333610279,248.697167703,807.657406318,361.321696688,380.782034937,1279,361.332,-368.421,361.663,1279,216.479802238
0.790725,455.609,2726.2823375,538.108923937,5.72195021552,124.4,239.334,1084.73667882,6.43863317423,361.069128891,214.662805994,115.241603635,463.86793415,360.990250599,467.866898145,1280,360.953,-368.041,361.278,1280,68.6633785586
0.78632,517.076,2315.33235408,136.441029397,5.24814485977,124.476,239.427,950.352308361,6.54688718947,360.593397356,192.983958851,87.6901177326,304.571865687,360.529118197,596.62426526,1281,360.54,-367.823,360.821,1281,72.9510420755
0.79394,480.059,3221.14020193,141.108481909,5.29397730749,124.477,239.57,1788.99579741,6.33843696742,361.820269155,208.066389081,194.436439902,745.475238215,361.7413537,888.599354713,1282,361.729,-368.759,362.022,1282,119.906613352
0.776427,451.447,2907.72482369,140.829595588,5.01305989565,124.552,239.679,999.747372434,6.27689076551,361.345029183,166.267939148,72.7471010716,288.425424484,361.250792974,983.583019718,1283,361.226,-368.235,361.524,1283,61.9677665802
0.766904,532.029,2709.69804482,242.194812713,5.38968445761,124.592,239.806,1157.02120615,6.74765933728,360.81983597,196.305272596,86.7177302104,314.148504535,360.734856018,674.478898698,1284,360.734,-367.699,361.038,1284,67.469048578
0.7847,496.529,2792.73092533,159.076579684,5.84492169475,124.636,239.881,1330.90435936,6.52684969309,360.637848299,180.304282116,90.1626268719,408.322656285,360.550367995,697.306886936,1285,360.541,-367.562,360.876,1285,50.8534214674
0.819239,505.571,3322.1486005,931.987692433,5.08259309448,124.696,239.967,2339.7701389,6.49944924681,360.851159319,224.551787165,155.082868644,593.010542722,360.757140183,885.814989903,1286,360.743,-367.881,361.001,1286,92.2689269907
0.762152,502.031,2631.21394863,412.850351473,5.11505913232,124.723,240.048,1671.36868399,6.56182804484,361.176670286,187.461524586,122.881508984,701.991285348,361.076059961,838.459053336,1287,361.073,-368.251,361.401,1287,51.0109701102
0.806549,511.815,2968.36180215,1030.44448931,5.1012587545,124.781,240.124,1713.44660386,6.55122950796,360.933904607,239.793228469,46.0280659899,204.287968932,360.857963684,586.61906963,1288,360.839,-368.029,361.156,1288,35.7588156145
0.825686,496.044,3191.50324979,1492.82923588,5.11992414694,124.832,240.246,2552.48335043,6.40264288642,361.387272939,225.493094233,118.511649219,520.67079877,361.288842802,562.116739974,1289,361.278,-368.486,361.595,1289,76.6062941728
0.724274,505.909,2479.31501464,215.84707962,4.91883573345,124.899,240.285,672.84701583,6.45985662359,361.134174637,169.399869754,176.971344476,710.940527867,361.022354383,611.371312509,1290,361.023,-368.25,361.38,1290,111.406777052
0.802284,516.44,3176.48985864,935.498012403,5.45548038933,124.949,240.359,1734.89170748,6.51533985585,361.230337076,235.884254572,86.1223697467,423.648994937,361.152697122,540.037592157,1291,361.141,-368.609,361.42,1291,54.9221624076
0.782735,512.651,3011.03910393,1476.48397881,4.26218939284,124.973,240.501,2555.99554661,6.58017550717,360.927158114,222.665299443,121.780783776,553.07131663,360.841495752,541.127851141,1292,360.811,-368.453,361.131,1292,65.8411265514
0.782083,474.076,3153.91008972,2004.69632547,4.90654126939,124.978,240.655,2747.51793929,6.29993074437,361.603765005,216.107454938,84.6658547555,436.201987906,361.50784643,383.957470291,1293,361.499,-368.931,361.801,1293,61.4195249119
0.794511,542.324,3084.98140599,146.218807788,5.73217205368,125.003,240.774,2484.76515114,6.74445467323,361.801787296,215.853157046,143.534849209,549.203811581,361.712230732,945.19517583,1294,361.721,-368.788,362.057,1294,94.9838923896
0.738055,483.389,3068.92986737,1433.91407351,5.86812404862,125.059,240.882,2478.22803377,6.46591601282,361.468458698,207.226329213,191.974020198,778.133751075,361.377234617,502.243352877,1295,361.352,-368.519,361.709,1295,114.567864951
0.675787,505.492,368.659631737,124.051179248,4.84715119824,125.072,241.034,171.055611678,6.57622831094,361.421003368,103.256666018,101.718423834,553.113347351,361.338983526,70.8655030397,1296,361.314,-368.75,361.605,1296,57.271952957
0.719062,485.204,2110.94019857,159.344245644,4.68172100171,125.039,241.116,546.773878837,6.41519625126,361.512095513,169.164739544,116.475529944,543.313758782,361.419764752,375.024333931,1297,361.42,-368.901,361.723,1297,62.3843509278
0.725513,489.946,2894.01451202,482.36827006,5.28484343838,125.101,241.244,2299.79163638,6.57414749061,362.059030979,193.082840348,47.3101999268,164.793950302,361.966669585,730.493989472,1298,361.96,-369.368,362.257,1298,41.4163247876
0.787942,534.705,3200.78342632,132.203704468,5.14337008949,125.139,241.328,1375.50719112,6.67809425958,362.518598095,172.193098479,56.6251133232,326.567344223,362.401116909,1070.61420983,1299,362.377,-370.012,362.698,1299,38.056777822
0.736005,502.585,3256.16963566,145.639132465,5.30635886154,125.218,241.447,1264.49219443,6.50995006757,363.749236182,198.729873211,91.5609062575,388.252775063,363.647612423,922.804380659,1300,363.653,-371.076,364.009,1300,58.1036382775
0.703157,516.041,2544.11971395,190.431107026,5.51186691744,125.287,241.537,1270.59389666,6.68592242161,363.489711823,214.315254776,101.069341674,499.99733859,363.396459526,677.861876224,1301,363.368,-371.181,363.704,1301,73.2652935499
0.680866,531.443,1798.17814816,132.149746097,6.62273987885,125.326,241.657,314.390807271,6.74996536077,364.123863988,130.867684972,96.5437613141,359.984720539,364.016006957,284.607415321,1302,364.005,-371.983,364.345,1302,85.8934383799
0.658547,491.53,2384.85468137,112.315935925,5.79516924534,125.36,241.701,1652.97056419,6.57852609044,365.256436869,141.14279942,128.359858251,692.89652638,365.175345253,920.656640293,1303,365.166,-372.489,365.48,1303,54.2961502658
0.729164,504.595,2842.02412579,598.651323407,6.98731600247,125.409,241.841,1223.86488578,6.65745946165,365.520157824,229.861222424,149.065604135,616.869963493,365.433164165,552.699443567,1304,365.416,-373.0,365.737,1304,87.9811696125
0.701044,544.757,2713.99936086,2430.27502692,5.69800460382,125.439,241.94,2582.62127483,6.63421279318,366.100734189,181.157147923,56.8099825589,253.919503008,366.006274789,95.6682162224,1305,366.005,-373.549,366.332,1305,47.6807105826
0.70468,514.85,3061.84696396,990.926096721,6.72109479083,125.478,242.061,1594.26523674,6.60444068666,366.072075103,234.042874574,81.8205291096,448.515366342,365.95694636,624.35493036,1306,365.958,-373.862,366.255,1306,43.2861908919
0.657807,510.051,2965.87530122,130.48754737,6.94271184369,125.56,242.216,757.803967599,6.62404767032,366.525721204,153.016476553,119.572873522,471.618702551,366.434508126,822.696827729,1307,366.41,-374.149,366.738,1307,75.178235998
0.703484,486.747,3066.95353105,1167.19242896,6.06552846303,125.562,242.277,2226.07080871,6.46969186011,366.836741308,218.866985745,165.174246377,847.047836214,366.752531912,714.961921172,1308,366.766,-374.607,367.081,1308,69.8423053192
0.750401,497.651,3151.07620515,132.872378228,5.96693536419,125.598,242.456,1865.96140226,6.48020842246,366.738322297,222.794883495,99.3441776823,475.075378036,366.644046398,774.956422566,1309,366.618,-374.095,366.936,1309,69.0084412861
0.736153,544.354,2901.95396957,131.708850166,5.66301703062,125.631,242.619,1345.69728042,6.72640972912,367.26259424,185.479612898,173.985229205,605.47584662,367.139874705,1039.17037535,1310,367.127,-374.727,367.475,1310,124.808349657
0.717569,506.421,3217.53693153,133.710982626,6.53091190807,125.699,242.727,824.323151626,6.58148259737,367.502053242,138.284392252,111.779504547,382.273670959,367.388381046,1146.43827757,1311,367.407,-374.788,367.775,1311,76.8496136737
0.787662,518.262,2187.36161523,521.551632964,5.76638218165,125.709,242.866,1036.07396514,6.69753745339,368.073097218,216.803673767,100.166313338,373.557154794,367.983176198,519.034875138,1312,367.936,-375.372,368.232,1312,78.0537574306
0.749263,522.401,3240.31003479,550.50075514,5.6564661125,125.734,242.994,1743.98263162,6.73093785248,368.180546912,223.694430909,47.2644690377,287.025148177,368.063307838,773.770932821,1313,368.048,-375.601,368.411,1313,33.1358357002
0.778011,529.011,3107.29077002,371.825538894,5.96303685092,125.732,243.067,1644.97366861,6.82211847304,367.228991203,214.229397065,35.3482260429,138.435052638,367.129709795,801.45872214,1314,367.113,-374.826,367.461,1314,32.6373758993
0.756445,534.796,1822.84999395,482.745928578,6.67623049849,125.756,243.205,928.435934054,6.64879163722,368.20069369,211.823448933,45.8281122608,195.795530943,368.108537463,295.826929398,1315,368.11,-375.439,368.421,1315,42.6578833018
0.768784,509.674,3310.78313603,1129.7457042,7.05626528649,125.769,243.278,2255.79275607,6.47426559186,368.558192969,230.690425703,62.2869512455,259.735157726,368.47105392,844.810842747,1316,368.47,-376.045,368.782,1316,46.9455280152
0.786059,531.242,3057.20750338,812.173750704,6.97356710696,125.846,243.433,1685.58368372,6.56750941953,368.425312157,219.431723599,79.8514314677,326.050446209,368.34796571,743.954887098,1317,368.336,-375.715,368.633,1317,66.8627224756
0.734247,544.289,3100.93166699,452.792827753,5.84321626116,125.885,243.513,1821.25452863,6.85571504751,368.562513596,209.77072474,93.7706658055,355.626320933,368.478749884,749.826541926,1318,368.481,-376.135,368.812,1318,72.9958546314
0.768647,524.164,3237.6219787,124.307156055,7.0321661199,125.907,243.622,984.866312483,6.72696038491,368.050048522,156.475127921,246.372849568,1014.93308421,367.965027507,936.796993257,1319,367.939,-375.514,368.283,1319,134.664541863
0.691166,546.645,2728.29524315,129.811824816,7.22174358944,125.99,243.742,1091.10815337,6.94404937072,367.528178917,181.337441074,75.5703199898,237.230233205,367.443269143,711.948732577,1320,367.427,-375.236,367.733,1320,90.9586086462
0.769054,518.994,3372.3295855,808.756287574,5.75981769724,126.011,243.832,2290.31003599,6.62513610048,368.696808085,215.718106688,61.4743453883,300.348426888,368.605680587,766.625219021,1321,368.629,-376.195,368.962,1321,54.3413865298
0.748627,552.352,3467.01247539,151.875126219,6.72205742403,126.063,243.96,2426.85779915,7.10261419046,368.32805032,227.05317518,123.548350715,565.396977217,368.234683998,990.945154734,1322,368.199,-375.888,368.539,1322,84.1308602929
0.737819,508.387,3376.6403958,1487.38597639,5.04699608692,126.073,244.116,2356.61365267,6.60049372488,368.874512039,226.134883973,89.1710607162,462.662281233,368.761007915,640.547690872,1323,368.737,-376.112,369.082,1323,59.4499931459
0.699687,531.99,2435.70946688,138.517716618,7.06526016217,126.099,244.204,1360.43732924,6.79175991645,369.216366258,216.411542172,91.2240083322,486.162775264,369.066923551,596.897937517,1324,369.067,-376.748,369.47,1324,65.9473934113
0.672784,589.176,3098.71465331,132.241931986,6.60736089552,126.126,244.304,334.495563812,7.03081452019,368.88057539,108.822200856,53.4844719173,274.301287791,368.755982162,612.631105363,1325,368.74,-376.606,369.085,1325,46.1952284122
0.640201,545.831,2506.38170465,1169.86792728,5.78126944783,126.15,244.417,1784.87606011,6.66947533003,369.166026174,205.635424316,108.769111234,387.789616669,369.061408468,521.813709095,1326,369.053,-376.813,369.368,1326,71.3791244903
0.715233,528.539,3177.5303801,130.18081592,6.75022450173,126.181,244.556,1995.45816631,6.67707986325,369.570313411,209.665519958,68.9273492603,238.655423806,369.446266695,846.391113364,1327,369.437,-377.102,369.77,1327,57.8721711428
0.773942,519.96,3307.48373257,778.038995072,5.72339051364,126.246,244.647,1588.18038761,6.66286126425,369.534395604,232.706958142,84.3326526949,416.717711586,369.40243524,790.909569849,1328,369.392,-377.443,369.726,1328,58.4803283829
0.692742,529.486,3168.36992486,967.593885695,7.09847509866,126.328,244.771,2072.37333037,6.69679534219,370.020257758,228.290285191,146.686792243,625.635469019,369.867297973,760.599242696,1329,369.852,-377.625,370.241,1329,84.1732878682
0.778891,491.677,2005.93244583,942.537253635,6.61613727696,126.353,244.898,1237.37766377,6.60469113866,370.945607264,233.496860707,53.7043170523,238.811590011,370.836816724,266.966972046,1330,370.83,-378.524,371.159,1330,42.6611648813
0.792295,558.273,3220.09766768,632.747450313,6.72575119494,126.377,244.978,1418.26619063,7.00874029424,370.387046674,229.893702613,125.346491071,644.180447526,370.25451614,668.978259704,1331,370.243,-378.251,370.62,1331,68.0875798715
0.799055,514.019,3183.28213069,2035.81875898,5.6143064469,126.411,245.121,2925.98031309,6.6323020913,371.015947834,217.36838085,85.3260268251,402.145398197,370.885865157,319.921685542,1332,370.863,-378.579,371.224,1332,52.1893919108
0.753475,523.193,3307.85973599,890.109214108,6.0991086049,126.453,245.232,2030.4200331,6.6433847044,370.50666536,235.431783299,81.6619874909,448.49283455,370.37340165,863.118998327,1333,370.37,-378.056,370.718,1333,49.7783995376
0.78067,538.482,2893.22006064,1456.53237521,5.88782776029,126.488,245.31,2622.84907206,6.6625268797,370.549956307,202.001504505,119.150858954,500.695547426,370.413347351,385.838856749,1334,370.401,-377.937,370.772,1334,85.6831855383
0.749617,571.879,3074.3775748,477.405501145,6.81942457643,126.511,245.443,1835.34972337,6.89903337547,371.268498462,200.002355926,81.0598674553,337.017924142,371.173535203,785.882359009,1335,371.18,-378.895,371.513,1335,49.600446481
0.777453,539.849,3342.02694611,1159.64167778,6.06057970178,126.591,245.579,2745.61751288,6.84809745807,371.06450251,232.651944477,114.211656087,577.667400566,370.968327326,726.307285288,1336,370.944,-378.55,371.282,1336,59.3121645799
