MinEsReturn,MaxReturn,AverageY,AverageDiscountedReturn,AverageQLoss,MinReturn,Epoch,AverageReturn,AverageAbsQ,MaxEsReturn,AveragePolicySurr,StdReturn,AverageQ,AverageAbsQYDiff,Iteration,AverageEsReturn,QFunRegParamNorm,PolicyRegParamNorm,StdEsReturn,AverageAction,AverageAbsY
23.3927223908,728.516000719,2.78195152085,82.6579819858,0.0753295,29.2435552689,29,257.546691321,2.79845,448.015782486,-2.95896,155.908053139,2.78068,0.171532926102,29,112.229474791,20.4384,25.0696,141.831603347,0.888663,2.79789210123
19.9890563607,479.134753792,2.91822078624,91.418353616,0.100619,27.4409191026,30,243.560858747,2.93214,339.827234881,-3.08678,133.08983322,2.91678,0.187098279623,30,153.05562546,20.9899,25.5894,118.116406644,0.863671,2.93187419903
126.594576109,1156.77394636,3.05872482511,90.5561162734,0.101143,38.6414874862,31,262.797494968,3.07231,429.391343928,-3.22958,233.439011676,3.05707,0.19015411993,31,259.619631386,21.5003,26.09,126.31761098,0.832557,3.07204234204
143.335856676,438.04571395,3.21748886877,106.939097633,0.0942114,94.8102360326,32,263.103839989,3.23121,378.055973471,-3.39519,70.7199673018,3.21564,0.188358408935,32,289.934863096,21.9606,26.64,85.726787431,0.873184,3.23055114942
167.838474331,576.066492748,3.37894013236,119.981918552,0.117709,222.549514296,33,342.638995739,3.39114,421.785457783,-3.56058,57.3192443206,3.37705,0.20247460013,33,324.001081529,22.4962,27.1827,84.2818749783,0.81058,3.39089974892
144.168608302,997.469828668,3.56606195795,107.931063189,0.118312,328.306684902,34,619.910043804,3.57791,375.756568203,-3.75734,272.236659139,3.56475,0.201807544705,34,269.934346384,22.9441,27.6257,86.8389510782,0.842834,3.57708510957
61.4077381218,379.912656832,3.74122888644,97.8237895217,0.128765,74.9638518843,35,180.33957296,3.75236,271.442864584,-3.91439,93.6116539362,3.73907,0.21120396534,35,164.238463132,23.4627,28.0668,88.5698566877,0.898463,3.75245622865
15.6471719886,409.319165558,3.89444236757,85.3459844514,0.14069,62.2760829642,36,149.515599063,3.90672,143.586550809,-4.08381,70.6929088349,3.89243,0.220426835175,36,73.7221687772,23.9428,28.5063,35.3652684416,0.907834,3.90645118977
34.8604544751,250.110852818,4.07770775998,78.2314333161,0.175576,64.2986975398,37,125.261628535,4.08995,168.771743167,-4.28794,28.5181264515,4.07516,0.244576922717,37,76.6000084579,24.3621,29.0063,37.8886377312,0.92556,4.08973474101
7.94517458393,330.431782012,4.29462202306,72.5785856992,0.171283,-16.0662661479,38,130.321941407,4.30649,166.565476572,-4.50728,65.4439152997,4.29252,0.244513312644,38,107.305254463,24.7921,29.3783,60.7797748259,0.901019,4.30661502256
55.9570550477,291.736591435,4.45311191314,88.1336499716,0.176935,112.447342738,39,158.087439471,4.46413,246.549962084,-4.67265,40.7922833182,4.45114,0.248781609814,39,140.256066104,25.1867,29.7583,67.0969306959,0.895151,4.46397962256
3.10435906502,438.73229849,4.65596102327,64.3869613015,0.192015,-87.7955776171,40,118.398647734,4.66609,234.849243352,-4.88211,106.56841558,4.65316,0.263580858038,40,128.114979536,25.5804,30.141,67.7935491174,0.918091,4.66644909683
-2.8139376047,407.620924559,4.83042564857,54.4606599804,0.197163,-143.716320361,41,114.472487727,4.84266,162.047195304,-5.06164,125.827288485,4.82841,0.26830952018,41,91.3165135621,25.9809,30.5613,51.9040782459,0.917458,4.84157746448
-105.402085649,182.118978679,5.04083272413,17.8973710467,0.241325,-157.349315744,42,14.207320108,5.05352,318.276896432,-5.28253,62.454691286,5.03839,0.291856704364,42,89.0189489189,26.4399,30.9636,125.749371019,0.913569,5.05286070881
-7.45640285141,448.177413635,5.2371942473,60.9256552499,0.259099,20.9118866286,43,114.457991107,5.24957,243.175170936,-5.50256,82.1775779059,5.23498,0.299894528064,43,98.1110288497,26.8592,31.3593,75.1382742955,0.893948,5.24854022178
-79.8715479965,563.375568806,5.42424672774,54.2225705476,0.261143,-85.0302096729,44,102.66680552,5.43774,89.8410995598,-5.70407,103.90706921,5.42124,0.310601178951,44,22.9710071011,27.2982,31.6595,44.1671691187,0.905321,5.4377938538
2.48708700797,440.397963787,5.6565353406,66.6809025026,0.281393,-36.5809903239,45,133.419531724,5.67106,324.155239093,-5.9489,82.4489321056,5.65448,0.316620137538,45,152.385083491,27.6546,31.9946,101.084492452,0.920003,5.67072237404
-36.5823563749,99.9080039258,5.87271155934,68.1969183636,0.274434,89.6555842162,46,95.0018470616,5.8865,246.676935189,-6.17361,1.96201931367,5.87014,0.324228534876,46,104.063820453,28.0913,32.344,76.5044563168,0.928274,5.8869182918
1.47908231902,248.196406044,6.10461679642,93.4377790007,0.29712,80.5350789517,47,149.983195345,6.11802,316.478732518,-6.39263,47.7107203692,6.10173,0.334468604403,47,135.909209747,28.5025,32.6488,112.821508658,0.903355,6.11804932028
-2.48744322189,338.564773919,6.30735948093,99.7366679927,0.319451,82.1251887866,48,179.577017686,6.32125,239.67693947,-6.58448,58.0815635402,6.30421,0.344444298389,48,131.158252204,28.9024,33.0187,68.122382668,0.909813,6.32116875268
-1.26999527103,693.107561204,6.49646816,84.207164613,0.32582,29.8766178467,49,188.612483541,6.50837,425.947146225,-6.79051,126.520165931,6.49359,0.353945966992,49,137.670054912,29.273,33.3302,129.605483828,0.879891,6.50725320723
-56.3925959933,168.677365244,6.71724823131,77.7996533214,0.3479,101.484739812,50,111.197516678,6.72968,291.421368635,-7.01736,13.602583505,6.71424,0.360164149538,50,143.063912158,29.675,33.5836,99.3045013043,0.916093,6.72872882712
2.07289080377,405.033096652,6.92432721334,60.8975072486,0.375959,26.4036650268,51,123.149667683,6.93648,235.107166416,-7.22638,89.0035636144,6.9215,0.370506081055,51,98.0518515111,30.0607,33.8493,76.6103986196,0.893511,6.93626214388
1.86236352517,265.043256216,7.09745710156,99.5503351147,0.393443,114.275532048,52,174.900826769,7.10924,422.766950539,-7.38615,47.6479447446,7.09344,0.383285920593,52,153.58518423,30.4371,34.1219,108.672333999,0.907324,7.10876244164
-7.81172196379,120.008765163,7.31587976645,78.9026103592,0.366256,101.034737043,53,109.189531953,7.3286,323.534608493,-7.60743,5.1639022288,7.3134,0.366052478298,53,156.829208686,30.8023,34.3628,93.220104965,0.914308,7.32744967077
80.4478083426,242.475227114,7.48479259049,80.8730762466,0.390243,-14.2733177234,54,121.867931976,7.49884,380.619352563,-7.76766,28.7399253161,7.48141,0.382183544736,54,183.403206288,31.158,34.6117,89.4442076499,0.913144,7.4972016581
0.214293608474,407.450800342,7.6561794807,117.521426915,0.420224,110.268999381,55,213.019217173,7.66968,320.516207173,-7.93764,52.4877127045,7.65326,0.386748753117,55,106.321265766,31.5492,34.8919,80.3952187553,0.901826,7.6690240191
-0.712073796408,304.713062579,7.81101942135,106.578874307,0.409022,90.5680126391,56,178.486904271,7.8248,394.586604862,-8.08107,60.0540261525,7.80719,0.384355664132,56,120.811164095,31.8897,35.1497,103.85460779,0.919031,7.82530924109
2.66641052743,209.160467325,7.94794779131,83.9409154015,0.427018,31.6824365667,57,130.433044725,7.96332,228.011592977,-8.20039,32.5024372334,7.94549,0.387105373233,57,114.751403476,32.2033,35.4321,72.8493982051,0.917746,7.96162229404
59.6957755553,318.362071097,8.08738203098,72.4236407594,0.397845,82.0140681115,58,122.060424046,8.1014,322.7579889,-8.34335,38.346567064,8.08557,0.38144191787,58,153.324685754,32.535,35.7285,83.113623144,0.925922,8.0991102535
67.4973405912,774.410145815,8.20062617131,82.4984120654,0.442835,-42.829119562,59,181.501478561,8.21231,319.05308877,-8.46091,122.135430537,8.19618,0.400115871443,59,166.342583399,32.8827,36.0225,81.7141972139,0.9047,8.21297550114
84.5781314787,435.997117152,8.37014607653,92.9980484736,0.455552,52.6609826219,60,204.277051785,8.38643,257.245630189,-8.63437,60.757988282,8.36782,0.396125835528,60,170.185903835,33.156,36.2838,58.4777644714,0.892364,8.38319432513
-5.43717872195,242.02916413,8.49916182412,85.7710698432,0.444558,100.194917754,61,153.002133123,8.51249,183.832190674,-8.77489,28.9902652958,8.49597,0.394661518962,61,90.9838274262,33.4563,36.5185,59.9304736644,0.889756,8.51080130589
8.56185515799,282.049973855,8.6731478365,111.445413609,0.410301,166.427737558,62,205.394176164,8.68688,390.59278776,-8.94561,20.192723549,8.67,0.393697049234,62,190.521726874,33.7866,36.7819,106.598158687,0.905838,8.68575854651
10.334968197,973.356925443,8.82912950956,104.910237231,0.48353,2.15825457177,63,212.46067118,8.84431,277.489455081,-9.08925,107.393330853,8.82701,0.409280950569,63,126.158355146,34.0784,37.0772,81.9902602553,0.884471,8.84094291328
27.2823801733,386.87139247,8.96222987983,123.532934418,0.535455,205.481286387,64,251.92782794,8.97514,283.893915115,-9.22114,31.4544270479,8.95826,0.425273510002,64,182.006678035,34.4009,37.3119,81.6268123752,0.890223,8.97455636514
5.35860330347,425.63274867,9.09368777152,79.9807194256,0.485628,21.4510957659,65,185.53737902,9.10808,341.723911928,-9.36779,105.657422756,9.08957,0.41571073852,65,157.667084494,34.7545,37.5428,106.339934327,0.900302,9.10748891076
-1.00404528803,403.553096549,9.26567167263,124.935345223,0.526882,99.2483177942,66,253.35533747,9.27995,449.375628153,-9.52993,78.9437745756,9.26264,0.425261544875,66,183.176645049,35.0715,37.749,138.607582712,0.89914,9.27884347711
3.43054173491,375.840048935,9.41220648172,117.922894315,0.514892,182.533147127,67,259.21288497,9.42863,365.72517588,-9.68344,58.1584591899,9.40932,0.420466062992,67,167.237689371,35.3726,38.0112,92.3640205963,0.863584,9.42497944587
7.09883549969,483.178786153,9.59859233146,118.798985046,0.549097,22.1180383156,68,285.488398844,9.61115,329.444999666,-9.882,54.8947656005,9.59491,0.436491113881,68,215.928990684,35.7164,38.2233,101.94783897,0.842149,9.61025053474
88.2533314114,366.252624072,9.76061454469,122.843117015,0.513992,133.228261832,69,244.697190852,9.77512,387.67017395,-10.0288,37.072900188,9.75776,0.426756379085,69,199.379915271,35.96,38.4538,123.909714519,0.870563,9.77185308341
-4.44968973967,412.805561039,9.89518352818,112.434543444,0.525768,127.610913534,70,202.85148477,9.90973,329.217973389,-10.1728,48.5542792229,9.89185,0.428588894915,70,149.029436429,36.2328,38.7237,125.158069565,0.881259,9.90609718197
56.8724923508,481.521287108,10.0718797479,128.785628066,0.492321,79.7492161625,71,289.447498246,10.0841,508.648918728,-10.3489,74.6815836435,10.0686,0.422646556581,71,218.51689981,36.5209,38.9644,128.592275763,0.886603,10.0825437586
55.630995747,397.054268662,10.2131494241,116.579076018,0.574514,152.615123254,72,213.439580087,10.2254,317.602882124,-10.4883,49.9590067041,10.2092,0.441420334957,72,184.59466256,36.8559,39.2067,72.2053046845,0.89492,10.2222568266
3.2333213884,455.426510653,10.3410573454,124.962738548,0.622932,201.12517079,73,279.077484113,10.3521,314.692851672,-10.6354,49.0007905054,10.338,0.455024759877,73,141.240550179,37.1032,39.3979,100.655368367,0.878834,10.349216965
177.668349802,572.736315494,10.4913369113,138.436577817,0.584266,192.969007165,74,320.964084343,10.5023,423.478522898,-10.7695,88.2964314667,10.4884,0.445862313624,74,286.870352494,37.3664,39.6724,83.7831689213,0.878292,10.4993026453
48.7023148293,1006.56583114,10.6260962566,114.49162211,0.623635,139.187038928,75,243.383149621,10.6384,264.318058591,-10.9046,132.253168412,10.6224,0.456935000774,75,177.717669195,37.6397,39.9746,73.9947541761,0.880251,10.6345394962
56.5542694079,286.159292721,10.7702174988,99.5304259707,0.542284,132.032548558,76,159.38922326,10.7819,385.256143938,-11.069,19.3781493061,10.7669,0.443519654632,76,205.429631583,37.8987,40.2183,101.917286429,0.903277,10.7777988456
0.980994936123,1018.48559141,10.9171207851,101.874214174,0.637899,62.6446902762,77,209.457006847,10.9287,316.900975674,-11.2104,134.601224918,10.9133,0.457435701484,77,143.891773709,38.155,40.479,97.6593368065,0.871244,10.9246175672
67.3812997728,1000.85556954,11.0597489024,121.651428587,0.59083,224.879248908,78,351.972553772,11.0716,582.491901585,-11.3529,149.229652463,11.0566,0.451018062913,78,213.459567258,38.4018,40.7706,175.46952855,0.857504,11.0678306586
-1.53873623689,391.718710032,11.2133009951,100.899451975,0.607243,-84.0009517139,79,252.782973878,11.2238,455.275809412,-11.5029,77.0671409456,11.2096,0.454165242834,79,190.970420677,38.7271,41.046,148.481754479,0.898603,11.221541856
7.43648098799,999.180086724,11.3066882695,92.6302619491,0.633376,123.331239518,80,505.055398368,11.317,299.752000718,-11.6069,352.494845238,11.3028,0.460628344024,80,173.202274435,38.9699,41.3062,126.80972798,0.825232,11.3126258908
15.35419025,989.956062685,11.4645033072,111.138696549,0.609741,148.107920283,81,278.462711611,11.4752,342.30017047,-11.7584,180.030602132,11.4614,0.455266056596,81,177.629746686,39.2122,41.5686,114.205526812,0.869682,11.4707606638
82.7919695057,1106.47220486,11.5803758348,105.384954476,0.643785,128.129028712,82,293.933954982,11.5915,286.776686959,-11.8643,170.897232907,11.5771,0.4585129203,82,198.809392284,39.4886,41.7841,79.4051076605,0.888381,11.586157172
-3.34179338865,1015.8800899,11.7470856625,100.565642156,0.60171,37.5095121237,83,278.239469273,11.7557,535.792709659,-12.0323,212.539385853,11.7449,0.453757814837,83,188.75654415,39.7206,42.003,184.311309903,0.836761,11.7516472497
-7.00250222135,971.994300032,11.8222816312,72.2827580903,0.629949,33.8160259611,84,285.581725355,11.83,238.244036656,-12.1107,240.603836181,11.8176,0.46280264866,84,95.8169214526,39.9648,42.2527,91.5426809445,0.901532,11.827332685
6.73115884125,927.9519956,11.8973767234,111.271981838,0.616784,16.7894048405,85,292.69337336,11.9061,337.811660193,-12.1686,144.629955366,11.8938,0.459908352039,85,153.763840995,40.2178,42.4897,104.761380789,0.882422,11.9012422316
30.5013119567,944.488431688,12.0114880505,86.1747559135,0.679783,128.675387622,86,670.567722436,12.0213,497.568967609,-12.2875,318.528538481,12.0092,0.471877855913,86,224.691250135,40.4904,42.7248,153.724557891,0.906159,12.015732561
3.48231996689,944.034367778,12.1064002918,104.984967639,0.633639,31.709053075,87,344.893663679,12.1167,305.052376352,-12.3871,170.895147826,12.1033,0.462099207014,87,118.820776539,40.7386,42.9841,95.4213241571,0.895481,12.1118606243
54.5810819115,1092.81224228,12.1960716792,108.998855059,0.67188,87.0191336523,88,515.634252382,12.2027,293.699732054,-12.4814,338.697757681,12.1927,0.467240962748,88,145.522467211,41.028,43.2888,76.8376931666,0.796778,12.1986044602
96.0835040154,995.118957159,12.281102398,84.5209981177,0.697552,104.517087513,89,518.074658201,12.2894,696.902410039,-12.574,332.648960978,12.2783,0.465395173602,89,348.984317264,41.2123,43.5721,222.894749761,0.842892,12.2848031488
12.0835808356,987.398574628,12.3862660125,77.0341929639,0.64725,162.765504162,90,729.633584186,12.3943,479.013386073,-12.6667,326.290717766,12.3825,0.462422246818,90,163.370525306,41.4313,43.7874,175.488860034,0.854184,12.3895151979
5.64713262922,895.559097904,12.4820487738,120.758379406,0.677625,90.2972213579,91,336.53432012,12.4903,505.39981122,-12.758,192.69678686,12.4791,0.459590344868,91,114.466855542,41.6154,44.0478,169.249396467,0.885395,12.4851655379
-4.32536979486,1008.35143135,12.5894256086,127.417195043,0.641828,86.378050334,92,400.168297867,12.5955,377.532666125,-12.856,188.761910082,12.5862,0.458543249016,92,150.025606576,41.8785,44.2707,135.630921323,0.90571,12.5922128151
1.05543286748,856.08338259,12.6693442255,80.5233620912,0.624903,766.524462286,93,831.897210472,12.6756,432.642675428,-12.93,24.1996544999,12.6658,0.458603265976,93,201.498917258,42.1067,44.5571,162.542714882,0.930174,12.6717435028
-6.43922067691,870.738763577,12.7281585547,98.9210823828,0.611734,57.2243523344,94,341.04708739,12.7358,331.293544253,-12.9948,196.774496212,12.7254,0.456435773661,94,152.215603665,42.3466,44.7948,131.175266806,0.895596,12.7312372319
90.4957756104,581.030808783,12.7745273089,71.1039300713,0.762491,23.6369708248,95,203.02802006,12.7846,548.604173619,-13.0403,129.536924046,12.771,0.480128677654,95,299.852645321,42.5938,45.0602,204.679641972,0.923305,12.7778198645
-16.3932328295,934.132208058,12.8912032977,112.927978986,0.644776,62.959070364,96,616.133205817,12.8981,437.751881631,-13.1636,293.113804056,12.8876,0.468871035333,96,138.856234728,42.824,45.2964,164.576201893,0.912872,12.8952610605
2.24432527537,500.620739909,12.9806297046,136.055146069,0.714369,192.305198154,97,342.882455556,12.9917,401.595972399,-13.2496,75.3860669167,12.9778,0.470781590276,97,163.936635044,43.04,45.5225,142.67983345,0.917198,12.986058988
118.738671329,666.259796996,13.0467680601,130.872991975,0.726663,153.150462521,98,302.288522678,13.0568,336.103987309,-13.3177,119.713387633,13.0435,0.472090624533,98,200.451360224,43.2903,45.7627,64.8651779631,0.924164,13.0527091486
6.04685712683,533.665013883,13.1191981516,116.293380462,0.731775,6.38170489282,99,276.289660103,13.1305,380.991909592,-13.3887,105.875908629,13.1173,0.48129092385,99,254.685753524,43.5266,45.9876,122.333519255,0.917607,13.1245403677
0.668920616789,392.686311494,13.1849844552,102.437230462,0.741002,80.4340401391,100,184.160847363,13.1983,371.071633232,-13.4693,76.6729158545,13.183,0.479969453207,100,205.211214504,43.7178,46.2426,143.159583038,0.92943,13.1906513253
123.636179505,591.571220854,13.2938768699,117.769938951,0.656676,102.641375138,101,239.400757894,13.303,345.726737755,-13.5629,90.5373948264,13.2902,0.47054855606,101,240.652944994,43.9058,46.4586,75.5947855567,0.934944,13.2996199628
12.4873102345,1075.9738199,13.405659216,73.7988647201,0.668002,3.30225161425,102,389.479566754,13.4138,359.006045015,-13.6903,292.889794468,13.4023,0.468103878559,102,219.727122986,44.0814,46.6734,109.495807054,0.917115,13.4105081211
83.3349505319,529.559329983,13.4798347935,129.073963843,0.679411,147.305249206,103,297.167375526,13.4896,344.99335116,-13.759,82.7115538252,13.4778,0.475968579657,103,191.35935464,44.2937,46.9234,83.0868284962,0.922933,13.484707256
195.050675142,1183.18460403,13.6228348599,119.506624611,0.705022,104.50040135,104,555.960810707,13.6323,329.542823466,-13.8882,314.355067396,13.6206,0.472780706106,104,247.187782267,44.5275,47.134,55.1888734734,0.913805,13.6273134892
189.047017405,997.248656924,13.6423354596,90.5630805066,0.783172,9.4347775318,105,474.868722592,13.6509,424.82563239,-13.8965,380.76201173,13.6373,0.487960487765,105,267.044674749,44.7362,47.3621,68.5226360017,0.903984,13.647111453
0.908325638023,577.842684752,13.718018155,124.083927138,0.689509,108.433890075,106,254.270308691,13.7288,270.929465159,-13.9845,92.1713389198,13.715,0.470721994556,106,119.242883179,44.9324,47.5713,82.0333640995,0.932715,13.7225589216
9.96612646221,1089.12163812,13.8497594358,91.4391279903,0.71881,-22.9788737495,107,340.038702253,13.8601,368.496546102,-14.1098,306.263014489,13.8477,0.478891212517,107,185.798240094,45.1323,47.7941,115.137761833,0.912931,13.853843789
-3.38581509606,1014.55085132,13.9161143209,120.890058209,0.732957,163.995838448,108,382.409984958,13.9261,270.491465754,-14.1651,239.585618486,13.913,0.470670386347,108,125.711057757,45.3031,47.975,88.2187405674,0.892043,13.9218374446
0.396031769174,825.989381638,13.9282038651,122.011615802,0.779698,52.1264768948,109,408.100238291,13.9407,396.6487397,-14.184,188.439444,13.9252,0.490944394204,109,155.299852366,45.5026,48.1438,137.919939274,0.927023,13.93394232
40.1416452765,555.002870228,14.0288179849,120.273944306,0.77623,97.9066286645,110,285.512102191,14.0376,282.168161582,-14.2826,121.747274523,14.0255,0.481182856864,110,149.959055579,45.6858,48.3379,74.0233804438,0.925963,14.0335940502
6.97199466937,581.714639782,14.0742750121,117.784716821,0.827191,48.0849619056,111,258.491822121,14.0834,390.010646822,-14.3351,107.606724921,14.0713,0.488083187944,111,157.314410207,45.9174,48.5569,125.200464892,0.917167,14.0796995809
-11.7675881377,1331.15173669,14.1098440154,88.3032940458,0.827036,49.7243641738,112,465.554108693,14.1223,380.354398676,-14.3787,390.811452368,14.1066,0.497598662479,112,126.435157582,46.0927,48.7773,142.539491988,0.815865,14.1161485234
-7.97741326048,424.967078764,14.2212216624,124.94669021,0.791162,152.156001497,113,239.704473006,14.2324,436.225576347,-14.5001,58.7156180997,14.2183,0.491270952915,113,164.224278005,46.2855,48.983,155.776391473,0.946775,14.2282247089
3.65160515644,1094.39736034,14.3175566523,69.2253100457,0.769437,50.6293731903,114,129.736926777,14.3279,448.1779196,-14.5872,158.726960484,14.3151,0.483686076212,114,151.738827362,46.4415,49.2333,148.766624228,0.931927,14.3234415463
-3.11988141839,1003.69457178,14.4263472028,72.9621462307,0.799791,12.6760615294,115,244.963298932,14.4366,332.218766088,-14.7035,268.261813971,14.423,0.488131574924,115,92.1371664666,46.6511,49.4632,104.427848958,0.923562,14.4331290243
-1.81679663112,1123.01642725,14.3996217485,109.901730103,0.804953,106.349407023,116,459.894175901,14.4123,451.826506878,-14.6652,270.069234468,14.3965,0.488269661778,116,217.883111473,46.8329,49.6456,177.773944976,0.907177,14.4073071376
45.031508165,599.462461202,14.533547031,130.964011862,0.71367,111.036871474,117,358.643147316,14.5455,465.589678032,-14.8042,93.4451703175,14.5312,0.482275851822,117,187.906237496,47.0441,49.81,153.215724628,0.943537,14.5393547451
5.85716413822,502.78750029,14.6280362438,133.249136698,0.803647,152.600757908,118,298.472774046,14.6405,509.08715594,-14.8964,83.0074226079,14.6247,0.485429384489,118,204.720153917,47.2089,50.0009,157.804229816,0.934362,14.6345299055
0.814139982985,1301.26092648,14.6765058222,116.67183455,0.802146,151.718749226,119,297.105690039,14.6905,493.037362464,-14.9471,180.367613332,14.6746,0.493350173195,119,270.141033381,47.3912,50.2376,130.172782513,0.928089,14.6839405003
-0.107112658982,512.303048168,14.7178744703,139.806373284,0.853935,198.996520434,120,329.37524229,14.7293,354.075184463,-14.9968,77.1351720875,14.7138,0.49728750812,120,257.771601581,47.5689,50.4089,121.073263072,0.928458,14.7257278804
84.3304679701,441.682351002,14.7862795562,71.1185438469,0.89385,24.0651747286,121,161.459855642,14.8007,421.122634631,-15.0501,114.972477934,14.7834,0.504580095594,121,218.562398972,47.7519,50.6294,104.179364752,0.934886,14.793010792
101.798667829,970.266376586,14.8329623341,110.350361998,0.853366,96.8915606484,122,369.663910213,14.8473,235.893906025,-15.104,268.000862905,14.8304,0.504438719365,122,149.739248088,47.9659,50.8525,46.6657643814,0.903804,14.8406478089
124.286298163,995.500366846,14.8950709444,126.373160167,0.805136,132.274370354,123,288.748444146,14.9048,345.843727031,-15.1474,107.21559583,14.8916,0.489462374929,123,212.575114282,48.1717,51.1016,67.5532436696,0.935154,14.9025274679
