MinEsReturn,MaxEsReturn,AverageDiscountedReturn,AverageY,AverageAbsQ,Epoch,AverageReturn,Iteration,QFunRegParamNorm,MaxReturn,AverageAbsY,StdEsReturn,AverageQ,AverageEsReturn,AveragePolicySurr,AverageAction,AverageQLoss,PolicyRegParamNorm,StdReturn,MinReturn,AverageAbsQYDiff
924.181658634,924.181658634,131.049812782,0.630828437896,0.828473,327,1251.32281011,327,39.2189,1601.65210377,0.828699823762,0.0,0.630832,924.181658634,-0.637906,0.99989,0.00119798,53.4623,494.784447693,-184.971132603,0.0138849828881
929.217622968,929.217622968,122.502584252,0.633316338559,0.830676,328,1464.01790875,328,39.2523,1604.17576219,0.830865309729,0.0,0.633308,929.217622968,-0.638814,0.999906,0.000947237,53.5032,84.377272242,1303.61800534,0.0133873078114
803.392858439,803.392858439,109.619037987,0.63627847636,0.834095,329,958.116558636,329,39.2664,1716.27394504,0.834267613944,0.0,0.636313,803.392858439,-0.642606,0.99991,0.000977175,53.5238,933.493060578,-966.830761456,0.0134318547007
821.922938048,821.922938048,39.7972096793,0.638715133155,0.837252,330,686.748258513,330,39.3029,1249.7365831,0.837425439516,0.0,0.638723,821.922938048,-0.645308,0.999887,0.00100059,53.6095,548.938162077,-510.002629929,0.0134241009115
757.739100507,757.739100507,130.197939968,0.638240300684,0.839198,331,1143.89091388,331,39.3734,1765.31095352,0.839384376039,0.0,0.638242,757.739100507,-0.646059,0.999852,0.000825363,53.71,681.694872259,-503.853103623,0.0133025993309
820.029504977,820.029504977,130.671591748,0.643935992834,0.843892,332,1394.4969065,332,39.409,1657.80241113,0.844063512141,0.0,0.643934,820.029504977,-0.649975,0.999945,0.000966557,53.8496,98.1741799453,1303.14329316,0.0135923581797
799.834543709,799.834543709,134.427178378,0.641249958063,0.843863,333,1488.00798649,333,39.4473,1588.31452985,0.844057428921,0.0,0.641237,799.834543709,-0.647769,0.999908,0.00134438,53.9196,59.151448286,1369.54973067,0.0147063241981
776.124220593,776.124220593,141.147500353,0.651110540522,0.84981,334,1494.57291948,334,39.4804,1795.62557526,0.849962761262,0.0,0.651145,776.124220593,-0.657187,0.999867,0.00102655,54.0546,691.310759162,-575.241377284,0.0135593893114
875.07820832,875.07820832,145.917332171,0.655260471263,0.853027,335,1408.2610029,335,39.5671,1715.20694112,0.853253389915,0.0,0.65528,875.07820832,-0.66299,0.999985,0.00121671,54.1175,644.340142686,-517.478432411,0.0141299244502
845.770653455,845.770653455,142.108005497,0.655464214587,0.853733,336,1515.93267366,336,39.5868,1626.09586398,0.853881151387,0.0,0.655494,845.770653455,-0.663944,0.9999,0.00120717,54.1788,87.7485614471,1392.69756418,0.014154910245
744.224932824,744.224932824,127.479706511,0.657490408974,0.855658,337,1492.21897059,337,39.6227,1565.38872041,0.855891153398,0.0,0.657457,744.224932824,-0.663965,0.999872,0.00118131,54.301,53.4784643054,1388.44608344,0.0139693110236
778.461676943,778.461676943,132.989053362,0.651738557263,0.85319,338,1474.26647362,338,39.702,1553.44030649,0.8533837586,0.0,0.651751,778.461676943,-0.657722,0.99988,0.00118215,54.3025,49.1049329893,1387.51639392,0.0140174041942
775.048470612,775.048470612,120.682155025,0.663558443497,0.860814,339,1320.45495648,339,39.7322,1406.72027032,0.861016874453,0.0,0.663553,775.048470612,-0.669597,0.999898,0.00141149,54.2507,80.6638977152,1162.31488519,0.0141905928645
750.118457892,750.118457892,124.862132485,0.664421500877,0.862115,340,978.80854876,340,39.7814,1546.22197686,0.862297153023,0.0,0.664446,750.118457892,-0.670332,0.999913,0.000952073,54.2994,760.601290278,-572.881087568,0.0133922698933
841.809621865,841.809621865,42.2131753525,0.668720265364,0.864968,341,682.465928255,341,39.8292,954.38613947,0.865182525337,0.0,0.668719,841.809621865,-0.673978,0.999851,0.00121094,54.5227,138.705257769,450.754269166,0.0139874952208
495.071893107,495.071893107,101.94271056,0.656897602435,0.859976,342,1016.10422464,342,39.888,1450.20018213,0.860167216332,0.0,0.656938,495.071893107,-0.662842,0.999936,0.00112591,54.5456,724.792292773,-771.99975246,0.0138550133598
691.458514895,691.458514895,116.556377521,0.66826542018,0.866951,343,1107.58205527,343,39.9402,1721.73680128,0.867149202583,0.0,0.66827,691.458514895,-0.674045,0.999951,0.00121997,54.5772,852.186168802,-1147.52593815,0.0144387674354
659.799290547,659.799290547,95.1605875977,0.672979627939,0.871136,344,1001.78459047,344,39.964,1228.1264825,0.871331775622,0.0,0.672962,659.799290547,-0.678659,0.999943,0.00105127,54.7055,99.0790174834,848.251762351,0.0134051252093
694.90207115,694.90207115,105.500097286,0.67111018065,0.870869,345,1001.85856547,345,40.0537,1213.6018397,0.871017871712,0.0,0.671123,694.90207115,-0.676774,0.999951,0.000820831,54.8124,226.068852561,387.718240265,0.0132709408454
541.387760268,541.387760268,91.627754853,0.661328490507,0.865694,346,880.173352781,346,40.0654,1169.41588566,0.865907482868,0.0,0.661337,541.387760268,-0.66665,0.999919,0.00145326,54.85,375.051771273,-210.160399485,0.0145902388379
422.248466638,422.248466638,71.4722791849,0.672360200721,0.871263,347,58.6744570646,347,40.1411,1390.41023225,0.871448822804,0.0,0.672367,422.248466638,-0.678007,0.999985,0.0012077,54.8147,666.441139231,-523.695357212,0.0136800461206
524.069554609,524.069554609,49.484946784,0.667147201773,0.868849,348,-288.067458976,348,40.1818,244.419376631,0.869121792856,0.0,0.667146,524.069554609,-0.672292,0.999984,0.00125365,54.8943,228.72628497,-571.130834918,0.0139041526823
-218.697033858,-218.697033858,60.5159086712,0.666607187792,0.870271,349,162.300221496,349,40.2218,1031.45659008,0.870431339625,0.0,0.666647,-218.697033858,-0.670467,0.999926,0.00139232,55.0295,507.698658049,-516.114212422,0.0145119422457
-105.628572548,-105.628572548,116.853082073,0.660163897834,0.867739,350,379.604392506,350,40.3025,1642.90948929,0.867916550062,0.0,0.660166,-105.628572548,-0.664593,0.99998,0.00130727,55.0384,737.360543064,-340.746777982,0.0146724190871
-203.367837375,-203.367837375,89.777668529,0.656675094807,0.866545,351,967.195713277,351,40.3925,1084.76651971,0.86680430056,0.0,0.656666,-203.367837375,-0.663165,0.99987,0.00117185,55.0709,104.925926747,710.041020411,0.0144850694568
567.497399788,567.497399788,129.749338035,0.662041027732,0.86996,352,706.659532217,352,40.4443,1734.10178119,0.870195343085,0.0,0.662046,567.497399788,-0.668772,0.999977,0.00124962,55.1395,846.38475156,-665.139968975,0.0143649246123
833.858530633,833.858530633,27.9662478108,0.66598714006,0.871832,353,369.048922457,353,40.4789,512.863875809,0.872045517102,0.0,0.665976,833.858530633,-0.672728,0.999902,0.00103834,55.1732,86.6351310508,217.680998344,0.0135895765397
895.035578614,895.035578614,36.2895999415,0.671288003902,0.876455,354,447.570326472,354,40.5404,670.733389621,0.876663960895,0.0,0.671288,895.035578614,-0.677025,0.999873,0.00137133,55.2779,385.028781535,-695.799622067,0.0143915520491
24.7085180169,24.7085180169,118.002553958,0.666838709685,0.875465,355,398.456695424,355,40.6043,1685.13057013,0.875653448013,0.0,0.666856,24.7085180169,-0.673676,0.999973,0.00117047,55.2291,841.198966641,-1007.03023418,0.0141811726422
-99.5444945965,-99.5444945965,102.01350765,0.666894336135,0.876129,356,231.969550928,356,40.6635,1570.9001164,0.876346815178,0.0,0.666868,-99.5444945965,-0.672046,0.999975,0.00145017,55.2554,1104.97991652,-1448.4960025,0.0150253687761
-501.486845789,-501.486845789,104.943960331,0.660000261629,0.875022,357,995.398655081,357,40.7,1327.23039285,0.875202385602,0.0,0.660018,-501.486845789,-0.665154,0.999952,0.00094111,55.2959,485.538098809,-394.394392003,0.0134667181578
-89.5823206914,-89.5823206914,101.483573691,0.662375721043,0.87738,358,7.66533980147,358,40.7389,556.260285432,0.877537362443,0.0,0.662397,-89.5823206914,-0.667963,1.0,0.00132949,55.3166,326.226905347,-434.321878021,0.0146379736568
706.25057452,706.25057452,69.6157313819,0.662737332256,0.877251,359,-279.432785951,359,40.7832,281.492435004,0.877454312049,0.0,0.662768,706.25057452,-0.669694,1.0,0.00135854,55.3641,257.305939093,-519.040339467,0.0144640021356
-359.021708211,-359.021708211,94.2164994875,0.662696187653,0.877373,360,-92.1377065393,360,40.8313,379.08080106,0.877545306385,0.0,0.662691,-359.021708211,-0.668879,0.999987,0.00109896,55.4366,285.194232457,-478.534344607,0.0140489124936
416.419963767,416.419963767,74.424086824,0.660916128961,0.87809,361,-220.863667813,361,40.9062,347.64504613,0.878307556927,0.0,0.660957,416.419963767,-0.667655,0.999968,0.00105457,55.4844,319.297435457,-581.349283787,0.0138500548015
-47.8192748256,-47.8192748256,108.684761815,0.665428213212,0.881555,362,599.485148998,362,41.0158,1427.5683747,0.881748338964,0.0,0.665435,-47.8192748256,-0.672036,0.999975,0.00104877,55.4722,1006.639284,-1084.63436402,0.0140200205416
-378.632915052,-378.632915052,93.6955015444,0.664707975027,0.882133,363,981.835493153,363,41.0552,1169.22610445,0.882423421589,0.0,0.664664,-378.632915052,-0.670402,0.99994,0.00106535,55.5105,101.910605414,844.869720021,0.0142147393177
778.703010606,778.703010606,106.979803754,0.667263345439,0.883485,364,374.303737781,364,41.1318,1539.14191919,0.883680594853,0.0,0.667263,778.703010606,-0.672717,0.999969,0.00119749,55.4704,684.980638048,-713.916722588,0.0142939281081
800.364680496,800.364680496,112.55654043,0.65701713365,0.878998,365,262.804969384,365,41.2053,1420.73150516,0.879269262348,0.0,0.657027,800.364680496,-0.661852,0.999972,0.00149242,55.4548,534.58334881,-371.97860505,0.0150894984988
775.126090134,775.126090134,125.206302739,0.667208300266,0.884293,366,1131.06732417,366,41.2988,1630.38092105,0.884538851337,0.0,0.667221,775.126090134,-0.67275,0.999973,0.00120118,55.5102,647.094427008,-26.0861113734,0.0143871117481
784.208844315,784.208844315,124.801787006,0.669792563027,0.886795,367,1207.04405476,367,41.3286,1643.38781183,0.887049223581,0.0,0.669821,784.208844315,-0.675689,0.999956,0.00118834,55.4473,533.545122044,118.781968287,0.014085634356
783.392425772,783.392425772,105.250381751,0.668149067053,0.886886,368,1375.68017553,368,41.3854,1591.11750873,0.887097341663,0.0,0.668172,783.392425772,-0.673323,0.999938,0.00118182,55.4168,100.873917052,1211.98027904,0.0140017015405
804.868277594,804.868277594,109.243139695,0.670139076237,0.889033,369,880.379750936,369,41.4527,1582.57816519,0.889255504535,0.0,0.670146,804.868277594,-0.675717,0.999941,0.00138757,55.462,655.904475099,-326.339272916,0.0143576786436
825.0082493,825.0082493,114.544237717,0.669448561417,0.889061,370,440.775505119,370,41.5263,1603.49539622,0.889217912514,0.0,0.669436,825.0082493,-0.675426,0.999944,0.00137182,55.594,696.762064932,-431.757516846,0.0145484213658
882.292889094,882.292889094,144.68707871,0.678184446493,0.894637,371,1653.5817007,371,41.5816,1748.82272197,0.894920149601,0.0,0.678214,882.292889094,-0.684231,0.999951,0.0010391,55.6785,62.969821828,1540.60661703,0.0141731131871
808.11848442,808.11848442,148.31972252,0.671744476819,0.892297,372,1683.97590642,372,41.6415,1730.98353839,0.892519090685,0.0,0.671694,808.11848442,-0.677896,0.999931,0.00125213,55.6846,30.6681853343,1639.00013483,0.0145848136123
569.416646292,569.416646292,132.300655442,0.676553186243,0.893674,373,1592.21122547,373,41.6793,1687.92807121,0.89392484092,0.0,0.676572,569.416646292,-0.682483,0.999982,0.00143191,55.7086,51.3355719658,1528.15839589,0.0149602228847
783.432804559,783.432804559,87.1040999367,0.671721800221,0.891868,374,1047.15199903,374,41.6925,1111.03845301,0.892157557048,0.0,0.671738,783.432804559,-0.677836,0.99996,0.00130633,55.7269,55.8662251557,925.570695549,0.0147062838539
792.724912485,792.724912485,135.621154467,0.681981758734,0.896395,375,1472.24436086,375,41.7864,1617.71310996,0.896605188053,0.0,0.681973,792.724912485,-0.687444,0.999957,0.00167639,55.8164,84.6679144412,1330.94364657,0.0153883375203
709.867236954,709.867236954,98.6386718002,0.676629006778,0.894427,376,1075.83254591,376,41.8441,1206.29998917,0.894660942614,0.0,0.67662,709.867236954,-0.680915,0.999937,0.00128508,55.847,57.3039350489,979.828093153,0.014469516412
494.372653461,494.372653461,113.156657284,0.674834605007,0.893434,377,1358.30780667,377,41.8726,1467.74913169,0.893651365395,0.0,0.674882,494.372653461,-0.68044,0.999869,0.000978303,55.9593,55.7588713905,1276.03326144,0.0137565656739
512.402839811,512.402839811,127.765523974,0.673180626602,0.893637,378,1472.07169761,378,41.881,1594.35335015,0.893861660921,0.0,0.673204,512.402839811,-0.6781,0.999936,0.00120847,56.1277,77.8091883564,1341.08050961,0.0138860935492
586.678235344,586.678235344,123.077539266,0.677987978841,0.895601,379,1458.08024157,379,41.9073,1532.50865348,0.8958387781,0.0,0.678016,586.678235344,-0.683107,0.999933,0.00140878,56.1929,61.8511727176,1347.98478174,0.0144478792942
330.57767592,330.57767592,124.224470294,0.679475717089,0.89666,380,1451.01276785,380,41.9649,1564.82051731,0.89684420789,0.0,0.67949,330.57767592,-0.684469,0.999883,0.00107453,56.1812,72.7502829452,1335.45126297,0.0139631066867
634.134970597,634.134970597,119.196765888,0.677792484767,0.894596,381,1461.39215729,381,42.0613,1562.49105296,0.894779585211,0.0,0.67779,634.134970597,-0.682181,0.99994,0.00126873,56.2548,49.368233161,1389.42593213,0.0143120572507
506.673433653,506.673433653,125.228468944,0.678462713193,0.894755,382,1434.31785641,382,42.1079,1499.1623221,0.894939862386,0.0,0.678426,506.673433653,-0.682558,0.999888,0.00154081,56.2697,34.8336805252,1384.77266353,0.0149566601865
526.030828803,526.030828803,133.753228536,0.674405959519,0.892692,383,1497.23547507,383,42.1404,1573.49698772,0.892838133672,0.0,0.674451,526.030828803,-0.678727,0.999891,0.00108681,56.393,47.069840186,1419.55790552,0.0143785862191
501.672754944,501.672754944,140.914941147,0.6722754168,0.891218,384,1590.71554892,384,42.1998,1673.72067316,0.891477256923,0.0,0.672278,501.672754944,-0.67804,0.999949,0.0010923,56.4465,58.0783854475,1505.96117941,0.0143636198922
779.452211818,779.452211818,125.302115503,0.681866088826,0.89597,385,1007.10388524,385,42.2235,1607.95315797,0.896157969838,0.0,0.681895,779.452211818,-0.687432,0.999975,0.00153993,56.5085,482.267238694,269.516598843,0.0153365482445
781.102530717,781.102530717,88.6059590952,0.675633017502,0.893438,386,119.070218141,386,42.2807,1741.79855562,0.893624201841,0.0,0.67563,781.102530717,-0.682267,0.999984,0.00112787,56.528,725.144974846,-553.455970071,0.0141855616593
-286.677006993,-286.677006993,129.793008159,0.672333962759,0.893368,387,1444.20068894,387,42.3411,1647.16498644,0.893658548335,0.0,0.672326,-286.677006993,-0.678971,0.999908,0.00135533,56.6755,300.931228458,560.197930228,0.0147339717438
-311.349185308,-311.349185308,110.016969431,0.676864706718,0.897901,388,471.655540806,388,42.3629,1716.35543696,0.898167542212,0.0,0.676844,-311.349185308,-0.683707,0.999952,0.0013051,56.7135,745.204597215,-476.064268861,0.0148478424803
776.936819871,776.936819871,114.476242021,0.67810825351,0.89949,389,1396.17335907,389,42.4144,1440.39492292,0.899706443397,0.0,0.678116,776.936819871,-0.684536,0.999945,0.00118724,56.8042,31.5775287421,1333.59179446,0.014407752856
618.029811779,618.029811779,136.207101479,0.684731473353,0.902768,390,1516.41898377,390,42.4701,1568.914141,0.902961553493,0.0,0.684765,618.029811779,-0.690794,0.999954,0.00145937,56.8826,42.4881709703,1413.43432812,0.0149579063589
710.399991513,710.399991513,93.3553969388,0.684263101595,0.902176,391,1167.86661532,391,42.5196,1265.32173985,0.902424294215,0.0,0.68426,710.399991513,-0.690224,0.999929,0.00133288,56.9781,61.9671006883,1088.030378,0.0146444861149
592.568857812,592.568857812,120.928701769,0.681449242169,0.901006,392,1371.19682414,392,42.5745,1428.66186165,0.90119368988,0.0,0.681429,592.568857812,-0.686976,0.999954,0.00134534,56.9929,31.83049218,1311.50133606,0.0147548566127
176.07273066,176.07273066,90.3236059677,0.679417914506,0.89939,393,1082.51816323,393,42.6188,1238.03540653,0.899584805479,0.0,0.67942,176.07273066,-0.684264,0.999974,0.00152287,57.0061,70.6606854993,954.534936232,0.0155926192093
576.967838136,576.967838136,85.717526536,0.681587690196,0.900051,394,1024.30202152,394,42.6637,1121.99005908,0.900281089712,0.0,0.68158,576.967838136,-0.686567,0.999915,0.00148385,57.0647,54.1220677417,940.636898835,0.0151007295165
676.308202111,676.308202111,120.880634324,0.679232937671,0.899154,395,1320.00227136,395,42.7026,1524.76545025,0.899315835291,0.0,0.679297,676.308202111,-0.685046,0.999963,0.00100059,57.0472,88.6676769099,1240.26743253,0.0138616433796
546.867239346,546.867239346,96.3576673756,0.680021915606,0.898419,396,1224.44193179,396,42.762,1303.7176243,0.898755637809,0.0,0.679978,546.867239346,-0.685775,0.999972,0.00150919,57.2348,59.7781632577,1080.71787895,0.0152237159627
755.763209397,755.763209397,122.466169909,0.684603098508,0.901783,397,1543.40495464,397,42.7795,1647.47348221,0.90200869549,0.0,0.684596,755.763209397,-0.690081,0.999955,0.00162686,57.2537,51.1298066201,1466.68262209,0.0151195391528
733.08901215,733.08901215,130.895439638,0.682627860012,0.900825,398,1500.44938799,398,42.8274,1796.35259113,0.901087163373,0.0,0.682618,733.08901215,-0.688136,0.999925,0.00140208,57.2574,466.083132257,112.599149258,0.0149352314955
857.477420605,857.477420605,141.804799265,0.684309835521,0.903375,399,1319.5005385,399,42.8725,1694.34708162,0.903547288625,0.0,0.684322,857.477420605,-0.689853,0.999961,0.0012263,57.2373,452.863176514,282.213759248,0.0142292884295
821.744060776,821.744060776,71.4996220806,0.692454905489,0.906867,400,1032.51516715,400,42.9176,1177.62430505,0.907058643626,0.0,0.692442,821.744060776,-0.698813,0.999924,0.00130955,57.3976,92.0848275814,894.83978703,0.0143919898624
861.031664627,861.031664627,134.295555785,0.687586449033,0.904594,401,1323.29942883,401,42.9675,1621.19036347,0.904792904929,0.0,0.687572,861.031664627,-0.694436,0.999936,0.00134739,57.3586,429.087732536,236.074959095,0.0147650482091
735.695593135,735.695593135,81.9830477524,0.685703359645,0.904348,402,1248.3654907,402,43.0049,1354.97455358,0.904438733531,0.0,0.685731,735.695593135,-0.692073,0.999907,0.00111037,57.3942,67.3171781598,1161.26476794,0.0139732422766
729.253830008,729.253830008,79.3248511703,0.696149525392,0.910258,403,425.369423042,403,43.0485,1529.62226685,0.910474927105,0.0,0.696167,729.253830008,-0.702184,0.999973,0.00125035,57.4624,847.76442634,-612.341293534,0.014436612313
825.913997379,825.913997379,113.249549262,0.695332425209,0.911824,404,1200.04872002,404,43.1043,1465.16974141,0.912054840294,0.0,0.695288,825.913997379,-0.701945,0.999963,0.0014193,57.5154,401.388648619,19.3684636742,0.0150838794266
738.481301187,738.481301187,111.530760136,0.696636944986,0.913783,405,889.48365774,405,43.1185,1364.78973574,0.914020108719,0.0,0.696634,738.481301187,-0.703326,0.999965,0.00142801,57.5124,596.826725246,-616.33108495,0.0149847291647
810.390833925,810.390833925,106.564969761,0.712360780712,0.921096,406,1104.20540281,406,43.2076,1401.32140569,0.921296773586,0.0,0.712362,810.390833925,-0.718669,0.999945,0.00157746,57.4868,442.582541141,-171.320130324,0.0155884151995
803.587755515,803.587755515,113.991497977,0.704890085667,0.91815,407,1169.89687466,407,43.244,1506.55196372,0.91842118802,0.0,0.704874,803.587755515,-0.711041,0.999959,0.00109112,57.5273,505.863375156,-314.739386618,0.0140839613668
714.051823974,714.051823974,104.496802504,0.693587422662,0.912742,408,1182.6427033,408,43.2905,1635.96314326,0.912929543493,0.0,0.693589,714.051823974,-0.699591,0.999962,0.00162236,57.5778,621.146339032,-526.990577767,0.0153589744155
589.85372936,589.85372936,95.6933362538,0.701430906761,0.916959,409,832.5110516,409,43.3591,1486.16217159,0.917190511872,0.0,0.70146,589.85372936,-0.707058,0.99997,0.00099438,57.6137,645.010995714,-453.085299009,0.0142826142208
379.272500107,379.272500107,111.608130693,0.700946154358,0.917835,410,815.039857817,410,43.4101,1503.64266873,0.918006960005,0.0,0.700957,379.272500107,-0.706923,0.999974,0.00131623,57.6436,769.081979957,-754.208255293,0.0145398698746
-4.6419332905,-4.6419332905,98.8196432651,0.705497141586,0.92109,411,567.558824757,411,43.4301,1414.81916923,0.92136007291,0.0,0.70548,-4.6419332905,-0.711851,0.999984,0.00127431,57.5696,927.763305699,-1168.87144643,0.0147351665555
806.957297583,806.957297583,12.5827845446,0.71200913733,0.924082,412,-465.999843206,412,43.4766,-93.5637895593,0.924303380422,0.0,0.71201,806.957297583,-0.717761,1.0,0.00155763,57.5923,165.715301362,-626.307273839,0.0155259869742
-150.353431301,-150.353431301,2.04667449652,0.695592391393,0.916626,413,-467.692907891,413,43.5392,-180.398410818,0.916841962997,0.0,0.695553,-150.353431301,-0.700604,1.0,0.00163471,57.7248,115.075445511,-570.140054935,0.0155255456984
500.432155961,500.432155961,15.053341621,0.700380472869,0.920011,414,-791.187620676,414,43.5733,-235.525923624,0.920128678089,0.0,0.700382,500.432155961,-0.706204,0.999943,0.0016084,57.7555,284.12054399,-1211.81189459,0.0152431049893
-61.9659057252,-61.9659057252,103.88156372,0.69982115894,0.919231,415,387.931240859,415,43.6074,1436.39255286,0.919504656035,0.0,0.6998,-61.9659057252,-0.705016,0.999987,0.00147908,57.8895,980.909836424,-1319.31274049,0.015403757329
-825.831632672,-825.831632672,118.853488958,0.699967834807,0.919722,416,642.965078575,416,43.6475,1537.04218797,0.919895130205,0.0,0.699991,-825.831632672,-0.706523,0.999947,0.00155055,57.9429,1016.1348522,-1048.63669093,0.0150955418843
766.950772558,766.950772558,110.294223308,0.695896872838,0.918168,417,931.833462505,417,43.6873,1496.18834079,0.918362397168,0.0,0.69588,766.950772558,-0.701202,0.999976,0.0013255,58.0271,834.048842924,-1173.4312996,0.014979137758
-741.081800875,-741.081800875,101.844221422,0.699324412498,0.920557,418,542.404707278,418,43.7576,1492.15818644,0.920803184887,0.0,0.699343,-741.081800875,-0.704257,0.999952,0.00154343,58.0935,1154.50529253,-1438.49715074,0.0152649580941
829.420272611,829.420272611,93.6602767635,0.696105309848,0.919518,419,-166.404863918,419,43.7778,793.421041784,0.919702731323,0.0,0.696112,829.420272611,-0.701689,0.99998,0.00117583,58.1197,771.118116697,-1226.043643,0.0145635636279
678.871391628,678.871391628,98.8024204216,0.699324498672,0.922059,420,-139.477845535,420,43.8363,1553.9397263,0.92226676033,0.0,0.699325,678.871391628,-0.705366,0.999978,0.00113954,58.1718,952.626645272,-1395.47440274,0.0146559304329
252.416862426,252.416862426,-4.6528327181,0.701104048945,0.924493,421,42.8854846152,421,43.8971,564.285173975,0.9247906277,0.0,0.701139,252.416862426,-0.707621,0.999903,0.00126097,58.1502,186.818370945,-112.295956563,0.0149234835228
-265.962136743,-265.962136743,113.679867372,0.703878986009,0.927334,422,576.536800402,422,43.9809,1635.41288815,0.92761084881,0.0,0.703883,-265.962136743,-0.710465,0.99998,0.00138626,58.2823,723.219881393,-546.480384767,0.015320098046
-95.9287294257,-95.9287294257,118.303539549,0.700197132627,0.927584,423,528.366532862,423,44.0107,1581.26280399,0.927843491092,0.0,0.700174,-95.9287294257,-0.707679,0.999988,0.00136966,58.3085,993.272139932,-904.469819131,0.0150393907313
-521.975883483,-521.975883483,112.862343296,0.704905818636,0.931379,424,777.235985055,424,44.0515,1550.35861874,0.931556195125,0.0,0.704902,-521.975883483,-0.710972,0.999978,0.00165264,58.3489,957.411840008,-1106.81570315,0.0158696159041
789.186917528,789.186917528,105.428720575,0.702166482838,0.930636,425,-422.431209842,425,44.0736,389.128047321,0.930908471536,0.0,0.702166,789.186917528,-0.7074,0.999977,0.00161594,58.4095,561.263172828,-1319.22930187,0.015581837445
751.326493902,751.326493902,88.8216954141,0.711372202904,0.936036,426,-279.580923605,426,44.1037,1582.25173409,0.936309920263,0.0,0.711355,751.326493902,-0.717775,0.999999,0.00123577,58.48,1004.74332227,-1357.87697609,0.0151160728331
731.779431669,731.779431669,52.2970062115,0.712202054622,0.937711,427,-326.230922389,427,44.1437,1441.81863521,0.937965065592,0.0,0.712242,731.779431669,-0.719154,0.999983,0.00113744,58.4834,1145.57625315,-1594.42322321,0.0145215929854
-95.5147255774,-95.5147255774,98.0094683736,0.707160796678,0.935423,428,562.226778821,428,44.1994,1417.20778858,0.935626867735,0.0,0.707135,-95.5147255774,-0.714467,0.999946,0.00167499,58.5939,1027.88517122,-1494.03906439,0.0158400926299
-831.593420995,-831.593420995,107.483792386,0.695197820232,0.930607,429,204.260807696,429,44.2604,1425.0571328,0.930890809663,0.0,0.695222,-831.593420995,-0.701879,0.999978,0.00136994,58.5642,927.101641813,-1211.35132851,0.0153404106765
-641.76695602,-641.76695602,98.7814936604,0.707600522591,0.937567,430,-158.461071916,430,44.3254,1433.85470902,0.937822708538,0.0,0.707601,-641.76695602,-0.714052,0.999964,0.00136559,58.6796,955.864750129,-1422.33928229,0.0150310769761
-663.625223801,-663.625223801,124.096432532,0.701973097569,0.936835,431,-75.8046045653,431,44.3547,902.375245533,0.937047199827,0.0,0.701985,-663.625223801,-0.708406,0.999944,0.00172347,58.6594,413.597633293,-623.799414731,0.0157069737938
730.078335476,730.078335476,113.657569754,0.696810118009,0.935861,432,463.194118519,432,44.4188,1493.84945552,0.936048038361,0.0,0.696787,730.078335476,-0.703024,0.999953,0.00160802,58.7149,1005.13156595,-1300.92641278,0.0158880006538
610.49611174,610.49611174,53.2922883863,0.700743898465,0.939557,433,-655.799820748,433,44.4523,303.280906246,0.93982332784,0.0,0.70076,610.49611174,-0.707793,0.99999,0.00130996,58.7243,565.281879937,-1340.39315489,0.0149492577938
-421.095421537,-421.095421537,126.15891457,0.709019934411,0.944574,434,1069.74839207,434,44.5395,1391.48218117,0.944805497395,0.0,0.709041,-421.095421537,-0.715376,0.999975,0.00162546,58.827,432.960886718,-180.492888023,0.0158821921125
750.454264898,750.454264898,121.276142359,0.70703299554,0.944668,435,418.89782244,435,44.5847,1441.00204638,0.944907605794,0.0,0.70707,750.454264898,-0.714811,0.999981,0.00151336,58.8073,966.732147283,-975.097985515,0.0156600799605
683.118586171,683.118586171,89.7214103501,0.711939845699,0.947282,436,-139.379766783,436,44.61,1409.19883562,0.947489251301,0.0,0.711911,683.118586171,-0.718221,0.999971,0.00156557,58.8086,946.876374339,-1422.04253212,0.0157087638035
843.763752934,843.763752934,113.989973656,0.708304352116,0.94681,437,442.934487299,437,44.6327,1261.45884039,0.947033825011,0.0,0.708344,843.763752934,-0.713611,0.999976,0.00154127,58.8902,612.317223568,-490.410561668,0.0157103776423
123.018980844,123.018980844,121.846313696,0.714933691513,0.950052,438,1322.74850462,438,44.6596,1379.54474952,0.950333409129,0.0,0.714895,123.018980844,-0.721629,0.999955,0.001476,58.9213,43.3650915095,1252.59412795,0.0158529468892
-594.886438167,-594.886438167,117.419743339,0.711251097749,0.950416,439,900.407049627,439,44.7316,1480.90521479,0.950733723587,0.0,0.711252,-594.886438167,-0.717779,0.999795,0.0014257,58.9793,829.602850383,-989.373637448,0.0155189261646
720.50013883,720.50013883,115.76346342,0.715578891134,0.952789,440,1450.51295309,440,44.7379,1550.66819615,0.953035384526,0.0,0.715574,720.50013883,-0.722815,0.999885,0.00143181,59.0466,70.6887524752,1305.86187699,0.0153565462485
833.705735602,833.705735602,126.844317092,0.710533826747,0.951774,441,1481.3445244,441,44.7535,1560.96592027,0.951957906364,0.0,0.710535,833.705735602,-0.716908,0.999924,0.00122759,59.1099,56.0158291407,1403.93924552,0.0152067347721
740.107081851,740.107081851,124.79661724,0.721814509679,0.957969,442,1490.27395446,442,44.774,1601.15330012,0.958197446438,0.0,0.721836,740.107081851,-0.728259,0.999958,0.00179307,59.0936,83.7622157258,1374.38518305,0.0160711510002
