AverageAction,AverageDiscountedReturn,AverageAbsQ,AverageQ,QFunRegParamNorm,wrapped_MinForwardProgress,MinEsReturn,Gather_MedianReturn,Gather_MaxReturn,MinReturn,wrapped_MaxForwardProgress,Epoch,AverageAbsQYDiff,StdEsReturn,wrapped_AverageForwardProgress,wrapped_AverageReturn,AverageAbsY,AverageReturn,wrapped_StdForwardProgress,Gather_StdReturn,MaxEsReturn,PolicyRegParamNorm,Gather_MinReturn,Gather_AverageReturn,MaxReturn,AverageY,AverageQLoss,StdReturn,AveragePolicySurr,AverageEsReturn
0.995338,0.0,0.00150526,0.00100538,15.4743,-0.41248611803,0.0,0.0,0,0.0,0.372658829149,20,0.000164314409931,0.0,-0.00312267816999,-5.02355717621,0.00151861065653,0.0,0.219326174836,0.0,0.0,17.8395,0,0.0,0.0,0.00100558103455,1.22321e-07,0.0,-0.00109641,0.0
0.998486,0.0,0.00145916,0.000994239,15.5088,-0.367895830257,0.0,0.0,0,0.0,0.400674230924,21,0.00016885415459,0.0,-0.0101472088078,-5.19135360263,0.0014739354583,0.0,0.206316382906,0.0,0.0,17.8414,0,0.0,0.0,0.000994034677344,1.27263e-07,0.0,-0.00104217,0.0
0.992894,0.0,0.00139926,0.000959701,15.553,-0.357794805571,0.0,0.0,0,0.0,0.452703816566,22,0.000159059375285,0.0,0.105594747438,-2.86019110503,0.00141186437504,0.0,0.241259723257,0.0,0.0,17.8471,0,0.0,0.0,0.000959975290207,1.1344e-07,0.0,-0.000908844,0.0
0.523179,0.0,0.0012698,0.00085091,15.5899,-0.117727769663,0.0,0.0,0,0.0,0.54425787317,23,0.000140660064317,0.0,0.190658134757,1.19845589032,0.001281722507,0.0,0.196184938799,0.0,0.0,17.8616,0,0.0,0.0,0.000850917873986,1.05169e-07,0.0,-0.000820927,0.0
0.842624,0.0,0.0011817,0.000786725,15.6322,-0.369142730656,0.0,0.0,0,0.0,0.430079879519,24,0.000127848693727,0.0,0.0993905266922,-2.23571062529,0.00119260789131,0.0,0.251115928007,0.0,0.0,17.8869,0,0.0,0.0,0.000786564550416,8.52366e-08,0.0,-0.000767164,0.0
0.573989,0.0,0.00112409,0.000747798,15.67,-0.0531065758488,0.0,0.0,0,0.0,0.491100923676,25,0.000138466214965,0.0,0.152917698809,0.204447977362,0.00113445738445,0.0,0.137178133402,0.0,0.0,17.8455,0,0.0,0.0,0.000747735315847,9.56436e-08,0.0,-0.000743459,0.0
0.981911,0.0,0.00105257,0.000710244,15.7071,-0.0126596294211,0.0,0.0,0,0.0,0.261650479956,26,0.00012551302496,0.0,0.0940999562958,-3.02042122958,0.00106225831587,0.0,0.0635797433753,0.0,0.0,17.9383,0,0.0,0.0,0.000710387830914,8.25545e-08,0.0,-0.000678831,0.0
0.999962,0.0,0.000980017,0.000654605,15.7372,-0.386236269097,0.0,0.0,0,0.0,0.353015635804,27,0.000118759750922,0.0,0.0131405094562,-4.74383811188,0.000989410011523,0.0,0.193645358463,0.0,0.0,18.0089,0,0.0,0.0,0.000654453583752,7.03107e-08,0.0,-0.000697371,0.0
0.999993,0.0,0.000972246,0.000659896,15.7708,-0.49735909201,0.0,0.0,0,0.0,0.441657610971,28,0.000117976038214,0.0,0.0295732666162,-4.41864452864,0.000981198130603,0.0,0.236896158805,0.0,0.0,18.0814,0,0.0,0.0,0.00066005044496,7.74505e-08,0.0,-0.000710734,0.0
0.999992,0.0,0.000967491,0.000668044,15.8123,-0.390885205044,0.0,0.0,0,0.0,0.462384346419,29,0.000109989555858,0.0,0.0297108069784,-4.41886150884,0.000975181039834,0.0,0.243153107271,0.0,0.0,18.1392,0,0.0,0.0,0.000667985237025,7.17245e-08,0.0,-0.000699302,0.0
0.999763,0.0,0.000916945,0.000640307,15.8502,-0.302887563653,0.0,0.0,0,0.0,0.466850587512,30,0.000126776267311,0.0,0.163831602563,-1.75739138985,0.000924069956522,0.0,0.223676982387,0.0,0.0,18.1813,0,0.0,0.0,0.000640333477434,9.16247e-08,0.0,-0.000630624,0.0
0.999997,0.0,0.000852842,0.000594539,15.8746,-0.338069902628,0.0,0.0,0,0.0,0.376015409614,31,9.68038019146e-05,0.0,0.0979281200546,-3.06481354872,0.000860155756018,0.0,0.17735174362,0.0,0.0,18.1914,0,0.0,0.0,0.000594495922589,5.37187e-08,0.0,-0.00058372,0.0
0.999998,0.0,0.000827529,0.00057943,15.9015,-0.325756370315,0.0,0.0,0,0.0,0.53263882921,32,9.80997120761e-05,0.0,0.0371195477096,-4.27461456494,0.00083328951314,0.0,0.231511611306,0.0,0.0,18.1891,0,0.0,0.0,0.00057941741234,5.12993e-08,0.0,-0.000603468,0.0
0.999993,0.0,0.000810514,0.000570109,15.9362,-0.487832187416,0.0,0.0,0,0.0,0.355453976068,33,0.000102611959939,0.0,-0.0537668195236,-6.07092148313,0.0008154794392,0.0,0.240698196192,0.0,0.0,18.1795,0,0.0,0.0,0.000570118316573,5.67845e-08,0.0,-0.000593868,0.0
0.98816,0.0,0.00081771,0.000592381,15.9612,-0.101951055052,0.0,0.0,0,0.0,0.261781267979,34,9.90714011395e-05,0.0,0.0916929637863,-3.10605148811,0.000822980250892,0.0,0.0881516147163,0.0,0.0,18.1872,0,0.0,0.0,0.000592441453018,5.75289e-08,0.0,-0.000639382,0.0
0.999969,0.0,0.000826613,0.000615679,15.9978,-0.290317183164,0.0,0.0,0,0.0,0.377870188633,35,0.000108302548712,0.0,0.0464901268793,-4.08286750006,0.000832135131088,0.0,0.178873428128,0.0,0.0,18.2439,0,0.0,0.0,0.000615571183099,6.77791e-08,0.0,-0.000640082,0.0
0.999958,0.0,0.00084616,0.000640328,16.0265,-0.449008460336,0.0,0.0,0,0.0,0.45266116875,36,9.88010802839e-05,0.0,0.0036499466592,-4.930772587,0.00084955558497,0.0,0.234452180085,0.0,0.0,18.3373,0,0.0,0.0,0.000640388876796,6.67029e-08,0.0,-0.000683862,0.0
0.999699,0.0,0.000838458,0.000639513,16.0528,-0.369141746136,0.0,0.0,0,0.0,0.617585585256,37,9.688412013e-05,0.0,0.105141447852,-2.91993759813,0.000842973768972,0.0,0.260274670529,0.0,0.0,18.2671,0,0.0,0.0,0.000639507415589,5.8561e-08,0.0,-0.000694324,0.0
0.998216,0.0,0.000860857,0.000671099,16.1027,-0.280135692278,0.0,0.0,0,0.0,0.424117282451,38,0.000119295186502,0.0,0.109360823528,-2.81005797997,0.000864057696397,0.0,0.187957380006,0.0,0.0,18.2089,0,0.0,0.0,0.000670992051298,9.06208e-08,0.0,-0.000717517,0.0
0.99989,0.0,0.000876735,0.000695676,16.1427,-0.342290714484,0.0,0.0,0,0.0,0.395675582317,39,0.00011409668177,0.0,0.0345607085946,-4.31804689189,0.000876940515424,0.0,0.257743144635,0.0,0.0,18.2393,0,0.0,0.0,0.000695627990047,1.19198e-07,0.0,-0.000749592,0.0
0.99955,0.0,0.000914318,0.000739354,16.2104,-0.27928849298,0.0,0.0,0,0.0,0.317586726754,40,0.000149424301104,0.0,-0.00888640882982,-5.18108343472,0.000906322827613,0.0,0.180287556363,0.0,0.0,18.2989,0,0.0,0.0,0.000739728158228,1.98739e-07,0.0,-0.000790296,0.0
0.989961,0.0,0.000911691,0.00075828,16.2427,-0.34060232861,0.0,0.0,0,0.0,0.434783250355,41,9.86687224994e-05,0.0,0.0800483376828,-3.36645434196,0.000914222200395,0.0,0.261632514451,0.0,0.0,18.3035,0,0.0,0.0,0.000758041742508,1.16304e-07,0.0,-0.000793472,0.0
0.996796,0.0,0.000945079,0.000793796,16.2901,-0.0719332944662,0.0,0.0,0,0.0,0.151971141814,42,0.000124581656038,0.0,0.0521775905698,-3.91461062921,0.000943549890662,0.0,0.0700420177107,0.0,0.0,18.2329,0,0.0,0.0,0.000793457700831,1.7733e-07,0.0,-0.000843059,0.0
0.999933,0.0,0.000950152,0.000816189,16.341,-0.453177401277,0.0,0.0,0,0.0,0.523417460533,43,0.000109001077334,0.0,0.039888498253,-4.21459696046,0.000952915641879,0.0,0.23670461907,0.0,0.0,18.3098,0,0.0,0.0,0.000816522458653,1.39252e-07,0.0,-0.000835772,0.0
0.999891,0.0,0.000958462,0.000824545,16.4055,-0.391975757955,0.0,0.0,0,0.0,0.420166796062,44,0.000135549683728,0.0,-0.0211584153744,-5.42140443781,0.000952521350003,0.0,0.232043698813,0.0,0.0,18.3918,0,0.0,0.0,0.000824534076467,1.98272e-07,0.0,-0.000879006,0.0
0.999964,0.0,0.000960836,0.000834978,16.4621,-0.326263381236,0.0,0.0,0,0.0,0.467802229174,45,0.000120021238602,0.0,0.0331107809638,-4.35079341727,0.000954987266313,0.0,0.223151288876,0.0,0.0,18.4183,0,0.0,0.0,0.000834972495942,1.61019e-07,0.0,-0.000893179,0.0
0.997627,0.0,0.00100373,0.000881756,16.5332,-0.338409704987,0.0,0.0,0,0.0,0.459264133758,46,0.000154237273429,0.0,0.146436829199,-2.05607615388,0.000993343745625,0.0,0.171909396405,0.0,0.0,18.3696,0,0.0,0.0,0.000881932471716,2.95796e-07,0.0,-0.000900399,0.0
0.998232,0.0,0.00100119,0.000887602,16.5961,-0.325524696158,0.0,0.0,0,0.0,0.401564999687,47,0.00012630084991,0.0,0.181350907384,-1.38000740726,0.000990562082778,0.0,0.168777650293,0.0,0.0,18.4824,0,0.0,0.0,0.000887607251259,2.04434e-07,0.0,-0.00093739,0.0
0.999999,0.0,0.00101417,0.000911068,16.6469,-0.454143659243,0.0,0.0,0,0.0,0.329888704223,48,0.000135118708175,0.0,-0.101172489791,-7.01089875413,0.00100400282471,0.0,0.226829587286,0.0,0.0,18.6145,0,0.0,0.0,0.000910922715286,2.15747e-07,0.0,-0.000957527,0.0
0.999999,0.0,0.00105183,0.000950502,16.7363,-0.427804125336,0.0,0.0,0,0.0,0.429896914604,49,0.000164299323414,0.0,0.0168769138785,-4.67060387926,0.00103272713357,0.0,0.234386144263,0.0,0.0,18.6227,0,0.0,0.0,0.00095046046795,3.71552e-07,0.0,-0.000998685,0.0
0.999594,0.0,0.00105945,0.00096906,16.8598,-0.344489684626,0.0,0.0,0,0.0,0.51258077717,50,0.000159424299489,0.0,0.0926372728979,-3.15712824077,0.00104138621232,0.0,0.25726281833,0.0,0.0,18.5574,0,0.0,0.0,0.000969579876518,3.37819e-07,0.0,-0.00102875,0.0
0.999169,0.0,0.00116272,0.00107748,16.9296,-0.14908908775,0.0,0.0,0,0.0,0.506195247649,51,0.000177034093866,0.0,0.208057448305,-0.840755639154,0.00113052132613,0.0,0.181604053361,0.0,0.0,18.614,0,0.0,0.0,0.00107705325948,4.29346e-07,0.0,-0.00112004,0.0
0.999462,0.0,0.00109516,0.00103301,16.9877,0.0440253465706,0.0,0.0,0,0.0,0.524655394344,52,0.000112131385285,0.0,0.271896431018,0.428436324197,0.00107944168201,0.0,0.122214690894,0.0,0.0,18.5726,0,0.0,0.0,0.00103285759554,1.7102e-07,0.0,-0.000999707,0.0
0.999102,0.0,0.0011225,0.00105092,17.0676,-0.388300669713,0.0,0.0,0,0.0,0.530909292842,53,0.000156678085272,0.0,0.162707695483,-1.73194526703,0.00109015002259,0.0,0.2436244277,0.0,0.0,18.6423,0,0.0,0.0,0.00105095287833,2.85963e-07,0.0,-0.00107174,0.0
0.999983,0.0,0.00108626,0.00102744,17.1272,-0.43448400256,0.0,0.0,0,0.0,0.563925990589,54,0.000129974716799,0.0,-0.0153731617117,-5.31108859583,0.00105980927414,0.0,0.251207746793,0.0,0.0,18.7345,0,0.0,0.0,0.00102754596479,1.9592e-07,0.0,-0.00105003,0.0
1.0,0.0,0.0010868,0.00102906,17.2088,-0.302334070815,0.0,0.0,0,0.0,0.369800011638,55,0.000142547887786,0.0,0.0746988433352,-3.52506048476,0.00105531083933,0.0,0.18999668759,0.0,0.0,18.7998,0,0.0,0.0,0.00102899250294,2.9032e-07,0.0,-0.00106487,0.0
0.999999,0.0,0.00110991,0.00105688,17.3006,-0.439781017093,0.0,0.0,0,0.0,0.467087282525,56,0.000139150145296,0.0,0.001098005719,-4.98718373456,0.00107549918517,0.0,0.247006662396,0.0,0.0,18.8125,0,0.0,0.0,0.00105684139941,2.53892e-07,0.0,-0.0010794,0.0
0.999869,0.0,0.00112252,0.0010514,17.4695,-0.420811577145,0.0,0.0,0,0.0,0.579257050194,57,0.000236951961833,0.0,0.0550269300359,-3.91672171463,0.00106213582837,0.0,0.26522372737,0.0,0.0,18.7233,0,0.0,0.0,0.00105123534398,5.99887e-07,0.0,-0.00100632,0.0
0.999968,0.0,0.00115309,0.00110145,17.5565,-0.345423315643,0.0,0.0,0,0.0,0.434639586254,58,0.000184601809177,0.0,0.0125385488533,-4.75860443212,0.00110763809317,0.0,0.207394488892,0.0,0.0,18.7836,0,0.0,0.0,0.00110144917039,4.43583e-07,0.0,-0.00108785,0.0
0.996566,0.0,0.00112312,0.00109071,17.6211,-0.159268619727,0.0,0.0,0,0.0,0.451627938544,59,0.00012603610898,0.0,0.131957531295,-2.35371009076,0.00109410728977,0.0,0.168933405534,0.0,0.0,18.8087,0,0.0,0.0,0.00109095367906,2.57503e-07,0.0,-0.00112693,0.0
0.997032,0.0,0.00117113,0.00112982,17.7085,-0.167511073596,0.0,0.0,0,0.0,0.318550273347,60,0.000157980457331,0.0,0.0304356483314,-4.36754265782,0.0011313140773,0.0,0.129368566045,0.0,0.0,18.8633,0,0.0,0.0,0.00113003503634,3.22887e-07,0.0,-0.00116794,0.0
0.999995,0.0,0.00118651,0.0011581,17.7967,-0.329772481214,0.0,0.0,0,0.0,0.306367720555,61,0.000130779335869,0.0,0.00381430286757,-4.91866014288,0.00115920309496,0.0,0.189117976149,0.0,0.0,18.8505,0,0.0,0.0,0.00115781440842,2.42007e-07,0.0,-0.00113705,0.0
1.0,0.0,0.00115001,0.00111281,17.8732,-0.245985387504,0.0,0.0,0,0.0,0.411450251377,62,0.000159019919414,0.0,0.0569684964105,-3.86851849369,0.00111479985675,0.0,0.19103092748,0.0,0.0,18.8535,0,0.0,0.0,0.00111289402376,2.90188e-07,0.0,-0.00110312,0.0
1.0,0.0,0.00115055,0.00113278,17.9042,-0.365146348963,0.0,0.0,0,0.0,0.368537079791,63,0.000119620803679,0.0,-0.0313990456954,-5.6190394345,0.00113382233492,0.0,0.212754524829,0.0,0.0,18.8579,0,0.0,0.0,0.00113277536193,1.15153e-07,0.0,-0.00114202,0.0
1.0,0.0,0.00120843,0.00118579,17.9465,-0.330103627991,0.0,0.0,0,0.0,0.408803867917,64,0.000134621525055,0.0,-0.0633369823397,-6.25634030709,0.00118582342879,0.0,0.229326905565,0.0,0.0,18.8601,0,0.0,0.0,0.001185439082,1.35372e-07,0.0,-0.00121123,0.0
1.0,0.0,0.00117499,0.00115917,17.9835,-0.445210911876,0.0,0.0,0,0.0,0.345932532417,65,0.000121320999114,0.0,-0.0681345317254,-6.34640578003,0.00115941832877,0.0,0.238616907673,0.0,0.0,18.9062,0,0.0,0.0,0.00115934579585,1.15247e-07,0.0,-0.00116743,0.0
1.0,0.0,0.00118342,0.00116527,18.0171,-0.44355337187,0.0,0.0,0,0.0,0.235065047039,66,0.000136015761955,0.0,-0.0164432171138,-5.32540725691,0.00116544660045,0.0,0.196876838195,0.0,0.0,18.9074,0,0.0,0.0,0.00116531918324,1.27778e-07,0.0,-0.00117768,0.0
1.0,0.0,0.00122689,0.00121192,18.0681,-0.409648883593,0.0,0.0,0,0.0,0.430900002246,67,0.000124366556888,0.0,-0.0112174493509,-5.21329191794,0.00121194641121,0.0,0.242786106637,0.0,0.0,18.9103,0,0.0,0.0,0.00121187143128,1.2212e-07,0.0,-0.00123796,0.0
1.0,0.0,0.00124966,0.0012332,18.1061,-0.429627000781,0.0,0.0,0,0.0,0.560469363344,68,0.000131652889871,0.0,0.00470487581137,-4.90762170056,0.00123332374077,0.0,0.254028892896,0.0,0.0,18.9104,0,0.0,0.0,0.00123326505093,1.36338e-07,0.0,-0.00125993,0.0
1.0,0.0,0.00128497,0.00127258,18.1555,-0.380414473163,0.0,0.0,0,0.0,0.454954423729,69,0.000121057565538,0.0,0.033718897354,-4.32607646376,0.00127305400957,0.0,0.216526437551,0.0,0.0,18.9104,0,0.0,0.0,0.00127301137288,1.07934e-07,0.0,-0.00129462,0.0
1.0,0.0,0.00129064,0.00128251,18.1813,-0.333225489871,0.0,0.0,0,0.0,0.489776502644,70,0.000112139574768,0.0,0.031071356759,-4.38346869697,0.00128210849364,0.0,0.252703998239,0.0,0.0,18.9104,0,0.0,0.0,0.00128205511743,8.34555e-08,0.0,-0.00129079,0.0
1.0,0.0,0.00127839,0.00126948,18.2212,-0.361233712618,0.0,0.0,0,0.0,0.364993171889,71,0.000120413585847,0.0,0.0357903365671,-4.2848808519,0.0012695215491,0.0,0.222552771568,0.0,0.0,18.9103,0,0.0,0.0,0.00126947002198,8.38866e-08,0.0,-0.00127926,0.0
1.0,0.0,0.00124694,0.00124185,18.2498,-0.406405155802,0.0,0.0,0,0.0,0.372542710131,72,0.000103119310955,0.0,-0.0152376849613,-5.30020123342,0.00124170004238,0.0,0.237468409045,0.0,0.0,18.9104,0,0.0,0.0,0.00124165700054,5.51718e-08,0.0,-0.00124885,0.0
1.0,0.0,0.00126195,0.00125142,18.2844,-0.359674628025,0.0,0.0,0,0.0,0.360182104612,73,0.000122035569229,0.0,-0.0596607787643,-6.17905654185,0.00125176792985,0.0,0.269378628247,0.0,0.0,18.9104,0,0.0,0.0,0.00125169430656,1.13778e-07,0.0,-0.00126023,0.0
1.0,0.0,0.001256,0.00125302,18.3198,-0.461166001065,0.0,0.0,0,0.0,0.336570165174,74,9.20231171065e-05,0.0,0.0282862937701,-4.43552087219,0.00125306280304,0.0,0.190609490855,0.0,0.0,18.9104,0,0.0,0.0,0.00125300561091,5.59386e-08,0.0,-0.00125613,0.0
1.0,0.0,0.00125113,0.00124516,18.3451,-0.422701992621,0.0,0.0,0,0.0,0.474565957208,75,0.000109328911307,0.0,0.00428530202453,-4.91406080171,0.00124523162535,0.0,0.229878675642,0.0,0.0,18.9106,0,0.0,0.0,0.00124512697571,7.12413e-08,0.0,-0.0012678,0.0
1.0,0.0,0.0012605,0.00125658,18.3812,-0.385805072897,0.0,0.0,0,0.0,0.586703804484,76,9.83589795805e-05,0.0,0.0764923067923,-3.47957178658,0.00125660461397,0.0,0.271466449198,0.0,0.0,18.9106,0,0.0,0.0,0.00125656418952,6.68228e-08,0.0,-0.00125224,0.0
1.0,0.0,0.00124911,0.00124684,18.4038,-0.425490846556,0.0,0.0,0,0.0,0.383868137578,77,9.68523087997e-05,0.0,0.0584038461614,-3.84281556672,0.00124755810508,0.0,0.201326852723,0.0,0.0,18.9105,0,0.0,0.0,0.00124689911076,5.21103e-08,0.0,-0.00124973,0.0
1.0,0.0,0.00124982,0.00124723,18.423,-0.428594937249,0.0,0.0,0,0.0,0.316345089041,78,0.000100758059842,0.0,0.0470570408081,-4.06679286758,0.00124902670901,0.0,0.211736622567,0.0,0.0,18.9105,0,0.0,0.0,0.00124710612741,5.07065e-08,0.0,-0.00124363,0.0
1.0,0.0,0.00122773,0.00122676,18.4326,-0.44661562666,0.0,0.0,0,0.0,0.348136237063,79,8.62127936807e-05,0.0,-0.00493497177977,-5.09067636075,0.00122851430931,0.0,0.259835689475,0.0,0.0,18.9105,0,0.0,0.0,0.00122677911589,3.77157e-08,0.0,-0.00122819,0.0
1.0,0.0,0.00122689,0.00121978,18.4362,-0.442592808672,0.0,0.0,0,0.0,0.273930504078,80,0.000118058237252,0.0,-0.0657505917336,-6.30364884568,0.00122189672538,0.0,0.201036635167,0.0,0.0,18.9104,0,0.0,0.0,0.00121980529676,8.50098e-08,0.0,-0.00122722,0.0
1.0,0.0,0.00123006,0.00122892,18.453,-0.367575593153,0.0,0.0,0,0.0,0.28860659682,81,9.4603610227e-05,0.0,0.012287211789,-4.74740162089,0.00123164970972,0.0,0.193753406976,0.0,0.0,18.9104,0,0.0,0.0,0.00122900680323,4.50042e-08,0.0,-0.00123777,0.0
1.0,0.0,0.00122499,0.00122222,18.4561,-0.273634104586,0.0,0.0,0,0.0,0.342475576282,82,9.53230311092e-05,0.0,-0.00784306089232,-5.14803180423,0.00122540378263,0.0,0.170965439493,0.0,0.0,18.9104,0,0.0,0.0,0.0012220730738,4.97691e-08,0.0,-0.00123621,0.0
1.0,0.0,0.00122092,0.00121635,18.4693,-0.460331520224,0.0,0.0,0,0.0,0.378898243888,83,0.000109931594536,0.0,0.0704676464068,-3.60122011253,0.00121992246281,0.0,0.210175437228,0.0,0.0,18.9103,0,0.0,0.0,0.00121643432475,6.48587e-08,0.0,-0.00123348,0.0
1.0,0.0,0.00122908,0.00122853,18.4861,-0.326500249313,0.0,0.0,0,0.0,0.298904442836,84,8.99563544593e-05,0.0,-0.053702969921,-6.06119089187,0.00123245449045,0.0,0.17647752468,0.0,0.0,18.9103,0,0.0,0.0,0.00122854016427,3.80752e-08,0.0,-0.00123704,0.0
1.0,0.0,0.00123729,0.00123451,18.4926,-0.317844046394,0.0,0.0,0,0.0,0.413891503851,85,9.57605820118e-05,0.0,0.0334777125599,-4.34179198964,0.00123892579833,0.0,0.224246623888,0.0,0.0,18.9103,0,0.0,0.0,0.00123447708611,4.60803e-08,0.0,-0.00125251,0.0
1.0,0.0,0.0012417,0.00123941,18.5127,-0.415689365081,0.0,0.0,0,0.0,0.403334933583,86,7.86553844356e-05,0.0,-0.021502951706,-5.41928202135,0.0012426149938,0.0,0.257368955608,0.0,0.0,18.9103,0,0.0,0.0,0.00123941562229,2.79675e-08,0.0,-0.00125246,0.0
1.0,0.0,0.00125756,0.0012554,18.5227,-0.433869501353,0.0,0.0,0,0.0,0.401640285512,87,8.25987721735e-05,0.0,-0.0672375062125,-6.33937826848,0.00125767309269,0.0,0.232865646596,0.0,0.0,18.9103,0,0.0,0.0,0.00125537182884,2.9928e-08,0.0,-0.00126832,0.0
1.0,0.0,0.00126043,0.001256,18.534,-0.383857236415,0.0,0.0,0,0.0,0.462130518606,88,9.20789972558e-05,0.0,-0.0102685529708,-5.20833343523,0.00125859362551,0.0,0.239325389162,0.0,0.0,18.9103,0,0.0,0.0,0.00125601674878,3.91066e-08,0.0,-0.00127715,0.0
1.0,0.0,0.00125856,0.00125657,18.5451,-0.381055213891,0.0,0.0,0,0.0,0.240095112675,89,8.58932999477e-05,0.0,-0.0899472039608,-6.78738870901,0.00125894665216,0.0,0.171565708638,0.0,0.0,18.9103,0,0.0,0.0,0.00125641828189,3.37243e-08,0.0,-0.00126858,0.0
1.0,0.0,0.00125891,0.00125577,18.5515,-0.424558951684,0.0,0.0,0,0.0,0.369624551105,90,8.27301877959e-05,0.0,0.0585314404796,-3.82705109152,0.00125853064007,0.0,0.182063538318,0.0,0.0,18.9103,0,0.0,0.0,0.00125582631927,2.79155e-08,0.0,-0.00126899,0.0
1.0,0.0,0.00128059,0.00127794,18.5646,-0.392290290302,0.0,0.0,0,0.0,0.406855480251,91,7.91433708691e-05,0.0,0.00413405214301,-4.9119470402,0.00128042030558,0.0,0.226407989243,0.0,0.0,18.9103,0,0.0,0.0,0.00127795547695,2.69314e-08,0.0,-0.00129363,0.0
1.0,0.0,0.00125938,0.00125784,18.5702,-0.259465261888,0.0,0.0,0,0.0,0.357423609745,92,8.25938585997e-05,0.0,0.027158867006,-4.46034723239,0.00125915188663,0.0,0.18826040672,0.0,0.0,18.9103,0,0.0,0.0,0.00125799356318,2.82254e-08,0.0,-0.00127093,0.0
1.0,0.0,0.00126268,0.00126113,18.5788,-0.492578992562,0.0,0.0,0,0.0,0.344107988089,93,7.95338885031e-05,0.0,-0.0352235854834,-5.69917129002,0.00126268704406,0.0,0.247220667835,0.0,0.0,18.9104,0,0.0,0.0,0.00126106548222,2.27041e-08,0.0,-0.00127562,0.0
