QFunRegParamNorm,PolicyRegParamNorm,AverageEsReturn,AverageAction,AverageReturn,AverageAbsQYDiff,AverageQLoss,AverageDiscountedReturn,AverageAbsQ,MinEsReturn,StdEsReturn,AverageQ,StdReturn,Epoch,MaxReturn,AverageAbsY,MinReturn,MaxEsReturn,AveragePolicySurr,Iteration,AverageY
163.095,174.286,2907.92538624,0.995672,4427.03299212,0.311325970976,1.56591,340.41685308,42.6342,2907.92538624,0.0,42.6195,352.024328308,1385,4862.39347978,42.6324841905,3542.03145608,2907.92538624,-42.7718,1385,42.617755912
163.087,174.366,3022.98162152,0.997601,2246.37524503,0.322084011123,1.61048,296.597130221,42.6606,3022.98162152,0.0,42.6455,1572.8269589,1386,4504.84125636,42.6609022093,82.6755392856,3022.98162152,-42.7951,1386,42.645754815
163.164,174.435,3338.14728428,0.997223,2459.27959853,0.369693748718,2.54322,259.571305442,42.6816,3338.14728428,0.0,42.668,1491.95630115,1387,4108.92711093,42.6810680188,-19.9346624334,3338.14728428,-42.8346,1387,42.6675368253
163.19,174.444,3080.88651549,0.996975,4678.36887109,0.344345955413,1.99583,384.60709363,42.559,3080.88651549,0.0,42.542,152.427460806,1388,4957.7607392,42.5586652849,4409.70094491,3080.88651549,-42.7075,1388,42.5415599001
163.209,174.477,3315.91544696,0.99728,3953.64152423,0.330015366002,1.69531,344.875563794,42.7214,3315.91544696,0.0,42.7107,1489.83373832,1389,4951.40490042,42.7210129123,-229.515080297,3315.91544696,-42.8753,1389,42.7104055053
163.249,174.499,3464.87654561,0.997418,3844.47528495,0.34888174086,2.05298,331.035637287,42.6916,3464.87654561,0.0,42.6767,1426.71015266,1390,4708.58834372,42.6890539827,-12.8081694967,3464.87654561,-42.8434,1390,42.6740947868
163.337,174.534,2925.6985103,0.996903,4087.5944138,0.352110395514,2.21219,361.035274636,42.7119,2925.6985103,0.0,42.6956,837.075518476,1391,4585.66071083,42.7126808173,1954.01717216,2925.6985103,-42.8529,1391,42.6964311022
163.451,174.642,3344.13401559,0.997426,4596.9698451,0.335941263922,1.94337,365.101349806,42.7955,3344.13401559,0.0,42.7808,249.516858676,1392,4909.88336758,42.7938327658,4101.64091198,3344.13401559,-42.9504,1392,42.7791291647
163.489,174.582,3521.86902527,0.997242,4307.65584912,0.343084012612,2.03054,346.510358545,42.8544,3521.86902527,0.0,42.8392,120.459924062,1393,4510.25021618,42.8527531877,4098.46013742,3521.86902527,-43.0061,1393,42.8374163651
163.558,174.615,3351.05538642,0.996645,4733.53434764,0.3738312018,2.67445,395.134318158,42.7486,3351.05538642,0.0,42.7333,419.399259274,1394,5144.08257399,42.7471009151,3571.84263247,3351.05538642,-42.9112,1394,42.7317685673
163.58,174.581,3473.23995864,0.997164,3940.76007004,0.318534658351,1.80103,326.753761101,42.8241,3473.23995864,0.0,42.8071,175.835743543,1395,4287.67741743,42.8209384432,3686.45035806,3473.23995864,-42.979,1395,42.8039676531
163.602,174.618,3501.27485003,0.99773,3662.84166076,0.328840311475,1.73574,279.014208753,42.8838,3501.27485003,0.0,42.8672,1421.00338292,1396,4601.1344353,42.8846904211,-501.404255703,3501.27485003,-43.0326,1396,42.8680013858
163.668,174.618,3605.47074392,0.997926,3971.83102112,0.360954459272,2.31478,354.848682878,42.9437,3605.47074392,0.0,42.9254,956.111830448,1397,4523.9869663,42.9432021056,1121.33626303,3605.47074392,-43.0912,1397,42.9250089593
163.705,174.664,3005.65155305,0.99753,4302.47416305,0.350646161222,2.29438,340.276295521,42.9393,3005.65155305,0.0,42.9268,70.717098893,1398,4437.03197566,42.9375505874,4205.39612247,3005.65155305,-43.0905,1398,42.9249848655
163.762,174.766,3171.01520083,0.998135,3432.06902926,0.3555647933,2.21052,300.058401158,42.8508,3171.01520083,0.0,42.8354,1638.55785748,1399,4576.94204506,42.8508722687,-387.901089798,3171.01520083,-43.0038,1399,42.8354398364
163.8,174.808,3403.08126499,0.998289,3864.25805855,0.3414522548,2.14663,350.165906627,42.8571,3403.08126499,0.0,42.8412,1113.27090822,1400,4594.77638828,42.8550421195,658.266544909,3403.08126499,-43.0112,1400,42.8392801511
163.847,174.835,3445.03152331,0.998402,3740.62372478,0.350514881049,2.28356,317.645578804,42.8244,3445.03152331,0.0,42.8074,1305.01956967,1401,4507.18044987,42.8239327064,-128.290248044,3445.03152331,-42.9767,1401,42.8068782555
163.928,174.783,3397.91641421,0.997968,4221.6958019,0.359918735462,2.557,340.024920232,42.8865,3397.91641421,0.0,42.8749,131.777514103,1402,4421.4138258,42.8874462686,3976.91029177,3397.91641421,-43.0431,1402,42.8758930561
163.945,174.954,3125.9358853,0.997984,4079.32088129,0.34049500933,2.08626,349.034008997,42.9344,3125.9358853,0.0,42.9196,630.761597895,1403,4510.2013876,42.93171812,2271.26536051,3125.9358853,-43.0734,1403,42.9168414165
164.02,175.088,3337.59240752,0.996806,4567.73790654,0.322323807068,1.71624,367.859163411,42.9537,3337.59240752,0.0,42.9403,193.63851854,1404,4835.6493187,42.9518980709,4227.79844066,3337.59240752,-43.0982,1404,42.9384845234
164.076,175.045,3116.52594906,0.99723,3834.21711347,0.329762785189,1.75843,331.876509612,42.9849,3116.52594906,0.0,42.9736,904.129380279,1405,4310.98004941,42.9841884608,1140.15188406,3116.52594906,-43.121,1405,42.9728207231
164.232,175.112,3382.81163617,0.997296,4588.14721356,0.356242486757,2.26044,350.217087604,42.9779,3382.81163617,0.0,42.9655,164.838972003,1406,4821.72021379,42.9762329004,4349.10147883,3382.81163617,-43.1275,1406,42.9639722567
164.31,175.158,3372.62630603,0.994987,3954.56850804,0.356080920476,2.21102,311.953127786,42.9712,3372.62630603,0.0,42.9572,121.518430932,1407,4213.68904932,42.9705980958,3756.78556125,3372.62630603,-43.1148,1407,42.9567736329
164.342,175.271,3373.05585784,0.996882,4887.72387585,0.32653152172,1.73263,370.83687152,42.983,3373.05585784,0.0,42.967,223.104214833,1408,5320.02825928,42.9824049079,4430.44279661,3373.05585784,-43.1285,1408,42.9662024442
164.388,175.312,3415.8337016,0.997147,4750.44783962,0.328257951207,1.72518,380.500335698,43.0624,3415.8337016,0.0,43.0473,136.007176625,1409,4976.32238009,43.0617965725,4555.28941815,3415.8337016,-43.2119,1409,43.0466865811
164.484,175.488,3299.51405782,0.995878,4574.30209305,0.338461833547,2.12535,331.867142344,43.0626,3299.51405782,0.0,43.0493,255.29553853,1410,4906.66080338,43.0608738868,4083.70483448,3299.51405782,-43.217,1410,43.0475379597
164.534,175.505,3403.52503314,0.99657,4226.13478688,0.342327722106,2.00642,378.063850784,43.0673,3403.52503314,0.0,43.0564,1274.92825047,1411,4845.62529057,43.0653817543,422.766309379,3403.52503314,-43.2211,1411,43.0545198903
164.634,175.543,3309.02208803,0.995648,4852.70002152,0.342242517045,2.14997,361.607420682,43.0144,3309.02208803,0.0,42.9991,251.634758317,1412,5132.7812168,43.0132729928,4173.80829995,3309.02208803,-43.1771,1412,42.997856496
164.683,175.606,3179.1951366,0.994652,4721.73626351,0.322159230993,1.66553,357.806106861,43.058,3179.1951366,0.0,43.0427,152.255217123,1413,4923.4669071,43.0564149206,4478.47198526,3179.1951366,-43.2077,1413,43.0410667461
164.725,175.658,3669.8617308,0.995784,4531.01946321,0.343103201921,2.14081,334.868739486,43.1253,3669.8617308,0.0,43.1115,224.790329323,1414,4736.94921784,43.1254650221,3977.54960504,3669.8617308,-43.2653,1414,43.1118561497
164.749,175.722,3310.47254101,0.995807,4146.51460561,0.331108195451,1.79479,310.270403005,43.0816,3310.47254101,0.0,43.0692,205.313205428,1415,4590.45310942,43.0786403519,3793.80652537,3310.47254101,-43.2304,1415,43.0661228627
164.799,175.739,3545.58986631,0.996059,4488.77480081,0.32335445511,1.67235,344.451420326,43.0693,3545.58986631,0.0,43.0557,194.77760336,1416,4833.89374531,43.0695929982,4224.32753733,3545.58986631,-43.2162,1416,43.0559829665
164.84,175.782,3599.43340778,0.997024,4523.22796971,0.400839234349,3.44323,349.260587082,43.083,3599.43340778,0.0,43.0672,136.256709828,1417,4706.15690436,43.081984398,4326.96072301,3599.43340778,-43.2399,1417,43.0661904125
164.887,175.821,3137.73935777,0.997276,3912.65202513,0.322818190155,1.81917,328.444167155,43.1807,3137.73935777,0.0,43.1689,712.30237321,1418,4553.47856065,43.1803379195,2023.98654869,3137.73935777,-43.3349,1418,43.1682915724
164.967,175.871,3409.91647333,0.996823,4179.02947396,0.323949981633,1.90895,334.280313805,43.209,3409.91647333,0.0,43.1989,173.833302103,1419,4561.07074437,43.2074738415,4001.41689681,3409.91647333,-43.3508,1419,43.1972493651
165.053,175.956,3446.56067539,0.997508,2847.73087764,0.335395559364,2.00997,272.324424543,43.1254,3446.56067539,0.0,43.1108,1394.89908508,1420,4020.88925347,43.1241284717,-378.169155146,3446.56067539,-43.2723,1420,43.1096717987
165.108,175.939,3205.25263991,0.998398,2253.63110379,0.346247591038,2.2936,280.329452418,43.1483,3205.25263991,0.0,43.1345,1818.28786805,1421,4331.702573,43.1465847514,-31.751107664,3205.25263991,-43.3028,1421,43.1326714302
165.15,175.971,3389.50201836,0.997586,4078.49633381,0.343318928975,2.03389,358.156113501,43.1804,3389.50201836,0.0,43.1649,899.04824183,1422,4686.20361087,43.1804483284,1631.74698949,3389.50201836,-43.3493,1422,43.1649906603
165.204,176.088,3033.29829726,0.998277,2094.04910781,0.348550179514,2.32091,277.423714745,43.2535,3033.29829726,0.0,43.2407,1686.75964058,1423,4070.83335814,43.2521511467,-276.706412029,3033.29829726,-43.4097,1423,43.2391856098
165.249,176.178,3417.77341138,0.998069,3244.05050854,0.347641766094,2.10708,348.113088266,43.2549,3417.77341138,0.0,43.2416,1548.003984,1424,4683.91183999,43.2537526235,733.734689926,3417.77341138,-43.4225,1424,43.2404877772
165.299,176.299,3127.38988114,0.998114,3307.77192584,0.332025286257,1.73855,341.637492649,43.2514,3127.38988114,0.0,43.2391,1461.13167268,1425,4724.23706256,43.2502823065,197.670225304,3127.38988114,-43.4085,1425,43.2380861497
165.349,176.324,3384.26467623,0.997476,3920.26965241,0.338653998247,1.88968,331.059333435,43.2269,3384.26467623,0.0,43.2143,776.881357002,1426,4638.99866471,43.2260833691,2190.97850434,3384.26467623,-43.3769,1426,43.2135413298
165.434,176.335,3265.12909689,0.997715,3175.17913095,0.358937879975,2.25649,355.850655564,43.2607,3265.12909689,0.0,43.2464,1367.44144711,1427,4581.4064314,43.2590785284,1213.64142214,3265.12909689,-43.4095,1427,43.2446819222
165.449,176.49,2985.54476684,0.997384,4684.19529284,0.310589684575,1.43782,373.408150734,43.2837,2985.54476684,0.0,43.2703,425.968198986,1428,5011.17295986,43.2824184609,3444.872922,2985.54476684,-43.4371,1428,43.2689923255
165.525,176.561,3462.01361893,0.99776,4186.34921439,0.351698888857,2.40245,343.401578119,43.2329,3462.01361893,0.0,43.2184,133.593621335,1429,4363.98102777,43.2318152624,4002.31507152,3462.01361893,-43.3838,1429,43.2171095574
165.532,176.545,3182.88606629,0.998609,2914.32144697,0.323256193396,1.71553,337.241108265,43.3136,3182.88606629,0.0,43.3013,1836.86339977,1430,4810.99180251,43.3122240598,-284.909864568,3182.88606629,-43.4719,1430,43.2999117071
165.622,176.587,3373.06547798,0.997658,4003.76899454,0.353547075556,2.34794,346.904096067,43.4226,3373.06547798,0.0,43.4111,977.789108403,1431,4574.94521019,43.421563968,1103.87132398,3373.06547798,-43.5794,1431,43.4100109404
165.655,176.664,3348.40852873,0.998364,4111.88524515,0.318912402082,1.69557,392.348542507,43.4227,3348.40852873,0.0,43.4105,1502.52012825,1432,5233.99480489,43.4214277317,755.794955879,3348.40852873,-43.5833,1432,43.4092189979
165.702,176.667,2697.52852049,0.998709,2361.1409998,0.34475584068,2.22665,362.105541516,43.3638,2697.52852049,0.0,43.3496,1481.56723881,1433,4616.38298449,43.3629359857,319.01063517,2697.52852049,-43.5043,1433,43.3486946082
165.752,176.69,3286.92626563,0.997796,3968.44239068,0.332383703111,1.93076,348.7872425,43.2264,3286.92626563,0.0,43.2132,1055.00412526,1434,4540.75819362,43.2253573545,874.26264747,3286.92626563,-43.3594,1434,43.2120638647
165.821,176.802,3004.93719865,0.997892,2787.14088438,0.347539435188,2.2219,316.089281939,43.4399,3004.93719865,0.0,43.4282,1703.74686851,1435,4419.54504036,43.4389024385,-51.7387138723,3004.93719865,-43.578,1435,43.4271180219
165.877,176.85,3587.89768961,0.998667,1991.67294702,0.333471572863,1.97697,310.422244061,43.3503,3587.89768961,0.0,43.3354,1661.87092493,1436,4424.06172945,43.3476200321,-375.980431878,3587.89768961,-43.4833,1436,43.3327919696
165.914,176.931,3385.19596188,0.997226,3507.9024056,0.339425324784,1.96199,294.507096688,43.3845,3385.19596188,0.0,43.3709,1143.64334846,1437,4324.79863932,43.3837969705,492.330854807,3385.19596188,-43.5365,1437,43.3700438845
165.976,176.948,2964.70169902,0.995602,3305.46588871,0.3404813698,2.06646,342.474191701,43.3757,2964.70169902,0.0,43.3591,992.313887544,1438,4422.97848828,43.3757255455,1579.34621025,2964.70169902,-43.5075,1438,43.3590010274
166.041,176.884,2908.34825896,0.997701,4574.39766935,0.329653577502,1.90903,371.073972079,43.4012,2908.34825896,0.0,43.3864,150.779505184,1439,4771.7115034,43.399572371,4249.72464275,2908.34825896,-43.5403,1439,43.3847523951
166.076,176.888,3352.98431646,0.997432,4411.99009342,0.351204214029,2.33888,379.547508608,43.4763,3352.98431646,0.0,43.4653,1321.08456408,1440,5055.25108196,43.4748781072,475.853644248,3352.98431646,-43.603,1440,43.4638407338
166.092,176.948,3512.65494665,0.997513,4414.19728374,0.320066239673,1.73801,359.385602792,43.4287,3512.65494665,0.0,43.4114,1562.43987098,1441,5168.60885214,43.4265946746,-253.307116006,3512.65494665,-43.5606,1441,43.4091078898
166.098,176.987,3284.55406195,0.997331,3812.0636305,0.332895295612,2.08539,370.276511791,43.4249,3284.55406195,0.0,43.4089,1183.74575556,1442,4704.51988628,43.4229554093,1537.65277114,3284.55406195,-43.5573,1442,43.4069878166
166.131,177.026,3497.58519312,0.997534,4082.99859132,0.317589620735,1.74697,352.884177668,43.4306,3497.58519312,0.0,43.4168,992.217665224,1443,4518.40942083,43.428885157,1116.16407971,3497.58519312,-43.5735,1443,43.4150347682
166.2,177.067,3576.29006923,0.997721,4419.79841324,0.362577549527,2.77966,354.180643886,43.4133,3576.29006923,0.0,43.3995,495.297894539,1444,4700.04044108,43.4123229493,2968.25696975,3576.29006923,-43.552,1444,43.3984134674
166.253,177.131,3713.02639836,0.997364,4526.03050804,0.319551516543,1.78453,357.63297642,43.385,3713.02639836,0.0,43.3724,270.423624518,1445,4864.8236432,43.3820357928,3836.25251429,3713.02639836,-43.5292,1445,43.3694619866
166.288,177.198,3215.21709082,0.997978,3348.18863461,0.320315428872,1.86127,333.981595439,43.4029,3215.21709082,0.0,43.3883,1378.34104796,1446,4298.88072178,43.4021496438,481.414286008,3215.21709082,-43.5464,1446,43.38744239
166.345,177.263,3584.35950943,0.996636,4695.72034136,0.348537127243,2.38281,355.823974549,43.4509,3584.35950943,0.0,43.4386,156.539207879,1447,4879.3488471,43.4511283742,4297.79815185,3584.35950943,-43.5956,1447,43.4387605491
166.426,177.288,3751.04685163,0.996418,4096.04309845,0.354218577352,2.68024,370.371774189,43.4181,3751.04685163,0.0,43.4042,1278.77940884,1448,4879.50164636,43.4167826129,405.44508925,3751.04685163,-43.5677,1448,43.4030294394
166.473,177.32,3270.92608721,0.996796,3645.10446551,0.35480802501,2.66823,346.545770939,43.2733,3270.92608721,0.0,43.2601,1579.20369675,1449,4970.67111411,43.2713538638,-109.743917878,3270.92608721,-43.4293,1449,43.2580493517
166.648,177.344,3291.24866027,0.997147,4183.35248026,0.372409605537,2.93282,357.215525944,43.3576,3291.24866027,0.0,43.3442,824.484299772,1450,4843.16598224,43.3555136604,1798.04942922,3291.24866027,-43.5039,1450,43.3420035141
166.703,177.402,3334.23873996,0.997298,4002.07761605,0.327608161546,2.13352,346.360416433,43.3999,3334.23873996,0.0,43.384,1181.14311995,1451,4633.99567167,43.3993547342,582.260850999,3334.23873996,-43.546,1451,43.383403286
166.724,177.483,3577.72382571,0.996787,4174.70651976,0.334731889672,2.24956,324.911451927,43.3839,3577.72382571,0.0,43.3708,207.966403418,1452,4463.58220618,43.3816154112,3741.53775319,3577.72382571,-43.5282,1452,43.3684389729
166.784,177.543,3261.47882433,0.997795,3566.17588081,0.314647512618,1.72375,346.445548019,43.3813,3261.47882433,0.0,43.369,1537.57002627,1453,4718.71406748,43.3800193827,414.690843865,3261.47882433,-43.5315,1453,43.3677786488
166.854,177.525,3110.86141421,0.998109,3849.97428977,0.349834842089,2.41736,345.799927844,43.3462,3110.86141421,0.0,43.3338,1426.27894021,1454,4663.531558,43.3446952854,-171.414385164,3110.86141421,-43.4924,1454,43.3324285364
166.891,177.612,3236.87302413,0.998143,2493.15567328,0.348489909712,2.50523,290.2220583,43.3561,3236.87302413,0.0,43.3394,1821.92763445,1455,4482.8861049,43.3543623688,-347.827662484,3236.87302413,-43.4845,1455,43.3375840848
166.952,177.641,3511.54528086,0.997288,4495.49998632,0.346250022489,2.49725,352.581559014,43.2745,3511.54528086,0.0,43.2608,342.879170128,1456,4917.00309906,43.273607232,3597.95634671,3511.54528086,-43.4134,1456,43.2599999198
166.967,177.614,-362.048998193,0.997245,4356.45455399,0.304285898436,1.55097,350.029705395,43.3488,-362.048998193,0.0,43.3345,864.61858734,1457,4857.11205225,43.3472367331,1841.35125102,-362.048998193,-43.4808,1457,43.33263637
167.058,177.589,3611.00741095,0.996243,4148.79486447,0.360561642811,2.6456,354.080219243,43.2875,3611.00741095,0.0,43.2701,350.223901398,1458,4516.50643337,43.2863483061,3456.46216325,3611.00741095,-43.4267,1458,43.2689345671
167.097,177.635,3226.31274862,0.997557,4067.99591915,0.33900800586,2.57435,343.699303352,43.3132,3226.31274862,0.0,43.3018,1284.53282031,1459,4681.9705834,43.3113353958,225.008894709,3226.31274862,-43.4524,1459,43.2998598678
167.178,177.714,2960.65075059,0.998214,2734.19584052,0.339012041643,2.37808,329.17298982,43.3672,2960.65075059,0.0,43.353,1787.56848485,1460,4672.98953149,43.3660798838,-79.7561629383,2960.65075059,-43.5141,1460,43.3518069556
167.243,177.735,3328.42972721,0.998088,3524.68520662,0.328883230729,2.14662,328.659294746,43.3252,3328.42972721,0.0,43.3075,1394.28474361,1461,4316.38939391,43.324071575,176.177420547,3328.42972721,-43.4702,1461,43.3063045907
167.319,177.808,3400.51496389,0.997748,3624.93908973,0.346802087516,2.56993,325.256701937,43.2794,3400.51496389,0.0,43.2665,1380.6580026,1462,4657.24765865,43.277519677,-85.9327819827,3400.51496389,-43.4331,1462,43.264507526
167.42,177.843,3068.24670552,0.998004,3160.28313595,0.337530748269,2.42378,321.837583684,43.3674,3068.24670552,0.0,43.3537,1408.109555,1463,4439.4407951,43.3657554326,-63.2380427431,3068.24670552,-43.5079,1463,43.352197646
167.512,177.852,3128.51229841,0.997514,3664.89104157,0.342234280534,2.11777,287.007442292,43.2559,3128.51229841,0.0,43.2403,69.1025694636,1464,3780.58531343,43.2540983387,3534.1917793,3128.51229841,-43.3892,1464,43.238519863
167.591,177.985,3125.60323326,0.997574,4340.0274736,0.339107946047,2.19214,351.208903918,43.2903,3125.60323326,0.0,43.2785,304.631588037,1465,4636.27594106,43.2881040628,3546.33497415,3125.60323326,-43.4275,1465,43.2761260803
167.632,178.059,2652.28489554,0.997787,3755.64488236,0.326447818454,2.16464,328.457231743,43.2695,2652.28489554,0.0,43.2504,1048.36807002,1466,4287.18840752,43.2670110375,633.000012847,2652.28489554,-43.3976,1466,43.2477976712
167.673,178.161,3056.05598739,0.997559,4328.77093199,0.346335342953,2.41945,344.477106838,43.2678,3056.05598739,0.0,43.2504,83.97742922,1467,4462.80821997,43.2674856212,4221.47538164,3056.05598739,-43.3985,1467,43.2500740182
167.695,178.241,3401.98361402,0.998218,3869.69323764,0.324803212982,2.16753,329.64910198,43.28,3401.98361402,0.0,43.2662,957.915426364,1468,4478.36589851,43.2789946685,1041.19133745,3401.98361402,-43.4198,1468,43.2652189333
167.748,178.314,3422.99687093,0.998078,4096.57734112,0.323276967427,1.97944,312.945022575,43.3099,3422.99687093,0.0,43.2902,272.313547647,1469,4460.08896357,43.3091182335,3354.65122052,3422.99687093,-43.4521,1469,43.2893796285
167.859,178.276,3398.73971616,0.997799,3472.11498188,0.368893057144,2.9651,321.251433704,43.2352,3398.73971616,0.0,43.2207,1455.85704428,1470,4564.66052839,43.2332024261,567.155698892,3398.73971616,-43.3742,1470,43.218604564
167.903,178.336,3623.14317527,0.997538,3608.7522586,0.328563976806,2.06624,345.018321654,43.2643,3623.14317527,0.0,43.2523,1426.42663206,1471,4769.74897347,43.2646517926,0.134499171602,3623.14317527,-43.4099,1471,43.2525892919
167.924,178.372,2800.71090924,0.997756,3502.98816114,0.301563919895,1.49464,311.678004484,43.2301,2800.71090924,0.0,43.2168,1203.10901108,1472,4300.75645041,43.2277591702,86.2710665668,2800.71090924,-43.3694,1472,43.2144069557
167.99,178.58,1029.12946041,0.997153,4352.01909509,0.334246767932,2.13085,320.089119987,43.1253,1029.12946041,0.0,43.1101,285.943255342,1473,4913.1013069,43.1237819444,3932.31644267,1029.12946041,-43.2587,1473,43.1085063602
168.015,178.564,2634.52685794,0.994143,4675.40892949,0.329894556322,2.11072,372.825469668,43.2,2634.52685794,0.0,43.1873,132.108935743,1474,4987.64477731,43.1979319315,4541.7102584,2634.52685794,-43.3392,1474,43.1851823694
168.053,178.62,3292.59671846,0.997317,4468.65610371,0.312986619045,1.91621,397.63968356,43.0846,3292.59671846,0.0,43.0683,582.204019197,1475,5025.50378508,43.082884712,2951.11207365,3292.59671846,-43.22,1475,43.0665652117
168.106,178.719,2978.29063873,0.997605,3884.76747529,0.312407256662,2.01305,354.080931268,43.2979,2978.29063873,0.0,43.2849,1745.40154008,1476,5044.93252391,43.2967986187,-88.2084043497,2978.29063873,-43.4376,1476,43.2838064322
168.164,178.82,2938.23426603,0.998119,3432.34089284,0.317716763037,2.05485,343.92304212,43.2505,2938.23426603,0.0,43.2365,2074.3147242,1477,4960.77520207,43.2485723147,-339.934729837,2938.23426603,-43.3896,1477,43.2344019185
168.229,178.844,3714.6201765,0.998017,3484.04186809,0.307148174743,1.64236,325.946382321,43.2454,3714.6201765,0.0,43.2268,1877.89554302,1478,4836.38740451,43.2446790192,-338.403481547,3714.6201765,-43.3692,1478,43.2261103667
168.278,178.921,3223.76843418,0.998057,3907.45186531,0.31025305885,1.76926,331.710879034,43.2826,3223.76843418,0.0,43.2647,1258.27895453,1479,4637.40315113,43.2814662743,249.045418576,3223.76843418,-43.4162,1479,43.263457305
168.381,178.956,3352.16969198,0.998505,3431.53778155,0.303913445634,1.53463,393.440898838,43.2714,3352.16969198,0.0,43.2535,1713.89601938,1480,5226.34179263,43.2696768312,385.403389657,3352.16969198,-43.3909,1480,43.2516632663
168.454,178.945,3551.41574035,0.998396,3961.82145211,0.351923073591,2.51701,406.742023388,43.1566,3551.41574035,0.0,43.1395,1651.38669369,1481,5401.81155416,43.1558340715,195.945465074,3551.41574035,-43.2742,1481,43.1387391074
168.476,179.013,2933.29191238,0.998048,3507.06492269,0.355629635007,2.81053,352.306910388,43.1205,2933.29191238,0.0,43.1058,1275.27462877,1482,4677.68497072,43.1198081522,872.82084598,2933.29191238,-43.2488,1482,43.1050107044
168.475,179.043,3084.64978617,0.997749,4274.43092777,0.296812367585,1.40755,382.525460882,43.1512,3084.64978617,0.0,43.136,1519.4294283,1483,5146.90563259,43.1498368012,203.929442126,3084.64978617,-43.2828,1483,43.1345841941
168.449,179.138,3323.5988272,0.998648,2358.35744017,0.3104031819,1.60726,319.449134317,43.0766,3323.5988272,0.0,43.0626,1875.24524356,1484,4854.83795334,43.075445103,84.6515449835,3323.5988272,-43.2108,1484,43.0614031394
168.476,179.167,3314.96990787,0.998035,3706.19751404,0.325385888387,2.06158,341.488419761,43.1614,3314.96990787,0.0,43.1433,1227.42786403,1485,4935.73691177,43.1608075471,820.443740631,3314.96990787,-43.2726,1485,43.142575366
168.548,179.279,3024.03330299,0.997191,4731.21819992,0.335241770036,2.28117,381.938292491,43.2327,3024.03330299,0.0,43.2174,135.937749836,1486,4935.15478075,43.2315597136,4447.19911721,3024.03330299,-43.3688,1486,43.2160659128
168.622,179.382,3154.94398751,0.998103,3032.23081041,0.317864088966,1.88843,340.815902445,43.0411,3154.94398751,0.0,43.0253,1819.45649263,1487,4787.17350435,43.0409030802,154.145058509,3154.94398751,-43.1589,1487,43.0251331215
168.666,179.433,3265.59727518,0.996923,4195.97460499,0.317052292393,1.88729,358.399923876,43.1549,3265.59727518,0.0,43.1371,996.071446771,1488,4931.25961585,43.1534673781,1509.3404231,3265.59727518,-43.2851,1488,43.1356112601
168.721,179.4,3362.37088795,0.997783,3358.55458978,0.328074059094,2.18339,295.370784687,42.9877,3362.37088795,0.0,42.9715,772.537396385,1489,4000.35948412,42.9856364037,1500.20174189,3362.37088795,-43.1109,1489,42.9694102727
168.717,179.508,3428.70755195,0.997148,4075.14972346,0.330181356894,2.26913,339.307041997,43.1202,3428.70755195,0.0,43.1029,125.774188426,1490,4308.84354969,43.1184030149,3842.6373613,3428.70755195,-43.246,1490,43.1011441858
168.775,179.59,3192.32565228,0.997014,3753.64521455,0.3231805779,2.17584,363.971488925,43.0961,3192.32565228,0.0,43.0834,1500.28037225,1491,5062.00747851,43.0956522055,655.958400834,3192.32565228,-43.2207,1491,43.0828535884
168.824,179.615,-106.062970321,0.996604,4095.30228661,0.331201521677,2.38035,367.335756807,42.8845,-106.062970321,0.0,42.8696,1455.61719503,1492,5190.73706816,42.8832678754,788.422808468,-106.062970321,-43.0127,1492,42.8681427994
168.909,179.663,3178.23076908,0.997272,4120.66267189,0.342593062672,2.48057,342.632997027,42.9209,3178.23076908,0.0,42.9061,1184.53139808,1493,4922.52173885,42.9194564441,778.278788089,3178.23076908,-43.0389,1493,42.9045092646
169.051,179.674,3053.53082163,0.997553,3043.55227639,0.333133368297,2.61095,300.99448151,42.9639,3053.53082163,0.0,42.9492,1197.37767217,1494,3856.01064584,42.9619184205,98.931014267,3053.53082163,-43.0859,1494,42.9471153449
169.055,179.817,2979.56271656,0.996099,2432.51324747,0.299928124442,1.81217,234.561963943,42.8877,2979.56271656,0.0,42.873,1015.25438709,1495,3187.74634594,42.88599125,-64.7373484073,2979.56271656,-43.014,1495,42.8711376807
169.141,179.871,3408.31477768,0.996997,2706.33587843,0.310583553217,1.74024,271.31364001,42.9859,3408.31477768,0.0,42.9698,1499.30068872,1496,4093.7928524,42.9848058961,-21.8059028897,3408.31477768,-43.1187,1496,42.9686519851
169.178,179.823,2747.29467921,0.995115,3214.73827163,0.330782108634,2.20586,278.690350362,43.0236,2747.29467921,0.0,43.0069,1200.66546968,1497,3995.05610303,43.022408709,679.060354198,2747.29467921,-43.1387,1497,43.0057096352
169.243,179.888,2985.45494431,0.996889,3048.47394414,0.333359538082,2.3174,297.343545276,42.907,2985.45494431,0.0,42.8909,1414.29504359,1498,4471.50632677,42.9042637487,299.621041644,2985.45494431,-43.0424,1498,42.8881054432
169.315,180.046,2737.44504406,0.996332,3740.70502362,0.314240491392,1.97529,337.592268554,42.9523,2737.44504406,0.0,42.9403,1663.80886178,1499,4798.48550947,42.9510730793,-61.9576507756,2737.44504406,-43.0874,1499,42.9390853688
169.41,180.085,2902.79435243,0.996251,3783.43394036,0.307992572442,1.55929,317.849535618,43.003,2902.79435243,0.0,42.9853,1080.76561567,1500,4477.03916211,43.0029213438,623.658921298,2902.79435243,-43.133,1500,42.9851552686
