MinReturn,AverageAbsQ,QFunRegParamNorm,AverageAbsY,AverageEsReturn,MinEsReturn,AverageQLoss,StdReturn,AverageDiscountedReturn,AverageQ,AveragePolicySurr,AverageReturn,AverageAction,AverageAbsQYDiff,AverageY,MaxReturn,MaxEsReturn,Epoch,Iteration,PolicyRegParamNorm,StdEsReturn
5.705994353,2.03854,40.1935,2.04084813758,6.98861157905,4.4297018393,0.0712983,0.0594214463754,5.67578140443,2.00934,-1.55896,5.83447932508,1.0,0.16096134768,2.00939017375,6.01701137225,26.5173601247,35,35,33.0135,2.77092286675
5.68691469224,1.66928,40.6115,1.67010740719,7.05402900724,5.1335955373,0.052785,0.0606692956723,5.67651016759,1.63371,-1.20212,5.8353139466,1.0,0.133892263157,1.63349110039,6.01418870242,25.5337621532,36,36,33.0135,2.83701232039
5.69809022663,1.30949,40.9159,1.31034677106,7.3876350174,5.33135195076,0.0365433,0.0604034875563,5.67934931967,1.27747,-0.959033,5.83820814427,1.0,0.112037268609,1.27739645357,6.01529406541,35.8254323418,37,37,33.0135,4.30001565378
5.70150762567,1.07864,41.2048,1.07879731412,6.937932927,3.71222109236,0.0271696,0.0610844052476,5.67667013384,1.05672,-0.847902,5.83544140248,1.0,0.0957109391604,1.05697791825,6.03133140996,26.0549835382,38,38,33.0135,2.57493306443
5.70380132647,0.967834,41.4739,0.967998205166,6.66647666325,4.69384217745,0.0224535,0.0619467106056,5.67679467422,0.954442,-0.823277,5.83561303033,1.0,0.0841022878084,0.954897685533,6.01691318694,19.8838129357,39,39,33.0135,1.90740389906
5.70243642982,0.93374,41.6879,0.934299791855,6.90987886917,3.69816299802,0.0153894,0.0606000294093,5.67808600606,0.926098,-0.864051,5.83682300062,1.0,0.0713292478981,0.926580912759,6.02406160665,39.138084905,40,40,33.0135,3.70926076968
5.70890840788,0.933484,41.8943,0.934045059686,7.1588021126,5.37503735683,0.0122202,0.0609358571047,5.67542506834,0.927278,-0.849224,5.83412210416,1.0,0.0653148727854,0.927570556083,6.01722712215,28.9302606248,41,41,33.0135,2.92361541438
5.71151038208,0.933105,42.1203,0.933560542508,7.13396031229,4.56147293576,0.0111712,0.0601667616176,5.67612958785,0.92758,-0.859078,5.83485932027,1.0,0.0619271988055,0.927855075818,6.0313819696,24.4627745428,42,42,33.0135,2.82563334659
5.70205517172,0.929711,42.379,0.92981971337,6.96578701362,5.29687030747,0.0108602,0.0603907587596,5.67669521324,0.924862,-0.839872,5.83556560183,1.0,0.0597132036472,0.924991540155,6.00988045803,20.3908145919,43,43,33.0135,2.31105422325
5.68613644664,0.912851,42.5881,0.912740242934,8.07726218364,5.20170860388,0.00920733,0.0605564276242,5.67742059501,0.909248,-0.820957,5.8361542331,1.0,0.0555390020041,0.909169142748,6.00804169773,35.5274547136,44,44,33.0135,5.11203663494
5.70272554871,0.871283,42.8244,0.87119111045,7.36406216739,4.63809810576,0.00910184,0.0602637965642,5.67732961696,0.867987,-0.753691,5.83606988693,1.0,0.0555699054137,0.867934787187,6.01889894902,37.0347037055,45,45,33.0135,4.38706324111
5.69844559536,0.818173,43.1077,0.818184366957,7.39887416223,5.25008668962,0.00918895,0.0598287955817,5.67696569137,0.815217,-0.697929,5.83570484633,1.0,0.0535324226985,0.815235111338,6.01347191504,50.466079324,46,46,33.0135,4.85237830778
5.6977779654,0.751211,43.391,0.751002871832,7.00081160507,5.30509682762,0.00790733,0.0612545308825,5.6768592191,0.747747,-0.640665,5.83559609543,1.0,0.0505299623834,0.747701244017,6.02050570436,47.1244980356,47,47,33.0135,3.99413486734
5.69903614758,0.715341,43.6753,0.715479703581,7.22455403917,2.73075495723,0.00651074,0.0619947737794,5.67833848837,0.711459,-0.632375,5.83718373689,1.0,0.0461899278445,0.71149478186,6.0219012277,25.3186033233,48,48,33.0135,3.05280891631
5.69311572338,0.713735,44.0457,0.713632164227,6.78873996962,5.2738049552,0.00824146,0.0589277439811,5.67495391758,0.708332,-0.680455,5.83369842135,1.0,0.0500363736811,0.708383798516,6.01126661001,19.061822308,49,49,33.0135,2.0963667907
5.70069460174,0.737831,44.3496,0.738114489197,7.20286618696,5.37766891124,0.00860092,0.0609289326346,5.67845848571,0.732454,-0.698774,5.83727013451,1.0,0.0504453004784,0.732658654268,6.01503066409,53.8905209707,50,50,33.0135,4.61636638659
5.69729531712,0.761377,44.6485,0.761472229661,8.21529600826,5.43256129181,0.00723929,0.0606075769964,5.67571296929,0.754396,-0.721859,5.83442296284,1.0,0.0464319347575,0.754534765391,6.03533334848,42.4888275696,51,51,33.0135,6.07840782153
5.69511657167,0.786269,45.043,0.78634575583,7.15419173164,5.43146083007,0.0088095,0.0609657469905,5.67692523934,0.77799,-0.745334,5.83569409643,1.0,0.0484315640603,0.778075245789,6.01365256915,34.2980783495,52,52,33.0135,3.60823763457
5.69917308156,0.812503,45.3645,0.812910201454,8.08275918477,3.6011979444,0.00833754,0.0603450225403,5.67859331918,0.803818,-0.763028,5.83742709646,1.0,0.0470805048095,0.804095187976,6.02146809529,57.481932053,53,53,33.0135,6.13503424411
5.70319609197,0.822418,45.6473,0.822692035327,6.93257096887,2.77001946407,0.00828449,0.0611571307654,5.67513547701,0.814413,-0.763521,5.83392989518,1.0,0.0471962589663,0.814565085671,6.02829007579,18.4864229832,54,54,33.0135,2.27975527159
5.70551273997,0.817819,45.9542,0.817918884539,6.68383245304,5.4421081057,0.00747136,0.0607208200489,5.67570986819,0.809863,-0.750376,5.83445104932,1.0,0.0444464981206,0.810065998754,6.01999090935,13.3251130151,55,55,33.0135,1.51610393892
5.69964147033,0.821724,46.2688,0.821826361533,7.2750549626,3.5877641819,0.00718575,0.0606382283925,5.67475876825,0.815142,-0.763701,5.83353229817,1.0,0.0440977171474,0.815351249086,6.02448399054,26.0200497829,56,56,33.0135,2.82363205498
5.69834920038,0.82231,46.6086,0.822197618205,7.56251845288,4.48487241693,0.00695035,0.060384938651,5.67458831466,0.816755,-0.756216,5.83337231373,1.0,0.0427024867798,0.816946540212,6.00020450361,36.0321098196,57,57,33.0135,4.36833320306
5.68394638007,0.813657,46.8611,0.813711240087,6.98257921643,5.2234682683,0.00749792,0.0610914502913,5.67486984048,0.808525,-0.732317,5.83355934996,1.0,0.0433196335902,0.80876912978,6.03265812998,15.7554386062,58,58,33.0135,2.06891319619
5.698116409,0.793714,47.1191,0.793336996204,7.8557255135,3.58203262176,0.00704457,0.0596516052023,5.67746680992,0.788855,-0.720778,5.83617926829,1.0,0.0410867062697,0.788960705549,5.99731052639,35.7130188116,59,59,33.0135,4.5137573171
5.70086251035,0.778574,47.3756,0.778318521019,7.08613217691,5.22627421338,0.00702126,0.0606848199296,5.67734074955,0.773926,-0.711692,5.83604494469,1.0,0.040624640227,0.774106139777,6.01083097665,34.2488127206,60,60,33.0135,3.56501917277
5.70148328183,0.773869,47.6759,0.773859619475,7.42695808873,5.21784174741,0.0066381,0.0633266055877,5.67772317476,0.770244,-0.720656,5.83661602011,1.0,0.0391726233617,0.770479377857,6.02305129059,38.4729283782,61,61,33.0135,4.73155018746
5.70292655754,0.769049,47.9324,0.768828161671,6.99925093587,5.26339981212,0.0066779,0.0599696739703,5.6783934993,0.765019,-0.714023,5.83724561878,1.0,0.0385909227983,0.765247889269,6.01799265128,16.2151494371,62,62,33.0135,1.95425114096
5.70209903827,0.769609,48.2411,0.769405944195,7.58536218777,1.9227168595,0.00699857,0.0597876006082,5.67660778245,0.765498,-0.714034,5.83533014273,1.0,0.038495312693,0.765683087309,6.01735933699,40.625833349,63,63,33.0135,4.909408343
5.70754303541,0.767716,48.5148,0.767331813778,6.82545186133,3.62573373636,0.00619066,0.0610749499097,5.67672968692,0.764011,-0.708442,5.83558699899,1.0,0.0367971364736,0.764128597072,6.01500300507,19.4413120878,64,64,33.0135,2.29156572658
5.69696018961,0.759575,48.8157,0.759169809185,6.69938441998,5.22478151892,0.00567176,0.0609896849024,5.67799838165,0.756613,-0.707227,5.83685934408,1.0,0.0365077391576,0.756729818442,6.02036564794,18.7628980845,65,65,33.0135,1.83856508346
5.69305832975,0.766227,49.0993,0.765884126038,7.31323944282,5.33391667705,0.00514157,0.0618805855378,5.6769520094,0.763071,-0.696807,5.83576037379,1.0,0.035073365674,0.763100847212,6.01792928023,27.7492336614,66,66,33.0135,3.3557106116
5.69602491299,0.745049,49.3923,0.744788319959,7.8161807906,4.77432682402,0.00595792,0.0606360596913,5.68030298038,0.74267,-0.672277,5.83918962798,1.0,0.037264096193,0.742814020528,6.01300312382,67.3592188435,67,67,33.0135,6.48351820915
5.69472412203,0.725459,49.6468,0.72512102768,7.4194632776,5.09866933129,0.0046611,0.0615373022986,5.67401774814,0.723079,-0.657152,5.83269906637,1.0,0.0344264108463,0.723035054962,6.01782141124,30.1997507834,68,68,33.0135,3.56784947439
5.69788179685,0.706175,49.9361,0.705930126958,7.10927385554,5.28591154947,0.00423796,0.0608922724949,5.67609406286,0.703834,-0.636593,5.83498208818,1.0,0.0326954485452,0.703941764637,6.02328079183,28.9305381881,69,69,33.0135,3.46954058662
5.70579658199,0.691063,50.202,0.690839198918,6.88027824181,5.14510054726,0.00364185,0.0589859424955,5.67676696173,0.688982,-0.626697,5.83552167978,1.0,0.0304855721675,0.689043005847,6.0062145207,36.6612211149,70,70,33.0135,3.16530978224
5.70347746336,0.684859,50.4916,0.684626108898,6.59986852423,3.53065577788,0.00379798,0.0606181548064,5.67806820447,0.682396,-0.630115,5.8368996819,1.0,0.0307366674105,0.682423451365,6.00742315561,16.757484038,71,71,33.0135,1.61621976966
5.70554980878,0.687541,50.6856,0.687403558432,7.54453356193,4.70141045811,0.00397463,0.0601468237843,5.67570163084,0.68518,-0.639665,5.83444800578,1.0,0.0308934427534,0.685292908519,6.00710460964,46.499583331,72,72,33.0135,4.62483257076
5.70097813386,0.692547,50.9062,0.692396196592,6.98438127829,5.39344020789,0.00400835,0.0614038803288,5.67519437433,0.6902,-0.640105,5.83400787722,1.0,0.0294723745772,0.690284125512,6.02398753984,37.4457299521,73,73,33.0135,3.6736589592
5.70726849936,0.684629,51.1613,0.684415377023,8.00034082269,2.82232439851,0.00339067,0.0611842346312,5.67636504963,0.682468,-0.626611,5.83519001796,1.0,0.0279196240764,0.682429680094,6.01131387958,69.1604131597,74,74,33.0135,7.18395681311
5.69913685312,0.673789,51.389,0.673721462951,7.4866402983,1.8544214385,0.00350565,0.0619320560009,5.67835058771,0.671823,-0.613553,5.83710387371,1.0,0.0281256026325,0.671924538623,6.00541623759,57.881365581,75,75,33.0135,5.53715806129
5.68965025805,0.667157,51.6336,0.666938032333,7.03596249019,1.8489027101,0.00375207,0.0596437370379,5.67612555179,0.665102,-0.610752,5.83497122488,1.0,0.0286583730596,0.665125255651,6.01688414778,21.5108195635,76,76,33.0135,2.56423742979
5.71180691765,0.661921,51.9238,0.661764959831,6.75295916948,2.75914715803,0.00343012,0.0610434172637,5.67549665472,0.659779,-0.608333,5.83421964166,1.0,0.0278633271894,0.659796725773,6.02879934662,18.3711640613,77,77,33.0135,2.01327477503
5.69987239304,0.664233,52.1607,0.66406187604,7.01670866438,5.30749444951,0.00336477,0.0612430691518,5.67810505427,0.661597,-0.610595,5.83685880632,1.0,0.0278812432484,0.661703392955,6.0069390811,23.1093670999,78,78,33.0135,2.51760648882
5.70303159996,0.660526,52.3876,0.660403729268,6.83533303941,4.55246530067,0.00325327,0.0600650469342,5.67731295944,0.657966,-0.610963,5.83608281141,1.0,0.0264792074233,0.657985898572,6.02281080354,16.9463300835,79,79,33.0135,2.01132116452
5.70169689029,0.665786,52.6062,0.665724284033,7.23563042486,5.39354594193,0.00338025,0.0607422578364,5.67677165,0.663344,-0.614854,5.83549333626,1.0,0.0271128387583,0.663421181667,6.0119390937,57.7459209703,80,80,33.0135,4.90381525097
5.70117289633,0.655605,52.842,0.655473806103,6.75200743668,5.26022721212,0.00373698,0.0587116476135,5.67596803052,0.652695,-0.607483,5.83475200125,1.0,0.0275347931205,0.652801351938,6.01250178343,20.6854811577,81,81,33.0135,1.84209024672
5.70842128253,0.662876,53.0748,0.662839897157,7.75737846338,5.4366641896,0.0036081,0.061540158336,5.67778329543,0.660395,-0.610041,5.83660685168,1.0,0.0277729956131,0.660491138421,6.02600863386,69.5583707678,82,82,33.0135,7.3471511189
5.70909574234,0.65762,53.3384,0.657537433698,7.62759558571,4.40846555671,0.00368796,0.0617949045685,5.67493768111,0.655107,-0.600816,5.83367561453,1.0,0.0264390635656,0.655228858021,6.01517350604,37.8606395216,83,83,33.0135,4.60226504774
5.69622220127,0.644707,53.5876,0.64443418445,6.90149847371,5.27276024933,0.00355036,0.0624505299594,5.67780202612,0.642301,-0.59007,5.8365874776,1.0,0.0264609888931,0.642238972322,6.01206559586,23.4012830117,84,84,33.0135,2.51064942253
5.70107670836,0.641044,53.8835,0.641022753168,7.13415485675,5.38073912344,0.0034066,0.0588524100347,5.67460619656,0.638689,-0.585522,5.83341631807,1.0,0.0267027570571,0.638840686698,6.02465926349,37.683269023,85,85,33.0135,3.41316495895
5.70807448862,0.640294,54.0979,0.640154425332,6.99514356077,4.48865902581,0.00306785,0.0607123021413,5.67549964824,0.638093,-0.593413,5.83420463673,1.0,0.0258719988118,0.638088142524,6.01067645622,22.4708284266,86,86,33.0135,2.30453317147
5.70111220191,0.640334,54.2665,0.64013183793,6.92562825947,2.76003814745,0.0030486,0.0596263535111,5.67580171723,0.638128,-0.59569,5.83446228945,1.0,0.0251557268563,0.638102794777,6.01845797809,40.1753442736,87,87,33.0135,3.42624354156
5.70969930967,0.635989,54.5117,0.635828852588,7.09008846516,4.97942829842,0.00339507,0.0604866097754,5.67533020883,0.633843,-0.586324,5.8341074443,1.0,0.0262659505735,0.633870204424,6.02173115552,46.2018897149,88,88,33.0135,4.22239563399
5.69897131228,0.634298,54.7284,0.634211418008,6.95811395785,1.78066564836,0.00313142,0.0602354215961,5.67649053924,0.6319,-0.588252,5.83530331448,1.0,0.0256370750668,0.631955851227,6.02966323983,22.0107679654,89,89,33.0135,2.07550163566
5.69421980357,0.630282,55.0278,0.630261591377,6.49974233655,2.75363857271,0.00420079,0.0609015950496,5.6764814533,0.628564,-0.581749,5.83517654885,1.0,0.0272260947672,0.628627888233,6.00347130078,16.8878910574,90,90,33.0135,1.51853840998
5.69376925178,0.627328,55.2807,0.627246967282,6.79437580359,5.40985957572,0.0033183,0.0607045452649,5.67742151261,0.625104,-0.576822,5.83622007586,1.0,0.0262440381918,0.625202016835,5.9989839071,17.9965486607,91,91,33.0135,2.08795663328
5.69743551597,0.622532,55.4859,0.622529281695,6.92062631243,4.47509491324,0.00354536,0.0610301780248,5.67880668761,0.620477,-0.574602,5.837574865,1.0,0.0257748743188,0.620635966511,6.01467616839,20.6682037388,92,92,33.0135,2.13486820915
5.70007022379,0.61448,55.7133,0.614261876129,6.80062775557,1.81492656399,0.00372582,0.0617855064585,5.67960777679,0.612839,-0.565272,5.83847261759,1.0,0.0265890667511,0.61282930143,6.01678688607,34.8051706169,93,93,33.0135,2.92281895728
5.7028602508,0.616645,56.0154,0.616565507331,6.88234905491,5.16441044807,0.0038868,0.0606835293138,5.67323364838,0.614641,-0.574324,5.83194150003,1.0,0.0266184884722,0.614707124144,6.02279690459,18.9581000063,94,94,33.0135,2.01455299515
5.68888062859,0.61201,56.23,0.612003944718,6.64043992028,2.7975922933,0.00380767,0.0589324200684,5.67579141232,0.61018,-0.569055,5.83456388562,1.0,0.0261676452302,0.610257508488,6.00525384087,21.3962856921,95,95,33.0135,2.00300299362
5.70135413162,0.613228,56.4793,0.613044020456,7.29756490231,1.80371981631,0.00393107,0.0599778063118,5.67589609313,0.610583,-0.564089,5.83463089172,1.0,0.0265049074348,0.61069035423,6.0197976374,48.0387188715,96,96,33.0135,4.10381869719
5.70308561824,0.613498,56.6745,0.613289238038,6.61957785633,2.84614194719,0.00384039,0.0614270726217,5.67760510886,0.611014,-0.571231,5.83637210066,1.0,0.0254031919004,0.611066804051,6.01804702603,19.2720325229,97,97,33.0135,1.80833524522
5.70528837679,0.614453,56.9157,0.61445260019,7.06882967128,5.19882375765,0.00415822,0.0606002067074,5.67563020033,0.611681,-0.579911,5.83437395377,1.0,0.0263193034145,0.611855838898,6.01438204702,24.8922958254,98,98,33.0135,2.87029723439
5.70178937175,0.620921,57.182,0.620818189617,6.8778058815,2.83713852962,0.00408702,0.0624659677832,5.67820919079,0.618588,-0.578547,5.83700795134,1.0,0.0267553172051,0.61870847718,6.02328780761,24.6550851209,99,99,33.0135,2.35332872876
5.69742486724,0.614827,57.3983,0.614641081123,6.80925965155,2.84449442682,0.00358562,0.0627206584439,5.67817721934,0.612049,-0.567304,5.83706098357,1.0,0.0253210042215,0.612061186249,6.02313427059,24.4734558074,100,100,33.0135,2.48815893057
5.69381804018,0.608603,57.6119,0.608482466875,7.80630123711,5.02602600717,0.00358096,0.0599795821784,5.67762235216,0.60565,-0.560271,5.8364993705,1.0,0.0252844029255,0.605712090892,6.0065887058,53.0751251482,101,101,33.0135,5.78083958659
5.69083487331,0.606252,57.831,0.606131110839,7.33277232058,5.17807854218,0.00425939,0.0617196979177,5.67748389464,0.602987,-0.562158,5.83628093405,1.0,0.0267348561693,0.603125736353,6.02384605937,47.7116449409,102,102,33.0135,4.36369976396
5.70545111674,0.607588,58.0317,0.607364468101,8.23291494171,1.84636447857,0.00381914,0.0601040474857,5.67577444347,0.604474,-0.559233,5.83450110618,1.0,0.0260432862038,0.604570472367,6.00972648079,59.7280145364,103,103,33.0135,7.50719760447
5.70055733994,0.603009,58.2375,0.602883508282,7.29538948054,2.72240424362,0.00412731,0.0609187291926,5.6777607097,0.600458,-0.557193,5.83654890401,1.0,0.0262331128193,0.60057131347,6.01758959322,37.006304477,104,104,33.0135,4.26885889727
5.69440157662,0.600309,58.5267,0.600073343308,6.97790576065,5.32473552879,0.00415443,0.0600648815755,5.67583225345,0.597175,-0.553523,5.83460931035,1.0,0.0264744408372,0.597247042503,6.02214581914,32.6205427048,105,105,33.0135,3.04210822565
5.70758280835,0.594166,58.6658,0.593957419035,8.0365104076,1.88651230049,0.00371291,0.0601517800174,5.67612066632,0.590838,-0.543942,5.83489374565,1.0,0.0252909490732,0.590885899451,6.02174731091,57.1510890302,106,106,33.0135,7.45804140159
5.69567864009,0.589479,58.8381,0.589274231957,7.19679029313,1.85083503875,0.0032757,0.0595484082093,5.67379043863,0.586559,-0.54479,5.83246395832,1.0,0.0244535230005,0.586655897079,6.02906069708,24.7977717671,107,107,33.0135,2.84558952804
5.69719689384,0.583195,59.0233,0.582908851657,7.45091249201,2.79725022548,0.00361317,0.0614222824311,5.67768384889,0.580535,-0.542899,5.83648141558,1.0,0.0252497065514,0.580600592387,6.01914889921,36.9673252193,108,108,33.0135,4.06362192416
5.69635238739,0.591487,59.2311,0.591328200158,7.34975953612,4.92183259975,0.00436254,0.0606785280273,5.67727472996,0.589058,-0.54579,5.83613021976,1.0,0.0264077497429,0.589215880556,6.02264758573,36.9609814443,109,109,33.0135,3.92740305491
5.70179335518,0.586213,59.4827,0.586107405441,7.137684889,5.16986734429,0.00384014,0.0607674544388,5.67676613825,0.583877,-0.546805,5.83546305474,1.0,0.0247521397927,0.583951070987,6.01748519173,30.0970367549,110,110,33.0135,2.96083630875
5.69519739719,0.585032,59.6393,0.584912945596,7.05842178175,5.3242808134,0.00408673,0.0613112027675,5.67758332108,0.582397,-0.546484,5.83633932832,1.0,0.0254178801697,0.582519807589,6.00147709704,19.8947400697,111,111,33.0135,2.49381129686
5.70133654761,0.594885,59.8568,0.594771161731,7.16642125374,5.20347134163,0.00378281,0.0598841017211,5.67607892309,0.592104,-0.552527,5.83476979695,1.0,0.0251730003683,0.592192191565,6.01013518096,21.8180985792,112,112,33.0135,2.51430184214
5.69967141555,0.591883,60.0034,0.591851325026,7.57170597203,2.78043870157,0.0049248,0.0601126189224,5.67323029965,0.5893,-0.551701,5.8320131716,1.0,0.0270631138049,0.589463367786,6.01825625443,51.085139658,113,113,33.0135,5.2452366314
5.69510534928,0.582959,60.2579,0.582879203836,7.34814956368,5.23801235661,0.00394897,0.0610482488148,5.67690153359,0.580203,-0.535304,5.83574130522,1.0,0.025301518317,0.58024473044,6.00537325575,49.156226154,114,114,33.0135,4.3828872824
5.69757106242,0.582844,60.4411,0.582655792817,6.86095621334,4.32076149196,0.00357502,0.0611905428953,5.67415918065,0.579405,-0.541159,5.8328703068,1.0,0.0244433389176,0.57949702839,6.00667884514,25.1962864897,115,115,33.0135,2.80566599063
5.6943912626,0.58792,60.6955,0.587928594555,7.67848836323,1.85452060263,0.00447615,0.0606619926404,5.67766810989,0.584834,-0.550877,5.83639039739,1.0,0.0258260395602,0.584989199958,6.01273758158,27.3198025359,116,116,33.0135,4.16168459685
5.69306059401,0.589797,60.8455,0.589579310478,6.99124253959,1.79935289393,0.00327641,0.0612195209035,5.67884372037,0.586939,-0.551501,5.83767032217,1.0,0.0234067480943,0.587060239446,6.00809477713,38.2450565007,117,117,33.0135,3.4528660011
